
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:19:39.440 --> 00:19:42.280]   or it was insufficient to cause us to solve this problem.
[00:19:42.280 --> 00:19:43.880]   Does that make sense?
[00:19:43.880 --> 00:19:45.520]   You see what I'm saying with that, right?
[00:19:45.520 --> 00:19:48.720]   If you choose to function under worldly definitions,
[00:19:48.720 --> 00:19:51.680]   there is something you indirectly say about God's standard.
[00:19:51.680 --> 00:19:55.120]   For a people who claim to have the resources of God,
[00:19:55.120 --> 00:19:57.000]   for people who claim to have the truth of God,
[00:19:57.000 --> 00:19:59.280]   the wisdom of God, the spirit of God,
[00:19:59.280 --> 00:20:02.120]   for us to not operate underneath that,
[00:20:02.120 --> 00:20:04.520]   indirectly says those are insufficient.
[00:20:04.520 --> 00:20:07.800]   Insufficient by they're either not worthy,
[00:20:07.800 --> 00:20:11.320]   they were not reachable, they were not sufficient to help us.
[00:20:11.320 --> 00:20:15.800]   And now I wanna put myself under pagan standards.
[00:20:15.800 --> 00:20:17.120]   And the pagans are not going to say,
[00:20:17.120 --> 00:20:19.820]   okay, I wanna judge between you guys, what did you do?
[00:20:19.820 --> 00:20:21.680]   Okay, then you did right, you did wrong,
[00:20:21.680 --> 00:20:23.960]   and then, you know what's really interesting is,
[00:20:23.960 --> 00:20:28.820]   back then, it wasn't so far different from today.
[00:20:28.820 --> 00:20:30.400]   They actually had a ruling system
[00:20:30.400 --> 00:20:33.120]   where uninvolved third parties would come,
[00:20:33.120 --> 00:20:34.880]   kinda like jurors, you know?
[00:20:34.880 --> 00:20:37.080]   How many of you guys have been on jury duty?
[00:20:37.080 --> 00:20:41.480]   All you guys writing it off like, I'm, you know,
[00:20:41.480 --> 00:20:42.320]   I'm just kidding.
[00:20:42.320 --> 00:20:46.840]   You know, but you have these third party individuals
[00:20:46.840 --> 00:20:50.980]   come in, and in their almost, like, you know,
[00:20:50.980 --> 00:20:52.860]   in their way of thinking, they're gonna start deciding,
[00:20:52.860 --> 00:20:55.380]   okay, is this man right or is that man wrong?
[00:20:55.380 --> 00:20:57.540]   But what are the standards of God?
[00:20:57.540 --> 00:20:59.060]   That's the point.
[00:20:59.060 --> 00:21:01.740]   So Apostle Paul, he's pointing this stuff out,
[00:21:01.740 --> 00:21:05.360]   you know, when he starts saying like, let's see,
[00:21:05.360 --> 00:21:09.380]   you know, verse two and three,
[00:21:09.380 --> 00:21:10.580]   when he starts saying stuff like,
[00:21:10.580 --> 00:21:12.820]   or do you not know the saints will judge the world?
[00:21:12.820 --> 00:21:15.580]   If the world is judged by you, are you not, what,
[00:21:15.580 --> 00:21:19.200]   competent to constitute the smallest law courts?
[00:21:19.200 --> 00:21:21.040]   Do you not know you will judge angels?
[00:21:21.040 --> 00:21:24.760]   How much more matters of this life?
[00:21:24.760 --> 00:21:27.520]   What he's pointing to is, if you are going to have
[00:21:27.520 --> 00:21:32.520]   the resources to judge that grand scale future kingdom,
[00:21:32.520 --> 00:21:35.140]   you have the means, the competency,
[00:21:35.140 --> 00:21:37.200]   to judge matters of this life.
[00:21:37.200 --> 00:21:38.080]   It goes back to what?
[00:21:38.080 --> 00:21:41.000]   You have the standards, right?
[00:21:41.000 --> 00:21:42.640]   You have the competency and the resource
[00:21:42.640 --> 00:21:44.560]   to judge matters of life here.
[00:21:45.420 --> 00:21:49.660]   And to tell you truthfully, I think, you know,
[00:21:49.660 --> 00:21:52.940]   more Christians should have a level of confidence
[00:21:52.940 --> 00:21:55.300]   to determine right and wrong in this world.
[00:21:55.300 --> 00:21:58.340]   It's not a humble thing for us to say,
[00:21:58.340 --> 00:22:00.700]   well, you know, I could be wrong, I don't know.
[00:22:00.700 --> 00:22:04.500]   I actually think it's a more humble thing to say,
[00:22:04.500 --> 00:22:07.740]   I've read the scriptures, and in as much as I have right
[00:22:07.740 --> 00:22:11.480]   what the scripture says, this is right, this is wrong.
[00:22:13.260 --> 00:22:14.700]   It's more humble to do that.
[00:22:14.700 --> 00:22:17.020]   Does that make sense?
[00:22:17.020 --> 00:22:19.080]   It's more humble under God.
[00:22:19.080 --> 00:22:21.840]   It's more humble under his standards.
[00:22:21.840 --> 00:22:23.100]   For Christians to be kind of like,
[00:22:23.100 --> 00:22:25.940]   eh, I know, yeah, well, this side has this side
[00:22:25.940 --> 00:22:26.780]   and that side has that side,
[00:22:26.780 --> 00:22:29.820]   they all have their good points, and who's to say?
[00:22:29.820 --> 00:22:31.180]   That's actually not humble.
[00:22:31.180 --> 00:22:35.180]   We have the competency to rule and judge
[00:22:35.180 --> 00:22:38.140]   according to God's truth and through his spirit.
[00:22:38.140 --> 00:22:41.040]   And I think more Christians need to have that strength
[00:22:41.040 --> 00:22:44.780]   and foundation from evaluating the scriptures, okay?
[00:22:44.780 --> 00:22:47.980]   So I wanna ask you guys,
[00:22:47.980 --> 00:22:51.480]   by application of just these first six verses,
[00:22:51.480 --> 00:22:55.500]   what can we draw out as applications for us?
[00:22:55.500 --> 00:23:04.520]   What can we draw out as applications for us?
[00:23:04.520 --> 00:23:07.280]   (pages rustling)
[00:23:07.280 --> 00:23:14.140]   - Just studying to show yourself approved
[00:23:14.140 --> 00:23:16.660]   and to be able to judge rightly.
[00:23:16.660 --> 00:23:20.660]   - Okay, studying so that you can be approved,
[00:23:20.660 --> 00:23:22.500]   so they can judge rightly, good.
[00:23:22.500 --> 00:23:27.260]   That's almost like a pre-application.
[00:23:27.260 --> 00:23:30.620]   To apply this verse, these verses, you need that.
[00:23:30.620 --> 00:23:34.420]   We need to all study well and divide the word of God
[00:23:34.420 --> 00:23:36.220]   appropriately so that we can actually judge
[00:23:36.220 --> 00:23:37.760]   according to God's standards.
[00:23:37.760 --> 00:23:39.440]   But what applications come out from us
[00:23:39.440 --> 00:23:40.840]   from these first six verses?
[00:23:40.840 --> 00:23:59.260]   Okay, well, think about it.
[00:23:59.260 --> 00:24:03.140]   Keep thinking, okay, think about it.
[00:24:04.360 --> 00:24:06.340]   I know that one application, obviously,
[00:24:06.340 --> 00:24:07.940]   like okay, so don't go to court.
[00:24:07.940 --> 00:24:11.140]   But just think about it more than just that, okay?
[00:24:11.140 --> 00:24:14.160]   Let's continue and then, okay?
[00:24:14.160 --> 00:24:17.060]   Huh?
[00:24:17.060 --> 00:24:21.820]   - He mentions it's better for you to be wrong
[00:24:21.820 --> 00:24:24.280]   than to take a dispute.
[00:24:24.280 --> 00:24:27.260]   But that's in the next part, but.
[00:24:27.260 --> 00:24:29.360]   - Okay, right, right, right, good.
[00:24:29.360 --> 00:24:33.740]   So he's talking, we're gonna start talking about
[00:24:34.720 --> 00:24:37.600]   the applications that he gives in the next verses.
[00:24:37.600 --> 00:24:40.300]   And so let's take a look at the next verses here.
[00:24:40.300 --> 00:24:42.380]   Verse seven through eight.
[00:24:42.380 --> 00:24:46.840]   Actually then, it is already a defeat for you
[00:24:46.840 --> 00:24:49.360]   that you have lawsuits with one another.
[00:24:49.360 --> 00:24:51.920]   Why not rather be wronged?
[00:24:51.920 --> 00:24:53.920]   Why not rather be defrauded?
[00:24:53.920 --> 00:24:56.480]   On the contrary, you yourself wrong and defraud.
[00:24:56.480 --> 00:24:59.920]   You do this even to your own brethren, okay?
[00:24:59.920 --> 00:25:03.080]   Let's begin with verse seven and take a look at it
[00:25:03.080 --> 00:25:04.420]   more closely.
[00:25:04.420 --> 00:25:06.940]   He says, actually, okay?
[00:25:06.940 --> 00:25:10.360]   He's been kind of laying it on them thick,
[00:25:10.360 --> 00:25:12.760]   saying, you know, look what you're doing to the church,
[00:25:12.760 --> 00:25:14.680]   look what you're doing to your reputation,
[00:25:14.680 --> 00:25:17.560]   look what you're doing against the standards of God
[00:25:17.560 --> 00:25:20.440]   and the resources we have in the Lord.
[00:25:20.440 --> 00:25:25.440]   But he says, well, actually, you already lose, okay?
[00:25:25.440 --> 00:25:30.000]   When you got there, before your case was even decided,
[00:25:30.000 --> 00:25:32.120]   before they gave a verdict about, okay,
[00:25:32.120 --> 00:25:33.320]   who wins and who gets the money
[00:25:33.320 --> 00:25:36.460]   or who gets the property, you lost.
[00:25:36.460 --> 00:25:38.120]   I wanna ask you a question.
[00:25:38.120 --> 00:25:41.360]   How is it that the Christian already loses
[00:25:41.360 --> 00:25:43.400]   when he takes another Christian to court?
[00:25:43.400 --> 00:25:49.060]   What does he mean by verse seven, part A?
[00:26:02.100 --> 00:26:04.980]   Okay, good, good.
[00:26:04.980 --> 00:26:07.160]   That is exactly what they're doing
[00:26:07.160 --> 00:26:12.000]   and it contributes to just,
[00:26:12.000 --> 00:26:16.800]   I'm gonna kind of, you know, push that.
[00:26:16.800 --> 00:26:18.940]   So we're talking about winning and losing
[00:26:18.940 --> 00:26:22.560]   because we're talking about legal cases, right?
[00:26:22.560 --> 00:26:25.920]   And he uses this term like you're already defeated
[00:26:25.920 --> 00:26:29.020]   in the context of them taking each other to court
[00:26:29.020 --> 00:26:31.280]   and Grace, you're right.
[00:26:31.280 --> 00:26:35.780]   They are, what do you say, defaming God, right?
[00:26:35.780 --> 00:26:37.720]   Is that what you said?
[00:26:37.720 --> 00:26:38.560]   Okay.
[00:26:38.560 --> 00:26:42.720]   So you're defaming God and so forth.
[00:26:42.720 --> 00:26:46.640]   So in what way are they already losing, right?
[00:26:46.640 --> 00:26:47.480]   Yes?
[00:26:47.480 --> 00:26:54.600]   Right.
[00:26:54.600 --> 00:26:59.040]   Yeah, yeah.
[00:26:59.040 --> 00:27:02.360]   And so I think what I'm,
[00:27:02.360 --> 00:27:04.600]   these are all contributing to the broader scope
[00:27:04.600 --> 00:27:08.100]   of what I wanna like really talk about today
[00:27:08.100 --> 00:27:09.480]   is because in answering the question
[00:27:09.480 --> 00:27:10.760]   of what's wrong with this church,
[00:27:10.760 --> 00:27:13.920]   it's not just obviously that they're taking people to court.
[00:27:13.920 --> 00:27:18.540]   There is a failure of how they're perceiving their lives,
[00:27:18.540 --> 00:27:22.800]   right, and Apostle Paul is defining for them
[00:27:22.800 --> 00:27:24.440]   this is how you lose.
[00:27:24.440 --> 00:27:29.440]   Now, in this specific passage,
[00:27:29.440 --> 00:27:33.600]   he starts talking more specifically and says,
[00:27:33.600 --> 00:27:35.680]   actually then it is already a defeat to you
[00:27:35.680 --> 00:27:38.260]   that you take these people to lawsuits.
[00:27:38.260 --> 00:27:40.080]   Why not rather be wronged?
[00:27:40.080 --> 00:27:43.080]   Why not rather be defrauded, right?
[00:27:43.080 --> 00:27:47.560]   So there is a sense in which two part.
[00:27:47.560 --> 00:27:52.120]   You guys are talking about they lose in the sight of God.
[00:27:53.200 --> 00:27:55.720]   Okay, so you can jot that down.
[00:27:55.720 --> 00:28:00.540]   They lose in terms of succeeding to which God has purposed.
[00:28:00.540 --> 00:28:04.900]   Okay, they fail, right?
[00:28:04.900 --> 00:28:10.480]   But what I find really interesting is he says,
[00:28:10.480 --> 00:28:12.820]   it is already a defeat for you,
[00:28:12.820 --> 00:28:17.240]   as in you lose because why?
[00:28:17.240 --> 00:28:20.360]   When you do this, you lose your character.
[00:28:22.280 --> 00:28:23.760]   So there's two parts to that.
[00:28:23.760 --> 00:28:26.840]   There's a sense in which you lose because
[00:28:26.840 --> 00:28:28.200]   in terms of really succeeding,
[00:28:28.200 --> 00:28:30.280]   what have you actually succeeded,
[00:28:30.280 --> 00:28:31.720]   but on the opposite end of that,
[00:28:31.720 --> 00:28:35.720]   you lose because you are losing your character.
[00:28:35.720 --> 00:28:38.780]   And I want you to notice that starting from verse seven
[00:28:38.780 --> 00:28:40.120]   all the way down to verse 11,
[00:28:40.120 --> 00:28:43.300]   he starts talking about personal character quite a bit.
[00:28:43.300 --> 00:28:45.000]   What defines you, what identifies you,
[00:28:45.000 --> 00:28:50.000]   what traits you have, what habits you have and whatnot.
[00:28:50.040 --> 00:28:52.480]   And he's talking about that a lot.
[00:28:52.480 --> 00:28:54.120]   'Cause if I think about the scenario,
[00:28:54.120 --> 00:28:56.920]   I think about these lawsuits again.
[00:28:56.920 --> 00:29:00.640]   And in these lawsuits, this is what you have, okay?
[00:29:00.640 --> 00:29:03.520]   First and foremost, I mentioned to you this idea
[00:29:03.520 --> 00:29:05.120]   that in the culture,
[00:29:05.120 --> 00:29:09.960]   the Christians had a right to judge for themselves,
[00:29:09.960 --> 00:29:12.400]   just like the Jews did, okay?
[00:29:12.400 --> 00:29:15.400]   So was it necessary to go to the court?
[00:29:15.400 --> 00:29:17.120]   No.
[00:29:19.240 --> 00:29:22.920]   If, let's say for example, Chris and I had
[00:29:22.920 --> 00:29:24.800]   a bet on who won a game,
[00:29:24.800 --> 00:29:26.760]   and I promised him a thousand bucks,
[00:29:26.760 --> 00:29:28.820]   and after promising him a thousand bucks,
[00:29:28.820 --> 00:29:30.960]   I failed to pay up.
[00:29:30.960 --> 00:29:34.040]   Seems like a pretty slam-dunk case, right?
[00:29:34.040 --> 00:29:37.440]   We made a bet, I didn't pay, I need to pay.
[00:29:37.440 --> 00:29:40.920]   Now, here's the interesting thing though, okay?
[00:29:40.920 --> 00:29:43.920]   How come we couldn't just resolve that
[00:29:43.920 --> 00:29:46.160]   in the capacity that already existed
[00:29:46.160 --> 00:29:48.440]   in their immediate community, their church?
[00:29:49.440 --> 00:29:51.720]   (audience member coughs)
[00:29:51.720 --> 00:29:54.040]   It leads me to believe that they're doing more
[00:29:54.040 --> 00:29:56.960]   than just trying to set things straight.
[00:29:56.960 --> 00:30:00.920]   Notice how he starts talking about defrauding a brother.
[00:30:00.920 --> 00:30:03.680]   Notice how it talks about, you know,
[00:30:03.680 --> 00:30:06.420]   going above and beyond simple retribution,
[00:30:06.420 --> 00:30:09.400]   but wronging each other, okay?
[00:30:09.400 --> 00:30:10.800]   Wronging each other.
[00:30:10.800 --> 00:30:13.880]   So I bet you, part of the reason why an individual
[00:30:13.880 --> 00:30:16.120]   couldn't just take this to a Christian court,
[00:30:16.120 --> 00:30:17.680]   a Jewish court, a religious court,
[00:30:17.680 --> 00:30:21.120]   is because whatever they're doing was probably unethical.
[00:30:21.120 --> 00:30:22.220]   Does that make sense?
[00:30:22.220 --> 00:30:28.520]   For example, for example, if in the US right now,
[00:30:28.520 --> 00:30:31.740]   you were wronged or you experienced some kind of injustice,
[00:30:31.740 --> 00:30:35.080]   you could sue, and typically you sue for a lot more
[00:30:35.080 --> 00:30:37.680]   than perhaps what the infraction was, right?
[00:30:37.680 --> 00:30:40.760]   Now, if you were to, in clear conscience,
[00:30:40.760 --> 00:30:42.680]   like, "No, I just wanna get what's due to me,"
[00:30:42.680 --> 00:30:43.980]   then you could just go to the court
[00:30:43.980 --> 00:30:46.280]   that's already established, but if you want more,
[00:30:46.280 --> 00:30:48.320]   I can't go there, can I?
[00:30:48.320 --> 00:30:49.960]   You see what I'm saying?
[00:30:49.960 --> 00:30:51.640]   So there's a sense in which I think
[00:30:51.640 --> 00:30:52.760]   they were probably trying to take
[00:30:52.760 --> 00:30:54.400]   financial advantage of each other.
[00:30:54.400 --> 00:30:56.200]   I think in their public litigation,
[00:30:56.200 --> 00:30:58.720]   it evidenced probably a deep-seated desire,
[00:30:58.720 --> 00:31:03.040]   a fleshly desire, to win more than what was due, okay?
[00:31:03.040 --> 00:31:07.560]   They were trying to take advantage of each other.
[00:31:07.560 --> 00:31:08.760]   Take advantage of the situation.
[00:31:08.760 --> 00:31:11.300]   If I'm gonna win, I'm gonna win big,
[00:31:11.300 --> 00:31:13.520]   and I will never lose to you.
[00:31:13.520 --> 00:31:16.200]   Perhaps that was the mentality.
[00:31:16.200 --> 00:31:17.440]   And so in Apostle Paul's mind,
[00:31:17.440 --> 00:31:21.180]   just the fact that you are here in the pagan court,
[00:31:21.180 --> 00:31:26.180]   you already lose, not because you lose the court case,
[00:31:26.180 --> 00:31:31.600]   but because you lose your dignity, you lose your character.
[00:31:31.600 --> 00:31:36.720]   It's just like, I think I used this analogy before,
[00:31:36.720 --> 00:31:39.920]   but I actually wrestled in high school in my ninth grade,
[00:31:39.920 --> 00:31:41.880]   and when I wrestled in high school,
[00:31:41.880 --> 00:31:44.280]   there weren't enough girls to actually have
[00:31:44.280 --> 00:31:46.120]   tournaments with just girls.
[00:31:46.120 --> 00:31:47.960]   So if there was a girl who played,
[00:31:47.960 --> 00:31:50.280]   she was typically the only one.
[00:31:50.280 --> 00:31:53.280]   And there was this moment when our B team
[00:31:53.280 --> 00:31:54.760]   was wrestling another school's B team,
[00:31:54.760 --> 00:31:56.280]   and there was a girl on that team.
[00:31:56.280 --> 00:31:58.920]   I wrestled at 115, which is really light.
[00:31:58.920 --> 00:32:00.960]   So thankfully, I didn't have to wrestle a girl,
[00:32:00.960 --> 00:32:03.920]   'cause typically girls are at 105, okay?
[00:32:03.920 --> 00:32:06.600]   Well, one of our buddies, he had to wrestle a girl.
[00:32:06.600 --> 00:32:09.720]   And obviously, he knew automatically,
[00:32:09.720 --> 00:32:11.720]   like, I'm gonna win, you know?
[00:32:11.720 --> 00:32:14.440]   But he just so decided, there's this move,
[00:32:14.440 --> 00:32:16.000]   you just shoot for both legs.
[00:32:16.000 --> 00:32:18.880]   Shooting is you just go for the heels of both legs,
[00:32:18.880 --> 00:32:21.040]   and you put your noggin right in the person's stomach,
[00:32:21.040 --> 00:32:22.480]   or your shoulder in the person's stomach.
[00:32:22.480 --> 00:32:23.680]   And that's what he did.
[00:32:23.680 --> 00:32:26.200]   And when you do that, you just lift up,
[00:32:26.200 --> 00:32:27.520]   her body just goes up in the air,
[00:32:27.520 --> 00:32:29.840]   and then he slammed her with his head.
[00:32:29.840 --> 00:32:31.560]   And he got up and went, "Oh!" like that,
[00:32:31.560 --> 00:32:32.720]   and all of us were like.
[00:32:32.720 --> 00:32:35.720]   (audience laughing)
[00:32:35.720 --> 00:32:38.560]   He didn't win that day, okay?
[00:32:38.560 --> 00:32:41.160]   Because by doing that, by arrogantly going,
[00:32:41.160 --> 00:32:45.100]   "Er," like he won, nobody was gonna be like, "Good job."
[00:32:45.100 --> 00:32:47.400]   Why, because he completely lost the respect of all the guys,
[00:32:47.400 --> 00:32:49.240]   and he lost the respect of the girl, too.
[00:32:49.240 --> 00:32:51.400]   You just don't do that, right?
[00:32:51.400 --> 00:32:53.080]   You don't do that.
[00:32:53.080 --> 00:32:56.720]   In the same way, there are things you can win,
[00:32:56.720 --> 00:32:58.280]   but you're not gonna win,
[00:32:58.280 --> 00:33:01.200]   because you're gonna lose spiritually,
[00:33:01.200 --> 00:33:05.880]   integrity, morally, ethically, right?
[00:33:05.880 --> 00:33:07.920]   You just don't do it because you win the match,
[00:33:07.920 --> 00:33:08.760]   but so what?
[00:33:08.760 --> 00:33:11.380]   You just didn't win at all,
[00:33:11.380 --> 00:33:12.880]   not on the side of the entire team,
[00:33:12.880 --> 00:33:16.620]   not on the side of the other team, like nobody, okay?
[00:33:16.620 --> 00:33:19.240]   That's like here, Apostle Paul is saying,
[00:33:19.240 --> 00:33:21.560]   "I think you guys have the absolute wrong definition
[00:33:21.560 --> 00:33:22.600]   "of success here.
[00:33:22.600 --> 00:33:24.200]   "Your definition of success is,
[00:33:24.200 --> 00:33:26.020]   "I'm never gonna be taken advantage of.
[00:33:26.020 --> 00:33:27.680]   "No one's gonna get the best of me.
[00:33:27.680 --> 00:33:29.060]   "I'm gonna take this guy to the house,
[00:33:29.060 --> 00:33:30.660]   "and I'm gonna wipe him clean."
[00:33:30.660 --> 00:33:35.180]   That's the worldly definition of success.
[00:33:35.180 --> 00:33:36.860]   You didn't win nothing.
[00:33:36.860 --> 00:33:40.860]   As a matter of fact, actually, you lost, okay?
[00:33:40.860 --> 00:33:43.640]   That's the point that Apostle Paul is making.
[00:33:43.640 --> 00:33:46.880]   And for us, there's a point of conviction there,
[00:33:46.880 --> 00:33:48.480]   because to tell you honestly,
[00:33:48.480 --> 00:33:53.480]   sometimes I have that kind of heart sometimes.
[00:33:53.480 --> 00:33:56.600]   I don't know if you guys have ever experienced
[00:33:56.600 --> 00:33:57.640]   that come out of you.
[00:33:57.640 --> 00:34:00.200]   Sometimes people do stuff, and you're like,
[00:34:00.200 --> 00:34:01.640]   "That's okay, I didn't even care.
[00:34:01.640 --> 00:34:04.720]   "Just actually here and take some more," or whatever.
[00:34:04.720 --> 00:34:06.600]   And then for some odd reason, somebody does something,
[00:34:06.600 --> 00:34:07.440]   you're like, "No."
[00:34:07.440 --> 00:34:09.480]   You're gonna know you did wrong,
[00:34:09.480 --> 00:34:10.520]   and you're gonna pay, you know?
[00:34:10.520 --> 00:34:12.120]   And it comes out of you, and you just realize,
[00:34:12.120 --> 00:34:14.600]   like, wow, that's kind of scary.
[00:34:14.600 --> 00:34:17.280]   And on our off days when we're not sober,
[00:34:17.280 --> 00:34:19.480]   doesn't it come out like that sometimes?
[00:34:19.480 --> 00:34:21.800]   No, you're just not gonna get the best of me.
[00:34:21.800 --> 00:34:24.400]   And sometimes we buy into it.
[00:34:24.400 --> 00:34:27.440]   Sometimes we just, maybe it's because we're competitive,
[00:34:27.440 --> 00:34:29.920]   and we don't want people to get away with wrong.
[00:34:29.920 --> 00:34:31.400]   Sometimes we're prideful, and we're like,
[00:34:31.400 --> 00:34:32.520]   "I ain't no pushover.
[00:34:32.520 --> 00:34:37.000]   "I'm not a pushover, and you can't do this to me."
[00:34:37.000 --> 00:34:41.160]   And so you retaliate, or you just kind of avenge yourself.
[00:34:41.160 --> 00:34:42.440]   You know?
[00:34:42.440 --> 00:34:44.120]   And that is actually the heart
[00:34:44.120 --> 00:34:47.240]   of which Apostle Paul is getting at, isn't it?
[00:34:47.240 --> 00:34:49.040]   As to why these problems exist.
[00:34:49.040 --> 00:34:52.760]   So, Apostle Paul asks this question,
[00:34:52.760 --> 00:34:55.160]   why not rather be wronged?
[00:34:55.160 --> 00:34:57.620]   Why not be defrauded?
[00:34:57.620 --> 00:35:02.120]   And I ask this question, what is the principle
[00:35:02.120 --> 00:35:05.160]   that Apostle Paul is advocating here?
[00:35:05.160 --> 00:35:06.920]   Okay, what is the principle
[00:35:06.920 --> 00:35:09.000]   that Apostle Paul is advocating?
[00:35:09.000 --> 00:35:12.340]   Well, I think, you know,
[00:35:12.340 --> 00:35:15.300]   I'm gonna ask you guys for the principle
[00:35:15.300 --> 00:35:17.740]   after we look at some of these cross-references,
[00:35:17.740 --> 00:35:19.560]   but you guys know the principles
[00:35:19.560 --> 00:35:21.120]   that are taught in scripture.
[00:35:21.120 --> 00:35:23.640]   I just thought it would be spiritually really good for us
[00:35:23.640 --> 00:35:26.040]   to remind ourselves of some of these principles.
[00:35:26.040 --> 00:35:27.800]   Turn your Bibles to Matthew.
[00:35:27.800 --> 00:35:30.520]   Matthew chapter five, verse 38 through 48.
[00:35:30.520 --> 00:35:33.280]   (pages rustling)
[00:35:33.280 --> 00:35:40.200]   So Matthew five.
[00:35:40.200 --> 00:35:54.780]   Okay, and this is what Jesus says.
[00:35:54.780 --> 00:36:00.360]   He says, "You have heard that it was said,
[00:36:00.360 --> 00:36:03.880]   "an eye for an eye and a tooth for a tooth."
[00:36:03.880 --> 00:36:05.760]   This is known as a lex talionis.
[00:36:05.760 --> 00:36:07.680]   This is, you know, this principle.
[00:36:07.680 --> 00:36:09.800]   You lose a goat, you're gonna have to give a goat,
[00:36:09.800 --> 00:36:11.880]   or you deserve a goat.
[00:36:11.880 --> 00:36:13.800]   It's eye for an eye, tooth for tooth.
[00:36:13.800 --> 00:36:17.580]   In verse 39, he says, "But I say to you,
[00:36:17.580 --> 00:36:19.180]   "do not resist an evil person,
[00:36:19.180 --> 00:36:21.240]   "but whoever slaps you on your right cheek,
[00:36:21.240 --> 00:36:24.180]   "turn the other to him also.
[00:36:24.180 --> 00:36:26.300]   "If anyone wants to sue you and take your shirt,
[00:36:26.300 --> 00:36:28.180]   "let him have your coat also.
[00:36:28.180 --> 00:36:30.020]   "Whoever forces you to go one mile,
[00:36:30.020 --> 00:36:31.160]   "go with him too.
[00:36:31.160 --> 00:36:33.080]   "Give to him who asks of you,
[00:36:33.080 --> 00:36:34.620]   "and do not turn away from him
[00:36:34.620 --> 00:36:36.660]   "who wants to borrow from you.
[00:36:36.660 --> 00:36:38.140]   "You have heard that it was said,
[00:36:38.140 --> 00:36:39.880]   "you shall love your neighbor and hate your enemy,
[00:36:39.880 --> 00:36:41.320]   "but I say to you, love your enemies
[00:36:41.320 --> 00:36:43.220]   "and pray for those who persecute you,
[00:36:43.220 --> 00:36:47.260]   "so that you may be sons of your Father who is in heaven.
[00:36:47.260 --> 00:36:50.000]   "For he causes his son to rise on the evil and the good
[00:36:50.000 --> 00:36:52.700]   "and sends his reign on the righteous and the unrighteous.
[00:36:52.700 --> 00:36:54.440]   "For if you love those who love you,
[00:36:54.440 --> 00:36:56.300]   "what reward do you have?
[00:36:56.300 --> 00:36:58.940]   "Do not even the tax collectors do the same.
[00:36:58.940 --> 00:37:00.240]   "If you greet only your brothers,
[00:37:00.240 --> 00:37:02.700]   "what more are you doing than others?
[00:37:02.700 --> 00:37:05.060]   "Do not even the Gentiles do the same.
[00:37:05.060 --> 00:37:07.140]   "Therefore, you are to be perfect
[00:37:07.140 --> 00:37:09.320]   "as your heavenly Father is perfect."
[00:37:09.320 --> 00:37:12.160]   There's so much to be said just from that short excerpt
[00:37:12.160 --> 00:37:13.960]   from our Lord Jesus, right?
[00:37:13.960 --> 00:37:16.560]   I don't believe this idea of if someone slaps you,
[00:37:16.560 --> 00:37:19.400]   turn to the other one applies in every single circumstance.
[00:37:19.400 --> 00:37:21.400]   If you're a governor, if you're a ruler,
[00:37:21.400 --> 00:37:23.600]   if you're responsible for our family,
[00:37:23.600 --> 00:37:25.800]   you don't, that guy took one child,
[00:37:25.800 --> 00:37:26.640]   I'll give him my other child.
[00:37:26.640 --> 00:37:28.400]   Like, that doesn't work that way.
[00:37:28.400 --> 00:37:30.420]   But if you're a Christian,
[00:37:30.420 --> 00:37:33.000]   proclaiming to be a son of God,
[00:37:33.000 --> 00:37:35.600]   this is supposed to be something unique about you
[00:37:35.600 --> 00:37:39.160]   that makes you primarily a son of God.
[00:37:39.160 --> 00:37:40.940]   To be able to love beyond measure,
[00:37:40.940 --> 00:37:44.360]   to be able to love beyond what's expected, right?
[00:37:44.360 --> 00:37:47.020]   To be able to absorb that slap in the face
[00:37:47.020 --> 00:37:49.000]   and not retaliate, that's something unique
[00:37:49.000 --> 00:37:49.840]   to what God has done.
[00:37:49.840 --> 00:37:52.560]   He says, "To emulate your Father in heaven,
[00:37:52.560 --> 00:37:54.940]   "that's why you do this."
[00:37:54.940 --> 00:37:57.440]   Okay?
[00:37:57.440 --> 00:38:01.160]   Another passage, 1 Peter 3, verse eight through nine.
[00:38:01.160 --> 00:38:04.160]   He says, "To sum up, all of you be harmonious,
[00:38:04.160 --> 00:38:07.800]   "sympathetic, brotherly, kindhearted, and humble in spirit,
[00:38:07.800 --> 00:38:10.740]   "not returning evil for evil or insult for insult,
[00:38:10.740 --> 00:38:13.020]   "but giving a blessing instead.
[00:38:13.020 --> 00:38:15.600]   "For you were called for the very purpose
[00:38:15.600 --> 00:38:18.340]   "that you might inherit a blessing."
[00:38:18.340 --> 00:38:19.180]   Okay?
[00:38:19.180 --> 00:38:20.880]   Another passage I want us to turn to,
[00:38:20.880 --> 00:38:23.320]   Romans 12, 17 through 21.
[00:38:26.000 --> 00:38:28.120]   Romans 12, 17 through 21.
[00:38:28.120 --> 00:38:39.720]   Okay?
[00:38:39.720 --> 00:38:42.460]   And this is what, again, the word of God says.
[00:38:42.460 --> 00:38:48.020]   He says, "Never pay back evil for evil to anyone.
[00:38:48.020 --> 00:38:51.900]   "Respect what is right in the sight of all men.
[00:38:51.900 --> 00:38:54.120]   "If possible, so far as it depends on you,
[00:38:54.120 --> 00:38:55.920]   "be at peace with all men.
