
[00:00:00.000 --> 00:00:04.000]   [no audio]
[00:22:54.000 --> 00:22:58.000]   They didn't have nice roads. In fact, nice roads didn't come
[00:22:58.000 --> 00:23:02.000]   until when? Huh?
[00:23:02.000 --> 00:23:06.000]   Yeah, until the time of Rome. Right? There weren't nice roads.
[00:23:06.000 --> 00:23:10.000]   It was basically somebody would travel down this mountain, and if enough people
[00:23:10.000 --> 00:23:14.000]   took that road, the grass started to die, and then the roads started flattening out,
[00:23:14.000 --> 00:23:18.000]   and that became the best road. So even the best of roads
[00:23:18.000 --> 00:23:22.000]   weren't that good. Right? It wasn't the Romans until they came,
[00:23:22.000 --> 00:23:26.000]   and their empire was so huge, and they wanted to
[00:23:26.000 --> 00:23:30.000]   make sure that their soldiers were able to get to wherever they needed to get to as quickly as they could.
[00:23:30.000 --> 00:23:34.000]   And that was one of the keys to their success. They made roads
[00:23:34.000 --> 00:23:38.000]   for military purposes. And all of a sudden, it became, like
[00:23:38.000 --> 00:23:42.000]   once the roads got connected, people were able to exchange commerce and go back
[00:23:42.000 --> 00:23:46.000]   and forth because of these roads. None of that happened until the Romans came in.
[00:23:46.000 --> 00:23:50.000]   Until then, even if you wanted to, let's say if you lived here, and you wanted to go over
[00:23:50.000 --> 00:23:54.000]   there, you had to take all of your supplies and go over this mountain,
[00:23:54.000 --> 00:23:58.000]   go over the terrain, through the woods, rivers, whatever, to get to the other side.
[00:23:58.000 --> 00:24:02.000]   Right? So when the Bible talks about how God's going to bring, and He's going to bring
[00:24:02.000 --> 00:24:06.000]   a holy highway. Right? So think about it from their
[00:24:06.000 --> 00:24:10.000]   point of view. The word highway literally means road lifted.
[00:24:10.000 --> 00:24:14.000]   Right? Because literally that's what that means. Right? So if a Jew
[00:24:14.000 --> 00:24:18.000]   was reading this in his language, highway, he would have immediately pictured
[00:24:18.000 --> 00:24:22.000]   a road that's lifted up. Right? And so that's the picture
[00:24:22.000 --> 00:24:26.000]   that's given. It's like when Christ comes, that this road, and what does this
[00:24:26.000 --> 00:24:30.000]   road lead to?
[00:24:30.000 --> 00:24:34.000]   To God. Right? This pathway that
[00:24:34.000 --> 00:24:38.000]   was difficult to get through, maybe impossible,
[00:24:38.000 --> 00:24:42.000]   maybe there was a mountain between you, maybe there was a deep valley that you couldn't pass.
[00:24:42.000 --> 00:24:46.000]   And when He comes, the path to His glory is going to be paved. It's going
[00:24:46.000 --> 00:24:50.000]   to be high. It's going to be the best road. Remember we talked about that,
[00:24:50.000 --> 00:24:54.000]   the cities of refuge? That these particular cities were spread out,
[00:24:54.000 --> 00:24:58.000]   that no matter where you were in Israel, that you had a clear sight of
[00:24:58.000 --> 00:25:02.000]   one of these cities, and that every road was the best
[00:25:02.000 --> 00:25:06.000]   roads in Israel were always the ones that led to the cities of refuge.
[00:25:06.000 --> 00:25:10.000]   Right? And who were the people that these
[00:25:10.000 --> 00:25:14.000]   cities of refuge were made for?
[00:25:14.000 --> 00:25:18.000]   Accidental killing.
[00:25:18.000 --> 00:25:22.000]   So think about how often do you think that happened, that six
[00:25:22.000 --> 00:25:26.000]   different cities were built on top of a hill, and best roads.
[00:25:26.000 --> 00:25:30.000]   He said to carve down hills,
[00:25:30.000 --> 00:25:34.000]   and fill in the valleys, and make the best roads. So how often do you think this
[00:25:34.000 --> 00:25:38.000]   happened that God would say, that make these cities, dedicate all your
[00:25:38.000 --> 00:25:42.000]   time, money, and energy to build these cities. I'm thinking this
[00:25:42.000 --> 00:25:46.000]   road probably was not taken that often. Right?
[00:25:46.000 --> 00:25:50.000]   I don't think that was a happen, like every two days, like where's he running? Oh he just killed somebody.
[00:25:50.000 --> 00:25:54.000]   You know, I don't think that was a common occurrence. Right?
[00:25:54.000 --> 00:25:58.000]   Because I think that that was built for the purpose of, again, as a
[00:25:58.000 --> 00:26:02.000]   shadow to teach us that the refuge, at the end of it,
[00:26:02.000 --> 00:26:06.000]   the high priest, who we know as to be Christ,
[00:26:06.000 --> 00:26:10.000]   that he's the protector once you get to that city. I think all of that
[00:26:10.000 --> 00:26:14.000]   drama, and all of that money spent on the road was for the purpose of teaching us in the New Testament
[00:26:14.000 --> 00:26:18.000]   that the best roads, right, the best roads that
[00:26:18.000 --> 00:26:22.000]   he prepared for us to get to our refuge, Christ,
[00:26:22.000 --> 00:26:26.000]   was built. And that was the city of refuge was a shadow of that. Right?
[00:26:26.000 --> 00:26:30.000]   And I think it was for that purpose.
[00:26:30.000 --> 00:26:34.000]   You know, I think the pragmatist would have seen that and said, like, really? Dedicate all our
[00:26:34.000 --> 00:26:38.000]   money for that? You know what I mean? There's poor people that can't go from one village
[00:26:38.000 --> 00:26:42.000]   to the other and you're going to make us build this on top of the hill? Right?
[00:26:42.000 --> 00:26:46.000]   But again, all of that was to prepare to teach us about who Christ is.
[00:26:46.000 --> 00:26:50.000]   So when the Bible talks about that, again,
[00:26:50.000 --> 00:26:54.000]   today we think about roads and, you know,
[00:26:54.000 --> 00:26:58.000]   think about, like, oh it would have been great if we invented
[00:26:58.000 --> 00:27:02.000]   the car, you know, 200 years ago. 200 years ago your car would have been absolutely useless.
[00:27:02.000 --> 00:27:06.000]   Think about how many things needed to be invented
[00:27:06.000 --> 00:27:10.000]   before a car was able to be used. If you don't have roads,
[00:27:10.000 --> 00:27:14.000]   the car's useless. Right? Oh, you can go
[00:27:14.000 --> 00:27:18.000]   80 miles per hour. Where? Right?
[00:27:18.000 --> 00:27:22.000]   At Grand Canyon? Like, where are you going to go 80 miles per hour, 100 miles per hour?
[00:27:22.000 --> 00:27:26.000]   If you don't have the roads, it's absolutely useless. Right? So all these
[00:27:26.000 --> 00:27:30.000]   things have to happen. So today we think about roads and we take that for granted, but without
[00:27:30.000 --> 00:27:34.000]   these roads, we can't go to where we want to go.
[00:27:34.000 --> 00:27:38.000]   Right? And again, it literally means
[00:27:38.000 --> 00:27:42.000]   raised roads. So all that stuff that would get in the way of
[00:27:42.000 --> 00:27:46.000]   your carriage or, you know, you walking, said it would be raised so you would go
[00:27:46.000 --> 00:27:50.000]   right above all of that. Right?
[00:27:50.000 --> 00:27:54.000]   Now was there a road that was like this? The only roads that we know of
[00:27:54.000 --> 00:27:58.000]   in Israel before the time of Christ was these roads, cities of refuge.
[00:27:58.000 --> 00:28:02.000]   Right? The only roads that were dedicated
[00:28:02.000 --> 00:28:06.000]   for that purpose, to go somewhere that far, would have been these. Right?
[00:28:06.000 --> 00:28:10.000]   So again, you know, we're not going to take some time to study, but I really encourage
[00:28:10.000 --> 00:28:14.000]   you, if you have time, to study the cities of refuge and what he teaches
[00:28:14.000 --> 00:28:18.000]   on that, because it's meant to
[00:28:18.000 --> 00:28:22.000]   highlight who Jesus is and what he means to us in the New Testament.
[00:28:22.000 --> 00:28:26.000]   Okay? And I know, I don't know who was here
[00:28:26.000 --> 00:28:30.000]   when we, we went through that years and years ago. I'm assuming if you were here
[00:28:30.000 --> 00:28:34.000]   you forgot, and most of you probably don't remember. Right?
[00:28:34.000 --> 00:28:38.000]   Or you weren't here. Okay?
[00:28:38.000 --> 00:28:42.000]   What causes the sorrow and sighing to flee to be replaced by singing and rejoicing?
[00:28:42.000 --> 00:28:46.000]   Right? Presence of the Lord, when he comes in his full glory.
[00:28:46.000 --> 00:28:50.000]   Right?
[00:28:50.000 --> 00:28:54.000]   This is not what he brings, it's not that he's going to make things right,
[00:28:54.000 --> 00:28:58.000]   it's just his presence. When he comes,
[00:28:58.000 --> 00:29:02.000]   this is going to happen.
[00:29:02.000 --> 00:29:06.000]   It is no different today. I think about all the problems
[00:29:06.000 --> 00:29:10.000]   and all the things that we pray for, all the things that we long for, in the end, if you have
[00:29:10.000 --> 00:29:14.000]   deep fellowship with Christ, for whatever the reason, it makes it right.
[00:29:14.000 --> 00:29:18.000]   Right? All of a sudden you can bear it.
[00:29:18.000 --> 00:29:22.000]   Like all the loneliness, all the pain, all the frustration, but for whatever
[00:29:22.000 --> 00:29:26.000]   the reason, when you're near Christ, all of a sudden you can endure it.
[00:29:26.000 --> 00:29:30.000]   That things make sense. Right? And I'm sure you can
[00:29:30.000 --> 00:29:34.000]   testify that too. Like, you know, when I met Christ, all the anger
[00:29:34.000 --> 00:29:38.000]   and bitterness, hatred, just overnight, it made sense.
[00:29:38.000 --> 00:29:42.000]   It didn't fix all my problems, but it made sense. Right? Because I
[00:29:42.000 --> 00:29:46.000]   knew that God was in control. Right? So, again, it's
[00:29:46.000 --> 00:29:50.000]   described when he comes, simply by his presence.
[00:29:50.000 --> 00:29:54.000]   Right? Simply by his presence. All the
[00:29:54.000 --> 00:29:58.000]   ramification of sins, all the curse is going to be reversed, simply by his presence.
[00:29:58.000 --> 00:30:02.000]   So the whole point of salvation is to open the door to get to him.
[00:30:02.000 --> 00:30:06.000]   Right? So, again, when we come to the New Testament,
[00:30:06.000 --> 00:30:10.000]   if we celebrate the open door, and you don't
[00:30:10.000 --> 00:30:14.000]   fellowship with him, because the gift of salvation is Christ,
[00:30:14.000 --> 00:30:18.000]   and if we proclaim that it's Christ, and we sing that it's
[00:30:18.000 --> 00:30:22.000]   Christ, but we don't come to him, you miss the whole gift of salvation.
[00:30:22.000 --> 00:30:26.000]   Right? Because the point of salvation is Christ.
[00:30:26.000 --> 00:30:30.000]   It's to love Christ, to fellowship with Christ. If his presence
[00:30:30.000 --> 00:30:34.000]   is what fixes the problem of sin, right?
[00:30:34.000 --> 00:30:38.000]   You miss the whole point of salvation just to say, "Look at that wide open
[00:30:38.000 --> 00:30:42.000]   door. Look at what Jesus did." And you celebrate the Gospel because you're celebrating
[00:30:42.000 --> 00:30:46.000]   what happened. Right?
[00:30:46.000 --> 00:30:50.000]   It's just like going to Grand Canyon and celebrating the picture.
[00:30:50.000 --> 00:30:54.000]   You know what I mean? Instead of enjoying Grand Canyon, you're just looking at
[00:30:54.000 --> 00:30:58.000]   the pictures. "Look how awesome this picture is." But the whole point of it is
[00:30:58.000 --> 00:31:02.000]   you're there. Right? So if we
[00:31:02.000 --> 00:31:06.000]   do not take advantage of the fact that the door has been opened, we can
[00:31:06.000 --> 00:31:10.000]   commune with him, we can talk to him, we can pray to him, then you
[00:31:10.000 --> 00:31:14.000]   miss the whole point of salvation. The whole point of salvation is not simply going to heaven.
[00:31:14.000 --> 00:31:18.000]   Right? The gift of salvation, of heaven, is because heaven
[00:31:18.000 --> 00:31:22.000]   is the unadulterated presence of God is in heaven.
[00:31:22.000 --> 00:31:26.000]   So we get a taste of that here, we get the full
[00:31:26.000 --> 00:31:30.000]   meal when we get to heaven. Right? But it has to start here.
[00:31:30.000 --> 00:31:34.000]   If we really knew what it was. Right?
[00:31:34.000 --> 00:31:38.000]   Alright, so chapter 36 to 39, I'm just going to go over
[00:31:38.000 --> 00:31:42.000]   it real quick. I'm not going to go into too much detail. Because it's strict
[00:31:42.000 --> 00:31:46.000]   history. 36, 37, 38 is
[00:31:46.000 --> 00:31:50.000]   against Israel's threat. Assyrian threat. So obviously, hopefully you had some time to
[00:31:50.000 --> 00:31:54.000]   read it. Historical background. It's almost identical. It's placed in
[00:31:54.000 --> 00:31:58.000]   three separate places. In King's Chronicles and here.
[00:31:58.000 --> 00:32:02.000]   Chapter 39 is in reference to
[00:32:02.000 --> 00:32:06.000]   because remember what Hezekiah does? Right? Hezekiah kind of
[00:32:06.000 --> 00:32:10.000]   gets excited because he's delivered from Assyrians. And then he thinks like, oh it's
[00:32:10.000 --> 00:32:14.000]   safe. And then he lets them in. Not realizing that once
[00:32:14.000 --> 00:32:18.000]   they get a taste of, oh this is what Israel has. Eventually they are going to come and covet that.
[00:32:18.000 --> 00:32:22.000]   And then come and take it. Right? So the prophecy is about the judgment coming.
[00:32:22.000 --> 00:32:26.000]   Right? Now you're delivered from Assyrians, but now you're going to be judged by the
[00:32:26.000 --> 00:32:30.000]   Babylonians. So that's how those four chapters break out. Right?
[00:32:30.000 --> 00:32:34.000]   So up to this point, up to
[00:32:34.000 --> 00:32:38.000]   chapter 37, 38, the Assyrian invasion
[00:32:38.000 --> 00:32:42.000]   was a broad background behind everything that we've been talking about.
[00:32:42.000 --> 00:32:46.000]   Right?
[00:32:46.000 --> 00:32:50.000]   So now Isaiah gives a historical record
[00:32:50.000 --> 00:32:54.000]   of what happened during the time he prophesied. So again, you don't need to know
[00:32:54.000 --> 00:32:58.000]   all the details, but just kind of as a broad reference, historical background.
[00:32:58.000 --> 00:33:02.000]   This is what's going on. So what you read in chapter 36, 37, 38,
[00:33:02.000 --> 00:33:06.000]   and 39 is kind of the historical background of what
[00:33:06.000 --> 00:33:10.000]   we were talking about in the last chapter 1 through 38.
[00:33:10.000 --> 00:33:14.000]   Okay?
[00:33:14.000 --> 00:33:18.000]   So the
[00:33:18.000 --> 00:33:22.000]   theme right here is the name of the guy that comes.
[00:33:22.000 --> 00:33:26.000]   His name is
[00:33:26.000 --> 00:33:30.000]   Rabshakeh. That is not
[00:33:30.000 --> 00:33:34.000]   his actual name, but a title. He's a high official or
[00:33:34.000 --> 00:33:38.000]   commander in the Assyrian army. So it's a title. It's not a name.
[00:33:38.000 --> 00:33:42.000]   So a commander of the Assyrian army is coming, basically mocking Israel,
[00:33:42.000 --> 00:33:46.000]   saying, "Why do you think? We've conquered everybody else. Why do you
[00:33:46.000 --> 00:33:50.000]   think that you're going to be safe from us?" And the whole dialogue between him is to
[00:33:50.000 --> 00:33:54.000]   put fear into Assyria, saying, "Don't trust Hezekiah."
[00:33:54.000 --> 00:33:58.000]   And so again, the theme of this section is, "What is the confidence
[00:33:58.000 --> 00:34:02.000]   in which you trust?" And so Isaiah is using what he's
[00:34:02.000 --> 00:34:06.000]   saying kind of as a springboard to describe,
[00:34:06.000 --> 00:34:10.000]   "We'll tell you what we trust." And that's a revelation in these
[00:34:10.000 --> 00:34:14.000]   historical passages, is Isaiah revealing that this is what
[00:34:14.000 --> 00:34:18.000]   Israel trusts or should trust.
[00:34:18.000 --> 00:34:22.000]   So one of the great battles for Hezekiah during his time was the temptation to make
[00:34:22.000 --> 00:34:26.000]   defensive alliance with Egypt. So he saw the Assyrians
[00:34:26.000 --> 00:34:30.000]   coming. He saw what he did to his neighbors, to Syria and to
[00:34:30.000 --> 00:34:34.000]   the northern kingdom. So the only other superpower at that time,
[00:34:34.000 --> 00:34:38.000]   because Babylonians were not a superpower yet, until they conquered
[00:34:38.000 --> 00:34:42.000]   the Assyrians, right? So the only other superpower at that time were the Egyptians.
[00:34:42.000 --> 00:34:46.000]   Now Egyptians were not as powerful as the Assyrians, but if they were
[00:34:46.000 --> 00:34:50.000]   going to ally with anybody to get help, Egyptians would be the only ones.
[00:34:50.000 --> 00:34:54.000]   So that's why, remember, Isaiah keeps saying over and over again, "Why are you trusting
[00:34:54.000 --> 00:34:58.000]   in man?" Right? "Why are you trusting in chariots?" Because they kept
[00:34:58.000 --> 00:35:02.000]   on making allegiance with other nations to protect themselves
[00:35:02.000 --> 00:35:06.000]   from a greater enemy. And so that's kind of like the historical context.
[00:35:06.000 --> 00:35:10.000]   And so that's why he's saying, he says, "Oh, these Egyptians, they're
[00:35:10.000 --> 00:35:14.000]   dogs. We can rip them apart, they're nothing." Is that where your confidence is?
[00:35:14.000 --> 00:35:18.000]   Right? So
[00:35:18.000 --> 00:35:22.000]   Isaiah is discouraging Hezekiah to not put trust
[00:35:22.000 --> 00:35:26.000]   in man. And we see that over and over again in all of his writings up to this point.
[00:35:26.000 --> 00:35:30.000]   Right? That theme over and over again. Why do you go to these
[00:35:30.000 --> 00:35:34.000]   other human beings? All they are is just other human beings.
[00:35:34.000 --> 00:35:38.000]   They're just idols. Why would you put confidence in them?
[00:35:38.000 --> 00:35:42.000]   So the whole point of Isaiah's writing is, "Don't put your trust in them, put your
[00:35:42.000 --> 00:35:46.000]   trust in God."
[00:35:46.000 --> 00:35:50.000]   But if you say to me, "We trust in the Lord our God."
[00:35:50.000 --> 00:35:54.000]   Meaning like, "Okay, so are you putting trust in Egypt?" Right?
[00:35:54.000 --> 00:35:58.000]   "We conquered everybody else. Why do you think they're going to help you?" Well, maybe
[00:35:58.000 --> 00:36:02.000]   you're trusting in your God. Right? So basically he's mocking them.
[00:36:02.000 --> 00:36:06.000]   Right?
[00:36:06.000 --> 00:36:10.000]   Wasn't Hezekiah the one who took away your high places?
[00:36:10.000 --> 00:36:14.000]   So what were the high places?
[00:36:14.000 --> 00:36:18.000]   (Audience) Worship of other gods.
[00:36:18.000 --> 00:36:22.000]   Worship of foreign gods. And sometimes they worship Yahweh there.
[00:36:22.000 --> 00:36:26.000]   God strictly prohibited them to worship in high places.
[00:36:26.000 --> 00:36:30.000]   Remember when the kingdom splits? Right? The sin of Jeroboam
[00:36:30.000 --> 00:36:34.000]   and sin of Rehoboam. And these are the two sins that kind of followed
[00:36:34.000 --> 00:36:38.000]   these two kingdoms. So what was the sin of Jeroboam?
[00:36:38.000 --> 00:36:42.000]   The northern kingdom.
[00:36:42.000 --> 00:36:46.000]   Yes. Well what did they worship?
[00:36:46.000 --> 00:36:50.000]   Calf worship. Right? He created a calf
[00:36:50.000 --> 00:36:54.000]   worship. He set up a temple in Dan and then said, "This is your
[00:36:54.000 --> 00:36:58.000]   God. This is Yahweh." Right? And so that was the sin of Jeroboam. And that led to
[00:36:58.000 --> 00:37:02.000]   idolatry. Sin of Rehoboam was the sin
[00:37:02.000 --> 00:37:06.000]   of worshiping in high places. So they were still worshiping God, but it wasn't
[00:37:06.000 --> 00:37:10.000]   prescribed the way that God wanted them to. Right? So
[00:37:10.000 --> 00:37:14.000]   typically the high places were all the idol worships took place. So Israel basically
[00:37:14.000 --> 00:37:18.000]   took the worship of Yahweh and said, "We're going to worship here." Just like the
[00:37:18.000 --> 00:37:22.000]   pagans do. So they were following, they were worshiping Yahweh, but they were worshiping
[00:37:22.000 --> 00:37:26.000]   in the model of the pagans. And so God
[00:37:26.000 --> 00:37:30.000]   always detested that. And remember even the good kings, He says,
[00:37:30.000 --> 00:37:34.000]   "They did what was right in the eyes of the Lord, except they did not put away the high places."
[00:37:34.000 --> 00:37:38.000]   Right? Hezekiah, when his
[00:37:38.000 --> 00:37:42.000]   revival came under his leadership, it was thorough. He got rid of that
[00:37:42.000 --> 00:37:46.000]   too. Right? So he's saying,
[00:37:46.000 --> 00:37:50.000]   so the commander is saying, the Assyrian commander is saying, "Well if you worship
[00:37:50.000 --> 00:37:54.000]   God, right, and you put your trust in Him, wasn't Hezekiah
[00:37:54.000 --> 00:37:58.000]   the one who prohibited you from worshiping Him in the high places?" In other
[00:37:58.000 --> 00:38:02.000]   words, he's mocking him. He's like, "He won't even let you worship God." Even though that was
[00:38:02.000 --> 00:38:06.000]   for the purpose of rightly worshiping God. Right? So in other words, he's kind of
[00:38:06.000 --> 00:38:10.000]   poking holes. Almost like Satan talking to Eve. Did God really say that?
[00:38:10.000 --> 00:38:14.000]   You know? God doesn't want you to be wise like Him.
[00:38:14.000 --> 00:38:18.000]   And so he's kind of like Satan putting his, "Oh, isn't He the
[00:38:18.000 --> 00:38:22.000]   one who prevented you from getting to your God? Why would you put your confidence in Hezekiah
[00:38:22.000 --> 00:38:26.000]   if He won't even allow you to get to Him?" Right?
[00:38:26.000 --> 00:38:30.000]   So again, he's
[00:38:30.000 --> 00:38:34.000]   mocking what Hezekiah did and hoping that he would put some fear into
[00:38:34.000 --> 00:38:38.000]   them.
[00:38:38.000 --> 00:38:42.000]   [pause]
[00:38:42.000 --> 00:38:46.000]   In fact,
[00:38:46.000 --> 00:38:50.000]   in the next passage, in verse 10, he actually says,
[00:38:50.000 --> 00:38:54.000]   "Well if you're going to worship Him, you know, and you have confidence in Him,
[00:38:54.000 --> 00:38:58.000]   your God is on my side, not on your side." Right? "He must be on my
[00:38:58.000 --> 00:39:02.000]   side because look at all of this stuff. Look at our power. Look at all the other
[00:39:02.000 --> 00:39:06.000]   nations that we conquered. So your God could not possibly be with you, but your God is
[00:39:06.000 --> 00:39:10.000]   already with me." So he's basically just kind of, you know, this is a false prophet
[00:39:10.000 --> 00:39:14.000]   just going and just planting seeds of doubt, of fear.
[00:39:14.000 --> 00:39:18.000]   Right?
[00:39:18.000 --> 00:39:22.000]   But how do they respond?
[00:39:22.000 --> 00:39:26.000]   He said, "They held their
[00:39:26.000 --> 00:39:30.000]   peace." Right? He says that they
[00:39:30.000 --> 00:39:34.000]   don't say anything. You know, Hezekiah instructs the commanders on the wall,
[00:39:34.000 --> 00:39:38.000]   "Don't respond to him." Right? Basically he's a
[00:39:38.000 --> 00:39:42.000]   mad dog barking. Right? If you engage him, you're going to get
[00:39:42.000 --> 00:39:46.000]   bit. Right? "Don't engage him. Just stay silent." And so what does he do?
[00:39:46.000 --> 00:39:50.000]   He goes into prayer, chapter 37.
[00:39:50.000 --> 00:39:54.000]   Chapter 37 is him seeking the Lord.
[00:39:54.000 --> 00:39:58.000]   Again, Hezekiah truly was a man of God.
[00:39:58.000 --> 00:40:02.000]   He was like any other man. You know, even though he
[00:40:02.000 --> 00:40:06.000]   brought reform, he prayed to God. You know, when he was fearful, he
[00:40:06.000 --> 00:40:10.000]   ran to Egypt. And Isaiah is saying, "No, don't go to Egypt." Right?
[00:40:10.000 --> 00:40:14.000]   "God's going to deliver you." And so in trouble, he turns
[00:40:14.000 --> 00:40:18.000]   to the Lord and he prays. And specifically God says, "Because you prayed,
[00:40:18.000 --> 00:40:22.000]   I will answer your prayer." Right?
[00:40:22.000 --> 00:40:26.000]   So think about that. You know, in God's sovereignty, I think partially
[00:40:26.000 --> 00:40:30.000]   the reason why we don't pray, partially, is because we believe in a sovereign God.
[00:40:30.000 --> 00:40:34.000]   Do I really need to pray? Right? He knows my
[00:40:34.000 --> 00:40:38.000]   needs even before I say it. So do I really need to wrestle and struggle
[00:40:38.000 --> 00:40:42.000]   since God already knows? Right? Again, in this case, I mean,
[00:40:42.000 --> 00:40:46.000]   God loves the nation of Israel. His whole point was to deliver. Right? And yet
[00:40:46.000 --> 00:40:50.000]   He says, "Because you prayed, I will answer you." Right?
[00:40:50.000 --> 00:40:54.000]   So it's God's, part of God's sovereign
[00:40:54.000 --> 00:40:58.000]   predestined will that He will respond when we pray. Now how does that
[00:40:58.000 --> 00:41:02.000]   work? I'll tell you after Bible study. Right? Because I figured it out.
[00:41:02.000 --> 00:41:06.000]   I don't know. But that's what the Bible says. Right?
[00:41:06.000 --> 00:41:10.000]   I don't know how it works. I just know that
[00:41:10.000 --> 00:41:14.000]   that's how it works. Right?
[00:41:14.000 --> 00:41:18.000]   You know, I endure all things for the sake of the elect.
[00:41:18.000 --> 00:41:22.000]   If He elected them, why endure? But that's what He says.
[00:41:22.000 --> 00:41:26.000]   God has ordained our work, our preaching, our perseverance,
[00:41:26.000 --> 00:41:30.000]   our prayer to accomplish His purpose. And again, you see it working
[00:41:30.000 --> 00:41:34.000]   out. Right? So again,
[00:41:34.000 --> 00:41:38.000]   God promises deliver because of His prayer. And then
[00:41:38.000 --> 00:41:42.000]   chapter 38 and 39. Again, I'm not going to get
[00:41:42.000 --> 00:41:46.000]   too deep into this. In fact, I'm not going to get into it at all.
[00:41:46.000 --> 00:41:50.000]   Right? Because it
[00:41:50.000 --> 00:41:54.000]   requires a lot more discussion than what I'm going to be able to say.
[00:41:54.000 --> 00:41:58.000]   Hezekiah prays. And when does this happen? Hezekiah gets sick
[00:41:58.000 --> 00:42:02.000]   and God says, "You're going to die." When does this happen?
[00:42:02.000 --> 00:42:06.000]   During the siege. Right?
[00:42:06.000 --> 00:42:10.000]   During the siege. God says, "He's going to die." So I'm thinking maybe Hezekiah
[00:42:10.000 --> 00:42:14.000]   is thinking, "You can't kill me now. I'm the king and I have to
[00:42:14.000 --> 00:42:18.000]   protect them. If I die now, who's going to lead them?" Maybe he's thinking about all of this.
[00:42:18.000 --> 00:42:22.000]   And he's pleading with God. Maybe it wasn't just that he was afraid to die.
[00:42:22.000 --> 00:42:26.000]   Maybe he was just reading into it. Right? But this happened while he was
[00:42:26.000 --> 00:42:30.000]   under siege and he prays to God to prolong his life. And God
[00:42:30.000 --> 00:42:34.000]   delivers him. And how many years does he add to his life?
[00:42:34.000 --> 00:42:38.000]   Fifteen years. Right? So we can get into all of that. It's like, wait a minute.
[00:42:38.000 --> 00:42:42.000]   God said he was going to die and he didn't die. You know, is that God's will? What is God's will?
[00:42:42.000 --> 00:42:46.000]   Right? I think R.C. Sproul probably does the best
[00:42:46.000 --> 00:42:50.000]   job in describing that. I forget which book
[00:42:50.000 --> 00:42:54.000]   that's in. But do some research. It's in there.
[00:42:54.000 --> 00:42:58.000]   I forgot where it is. Right? I think he describes
[00:42:58.000 --> 00:43:02.000]   it as God's expressed will and his hidden will. Right? I'll just leave it at that.
[00:43:02.000 --> 00:43:06.000]   Okay. Chapter 39.
[00:43:06.000 --> 00:43:10.000]   Hezekiah foolishly shows all the treasures. So basically the foolishness of
[00:43:10.000 --> 00:43:14.000]   Hezekiah is, now that, again, this happens after the Assyrians are conquered.
[00:43:14.000 --> 00:43:18.000]   Right? He's relaxed. Right?
[00:43:18.000 --> 00:43:22.000]   And so now he feels safe enough. He's like, hey, you know, now that Assyria is
[00:43:22.000 --> 00:43:26.000]   out of the way, we want to make friends with the Babylonians. So
[00:43:26.000 --> 00:43:30.000]   what was the sin? Was it because he was boasting? Right?
[00:43:30.000 --> 00:43:34.000]   Was it because he was proud? I think behind it, Hezekiah
[00:43:34.000 --> 00:43:38.000]   had the same reason why he was trying to get alliance with the Egyptians.
[00:43:38.000 --> 00:43:42.000]   Now the Assyrians are gone, you know, was it going to hurt
[00:43:42.000 --> 00:43:46.000]   allying with the Babylonians? They are the ones who seem to be coming in power.
[00:43:46.000 --> 00:43:50.000]   So this may have been a political maneuver to
[00:43:50.000 --> 00:43:54.000]   get alliance. And this is exactly what God was prophesying
[00:43:54.000 --> 00:43:58.000]   against. Don't put your confidence in man. And this
[00:43:58.000 --> 00:44:02.000]   seems like that he was beginning to open that door. He's like, oh, since these guys are
[00:44:02.000 --> 00:44:06.000]   gone and God delivered us from them, so he allows the Babylonians
[00:44:06.000 --> 00:44:10.000]   to come and shows them all of this. Like, oh, why did you do that? And it was such a grievous sin
[00:44:10.000 --> 00:44:14.000]   that they come in, they see all the treasures, and they covet it. So when they
[00:44:14.000 --> 00:44:18.000]   become super powers, hey, remember all that treasure that Hezekiah
[00:44:18.000 --> 00:44:22.000]   showed us? And they come in and they get all of that. So they take the most choiced things
[00:44:22.000 --> 00:44:26.000]   in the land, even the people and the cattle, all of that, and they take it into Babylonian, all because
[00:44:26.000 --> 00:44:30.000]   of this sin. Right? Because you open that door again.
[00:44:30.000 --> 00:44:34.000]   And so, you know, again that's where chapter 39 ends, and then we'll
[00:44:34.000 --> 00:44:38.000]   jump into chapter 40 next week. But again, this is the sin
[00:44:38.000 --> 00:44:42.000]   of mankind. You know, we talk about sanctification,
[00:44:42.000 --> 00:44:46.000]   and this is at the core of sanctification. Our
[00:44:46.000 --> 00:44:50.000]   constant dependence and glorifying of man over God.
[00:44:50.000 --> 00:44:54.000]   Romans chapter 1. Constant dependent
[00:44:54.000 --> 00:44:58.000]   and reliance and glorifying of man instead of
[00:44:58.000 --> 00:45:02.000]   God. Walking by sight and not by
[00:45:02.000 --> 00:45:06.000]   faith. If you really think about it, God has one
[00:45:06.000 --> 00:45:10.000]   lesson. God has one lesson.
[00:45:10.000 --> 00:45:14.000]   If you remain in Me, you live. Apart from Me,
[00:45:14.000 --> 00:45:18.000]   you bear no fruit. Right? And fruit is not
[00:45:18.000 --> 00:45:22.000]   just, you know, you have life and then there's, fruit is kind of like
[00:45:22.000 --> 00:45:26.000]   the decoration. The fruit is life. Right? Fruit is not
[00:45:26.000 --> 00:45:30.000]   just like, oh, okay, you have a great tree, and then some trees don't have fruit.
