
[00:00:00.000 --> 00:00:04.020]   [ Silence ]
[00:23:20.960 --> 00:23:23.960]   We didn't know who she was, but we submitted our application.
[00:23:23.960 --> 00:23:27.960]   She was born on March 20, 2009.
[00:23:27.960 --> 00:23:36.960]   So her home is Taeyin, Chungnam, which is a fishing neighborhood.
[00:23:36.960 --> 00:23:42.960]   And from the description, her mother's father was a fisher.
[00:23:42.960 --> 00:23:44.960]   So that's kind of background.
[00:23:44.960 --> 00:23:50.960]   And I put Seoul so you kind of get an idea relative to Seoul where she was born.
[00:23:50.960 --> 00:23:55.960]   And in May of 2009, we submitted our home study.
[00:23:55.960 --> 00:23:57.960]   And our brothers and sisters are going through that.
[00:23:57.960 --> 00:24:01.960]   Some have submitted, some are waiting to submit home study to HOPE.
[00:24:01.960 --> 00:24:04.960]   And that's the HOPE Korea.
[00:24:04.960 --> 00:24:06.960]   Obviously, we visited there, and that's where Ellie was.
[00:24:06.960 --> 00:24:08.960]   And we got her from there.
[00:24:08.960 --> 00:24:10.960]   Yeah, they call it Daseo.
[00:24:10.960 --> 00:24:12.960]   I'm going to type "seek" here because you hear that word all the time.
[00:24:12.960 --> 00:24:13.960]   And then you use them up.
[00:24:13.960 --> 00:24:15.960]   Daseo.
[00:24:15.960 --> 00:24:16.960]   Anyway, there you go.
[00:24:16.960 --> 00:24:18.960]   So that's where her home is.
[00:24:18.960 --> 00:24:21.960]   So we got the match, all right?
[00:24:21.960 --> 00:24:24.960]   And this is the picture they sent us with the paperwork.
[00:24:24.960 --> 00:24:27.960]   What do you think?
[00:24:27.960 --> 00:24:29.960]   August of 2009.
[00:24:29.960 --> 00:24:36.960]   So I see this picture, and I remember thinking to myself, in my flesh, I was going,
[00:24:36.960 --> 00:24:41.960]   "Lord, I will obey.
[00:24:41.960 --> 00:24:42.960]   I will obey.
[00:24:42.960 --> 00:24:44.960]   I will love this child.
[00:24:44.960 --> 00:24:48.960]   I will love this child."
[00:24:48.960 --> 00:24:50.960]   Because she came in, and they said it was a girl.
[00:24:50.960 --> 00:24:52.960]   And I couldn't believe it.
[00:24:52.960 --> 00:24:55.960]   She was a girl.
[00:24:55.960 --> 00:25:01.960]   But anyway, with the paperwork, and we decided, okay, we're going to love this child.
[00:25:01.960 --> 00:25:03.960]   Love her.
[00:25:03.960 --> 00:25:12.960]   And then two months later, in August, in October, they sent us these pictures.
[00:25:12.960 --> 00:25:17.960]   So once I saw these pictures, I said, "Okay, they did this on purpose."
[00:25:17.960 --> 00:25:26.960]   They put the ugliest -- they made her look as ugly as possible so that when the item --
[00:25:26.960 --> 00:25:32.960]   when they were choosing her, right, that it's not because of her physical appearance
[00:25:32.960 --> 00:25:34.960]   that she dresses well.
[00:25:34.960 --> 00:25:36.960]   Right, I mean, it's too obvious, right?
[00:25:36.960 --> 00:25:38.960]   Way, way too obvious.
[00:25:38.960 --> 00:25:40.960]   And by the way, I looked at the time stamp.
[00:25:40.960 --> 00:25:43.960]   This was taken on August 18, 2009.
[00:25:43.960 --> 00:25:48.960]   So not many days, I think, after we submitted -- or even before, right?
[00:25:48.960 --> 00:25:53.960]   So that goes to my theory that they intentionally did it.
[00:25:53.960 --> 00:25:54.960]   So we went with it.
[00:25:54.960 --> 00:25:57.960]   So we accepted in October 2009.
[00:25:57.960 --> 00:26:01.960]   And just for reference, this is part of our paperwork.
[00:26:01.960 --> 00:26:09.960]   They kind of describe her, or they give you her physical -- little background about her physical.
[00:26:09.960 --> 00:26:12.960]   And also they give you some information about her appearance.
[00:26:12.960 --> 00:26:14.960]   But I retyped it in the bottom.
[00:26:14.960 --> 00:26:16.960]   I cut the page.
[00:26:16.960 --> 00:26:18.960]   Euron is a disability in the heart.
[00:26:18.960 --> 00:26:23.960]   Was born prematurely at 34 weeks, weighing 2.74 kilograms.
[00:26:23.960 --> 00:26:25.960]   So about six pounds.
[00:26:25.960 --> 00:26:29.960]   Hospitalized and treated March 20 to April 10.
[00:26:29.960 --> 00:26:34.960]   So she was in the hospital for, what, 12, 13 days due to prematurity.
[00:26:34.960 --> 00:26:39.960]   At the initial checkup, her weight and height was average compared to other children of her age.
[00:26:39.960 --> 00:26:48.960]   Also her elimination -- I don't know why it doesn't make sense, but elimination, feeding, and sleeping are all good.
[00:26:48.960 --> 00:26:52.960]   So she is expected to grow up well after placement at her foster home.
[00:26:52.960 --> 00:27:00.960]   Autumn is a gentle baby who hardly ever frets, except when her diaper is wet or she feels hungry.
[00:27:00.960 --> 00:27:06.960]   So she doesn't get angry because her diaper is wet anymore, because she's out of diaper.
[00:27:06.960 --> 00:27:09.960]   But she still gets angry because she is hungry.
[00:27:09.960 --> 00:27:12.960]   Or she doesn't quite listen all the time.
[00:27:12.960 --> 00:27:19.960]   Or other things that they can put in here that she gets angry about.
[00:27:19.960 --> 00:27:22.960]   And I thought this was very touching.
[00:27:22.960 --> 00:27:29.960]   We sincerely hope that Autumn is adopted to wonderful parents who raise her with love as soon as possible
[00:27:29.960 --> 00:27:33.960]   so that she can grow up happily and healthily.
[00:27:33.960 --> 00:27:37.960]   I'm tempted to write this lady and say, "Yes, she was adopted by wonderful parents."
[00:27:37.960 --> 00:27:40.960]   [laughter]
[00:27:40.960 --> 00:27:44.960]   Yeah, so I thought that was touching.
[00:27:44.960 --> 00:27:46.960]   So we get this package.
[00:27:46.960 --> 00:27:51.960]   The information is there about her biological parents, some information that they have.
[00:27:51.960 --> 00:27:58.960]   One interesting thing -- I think it's only Korea -- that one of the descriptions is that her parents had creased eyes.
[00:27:58.960 --> 00:28:00.960]   Double eyelids.
[00:28:00.960 --> 00:28:03.960]   All the things that put them down, double eyelids.
[00:28:03.960 --> 00:28:07.960]   Only in Korea.
[00:28:07.960 --> 00:28:12.960]   So anyway, so we can look at this, read it, before we accept.
[00:28:12.960 --> 00:28:16.960]   There's a contract that we sign, basically saying that once we agree to this,
[00:28:16.960 --> 00:28:19.960]   that we are financially responsible for this child.
[00:28:19.960 --> 00:28:24.960]   And then we have to write a check and everything and send it over with her matching.
[00:28:24.960 --> 00:28:28.960]   The other thing is they also said -- and this is kind of something that we got monthly --
[00:28:28.960 --> 00:28:31.960]   was baby clinic.
[00:28:31.960 --> 00:28:34.960]   They would go in, I think once a month or so, and they'd get checked up.
[00:28:34.960 --> 00:28:37.960]   And they would tell you how she's doing.
[00:28:37.960 --> 00:28:46.960]   So some of the information, her weight, so you see her progressing as she's growing.
[00:28:46.960 --> 00:28:53.960]   There's some check-off things on how she's doing, prone to lift her head, chest up, arm support.
[00:28:53.960 --> 00:28:55.960]   And then there would be other descriptions.
[00:28:55.960 --> 00:28:59.960]   I couldn't find it, but there were other descriptions like where there would be,
[00:28:59.960 --> 00:29:03.960]   "Oh, yeah, she's connecting well to the foster mom,"
[00:29:03.960 --> 00:29:07.960]   that she gets angry when something happens.
[00:29:07.960 --> 00:29:10.960]   You know, try to be as much -- a little bit descriptive.
[00:29:10.960 --> 00:29:17.960]   So anyway, after we signed up, they gave us like a monthly update of what's going on.
[00:29:17.960 --> 00:29:18.960]   What is this?
[00:29:18.960 --> 00:29:23.960]   So -- okay, and then so on April 24th, we departed.
[00:29:23.960 --> 00:29:27.960]   We left to go get our daughter.
[00:29:27.960 --> 00:29:30.960]   Okay, so this is in front of Bradley.
[00:29:30.960 --> 00:29:37.960]   And I had white hair, but that is my white hair back then.
[00:29:37.960 --> 00:29:40.960]   So we left from L.A. to Seoul, Korea.
[00:29:40.960 --> 00:29:43.960]   This is just a visual.
[00:29:43.960 --> 00:29:44.960]   So there you go.
[00:29:44.960 --> 00:29:51.960]   And then, okay, when we got there, they asked to foster her parents for Ellie.
[00:29:51.960 --> 00:29:54.960]   First, what happens when you go there -- so the process has changed.
[00:29:54.960 --> 00:29:59.960]   So whatever we're telling you regarding Korea, I think the process has changed now.
[00:29:59.960 --> 00:30:06.960]   But when we were adopting, then first what you do is you fly in, you set up a meeting,
[00:30:06.960 --> 00:30:11.960]   and they will bring the adopted daughter, Ellie, with the foster parents.
[00:30:11.960 --> 00:30:15.960]   You see them, and they give you a few days, basically a tour.
[00:30:15.960 --> 00:30:17.960]   So they take her back.
[00:30:17.960 --> 00:30:20.960]   You tour Korea, and then before you leave, you come back.
[00:30:20.960 --> 00:30:25.960]   So the bottom picture is the day that we actually got Ellie.
[00:30:25.960 --> 00:30:29.960]   We came back, we did the tour, and then a few days later we got her.
[00:30:29.960 --> 00:30:32.960]   And we were at a day or two before we left.
[00:30:32.960 --> 00:30:38.960]   The reason I think they did that, which is good, is some bonding before she gets in the airplane.
[00:30:38.960 --> 00:30:42.960]   Basically, you're taking her away from, you know, what she knows.
[00:30:42.960 --> 00:30:45.960]   And then that's -- Jonathan was really happy.
[00:30:45.960 --> 00:30:48.960]   He bonded with her really well.
[00:30:48.960 --> 00:30:52.960]   So you can see in his face that he was very happy.
[00:30:52.960 --> 00:30:54.960]   And then that was at our apartment.
[00:30:54.960 --> 00:30:56.960]   That's at the apartment that we were at.
[00:30:56.960 --> 00:30:59.960]   Not an apartment, but a hotel room, a kind of ghetto hotel room.
[00:30:59.960 --> 00:31:03.960]   Yeah, and those are the pictures.
[00:31:03.960 --> 00:31:07.960]   And then this is actually the bus that we took to go to the airport.
[00:31:07.960 --> 00:31:10.960]   So that's that.
[00:31:10.960 --> 00:31:18.960]   So we flew back on May 1st, and this is a picture of us getting off.
[00:31:18.960 --> 00:31:21.960]   Ellie was crying.
[00:31:21.960 --> 00:31:24.960]   But, I mean, the whole thing, I mean, she did cry.
[00:31:24.960 --> 00:31:30.960]   When we were back in Korea, when we took her that night, she was an adventurous girl.
[00:31:30.960 --> 00:31:34.960]   So when we actually took her from Holt, she was smiling.
[00:31:34.960 --> 00:31:42.960]   And they said she was the first child that they had seen that she would actually be smiling and laughing as we were getting into the taxi.
[00:31:42.960 --> 00:31:49.960]   So how they did it was they had us get one of those carriers, and they would turn her face out.
[00:31:49.960 --> 00:31:53.960]   So she wouldn't be able to see or something from getting in.
[00:31:53.960 --> 00:31:55.960]   But she was happy.
[00:31:55.960 --> 00:31:57.960]   She was laughing, happy.
[00:31:57.960 --> 00:32:01.960]   But when we got to the hotel that evening, she cried.
[00:32:01.960 --> 00:32:05.960]   So I had to hold her, and I was up with her for a long time.
[00:32:05.960 --> 00:32:07.960]   So that happened a couple days.
[00:32:07.960 --> 00:32:11.960]   She comes to America, and then she's fired.
[00:32:11.960 --> 00:32:12.960]   We got landed.
[00:32:12.960 --> 00:32:13.960]   Oh, other than that one.
[00:32:13.960 --> 00:32:14.960]   That's the one.
[00:32:14.960 --> 00:32:21.960]   So Jonathan there, he's happy, and there you go.
[00:32:21.960 --> 00:32:23.960]   That was the day that we came home.
[00:32:23.960 --> 00:32:27.960]   Alright, so I put this picture in.
[00:32:27.960 --> 00:32:28.960]   I love this picture.
[00:32:28.960 --> 00:32:32.960]   I like things like this, so I'm putting it in.
[00:32:32.960 --> 00:32:35.960]   [laughter]
[00:32:35.960 --> 00:32:37.960]   This is for the family.
[00:32:37.960 --> 00:32:39.960]   I like this picture.
[00:32:39.960 --> 00:32:41.960]   [laughter]
[00:32:41.960 --> 00:32:50.960]   Okay, so the other thing before I end this portion is that there's Berean adoption assistance for you to be aware of.
[00:32:50.960 --> 00:32:54.960]   This is something recent, and we thought through the process.
[00:32:54.960 --> 00:32:56.960]   There's a few different ways to do it.
[00:32:56.960 --> 00:32:58.960]   We just thought, hey, this would be the best way to do it.
[00:32:58.960 --> 00:33:03.960]   First is, one, each applicant family will receive $3,000 in adoption assistance.
[00:33:03.960 --> 00:33:09.960]   The financial assistance is subject to availability, which is based on the number of applicants in the calendar year.
[00:33:09.960 --> 00:33:16.960]   Applicants will receive funds at the completion of the adoption process when legal documentation is finalized.
[00:33:16.960 --> 00:33:27.960]   So instead of just budget, the church will help support once the adoption is finalized, and there's some practical reasons for doing that.
[00:33:27.960 --> 00:33:33.960]   And the qualification needs to protect the family must complete an application, which will be reviewed.
[00:33:33.960 --> 00:33:35.960]   So there's an application.
[00:33:35.960 --> 00:33:38.960]   It's not long, but we ask that they fill it out, turn it in to us, let us look at it.
[00:33:38.960 --> 00:33:42.960]   And do that.
[00:33:42.960 --> 00:33:45.960]   Second, an applicant must be a good standing member of the Berean Community Church.
[00:33:45.960 --> 00:33:50.960]   Applicant must adhere to the 10 Commitments of BCC membership.
[00:33:50.960 --> 00:33:52.960]   So you're a good member and in good standing.
[00:33:52.960 --> 00:33:55.960]   So, yeah, that's there.
[00:33:55.960 --> 00:34:05.960]   And if anybody is interested or, you know, of that, then you can contact Pastor Mark or any of the leaders, and we'll forward you an application and fill it out.
[00:34:05.960 --> 00:34:18.960]   It's not going to cover much, but it's a way to promote and help, you know, in some regards that it will be helpful.
[00:34:18.960 --> 00:34:25.960]   Okay, so, all right, so this portion will end.
[00:34:25.960 --> 00:34:32.960]   The second portion of it, I asked actually our brothers and sisters who are doing foster care in Dean and Helen.
[00:34:32.960 --> 00:34:35.960]   They're certified, but I think they can share.
[00:34:35.960 --> 00:34:41.960]   And then, you know, Leah and Esther and, you know, Jason and Jen and also Kat and Deborah.
[00:34:41.960 --> 00:34:43.960]   Why don't you guys come up?
[00:34:43.960 --> 00:34:44.960]   Come up.
[00:34:44.960 --> 00:34:52.960]   And I wanted to really, you know, have them share their -- where they are.
[00:34:52.960 --> 00:35:12.960]   And because for me, you know, I think for me it was -- yeah, so I mean -- okay, you can stay there.
[00:35:12.960 --> 00:35:13.960]   That's fine.
[00:35:13.960 --> 00:35:15.960]   [Laughter]
[00:35:15.960 --> 00:35:16.960]   It's small.
[00:35:16.960 --> 00:35:17.960]   It's casual.
[00:35:17.960 --> 00:35:20.960]   So, yeah, I'm going to just keep it that way.
[00:35:20.960 --> 00:35:23.960]   And, you know, we'll have some open discussion.
[00:35:23.960 --> 00:35:30.960]   But I asked them to fill out some questions, and based on that, and because, you know, we don't have a lot of time,
[00:35:30.960 --> 00:35:34.960]   I'm going to direct certain questions to certain people to answer.
[00:35:34.960 --> 00:35:40.960]   And hopefully that will give you a flavor of, you know, some of the things that they went through,
[00:35:40.960 --> 00:35:46.960]   what convinced them to adopt where they are, and maybe, you know, hopefully that will encourage you as well
[00:35:46.960 --> 00:35:48.960]   and give you some insight.
[00:35:48.960 --> 00:35:51.960]   I don't know where you are as far as this whole process.
[00:35:51.960 --> 00:35:56.960]   I'm assuming you're here because at some level there's an interest, at some level,
[00:35:56.960 --> 00:36:02.960]   I think even for informational purposes, or you're actually thinking maybe -- I don't know how close you are,
[00:36:02.960 --> 00:36:09.960]   but hopefully this will help you in wherever you are in the whole process.
[00:36:09.960 --> 00:36:16.960]   And in saying that, obviously, you know, not everybody is called to foster care or called to adoption,
[00:36:16.960 --> 00:36:22.960]   so no one should feel guilty, right, if that's not the direction God is leading you.
[00:36:22.960 --> 00:36:28.960]   But also there's beauty, and, you know, my prayer for our church is that there be a culture,
[00:36:28.960 --> 00:36:37.960]   that we would see more and more people adopting and having an open heart in care of the father,
[00:36:37.960 --> 00:36:39.960]   in care of the orphans.
[00:36:39.960 --> 00:36:41.960]   Okay? Let me get my phone.
[00:36:45.960 --> 00:36:57.960]   Okay, so first I wanted to just open it up and, you know, I would ask one person from each household
[00:36:57.960 --> 00:37:08.960]   kind of describe and explain how, why, what got you to the point of submitting the application
[00:37:08.960 --> 00:37:10.960]   for going for foster care.
[00:37:10.960 --> 00:37:17.960]   So maybe we could, you know, you could designate whomever, the couple, and maybe you could share from Jason
[00:37:17.960 --> 00:37:19.960]   or Jen, whichever you choose.
[00:37:19.960 --> 00:37:24.960]   Kind of share what was the process and what brought you to the point of actually submitting the application
[00:37:24.960 --> 00:37:26.960]   and going through the process.
[00:37:34.960 --> 00:37:40.960]   I think for us, we'll be in the very 9 1/2 years, and we've been open to having kids probably
[00:37:40.960 --> 00:37:43.960]   since our third year-ish, approximately.
[00:37:43.960 --> 00:37:51.960]   So I think just throughout the waiting period, we just were praying, like, maybe there's something else
[00:37:51.960 --> 00:37:53.960]   that God wants us to consider.
[00:37:53.960 --> 00:37:59.960]   And then just even like Medicaid, everything seemed normal for us, and so we just felt like,
[00:37:59.960 --> 00:38:06.960]   I just felt like, well, I've been in a trouble, I should not be inviting him, that he, it wasn't his type
[00:38:06.960 --> 00:38:08.960]   to have kids at that point.
[00:38:08.960 --> 00:38:12.960]   So that was one of the reasons that caused us to start thinking about it more.
[00:38:12.960 --> 00:38:20.960]   And then for myself personally, my biological mom, I guess you would say, she passed away when I was
[00:38:20.960 --> 00:38:23.960]   three and a half years old from cancer, and my dad remarried.
[00:38:23.960 --> 00:38:33.960]   But I had a really positive relationship with my mom now, and then my sister as well, and she really
[00:38:33.960 --> 00:38:38.960]   raised us as her own kids, and not only just her, but her whole family, all my relatives, my grandparents,
[00:38:38.960 --> 00:38:39.960]   aunts, uncles.
[00:38:39.960 --> 00:38:46.960]   So just personally, I had a really positive experience, I guess, growing up that it is possible to love
[00:38:46.960 --> 00:38:49.960]   other people who aren't blood-related to you.
[00:38:49.960 --> 00:38:58.960]   So that also made me more open to adoption, and then I think we become, Elder Goldstein mentioned
[00:38:58.960 --> 00:39:03.960]   the Dropbox, but we saw it when it came out of the theater, and that was the first time I kind of
[00:39:03.960 --> 00:39:07.960]   thought about Priya, and I was like, oh, it's kind of like they're doing it for adoption in Priya,
[00:39:07.960 --> 00:39:11.960]   and then we actually saw it in a film-ish event at our church, like maybe a few months later,
[00:39:11.960 --> 00:39:18.960]   and the second time I saw it, I really felt just more like, just hearing the pastor's testimony,
[00:39:18.960 --> 00:39:25.960]   I just really remember being like, oh, he was just a normal person too, like just a guy who got married
[00:39:25.960 --> 00:39:30.960]   and had kids, but then his son ended up having a lot of medical conditions where he needed to be
[00:39:30.960 --> 00:39:37.960]   in the hospital a long time, and he ended up having a lot of needs for orphans needing adoption,
[00:39:37.960 --> 00:39:41.960]   and then later he saw a gang of babies, but for me, I think the takeaway was like, oh, well,
[00:39:41.960 --> 00:39:46.960]   I mean, he was no different, or like he never had this grand vision when he was a reaper,
[00:39:46.960 --> 00:39:53.960]   so for us too, I just felt like maybe God will give us what we need if we choose to go for an adoption,
[00:39:53.960 --> 00:39:58.960]   and then both of us separately, without really talking about it, were open to adoption,
[00:39:58.960 --> 00:40:02.960]   so we were kind of meeting with our spouse and mother, like, okay, like we should really agree about it,
[00:40:02.960 --> 00:40:09.960]   then since God kind of saw both of us today, adoption separately, and then I think the last part
[00:40:09.960 --> 00:40:13.960]   that I remember is, all of last year, we were praying about, you know, it's really take this year
[00:40:13.960 --> 00:40:19.960]   to really agree about adoption, and we went to Japan with our church, like in September-ish,
[00:40:19.960 --> 00:40:24.960]   and then we decided at the beginning of that year, like, okay, after Japan, then we'll really seriously
[00:40:24.960 --> 00:40:29.960]   think about applying, and then, but during that trip in Japan, we met two families there
[00:40:29.960 --> 00:40:33.960]   that had adopted early, right before we got there, and just being able to talk to them
[00:40:33.960 --> 00:40:39.960]   about their experiences, and a lot of other things that, but I think, ultimately, we were like,
[00:40:39.960 --> 00:40:43.960]   you know, I think this is what we want to do.
[00:40:43.960 --> 00:40:50.960]   I think it helped that when we saw you go through the process initially, and you got exposure to it,
[00:40:50.960 --> 00:40:57.960]   so we weren't closing it for you. It was just like, oh, that would be a very option for us to
[00:40:57.960 --> 00:41:03.960]   very openly consider, and then I think for me, I was just kind of praying about, like,
[00:41:03.960 --> 00:41:09.960]   what is it that we want? We're saying we desire a family, we're saying we desire certain things,
[00:41:09.960 --> 00:41:15.960]   plus evaluating, a lot of things with everything, but I think God was saying, I can give you a family,
[00:41:15.960 --> 00:41:21.960]   you know, and the question became, well, a biological child or not, is that the matter for us
[00:41:21.960 --> 00:41:26.960]   when we're saying we want a family? And so we, like, prayed over these things, and it helped a lot
[00:41:26.960 --> 00:41:31.960]   because you guys went through the process. We were going on missions trips, meeting other
[00:41:31.960 --> 00:41:37.960]   missionary families that had adopted, and then her best friend adopted, and, you know, everyone
[00:41:37.960 --> 00:41:45.960]   who was, became normal, and that's what we want. Let's pray about it, and let's see, you know,
[00:41:45.960 --> 00:41:53.960]   what it means to us, and I hope it's what it does. We love kids, so let's see what happens.
[00:41:53.960 --> 00:41:59.960]   Once later after the trip, I'll practice this. Thank God, when I answered the prayer,
[00:41:59.960 --> 00:42:05.960]   for the first time, I was like, oh, this is, I'm going to have a second child, but at the same time,
[00:42:05.960 --> 00:42:13.960]   I want to be grateful about it, and just kind of keep our reasons in check, too.
[00:42:13.960 --> 00:42:18.960]   Where are you in the process right now? I mean, where are we?
[00:42:18.960 --> 00:42:25.960]   We finished our home study. Oh, she doesn't look in the words.
[00:42:25.960 --> 00:42:31.960]   I have a general idea. The Children's Timeline, we submit our application end of November,
[00:42:31.960 --> 00:42:37.960]   and we just finished our home study, so they notarized it for us, and we mailed it out,
[00:42:37.960 --> 00:42:45.960]   so we're waiting. And so, it seems like that she will be later, possibly next week.
[00:42:45.960 --> 00:42:58.960]   So, possibly next week.
[00:42:58.960 --> 00:43:07.960]   So, for both of us, Kat and I had already come to kind of, we wanted to adopt, even longer,
[00:43:07.960 --> 00:43:15.960]   dating, even before we started dating, from two different angles. For Katarina, she grew up,
[00:43:15.960 --> 00:43:22.960]   also, first and foremost, that before her, as she's growing in her faith over the years,
[00:43:22.960 --> 00:43:30.960]   adoption just made sense when you look at the Gospel itself. It's intertwined throughout all the Scripture,
[00:43:30.960 --> 00:43:38.960]   and so that's always been a very big issue with her. Wherever we spoke of her, she has cousins
[00:43:38.960 --> 00:43:46.960]   that are adopted. So, her whole life, she's known that to be a normal part of life for adoption.
[00:43:46.960 --> 00:43:50.960]   For me, it would probably be, starting in 2009, I started Bible Formation, and you can see me
[00:43:50.960 --> 00:44:00.960]   die. At the church there, the pastor had started doing a series on orphans, and from that,
[00:44:00.960 --> 00:44:08.960]   the people are a little less sophisticated there, where they just heard from the Scripture,
[00:44:08.960 --> 00:44:15.960]   it's like, true religion is this, they can take care of the orphans, and so they just go and do it.
[00:44:15.960 --> 00:44:24.960]   So, hundreds of families just started fostering two dogs, and I have no bearing on biological children
[00:44:24.960 --> 00:44:30.960]   or not, one of them had to be adopted, and already started adopting, so that's why three, four, five
[00:44:30.960 --> 00:44:36.960]   adopted kids were there, and then suddenly another biological kid would show up somewhere in there.
[00:44:36.960 --> 00:44:44.960]   So, it had no connection to biological or adoption. It was really great to see that,
[00:44:44.960 --> 00:44:52.960]   because that was so much of the gospel fleshed out for myself. So, for me, the order has never mattered,
[00:44:52.960 --> 00:45:02.960]   because it's all the same, in the sense that it's going to be my child. So, there's less distinction there,
[00:45:02.960 --> 00:45:08.960]   in the sense that, in the years that we've been together, we've talked about names for our children,
[00:45:08.960 --> 00:45:14.960]   and what we want for our children, but that's the same, whether it's adopted or biological.
[00:45:14.960 --> 00:45:20.960]   And so, I think that's, and so when we came together, we even talked about it during our dating phase,
[00:45:20.960 --> 00:45:27.960]   and now being married, and having started two years ago, so we started praying through it,
[00:45:27.960 --> 00:45:34.960]   and we prayed through it for a year, and then went forward with adoption first.
[00:45:34.960 --> 00:45:44.960]   We haven't tried it with biological kids yet, because we really love how clear and how rich
[00:45:44.960 --> 00:45:52.960]   of a gospel narrative adopting a baby child first really shows the world.
[00:45:52.960 --> 00:45:58.960]   So, for us, it's been so great, in the sense that we start telling our coworkers, our friends,
[00:45:58.960 --> 00:46:04.960]   and when they're on the phone, we're not wavers against, like, "Oh, why would you adopt first?"
[00:46:04.960 --> 00:46:10.960]   And so, for us, like, we're always not in a good place, because the adopted child is our home.
[00:46:10.960 --> 00:46:16.960]   It doesn't matter where the child comes from. And from there, though, we are able to go into sharing
[00:46:16.960 --> 00:46:24.960]   the gospel with so many people so far, because it wasn't, it wasn't more so for us.
[00:46:24.960 --> 00:46:30.960]   It's always been, adoption has been a first class citizen in our minds.
[00:46:30.960 --> 00:46:38.960]   It hasn't been something, like, in the back of our minds. It's just such a beautiful gospel narrative.
[00:46:38.960 --> 00:46:45.960]   The cool thing about this church community back in Simian Valley was that there was such a culture
[00:46:45.960 --> 00:46:52.960]   of adoption and foster care that the government would actually reach out to the church first
[00:46:52.960 --> 00:46:57.960]   to see if there's any foster homes available, because most of the foster homes in that community
[00:46:57.960 --> 00:47:02.960]   were people who went to that church. And we were just so challenged by that, where it was,
[00:47:02.960 --> 00:47:08.960]   it was adoption care, where, like, they don't go for any life insurance or anything,
[00:47:08.960 --> 00:47:14.960]   so there's, like, benefit to that, but they were just using their lives to, like, act out their feelings.
[00:47:19.960 --> 00:47:28.960]   Okay, so, my, actually, fostering was kind of a normal thing I was growing up, because my,
[00:47:28.960 --> 00:47:34.960]   before my parents had children, they actually were foster parents for a whole, whole period, so.
[00:47:34.960 --> 00:47:47.960]   It just so happened that after their foster child was adopted, they had never been intending on adopting.
[00:47:47.960 --> 00:47:53.960]   It was just in the end of that time, my mom was a teacher in Korea, and both reached out to people
[00:47:53.960 --> 00:47:58.960]   to foster her at the time, so they knew she was being adopted, and after she was adopted,
[00:47:58.960 --> 00:48:05.960]   actually, when she was graduating from high school, my father ran home and called her adoptive parents
[00:48:05.960 --> 00:48:11.960]   and I was just to find out how she was doing, and then immediately he, he said, "Is this Mr. Lee?"
[00:48:11.960 --> 00:48:17.960]   And then, so, actually, our family got reconnected with that family, and then we ended up actually
[00:48:17.960 --> 00:48:21.960]   having a relationship with her through her health line.
[00:48:21.960 --> 00:48:28.960]   So, it was just kind of normal, I guess. I don't think I ever really considered fostering actively,
[00:48:28.960 --> 00:48:34.960]   even though I, like, for our mantle, it would be, like, "S3, biological kid," in her picture,
[00:48:34.960 --> 00:48:40.960]   she was like kind of normal. She wasn't really looking like a doctor or anything, but, um,
[00:48:40.960 --> 00:48:49.960]   so, about eight years ago, when we were living in New York, um, the only way I can say it is just
[00:48:49.960 --> 00:48:56.960]   God kind of lays it on my heart to consider fostering again, and for me, I just, I felt like, you know,
[00:48:56.960 --> 00:49:03.960]   what is a very solid way, an actual way to be able to share a love with friends, right?
[00:49:03.960 --> 00:49:11.960]   Is to bring somebody, me, into your home, love them, share the gospel, and, you know,
[00:49:11.960 --> 00:49:18.960]   just hope, earn the gospel to do its work. And, um, yeah, so, at that time, I shared with me,
[00:49:18.960 --> 00:49:24.960]   and at the time, because we were living in a very small apartment, it wasn't something that we were able,
[00:49:24.960 --> 00:49:32.960]   that we were able to do, but then when we moved back to California, and had the resources and the means,
[00:49:32.960 --> 00:49:40.960]   we both were led and convicted that, you know, you can give them a lot, so, we're not meant to
[00:49:40.960 --> 00:49:46.960]   work for ourselves, we're meant to share and use it for God's kingdom, and so, so, yeah,
[00:49:46.960 --> 00:49:53.960]   so this just started our process when we moved back, and it's actually been a very long process.
[00:49:53.960 --> 00:50:00.960]   We started pretty soon after we moved, which was four years ago, and, um, we technically are not
[00:50:00.960 --> 00:50:06.960]   certified yet, because there have been pauses along the way, some that were on our part,
[00:50:06.960 --> 00:50:13.960]   and some do the process, but typically, the fostering process can be quick, and you can become
[00:50:13.960 --> 00:50:21.960]   certified resource family within a relatively short period of time. But, yeah, so, I feel like, um,
[00:50:21.960 --> 00:50:30.960]   from my own experience growing up, and then just, um, just from that time that I've been on the ground,
[00:50:30.960 --> 00:50:36.960]   eight years ago when COVID hit, it just so happened that I was having conversations with people,
[00:50:36.960 --> 00:50:42.960]   and one friend finally said, "Did you know that in Southern California, there are zero Korean-American
[00:50:42.960 --> 00:50:50.960]   foster families in this town at that time?" And so it became kind of a campaign to go to, like,
[00:50:50.960 --> 00:50:57.960]   Southern California churches and really, um, promote and advocate for Korean-American families to do
[00:50:57.960 --> 00:51:01.960]   something. And I was like, "Oh, wow, that's really, like, it wasn't rolled into us because we were
[00:51:01.960 --> 00:51:08.960]   living in New York at that time." So, um, so actually, yeah, we ended up, um, ended up in the end,
