
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[00:41:21.620 --> 00:41:24.620]   (audience laughing)
[00:41:24.620 --> 00:41:27.620]   (audience laughing)
[00:41:28.620 --> 00:41:31.620]   (audience laughing)
[00:41:31.620 --> 00:41:34.620]   (audience laughing)
[00:41:34.620 --> 00:41:37.620]   (audience laughing)
[00:41:37.620 --> 00:41:40.620]   (audience laughing)
[00:41:41.620 --> 00:41:44.620]   (audience laughing)
[00:41:44.620 --> 00:41:47.620]   (audience laughing)
[00:41:47.620 --> 00:41:50.620]   (audience laughing)
[00:41:50.620 --> 00:42:00.620]   (audience laughing)
[00:42:00.620 --> 00:42:15.620]   (audience laughing)
[00:42:15.620 --> 00:42:18.620]   (audience laughing)
[00:42:18.620 --> 00:42:21.620]   (audience laughing)
[00:42:22.620 --> 00:42:25.620]   (audience laughing)
[00:42:25.620 --> 00:42:28.620]   (audience laughing)
[00:42:28.620 --> 00:42:42.620]   (audience laughing)
[00:42:42.620 --> 00:42:45.620]   (audience laughing)
[00:42:45.620 --> 00:42:48.620]   (audience laughing)
[00:42:48.620 --> 00:42:51.620]   (audience laughing)
[00:42:51.620 --> 00:42:54.620]   (audience laughing)
[00:42:54.620 --> 00:42:57.620]   (audience laughing)
[00:42:57.620 --> 00:43:00.620]   (audience laughing)
[00:43:00.620 --> 00:43:03.620]   (audience laughing)
[00:43:03.620 --> 00:43:06.620]   (audience laughing)
[00:43:06.620 --> 00:43:09.620]   (audience laughing)
[00:43:09.620 --> 00:43:29.620]   (audience laughing)
[00:43:34.620 --> 00:43:37.620]   (audience laughing)
[00:43:38.620 --> 00:43:41.620]   (audience laughing)
[00:43:41.620 --> 00:43:44.620]   (audience laughing)
[00:43:44.620 --> 00:43:47.620]   (audience laughing)
[00:43:47.620 --> 00:43:50.620]   (audience laughing)
[00:43:50.620 --> 00:43:53.620]   (audience laughing)
[00:43:53.620 --> 00:43:56.620]   (audience laughing)
[00:43:56.620 --> 00:43:59.620]   (audience laughing)
[00:43:59.620 --> 00:44:02.620]   (audience laughing)
[00:44:02.620 --> 00:44:05.620]   (audience laughing)
[00:44:05.620 --> 00:44:08.620]   (audience laughing)
[00:44:09.620 --> 00:44:12.620]   (audience laughing)
[00:44:12.620 --> 00:44:15.620]   (audience laughing)
[00:44:15.620 --> 00:44:18.620]   (audience laughing)
[00:44:18.620 --> 00:44:21.620]   (audience laughing)
[00:44:21.620 --> 00:44:24.620]   (audience laughing)
[00:44:24.620 --> 00:44:27.620]   (audience laughing)
[00:44:27.620 --> 00:44:30.620]   (audience laughing)
[00:44:31.620 --> 00:44:34.620]   (audience laughing)
[00:44:34.620 --> 00:44:37.620]   (audience laughing)
[00:44:37.620 --> 00:44:40.620]   (audience laughing)
[00:44:40.620 --> 00:44:43.620]   (audience laughing)
[00:44:43.620 --> 00:44:46.620]   (audience laughing)
[00:44:46.620 --> 00:44:49.620]   (audience laughing)
[00:44:49.620 --> 00:44:52.620]   (audience laughing)
[00:44:52.620 --> 00:44:55.620]   (audience laughing)
[00:44:55.620 --> 00:44:58.620]   (audience laughing)
[00:44:58.620 --> 00:45:01.620]   (audience laughing)
[00:45:01.620 --> 00:45:04.620]   (audience laughing)
[00:45:04.620 --> 00:45:07.620]   (audience laughing)
[00:45:07.620 --> 00:45:10.620]   (audience laughing)
[00:45:10.620 --> 00:45:13.620]   (audience laughing)
[00:45:13.620 --> 00:45:16.620]   (audience laughing)
[00:45:16.620 --> 00:45:19.620]   (audience laughing)
[00:45:19.620 --> 00:45:22.620]   (audience laughing)
[00:45:22.620 --> 00:45:25.620]   (audience laughing)
[00:45:25.620 --> 00:45:28.620]   (audience laughing)
[00:45:28.620 --> 00:45:31.620]   (audience laughing)
[00:45:31.620 --> 00:45:34.620]   (audience laughing)
[00:45:34.620 --> 00:45:41.620]   (audience laughing)
[00:45:41.620 --> 00:45:49.620]   (audience laughing)
[00:45:49.620 --> 00:45:58.620]   (audience laughing)
[00:45:58.620 --> 00:46:01.620]   (audience laughing)
[00:46:01.620 --> 00:46:04.620]   (audience laughing)
[00:46:04.620 --> 00:46:07.620]   (audience laughing)
[00:46:07.620 --> 00:46:10.620]   (audience laughing)
[00:46:35.620 --> 00:46:38.620]   (audience laughing)
[00:46:38.620 --> 00:46:41.620]   (audience laughing)
[00:46:42.620 --> 00:46:45.620]   (audience laughing)
[00:46:45.620 --> 00:46:48.620]   (audience laughing)
[00:46:49.620 --> 00:46:52.620]   (audience laughing)
[00:46:52.620 --> 00:46:55.620]   (audience laughing)
[00:46:55.620 --> 00:46:58.620]   (audience laughing)
[00:46:58.620 --> 00:47:01.620]   (audience laughing)
[00:47:01.620 --> 00:47:04.620]   (audience laughing)
[00:47:04.620 --> 00:47:07.620]   (audience laughing)
[00:47:07.620 --> 00:47:10.620]   (audience laughing)
[00:47:10.620 --> 00:47:13.620]   (audience laughing)
[00:47:14.620 --> 00:47:17.620]   (audience laughing)
[00:47:17.620 --> 00:47:20.620]   (audience laughing)
[00:47:20.620 --> 00:47:23.620]   (audience laughing)
[00:47:23.620 --> 00:47:26.620]   (audience laughing)
[00:47:26.620 --> 00:47:29.620]   (audience laughing)
[00:47:29.620 --> 00:47:32.620]   (audience laughing)
[00:47:32.620 --> 00:47:35.620]   (audience laughing)
[00:47:35.620 --> 00:47:38.620]   (audience laughing)
[00:47:38.620 --> 00:47:41.620]   (audience laughing)
[00:47:41.620 --> 00:47:44.620]   (audience laughing)
[00:47:44.620 --> 00:47:47.620]   (audience laughing)
[00:47:48.620 --> 00:47:51.620]   (audience laughing)
[00:47:51.620 --> 00:47:57.620]   (audience laughing)
[00:47:57.620 --> 00:48:03.620]   (audience laughing)
[00:48:03.620 --> 00:48:08.620]   (audience laughing)
[00:48:08.620 --> 00:48:15.620]   (audience laughing)
[00:48:15.620 --> 00:48:18.620]   (audience laughing)
[00:48:18.620 --> 00:48:27.620]   (audience laughing)
[00:48:42.620 --> 00:48:45.620]   (audience laughing)
[00:48:45.620 --> 00:49:02.620]   (audience laughing)
[00:49:02.620 --> 00:49:05.620]   (audience laughing)
[00:49:06.620 --> 00:49:09.620]   (audience laughing)
[00:49:09.620 --> 00:49:12.620]   (audience laughing)
[00:49:12.620 --> 00:49:15.620]   (audience laughing)
[00:49:16.620 --> 00:49:19.620]   (audience laughing)
[00:49:19.620 --> 00:49:22.620]   (audience laughing)
[00:49:22.620 --> 00:49:25.620]   (audience laughing)
[00:49:25.620 --> 00:49:28.620]   (audience laughing)
[00:49:28.620 --> 00:49:31.620]   (audience laughing)
[00:49:31.620 --> 00:49:34.620]   (audience laughing)
[00:49:34.620 --> 00:49:37.620]   (audience laughing)
[00:49:37.620 --> 00:49:40.620]   (audience laughing)
[00:49:40.620 --> 00:49:43.620]   (audience laughing)
[00:49:43.620 --> 00:49:46.620]   (audience laughing)
[00:49:46.620 --> 00:49:49.620]   (audience laughing)
[00:49:49.620 --> 00:49:52.620]   (audience laughing)
[00:49:52.620 --> 00:49:55.620]   (audience laughing)
[00:49:55.620 --> 00:49:58.620]   (audience laughing)
[00:49:58.620 --> 00:50:01.620]   (audience laughing)
[00:50:01.620 --> 00:50:20.620]   (audience laughing)
[00:50:21.620 --> 00:50:24.620]   (audience laughing)
[00:50:24.620 --> 00:50:27.620]   (audience laughing)
[00:50:51.620 --> 00:50:54.620]   (audience laughing)
[00:50:54.620 --> 00:50:57.620]   (audience laughing)
[00:50:57.620 --> 00:51:14.620]   (audience laughing)
[00:51:14.620 --> 00:51:17.620]   (audience laughing)
[00:51:17.620 --> 00:51:34.620]   (audience laughing)
[00:51:34.620 --> 00:51:37.620]   (audience laughing)
[00:51:37.620 --> 00:52:01.620]   (audience laughing)
[00:52:01.620 --> 00:52:04.620]   (audience laughing)
[00:52:04.620 --> 00:52:22.620]   (audience laughing)
[00:52:22.620 --> 00:52:25.620]   (audience laughing)
[00:52:25.620 --> 00:52:41.620]   (audience laughing)
[00:52:41.620 --> 00:52:44.620]   (audience laughing)
[00:52:44.620 --> 00:53:01.620]   (audience laughing)
[00:53:01.620 --> 00:53:04.620]   (audience laughing)
[00:53:04.620 --> 00:53:16.620]   (audience laughing)
[00:53:16.620 --> 00:53:19.620]   (audience laughing)
[00:53:19.620 --> 00:53:37.620]   (audience laughing)
[00:53:37.620 --> 00:53:40.620]   (audience laughing)
[00:53:41.620 --> 00:53:44.620]   (audience laughing)
[00:53:44.620 --> 00:53:55.620]   (audience laughing)
[00:53:55.620 --> 00:53:58.620]   (audience laughing)
[00:53:58.620 --> 00:54:01.620]   (audience laughing)
[00:54:01.620 --> 00:54:04.620]   (audience laughing)
[00:54:04.620 --> 00:54:07.620]   (audience laughing)
[00:54:07.620 --> 00:54:10.620]   (audience laughing)
[00:54:10.620 --> 00:54:13.620]   (audience laughing)
[00:54:13.620 --> 00:54:16.620]   (audience laughing)
[00:54:16.620 --> 00:54:19.620]   (audience laughing)
[00:54:19.620 --> 00:54:22.620]   (audience laughing)
[00:54:23.620 --> 00:54:26.620]   (audience laughing)
[00:54:27.620 --> 00:54:30.620]   (audience laughing)
[00:54:30.620 --> 00:54:54.620]   (audience laughing)
[00:54:55.620 --> 00:54:58.620]   (audience laughing)
[00:54:58.620 --> 00:55:19.620]   (audience laughing)
[00:55:19.620 --> 00:55:22.620]   (audience laughing)
[00:55:22.620 --> 00:55:25.620]   (audience laughing)
[00:55:25.620 --> 00:55:28.620]   (audience laughing)
[00:55:28.620 --> 00:55:31.620]   (audience laughing)
[00:55:32.620 --> 00:55:35.620]   (audience laughing)
[00:55:35.620 --> 00:55:49.620]   (audience laughing)
[00:55:49.620 --> 00:55:59.620]   (audience laughing)
[00:55:59.620 --> 00:56:02.620]   (audience laughing)
[00:56:02.620 --> 00:56:05.620]   (audience laughing)
[00:56:05.620 --> 00:56:08.620]   (audience laughing)
[00:56:08.620 --> 00:56:11.620]   (audience laughing)
[00:56:12.620 --> 00:56:15.620]   (audience laughing)
[00:56:15.620 --> 00:56:18.620]   (audience laughing)
[00:56:18.620 --> 00:56:44.620]   (audience laughing)
[00:56:44.620 --> 00:56:47.620]   (audience laughing)
[00:56:47.620 --> 00:56:50.620]   (audience laughing)
[00:56:50.620 --> 00:56:53.620]   (audience laughing)
[00:56:53.620 --> 00:56:56.620]   (audience laughing)
[00:56:56.620 --> 00:56:59.620]   (audience laughing)
[00:56:59.620 --> 00:57:02.620]   (audience laughing)
[00:57:02.620 --> 00:57:05.620]   (audience laughing)
[00:57:05.620 --> 00:57:08.620]   (audience laughing)
[00:57:08.620 --> 00:57:11.620]   (audience laughing)
[00:57:11.620 --> 00:57:14.620]   (audience laughing)
[00:57:15.620 --> 00:57:18.620]   (audience laughing)
[00:57:18.620 --> 00:57:21.620]   (audience laughing)
[00:57:21.620 --> 00:57:24.620]   (audience laughing)
[00:57:24.620 --> 00:57:27.620]   (audience laughing)
[00:57:27.620 --> 00:57:30.620]   (audience laughing)
[00:57:30.620 --> 00:57:33.620]   (audience laughing)
[00:57:33.620 --> 00:57:36.620]   (audience laughing)
[00:57:36.620 --> 00:57:39.620]   (audience laughing)
[00:57:39.620 --> 00:57:42.620]   (audience laughing)
[00:57:42.620 --> 00:57:45.620]   (audience laughing)
[00:57:45.620 --> 00:57:48.620]   (audience laughing)
[00:57:48.620 --> 00:57:51.620]   (audience laughing)
[00:57:51.620 --> 00:57:54.620]   (audience laughing)
[00:57:54.620 --> 00:57:57.620]   (audience laughing)
[00:57:57.620 --> 00:58:00.620]   (audience laughing)
[00:58:01.620 --> 00:58:04.620]   (audience laughing)
[00:58:04.620 --> 00:58:10.620]   (audience laughing)
[00:58:10.620 --> 00:58:16.620]   (audience laughing)
[00:58:16.620 --> 00:58:22.620]   (audience laughing)
[00:58:22.620 --> 00:58:29.620]   (audience laughing)
[00:58:29.620 --> 00:58:32.620]   (audience laughing)
[00:58:32.620 --> 00:58:35.620]   (audience laughing)
[00:58:35.620 --> 00:58:38.620]   (audience laughing)
[00:58:38.620 --> 00:58:41.620]   (audience laughing)
[00:58:41.620 --> 00:58:44.620]   (audience laughing)
[00:58:44.620 --> 00:58:47.620]   (audience laughing)
[00:58:47.620 --> 00:58:50.620]   (audience laughing)
[00:58:51.620 --> 00:58:54.620]   (audience laughing)
[00:58:54.620 --> 00:58:57.620]   (audience laughing)
[00:58:57.620 --> 00:59:00.620]   (audience laughing)
[00:59:01.620 --> 00:59:04.620]   (audience laughing)
[00:59:04.620 --> 00:59:07.620]   (audience laughing)
[00:59:07.620 --> 00:59:10.620]   (audience laughing)
[00:59:10.620 --> 00:59:13.620]   (audience laughing)
[00:59:13.620 --> 00:59:16.620]   (audience laughing)
[00:59:16.620 --> 00:59:19.620]   (audience laughing)
[00:59:19.620 --> 00:59:22.620]   (audience laughing)
[00:59:22.620 --> 00:59:25.620]   (audience laughing)
[00:59:25.620 --> 00:59:28.620]   (audience laughing)
[00:59:29.620 --> 00:59:32.620]   (audience laughing)
[00:59:32.620 --> 00:59:35.620]   (audience laughing)
[00:59:35.620 --> 00:59:38.620]   (audience laughing)
[00:59:38.620 --> 00:59:41.620]   (audience laughing)
[00:59:41.620 --> 00:59:44.620]   (audience laughing)
[00:59:44.620 --> 00:59:47.620]   (audience laughing)
[00:59:47.620 --> 00:59:50.620]   (audience laughing)
[00:59:50.620 --> 00:59:53.620]   (audience laughing)
[00:59:53.620 --> 00:59:56.620]   (audience laughing)
[00:59:56.620 --> 00:59:59.620]   (audience laughing)
[00:59:59.620 --> 01:00:02.620]   (audience laughing)
[01:00:02.620 --> 01:00:05.620]   (audience laughing)
[01:00:05.620 --> 01:00:08.620]   (audience laughing)
[01:00:08.620 --> 01:00:13.620]   (audience laughing)
[01:00:13.620 --> 01:00:18.620]   (audience laughing)
[01:00:18.620 --> 01:00:24.620]   (audience laughing)
[01:00:24.620 --> 01:00:31.620]   (audience laughing)
[01:00:31.620 --> 01:00:34.620]   (audience laughing)
[01:00:34.620 --> 01:00:41.620]   (audience laughing)
[01:00:41.620 --> 01:00:53.620]   (audience laughing)
[01:00:59.620 --> 01:01:02.620]   (audience laughing)
[01:01:02.620 --> 01:01:24.620]   (audience laughing)
[01:01:24.620 --> 01:01:27.620]   (audience laughing)
[01:01:27.620 --> 01:01:44.620]   (audience laughing)
[01:01:45.620 --> 01:01:48.620]   (audience laughing)
[01:01:48.620 --> 01:02:00.620]   (audience laughing)
[01:02:00.620 --> 01:02:03.620]   (audience laughing)
[01:02:03.620 --> 01:02:29.620]   (audience laughing)
[01:02:29.620 --> 01:02:32.620]   (audience laughing)
[01:02:32.620 --> 01:02:36.620]   - Is it coming?
[01:02:36.620 --> 01:02:37.620]   Oh, sorry about that.
[01:02:37.620 --> 01:02:38.620]   (audience laughing)
[01:02:38.620 --> 01:02:39.620]   All right.
[01:02:39.620 --> 01:02:42.620]   I wanna encourage those of you guys who are in the rooms
[01:02:42.620 --> 01:02:46.620]   to make your way on into the main meeting area
[01:02:46.620 --> 01:02:48.620]   so that we can do our review.
[01:02:48.620 --> 01:02:51.780]   (audience chattering)
[01:02:51.780 --> 01:02:54.940]   (audience chattering)
[01:02:54.940 --> 01:02:58.100]   (audience chattering)
[01:02:58.100 --> 01:03:01.260]   (audience chattering)
[01:03:02.260 --> 01:03:05.420]   (audience chattering)
[01:03:06.420 --> 01:03:09.580]   (audience chattering)
[01:03:09.580 --> 01:03:28.580]   (audience chattering)
[01:03:28.580 --> 01:03:31.740]   (audience chattering)
[01:03:31.740 --> 01:03:50.740]   (audience chattering)
[01:03:51.740 --> 01:03:54.900]   (audience chattering)
[01:03:54.900 --> 01:04:18.580]   Okay.
[01:04:19.740 --> 01:04:20.740]   All right.
[01:04:20.740 --> 01:04:23.900]   (audience chattering)
[01:04:23.900 --> 01:04:29.740]   All right, if you would, please take a moment
[01:04:29.740 --> 01:04:31.900]   to join with me in a word of prayer,
[01:04:31.900 --> 01:04:34.060]   and then we'll start the review portion.
[01:04:34.060 --> 01:04:35.060]   Let's pray together.
[01:04:35.060 --> 01:04:41.020]   Our God and Father, we take a brief moment
[01:04:41.020 --> 01:04:45.540]   to request, God, that you would grow our faith.
[01:04:46.580 --> 01:04:51.580]   Lord, we pray that you would do such a spiritual work,
[01:04:51.580 --> 01:04:55.260]   God, that every time your word is opened up to our eyes,
[01:04:55.260 --> 01:04:58.940]   and God, every time we can hear the scripture,
[01:04:58.940 --> 01:05:02.140]   Lord, that you would help us to both understand,
[01:05:02.140 --> 01:05:05.580]   gain insight, feel the conviction,
[01:05:05.580 --> 01:05:08.580]   just really lay down all of our lives
[01:05:08.580 --> 01:05:11.540]   and be open to the scrutiny of your truth
[01:05:11.540 --> 01:05:15.180]   so that, God, we'd be able to put off that which is earthly
[01:05:15.180 --> 01:05:19.420]   and continue, Lord, to pursue after the image of Christ.
[01:05:19.420 --> 01:05:22.140]   We pray for that kind of spiritual blessing in our life,
[01:05:22.140 --> 01:05:25.940]   Lord, that the fruit of your word will take its effect,
[01:05:25.940 --> 01:05:28.060]   and, God, we would see the character
[01:05:28.060 --> 01:05:29.260]   that you long to see, Lord.
[01:05:29.260 --> 01:05:31.740]   We thank you in Christ's name, amen.
[01:05:31.740 --> 01:05:36.740]   Okay, so, you know, by way of review,
[01:05:36.740 --> 01:05:42.580]   it is to us Christian maturity
[01:05:43.500 --> 01:05:46.500]   to be able to tell the difference,
[01:05:46.500 --> 01:05:50.100]   and what I mean by that is for us to have our senses
[01:05:50.100 --> 01:05:52.660]   so refined by the word of God
[01:05:52.660 --> 01:05:56.920]   that we can see that which is earthly, fleshly, carnal,
[01:05:56.920 --> 01:05:59.820]   and just even what the world may presume neutral,
[01:05:59.820 --> 01:06:04.020]   but still, nevertheless, just temporary, right,
[01:06:04.020 --> 01:06:06.140]   here on Earth, like that kind of stuff,
[01:06:06.140 --> 01:06:08.220]   versus the things of the spirit of God,
[01:06:08.220 --> 01:06:11.180]   that we wanna be able to sense that which is heavenly,
[01:06:11.180 --> 01:06:13.900]   that which is spirit-wrought, right,
[01:06:13.900 --> 01:06:17.460]   because in many ways, two people can do the exact same thing.
[01:06:17.460 --> 01:06:19.780]   They can work hard at planning an event.
[01:06:19.780 --> 01:06:22.260]   They can work hard at even teaching.
[01:06:22.260 --> 01:06:24.700]   They can work hard here at the church,
[01:06:24.700 --> 01:06:25.980]   but there is a huge difference
[01:06:25.980 --> 01:06:29.620]   between he who is working by the inspiration,
[01:06:29.620 --> 01:06:31.340]   the motivation that comes from Christ
[01:06:31.340 --> 01:06:34.340]   and a relationship with him, walking in the spirit,
[01:06:34.340 --> 01:06:36.600]   versus one who is just doing the deed,
[01:06:37.500 --> 01:06:41.480]   and so the scripture had for us this admonition
[01:06:41.480 --> 01:06:44.820]   that every single one of us walk by the spirit of God,
[01:06:44.820 --> 01:06:47.300]   and then after commanding us to do so,
[01:06:47.300 --> 01:06:51.420]   he was giving us various, very specific things
[01:06:51.420 --> 01:06:52.700]   that are indicative of the spirit
[01:06:52.700 --> 01:06:54.740]   versus indicative of the flesh,
[01:06:54.740 --> 01:06:57.060]   and then at the beginning of this chapter,
[01:06:57.060 --> 01:07:00.860]   he gave us the exhortations of how to deal with one another
[01:07:00.860 --> 01:07:03.300]   and to say that we ought to restore really gently
[01:07:03.300 --> 01:07:05.260]   those who are spiritual,
[01:07:05.260 --> 01:07:07.340]   if we are spiritual, that we should do that,
[01:07:07.340 --> 01:07:08.180]   and the letter B,
[01:07:08.180 --> 01:07:10.780]   that we should bear the burdens of one another,
[01:07:10.780 --> 01:07:12.740]   and then, by way of humility,
[01:07:12.740 --> 01:07:14.780]   be open to the scrutiny of the scriptures
[01:07:14.780 --> 01:07:16.860]   that we would examine ourselves.
[01:07:16.860 --> 01:07:18.460]   The passage that we have today
[01:07:18.460 --> 01:07:20.180]   is a continuation of the thoughts
[01:07:20.180 --> 01:07:21.940]   of the fruits of the spirit
[01:07:21.940 --> 01:07:25.620]   telling us that we should share all good things
[01:07:25.620 --> 01:07:28.920]   and to persevere in doing good, amen?
[01:07:28.920 --> 01:07:31.240]   So have those things in mind
[01:07:31.240 --> 01:07:34.280]   that there is these commands in there for us to do.
[01:07:34.280 --> 01:07:38.000]   Within this passage that we have for today, then,
[01:07:38.000 --> 01:07:40.900]   I would say that there are three distinct sections.
[01:07:40.900 --> 01:07:44.440]   Doesn't have to be seen this way,
[01:07:44.440 --> 01:07:47.400]   but verse six, there is this concept here
[01:07:47.400 --> 01:07:48.720]   that the one who is taught
[01:07:48.720 --> 01:07:51.640]   on the receiving end of ministry
[01:07:51.640 --> 01:07:53.440]   should share all good things,
[01:07:53.440 --> 01:07:55.520]   so that's a first principle
[01:07:55.520 --> 01:07:57.340]   that being filled with the spirit
[01:07:57.340 --> 01:08:01.560]   has this element of reciprocating the blessing you receive,
[01:08:01.560 --> 01:08:04.180]   and then, verse seven through eight,
[01:08:04.180 --> 01:08:06.920]   clearly shows us this other operating principle
[01:08:06.920 --> 01:08:10.240]   which is in the realm of God,
[01:08:10.240 --> 01:08:13.840]   where God says that whatever a man sows,
[01:08:13.840 --> 01:08:16.220]   this he will reap, okay?
[01:08:16.220 --> 01:08:19.880]   And then he talks about how if you sow to the flesh,
[01:08:19.880 --> 01:08:22.320]   there you will reap from the flesh corruption,
[01:08:22.320 --> 01:08:23.280]   and if you sow to the spirit,
[01:08:23.280 --> 01:08:26.080]   you will reap from the spirit eternal life.
[01:08:26.080 --> 01:08:27.640]   Then, in verse nine through 10,
[01:08:27.640 --> 01:08:29.640]   we have this exhortation and command
[01:08:29.640 --> 01:08:32.160]   to not lose heart, to not grow weary,
[01:08:32.160 --> 01:08:34.440]   but to persevere in doing good.
[01:08:34.440 --> 01:08:38.300]   So, as a brief just kind of snapshot of the paragraph,
[01:08:38.300 --> 01:08:39.140]   this is the way I broke it down,
[01:08:39.140 --> 01:08:41.340]   and I hope it matches perhaps all the work
[01:08:41.340 --> 01:08:44.140]   that you guys have done in preparation for this lesson.
[01:08:44.140 --> 01:08:47.260]   And so, here we are in part one,
[01:08:47.260 --> 01:08:49.820]   where we look at the general principle, okay?
[01:08:49.820 --> 01:08:52.820]   And I will tell you honestly, looking at this passage,
[01:08:52.820 --> 01:08:55.760]   I started giggling as I was preparing for this lesson,
[01:08:55.760 --> 01:08:59.380]   because, you know, it sounds so self-serving,
[01:08:59.380 --> 01:09:01.640]   so I'm just gonna say it from the get-go.
[01:09:01.640 --> 01:09:04.820]   After the lesson, I will walk around your table
[01:09:04.820 --> 01:09:06.280]   and tax your snacks, okay?
[01:09:06.280 --> 01:09:08.100]   (laughing)
[01:09:08.100 --> 01:09:09.700]   Especially the ones over there,
[01:09:09.700 --> 01:09:12.340]   and Richard's in the back, okay?
[01:09:12.340 --> 01:09:15.020]   I mean, obviously, this is kind of interesting
[01:09:15.020 --> 01:09:18.020]   to think about, but the whole idea is,
[01:09:18.020 --> 01:09:19.900]   what is, we have to ask the question, okay,
[01:09:19.900 --> 01:09:23.560]   like, is this just a random thought he had, you know?
[01:09:23.560 --> 01:09:27.020]   And because there was a lot of sarcasm,
[01:09:27.020 --> 01:09:29.820]   and Apostle Paul's like, dude, the more I love you,
[01:09:29.820 --> 01:09:31.100]   I mean, am I being hated more now,
[01:09:31.100 --> 01:09:33.660]   because I'm coming after you, I'm pursuing you?
[01:09:33.660 --> 01:09:35.540]   Am I to be hated, you know?
[01:09:35.540 --> 01:09:37.900]   Is he like, remember? (laughing)
[01:09:37.900 --> 01:09:39.720]   Is he having that sentiment still?
[01:09:39.720 --> 01:09:42.300]   What is he expecting?
[01:09:42.300 --> 01:09:45.380]   But again, my thought is, not making too much of it,
[01:09:45.380 --> 01:09:48.620]   but in the vein of being a spiritual person,
[01:09:48.620 --> 01:09:50.460]   if you're a thankless person,
[01:09:50.460 --> 01:09:53.600]   I don't think you're a spirit-filled person, right?
[01:09:53.600 --> 01:09:57.400]   You have no appreciation for the people,
[01:09:57.400 --> 01:09:59.740]   but rather, you have such an entitled mentality,
[01:09:59.740 --> 01:10:01.860]   it's like, you know, the people,
[01:10:01.860 --> 01:10:03.980]   especially young children who look at their parents,
[01:10:03.980 --> 01:10:07.620]   like, of course, parents are supposed to sacrifice, right?
[01:10:07.620 --> 01:10:09.180]   As soon as they gain their independence,
[01:10:09.180 --> 01:10:11.100]   the parents are so far behind them
[01:10:11.100 --> 01:10:13.980]   that they don't even give them a second thought.
[01:10:13.980 --> 01:10:17.460]   If you have been blessed, the spiritual model typically is,
[01:10:17.460 --> 01:10:21.060]   you should be an incredible blessing, right?
[01:10:21.060 --> 01:10:22.980]   The thought here is, the general principle is,
[01:10:22.980 --> 01:10:25.640]   that the one who is receiving ministry
[01:10:25.640 --> 01:10:30.080]   is expected to respond with an open-heartedness,
[01:10:30.080 --> 01:10:34.460]   with also a reciprocating generosity, right?
[01:10:34.460 --> 01:10:36.840]   And obviously, this passage has been really,
[01:10:36.840 --> 01:10:40.320]   really misapplied by the prosperity gospel people.
[01:10:40.320 --> 01:10:42.260]   It's like, show me the money.
[01:10:42.260 --> 01:10:45.400]   You gotta share with me the good things.
[01:10:45.400 --> 01:10:46.980]   I'm sure you guys sat there,
[01:10:46.980 --> 01:10:49.200]   oh, thank you for laughing, I'm not gonna joke.
[01:10:49.200 --> 01:10:50.680]   But you know, I'm sure you guys sat there
[01:10:50.680 --> 01:10:53.480]   and wondered, like, what are the good things, you know?
[01:10:53.480 --> 01:10:56.080]   I don't think, obviously, he's thinking about one thing.
[01:10:56.080 --> 01:10:57.200]   Why?
[01:10:57.200 --> 01:11:02.200]   Because in the text, the idea for share is really broad,
[01:11:02.200 --> 01:11:04.320]   okay, is really broad.
[01:11:04.320 --> 01:11:08.440]   The term for share is essentially the verb form
[01:11:08.440 --> 01:11:12.240]   of the noun we use for fellowship, koinonia, okay?
[01:11:12.240 --> 01:11:14.520]   And so that's why there's like a broader sense
[01:11:14.520 --> 01:11:17.840]   of being associate with us, like, open your life up,
[01:11:17.840 --> 01:11:19.300]   and let's run this race together,
[01:11:19.300 --> 01:11:23.160]   is almost a mentality that you have within this verse.
[01:11:23.160 --> 01:11:25.400]   That kind of mentality is shared
[01:11:25.400 --> 01:11:26.920]   in a lot of different passages,
[01:11:26.920 --> 01:11:29.640]   but one of the passages I want to highlight for you guys,
[01:11:29.640 --> 01:11:32.680]   it's not here on the PowerPoint, but just listen.
[01:11:32.680 --> 01:11:35.640]   When Apostle Paul was talking about his ministry,
[01:11:35.640 --> 01:11:38.280]   he said to the church in Thessalonica
[01:11:38.280 --> 01:11:40.440]   that we prove to be gentle among you,
[01:11:40.440 --> 01:11:43.840]   as a nursing mother tenderly cares for her own children.
[01:11:43.840 --> 01:11:45.920]   Having so fond an affection for you,
[01:11:45.920 --> 01:11:48.040]   we were well-pleased to impart to you
[01:11:48.040 --> 01:11:52.480]   not only the gospel of God, but also our own lives,
[01:11:52.480 --> 01:11:56.480]   because you had become very dear to us.
[01:11:56.480 --> 01:12:00.120]   So from the ministering perspective inside,
[01:12:00.120 --> 01:12:02.880]   you have to have an open-hearted,
[01:12:02.880 --> 01:12:04.960]   generous love in your heart
[01:12:04.960 --> 01:12:07.020]   that comes out of a thankfulness for Christ
[01:12:07.020 --> 01:12:12.020]   in order to do ministry like Apostle Paul's doing, right?
[01:12:12.020 --> 01:12:15.240]   Not a selfish one, but such a selfless one.
[01:12:15.240 --> 01:12:17.280]   And essentially, Apostle Paul then
[01:12:17.280 --> 01:12:20.360]   requests the same of the church.
[01:12:20.360 --> 01:12:23.860]   So here's an interesting passage in 2 Corinthians 6,
[01:12:23.860 --> 01:12:26.000]   verse 11 through 13.
[01:12:26.000 --> 01:12:29.040]   Paul says, "Our mouth was spoken freely to you,
[01:12:29.040 --> 01:12:32.340]   "O Corinthians, our heart is open wide,
