
[00:00:00.000 --> 00:00:04.000]   (Pause)
[00:21:03.000 --> 00:21:07.000]   You say, "I hate the Republicans!"
[00:21:07.000 --> 00:21:10.000]   "I hate the Democrats!" "I hate them!"
[00:21:10.000 --> 00:21:12.000]   "I hate these people!"
[00:21:12.000 --> 00:21:14.000]   "You too?"
[00:21:14.000 --> 00:21:17.000]   "Oh yeah, you too?"
[00:21:17.000 --> 00:21:19.000]   The world is united by what they hate.
[00:21:19.000 --> 00:21:22.000]   If you have a full-time job, you know,
[00:21:22.000 --> 00:21:25.000]   I don't know if you go to water coolers, I don't know if they have that anymore,
[00:21:25.000 --> 00:21:29.000]   or boba shops, wherever you go to congregate, right?
[00:21:29.000 --> 00:21:34.000]   If you want to fit in, just tell them everything that's bothering you.
[00:21:34.000 --> 00:21:37.000]   "Your boss is unfair."
[00:21:37.000 --> 00:21:39.000]   You know, "The government."
[00:21:39.000 --> 00:21:42.000]   I mean, just start talking about what's bothering you.
[00:21:42.000 --> 00:21:44.000]   Soon enough, people will join in.
[00:21:44.000 --> 00:21:48.000]   It's like, "Oh, you too?" "You too?" "You too?"
[00:21:48.000 --> 00:21:51.000]   And then you have these people who hate this group on one side,
[00:21:51.000 --> 00:21:53.000]   the other group who hates the other group on the other side,
[00:21:53.000 --> 00:21:59.000]   and then they hate each other, and you sense fellowship.
[00:21:59.000 --> 00:22:01.000]   Because you feel connected.
[00:22:01.000 --> 00:22:06.000]   And the way that you're connected is the things that you hate.
[00:22:06.000 --> 00:22:08.000]   That's how the world functions.
[00:22:08.000 --> 00:22:11.000]   If you want to fit in, keep grumbling, keep complaining.
[00:22:11.000 --> 00:22:15.000]   Let that be the primary thing that you talk about.
[00:22:15.000 --> 00:22:17.000]   But he says, "We are to be light."
[00:22:17.000 --> 00:22:20.000]   Our very identity as a Christian,
[00:22:20.000 --> 00:22:23.000]   he calls us to be a light in this dark world.
[00:22:23.000 --> 00:22:26.000]   Because the world is in rebellion against God,
[00:22:26.000 --> 00:22:30.000]   constantly grumbling and complaining about God,
[00:22:30.000 --> 00:22:33.000]   about the world, about politics, about everything.
[00:22:33.000 --> 00:22:36.000]   And yet, there's no Thanksgiving,
[00:22:36.000 --> 00:22:40.000]   because at the root of what it means to be a Christian is to give worship.
[00:22:40.000 --> 00:22:44.000]   And at the heart of a person who worships is a thankful heart.
[00:22:44.000 --> 00:22:48.000]   In Matthew 5, 14-16, "You are the light of the world.
[00:22:48.000 --> 00:22:51.000]   The city set on a hill cannot be hidden.
[00:22:51.000 --> 00:22:55.000]   Nor does anyone light a lamp and put it under a basket, but on a lampstand,
[00:22:55.000 --> 00:22:57.000]   and it gives light to all who are in the house.
[00:22:57.000 --> 00:23:01.000]   Let your light shine before men in such a way that they may see your good works
[00:23:01.000 --> 00:23:06.000]   and glorify your Father who is in heaven."
[00:23:06.000 --> 00:23:09.000]   God said we are the light, and the purpose of why he put us to light
[00:23:09.000 --> 00:23:12.000]   is so that in darkness he may put us on a pedestal and say,
[00:23:12.000 --> 00:23:14.000]   "That's what God intended, to give glory to God."
[00:23:14.000 --> 00:23:17.000]   Imagine if we were the light and we sat on the table,
[00:23:17.000 --> 00:23:21.000]   and the whole time we're talking about is, "Those guys suck!
[00:23:21.000 --> 00:23:25.000]   They suck, and those people suck, and those people suck too!
[00:23:25.000 --> 00:23:28.000]   And then they suck, and they suck, and then what about these guys?
[00:23:28.000 --> 00:23:35.000]   These guys suck, and they suck too! Believe Jesus with me!"
[00:23:35.000 --> 00:23:41.000]   He says we were made to be the light to give glory to God,
[00:23:41.000 --> 00:23:45.000]   to declare his glory and who he is and what he has done.
[00:23:45.000 --> 00:23:50.000]   And that's why he says as Christians, as a light,
[00:23:50.000 --> 00:23:55.000]   our primary thing that we are to declare to the world is of who he is,
[00:23:55.000 --> 00:23:59.000]   not what the world is not.
[00:23:59.000 --> 00:24:03.000]   2 Corinthians 4.15, "For all things are for your sake,
[00:24:03.000 --> 00:24:05.000]   so that the grace which is spreading to more and more people
[00:24:05.000 --> 00:24:09.000]   may cause the giving thanks to abound for the glory of God."
[00:24:09.000 --> 00:24:13.000]   Look what Paul says. Paul says the gospel is continuing to go out.
[00:24:13.000 --> 00:24:15.000]   More people are converting. For what purpose?
[00:24:15.000 --> 00:24:22.000]   "So that more people may cause the giving of thanks to abound to the glory of God."
[00:24:22.000 --> 00:24:28.000]   So he describes conversion as people who were not thankful to be thankful,
[00:24:28.000 --> 00:24:31.000]   to have thanksgiving in their heart to give glory to God.
[00:24:31.000 --> 00:24:36.000]   If you have a murmuring heart, we're not saying that we should never ask questions,
[00:24:36.000 --> 00:24:39.000]   that we should never have disagreements. That's not what he's saying.
[00:24:39.000 --> 00:24:45.000]   He's talking about a spirit of constantly murmuring.
[00:24:45.000 --> 00:24:50.000]   That's the sound. That's the secret sound of a complainer.
[00:24:50.000 --> 00:24:53.000]   Because that's what I hear behind this thing.
[00:24:53.000 --> 00:24:58.000]   I have extra ears.
[00:24:58.000 --> 00:25:01.000]   I'll give you an announcement and I can look it in your faces.
[00:25:01.000 --> 00:25:04.000]   Some of you guys are, "Huh? What's going on?"
[00:25:04.000 --> 00:25:06.000]   I see some of your faces.
[00:25:06.000 --> 00:25:14.000]   I see it. I may be wrong, but there's constant murmuring.
[00:25:14.000 --> 00:25:19.000]   And he says as Christians, our core being of who we are is to give thanks.
[00:25:19.000 --> 00:25:24.000]   You cannot give thanks. You cannot spend all week just murmuring, complaining,
[00:25:24.000 --> 00:25:30.000]   talking about what's wrong and then come into worship and say, "You're so good, God."
[00:25:30.000 --> 00:25:35.000]   You may be saying that, but internally you're saying, "What's wrong with them?"
[00:25:35.000 --> 00:25:38.000]   That's actually what's going on in your head and your heart.
[00:25:38.000 --> 00:25:42.000]   "What's wrong with these people, Lord?"
[00:25:42.000 --> 00:25:47.000]   At the core of who we are, people who refuse to acknowledge God and give thanks,
[00:25:47.000 --> 00:25:53.000]   that he made us worshipers of God because he fills our hearts with no other response,
[00:25:53.000 --> 00:25:58.000]   no other logical response than to give our lives as a living sacrifice.
[00:25:58.000 --> 00:26:02.000]   It's a reasonable act of worship.
[00:26:02.000 --> 00:26:10.000]   But he also said, "If I just said, 'Stop it,' we'd all leave kind of frustrated."
[00:26:10.000 --> 00:26:12.000]   Well, how do we do that?
[00:26:12.000 --> 00:26:16.000]   If our natural instinct is to grumble, right?
[00:26:16.000 --> 00:26:20.000]   I gave you a short list of things that I was struggling with this week.
[00:26:20.000 --> 00:26:27.000]   I could probably fill that page with about three or four pages of problems, right?
[00:26:27.000 --> 00:26:29.000]   Because it's natural.
[00:26:29.000 --> 00:26:32.000]   If you guys have Thanksgiving dinner, you might sit around and talk about,
[00:26:32.000 --> 00:26:33.000]   "What are you thankful for?"
[00:26:33.000 --> 00:26:36.000]   And then it's like, "Hmm."
[00:26:36.000 --> 00:26:41.000]   And you have to really--not just this rote answer, "I'm thankful for my parents."
[00:26:41.000 --> 00:26:44.000]   I'm thankful for what you're really thankful for.
[00:26:44.000 --> 00:26:47.000]   You kind of have to take some time to actually think through.
[00:26:47.000 --> 00:26:49.000]   What's bothering you?
[00:26:49.000 --> 00:26:51.000]   How much time you got?
[00:26:51.000 --> 00:26:53.000]   Because that's our natural state.
[00:26:53.000 --> 00:26:55.000]   So if we just say, "Hey, stop it!"
[00:26:55.000 --> 00:26:57.000]   We'd leave saying, "Oh, that was good.
[00:26:57.000 --> 00:26:59.000]   Thank you for reminding me."
[00:26:59.000 --> 00:27:03.000]   But then to actually practice that, starting from lunch,
[00:27:03.000 --> 00:27:06.000]   you're going to start feeling guilty.
[00:27:06.000 --> 00:27:09.000]   Until next Thanksgiving, you say, "Hey, stop it!"
[00:27:09.000 --> 00:27:11.000]   Well, he's very practical.
[00:27:11.000 --> 00:27:13.000]   He says, "Well, not doing that."
[00:27:13.000 --> 00:27:17.000]   Verse 16, "Holding fast the word of life."
[00:27:17.000 --> 00:27:20.000]   "Holding fast so that in the day of Christ I will have reason to glory
[00:27:20.000 --> 00:27:23.000]   because I did not run in vain nor toil in vain."
[00:27:23.000 --> 00:27:25.000]   What does it mean to hold fast the word of life?
[00:27:25.000 --> 00:27:27.000]   If he doesn't want us to grumble and complain,
[00:27:27.000 --> 00:27:30.000]   then that's our natural response.
[00:27:30.000 --> 00:27:33.000]   And the remedy for that is to hold fast the word of life.
[00:27:33.000 --> 00:27:36.000]   1 Corinthians 15, 1-3, "Now I make known to you, brethren,
[00:27:36.000 --> 00:27:40.000]   the gospel which I preached to you, which also you received,
[00:27:40.000 --> 00:27:42.000]   in which also you stand."
[00:27:42.000 --> 00:27:44.000]   Not only does the gospel justify you,
[00:27:44.000 --> 00:27:48.000]   the gospel is the reason why you're able to stand and be sanctified.
[00:27:48.000 --> 00:27:51.000]   "By which you also are saved, if you hold fast the word
[00:27:51.000 --> 00:27:56.000]   which I preached to you, that you don't drift from that,
[00:27:56.000 --> 00:27:58.000]   unless you believed in vain.
[00:27:58.000 --> 00:28:00.000]   For I delivered to you as of first importance
[00:28:00.000 --> 00:28:03.000]   what I also received, that Christ died for our sins
[00:28:03.000 --> 00:28:04.000]   according to the Scriptures."
[00:28:04.000 --> 00:28:08.000]   So what he is saying is to hold fast to the gospel
[00:28:08.000 --> 00:28:10.000]   that you first believed.
[00:28:10.000 --> 00:28:12.000]   And not just to say, "Well, you know what?
[00:28:12.000 --> 00:28:16.000]   I was justified, and tell me something more deep."
[00:28:16.000 --> 00:28:19.000]   You know our communion table?
[00:28:19.000 --> 00:28:23.000]   Jesus, very last activity that he had before he went to pray with them,
[00:28:23.000 --> 00:28:26.000]   he says, "Do this in remembrance of me."
[00:28:26.000 --> 00:28:29.000]   And in different places they have different words.
[00:28:29.000 --> 00:28:31.000]   You have the Lord's table, you have the sacrament,
[00:28:31.000 --> 00:28:33.000]   you know, you have communion.
[00:28:33.000 --> 00:28:37.000]   But one of the words that is used for the Lord's table is "Eucharist."
[00:28:37.000 --> 00:28:39.000]   Some of you guys may have heard that before.
[00:28:39.000 --> 00:28:44.000]   The Eucharist is literally the word in Greek, "Euchariste,"
[00:28:44.000 --> 00:28:46.000]   which means "giving thanks."
[00:28:46.000 --> 00:28:50.000]   So part of the core meaning of the communion table
[00:28:50.000 --> 00:28:55.000]   is to come and when we receive the elements, to give thanks.
[00:28:55.000 --> 00:28:58.000]   And that's exactly what Paul is trying to get at.
[00:28:58.000 --> 00:29:02.000]   The reason why there is constant murmuring and questioning
[00:29:02.000 --> 00:29:07.000]   is that we have drifted away from a thankful heart for what God has done.
[00:29:07.000 --> 00:29:11.000]   And so we tend to focus on what is not going right,
[00:29:11.000 --> 00:29:14.000]   and we rarely talk about thankfulness of God.
[00:29:14.000 --> 00:29:17.000]   So when you examine your life and your speech,
[00:29:17.000 --> 00:29:22.000]   how often are you genuinely thankful for your salvation and what God has done?
[00:29:22.000 --> 00:29:25.000]   I know we talk about it in Bible study,
[00:29:25.000 --> 00:29:29.000]   we talk about it in a certain given time of fellowship
[00:29:29.000 --> 00:29:31.000]   when you have questions that you have to ask,
[00:29:31.000 --> 00:29:34.000]   but how often when you look at your conversation
[00:29:34.000 --> 00:29:38.000]   are you actually responding to the grace of God?
[00:29:38.000 --> 00:29:42.000]   "Man, I don't deserve this grace. God is so good to me."
[00:29:42.000 --> 00:29:44.000]   How much of your conversation is that and how much of it is like,
[00:29:44.000 --> 00:29:46.000]   "Yeah, yeah, God is so good. He's so awesome.
[00:29:46.000 --> 00:29:52.000]   But man, what is wrong with this? What is wrong with that?"
[00:29:52.000 --> 00:29:54.000]   That's what he means by "hold fast."
[00:29:54.000 --> 00:29:57.000]   In fact, our whole study of the book of Hebrews,
[00:29:57.000 --> 00:30:00.000]   when it says, "Do not drift,"
[00:30:00.000 --> 00:30:04.000]   he keeps saying over and over again, "Hold fast, hold fast, hold fast, hold fast
[00:30:04.000 --> 00:30:06.000]   what you profess to believe."
[00:30:06.000 --> 00:30:08.000]   Don't make it just a song that you sing.
[00:30:08.000 --> 00:30:11.000]   Don't make it just a verse that you memorize.
[00:30:11.000 --> 00:30:14.000]   Don't make it just a doctrinal statement that you believe.
[00:30:14.000 --> 00:30:16.000]   He says that's what he means by "hold fast."
[00:30:16.000 --> 00:30:19.000]   May it affect your heart, may it affect your speech,
[00:30:19.000 --> 00:30:21.000]   may it affect everything that you do.
[00:30:21.000 --> 00:30:26.000]   That's what he means by "hold fast."
[00:30:26.000 --> 00:30:30.000]   You know, at the core, when we say, "Hold fast to the gospel
[00:30:30.000 --> 00:30:33.000]   that was preached and that we profess,"
[00:30:33.000 --> 00:30:37.000]   first, why it deals with our grumbling is, first and foremost,
[00:30:37.000 --> 00:30:41.000]   holding on to the gospel, holding fast to the gospel
[00:30:41.000 --> 00:30:46.000]   causes us to remember that we have absolute, eternal security.
[00:30:46.000 --> 00:30:50.000]   No genuine Christian is constantly living in nervousness.
[00:30:50.000 --> 00:30:52.000]   "Am I going to make it? Am I not going to make it?"
[00:30:52.000 --> 00:30:54.000]   We're talking about, like, eternal heaven,
[00:30:54.000 --> 00:30:57.000]   like, eternal bliss versus eternal damnation, eternal.
[00:30:57.000 --> 00:31:02.000]   Hell and fire versus euphoria, you know, forever.
[00:31:02.000 --> 00:31:05.000]   Imagine living in between these two things.
[00:31:05.000 --> 00:31:08.000]   Utter poverty and disease for eternity
[00:31:08.000 --> 00:31:12.000]   versus winning the biggest lottery and you're living day to day,
[00:31:12.000 --> 00:31:14.000]   like, "Oh, am I going to get this or am I going to go to..."
[00:31:14.000 --> 00:31:18.000]   He says, "No, the gospel teaches us that we have absolute security in Christ
[00:31:18.000 --> 00:31:21.000]   because we did not earn it, we cannot lose it."
[00:31:21.000 --> 00:31:25.000]   So holding fast to the gospel that we profess,
[00:31:25.000 --> 00:31:29.000]   it gives us a solid ground that can never be shaken.
[00:31:29.000 --> 00:31:33.000]   And so we celebrate what he has done.
[00:31:33.000 --> 00:31:36.000]   We celebrate the eternal security that we have in Christ.
[00:31:36.000 --> 00:31:40.000]   So holding on to the gospel message that we profess
[00:31:40.000 --> 00:31:43.000]   gives us the foundation that we need to build this house.
[00:31:43.000 --> 00:31:46.000]   Secondly, it assures us of his sovereignty,
[00:31:46.000 --> 00:31:49.000]   that no matter what happens, he works all things together
[00:31:49.000 --> 00:31:52.000]   for those who have been called according to his purpose.
[00:31:52.000 --> 00:31:56.000]   So he orchestrated everything to get us here,
[00:31:56.000 --> 00:31:59.000]   and he's also orchestrating everything to make us make sure
[00:31:59.000 --> 00:32:01.000]   that he who began a good work in us
[00:32:01.000 --> 00:32:04.000]   will carry it on to completion in his sovereign hands.
[00:32:04.000 --> 00:32:07.000]   That no matter what may be happening in your life,
[00:32:07.000 --> 00:32:09.000]   no matter what may have happened, no matter how tragic,
[00:32:09.000 --> 00:32:13.000]   no matter how confusing it is, why he is doing what he is doing,
[00:32:13.000 --> 00:32:16.000]   he says you are in his sovereign hands.
[00:32:16.000 --> 00:32:22.000]   He who did not spare his own son, how will he not along with him give all things?
[00:32:22.000 --> 00:32:26.000]   If he loved you enough, if this sovereign God loved you enough
[00:32:26.000 --> 00:32:31.000]   to give his only begotten son, why would he spare what you need?
[00:32:31.000 --> 00:32:34.000]   Why wouldn't he protect you from what harms you?
[00:32:34.000 --> 00:32:40.000]   Why would he allow these things to happen if he gave the most and most precious thing?
[00:32:40.000 --> 00:32:43.000]   So we believe in his sovereignty,
[00:32:43.000 --> 00:32:46.000]   that despite whatever may be happening in our life,
[00:32:46.000 --> 00:32:49.000]   God is completely sovereign, and we trust him.
[00:32:49.000 --> 00:32:53.000]   And third and finally, the word of truth, the gospel,
[00:32:53.000 --> 00:32:57.000]   reminds us of the reward that's coming in Christ.
[00:32:57.000 --> 00:33:03.000]   That ultimately the gift is not what is external.
[00:33:03.000 --> 00:33:08.000]   You know, very thankful for the families who are adopting children.
[00:33:08.000 --> 00:33:11.000]   Obviously before they're adopted, they're in foster care,
[00:33:11.000 --> 00:33:13.000]   and you have people who are temporarily taking care of them,
[00:33:13.000 --> 00:33:16.000]   and then when they come to the United States or wherever they're coming from,
[00:33:16.000 --> 00:33:20.000]   the home that they go to usually is better.
[00:33:20.000 --> 00:33:24.000]   You know, nice home, you have loving parents, you have living in Orange County,
[00:33:24.000 --> 00:33:29.000]   get to come to church and be loved by community, I mean, it's so much better.
[00:33:29.000 --> 00:33:32.000]   But when the kids come, when they're young,
[00:33:32.000 --> 00:33:35.000]   they may look at the external circumstance and the food that they have
[00:33:35.000 --> 00:33:38.000]   and say, "Wow, this is great!"
[00:33:38.000 --> 00:33:40.000]   But at some point in their maturity, they're going to realize
[00:33:40.000 --> 00:33:44.000]   that the real gift that they have is the parents who love them.
[00:33:44.000 --> 00:33:46.000]   And the reason why they have everything they have
[00:33:46.000 --> 00:33:50.000]   is because they were adopted by these loving parents.
[00:33:50.000 --> 00:33:55.000]   And that the Scripture says that the gift of the gospel is not the external things.
[00:33:55.000 --> 00:33:58.000]   Sometimes we may have it, sometimes we may not have it.
[00:33:58.000 --> 00:34:02.000]   But ultimately, the ultimate gift is Christ himself.
[00:34:02.000 --> 00:34:05.000]   And that's why he means when Paul says in Philippians 3, 8,
[00:34:05.000 --> 00:34:09.000]   "In view of the surpassing knowledge of knowing Jesus Christ,"
[00:34:09.000 --> 00:34:13.000]   everything else became rubbish in comparison.
[00:34:13.000 --> 00:34:17.000]   So when we hold fast to these truths,
[00:34:17.000 --> 00:34:20.000]   and it affects our heart, and it affects our thinking,
[00:34:20.000 --> 00:34:23.000]   and it affects our words,
[00:34:23.000 --> 00:34:27.000]   it tends to drive out murmuring.
[00:34:27.000 --> 00:34:31.000]   And it causes people to worship.
[00:34:31.000 --> 00:34:37.000]   And so that's what he means by constantly holding fast.
[00:34:37.000 --> 00:34:40.000]   And that's why we have the communion table.
[00:34:40.000 --> 00:34:42.000]   And that's why we sing these songs. That's why we gather together.
[00:34:42.000 --> 00:34:48.000]   If you have a room full of murmuring people, stay away.
[00:34:48.000 --> 00:34:53.000]   People always say, "Oh, we're not united. We should have more activities to get people united."
[00:34:53.000 --> 00:34:57.000]   If you have a room full of complaining people, oh my gosh.
[00:34:57.000 --> 00:35:00.000]   Don't go there. Avoid that.
[00:35:00.000 --> 00:35:05.000]   Just because you get a lot of people together doesn't mean there's going to be unity.
[00:35:05.000 --> 00:35:10.000]   You got a lot of people who are discontent with murmuring, complaining, and questioning,
[00:35:10.000 --> 00:35:14.000]   and you think somehow all of a sudden you're going to go there and things are going to change.
[00:35:14.000 --> 00:35:17.000]   No, they spread like gangrene.
[00:35:17.000 --> 00:35:20.000]   A murmuring, complaining spirit tends to spread.
[00:35:20.000 --> 00:35:23.000]   And that's why the Bible says to deal with divisive people,
[00:35:23.000 --> 00:35:27.000]   because it has a tendency to spread.
[00:35:27.000 --> 00:35:31.000]   But if you have a room full of people worshiping God,
[00:35:31.000 --> 00:35:34.000]   thankful in their heart, have you ever had a fellowship,
[00:35:34.000 --> 00:35:39.000]   whether it's four people or five people, they're just happy to be there.
[00:35:39.000 --> 00:35:43.000]   You may have had a bad day, all of a sudden you show up and you just forget.
[00:35:43.000 --> 00:35:47.000]   And you're like, "Oh, wow, that's right. Things are good."
[00:35:47.000 --> 00:35:52.000]   And a fellowship of the church is meant to be a gathering of people who've been affected by the truth,
[00:35:52.000 --> 00:35:54.000]   who have come to worship God.
[00:35:54.000 --> 00:35:57.000]   So it's kind of like coming to a chiropractor.
[00:35:57.000 --> 00:36:00.000]   Any of you who've had a bad back or something, you go to a chiropractor,
[00:36:00.000 --> 00:36:03.000]   and they go, "Click, click, click."
[00:36:03.000 --> 00:36:06.000]   And you're like, "Oh my gosh, that feels so good."
[00:36:06.000 --> 00:36:09.000]   And then you're able to walk, the pain goes away, and it just felt so good.
[00:36:09.000 --> 00:36:16.000]   See, the gathering of the believers in the corporate body is kind of like a chiropractor.
[00:36:16.000 --> 00:36:19.000]   Because our natural tendency as we walk on this earth is like,
[00:36:19.000 --> 00:36:23.000]   "Oh my gosh, that guy flipped me off again. Salad for lunch? Come on.
[00:36:23.000 --> 00:36:26.000]   Come on, Amazon, pick up the phone."
[00:36:26.000 --> 00:36:30.000]   And then we gather together to worship, "Click, click, click."
[00:36:30.000 --> 00:36:35.000]   That's right. My eternity is secure.
[00:36:35.000 --> 00:36:38.000]   I don't understand what's going on, but he is sovereign.
[00:36:38.000 --> 00:36:41.000]   Oh my gosh, thank you, Jesus.
[00:36:41.000 --> 00:36:44.000]   That's what the corporate gathering was meant to be.
[00:36:44.000 --> 00:36:48.000]   To recalibrate, constantly recalibrate, and to give thanks to God.
[00:36:48.000 --> 00:36:51.000]   And that's why he says, "Do not murmur."
[00:36:51.000 --> 00:36:54.000]   It is unfitting for Christians.
[00:36:54.000 --> 00:36:57.000]   But fourth and finally, he says, "We need to learn to be thankful."
[00:36:57.000 --> 00:37:00.000]   That's not something that we just turn on and off.
[00:37:00.000 --> 00:37:04.000]   Verse 17, "But even if I am being poured out as a drink offering,"
[00:37:04.000 --> 00:37:06.000]   let me stop right there.
[00:37:06.000 --> 00:37:10.000]   The book of Philippians is oftentimes titled as the book of rejoicing,
[00:37:10.000 --> 00:37:12.000]   book of joy.
[00:37:12.000 --> 00:37:17.000]   Paul is writing this sitting in prison, chained to a Roman guard.
[00:37:17.000 --> 00:37:19.000]   And it's not a pleasant place to be.
[00:37:19.000 --> 00:37:22.000]   And he's writing to the people who are sitting on the outside,
[00:37:22.000 --> 00:37:25.000]   telling them to rejoice.
[00:37:25.000 --> 00:37:28.000]   When he says, "I'm being poured out as a drink offering,"
[00:37:28.000 --> 00:37:32.000]   drink offering in the Old Testament was kind of like a benediction.
[00:37:32.000 --> 00:37:37.000]   You gave all your burnt offerings or thank offering and guilt offering.
[00:37:37.000 --> 00:37:42.000]   And at the very end, they would give a pour-out offering, right?
[00:37:42.000 --> 00:37:43.000]   Or drink offering.
[00:37:43.000 --> 00:37:45.000]   Drink offering was kind of like a benediction.
[00:37:45.000 --> 00:37:47.000]   It was the very last thing that they did.
[00:37:47.000 --> 00:37:50.000]   So what Paul means by, "I am being poured out as a drink offering,"
[00:37:50.000 --> 00:37:52.000]   he's facing death.
[00:37:52.000 --> 00:37:55.000]   He's sitting in prison, and I could possibly die.
[00:37:55.000 --> 00:37:58.000]   But he says, "Even though I'm being poured out as a drink offering,
[00:37:58.000 --> 00:38:02.000]   upon the sacrifice and service of your faith."
[00:38:02.000 --> 00:38:05.000]   He's not dying because he believed Jesus,
[00:38:05.000 --> 00:38:07.000]   and he was quietly trying to take care of his family.
[00:38:07.000 --> 00:38:10.000]   He said, "No, he was risking his life to go to these dangerous places
[00:38:10.000 --> 00:38:13.000]   and preach the gospel."
[00:38:13.000 --> 00:38:15.000]   He's being stoned. He's being beaten.
[00:38:15.000 --> 00:38:18.000]   And in the end, he actually gets beheaded, and he dies.
[00:38:18.000 --> 00:38:20.000]   So he recognizes this, and he says,
[00:38:20.000 --> 00:38:24.000]   "Even though I'm being poured out as a drink offering for the sake of your faith,
[00:38:24.000 --> 00:38:28.000]   I rejoice and share my joy with you all.
[00:38:28.000 --> 00:38:35.000]   You too, I urge you, rejoice in the same way and share your joy with me."
[00:38:35.000 --> 00:38:38.000]   I have to be honest.
[00:38:38.000 --> 00:38:42.000]   I mean, I don't know how many times in the years that I've been in ministry,
[00:38:42.000 --> 00:38:45.000]   I've thought to myself inwardly, right?
[00:38:45.000 --> 00:38:49.000]   These people don't deserve me.
[00:38:49.000 --> 00:38:53.000]   You can judge me, because I judge myself.
[00:38:53.000 --> 00:38:57.000]   They don't deserve me, you selfish people.
[00:38:57.000 --> 00:38:59.000]   I don't want to keep doing this.
[00:38:59.000 --> 00:39:03.000]   Why does God save sinners anyway?
[00:39:03.000 --> 00:39:10.000]   Esther knows, because I usually grumble to her.
[00:39:10.000 --> 00:39:14.000]   The greatest mystery that I have found--
[00:39:14.000 --> 00:39:17.000]   the longer I live, I understand hell.
[00:39:17.000 --> 00:39:20.000]   I really understand hell,
[00:39:20.000 --> 00:39:22.000]   because we don't deserve it.
[00:39:22.000 --> 00:39:26.000]   I understand why an angry God who is almighty and powerful, who is holy,
[00:39:26.000 --> 00:39:28.000]   would wipe us out and punish us for our sins.
[00:39:28.000 --> 00:39:30.000]   I understand that.
[00:39:30.000 --> 00:39:33.000]   I don't understand why a holy God who doesn't need us
[00:39:33.000 --> 00:39:35.000]   goes through what he goes through
[00:39:35.000 --> 00:39:39.000]   with the constant grumbling and complaining that we do
[00:39:39.000 --> 00:39:43.000]   and is continuing to be patient with us.
[00:39:43.000 --> 00:39:46.000]   I don't understand. I don't get it.
[00:39:46.000 --> 00:39:49.000]   I'm so frustrated with Amazon right now.
[00:39:49.000 --> 00:39:53.000]   [laughter]
[00:39:53.000 --> 00:39:57.000]   I don't know how God is patient with the world for this long.
[00:39:57.000 --> 00:40:00.000]   I don't get it.
[00:40:00.000 --> 00:40:02.000]   I'm being poured out as a drinker.
[00:40:02.000 --> 00:40:07.000]   I'm going to die for your faith, but he says, "I rejoice."
[00:40:07.000 --> 00:40:09.000]   How did you do that?
[00:40:09.000 --> 00:40:12.000]   How did that just happen?
[00:40:12.000 --> 00:40:15.000]   In 1 Thessalonians 5.18, he says, "In everything, give thanks,
[00:40:15.000 --> 00:40:17.000]   for this is God's will for you."
[00:40:17.000 --> 00:40:19.000]   Everything?
[00:40:19.000 --> 00:40:21.000]   Hey, Pastor Peter, you don't know my situation.
[00:40:21.000 --> 00:40:23.000]   You don't know what I've been through.
[00:40:23.000 --> 00:40:25.000]   You don't know the kind of stuff that I've seen.
[00:40:25.000 --> 00:40:28.000]   And you're absolutely right. I don't know.
[00:40:28.000 --> 00:40:32.000]   But the one who wrote this does know.
[00:40:32.000 --> 00:40:35.000]   The one who says this knows who you are.
[00:40:35.000 --> 00:40:37.000]   In fact, probably better than you.
[00:40:37.000 --> 00:40:43.000]   So when he says, "Give thanks for everything," he means everything.
[00:40:43.000 --> 00:40:45.000]   Not just for the things that you understand.
[00:40:45.000 --> 00:40:47.000]   Not just for the things that make sense.
[00:40:47.000 --> 00:40:50.000]   Not just for the things that's going to lead to something better.
[00:40:50.000 --> 00:40:53.000]   But he says, "Everything."
[00:40:53.000 --> 00:40:56.000]   Because our salvation is secure, our God is sovereign,
[00:40:56.000 --> 00:40:59.000]   and because Jesus is good.
[00:40:59.000 --> 00:41:02.000]   He says to give thanks.
[00:41:02.000 --> 00:41:06.000]   Philippians 4.11-13, he says, "Not that I speak from want,
[00:41:06.000 --> 00:41:12.000]   for I have learned to be content in whatever circumstances I am in."
[00:41:12.000 --> 00:41:15.000]   He said, "I learned it."
[00:41:15.000 --> 00:41:18.000]   This is a guy who was hand-picked by Jesus,
[00:41:18.000 --> 00:41:21.000]   supernaturally converted.
[00:41:21.000 --> 00:41:24.000]   Holy Spirit is speaking to him, explaining the gospel to him.
[00:41:24.000 --> 00:41:27.000]   And he's explaining to the rest of the world, writing the New Testament,
[00:41:27.000 --> 00:41:31.000]   about the grace of God, the mercy of God, the love of God.
[00:41:31.000 --> 00:41:34.000]   I mean, this is a guy who was stoned in Lystra,
[00:41:34.000 --> 00:41:37.000]   dragged out of the city, shook off the dust,
[00:41:37.000 --> 00:41:40.000]   went back, and kept preaching.
[00:41:40.000 --> 00:41:43.000]   I mean, this is not a normal human being.
[00:41:43.000 --> 00:41:46.000]   At least, I don't, you know, we hear stories about it.
[00:41:46.000 --> 00:41:49.000]   But this guy literally was stoned and walked back in.
[00:41:49.000 --> 00:41:52.000]   He was ready to die.
[00:41:52.000 --> 00:41:55.000]   And he actually died.
[00:41:55.000 --> 00:41:59.000]   And yet he says, "I learned to be content."
[00:41:59.000 --> 00:42:02.000]   "I learned to be content."
