
[00:00:00.000 --> 00:00:04.000]   [no audio]
[00:22:40.000 --> 00:22:44.000]   And so they eat a little bit of manna. And now they are sick and tired of manna.
[00:22:44.000 --> 00:22:48.000]   So they start complaining about the type of food. Numbers chapter 11, 4-5.
[00:22:48.000 --> 00:22:52.000]   Now the rabble that was among them had a strong craving. And the people of Israel
[00:22:52.000 --> 00:22:56.000]   also wept again and said, "Oh that we had meat to eat.
[00:22:56.000 --> 00:23:00.000]   We remember the fish we ate in Egypt and cost nothing. The cucumbers,
[00:23:00.000 --> 00:23:04.000]   the melons, the leeks, the onions and the garlic. But now our strength is
[00:23:04.000 --> 00:23:08.000]   dried up and there is nothing at all but this manna to look at."
[00:23:08.000 --> 00:23:12.000]   I mean if it wasn't one thing, it was another thing.
[00:23:12.000 --> 00:23:16.000]   And they said, "Well when are we going to get to the promised land?"
[00:23:16.000 --> 00:23:20.000]   And then they finally get to the promised land in Numbers chapter 14, 2-4. They started
[00:23:20.000 --> 00:23:24.000]   grumbling about the promised land.
[00:23:24.000 --> 00:23:28.000]   They said, "Well we need leaders." So God established Moses in Exodus chapter 17.
[00:23:28.000 --> 00:23:32.000]   They start grumbling about the leaders. And then ultimately
[00:23:32.000 --> 00:23:36.000]   in Exodus chapter 16 and 8, God
[00:23:36.000 --> 00:23:40.000]   says through Moses, "You are not grumbling against my leaders.
[00:23:40.000 --> 00:23:44.000]   You are ultimately grumbling against me." Exodus 16-8.
[00:23:44.000 --> 00:23:48.000]   Moses said, "This will happen when the Lord gives you meat to eat in the evening and bread
[00:23:48.000 --> 00:23:52.000]   to the full in the morning. For the Lord hears your grumblings which you grumble
[00:23:52.000 --> 00:23:56.000]   against Him. And what are we? Your grumblings
[00:23:56.000 --> 00:24:00.000]   are not against us but against the Lord."
[00:24:00.000 --> 00:24:04.000]   See the opposite of thanksgiving is grumbling.
[00:24:04.000 --> 00:24:08.000]   It's bitterness. Because we don't recognize
[00:24:08.000 --> 00:24:12.000]   His hand. See a grumbling heart will always find
[00:24:12.000 --> 00:24:16.000]   something to grumble about.
[00:24:16.000 --> 00:24:20.000]   Before we take a step back and say, "Wow, these Israelites, you know,
[00:24:20.000 --> 00:24:24.000]   if I was in that situation, if I went through the Red Sea, if I had manna, I would not have been
[00:24:24.000 --> 00:24:28.000]   that way." You know, we automatically think, "Oh, those people."
[00:24:28.000 --> 00:24:32.000]   Right? "Those people. If I was there, if I saw Jesus
[00:24:32.000 --> 00:24:36.000]   walking on water, you know, I would have believed and I would have done all of this
[00:24:36.000 --> 00:24:40.000]   and that." But don't you see ourselves
[00:24:40.000 --> 00:24:44.000]   in a nation of Israel? There is a reason why they are given to us as an example
[00:24:44.000 --> 00:24:48.000]   in 1 Corinthians 10. See they served as an example. They all
[00:24:48.000 --> 00:24:52.000]   saw the miracles. They all ate the manna. They all were delivered through
[00:24:52.000 --> 00:24:56.000]   the clouds. But only a few of them returned and
[00:24:56.000 --> 00:25:00.000]   gave thanks.
[00:25:00.000 --> 00:25:04.000]   Look at ourselves. I mean, we're...think about
[00:25:04.000 --> 00:25:08.000]   the blessing that we have in Christ.
[00:25:08.000 --> 00:25:12.000]   Christians in the United States of America.
[00:25:12.000 --> 00:25:16.000]   We say, "Oh, don't say Merry Christmas
[00:25:16.000 --> 00:25:20.000]   in Target." How dare you!
[00:25:20.000 --> 00:25:24.000]   You know, our rights are being taken away. Injustice.
[00:25:24.000 --> 00:25:28.000]   Now I know what the Middle East and Christians are going through.
[00:25:28.000 --> 00:25:32.000]   Because that's where we are.
[00:25:32.000 --> 00:25:36.000]   We are so privileged with everything that we can possibly desire.
[00:25:36.000 --> 00:25:40.000]   And when something doesn't go quite right, grumbling happens.
[00:25:40.000 --> 00:25:44.000]   And if you really think about it, what is the root of grumbling and bitterness?
[00:25:44.000 --> 00:25:48.000]   If you think about if the root of
[00:25:48.000 --> 00:25:52.000]   rebellion against God is basically saying, "I do not honor you. I don't give thanks to you."
[00:25:52.000 --> 00:25:56.000]   You're not acknowledging God. The root of rebellion in our
[00:25:56.000 --> 00:26:00.000]   hearts of bitterness and unthankfulness is not recognizing
[00:26:00.000 --> 00:26:04.000]   Him. There is a turmoil, a fight going on
[00:26:04.000 --> 00:26:08.000]   in our inner being to establish what I think is right above
[00:26:08.000 --> 00:26:12.000]   what is. If we believe that God is sovereign,
[00:26:12.000 --> 00:26:16.000]   that God is the one who is in control.
[00:26:16.000 --> 00:26:20.000]   But where does bitterness come from? Where does grumbling come from? I think this is
[00:26:20.000 --> 00:26:24.000]   where it needs to be, but this is where it is.
[00:26:24.000 --> 00:26:28.000]   So the grumbling happens because I'm telling God
[00:26:28.000 --> 00:26:32.000]   what I think needs to be. And when God
[00:26:32.000 --> 00:26:36.000]   refuses to submit to my ideas,
[00:26:36.000 --> 00:26:40.000]   to my understanding of what is good and right, that's where grumbling
[00:26:40.000 --> 00:26:44.000]   and bitterness comes from. Because I ultimately, I'm not grumbling
[00:26:44.000 --> 00:26:48.000]   against objects. I'm grumbling against the one who
[00:26:48.000 --> 00:26:52.000]   has the control to do anything about it. So if we're grumbling, just like
[00:26:52.000 --> 00:26:56.000]   Moses said, you're not grumbling against this or that. Ultimately, you're saying to God.
[00:26:56.000 --> 00:27:00.000]   You're saying to God, "Answer my prayers."
[00:27:00.000 --> 00:27:04.000]   Not realizing that maybe
[00:27:04.000 --> 00:27:08.000]   maybe the sovereign God hasn't lost
[00:27:08.000 --> 00:27:12.000]   control. Maybe the sovereign God
[00:27:12.000 --> 00:27:16.000]   who knows all things, has the power to do all things, has
[00:27:16.000 --> 00:27:20.000]   orchestrated whatever situation that you may be in.
[00:27:20.000 --> 00:27:24.000]   Maybe to teach us, to sanctify us
[00:27:24.000 --> 00:27:28.000]   so that we can recognize who He is.
[00:27:28.000 --> 00:27:32.000]   But where does bitterness and grumbling come from? Because we
[00:27:32.000 --> 00:27:36.000]   don't get what we want. We think it should be a certain
[00:27:36.000 --> 00:27:40.000]   way and it is not. So therefore, grumbling and complaining comes. So ultimately
[00:27:40.000 --> 00:27:44.000]   what is that? We don't recognize God or to give thanks.
[00:27:44.000 --> 00:27:48.000]   See, John Piper says of unthankfulness,
[00:27:48.000 --> 00:27:52.000]   "The key to unlocking a heart of gratitude and overcoming bitterness and ugliness
[00:27:52.000 --> 00:27:56.000]   and disrespect and violence is a strong belief in God,
[00:27:56.000 --> 00:28:00.000]   the Creator, the Sustainer, the Provider, the Hope Giver.
[00:28:00.000 --> 00:28:04.000]   If we do not believe we are deeply indebted to God for all we have or hope
[00:28:04.000 --> 00:28:08.000]   to have, then the very spring of gratitude has gone
[00:28:08.000 --> 00:28:12.000]   dry." The reason why there's ingratitude is because
[00:28:12.000 --> 00:28:16.000]   we are not recognizing the Creator, Sustainer, Provider, and
[00:28:16.000 --> 00:28:20.000]   the Hope Giver. We have put our confidence
[00:28:20.000 --> 00:28:24.000]   somewhere else. We have put our confidence in our ability,
[00:28:24.000 --> 00:28:28.000]   in our circumstance, maybe in other people. And that's where ultimately
[00:28:28.000 --> 00:28:32.000]   grumbling comes from. That's why Philippians 2, 14, 16 says, "Do all things
[00:28:32.000 --> 00:28:36.000]   without grumbling or questioning." It
[00:28:36.000 --> 00:28:40.000]   almost sounds kind of like inhuman. Like how can you expect human
[00:28:40.000 --> 00:28:44.000]   beings to never be grumbling? But here's why, verse 15, "That you
[00:28:44.000 --> 00:28:48.000]   may be blameless and innocent children of God without blemish in the midst of a crooked and twisted
[00:28:48.000 --> 00:28:52.000]   generation, among whom you shine as lights in the world,
[00:28:52.000 --> 00:28:56.000]   holding fast to the Word of life, so that in the day of Christ I may be
[00:28:56.000 --> 00:29:00.000]   proud that I did not run in vain or labor
[00:29:00.000 --> 00:29:04.000]   in vain." He says not to be grumbling and questioning
[00:29:04.000 --> 00:29:08.000]   because ultimately God is a sovereign God.
[00:29:08.000 --> 00:29:12.000]   Now, this Thanksgiving
[00:29:12.000 --> 00:29:16.000]   you guys are going to sit around the table and if you
[00:29:16.000 --> 00:29:20.000]   have small children you're going to be asking, "What are you thankful for?"
[00:29:20.000 --> 00:29:24.000]   I'm thankful for my Legos. I'm thankful that Christmas is right around the corner.
[00:29:24.000 --> 00:29:28.000]   So, whatever I'm going to get that. Or if you're a little
[00:29:28.000 --> 00:29:32.000]   bit more sophisticated and you're a little bit older and so you're thankful for your tests, that you
[00:29:32.000 --> 00:29:36.000]   got a good grade on. You're thankful for the relationships. Or if you're a little
[00:29:36.000 --> 00:29:40.000]   bit more godlier than that you may be thankful for the brothers
[00:29:40.000 --> 00:29:44.000]   and sisters who remembered your birthday and
[00:29:44.000 --> 00:29:48.000]   constantly send you encouragement notes. And so
[00:29:48.000 --> 00:29:52.000]   we're all thankful for things that we can see tangibly.
[00:29:52.000 --> 00:29:56.000]   These are things that we can see.
[00:29:56.000 --> 00:30:00.000]   But any human being, Christian or non-Christian, are going to be thankful for all
[00:30:00.000 --> 00:30:04.000]   of these things. People who love me in my life, I'm thankful
[00:30:04.000 --> 00:30:08.000]   for them. The non-Christians are thankful for them.
[00:30:08.000 --> 00:30:12.000]   The toys that you have, a new job. Tell me a non-Christian who's not thankful
[00:30:12.000 --> 00:30:16.000]   for that. The distinction between a Christian's thankfulness
[00:30:16.000 --> 00:30:20.000]   and a non-Christian's thankfulness is that our thankfulness is unlike
[00:30:20.000 --> 00:30:24.000]   the world because our thankfulness is coming from faith.
[00:30:24.000 --> 00:30:28.000]   From things that we do not see.
[00:30:28.000 --> 00:30:32.000]   See, he says, when we are not
[00:30:32.000 --> 00:30:36.000]   grumbling and we're thankful, we shine
[00:30:36.000 --> 00:30:40.000]   like light in a dark world. If we're
[00:30:40.000 --> 00:30:44.000]   only thankful for things that the world is thankful for, how are we any different
[00:30:44.000 --> 00:30:48.000]   than the world? It is when we're under pressure.
[00:30:48.000 --> 00:30:52.000]   When everything on the flesh looks like something is going wrong.
[00:30:52.000 --> 00:30:56.000]   But we see beyond that because we know a God who's beyond that.
[00:30:56.000 --> 00:31:00.000]   We know a God who is sovereign, who is in control. Even when everything
[00:31:00.000 --> 00:31:04.000]   else looks like it has completely gone out of control, that we have a God who is absolutely
[00:31:04.000 --> 00:31:08.000]   sovereignly in control. And that sovereign God loves us.
[00:31:08.000 --> 00:31:12.000]   He who did not spare his own son, how will
[00:31:12.000 --> 00:31:16.000]   he not along with him give us everything? And if you believe that, that's the source
[00:31:16.000 --> 00:31:20.000]   of Thanksgiving. Not your job, not
[00:31:20.000 --> 00:31:24.000]   your health, not your friendship, not your support group,
[00:31:24.000 --> 00:31:28.000]   not the people who love you, not your family. But because
[00:31:28.000 --> 00:31:32.000]   a sovereign God who is in control of every circumstance,
[00:31:32.000 --> 00:31:36.000]   what seems to be good, what seems to be bad, he is ultimately in control.
[00:31:36.000 --> 00:31:40.000]   When we lose sight of that, that's where grumbling comes.
[00:31:40.000 --> 00:31:44.000]   Because I have determined what is right. I have determined what is good.
[00:31:44.000 --> 00:31:48.000]   And God is not living up to my expectation.
[00:31:48.000 --> 00:31:52.000]   It is the essence of what it means to be
[00:31:52.000 --> 00:31:56.000]   a Christian. Grumbling is the opposite of what it means
[00:31:56.000 --> 00:32:00.000]   to worship. And thirdly, Thanksgiving is at the
[00:32:00.000 --> 00:32:04.000]   root of genuine worship. Thanksgiving is the root of
[00:32:04.000 --> 00:32:08.000]   genuine worship. 2 Corinthians 4.15, "For it is
[00:32:08.000 --> 00:32:12.000]   all for your sake, so that as grace extends more and more people,
[00:32:12.000 --> 00:32:16.000]   it may increase in thanksgiving to the glory of God."
[00:32:16.000 --> 00:32:20.000]   If man's rebellion is
[00:32:20.000 --> 00:32:24.000]   refusing to acknowledge God and to give thanks, then what is salvation?
[00:32:24.000 --> 00:32:28.000]   Isn't it to restore that?
[00:32:28.000 --> 00:32:32.000]   To acknowledge a God who is sovereign,
[00:32:32.000 --> 00:32:36.000]   isn't that what salvation is? To give thanks? People who are unthankful,
[00:32:36.000 --> 00:32:40.000]   to be thankful, I mean to put it in a nutshell.
[00:32:40.000 --> 00:32:44.000]   That He extended His grace, that thanksgiving may
[00:32:44.000 --> 00:32:48.000]   increase to the glory of God. That's why in Psalm 104 it says,
[00:32:48.000 --> 00:32:52.000]   "Enter His gates with thanksgiving and His courts with praise."
[00:32:52.000 --> 00:32:56.000]   Give thanks to Him. Bless His name.
[00:32:56.000 --> 00:33:00.000]   What is God looking for in our congregation? In your personal lives? In your
[00:33:00.000 --> 00:33:04.000]   family? What is He looking for more than anything else?
[00:33:04.000 --> 00:33:08.000]   Worshippers who will worship in spirit and true worship. Not people who are going to
[00:33:08.000 --> 00:33:12.000]   clock in and clock out. And you can do that even when you are praying,
[00:33:12.000 --> 00:33:16.000]   clock in and clock out. You can clock in and clock out reading the Bible. You can clock in and clock out
[00:33:16.000 --> 00:33:20.000]   even serving the Church. But true worship.
[00:33:20.000 --> 00:33:24.000]   Who will worship Him in spirit and in truth. So if worship is
[00:33:24.000 --> 00:33:28.000]   directly linked to thankfulness, if you have a grumbling and complaining heart,
[00:33:28.000 --> 00:33:32.000]   you can't be worshiping. You are not worshiping because
[00:33:32.000 --> 00:33:36.000]   worship, every song that we sing, everything that we declare is to come
[00:33:36.000 --> 00:33:40.000]   for Him and say, "Thank you, you are worthy."
[00:33:40.000 --> 00:33:44.000]   But if you are complaining and bitter, how can those two things go
[00:33:44.000 --> 00:33:48.000]   hand in hand? See, thankfulness,
[00:33:48.000 --> 00:33:52.000]   thanksgiving is at the core of worship. And that's what God
[00:33:52.000 --> 00:33:56.000]   is seeking more than anything else. Let me ask you a question.
[00:33:56.000 --> 00:34:00.000]   When are you the most thankful? If God is looking for true worshipers, and
[00:34:00.000 --> 00:34:04.000]   true worship, the base of true worship is thankfulness, when are you
[00:34:04.000 --> 00:34:08.000]   the most thankful? Don't say it, just think
[00:34:08.000 --> 00:34:12.000]   about it. My guess is, like myself,
[00:34:12.000 --> 00:34:16.000]   we are the most thankful that when we deserve, when we get
[00:34:16.000 --> 00:34:20.000]   something that we really didn't deserve. Right? So
[00:34:20.000 --> 00:34:24.000]   some of you college students, you know, if you have finals coming up,
[00:34:24.000 --> 00:34:28.000]   you stayed up all night and you went to LA to get some boba,
[00:34:28.000 --> 00:34:32.000]   you know, and you played video games and then somebody told you, you had to study,
[00:34:32.000 --> 00:34:36.000]   or somebody told you, "I got a free pass, come to Disneyland with me." And you stayed up all night
[00:34:36.000 --> 00:34:40.000]   going to Disneyland, you came back, and you probably studied for the finals in like two hours.
[00:34:40.000 --> 00:34:44.000]   And then you took your test, and you got an A+.
[00:34:44.000 --> 00:34:48.000]   And so you are thankful.
[00:34:48.000 --> 00:34:52.000]   Because you know you didn't deserve that. Right? You know you didn't,
[00:34:52.000 --> 00:34:56.000]   you deserved an F, but you got an A. So you're thankful.
[00:34:56.000 --> 00:35:00.000]   You're going to come to church like, "Thank you, Jesus."
[00:35:00.000 --> 00:35:04.000]   During Thanksgiving, you're going to say, "I'm thankful for my A." Right?
[00:35:04.000 --> 00:35:08.000]   If you're at work, you know, you didn't do the best job. You screwed up.
[00:35:08.000 --> 00:35:12.000]   You made mistakes, lost millions of dollars, and your boss comes and says, "You know what? That's your mistake.
[00:35:12.000 --> 00:35:16.000]   We've all done it. I'm going to give you a raise."
[00:35:16.000 --> 00:35:20.000]   This Thanksgiving, you're going to be thankful. "I'm thankful for my
[00:35:20.000 --> 00:35:24.000]   boss, working for a great company." Right?
[00:35:24.000 --> 00:35:28.000]   You blew your anniversary.
[00:35:28.000 --> 00:35:32.000]   You deserved a cold bed.
[00:35:32.000 --> 00:35:36.000]   No breakfast, lunch, or dinner for a while.
[00:35:36.000 --> 00:35:40.000]   And your wife says, "I understand. You had a hard week.
[00:35:40.000 --> 00:35:44.000]   It was tough. Let's do it next year."
[00:35:44.000 --> 00:35:48.000]   And she makes you the best breakfast. "You're eating that.
[00:35:48.000 --> 00:35:52.000]   So thankful. I didn't deserve this."
[00:35:52.000 --> 00:35:56.000]   Right? Yet, my wife made me the best food in the world.
[00:35:56.000 --> 00:36:00.000]   We're the most thankful when we receive things that you and I know we don't deserve.
[00:36:00.000 --> 00:36:04.000]   What is it that you and I have been given
[00:36:04.000 --> 00:36:08.000]   that we really, really didn't deserve?
[00:36:08.000 --> 00:36:12.000]   And you know where I'm getting at.
[00:36:12.000 --> 00:36:16.000]   What is it that you and I have been given that we can't possibly even
[00:36:16.000 --> 00:36:20.000]   fathom or even imagine?
[00:36:20.000 --> 00:36:24.000]   If we made up a story of salvation, we would never make this story up.
[00:36:24.000 --> 00:36:28.000]   Even if you've never heard of the gospel and say,
[00:36:28.000 --> 00:36:32.000]   "Well, God sent his son to die for who?
[00:36:32.000 --> 00:36:36.000]   For rebellious sinners.
[00:36:36.000 --> 00:36:40.000]   And the way that he saved us was he gave his only begotten son
[00:36:40.000 --> 00:36:44.000]   to suffer for us." I mean, think about it.
[00:36:44.000 --> 00:36:48.000]   When you buy a brand new car and a friend looks at it and says, "Hey, let me take you for a ride."
[00:36:48.000 --> 00:36:52.000]   And that guy, you know, he's not the most careful, gentle person in the world.
[00:36:52.000 --> 00:36:56.000]   He's got 30 tickets and he likes to take it for a spin. He says, "Let me take you for a ride."
[00:36:56.000 --> 00:37:00.000]   You know, your immediate reaction is, "Yeah, do it, man."
[00:37:00.000 --> 00:37:04.000]   You're going to think twice. It's like, "That guy's not going to take care of my car."
[00:37:04.000 --> 00:37:08.000]   It's just your car.
[00:37:08.000 --> 00:37:12.000]   You don't want a little ding on it. You don't want him driving over, you know, the speed bumps
[00:37:12.000 --> 00:37:16.000]   at 30 miles per hour. And you're going to think of your shocks and, "Is he going to pass gas in my car?
[00:37:16.000 --> 00:37:20.000]   What is this guy going to do to my brand new car?"
[00:37:20.000 --> 00:37:24.000]   And you're going to hesitate and you're going to be bitter that he even asked you
[00:37:24.000 --> 00:37:28.000]   and put you in that situation. Because we value this car.
[00:37:28.000 --> 00:37:32.000]   And yet the Bible describes
[00:37:32.000 --> 00:37:36.000]   to save sinners
[00:37:36.000 --> 00:37:40.000]   who had no thought of seeking God
[00:37:40.000 --> 00:37:44.000]   sent His only begotten son to die for us. What is it that
[00:37:44.000 --> 00:37:48.000]   you and I have received that you and I did not deserve
[00:37:48.000 --> 00:37:52.000]   that will inspire us to be thankful
[00:37:52.000 --> 00:37:56.000]   other than the gospel itself?
[00:37:56.000 --> 00:38:00.000]   So when you really look at it that way,
[00:38:00.000 --> 00:38:04.000]   if you really look at it that way,
[00:38:04.000 --> 00:38:08.000]   wasn't He, by sending His only begotten son,
[00:38:08.000 --> 00:38:12.000]   giving us what you and I didn't deserve, wasn't He seeking
[00:38:12.000 --> 00:38:16.000]   worshipers? Doesn't that fit?
[00:38:16.000 --> 00:38:20.000]   That that's the reason why He did what He did
[00:38:20.000 --> 00:38:24.000]   to create a new creation that will worship Him in spirit
[00:38:24.000 --> 00:38:28.000]   and in truth by giving us what you and I could not possibly even imagine
[00:38:28.000 --> 00:38:32.000]   to even ask for. He gave it to us.
[00:38:32.000 --> 00:38:36.000]   Not just justice.
[00:38:36.000 --> 00:38:40.000]   Not just mercy. But grace.
[00:38:40.000 --> 00:38:44.000]   That's why in Ephesians 1, 7-10, it says, "In Him we have redemption
[00:38:44.000 --> 00:38:48.000]   through His blood, the forgiveness of our trespasses, according to the riches of His
[00:38:48.000 --> 00:38:52.000]   grace, which He lavished upon us in all
[00:38:52.000 --> 00:38:56.000]   wisdom and insight, making known to us the mystery of His will, according to His purpose
[00:38:56.000 --> 00:39:00.000]   which He set forth in Christ as a plan for the fullness of time,
[00:39:00.000 --> 00:39:04.000]   to unite all things in Him, things in Heaven and things on
[00:39:04.000 --> 00:39:08.000]   Earth." Lavished on us all that we need.
[00:39:08.000 --> 00:39:12.000]   So at the core of worship
[00:39:12.000 --> 00:39:16.000]   is Thanksgiving. And then fourth and finally, Thanksgiving ultimately
[00:39:16.000 --> 00:39:20.000]   is the evidence of genuine faith. Thanksgiving
[00:39:20.000 --> 00:39:24.000]   is the evidence of genuine faith. James chapter 1, 2-3
[00:39:24.000 --> 00:39:28.000]   you know that passage where it says, "Count it all joy, my brothers, when you meet trials
[00:39:28.000 --> 00:39:32.000]   of various kinds." You know when he wrote that letter
[00:39:32.000 --> 00:39:36.000]   "Trials of various kinds" people were literally being
[00:39:36.000 --> 00:39:40.000]   killed for their faith. We had people who probably
[00:39:40.000 --> 00:39:44.000]   were very rich, like Apostle Paul, because they met Christ. They were being
[00:39:44.000 --> 00:39:48.000]   beaten and put into jail. I mean their wives
[00:39:48.000 --> 00:39:52.000]   their wives were being put into jail.
[00:39:52.000 --> 00:39:56.000]   Their children couldn't function because they were followers of Christ. So when he says
[00:39:56.000 --> 00:40:00.000]   "Trials of many kinds" he's not talking about, you know, I want Mexican food
[00:40:00.000 --> 00:40:04.000]   but I can only find Korean food. We are not talking about the kind of trials you and I go
[00:40:04.000 --> 00:40:08.000]   through. You know? And I know there is more than that. I'm just being, you know.
[00:40:08.000 --> 00:40:12.000]   You know at work it's like, "Oh he's a Christian. Ha, ha, ha. Don't invite him to our break."
[00:40:12.000 --> 00:40:16.000]   You know, persecution.
[00:40:16.000 --> 00:40:20.000]   We are talking about people literally losing their lives
[00:40:20.000 --> 00:40:24.000]   and their livelihood. So when he says, "Encounter trials of many kinds, consider
[00:40:24.000 --> 00:40:28.000]   it all joy." He doesn't just say, "Hey, suck it up and bear it."
[00:40:28.000 --> 00:40:32.000]   No, he says, "Consider it all joy." If you
[00:40:32.000 --> 00:40:36.000]   don't understand the context of this verse. If you don't understand the context
[00:40:36.000 --> 00:40:40.000]   of the Gospel, it would make absolutely no sense. Not only
[00:40:40.000 --> 00:40:44.000]   would it not make sense, it would be a tremendous burden.
[00:40:44.000 --> 00:40:48.000]   It would be a tremendous burden to tell people to be joyful
[00:40:48.000 --> 00:40:52.000]   while you're going through all of these things. And a lot of times
[00:40:52.000 --> 00:40:56.000]   even as Christians we try to fake it because we know what it says.
[00:40:56.000 --> 00:41:00.000]   We're not experiencing it but we know what it says. You know?
[00:41:00.000 --> 00:41:04.000]   Just like if you have small children and you're trying to take pictures. And I know some of you guys
[00:41:04.000 --> 00:41:08.000]   accuse me of that. We put up fake smiles.
[00:41:08.000 --> 00:41:12.000]   So when our, especially our boys when they were little, when they would take pictures
[00:41:12.000 --> 00:41:16.000]   we would always say, "Smile, smile." And so they'll give you one of these.
[00:41:16.000 --> 00:41:20.000]   You know what I mean? It's just one side. Their whole face, there's no smile.
[00:41:20.000 --> 00:41:24.000]   It's just their lip is going up. Right? Sometimes that's what Christian joy
[00:41:24.000 --> 00:41:28.000]   looks like. Doesn't it? You know?
[00:41:28.000 --> 00:41:32.000]   Like you want to curse and you want to say all these things but you're at church.
[00:41:32.000 --> 00:41:36.000]   You know? And you're being watched.
[00:41:36.000 --> 00:41:40.000]   So you say Christian things. Right?
[00:41:40.000 --> 00:41:44.000]   All things work together for good.
[00:41:44.000 --> 00:41:48.000]   And you say, you say all of these things but in your, inwardly
[00:41:48.000 --> 00:41:52.000]   it was just, you're dying. How can He possibly
[00:41:52.000 --> 00:41:56.000]   expect us to practice this? Here's why.
[00:41:56.000 --> 00:42:00.000]   Consider all joy when you meet trials of many kinds
[00:42:00.000 --> 00:42:04.000]   for you know that the testing of your faith produces steadfastness
[00:42:04.000 --> 00:42:08.000]   and that steadfastness have its full effect that you may be perfect and complete
[00:42:08.000 --> 00:42:12.000]   lacking in nothing. Lacking in nothing what? Financially? Physically?
[00:42:12.000 --> 00:42:16.000]   No. Your faith. But faith is not
[00:42:16.000 --> 00:42:20.000]   tangible. You don't taste faith. You don't see it.
[00:42:20.000 --> 00:42:24.000]   Right? You can't put that in the bank.
[00:42:24.000 --> 00:42:28.000]   And the only reason why you would face trials and consider it pure joy
[00:42:28.000 --> 00:42:32.000]   is because you believe.
[00:42:32.000 --> 00:42:36.000]   It's because you believe that there is a sovereign God who is
[00:42:36.000 --> 00:42:40.000]   orchestrating these trials to bring about perfection of your
[00:42:40.000 --> 00:42:44.000]   faith. So the payoff, you may not be able
[00:42:44.000 --> 00:42:48.000]   to see it but you believe it.
[00:42:48.000 --> 00:42:52.000]   If by sacrificing today that tomorrow
[00:42:52.000 --> 00:42:56.000]   you get a brand new car. You know get rid of your you know 1999 car
[00:42:56.000 --> 00:43:00.000]   and you're going to get a 2017 brand new car. You know no one would have
[00:43:00.000 --> 00:43:04.000]   any problems. Consider pure joy when you junk your 1997 car.
[00:43:04.000 --> 00:43:08.000]   Because tomorrow you're going to get a 2017 car.
[00:43:08.000 --> 00:43:12.000]   Yes! Pure joy. Right?
[00:43:12.000 --> 00:43:16.000]   But the reason why Christians are called to do that is because the trade-off
[00:43:16.000 --> 00:43:20.000]   is that God, the sovereign God, is using these sufferings
[00:43:20.000 --> 00:43:24.000]   to bring about the perfection of faith. And only an individual
[00:43:24.000 --> 00:43:28.000]   who believes that that is happening is the one who can really rejoice.
[00:43:28.000 --> 00:43:32.000]   And that's why Thanksgiving
[00:43:32.000 --> 00:43:36.000]   is evidence of genuine faith. Only an individual who is
[00:43:36.000 --> 00:43:40.000]   genuinely believes the promises of God can be
[00:43:40.000 --> 00:43:44.000]   genuinely thankful. Not fake it. Not give a fake smile.
[00:43:44.000 --> 00:43:48.000]   Because you know a sovereign God is behind that.
[00:43:48.000 --> 00:43:52.000]   You look at the life of Joseph. All his life, all he did was be faithful to
[00:43:52.000 --> 00:43:56.000]   God. And as a result of that he got beaten. He was thrown into
[00:43:56.000 --> 00:44:00.000]   prison. He tried to be faithful to his master and to
[00:44:00.000 --> 00:44:04.000]   shun the advance of his
[00:44:04.000 --> 00:44:08.000]   wife Potiphar. And as a result of being faithful he gets thrown into jail.
[00:44:08.000 --> 00:44:12.000]   He's in jail and he tries to help people out. And as a result of that he stays even
[00:44:12.000 --> 00:44:16.000]   longer. And at the end of his life, at the end of the
[00:44:16.000 --> 00:44:20.000]   story we know what happens. His brothers who put him in that situation come and
[00:44:20.000 --> 00:44:24.000]   they recognize him. Humanly speaking.
[00:44:24.000 --> 00:44:28.000]   This is Egypt. And this guy is very high up. He's a right hand man of the
[00:44:28.000 --> 00:44:32.000]   Pharaoh. There is no public defender to defend
[00:44:32.000 --> 00:44:36.000]   him. There is no innocent until proven guilty. I mean this is
[00:44:36.000 --> 00:44:40.000]   the Pharaoh's right hand man. I mean he could have eaten his flesh and we would all
[00:44:40.000 --> 00:44:44.000]   understand and say, "Okay, what you did to me I do to you tenfold."
[00:44:44.000 --> 00:44:48.000]   Right? Vengeance. Right? Make a good
[00:44:48.000 --> 00:44:52.000]   movie. And end with vengeance. Yes!
[00:44:52.000 --> 00:44:56.000]   But he doesn't do that. Why is he not bitter?
[00:44:56.000 --> 00:45:00.000]   Why is he not angry? Why does he
[00:45:00.000 --> 00:45:04.000]   not carry out vengeance? He could have killed all of them and it would have been completely
[00:45:04.000 --> 00:45:08.000]   justified. And yet remember what he says in Genesis chapter 50, 19
[00:45:08.000 --> 00:45:12.000]   through 21. He says, "But Joseph said to them, his brothers, 'Do not fear
[00:45:12.000 --> 00:45:16.000]   for I am in the place of God.'" In other
[00:45:16.000 --> 00:45:20.000]   words he is saying God placed him there. "As for you, you meant evil against me but God
[00:45:20.000 --> 00:45:24.000]   meant it for good. To bring it about that many people should
[00:45:24.000 --> 00:45:28.000]   be kept alive as they are today. So do not fear I will provide for
[00:45:28.000 --> 00:45:32.000]   you and your little ones.' Thus he comforted them and spoke kindly to
[00:45:32.000 --> 00:45:36.000]   them." Not only did he not kill them,
[00:45:36.000 --> 00:45:40.000]   not only was he not vengeful, he actually provides
[00:45:40.000 --> 00:45:44.000]   for that family. That's not human. That's not a
