
[00:00:00.000 --> 00:00:02.980]   [MUSIC PLAYING]
[00:34:59.660 --> 00:35:03.900]   want a little bit more space, if you're in the youth group
[00:35:03.900 --> 00:35:08.220]   room on the other side, we've moved the home group
[00:35:08.220 --> 00:35:11.300]   to the seeds room in the main sanctuary.
[00:35:11.300 --> 00:35:14.100]   So the classrooms on the side are actually
[00:35:14.100 --> 00:35:17.500]   going to be available for you guys who are over there
[00:35:17.500 --> 00:35:18.820]   on the other side.
[00:35:18.820 --> 00:35:20.820]   For you in here, if you guys want
[00:35:20.820 --> 00:35:23.540]   to just adjust your table a little bit,
[00:35:23.540 --> 00:35:28.300]   or even just go to the courtyard to share your discussions--
[00:35:28.300 --> 00:35:31.620]   and I think we can even have about two or three just
[00:35:31.620 --> 00:35:34.220]   dispersed in the sanctuary--
[00:35:34.220 --> 00:35:35.780]   by all means, do that.
[00:35:35.780 --> 00:35:38.860]   Because we do want to have you guys just really engage
[00:35:38.860 --> 00:35:42.380]   in the discussion and not feel frustrated because you
[00:35:42.380 --> 00:35:44.980]   can't hear each other.
[00:35:44.980 --> 00:35:49.820]   As you guys know, we do have a lot of people now on Wednesday.
[00:35:49.820 --> 00:35:52.860]   And so we do want to try to figure out
[00:35:52.860 --> 00:35:56.940]   over the next week or so just a better seating arrangement.
[00:35:56.940 --> 00:35:58.420]   So we'll try to work on that.
[00:35:58.420 --> 00:36:01.540]   But for the time being, if you are really
[00:36:01.540 --> 00:36:07.060]   condensed in your area, you guys can move and space yourselves
[00:36:07.060 --> 00:36:08.540]   out a little bit.
[00:36:08.540 --> 00:36:10.500]   And then we'll talk to the small group leaders,
[00:36:10.500 --> 00:36:13.460]   and we'll try to figure out an arrangement in the coming weeks
[00:36:13.460 --> 00:36:17.140]   that will accommodate us until December.
[00:36:17.140 --> 00:36:23.380]   Is this screen-- I'm going to go ahead and read.
[00:36:23.380 --> 00:36:24.060]   It's on here.
[00:36:24.060 --> 00:36:27.500]   [VIDEO PLAYBACK]
[00:36:27.500 --> 00:36:36.340]   - We'll just have to control it from the back.
[00:36:36.340 --> 00:36:38.260]   We'll just control it from the back for now.
[00:36:38.260 --> 00:36:38.820]   - OK.
[00:36:38.820 --> 00:36:39.860]   Can I have the next slide?
[00:36:39.860 --> 00:36:40.460]   Yeah.
[00:36:40.460 --> 00:36:41.260]   I'm just going to read this.
[00:36:41.260 --> 00:36:42.140]   This is your passage.
[00:36:42.140 --> 00:36:48.620]   "I am amazed that you're so quickly deserting
[00:36:48.620 --> 00:36:50.580]   him who called you by the grace of Christ
[00:36:50.580 --> 00:36:54.100]   for a different gospel, which is really not another,
[00:36:54.100 --> 00:36:56.620]   only there are some who are disturbing you
[00:36:56.620 --> 00:36:59.860]   and who want to distort the gospel of Christ.
[00:36:59.860 --> 00:37:01.660]   But even if we or an angel from heaven
[00:37:01.660 --> 00:37:04.340]   should preach to you a gospel contrary to what we have
[00:37:04.340 --> 00:37:07.380]   preached to you, he is to be accursed.
[00:37:07.380 --> 00:37:09.660]   And as we have said before, so I say again now,
[00:37:09.660 --> 00:37:14.340]   if any man is preaching to you a gospel contrary to what you
[00:37:14.340 --> 00:37:17.660]   have received, he is to be accursed.
[00:37:17.660 --> 00:37:21.620]   For am I now seeking the favor of men or of God,
[00:37:21.620 --> 00:37:23.780]   or am I striving to please men?
[00:37:23.780 --> 00:37:25.940]   If I were still trying to please men,
[00:37:25.940 --> 00:37:29.340]   I would not be a bondservant of Christ."
[00:37:29.340 --> 00:37:31.700]   The word gospel is mentioned seven times
[00:37:31.700 --> 00:37:33.620]   in the first few verses.
[00:37:33.620 --> 00:37:37.460]   And you've got four mentions of it here.
[00:37:37.460 --> 00:37:39.180]   And so you're going to notice a few things
[00:37:39.180 --> 00:37:41.220]   already just on the screen.
[00:37:41.220 --> 00:37:46.020]   But in your small groups for the next 50 minutes or so,
[00:37:46.020 --> 00:37:47.980]   I would like you guys to share your--
[00:37:47.980 --> 00:37:50.980]   can you switch to the next slide?
[00:37:50.980 --> 00:37:55.340]   Questions and observations that you did from homework.
[00:37:55.340 --> 00:37:57.300]   This isn't technically like a school homework.
[00:37:57.300 --> 00:37:59.260]   It's something that you prepare because you're
[00:37:59.260 --> 00:38:03.380]   coming to share rather than to passively learn.
[00:38:03.380 --> 00:38:06.260]   So whatever you prepared from 6 through 10,
[00:38:06.260 --> 00:38:09.180]   go ahead and share those questions and observations.
[00:38:09.180 --> 00:38:11.700]   And in the process of sharing, you're
[00:38:11.700 --> 00:38:13.860]   going to hit this question.
[00:38:13.860 --> 00:38:16.540]   What would a distorting of the gospel entail?
[00:38:16.540 --> 00:38:21.300]   If you become anathematized, if you become accursed forever,
[00:38:21.300 --> 00:38:23.820]   this is a question you need to get right.
[00:38:23.820 --> 00:38:25.540]   So what is this?
[00:38:25.540 --> 00:38:28.020]   What is the distorting of the gospel entail?
[00:38:28.020 --> 00:38:30.820]   And you don't want to draw from personal experience
[00:38:30.820 --> 00:38:33.860]   or if you feel like, oh, I've been abused in this way
[00:38:33.860 --> 00:38:34.580]   or that.
[00:38:34.580 --> 00:38:36.340]   All of those things are not unimportant,
[00:38:36.340 --> 00:38:39.620]   but they're not primary to the text.
[00:38:39.620 --> 00:38:42.780]   So going through Galatians, what would
[00:38:42.780 --> 00:38:44.900]   the distorting of the gospel entail?
[00:38:44.900 --> 00:38:47.500]   You want to make as many observations as you can there.
[00:38:47.500 --> 00:38:49.500]   And then also, what does it mean to be
[00:38:49.500 --> 00:38:53.580]   a man pleaser in the context of this epistle?
[00:38:53.580 --> 00:38:54.620]   And I'll give you a hint.
[00:38:54.620 --> 00:38:57.300]   It doesn't mean to be like a suck up, someone
[00:38:57.300 --> 00:38:58.740]   who's afraid of people.
[00:38:58.740 --> 00:38:59.860]   That's not what that means.
[00:38:59.860 --> 00:39:01.540]   And hopefully, you gleaned as much.
[00:39:01.540 --> 00:39:04.220]   So what is a man pleaser?
[00:39:04.220 --> 00:39:07.300]   And so we're going to have you guys go over these things
[00:39:07.300 --> 00:39:09.020]   for the next 50 minutes.
[00:39:09.020 --> 00:39:11.300]   And then at 8, 10, we're going to re-congregate.
[00:39:11.300 --> 00:39:13.900]   If you have adjusted and you've moved somewhere,
[00:39:13.900 --> 00:39:15.860]   please be back in your seats right at 8, 10.
[00:39:15.860 --> 00:39:19.340]   I like to be pretty sharp, so you'll see me up here at 8,
[00:39:19.340 --> 00:39:20.380]   09.
[00:39:20.380 --> 00:39:23.180]   So 8, 10, we're going to get the lesson started.
[00:39:23.180 --> 00:39:26.620]   Let me pray for us, and then we'll break up into our groups.
[00:39:26.620 --> 00:39:28.820]   Heavenly Father, we're so thankful that you've
[00:39:28.820 --> 00:39:32.780]   called us here tonight to feed off your word,
[00:39:32.780 --> 00:39:35.140]   to meditate upon it, to glean from it.
[00:39:35.140 --> 00:39:36.840]   And I pray that every single one of us
[00:39:36.840 --> 00:39:41.880]   would leave this place really understanding just how
[00:39:41.880 --> 00:39:45.520]   beautiful the gospel is, and with a conviction
[00:39:45.520 --> 00:39:49.000]   not only to get it right for our own personal lives,
[00:39:49.000 --> 00:39:52.080]   but Lord, that we would be so excited to share it.
[00:39:52.080 --> 00:39:53.680]   And so I pray for just your help,
[00:39:53.680 --> 00:39:57.000]   help all the facilitators just to facilitate well,
[00:39:57.000 --> 00:40:00.720]   help all of us to really engage the text
[00:40:00.720 --> 00:40:04.440]   and engage one another as we fellowship
[00:40:04.440 --> 00:40:05.800]   over your word tonight.
[00:40:05.800 --> 00:40:09.200]   So we pray for your guidance and your protection
[00:40:09.200 --> 00:40:11.000]   over each table.
[00:40:11.000 --> 00:40:13.080]   And Lord, we entrust this time into your hands.
[00:40:13.080 --> 00:40:14.680]   In Jesus' name we pray.
[00:40:14.680 --> 00:40:15.320]   Amen.
[00:40:15.320 --> 00:40:16.200]   I'll see you at 8, 10.
[00:40:17.000 --> 00:40:20.480]   [SIDE CONVERSATION]
[00:40:20.480 --> 00:40:23.960]   [SIDE CONVERSATION]
[00:40:23.960 --> 00:40:27.440]   [SIDE CONVERSATION]
[00:40:27.440 --> 00:40:30.440]   [SIDE CONVERSATION]
[00:40:30.440 --> 00:40:33.440]   [SIDE CONVERSATION]
[00:40:33.440 --> 00:40:36.440]   [SIDE CONVERSATION]
[00:40:36.440 --> 00:40:39.440]   [SIDE CONVERSATION]
[00:40:39.440 --> 00:40:42.440]   [SIDE CONVERSATION]
[00:40:42.440 --> 00:40:45.440]   [SIDE CONVERSATION]
[00:40:45.440 --> 00:40:48.440]   [SIDE CONVERSATION]
[00:40:48.440 --> 00:40:51.440]   [SIDE CONVERSATION]
[00:40:51.440 --> 00:40:54.440]   [SIDE CONVERSATION]
[00:40:54.440 --> 00:40:57.440]   [SIDE CONVERSATION]
[00:40:57.440 --> 00:41:00.440]   [SIDE CONVERSATION]
[00:41:00.440 --> 00:41:03.440]   [SIDE CONVERSATION]
[00:41:03.440 --> 00:41:06.440]   [SIDE CONVERSATION]
[00:41:06.440 --> 00:41:09.440]   [SIDE CONVERSATION]
[00:41:09.440 --> 00:41:12.440]   [SIDE CONVERSATION]
[00:41:12.440 --> 00:41:15.440]   [SIDE CONVERSATION]
[00:41:15.440 --> 00:41:18.440]   [SIDE CONVERSATION]
[00:41:19.440 --> 00:41:22.440]   [SIDE CONVERSATION]
[00:41:22.440 --> 00:41:25.440]   [SIDE CONVERSATION]
[00:41:25.440 --> 00:41:28.440]   [SIDE CONVERSATION]
[00:41:28.440 --> 00:41:31.440]   [SIDE CONVERSATION]
[00:41:31.440 --> 00:41:34.440]   [SIDE CONVERSATION]
[00:41:35.440 --> 00:41:38.440]   [SIDE CONVERSATION]
[00:41:38.440 --> 00:41:41.440]   [SIDE CONVERSATION]
[00:41:41.440 --> 00:41:44.440]   [SIDE CONVERSATION]
[00:41:44.440 --> 00:41:47.440]   [SIDE CONVERSATION]
[00:41:47.440 --> 00:41:50.440]   [SIDE CONVERSATION]
[00:41:50.440 --> 00:41:53.440]   [SIDE CONVERSATION]
[00:41:53.440 --> 00:41:56.440]   [SIDE CONVERSATION]
[00:41:56.440 --> 00:41:59.440]   [SIDE CONVERSATION]
[00:41:59.440 --> 00:42:02.440]   [SIDE CONVERSATION]
[00:42:02.440 --> 00:42:05.440]   [SIDE CONVERSATION]
[00:42:05.440 --> 00:42:08.440]   [SIDE CONVERSATION]
[00:42:08.440 --> 00:42:11.440]   [SIDE CONVERSATION]
[00:42:11.440 --> 00:42:14.440]   [SIDE CONVERSATION]
[00:42:14.440 --> 00:42:17.440]   [SIDE CONVERSATION]
[00:42:43.440 --> 00:42:46.440]   [SIDE CONVERSATION]
[00:42:46.440 --> 00:42:49.440]   [SIDE CONVERSATION]
[00:42:49.440 --> 00:42:52.440]   [SIDE CONVERSATION]
[00:42:52.440 --> 00:42:55.440]   [SIDE CONVERSATION]
[00:42:55.440 --> 00:42:58.440]   [SIDE CONVERSATION]
[00:42:58.440 --> 00:43:01.440]   [SIDE CONVERSATION]
[00:43:01.440 --> 00:43:04.440]   [SIDE CONVERSATION]
[00:43:04.440 --> 00:43:07.440]   [SIDE CONVERSATION]
[00:43:07.440 --> 00:43:10.440]   [SIDE CONVERSATION]
[00:43:10.440 --> 00:43:13.440]   [SIDE CONVERSATION]
[00:43:13.440 --> 00:43:16.440]   [SIDE CONVERSATION]
[00:43:16.440 --> 00:43:22.440]   [SIDE CONVERSATION]
[00:43:22.440 --> 00:43:26.440]   [SIDE CONVERSATION]
[00:43:26.440 --> 00:43:30.440]   [SIDE CONVERSATION]
[00:43:30.440 --> 00:43:34.440]   [SIDE CONVERSATION]
[00:43:34.440 --> 00:43:38.440]   [SIDE CONVERSATION]
[00:43:38.440 --> 00:43:42.440]   [SIDE CONVERSATION]
[00:43:42.440 --> 00:43:45.440]   [SIDE CONVERSATION]
[00:43:45.440 --> 00:43:49.440]   [SIDE CONVERSATION]
[00:43:49.440 --> 00:43:53.440]   [SIDE CONVERSATION]
[00:43:53.440 --> 00:43:57.440]   [SIDE CONVERSATION]
[00:43:57.440 --> 00:44:01.440]   [SIDE CONVERSATION]
[00:44:01.440 --> 00:44:05.440]   [SIDE CONVERSATION]
[00:44:05.440 --> 00:44:09.440]   [SIDE CONVERSATION]
[00:44:10.440 --> 00:44:13.440]   [SIDE CONVERSATION]
[00:44:13.440 --> 00:44:17.440]   [SIDE CONVERSATION]
[00:44:17.440 --> 00:44:21.440]   [SIDE CONVERSATION]
[00:44:21.440 --> 00:44:25.440]   [SIDE CONVERSATION]
[00:44:25.440 --> 00:44:29.440]   [SIDE CONVERSATION]
[00:44:29.440 --> 00:44:33.440]   [SIDE CONVERSATION]
[00:44:33.440 --> 00:44:37.440]   [SIDE CONVERSATION]
[00:44:38.440 --> 00:44:41.440]   [SIDE CONVERSATION]
[00:44:41.440 --> 00:44:45.440]   [SIDE CONVERSATION]
[00:44:45.440 --> 00:44:49.440]   [SIDE CONVERSATION]
[00:44:49.440 --> 00:44:53.440]   [SIDE CONVERSATION]
[00:44:53.440 --> 00:44:57.440]   [SIDE CONVERSATION]
[00:44:57.440 --> 00:45:01.440]   [SIDE CONVERSATION]
[00:45:01.440 --> 00:45:05.440]   [SIDE CONVERSATION]
[00:45:06.440 --> 00:45:09.440]   [SIDE CONVERSATION]
[00:45:09.440 --> 00:45:13.440]   [SIDE CONVERSATION]
[00:45:13.440 --> 00:45:17.440]   [SIDE CONVERSATION]
[00:45:17.440 --> 00:45:21.440]   [SIDE CONVERSATION]
[00:45:21.440 --> 00:45:25.440]   [SIDE CONVERSATION]
[00:45:25.440 --> 00:45:29.440]   [SIDE CONVERSATION]
[00:45:29.440 --> 00:45:33.440]   [SIDE CONVERSATION]
[00:45:34.440 --> 00:45:37.440]   [SIDE CONVERSATION]
[00:45:37.440 --> 00:45:41.440]   [SIDE CONVERSATION]
[00:45:41.440 --> 00:45:45.440]   [SIDE CONVERSATION]
[00:45:45.440 --> 00:45:49.440]   [SIDE CONVERSATION]
[00:45:49.440 --> 00:45:53.440]   [SIDE CONVERSATION]
[00:45:53.440 --> 00:45:57.440]   [SIDE CONVERSATION]
[00:45:57.440 --> 00:46:01.440]   [SIDE CONVERSATION]
[00:46:02.440 --> 00:46:05.440]   [SIDE CONVERSATION]
[00:46:05.440 --> 00:46:09.440]   [SIDE CONVERSATION]
[00:46:09.440 --> 00:46:13.440]   [SIDE CONVERSATION]
[00:46:13.440 --> 00:46:17.440]   [SIDE CONVERSATION]
[00:46:17.440 --> 00:46:21.440]   [SIDE CONVERSATION]
[00:46:21.440 --> 00:46:25.440]   [SIDE CONVERSATION]
[00:46:25.440 --> 00:46:29.440]   [SIDE CONVERSATION]
[00:46:30.440 --> 00:46:33.440]   [SIDE CONVERSATION]
[00:46:33.440 --> 00:46:37.440]   [SIDE CONVERSATION]
[00:46:37.440 --> 00:46:41.440]   [SIDE CONVERSATION]
[00:46:41.440 --> 00:46:45.440]   [SIDE CONVERSATION]
[00:46:45.440 --> 00:46:49.440]   [SIDE CONVERSATION]
[00:46:49.440 --> 00:46:53.440]   [SIDE CONVERSATION]
[00:46:53.440 --> 00:46:57.440]   [SIDE CONVERSATION]
[00:46:58.440 --> 00:47:01.440]   [SIDE CONVERSATION]
[00:47:01.440 --> 00:47:05.440]   [SIDE CONVERSATION]
[00:47:05.440 --> 00:47:09.440]   [SIDE CONVERSATION]
[00:47:09.440 --> 00:47:13.440]   [SIDE CONVERSATION]
[00:47:13.440 --> 00:47:17.440]   [SIDE CONVERSATION]
[00:47:17.440 --> 00:47:21.440]   [SIDE CONVERSATION]
[00:47:21.440 --> 00:47:25.440]   [SIDE CONVERSATION]
[00:47:26.440 --> 00:47:29.440]   [SIDE CONVERSATION]
[00:47:29.440 --> 00:47:33.440]   [SIDE CONVERSATION]
[00:47:33.440 --> 00:47:37.440]   [SIDE CONVERSATION]
[00:47:37.440 --> 00:47:41.440]   [SIDE CONVERSATION]
[00:47:41.440 --> 00:47:45.440]   [SIDE CONVERSATION]
[00:47:45.440 --> 00:47:49.440]   [SIDE CONVERSATION]
[00:47:49.440 --> 00:47:53.440]   [SIDE CONVERSATION]
[00:47:54.440 --> 00:47:57.440]   [SIDE CONVERSATION]
[00:47:57.440 --> 00:48:01.440]   [SIDE CONVERSATION]
[00:48:01.440 --> 00:48:05.440]   [SIDE CONVERSATION]
[00:48:05.440 --> 00:48:09.440]   [SIDE CONVERSATION]
[00:48:09.440 --> 00:48:13.440]   [SIDE CONVERSATION]
[00:48:13.440 --> 00:48:17.440]   [SIDE CONVERSATION]
[00:48:17.440 --> 00:48:21.440]   [SIDE CONVERSATION]
[00:48:22.440 --> 00:48:25.440]   [SIDE CONVERSATION]
[00:48:25.440 --> 00:48:29.440]   [SIDE CONVERSATION]
[00:48:29.440 --> 00:48:33.440]   [SIDE CONVERSATION]
[00:48:33.440 --> 00:48:37.440]   [SIDE CONVERSATION]
[00:48:37.440 --> 00:48:41.440]   [SIDE CONVERSATION]
[00:48:41.440 --> 00:48:45.440]   [SIDE CONVERSATION]
[00:48:45.440 --> 00:48:49.440]   [SIDE CONVERSATION]
[00:48:50.440 --> 00:48:53.440]   [SIDE CONVERSATION]
[00:48:53.440 --> 00:48:57.440]   [SIDE CONVERSATION]
[00:48:57.440 --> 00:49:01.440]   [SIDE CONVERSATION]
[00:49:01.440 --> 00:49:05.440]   [SIDE CONVERSATION]
[00:49:05.440 --> 00:49:09.440]   [SIDE CONVERSATION]
[00:49:09.440 --> 00:49:13.440]   [SIDE CONVERSATION]
[00:49:13.440 --> 00:49:17.440]   [SIDE CONVERSATION]
[00:49:18.440 --> 00:49:21.440]   [SIDE CONVERSATION]
[00:49:21.440 --> 00:49:25.440]   [SIDE CONVERSATION]
[00:49:25.440 --> 00:49:29.440]   [SIDE CONVERSATION]
[00:49:29.440 --> 00:49:33.440]   [SIDE CONVERSATION]
[00:49:33.440 --> 00:49:37.440]   [SIDE CONVERSATION]
[00:49:37.440 --> 00:49:41.440]   [SIDE CONVERSATION]
[00:49:41.440 --> 00:49:45.440]   [SIDE CONVERSATION]
[00:49:46.440 --> 00:49:49.440]   [SIDE CONVERSATION]
[00:49:49.440 --> 00:49:53.440]   [SIDE CONVERSATION]
[00:49:53.440 --> 00:49:57.440]   [SIDE CONVERSATION]
[00:49:57.440 --> 00:50:01.440]   [SIDE CONVERSATION]
[00:50:01.440 --> 00:50:05.440]   [SIDE CONVERSATION]
[00:50:05.440 --> 00:50:09.440]   [SIDE CONVERSATION]
[00:50:09.440 --> 00:50:13.440]   [SIDE CONVERSATION]
[00:50:14.440 --> 00:50:17.440]   [SIDE CONVERSATION]
[00:50:17.440 --> 00:50:21.440]   [SIDE CONVERSATION]
[00:50:21.440 --> 00:50:25.440]   [SIDE CONVERSATION]
[00:50:25.440 --> 00:50:29.440]   [SIDE CONVERSATION]
[00:50:29.440 --> 00:50:33.440]   [SIDE CONVERSATION]
[00:50:33.440 --> 00:50:37.440]   [SIDE CONVERSATION]
[00:50:37.440 --> 00:50:41.440]   [SIDE CONVERSATION]
[00:50:42.440 --> 00:50:45.440]   [SIDE CONVERSATION]
[00:50:45.440 --> 00:50:49.440]   [SIDE CONVERSATION]
[00:50:49.440 --> 00:50:53.440]   [SIDE CONVERSATION]
[00:50:53.440 --> 00:50:57.440]   [SIDE CONVERSATION]
[00:50:57.440 --> 00:51:01.440]   [SIDE CONVERSATION]
[00:51:01.440 --> 00:51:05.440]   [SIDE CONVERSATION]
[00:51:05.440 --> 00:51:09.440]   [SIDE CONVERSATION]
[00:51:10.440 --> 00:51:13.440]   [SIDE CONVERSATION]
[00:51:13.440 --> 00:51:17.440]   [SIDE CONVERSATION]
[00:51:17.440 --> 00:51:21.440]   [SIDE CONVERSATION]
[00:51:21.440 --> 00:51:25.440]   [SIDE CONVERSATION]
[00:51:25.440 --> 00:51:29.440]   [SIDE CONVERSATION]
[00:51:29.440 --> 00:51:33.440]   [SIDE CONVERSATION]
[00:51:33.440 --> 00:51:37.440]   [SIDE CONVERSATION]
[00:51:38.440 --> 00:51:41.440]   [SIDE CONVERSATION]
[00:51:41.440 --> 00:51:45.440]   [SIDE CONVERSATION]
[00:51:45.440 --> 00:51:49.440]   [SIDE CONVERSATION]
[00:51:49.440 --> 00:51:53.440]   [SIDE CONVERSATION]
[00:51:53.440 --> 00:51:57.440]   [SIDE CONVERSATION]
[00:51:57.440 --> 00:52:01.440]   [SIDE CONVERSATION]
[00:52:01.440 --> 00:52:05.440]   [SIDE CONVERSATION]
[00:52:06.440 --> 00:52:09.440]   [SIDE CONVERSATION]
[00:52:09.440 --> 00:52:13.440]   [SIDE CONVERSATION]
[00:52:13.440 --> 00:52:17.440]   [SIDE CONVERSATION]
[00:52:17.440 --> 00:52:21.440]   [SIDE CONVERSATION]
[00:52:21.440 --> 00:52:25.440]   [SIDE CONVERSATION]
[00:52:25.440 --> 00:52:29.440]   [SIDE CONVERSATION]
[00:52:29.440 --> 00:52:33.440]   [SIDE CONVERSATION]
[00:52:34.440 --> 00:52:37.440]   [SIDE CONVERSATION]
[00:52:37.440 --> 00:52:41.440]   [SIDE CONVERSATION]
[00:52:41.440 --> 00:52:45.440]   [SIDE CONVERSATION]
[00:52:45.440 --> 00:52:49.440]   [SIDE CONVERSATION]
[00:52:49.440 --> 00:52:53.440]   [SIDE CONVERSATION]
[00:52:53.440 --> 00:52:57.440]   [SIDE CONVERSATION]
[00:52:57.440 --> 00:53:01.440]   [SIDE CONVERSATION]
[00:53:02.440 --> 00:53:05.440]   [SIDE CONVERSATION]
[00:53:05.440 --> 00:53:09.440]   [SIDE CONVERSATION]
[00:53:09.440 --> 00:53:13.440]   [SIDE CONVERSATION]
[00:53:13.440 --> 00:53:17.440]   [SIDE CONVERSATION]
[00:53:17.440 --> 00:53:21.440]   [SIDE CONVERSATION]
[00:53:21.440 --> 00:53:25.440]   [SIDE CONVERSATION]
[00:53:25.440 --> 00:53:29.440]   [SIDE CONVERSATION]
[00:53:30.440 --> 00:53:33.440]   [SIDE CONVERSATION]
[00:53:33.440 --> 00:53:37.440]   [SIDE CONVERSATION]
[00:53:37.440 --> 00:53:41.440]   [SIDE CONVERSATION]
[00:53:41.440 --> 00:53:45.440]   [SIDE CONVERSATION]
[00:53:45.440 --> 00:53:49.440]   [SIDE CONVERSATION]
[00:53:49.440 --> 00:53:53.440]   [SIDE CONVERSATION]
[00:53:53.440 --> 00:53:57.440]   [SIDE CONVERSATION]
[00:53:58.440 --> 00:54:01.440]   [SIDE CONVERSATION]
[00:54:01.440 --> 00:54:05.440]   [SIDE CONVERSATION]
[00:54:05.440 --> 00:54:09.440]   [SIDE CONVERSATION]
[00:54:09.440 --> 00:54:13.440]   [SIDE CONVERSATION]
[00:54:13.440 --> 00:54:17.440]   [SIDE CONVERSATION]
[00:54:17.440 --> 00:54:21.440]   [SIDE CONVERSATION]
[00:54:21.440 --> 00:54:25.440]   [SIDE CONVERSATION]
[00:54:26.440 --> 00:54:29.440]   [SIDE CONVERSATION]
[00:54:29.440 --> 00:54:33.440]   [SIDE CONVERSATION]
[00:54:33.440 --> 00:54:37.440]   [SIDE CONVERSATION]
[00:54:37.440 --> 00:54:41.440]   [SIDE CONVERSATION]
[00:54:41.440 --> 00:54:45.440]   [SIDE CONVERSATION]
[00:54:45.440 --> 00:54:49.440]   [SIDE CONVERSATION]
[00:54:49.440 --> 00:54:53.440]   [SIDE CONVERSATION]
[00:54:54.440 --> 00:54:57.440]   [SIDE CONVERSATION]
[00:54:57.440 --> 00:55:01.440]   [SIDE CONVERSATION]
[00:55:01.440 --> 00:55:05.440]   [SIDE CONVERSATION]
[00:55:05.440 --> 00:55:09.440]   [SIDE CONVERSATION]
[00:55:09.440 --> 00:55:13.440]   [SIDE CONVERSATION]
[00:55:13.440 --> 00:55:17.440]   [SIDE CONVERSATION]
[00:55:17.440 --> 00:55:21.440]   [SIDE CONVERSATION]
[00:55:22.440 --> 00:55:25.440]   [SIDE CONVERSATION]
[00:55:25.440 --> 00:55:29.440]   [SIDE CONVERSATION]
[00:55:29.440 --> 00:55:33.440]   [SIDE CONVERSATION]
[00:55:33.440 --> 00:55:37.440]   [SIDE CONVERSATION]
[00:55:37.440 --> 00:55:41.440]   [SIDE CONVERSATION]
[00:55:41.440 --> 00:55:45.440]   [SIDE CONVERSATION]
[00:55:45.440 --> 00:55:49.440]   [SIDE CONVERSATION]
[00:55:50.440 --> 00:55:53.440]   [SIDE CONVERSATION]
[00:55:53.440 --> 00:55:57.440]   [SIDE CONVERSATION]
[00:55:57.440 --> 00:56:01.440]   [SIDE CONVERSATION]
[00:56:01.440 --> 00:56:05.440]   [SIDE CONVERSATION]
[00:56:05.440 --> 00:56:09.440]   [SIDE CONVERSATION]
[00:56:09.440 --> 00:56:13.440]   [SIDE CONVERSATION]
[00:56:13.440 --> 00:56:17.440]   [SIDE CONVERSATION]
[00:56:18.440 --> 00:56:21.440]   [SIDE CONVERSATION]
[00:56:21.440 --> 00:56:25.440]   [SIDE CONVERSATION]
[00:56:25.440 --> 00:56:29.440]   [SIDE CONVERSATION]
[00:56:29.440 --> 00:56:33.440]   [SIDE CONVERSATION]
[00:56:33.440 --> 00:56:37.440]   [SIDE CONVERSATION]
[00:56:37.440 --> 00:56:41.440]   [SIDE CONVERSATION]
[00:56:41.440 --> 00:56:45.440]   [SIDE CONVERSATION]
[00:56:46.440 --> 00:56:49.440]   [SIDE CONVERSATION]
[00:56:49.440 --> 00:56:53.440]   [SIDE CONVERSATION]
[00:56:53.440 --> 00:56:57.440]   [SIDE CONVERSATION]
[00:56:57.440 --> 00:57:01.440]   [SIDE CONVERSATION]
[00:57:01.440 --> 00:57:05.440]   [SIDE CONVERSATION]
[00:57:05.440 --> 00:57:09.440]   [SIDE CONVERSATION]
[00:57:09.440 --> 00:57:13.440]   [SIDE CONVERSATION]
[00:57:14.440 --> 00:57:17.440]   [SIDE CONVERSATION]
[00:57:17.440 --> 00:57:21.440]   [SIDE CONVERSATION]
[00:57:21.440 --> 00:57:25.440]   [SIDE CONVERSATION]
[00:57:25.440 --> 00:57:29.440]   [SIDE CONVERSATION]
[00:57:29.440 --> 00:57:33.440]   [SIDE CONVERSATION]
[00:57:33.440 --> 00:57:37.440]   [SIDE CONVERSATION]
[00:57:37.440 --> 00:57:41.440]   [SIDE CONVERSATION]
[00:57:42.440 --> 00:57:45.440]   [SIDE CONVERSATION]
[00:57:45.440 --> 00:57:49.440]   [SIDE CONVERSATION]
[00:57:49.440 --> 00:57:53.440]   [SIDE CONVERSATION]
[00:57:53.440 --> 00:57:57.440]   [SIDE CONVERSATION]
[00:57:57.440 --> 00:58:01.440]   [SIDE CONVERSATION]
[00:58:01.440 --> 00:58:05.440]   [SIDE CONVERSATION]
[00:58:05.440 --> 00:58:09.440]   [SIDE CONVERSATION]
[00:58:10.440 --> 00:58:13.440]   [SIDE CONVERSATION]
[00:58:13.440 --> 00:58:17.440]   [SIDE CONVERSATION]
[00:58:17.440 --> 00:58:21.440]   [SIDE CONVERSATION]
[00:58:21.440 --> 00:58:25.440]   [SIDE CONVERSATION]
[00:58:25.440 --> 00:58:29.440]   [SIDE CONVERSATION]
[00:58:29.440 --> 00:58:33.440]   [SIDE CONVERSATION]
[00:58:33.440 --> 00:58:37.440]   [SIDE CONVERSATION]
[00:58:38.440 --> 00:58:41.440]   [SIDE CONVERSATION]
[00:58:41.440 --> 00:58:45.440]   [SIDE CONVERSATION]
[00:58:45.440 --> 00:58:49.440]   [SIDE CONVERSATION]
[00:58:49.440 --> 00:58:53.440]   [SIDE CONVERSATION]
[00:58:53.440 --> 00:58:57.440]   [SIDE CONVERSATION]
[00:58:57.440 --> 00:59:01.440]   [SIDE CONVERSATION]
