
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[00:18:35.700 --> 00:18:39.300]   then honestly speaking, the range of emotions
[00:18:39.300 --> 00:18:42.260]   is also going to be here, right?
[00:18:42.260 --> 00:18:46.540]   So as we think about this observation number two,
[00:18:46.540 --> 00:18:50.820]   we think about the kind of participation and fellowship has,
[00:18:50.820 --> 00:18:53.260]   and in all honesty, we want that.
[00:18:53.260 --> 00:18:56.180]   We wanna have a kind of fellowship
[00:18:56.180 --> 00:18:59.180]   that produces an incredible amount of encouragement,
[00:18:59.180 --> 00:19:02.060]   that produces incredible amount of thankfulness,
[00:19:02.060 --> 00:19:04.340]   and so we have to ask the question,
[00:19:04.340 --> 00:19:08.460]   are we then participating together in the gospel?
[00:19:08.460 --> 00:19:09.460]   Okay?
[00:19:09.460 --> 00:19:10.540]   All right.
[00:19:10.540 --> 00:19:13.100]   Moving to the third observation.
[00:19:13.100 --> 00:19:13.940]   Oops.
[00:19:13.940 --> 00:19:17.900]   Moving to observation number three.
[00:19:17.900 --> 00:19:22.180]   What I'd like to observe here
[00:19:22.180 --> 00:19:25.020]   is to move to the next portion of the passage and say,
[00:19:25.020 --> 00:19:27.980]   okay, we've really seen Apostle Paul's heart
[00:19:27.980 --> 00:19:29.620]   and what he's viewing.
[00:19:29.620 --> 00:19:31.700]   Then let's move to the next section
[00:19:31.700 --> 00:19:34.180]   where he is talking about his prayer.
[00:19:34.180 --> 00:19:36.860]   So today, I called it his heart and his prayer,
[00:19:36.860 --> 00:19:39.180]   the two parts of this paragraph.
[00:19:39.180 --> 00:19:41.540]   In verse nine through 11, he says this,
[00:19:41.540 --> 00:19:44.300]   "In this I pray, that your love may abound
[00:19:44.300 --> 00:19:48.220]   "still more and more in real knowledge and all discernment,
[00:19:48.220 --> 00:19:51.160]   "so that you may approve the things that are excellent,
[00:19:51.160 --> 00:19:53.260]   "in order to be sincere and blameless
[00:19:53.260 --> 00:19:55.120]   "until the day of Christ,
[00:19:55.120 --> 00:19:59.020]   "having been filled with the fruit of the righteousness
[00:19:59.020 --> 00:20:00.940]   "which comes through Jesus Christ,
[00:20:00.940 --> 00:20:03.660]   "to the glory and praise of God."
[00:20:03.660 --> 00:20:04.660]   Okay?
[00:20:04.660 --> 00:20:06.180]   There's a lot there,
[00:20:06.180 --> 00:20:09.620]   but we simply just have to ask the question, right?
[00:20:09.620 --> 00:20:13.940]   What's his prayer?
[00:20:13.940 --> 00:20:15.380]   I know sometimes it's just like
[00:20:15.380 --> 00:20:18.540]   a way too obvious of a question, what's there?
[00:20:18.540 --> 00:20:21.340]   But really, we should soak that in, right?
[00:20:21.340 --> 00:20:23.500]   What is he praying for?
[00:20:23.500 --> 00:20:25.080]   And what's really clear and evident
[00:20:25.080 --> 00:20:27.240]   is just simply this fact, number one,
[00:20:27.240 --> 00:20:30.640]   that your love may abound still more
[00:20:30.640 --> 00:20:33.340]   in real knowledge and discernment, okay?
[00:20:33.340 --> 00:20:35.300]   And then it continues to move
[00:20:35.300 --> 00:20:37.580]   in this kind of chain-link fashion
[00:20:37.580 --> 00:20:39.220]   that they may be able to prove,
[00:20:39.220 --> 00:20:41.020]   that they may be sincere and blameless,
[00:20:41.020 --> 00:20:44.820]   and that this would all be to the glory and praise of God.
[00:20:44.820 --> 00:20:46.740]   So I'm gonna highlight a couple of those things,
[00:20:46.740 --> 00:20:48.900]   that they may be able to prove,
[00:20:48.900 --> 00:20:51.540]   they may be sincere and blameless,
[00:20:51.540 --> 00:20:53.100]   or filled with the Spirit,
[00:20:53.100 --> 00:20:56.260]   and then ultimately to the praise and glory of God, okay?
[00:20:56.260 --> 00:20:58.940]   So we're seeing this progressive result
[00:20:58.940 --> 00:21:03.100]   of them growing more and more, okay?
[00:21:03.100 --> 00:21:06.480]   But let's take a moment to think about this.
[00:21:06.480 --> 00:21:10.220]   I hope you guys got a chance to ask this question.
[00:21:10.220 --> 00:21:14.460]   Hmm, what kind of love is this, right?
[00:21:14.460 --> 00:21:18.420]   Apostle Paul is praying that all these individuals
[00:21:18.420 --> 00:21:21.860]   would be growing even more than where they're at now.
[00:21:21.860 --> 00:21:24.100]   I want you to take a moment to think about that.
[00:21:24.100 --> 00:21:28.380]   These individuals already love to a degree,
[00:21:28.380 --> 00:21:30.700]   but remember 2 Corinthians chapter eight,
[00:21:30.700 --> 00:21:33.980]   they are willing to sacrifice their finances
[00:21:33.980 --> 00:21:36.260]   even beyond what seems natural,
[00:21:36.260 --> 00:21:40.060]   even beyond what seems manageable,
[00:21:40.060 --> 00:21:43.340]   even beyond what seems safe, right?
[00:21:43.340 --> 00:21:46.020]   These are individuals who have participated
[00:21:46.020 --> 00:21:48.100]   by actually sending somebody to make sure
[00:21:48.100 --> 00:21:51.500]   that they're caring for Apostle Paul.
[00:21:51.500 --> 00:21:56.500]   What's more, while Apostle Paul was ministering in Philippi,
[00:21:56.840 --> 00:22:01.580]   it's safe to assume that individuals from this church now,
[00:22:01.580 --> 00:22:03.600]   the people who are hearing the gospel,
[00:22:03.600 --> 00:22:05.840]   they weren't afraid to associate with him.
[00:22:05.840 --> 00:22:08.440]   They weren't thinking, oh shoot, look, he's getting arrested.
[00:22:08.440 --> 00:22:11.000]   Hey, hey, just stay quiet, right?
[00:22:11.000 --> 00:22:12.940]   Some of them were calling to say, hey, wait a minute,
[00:22:12.940 --> 00:22:15.440]   we're with that guy, you know?
[00:22:15.440 --> 00:22:16.960]   I'm kind of reading between the lines here,
[00:22:16.960 --> 00:22:20.120]   but I'm assuming they weren't just stiff-arming him
[00:22:20.120 --> 00:22:22.400]   and pushing him off and pushing him off to a degree
[00:22:22.400 --> 00:22:24.220]   and just watching from a safe distance
[00:22:24.220 --> 00:22:28.020]   when Apostle Paul says, you are partakers with me, right?
[00:22:28.020 --> 00:22:31.020]   Okay, what I'm saying is these are individuals
[00:22:31.020 --> 00:22:35.220]   who already had a certain level of commitment and devotion
[00:22:35.220 --> 00:22:37.640]   that showed their love for Apostle Paul
[00:22:37.640 --> 00:22:39.100]   and ultimately for God.
[00:22:39.100 --> 00:22:45.260]   Now, Apostle Paul says, I want you to grow even more, right?
[00:22:45.260 --> 00:22:47.740]   I want you to grow even more.
[00:22:47.740 --> 00:22:49.580]   So we think about this,
[00:22:49.580 --> 00:22:52.740]   and I kind of want to highlight this idea.
[00:22:53.620 --> 00:22:57.180]   Apostle Paul said, I am really, really confident
[00:22:57.180 --> 00:22:58.980]   and convinced of this.
[00:22:58.980 --> 00:23:01.260]   Clearly, Christ is working in you,
[00:23:01.260 --> 00:23:04.300]   and I am confident that he's going to bring it to completion.
[00:23:04.300 --> 00:23:08.800]   Apostle Paul all the more desires
[00:23:08.800 --> 00:23:10.920]   that even if they're a healthy church,
[00:23:10.920 --> 00:23:13.860]   even if they're showing fruits of the Spirit,
[00:23:13.860 --> 00:23:17.820]   that they need to dig deeper and grow even more.
[00:23:17.820 --> 00:23:21.540]   He is encouraging a church that has good qualities already,
[00:23:21.540 --> 00:23:23.700]   but he's saying, remember,
[00:23:23.700 --> 00:23:26.060]   our standard is not better than others.
[00:23:26.060 --> 00:23:29.140]   Our standard is not simply better than I was before.
[00:23:29.140 --> 00:23:33.060]   Our standard is the full measure of Christ.
[00:23:33.060 --> 00:23:35.140]   And if you guys remember in the book of Colossians,
[00:23:35.140 --> 00:23:38.420]   when Apostle Paul talks about his vision for that church,
[00:23:38.420 --> 00:23:42.540]   he said, I devote myself to teaching, admonishing,
[00:23:42.540 --> 00:23:45.340]   every single individual, constantly teaching about Christ
[00:23:45.340 --> 00:23:49.060]   to present you complete in Christ,
[00:23:49.060 --> 00:23:51.520]   that the image of Christ will be perfected in you.
[00:23:51.520 --> 00:23:55.320]   And I want to make a quick challenge to you.
[00:23:55.320 --> 00:23:57.900]   When you hear the Bible tell you,
[00:23:57.900 --> 00:24:01.100]   still, more and more,
[00:24:01.100 --> 00:24:03.540]   I want you to abound even more,
[00:24:03.540 --> 00:24:06.460]   how do you receive that?
[00:24:06.460 --> 00:24:08.440]   For those of you who are already working hard,
[00:24:08.440 --> 00:24:12.100]   serving hard, loving, how do you receive that?
[00:24:12.100 --> 00:24:14.860]   Do you think like, yeah, man,
[00:24:14.860 --> 00:24:17.300]   you need to go and do this, you know?
[00:24:17.300 --> 00:24:19.140]   Are you immediately thinking about the people
[00:24:19.140 --> 00:24:20.820]   who need to hear it, or are you receiving it
[00:24:20.820 --> 00:24:23.460]   as a convicting passage for you?
[00:24:23.460 --> 00:24:27.380]   That even though you are already laboring,
[00:24:27.380 --> 00:24:30.700]   that God desires for you to grow even more.
[00:24:30.700 --> 00:24:32.980]   And what's very interesting about this, he says,
[00:24:32.980 --> 00:24:37.980]   I want you to grow in love, and the term there is agape.
[00:24:37.980 --> 00:24:40.900]   I want you to grow in that kind of relational,
[00:24:40.900 --> 00:24:43.620]   covenantal, unconditional love,
[00:24:43.620 --> 00:24:47.660]   which is the distinguishing mark of a true believer.
[00:24:47.660 --> 00:24:52.140]   Remember that if a Christian, if we were to think,
[00:24:52.140 --> 00:24:54.040]   what do we have to offer to the world?
[00:24:54.040 --> 00:24:57.140]   What do we have to give?
[00:24:57.140 --> 00:24:58.780]   If you're sitting there thinking,
[00:24:58.780 --> 00:25:00.620]   I don't know, I've got no skills,
[00:25:00.620 --> 00:25:02.180]   we're talking about serving,
[00:25:02.180 --> 00:25:03.740]   and we're talking about loving and stuff,
[00:25:03.740 --> 00:25:05.980]   I'm just, I don't know what I've got to give.
[00:25:05.980 --> 00:25:11.020]   Remember that we, by nature of our salvation,
[00:25:11.020 --> 00:25:13.460]   and the love that we receive from God,
[00:25:13.460 --> 00:25:17.540]   have something so divinely powerful,
[00:25:17.540 --> 00:25:21.460]   it radically, radically changes who we are, right?
[00:25:21.460 --> 00:25:24.700]   And scripture says this is the defining thing about you.
[00:25:24.700 --> 00:25:27.700]   How do you know that you have passed from death to life?
[00:25:27.700 --> 00:25:29.860]   Because you have love for the brethren.
[00:25:29.860 --> 00:25:32.220]   How does the world know that you are a Christian
[00:25:32.220 --> 00:25:33.380]   and a disciple of Christ?
[00:25:33.380 --> 00:25:35.380]   Because you love the brethren.
[00:25:35.380 --> 00:25:38.000]   This is the defining mark of a believer.
[00:25:38.000 --> 00:25:42.700]   So, I want to ask, for you,
[00:25:42.700 --> 00:25:46.700]   when you think about your love for the people around you,
[00:25:46.700 --> 00:25:52.420]   have you fallen into the generational standard
[00:25:52.420 --> 00:25:53.860]   of what's normal?
[00:25:53.860 --> 00:25:55.240]   What do I mean by that?
[00:25:55.240 --> 00:25:57.420]   I believe we live, I'm sorry,
[00:25:57.420 --> 00:26:02.420]   I believe that we live in a very safe distance environment.
[00:26:02.420 --> 00:26:04.500]   Right?
[00:26:04.500 --> 00:26:06.640]   We don't want people to call us anymore, why?
[00:26:06.640 --> 00:26:08.740]   Because I gotta have time to think about
[00:26:08.740 --> 00:26:10.460]   what I want to say, right?
[00:26:10.460 --> 00:26:12.100]   I don't want to be too invasive.
[00:26:12.900 --> 00:26:16.420]   We kind of live in a safe distance environment
[00:26:16.420 --> 00:26:20.180]   where we don't let people that close, right?
[00:26:20.180 --> 00:26:22.020]   The kind of love that we practice,
[00:26:22.020 --> 00:26:25.380]   we want to practice where we have control
[00:26:25.380 --> 00:26:27.380]   over how vulnerable we are.
[00:26:27.380 --> 00:26:29.440]   The kind of love that this generation practice
[00:26:29.440 --> 00:26:33.900]   is a very digital, like I want to be able to say,
[00:26:33.900 --> 00:26:35.740]   I want to be able to see what you're doing,
[00:26:35.740 --> 00:26:38.140]   da da da da da, but at a safe distance.
[00:26:38.140 --> 00:26:39.940]   You guys know what I'm talking about.
[00:26:41.220 --> 00:26:42.740]   Have you settled for that?
[00:26:42.740 --> 00:26:46.060]   And the love for the people around you,
[00:26:46.060 --> 00:26:47.860]   are you just so afraid of awkwardness?
[00:26:47.860 --> 00:26:49.820]   Are you so afraid of getting into certain things
[00:26:49.820 --> 00:26:52.060]   that you don't want to get into?
[00:26:52.060 --> 00:26:55.100]   Or are you going to practice the love
[00:26:55.100 --> 00:26:57.860]   that you see the disciples practicing,
[00:26:57.860 --> 00:27:01.720]   the apostles practicing, and our Lord Jesus Christ?
[00:27:01.720 --> 00:27:06.220]   So, with that said, I do want to highlight
[00:27:06.220 --> 00:27:07.980]   one more thing, which is this.
[00:27:08.900 --> 00:27:11.660]   Apostle Paul describes this love
[00:27:11.660 --> 00:27:15.380]   in a context that's kind of unique, right?
[00:27:15.380 --> 00:27:18.260]   He not only says, I want you to abound
[00:27:18.260 --> 00:27:20.420]   in this love still more and more,
[00:27:20.420 --> 00:27:24.580]   he says, he says, in all, sorry,
[00:27:24.580 --> 00:27:28.380]   in real knowledge and all discernment, right?
[00:27:28.380 --> 00:27:31.140]   Did you guys talk a little bit about what does that mean?
[00:27:31.140 --> 00:27:35.500]   How does love, this agape love, knowledge and truth,
[00:27:35.500 --> 00:27:38.820]   and discernment all kind of mesh together?
[00:27:38.820 --> 00:27:40.460]   How does it plan to each other, right?
[00:27:40.460 --> 00:27:42.940]   Which is a good question to ask.
[00:27:42.940 --> 00:27:45.300]   I want us to think about this a little bit.
[00:27:45.300 --> 00:27:49.740]   What would happen if your love didn't have real knowledge?
[00:27:49.740 --> 00:27:53.140]   If it didn't have as its agenda, truth?
[00:27:53.140 --> 00:27:55.860]   If it didn't have as its agenda, reality?
[00:27:55.860 --> 00:27:58.040]   What if your love didn't have discernment?
[00:27:58.040 --> 00:28:00.380]   What if it didn't have discretion of this is righteous,
[00:28:00.380 --> 00:28:03.080]   this is bad, this is healthy, this is not?
[00:28:03.080 --> 00:28:05.420]   What would happen, right?
[00:28:05.420 --> 00:28:08.620]   Well, if you take a moment to think about it,
[00:28:08.620 --> 00:28:13.180]   love absolutely operates in the context of truth,
[00:28:13.180 --> 00:28:15.420]   and it needs, it needs to operate
[00:28:15.420 --> 00:28:17.700]   in the righteousness of God, why?
[00:28:17.700 --> 00:28:19.300]   Because love without those things
[00:28:19.300 --> 00:28:22.580]   would simply be uncontrolled emotion.
[00:28:22.580 --> 00:28:24.620]   It would be impulse and reactions
[00:28:24.620 --> 00:28:26.220]   to the things that you see.
[00:28:26.220 --> 00:28:28.500]   And in a most perverted way,
[00:28:28.500 --> 00:28:31.780]   love that does not have as its context
[00:28:31.780 --> 00:28:33.900]   the righteousness of God, the truth of the Lord,
[00:28:33.900 --> 00:28:37.600]   or the reality and discernment of what is pleasing to God,
[00:28:37.600 --> 00:28:41.140]   would be adultery, right?
[00:28:41.140 --> 00:28:45.020]   An individual who is given to loving,
[00:28:45.020 --> 00:28:50.020]   wanting, desiring, affection without truth
[00:28:50.020 --> 00:28:52.300]   is going to be the individual who says,
[00:28:52.300 --> 00:28:54.260]   "But I love her, but I love him,"
[00:28:54.260 --> 00:28:58.160]   even besides all the truth and standards of God, right?
[00:28:58.160 --> 00:28:59.780]   An individual who has that kind of love
[00:28:59.780 --> 00:29:04.780]   can be perverted in all sorts of different fashion.
[00:29:04.780 --> 00:29:07.300]   What's more, on the flip side,
[00:29:07.300 --> 00:29:09.820]   it could lead to absolute domination.
[00:29:09.820 --> 00:29:11.420]   Love's supposed to be action.
[00:29:11.420 --> 00:29:14.140]   Love's supposed to be, "I do what's in your best interest."
[00:29:14.140 --> 00:29:16.580]   So you grab the back of their neck and you say, "Do it!"
[00:29:16.580 --> 00:29:17.580]   Right?
[00:29:17.580 --> 00:29:19.340]   And some people think that's love.
[00:29:19.340 --> 00:29:25.580]   If love does not have reality, discretion, truth of God,
[00:29:25.580 --> 00:29:29.580]   and it's not pursuing the righteousness of the Lord,
[00:29:29.580 --> 00:29:31.580]   it's gonna fall to those two extremes,
[00:29:31.580 --> 00:29:34.700]   absolute perversion and some kind of permissiveness
[00:29:34.700 --> 00:29:36.940]   that leads to all kinds of unrighteousness,
[00:29:36.940 --> 00:29:39.460]   or it's going to lead to domination.
[00:29:39.460 --> 00:29:41.380]   This is good for you, right?
[00:29:41.380 --> 00:29:44.700]   So what Apostle Paul says is,
[00:29:44.700 --> 00:29:47.340]   "Your love needs to abound
[00:29:47.340 --> 00:29:50.260]   "in real knowledge and all discernment."
[00:29:50.260 --> 00:29:52.200]   This world will say, "You know what?
[00:29:52.200 --> 00:29:54.100]   "Love is blind."
[00:29:54.100 --> 00:29:55.460]   False, right?
[00:29:55.460 --> 00:29:57.340]   Well, but we know what they're saying.
[00:29:57.340 --> 00:29:58.340]   Love is not blind.
[00:29:58.340 --> 00:30:00.900]   As a matter of fact, love sees everything.
[00:30:00.900 --> 00:30:05.880]   Love, and I want to just take a moment to describe this.
[00:30:05.880 --> 00:30:08.900]   Love cares enough to perceive.
[00:30:08.900 --> 00:30:12.260]   Love cares enough to perceive where you're wrong.
[00:30:12.260 --> 00:30:14.580]   Love cares enough to perceive where you're in need.
[00:30:14.580 --> 00:30:16.860]   Love cares enough to perceive where you're hurt.
[00:30:16.860 --> 00:30:20.940]   Love should be the most informed, the most understanding,
[00:30:20.940 --> 00:30:24.380]   the most perceptive of all things, right?
[00:30:24.380 --> 00:30:27.580]   And ladies, you can speak to this, right?
[00:30:27.580 --> 00:30:30.900]   Ladies, if you guys have ever been into a relationship
[00:30:30.900 --> 00:30:33.500]   and your guy is very, you know,
[00:30:33.500 --> 00:30:35.560]   doesn't have that kind of sense,
[00:30:35.560 --> 00:30:39.600]   doesn't have that kind of intuition,
[00:30:39.600 --> 00:30:41.240]   and they can't tell whether you're upset,
[00:30:41.240 --> 00:30:42.480]   they can't tell whether you're happy,
[00:30:42.480 --> 00:30:43.560]   they can't tell whether you're mad.
[00:30:43.560 --> 00:30:44.680]   They're like, "Everything's cool, right?"
[00:30:44.680 --> 00:30:47.840]   And you're just like, "Do you even care?"
[00:30:47.840 --> 00:30:50.040]   No, you guys have never felt that way?
[00:30:50.040 --> 00:30:52.720]   Of course you have, to some degree.
[00:30:52.720 --> 00:30:53.680]   Why?
[00:30:53.680 --> 00:30:56.400]   Because yes, true love will know.
[00:30:56.400 --> 00:30:59.880]   Doesn't have the same kind of ring to it
[00:30:59.880 --> 00:31:02.760]   when the world says, "Love is blind."
[00:31:02.760 --> 00:31:06.160]   Okay, that sounds great, but as a matter of fact,
[00:31:06.160 --> 00:31:08.680]   no, love is most perceptive.
[00:31:08.680 --> 00:31:10.260]   And this past weekend, if you guys were here
[00:31:10.260 --> 00:31:12.800]   for Pastor Peter's sermon, oh my gosh,
[00:31:12.800 --> 00:31:13.680]   it just like killed me.
[00:31:13.680 --> 00:31:16.160]   I was just sitting there crying because,
[00:31:16.160 --> 00:31:18.260]   think about that.
[00:31:18.260 --> 00:31:20.280]   Think about the love of God.
[00:31:20.280 --> 00:31:24.640]   The love of God that sympathizes with you.
[00:31:24.640 --> 00:31:28.820]   Just take a moment to think about that.
[00:31:28.820 --> 00:31:31.600]   The love of God is not blind to you.
[00:31:31.600 --> 00:31:32.960]   The love of God is like, "You know what?
[00:31:32.960 --> 00:31:33.880]   "I just don't care."
[00:31:33.880 --> 00:31:37.280]   No, he sees all of it.
[00:31:37.280 --> 00:31:40.040]   He sees the filth, he sees the anger, the sin,
[00:31:40.040 --> 00:31:41.680]   he sees all of it.
[00:31:41.680 --> 00:31:45.640]   And then he loves you and then cares
[00:31:45.640 --> 00:31:49.160]   to that meticulous, detailed fashion
[00:31:49.160 --> 00:31:52.880]   to address every single need you have
[00:31:52.880 --> 00:31:56.080]   through the amazing power of the love of Christ.
[00:31:56.080 --> 00:31:58.720]   And then what's more, the love of God
[00:31:58.720 --> 00:32:00.300]   does not just simply leave it there,
[00:32:00.300 --> 00:32:02.240]   but the love of God is sanctifying.
[00:32:02.240 --> 00:32:07.160]   The love of God that doesn't say, "I feel you, man,"
[00:32:07.160 --> 00:32:08.400]   and then all of a sudden you feel bitter.
[00:32:08.400 --> 00:32:11.760]   No, the love of God walks into your life
[00:32:11.760 --> 00:32:15.600]   and it washes you, it sanctifies you.
[00:32:15.600 --> 00:32:17.280]   And so I wanna read to you a passage,
[00:32:17.280 --> 00:32:18.640]   one of the passages that hit me
[00:32:18.640 --> 00:32:21.280]   from the last session of Colossians,
[00:32:21.280 --> 00:32:25.320]   was he said this, Colossians chapter 1, 21 through 22.
[00:32:25.320 --> 00:32:27.480]   Colossians 1, 21 through 22.
[00:32:27.480 --> 00:32:30.700]   And although you were formerly alienated,
[00:32:30.700 --> 00:32:32.980]   you were hostile in your mind,
[00:32:32.980 --> 00:32:35.340]   you were engaged in evil deeds,
[00:32:35.340 --> 00:32:37.180]   yet he has now reconciled you
[00:32:37.180 --> 00:32:39.940]   in his fleshly body through death.
[00:32:39.940 --> 00:32:41.220]   It doesn't stop there.
[00:32:41.220 --> 00:32:44.620]   He says, "In order to present you before him
[00:32:44.620 --> 00:32:49.020]   "wholly blameless and beyond reproach."
[00:32:49.020 --> 00:32:51.960]   Oh my goodness.
[00:32:51.960 --> 00:32:55.240]   The amazing love of God.
[00:32:56.260 --> 00:32:59.600]   Just simply for him to listen to us
[00:32:59.600 --> 00:33:01.740]   would be grace upon grace.
[00:33:01.740 --> 00:33:04.460]   But for him to step down and walk our place,
[00:33:04.460 --> 00:33:07.380]   for him to step down and sympathize and empathize with us,
[00:33:07.380 --> 00:33:10.120]   that's grace upon grace upon grace.
[00:33:10.120 --> 00:33:14.300]   But then to desire to make us wholly blameless
[00:33:14.300 --> 00:33:15.560]   and beyond reproach.
[00:33:15.560 --> 00:33:17.980]   We can't even describe that.
[00:33:17.980 --> 00:33:22.300]   The intention and love of God.
[00:33:22.300 --> 00:33:27.300]   And so, as we follow in the likeness of Christ
[00:33:27.300 --> 00:33:30.540]   and abound in that kind of love,
[00:33:30.540 --> 00:33:33.280]   we're going to be all the more godly, righteous,
[00:33:33.280 --> 00:33:35.460]   conformed to the image of his son.
[00:33:35.460 --> 00:33:37.900]   And that's going to be glorifying to him, amen?
[00:33:37.900 --> 00:33:41.860]   All right, so today we highlighted,
[00:33:41.860 --> 00:33:44.660]   A, we have Apostle Paul's heart
[00:33:44.660 --> 00:33:47.100]   and expressed love and concern,
[00:33:47.100 --> 00:33:49.260]   thankfulness and joy over this church
[00:33:49.260 --> 00:33:51.500]   that he just sees this like precious,
[00:33:51.500 --> 00:33:53.580]   precious baby of his, right?
[00:33:53.580 --> 00:33:55.220]   And then we see his prayer.
[00:33:55.220 --> 00:33:56.740]   I am praying for you,
[00:33:56.740 --> 00:33:58.900]   not that none of this stuff happens to you.
[00:33:58.900 --> 00:34:01.140]   I'm not praying that you would run away
[00:34:01.140 --> 00:34:02.660]   and not be jailed like me.
[00:34:02.660 --> 00:34:05.300]   I'm not asking for all your circumstances to work out.
[00:34:05.300 --> 00:34:08.420]   I'm not asking for a hedge of protection around you, right?
[00:34:08.420 --> 00:34:11.020]   I am praying for your faith,
[00:34:11.020 --> 00:34:13.220]   for your love to abound,
[00:34:13.220 --> 00:34:17.900]   for you to glorify God by loving like he does, amen?
[00:34:17.900 --> 00:34:19.540]   All right, let's take a moment to pray
[00:34:19.540 --> 00:34:21.940]   and then we can jump into our application time.
[00:34:21.940 --> 00:34:26.020]   Lord God, we want to thank you.
[00:34:26.020 --> 00:34:31.540]   Father, we know that your love
[00:34:31.540 --> 00:34:35.340]   goes so much beyond just this period of time
[00:34:35.340 --> 00:34:37.900]   and it goes so much beyond our period of time.
[00:34:37.900 --> 00:34:42.820]   Father God, your love has extended
[00:34:42.820 --> 00:34:45.300]   throughout the generations of your people
[00:34:45.300 --> 00:34:47.420]   and through the generations of your people,
[00:34:47.420 --> 00:34:49.180]   you have sent your messengers,
[00:34:49.180 --> 00:34:52.420]   you have sent the revelation of who you are.
[00:34:52.420 --> 00:34:55.380]   And now, Father God, for us, we're privileged
[00:34:55.380 --> 00:35:00.380]   because Lord, we can see this in your son,
[00:35:00.380 --> 00:35:04.700]   in your truth, that God, your love is truly poured out
[00:35:04.700 --> 00:35:06.020]   upon us.
[00:35:06.020 --> 00:35:09.700]   I pray, Father God, that we would respond to you
[00:35:09.700 --> 00:35:12.540]   with great thankfulness and joy likewise
[00:35:12.540 --> 00:35:15.980]   and God, that we would all the more be so eager,
[00:35:15.980 --> 00:35:18.420]   Lord, to grow as you want us to.
[00:35:18.420 --> 00:35:20.960]   That Father God, we would not ask you to settle
[00:35:20.960 --> 00:35:23.500]   for whatever we're already doing.
[00:35:23.500 --> 00:35:24.900]   We would not ask you to settle
[00:35:24.900 --> 00:35:27.500]   for what's normal to our society,
[00:35:27.500 --> 00:35:30.880]   but God, that we would be fully, fully thankful.
[00:35:30.880 --> 00:35:32.580]   Lord, that you would cause us to grow
[00:35:32.580 --> 00:35:35.020]   and that you would complete your process, Lord.
[00:35:35.020 --> 00:35:36.500]   We want to thank you again, it's in Christ.
[00:35:36.500 --> 00:35:37.620]   In you pray, amen.
[00:35:37.620 --> 00:35:40.620]   Thanks for watching!

