
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:16:52.980 --> 00:16:55.100]   And why does Paul give this exhortation
[00:16:55.100 --> 00:16:56.460]   not to deprive each other?
[00:16:56.460 --> 00:16:57.300]   Okay?
[00:16:57.300 --> 00:17:03.180]   Okay, so it looks like just about everybody is in.
[00:17:03.180 --> 00:17:04.580]   Let's go over the questions quickly
[00:17:04.580 --> 00:17:07.300]   and then speak about what this passage,
[00:17:07.300 --> 00:17:09.540]   how this passage connects with all that Apostle Paul
[00:17:09.540 --> 00:17:12.840]   is saying in relation to celibacy and marriage, okay?
[00:17:12.840 --> 00:17:14.980]   So, first question, how does it describe
[00:17:14.980 --> 00:17:18.260]   the responsibility of a man and woman towards their spouse?
[00:17:18.260 --> 00:17:19.460]   That table over there.
[00:17:21.180 --> 00:17:23.140]   About, Eric, you wanna try it?
[00:17:23.140 --> 00:17:38.420]   Okay, they should give it to each other.
[00:17:38.420 --> 00:17:42.460]   Now, in your estimation, is it just they should?
[00:17:42.460 --> 00:17:45.220]   Or how does the passage describe that responsibility?
[00:17:45.220 --> 00:17:47.140]   They must.
[00:17:49.100 --> 00:17:51.420]   If you look at your Bibles,
[00:17:51.420 --> 00:17:55.660]   the NIV translation would classify that
[00:17:55.660 --> 00:17:59.900]   as this is the conjugal right of the married individual.
[00:17:59.900 --> 00:18:03.180]   In the NASB translation, it'll say
[00:18:03.180 --> 00:18:06.780]   this is the duty of the man and the woman.
[00:18:06.780 --> 00:18:09.140]   A man must fulfill his duty, right?
[00:18:09.140 --> 00:18:10.820]   Okay?
[00:18:10.820 --> 00:18:14.480]   And then, so then thinking about that,
[00:18:14.480 --> 00:18:18.140]   the, I guess, the responsibility towards our spouse,
[00:18:18.140 --> 00:18:21.200]   even to something like physical intimacy,
[00:18:21.200 --> 00:18:23.740]   which we would perhaps oftentimes classify
[00:18:23.740 --> 00:18:26.080]   as something that should only happen
[00:18:26.080 --> 00:18:29.220]   when there is true love and romance, right?
[00:18:29.220 --> 00:18:31.060]   The Bible calls it duty.
[00:18:31.060 --> 00:18:35.440]   To the degree where, look, you don't have a choice, right?
[00:18:35.440 --> 00:18:36.360]   This is what you need to do.
[00:18:36.360 --> 00:18:38.640]   You don't have authority or say in this.
[00:18:38.640 --> 00:18:40.040]   Your spouse does.
[00:18:40.040 --> 00:18:42.780]   Okay, but number two, what is the reason
[00:18:42.780 --> 00:18:44.700]   why they have this responsibility?
[00:18:44.700 --> 00:18:45.900]   Someone from that table?
[00:18:45.900 --> 00:18:50.240]   (audience member speaking faintly)
[00:18:50.240 --> 00:18:56.100]   Good.
[00:18:56.100 --> 00:18:58.300]   So that's one of them is
[00:18:58.300 --> 00:19:03.700]   the repercussions of not obeying this responsibility
[00:19:03.700 --> 00:19:06.460]   or caring and fulfilling this responsibility
[00:19:06.460 --> 00:19:08.140]   is the negative consequence.
[00:19:08.140 --> 00:19:10.340]   You're gonna be very susceptible to sin.
[00:19:10.340 --> 00:19:13.180]   You're, the spouse is going to be lacking,
[00:19:13.180 --> 00:19:16.500]   longing and wanting, being wanting, right?
[00:19:16.500 --> 00:19:17.540]   And then what's another reason
[00:19:17.540 --> 00:19:19.220]   why they have this responsibility?
[00:19:19.220 --> 00:19:23.860]   (audience member speaking faintly)
[00:19:23.860 --> 00:19:26.620]   Yeah, so this is the thing that I was kinda saying,
[00:19:26.620 --> 00:19:29.440]   you know, maybe I put the order a little bit wrong.
[00:19:29.440 --> 00:19:31.060]   I asked a question about
[00:19:31.060 --> 00:19:36.100]   does this really practical way
[00:19:36.100 --> 00:19:37.920]   of approaching the marriage relationship
[00:19:37.920 --> 00:19:41.520]   that Apostle Paul is, you know, seemingly saying,
[00:19:41.520 --> 00:19:43.020]   does this not sit well with us?
[00:19:43.020 --> 00:19:45.460]   And to some degree, it doesn't sit well.
[00:19:45.460 --> 00:19:48.100]   But we realize in Apostle Paul's mind,
[00:19:48.100 --> 00:19:49.700]   there's more that meets the eye than just,
[00:19:49.700 --> 00:19:51.100]   you know what, if you guys are just lusting,
[00:19:51.100 --> 00:19:53.700]   then just get married, you know what I mean?
[00:19:53.700 --> 00:19:57.300]   What he's seeing is he sees the nature of the relationship
[00:19:57.300 --> 00:20:01.020]   in a unique way, perhaps very different than his culture.
[00:20:01.020 --> 00:20:01.840]   Okay?
[00:20:01.840 --> 00:20:06.560]   He is seeing the unity that exists
[00:20:06.560 --> 00:20:08.700]   between a husband and wife
[00:20:08.700 --> 00:20:12.500]   as an incredibly unique unity,
[00:20:12.500 --> 00:20:15.260]   a harmony to the degree
[00:20:15.260 --> 00:20:16.920]   that the individual does not have authority
[00:20:16.920 --> 00:20:18.420]   even over his own body,
[00:20:18.420 --> 00:20:21.020]   but rather as one,
[00:20:21.020 --> 00:20:23.580]   they essentially share authority over their body
[00:20:23.580 --> 00:20:25.020]   because they're one.
[00:20:25.020 --> 00:20:27.740]   You're not your own, right?
[00:20:27.740 --> 00:20:30.620]   And so what he's seeing is in that context
[00:20:30.620 --> 00:20:32.020]   of that special relationship,
[00:20:32.020 --> 00:20:36.540]   that is where that physical intimacy, right?
[00:20:36.540 --> 00:20:41.120]   That is where that sexual drive should exist.
[00:20:41.120 --> 00:20:46.120]   Now, in my mind, if you think about that,
[00:20:46.120 --> 00:20:51.260]   there's a sense in which, yes, perhaps for us,
[00:20:51.260 --> 00:20:54.340]   if we were to think about duty,
[00:20:54.340 --> 00:20:59.020]   if we were to think about necessity and rights,
[00:20:59.020 --> 00:21:00.360]   it's just not romantic.
[00:21:00.360 --> 00:21:01.720]   It doesn't fit our culture.
[00:21:01.720 --> 00:21:05.100]   But if you think about their culture
[00:21:05.100 --> 00:21:08.660]   and how Apostle Paul is actually teaching these individuals,
[00:21:08.660 --> 00:21:12.440]   this is incredibly in contrast to what they used to think.
[00:21:12.440 --> 00:21:14.340]   For example, there's a sense in which
[00:21:14.340 --> 00:21:19.000]   there are some commentators that translated this passage.
[00:21:19.000 --> 00:21:21.920]   Again, so you can tell there's a little bit of a nuance
[00:21:21.920 --> 00:21:23.640]   in translating this verse.
[00:21:23.640 --> 00:21:25.160]   I mentioned that the A&SB says,
[00:21:25.160 --> 00:21:27.280]   hey, man, fulfill your duty.
[00:21:27.280 --> 00:21:30.720]   Another person says this woman has conjugal rights.
[00:21:30.720 --> 00:21:32.840]   And another guy who was translating this
[00:21:32.840 --> 00:21:35.720]   kind of on his own and writing his commentary said,
[00:21:35.720 --> 00:21:37.640]   the man should render to the woman
[00:21:37.640 --> 00:21:39.680]   the affection that is due to her.
[00:21:39.680 --> 00:21:42.580]   That's the way he translated it.
[00:21:42.580 --> 00:21:45.640]   Because in terms of fulfilling the duty,
[00:21:45.640 --> 00:21:47.920]   that's kind of how the Greek actually literally means.
[00:21:47.920 --> 00:21:49.520]   It's just rendering.
[00:21:49.520 --> 00:21:51.560]   And that duty is not just a sense of like,
[00:21:51.560 --> 00:21:55.820]   well, that was what was commanded me, bam, here it is.
[00:21:55.820 --> 00:21:58.300]   It's a responsibility.
[00:21:58.300 --> 00:22:01.040]   It's a privilege.
[00:22:01.040 --> 00:22:03.320]   And the thing about it is, I think,
[00:22:03.320 --> 00:22:05.560]   if you were to then look at this
[00:22:05.560 --> 00:22:10.520]   as that sexual intimacy should only take place
[00:22:10.520 --> 00:22:13.000]   in an exclusive relationship
[00:22:13.000 --> 00:22:14.920]   under these limited parameters,
[00:22:14.920 --> 00:22:19.900]   what we have there is something precious.
[00:22:19.900 --> 00:22:20.960]   It's something not common.
[00:22:20.960 --> 00:22:22.760]   It's something not to be practiced just outside.
[00:22:22.760 --> 00:22:24.220]   It's something that's not supposed to be
[00:22:24.220 --> 00:22:26.320]   just an everyday thing in the sense that,
[00:22:26.320 --> 00:22:30.000]   back then, it wasn't so uncommon
[00:22:30.000 --> 00:22:32.960]   for husbands to marry, divorce,
[00:22:32.960 --> 00:22:35.440]   and do that, let's say, 20 times.
[00:22:35.440 --> 00:22:36.920]   Back then, it wasn't so uncommon
[00:22:36.920 --> 00:22:39.400]   where individuals would have relationships
[00:22:39.400 --> 00:22:41.960]   with many different women or many different men.
[00:22:41.960 --> 00:22:44.800]   And so to have now a teaching that says,
[00:22:44.800 --> 00:22:48.280]   no, we wanna have that sexual intimacy be a precious thing
[00:22:48.280 --> 00:22:51.560]   under the specific requirements in an exclusive relationship,
[00:22:51.560 --> 00:22:54.640]   that's so much more than what they would experience
[00:22:54.640 --> 00:22:55.840]   back then.
[00:22:55.840 --> 00:22:57.280]   You see what I'm saying?
[00:22:57.280 --> 00:23:02.280]   So, number one, yes, it does sound highly practical.
[00:23:02.280 --> 00:23:03.920]   And the thing about it is this one passage
[00:23:03.920 --> 00:23:06.640]   does not give us the exhaustive teaching on marriage
[00:23:06.640 --> 00:23:08.100]   and why we get married.
[00:23:08.100 --> 00:23:10.680]   So, truthfully, this is a practical reason
[00:23:10.680 --> 00:23:12.440]   why you should get married,
[00:23:12.440 --> 00:23:14.720]   because you want to, you long to,
[00:23:14.720 --> 00:23:17.360]   have that kind of relationship and intimacy, right?
[00:23:17.360 --> 00:23:19.680]   But the fact of the matter is,
[00:23:19.680 --> 00:23:24.120]   this doesn't in any way diminish the preciousness,
[00:23:24.120 --> 00:23:26.840]   the kind of, the way that we, perhaps,
[00:23:26.840 --> 00:23:30.840]   view a marriage in our day, okay?
[00:23:30.840 --> 00:23:32.760]   Now, he talks a little bit about here
[00:23:32.760 --> 00:23:34.600]   under what circumstances can a couple
[00:23:34.600 --> 00:23:36.500]   refrain from sexual intimacy?
[00:23:36.500 --> 00:23:43.640]   Over there on that table with Mel, Michelle, Frannie?
[00:23:43.640 --> 00:23:48.480]   - Times of prayer.
[00:23:48.480 --> 00:23:50.160]   - Times of prayer.
[00:23:50.160 --> 00:23:52.680]   Especially trying to specifically focus
[00:23:52.680 --> 00:23:55.280]   on a spiritual aspect of growth
[00:23:55.280 --> 00:23:58.080]   or maybe in a unique circumstance.
[00:23:58.080 --> 00:24:00.040]   But he says, what's really interesting about that,
[00:24:00.040 --> 00:24:04.500]   he says, I'm gonna go back to my Bible.
[00:24:04.500 --> 00:24:08.520]   What's really interesting about that is he says,
[00:24:08.520 --> 00:24:10.480]   "Make sure you come back together again
[00:24:10.480 --> 00:24:12.520]   "so that Satan will not tempt you
[00:24:12.520 --> 00:24:16.560]   "because of your lack of self-control," right?
[00:24:16.560 --> 00:24:20.160]   Now, what's really interesting about this whole thing,
[00:24:20.160 --> 00:24:21.600]   this scenario, again, is,
[00:24:21.600 --> 00:24:26.320]   right now, I just tried to make a case for you,
[00:24:26.320 --> 00:24:28.800]   saying, like, hey, the practicality
[00:24:28.800 --> 00:24:30.960]   of Apostle Paul's reasoning to get married,
[00:24:30.960 --> 00:24:32.840]   it doesn't diminish, perhaps,
[00:24:32.840 --> 00:24:35.400]   the intimacy and romance of marriage.
[00:24:35.400 --> 00:24:38.220]   But there's a sense in which, realistically,
[00:24:38.220 --> 00:24:40.640]   there is a high practicality to this.
[00:24:40.640 --> 00:24:43.600]   And that highly practical reason is what?
[00:24:43.600 --> 00:24:45.760]   The reason why he would give this exhortation
[00:24:45.760 --> 00:24:49.240]   not to deprive each other is, table over there,
[00:24:49.240 --> 00:24:50.600]   with Andrea, Diane, and?
[00:24:50.600 --> 00:24:53.440]   (papers rustling)
[00:24:53.440 --> 00:25:05.760]   Okay, so that Satan will not have an opportunity to tempt.
[00:25:05.760 --> 00:25:09.140]   So, if you were to think about this,
[00:25:09.140 --> 00:25:12.560]   there's almost a sense that you gotta ask the question,
[00:25:12.560 --> 00:25:16.800]   you know, what does Apostle Paul care more about
[00:25:16.800 --> 00:25:18.400]   as he is addressing this issue?
[00:25:18.400 --> 00:25:21.200]   (coughing)
[00:25:21.200 --> 00:25:24.080]   Right, think about that as you look at this passage.
[00:25:24.080 --> 00:25:27.200]   He's trying to teach you that celibacy can be good,
[00:25:27.200 --> 00:25:29.680]   marriage is very good in the design of God,
[00:25:29.680 --> 00:25:31.600]   and that sexual intimacy should happen,
[00:25:31.600 --> 00:25:34.480]   this is the design of God, that sexual intimacy
[00:25:34.480 --> 00:25:36.160]   actually, exclusively, would happen
[00:25:36.160 --> 00:25:38.280]   in this marriage relationship.
[00:25:38.280 --> 00:25:39.720]   But what is he more concerned about
[00:25:39.720 --> 00:25:43.060]   as he's teaching on this topic of celibacy and marriage?
[00:25:43.780 --> 00:25:46.620]   (papers rustling)
[00:25:46.620 --> 00:25:49.260]   Anyone?
[00:25:49.260 --> 00:25:53.260]   Yes, that's okay.
[00:25:53.260 --> 00:25:54.580]   - The first five. - Five.
[00:25:54.580 --> 00:25:56.740]   - Stop depriving one another.
[00:25:56.740 --> 00:25:57.580]   - Yeah.
[00:25:57.580 --> 00:25:58.940]   - Instead of placing them separately,
[00:25:58.940 --> 00:26:02.300]   so that they can be part of each other.
[00:26:02.300 --> 00:26:04.620]   - Yeah, I think that's a great question.
[00:26:04.620 --> 00:26:08.060]   He's giving a command saying, stop depriving each other.
[00:26:08.060 --> 00:26:09.580]   And that's an excellent thing to do,
[00:26:09.580 --> 00:26:11.220]   is ask the question, what does that say
[00:26:11.220 --> 00:26:13.060]   about the people of the time?
[00:26:13.060 --> 00:26:15.820]   I think their word, it's funny because chapter six,
[00:26:15.820 --> 00:26:19.460]   he's rebuking these individuals
[00:26:19.460 --> 00:26:21.740]   for being sexually permissive,
[00:26:21.740 --> 00:26:23.740]   but then obviously there's other people,
[00:26:23.740 --> 00:26:26.220]   other people in the church who perhaps,
[00:26:26.220 --> 00:26:28.460]   maybe it was because they had a transition
[00:26:28.460 --> 00:26:30.500]   from their pagan ritualistic
[00:26:30.500 --> 00:26:33.520]   and highly sexualized worship services,
[00:26:33.520 --> 00:26:36.600]   to now how they were trying to apply purity in their lives,
[00:26:36.600 --> 00:26:38.100]   and they almost feel like,
[00:26:38.100 --> 00:26:40.600]   I can't physically touch my wife either.
[00:26:41.360 --> 00:26:45.040]   You can imagine people perhaps in that day and age,
[00:26:45.040 --> 00:26:46.800]   depriving each other that way,
[00:26:46.800 --> 00:26:51.680]   in a confused and misinformed thinking of,
[00:26:51.680 --> 00:26:54.760]   to be celibate is holier than marriage.
[00:26:54.760 --> 00:26:56.880]   To go above God's standards and essentially say,
[00:26:56.880 --> 00:27:01.300]   to do this, to have this restriction, is to be holier.
[00:27:01.300 --> 00:27:03.560]   Yeah, I think there are people like that.
[00:27:03.560 --> 00:27:04.400]   Good question.
[00:27:04.400 --> 00:27:06.540]   Over there, yeah.
[00:27:06.540 --> 00:27:08.000]   - I think he answered your question.
[00:27:08.000 --> 00:27:08.840]   - Mm-hmm.
[00:27:08.840 --> 00:27:10.160]   - He called me a poet.
[00:27:10.160 --> 00:27:12.040]   Whether you're celibate or married,
[00:27:12.040 --> 00:27:14.760]   the ultimate goal is to be a greater ministry.
[00:27:14.760 --> 00:27:15.600]   - Okay.
[00:27:15.600 --> 00:27:17.080]   - So if you're talking to marriage,
[00:27:17.080 --> 00:27:19.440]   let's say it has to do with why God is gentler than marriage,
[00:27:19.440 --> 00:27:22.720]   but perhaps in a sense that we turn the first book
[00:27:22.720 --> 00:27:25.280]   to the point on ministry, what are we doing?
[00:27:25.280 --> 00:27:26.680]   Things aren't good at home,
[00:27:26.680 --> 00:27:29.760]   it affects you, or it affects you to whoever it is.
[00:27:29.760 --> 00:27:32.880]   So I think perhaps maybe that's what he was doing,
[00:27:32.880 --> 00:27:34.320]   but I'm not sure that that's what he was doing.
[00:27:34.320 --> 00:27:36.040]   - Good, thank you.
[00:27:36.040 --> 00:27:37.200]   Absolutely.
[00:27:37.200 --> 00:27:38.840]   Yes, other points.
[00:27:38.840 --> 00:27:40.920]   - Just to add to that, Paul's really concerned
[00:27:40.920 --> 00:27:43.240]   about the integrity of their covenant,
[00:27:43.240 --> 00:27:44.680]   because the two are one.
[00:27:44.680 --> 00:27:45.520]   - Yeah.
[00:27:45.520 --> 00:27:47.520]   - This chapter was, we're one with Christ,
[00:27:47.520 --> 00:27:50.200]   therefore we can't have sex outside of marriage,
[00:27:50.200 --> 00:27:53.200]   because that defiles Christ in a sense, spiritually.
[00:27:53.200 --> 00:27:54.040]   - Mm-hmm.
[00:27:54.040 --> 00:27:58.000]   - So he transitions here to talk about men and women
[00:27:58.000 --> 00:28:00.000]   in the same respect, because in Paul's mind,
[00:28:00.000 --> 00:28:05.000]   the gospel is, marriage is a reflection of the gospel.
[00:28:05.000 --> 00:28:07.360]   That's why it's so important for marriage
[00:28:07.360 --> 00:28:10.560]   to the integrity of that covenant to stay strong.
[00:28:10.560 --> 00:28:13.720]   And one way, the chief way the enemy is gonna tear it apart
[00:28:13.720 --> 00:28:15.400]   is through unmarriage.
[00:28:15.400 --> 00:28:18.800]   Or when one or two in a couple,
[00:28:18.800 --> 00:28:22.400]   or if it's a couple are depriving each other of intimacy,
[00:28:22.400 --> 00:28:24.960]   that enables the enemy to rip them apart.
[00:28:24.960 --> 00:28:27.400]   There goes the reflection of the gospel.
[00:28:27.400 --> 00:28:31.360]   - Right, good, thank you.
[00:28:31.360 --> 00:28:33.340]   Great points, okay.
[00:28:33.340 --> 00:28:35.960]   So here now, absolutely,
[00:28:35.960 --> 00:28:39.660]   to go off of what Matthew is saying,
[00:28:39.660 --> 00:28:42.880]   there's a sense in which the Paul's Apostle Paul begins with
[00:28:42.880 --> 00:28:46.560]   to not touch a woman is good, and it can be very good.
[00:28:46.560 --> 00:28:49.480]   But celibacy is not good in the context of marriage,
[00:28:49.480 --> 00:28:51.820]   because that's not how God designed it.
[00:28:51.820 --> 00:28:54.120]   In marriage, you're supposed to have intimacy.
[00:28:54.120 --> 00:28:56.520]   In marriage, you're supposed to have an attitude
[00:28:56.520 --> 00:28:59.680]   of being willing to give the other person.
[00:28:59.680 --> 00:29:01.600]   In marriage, you're supposed to have the attitude of love
[00:29:01.600 --> 00:29:05.280]   in which you're really satisfying and rendering
[00:29:05.280 --> 00:29:08.000]   that affection that is due to the other spouse.
[00:29:08.000 --> 00:29:10.200]   And that all's supposed to happen
[00:29:10.200 --> 00:29:13.160]   because what Apostle Paul's really concerned about
[00:29:13.160 --> 00:29:15.600]   is a spiritual focus of every individual
[00:29:15.600 --> 00:29:16.640]   that he's talking to.
[00:29:16.640 --> 00:29:19.680]   Spiritual focus.
[00:29:19.680 --> 00:29:21.960]   If you're not functioning as you ought,
[00:29:21.960 --> 00:29:24.020]   if you're not functioning as God designed,
[00:29:24.020 --> 00:29:26.480]   if you're not also fulfilling
[00:29:26.480 --> 00:29:28.560]   what God has allotted you in your life,
[00:29:28.560 --> 00:29:30.920]   you're not gonna be able to focus.
[00:29:30.920 --> 00:29:32.680]   And so what Apostle Paul is saying is,
[00:29:32.680 --> 00:29:35.440]   look, I'm giving you these various precepts.
[00:29:35.440 --> 00:29:36.960]   I'm not giving you an incase statement,
[00:29:36.960 --> 00:29:38.280]   everybody needs to do this,
[00:29:38.280 --> 00:29:39.800]   but I'm giving you various precepts
[00:29:39.800 --> 00:29:42.240]   because according to your lot in life,
[00:29:42.240 --> 00:29:44.840]   you need to be faithful in order that
[00:29:44.840 --> 00:29:47.800]   you stay spiritually focused, okay?
[00:29:47.800 --> 00:29:51.360]   And so that's why in moving to verse,
[00:29:51.360 --> 00:29:54.560]   the next section, Paul's permissive command,
[00:29:54.560 --> 00:29:56.400]   try to do a little play on words here,
[00:29:56.400 --> 00:29:57.600]   I asked you the question,
[00:29:57.600 --> 00:29:59.720]   what is the difference between a concession
[00:29:59.720 --> 00:30:01.480]   and a command earlier?
[00:30:01.480 --> 00:30:03.680]   Do you guys have any comments about that?
[00:30:03.680 --> 00:30:06.720]   Anybody from the rest of the table that I can call on?
[00:30:06.720 --> 00:30:09.120]   I asked the question in your warm-up discussion,
[00:30:09.120 --> 00:30:12.020]   what's the difference between a concession and a command?
[00:30:12.020 --> 00:30:21.300]   And another important question to think about
[00:30:21.300 --> 00:30:22.900]   as you think about that one is,
[00:30:22.900 --> 00:30:25.960]   he said a lot already in the first six verses
[00:30:25.960 --> 00:30:27.240]   of chapter seven,
[00:30:27.240 --> 00:30:29.880]   what do you think he is specifically referring to?
[00:30:30.840 --> 00:30:33.960]   Everything, is celibacy a concession, not a command?
[00:30:33.960 --> 00:30:37.680]   Is marriage the concession or not a command?
[00:30:37.680 --> 00:30:40.240]   Don't deprive each other,
[00:30:40.240 --> 00:30:42.160]   is that the concession and the command?
[00:30:42.160 --> 00:30:54.200]   Okay, so think about that.
[00:30:54.200 --> 00:30:59.320]   Verse six, he kinda introduces what he's gonna say,
[00:30:59.320 --> 00:31:02.520]   he says, "I say by way of confession, not a command."
[00:31:02.520 --> 00:31:07.040]   And he says, "Yet, I wish that all men
[00:31:07.040 --> 00:31:10.880]   "were even as I myself am.
[00:31:10.880 --> 00:31:13.300]   "Each man has his own gift from God,
[00:31:13.300 --> 00:31:17.920]   "one in this manner, and another in that."
[00:31:17.920 --> 00:31:25.160]   Okay, so I read this verse because
[00:31:25.160 --> 00:31:28.320]   right now I feel like,
[00:31:28.320 --> 00:31:29.880]   if you just were to read that,
[00:31:29.880 --> 00:31:31.680]   there's a sense in which, gosh,
[00:31:31.680 --> 00:31:32.760]   it is a little confusing.
[00:31:32.760 --> 00:31:34.560]   What is Apostle Paul referring to when he says,
[00:31:34.560 --> 00:31:36.960]   "This is a concession and not a command?"
[00:31:36.960 --> 00:31:38.840]   And what is Apostle Paul referring to when he says,
[00:31:38.840 --> 00:31:40.840]   "I wish that all were as I am."
[00:31:40.840 --> 00:31:42.220]   Okay, yes.
[00:31:42.220 --> 00:31:47.480]   Okay.
[00:31:47.480 --> 00:31:54.640]   Yeah.
[00:31:54.640 --> 00:31:58.140]   [woman speaking off mic]
[00:31:58.140 --> 00:32:00.120]   Okay.
[00:32:00.120 --> 00:32:06.680]   Good.
[00:32:06.680 --> 00:32:11.240]   Okay.
[00:32:11.240 --> 00:32:19.400]   Right, okay.
[00:32:19.400 --> 00:32:22.280]   So, she's saying that the concession
[00:32:22.280 --> 00:32:24.520]   is not everything he's been talking about,
[00:32:24.520 --> 00:32:26.600]   it's just the immediate reference before,
[00:32:26.600 --> 00:32:31.000]   which is, if you decide by mutual agreement
[00:32:31.000 --> 00:32:33.840]   to deprive each other for a little bit,
[00:32:33.840 --> 00:32:36.200]   abstain so that you can focus,
[00:32:36.200 --> 00:32:37.720]   that is the concession.
[00:32:37.720 --> 00:32:38.920]   That's what I think.
[00:32:38.920 --> 00:32:40.840]   There are commentaries that'll say
[00:32:40.840 --> 00:32:43.200]   he's talking about something broader.
[00:32:43.200 --> 00:32:44.160]   I don't think so.
[00:32:44.160 --> 00:32:47.720]   I think Apostle Paul, he would be the first one,
[00:32:47.720 --> 00:32:49.240]   if you look at his other letters,
[00:32:49.240 --> 00:32:52.200]   and I'm gonna ask you in your discussion time
[00:32:52.200 --> 00:32:54.960]   to draw up other passages that teach the purpose
[00:32:54.960 --> 00:32:58.000]   and the environment of what godly marriage
[00:32:58.000 --> 00:32:59.400]   should look like.
[00:32:59.400 --> 00:33:01.560]   And so, knowing what Apostle Paul says about marriage,
[00:33:01.560 --> 00:33:05.460]   he is not going to say that marriage is the concession.
[00:33:05.460 --> 00:33:07.320]   Okay?
[00:33:07.320 --> 00:33:10.600]   Because it is by God's ordained plan
[00:33:10.600 --> 00:33:14.320]   that the union of marriage be something
[00:33:14.320 --> 00:33:17.840]   that is reflective of his character, of his gospel,
[00:33:17.840 --> 00:33:20.520]   and it speaks so much, volumes.
[00:33:20.520 --> 00:33:21.440]   And so, that being the case,
[00:33:21.440 --> 00:33:25.400]   Apostle Paul expects that the marriage relationship
[00:33:25.400 --> 00:33:27.840]   be characterized by intimacy.
[00:33:27.840 --> 00:33:30.440]   And he says, so that time away from each other,
[00:33:30.440 --> 00:33:31.280]   that's the concession.
[00:33:31.280 --> 00:33:32.680]   It is not a command.
[00:33:32.680 --> 00:33:33.940]   Okay?
[00:33:33.940 --> 00:33:36.440]   Now, he then contrasts that and says,
[00:33:36.440 --> 00:33:41.440]   yet, I wish that all men were even as I myself am.
[00:33:41.440 --> 00:33:44.200]   So, we're kind of drawing things
[00:33:44.200 --> 00:33:46.040]   to a little bit of a close here.
[00:33:46.040 --> 00:33:48.640]   And in thinking about this,
[00:33:48.640 --> 00:33:50.560]   I ask this question about what is the advice
[00:33:50.560 --> 00:33:52.160]   really in verse seven,
[00:33:52.160 --> 00:33:55.800]   and must all men follow his advice?
[00:33:55.800 --> 00:33:56.640]   Okay?
[00:33:56.640 --> 00:34:00.120]   In thinking about this, I wanna,
[00:34:00.120 --> 00:34:03.560]   well, actually, let me give you guys an opportunity
[00:34:03.560 --> 00:34:04.960]   to just answer the question.
[00:34:04.960 --> 00:34:07.480]   In verse seven, when he says,
[00:34:07.480 --> 00:34:10.600]   I wish that all men were even as I myself am,
[00:34:10.600 --> 00:34:14.640]   what do you think he's referring to?
[00:34:17.360 --> 00:34:21.560]   And what then would he desire that all men would be like?
[00:34:21.560 --> 00:34:25.520]   Yes?
[00:34:25.520 --> 00:34:30.520]   >> Is it the ability to be fully devoted to God?
[00:34:30.520 --> 00:34:31.920]   >> Well put.
[00:34:31.920 --> 00:34:36.320]   >> Whether in the context of celibacy or inheritance.
[00:34:36.320 --> 00:34:37.160]   >> Good.
[00:34:37.160 --> 00:34:40.240]   I actually really like the way you said that.
[00:34:40.240 --> 00:34:41.640]   Okay?
[00:34:41.640 --> 00:34:45.560]   She said, it's the ability to be fully devoted to God
[00:34:46.560 --> 00:34:47.760]   in either context.
[00:34:47.760 --> 00:34:50.080]   Yeah?
[00:34:50.080 --> 00:34:54.280]   Well, let me say this, yeah.
[00:34:54.280 --> 00:34:57.600]   >> I'd say we can go back to verse 32.
[00:34:57.600 --> 00:34:58.600]   >> Mm-hmm.
[00:34:58.600 --> 00:35:00.560]   Later on, he's gonna say a couple things that,
[00:35:00.560 --> 00:35:03.160]   and likewise, verse 32,
[00:35:03.160 --> 00:35:06.000]   but I want you to be free from concern.
[00:35:06.000 --> 00:35:07.280]   Yeah.
[00:35:07.280 --> 00:35:10.960]   So, excellent.
[00:35:10.960 --> 00:35:13.640]   So let's tie a couple things in together,
[00:35:13.640 --> 00:35:15.400]   'cause this is important, okay?
[00:35:16.240 --> 00:35:21.240]   There's a sense in which Apostle Paul, practically speaking,
[00:35:21.240 --> 00:35:25.760]   is gonna say practical wisdom, okay?
[00:35:25.760 --> 00:35:27.640]   So do you know what?
[00:35:27.640 --> 00:35:31.280]   For those of us who are completely engrossed
[00:35:31.280 --> 00:35:33.680]   in the relationship atmosphere,
[00:35:33.680 --> 00:35:36.840]   and perhaps we've bought into certain ways of thinking
[00:35:36.840 --> 00:35:38.560]   where it's like, everybody has to get married
[00:35:38.560 --> 00:35:39.400]   and I have to get married,
[00:35:39.400 --> 00:35:40.280]   or if you're already married,
[00:35:40.280 --> 00:35:42.080]   you're like, all my friends have to get married.
[00:35:42.080 --> 00:35:43.760]   And so there's some of us who are like,
[00:35:43.760 --> 00:35:45.960]   I am the matchmaker that God sent to you,
[00:35:45.960 --> 00:35:50.800]   so listen to me when I say this, you should go for her.
[00:35:50.800 --> 00:35:53.400]   Or when he asks you, just say yes.
[00:35:53.400 --> 00:35:56.560]   You feel like you need to get everybody married, okay?
[00:35:56.560 --> 00:35:58.840]   And I know some of us have good intentions in that,
[00:35:58.840 --> 00:36:01.660]   so don't feel like I'm just dogging you or whatever,
[00:36:01.660 --> 00:36:04.480]   but there are people who think like that.
[00:36:04.480 --> 00:36:05.880]   They look at somebody and it's always like,
[00:36:05.880 --> 00:36:07.000]   why aren't you married?
[00:36:07.000 --> 00:36:11.840]   Now, if you think about these scenarios,
