
[00:00:00.000 --> 00:00:05.000]   [ Silence ]
[00:17:21.800 --> 00:17:23.240]   is stronger, they may be more gifted,
[00:17:23.240 --> 00:17:25.600]   they may know the Bible more.
[00:17:25.600 --> 00:17:27.420]   Does that mean that the woman,
[00:17:27.420 --> 00:17:28.480]   if you're gonna be submissive,
[00:17:28.480 --> 00:17:29.680]   that you should never open your mouth,
[00:17:29.680 --> 00:17:30.880]   no head, no opinion?
[00:17:30.880 --> 00:17:33.740]   Absolutely not.
[00:17:33.740 --> 00:17:37.240]   It's talking about in our attitudes, right?
[00:17:37.240 --> 00:17:38.600]   And sometimes in the church too,
[00:17:38.600 --> 00:17:40.500]   there are people who are very gifted.
[00:17:40.500 --> 00:17:44.800]   It's talking about the church should reflect
[00:17:44.800 --> 00:17:47.680]   the order in the home that God has created, right?
[00:17:47.680 --> 00:17:49.640]   If you look in the Bible, Priscilla and Achilla,
[00:17:49.640 --> 00:17:51.980]   Priscilla is always mentioned first.
[00:17:51.980 --> 00:17:54.160]   And most scholars believe the reason why
[00:17:54.160 --> 00:17:57.680]   she's mentioned first is she was probably more prominent.
[00:17:57.680 --> 00:17:59.360]   She was probably the outspoken one,
[00:17:59.360 --> 00:18:02.100]   she was probably more the extroverted one,
[00:18:02.100 --> 00:18:04.180]   and so her name is mentioned first.
[00:18:04.180 --> 00:18:06.360]   In that culture, to have the woman mentioned first
[00:18:06.360 --> 00:18:09.800]   before the male was kind of like a,
[00:18:09.800 --> 00:18:11.660]   it was a no-no, right?
[00:18:11.660 --> 00:18:13.200]   So the fact that she's mentioned first,
[00:18:13.200 --> 00:18:14.960]   it kind of meant that she was probably
[00:18:14.960 --> 00:18:16.900]   more out in the front, right?
[00:18:16.900 --> 00:18:17.920]   But the husband is mentioned.
[00:18:17.920 --> 00:18:19.880]   So what does that specifically look like
[00:18:19.880 --> 00:18:23.560]   in a family, in a home, that really,
[00:18:23.560 --> 00:18:25.240]   if we start making a box and it's like,
[00:18:25.240 --> 00:18:26.560]   this is what submissiveness looks like
[00:18:26.560 --> 00:18:27.920]   and everybody needs to follow this,
[00:18:27.920 --> 00:18:29.400]   this is what leadership looks like,
[00:18:29.400 --> 00:18:31.760]   and typically a lot of men struggle with
[00:18:31.760 --> 00:18:34.160]   what it means to be a leader because they look at
[00:18:34.160 --> 00:18:36.060]   somebody like me up on the pulpit
[00:18:36.060 --> 00:18:39.140]   and leaders in the church, and unless you have
[00:18:39.140 --> 00:18:42.400]   that kind of personality, you can't lead, right?
[00:18:42.400 --> 00:18:44.560]   And so people try to become more like
[00:18:44.560 --> 00:18:47.920]   somebody up in the front, and more than not,
[00:18:47.920 --> 00:18:49.960]   their personality's not like that.
[00:18:49.960 --> 00:18:52.000]   So does that mean that God only wants
[00:18:52.000 --> 00:18:53.540]   leadership to look like that?
[00:18:53.540 --> 00:18:54.920]   Obviously not.
[00:18:54.920 --> 00:18:57.860]   You know, leadership, biblical idea of leadership
[00:18:57.860 --> 00:19:00.120]   is to sacrifice, right?
[00:19:00.120 --> 00:19:02.880]   That's the biblical view of leadership,
[00:19:02.880 --> 00:19:05.520]   is that you sacrifice for the benefit of your wife,
[00:19:05.520 --> 00:19:08.120]   and then your wife submits and honors the husband
[00:19:08.120 --> 00:19:10.120]   so that he can sacrifice.
[00:19:10.120 --> 00:19:11.580]   How that plays out in your home,
[00:19:11.580 --> 00:19:13.080]   how that plays out in the church,
[00:19:13.080 --> 00:19:15.000]   that's really up to the church, right?
[00:19:15.000 --> 00:19:17.360]   So I don't have this like cookie cutter model
[00:19:17.360 --> 00:19:18.960]   that every church needs to look like this
[00:19:18.960 --> 00:19:21.040]   and every house needs to look like that.
[00:19:21.040 --> 00:19:22.360]   It's just talking about principally,
[00:19:22.360 --> 00:19:24.680]   God wants what he designed in creation
[00:19:24.680 --> 00:19:27.520]   to be reflected in the home and in the church.
[00:19:27.520 --> 00:19:30.680]   And in God's wisdom, in my opinion,
[00:19:30.680 --> 00:19:32.480]   in my observation and experience,
[00:19:32.480 --> 00:19:35.240]   in God's wisdom, God created that way,
[00:19:35.240 --> 00:19:38.480]   and that's when there's most peace, you know,
[00:19:38.480 --> 00:19:41.920]   because that's what God intended to begin with, okay?
[00:19:41.920 --> 00:19:44.720]   Anything more specific than that, we can talk in person.
[00:19:44.720 --> 00:19:48.960]   Okay, this is a big question,
[00:19:48.960 --> 00:19:52.360]   and I'm just gonna answer it quickly
[00:19:52.360 --> 00:19:55.040]   just to tell you what it is,
[00:19:55.040 --> 00:19:56.460]   and then if you want to discuss more,
[00:19:56.460 --> 00:19:58.320]   we can discuss more, okay?
[00:19:58.320 --> 00:20:04.200]   Cessationism basically is that the sign gifts
[00:20:04.200 --> 00:20:06.440]   that was happening in the early church
[00:20:06.440 --> 00:20:10.760]   no longer exists and does not happen today,
[00:20:10.760 --> 00:20:13.480]   and it ended with the apostolic period.
[00:20:13.480 --> 00:20:17.600]   When the apostles died and the canon of scripture was ended,
[00:20:17.600 --> 00:20:20.160]   so everything is closed and it does not happen today,
[00:20:20.160 --> 00:20:22.400]   so all the charismatic stuff that is happening
[00:20:22.400 --> 00:20:25.960]   is just, it's not from God, maybe even demonic,
[00:20:26.900 --> 00:20:28.500]   and so that's what the cessationism is.
[00:20:28.500 --> 00:20:30.700]   So even within the cessationist camp,
[00:20:30.700 --> 00:20:33.500]   there are different degrees, right?
[00:20:33.500 --> 00:20:34.860]   And I'm not gonna go into all of that,
[00:20:34.860 --> 00:20:38.360]   but basically in a nutshell, that's what cessationism means.
[00:20:38.360 --> 00:20:42.260]   The charismatic, obviously, is where it's everything
[00:20:42.260 --> 00:20:43.420]   that happened in the New Testament,
[00:20:43.420 --> 00:20:46.600]   not only does happen, must happen today, right?
[00:20:46.600 --> 00:20:47.440]   Because why not?
[00:20:47.440 --> 00:20:48.980]   Because it happened in the early church.
[00:20:48.980 --> 00:20:50.180]   If we want to be like the early church,
[00:20:50.180 --> 00:20:51.440]   we have to practice these gifts.
[00:20:51.440 --> 00:20:52.980]   That's the charismatic.
[00:20:52.980 --> 00:20:57.540]   Open but cautious view basically is that,
[00:20:57.540 --> 00:20:59.900]   again, and there are different degrees of this too.
[00:20:59.900 --> 00:21:01.580]   There's people who are open but cautious,
[00:21:01.580 --> 00:21:04.420]   but they're more open than cautious, right?
[00:21:04.420 --> 00:21:05.900]   And then there's open but cautious
[00:21:05.900 --> 00:21:07.800]   where they're more cautious than open.
[00:21:07.800 --> 00:21:11.400]   My view is open but cautious,
[00:21:11.400 --> 00:21:14.500]   and the reason why I'm open but cautious is
[00:21:14.500 --> 00:21:16.660]   I don't see anything in the scripture
[00:21:16.660 --> 00:21:19.600]   that definitively says it cannot happen,
[00:21:19.600 --> 00:21:21.400]   and I know all the arguments for it.
[00:21:22.380 --> 00:21:26.980]   You know, the dangers of opening up,
[00:21:26.980 --> 00:21:28.780]   you know, new scripture being written,
[00:21:28.780 --> 00:21:30.420]   of the prophecies being wrong,
[00:21:30.420 --> 00:21:33.340]   the tongues not being gibberish,
[00:21:33.340 --> 00:21:35.820]   but the known language,
[00:21:35.820 --> 00:21:39.300]   the apostolic period has ended historically,
[00:21:39.300 --> 00:21:41.020]   you know, and all the chaos that's happening
[00:21:41.020 --> 00:21:42.020]   in the charismatic circle,
[00:21:42.020 --> 00:21:44.660]   all of those arguments I agree with.
[00:21:44.660 --> 00:21:46.240]   I got saved in a charismatic group.
[00:21:46.240 --> 00:21:48.360]   I was discipled in a charismatic group.
[00:21:48.360 --> 00:21:50.880]   I actually spoke in tongues for seven years,
[00:21:50.880 --> 00:21:53.360]   and then one day I just stopped, okay?
[00:21:53.360 --> 00:21:55.200]   And the reason why I stopped is because
[00:21:55.200 --> 00:21:57.560]   the scripture says where there's two or three
[00:21:57.560 --> 00:21:59.580]   to find an interpreter,
[00:21:59.580 --> 00:22:02.360]   and I tried for years to look for an interpreter,
[00:22:02.360 --> 00:22:04.120]   and I always found people who said
[00:22:04.120 --> 00:22:05.600]   that they knew somebody,
[00:22:05.600 --> 00:22:07.280]   or they prayed with an interpreter,
[00:22:07.280 --> 00:22:09.920]   and I prayed with hundreds of people who prayed in tongues,
[00:22:09.920 --> 00:22:12.480]   and I couldn't find a single person,
[00:22:12.480 --> 00:22:14.080]   and so as a result of that,
[00:22:14.080 --> 00:22:18.880]   I was no longer confident that this was tongues.
[00:22:18.880 --> 00:22:21.120]   I can still do it now, you know,
[00:22:21.120 --> 00:22:22.880]   but I stopped doing it because I lost the confidence.
[00:22:22.880 --> 00:22:24.840]   So if there's supposed to be an interpreter
[00:22:24.840 --> 00:22:26.500]   for every two or three,
[00:22:26.500 --> 00:22:31.000]   I should have found at least one out of hundreds,
[00:22:31.000 --> 00:22:32.000]   but the fact that I couldn't,
[00:22:32.000 --> 00:22:35.460]   and then I've gone to healing services,
[00:22:35.460 --> 00:22:38.280]   and I had people who called themselves prophets,
[00:22:38.280 --> 00:22:40.740]   you know, and so I've spent plenty of time in that group,
[00:22:40.740 --> 00:22:44.400]   so every argument against the charismatic movement
[00:22:44.400 --> 00:22:47.480]   of caution, I personally experienced that,
[00:22:47.480 --> 00:22:49.640]   and I agree with it, right?
[00:22:49.640 --> 00:22:52.920]   So the question is then why aren't you a cessationist?
[00:22:52.920 --> 00:22:55.080]   To be honest, if I told you I was a cessationist,
[00:22:55.080 --> 00:22:57.600]   my life would be much easier, you know,
[00:22:57.600 --> 00:22:59.840]   because there are people who won't come to our church
[00:22:59.840 --> 00:23:02.760]   just so I won't, 'cause I won't say it, you know,
[00:23:02.760 --> 00:23:04.720]   because if I never said it to you,
[00:23:04.720 --> 00:23:06.320]   you probably assume I'm a cessationist,
[00:23:06.320 --> 00:23:08.080]   just the way that the Bible is taught,
[00:23:08.080 --> 00:23:09.640]   the way we practice ministry,
[00:23:09.640 --> 00:23:12.920]   but the reason why I won't say it is,
[00:23:12.920 --> 00:23:15.080]   is for that very reason.
[00:23:15.080 --> 00:23:18.440]   It has to, I have to see it in scripture.
[00:23:18.440 --> 00:23:20.520]   Just because I didn't experience it,
[00:23:20.520 --> 00:23:21.680]   just because I don't see it,
[00:23:21.680 --> 00:23:23.560]   just because it didn't happen historically,
[00:23:23.560 --> 00:23:26.280]   for me to say God does not do this,
[00:23:26.280 --> 00:23:28.800]   I need to make sure that it's coming from scripture,
[00:23:28.800 --> 00:23:31.080]   not from opinion, not from experience,
[00:23:31.080 --> 00:23:34.040]   not from inference, right?
[00:23:34.040 --> 00:23:36.080]   The only clear passage in the scripture
[00:23:36.080 --> 00:23:38.920]   where it says it has ceased, that the cessationist used,
[00:23:38.920 --> 00:23:40.800]   is 1 Corinthians 10, 13, where it says,
[00:23:40.800 --> 00:23:43.600]   "When the perfect comes, the imperfect shall pass away,"
[00:23:43.600 --> 00:23:47.480]   and oftentimes that perfect is interpreted as the Bible.
[00:23:47.480 --> 00:23:49.360]   So when the Bible comes and it's ended,
[00:23:49.360 --> 00:23:52.280]   so there's no need for these gifts.
[00:23:52.280 --> 00:23:54.480]   No, almost no scholar believes that that word,
[00:23:54.480 --> 00:23:57.520]   teleos, or perfect, is in reference to the Bible.
[00:23:57.520 --> 00:23:59.440]   It's talking about the second coming of Christ,
[00:23:59.440 --> 00:24:02.320]   or the end, conclusion of our salvation, right?
[00:24:02.320 --> 00:24:04.320]   When it's taken into completion.
[00:24:04.320 --> 00:24:05.880]   So when you take that text out of the way,
[00:24:05.880 --> 00:24:07.400]   everything else is inference.
[00:24:07.400 --> 00:24:09.600]   Well, the way that the tongue's being used today,
[00:24:09.600 --> 00:24:10.480]   it sounds like gibberish,
[00:24:10.480 --> 00:24:12.400]   so therefore it's not normal language.
[00:24:12.400 --> 00:24:17.400]   The gifts were used in order to qualify the apostles,
[00:24:17.400 --> 00:24:20.360]   so therefore the apostles don't exist,
[00:24:20.360 --> 00:24:22.240]   so therefore we don't need the gifts.
[00:24:22.240 --> 00:24:25.440]   So these, they may be good arguments in inference,
[00:24:25.440 --> 00:24:28.720]   a secondary argument, but it's not the primary argument
[00:24:28.720 --> 00:24:31.520]   because there is no text that says it does not
[00:24:31.520 --> 00:24:33.240]   and it cannot happen, right?
[00:24:33.240 --> 00:24:36.400]   Does that mean that I'm open
[00:24:36.400 --> 00:24:38.400]   and I'm searching for these gifts?
[00:24:38.400 --> 00:24:43.240]   So open but cautious means I just can't say those words
[00:24:43.240 --> 00:24:45.720]   'cause if I'm gonna stand up in a pulpit and say,
[00:24:45.720 --> 00:24:47.600]   "This cannot happen, I need a passage,
[00:24:47.600 --> 00:24:50.240]   "I need a specific thing that's said
[00:24:50.240 --> 00:24:51.760]   "where I can be confident,"
[00:24:51.760 --> 00:24:54.560]   and I can't just come to a conclusion
[00:24:54.560 --> 00:24:58.400]   to exclude all, everything that's happening in the world
[00:24:58.400 --> 00:25:01.280]   that has ever happened and say, "That's not from God."
[00:25:01.280 --> 00:25:04.960]   I need something more authoritative than something inferred
[00:25:04.960 --> 00:25:07.680]   or because of danger, right?
[00:25:07.680 --> 00:25:09.560]   Now, if somebody said that they have prophecy
[00:25:09.560 --> 00:25:12.160]   and I've heard, again, John Piper, I've heard explained
[00:25:12.160 --> 00:25:15.480]   'cause he's a reformed charismatic
[00:25:15.480 --> 00:25:18.600]   and somebody asked him,
[00:25:18.600 --> 00:25:20.680]   "Well, people prophesy and they get it wrong,
[00:25:20.680 --> 00:25:22.000]   "so how do you explain that?"
[00:25:22.000 --> 00:25:23.360]   And he said, "Well, they're human beings,
[00:25:23.360 --> 00:25:28.100]   "so sometimes they interpret the impressions
[00:25:28.100 --> 00:25:29.760]   "that they're getting wrong."
[00:25:29.760 --> 00:25:32.520]   I was so disappointed with that answer
[00:25:32.520 --> 00:25:35.760]   because if you, in the Old Testament,
[00:25:35.760 --> 00:25:38.840]   if you prophesy and you got it wrong, they got stoned.
[00:25:38.840 --> 00:25:40.920]   There was no, it's like, "Let's get this right next time,"
[00:25:40.920 --> 00:25:42.640]   right, they got stoned.
[00:25:42.640 --> 00:25:46.160]   You can't say, "God said this," and then be wrong
[00:25:46.160 --> 00:25:48.280]   even 10% of the time.
[00:25:48.280 --> 00:25:51.600]   If I came up to the pulpit and I'm preaching
[00:25:51.600 --> 00:25:55.880]   and even 5% of the time I get it wrong,
[00:25:55.880 --> 00:25:57.720]   none of you will tolerate that
[00:25:57.720 --> 00:25:59.880]   and you shouldn't tolerate that
[00:25:59.880 --> 00:26:02.160]   because how do you trust the other 95%
[00:26:02.160 --> 00:26:04.200]   if I'm so loose with the other 5%?
[00:26:04.200 --> 00:26:06.160]   You have to make sure that it is scripture,
[00:26:06.160 --> 00:26:07.920]   it is authoritatively coming.
[00:26:07.920 --> 00:26:09.880]   So just simply dismissing it like that,
[00:26:09.880 --> 00:26:13.280]   it just kind of, you know, I don't think it's wise,
[00:26:13.280 --> 00:26:15.160]   it's not biblical, right?
[00:26:15.160 --> 00:26:17.440]   The kind of miracles that we see today,
[00:26:17.440 --> 00:26:19.560]   a lot of it is just kind of like somebody's leg
[00:26:19.560 --> 00:26:20.840]   that was crooked and it's fixed
[00:26:20.840 --> 00:26:22.320]   and then you ask them, "Did you know it was crooked?"
[00:26:22.320 --> 00:26:24.400]   He's like, "No," right?
[00:26:24.400 --> 00:26:26.240]   Or for some reason it feels better
[00:26:26.240 --> 00:26:28.840]   or they had back pain and it disappeared.
[00:26:28.840 --> 00:26:30.360]   So the kind of miracles that we,
[00:26:30.360 --> 00:26:32.960]   I'm not saying that it can't happen, it's not from God,
[00:26:32.960 --> 00:26:34.520]   but the miracles in the New Testament,
[00:26:34.520 --> 00:26:36.560]   even the non-Christians couldn't deny it.
[00:26:36.560 --> 00:26:39.620]   It was miraculous.
[00:26:39.620 --> 00:26:44.000]   So my question is, if you actually have that gift,
[00:26:44.000 --> 00:26:45.960]   why do you do it in private
[00:26:45.960 --> 00:26:49.720]   where only certain people can see that's contained?
[00:26:49.720 --> 00:26:51.720]   Why do you not do it the way the New Testament do it?
[00:26:51.720 --> 00:26:55.080]   Go into the public, go to Angel Stadium
[00:26:55.080 --> 00:26:58.640]   before the game starts, get the people to come down,
[00:26:58.640 --> 00:27:02.240]   heal somebody in a wheelchair and get them off
[00:27:02.240 --> 00:27:04.800]   and see what kind of evangelism breaks out.
[00:27:04.800 --> 00:27:06.540]   That's what I would do.
[00:27:06.540 --> 00:27:07.600]   I would cling to God.
[00:27:07.600 --> 00:27:09.680]   If this gift is something that I can have,
[00:27:09.680 --> 00:27:12.320]   and I did for five years, I beg God,
[00:27:12.320 --> 00:27:14.200]   if this is real, let me have it
[00:27:14.200 --> 00:27:17.600]   because I don't have to prepare sermons.
[00:27:17.600 --> 00:27:20.240]   (audience laughing)
[00:27:20.240 --> 00:27:22.680]   I would just heal people every day
[00:27:22.680 --> 00:27:24.980]   and then say, "Look," and then just show them the passage.
[00:27:24.980 --> 00:27:27.440]   Like that's all I want to do, right?
[00:27:27.440 --> 00:27:29.520]   So if these things are actually happening,
[00:27:29.520 --> 00:27:32.160]   why not do it in stadium?
[00:27:32.160 --> 00:27:34.520]   Why is it happening just in closed quarters?
[00:27:34.520 --> 00:27:35.480]   And then if it doesn't happen,
[00:27:35.480 --> 00:27:38.280]   it's always because you didn't have enough faith.
[00:27:38.280 --> 00:27:41.360]   It is not consistent with what I see in scripture, right?
[00:27:41.360 --> 00:27:43.720]   So when I say open but cautious,
[00:27:43.720 --> 00:27:47.600]   only reason I'm open is because I don't see in the scripture
[00:27:47.600 --> 00:27:50.640]   to be confident and say it cannot, does not happen.
[00:27:50.640 --> 00:27:53.800]   I'm not gonna speak with my authority.
[00:27:53.800 --> 00:27:56.600]   I have to speak with the Bible's authority.
[00:27:56.600 --> 00:27:59.440]   But what I have experienced in the charismatic community,
[00:28:00.600 --> 00:28:03.040]   the majority of that I can explain humanly.
[00:28:03.040 --> 00:28:06.600]   And that's why I'm open but cautious, okay?
[00:28:06.600 --> 00:28:10.320]   But I know I have plenty of friends who would say,
[00:28:10.320 --> 00:28:12.640]   "Well, then just say you're a cessation."
[00:28:12.640 --> 00:28:15.360]   I can't, it would go against my conscience.
[00:28:15.360 --> 00:28:22.280]   Okay, this person is not in this room, so.
[00:28:22.280 --> 00:28:23.840]   (audience laughing)
[00:28:23.840 --> 00:28:28.040]   But there's a, let me just give you a short version of this
[00:28:28.040 --> 00:28:29.640]   because there's some people who say
[00:28:29.640 --> 00:28:31.520]   King James is the only version.
[00:28:31.520 --> 00:28:35.840]   When I was studying through 1 John, I came upon this.
[00:28:35.840 --> 00:28:39.760]   The King James Version is based upon a manuscript
[00:28:39.760 --> 00:28:42.080]   called the Texas Receptus.
[00:28:42.080 --> 00:28:45.560]   And Texas Receptus, as far as we know it,
[00:28:45.560 --> 00:28:49.360]   is only about 800 years old because they found it around,
[00:28:49.360 --> 00:28:52.560]   or at least they date it around 1200 something, right?
[00:28:52.560 --> 00:28:58.720]   But we have the text that our NIV, NASB, and ESB
[00:28:58.920 --> 00:29:01.960]   is based on is a much older text.
[00:29:01.960 --> 00:29:05.040]   And so there's a lot of arguments going back and forth.
[00:29:05.040 --> 00:29:06.800]   So the King James only people,
[00:29:06.800 --> 00:29:08.640]   they say that there was a conspiracy
[00:29:08.640 --> 00:29:11.280]   to teach non-lordship salvation,
[00:29:11.280 --> 00:29:14.760]   or to teach works-based salvation,
[00:29:14.760 --> 00:29:17.280]   and it was basically a conspiracy by the devil
[00:29:17.280 --> 00:29:20.440]   introduced to the church so that the salvation by grace
[00:29:20.440 --> 00:29:22.640]   is being weeded out and the salvation by works
[00:29:22.640 --> 00:29:24.680]   is being worked in.
[00:29:24.680 --> 00:29:26.120]   So that's kind of like their base
[00:29:26.120 --> 00:29:28.320]   of why they're fighting so strongly against it
[00:29:28.320 --> 00:29:30.760]   because they think that King James is the only version
[00:29:30.760 --> 00:29:33.640]   that actually teaches salvation by grace alone,
[00:29:33.640 --> 00:29:35.120]   which is absolute nonsense.
[00:29:35.120 --> 00:29:38.880]   So if you study the history behind their conspiracy,
[00:29:38.880 --> 00:29:41.600]   which is primarily being propagated
[00:29:41.600 --> 00:29:44.960]   by the independent Baptist community,
[00:29:44.960 --> 00:29:47.760]   and if, again, I don't have time to go into the details,
[00:29:47.760 --> 00:29:49.840]   but the independent Baptist community
[00:29:49.840 --> 00:29:54.840]   look into their history, look into what they stand for,
[00:29:54.840 --> 00:29:57.120]   and look into how they practice,
[00:29:57.120 --> 00:30:00.480]   and you'll have a hard time taking it too seriously.
[00:30:00.480 --> 00:30:02.640]   I'm not saying the argument is not serious,
[00:30:02.640 --> 00:30:05.320]   but the conspiracy theory that's coming out of that group,
[00:30:05.320 --> 00:30:07.280]   there's a lot of other weird stuff
[00:30:07.280 --> 00:30:09.040]   that's coming out of that group as well.
[00:30:09.040 --> 00:30:10.920]   Okay, so I'm not gonna get too deep into that,
[00:30:10.920 --> 00:30:15.520]   but there's clear evidence that the Greek manuscript
[00:30:15.520 --> 00:30:19.560]   that we are using for ESV, NASV is much more reliable,
[00:30:19.560 --> 00:30:20.960]   and the evidence to me is clear.
[00:30:20.960 --> 00:30:25.360]   There's no, I would say majority of the scholars today agree
[00:30:25.360 --> 00:30:27.720]   that the manuscript that we're using today
[00:30:27.720 --> 00:30:30.080]   is the manuscript or closest to the manuscript
[00:30:30.080 --> 00:30:33.080]   they had in the early church, not the Texas Receptives.
[00:30:33.080 --> 00:30:38.280]   Okay, this is a very big question,
[00:30:38.280 --> 00:30:42.240]   and I've been getting this question quite a bit.
[00:30:42.240 --> 00:30:44.240]   How do you do discipleship?
[00:30:44.240 --> 00:30:45.760]   Some of you guys came from a background
[00:30:45.760 --> 00:30:49.960]   where discipleship was looked upon very one-dimensional,
[00:30:49.960 --> 00:30:52.020]   meaning that you had a leader and you had a follower,
[00:30:52.020 --> 00:30:53.720]   and the leader met with that person
[00:30:53.720 --> 00:30:55.440]   and discipled them one-on-one.
[00:30:55.440 --> 00:30:57.640]   That's how I learned discipleship when I was younger.
[00:30:57.640 --> 00:31:00.120]   I came through a group that was kind of like navigators
[00:31:00.120 --> 00:31:04.080]   and very, you know, and navigators, the Korean version.
[00:31:04.080 --> 00:31:06.840]   So you had the leader follow,
[00:31:06.840 --> 00:31:08.320]   but on top of that you had the Korean culture,
[00:31:08.320 --> 00:31:09.960]   so it's absolute authority,
[00:31:09.960 --> 00:31:11.800]   basically whoever's older than you, right?
[00:31:11.800 --> 00:31:14.420]   That's kind of like how I learned it.
[00:31:14.420 --> 00:31:16.680]   I had some issues with that
[00:31:16.680 --> 00:31:19.080]   because some of the things that they taught
[00:31:19.080 --> 00:31:21.680]   was kind of extreme, and they basically taught
[00:31:21.680 --> 00:31:22.920]   that if the leader tells you to do it,
[00:31:22.920 --> 00:31:24.000]   you just jump through the hoops,
[00:31:24.000 --> 00:31:26.680]   and even if they're wrong, God will honor that
[00:31:26.680 --> 00:31:28.040]   because you're submitting.
[00:31:28.040 --> 00:31:30.560]   Submitting to them means submitting to God, right?
[00:31:30.560 --> 00:31:32.880]   Now, I know majority of you, if not all of you,
[00:31:32.880 --> 00:31:34.940]   probably didn't experience that,
[00:31:34.940 --> 00:31:36.640]   but I came out of that and I didn't agree.
[00:31:36.640 --> 00:31:37.860]   The Bible doesn't teach that.
[00:31:37.860 --> 00:31:39.360]   The Bible clearly tells the elders,
[00:31:39.360 --> 00:31:42.280]   do not load it over their faith, right?
[00:31:42.280 --> 00:31:44.660]   And so I came out of that group,
[00:31:44.660 --> 00:31:47.120]   but that was my understanding of discipleship,
[00:31:47.120 --> 00:31:48.480]   leader, follower.
[00:31:48.480 --> 00:31:51.360]   So small group leader discipling the younger people,
[00:31:51.360 --> 00:31:52.320]   and then they get discipled,
[00:31:52.320 --> 00:31:54.800]   the disciple, and then the multiplication principle.
[00:31:54.800 --> 00:31:56.640]   One disciple, two, two disciple, four,
[00:31:56.640 --> 00:31:59.320]   four disciple, eight, and then instead of adding,
[00:31:59.320 --> 00:32:01.560]   we multiply, right?
[00:32:01.560 --> 00:32:04.000]   So the first, maybe about 10 years of ministry,
[00:32:04.000 --> 00:32:06.080]   that's what I did with the high school students
[00:32:06.080 --> 00:32:08.100]   up to the college and the young adults,
[00:32:08.100 --> 00:32:10.440]   but I started seeing a problem in that system
[00:32:10.440 --> 00:32:11.360]   in the local church.
[00:32:11.360 --> 00:32:14.880]   In the college campus, it works well
[00:32:14.880 --> 00:32:17.280]   because it starts with the freshmen,
[00:32:17.280 --> 00:32:18.640]   and by the time they get to seniors,
[00:32:18.640 --> 00:32:19.680]   and if they've been faithful,
[00:32:19.680 --> 00:32:21.040]   you have a small group of leaders,
[00:32:21.040 --> 00:32:24.120]   and then people who didn't fit into that fell out.
[00:32:24.120 --> 00:32:26.600]   And then if you came as a junior, sophomore,
[00:32:26.600 --> 00:32:29.480]   there was a clear hierarchy that was already in place
[00:32:29.480 --> 00:32:31.480]   in the college ministry, right?
[00:32:31.480 --> 00:32:33.720]   So Jim may or may not remember,
[00:32:33.720 --> 00:32:35.400]   but the problem that we had was,
[00:32:35.400 --> 00:32:37.760]   I discipled the younger guys to come up,
[00:32:37.760 --> 00:32:40.520]   and then we had a group of older people,
[00:32:40.520 --> 00:32:43.040]   Jim's age, that was in the group,
[00:32:43.040 --> 00:32:46.540]   and there was about a, maybe about seven year age gap.
[00:32:46.540 --> 00:32:49.080]   So these guys were in the church excited,
[00:32:49.080 --> 00:32:50.600]   but the older group, you know,
[00:32:50.600 --> 00:32:52.400]   they've never been discipled,
[00:32:52.400 --> 00:32:54.720]   and then so it created this hierarchy,
[00:32:54.720 --> 00:32:57.120]   like, so every time somebody came to the church,
[00:32:57.120 --> 00:32:59.400]   who's gonna disciple this person?
[00:32:59.400 --> 00:33:00.800]   So if you clearly had somebody
[00:33:00.800 --> 00:33:02.200]   who could fit under that system,
[00:33:02.200 --> 00:33:03.080]   it's like, yes, great.
[00:33:03.080 --> 00:33:04.480]   So if you're 19 years old,
[00:33:04.480 --> 00:33:06.720]   we have a 22 year old that can disciple you.
[00:33:06.720 --> 00:33:09.120]   But if you happen to come in and you're 35 years old,
[00:33:09.120 --> 00:33:10.040]   like at our church now,
[00:33:10.040 --> 00:33:12.880]   we have 50 year olds, 55 year olds coming in,
[00:33:12.880 --> 00:33:14.880]   who disciples them?
[00:33:14.880 --> 00:33:17.680]   You know, which system do they fit under, right?
[00:33:17.680 --> 00:33:19.600]   So the problem with the local church is,
[00:33:19.600 --> 00:33:23.080]   if the local church is filled, it's generational.
[00:33:23.080 --> 00:33:24.480]   You have older people coming to Christ,
[00:33:24.480 --> 00:33:25.640]   younger people coming to Christ.
[00:33:25.640 --> 00:33:28.160]   So that, like, leader follower model
[00:33:28.160 --> 00:33:31.120]   only works in a contained environment
[00:33:31.120 --> 00:33:33.320]   where you have clear hierarchy
[00:33:33.320 --> 00:33:35.800]   of who's older, who's younger, right?
[00:33:35.800 --> 00:33:38.360]   But when you have a system of 19 year olds
[00:33:38.360 --> 00:33:39.920]   to 60 some year olds,
[00:33:39.920 --> 00:33:42.760]   and then people are coming to faith from all backgrounds,
[00:33:42.760 --> 00:33:46.160]   who do they fall under for discipleship, right?
[00:33:46.160 --> 00:33:48.940]   So I'm not saying there's anything wrong with that,
[00:33:48.940 --> 00:33:51.480]   but it does not cover the discipleship of everybody.
[00:33:51.480 --> 00:33:52.920]   It doesn't fit everybody.
[00:33:52.920 --> 00:33:54.480]   And then you have the kind of discipleship
[00:33:54.480 --> 00:33:57.440]   where it's easy to disciple singles in that context,
[00:33:57.440 --> 00:33:59.680]   but once they get married, it's completely different
[00:33:59.680 --> 00:34:02.800]   'cause you have to disciple the home, right?
[00:34:02.800 --> 00:34:05.120]   And married couples 'cause they don't have
