
[00:00:00.000 --> 00:00:07.200]   All right.
[00:23:26.960 --> 00:23:28.840]   It is not the gospel of Christ.
[00:23:28.840 --> 00:23:33.560]   And we make fun of them and it's easy to identify because the kind of cars that they drive and
[00:23:33.560 --> 00:23:36.480]   the money that they make."
[00:23:36.480 --> 00:23:44.720]   But this temptation to see Christ simply as a means, not as the end goal, is a temptation
[00:23:44.720 --> 00:23:50.800]   that you and I all struggle with, every single one of us.
[00:23:50.800 --> 00:23:57.720]   Before we harp on these 5,000 people or 20,000 people, understand what Jesus is saying.
[00:23:57.720 --> 00:24:00.600]   Understand where they're coming from.
[00:24:00.600 --> 00:24:04.320]   You and I, most of us, have not really faced hunger.
[00:24:04.320 --> 00:24:09.240]   Some of you guys who came from, you know, maybe a war-torn country, maybe your parents
[00:24:09.240 --> 00:24:11.480]   or grandparents came from, maybe they understand.
[00:24:11.480 --> 00:24:15.880]   You and I who are, most of you are born and raised in the United States, I mean, you are
[00:24:15.880 --> 00:24:20.480]   hungry just because you forgot to eat.
[00:24:20.480 --> 00:24:26.840]   Or you're hungry because you ate too much before and you're trying to lose some weight.
[00:24:26.840 --> 00:24:32.040]   Or you're just hungry because you didn't have an opportunity because you were busy.
[00:24:32.040 --> 00:24:37.640]   But have you ever really been hungry because you had no access to food and you didn't know
[00:24:37.640 --> 00:24:41.960]   where the next meal was going to come from?
[00:24:41.960 --> 00:24:48.400]   Anybody who's raising children right now, at least that I know of, you know, our difficulties,
[00:24:48.400 --> 00:24:53.720]   you know, when our children are younger is how do we get them to eat this food?
[00:24:53.720 --> 00:24:55.800]   So we have to trick them, play games with them.
[00:24:55.800 --> 00:24:59.200]   The airplane's coming or your brother's going to eat it all.
[00:24:59.200 --> 00:25:03.320]   So the struggle that we have isn't necessarily hunger, it's how do we get this stuff into
[00:25:03.320 --> 00:25:04.320]   you?
[00:25:04.320 --> 00:25:09.640]   And a lot of these people who are following Christ was not in that situation.
[00:25:09.640 --> 00:25:10.640]   It was not in abundance.
[00:25:10.640 --> 00:25:14.720]   It wasn't because the bread that Jesus made was so delicious.
[00:25:14.720 --> 00:25:18.760]   You know, it wasn't simply because it was Italian bread that they've never had before
[00:25:18.760 --> 00:25:22.880]   and, you know, butter was so delicious, you know, because the Son of God made it so it
[00:25:22.880 --> 00:25:24.200]   must be the perfect bread.
[00:25:24.200 --> 00:25:28.880]   And, you know, instead of the, you know, the flat bread that they're used to eating that
[00:25:28.880 --> 00:25:33.920]   the Jewish community ate, this was actually very fluffy and delicious.
[00:25:33.920 --> 00:25:38.320]   Many of them was for their own sustenance.
[00:25:38.320 --> 00:25:44.840]   You know, when they came to hear Jesus and they were sitting there listening to Him and
[00:25:44.840 --> 00:25:48.400]   they said, "These people have nothing to eat."
[00:25:48.400 --> 00:25:53.280]   Some of them, I think, came to Christ, maybe forgot.
[00:25:53.280 --> 00:25:56.840]   But do you think that maybe many of them were there listening to Him because they didn't
[00:25:56.840 --> 00:25:58.400]   have access to food?
[00:25:58.400 --> 00:26:01.960]   I mean, think about it.
[00:26:01.960 --> 00:26:08.920]   How many of you parents would be so enamored with anything if your kids were hungry?
[00:26:08.920 --> 00:26:10.880]   I think many of them were actually hungry.
[00:26:10.880 --> 00:26:13.800]   Many of them were probably very poor.
[00:26:13.800 --> 00:26:20.060]   So understandable that they were chasing after Christ because that's where food is.
[00:26:20.060 --> 00:26:24.760]   So He's not talking about abundance and, you know, which store you're going to go to and
[00:26:24.760 --> 00:26:27.640]   Jesus happens to be the best of the stores.
[00:26:27.640 --> 00:26:32.800]   He's talking about eating and living and dying.
[00:26:32.800 --> 00:26:37.680]   So before we harp on these 5,000 people, understand the situation that they're in.
[00:26:37.680 --> 00:26:40.200]   Of course, if you're hungry, you're going to be looking for food.
[00:26:40.200 --> 00:26:44.320]   I mean, if you're really hungry, nothing matters.
[00:26:44.320 --> 00:26:49.120]   And so many of them in that context were coming to Christ because they need to eat, they need
[00:26:49.120 --> 00:26:53.000]   to feed their kids.
[00:26:53.000 --> 00:26:58.960]   So on the surface, what Jesus is saying seems very insensitive.
[00:26:58.960 --> 00:27:00.640]   You're coming to me not because you saw signs.
[00:27:00.640 --> 00:27:07.040]   You're not coming to me because you're coming to me because you want food.
[00:27:07.040 --> 00:27:11.520]   So understand the gravity of what Jesus is saying.
[00:27:11.520 --> 00:27:19.720]   He is saying that you're coming to me to eat food, but your faith is defective.
[00:27:19.720 --> 00:27:22.680]   And the text that we're looking at, it kind of shows.
[00:27:22.680 --> 00:27:24.920]   It says that they saw the sign, they were coming to Him.
[00:27:24.920 --> 00:27:28.080]   They wanted to force Jesus to be king.
[00:27:28.080 --> 00:27:30.080]   Force Him to be king.
[00:27:30.080 --> 00:27:35.680]   Now, that in and of itself is an oxymoron because a king is somebody that forces you
[00:27:35.680 --> 00:27:37.880]   to do things.
[00:27:37.880 --> 00:27:39.600]   You don't force somebody to be king.
[00:27:39.600 --> 00:27:43.960]   If you force somebody to be king, then you are the king.
[00:27:43.960 --> 00:27:46.960]   The king is the one that we submit to.
[00:27:46.960 --> 00:27:49.000]   But these people were so desperate.
[00:27:49.000 --> 00:27:51.440]   He has to be our king.
[00:27:51.440 --> 00:27:52.960]   Why does He have to be our king?
[00:27:52.960 --> 00:27:58.280]   Even if we have to force Him to be our king, why does He have to be my king?
[00:27:58.280 --> 00:28:02.400]   Because if He's my king, He's going to feed me.
[00:28:02.400 --> 00:28:06.300]   If He's my king, He's going to heal me.
[00:28:06.300 --> 00:28:11.460]   If He's my king, He's going to restore our nation to its pride.
[00:28:11.460 --> 00:28:14.240]   And I have to have that.
[00:28:14.240 --> 00:28:19.840]   And the only person that we can see in the horizon that can possibly give me this is
[00:28:19.840 --> 00:28:22.640]   Jesus.
[00:28:22.640 --> 00:28:26.520]   That's why they were trying to force Him to be king.
[00:28:26.520 --> 00:28:33.080]   You know, oftentimes we talk about lordship of Christ.
[00:28:33.080 --> 00:28:38.420]   You know, a lot of times I recognize this even in my own heart.
[00:28:38.420 --> 00:28:44.700]   Lordship of Christ, oftentimes in our lives, if we're not careful, is forcing Christ to
[00:28:44.700 --> 00:28:47.500]   do what we want.
[00:28:47.500 --> 00:28:52.340]   Maybe if we establish Him as king, He'll get me a good job.
[00:28:52.340 --> 00:28:58.140]   Maybe if we establish Him as our Lord, He'll keep me safe.
[00:28:58.140 --> 00:29:03.100]   Maybe if we establish Him as king, He's going to make this virus go away.
[00:29:03.100 --> 00:29:07.320]   Maybe if we worship Him, that our children are going to be healthy, that they're going
[00:29:07.320 --> 00:29:14.740]   to grow up to marry somebody godly, and they're going to have a great life.
[00:29:14.740 --> 00:29:20.620]   It may seem innocuous, but at the core of what Jesus is pointing out in their defective
[00:29:20.620 --> 00:29:25.980]   faith is no different than that.
[00:29:25.980 --> 00:29:29.020]   Because it is important to us.
[00:29:29.020 --> 00:29:30.100]   Because it is essential to us.
[00:29:30.100 --> 00:29:37.760]   For them, if they don't eat, they're going to starve to death.
[00:29:37.760 --> 00:29:40.360]   Who wouldn't want a king like that?
[00:29:40.360 --> 00:29:47.240]   And so, if we're not careful, every single one of us can be tempted to make Jesus the
[00:29:47.240 --> 00:29:50.680]   means to our goal.
[00:29:50.680 --> 00:29:55.360]   And we have to carefully examine ourselves as we are studying the I Am Statements.
[00:29:55.360 --> 00:29:59.000]   Is Jesus our destination?
[00:29:59.000 --> 00:30:04.820]   If Jesus is our destination, then this virus is also a means to get there.
[00:30:04.820 --> 00:30:11.560]   If Jesus is our destination, sometimes suffering is the means that God uses to get us there.
[00:30:11.560 --> 00:30:16.480]   But if Jesus is the means, then He's the means that we use to get to safety.
[00:30:16.480 --> 00:30:19.040]   He's the means that we use to get to feeding.
[00:30:19.040 --> 00:30:22.120]   He's the means that we use to get health.
[00:30:22.120 --> 00:30:29.240]   And that is at the core of the defect that Jesus is pointing out.
[00:30:29.240 --> 00:30:33.420]   The whole reason why He fed them, the whole reason why He healed them, the whole reason
[00:30:33.420 --> 00:30:39.080]   why He doesn't feed them, the whole reason why He doesn't heal them is to get them to
[00:30:39.080 --> 00:30:43.080]   see Christ as the I Am.
[00:30:43.080 --> 00:30:45.980]   He is.
[00:30:45.980 --> 00:30:56.680]   Is this virus causing us to come to Him and seeing Him as the ultimate treasure?
[00:30:56.680 --> 00:31:02.440]   Jesus says to them in verse 27, "Do not work for the food which perishes, but for the food
[00:31:02.440 --> 00:31:05.940]   which endures to eternal life.
[00:31:05.940 --> 00:31:10.600]   With the Son of Man, we'll give to you, for on Him the Father God has set His seal."
[00:31:10.600 --> 00:31:15.520]   So He's pointing out to them that you're seeking after this, but there's something more important
[00:31:15.520 --> 00:31:16.560]   than your food.
[00:31:16.560 --> 00:31:18.680]   There's something more important than your earthly life.
[00:31:18.680 --> 00:31:21.240]   It is your eternal life to seek these things.
[00:31:21.240 --> 00:31:26.920]   And then John 6, 28-29, they respond, "Therefore they said to Him, 'What shall we do so that
[00:31:26.920 --> 00:31:30.200]   we may work the works of God?'"
[00:31:30.200 --> 00:31:35.120]   If we want eternal life and temporal life, of course we want the eternal life.
[00:31:35.120 --> 00:31:37.280]   What do we need to do to get this food?
[00:31:37.280 --> 00:31:43.200]   "Jesus answered and said to them, 'This is the work of God, that you believe in Him whom
[00:31:43.200 --> 00:31:46.520]   He has sent.'"
[00:31:46.520 --> 00:31:50.920]   When you read that superficially, it's like, "Oh, easy.
[00:31:50.920 --> 00:31:53.680]   Okay, I believe."
[00:31:53.680 --> 00:32:00.040]   See, if He said, "Go read your Bible," I mean, they probably would have all run and done
[00:32:00.040 --> 00:32:01.040]   that.
[00:32:01.040 --> 00:32:06.520]   If He said, "Run around this lake 10 times," or if I run around this lake 10 times, even
[00:32:06.520 --> 00:32:11.960]   with small children strapped around them, that's going to lead to eternal life?
[00:32:11.960 --> 00:32:16.880]   They probably would have done it because they're talking about their life.
[00:32:16.880 --> 00:32:25.000]   But what Jesus tells them to do, they can't simply do on their own until God has opened
[00:32:25.000 --> 00:32:29.920]   their eyes.
[00:32:29.920 --> 00:32:32.680]   So they're asking Jesus, "Well, what can I do?"
[00:32:32.680 --> 00:32:39.760]   Really, the question behind that, the question behind legalism or workspace righteousness,
[00:32:39.760 --> 00:32:43.760]   why it's so offensive to God.
[00:32:43.760 --> 00:32:50.040]   Because workspace righteousness is basically bartering, bartering eternal life with what
[00:32:50.040 --> 00:32:52.440]   we can give.
[00:32:52.440 --> 00:32:54.040]   And again, let me give you an illustration.
[00:32:54.040 --> 00:32:59.320]   If you're a parent, and even if you're not a parent, I think you can understand this.
[00:32:59.320 --> 00:33:05.440]   If a child that you've raised all your life, right, they become an adult, get a full-time
[00:33:05.440 --> 00:33:10.920]   job, and all of a sudden, he wants to become independent, and he doesn't like you telling
[00:33:10.920 --> 00:33:13.440]   him what to do, or her, you know, "Don't tell me what to do.
[00:33:13.440 --> 00:33:15.760]   I'm an adult, and I have my own paycheck."
[00:33:15.760 --> 00:33:23.680]   And so he comes to you and says, "I'm making a lot of money now, you know, and I know you
[00:33:23.680 --> 00:33:24.800]   invested a lot of money.
[00:33:24.800 --> 00:33:32.280]   How much is it going to cost to be equal?
[00:33:32.280 --> 00:33:33.280]   You spent a lot of money.
[00:33:33.280 --> 00:33:39.160]   Let's say you spent $5,000 a year, you know, I live 20-some years of my life, and you calculated
[00:33:39.160 --> 00:33:40.160]   all that.
[00:33:40.160 --> 00:33:41.160]   How about if I give you $200,000?"
[00:33:41.160 --> 00:33:42.160]   Okay, don't be offended.
[00:33:42.160 --> 00:33:45.880]   Maybe $200,000 isn't enough.
[00:33:45.880 --> 00:33:48.040]   What about a million dollars?
[00:33:48.040 --> 00:33:55.280]   What if I gave you a million dollars, would that be enough to say, "Okay, we're equal"?
[00:33:55.280 --> 00:33:58.160]   Okay, okay, a million dollars, now you're offended.
[00:33:58.160 --> 00:34:00.040]   Clearly you're offended, right?
[00:34:00.040 --> 00:34:01.600]   How about $10 million?
[00:34:01.600 --> 00:34:04.840]   If I gave you $10 million, would it be equal?
[00:34:04.840 --> 00:34:12.480]   All the work that you put in to raise me, $10 million would be equal.
[00:34:12.480 --> 00:34:14.920]   Maybe the child is a billionaire.
[00:34:14.920 --> 00:34:18.800]   $10 million, all I mean to you is $10 million?
[00:34:18.800 --> 00:34:19.800]   How about a billion?
[00:34:19.800 --> 00:34:23.640]   How about if I give half of what I have?
[00:34:23.640 --> 00:34:28.880]   Would that pay for the labor that you put in?
[00:34:28.880 --> 00:34:35.960]   There is no amount that a child can say and barter with his parents with the sacrifice
[00:34:35.960 --> 00:34:41.040]   that the parent made to raise that child and say, "If you give me this amount," because
[00:34:41.040 --> 00:34:44.760]   it was never done because of money.
[00:34:44.760 --> 00:34:50.480]   There is no amount that you could pay to barter with God and say, "How much can I give to
[00:34:50.480 --> 00:34:51.480]   you?
[00:34:51.480 --> 00:34:55.760]   How hard can I work so that I can gain this eternal life?"
[00:34:55.760 --> 00:35:01.880]   God sent his only begotten son to take our place for our sins.
[00:35:01.880 --> 00:35:07.560]   So for any human being to come before God trying to barter with God and saying, "What
[00:35:07.560 --> 00:35:15.960]   do I have to do to get this eternal life?" is really asking the question, "How much is
[00:35:15.960 --> 00:35:20.200]   Jesus' sacrifice worth?
[00:35:20.200 --> 00:35:21.200]   What is it worth?
[00:35:21.200 --> 00:35:23.680]   What can I possibly give?"
[00:35:23.680 --> 00:35:30.080]   And that's why Jesus says the only way, only way that we can receive this if we humble
[00:35:30.080 --> 00:35:36.440]   ourselves and we recognize what God has done.
[00:35:36.440 --> 00:35:42.300]   And we come as beggars to the throne of His grace.
[00:35:42.300 --> 00:35:48.320]   And every single one of us, whether you lived righteous lives or unrighteous lives, whether
[00:35:48.320 --> 00:35:53.080]   you've been doing drugs all your life, or whether you were a good Sunday school child
[00:35:53.080 --> 00:35:59.120]   all your life, every single one of us comes before the throne of God humbled.
[00:35:59.120 --> 00:36:03.600]   This virus has humbled every single one of us.
[00:36:03.600 --> 00:36:06.160]   Every single one of us are vulnerable.
[00:36:06.160 --> 00:36:07.160]   Every single one of us.
[00:36:07.160 --> 00:36:15.480]   It is only a glimpse of the reality of the spiritual state that all mankind are under.
[00:36:15.480 --> 00:36:19.320]   So when we come before God, "What can I do?
[00:36:19.320 --> 00:36:23.000]   What can I do so that this virus doesn't affect me?"
[00:36:23.000 --> 00:36:27.440]   Well, if you protect yourself, wear glasses, and don't go out, and you can do all of
[00:36:27.440 --> 00:36:32.960]   this stuff, and it can minimize it, but you can do all of that stuff.
[00:36:32.960 --> 00:36:35.280]   Right now there is no cure.
[00:36:35.280 --> 00:36:41.120]   And there is no cure for our sins outside of Christ.
[00:36:41.120 --> 00:36:42.920]   And that's why He says, "You must believe."
[00:36:42.920 --> 00:36:44.640]   And He says it repeatedly over again.
[00:36:44.640 --> 00:36:46.160]   In verse 29, "You must believe."
[00:36:46.160 --> 00:36:47.760]   Verse 35, "You must believe."
[00:36:47.760 --> 00:36:49.960]   And verse 47, "You must believe."
[00:36:49.960 --> 00:36:54.520]   And verse 69, "Because they believed."
[00:36:54.520 --> 00:36:58.080]   Well, their response, I mean, they're dense.
[00:36:58.080 --> 00:36:59.080]   They're really dense.
[00:36:59.080 --> 00:37:02.840]   In verse 31, "Our fathers ate manna in the wilderness, and as it is written, 'He gave
[00:37:02.840 --> 00:37:04.640]   them bread out of heaven to eat.'"
[00:37:04.640 --> 00:37:08.640]   If you want us to believe you, what does He say?
[00:37:08.640 --> 00:37:09.640]   Give us some bread.
[00:37:09.640 --> 00:37:11.920]   It's almost comical.
[00:37:11.920 --> 00:37:12.920]   Right?
[00:37:13.080 --> 00:37:19.880]   Again, many of you are raising children who are very strong-willed, you know, and you
[00:37:19.880 --> 00:37:22.160]   know what I'm talking about, right?
[00:37:22.160 --> 00:37:26.960]   Once they get their mind set on something, I have a child in my house like that too.
[00:37:26.960 --> 00:37:30.200]   What's up?
[00:37:30.200 --> 00:37:33.800]   Once they get their mind on something, they just can't let go.
[00:37:33.800 --> 00:37:37.800]   I mean, these guys, I mean, they wanted food.
[00:37:37.800 --> 00:37:39.480]   Jesus says, "You must believe."
[00:37:39.480 --> 00:37:41.920]   And He said, "Well, if you want me to believe, give us some food."
[00:37:41.920 --> 00:37:47.520]   So the Jews believed that when the Messiah comes, He was going to recreate that miracle
[00:37:47.520 --> 00:37:48.520]   of the manna.
[00:37:48.520 --> 00:37:54.920]   You know, as God fed the Israelites in the desert, He said that the Messiah was going
[00:37:54.920 --> 00:37:56.560]   to come and He was going to perform that miracle.
[00:37:56.560 --> 00:38:02.600]   And He said, "If you really want us to believe and you're that manna from heaven, give us
[00:38:02.600 --> 00:38:03.600]   some bread."
[00:38:03.600 --> 00:38:04.600]   And it is in this.
[00:38:04.600 --> 00:38:08.480]   And can you imagine the frustration of Jesus when He says this to them?
[00:38:08.480 --> 00:38:12.920]   And if you don't read it in the context, you just kind of read it as like Jesus's glorious
[00:38:12.920 --> 00:38:14.520]   statement, "I am the bread of life."
[00:38:14.520 --> 00:38:20.760]   But if you read it in context of the conversation that He's having, my guess is, "I am the bread
[00:38:20.760 --> 00:38:21.760]   of life!"
[00:38:21.760 --> 00:38:22.760]   I'm guessing.
[00:38:22.760 --> 00:38:25.480]   I don't know what kind of personality He had.
[00:38:25.480 --> 00:38:30.240]   If He had my kind of personality, He probably would have been, "What have I been telling
[00:38:30.240 --> 00:38:31.240]   you?
[00:38:31.240 --> 00:38:35.960]   I mean, two and a half years, I've been telling you.
[00:38:35.960 --> 00:38:40.080]   Now it's just, I mean, I made it crystal clear.
[00:38:40.080 --> 00:38:42.440]   You're coming to me because you want bread.
[00:38:42.440 --> 00:38:43.440]   You don't know."
[00:38:43.440 --> 00:38:46.040]   Hey, all of that was to point to me.
[00:38:46.040 --> 00:38:48.840]   If you want eternal life, you have to come to me.
[00:38:48.840 --> 00:38:53.440]   Well, if you want us to believe in you, give us some bread.
[00:38:53.440 --> 00:38:56.000]   I am the bread of life.
[00:38:56.000 --> 00:38:58.960]   And He says this repeatedly over and over.
[00:38:58.960 --> 00:39:02.480]   Can you imagine the fourth or fifth time He had to say this?
[00:39:02.480 --> 00:39:05.760]   What kind of tone that He must have had?
[00:39:05.760 --> 00:39:08.080]   I know some people who are very patient.
[00:39:08.080 --> 00:39:10.280]   I'm not one of those people.
[00:39:10.280 --> 00:39:13.480]   Pastor Mark is a very patient man.
[00:39:13.480 --> 00:39:16.880]   Sometimes I'm amazed how patient he can be.
[00:39:16.880 --> 00:39:20.280]   But he has his limits.
[00:39:20.280 --> 00:39:24.760]   You push him to a point where he said, "Yes, yes, yes, yes."
[00:39:24.760 --> 00:39:33.760]   And I can tell when he's frustrated because he doesn't yell like normal people.
[00:39:33.760 --> 00:39:36.160]   You can see him quivering.
[00:39:36.160 --> 00:39:40.760]   And I know, it'll come out, "I am the bread of life."
[00:39:40.760 --> 00:39:43.400]   But I can see him quivering.
[00:39:43.400 --> 00:39:44.680]   Maybe Jesus was like that.
[00:39:44.680 --> 00:39:46.400]   He's a lot more controlled.
[00:39:46.400 --> 00:39:53.200]   My guess is, looking at what He did at the temple, right, that Jesus probably had some
[00:39:53.200 --> 00:39:55.200]   fire in Him too.
[00:39:55.200 --> 00:39:57.960]   You know, my guess is by the time He said it a fourth or fifth time, like, "You just
[00:39:57.960 --> 00:39:59.920]   don't get it.
[00:39:59.920 --> 00:40:05.240]   I am the bread of life which comes down from heaven."
[00:40:05.240 --> 00:40:09.800]   That's how I read it in context, in verse 35.
[00:40:09.800 --> 00:40:14.920]   All the hungering and the thirsting are simply symptoms.
[00:40:14.920 --> 00:40:22.520]   Jesus says, "He who comes to me will not hunger, and he who believes in me will never thirst."
[00:40:22.520 --> 00:40:32.840]   Suffering, ultimately our death, are all only symptoms of the real problem, our sins.
[00:40:32.840 --> 00:40:37.760]   Jesus is the only antibody who has not been affected by sin.
[00:40:37.760 --> 00:40:43.040]   It is only His blood that can cure our disease.
[00:40:43.040 --> 00:40:46.520]   Am I milking that?
[00:40:46.520 --> 00:40:47.520]   No.
[00:40:47.520 --> 00:40:48.520]   It's a perfect illustration.
[00:40:48.520 --> 00:40:49.520]   It's a perfect parallel.
[00:40:49.520 --> 00:40:52.680]   It's a perfect parallel.
[00:40:52.680 --> 00:40:56.960]   They accepted Him as prophet, but they could not accept Him as God in verse, chapter 6,
[00:40:56.960 --> 00:40:57.960]   41 to 42.
[00:40:57.960 --> 00:41:01.400]   "Therefore, the Jews were grumbling about Him because He said, 'I am the bread that
[00:41:01.400 --> 00:41:03.000]   came down out of heaven.'"
[00:41:03.000 --> 00:41:06.720]   They were saying, "Is not this Jesus, the son of Joseph, whose father and mother we
[00:41:06.720 --> 00:41:07.720]   know?
[00:41:07.720 --> 00:41:12.800]   How does He now say, 'I have come down out of heaven'?"
[00:41:12.800 --> 00:41:16.040]   You know, if you look at the account of the gospels, the very first place that Jesus is
[00:41:16.040 --> 00:41:20.240]   rejected is in Galilee, His hometown.
[00:41:20.240 --> 00:41:26.480]   We know His father, His brother, His mother, how can He be different than us?
[00:41:26.480 --> 00:41:29.920]   And Jesus says, "A prophet is not honored in his hometown," and that's exactly what's
[00:41:29.920 --> 00:41:30.920]   going on.
[00:41:30.920 --> 00:41:31.920]   We knew Him.
[00:41:31.920 --> 00:41:32.920]   He was too intimate.
[00:41:32.920 --> 00:41:36.880]   Now, all of us, we didn't see Jesus growing up.
[00:41:36.880 --> 00:41:40.200]   We don't know the intimate details of His childhood, so maybe it's easier for us to
[00:41:40.200 --> 00:41:42.680]   see Him as God.
[00:41:42.680 --> 00:41:49.560]   But the longer that we've been a Christian, the longer we've heard the gospel, the longer
[00:41:49.560 --> 00:41:55.220]   that we've been raised at church, it has the same effect on us.
[00:41:55.220 --> 00:42:03.360]   Even though we say He is God, even though we say He is I Am, when He becomes so familiar
[00:42:03.360 --> 00:42:11.120]   that He doesn't sound any different than one of us, then we no longer run to Him.
[00:42:11.120 --> 00:42:15.400]   In Romans 6, 48-51, He says again, "I am the bread of life.
[00:42:15.400 --> 00:42:20.080]   Your fathers ate the manna in the wilderness, and they died."
[00:42:20.080 --> 00:42:21.080]   Don't just read that over.
[00:42:21.080 --> 00:42:25.800]   He says, "You're looking for manna that your father ate, and you want to eat again.
[00:42:25.800 --> 00:42:29.300]   You're waiting for the manna to come down to sustain you and your children.
[00:42:29.300 --> 00:42:34.140]   But remember, at the end of all of that, they all died.
[00:42:34.140 --> 00:42:38.580]   And this is the bread which comes down out of heaven, so that one may eat of it and not
[00:42:38.580 --> 00:42:40.780]   die."
[00:42:40.780 --> 00:42:46.160]   So the bread that He's talking about and the bread that you want, the difference is death
[00:42:46.160 --> 00:42:47.160]   and life.
[00:42:47.160 --> 00:42:51.700]   It is not good bread versus better bread.
[00:42:51.700 --> 00:42:53.720]   He says it's life and death, 51.
[00:42:53.720 --> 00:42:57.600]   "I am the living bread that came down out of heaven.
[00:42:57.600 --> 00:43:00.380]   If anyone eats of this bread, he will live forever.
[00:43:00.380 --> 00:43:07.520]   And the bread also which I am, I will give for the life of the world is my flesh."
[00:43:07.520 --> 00:43:12.240]   Everything that He did was to bring them to this point.
[00:43:12.240 --> 00:43:21.080]   See, he who eats the bread of Christ, He says he will never die.
[00:43:21.080 --> 00:43:24.600]   Right now, the whole world is afraid of dying.
[00:43:24.600 --> 00:43:28.400]   And that's the fundamental difference between a Christian and a non-Christian.
[00:43:28.400 --> 00:43:35.400]   Because our death, our death has been purchased by the blood of Christ.
[00:43:35.400 --> 00:43:41.000]   He who eats of His flesh and drinks of His blood, He says shall never die.
[00:43:41.000 --> 00:43:45.520]   Not because He will protect us from the virus, not because we will have enough food to eat
[00:43:45.520 --> 00:43:51.440]   until we retire, but it says this eternal separation that causes this eternal death
[00:43:51.440 --> 00:43:56.900]   away from the author of life, He said you will never die.
[00:43:56.900 --> 00:44:01.040]   Jesus did not simply come to feed us.
[00:44:01.040 --> 00:44:04.440]   He didn't simply come to heal us.
[00:44:04.440 --> 00:44:07.800]   He didn't simply come to protect us.
[00:44:07.800 --> 00:44:12.040]   He came so that we may have life and have this life abundantly.
[00:44:12.040 --> 00:44:16.800]   And that's what He says in verse 40, "For this is the will of my Father."
[00:44:16.800 --> 00:44:19.620]   How many of us are wrestling right now?
[00:44:19.620 --> 00:44:22.160]   Is it God's will to date this person or not date this person?
[00:44:22.160 --> 00:44:24.240]   Is it God's will for me to go to this school or that school?
[00:44:24.240 --> 00:44:26.840]   Is it God's will for me to get this job or that job?
[00:44:26.840 --> 00:44:32.680]   Is it God's will for me to get this job, buy this house at this time?
[00:44:32.680 --> 00:44:42.800]   But He says clearly, "This is my Father's will, that we recognize Christ as I am.
[00:44:42.800 --> 00:44:48.560]   That everyone who beholds a son and believes in Him will have eternal life and I myself
[00:44:48.560 --> 00:44:52.320]   will raise Him up on the last day."
[00:44:52.320 --> 00:44:57.160]   Again in 52 to verse 53, He's talking to people who just will not get it.
[00:44:57.160 --> 00:45:04.880]   So after about four or five times saying like, "I am, I am, I am, I am," and He finally says
[00:45:04.880 --> 00:45:10.160]   to them, verse 52, "And the Jews began to argue with one another saying, 'How can this
[00:45:10.160 --> 00:45:12.600]   man give us his flesh to eat?'
[00:45:12.600 --> 00:45:16.720]   So that Jesus said to them, 'Truly I say to you, unless you eat of the flesh and the
[00:45:16.720 --> 00:45:21.600]   Son of Man and drink His blood, you have no life in yourselves.'"
[00:45:21.600 --> 00:45:26.240]   Now think how shocking that statement is to a Jew, to anybody.
[00:45:26.240 --> 00:45:31.160]   Even to us today, like eat His flesh, drink His blood?
[00:45:31.160 --> 00:45:35.080]   There is nothing more sacrilegious.
[00:45:35.080 --> 00:45:40.360]   There's nothing more sacrilegious to anybody, but in particular a Jew, because they weren't
[00:45:40.360 --> 00:45:44.920]   allowed to drink even the blood of the animals.
[00:45:44.920 --> 00:45:47.280]   Remember that when we started the book of Leviticus?
[00:45:47.280 --> 00:45:51.040]   If they came in contact with somebody who was dead, what happened?
[00:45:51.040 --> 00:45:52.040]   They would become unclean.
[00:45:52.040 --> 00:46:00.160]   And they would have to be quarantined for a length of time, just in case.
[00:46:00.160 --> 00:46:03.560]   But Jesus tells them, "Not only do you have to come draw near to me," He said, "you have
[00:46:03.560 --> 00:46:05.280]   to eat my flesh and drink my blood."
[00:46:05.280 --> 00:46:07.640]   And He never explains Himself.
[00:46:07.640 --> 00:46:14.640]   Again, if you read that out of context, it's like, "Wow, like who wouldn't turn away from
[00:46:14.640 --> 00:46:16.600]   Jesus?"
[00:46:16.600 --> 00:46:20.240]   He was talking to a group of people who was just hardened, and Jesus, they just would
[00:46:20.240 --> 00:46:24.280]   not believe, and they were committed to their unbelief.
[00:46:24.280 --> 00:46:27.520]   He doesn't even explain Himself to them.
[00:46:27.520 --> 00:46:32.800]   If you don't eat my flesh and drink my blood, you cannot have eternal life.
[00:46:32.800 --> 00:46:40.840]   And it is at that 66, as a result of these statements, many of them no longer follow
[00:46:40.840 --> 00:46:43.440]   Jesus.
[00:46:43.440 --> 00:46:48.640]   This is what caused them to turn, as a result of this.
[00:46:48.640 --> 00:46:55.560]   See, this, this that He's talking about, is the distinction between Christian and non-Christian,
[00:46:55.560 --> 00:46:59.880]   is the distinction between wheat and the tares, is the distinction between somebody who comes
[00:46:59.880 --> 00:47:05.160]   to church all of his life, declaring and worshiping and singing the same song, studying the same
[00:47:05.160 --> 00:47:11.680]   Bible, but only sees Jesus as a means to whatever goal that they have established in life, and
[00:47:11.680 --> 00:47:15.160]   their goal is no different than the world.
[00:47:15.160 --> 00:47:23.400]   It just, they just found that Jesus is the better means than just making money.
[00:47:23.400 --> 00:47:33.400]   This is what distinguishes between those who go to heaven and those who are judged in eternity.
[00:47:33.400 --> 00:47:38.700]   Because they would not receive Christ, they turned away.
