
[00:00:00.000 --> 00:00:05.000]   [BLANK_AUDIO]
[00:20:31.360 --> 00:20:33.320]   "every time your child asks why."
[00:20:33.320 --> 00:20:34.640]   Well, I want you to think about this.
[00:20:34.640 --> 00:20:37.440]   I've got some verses for you from scripture.
[00:20:37.440 --> 00:20:41.000]   In Exodus chapter 12, you guys recall,
[00:20:41.000 --> 00:20:44.760]   when God redeemed the nation of Israel out of Egypt,
[00:20:44.760 --> 00:20:47.600]   He established certain rituals.
[00:20:47.600 --> 00:20:49.440]   You know what's crazy about that is God,
[00:20:49.440 --> 00:20:52.160]   before He even pulled them out in chapter 12,
[00:20:52.160 --> 00:20:55.720]   He told them, "I want you, as soon as you get out,
[00:20:55.720 --> 00:20:58.080]   "to start practicing some of these."
[00:20:58.080 --> 00:20:59.520]   And when you do this, look what He says,
[00:20:59.520 --> 00:21:01.920]   "When you enter the land which the Lord will give you,
[00:21:01.920 --> 00:21:06.200]   "as He has promised, you shall observe this rite."
[00:21:06.200 --> 00:21:08.600]   Okay, "And when your children say to you,
[00:21:08.600 --> 00:21:10.880]   "what does this rite mean to you,
[00:21:10.880 --> 00:21:13.960]   "you shall say, it is a Passover sacrifice
[00:21:13.960 --> 00:21:16.080]   "to the Lord who passed over the houses
[00:21:16.080 --> 00:21:17.760]   "of the sons of Israel in Egypt,
[00:21:17.760 --> 00:21:21.560]   "when He smoked the Egyptians, but spared our homes."
[00:21:21.560 --> 00:21:25.240]   God spared me, and the people bowed low in worship.
[00:21:25.240 --> 00:21:27.880]   And then in Exodus chapter 13, He says,
[00:21:27.880 --> 00:21:30.560]   "You shall tell your son on that day, saying,
[00:21:30.560 --> 00:21:34.440]   "it is because of what the Lord did for me
[00:21:34.440 --> 00:21:36.000]   "when I came out of Egypt."
[00:21:36.000 --> 00:21:42.440]   Parents, husbands, wives, is your identity in Christ
[00:21:42.440 --> 00:21:45.840]   so clear you have the linkage and connection to say,
[00:21:45.840 --> 00:21:47.640]   this is why I come to worship?
[00:21:47.640 --> 00:21:52.560]   That's what I'm asking, right?
[00:21:52.560 --> 00:21:53.880]   And we might think, like, yeah,
[00:21:53.880 --> 00:21:55.720]   it's kind of awkward every time.
[00:21:55.720 --> 00:21:57.960]   In this passage, pretty much back then,
[00:21:57.960 --> 00:22:01.080]   the Father commanded us to ask, right?
[00:22:01.080 --> 00:22:03.440]   You would ask me why, I'd tell you, right?
[00:22:03.440 --> 00:22:06.480]   I mean, it was almost so formal and so ritualistic,
[00:22:06.480 --> 00:22:08.720]   but literally, the Father commanded the children,
[00:22:08.720 --> 00:22:11.080]   you ask me why, right now, when I do this whole thing
[00:22:11.080 --> 00:22:13.440]   with the staff and the sash and all that stuff,
[00:22:13.440 --> 00:22:15.200]   you ask me why.
[00:22:15.200 --> 00:22:17.560]   And the child's like, why?
[00:22:17.560 --> 00:22:19.000]   (audience laughing)
[00:22:19.000 --> 00:22:20.160]   And the Father answered.
[00:22:20.160 --> 00:22:23.480]   He goes, you know who I am?
[00:22:23.480 --> 00:22:28.480]   I was a slave, an absolute misnomer, but God loved me.
[00:22:28.480 --> 00:22:31.880]   So we go to worship, right?
[00:22:31.880 --> 00:22:33.080]   Those of you who don't have children,
[00:22:33.080 --> 00:22:36.280]   there's gonna come a time when your spouse is not up for it.
[00:22:36.280 --> 00:22:37.960]   I don't wanna go to church today.
[00:22:37.960 --> 00:22:39.600]   I'm pretty sure it never happens here,
[00:22:39.600 --> 00:22:41.920]   but you know, sometimes, you know,
[00:22:41.920 --> 00:22:44.200]   we all have moments where we're like, oh gosh.
[00:22:44.200 --> 00:22:46.800]   And we have our excuse of good reasons.
[00:22:46.800 --> 00:22:50.200]   Too tired, not feeling it.
[00:22:50.200 --> 00:22:51.360]   I don't know, sometimes I try,
[00:22:51.360 --> 00:22:53.200]   don't feel the reciprocation.
[00:22:53.200 --> 00:22:56.440]   We have plenty of excuses and reasons why we don't wanna go.
[00:22:56.440 --> 00:23:00.000]   But is your reasons clear?
[00:23:00.000 --> 00:23:02.040]   So that even if your spouse, the one you love,
[00:23:02.040 --> 00:23:03.720]   is not down for it, they say, you know what,
[00:23:03.720 --> 00:23:06.480]   tonight I'm gonna just stay home and watch the baby.
[00:23:06.480 --> 00:23:08.520]   Are you prepared and your linkage so clear
[00:23:08.520 --> 00:23:11.520]   you can describe, remember, this is what we do.
[00:23:11.520 --> 00:23:13.360]   Right?
[00:23:13.360 --> 00:23:16.480]   So I ask you, is the chain clear?
[00:23:16.480 --> 00:23:18.920]   To say that you have an amazing, solid,
[00:23:18.920 --> 00:23:21.520]   waiting anchor is Christ is great.
[00:23:21.520 --> 00:23:26.760]   But would you ever use that if you had no chain?
[00:23:26.760 --> 00:23:28.360]   If you had no tie?
[00:23:28.360 --> 00:23:30.320]   That would be your first tie.
[00:23:30.320 --> 00:23:32.000]   Moving on to the second one.
[00:23:32.000 --> 00:23:36.120]   We know that our clear identity will build a priority.
[00:23:36.120 --> 00:23:39.920]   So our identity, it builds to your priority.
[00:23:39.920 --> 00:23:40.760]   Okay?
[00:23:40.760 --> 00:23:42.080]   When your identity is clear,
[00:23:42.080 --> 00:23:44.960]   it starts establishing the priorities of your life.
[00:23:44.960 --> 00:23:48.640]   So I say in the second link,
[00:23:48.640 --> 00:23:53.640]   a Christ-anchored family has a priority tied to Christ.
[00:23:53.640 --> 00:23:55.640]   Okay?
[00:23:55.640 --> 00:23:59.560]   They have a system of sorting their time.
[00:23:59.560 --> 00:24:02.280]   They have a system of sorting their agenda,
[00:24:02.280 --> 00:24:05.360]   and they can sort it by importance and value.
[00:24:05.360 --> 00:24:06.920]   Basically, if you're on an Excel sheet,
[00:24:06.920 --> 00:24:09.880]   you know how there's a little triangle and it filters?
[00:24:09.880 --> 00:24:12.400]   Is that for your whole family life?
[00:24:12.400 --> 00:24:16.840]   And I'm gonna ask you some important assessment questions
[00:24:16.840 --> 00:24:19.320]   for your family right now.
[00:24:19.320 --> 00:24:22.520]   What is dictating the top agenda for your family?
[00:24:22.520 --> 00:24:29.160]   Okay, what is dictating the agenda for your family time?
[00:24:29.160 --> 00:24:31.760]   What is dictating the use of your energy?
[00:24:31.760 --> 00:24:35.120]   Where does most of your energy go?
[00:24:35.120 --> 00:24:36.400]   Okay?
[00:24:36.400 --> 00:24:38.400]   What is filling your family schedule?
[00:24:38.400 --> 00:24:42.080]   What do you have to constantly work around?
[00:24:42.080 --> 00:24:44.440]   What are some things that go on your family schedule
[00:24:44.440 --> 00:24:45.960]   that everything else has to work around?
[00:24:45.960 --> 00:24:47.040]   It's like, oh, we can't do it
[00:24:47.040 --> 00:24:48.680]   because we got that in there.
[00:24:48.680 --> 00:24:51.080]   Some of you are like that.
[00:24:51.080 --> 00:24:52.960]   I'm not saying you're bad, wicked people.
[00:24:52.960 --> 00:24:56.600]   I'm just saying everybody operates on a certain function,
[00:24:56.600 --> 00:24:58.680]   and some families are a little bit more structured,
[00:24:58.680 --> 00:25:00.240]   so they already have a family schedule,
[00:25:00.240 --> 00:25:02.800]   they have a family calendar, everybody puts it in,
[00:25:02.800 --> 00:25:05.520]   it's all synced on everyone's device, right?
[00:25:05.520 --> 00:25:08.680]   If that's you, great!
[00:25:08.680 --> 00:25:11.560]   This evaluation would be really, really fast for you.
[00:25:11.560 --> 00:25:16.520]   What are the schedule items that go in there first
[00:25:16.520 --> 00:25:18.960]   and you can't move because it's so important to you?
[00:25:18.960 --> 00:25:21.320]   And everything else in life has to work around that
[00:25:21.320 --> 00:25:22.880]   on your schedule.
[00:25:22.880 --> 00:25:25.080]   That is an important thing to ask, isn't it?
[00:25:25.080 --> 00:25:27.160]   It is.
[00:25:27.160 --> 00:25:28.440]   It's a very important thing to ask.
[00:25:28.440 --> 00:25:32.760]   It asks the question of what comes first.
[00:25:32.760 --> 00:25:35.200]   Remember that for our families,
[00:25:35.200 --> 00:25:37.040]   it is the same truth that is taught
[00:25:37.040 --> 00:25:39.200]   to each disciple of Christ.
[00:25:39.200 --> 00:25:43.360]   The scripture says, "Seek ye first the kingdom."
[00:25:43.360 --> 00:25:45.880]   When Christ said the word first,
[00:25:45.880 --> 00:25:49.800]   he's teaching priority, right?
[00:25:49.800 --> 00:25:53.640]   That is an ordering of your life
[00:25:53.640 --> 00:25:57.560]   based on what is most valuable and most weighty.
[00:25:58.560 --> 00:26:01.720]   "Seek first his kingdom and his righteousness
[00:26:01.720 --> 00:26:04.640]   "and all these things will be added to you."
[00:26:04.640 --> 00:26:07.360]   Here's an interesting thing.
[00:26:07.360 --> 00:26:09.520]   If you turn to 1 Kings 3,
[00:26:09.520 --> 00:26:12.840]   there is a real life example of this in King Solomon.
[00:26:12.840 --> 00:26:16.600]   There is a real life example of this.
[00:26:16.600 --> 00:26:19.120]   1 Kings 3, verse 11 through 13.
[00:26:19.120 --> 00:26:23.560]   God said to him, that is Solomon,
[00:26:23.560 --> 00:26:26.320]   "Because you have asked this thing,"
[00:26:26.320 --> 00:26:28.200]   if you remember the thing,
[00:26:28.200 --> 00:26:31.240]   is King Solomon asked for wisdom.
[00:26:31.240 --> 00:26:32.800]   He asked for wisdom,
[00:26:32.800 --> 00:26:35.240]   "the rule I govern over the people."
[00:26:35.240 --> 00:26:38.200]   He says, "Ye have not asked for yourself long life,
[00:26:38.200 --> 00:26:40.360]   "nor have you asked riches for yourself,
[00:26:40.360 --> 00:26:42.840]   "nor have you asked for the life of your enemies,
[00:26:42.840 --> 00:26:44.760]   "but have asked for yourself discernment
[00:26:44.760 --> 00:26:47.040]   "to understand justice.
[00:26:47.040 --> 00:26:49.120]   "Behold, I have done according to your words,
[00:26:49.120 --> 00:26:52.480]   "and behold, I have given you a wise and discerning heart
[00:26:52.480 --> 00:26:55.200]   "so that there have been no one like you before you,
[00:26:55.200 --> 00:26:57.560]   "nor shall one like you arise after you.
[00:26:57.560 --> 00:27:00.440]   "I have also given you what you have not asked,
[00:27:00.440 --> 00:27:01.680]   "both riches and honor,
[00:27:01.680 --> 00:27:05.200]   "so that there will not be any among the kings like you
[00:27:05.200 --> 00:27:08.000]   "all your days."
[00:27:08.000 --> 00:27:10.600]   Jesus said, "Seek his righteousness first."
[00:27:10.600 --> 00:27:14.960]   In this period of time, King Solomon searched
[00:27:14.960 --> 00:27:17.280]   for that which is more weighty in God's eyes.
[00:27:17.280 --> 00:27:22.520]   I want you guys to think about that for your family.
[00:27:22.520 --> 00:27:26.800]   Has there been consideration and question and evaluation?
[00:27:26.800 --> 00:27:29.760]   Where has our first agenda,
[00:27:29.760 --> 00:27:32.320]   first top tier energy,
[00:27:32.320 --> 00:27:35.160]   first considerations gone?
[00:27:35.160 --> 00:27:36.920]   Has it been to pack our schedule
[00:27:36.920 --> 00:27:39.000]   with every single experience in life?
[00:27:39.000 --> 00:27:41.280]   We gotta make sure to go visit every single monument
[00:27:41.280 --> 00:27:44.200]   in the US, and every single monument in South America,
[00:27:44.200 --> 00:27:45.880]   and every single experience that I've had,
[00:27:45.880 --> 00:27:47.440]   anybody can experience in this life,
[00:27:47.440 --> 00:27:49.600]   I want my kids to have.
[00:27:49.600 --> 00:27:51.040]   I want my family to have.
[00:27:51.040 --> 00:27:52.800]   We gotta do this.
[00:27:52.800 --> 00:27:54.560]   Has that been the case?
[00:27:54.560 --> 00:27:56.920]   Now remember, we're talking priority here.
[00:27:56.920 --> 00:28:00.160]   If some of you are into traveling, that's fine.
[00:28:00.160 --> 00:28:04.120]   But has that been the determining factor
[00:28:04.120 --> 00:28:06.160]   of your schedule for the next two years?
[00:28:06.160 --> 00:28:08.720]   Right?
[00:28:08.720 --> 00:28:11.480]   There are individuals so dedicated to entertainment,
[00:28:11.480 --> 00:28:13.240]   they've literally scheduled themselves
[00:28:13.240 --> 00:28:16.600]   of how to be entertained for the next three seasons.
[00:28:16.600 --> 00:28:17.840]   I'm gonna watch this episode,
[00:28:17.840 --> 00:28:19.000]   I'm gonna watch that episode,
[00:28:19.000 --> 00:28:20.560]   and they've scheduled it in.
[00:28:20.560 --> 00:28:25.440]   Now, if that's you, there has to be this question.
[00:28:25.440 --> 00:28:30.280]   Has this more scheduled in my spiritual life?
[00:28:30.280 --> 00:28:33.760]   Am I constantly, every time I smile,
[00:28:33.760 --> 00:28:36.680]   saying, "Oh, I can't even fit in my quiet time.
[00:28:36.680 --> 00:28:38.320]   "I can't fit in family worship.
[00:28:38.320 --> 00:28:40.320]   "I know I should talk to my wife
[00:28:40.320 --> 00:28:41.760]   "about where I am spiritually."
[00:28:41.760 --> 00:28:43.080]   It just can't seem to fit in.
[00:28:43.080 --> 00:28:45.840]   And yet you've got the next four seasons scheduled.
[00:28:47.520 --> 00:28:50.160]   That's, you've gotta really assess that.
[00:28:50.160 --> 00:28:53.440]   So as we think about this,
[00:28:53.440 --> 00:28:55.960]   I wanna give you a little example here.
[00:28:55.960 --> 00:28:56.800]   Have you guys seen,
[00:28:56.800 --> 00:28:59.040]   there's a YouTube series called Worth It?
[00:28:59.040 --> 00:29:01.920]   You guys know what I'm talking about?
[00:29:01.920 --> 00:29:03.280]   For those of you who are foodies,
[00:29:03.280 --> 00:29:05.560]   it's like your dream job ever.
[00:29:05.560 --> 00:29:06.400]   (laughs)
[00:29:06.400 --> 00:29:07.640]   It's like your fantasy dream.
[00:29:07.640 --> 00:29:10.160]   Basically what it is, you have these two young guys,
[00:29:10.160 --> 00:29:12.000]   they say, "Okay, we're gonna see what's worth it.
[00:29:12.000 --> 00:29:15.300]   "We're gonna go in and try three types of tacos.
[00:29:15.300 --> 00:29:18.100]   "One taco's $2, but it's amazing.
[00:29:18.100 --> 00:29:21.140]   "One taco's $12, and it's on the next year,
[00:29:21.140 --> 00:29:23.140]   "and there's a $100 taco."
[00:29:23.140 --> 00:29:26.480]   And basically what these guys do is they go and eat it.
[00:29:26.480 --> 00:29:28.860]   Now the reason why I find it just awesome
[00:29:28.860 --> 00:29:30.900]   is 'cause people love food.
[00:29:30.900 --> 00:29:32.980]   It's like, "I wish I had your job, man."
[00:29:32.980 --> 00:29:35.660]   'Cause they just sit there and they slobber away.
[00:29:35.660 --> 00:29:36.500]   They're like, "Mm."
[00:29:36.500 --> 00:29:40.100]   But what's really cool about it is they start talking,
[00:29:40.100 --> 00:29:43.780]   it's like, "Man, it's $2 for an amazing taco,
[00:29:43.780 --> 00:29:47.100]   "but it's the greatest and the most expensive, the best?"
[00:29:47.100 --> 00:29:50.220]   And they're like, "Ooh, how do we decide?
[00:29:50.220 --> 00:29:52.180]   "Why do I bring this silly example up?"
[00:29:52.180 --> 00:29:56.820]   When people talk about Orange County Christianity
[00:29:56.820 --> 00:30:01.260]   and how difficult it is, well, obviously,
[00:30:01.260 --> 00:30:03.820]   it's not difficult as in it's like strenuous
[00:30:03.820 --> 00:30:05.500]   and suffering, right?
[00:30:05.500 --> 00:30:07.060]   I believe the difficulty comes
[00:30:07.060 --> 00:30:10.700]   because you have way too many options.
[00:30:10.700 --> 00:30:13.260]   And with the many options that you have,
[00:30:13.260 --> 00:30:15.300]   you want it all, right?
[00:30:15.300 --> 00:30:19.740]   I'm just kind of grossly summarizing
[00:30:19.740 --> 00:30:22.060]   Orange County Christianity and its difficulty.
[00:30:22.060 --> 00:30:24.220]   But essentially, you have so many options
[00:30:24.220 --> 00:30:25.380]   and you want all of them.
[00:30:25.380 --> 00:30:28.140]   You want a manageable home, you want a manageable church,
[00:30:28.140 --> 00:30:29.420]   you want a manageable work schedule
[00:30:29.420 --> 00:30:31.020]   with a manageable family life.
[00:30:31.020 --> 00:30:33.240]   And if you can have all of it,
[00:30:33.240 --> 00:30:35.580]   that's your Orange County dream.
[00:30:35.580 --> 00:30:36.700]   Yeah.
[00:30:36.700 --> 00:30:38.380]   And what's really interesting about that show
[00:30:38.380 --> 00:30:39.460]   is you have these individuals that,
[00:30:39.460 --> 00:30:40.660]   "I can't decide."
[00:30:40.660 --> 00:30:41.500]   Because why?
[00:30:41.500 --> 00:30:42.900]   "I want it all."
[00:30:42.900 --> 00:30:43.860]   "Give me the hundred dollar,
[00:30:43.860 --> 00:30:45.940]   the $12,000, the $2,000 top of all day."
[00:30:45.940 --> 00:30:46.780]   Right?
[00:30:46.780 --> 00:30:48.140]   That would be a dream.
[00:30:48.140 --> 00:30:50.380]   But you're forced to decide.
[00:30:50.380 --> 00:30:53.020]   There are some of us that have a hard time choosing
[00:30:53.020 --> 00:30:55.140]   what should be priority.
[00:30:55.140 --> 00:30:59.340]   My challenge to you is, as a family,
[00:30:59.340 --> 00:31:01.420]   you have to decide.
[00:31:01.420 --> 00:31:04.420]   Is our family going to fulfill the Orange County dream
[00:31:04.420 --> 00:31:06.220]   of having everything?
[00:31:06.220 --> 00:31:08.420]   Every experience, every luxury,
[00:31:08.420 --> 00:31:11.420]   and every dream of the Orange County life?
[00:31:11.420 --> 00:31:15.460]   Or are we going to, by necessity, pick our priorities?
[00:31:15.460 --> 00:31:17.100]   That's something families have to sit down
[00:31:17.100 --> 00:31:18.500]   and talk about, husbands and wives,
[00:31:18.500 --> 00:31:20.620]   especially before you have children.
[00:31:20.620 --> 00:31:23.020]   You need to start thinking through that, yes?
[00:31:23.020 --> 00:31:24.420]   You need to start discussing,
[00:31:24.420 --> 00:31:26.980]   where are going to be some of our top priorities
[00:31:26.980 --> 00:31:28.860]   that, because it's a priority,
[00:31:28.860 --> 00:31:32.100]   it might not be sinful, it might not be wrong,
[00:31:32.100 --> 00:31:33.780]   it might not be like, "Oh, if we do this,
[00:31:33.780 --> 00:31:35.140]   "we're going to be vile Christians."
[00:31:35.140 --> 00:31:36.300]   No.
[00:31:36.300 --> 00:31:38.900]   We're just going to be all the more dedicated.
[00:31:38.900 --> 00:31:42.060]   And we're going to put our practice in.
[00:31:42.060 --> 00:31:45.340]   Instinctually, I believe most of us do this.
[00:31:45.340 --> 00:31:48.260]   We do this questioning of prioritizing.
[00:31:48.260 --> 00:31:51.940]   So by a quick way of review, the application builds.
[00:31:51.940 --> 00:31:55.420]   The last application was this application of,
[00:31:55.420 --> 00:32:00.180]   we know Christ is the anchor, can you link to it?
[00:32:00.180 --> 00:32:02.500]   Is Christ as the anchor you desire,
[00:32:02.500 --> 00:32:04.900]   and you can describe that to your family?
[00:32:04.900 --> 00:32:08.260]   Does your vision for your family show a linkage to Christ?
[00:32:08.260 --> 00:32:11.420]   Here, in this second point, we're summarizing and saying,
[00:32:11.420 --> 00:32:14.780]   does the way you schedule your family life,
[00:32:14.780 --> 00:32:17.940]   does it show that you've tied yourself to Him?
[00:32:17.940 --> 00:32:22.380]   Does it show that you have linked yourself to the Lord?
[00:32:22.380 --> 00:32:27.620]   Now, I just want to give further motivation and oomph to that,
[00:32:27.620 --> 00:32:29.460]   because I'm going to be honest,
[00:32:29.460 --> 00:32:32.580]   the last several years of my life, I've been really busy.
[00:32:32.580 --> 00:32:34.580]   And so there is this knee-jerk reaction in me.
[00:32:34.580 --> 00:32:37.500]   Every time somebody says, "Hey, Pastor Mark,"
[00:32:37.500 --> 00:32:40.660]   or, "I see you're really busy, you've got to start prioritizing stuff,"
[00:32:40.660 --> 00:32:44.260]   automatically, my defense comes up, and I'm like,
[00:32:44.260 --> 00:32:46.900]   "You don't know how busy I am."
[00:32:46.900 --> 00:32:49.860]   "But I'm busy! I'm connecting!"
[00:32:49.860 --> 00:32:52.660]   And then there's this knee-jerk defensiveness that comes up
[00:32:52.660 --> 00:32:55.740]   that just wants to say, "I'm really, really busy."
[00:32:55.740 --> 00:33:00.700]   Now, I think what I need is a moment of humility to say,
[00:33:00.700 --> 00:33:03.700]   "Okay, I have to evaluate."
[00:33:03.700 --> 00:33:05.180]   Because the Scripture,
[00:33:05.180 --> 00:33:07.740]   like, the last study in the book of Colossians,
[00:33:07.740 --> 00:33:09.900]   so much of it is ringing in my head.
[00:33:09.900 --> 00:33:14.940]   If you guys recall, in Colossians 1, verse 18,
[00:33:14.940 --> 00:33:17.700]   the Scripture said that Jesus Christ,
[00:33:17.700 --> 00:33:21.100]   He is the first, He is the Creator,
[00:33:21.100 --> 00:33:22.780]   everything is sustained through Him.
[00:33:22.780 --> 00:33:24.300]   And I'm going to read to you verse 18.
[00:33:24.300 --> 00:33:26.140]   "He is the head of the body of the church,
[00:33:26.140 --> 00:33:28.500]   He is the beginning, the firstborn from the dead,
[00:33:28.500 --> 00:33:37.620]   so that He Himself will come to have first place in everything."
[00:33:37.620 --> 00:33:41.220]   I've got to have the humility to sit there and say,
[00:33:41.220 --> 00:33:42.540]   "You know, I'm like your money.
[00:33:42.540 --> 00:33:45.300]   I'm a pastor, so most of my activity
[00:33:45.300 --> 00:33:48.820]   has some kind of correlation to church and people.
[00:33:48.820 --> 00:33:53.340]   But is Jesus Christ having first preeminence in everything,
[00:33:53.340 --> 00:33:56.620]   especially my family?"
[00:33:56.620 --> 00:34:00.020]   That is a legitimate question to ask.
[00:34:00.020 --> 00:34:01.780]   And another way to kind of motivate you
[00:34:01.780 --> 00:34:04.940]   to make these priorities is this.
[00:34:04.940 --> 00:34:07.220]   I think about the Pharisees a little bit,
[00:34:07.220 --> 00:34:12.300]   and how the Pharisees had a question of first place.
[00:34:12.300 --> 00:34:13.300]   Think.
[00:34:13.300 --> 00:34:15.460]   If you guys recall, it was the Pharisees.
[00:34:15.460 --> 00:34:17.500]   They were asking Jesus all these questions.
[00:34:17.500 --> 00:34:19.500]   And then they were stumped, and then Sadducees was like,
[00:34:19.500 --> 00:34:20.500]   "Oh, what in the world?"
[00:34:20.500 --> 00:34:21.580]   They brought up a lawyer,
[00:34:21.580 --> 00:34:24.780]   and the lawyer was the one who asked Jesus,
[00:34:24.780 --> 00:34:26.980]   "What is the?"
[00:34:26.980 --> 00:34:28.620]   You guys remember?
[00:34:28.620 --> 00:34:30.620]   "The greatest of them."
[00:34:30.620 --> 00:34:34.540]   He was asking for what is the first priority in life.
[00:34:34.540 --> 00:34:37.060]   What is the first thing God wants from us?
[00:34:37.060 --> 00:34:38.540]   That's very hypocritical.
[00:34:38.540 --> 00:34:39.220]   Why?
[00:34:39.220 --> 00:34:41.260]   Because they didn't care for that kind of stuff.
[00:34:41.260 --> 00:34:42.260]   And Jesus answered,
[00:34:42.260 --> 00:34:44.900]   "You shall love the Lord your God," right?
[00:34:44.900 --> 00:34:46.420]   "With all your heart, with all your soul,
[00:34:46.420 --> 00:34:50.020]   and with all your mind."
[00:34:50.020 --> 00:34:54.020]   This is what I'm going to say as a point of conviction.
[00:34:54.020 --> 00:34:58.900]   It is to our humbling and our implication to the Lord.
[00:34:58.900 --> 00:35:02.220]   The vast majority of the time
[00:35:02.220 --> 00:35:05.860]   is that your priorities are automatically set
[00:35:05.860 --> 00:35:08.620]   by your personal principles and longings.
[00:35:08.620 --> 00:35:10.620]   Meaning,
[00:35:10.620 --> 00:35:13.300]   let me try to make sense of what I'm saying.
[00:35:13.300 --> 00:35:18.300]   I believe that the Pharisees had an operating principle.
[00:35:18.300 --> 00:35:20.060]   And what the operating principle
[00:35:20.060 --> 00:35:23.980]   was the operating principle that is most common in our day and age.
[00:35:23.980 --> 00:35:25.740]   Have you guys heard the phrase,
[00:35:25.740 --> 00:35:28.420]   "You know, you got to do you."
[00:35:28.420 --> 00:35:30.420]   Have you guys heard that?
[00:35:30.420 --> 00:35:32.700]   I've heard that so many times.
[00:35:32.700 --> 00:35:33.420]   And you know what else?
[00:35:33.420 --> 00:35:34.300]   Every time I talk,
[00:35:34.300 --> 00:35:36.940]   I listen to like a sports athlete
[00:35:36.940 --> 00:35:38.580]   who's talking and doing some kind of interview,
[00:35:38.580 --> 00:35:40.020]   you know what they typically say?
[00:35:40.020 --> 00:35:41.020]   They'll be like, "Oh yeah, you know,
[00:35:41.020 --> 00:35:45.100]   I just got to do what's best for me when I'm picking a team and doing all this stuff."
[00:35:45.100 --> 00:35:46.340]   I remember very distinctly,
[00:35:46.340 --> 00:35:47.420]   this was already 10 years ago,
[00:35:47.420 --> 00:35:48.900]   so sorry to bring an old analogy,
[00:35:48.900 --> 00:35:51.420]   but when LeBron was making his decision,
[00:35:51.420 --> 00:35:54.380]   he had a TV episode, right?
[00:35:54.380 --> 00:35:56.300]   He broadcasted the whole thing.
[00:35:56.300 --> 00:35:57.860]   And in the middle, he looked all awkward,
[00:35:57.860 --> 00:35:59.740]   but then he realized,
[00:35:59.740 --> 00:36:02.940]   "Okay, this was kind of a bad idea."
[00:36:02.940 --> 00:36:04.180]   But if you guys remember what he said,
[00:36:04.180 --> 00:36:07.740]   he's like, "LeBron's got to do what's best for LeBron."
[00:36:07.740 --> 00:36:08.500]   He says LeBron.
[00:36:08.500 --> 00:36:09.660]   You know what I mean?
[00:36:09.660 --> 00:36:12.540]   It's so silly.
[00:36:12.540 --> 00:36:16.300]   I believe that the Pharisees operated on the exact same principle.
[00:36:16.300 --> 00:36:17.980]   "Pharisee's got to do what's best for Pharisee."
[00:36:17.980 --> 00:36:19.020]   Right?
[00:36:19.020 --> 00:36:21.180]   That was pretty much their sin.
[00:36:21.180 --> 00:36:21.900]   Why do I say that?
[00:36:21.900 --> 00:36:24.300]   You read Matthew chapter 23,
[00:36:24.300 --> 00:36:26.300]   and Jesus says, "You Pharisees,
[00:36:26.300 --> 00:36:29.220]   woe to you because you love the places of honor.
[00:36:29.220 --> 00:36:31.940]   You love to sit atop and put people beneath you.
[00:36:31.940 --> 00:36:33.700]   You love to make people do stuff,
[00:36:33.700 --> 00:36:35.580]   and you won't even pick up a finger.
[00:36:35.580 --> 00:36:37.700]   You love this stuff where you're in power,
[00:36:37.700 --> 00:36:39.940]   and you look like you're on top,
[00:36:39.940 --> 00:36:44.180]   and that's why you're so judged.
[00:36:44.180 --> 00:36:47.060]   Because you're always looking out for you.
[00:36:47.060 --> 00:36:49.580]   Your priorities are set," is my point.
[00:36:49.580 --> 00:36:50.620]   We might sit there and be like,
[00:36:50.620 --> 00:36:52.100]   "Oh, no, what should I do first?"
[00:36:52.100 --> 00:36:55.460]   Actually, if we're honest,
[00:36:55.460 --> 00:36:58.180]   our priorities are typically already set by the principle,
[00:36:58.180 --> 00:37:00.860]   "I got to do what's best for me and my family."
[00:37:00.860 --> 00:37:02.260]   That is going to be, to us,
[00:37:02.260 --> 00:37:05.740]   one of the biggest challenges for our family.
[00:37:05.740 --> 00:37:08.380]   If your dedication to Christ is that,
[00:37:08.380 --> 00:37:10.580]   "I first need to love him,
[00:37:10.580 --> 00:37:12.380]   and I'm satisfied with my family,"
[00:37:12.380 --> 00:37:13.580]   it might be inconvenience,
[00:37:13.580 --> 00:37:15.060]   but we love him.
[00:37:15.060 --> 00:37:17.700]   When we say our vision is to serve him,
[00:37:17.700 --> 00:37:20.660]   and say, "I'm satisfied with my family and serving God,"
[00:37:20.660 --> 00:37:23.220]   even if that comes to a cost to my family,
[00:37:23.220 --> 00:37:25.100]   that should be when you feel like,
[00:37:25.100 --> 00:37:27.380]   "Things are good."
[00:37:27.380 --> 00:37:28.420]   But if your dedication is,
[00:37:28.420 --> 00:37:30.500]   "You know what, family got to do what's best for family,"
[00:37:30.500 --> 00:37:33.100]   you will struggle,
[00:37:33.100 --> 00:37:35.220]   because that is not the priority God's giving you.
[00:37:35.220 --> 00:37:36.540]   Amen?
[00:37:36.540 --> 00:37:41.300]   Now, my next point's going to be a little bit shorter.
[00:37:41.300 --> 00:37:43.420]   When we set our priorities,
[00:37:43.420 --> 00:37:46.740]   that's how we end up deciding what to do next.
[00:37:46.740 --> 00:37:49.820]   And so, from our priorities,
[00:37:49.820 --> 00:37:51.140]   from our priorities,
[00:37:51.140 --> 00:37:52.540]   we have our activity.
[00:37:52.540 --> 00:37:54.580]   And it builds, right?
[00:37:54.580 --> 00:37:57.060]   That the family that is anchored on Christ
[00:37:57.060 --> 00:38:00.060]   will have their activity tied to Christ.
