
[00:00:00.000 --> 00:00:10.620]   All right, we're gonna jump into the text in Romans chapter 7 verse 13 through 25
[00:24:28.020 --> 00:24:34.320]   Right. He's describing an absolute inability just trapped in this flesh
[00:24:35.100 --> 00:24:40.700]   For I do not do the good that I want but the evil I do not want I is what I keep on doing
[00:24:40.700 --> 00:24:48.500]   His failure to obey the law reveal just how sinful his flesh is
[00:24:48.500 --> 00:24:55.780]   Some of us when we were younger, you know had dreams and you guys you guys are still young
[00:24:55.780 --> 00:25:00.660]   You know a lot of you so you guys all these dreams, but after a while you realize like your limitation
[00:25:00.840 --> 00:25:04.000]   You know every young boy who plays baseball thinks he's gonna be a baseball player
[00:25:04.000 --> 00:25:06.520]   you know if you played JV or
[00:25:06.520 --> 00:25:12.020]   Varsity basketball you probably had some dreams of going to college. I probably got dashed right away
[00:25:12.020 --> 00:25:15.240]   You know, I mean, you're not tall enough fast enough. You don't shoot
[00:25:15.240 --> 00:25:20.420]   You know what? I mean? So you had all these dreams and the harder you try the more it became apparent
[00:25:20.420 --> 00:25:25.640]   You can't do it, right? And that's what Paul is describing
[00:25:25.640 --> 00:25:31.800]   He is describing a man who had every intention and desire to keep all the commandments, but the harder he tried
[00:25:31.800 --> 00:25:37.640]   He said right when I was doing the good evil was always right there with me
[00:25:37.640 --> 00:25:42.640]   To prevent him from doing this what I want to do. I do not do what I should not do
[00:25:42.640 --> 00:25:46.720]   I keep on doing and then he says oh what a wretched man that I am
[00:25:46.720 --> 00:25:52.100]   So he is describing how sin became utterly sinful
[00:25:53.520 --> 00:25:56.120]   See someone who has never attempted to live a holy life
[00:25:56.120 --> 00:26:02.140]   Has no idea just how far you are from God
[00:26:02.140 --> 00:26:05.200]   Now you're a Christian you've heard the messages
[00:26:05.200 --> 00:26:10.920]   You've heard other people and you may have you may have struggled a bit, but you've always caved in
[00:26:10.920 --> 00:26:18.340]   But an individual who's been striving and made every effort to live righteously like a Pharisee
[00:26:19.160 --> 00:26:23.440]   Like an individual who wanted to be holy never never watch anything on pure
[00:26:23.440 --> 00:26:29.680]   Didn't want to go on a certain websites and didn't even want to go to the gym because they wanted to stay pure
[00:26:29.680 --> 00:26:35.560]   An individual who gave all of his efforts to try to be right with God by his own flesh
[00:26:35.560 --> 00:26:39.640]   Will recognize just how far we are from God
[00:26:39.640 --> 00:26:45.480]   See Paul is describing an individual a Pharisee among Pharisees. So the law is perfect
[00:26:45.760 --> 00:26:49.160]   But at the end he realized how sinful
[00:26:49.160 --> 00:26:51.920]   utterly sinful sin was
[00:26:51.920 --> 00:26:54.800]   If you've never
[00:26:54.800 --> 00:26:57.960]   Given everything that you've got to love somebody that's difficult to love
[00:26:57.960 --> 00:27:03.120]   You have no idea how deep your corruption of vengeance is
[00:27:03.120 --> 00:27:07.720]   You have no idea because you just give in you you know, it's not good
[00:27:07.720 --> 00:27:12.840]   You know, it's not good, but you just kind of cave in every time temptation comes you just cave in
[00:27:12.840 --> 00:27:18.640]   So you say it's no good, but you have no idea just how utterly corrupt our heart is
[00:27:18.640 --> 00:27:21.520]   if you've never
[00:27:21.520 --> 00:27:24.200]   Really given all your energy to humble yourself
[00:27:24.200 --> 00:27:27.240]   to become nothing
[00:27:27.240 --> 00:27:29.360]   You just you have no clue
[00:27:29.360 --> 00:27:35.120]   Just how deep the corruption of arrogance and pride that is sitting inside of you
[00:27:35.120 --> 00:27:38.720]   See we know it's sin
[00:27:38.720 --> 00:27:41.360]   But it's never been utterly sinful
[00:27:42.200 --> 00:27:44.240]   See Paul is describing this Jew
[00:27:44.240 --> 00:27:49.880]   Who not only in his life not only his present life for?
[00:27:49.880 --> 00:27:52.800]   1,500 years
[00:27:52.800 --> 00:27:55.760]   1,500 years of their history
[00:27:55.760 --> 00:27:58.560]   They've been trying to keep the law
[00:27:58.560 --> 00:28:06.480]   And if you look at the 15 years of Israel's history, all they have is failure after failure after failure after failure
[00:28:07.880 --> 00:28:14.980]   Paul is describing his personal experience representing the community of Israel and Israel really ultimately representing mankind
[00:28:14.980 --> 00:28:19.520]   See what Paul is describing is a man
[00:28:19.520 --> 00:28:22.840]   When his attempt to do what is good
[00:28:22.840 --> 00:28:28.640]   Realize just how deep and just how corrupt our hearts are
[00:28:28.640 --> 00:28:32.400]   Martin Luther was a man
[00:28:32.520 --> 00:28:37.920]   Who all his life try to keep the law and in fact he wasn't it what we would consider an expert to the law because
[00:28:37.920 --> 00:28:40.440]   That's what he was studying. He was getting a doctorate on this and
[00:28:40.440 --> 00:28:44.600]   He interpreted Romans chapter 117 that just shall live by faith
[00:28:44.600 --> 00:28:50.440]   Meaning that if you're gonna live you have to live according to your faith or you're not gonna become justified
[00:28:50.440 --> 00:28:53.640]   That's how he understood it. And that's how the Catholic Church was teaching it and
[00:28:53.640 --> 00:28:56.600]   in his attempt
[00:28:56.600 --> 00:28:58.880]   In his attempt to become righteous
[00:28:59.840 --> 00:29:02.480]   They asked him so Martin
[00:29:02.480 --> 00:29:11.100]   Do you love God and his honest answer to that question was not only do I not love God at times?
[00:29:11.100 --> 00:29:13.760]   At times I hate him
[00:29:13.760 --> 00:29:19.360]   That's a shocking thing to hear from a monk where his whole life was dedicated to study the Word of God
[00:29:19.360 --> 00:29:27.240]   And he explains the reason why he hated God is no matter how good he did no matter how many times he went to confession
[00:29:27.240 --> 00:29:34.040]   No, many how many times he did penance. He would get up from the seat just after he repented and
[00:29:34.040 --> 00:29:37.400]   to think about all the dirty thoughts that he had
[00:29:37.400 --> 00:29:40.000]   things that came out of his mouth and
[00:29:40.000 --> 00:29:43.000]   The moment that he got out of out of penance
[00:29:43.000 --> 00:29:47.080]   There was something else that he needed to repent of so he made sure he's like you wanted it
[00:29:47.080 --> 00:29:51.440]   He lived his young life trying to be pure and he was exhausted
[00:29:51.440 --> 00:29:57.080]   And his testimony was that there's no way to appease this vengeful God
[00:29:57.080 --> 00:30:00.520]   Do I love him? No, I hate him
[00:30:00.520 --> 00:30:06.640]   It was in that context of frustration when he realized just how deep his sin was
[00:30:06.640 --> 00:30:13.560]   Where he had an epiphany understood that when he said that just shall live by faith
[00:30:13.560 --> 00:30:17.280]   What God was saying
[00:30:17.780 --> 00:30:23.260]   that your salvation is not gonna come because of what you do, but because of what Christ has done and
[00:30:23.260 --> 00:30:27.380]   Justification is gonna come by that faith
[00:30:27.380 --> 00:30:31.020]   See the whole point of the Reformation
[00:30:31.020 --> 00:30:36.700]   Was to bring us to the point to recognize what the whole law was given for
[00:30:36.700 --> 00:30:44.460]   Was to reveal sin to stir up sin and to recognize just how utterly sinful sin is
[00:30:46.100 --> 00:30:48.220]   If any of you sitting in here
[00:30:48.220 --> 00:30:52.860]   Have ever felt that and I think many of you did
[00:30:52.860 --> 00:30:56.620]   Because you try so hard to be righteous
[00:30:56.620 --> 00:30:59.700]   You tried so hard
[00:30:59.700 --> 00:31:04.540]   Wake up in the morning to quiet time to read to memorize scripture
[00:31:04.540 --> 00:31:07.180]   to share the gospel and
[00:31:07.180 --> 00:31:09.340]   You kind of gotten to a point of frustration
[00:31:09.340 --> 00:31:13.580]   You know ultimately with your own flesh
[00:31:15.180 --> 00:31:19.640]   You thought you'd be much further along by now you thought you would have memorized all the scripture by now
[00:31:19.640 --> 00:31:22.620]   You thought you would have had so many disciples under you by now
[00:31:22.620 --> 00:31:27.740]   But after years and years of frustration
[00:31:27.740 --> 00:31:34.100]   The law revealed just how utterly sinful our heart was
[00:31:34.100 --> 00:31:38.940]   Just how deep this pride goes
[00:31:38.940 --> 00:31:43.900]   The desire and this vengefulness
[00:31:44.780 --> 00:31:46.780]   hatred toward things
[00:31:46.780 --> 00:31:51.460]   People who don't respect you how you want them hurt gossip
[00:31:51.460 --> 00:31:55.940]   Just how deep this thing goes why does he do that?
[00:31:55.940 --> 00:32:00.820]   He does all of this to bring us to verse 24, oh
[00:32:00.820 --> 00:32:03.860]   What a wretched man that I am
[00:32:03.860 --> 00:32:10.240]   Who will deliver me from the body of death you notice here the word wretched is also translated miserable
[00:32:10.420 --> 00:32:15.500]   See again, this is another reason why I believe he's talking about a non-christian because in nowhere else in the Bible
[00:32:15.500 --> 00:32:17.580]   Does the Bible describes a Christian as a wretched?
[00:32:17.580 --> 00:32:26.060]   It's a miserable. Oh, what a miserable man that I am and to recognize the miserable state of mankind
[00:32:26.060 --> 00:32:34.660]   By his own righteousness and the more I try to obey the more I realize just how far I am from God and
[00:32:34.980 --> 00:32:42.660]   Sin becomes utterly sinful in me to bring me to the point where oh, what a wretched man that I am who will deliver me
[00:32:42.660 --> 00:32:46.340]   From this body of death who will deliver me
[00:32:46.340 --> 00:32:49.020]   That was the point of the law
[00:32:49.020 --> 00:32:56.060]   To reveal to stir and to to show us just how utterly sinful it is to get us to the point
[00:32:56.060 --> 00:33:01.100]   Who will help me with this
[00:33:04.460 --> 00:33:10.380]   Who will help deliver me not from the Romans not from poverty not for my circumstance
[00:33:10.380 --> 00:33:13.580]   But my own hatred in me
[00:33:13.580 --> 00:33:18.540]   My own bitterness my own self-righteousness my own pride
[00:33:18.540 --> 00:33:21.340]   That's killing me
[00:33:21.340 --> 00:33:24.380]   My own desire to justify myself
[00:33:24.380 --> 00:33:27.540]   my laziness
[00:33:27.540 --> 00:33:30.020]   Who will deliver me oh
[00:33:30.660 --> 00:33:35.900]   What a wretched man that I am that every time I try to do good evil is right there with me corrupting everything that I
[00:33:35.900 --> 00:33:39.820]   Do the thing that I want to do I do not do the things that I shouldn't do I keep on doing
[00:33:39.820 --> 00:33:41.860]   Oh, what a wretched man that I am
[00:33:41.860 --> 00:33:46.420]   Who will deliver me from this pride and arrogance
[00:33:46.420 --> 00:33:51.540]   It is to bring us to that point because it is at that point where we say who?
[00:33:51.540 --> 00:33:55.700]   Obviously Paul's point is to bring us to chapter 8
[00:33:55.700 --> 00:33:58.940]   is to bring us to chapter 8 because
[00:33:59.940 --> 00:34:01.940]   There is an answer
[00:34:01.940 --> 00:34:08.700]   See in Isaiah as you guys know when he confronts God so woe is me
[00:34:08.700 --> 00:34:12.180]   Woe is me is the same thing that Paul is saying here
[00:34:12.180 --> 00:34:18.580]   He sees he sees a glimpse of God's glory and he says woe is me. He's basically older Richard, man
[00:34:18.580 --> 00:34:23.780]   How miserable am I am I in the presence of this Holy God
[00:34:23.780 --> 00:34:28.260]   Luke chapter 18 verse 13
[00:34:28.620 --> 00:34:30.620]   the tax collector
[00:34:30.620 --> 00:34:34.780]   In approaching God he says but the tax collector standing far off
[00:34:34.780 --> 00:34:39.140]   He couldn't even raise his head would not even lift up his eyes to heaven
[00:34:39.140 --> 00:34:45.460]   He stood before God and he couldn't even draw near he couldn't lift up his eyes because he is so
[00:34:45.460 --> 00:34:53.060]   Ashamed of his utter sinfulness of his heart and he stood before God beating his chest God be merciful to me as sinner
[00:34:53.060 --> 00:34:55.540]   me and
[00:34:55.620 --> 00:35:03.580]   Jesus asked the question who was justified who's right before God the tax collector who stood in his pride say thank God
[00:35:03.580 --> 00:35:07.780]   I'm not like these people's extortioners unjust adulterers even like this tax collector
[00:35:07.780 --> 00:35:11.360]   I fast twice a week give to tie the everything that I have
[00:35:11.360 --> 00:35:13.880]   She said who's justified?
[00:35:13.880 --> 00:35:16.460]   this tax collector
[00:35:16.460 --> 00:35:18.980]   Why was he justified
[00:35:18.980 --> 00:35:22.260]   Because sin was utterly sinful in him
[00:35:23.700 --> 00:35:25.700]   He was beating his chest
[00:35:25.700 --> 00:35:29.300]   Who will deliver this wretched soul
[00:35:29.300 --> 00:35:35.060]   From this bondage of sin he recognized his enslavement to his own sin
[00:35:35.060 --> 00:35:41.100]   Which caused him to reach out to God and God answered?
[00:35:41.100 --> 00:35:44.500]   That was the point of the law
[00:35:44.500 --> 00:35:48.980]   That's where God brings us every single sinner
[00:35:49.900 --> 00:35:54.540]   Every single sinner is led to the same spot as his tax collector
[00:35:54.540 --> 00:36:01.700]   To beat our chest not to beat our chest because of our generation because of our church because of the people around us our circumstance
[00:36:01.700 --> 00:36:06.380]   Or finance but beat our chest because you recognize just how deep your pride is
[00:36:06.380 --> 00:36:09.940]   Just how deep your corruption is
[00:36:09.940 --> 00:36:15.220]   So that we can recognize the light of the gospel of Jesus Christ
[00:36:16.700 --> 00:36:20.060]   You remember when Nicodemus came to Jesus in chapter 3 of John
[00:36:20.060 --> 00:36:22.900]   He was afraid of his reputation
[00:36:22.900 --> 00:36:30.580]   So he comes late at night so that his friends other Pharisees don't see him coming and they asked Jesus and he has this encounter
[00:36:30.580 --> 00:36:33.300]   Well, how do I receive eternal life and Jesus said you asked me born again?
[00:36:33.300 --> 00:36:40.500]   Well, what does it mean to be born again? How can a man be born again? The question the answer is pretty clear you cannot
[00:36:42.460 --> 00:36:48.140]   Jesus was saying whatever you think is bringing righteousness is not the right path. So he was shutting that door in his face
[00:36:48.140 --> 00:36:53.060]   And then we look at the encounter with the Samaritan woman
[00:36:53.060 --> 00:36:57.780]   She's not afraid of her reputation. She's afraid of Jesus's reputation
[00:36:57.780 --> 00:37:03.540]   Why are you a Jew a rabbi in the middle of the day talking to an adulterous Samaritan?
[00:37:03.540 --> 00:37:10.820]   She's ashamed of herself and she's she's concerned about his reputation. Why are you doing this and Jesus goes after her?
[00:37:11.620 --> 00:37:15.780]   If you knew who's standing before you and he kind of draws her in
[00:37:15.780 --> 00:37:20.580]   And if you remember he says well, I want this water and said well bring your husband
[00:37:20.580 --> 00:37:26.500]   Pointing to the very sore spot the thing the very reason why she was there in the middle of the day
[00:37:26.500 --> 00:37:31.900]   And then they have this encounter back and forth and then he clearly identifies himself
[00:37:31.900 --> 00:37:36.380]   The man who's standing before you is the Messiah that the Jews have been waiting for
[00:37:36.380 --> 00:37:40.860]   She drops everything and she runs back to Samaria
[00:37:41.180 --> 00:37:46.260]   She's the first evangelist that that we see in the book of Acts or in the Gospels
[00:37:46.260 --> 00:37:53.300]   Goes back and then and then she says to them come see a man who told me everything that I have done
[00:37:53.300 --> 00:37:57.860]   Did Jesus tell him everything I mean it was a very short encounter
[00:37:57.860 --> 00:38:01.100]   All she said was bring your husband, but she said everything
[00:38:01.100 --> 00:38:07.220]   But everything she didn't talk about where she was born her parents what her likes look, you know
[00:38:07.380 --> 00:38:11.340]   What kind of bread she likes what she does on her on her, you know
[00:38:11.340 --> 00:38:18.020]   On her downtime what time she goes that she didn't tell me anything. All he did was point out her sin
[00:38:18.020 --> 00:38:21.420]   Because it was it was her sins
[00:38:21.420 --> 00:38:24.580]   That ruined everything
[00:38:24.580 --> 00:38:31.420]   So when she went back and gave her testimony, he come see a man who told me everything and she was absolutely right
[00:38:31.420 --> 00:38:34.540]   It was that thing. That was central thing. That was ruining her life
[00:38:34.540 --> 00:38:37.260]   And he told me everything
[00:38:37.260 --> 00:38:41.140]   And he becomes the first evangelist and he actually draws her in
[00:38:41.140 --> 00:38:45.780]   The message is pretty clear
[00:38:45.780 --> 00:38:48.940]   The application is pretty clear
[00:38:48.940 --> 00:38:54.300]   Until a man or a woman is broken over his own sin
[00:38:54.300 --> 00:39:00.900]   All the righteousness and righteous acts that we perform just makes us better Pharisees
[00:39:02.780 --> 00:39:09.880]   It equips us to point out other people's sins better it gives us false pride before a holy holy holy God
[00:39:09.880 --> 00:39:14.260]   We demand recognition for the good deeds that we have done
[00:39:14.260 --> 00:39:17.940]   We demand applause when we do good
[00:39:17.940 --> 00:39:26.180]   But when the law comes to reveal sin to stir up sin to make sin utterly sinful
[00:39:26.180 --> 00:39:29.460]   It makes us worshippers
[00:39:29.460 --> 00:39:32.220]   It makes us worshippers
[00:39:32.460 --> 00:39:34.220]   Not just doers
[00:39:34.220 --> 00:39:36.500]   Not just people who do right and who do wrong
[00:39:36.500 --> 00:39:39.300]   but worship
[00:39:39.300 --> 00:39:44.980]   We worship through giving we worship through singing we worship through serving
[00:39:44.980 --> 00:39:49.500]   We worship through pursuit of holiness. We become worshippers
[00:39:49.500 --> 00:39:53.780]   You see this doesn't mean
[00:39:53.780 --> 00:39:57.800]   again in application in summary and we're gonna get to
[00:39:58.400 --> 00:40:03.520]   The conclusion of this in chapter 8 because he doesn't end with chapter 8 chapter 7 he concludes in chapter 8
[00:40:03.520 --> 00:40:05.960]   Which we'll get to that next week
[00:40:05.960 --> 00:40:13.900]   The conclusion application of all of this is not oh, he's a it's it's not a Christian
[00:40:13.900 --> 00:40:20.360]   So to say like, oh, you know, we don't struggle with sin as Christians. Do we struggle with it? Of course we struggle with sin
[00:40:20.360 --> 00:40:26.140]   But there is a distinction between a person who's living in sin who's struggling with sin
[00:40:26.140 --> 00:40:29.720]   Then I believe that he's talking about somebody who's bound in sin in here, right?
[00:40:29.720 --> 00:40:35.240]   But the deliverance comes first and foremost. So when we're humbled
[00:40:35.240 --> 00:40:39.640]   When we're humbled
[00:40:39.640 --> 00:40:45.020]   About what everything everything
[00:40:45.020 --> 00:40:49.500]   Salvation comes when we're humbled
[00:40:49.500 --> 00:40:53.320]   Worship comes when we're humbled
[00:40:54.320 --> 00:40:56.320]   Fellowship comes when we're humbled
[00:40:56.320 --> 00:40:59.720]   Service comes when we're humbled
[00:40:59.720 --> 00:41:06.600]   See a man or a woman who's just kind of given up to their sins
[00:41:06.600 --> 00:41:10.920]   Does not recognize what they've been saved from. I
[00:41:10.920 --> 00:41:18.080]   Pray that as we continue to wrestle with this text that we come to a point where we're beating our chest
[00:41:18.080 --> 00:41:21.160]   Lord change these people
[00:41:21.880 --> 00:41:29.840]   right and that's that's the temptation that I have as a pastor because I've been I've been given a job to oversee the church and
[00:41:29.840 --> 00:41:32.560]   I spend a lot of time change these people
[00:41:32.560 --> 00:41:42.360]   Change these people and I come to this text and it convicts me it can mix me deeply
[00:41:42.360 --> 00:41:48.460]   The primary problem in my life is not other people
[00:41:50.280 --> 00:41:55.840]   It's a sin that dwells in me it's a pride it's the arrogance is the lust
[00:41:55.840 --> 00:42:03.480]   And until I come to the point surrendered to that and recognizing what he's given me
[00:42:03.480 --> 00:42:06.920]   All the other things that I do is for nothing
[00:42:06.920 --> 00:42:13.640]   This is why I want I wanted to wrestle with you and I hope that as we wrestle with this that
[00:42:13.640 --> 00:42:16.280]   This is not just okay. I get this message
[00:42:16.280 --> 00:42:19.120]   but the point that Paul is trying to make
[00:42:19.960 --> 00:42:26.920]   Right. It's not just chapter 7. This is what he's been leading the whole six chapters seven chapters to
[00:42:26.920 --> 00:42:29.640]   To get us to the chapter 7
[00:42:29.640 --> 00:42:34.820]   This is not new in chapter 7. He's been arguing this from chapter 1 the moment
[00:42:34.820 --> 00:42:37.640]   He started arguing this was the argument that he's been making. Oh
[00:42:37.640 --> 00:42:40.600]   What a wretched man that I am
[00:42:40.600 --> 00:42:43.640]   To introduce us to Christ in chapter 8
[00:42:43.640 --> 00:42:46.440]   Let's pray
[00:42:46.940 --> 00:42:51.440]   Again as we come before the Lord, let's take some time to pray and let the Word of God
[00:42:51.440 --> 00:42:54.960]   dwell in you and bear fruit
[00:42:54.960 --> 00:42:59.600]   To think deeply about where we stand not to simply just sweep
[00:42:59.600 --> 00:43:07.520]   Compromises and sins underneath the rug but to come before the Lord and if we haven't recognized
[00:43:07.520 --> 00:43:10.240]   Just how far we are from God in our own flesh
[00:43:10.240 --> 00:43:13.040]   That God will not let us down
[00:43:13.520 --> 00:43:15.520]   How far we are from God in our own flesh
[00:43:15.520 --> 00:43:18.440]   That God would cause us to open our eyes Lord
[00:43:18.440 --> 00:43:24.400]   See if there's any hurtful ways in me and to come before the Lord and recognize his forgiveness
[00:43:24.400 --> 00:43:26.680]   So let's take some time to pray as our worship team leads us
[00:43:26.680 --> 00:43:28.560]   (explosions)

