
[00:00:00.000 --> 00:00:04.000]   [no audio]
[00:23:50.240 --> 00:23:54.680]   Because when God moves, no one can touch the glory, right?
[00:23:54.680 --> 00:24:01.480]   And so I think in the end, the call of the church is to become as dumb as possible.
[00:24:01.480 --> 00:24:06.720]   I mean, in some sense, you know what I'm saying, right?
[00:24:06.720 --> 00:24:12.960]   I'm not saying like, you know, not to know how to do anything, but dumb as possible in
[00:24:12.960 --> 00:24:15.840]   the sense that, yeah, like what's your strategy?
[00:24:15.840 --> 00:24:20.960]   We're going to pray, we're going to read the Bible, and we're going to obey.
[00:24:20.960 --> 00:24:25.040]   And then let God do what He said He's going to do, right?
[00:24:25.040 --> 00:24:27.520]   Don't complicate God's Word.
[00:24:27.520 --> 00:24:33.680]   To even the smartest of people, it's the lowest common denominator, we're going to pray, we're
[00:24:33.680 --> 00:24:36.320]   going to humble ourselves, and we're going to obey.
[00:24:36.320 --> 00:24:45.480]   And then let God do the work, so that when something happens, that He gets the credit.
[00:24:45.480 --> 00:24:47.880]   He will lead, and He will guide the blind.
[00:24:47.880 --> 00:24:54.680]   Again, the term blindness is always, oftentimes in the Bible, in reference to spiritual blindness,
[00:24:54.680 --> 00:24:59.960]   the people who have not recognized Him in the past, who were not able to see Him, God's
[00:24:59.960 --> 00:25:03.160]   going to show up, and they're going to see Him, right?
[00:25:03.160 --> 00:25:07.160]   And when He brings restoration to His people, there's always the other side, judgment and
[00:25:07.160 --> 00:25:11.020]   shame for those who trust in idols, right?
[00:25:11.020 --> 00:25:12.200]   So we talked about that before.
[00:25:12.200 --> 00:25:14.640]   The second coming, there's a two-edged sword.
[00:25:14.640 --> 00:25:22.280]   There's one who comes to redeem His church, His bride, and the other one comes to judge.
[00:25:22.280 --> 00:25:35.640]   Again, an application question, I'll leave that to you guys.
[00:25:35.640 --> 00:25:36.640]   How do you hear?
[00:25:36.640 --> 00:25:44.800]   Verse 18 of chapter 42, it says, "Hear you deaf, and look you blind, that you may see."
[00:25:44.800 --> 00:25:50.400]   I mean, it'd be a cruel joke to go to somebody who's deaf and say, "Hey, listen to me!"
[00:25:50.400 --> 00:25:51.400]   Right?
[00:25:51.400 --> 00:25:54.200]   Somebody who's blind and say, "Hey, see!"
[00:25:54.200 --> 00:25:55.280]   Right?
[00:25:55.280 --> 00:26:00.280]   That's exactly what God is doing.
[00:26:00.280 --> 00:26:05.520]   What does that tell us about their blindness and their deafness?
[00:26:05.520 --> 00:26:08.040]   Oops.
[00:26:08.040 --> 00:26:13.480]   Is there no answer to this?
[00:26:13.480 --> 00:26:19.780]   All right, I didn't put the answer.
[00:26:19.780 --> 00:26:20.780]   What does that teach us?
[00:26:20.780 --> 00:26:26.160]   The fact that God is telling them to see and to hear, what does that tell us about their
[00:26:26.160 --> 00:26:29.160]   deafness and their blindness?
[00:26:29.160 --> 00:26:30.160]   Huh?
[00:26:30.160 --> 00:26:31.160]   Self-inflicted.
[00:26:31.160 --> 00:26:32.160]   Self-inflicted.
[00:26:32.160 --> 00:26:33.160]   Right?
[00:26:33.160 --> 00:26:37.200]   They chose it.
[00:26:37.200 --> 00:26:38.200]   They chose it.
[00:26:38.200 --> 00:26:42.440]   Just like Romans chapter 1, they rather be in darkness than in the light, so they chose
[00:26:42.440 --> 00:26:43.440]   the darkness.
[00:26:43.440 --> 00:26:44.440]   Right?
[00:26:44.440 --> 00:26:46.040]   So that's what God is saying.
[00:26:46.040 --> 00:26:48.160]   So it wasn't like, "Hey, God made me this way."
[00:26:48.160 --> 00:26:49.160]   Right?
[00:26:49.160 --> 00:26:54.800]   It said, "No, you love darkness better than light, and that's why you choose to not listen."
[00:26:54.800 --> 00:26:58.280]   Right?
[00:26:58.280 --> 00:27:03.720]   You ever try to counsel somebody who is committed to do something that is clearly wrong, and
[00:27:03.720 --> 00:27:07.120]   you try so hard to reason with them, but there is no reasoning?
[00:27:07.120 --> 00:27:09.800]   Ever happen to you?
[00:27:09.800 --> 00:27:11.480]   That happens to me every once in a while.
[00:27:11.480 --> 00:27:12.480]   You know what I mean?
[00:27:12.480 --> 00:27:17.240]   You talk to somebody, and it's just, and they would have agreed with me before, and they
[00:27:17.240 --> 00:27:18.880]   would have agreed with me after.
[00:27:18.880 --> 00:27:24.160]   But when they're in that context where they're just like, they want this so bad, there's
[00:27:24.160 --> 00:27:26.360]   no reasoning with them.
[00:27:26.360 --> 00:27:29.720]   And it's frustrating because anybody can see it.
[00:27:29.720 --> 00:27:30.720]   Right?
[00:27:30.720 --> 00:27:33.880]   And they're putting all kinds of logic, all kinds of reasoning.
[00:27:33.880 --> 00:27:35.680]   It doesn't make any sense, you know?
[00:27:35.680 --> 00:27:41.160]   And a brand new believer would know, would be able to discern, you know?
[00:27:41.160 --> 00:27:43.920]   And it's like, you come back and say, "There's no way that you're blind.
[00:27:43.920 --> 00:27:45.760]   You're blind because you want to be blind."
[00:27:45.760 --> 00:27:46.760]   Right?
[00:27:46.760 --> 00:27:50.160]   You're looking for reasons to justify what you want to do.
[00:27:50.160 --> 00:27:52.600]   And it causes you to be blind.
[00:27:52.600 --> 00:27:54.680]   Right?
[00:27:54.680 --> 00:28:02.840]   What does it mean to see many things but do not observe, and to have his ears open
[00:28:02.840 --> 00:28:03.840]   but not hear?
[00:28:03.840 --> 00:28:04.840]   Okay?
[00:28:04.840 --> 00:28:10.160]   It's related to what we just talked about, right?
[00:28:10.160 --> 00:28:13.920]   The rebuke is against the Israel who convey the message of the Lord without following
[00:28:13.920 --> 00:28:14.920]   it themselves.
[00:28:14.920 --> 00:28:15.920]   Right?
[00:28:15.920 --> 00:28:19.040]   What does this tell us about the calling of Israel?
[00:28:19.040 --> 00:28:20.440]   Right?
[00:28:20.440 --> 00:28:25.920]   Israel was called to be a light to the other nations, but because they themselves were
[00:28:25.920 --> 00:28:29.000]   not living in the light, right?
[00:28:29.000 --> 00:28:31.360]   They just had the title of God's people.
[00:28:31.360 --> 00:28:34.680]   But they weren't functioning as God's people.
[00:28:34.680 --> 00:28:36.560]   Right?
[00:28:36.560 --> 00:28:41.520]   Just like the church can have the title of the church, the body of Christ.
[00:28:41.520 --> 00:28:44.720]   Right?
[00:28:44.720 --> 00:28:49.600]   So God gave them ears, God gave them eyes, but they couldn't see.
[00:28:49.600 --> 00:28:50.600]   Right?
[00:28:50.600 --> 00:28:53.400]   Because they chose to.
[00:28:53.400 --> 00:28:56.320]   And then they become like plunder for the leaders to take advantage of.
[00:28:56.320 --> 00:28:58.880]   In other words, they're sitting ducks.
[00:28:58.880 --> 00:29:00.440]   Right?
[00:29:00.440 --> 00:29:05.840]   Because they strayed away from their shepherd, they're open to any wolf coming in and taking
[00:29:05.840 --> 00:29:07.400]   advantage of them.
[00:29:07.400 --> 00:29:12.040]   So that's why when the false prophets came, they clung to them.
[00:29:12.040 --> 00:29:14.360]   They were so easy to deceive.
[00:29:14.360 --> 00:29:15.760]   Right?
[00:29:15.760 --> 00:29:21.840]   So during the time of Isaiah, false prophets were rampant.
[00:29:21.840 --> 00:29:25.700]   They're contradicting what Isaiah's saying, contradicting what Hosea's saying, contradicting
[00:29:25.700 --> 00:29:30.080]   what Amos is saying, because all of them had the message that they didn't want.
[00:29:30.080 --> 00:29:31.080]   Right?
[00:29:31.080 --> 00:29:35.160]   So false teaching, false prophecy was rampant, and there was confusion as to what the truth
[00:29:35.160 --> 00:29:40.680]   was because they strayed away from their shepherd, so they were vulnerable to any kind of wolf
[00:29:40.680 --> 00:29:41.680]   coming in.
[00:29:41.680 --> 00:29:42.680]   Right?
[00:29:42.680 --> 00:29:48.440]   That's why I think whenever you take the Word of God away from the church, like anything,
[00:29:48.440 --> 00:29:49.520]   what is that saying?
[00:29:49.520 --> 00:29:52.120]   If you don't stand for anything, you'll fall for anything.
[00:29:52.120 --> 00:29:54.320]   If you don't stand for something, you're, yeah.
[00:29:54.320 --> 00:29:56.720]   But that something isn't just anything, obviously.
[00:29:56.720 --> 00:29:57.720]   Right?
[00:29:57.720 --> 00:29:59.160]   As Christians.
[00:29:59.160 --> 00:30:04.240]   If we're not grounded upon Christ and we're drifting, right, you can drift to anything.
[00:30:04.240 --> 00:30:05.320]   You're vulnerable to anything.
[00:30:05.320 --> 00:30:10.200]   Any new thought, any new theology, any new type of whatever trend comes in, the next
[00:30:10.200 --> 00:30:12.320]   generation, you become successful to that.
[00:30:12.320 --> 00:30:19.800]   So the church that is drifting will look different today, ten years later it'll look different
[00:30:19.800 --> 00:30:24.220]   ten years later, ten years after that it'll look something different, because it's always
[00:30:24.220 --> 00:30:27.400]   shifting from whatever happens to be coming in.
[00:30:27.400 --> 00:30:29.360]   Whatever happens to be trendy.
[00:30:29.360 --> 00:30:30.360]   Right?
[00:30:30.360 --> 00:30:34.440]   But a church that is grounded upon the Word of God shouldn't look different from generation
[00:30:34.440 --> 00:30:35.440]   to generation.
[00:30:35.440 --> 00:30:36.440]   Right?
[00:30:36.440 --> 00:30:40.360]   It shouldn't look different from the early church to the Middle Ages to now.
[00:30:40.360 --> 00:30:42.400]   The true church.
[00:30:42.400 --> 00:30:43.920]   Right?
[00:30:43.920 --> 00:30:49.040]   He said, "The Lord burned with anger against the leaders, but they did not understand."
[00:30:49.040 --> 00:30:54.800]   In other words, verse 25, he says, "So He poured on him the heat of His anger and the
[00:30:54.800 --> 00:30:56.140]   might of battle.
[00:30:56.140 --> 00:30:58.720]   It set him on fire all around, but he did not understand.
[00:30:58.720 --> 00:31:01.960]   It burned him up, but he did not take it to heart."
[00:31:01.960 --> 00:31:05.960]   What does that mean?
[00:31:05.960 --> 00:31:10.080]   All of the judgment that he brought upon the nation of Israel, the leaders of Israel,
[00:31:10.080 --> 00:31:15.320]   the captivity to Babylon, Assyrians coming and attacking them, all of that was for what
[00:31:15.320 --> 00:31:19.380]   purpose?
[00:31:19.380 --> 00:31:21.920]   To discipline them, to bring them to repentance.
[00:31:21.920 --> 00:31:23.280]   But they didn't see it.
[00:31:23.280 --> 00:31:24.280]   Right?
[00:31:24.280 --> 00:31:27.880]   So they clung to God when they were in need, but as soon as they were in safety, they went
[00:31:27.880 --> 00:31:37.800]   right back to where they were.
[00:31:37.800 --> 00:31:41.880]   So Israel may have been asking questions of why.
[00:31:41.880 --> 00:31:45.440]   Like why did all this happen?
[00:31:45.440 --> 00:31:46.760]   Why did we go into captivity?
[00:31:46.760 --> 00:31:49.640]   Why were we conquered over and over again?
[00:31:49.640 --> 00:31:54.480]   But the answer that he gives in verse 24 is not why, but who.
[00:31:54.480 --> 00:31:55.480]   Verse 24.
[00:31:55.480 --> 00:32:00.120]   "Who gave up Jacob to the looters and Israel to the plunderers?
[00:32:00.120 --> 00:32:03.560]   Was it not the Lord against whom he has sinned?
[00:32:03.560 --> 00:32:09.380]   In whose ways they would not walk and whose law they would not obey?"
[00:32:09.380 --> 00:32:12.320]   So the question was why, but he says who.
[00:32:12.320 --> 00:32:13.720]   The answer was who.
[00:32:13.720 --> 00:32:18.400]   Once you realize who did it, then you know why he did it.
[00:32:18.400 --> 00:32:20.440]   Right?
[00:32:20.440 --> 00:32:21.640]   It wasn't Cyrus.
[00:32:21.640 --> 00:32:22.800]   It wasn't Assyria.
[00:32:22.800 --> 00:32:24.000]   It wasn't the Babylonians.
[00:32:24.000 --> 00:32:25.000]   It wasn't the Egyptians.
[00:32:25.000 --> 00:32:26.000]   It was God.
[00:32:26.000 --> 00:32:27.000]   Right?
[00:32:27.000 --> 00:32:31.640]   God didn't temporarily lose control, and that's why the Assyrians came into power.
[00:32:31.640 --> 00:32:35.600]   Like God didn't all of a sudden was fighting the Babylonians, and then they overpowered
[00:32:35.600 --> 00:32:38.840]   Him, so the Babylonians took control for a period.
[00:32:38.840 --> 00:32:39.840]   Right?
[00:32:39.840 --> 00:32:43.160]   It wasn't because He was weak and He couldn't keep them at bay.
[00:32:43.160 --> 00:32:47.160]   It wasn't because He lost battle with the Romans that they were in power.
[00:32:47.160 --> 00:32:50.880]   So what he's saying is all the things that have happened to the nation is because He
[00:32:50.880 --> 00:32:51.880]   did it.
[00:32:51.880 --> 00:32:52.880]   It wasn't the Romans.
[00:32:52.880 --> 00:32:53.880]   Right?
[00:32:53.880 --> 00:32:54.880]   It wasn't the Egyptians.
[00:32:54.880 --> 00:32:57.160]   In the end, it wasn't even the devil.
[00:32:57.160 --> 00:32:58.840]   Right?
[00:32:58.840 --> 00:33:03.440]   If you really think about it, and you believe in a sovereign God, look at Lot.
[00:33:03.440 --> 00:33:06.460]   Devil's the one who initiated, and God said, "Have you considered My servant?"
[00:33:06.460 --> 00:33:08.880]   And then he doesn't even appear anymore.
[00:33:08.880 --> 00:33:12.080]   At the end of Lot's life, he doesn't say, "Why did the devil do this?"
[00:33:12.080 --> 00:33:14.680]   Well, who did I say?
[00:33:14.680 --> 00:33:17.480]   Yeah, you know what I meant.
[00:33:17.480 --> 00:33:18.480]   Right?
[00:33:18.480 --> 00:33:19.480]   Job.
[00:33:19.480 --> 00:33:20.480]   Right?
[00:33:20.480 --> 00:33:21.480]   Thank you for correcting me.
[00:33:21.480 --> 00:33:24.760]   There's got to be one person in here that could leave this video and say, "Yeah, Lot
[00:33:24.760 --> 00:33:25.760]   went through a lot."
[00:33:25.760 --> 00:33:30.760]   Yeah, we're talking about Job.
[00:33:30.760 --> 00:33:32.120]   Okay?
[00:33:32.120 --> 00:33:34.680]   So in other words, he's saying that the sovereign God was in control.
[00:33:34.680 --> 00:33:38.240]   In other words, He was in control of all of it.
[00:33:38.240 --> 00:33:40.080]   He was in control when redemption was coming.
[00:33:40.080 --> 00:33:42.640]   He was in control when the Babylonians were there.
[00:33:42.640 --> 00:33:44.720]   He was in control when the famine was there.
[00:33:44.720 --> 00:33:46.160]   He was in control of all of it.
[00:33:46.160 --> 00:33:47.160]   Right?
[00:33:47.160 --> 00:33:48.160]   Why did He do it?
[00:33:48.160 --> 00:33:49.160]   He went to repentance.
[00:33:49.160 --> 00:33:50.160]   Right?
[00:33:50.160 --> 00:33:59.440]   And again, this is an application question.
[00:33:59.440 --> 00:34:02.320]   I'll just leave that for you for the end.
[00:34:02.320 --> 00:34:04.440]   Okay?
[00:34:04.440 --> 00:34:09.440]   Despite the many sins of Israel, what does God promise Israel in verse 1 and 2, and why
[00:34:09.440 --> 00:34:10.440]   in verse 4?
[00:34:10.440 --> 00:34:17.040]   He says, "One, that He will redeem them."
[00:34:17.040 --> 00:34:19.640]   How many times has He done this?
[00:34:19.640 --> 00:34:22.040]   Right?
[00:34:22.040 --> 00:34:25.160]   How many times has He forgiven you, forgiven me?
[00:34:25.160 --> 00:34:26.160]   Right?
[00:34:26.160 --> 00:34:28.360]   I mean, think about it.
[00:34:28.360 --> 00:34:35.040]   If salvation was by works, just practically speaking, we wouldn't be here.
[00:34:35.040 --> 00:34:37.280]   Right?
[00:34:37.280 --> 00:34:42.480]   I don't know how long it would have taken, but we wouldn't be here.
[00:34:42.480 --> 00:34:46.920]   Only reason why you're still here, are able to listen, able to study the Word of God,
[00:34:46.920 --> 00:34:50.400]   is because, like we said on Sunday, because God promised it.
[00:34:50.400 --> 00:34:52.360]   He made a covenant with Himself.
[00:34:52.360 --> 00:34:53.360]   Right?
[00:34:53.360 --> 00:34:57.600]   So despite Israel's sin, He's still, He's still patient with them.
[00:34:57.600 --> 00:34:58.600]   Right?
[00:34:58.600 --> 00:35:00.160]   So He's kind of come to redeem them.
[00:35:00.160 --> 00:35:02.920]   He's not only going to redeem them, forgive them of their sins, He says He's going to
[00:35:02.920 --> 00:35:06.520]   protect them in verse 2.
[00:35:06.520 --> 00:35:09.040]   Right?
[00:35:09.040 --> 00:35:15.000]   And ultimately, in verse 4, "Because you are precious in my eyes, and honored, and
[00:35:15.000 --> 00:35:16.800]   I love you."
[00:35:16.800 --> 00:35:19.960]   I give men in return for you, people in exchange for your life.
[00:35:19.960 --> 00:35:21.960]   He says, "I love you."
[00:35:21.960 --> 00:35:23.400]   Right?
[00:35:23.400 --> 00:35:27.720]   I remember as a young Christian, I was reading this for the first time, and this is the first
[00:35:27.720 --> 00:35:33.240]   time I remember where God Himself just directly says, "I love you."
[00:35:33.240 --> 00:35:35.560]   And I memorized this verse.
[00:35:35.560 --> 00:35:36.560]   Right?
[00:35:36.560 --> 00:35:41.040]   "I love you."
[00:35:41.040 --> 00:35:47.240]   I mean, I think people are changed, like when you feel loved.
[00:35:47.240 --> 00:35:48.240]   Right?
[00:35:48.240 --> 00:35:50.880]   By anybody.
[00:35:50.880 --> 00:35:56.800]   But to be loved by God, to be an object of the love of God, and if you really believe
[00:35:56.800 --> 00:36:02.720]   that, that God who created the universe loves you, you know, what does that mean?
[00:36:02.720 --> 00:36:03.720]   You're safe.
[00:36:03.720 --> 00:36:04.720]   Right?
[00:36:04.720 --> 00:36:07.640]   Psalm 23, "For I walk through the valley of the shadow of evil."
[00:36:07.640 --> 00:36:08.640]   Right?
[00:36:09.240 --> 00:36:12.080]   "Valley of the shadow of death, I shall feel no evil."
[00:36:12.080 --> 00:36:14.720]   Because why would you not fear evil?
[00:36:14.720 --> 00:36:15.840]   Right?
[00:36:15.840 --> 00:36:17.840]   Because God loves you.
[00:36:17.840 --> 00:36:18.840]   Right?
[00:36:18.840 --> 00:36:24.480]   I don't think we're being too touchy-feely when we talk about this, because I think it's
[00:36:24.480 --> 00:36:28.840]   extremely important that we realize that God doesn't just care about you, He doesn't just
[00:36:28.840 --> 00:36:33.680]   count your hair, He doesn't just like, you know, feel obligated because of His covenant.
[00:36:33.680 --> 00:36:36.160]   He says, "You're precious in my eyes."
[00:36:36.160 --> 00:36:39.040]   He says, "I love you."
[00:36:39.040 --> 00:36:40.040]   Right?
[00:36:40.040 --> 00:36:43.640]   I mean, that's important.
[00:36:43.640 --> 00:36:45.800]   That's really, really important.
[00:36:45.800 --> 00:36:47.280]   Who do you say I am?
[00:36:47.280 --> 00:36:48.280]   Right?
[00:36:48.280 --> 00:36:52.200]   Because I know who you are to me.
[00:36:52.200 --> 00:36:57.940]   And I think if you're not convinced of this, if you're not convinced that you're precious
[00:36:57.940 --> 00:37:05.000]   in God's eyes and that He loves you, you know, this is the reason why we run from Him.
[00:37:05.000 --> 00:37:10.160]   You know, when we make mistakes, or, you know, not realizing how much we mean to Him.
[00:37:10.160 --> 00:37:11.600]   Right?
[00:37:11.600 --> 00:37:22.640]   If it was up to me, I'd just linger here for a while.
[00:37:22.640 --> 00:37:25.680]   Yeah.
[00:37:25.680 --> 00:37:28.480]   According to verse 7, why were we created?
[00:37:28.480 --> 00:37:32.120]   How does that affect the way we think of our jobs, or leisure, or money?
[00:37:32.120 --> 00:37:33.120]   Like what was the purpose?
[00:37:33.240 --> 00:37:34.920]   He says, "He created us for His glory."
[00:37:34.920 --> 00:37:40.600]   Right?
[00:37:40.600 --> 00:37:46.080]   It's interesting how in verse 8, He says, "Bring out the people who are blind, yet have
[00:37:46.080 --> 00:37:48.280]   eyes, who are deaf, yet have ears."
[00:37:48.280 --> 00:37:49.280]   Right?
[00:37:49.280 --> 00:37:52.400]   People who are physically, they're blind, but they can see.
[00:37:52.400 --> 00:37:53.400]   Right?
[00:37:53.400 --> 00:37:54.480]   Deaf, but they can hear.
[00:37:54.480 --> 00:37:56.560]   The exact opposite of verse 18 and 20.
[00:37:56.560 --> 00:37:59.080]   It's saying they have eyes, but they do not see.
[00:37:59.080 --> 00:38:00.880]   They have ears, but they do not hear.
[00:38:00.880 --> 00:38:03.880]   But when God brings redemption, it's exactly the opposite.
[00:38:03.880 --> 00:38:05.760]   Even the people who don't see, will see.
[00:38:05.760 --> 00:38:08.320]   Even the people who don't hear, will hear.
[00:38:08.320 --> 00:38:09.320]   Right?
[00:38:09.320 --> 00:38:21.800]   Probably my favorite, favorite song ever is a Korean song written by a paraplegic in Korean.
[00:38:21.800 --> 00:38:28.520]   And basically, just a summary of the song is how God is so fair.
[00:38:28.520 --> 00:38:32.160]   And how she writes, I'm not going to say it in Korean.
[00:38:32.160 --> 00:38:33.400]   I'm going to try to translate it.
[00:38:33.400 --> 00:38:39.200]   It says, "God is so fair because God has given me what other people don't have."
[00:38:39.200 --> 00:38:45.480]   Because of her disabilities, that she's able to see Christ and see, hear more deeply, and
[00:38:45.480 --> 00:38:47.400]   see more clearly because of her.
[00:38:47.400 --> 00:38:48.800]   And she's like, "How God is so fair.
[00:38:48.800 --> 00:38:49.800]   God is so fair."
[00:38:49.800 --> 00:38:50.800]   Right?
[00:38:50.800 --> 00:38:55.000]   One of these days, I'll translate it for you.
[00:38:55.000 --> 00:38:56.000]   The whole song.
[00:38:56.000 --> 00:38:57.000]   Right?
[00:38:57.000 --> 00:38:58.000]   God's favorite, favorite song.
[00:38:58.000 --> 00:39:00.360]   And that's what he says.
[00:39:00.360 --> 00:39:03.920]   When he appears, and even the people who cannot see, will see.
[00:39:03.920 --> 00:39:09.560]   He does exactly the opposite.
[00:39:09.560 --> 00:39:10.560]   So what does he say?
[00:39:10.560 --> 00:39:13.600]   Now, he calls the nation of Israel to be his light.
[00:39:13.600 --> 00:39:16.400]   And he says, "What do they first must do?"
[00:39:16.400 --> 00:39:21.320]   He says, "They must first come and see and witness before they can declare his glory."
[00:39:21.320 --> 00:39:22.800]   Verse 9 and 10.
[00:39:22.800 --> 00:39:28.000]   "All the nations gather together in a people's assemble who among them can declare this and
[00:39:28.000 --> 00:39:29.660]   show us the former things.
[00:39:29.660 --> 00:39:35.040]   Let them bring their witness to prove them right and let them hear and say, 'It is true.
[00:39:35.040 --> 00:39:38.960]   You are my witnesses, declares the Lord, and my servant whom I have chosen, that you may
[00:39:38.960 --> 00:39:41.320]   know and believe me and understand that I am he.
[00:39:41.320 --> 00:39:45.120]   Before me no God was formed, nor shall there be any after me."
[00:39:45.120 --> 00:39:49.040]   In other words, you know, it says, "Be still and know that I am Lord."
[00:39:49.040 --> 00:39:50.040]   Right?
[00:39:50.040 --> 00:39:53.800]   So, it's like, before he sends his disciples out, what does he tell them to do?
[00:39:53.800 --> 00:39:54.800]   "Come follow me."
[00:39:54.800 --> 00:39:55.800]   Right?
[00:39:55.800 --> 00:39:59.200]   So, in the three years, yes, he did train them.
[00:39:59.200 --> 00:40:00.200]   He sent them out.
[00:40:00.200 --> 00:40:05.600]   He showed them how to pray for people and to heal the sick and all that.
[00:40:05.600 --> 00:40:09.180]   But above everything that he's done, the greatest thing that he did in those three years was
[00:40:09.180 --> 00:40:12.480]   he revealed himself to them.
[00:40:12.480 --> 00:40:13.480]   That's what he did.
[00:40:13.480 --> 00:40:14.860]   More than anything else, he revealed himself.
[00:40:14.860 --> 00:40:18.240]   Because the greatest thing that they were going to do is to be their witness.
[00:40:18.240 --> 00:40:19.960]   Be his witness.
[00:40:19.960 --> 00:40:22.320]   Not simply to do what he did.
[00:40:22.320 --> 00:40:23.320]   Right?
[00:40:23.320 --> 00:40:24.320]   Which he did.
[00:40:24.320 --> 00:40:27.040]   He said, "I'm going to show you how to make fishers of men."
[00:40:27.040 --> 00:40:31.880]   But the greatest thing that they received in the years that they were with Jesus was
[00:40:31.880 --> 00:40:34.120]   they saw Jesus up close.
[00:40:34.120 --> 00:40:35.480]   Right?
[00:40:35.480 --> 00:40:36.840]   And so what was their primary job?
[00:40:36.840 --> 00:40:38.360]   It's to declare his glory.
[00:40:38.360 --> 00:40:42.240]   So if you're going to declare his glory, you have to see his glory.
[00:40:42.240 --> 00:40:44.040]   Right?
[00:40:44.040 --> 00:40:49.920]   So whether you go into ministry, whether you make disciples, whether you serve the church,
[00:40:49.920 --> 00:40:56.280]   the greatest preparation for God's ministry is to behold his glory.
[00:40:56.280 --> 00:40:57.720]   Right?
[00:40:57.720 --> 00:41:01.720]   Because the primary work that he calls us to do is to declare his glory.
[00:41:01.720 --> 00:41:05.560]   So how can somebody who doesn't behold his glory declare his glory?
[00:41:05.560 --> 00:41:06.560]   Right?
[00:41:06.560 --> 00:41:10.760]   So the greatest thing that God calls every Christian to do is to come and behold his
[00:41:10.760 --> 00:41:11.760]   glory.
[00:41:11.760 --> 00:41:12.760]   Right?
[00:41:12.760 --> 00:41:19.800]   So if we're not affected by his glory, by his mercy, how can we be a witness?
[00:41:19.800 --> 00:41:22.140]   We can regurgitate information.
[00:41:22.140 --> 00:41:25.120]   We can take the things that we've studied and just present it to them.
[00:41:25.120 --> 00:41:29.880]   So if you are a good communicator, if you like to read, you know.
[00:41:29.880 --> 00:41:31.320]   But that's not what God called us to do.
[00:41:31.320 --> 00:41:33.640]   God called us to be a witness, to be a light.
[00:41:33.640 --> 00:41:34.640]   Right?
[00:41:34.640 --> 00:41:36.800]   A smaller light of the greater light.
[00:41:36.800 --> 00:41:39.760]   So that's why first and foremost he tells us to come.
[00:41:39.760 --> 00:41:40.760]   Right?
[00:41:40.760 --> 00:41:43.520]   Isn't that the story about Mary and Martha?
[00:41:43.520 --> 00:41:44.520]   Right?
[00:41:44.520 --> 00:41:49.600]   It's not, I mean, Martha would be the one praised in the church because she's the one
[00:41:49.600 --> 00:41:51.560]   doing all the work.
[00:41:51.560 --> 00:41:52.640]   Right?
[00:41:52.640 --> 00:41:54.760]   So he's not, does God call us to work?
[00:41:54.760 --> 00:41:57.000]   Of course he calls us to work.
[00:41:57.000 --> 00:42:00.880]   You know, would Jesus be okay if all Mary did was sat there and she never helped with
[00:42:00.880 --> 00:42:02.360]   the dishes?
[00:42:02.360 --> 00:42:03.360]   Never did anything?
[00:42:03.360 --> 00:42:04.960]   Of course that's not what he's saying.
[00:42:04.960 --> 00:42:09.360]   He said she chose what's best.
[00:42:09.360 --> 00:42:14.520]   The best was sitting at Jesus' feet, soaking up everything that Jesus was saying.
[00:42:14.520 --> 00:42:15.520]   Right?
[00:42:15.520 --> 00:42:21.920]   Because the one who beholds his glory is going to be the greatest witness for Jesus.
[00:42:21.920 --> 00:42:23.560]   Right?
[00:42:23.560 --> 00:42:28.200]   So consider each description of Jesus.
[00:42:28.200 --> 00:42:32.520]   Again, he's the Redeemer, the Holy One of Israel.
[00:42:32.520 --> 00:42:36.680]   He's the one who created Israel.
[00:42:36.680 --> 00:42:42.440]   Because he's the one who created Israel, verse 15, he's the King of Israel.
[00:42:42.440 --> 00:42:48.920]   And this King isn't just the King of Israel, he's sovereign over all creation.
[00:42:48.920 --> 00:42:51.160]   And all of these things are very personal.
[00:42:51.160 --> 00:42:55.120]   He's not giving some generic title.
[00:42:55.120 --> 00:42:58.000]   He's saying all of this personally because he's redeeming them.
[00:42:58.000 --> 00:42:59.320]   He's their Redeemer.
[00:42:59.320 --> 00:43:00.360]   He's their Creator.
[00:43:00.360 --> 00:43:01.640]   He's their King.
[00:43:01.640 --> 00:43:04.200]   And that King is the King of all creation.
[00:43:04.200 --> 00:43:05.200]   Right?
[00:43:05.200 --> 00:43:09.200]   In other words, to have confidence in him.
[00:43:09.200 --> 00:43:11.040]   Right?
[00:43:11.040 --> 00:43:13.040]   Because he cares.
[00:43:13.040 --> 00:43:19.040]   Like, cast all your anxiety upon him because he cares for you.
[00:43:19.040 --> 00:43:21.040]   Right?
[00:43:21.040 --> 00:43:27.280]   Isn't that the first thing that happens when we feel like, you know, things are going out
[00:43:27.280 --> 00:43:29.840]   of control and it's in our hands?
[00:43:29.840 --> 00:43:33.080]   We become anxious when things don't go according to plan.
[00:43:33.080 --> 00:43:34.160]   Right?
[00:43:34.160 --> 00:43:35.160]   That's the first thing that happens.
[00:43:35.160 --> 00:43:36.160]   We become anxious.
[00:43:36.160 --> 00:43:40.920]   So, think about that in a larger scale as a nation.
[00:43:40.920 --> 00:43:43.680]   When the enemies start coming in, right?
[00:43:43.680 --> 00:43:44.800]   And things are out of control.
[00:43:44.800 --> 00:43:45.800]   What if they come?
[00:43:45.800 --> 00:43:46.800]   What if they take us?
