
[00:00:00.000 --> 00:00:06.440]   All right, good morning.
[00:22:19.460 --> 00:22:20.460]   does he say?
[00:22:20.460 --> 00:22:22.140]   "I will be with you."
[00:22:22.140 --> 00:22:29.980]   In other words, when he says to abide in him, he's introducing the Holy Spirit that they
[00:22:29.980 --> 00:22:35.980]   may abide with him, and by abiding with him, you will be abiding with me.
[00:22:35.980 --> 00:22:38.120]   Did you catch that?
[00:22:38.120 --> 00:22:42.620]   So he's using the presence of the Holy Spirit and his presence interchangeably.
[00:22:42.620 --> 00:22:48.300]   Okay, so this is a very important text about the Holy Spirit, so let me highlight three
[00:22:48.300 --> 00:22:50.820]   things that he says about the Holy Spirit here.
[00:22:50.820 --> 00:22:57.420]   First of all, the word that he uses when he says, "He will give you another helper."
[00:22:57.420 --> 00:23:04.300]   In the Greek, there are two words that can be translated "another."
[00:23:04.300 --> 00:23:10.700]   First word is the word "alos," which is the word that is used here, and it means "another"
[00:23:10.700 --> 00:23:11.700]   of the same kind.
[00:23:11.700 --> 00:23:16.620]   Let's say, as an example, if a police officer is on the scene, and that police officer has
[00:23:16.620 --> 00:23:21.020]   to go, and he says, "Well, I need to go, but another police officer is going to come, and
[00:23:21.020 --> 00:23:23.220]   he's going to continue to help you."
[00:23:23.220 --> 00:23:26.140]   That's the word "alos."
[00:23:26.140 --> 00:23:33.940]   There's another word of another kind, in quality, and that's "heteros."
[00:23:33.940 --> 00:23:39.100]   Both words can be translated "another," but the word that he uses here is "alos."
[00:23:39.100 --> 00:23:44.980]   So if the other one that is coming is different than him, then he would have used the word
[00:23:44.980 --> 00:23:46.980]   "heteros."
[00:23:46.980 --> 00:23:53.420]   But by using the word "alos," he's saying, as he is equal to the Father, another equal
[00:23:53.420 --> 00:24:00.380]   to me, who is just like me, is coming to continue the work that I started with you.
[00:24:00.380 --> 00:24:06.300]   So in other words, Jesus was equating the Holy Spirit with him, and he equated himself
[00:24:06.300 --> 00:24:13.140]   with the Father, so he is saying, in a sense, "I am not leaving you."
[00:24:13.140 --> 00:24:17.820]   Just as the Father didn't abandon you and sent me, I am not abandoning you, and I will
[00:24:17.820 --> 00:24:20.020]   send the Holy Spirit.
[00:24:20.020 --> 00:24:25.100]   His role, the Holy Spirit's role, is not different from Jesus.
[00:24:25.100 --> 00:24:28.980]   In other words, I am not abandoning you.
[00:24:28.980 --> 00:24:35.620]   In John 16, 7, "But I tell you the truth, it is to your advantage that I go away."
[00:24:35.620 --> 00:24:38.420]   Think about that if you're disciples and you're hearing him.
[00:24:38.420 --> 00:24:39.420]   This is the Messiah.
[00:24:39.420 --> 00:24:43.180]   This is the guy who raises people from the dead.
[00:24:43.180 --> 00:24:49.500]   This is the guy who walks on waters and then calms the storms, just by his word.
[00:24:49.500 --> 00:24:55.020]   And he says, "I am going, you cannot follow me, but in fact, it's better for you if I
[00:24:55.020 --> 00:24:59.920]   go, because until I go, he will not come."
[00:24:59.920 --> 00:25:04.740]   So in other words, what he's saying is, the coming of the Holy Spirit is actually more
[00:25:04.740 --> 00:25:10.180]   beneficial for you than if I have stayed.
[00:25:10.180 --> 00:25:16.580]   How often have you thought, "Man, it would have been awesome, you know, it would have
[00:25:16.580 --> 00:25:21.180]   been awesome to be on earth when Jesus was walking this earth, right?
[00:25:21.180 --> 00:25:25.780]   It would have been great to be in Jerusalem when he was at the temple, if I was there
[00:25:25.780 --> 00:25:29.780]   and I ate the miraculous bread and the fish, right?"
[00:25:29.780 --> 00:25:34.260]   I mean, we probably all have thought that, and that's why so many people will pay lots
[00:25:34.260 --> 00:25:38.900]   of money to go to Jerusalem and walk on the streets that he walked on and look at the
[00:25:38.900 --> 00:25:41.700]   trees and the scenery that he enjoyed.
[00:25:41.700 --> 00:25:47.260]   But Jesus says, "It's better for you," meaning better for all of us that he left.
[00:25:47.260 --> 00:25:53.060]   Our current situation is better than the situation that the disciples were in when Jesus was
[00:25:53.060 --> 00:25:54.620]   saying this to them.
[00:25:54.620 --> 00:25:56.540]   That's a pretty radical statement.
[00:25:56.540 --> 00:26:03.020]   In other words, the Holy Spirit that's going to come is going to do mightier things in
[00:26:03.020 --> 00:26:07.860]   us than if when Jesus was here in person.
[00:26:07.860 --> 00:26:10.500]   That's pretty radical.
[00:26:10.500 --> 00:26:12.820]   Well what is, when he comes, what does he do?
[00:26:12.820 --> 00:26:14.620]   What is his primary work?
[00:26:14.620 --> 00:26:16.460]   John, right?
[00:26:16.460 --> 00:26:22.900]   In John chapter 114, he says, "The Word became flesh and dwelt among us," right?
[00:26:22.900 --> 00:26:23.900]   Talking about Jesus.
[00:26:23.900 --> 00:26:29.620]   Well, the Word dwelt here, and again, like I said, if you are tired, you may have already
[00:26:29.620 --> 00:26:31.560]   gone over your head, right?
[00:26:31.560 --> 00:26:35.340]   But I'm trying to give you the ministry of the Holy Spirit and the transition that Jesus
[00:26:35.340 --> 00:26:39.820]   is making to the disciples and how important this is, right?
[00:26:39.820 --> 00:26:42.060]   Because this is the center of what Jesus came to do.
[00:26:42.060 --> 00:26:44.500]   He said, "Christ came and he dwelt among us."
[00:26:44.500 --> 00:26:48.060]   The word dwelt here is not meno.
[00:26:48.060 --> 00:26:52.100]   Even the word meno has the idea of dwelling, right?
[00:26:52.100 --> 00:26:57.700]   But the word dwelt here is the word literally to pitch a tent.
[00:26:57.700 --> 00:27:05.580]   So when Christ came, he came into our campground, he took on our flesh, and he lived among us,
[00:27:05.580 --> 00:27:06.840]   right?
[00:27:06.840 --> 00:27:09.040]   He lived among us.
[00:27:09.040 --> 00:27:15.460]   But of the Holy Spirit, he says in John chapter 14, 17, "This is the Spirit of truth whom
[00:27:15.460 --> 00:27:20.660]   the world cannot receive because it does not see him or know him, but you know him because
[00:27:20.660 --> 00:27:26.100]   he abides with you and will be in you."
[00:27:26.100 --> 00:27:32.180]   The distinction between Jesus' dwelling and the dwelling of the Holy Spirit is Jesus came
[00:27:32.180 --> 00:27:33.820]   and he pitched a tent among us.
[00:27:33.820 --> 00:27:38.960]   In other words, he came and was in the campground with us.
[00:27:38.960 --> 00:27:42.700]   He walked with us, he lived with us, he ate with us.
[00:27:42.700 --> 00:27:48.500]   But the Holy Spirit, he's going to come and he's going to indwell in us.
[00:27:48.500 --> 00:27:51.480]   He didn't just pitch a tent.
[00:27:51.480 --> 00:27:55.660]   Our union with the Holy Spirit is that he indwells in us.
[00:27:55.660 --> 00:27:58.020]   Do you understand the distinction?
[00:27:58.020 --> 00:28:02.940]   And that's why Jesus was saying, "It is better for you that I leave because I'm only here
[00:28:02.940 --> 00:28:08.460]   to pitch a tent with you, but I'm going so that the Holy Spirit can come and actually
[00:28:08.460 --> 00:28:14.260]   pitch a tent in you, that the Holy Spirit is in you."
[00:28:14.260 --> 00:28:17.900]   So let me wrap this up, what Jesus is saying.
[00:28:17.900 --> 00:28:24.920]   What Jesus is saying is he came and he dwelt among us, among us, so that he can prepare
[00:28:24.920 --> 00:28:29.860]   us so that the Holy Spirit can dwell in us.
[00:28:29.860 --> 00:28:33.100]   Do you get that?
[00:28:33.100 --> 00:28:39.660]   In Mark chapter 2, 21, Jesus tells the disciples, right?
[00:28:39.660 --> 00:28:46.080]   He tells the tax collectors and he's telling the story about, you know, about the Holy
[00:28:46.080 --> 00:28:53.060]   Spirit and he says, "No one puts new wine into old wineskin."
[00:28:53.060 --> 00:28:56.100]   If you put new wine into old wineskin, what happens to the old wineskin?
[00:28:56.100 --> 00:28:57.880]   It bursts, right?
[00:28:57.880 --> 00:29:04.480]   So in order for you to put the new wine into the bag, you need to make sure that you need
[00:29:04.480 --> 00:29:06.320]   to have a new bag.
[00:29:06.320 --> 00:29:10.580]   So you put the new wine into the new wineskin.
[00:29:10.580 --> 00:29:11.580]   What is he talking about?
[00:29:11.580 --> 00:29:14.660]   Is he talking about getting drunk?
[00:29:14.660 --> 00:29:22.260]   Right, he's like, "Next time we have a wedding, make sure that the wineskin is new."
[00:29:22.260 --> 00:29:25.220]   What is he saying?
[00:29:25.220 --> 00:29:31.780]   I believe what Jesus was saying in that text is related to what he's saying here.
[00:29:31.780 --> 00:29:36.580]   His whole purpose of why he went to the cross and he said, remember he said, "I'm going
[00:29:36.580 --> 00:29:38.540]   to the Father's house and prepare a house for you."
[00:29:38.540 --> 00:29:41.580]   It is not that the heaven is not ready.
[00:29:41.580 --> 00:29:44.220]   He's preparing us to be in heaven.
[00:29:44.220 --> 00:29:46.820]   Well how is he going to do that?
[00:29:46.820 --> 00:29:49.740]   He made us into new wineskin.
[00:29:49.740 --> 00:29:53.440]   Do you understand that?
[00:29:53.440 --> 00:30:00.280]   By washing us with his blood, by forgiving us our sins, atoning for our sins, he made
[00:30:00.280 --> 00:30:03.220]   the old wineskin into new wineskin.
[00:30:03.220 --> 00:30:07.060]   He said, "Whoever is in Christ," what does he say?
[00:30:07.060 --> 00:30:10.860]   "The old has passed, behold the new has come."
[00:30:10.860 --> 00:30:12.380]   Talking about us.
[00:30:12.380 --> 00:30:14.540]   Now why did we have to be made new?
[00:30:14.540 --> 00:30:16.700]   So that the new wine can come in.
[00:30:16.700 --> 00:30:19.580]   And what is the new wine he's referring to?
[00:30:19.580 --> 00:30:21.720]   The Holy Spirit.
[00:30:21.720 --> 00:30:26.100]   And that's exactly what happens after the resurrection in Acts chapter 2.
[00:30:26.100 --> 00:30:32.240]   The Holy Spirit comes and he's not, he doesn't pitch a tent among us, he makes it indwelling
[00:30:32.240 --> 00:30:34.420]   in us.
[00:30:34.420 --> 00:30:38.180]   And so now the Holy Spirit is in us.
[00:30:38.180 --> 00:30:43.300]   And that's why he says because he's indwelling in us, if you want to bear fruit, you're not
[00:30:43.300 --> 00:30:45.620]   going to be the one bearing the fruit.
[00:30:45.620 --> 00:30:50.200]   The Holy Spirit is going to be bearing fruit through you.
[00:30:50.200 --> 00:30:58.060]   So because Jesus is divine, and the Holy Spirit is coming, you must, as he dwells in you,
[00:30:58.060 --> 00:31:02.540]   you must also dwell in him.
[00:31:02.540 --> 00:31:08.580]   So the key to our walk with God, key to bearing fruit, is walking in the Spirit, praying in
[00:31:08.580 --> 00:31:14.380]   the Spirit, fellowshipping in the Spirit, studying in the Spirit.
[00:31:14.380 --> 00:31:19.240]   That our whole life is connected with the Spirit because we cannot by our own strength.
[00:31:19.240 --> 00:31:21.420]   That's what he means.
[00:31:21.420 --> 00:31:23.920]   So that was probably the most difficult.
[00:31:23.920 --> 00:31:28.060]   If you didn't catch all of that, I strongly encourage you to go back and listen to that
[00:31:28.060 --> 00:31:29.900]   again.
[00:31:29.900 --> 00:31:34.780]   Maybe I didn't do a good job connecting this, but this is key to our walk with God.
[00:31:34.780 --> 00:31:39.940]   Because he says if you do not meno with him, you cannot bear fruit.
[00:31:39.940 --> 00:31:45.020]   And if you do not bear fruit, if there's no evidence of any fruit, that means there is
[00:31:45.020 --> 00:31:46.220]   no connection with him.
[00:31:46.220 --> 00:31:49.540]   And if you don't have any connection with him, what does he say?
[00:31:49.540 --> 00:31:51.260]   It gets chopped down to be burned.
[00:31:51.260 --> 00:31:54.780]   In other words, you are probably not a Christian.
[00:31:54.780 --> 00:32:02.660]   So the key to our walk with God, key to our identity in God, is the Holy Spirit in us.
[00:32:02.660 --> 00:32:09.060]   Second thing that he says, he says the helper is going to come, but he says he will not
[00:32:09.060 --> 00:32:12.620]   leave you as orphans.
[00:32:12.620 --> 00:32:15.660]   Now the word orphan itself, right?
[00:32:15.660 --> 00:32:20.420]   Do we call somebody who's 30 years old and his mother and father passed away early, do
[00:32:20.420 --> 00:32:22.740]   we call them orphans?
[00:32:22.740 --> 00:32:26.620]   Normally we don't.
[00:32:26.620 --> 00:32:29.700]   If they're grown up adults, they say you were orphaned when you were young.
[00:32:29.700 --> 00:32:34.580]   But we don't typically call somebody in their 30s, 40s, and 50s, you know, and I'm 52 years
[00:32:34.580 --> 00:32:37.860]   old and say, you know, I'm orphaned because my parents died.
[00:32:37.860 --> 00:32:40.980]   We don't usually use that for older people.
[00:32:40.980 --> 00:32:45.180]   Usually when we say somebody's orphaned, it means that when they were young children,
[00:32:45.180 --> 00:32:46.180]   they were helpless.
[00:32:46.180 --> 00:32:50.340]   They needed parents to guide them, shelter them, and take care of them, and the parents,
[00:32:50.340 --> 00:32:54.440]   for whatever reason, wasn't there, right?
[00:32:54.440 --> 00:33:00.420]   So when he says, I will not leave you as orphans, by him saying that, he's telling them that
[00:33:00.420 --> 00:33:05.520]   you are helpless, and I'm not going to leave you that way.
[00:33:05.520 --> 00:33:12.020]   So the Holy Spirit is coming, not to simply assist you, it's so that he may not leave
[00:33:12.020 --> 00:33:15.260]   you as orphans, as helpless.
[00:33:15.260 --> 00:33:22.100]   In fact, the word for the Holy Spirit here, paracletus, in our translation, it's translated
[00:33:22.100 --> 00:33:23.100]   helper.
[00:33:23.100 --> 00:33:25.340]   Again, this is another word that can't be translated with one single word.
[00:33:25.340 --> 00:33:33.140]   So if you look at your different translations, it'll say helper, counselor, advocate, or
[00:33:33.140 --> 00:33:35.060]   comforter.
[00:33:35.060 --> 00:33:40.060]   The word literally means the one who's called to one side.
[00:33:40.060 --> 00:33:46.020]   In other words, if you're headed toward a path, somebody is given to you to stay with
[00:33:46.020 --> 00:33:48.020]   you the whole way.
[00:33:48.020 --> 00:33:51.900]   And that's how the Holy Spirit is described for us in the Bible, that he is a helper,
[00:33:51.900 --> 00:33:57.700]   a counselor, an advocate, a comforter, whatever it is that you need for you to continue this
[00:33:57.700 --> 00:33:59.420]   journey.
[00:33:59.420 --> 00:34:03.980]   The Holy Spirit is going to come, he's going to guide us and lead us.
[00:34:03.980 --> 00:34:06.380]   Well, what does he guide us and lead us to?
[00:34:06.380 --> 00:34:11.100]   John chapter 14, verse 26, "But the helper, the Holy Spirit, whom the Father will send
[00:34:11.100 --> 00:34:16.660]   in my name, he will teach you all things and bring to your remembrance all that I said
[00:34:16.660 --> 00:34:17.660]   to you."
[00:34:17.660 --> 00:34:23.500]   Now, I want you to really hone in on what he says here, because when we think of the
[00:34:23.500 --> 00:34:29.460]   Holy Spirit, a lot of people think of the Holy Spirit as some supernatural power or
[00:34:29.460 --> 00:34:34.220]   some feeling that we get when we are in the middle of worship or we're praying and there's
[00:34:34.220 --> 00:34:39.660]   some outside force that keeps coming in, touching us, and then leaving us when we're done.
[00:34:39.660 --> 00:34:42.700]   That's not how the Bible describes the Holy Spirit.
[00:34:42.700 --> 00:34:47.660]   He said that the Holy Spirit, the helper, the counselor, the advocate, the comforter,
[00:34:47.660 --> 00:34:50.820]   he's going to stay with you, right, the whole time.
[00:34:50.820 --> 00:34:53.140]   He doesn't come and go.
[00:34:53.140 --> 00:34:56.780]   There is no two baptism of the Holy Spirit, there are no three baptism.
[00:34:56.780 --> 00:35:02.580]   There is no Christian who doesn't have the Holy Spirit in them constantly, right?
[00:35:02.580 --> 00:35:06.100]   He said he's going to come, he's going to stay with you, and the primary thing that
[00:35:06.100 --> 00:35:11.780]   he's come to do is to remind you of the things that I have already said to you.
[00:35:11.780 --> 00:35:18.540]   In other words, he's going to take the Word of God and he's going to make it effective
[00:35:18.540 --> 00:35:20.860]   in our lives.
[00:35:20.860 --> 00:35:25.180]   And you know that there's a huge difference between just studying the Bible and being
[00:35:25.180 --> 00:35:29.680]   illuminated by the Bible, where the Word of God is being used to judge the thoughts and
[00:35:29.680 --> 00:35:34.820]   intentions of other people's hearts, versus the Word of God being judging the thoughts
[00:35:34.820 --> 00:35:37.100]   and intentions of your heart.
[00:35:37.100 --> 00:35:41.420]   While you can hear the same gospel for years and years and years, and for whatever the
[00:35:41.420 --> 00:35:47.380]   reason, the Holy Spirit opens your eyes and the same Word makes complete sense.
[00:35:47.380 --> 00:35:50.060]   And you repent and you give your life to follow Christ.
[00:35:50.060 --> 00:35:54.300]   That's the difference between studying the Word of God and having the Word of God illuminate
[00:35:54.300 --> 00:35:55.760]   you by the Holy Spirit.
[00:35:55.760 --> 00:35:59.020]   And he says the Holy Spirit is going to come and do that.
[00:35:59.020 --> 00:36:03.620]   He says he's going to cause you to remember, to think about all the Word, the gospel that
[00:36:03.620 --> 00:36:07.940]   has been preached, and make it effective for you.
[00:36:07.940 --> 00:36:12.380]   John chapter 16, verse 13, "But when he, the Spirit of truth, comes, he will guide you
[00:36:12.380 --> 00:36:17.260]   into all the truth, for he will not speak on his own initiative, but whatever he hears,
[00:36:17.260 --> 00:36:21.460]   he will speak and he will disclose to you what is to come."
[00:36:21.460 --> 00:36:26.820]   So the role of the Holy Spirit, just like Jesus, he says, "I do not speak on my own
[00:36:26.820 --> 00:36:29.380]   initiative, I say whatever the Father told me."
[00:36:29.380 --> 00:36:31.820]   And then the Holy Spirit says the same thing.
[00:36:31.820 --> 00:36:39.820]   The Holy Spirit comes to remind us and to make the Word of Christ effective in us.
[00:36:39.820 --> 00:36:46.540]   And so the primary way that the Holy Spirit comes alongside is through his Word.
[00:36:46.540 --> 00:36:48.020]   Through his Word.
[00:36:48.020 --> 00:36:55.520]   So without a clear hearing of his voice, you cannot be abiding in Christ.
[00:36:55.520 --> 00:36:57.020]   You cannot be abiding by the Holy Spirit.
[00:36:57.020 --> 00:36:58.500]   Let me say that again.
[00:36:58.500 --> 00:37:04.860]   Without a clear hearing of the voice of Christ, the work of the Holy Spirit automatically
[00:37:04.860 --> 00:37:07.120]   gets quenched.
[00:37:07.120 --> 00:37:11.060]   Because that was the primary reason why the Holy Spirit was to come.
[00:37:11.060 --> 00:37:17.660]   To come alongside, to help, to counsel, to advocate, and to comfort us through his Word.
[00:37:17.660 --> 00:37:24.660]   Romans chapter 8, verse 26, he says, "In the same way, the Spirit also helps our weaknesses."
[00:37:24.660 --> 00:37:28.580]   He helps our weaknesses in our comfort.
[00:37:28.580 --> 00:37:32.200]   He reminds us of the truth that we already know.
[00:37:32.200 --> 00:37:36.280]   I think many of you have gone through a lot of trials, even just the last couple of months.
[00:37:36.280 --> 00:37:42.140]   Whether it's through a job or sickness or a loved one who you may have lost.
[00:37:42.140 --> 00:37:45.500]   Some difficult things that are happening in your life.
[00:37:45.500 --> 00:37:49.620]   And how did the Holy Spirit come and comfort you?
[00:37:49.620 --> 00:37:52.140]   Reminded you of the truth that you already know.
[00:37:52.140 --> 00:37:54.440]   That our God is sovereign.
[00:37:54.440 --> 00:37:55.940]   That we're only here temporarily.
[00:37:55.940 --> 00:37:57.140]   That God hears our prayers.
[00:37:57.140 --> 00:37:59.440]   That he walks among us.
[00:37:59.440 --> 00:38:03.120]   And so the Holy Spirit comes and he comforts us in our weakness.
[00:38:03.120 --> 00:38:07.700]   For we do not know how to pray as we should.
[00:38:07.700 --> 00:38:15.580]   You know what's really interesting to me is, Paul, through the Holy Spirit, tells us, "You're
[00:38:15.580 --> 00:38:19.860]   not going to be good at praying."
[00:38:19.860 --> 00:38:25.080]   In some sense, it's weirdly encouraging.
[00:38:25.080 --> 00:38:28.380]   Because most Christians will say their weakest part of their walk with God is prayer.
[00:38:28.380 --> 00:38:31.220]   Now, this is not an excuse that we shouldn't pray.
[00:38:31.220 --> 00:38:32.220]   We are challenged.
[00:38:32.220 --> 00:38:34.600]   We are told to be devoted to prayer.
[00:38:34.600 --> 00:38:41.500]   But Paul himself says, "God knows that you're going to be struggling in prayer.
[00:38:41.500 --> 00:38:46.160]   That you're going to have a hard time knowing even what to pray for."
[00:38:46.160 --> 00:38:47.760]   But the Spirit himself intercedes.
[00:38:47.760 --> 00:38:52.720]   In other words, him knowing our weakness has given us the Holy Spirit.
[00:38:52.720 --> 00:38:57.440]   Because what you are not effective in doing, God will do through the Holy Spirit.
[00:38:57.440 --> 00:39:04.320]   Holy Spirit intercedes for us, not just with any prayer, but with groanings too deep for
[00:39:04.320 --> 00:39:05.720]   words.
[00:39:05.720 --> 00:39:10.280]   I think if you've lived long enough as a Christian, you've probably groaned in your prayers before
[00:39:10.280 --> 00:39:11.760]   yourself.
[00:39:11.760 --> 00:39:16.080]   You don't have words to express, but it expresses your emotions and your thoughts.
[00:39:16.080 --> 00:39:19.880]   And you can't articulate with words, but it's like, "Oh my God.
[00:39:19.880 --> 00:39:22.040]   My God, my God."
[00:39:22.040 --> 00:39:25.600]   He says that the prayers of the Holy Spirit are deep.
[00:39:25.600 --> 00:39:26.600]   It is weighty.
[00:39:26.600 --> 00:39:30.840]   Because it is groaning on behalf of our weakness.
[00:39:30.840 --> 00:39:34.680]   He said, "We're not going to succeed.
[00:39:34.680 --> 00:39:36.960]   We're not going to bear fruit because we're trying harder.
[00:39:36.960 --> 00:39:38.720]   We're more disciplined, or we're better.
[00:39:38.720 --> 00:39:39.720]   We're more moral.
[00:39:39.720 --> 00:39:42.320]   Or we're better educated.
[00:39:42.320 --> 00:39:44.520]   Or we had the proper training."
[00:39:44.520 --> 00:39:52.160]   He said, "No, you're going to bear fruit because the Holy Spirit has been deposited in you
[00:39:52.160 --> 00:39:58.720]   so that you may bear fruit as He dwells in you, that you continue to dwell with Him."
[00:39:58.720 --> 00:40:03.400]   And thirdly, he says, this Holy Spirit, not only does He come to help, not only does He
[00:40:03.400 --> 00:40:09.040]   not leave us as orphans, and helps us in our weakness, He says, "This is forever."
[00:40:09.040 --> 00:40:14.200]   Jesus came physically for a period of time, for 33 years, for three years in ministry.
[00:40:14.200 --> 00:40:18.080]   And then He did many miracles, but then He had to physically go.
[00:40:18.080 --> 00:40:24.040]   So physically, He's up in heaven, sitting at the right hand of the Father.
[00:40:24.040 --> 00:40:30.440]   But He said, "When the Holy Spirit comes, this helper," He says, "is going to be forever."
[00:40:30.440 --> 00:40:34.640]   Ephesians 1, 13 to 14, "In Him you also, after listening to the message of the truth, the
[00:40:34.640 --> 00:40:39.960]   gospel of your salvation, having also believed, you were sealed."
[00:40:39.960 --> 00:40:44.160]   You are, in other words, you are marked to be genuine believers in Him with the Holy
[00:40:44.160 --> 00:40:45.160]   Spirit of promise.
[00:40:45.160 --> 00:40:49.000]   In other words, the distinguishing mark between a Christian and non-Christian is the Holy
[00:40:49.000 --> 00:40:50.480]   Spirit.
[00:40:50.480 --> 00:40:52.120]   Has the Holy Spirit opened your eyes?
[00:40:52.120 --> 00:40:53.800]   Is there an indwelling of the Holy Spirit?
[00:40:53.800 --> 00:40:58.440]   Is there evidence of the fruit of the Spirit in your life?
[00:40:58.440 --> 00:41:00.840]   Who is given as a pledge?
[00:41:00.840 --> 00:41:04.560]   Some of your translations, the word pledge is deposit, right?
[00:41:04.560 --> 00:41:06.640]   And I don't know if people still do that today.
[00:41:06.640 --> 00:41:11.680]   If you go into a store and you see, I don't know, you see a iPhone, I don't know what
[00:41:11.680 --> 00:41:15.880]   you would buy at a store, you know, or pants, you know what I mean?
[00:41:15.880 --> 00:41:16.880]   I don't know.
[00:41:16.880 --> 00:41:20.240]   A long time ago when I would go to a store and I couldn't afford the pants, I would put
[00:41:20.240 --> 00:41:25.840]   $5 deposit because I don't want that pants being sold because as you can see, I don't
[00:41:25.840 --> 00:41:27.140]   have a normal body.
[00:41:27.140 --> 00:41:29.000]   So it's very difficult to find pants that fit.
[00:41:29.000 --> 00:41:35.400]   So if I find one, I need to make sure that I put a deposit, that nobody else, like me,
[00:41:35.400 --> 00:41:38.320]   which probably doesn't exist, but that they're going to, if he does come, they're going to
[00:41:38.320 --> 00:41:39.320]   want that pants.
[00:41:39.320 --> 00:41:45.240]   So I would put the deposit down and then even if I come put $5 every week, at some point
[00:41:45.240 --> 00:41:47.080]   I'm going to pick up the pants, right?
[00:41:47.080 --> 00:41:49.200]   That's how they used to do it, right?
[00:41:49.200 --> 00:41:50.840]   I don't know if they'd still do that today, right?
[00:41:50.840 --> 00:41:52.400]   No, it doesn't exist.
[00:41:52.400 --> 00:41:53.400]   Okay.
[00:41:53.400 --> 00:41:56.220]   It's only for the people that are older, okay?
[00:41:56.220 --> 00:41:57.680]   But that's what deposit means.
[00:41:57.680 --> 00:42:03.680]   Deposit is guaranteeing that the person who put the deposit, that from that moment on,
[00:42:03.680 --> 00:42:08.320]   even though it is not complete, they didn't pick it up yet, that they have every intention
[00:42:08.320 --> 00:42:12.880]   to pick it up and when the time comes, they're going to come and pick it up and no one else
[00:42:12.880 --> 00:42:14.720]   can claim that for themselves.
[00:42:14.720 --> 00:42:22.240]   Well, the Bible says that the Holy Spirit has been given to us as a pledge, as a deposit.
[00:42:22.240 --> 00:42:24.520]   For what purpose?
[00:42:24.520 --> 00:42:27.760]   As an assurance of our redemption.
[00:42:27.760 --> 00:42:30.880]   He didn't just leave it up to us.
[00:42:30.880 --> 00:42:31.880]   You figure it out.
[00:42:32.080 --> 00:42:33.960]   You know, I've given you all the things that you need.
[00:42:33.960 --> 00:42:34.960]   I gave you the church.
[00:42:34.960 --> 00:42:41.600]   I gave you leaders, you know, and I gave you spiritual gifts and I'm going to leave you
[00:42:41.600 --> 00:42:48.200]   and I'm going to wait on the other side, hope you make it.
[00:42:48.200 --> 00:42:53.360]   That's not what he did because he knew we couldn't make it.
[00:42:53.360 --> 00:42:57.480]   He knew that we were going to have a hard time even praying.
[00:42:57.480 --> 00:43:04.960]   So the Holy Spirit is deposited in us as a pledge, guaranteeing that what he started,
[00:43:04.960 --> 00:43:08.440]   he will complete.
[00:43:08.440 --> 00:43:12.720]   That's why he said, Paul says, he who began a good work in you will carry it on to completion.
[00:43:12.720 --> 00:43:17.480]   He doesn't say, he who started a good work in you, hopefully you can finish the job.
[00:43:17.480 --> 00:43:20.120]   Doesn't say that.
[00:43:20.120 --> 00:43:24.360]   What he started, he will continue to bring to completion.
[00:43:24.360 --> 00:43:25.600]   Now, how does he do that?
[00:43:25.600 --> 00:43:29.120]   He said, by the Holy Spirit deposited in us.
[00:43:29.120 --> 00:43:35.240]   So when he says, I am the vine, he says, as the Holy Spirit dwells in you, you must also
[00:43:35.240 --> 00:43:37.840]   dwell in him.
[00:43:37.840 --> 00:43:39.320]   And this is forever.
[00:43:39.320 --> 00:43:43.160]   This is not just until we get to heaven.
[00:43:43.160 --> 00:43:46.800]   Because if it just goes, if the dwelling of the Holy Spirit is just to get to heaven,
[00:43:46.800 --> 00:43:48.440]   it wouldn't be forever.
[00:43:48.440 --> 00:43:49.580]   Right?
[00:43:49.580 --> 00:43:51.280]   It would be until I come.
[00:43:51.280 --> 00:43:55.360]   No, but he says, no, Holy Spirit will be indwelling forever.
[00:43:55.360 --> 00:44:02.880]   Our union with Christ and his death and resurrection isn't just so that we can cross the bridge.
[00:44:02.880 --> 00:44:07.720]   And that's why he doesn't say that Christianity isn't simply about erasing the consequence
[00:44:07.720 --> 00:44:09.800]   of sin.
[00:44:09.800 --> 00:44:12.760]   The Bible describes us as new creatures.
[00:44:12.760 --> 00:44:15.240]   The old is gone.
[00:44:15.240 --> 00:44:20.200]   Whatever we were before, the Holy Spirit made an indwelling in us, is gone.
[00:44:20.200 --> 00:44:23.320]   We may have bad habits.
[00:44:23.320 --> 00:44:27.320]   Because we still live in this flesh, we may have things that we remember of the past,
[00:44:27.320 --> 00:44:29.640]   a lot of habits that we still have.
[00:44:29.640 --> 00:44:34.740]   But at the core of who we are, the Holy Spirit completely changed us.
[00:44:34.740 --> 00:44:37.760]   We have been made into new wineskin.
[00:44:37.760 --> 00:44:42.960]   That's why people often ask, Adam and Eve fell at the Garden of Eden.
[00:44:42.960 --> 00:44:49.640]   And oftentimes the heaven is described as a new heaven, new Garden of Eden.
[00:44:49.640 --> 00:44:54.520]   Well Adam and Eve fell at the Garden of Eden, so what guarantees us that when we get to
[00:44:54.520 --> 00:44:59.440]   heaven that this is going to happen again and this whole cycle is going to begin again?
[00:44:59.440 --> 00:45:02.160]   The answer is simple.
[00:45:02.160 --> 00:45:06.440]   The Holy Spirit is indwelling in us.
[00:45:06.440 --> 00:45:12.480]   So the state that we will be in eternity will be much better than Adam and Eve was from
