
[00:00:00.000 --> 00:00:07.600]   - Hello, everyone.
[00:23:32.520 --> 00:23:36.280]   not even be a spot or wrinkle or any such thing.
[00:23:36.280 --> 00:23:40.040]   And yes, when I was studying this passage, I was like, "Ooh, we can break this down.
[00:23:40.040 --> 00:23:42.480]   What does it mean to have no spot, no wrinkle or any such thing?"
[00:23:42.480 --> 00:23:44.920]   And then I laughed because my mind is really simple.
[00:23:44.920 --> 00:23:49.920]   It's like, "Maybe I should buy her that skin cream, make her glow to address those sun
[00:23:49.920 --> 00:23:50.920]   spots.
[00:23:50.920 --> 00:23:53.800]   She spent too much time in the sun playing sports or something like that."
[00:23:53.800 --> 00:23:55.800]   Okay, if you want to do that, do it.
[00:23:55.800 --> 00:23:58.360]   At least bare minimum, you got that application down.
[00:23:58.360 --> 00:24:03.320]   But obviously it's talking about so much more.
[00:24:03.320 --> 00:24:07.880]   And I apologize for using this example, but I feel like maybe some guys might be like,
[00:24:07.880 --> 00:24:09.200]   "Oh, I don't know I'm supposed to do this."
[00:24:09.200 --> 00:24:10.680]   But we do.
[00:24:10.680 --> 00:24:11.920]   Why?
[00:24:11.920 --> 00:24:15.200]   Because there are guys who have project cars.
[00:24:15.200 --> 00:24:19.160]   They have project this, project that, project this and project that.
[00:24:19.160 --> 00:24:24.240]   And we know what it means to get something and take it with all of its imperfections
[00:24:24.240 --> 00:24:29.720]   and then start buffing things out and putting your elbow grease and sweat, waxing the car,
[00:24:29.720 --> 00:24:32.360]   putting protection over it, vacuuming the insides.
[00:24:32.360 --> 00:24:37.400]   And we do details, detail-oriented things, dusters and all that kind of stuff.
[00:24:37.400 --> 00:24:38.560]   We do ceramic coating.
[00:24:38.560 --> 00:24:39.560]   We do all this sort of stuff.
[00:24:39.560 --> 00:24:42.000]   And then we use different products.
[00:24:42.000 --> 00:24:43.000]   We know.
[00:24:43.000 --> 00:24:45.280]   We don't even need our friends to be around.
[00:24:45.280 --> 00:24:49.840]   Sometimes after you do that work, you invest, you take a step back and you watch your project
[00:24:49.840 --> 00:24:50.840]   shine.
[00:24:50.840 --> 00:24:56.360]   And it gives you pleasure because you've invested yourself in there.
[00:24:56.360 --> 00:25:01.960]   There are times when I counsel couples and all the wife desires is to receive that kind
[00:25:01.960 --> 00:25:06.840]   of investment, personal attention from the wife.
[00:25:06.840 --> 00:25:09.720]   And yeah, we, husbands may have reasons.
[00:25:09.720 --> 00:25:14.360]   Oh gosh, you know, like we got busy, we had kids, all that stuff.
[00:25:14.360 --> 00:25:16.440]   But that's where we need to learn and grow.
[00:25:16.440 --> 00:25:24.120]   Husbands need to learn to have this glorious vision for the one that they love and be able
[00:25:24.120 --> 00:25:29.880]   to give that kind of personal investment, to show affection, to show care, to be able
[00:25:29.880 --> 00:25:35.280]   to see where are the areas that my wife needs that support.
[00:25:35.280 --> 00:25:42.080]   So husbands, again, you got this desire to see no spring, no wrinkle, no spot, no such
[00:25:42.080 --> 00:25:45.200]   thing that she would be blameless.
[00:25:45.200 --> 00:25:47.720]   And man, what a high calling that would be.
[00:25:47.720 --> 00:25:51.840]   Because now, you know, husbands feel like sometimes men feel like, okay, I'm going to,
[00:25:51.840 --> 00:25:53.400]   I'm going to train her.
[00:25:53.400 --> 00:25:54.880]   And it didn't say train your wife.
[00:25:54.880 --> 00:25:55.880]   Okay.
[00:25:55.880 --> 00:25:57.160]   Let's just make that very clear.
[00:25:57.160 --> 00:26:02.160]   It didn't say go, you know, like train and whip them into shape.
[00:26:02.160 --> 00:26:04.400]   That is not what it said.
[00:26:04.400 --> 00:26:08.440]   Scripture many times talks about showing an instruction and giving guidance and stuff
[00:26:08.440 --> 00:26:09.440]   like that.
[00:26:09.440 --> 00:26:15.440]   And many times it's not so much manipulation or force, but it's inspiration through example.
[00:26:15.440 --> 00:26:21.360]   You now have to think about how are you going to lead to this end goal of spiritually providing
[00:26:21.360 --> 00:26:22.360]   for her.
[00:26:22.360 --> 00:26:28.360]   For the spiritual provision as God, I mean, think about God, like God desiring to take
[00:26:28.360 --> 00:26:29.600]   care of his people.
[00:26:29.600 --> 00:26:34.280]   He wants you to be that pocket small group leader, so to speak in your home.
[00:26:34.280 --> 00:26:38.920]   And you supposed to be that example setting individual who is loving the word, lead by
[00:26:38.920 --> 00:26:44.400]   example to cherish scripture, to apply, lead by example of how you're going to deal with
[00:26:44.400 --> 00:26:45.560]   fatigue.
[00:26:45.560 --> 00:26:49.040]   You lead by example of how are you going to use your spare time?
[00:26:49.040 --> 00:26:52.840]   You lead by example of how are you going to deal with that stress, the stress upon you
[00:26:52.840 --> 00:26:56.480]   at work, you're going to come home and take it all out.
[00:26:56.480 --> 00:27:02.240]   You lead by example of how are you going to absorb the hits of life and not retaliate.
[00:27:02.240 --> 00:27:03.240]   You lead by example.
[00:27:03.240 --> 00:27:07.200]   I know some of us, man, we struggle with the thoughts of like, how am I going to provide
[00:27:07.200 --> 00:27:09.760]   for my wife?
[00:27:09.760 --> 00:27:15.000]   This here in terms of providing that spiritual personal investment, that should be at the
[00:27:15.000 --> 00:27:17.200]   top of our list.
[00:27:17.200 --> 00:27:24.240]   So we've learned that much that our love should be sanctifying and glorifying as husbands.
[00:27:24.240 --> 00:27:30.760]   But next, the passage challenges us to love like you love yourself.
[00:27:30.760 --> 00:27:32.680]   Love like you love yourself.
[00:27:32.680 --> 00:27:39.080]   Verse 28 says, "So husbands ought also to love their own wives as their own bodies."
[00:27:39.080 --> 00:27:45.700]   Now, so again, sometimes I sit and I just like, as I'm writing, I typically just break
[00:27:45.700 --> 00:27:50.320]   down a verse and just start writing all my thoughts about it in each little section.
[00:27:50.320 --> 00:27:54.520]   Part of me, I was like, well, truth be told, my body's clearly not being taken care of
[00:27:54.520 --> 00:27:55.520]   right now.
[00:27:55.520 --> 00:28:01.040]   Like I'm starting to develop a gut, I've got bad posture, I'm complaining about my bad
[00:28:01.040 --> 00:28:02.040]   back.
[00:28:02.040 --> 00:28:07.600]   Okay, you can't give an excuse like, well, you know, I just don't care too much.
[00:28:07.600 --> 00:28:08.680]   No, no, no.
[00:28:08.680 --> 00:28:13.640]   There is what you call an assumption of the norm here, an assumption of the norm.
[00:28:13.640 --> 00:28:15.600]   What is the assumption of the norm?
[00:28:15.600 --> 00:28:19.900]   The assumption of the norm is that we love ourselves.
[00:28:19.900 --> 00:28:25.460]   The assumption of the norm is that in terms of who you're taking care of best, the majority
[00:28:25.460 --> 00:28:30.900]   of individuals take care of their own bodies much, much better than anybody else.
[00:28:30.900 --> 00:28:33.900]   So husbands, think about this.
[00:28:33.900 --> 00:28:36.100]   How would you immediately apply this?
[00:28:36.100 --> 00:28:41.500]   If you are to love your wives as yourself, what are you supposed to be doing?
[00:28:41.500 --> 00:28:45.300]   Now sometimes guys, I think a lot of guys, the way they think about love is like, well,
[00:28:45.300 --> 00:28:48.780]   I buy myself a ton of toys, I'm going to buy my wife a toy, right?
[00:28:48.780 --> 00:28:51.920]   Now if that's your application, again, very simplistic.
[00:28:51.920 --> 00:28:55.160]   If that's your application, do it because at least you're doing something.
[00:28:55.160 --> 00:29:01.140]   But scripture typically calls us to so much more than buying a wife toys.
[00:29:01.140 --> 00:29:03.320]   What is the principle here?
[00:29:03.320 --> 00:29:07.740]   Think about this principle and the rest of the passage, starting from verse 30.
[00:29:07.740 --> 00:29:13.980]   In Ephesians chapter five, verse 30, the scripture says that we need to love our own wives.
[00:29:13.980 --> 00:29:19.420]   There is this possessive, me and her are like, there's a possession there.
[00:29:19.420 --> 00:29:23.380]   Like wives, your husband's yours and nobody else's.
[00:29:23.380 --> 00:29:25.900]   Husbands, your wife is yours and nobody else's.
[00:29:25.900 --> 00:29:32.980]   There is an exclusive, confined, covenantal love that guards you, the two of you.
[00:29:32.980 --> 00:29:35.980]   But the scripture says more than that.
[00:29:35.980 --> 00:29:40.700]   Explanation is because we are members of his body.
[00:29:40.700 --> 00:29:45.180]   For this reason, a man shall leave his father and mother and shall be joined to his wife
[00:29:45.180 --> 00:29:48.180]   and the two shall become one.
[00:29:48.180 --> 00:29:54.260]   This mystery is great, but I am speaking with reference to Christ and the church.
[00:29:54.260 --> 00:29:58.060]   What is he highlighting when he says, love your wives as your own body?
[00:29:58.060 --> 00:30:02.800]   He's highlighting the spiritual truth that yes, you are two separate individuals coming
[00:30:02.800 --> 00:30:07.540]   together in the holy matrimony of marriage, but there is a spiritual reality greater than
[00:30:07.540 --> 00:30:11.020]   two people living in the same house.
[00:30:11.020 --> 00:30:14.140]   You are one body.
[00:30:14.140 --> 00:30:16.020]   You're spiritually one.
[00:30:16.020 --> 00:30:17.900]   That's the way he describes it.
[00:30:17.900 --> 00:30:22.380]   And it's from the beginning, the way that God has fashioned husband and wife is like
[00:30:22.380 --> 00:30:23.380]   this.
[00:30:23.380 --> 00:30:29.460]   The principle is the Lord God fashioned into a woman, the rib, sorry, the Lord God fashioned
[00:30:29.460 --> 00:30:34.260]   into a woman, the rib, which he had taken from the man and brought her to the man.
[00:30:34.260 --> 00:30:39.780]   The man said, this is now bone of my bone, flesh of my flesh.
[00:30:39.780 --> 00:30:44.180]   She shall be called woman because she was taken out of man.
[00:30:44.180 --> 00:30:49.340]   For this reason, a man shall leave his father and his mother and be joined to his wife and
[00:30:49.340 --> 00:30:52.020]   they shall become one flesh.
[00:30:52.020 --> 00:30:56.140]   And the man and his wife were both naked and were not ashamed.
[00:30:56.140 --> 00:31:01.820]   I mean, wow, we could actually camp out there and think like, whoa, if you think about this,
[00:31:01.820 --> 00:31:05.860]   just recall we originated essentially.
[00:31:05.860 --> 00:31:09.980]   And if you look at other passages, for example, first Corinthians chapter 11, it talks about
[00:31:09.980 --> 00:31:17.140]   how, listen, two are different and yes, there's authority, but within this man comes from
[00:31:17.140 --> 00:31:21.100]   the wife, but what's more, the wife came from the husband.
[00:31:21.100 --> 00:31:26.940]   So when you think about it, there is this identity where you're bound together as one.
[00:31:26.940 --> 00:31:30.580]   And I think we as husbands have to keep thinking on that level.
[00:31:30.580 --> 00:31:34.900]   We are by nature and identity completely different once you're married.
[00:31:34.900 --> 00:31:37.060]   And you have to think like that.
[00:31:37.060 --> 00:31:41.060]   You have to think about yourselves as one being.
[00:31:41.060 --> 00:31:44.380]   You can't constantly think about it like, well, she's different.
[00:31:44.380 --> 00:31:45.940]   Well, she has different ideas.
[00:31:45.940 --> 00:31:48.020]   Well, she's this and she's that.
[00:31:48.020 --> 00:31:53.240]   We have to understand that we are in this desire to get married.
[00:31:53.240 --> 00:31:56.120]   We are moving towards oneness.
[00:31:56.120 --> 00:31:58.220]   We are moving towards unity.
[00:31:58.220 --> 00:32:01.820]   And I think when you take a look at husbands and wives who have been together for a long,
[00:32:01.820 --> 00:32:07.860]   long time, and they've really tried, they've really tried to submit oneself to another
[00:32:07.860 --> 00:32:13.380]   and to work together, there is a kind of mutual understanding and intimacy that's just like
[00:32:13.380 --> 00:32:14.940]   a treasure, right?
[00:32:14.940 --> 00:32:16.380]   It's rare.
[00:32:16.380 --> 00:32:20.280]   You know it's a fruit of like long-term investment.
[00:32:20.280 --> 00:32:25.260]   And that is not something that is just so commonplace.
[00:32:25.260 --> 00:32:31.260]   What's the other thing about this is, again, there is an assumption.
[00:32:31.260 --> 00:32:34.980]   And here's the assumption.
[00:32:34.980 --> 00:32:41.980]   Verse 29, "For no one ever hated his own flesh, but nourishes and cherishes it, just as Christ
[00:32:41.980 --> 00:32:44.020]   also does the church."
[00:32:44.020 --> 00:32:45.260]   So you see that?
[00:32:45.260 --> 00:32:48.020]   The idea here is there is an assumption.
[00:32:48.020 --> 00:32:51.900]   There is nobody who hates themselves.
[00:32:51.900 --> 00:32:56.300]   I'm going to take a quick line from one of my counseling professors.
[00:32:56.300 --> 00:32:59.780]   He says, "You know, honestly speaking, someone may disagree with me.
[00:32:59.780 --> 00:33:00.780]   It's like, I hate myself.
[00:33:00.780 --> 00:33:03.540]   And there are people who hurt themselves.
[00:33:03.540 --> 00:33:06.980]   There are people who despise themselves, so to speak.
[00:33:06.980 --> 00:33:08.900]   And they'll say, no, I hate myself."
[00:33:08.900 --> 00:33:13.700]   But a professor used to say, "Well, I disagree, number one, because scripture says typically,
[00:33:13.700 --> 00:33:15.180]   no, you don't really hate yourself.
[00:33:15.180 --> 00:33:18.220]   And if you do hate yourself, it's kind of a perverted hate."
[00:33:18.220 --> 00:33:21.460]   What he means by this is, he said, "There was a time when he was counseling somebody
[00:33:21.460 --> 00:33:28.140]   and that person was somebody at the school that he was already ministering at.
[00:33:28.140 --> 00:33:31.060]   And then that individual wrestled deeply with saying, I hate myself.
[00:33:31.060 --> 00:33:33.460]   I just radically hate myself.
[00:33:33.460 --> 00:33:36.100]   And he took notes down and he said, okay, I'm going to have to think about this and
[00:33:36.100 --> 00:33:37.100]   come back."
[00:33:37.100 --> 00:33:40.460]   But what he recognized was that when they went out to lunch, that individual was at
[00:33:40.460 --> 00:33:43.460]   the salad bar and they were sitting there picking the best tomatoes.
[00:33:43.460 --> 00:33:48.620]   And then he realized, I don't know if you really hate yourself, right?
[00:33:48.620 --> 00:33:53.140]   Because the idea is you don't stand in a buffet line picking the best tomatoes for yourself
[00:33:53.140 --> 00:33:54.460]   when you actually hate yourself.
[00:33:54.460 --> 00:33:58.820]   Because if you did truly hate yourself, you would just go ahead and eat dirt, right?
[00:33:58.820 --> 00:34:03.700]   But no, you feed yourself sushi, you feed yourself on buffets, and then you say, I hate
[00:34:03.700 --> 00:34:05.060]   myself.
[00:34:05.060 --> 00:34:12.380]   The idea here is this, the assumption, the assumption is that we already have such a
[00:34:12.380 --> 00:34:17.420]   vested interest on our self-preservation and our glory.
[00:34:17.420 --> 00:34:22.580]   And when we disappoint our own vested interest, that's when we are disappointed in ourselves.
[00:34:22.580 --> 00:34:24.820]   Now why am I talking about this?
[00:34:24.820 --> 00:34:28.660]   Because foolishly, this generation had this weird thought that if you are to really, really
[00:34:28.660 --> 00:34:33.140]   love your wife, then you need to first be happy in your own skin.
[00:34:33.140 --> 00:34:38.220]   Better yet, you need to love yourself in order to love the other person.
[00:34:38.220 --> 00:34:41.020]   That's just kind of backwards thinking.
[00:34:41.020 --> 00:34:44.980]   It's kind of one of those, oh, pretty cool to put on the Facebook and, you know, oh,
[00:34:44.980 --> 00:34:46.860]   that might sound really profound.
[00:34:46.860 --> 00:34:48.940]   But actually it's not.
[00:34:48.940 --> 00:34:53.940]   When he says you need to love yourself, sorry, you need to love your wife as yourself, the
[00:34:53.940 --> 00:34:57.980]   assumption is you already nourish your own body.
[00:34:57.980 --> 00:34:59.580]   Look at this.
[00:34:59.580 --> 00:35:05.220]   He says, you already nourish and you cherish your body.
[00:35:05.220 --> 00:35:07.500]   It's yours, so you take care of it.
[00:35:07.500 --> 00:35:08.760]   That's the assumption.
[00:35:08.760 --> 00:35:14.620]   And so likewise, you husbands, you need to learn how to nourish and cherish your wives.
[00:35:14.620 --> 00:35:17.620]   Really briefly, what does it mean to nourish?
[00:35:17.620 --> 00:35:22.820]   There's a lot to say about this, but just really briefly, to nourish has this intensity
[00:35:22.820 --> 00:35:24.620]   to it because it's a combo word.
[00:35:24.620 --> 00:35:25.620]   It's ek trefo.
[00:35:25.620 --> 00:35:26.620]   Okay.
[00:35:26.620 --> 00:35:32.100]   It's an ek is the intensive part and a trefo means to nurture, to feed, to rear, to bring
[00:35:32.100 --> 00:35:36.260]   up to maturity, such as in the case of children.
[00:35:36.260 --> 00:35:39.300]   Uh-oh, are you supposed to baby your wife?
[00:35:39.300 --> 00:35:41.940]   No, you're not supposed to baby your wife.
[00:35:41.940 --> 00:35:46.580]   But surely you're supposed to nourish her just like you would nourish yourself.
[00:35:46.580 --> 00:35:48.300]   What's more, the passage says to cherish.
[00:35:48.300 --> 00:35:50.340]   And you know what's really interesting?
[00:35:50.340 --> 00:35:55.180]   Cherish has a literal sense where if you're using it technically, it literally means to
[00:35:55.180 --> 00:35:56.900]   warm.
[00:35:56.900 --> 00:36:00.100]   So the next time your wife talks about how cold it is, but you're like, oh my goodness,
[00:36:00.100 --> 00:36:01.380]   but I'm sweaty and hot.
[00:36:01.380 --> 00:36:04.020]   You need to warm your, I'm just kidding.
[00:36:04.020 --> 00:36:05.020]   I'm just kidding.
[00:36:05.020 --> 00:36:10.140]   Figuratively, the idea is to cherish and the passage where it's used is 1 Thessalonians
[00:36:10.140 --> 00:36:17.100]   chapter two, it says, but we prove to be gentle among you and a nursing mother tend as a nursing
[00:36:17.100 --> 00:36:21.660]   mother who tenderly cares for her own children.
[00:36:21.660 --> 00:36:27.460]   Interestingly enough, there's a term here, tenderly cares means to cherish.
[00:36:27.460 --> 00:36:28.740]   I want you to think about that.
[00:36:28.740 --> 00:36:32.860]   You know, I think again, one of the dangers of being in a love relationship where you
[00:36:32.860 --> 00:36:38.020]   see each other every single day from, you know, sunup to sundown and you go home is
[00:36:38.020 --> 00:36:44.500]   you see all the things and you're so tempted to judge the other person like, oh, oh, right.
[00:36:44.500 --> 00:36:47.740]   You get all irritated and you get all disappointed.
[00:36:47.740 --> 00:36:52.140]   But the thing about it is we don't do that with our kids because our kids, they're selfish.
[00:36:52.140 --> 00:36:53.140]   They're rowdy.
[00:36:53.140 --> 00:36:54.140]   They don't listen.
[00:36:54.140 --> 00:36:55.140]   They're rebellious.
[00:36:55.140 --> 00:36:56.140]   They're arrogant.
[00:36:56.140 --> 00:36:57.140]   Oh goodness.
[00:36:57.140 --> 00:36:58.140]   You know, sometimes they get arrogant.
[00:36:58.140 --> 00:37:02.820]   Sometimes they say things in ignorance, but you don't sit there like, oh, you arrogant
[00:37:02.820 --> 00:37:04.720]   synth like, right.
[00:37:04.720 --> 00:37:07.060]   You still love and cherish.
[00:37:07.060 --> 00:37:08.060]   Why?
[00:37:08.060 --> 00:37:09.060]   That's your baby, right?
[00:37:09.060 --> 00:37:14.100]   That's, that's your pride and joy.
[00:37:14.100 --> 00:37:18.300]   Husbands need to learn to do that with the adult wife you have.
[00:37:18.300 --> 00:37:23.980]   Not in any kind of condescending, patronizing, chauvinistic way.
[00:37:23.980 --> 00:37:29.780]   Not to demean people like children, but the fact of the matter is this element I feel
[00:37:29.780 --> 00:37:33.300]   like I, you know, just again, such a challenge.
[00:37:33.300 --> 00:37:36.900]   How do we as husband, as men learn to cherish people?
[00:37:36.900 --> 00:37:40.940]   And I realized some of the people that I, that I respect most, sometimes they're like
[00:37:40.940 --> 00:37:45.060]   really like they're a man's man, you know, like they wear the same jeans.
[00:37:45.060 --> 00:37:47.060]   They only have one color t-shirt.
[00:37:47.060 --> 00:37:50.540]   They're just like simple men who are not afraid to do anything.
[00:37:50.540 --> 00:37:52.740]   So just like, we need to take care of this.
[00:37:52.740 --> 00:37:53.740]   Okay.
[00:37:53.740 --> 00:37:54.820]   If I can do it, if I did it wrong, that's fine.
[00:37:54.820 --> 00:37:56.940]   I can be humble and say I did it wrong, but let's do it right.
[00:37:56.940 --> 00:38:01.700]   Like they've got that, that kind of male courage.
[00:38:01.700 --> 00:38:07.660]   Sometimes I see how soft and tender their heart is where there's loyalty, where they,
[00:38:07.660 --> 00:38:13.260]   they feel that association with somebody and they cling to people because they love them.
[00:38:13.260 --> 00:38:19.780]   And sometimes I realize like, oh man, as a young man, I need to learn how to do this,
[00:38:19.780 --> 00:38:21.420]   to cherish somebody.
[00:38:21.420 --> 00:38:27.180]   I think for me, I have learned over the years to detach myself very quickly.
[00:38:27.180 --> 00:38:28.540]   Out of sight, out of mind.
[00:38:28.540 --> 00:38:29.540]   Right.
[00:38:29.540 --> 00:38:33.820]   So I kind of envy people who have friends from high school and college years.
[00:38:33.820 --> 00:38:37.500]   If you're not at my church, I don't have, honestly speaking.
[00:38:37.500 --> 00:38:38.500]   Right.
[00:38:38.500 --> 00:38:43.820]   The fact of the matter is though, if we are to be more like Christ, we should have this
[00:38:43.820 --> 00:38:52.820]   huge heart that is capable of being turned to like a mushy mother, right?
[00:38:52.820 --> 00:38:57.540]   Mushy father to care and love for the person who is closest to you.
[00:38:57.540 --> 00:39:03.540]   And yet a lot of times when I counsel, I find that rather than this loyalty and this cherishing,
[00:39:03.540 --> 00:39:06.700]   sometimes we have the harshest criticisms.
[00:39:06.700 --> 00:39:08.800]   The most, right?
[00:39:08.800 --> 00:39:13.900]   Like rather than the most detailed care and I want to present you wholly, it's like I
[00:39:13.900 --> 00:39:17.500]   have the most detailed judgment and record of your wrong.
[00:39:17.500 --> 00:39:18.500]   Right.
[00:39:18.500 --> 00:39:23.980]   And then I realized, oh, we are very far from the expectations of God.
[00:39:23.980 --> 00:39:29.860]   My conclusion, Paul says, "Nevertheless, each individual among you also is to love his own
[00:39:29.860 --> 00:39:32.140]   wife even as himself.
[00:39:32.140 --> 00:39:36.740]   And the wife must see to it that she respects her husband."
[00:39:36.740 --> 00:39:39.500]   When I think about this, I think about this idea.
[00:39:39.500 --> 00:39:41.300]   He kind of sums up and says, "Nevertheless," right?
[00:39:41.300 --> 00:39:42.940]   Like, so you're supposed to do all this.
[00:39:42.940 --> 00:39:45.500]   You're supposed to see the other person like your own body.
[00:39:45.500 --> 00:39:46.940]   You're supposed to sacrifice.
[00:39:46.940 --> 00:39:49.660]   You're supposed to have a vision for her glory.
[00:39:49.660 --> 00:39:53.460]   They're supposed to have a vision for her sanctification and blamelessness.
[00:39:53.460 --> 00:40:00.220]   And in all this, you're supposed to love his own wife even as himself.
[00:40:00.220 --> 00:40:05.940]   And so he brings it in and into that circle again of saying, the kind of love you are,
[00:40:05.940 --> 00:40:13.660]   that we have in marriage is a very unique, intimate kind of exclusive love, protected
[00:40:13.660 --> 00:40:17.620]   by God's own design.
[00:40:17.620 --> 00:40:25.420]   And so as a challenge, again, may we all desire to really just kind of rise from whatever
[00:40:25.420 --> 00:40:27.940]   we feel is like, "Oh, understandable.
[00:40:27.940 --> 00:40:31.460]   Understandably, we always have this and fights and disagreements and blah, blah, blah, blah,
[00:40:31.460 --> 00:40:32.460]   blah, right?
[00:40:32.460 --> 00:40:34.580]   And understandably, you know, wives and husbands, they're going to have a hard time.
[00:40:34.580 --> 00:40:36.340]   And understandably, we don't understand each other.
[00:40:36.340 --> 00:40:38.300]   And understandably, we do this and that kind of stuff."
[00:40:38.300 --> 00:40:40.980]   Sure, we live in the flesh.
[00:40:40.980 --> 00:40:46.140]   But man, this picture that God has given for the love, let's make sure that we have that
[00:40:46.140 --> 00:40:47.700]   vision in our hearts.
[00:40:47.700 --> 00:40:52.660]   I want to conclude by this challenge from 1 Peter 3 that says, "You husbands in the
[00:40:52.660 --> 00:40:57.940]   same way, live with your wives in an understanding way, as with someone weaker since she is a
[00:40:57.940 --> 00:41:07.220]   woman and show her honor as a fellow heir of the grace of life, so that your prayers
[00:41:07.220 --> 00:41:09.900]   will not be hindered.
[00:41:09.900 --> 00:41:17.340]   If you neglect this portion of your role as a husband to your wife, your prayers will
[00:41:17.340 --> 00:41:18.340]   be hindered.
[00:41:18.340 --> 00:41:24.900]   What's more, to sum up, all of you be harmonious, sympathetic, brotherly, kindhearted, and humble
[00:41:24.900 --> 00:41:31.500]   in spirit, not returning evil for evil or insult for insult, but giving a blessing instead.
[00:41:31.500 --> 00:41:36.620]   For you were called for the very purpose that you might inherit a blessing."
[00:41:36.620 --> 00:41:39.780]   Let's take a moment to pray.
[00:41:39.780 --> 00:41:48.900]   Lord God, you have set a glorious example by loving first.
[00:41:48.900 --> 00:41:52.540]   For that, we can do nothing but thank you, thank you, thank you.
[00:41:52.540 --> 00:41:57.580]   But also we do want to say, God, we long to be more like you.
[00:41:57.580 --> 00:41:58.780]   You are lovely, Lord.
[00:41:58.780 --> 00:42:00.060]   You are holy and pure.
[00:42:00.060 --> 00:42:02.980]   And we want to be more like you.
[00:42:02.980 --> 00:42:07.540]   And then truthfully speaking, Lord, if we took a moment to do a thorough evaluation,
[00:42:07.540 --> 00:42:12.660]   oh goodness, God, we would fail in so many ways.
[00:42:12.660 --> 00:42:18.220]   But Father God, help us not to simply be discouraged by our failures, but all the more be inspired
[00:42:18.220 --> 00:42:21.000]   that God, we have much to learn.
[00:42:21.000 --> 00:42:25.340]   We have so much opportunity to love in greater fashion.
[00:42:25.340 --> 00:42:30.180]   We have so much opportunity to minister to our families.
[00:42:30.180 --> 00:42:34.220]   And I pray, Father God, that you would strengthen us by your spirit to do that.
[00:42:34.220 --> 00:42:41.020]   Lord, I presume, Father God, that sometimes some of the most difficult scenarios of life
[00:42:41.020 --> 00:42:44.500]   happen in scenarios found in the home.
[00:42:44.500 --> 00:42:49.100]   And Father, we recognize that it is a weighty blessing you have given to us.
[00:42:49.100 --> 00:42:53.180]   And because of that, Lord, sometimes when things go wrong, the pain and the heartache
[00:42:53.180 --> 00:42:54.180]   is deep.
[00:42:54.180 --> 00:43:00.340]   But I pray, Father God, that rather than being jaded, you'd grant to us a desire to apply
[00:43:00.340 --> 00:43:01.980]   your word.
[00:43:01.980 --> 00:43:06.820]   And especially strengthen all the fathers and all the husbands in the home.
[00:43:06.820 --> 00:43:11.660]   God, that you'd grant to them not the strength of the world, not the strength of their flesh,
[00:43:11.660 --> 00:43:17.700]   but true spiritual vision and strength of faith that God, you have called us to emulate
[00:43:17.700 --> 00:43:19.780]   Christ in this life.
[00:43:19.780 --> 00:43:22.940]   So Father, would you to that end, guide us and lead us.
[00:43:22.940 --> 00:43:24.380]   It's in Christ's name we pray, amen.
[00:43:24.380 --> 00:43:34.380]   [BLANK_AUDIO]

