
[00:00:00.000 --> 00:00:09.120]   - Hello, everyone.
[00:21:18.360 --> 00:21:20.160]   They did not even know how to blush.
[00:21:20.160 --> 00:21:23.080]   Therefore, they shall fall among those who fall.
[00:21:23.080 --> 00:21:28.020]   At the time that I punish them, they shall be cast down, says the Lord."
[00:21:28.020 --> 00:21:32.040]   It is actually a good thing to know appropriate shame.
[00:21:32.040 --> 00:21:35.640]   It is a good thing to know what is appropriate honor.
[00:21:35.640 --> 00:21:38.520]   It's a good thing to know when to blush before God.
[00:21:38.520 --> 00:21:45.200]   And so I have to just kind of take a moment to say, whenever you feel shame, don't just
[00:21:45.200 --> 00:21:48.480]   always spurn that off as like, "Oh, it's because people are judgmental."
[00:21:48.480 --> 00:21:49.480]   Right?
[00:21:49.480 --> 00:21:52.840]   You have to take a moment to ask like, "Why is there shame?"
[00:21:52.840 --> 00:22:00.520]   And if shame is used for things that are tangibly real, truthful, honest, things were actually
[00:22:00.520 --> 00:22:06.960]   intended to grow, then you must actually respond appropriately to that with humility, with
[00:22:06.960 --> 00:22:11.520]   a learner spirit, with a desire to grow and mature.
[00:22:11.520 --> 00:22:16.880]   Shame will cause us to actually move towards proper restraint, greater self-control.
[00:22:16.880 --> 00:22:21.360]   It typically leads us down thinking through the eyes, right?
[00:22:21.360 --> 00:22:23.520]   The eyes of those who are watching us.
[00:22:23.520 --> 00:22:26.800]   And it's actually helpful if we're thinking about the right way.
[00:22:26.800 --> 00:22:30.280]   Essentially, we're thinking about the eyes of God and we're thinking about the eyes of
[00:22:30.280 --> 00:22:34.600]   the people we love within the church community, within the family of God.
[00:22:34.600 --> 00:22:35.600]   Right?
[00:22:35.600 --> 00:22:44.880]   So the other thing is, I think sometimes, because I'm a pastor, I do recognize that
[00:22:44.880 --> 00:22:47.360]   those two responses come out a lot.
[00:22:47.360 --> 00:22:51.840]   There are moments when some people, just because I'm a pastor, this just happened to the other
[00:22:51.840 --> 00:22:55.440]   day, because I'm a pastor, one of my neighbors just kind of started confessing like the stuff
[00:22:55.440 --> 00:22:57.140]   that they did.
[00:22:57.140 --> 00:23:04.440]   When I see that, I mean, I don't want to be a source of shame for people, but in some
[00:23:04.440 --> 00:23:13.060]   sense, if they think that I am like a standard, like I'm thinking of an individual who holds
[00:23:13.060 --> 00:23:16.160]   holy standards and therefore they need to correct themselves in front of me, is that
[00:23:16.160 --> 00:23:18.160]   a bad thing?
[00:23:18.160 --> 00:23:19.160]   I don't think so.
[00:23:19.160 --> 00:23:21.080]   I actually think that's a good thing.
[00:23:21.080 --> 00:23:23.480]   But on the flip side, if you look at me and you're just like, "Oh, I don't want to be
[00:23:23.480 --> 00:23:26.880]   around you because you just always make me feel super self-conscious."
[00:23:26.880 --> 00:23:30.080]   Well, there are deeper issues that I think we need to deal with.
[00:23:30.080 --> 00:23:35.800]   So with that just being said, in terms of shame, it's not always something to be spurned.
[00:23:35.800 --> 00:23:37.060]   It can go bad.
[00:23:37.060 --> 00:23:40.080]   At the same time, we have to make sure we're responding to it appropriately.
[00:23:40.080 --> 00:23:44.360]   Number four motivation, which is the light of God is powerful.
[00:23:44.360 --> 00:23:46.380]   The light is absolutely powerful.
[00:23:46.380 --> 00:23:51.360]   Look at what the scripture says, "But all things become visible when they are exposed
[00:23:51.360 --> 00:23:52.960]   by the light.
[00:23:52.960 --> 00:23:57.000]   There is nothing hidden from the power of the word of God."
[00:23:57.000 --> 00:24:03.040]   Scripture talks about in Psalm 19, that essentially the revelation of God goes forth and it's
[00:24:03.040 --> 00:24:05.720]   like the sun, just hits everything.
[00:24:05.720 --> 00:24:10.360]   And though yes, you may be trying to hide in the tunnel, even the tunnels, even the
[00:24:10.360 --> 00:24:13.680]   tunnels are affected by the warmth of the sun.
[00:24:13.680 --> 00:24:18.640]   The light of God, it shines and it affects and it's powerful.
[00:24:18.640 --> 00:24:22.320]   And so I want you to think, when we talk about conflict resolution in your home, in your
[00:24:22.320 --> 00:24:29.400]   family, some of the toughest things, sometimes we're arguing from hurt and darkness.
[00:24:29.400 --> 00:24:33.880]   And what needs to happen in order to work this out is that there has to be the revelation
[00:24:33.880 --> 00:24:36.400]   and the light of God.
[00:24:36.400 --> 00:24:37.760]   Okay?
[00:24:37.760 --> 00:24:43.920]   So I want us to think through these things and think about those motivations.
[00:24:43.920 --> 00:24:44.920]   Why?
[00:24:44.920 --> 00:24:48.200]   Please take a moment to think with me here.
[00:24:48.200 --> 00:24:53.160]   It's not like, "Oh, you know, once in a while I'm tempted with evil, darkness.
[00:24:53.160 --> 00:24:55.280]   Am I once in a while tempted with lust?
[00:24:55.280 --> 00:24:56.280]   No.
[00:24:56.280 --> 00:24:58.160]   Am I once in a while tempted with greed?
[00:24:58.160 --> 00:24:59.160]   No.
[00:24:59.160 --> 00:25:03.020]   I am very frequently inundated with, 'Want this, buy this.
[00:25:03.020 --> 00:25:04.380]   You don't have enough money.
[00:25:04.380 --> 00:25:07.320]   You should get, you know, you should, if you have money to buy this and this, you'd be
[00:25:07.320 --> 00:25:08.320]   so happy.'"
[00:25:08.320 --> 00:25:11.880]   Like that kind of temptation is all around us.
[00:25:11.880 --> 00:25:16.200]   Whether it be selfishness, self-preservation, self-promotion, pride, all of these things
[00:25:16.200 --> 00:25:17.720]   are immoral because it's twisted.
[00:25:17.720 --> 00:25:24.840]   I shouldn't be a prideful man if I know who I am before God, who I was, now transformed
[00:25:24.840 --> 00:25:28.800]   to the newness, into the new life of Christ, right?
[00:25:28.800 --> 00:25:31.040]   All those things are perverse.
[00:25:31.040 --> 00:25:36.360]   For a man to constantly lust after more and more women, that's all perverse.
[00:25:36.360 --> 00:25:38.800]   Those temptations are all around us.
[00:25:38.800 --> 00:25:39.800]   Question for you.
[00:25:39.800 --> 00:25:46.320]   Do you feel like you have power, motivation, strength from the inside to fight those things?
[00:25:46.320 --> 00:25:51.800]   And then my question would be, were you able in certain moments of your temptation to express
[00:25:51.800 --> 00:25:54.800]   why?
[00:25:54.800 --> 00:26:00.180]   What rationale would you have to choose to walk in light?
[00:26:00.180 --> 00:26:01.560]   Have you ever said, "You know what?
[00:26:01.560 --> 00:26:04.760]   That's not me anymore because I'm a redeemed person.
[00:26:04.760 --> 00:26:06.320]   I'm a transformed person."
[00:26:06.320 --> 00:26:07.320]   Right?
[00:26:07.320 --> 00:26:08.440]   Did you ever say, "You know what?
[00:26:08.440 --> 00:26:10.440]   The light is powerful.
[00:26:10.440 --> 00:26:13.920]   Even though in my tiny little room, I think I can get away with this.
[00:26:13.920 --> 00:26:16.040]   The light of God is powerful.
[00:26:16.040 --> 00:26:17.480]   He sees all."
[00:26:17.480 --> 00:26:18.480]   Right?
[00:26:18.480 --> 00:26:25.360]   Like, has that powerful truth affected the way you face temptation?
[00:26:25.360 --> 00:26:29.000]   And again, these things are not just passing truths.
[00:26:29.000 --> 00:26:34.640]   These are things that are, I guess you could just say, they're real.
[00:26:34.640 --> 00:26:35.640]   These are real things.
[00:26:35.640 --> 00:26:38.360]   And so I want to challenge you.
[00:26:38.360 --> 00:26:44.320]   It's good for us to rehearse these great truths that stand for us as strength.
[00:26:44.320 --> 00:26:47.560]   It's good for us to continue walking in the light.
[00:26:47.560 --> 00:26:48.560]   Okay?
[00:26:48.560 --> 00:26:51.040]   Now let's talk about this command.
[00:26:51.040 --> 00:26:53.720]   The command is a combination in verse 8 and verse 10.
[00:26:53.720 --> 00:26:54.720]   Right?
[00:26:54.720 --> 00:26:57.640]   The command is, "Walk as children of light."
[00:26:57.640 --> 00:27:01.780]   And then he adds, "Trying to learn what is pleasing to the Lord."
[00:27:01.780 --> 00:27:07.640]   So the growth pattern, the maturity should be, you are walking as a child of God, imitating
[00:27:07.640 --> 00:27:08.640]   Him.
[00:27:08.640 --> 00:27:14.000]   And because God is your source, because God is your strength, because God is your everything,
[00:27:14.000 --> 00:27:19.040]   you as His child, you're resembling that light, that glory.
[00:27:19.040 --> 00:27:24.040]   And in that, you're constantly trying to understand the heart of God and His will, what is pleasing
[00:27:24.040 --> 00:27:25.120]   to Him.
[00:27:25.120 --> 00:27:30.240]   If you recall, one of the things that we learned previously was a beautiful picture of when
[00:27:30.240 --> 00:27:37.080]   God is pleased by the aroma of self-sacrifice, because it resembles Him so much, because
[00:27:37.080 --> 00:27:39.640]   it truly shows the weight of His love.
[00:27:39.640 --> 00:27:40.640]   Right?
[00:27:40.640 --> 00:27:45.040]   So you're growing in your ability to carry the burdens of the people around you, to sacrifice
[00:27:45.040 --> 00:27:50.760]   yourself, your energy, your time, your money, your resources, whatever it may be, the attention
[00:27:50.760 --> 00:27:51.760]   span so to speak.
[00:27:51.760 --> 00:27:52.760]   Right?
[00:27:52.760 --> 00:27:57.360]   Like all of that, sacrificing for the good of the people you love, that in God's eyes
[00:27:57.360 --> 00:27:58.360]   is very pleasing.
[00:27:58.360 --> 00:28:00.720]   Here's a question to you.
[00:28:00.720 --> 00:28:08.600]   Do you understand and are you growing in your understanding and conviction that this pleases
[00:28:08.600 --> 00:28:09.600]   God?
[00:28:09.600 --> 00:28:12.800]   I have conviction to say like that right there, dishonoring to the Lord.
[00:28:12.800 --> 00:28:13.800]   I know it.
[00:28:13.800 --> 00:28:14.800]   Right?
[00:28:14.800 --> 00:28:17.560]   What's more, that right there, God loves that.
[00:28:17.560 --> 00:28:22.160]   Like, do you have a growing base of biblical understanding?
[00:28:22.160 --> 00:28:24.360]   I want to highlight a passage for you.
[00:28:24.360 --> 00:28:27.840]   Scripture says, "This is the message we have heard from Him and announced to you that God
[00:28:27.840 --> 00:28:30.760]   is light and in Him there is no darkness at all.
[00:28:30.760 --> 00:28:34.840]   If we say that we have fellowship with Him and yet walk in darkness, we lie and do not
[00:28:34.840 --> 00:28:36.760]   practice the truth.
[00:28:36.760 --> 00:28:40.960]   But if we walk in the light as He Himself is in the light, we have fellowship with one
[00:28:40.960 --> 00:28:45.920]   another and the blood of Jesus, His Son, cleanses us from all sin.
[00:28:45.920 --> 00:28:53.040]   If we say that we have no sin, we are deceiving ourselves and the truth is not in us."
[00:28:53.040 --> 00:28:55.520]   I find that interesting that that passage goes together.
[00:28:55.520 --> 00:29:00.600]   It pretty much reiterates the challenge, walk in the light, right?
[00:29:00.600 --> 00:29:02.960]   Because God Himself is light.
[00:29:02.960 --> 00:29:04.600]   The connection is really clear.
[00:29:04.600 --> 00:29:08.360]   Because God is, you have to walk appropriately.
[00:29:08.360 --> 00:29:13.440]   But within all that, we recognize that there is this element of, there should be a growing
[00:29:13.440 --> 00:29:17.000]   then recognition because the light's been turned on.
[00:29:17.000 --> 00:29:19.440]   You should be able to see sin.
[00:29:19.440 --> 00:29:20.440]   Right?
[00:29:20.440 --> 00:29:22.160]   Like, that's what I'm talking about.
[00:29:22.160 --> 00:29:25.840]   Like, are you growing in your discernment?
[00:29:25.840 --> 00:29:28.600]   Not only that, but like that right there, like if it's on you, right?
[00:29:28.600 --> 00:29:30.720]   Like that right there is sin.
[00:29:30.720 --> 00:29:31.840]   That right there is sin.
[00:29:31.840 --> 00:29:34.400]   You should be growing in that capacity.
[00:29:34.400 --> 00:29:36.080]   Here's another thing.
[00:29:36.080 --> 00:29:40.880]   I want to challenge you and ask this question to please take a moment to think about what
[00:29:40.880 --> 00:29:42.520]   is great faith.
[00:29:42.520 --> 00:29:43.720]   Right?
[00:29:43.720 --> 00:29:48.120]   So the question is to think about what is great faith.
[00:29:48.120 --> 00:29:52.800]   Now one of the things in terms of great faith that we think sometimes is where you have
[00:29:52.800 --> 00:29:56.680]   such courage, like, "Because I have faith, I'm going to stand tall.
[00:29:56.680 --> 00:29:57.920]   Because I have faith, I'm going to move.
[00:29:57.920 --> 00:30:02.160]   Because I have faith, I'm going to do this crazy, you know, like monetary sacrifice and
[00:30:02.160 --> 00:30:03.160]   take the risks."
[00:30:03.160 --> 00:30:04.200]   Okay?
[00:30:04.200 --> 00:30:06.400]   Your faith is going to empower you to do that.
[00:30:06.400 --> 00:30:07.400]   Right?
[00:30:07.400 --> 00:30:11.640]   But in terms of the greatness of the faith, we don't have to overcomplicate it.
[00:30:11.640 --> 00:30:17.360]   The greatness of the faith means that you understand God.
[00:30:17.360 --> 00:30:19.320]   Right?
[00:30:19.320 --> 00:30:27.200]   You understand His mind because you've been wanting to know His heart.
[00:30:27.200 --> 00:30:31.880]   There is this Latin term, "caram deo," which means "in the presence of God."
[00:30:31.880 --> 00:30:38.800]   When your awareness of God grows and you recognize what honors Him, what pleases Him, you know
[00:30:38.800 --> 00:30:43.160]   His tastes, you know His likes and dislikes basically.
[00:30:43.160 --> 00:30:49.360]   And you're growing to know of conviction, these are the things that please God.
[00:30:49.360 --> 00:30:51.520]   Essentially your faith is becoming great.
[00:30:51.520 --> 00:30:52.760]   Right?
[00:30:52.760 --> 00:30:54.600]   You understand Him.
[00:30:54.600 --> 00:30:58.600]   And so let me ask you, like, you know, in the later passages when we study the next
[00:30:58.600 --> 00:31:02.160]   section, he's going to talk about the submissive spirit.
[00:31:02.160 --> 00:31:06.440]   You understand that what pleases God is not this, like, "I'm a powerful man.
[00:31:06.440 --> 00:31:07.960]   You better recognize."
[00:31:07.960 --> 00:31:08.960]   No.
[00:31:08.960 --> 00:31:11.520]   That is not actually, like, impressive to God.
[00:31:11.520 --> 00:31:16.160]   What's very impressive to God is you know how to submit yourself.
[00:31:16.160 --> 00:31:23.440]   When for not necessarily, like, because it's the right thing to do, but because of the
[00:31:23.440 --> 00:31:29.200]   wisdom, because of the intentionality and sincerity and the wealth of love in your heart,
[00:31:29.200 --> 00:31:35.040]   when you're able to submit yourself, your preferences, your self-interest, He says,
[00:31:35.040 --> 00:31:36.560]   "That's precious."
[00:31:36.560 --> 00:31:40.120]   When He talks to the ladies and He's, and He doesn't talk to, what I mean is, in 1 Peter
[00:31:40.120 --> 00:31:47.160]   chapter 3, He speaks to the ladies and says, "You know, this humble, meek spirit is precious
[00:31:47.160 --> 00:31:48.800]   in the sight of God."
[00:31:48.800 --> 00:31:50.000]   Right?
[00:31:50.000 --> 00:31:53.680]   Do you recognize that these things, there are so many parts of Scripture that tells
[00:31:53.680 --> 00:31:56.960]   us these are the things that God delights in?
[00:31:56.960 --> 00:31:58.640]   Are those your convictions?
[00:31:58.640 --> 00:31:59.640]   Okay?
[00:31:59.640 --> 00:32:00.800]   All right.
[00:32:00.800 --> 00:32:05.920]   So now, what I'd like to do is take a moment to pause and say, so far what we've seen is
[00:32:05.920 --> 00:32:06.920]   the command.
[00:32:06.920 --> 00:32:08.400]   Do not be partakers with them.
[00:32:08.400 --> 00:32:09.400]   Right?
[00:32:09.400 --> 00:32:10.640]   Don't partner with them for sure.
[00:32:10.640 --> 00:32:14.840]   But we also saw that it means a little bit more in the sense that when we look at systematic
[00:32:14.840 --> 00:32:20.760]   theology and realize there is a way in which we can behave where we operate, we follow
[00:32:20.760 --> 00:32:27.000]   their counsel, we take their worldview, and then we condone them and sit with them.
[00:32:27.000 --> 00:32:28.000]   Right?
[00:32:28.000 --> 00:32:30.360]   And we don't want to do that.
[00:32:30.360 --> 00:32:34.320]   And what's more, He says, "Walk as children in light," and so we're being challenged and
[00:32:34.320 --> 00:32:40.720]   motivated to continue to resemble God in all things related to His truth and reality.
[00:32:40.720 --> 00:32:45.720]   Light typically means that there is now then an exposure, like that now that your eyes
[00:32:45.720 --> 00:32:49.880]   are open and things are illuminated so that you can distinguish.
[00:32:49.880 --> 00:32:51.240]   That's where that is.
[00:32:51.240 --> 00:32:52.240]   Right?
[00:32:52.240 --> 00:32:53.560]   And that's what we should be growing in.
[00:32:53.560 --> 00:32:58.880]   Essentially, what He does is in verse 11 through 13, He repeats the same idea.
[00:32:58.880 --> 00:33:01.160]   And so we're going to take less time going over it.
[00:33:01.160 --> 00:33:06.800]   What He says is, "Do not participate in the unfruitful deeds of darkness, but instead even
[00:33:06.800 --> 00:33:07.800]   expose them."
[00:33:07.800 --> 00:33:08.800]   So here's the command.
[00:33:08.800 --> 00:33:14.080]   Do not partake, but the second part of it is expose in the light.
[00:33:14.080 --> 00:33:18.000]   To expose is a really commonly used term in the Bible.
[00:33:18.000 --> 00:33:23.400]   It's used in lots of different scenarios, and it means to prove wrong, to refute, reprove,
[00:33:23.400 --> 00:33:24.400]   or correct.
[00:33:24.400 --> 00:33:25.400]   Okay?
[00:33:25.400 --> 00:33:28.400]   So there is this very instructive, like, "That's wrong.
[00:33:28.400 --> 00:33:30.200]   This is right," kind of exposing.
[00:33:30.200 --> 00:33:31.200]   Okay?
[00:33:31.200 --> 00:33:33.560]   Now, I just want to give a challenge.
[00:33:33.560 --> 00:33:34.560]   Right?
[00:33:34.560 --> 00:33:41.080]   The unfruitful deeds of darkness, do we now become the police that essentially goes around
[00:33:41.080 --> 00:33:43.400]   and makes sure that we enforce the law?
[00:33:43.400 --> 00:33:46.520]   Well, I'm going to say yes and no.
[00:33:46.520 --> 00:33:47.520]   Okay?
[00:33:47.520 --> 00:33:56.440]   What I mean by yes and no is the law of God is of such weight, it has to be upheld.
[00:33:56.440 --> 00:34:01.320]   You know, sometimes I realize, like, again, I'm no crazy veteran in ministry, but having
[00:34:01.320 --> 00:34:05.640]   been in ministry for a while, you know, there are just some people I don't want to tell
[00:34:05.640 --> 00:34:09.880]   them anything is wrong because they're just dear to you.
[00:34:09.880 --> 00:34:14.360]   You know, they themselves are soft and, like, you know, tender, and I just would feel bad
[00:34:14.360 --> 00:34:17.140]   if I said this and that kind of stuff.
[00:34:17.140 --> 00:34:18.140]   And that's one challenge, right?
[00:34:18.140 --> 00:34:23.160]   It's like, "Ooh, the relational aspect of it, how is it sometimes going to challenge
[00:34:23.160 --> 00:34:29.560]   my desire to uphold the objective, universal, and everlasting standard of God?"
[00:34:29.560 --> 00:34:30.560]   Right?
[00:34:30.560 --> 00:34:32.760]   So, scripture gives us this challenge.
[00:34:32.760 --> 00:34:38.520]   Scripture says in Galatians chapter 6, "Brethren, even if anyone is caught in any trespass or
[00:34:38.520 --> 00:34:44.800]   sin, you who are spiritual restore such a one in a spirit of gentleness, each one looking
[00:34:44.800 --> 00:34:48.760]   to yourself so that you too will not be tempted.
[00:34:48.760 --> 00:34:55.260]   Bear one another's burdens and thereby fulfill the law of Christ."
[00:34:55.260 --> 00:35:00.480]   You know, I realize sometimes as I'm learning through this kind of stuff, that passage challenges
[00:35:00.480 --> 00:35:03.160]   us to expose, right?
[00:35:03.160 --> 00:35:06.200]   But I hope we're not thinking, like, "We need to shame people."
[00:35:06.200 --> 00:35:10.800]   I'm not necessarily sure that that's exactly what it's getting at.
[00:35:10.800 --> 00:35:16.680]   Because as we think about even, let's say, like, correction and teaching, Apostle Paul
[00:35:16.680 --> 00:35:19.660]   talks about instructing people like his children, right?
[00:35:19.660 --> 00:35:25.120]   When we think about even the magnitude of scripture in 2 Timothy chapter 3, verse 16,
[00:35:25.120 --> 00:35:29.560]   how it's all God-breathed, he says, "This is good for instruction, reproof, and so forth,"
[00:35:29.560 --> 00:35:30.560]   right?
[00:35:30.560 --> 00:35:36.600]   And essentially then, teaching and instruction has various forms, depending on context, depending
[00:35:36.600 --> 00:35:38.680]   on what it is, and all that kind of stuff.
[00:35:38.680 --> 00:35:44.360]   But clearly here in terms of the intent, the scriptures teaches us we need to make sure
[00:35:44.360 --> 00:35:47.320]   that we are in the business of restoring.
[00:35:47.320 --> 00:35:51.480]   What's more, the way that we're going about it, it's not so much like, "Ha!
[00:35:51.480 --> 00:35:52.480]   Look at you!
[00:35:52.480 --> 00:35:53.480]   Look what you're doing under there!"
[00:35:53.480 --> 00:35:54.480]   Right?
[00:35:54.480 --> 00:35:58.800]   It's more like you're carrying the person's burden and thereby fulfilling the law.
[00:35:58.800 --> 00:35:59.800]   Right?
[00:35:59.800 --> 00:36:01.720]   Fulfilling the law of love.
[00:36:01.720 --> 00:36:05.360]   And that's what we want to be doing.
[00:36:05.360 --> 00:36:10.620]   I think for most people, this challenge is going to be kind of tough.
[00:36:10.620 --> 00:36:14.160]   Because number one, for most people, they're already feeling kind of like, "You know this
[00:36:14.160 --> 00:36:18.520]   passage says, 'Look out for yourself because you could be tempted, right?
[00:36:18.520 --> 00:36:19.800]   You could sin too.'"
[00:36:19.800 --> 00:36:22.760]   I think for most people, they feel guilty of their own sins and they don't feel the
[00:36:22.760 --> 00:36:25.240]   right to go and rebuke somebody else.
[00:36:25.240 --> 00:36:27.620]   I think that's the vast majority of people.
[00:36:27.620 --> 00:36:29.620]   And I want to give this challenge.
[00:36:29.620 --> 00:36:31.600]   We realize the scripture is challenging us.
[00:36:31.600 --> 00:36:32.600]   No, no, no.
[00:36:32.600 --> 00:36:38.920]   The weight of the Word of God is not predicated by your own track record as whether you're
[00:36:38.920 --> 00:36:40.400]   allowed to say it or not.
[00:36:40.400 --> 00:36:41.400]   Right?
[00:36:41.400 --> 00:36:43.640]   The scripture is not true because you've done well.
[00:36:43.640 --> 00:36:44.640]   Right?
[00:36:44.640 --> 00:36:47.000]   The scripture is true because the scripture is true.
[00:36:47.000 --> 00:36:53.440]   And so what we have to do is do what this passage in Galatians is saying, is to be cautious.
[00:36:53.440 --> 00:36:58.000]   That we're not pointing a massive accusatory finger like, "Look at what you've been doing
[00:36:58.000 --> 00:36:59.000]   under there."
[00:36:59.000 --> 00:37:00.000]   Right?
[00:37:00.000 --> 00:37:01.880]   That's not the way that we should be doing things.
[00:37:01.880 --> 00:37:04.440]   Or rather, we should be designed to restore.
[00:37:04.440 --> 00:37:09.320]   But I do want to ask, man, if we are going to be correcting and improving, it does require
[00:37:09.320 --> 00:37:13.680]   for us to at least have a working base.
[00:37:13.680 --> 00:37:17.400]   That we should have an understanding of wisdom and discernment from the scriptures.
[00:37:17.400 --> 00:37:21.120]   That even if we're going to correct, that correction comes with wisdom and understanding.
[00:37:21.120 --> 00:37:22.120]   Right?
[00:37:22.120 --> 00:37:27.360]   I think the worst thing we can be doing is making people feel like, I don't know, not
[00:37:27.360 --> 00:37:30.960]   the worst thing, but another error that we could fall into is making people feel absolutely
[00:37:30.960 --> 00:37:35.440]   guilty and messing with the consciences of people because we weren't very well informed
[00:37:35.440 --> 00:37:38.840]   about the truth, about what the scripture has to say.
[00:37:38.840 --> 00:37:39.840]   Okay.
[00:37:39.840 --> 00:37:48.320]   Lastly, in verse 14, it says, "For this reason," it says, "Awake, sleeper, and arise from the
[00:37:48.320 --> 00:37:51.880]   dead, and Christ will shine on you."
[00:37:51.880 --> 00:37:53.640]   And Christ will shine on you.
[00:37:53.640 --> 00:37:59.440]   Now recognize that here when it says, "For this reason," this is a then conclusion statement.
[00:37:59.440 --> 00:38:03.040]   It's like, it should kind of be read as, "Therefore it says," right?
[00:38:03.040 --> 00:38:09.440]   As opposed to, "For this reason," meaning that this is another one of the motivations,
[00:38:09.440 --> 00:38:12.000]   but rather this is an exhortation.
[00:38:12.000 --> 00:38:14.400]   This is a therefore conclusion.
[00:38:14.400 --> 00:38:17.120]   What needs to happen essentially is awake.
[00:38:17.120 --> 00:38:18.240]   Right?
[00:38:18.240 --> 00:38:19.240]   Wake up.
[00:38:19.240 --> 00:38:24.960]   But what I like to say is in this passage, I mean, what a highlight of the gospel truth.
[00:38:24.960 --> 00:38:28.160]   Like Apostle Paul is challenging us.
[00:38:28.160 --> 00:38:33.080]   Look, you know, you know the difference.
[00:38:33.080 --> 00:38:35.240]   You've been taught the gospel.
[00:38:35.240 --> 00:38:38.200]   You know the difference between darkness and light.
[00:38:38.200 --> 00:38:41.760]   The darkness is subject to wrath.
[00:38:41.760 --> 00:38:44.760]   The darkness is characterized by blindness.
[00:38:44.760 --> 00:38:49.080]   The darkness is characterized by vanity and fruitlessness.
[00:38:49.080 --> 00:38:51.280]   It's absolutely empty.
[00:38:51.280 --> 00:38:53.040]   But you know the light.
[00:38:53.040 --> 00:38:57.200]   The light of God produces righteousness.
[00:38:57.200 --> 00:38:59.440]   The light of God is powerful.
[00:38:59.440 --> 00:39:03.040]   The light of God illuminates and makes you wise.
[00:39:03.040 --> 00:39:05.280]   Wake up and see.
[00:39:05.280 --> 00:39:06.800]   What a challenge.
[00:39:06.800 --> 00:39:10.840]   This passage actually is a quotation, a rendering of the Old Testament passage in Isaiah chapter
[00:39:10.840 --> 00:39:11.920]   60.
[00:39:11.920 --> 00:39:17.280]   And this passage reads like this, "Arise, shine, for your light has come, and the glory
[00:39:17.280 --> 00:39:19.880]   of the Lord has risen upon you.
[00:39:19.880 --> 00:39:24.560]   For behold, darkness will cover the earth and the deep darkness the people, but the
[00:39:24.560 --> 00:39:28.560]   Lord will rise upon you and his glory will appear upon you.
[00:39:28.560 --> 00:39:33.000]   Nations will come to your light and kings to the brightness of your rising.
[00:39:33.000 --> 00:39:36.000]   Lift up your eyes, round about and see.
[00:39:36.000 --> 00:39:37.280]   They all gather together.
[00:39:37.280 --> 00:39:38.600]   They come to you.
[00:39:38.600 --> 00:39:43.320]   Your sons will come from afar and your daughters will be carried in the arms.
[00:39:43.320 --> 00:39:49.360]   Then you will see and be radiant and your heart will thrill and rejoice because the
[00:39:49.360 --> 00:39:51.800]   abundance of the sea will be turned to you.
[00:39:51.800 --> 00:39:55.080]   The wealth of the nations will come to you."
[00:39:55.080 --> 00:40:00.800]   To me, that's a great, great picture of the gospel call.
[00:40:00.800 --> 00:40:08.000]   When we're calling people to the light, yes, by nature of the circumstance, the light is
[00:40:08.000 --> 00:40:10.840]   going to expose people's sin.
[00:40:10.840 --> 00:40:18.320]   But we also recognize by being in the light, of course there's shame that like, "Oh my
[00:40:18.320 --> 00:40:20.040]   goodness, I was this dirty," right?
[00:40:20.040 --> 00:40:22.240]   There's this initial reaction.
[00:40:22.240 --> 00:40:25.040]   But the picture here is joy.
[00:40:25.040 --> 00:40:31.400]   That by being in the light, when we walk in the light of God, there is this, like all
[00:40:31.400 --> 00:40:37.560]   the stuff here is thoughts of radiance, glory, abundance, because that's what the Lord provides.
[00:40:37.560 --> 00:40:42.240]   For us, this was such a convicting passage.
[00:40:42.240 --> 00:40:47.000]   In John chapter three, it says, "This is a judgment that the light has come into the
[00:40:47.000 --> 00:40:48.000]   world.
[00:40:48.000 --> 00:40:52.720]   The men love the darkness rather than the light for their deeds were evil.
[00:40:52.720 --> 00:40:57.560]   For everyone who does evil hates the light and does not come to the light for fear that
[00:40:57.560 --> 00:40:59.360]   his deeds will be exposed.
[00:40:59.360 --> 00:41:04.720]   But he who practices the truth comes to the light so that his deeds may be manifested
[00:41:04.720 --> 00:41:07.640]   as having been wrought of God."
[00:41:07.640 --> 00:41:20.320]   If you noticed, in the previous passage, the section of our verse, excuse me, why did I
[00:41:20.320 --> 00:41:22.320]   not have it all of a sudden?
[00:41:22.320 --> 00:41:23.800]   Okay, here we go.
[00:41:23.800 --> 00:41:28.000]   When you look at this passage here, in verse 13, it reads a little funny, right?
[00:41:28.000 --> 00:41:31.320]   But all things become visible when they are exposed by the light.
[00:41:31.320 --> 00:41:34.240]   For everything that becomes visible is light.
[00:41:34.240 --> 00:41:36.120]   It's like, wait, what?
[00:41:36.120 --> 00:41:40.280]   I get the idea that everything becomes visible when they're exposed to the light because
[00:41:40.280 --> 00:41:42.840]   that's what we should be doing.
[00:41:42.840 --> 00:41:49.440]   We're essentially shining the light, the light of Christ, with his truth, with his reality,
[00:41:49.440 --> 00:41:53.320]   with what he's given to us as this is actually the way things are.
[00:41:53.320 --> 00:41:58.040]   The lies that we've been told where your sins are inconsequential doesn't hurt anybody,
[00:41:58.040 --> 00:41:59.040]   right?
[00:41:59.040 --> 00:42:00.280]   No one actually is affected by that stuff.
[00:42:00.280 --> 00:42:01.280]   No, that's not true.
[00:42:01.280 --> 00:42:03.480]   All those things are a lie, right?
[00:42:03.480 --> 00:42:06.800]   If you're going to work hard and you fight for things and all this kind of stuff, you're
