
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:18:27.840 --> 00:18:30.840]   which is to essentially make it apparent
[00:18:30.840 --> 00:18:34.400]   as to the spiritual condition of men, right?
[00:18:34.400 --> 00:18:37.080]   And from that, I think there's something to be learned.
[00:18:37.080 --> 00:18:41.160]   I think, for me, when I think about that,
[00:18:41.160 --> 00:18:42.900]   and so I want your gears to go,
[00:18:42.900 --> 00:18:45.480]   what can be learned from something like that?
[00:18:45.480 --> 00:18:49.740]   I think about sometimes how I react to divisive people, okay?
[00:18:49.740 --> 00:18:53.720]   I think about how I react to divisive people,
[00:18:53.720 --> 00:18:56.280]   and there's a sense in which the existence
[00:18:56.280 --> 00:19:01.000]   of that element of whether it be immaturity, wickedness,
[00:19:01.000 --> 00:19:03.360]   is an opportunity for the church to grow
[00:19:03.360 --> 00:19:05.120]   and show itself to be strong.
[00:19:05.120 --> 00:19:09.920]   What I'm saying is, I get kinda convicted by that passage
[00:19:09.920 --> 00:19:10.760]   as I'm thinking about that,
[00:19:10.760 --> 00:19:14.320]   because how I react to that spiritual individual,
[00:19:14.320 --> 00:19:16.400]   if I see a divisive person and I say,
[00:19:16.400 --> 00:19:18.680]   "Ugh, that guy is this and that,"
[00:19:18.680 --> 00:19:21.600]   and then I go like clamber and I go do all this stuff,
[00:19:21.600 --> 00:19:23.640]   spiritually speaking, what it exposed
[00:19:23.640 --> 00:19:25.880]   was that spiritually, I'm weak too.
[00:19:25.880 --> 00:19:26.880]   Does that make sense?
[00:19:26.880 --> 00:19:29.760]   And I think there's something to be learned from that
[00:19:29.760 --> 00:19:32.860]   is because there are people who, yes,
[00:19:32.860 --> 00:19:35.400]   want to strive for unity, holiness,
[00:19:35.400 --> 00:19:37.220]   and sanctification in the church,
[00:19:37.220 --> 00:19:40.280]   but somebody who sees the greater picture
[00:19:40.280 --> 00:19:44.040]   should recognize that in that struggle,
[00:19:44.040 --> 00:19:47.280]   the division, the heartache, and sometimes the pain
[00:19:47.280 --> 00:19:49.660]   of wrestling with those things exist.
[00:19:49.660 --> 00:19:52.660]   I think, for me, as a young guy,
[00:19:52.660 --> 00:19:54.720]   sometimes I'm like, "Ugh, why is there a drama?"
[00:19:54.720 --> 00:19:56.800]   And you just get frustrated.
[00:19:56.800 --> 00:19:58.620]   You just get frustrated.
[00:19:58.620 --> 00:20:03.620]   Sometimes, again, in a, I don't know,
[00:20:03.620 --> 00:20:07.360]   a sense of immaturity, we see the unspiritual,
[00:20:07.360 --> 00:20:09.400]   and then through our anger or frustration,
[00:20:09.400 --> 00:20:11.120]   we try to rectify the thing,
[00:20:11.120 --> 00:20:13.040]   which again causes greater division.
[00:20:13.040 --> 00:20:14.320]   Sometimes in our immaturity,
[00:20:14.320 --> 00:20:16.080]   we might look at something like this,
[00:20:16.080 --> 00:20:17.760]   where it's talking about the communion,
[00:20:17.760 --> 00:20:19.320]   it's talking about the Lord's Supper,
[00:20:19.320 --> 00:20:22.240]   how come you guys come running over like you're hungry?
[00:20:22.240 --> 00:20:23.480]   What are you doing?
[00:20:23.480 --> 00:20:25.440]   And how come you guys aren't thinking about the poor?
[00:20:25.440 --> 00:20:26.640]   What are you doing?
[00:20:26.640 --> 00:20:28.720]   Forget this!
[00:20:28.720 --> 00:20:31.200]   I don't wanna be a part of this!
[00:20:31.200 --> 00:20:34.100]   Is that more spiritual, to see the problem,
[00:20:34.100 --> 00:20:37.520]   and then say, "Let's destroy it?"
[00:20:37.520 --> 00:20:39.280]   No, it is not.
[00:20:39.280 --> 00:20:41.000]   And that's what I'm talking about when I say,
[00:20:41.000 --> 00:20:42.320]   "Let's take a moment to think about it
[00:20:42.320 --> 00:20:44.620]   "and learn a principle here."
[00:20:44.620 --> 00:20:49.620]   Divisions exist, and temptation and causes of division exist.
[00:20:50.240 --> 00:20:53.600]   It's an opportunity God uses to show us
[00:20:53.600 --> 00:20:55.480]   the spiritual makeup of the church.
[00:20:55.480 --> 00:20:57.060]   Does that make sense?
[00:20:57.060 --> 00:20:58.000]   Yeah.
[00:20:58.000 --> 00:21:01.680]   So, in seeing this first section,
[00:21:01.680 --> 00:21:04.480]   Apostle Paul addresses the major problems,
[00:21:04.480 --> 00:21:07.720]   the irreverence and the kind of wickedness that's brewing.
[00:21:07.720 --> 00:21:09.820]   He sees the schism, the division
[00:21:09.820 --> 00:21:11.660]   that's occurring in the church,
[00:21:11.660 --> 00:21:15.680]   but then he also shows that in the context of all things,
[00:21:15.680 --> 00:21:18.560]   God is still using that scenario, okay?
[00:21:19.440 --> 00:21:20.740]   Any questions about that?
[00:21:20.740 --> 00:21:23.480]   Okay.
[00:21:23.480 --> 00:21:27.080]   Then, let's look at the second part of it,
[00:21:27.080 --> 00:21:29.800]   verse 23 to 26.
[00:21:29.800 --> 00:21:30.620]   Oh.
[00:21:30.620 --> 00:21:33.960]   I left a big blank next to the title
[00:21:33.960 --> 00:21:37.640]   because it's good practice for you to try to summarize that,
[00:21:37.640 --> 00:21:39.640]   try to encapsulate that somehow
[00:21:39.640 --> 00:21:42.720]   into a short little phrase or a sentence.
[00:21:42.720 --> 00:21:45.440]   And you guys can just do that, you know?
[00:21:45.440 --> 00:21:47.160]   I'll leave that for you to do.
[00:21:47.160 --> 00:21:49.920]   (pages rustling)
[00:21:49.920 --> 00:21:52.920]   Okay.
[00:21:52.920 --> 00:21:57.980]   Let's take a look at verse 23 to 26.
[00:21:57.980 --> 00:22:00.120]   And it says, "For I received from the Lord
[00:22:00.120 --> 00:22:02.340]   "that which I also delivered to you,
[00:22:02.340 --> 00:22:04.120]   "that the Lord Jesus, in the night in which
[00:22:04.120 --> 00:22:05.880]   "he was betrayed, took bread.
[00:22:05.880 --> 00:22:07.820]   "And when he had given thanks, he broke it and said,
[00:22:07.820 --> 00:22:09.620]   "This is my body, which is for you.
[00:22:09.620 --> 00:22:11.780]   "Do this in remembrance of me.
[00:22:11.780 --> 00:22:14.460]   "In the same way, he took the cup also after supper,
[00:22:14.460 --> 00:22:17.800]   "saying, 'This cup is the new covenant in my blood.
[00:22:17.800 --> 00:22:21.640]   "'Do this as often as you drink it in remembrance of me.
[00:22:21.640 --> 00:22:24.540]   "'For as often as you eat this bread and drink the cup,
[00:22:24.540 --> 00:22:28.400]   "'you proclaim the Lord's death until he comes.'"
[00:22:28.400 --> 00:22:30.040]   Okay?
[00:22:30.040 --> 00:22:33.200]   My question to you that I had you guys discuss was,
[00:22:33.200 --> 00:22:38.200]   from this passage, what is the purpose of the communion?
[00:22:38.200 --> 00:22:42.360]   Why don't you guys share what you guys discussed?
[00:22:42.360 --> 00:22:45.120]   (pages rustling)
[00:22:45.120 --> 00:22:59.300]   - To remember Christ.
[00:22:59.300 --> 00:23:00.560]   - To remember Christ.
[00:23:00.560 --> 00:23:04.340]   Okay, so in one of your big blanks,
[00:23:04.340 --> 00:23:06.080]   that's right, to remember Christ.
[00:23:07.980 --> 00:23:12.140]   I find it so, I guess, encouraging.
[00:23:12.140 --> 00:23:16.280]   I think God recognizes we are forgetful people.
[00:23:16.280 --> 00:23:19.400]   He set into the pattern of our worship,
[00:23:19.400 --> 00:23:22.360]   a pattern of our regular practice of church,
[00:23:22.360 --> 00:23:24.520]   and the gathering of people that we break bread
[00:23:24.520 --> 00:23:27.400]   and remember Christ, okay?
[00:23:27.400 --> 00:23:30.120]   And the thing about it is God knowing mankind so well,
[00:23:30.120 --> 00:23:32.560]   he did this long ago as well.
[00:23:32.560 --> 00:23:35.880]   Can you guys turn your Bibles to Exodus chapter 12,
[00:23:35.880 --> 00:23:38.040]   verses 11 through 13?
[00:23:38.040 --> 00:23:40.920]   (pages rustling)
[00:23:40.920 --> 00:23:42.480]   In Exodus chapter 12,
[00:23:42.480 --> 00:23:48.840]   is the inauguration of the great, great feast,
[00:23:48.840 --> 00:23:52.400]   the thing to be remembered for the generations to come,
[00:23:52.400 --> 00:23:55.880]   which is called the Passover, okay?
[00:23:55.880 --> 00:23:59.300]   And if I could just have one of you guys
[00:23:59.300 --> 00:24:01.660]   please read verses 11 through 13,
[00:24:01.660 --> 00:24:05.480]   we'll take a look at the Passover as a memorial
[00:24:05.480 --> 00:24:08.680]   that God installed for the people, okay?
[00:24:08.680 --> 00:24:11.960]   So, let's see, can I have,
[00:24:11.960 --> 00:24:14.920]   Jarena, can you read verse 11 through 13, please?
[00:24:14.920 --> 00:24:18.680]   - In this manner you shall eat it,
[00:24:18.680 --> 00:24:19.960]   with your bell-tossing,
[00:24:19.960 --> 00:24:22.520]   and with all your tea and your saffron and your milk,
[00:24:22.520 --> 00:24:24.160]   and you shall eat it in peace.
[00:24:24.160 --> 00:24:25.920]   It is the Lord's Passover,
[00:24:25.920 --> 00:24:27.800]   for I will pass your land and keep it,
[00:24:27.800 --> 00:24:29.880]   but may I have the choice of all the firstborns
[00:24:29.880 --> 00:24:31.080]   and their offspring,
[00:24:31.080 --> 00:24:32.440]   both man and beast,
[00:24:32.440 --> 00:24:34.200]   and of all the gods and people of the earth,
[00:24:34.200 --> 00:24:35.680]   and of the Christ and of the Holy Spirit.
[00:24:35.680 --> 00:24:37.200]   And I am the Lord,
[00:24:37.200 --> 00:24:38.360]   and the blood shall be as mine,
[00:24:38.360 --> 00:24:40.240]   and the life of the world shall be as mine.
[00:24:40.240 --> 00:24:43.240]   - Okay, thank, oh, go ahead.
[00:24:43.240 --> 00:24:45.720]   You have, did you read all of verse 13 already?
[00:24:45.720 --> 00:24:47.640]   - No. - Okay, go ahead.
[00:24:47.640 --> 00:24:49.560]   - So when I see the blood, I will pass it over to you,
[00:24:49.560 --> 00:24:51.080]   and no plague will befall you,
[00:24:51.080 --> 00:24:52.160]   until you show your face,
[00:24:52.160 --> 00:24:53.080]   and when the fire strikes,
[00:24:53.080 --> 00:24:53.920]   the land will be yours.
[00:24:53.920 --> 00:24:55.960]   - All right, thank you, okay.
[00:24:55.960 --> 00:24:57.440]   So as you read that verse,
[00:24:57.440 --> 00:25:00.960]   I wanna recall to your memories what's happening in Egypt.
[00:25:00.960 --> 00:25:03.360]   Remember that the people of God
[00:25:03.360 --> 00:25:06.560]   are enslaved and oppressed for 400 years.
[00:25:06.560 --> 00:25:07.840]   They're beaten, they're killed,
[00:25:07.840 --> 00:25:10.880]   they're put to work carrying the heavy stones of Pharaoh,
[00:25:10.880 --> 00:25:12.700]   and then they cry out to God,
[00:25:12.700 --> 00:25:15.120]   and God hears their prayer.
[00:25:15.120 --> 00:25:18.680]   And so God starts to judge the Egyptians,
[00:25:18.680 --> 00:25:21.240]   and then he starts to bring down miraculous plagues,
[00:25:21.240 --> 00:25:23.640]   everything from cutting off their water source
[00:25:23.640 --> 00:25:25.000]   and making it into blood,
[00:25:25.000 --> 00:25:26.320]   their animals dying,
[00:25:26.320 --> 00:25:27.720]   their livestock dying,
[00:25:27.720 --> 00:25:28.800]   boils and sores,
[00:25:28.800 --> 00:25:29.840]   and they're in pain.
[00:25:29.840 --> 00:25:31.320]   Hail is falling from the sky.
[00:25:31.320 --> 00:25:32.400]   Gnats are everywhere.
[00:25:32.400 --> 00:25:33.920]   All this kind of stuff is happening,
[00:25:33.920 --> 00:25:35.080]   and in the 10th plague,
[00:25:35.080 --> 00:25:36.920]   they say, and God says,
[00:25:36.920 --> 00:25:38.720]   I'm going to kill the firstborn.
[00:25:38.720 --> 00:25:40.840]   An angel of death is gonna come through.
[00:25:40.840 --> 00:25:44.500]   What always struck me about that passage is,
[00:25:44.500 --> 00:25:45.380]   I asked the question,
[00:25:45.380 --> 00:25:48.480]   is God judging Egypt?
[00:25:48.480 --> 00:25:50.320]   Then why in the world is God's people
[00:25:50.320 --> 00:25:52.600]   having to cover their houses with blood?
[00:25:52.600 --> 00:25:55.000]   And it reminds us,
[00:25:55.000 --> 00:26:01.460]   it's not just Egyptians that are being judged by God.
[00:26:01.460 --> 00:26:04.680]   It reminds us that the wrath of God is upon everyone.
[00:26:04.680 --> 00:26:07.480]   It's upon everyone.
[00:26:07.480 --> 00:26:09.520]   That even the people who are there in Egypt
[00:26:09.520 --> 00:26:13.500]   deserve to die in that same way, okay?
[00:26:13.500 --> 00:26:15.280]   Now in thinking about that,
[00:26:15.280 --> 00:26:17.360]   God installed this Passover feast
[00:26:17.360 --> 00:26:19.320]   where it's an incredible drama.
[00:26:19.320 --> 00:26:21.400]   You have the whole family gathered together,
[00:26:21.400 --> 00:26:22.880]   and everybody is dressed.
[00:26:22.880 --> 00:26:25.220]   When you guys come home after a long day at work,
[00:26:25.220 --> 00:26:26.360]   the dress shoes come off,
[00:26:26.360 --> 00:26:28.360]   you get into your basketball shirts on,
[00:26:28.360 --> 00:26:30.020]   and then you eat dinner in front of the TV
[00:26:30.020 --> 00:26:31.360]   or talking to your family.
[00:26:31.360 --> 00:26:32.920]   Whatever it may be.
[00:26:32.920 --> 00:26:35.240]   But here he says, put on your shoes,
[00:26:35.240 --> 00:26:37.720]   put on, gird up your loins, take your staff,
[00:26:37.720 --> 00:26:39.820]   don't even make the bread arise.
[00:26:39.820 --> 00:26:41.920]   Make the bread flat.
[00:26:41.920 --> 00:26:43.120]   Eat it in haste.
[00:26:43.120 --> 00:26:45.080]   It's kind of like, okay, everybody gather together.
[00:26:45.080 --> 00:26:46.880]   Everybody comes on the table, ready to eat.
[00:26:46.880 --> 00:26:47.720]   Nom, nom, nom, nom, nom.
[00:26:47.720 --> 00:26:49.720]   It's like, what's going on?
[00:26:49.720 --> 00:26:52.880]   God was trying to teach them,
[00:26:52.880 --> 00:26:55.280]   you too are in danger of judgment.
[00:26:55.280 --> 00:26:59.560]   And what needs to happen is you need to escape.
[00:26:59.560 --> 00:27:03.880]   But your only way of escape is to have the blood cover you.
[00:27:03.880 --> 00:27:06.640]   And when the blood covers your household,
[00:27:06.640 --> 00:27:10.600]   then the angel of death will pass over you.
[00:27:10.600 --> 00:27:14.000]   What an amazing picture.
[00:27:14.000 --> 00:27:17.880]   And so, I just want you guys to jot this down,
[00:27:17.880 --> 00:27:21.640]   that this meal of the Passover was a very dramatic scene.
[00:27:21.640 --> 00:27:23.680]   And what would happen in Jesus' time,
[00:27:23.680 --> 00:27:25.360]   and in the times of, again,
[00:27:25.360 --> 00:27:27.260]   the Old Testament saints and whatnot,
[00:27:27.260 --> 00:27:30.420]   the head of the house, the host of the ceremony,
[00:27:30.420 --> 00:27:33.040]   would pronounce blessing over the meal,
[00:27:33.040 --> 00:27:36.300]   and they would have four different cups of wine.
[00:27:36.300 --> 00:27:37.460]   The first cup of wine,
[00:27:37.460 --> 00:27:39.520]   he would pronounce just simply the blessing,
[00:27:39.520 --> 00:27:41.880]   and then he would pass it around to everybody.
[00:27:41.880 --> 00:27:45.520]   And after the first cup was taken
[00:27:45.520 --> 00:27:47.080]   by everybody who was present,
[00:27:47.080 --> 00:27:50.160]   they would eat bitter herbs dipped in the fruit sauce,
[00:27:50.160 --> 00:27:52.340]   and as they're eating,
[00:27:52.340 --> 00:27:54.780]   the host would start to give a message.
[00:27:54.780 --> 00:27:57.920]   Turn in your, as you are in Exodus chapter 12,
[00:27:57.920 --> 00:28:00.680]   go over to verse 14,
[00:28:00.680 --> 00:28:03.880]   because this is how God presents this.
[00:28:03.880 --> 00:28:05.040]   In verse 14, it says,
[00:28:05.040 --> 00:28:08.480]   "Now this day will be a memorial to you,
[00:28:08.480 --> 00:28:11.200]   and you shall celebrate it as a feast to the Lord.
[00:28:11.200 --> 00:28:12.780]   Throughout your generations,
[00:28:12.780 --> 00:28:16.440]   you are to celebrate it as a permanent ordinance."
[00:28:16.440 --> 00:28:19.040]   And then go to verse 24 through 28.
[00:28:19.040 --> 00:28:22.720]   And if I could have, let's see, Randall,
[00:28:22.720 --> 00:28:26.880]   can you read for us verse 24 to 28, chapter 12 of Exodus?
[00:28:26.880 --> 00:28:32.580]   (Randall speaking faintly)
[00:28:32.580 --> 00:28:36.080]   (Randall speaking faintly)
[00:28:37.040 --> 00:28:40.540]   (Randall speaking faintly)
[00:28:40.540 --> 00:28:44.040]   (Randall speaking faintly)
[00:29:08.860 --> 00:29:10.620]   Great, thank you.
[00:29:10.620 --> 00:29:13.060]   And so, what would happen is,
[00:29:13.060 --> 00:29:15.220]   after the host of the family
[00:29:15.220 --> 00:29:16.980]   would remember this whole thing,
[00:29:16.980 --> 00:29:18.140]   and he would give a message as to,
[00:29:18.140 --> 00:29:20.140]   "What in the world are we doing with this ceremony?
[00:29:20.140 --> 00:29:21.120]   What is the meaning of this?"
[00:29:21.120 --> 00:29:23.300]   And he would talk about how the fact
[00:29:23.300 --> 00:29:26.460]   that God spared us in Egypt,
[00:29:26.460 --> 00:29:29.980]   that God passed over us because of the sacrifice of the Lord.
[00:29:29.980 --> 00:29:31.760]   And then after he would do that,
[00:29:31.760 --> 00:29:33.620]   they would take part in the next cup,
[00:29:33.620 --> 00:29:34.580]   and as they were doing that,
[00:29:34.580 --> 00:29:36.820]   they would sing what's called the halal,
[00:29:36.820 --> 00:29:38.300]   which literally means praise.
[00:29:38.300 --> 00:29:40.180]   It's related to the word hallelujah.
[00:29:40.180 --> 00:29:43.700]   Okay, so the spelling in the front part of hallelujah,
[00:29:43.700 --> 00:29:46.740]   that little song that they would sing would be the halal.
[00:29:46.740 --> 00:29:51.380]   And it essentially comes from Psalm 113 through 118.
[00:29:51.380 --> 00:29:55.020]   And after they start singing the beginning portion
[00:29:55.020 --> 00:29:57.340]   of this song, they would take the bread, break it,
[00:29:57.340 --> 00:29:58.900]   and then each person would eat,
[00:29:58.900 --> 00:30:01.420]   and then it'd pass around the third cup.
[00:30:01.420 --> 00:30:04.540]   And then after the third cup is passed around,
[00:30:04.540 --> 00:30:07.740]   the host, or the head of the home, would bless everybody,
[00:30:07.740 --> 00:30:10.020]   and then they would take a fourth cup,
[00:30:10.020 --> 00:30:12.300]   and the fourth cup is to celebrate the coming
[00:30:12.300 --> 00:30:15.100]   of the kingdom, and they would drink to this.
[00:30:15.100 --> 00:30:19.820]   I sometimes wonder, you know, like,
[00:30:19.820 --> 00:30:24.800]   if you think about the drama of that whole celebration,
[00:30:24.800 --> 00:30:26.500]   I mean, it's pretty involved.
[00:30:26.500 --> 00:30:29.620]   That's a pretty long, like, series of things to do,
[00:30:29.620 --> 00:30:31.500]   and that's a lot to think about.
[00:30:31.500 --> 00:30:33.820]   And there's a sense in which that ceremony,
[00:30:33.820 --> 00:30:37.780]   even in the Old Testament, as their Passover,
[00:30:37.780 --> 00:30:39.880]   it was supposed to be a celebration.
[00:30:39.880 --> 00:30:43.060]   And then I sometimes think about this question,
[00:30:43.060 --> 00:30:48.060]   why, perhaps for some of us, that celebratory aspect
[00:30:48.060 --> 00:30:52.340]   of the communion or what we partake in is not there?
[00:30:52.340 --> 00:30:53.540]   It's because I wonder.
[00:30:53.540 --> 00:30:57.740]   I wonder if we feel that same sense of, like,
[00:30:57.740 --> 00:31:01.260]   oh my goodness, God passed over me.
[00:31:02.140 --> 00:31:05.180]   I deserve to be judged, I deserve to die there in Egypt,
[00:31:05.180 --> 00:31:07.780]   I deserve to either be left there as a slave,
[00:31:07.780 --> 00:31:12.420]   die in the devices of the pagans and the enemies of God,
[00:31:12.420 --> 00:31:17.020]   or I myself deserve to die by the angel of death.
[00:31:17.020 --> 00:31:18.580]   But God passed over me.
[00:31:18.580 --> 00:31:22.340]   Hallelujah, right?
[00:31:22.340 --> 00:31:23.940]   Hallelujah.
[00:31:23.940 --> 00:31:27.060]   And so it's supposed to signify for the people of God
[00:31:27.060 --> 00:31:29.780]   that kind of deliverance, a supreme deliverance
[00:31:29.780 --> 00:31:31.780]   by the mighty hand of God through miracles,
[00:31:31.780 --> 00:31:33.980]   through his power, delivered from that
[00:31:33.980 --> 00:31:38.260]   which there was no way to escape except for blood.
[00:31:38.260 --> 00:31:39.100]   Okay?
[00:31:39.100 --> 00:31:42.020]   And then Jesus Christ, in the moment
[00:31:42.020 --> 00:31:44.900]   when he's sharing this meal with his disciples,
[00:31:44.900 --> 00:31:46.580]   he essentially, as the host,
[00:31:46.580 --> 00:31:48.980]   the head of the disciples there,
[00:31:48.980 --> 00:31:50.700]   he is instituting this dinner,
[00:31:50.700 --> 00:31:54.180]   he's presiding over this ceremony,
[00:31:54.180 --> 00:31:57.020]   and that's when Jesus Christ, in taking the cup,
[00:31:57.880 --> 00:32:00.520]   in Luke chapter 22, verse 19 to 20,
[00:32:00.520 --> 00:32:03.360]   he starts to give it a full,
[00:32:03.360 --> 00:32:07.320]   a fulfillment of exactly what it's supposed to represent.
[00:32:07.320 --> 00:32:09.520]   The shadow was there, Christ explains
[00:32:09.520 --> 00:32:11.480]   what it's supposed to represent.
[00:32:11.480 --> 00:32:15.320]   And so, that whole act of taking the bread,
[00:32:15.320 --> 00:32:18.000]   that whole act of taking the cup of the blood,
[00:32:18.000 --> 00:32:20.240]   we are supposed to remember.
[00:32:20.240 --> 00:32:21.800]   Just like the Old Testament saints
[00:32:21.800 --> 00:32:24.400]   were supposed to remember, we are to remember.
[00:32:24.400 --> 00:32:27.760]   It's not just an issue of calling back facts.
[00:32:27.760 --> 00:32:31.000]   God has instituted this ordinance
[00:32:31.000 --> 00:32:34.240]   that we practice in our day of the communion,
[00:32:34.240 --> 00:32:37.920]   that we might relive it, that it might affect us,
[00:32:37.920 --> 00:32:41.300]   that we might be just engrossed in this idea.
[00:32:41.300 --> 00:32:43.960]   God has passed over me through the blood of Christ.
[00:32:43.960 --> 00:32:45.080]   Right?
[00:32:45.080 --> 00:32:46.880]   So remember everything about Christ.
[00:32:46.880 --> 00:32:48.800]   Remember that he came to be flesh.
[00:32:48.800 --> 00:32:52.560]   Remember his work of healing and ministry of teaching.
[00:32:52.560 --> 00:32:54.760]   Remember the work of sacrifice on the cross
[00:32:54.760 --> 00:32:55.740]   and the suffering.
[00:32:55.740 --> 00:32:59.420]   Remember him for all that he is.
[00:32:59.420 --> 00:33:01.320]   And the Lord's Supper for us, the communion,
[00:33:01.320 --> 00:33:04.800]   celebrates the permanent and spiritual victory
[00:33:04.800 --> 00:33:08.240]   that is the ultimate deliverance from God's wrath.
[00:33:08.240 --> 00:33:10.600]   Okay?
[00:33:10.600 --> 00:33:12.560]   That's what we're supposed to remember.
[00:33:12.560 --> 00:33:17.780]   So, from thinking about all that,
[00:33:17.780 --> 00:33:20.440]   we can see why Apostle Paul is quite upset
[00:33:20.440 --> 00:33:23.440]   as the way they're approaching the communion.
[00:33:23.440 --> 00:33:26.360]   But before we move on, there is an element of the communion
[00:33:26.360 --> 00:33:29.200]   that I think that is sometimes overseen.
[00:33:29.200 --> 00:33:31.680]   What is the second purpose or another purpose
[00:33:31.680 --> 00:33:33.800]   that you see about the communion?
[00:33:33.800 --> 00:33:44.600]   Okay, so there's memory of the new covenant is blood.
[00:33:44.600 --> 00:33:45.420]   Good.
[00:33:45.420 --> 00:33:49.240]   So, I'm gonna wrap that up together with remembering.
[00:33:49.240 --> 00:33:53.080]   Remembering the sacrifice, remembering the new covenant.
[00:33:53.080 --> 00:33:53.920]   Okay?
[00:33:53.920 --> 00:33:56.520]   And there's an element in simply just remembering
[00:33:56.520 --> 00:33:59.720]   all that Christ has done and his promises to us.
[00:33:59.720 --> 00:34:01.040]   So, very good.
[00:34:01.040 --> 00:34:05.480]   But what's another aspect of the purpose of the communion?
[00:34:05.480 --> 00:34:07.100]   Yes.
[00:34:07.100 --> 00:34:08.960]   Proclamation.
[00:34:08.960 --> 00:34:09.920]   Proclamation.
[00:34:09.920 --> 00:34:12.360]   Okay.
[00:34:12.360 --> 00:34:14.880]   So, the second blank there is proclamation.
[00:34:14.880 --> 00:34:16.440]   And if you look at the passage,
[00:34:17.440 --> 00:34:20.480]   (clears throat)
[00:34:20.480 --> 00:34:25.280]   here, he mentions this starting from verse 26.
[00:34:25.280 --> 00:34:27.160]   Says, "For as often as you eat this bread
[00:34:27.160 --> 00:34:30.560]   "and drink this cup, you proclaim the Lord's death
[00:34:30.560 --> 00:34:32.360]   "until he comes."
[00:34:32.360 --> 00:34:34.320]   And there's, just in that short little phrase,
[00:34:34.320 --> 00:34:35.720]   there's an aspect of two things.
[00:34:35.720 --> 00:34:38.720]   One, you're proclaiming his death on the cross,
[00:34:38.720 --> 00:34:40.200]   that you are not ashamed of it,
[00:34:40.200 --> 00:34:43.680]   that you are caught up in it, that you're identified by that.
[00:34:43.680 --> 00:34:47.360]   But then he says, "You proclaim that until his coming."
[00:34:47.360 --> 00:34:49.320]   So, there's an aspect of looking forward,
[00:34:49.320 --> 00:34:51.400]   the proclamation of his coming.
[00:34:51.400 --> 00:34:52.600]   Right?
[00:34:52.600 --> 00:34:55.640]   And the reason why that's important is because
[00:34:55.640 --> 00:34:58.040]   for you guys who've been here at Berean long enough,
[00:34:58.040 --> 00:35:00.080]   you know very well that we do not,
[00:35:00.080 --> 00:35:04.720]   we tell people that you need to be somebody
[00:35:04.720 --> 00:35:07.920]   who has genuinely surrendered to Christ,
[00:35:07.920 --> 00:35:11.960]   received the Lord, and that you proclaim his name.
[00:35:11.960 --> 00:35:14.880]   Because that's what you do when you take part in that.
[00:35:14.880 --> 00:35:17.920]   In remembering, in taking a part,
[00:35:17.920 --> 00:35:21.800]   you are participating in that fellowship of communion,
[00:35:21.800 --> 00:35:25.480]   you are proclaiming also, this is what I believe.
[00:35:25.480 --> 00:35:27.560]   You're proclaiming to not just the congregation,
[00:35:27.560 --> 00:35:29.680]   but anybody who would see that.
[00:35:29.680 --> 00:35:35.640]   This is the one whom we trust and believe, okay?
[00:35:35.640 --> 00:35:39.720]   So, those are the purposes that we see for the communion.
[00:35:39.720 --> 00:35:44.680]   So again, given that, that communion was supposed to be
[00:35:44.680 --> 00:35:47.680]   by the design of God, a remembrance for the saints.
[00:35:47.680 --> 00:35:49.800]   And by the design of God, this was supposed to be
[00:35:49.800 --> 00:35:51.880]   a proclamation of his truth,
[00:35:51.880 --> 00:35:55.960]   you can see why Apostle Paul is sitting here saying,
[00:35:55.960 --> 00:35:58.880]   "How irreverent of you guys."
[00:35:58.880 --> 00:36:00.440]   You can see why Apostle Paul is saying,
[00:36:00.440 --> 00:36:02.920]   "Look at this ordinance and all that it represents,
[00:36:02.920 --> 00:36:04.360]   "what are you doing?"
[00:36:04.360 --> 00:36:05.340]   Right?
[00:36:05.340 --> 00:36:07.920]   So, let's tackle the last segment.
[00:36:07.920 --> 00:36:10.840]   Okay, and I have Diane.
[00:36:10.840 --> 00:36:13.280]   Can you please read verse 27 through 34?
[00:36:13.280 --> 00:36:18.440]   (distant speaking)
[00:36:18.440 --> 00:36:21.360]   (distant speaking)
[00:36:21.360 --> 00:36:24.280]   (distant speaking)
[00:36:24.280 --> 00:36:27.200]   (distant speaking)
[00:36:27.200 --> 00:36:30.120]   (distant speaking)
[00:36:30.720 --> 00:36:33.640]   (distant speaking)
[00:36:33.640 --> 00:36:37.680]   (distant speaking)
[00:36:37.680 --> 00:36:42.600]   (distant speaking)
[00:36:42.760 --> 00:36:45.680]   (distant speaking)
[00:36:45.680 --> 00:36:50.160]   (distant speaking)
[00:36:50.160 --> 00:37:02.680]   Okay, cool.
[00:37:02.680 --> 00:37:05.080]   So, for your table discussions,
[00:37:05.080 --> 00:37:09.160]   I asked kind of a really broad question.
[00:37:09.160 --> 00:37:12.340]   And I asked from verses 17 through 34,
[00:37:12.340 --> 00:37:17.200]   but we're focusing right now on verses 27 and down to 34.
[00:37:17.200 --> 00:37:21.720]   What do you think is the main exhortation to the church
[00:37:21.720 --> 00:37:23.840]   in this passage that we're studying?
[00:37:23.840 --> 00:37:26.560]   And then I asked, how do you think we can apply?
[00:37:26.560 --> 00:37:29.000]   So, can some of you guys share,
[00:37:29.000 --> 00:37:31.160]   what do you think is the main exhortation,
