
[00:00:00.000 --> 00:00:03.480]   [MUSIC PLAYING]
[00:28:39.120 --> 00:28:45.120]   ♪ To him belongs the power ♪
[00:28:45.120 --> 00:28:52.120]   ♪ His throne of high and strength ♪
[00:28:52.120 --> 00:28:57.120]   ♪ On glory and dominion ♪
[00:28:57.120 --> 00:29:04.120]   ♪ To the Lord, all men are free ♪
[00:29:04.120 --> 00:29:09.120]   ♪ You are highly exalted ♪
[00:29:09.120 --> 00:29:12.120]   ♪ In the name of the Lord ♪
[00:29:12.120 --> 00:29:17.120]   ♪ Worthy of all praise ♪
[00:29:17.120 --> 00:29:22.120]   ♪ You are reigning in glory ♪
[00:29:22.120 --> 00:29:27.120]   ♪ Jesus, your name over everything ♪
[00:29:27.120 --> 00:29:36.120]   ♪ Exalted to the highest praise ♪
[00:29:36.120 --> 00:29:42.120]   ♪ In the name of our Father ♪
[00:29:42.120 --> 00:29:47.120]   ♪ In the name of our Father ♪
[00:29:47.120 --> 00:29:52.120]   ♪ MUSIC ♪
[00:29:52.120 --> 00:29:59.120]   ♪ Our knees will bow, our tongues proclaim ♪
[00:29:59.120 --> 00:30:05.120]   ♪ That you are Lord of all ♪
[00:30:05.120 --> 00:30:11.120]   ♪ Our knees will bow, our tongues proclaim ♪
[00:30:11.120 --> 00:30:16.120]   ♪ That you are Lord of all ♪
[00:30:16.120 --> 00:30:23.120]   ♪ Our knees will bow, our tongues proclaim ♪
[00:30:23.120 --> 00:30:30.120]   ♪ That you are Lord of all ♪
[00:30:30.120 --> 00:30:35.120]   ♪ You are highly exalted ♪
[00:30:35.120 --> 00:30:41.120]   ♪ Worthy of all praise ♪
[00:30:41.120 --> 00:30:46.120]   ♪ You are reigning in glory ♪
[00:30:46.120 --> 00:30:54.120]   ♪ Jesus, your name over everything ♪
[00:30:54.120 --> 00:30:56.120]   Amen. You may be seated.
[00:30:57.120 --> 00:30:59.120]   (Bell)
[00:30:59.120 --> 00:31:13.120]   Hello, I'm Justin, and I'll be giving my testimony.
[00:31:13.120 --> 00:31:19.120]   I've been raised going to church, so from a young age,
[00:31:19.120 --> 00:31:23.120]   I've known Bible stories and was aware of church culture.
[00:31:23.120 --> 00:31:27.120]   I knew that in order to fit in, I just had to respect my elders,
[00:31:27.120 --> 00:31:30.120]   sing worship songs, and memorize Bible verses.
[00:31:30.120 --> 00:31:33.120]   So I attended church doing those things in attempts to convince
[00:31:33.120 --> 00:31:37.120]   myself and others that I was a faithful Christian.
[00:31:37.120 --> 00:31:40.120]   I became caught up in being known and well thought of,
[00:31:40.120 --> 00:31:44.120]   neglecting whether I truly believed and loved Christ.
[00:31:44.120 --> 00:31:47.120]   This way of living for self and feeding my pride
[00:31:47.120 --> 00:31:50.120]   continued all throughout middle school and high school.
[00:31:50.120 --> 00:31:53.120]   I became very good at figuring out what people liked,
[00:31:53.120 --> 00:31:56.120]   and I strived to be well known in the world.
[00:31:56.120 --> 00:31:59.120]   If family and friends were impressed with dance moves,
[00:31:59.120 --> 00:32:01.120]   I would become a dancer.
[00:32:01.120 --> 00:32:04.120]   If the world started following a certain hairstyle,
[00:32:04.120 --> 00:32:06.120]   I would get Justin Bieber's hair.
[00:32:06.120 --> 00:32:09.120]   If my youth pastor told me to kiss dating goodbye,
[00:32:09.120 --> 00:32:12.120]   I would kiss dating goodbye in high school.
[00:32:12.120 --> 00:32:15.120]   Because I'm married now, sorry.
[00:32:15.120 --> 00:32:18.120]   I did whatever it took to make much of myself,
[00:32:18.120 --> 00:32:21.120]   all the while deceiving myself and others that I was a good Christian
[00:32:21.120 --> 00:32:24.120]   based on my outward appearance.
[00:32:24.120 --> 00:32:30.120]   My destructive way of living continued until a time at retreat
[00:32:30.120 --> 00:32:33.120]   when I heard what Christ went through on the cross in detail.
[00:32:33.120 --> 00:32:37.120]   While I've grown up hearing that Christ died because he loved me,
[00:32:37.120 --> 00:32:40.120]   I was shocked by the extent of his suffering.
[00:32:40.120 --> 00:32:43.120]   I remember thinking, "Why does a holy God become a man to die
[00:32:43.120 --> 00:32:46.120]   an excruciating death that was meant for criminals?
[00:32:46.120 --> 00:32:49.120]   What is the reason for this kind of sacrifice?"
[00:32:49.120 --> 00:32:53.120]   It was then that God started to slowly peel back my perception of church
[00:32:53.120 --> 00:32:55.120]   and the way that I was living.
[00:32:55.120 --> 00:32:57.120]   While I strove to be well liked in the world
[00:32:57.120 --> 00:33:00.120]   and pursued what I thought would make me happy,
[00:33:00.120 --> 00:33:04.120]   my life was purchased and given ultimate meaning to make him known.
[00:33:04.120 --> 00:33:07.120]   As I continued attending my local church, studying his word,
[00:33:07.120 --> 00:33:09.120]   and spending time with his people,
[00:33:09.120 --> 00:33:14.120]   I couldn't escape the truth that following Christ looked like dying to self.
[00:33:14.120 --> 00:33:17.120]   Matthew 16, 24-25,
[00:33:17.120 --> 00:33:21.120]   "Then Jesus said to his disciples, 'If anyone wishes to come after me,
[00:33:21.120 --> 00:33:24.120]   he must deny himself and take up his cross and follow me.
[00:33:24.120 --> 00:33:27.120]   For whoever wishes to save his life will lose it,
[00:33:27.120 --> 00:33:30.120]   but whoever loses his life for my sake will find it.'"
[00:33:30.120 --> 00:33:32.120]   After being convicted through his word,
[00:33:32.120 --> 00:33:35.120]   I was unwilling to fully surrender to Christ
[00:33:35.120 --> 00:33:38.120]   and thought that I'd be able to pursue my life of sin.
[00:33:38.120 --> 00:33:41.120]   Upon entering college, I joined different social clubs
[00:33:41.120 --> 00:33:44.120]   hoping that I'd be able to have my relationship with Christ
[00:33:44.120 --> 00:33:46.120]   and my sinful way of living.
[00:33:46.120 --> 00:33:48.120]   The Lord gave me over to my sin,
[00:33:48.120 --> 00:33:51.120]   and I quickly found myself looking for drugs, relationships,
[00:33:51.120 --> 00:33:53.120]   and alcohol to fulfill me.
[00:33:53.120 --> 00:33:56.120]   When I found myself in my lowest moments of intoxication
[00:33:56.120 --> 00:33:58.120]   and broken relationships,
[00:33:58.120 --> 00:34:03.120]   I began to blame God for allowing me to live this way.
[00:34:03.120 --> 00:34:06.120]   I found my sinful heart becoming so lost
[00:34:06.120 --> 00:34:10.120]   that I accused the holy God for the sin that was within me.
[00:34:10.120 --> 00:34:13.120]   It wasn't until I reflected on how empty my life was
[00:34:13.120 --> 00:34:15.120]   that I began to repent for my sin.
[00:34:15.120 --> 00:34:18.120]   I lived my life actively pursuing what was right in my own eyes,
[00:34:18.120 --> 00:34:21.120]   and I actively rejected obedience to Christ.
[00:34:21.120 --> 00:34:23.120]   Romans 5:8 writes,
[00:34:23.120 --> 00:34:26.120]   "But God demonstrates his own love towards us
[00:34:26.120 --> 00:34:29.120]   in that while we were yet sinners, Christ died for us."
[00:34:29.120 --> 00:34:33.120]   Feeling the weight of my sin, I cried out to God, and he forgave me.
[00:34:33.120 --> 00:34:36.120]   I felt immense peace in the fact that there was nothing I could do
[00:34:36.120 --> 00:34:39.120]   to deserve God's grace.
[00:34:39.120 --> 00:34:42.120]   Concentrated by the gospel, I was able to cut off ties
[00:34:42.120 --> 00:34:45.120]   with all relationships that I had built for myself.
[00:34:45.120 --> 00:34:48.120]   I knew that my life was purchased by Christ's blood,
[00:34:48.120 --> 00:34:51.120]   and I no longer wanted to live for myself.
[00:34:51.120 --> 00:34:54.120]   Galatians 2:20, "I have been crucified with Christ,
[00:34:54.120 --> 00:34:57.120]   and it is no longer I who live, but Christ lives in me.
[00:34:57.120 --> 00:35:00.120]   And the life which I now live in the flesh,
[00:35:00.120 --> 00:35:03.120]   I live by faith in the Son of God, who loved me and gave himself up for me."
[00:35:03.120 --> 00:35:06.120]   After I gave up all my friendships and pursuits,
[00:35:06.120 --> 00:35:09.120]   I continued my ministry through local church and campus ministry.
[00:35:09.120 --> 00:35:13.120]   I was an enemy of God, but he met me in my brokenness and disobedience.
[00:35:13.120 --> 00:35:17.120]   The life I am now able to live is abundant and free.
[00:35:17.120 --> 00:35:21.120]   The ultimate reason for living has been given to me--
[00:35:21.120 --> 00:35:24.120]   glorifying God and enjoying him forever.
[00:35:24.120 --> 00:35:28.120]   It is only by his grace that I am able to live in surrender and obedience.
[00:35:28.120 --> 00:35:30.120]   Thank you.
[00:35:30.120 --> 00:35:37.120]   [applause]
[00:35:37.120 --> 00:35:47.120]   Thank you for your testimony.
[00:35:47.120 --> 00:35:50.120]   Justin, I appreciate your testimony.
[00:35:50.120 --> 00:35:53.120]   As we enter into the water,
[00:35:53.120 --> 00:35:56.120]   do you understand that you symbolize your union with Christ in his death?
[00:35:56.120 --> 00:35:58.120]   And when you rise from the water,
[00:35:58.120 --> 00:36:00.120]   you realize that your life is united with Christ's resurrected life?
[00:36:00.120 --> 00:36:02.120]   Yes.
[00:36:02.120 --> 00:36:07.120]   I baptize you now in the name of the Father, of the Son, and of the Holy Spirit.
[00:36:07.120 --> 00:36:15.120]   [applause]
[00:36:26.120 --> 00:36:29.120]   Praise God.
[00:36:29.120 --> 00:36:33.120]   Please take your Bible to 1 Samuel 8.
[00:36:33.120 --> 00:36:38.120]   We will be taking a break from the study that we've been doing
[00:36:38.120 --> 00:36:43.120]   that Pastor Peter Kim has been preaching in the Gospel of Luke.
[00:36:43.120 --> 00:36:48.120]   We'll take a moment to pray for him as he is in Atlanta,
[00:36:48.120 --> 00:36:54.120]   preaching, edifying another community there for a retreat.
[00:36:54.120 --> 00:37:00.120]   But here, let's read the passage that we will be studying this morning.
[00:37:00.120 --> 00:37:03.120]   It comes from 1 Samuel 8.
[00:37:03.120 --> 00:37:06.120]   I'll read the first several verses.
[00:37:06.120 --> 00:37:09.120]   It says, "And it came about when Samuel was old
[00:37:09.120 --> 00:37:12.120]   that he appointed his sons judge over Israel.
[00:37:12.120 --> 00:37:16.120]   The name of his firstborn was Joel, and the name of his second, Abijah.
[00:37:16.120 --> 00:37:19.120]   They were judging in Beersheba.
[00:37:19.120 --> 00:37:22.120]   His sons, however, did not walk in his ways,
[00:37:22.120 --> 00:37:27.120]   but turned aside after dishonest gain, and took bribes and perverted justice.
[00:37:27.120 --> 00:37:32.120]   Then all the elders of Israel gathered together and came to Samuel at Ramah.
[00:37:32.120 --> 00:37:36.120]   And they said to him, 'Behold, you have grown old,
[00:37:36.120 --> 00:37:38.120]   and your sons do not walk in your ways.
[00:37:38.120 --> 00:37:42.120]   Now appoint a king for us to judge us like all the nations.'
[00:37:42.120 --> 00:37:45.120]   But the thing was displeasing in the sight of Samuel
[00:37:45.120 --> 00:37:50.120]   when they said, 'Give us a king to judge us.'
[00:37:50.120 --> 00:37:52.120]   And Samuel prayed to the Lord.
[00:37:52.120 --> 00:37:54.120]   And the Lord said to Samuel, 'Listen to the voice of the people
[00:37:54.120 --> 00:37:57.120]   in regard to all that they say to you,
[00:37:57.120 --> 00:37:59.120]   for they have not rejected you,
[00:37:59.120 --> 00:38:03.120]   but they have rejected me from being king over them.'"
[00:38:03.120 --> 00:38:05.120]   Let's pray.
[00:38:05.120 --> 00:38:13.120]   Father, we ask for your blessing on the reading and hearing of your Word.
[00:38:13.120 --> 00:38:17.120]   We pray, Father God, that it would bring to us deep conviction,
[00:38:17.120 --> 00:38:22.120]   that it would constantly help us to see from your perspective and your angle.
[00:38:22.120 --> 00:38:27.120]   We pray for Pastor Peter as he also preaches and ministers to the people through the Word.
[00:38:27.120 --> 00:38:31.120]   We ask, God, that we would be given strength and boldness and clarity,
[00:38:31.120 --> 00:38:34.120]   that we may communicate your Word to all the people.
[00:38:34.120 --> 00:38:37.120]   We thank you in Christ's name. Amen.
[00:38:37.120 --> 00:38:42.120]   Now, just a brief note, I hope you guys are excited about the schedule change,
[00:38:42.120 --> 00:38:45.120]   that we're going to be having three services.
[00:38:45.120 --> 00:38:48.120]   I want to also extend a thank you in advance,
[00:38:48.120 --> 00:38:52.120]   because we know that that's going to be a level of adjustment for all of you, right?
[00:38:52.120 --> 00:38:57.120]   For those of you who are here, if you try to go to the third service,
[00:38:57.120 --> 00:39:01.120]   then that's pretty late into the afternoon and your stomachs may growl.
[00:39:01.120 --> 00:39:06.120]   Thank you in advance for being in the service time while you're, you know,
[00:39:06.120 --> 00:39:09.120]   typically maybe through a little bit of the lunch time.
[00:39:09.120 --> 00:39:11.120]   And there's going to be an 8 a.m. service,
[00:39:11.120 --> 00:39:14.120]   and those of you guys who normally attend at 9 a.m.,
[00:39:14.120 --> 00:39:16.120]   you might have to go to the earlier one at 8,
[00:39:16.120 --> 00:39:18.120]   which means you'll have to get up earlier.
[00:39:18.120 --> 00:39:20.120]   It's going to be a little bit of an inconvenience.
[00:39:20.120 --> 00:39:23.120]   Thank you in advance for all the adjustments that you will have to make.
[00:39:23.120 --> 00:39:26.120]   As you'd imagine, to make a decision like that,
[00:39:26.120 --> 00:39:29.120]   we went through tons of iterations and options.
[00:39:29.120 --> 00:39:32.120]   We had a document with just a list, a laundry list,
[00:39:32.120 --> 00:39:35.120]   of almost 15 different time schedules.
[00:39:35.120 --> 00:39:37.120]   We even did some Internet research.
[00:39:37.120 --> 00:39:40.120]   We talked to friends who've had, you know, multiple service--
[00:39:40.120 --> 00:39:42.120]   multiple services at their churches.
[00:39:42.120 --> 00:39:46.120]   Please know after a lot of deliberation, we're going to be going this way.
[00:39:46.120 --> 00:39:49.120]   But just for fun, I know Pastor Peter Kim in the previous week
[00:39:49.120 --> 00:39:52.120]   did like a quick survey, but I just wanted to see just for fun.
[00:39:52.120 --> 00:39:57.120]   How many of you guys would actually consider a much later midday service?
[00:39:57.120 --> 00:40:01.120]   So raise your hand if you'd be down for a 1.30 start service,
[00:40:01.120 --> 00:40:03.120]   and then that would probably go till about 3,
[00:40:03.120 --> 00:40:05.120]   but that would just be kind of--you do your lunch,
[00:40:05.120 --> 00:40:07.120]   and then you come in for service.
[00:40:07.120 --> 00:40:10.120]   How many of you guys would prefer that?
[00:40:10.120 --> 00:40:12.120]   Very little. Okay.
[00:40:12.120 --> 00:40:13.120]   Here's another fun question.
[00:40:13.120 --> 00:40:17.120]   How many of you guys are voting for Joe Biden next year?
[00:40:17.120 --> 00:40:19.120]   Oh, very--I'm kidding.
[00:40:19.120 --> 00:40:20.120]   I'm kidding. It's a joke.
[00:40:20.120 --> 00:40:23.120]   I wanted to kind of tease you into a quick survey.
[00:40:23.120 --> 00:40:27.120]   The reason why I did that wasn't because I'm trying to get political,
[00:40:27.120 --> 00:40:31.120]   but because we're dropping down into a scenario in the Bible
[00:40:31.120 --> 00:40:36.120]   where there is in some sense a crisis of leadership.
[00:40:36.120 --> 00:40:38.120]   We're dropping down into an interesting situation
[00:40:38.120 --> 00:40:41.120]   where the people demand a king.
[00:40:41.120 --> 00:40:44.120]   So I naturally thought of, oh, we are currently in a situation
[00:40:44.120 --> 00:40:49.120]   in our American history where the decision of who to pick for president
[00:40:49.120 --> 00:40:53.120]   has become incredibly intense.
[00:40:53.120 --> 00:40:54.120]   People have said, "You know what?
[00:40:54.120 --> 00:40:57.120]   Long time ago, Democrats and Republicans, they could be friends."
[00:40:57.120 --> 00:41:00.120]   But it seems as though the divide has become so intense
[00:41:00.120 --> 00:41:05.120]   that it feels like they can't be, and that's very unfortunate.
[00:41:05.120 --> 00:41:08.120]   In some sense, it's just maybe people have--
[00:41:08.120 --> 00:41:13.120]   their anger has become more increased over the years.
[00:41:13.120 --> 00:41:16.120]   Maybe people and their conflict, their social divide,
[00:41:16.120 --> 00:41:19.120]   people have kind of hypothesized that we live in a generation
[00:41:19.120 --> 00:41:23.120]   that's very easy through the Internet to have a distance enough
[00:41:23.120 --> 00:41:25.120]   where you can't have that kind of conflict.
[00:41:25.120 --> 00:41:27.120]   That may be all true.
[00:41:27.120 --> 00:41:30.120]   But it may be also true that the actual issues at hand,
[00:41:30.120 --> 00:41:38.120]   whether it be things like abortion, border control, safety, taxation,
[00:41:38.120 --> 00:41:40.120]   all of these laws matter.
[00:41:40.120 --> 00:41:42.120]   Now, my point isn't to get into all that,
[00:41:42.120 --> 00:41:46.120]   although I do think that it's not thus says the Lord,
[00:41:46.120 --> 00:41:49.120]   but the Scripture actually has a lot to say about good laws.
[00:41:49.120 --> 00:41:52.120]   So I believe it's a good, wise thing for Christians
[00:41:52.120 --> 00:41:55.120]   to know about what laws are in their country,
[00:41:55.120 --> 00:41:59.120]   what policies are fair and just, and that's just a side note.
[00:41:59.120 --> 00:42:03.120]   But I want to raise all this because I have a fun question for you,
[00:42:03.120 --> 00:42:08.120]   and that question is, what if on the ballot, on the federal level,
[00:42:08.120 --> 00:42:11.120]   they said, "We have a new initiative."
[00:42:11.120 --> 00:42:14.120]   You know, with all of this back and forth,
[00:42:14.120 --> 00:42:16.120]   changing of guard and administrations,
[00:42:16.120 --> 00:42:19.120]   having this great divide of Republicans and Democrats,
[00:42:19.120 --> 00:42:24.120]   we think a better solution would be to have more power in the government.
[00:42:24.120 --> 00:42:28.120]   Let's go back to having a monarch.
[00:42:28.120 --> 00:42:30.120]   Let's have a king.
[00:42:30.120 --> 00:42:34.120]   Someone who could go in there and they could make changes today,
[00:42:34.120 --> 00:42:37.120]   not this long, drawn-out deliberation,
[00:42:37.120 --> 00:42:40.120]   the bill goes to the House and then the Senate and all these different places
[00:42:40.120 --> 00:42:42.120]   and then it gets vetoed and nothing's being done.
[00:42:42.120 --> 00:42:44.120]   Let's just have a king.
[00:42:44.120 --> 00:42:46.120]   I'll confess to you, there were one day,
[00:42:46.120 --> 00:42:49.120]   there were a couple of days when I started to daydream and thought,
[00:42:49.120 --> 00:42:51.120]   "What if I was king?"
[00:42:51.120 --> 00:42:53.120]   You know, what would I do?
[00:42:53.120 --> 00:42:56.120]   Would I go in there and say, "You, you, you're fired."
[00:42:56.120 --> 00:42:59.120]   You know, and would I go in there clean house?
[00:42:59.120 --> 00:43:03.120]   Would I start making implementation about policy and such?
[00:43:03.120 --> 00:43:06.120]   Now, I say that because when we read this passage,
[00:43:06.120 --> 00:43:11.120]   you saw that they were demanding a king.
[00:43:11.120 --> 00:43:15.120]   And I want to say, for us as believers, yes, in wisdom,
[00:43:15.120 --> 00:43:19.120]   we should care about what's going on in our country,
[00:43:19.120 --> 00:43:25.120]   but we as believers, we have a king.
[00:43:25.120 --> 00:43:29.120]   The country may see us as a little bit strange
[00:43:29.120 --> 00:43:34.120]   because we operate as though we have the king of kings,
[00:43:34.120 --> 00:43:39.120]   a monarch who has actually a say into every single facet of our lives.
[00:43:39.120 --> 00:43:43.120]   As a matter of fact, there is no realm or dominion of my life
[00:43:43.120 --> 00:43:47.120]   where I have so much liberty God doesn't have his hand in.
[00:43:47.120 --> 00:43:50.120]   He has his voice in everything.
[00:43:50.120 --> 00:43:53.120]   So in actuality, against, I guess you could even say,
[00:43:53.120 --> 00:43:57.120]   the liberties of American culture, we would be seen as strange.
[00:43:57.120 --> 00:44:00.120]   We already abide under a king.
[00:44:00.120 --> 00:44:03.120]   And that's going to be the main thrust of the sermon.
[00:44:03.120 --> 00:44:06.120]   And then I want to just give you an advance just apology.
[00:44:06.120 --> 00:44:10.120]   The tone of the sermon is going to feel a little bit like frustration.
[00:44:10.120 --> 00:44:13.120]   And I'm going to do this motion quite a bit.
[00:44:13.120 --> 00:44:15.120]   What? Okay.
[00:44:15.120 --> 00:44:19.120]   Because we jump down into a context in which the people
[00:44:19.120 --> 00:44:24.120]   who already have the Lord demand a king.
[00:44:24.120 --> 00:44:27.120]   So let's together jump down into the context.
[00:44:27.120 --> 00:44:30.120]   First, we're going to move down through the story in movements,
[00:44:30.120 --> 00:44:33.120]   but first we have to lay the context and the demand.
[00:44:33.120 --> 00:44:37.120]   And what we see actually in the context of the story
[00:44:37.120 --> 00:44:40.120]   is not just that everything was going fine, the people were obeying,
[00:44:40.120 --> 00:44:43.120]   and then the people thought, you know, it would be really great
[00:44:43.120 --> 00:44:46.120]   to add to our society is an amazing king.
[00:44:46.120 --> 00:44:53.120]   No, the history of this nation is riddled with sin, suffering, and oppression.
[00:44:53.120 --> 00:44:57.120]   You can call it a vicious cycle, so much so the book of Judges
[00:44:57.120 --> 00:45:01.120]   has this rotating circle of incredible pain.
[00:45:01.120 --> 00:45:06.120]   The scripture said that the people kept on doing whatever was right in their eyes,
[00:45:06.120 --> 00:45:10.120]   and therefore God judged them by bringing a foreign pagan nation
[00:45:10.120 --> 00:45:13.120]   to come over them and oppress them, sometimes seven years,
[00:45:13.120 --> 00:45:18.120]   sometimes 15, sometimes even as long as 40 years of oppression.
[00:45:18.120 --> 00:45:23.120]   The people would cry out in angst, "Lord, have mercy on us.
[00:45:23.120 --> 00:45:27.120]   Save us and deliver us." God would raise up a judge.
[00:45:27.120 --> 00:45:30.120]   They were not always that good.
[00:45:30.120 --> 00:45:33.120]   They would be delivered, they would have victory in military battles,
[00:45:33.120 --> 00:45:36.120]   but then they would fall over to the same sin.
[00:45:36.120 --> 00:45:41.120]   In that context, the scripture has actually set up a crisis moment
[00:45:41.120 --> 00:45:44.120]   and drama in the story because the book of Judges would repeat
[00:45:44.120 --> 00:45:48.120]   over and over again, and there was no king in Israel.
[00:45:48.120 --> 00:45:52.120]   There was no king in Israel, and people did whatever that was right
[00:45:52.120 --> 00:45:56.120]   in their own eyes. That's the context.
[00:45:56.120 --> 00:46:02.120]   And then, so please read with me verses 1 through 3 of 1 Samuel 8,
[00:46:02.120 --> 00:46:07.120]   and what we find is that there are plenty of excuses.
[00:46:07.120 --> 00:46:10.120]   What do I mean? Verse 1, "And it came about when Samuel
[00:46:10.120 --> 00:46:15.120]   was old that he appointed his sons judges over Israel.
[00:46:15.120 --> 00:46:19.120]   Now the name of his son, firstborn, was Joel, and the name of his second,
[00:46:19.120 --> 00:46:22.120]   Abijah. They were judging in Beersheba.
[00:46:22.120 --> 00:46:26.120]   His sons, however, did not walk in his ways, but turned aside
[00:46:26.120 --> 00:46:30.120]   after dishonest gain and took bribes and perverted justice."
[00:46:30.120 --> 00:46:34.120]   The first excuse that people could have for why they made this demand
[00:46:34.120 --> 00:46:38.120]   was that Samuel, the great judge, Samuel was essentially set up
[00:46:38.120 --> 00:46:42.120]   as the last judge of Israel before the kings.
[00:46:42.120 --> 00:46:48.120]   He's getting old now, and in similar ways, when the leader is old,
[00:46:48.120 --> 00:46:52.120]   we start feeling this level of diminishing confidence.
[00:46:52.120 --> 00:46:56.120]   It's not the same having a young man with gusto and passion wanting to go
[00:46:56.120 --> 00:47:00.120]   and conquer or having this vibrancy, but rather you have an individual
[00:47:00.120 --> 00:47:04.120]   who is soon to pass. That was their first excuse.
[00:47:04.120 --> 00:47:10.120]   Samuel, you're old. Excuse number two, Samuel essentially
[00:47:10.120 --> 00:47:14.120]   took his sons--my guess is that he had his sons be with him
[00:47:14.120 --> 00:47:18.120]   when he was giving the judgments, when he was making decisions,
[00:47:18.120 --> 00:47:22.120]   giving counsel, all that kind of stuff, and in some sense, there's always
[00:47:22.120 --> 00:47:25.120]   a risk. He placed his sons as judges.
[00:47:25.120 --> 00:47:28.120]   The position of judge is not like kingship.
[00:47:28.120 --> 00:47:32.120]   It doesn't happen where, "Oh, since you're the son of the king,
[00:47:32.120 --> 00:47:36.120]   you're the prince next to the throne." That's not how judges work.
[00:47:36.120 --> 00:47:41.120]   They're appointed by God. Through the previous judge,
[00:47:41.120 --> 00:47:44.120]   they're appointed, and he set up his sons.
[00:47:44.120 --> 00:47:48.120]   The excuse was, "Man, Samuel, your plan failed.
[00:47:48.120 --> 00:47:52.120]   You set up your sons, and they are now wicked."
[00:47:52.120 --> 00:47:57.120]   I just want to make a side point. In some sense, each and every single one
[00:47:57.120 --> 00:48:01.120]   of us is susceptible to this temptation. We have to be incredibly careful
[00:48:01.120 --> 00:48:06.120]   with leadership and authority. Why? Because it corrupts.
[00:48:06.120 --> 00:48:12.120]   Power corrupts. We're not so strong that if we had the authority
[00:48:12.120 --> 00:48:17.120]   and the power and the backing of God behind us, that we would not use
[00:48:17.120 --> 00:48:21.120]   our authority for our own gain. In our day today, we have that.
[00:48:21.120 --> 00:48:24.120]   Are there politicians who use their power, position, and authority
[00:48:24.120 --> 00:48:29.120]   for selfish gain? We even see it in leadership positions at church.
[00:48:29.120 --> 00:48:35.120]   We see it perhaps in our workplaces. People are susceptible to this kind of sin.
[00:48:35.120 --> 00:48:39.120]   Yes? But then when that happens, the reason why I bring it up
[00:48:39.120 --> 00:48:46.120]   is the people suffer. The unmentioned excuse is if they are being taxed this way,
[00:48:46.120 --> 00:48:50.120]   if the people are under bad leadership, what ends up happening is they suffer.
[00:48:50.120 --> 00:48:54.120]   And so not only in this situation, but in many situations before,
[00:48:54.120 --> 00:48:58.120]   the nation, the people would say, "The priests you have set up,
[00:48:58.120 --> 00:49:03.120]   they keep demanding the best. They say it's for God, and then they take it home.
[00:49:03.120 --> 00:49:07.120]   The priests are essentially leeching off of us."
[00:49:07.120 --> 00:49:10.120]   And so the unspoken excuse is, "Samuel, not only are you old,
[00:49:10.120 --> 00:49:15.120]   but your sons are untrustworthy. We have been suffering under this."
[00:49:15.120 --> 00:49:20.120]   And so with those excuses, they demand a king.
[00:49:20.120 --> 00:49:26.120]   Within that, what would you say? If you were Samuel and you were giving advice,
[00:49:26.120 --> 00:49:32.120]   would you say, "Yeah, I know," because you feel guilty that it was your decision that caused this?
[00:49:32.120 --> 00:49:36.120]   Would you say, "I know, I get it, I get it, it's hard."
[00:49:36.120 --> 00:49:40.120]   May I give you a reminder that to us, yes, there are reasons,
[00:49:40.120 --> 00:49:47.120]   and maybe legitimate reasons, sometimes to have a desire to have some false solution,
[00:49:47.120 --> 00:49:51.120]   but excuses are excuses for a reason.
[00:49:51.120 --> 00:49:57.120]   To us, there is no legitimate excuse to doubt God Almighty.
[00:49:57.120 --> 00:50:02.120]   There is no legitimate excuse to go and doubt the king.
[00:50:02.120 --> 00:50:08.120]   Here, the way we should read it is, "Samuel was old, and therefore they stopped trusting God.
[00:50:08.120 --> 00:50:14.120]   The nation had two sons who were bad judges, and therefore they lost sight of the king."
[00:50:14.120 --> 00:50:17.120]   Why is that even an excuse?
[00:50:17.120 --> 00:50:22.120]   This is bogus to think that because we had two judges who were young, and they were corrupt,
[00:50:22.120 --> 00:50:29.120]   and they were after dishonest gain, let's go ahead and give more power to another man.
[00:50:29.120 --> 00:50:35.120]   It's so humanistic. It's so humanistic.
[00:50:35.120 --> 00:50:39.120]   And so by way of conviction, we realize this is an absolutely foolish demand.
[00:50:39.120 --> 00:50:44.120]   What in the world are you asking when you already have a king?
[00:50:44.120 --> 00:50:52.120]   And so the people say to Samuel, "Appoint us a king who will judge us like all the nations."
[00:50:52.120 --> 00:50:54.120]   That's verse 5.
[00:50:54.120 --> 00:50:59.120]   And I'm still trying to set up the context for you, but now we look at this foolish demand,
[00:50:59.120 --> 00:51:04.120]   and in just that short sentence that the people raise up to Samuel, we get two things.
[00:51:04.120 --> 00:51:09.120]   Not only do we get, yes, they're looking humanistically to a man who would have power,
[00:51:09.120 --> 00:51:12.120]   but it also tells us why.
[00:51:12.120 --> 00:51:14.120]   What is the reason?
[00:51:14.120 --> 00:51:18.120]   Well, first, when we think of what is it they want, they say in an interesting and strange way,
[00:51:18.120 --> 00:51:21.120]   "Appoint us a king who will judge us."
[00:51:21.120 --> 00:51:23.120]   We don't normally talk like that, right?
[00:51:23.120 --> 00:51:28.120]   "Give us a president. In our next term, we have to have a president who's going to judge me.
[00:51:28.120 --> 00:51:32.120]   I want him to evaluate me and tell me what I did wrong.
[00:51:32.120 --> 00:51:37.120]   I want him to give critical analysis and constructive criticism so I can be better."
[00:51:37.120 --> 00:51:39.120]   Is that what he's saying? No.
[00:51:39.120 --> 00:51:42.120]   What they want is one who's a ruler.
[00:51:42.120 --> 00:51:47.120]   If you want somebody who's a judge, you want that person to institute laws.
[00:51:47.120 --> 00:51:49.120]   You want that person to represent you.
