
[00:00:00.000 --> 00:00:07.000]   I'm going to open this up in prayer and then we'll begin.
[00:32:20.000 --> 00:32:26.000]   Jairus, right, he came up to Jesus and said, "My little daughter is sick."
[00:32:26.000 --> 00:32:33.000]   So now here Jesus is calling, using the same term of endearment, to this complete stranger.
[00:32:33.000 --> 00:32:36.000]   To this complete stranger, calling her "daughter."
[00:32:36.000 --> 00:32:42.000]   As a sign of affection, a sign of endearment, and saying, "Your faith has made you well."
[00:32:43.000 --> 00:32:45.000]   "Go in peace and be healed of your affliction."
[00:32:45.000 --> 00:32:54.000]   Again, a love story indeed that we see here in Mark chapter 5.
[00:32:54.000 --> 00:33:05.000]   And we call Mark the "Go Gospel" because in verse 35 we're going again.
[00:33:06.000 --> 00:33:19.000]   While Jesus is saying these things, an official from Jairus' house comes and informs the crowd, which I'm sure includes Jesus and Jairus,
[00:33:19.000 --> 00:33:25.000]   and he makes an announcement saying, "Your daughter has died. Why struggle with a teacher anymore?"
[00:33:30.000 --> 00:33:36.000]   But Jesus overhearing replies back saying, "Do not be afraid any longer. Only believe."
[00:33:36.000 --> 00:33:42.000]   Again, making a connection back to the faith of this woman who had the hemorrhage.
[00:33:42.000 --> 00:33:50.000]   He's calling for the entire crowd, calling Jairus to just believe.
[00:33:50.000 --> 00:33:52.000]   And so he went.
[00:33:53.000 --> 00:33:58.000]   And this time he made sure that no one was allowed to accompany him except for Peter, James, and John.
[00:33:58.000 --> 00:34:01.000]   Again, the inner circle of three within his twelve disciples.
[00:34:01.000 --> 00:34:07.000]   And he comes into the room and he kicks out all of those who are weeping.
[00:34:07.000 --> 00:34:13.000]   And he goes into the room where Jairus' daughter is asleep.
[00:34:13.000 --> 00:34:15.000]   And he touches her.
[00:34:15.000 --> 00:34:19.000]   Touches her hand and says, "Wake up."
[00:34:20.000 --> 00:34:24.000]   And immediately the girl got up and began to walk in verse 42.
[00:34:24.000 --> 00:34:30.000]   And so again, we see here this concept of being unclean.
[00:34:30.000 --> 00:34:32.000]   Jesus was not concerned with that.
[00:34:32.000 --> 00:34:36.000]   Jesus was cared about the people.
[00:34:36.000 --> 00:34:40.000]   He wanted to serve them.
[00:34:42.000 --> 00:34:53.000]   And so despite being touched by this ceremonial unclean woman, despite touching a dead body, which again counts him as being ceremonial unclean, all these miracles happened.
[00:34:53.000 --> 00:34:59.000]   And so you guys might ask, "Why did I title this Twelve Years?"
[00:34:59.000 --> 00:35:06.000]   And the reason why I titled it Twelve Years...
[00:35:11.000 --> 00:35:20.000]   The reason why I called it Twelve Years is because twelve years ago, twelve years ago, the woman began to bleed non-stop.
[00:35:20.000 --> 00:35:26.000]   Twelve years ago, Jairus' daughter was born.
[00:35:26.000 --> 00:35:36.000]   And twelve years ago, there was a carpenter in Nazareth who was waiting to heal both of them at this time.
[00:35:39.000 --> 00:35:42.000]   And so we see here again, the twelve years.
[00:35:42.000 --> 00:35:51.000]   It's really tying together the story of Jairus' daughter, the woman with the hemorrhage, and Jesus.
[00:35:51.000 --> 00:35:55.000]   All for a God-sovereign plan.
[00:35:55.000 --> 00:35:59.000]   In order to heal and to save.
[00:36:01.000 --> 00:36:10.000]   And so just as I've been saying from before, what does the story of the garrisoned demoniac and the healings of the bloody woman and Jairus' daughter have in common?
[00:36:10.000 --> 00:36:18.000]   It's a divine love story between the Savior of the world and people in need of a Savior.
[00:36:18.000 --> 00:36:21.000]   It's a divine love story here, guys.
[00:36:21.000 --> 00:36:30.000]   Sometimes we can take these sections of scripture and try to make it into a theology, and I think that's great.
[00:36:30.000 --> 00:36:36.000]   I'm not going to dodge on that, but we can't lose sight of the fact that Jesus had compassion for these people.
[00:36:36.000 --> 00:36:41.000]   He traveled through a great storm in order to save that one man.
[00:36:41.000 --> 00:36:50.000]   Jesus endured the great crowds in order to save and to heal this woman with the hemorrhage, suffering for twelve years.
[00:36:52.000 --> 00:37:03.000]   And yet, despite the bad news of Jairus' daughter passing away, Christ still endured to go and heal her and to resurrect her from the dead.
[00:37:03.000 --> 00:37:10.000]   Love compels Jesus to continue on like this.
[00:37:12.000 --> 00:37:16.000]   It's a great example for all of us to be challenged.
[00:37:16.000 --> 00:37:19.000]   In a sense, for us to...
[00:37:19.000 --> 00:37:30.000]   How are we being compelled by Christ's love in our endeavors to reach out to those who are unsaved, to encourage those within the body of Christ?
[00:37:30.000 --> 00:37:34.000]   Are we compelled by the love of Christ to do these things?
[00:37:36.000 --> 00:37:46.000]   And so, what we laid out before you here, again, in these events, is really a divine love story of the Savior.
[00:37:46.000 --> 00:37:53.000]   Now, this divine love story doesn't end. It continues on.
[00:37:53.000 --> 00:38:00.000]   But we're going to take a little step back because there are some problems that we find in Jesus' hometown of Nazareth.
[00:38:03.000 --> 00:38:10.000]   And we see in chapter 6, verse 1-6, that Jesus goes back to his hometown of Nazareth and his disciples follow him.
[00:38:10.000 --> 00:38:16.000]   And in chapter 6, verse 2, when the Sabbath came, he began to teach.
[00:38:16.000 --> 00:38:27.000]   And the people who were listening to him were kind of like astonished, but not in a good way, because they were wondering, "Where does he get this kind of authority?
[00:38:27.000 --> 00:38:30.000]   How can he do these miracles?"
[00:38:31.000 --> 00:38:42.000]   And so, they start attributing back to his father, who, again, like I mentioned last week, there's a good chance that Joseph may have already passed away.
[00:38:42.000 --> 00:38:48.000]   And so here we have Jesus being mocked, being opposed to in his own hometown.
[00:38:48.000 --> 00:38:53.000]   And verse 5 is... verse 5 is really unique.
[00:38:54.000 --> 00:39:03.000]   Because this is probably one of the few parts in the Gospel of Mark where it explicitly states that he could do no miracle there.
[00:39:03.000 --> 00:39:07.000]   Except that he laid his hands on a few sick people and healed them.
[00:39:07.000 --> 00:39:14.000]   So imagine, I mean, Jesus lived there for 30 years before he went out and did his ministry.
[00:39:14.000 --> 00:39:16.000]   He built relationships with these people.
[00:39:16.000 --> 00:39:21.000]   He probably played with some of these kids that are now full-grown adults.
[00:39:22.000 --> 00:39:31.000]   And perhaps they had ailments, perhaps there was sickness in their own families, and yet Jesus could do no miracle there.
[00:39:31.000 --> 00:39:43.000]   And it's a tell-tale sign that perhaps even Jesus' own hometown had a similar condition to the land of the Gerasene.
[00:39:43.000 --> 00:39:48.000]   And the same kind of doubt, the same kind of begging for Jesus to just leave.
[00:39:49.000 --> 00:39:52.000]   And so we see in verse 6 that he "wondered at their unbelief."
[00:39:52.000 --> 00:40:01.000]   Again, that's a detail in the Gospel of Mark showing us the mind of Christ as he wonders at his own hometown's unbelief.
[00:40:01.000 --> 00:40:08.000]   And he still continued going around the villages and still teaching.
[00:40:08.000 --> 00:40:13.000]   And so we have his own hometown that's offended.
[00:40:14.000 --> 00:40:19.000]   In chapter 6, verse 1-6.
[00:40:19.000 --> 00:40:21.000]   Any questions so far?
[00:40:21.000 --> 00:40:24.000]   Please, straightforward, right?
[00:40:24.000 --> 00:40:26.000]   That's a controversial amendment.
[00:40:26.000 --> 00:40:27.000]   Alright.
[00:40:27.000 --> 00:40:35.000]   We go on to chapter 6, verse 7-13.
[00:40:35.000 --> 00:40:39.000]   And we see here the first commission of the apostles.
[00:40:41.000 --> 00:40:48.000]   And we get the cross-references in Matthew 10, verses 5-15 and Luke 9, verses 1-6.
[00:40:48.000 --> 00:40:54.000]   In the Gospel of Matthew account, there's actually an explicit command for them not to go to the Gentiles.
[00:40:54.000 --> 00:40:58.000]   There's an explicit command for Jesus not to go to the Gentiles.
[00:40:58.000 --> 00:41:06.000]   Now, why did Mark not include that command in his Gospel?
[00:41:08.000 --> 00:41:11.000]   Why do you think so?
[00:41:11.000 --> 00:41:13.000]   Because he's writing to the Gentiles.
[00:41:13.000 --> 00:41:15.000]   Writing to the Gentiles, exactly.
[00:41:15.000 --> 00:41:18.000]   And so that would have fit into his audience.
[00:41:18.000 --> 00:41:21.000]   They would have been questioning, "What's that all about?"
[00:41:21.000 --> 00:41:27.000]   And so it doesn't mean that Mark is being unfaithful or not being true.
[00:41:27.000 --> 00:41:34.000]   It just means Mark is trying to accomplish his purpose in writing this Gospel to the Gentiles.
[00:41:36.000 --> 00:41:40.000]   And so we see that he commissions them to go out and to teach.
[00:41:40.000 --> 00:41:44.000]   And says, "Wherever you enter a town, stay there until you leave town.
[00:41:44.000 --> 00:41:52.000]   Any place that does not receive you or listen to you, as you go out from there, shake the dust off the soles of your feet for a testimony against them."
[00:41:52.000 --> 00:41:56.000]   And so verse 12, "They went out and preached that men should repent."
[00:41:56.000 --> 00:42:08.000]   And so basically Jesus is instructing his disciples, his apostles, that you will only stay in this town based upon the response to the message that you are going to give to them.
[00:42:08.000 --> 00:42:11.000]   That they should repent.
[00:42:11.000 --> 00:42:17.000]   So they're not supposed to stay there if people are clinging on to them and saying, "We have a great need for you."
[00:42:17.000 --> 00:42:24.000]   Because we see later on, right, in verse 13, "And they were casting out many demons and were anointing with oil many sick people and healing them."
[00:42:25.000 --> 00:42:30.000]   So they're not to stay there just for the sake of healing people by casting out demons.
[00:42:30.000 --> 00:42:37.000]   They're only to stay there if the people there respond to this message with repentance.
[00:42:37.000 --> 00:42:44.000]   Again, people might ask, "Why is oil involved in verse 13?"
[00:42:44.000 --> 00:42:47.000]   Historically, oil was used for medicinal purposes.
[00:42:47.000 --> 00:42:52.000]   But we also know in the Gospel of Mark, we have Jesus healed without the oil.
[00:42:53.000 --> 00:42:55.000]   So that might not be the case.
[00:42:55.000 --> 00:42:59.000]   So why was oil used to heal people?
[00:42:59.000 --> 00:43:07.000]   My answer would simply be, it's a visible avenue to display a source of healing, which is the authority of Jesus Christ.
[00:43:07.000 --> 00:43:13.000]   It's not like the disciples were just healing people and not talking about Jesus.
[00:43:13.000 --> 00:43:17.000]   They taught about Jesus, and then they healed.
[00:43:20.000 --> 00:43:26.000]   So the point of this section is the commission of the apostles.
[00:43:26.000 --> 00:43:32.000]   And the point of this passage is to really show that the disciples engaged in the same work as Jesus.
[00:43:32.000 --> 00:43:38.000]   That the disciples were engaged in the same work as Jesus.
[00:43:38.000 --> 00:43:40.000]   That's the main point.
[00:43:40.000 --> 00:43:46.000]   Any questions?
[00:43:46.000 --> 00:43:47.000]   Alright.
[00:43:47.000 --> 00:43:56.000]   So we're going to conclude our study by looking at the story of John the Baptist and his end.
[00:43:56.000 --> 00:44:04.000]   We see in verse 14 that "King Herod heard of it, for his name had become well known."
[00:44:04.000 --> 00:44:08.000]   The works of the disciples were becoming famous.
[00:44:10.000 --> 00:44:21.000]   And it wasn't just simply the works of the disciples, but it was Jesus himself, because the disciples taught that it was the authority of Jesus that brought about these healings.
[00:44:21.000 --> 00:44:27.000]   And so King Herod heard about it, and this man, King Herod, is Herod's antipas.
[00:44:27.000 --> 00:44:31.000]   He is a Samaritan ruling Galilee.
[00:44:32.000 --> 00:44:46.000]   So if you guys know a little bit of Israel history, the Samaritans and the Jews, let's just say they weren't best friends, even though they lived within close proximity to one another.
[00:44:46.000 --> 00:44:53.000]   So you can imagine already how the people may feel knowing that a Samaritan is ruling over them, over the people of Galilee.
[00:44:56.000 --> 00:45:04.000]   So he wasn't really a popular guy among his people. He was a cruel ruler, and he wasn't smart.
[00:45:04.000 --> 00:45:16.000]   And he had many family conflicts, again, we already know some of it, being that he married his brother's wife, who was actually his niece.
[00:45:17.000 --> 00:45:33.000]   And so here is a man, Herod Antipas, kind of getting afraid now. He's getting afraid because he's hearing, going on to the next slide, he's hearing the words of the works of Jesus Christ.
[00:45:33.000 --> 00:45:38.000]   And he's wondering, "Is this John the Baptist, risen from the dead?"
[00:45:40.000 --> 00:45:49.000]   And other people were trying to comfort him, and they were just saying, "No, it's Elijah, no, he's a prophet, like some of the prophets of the Old Testament."
[00:45:49.000 --> 00:45:57.000]   But Herod was staunch in believing that this Jesus that he's hearing about is actually John the Baptist, resurrected from the dead.
[00:45:57.000 --> 00:46:06.000]   And so Mark begins to explain why he guesses that it's John the Baptist.
[00:46:08.000 --> 00:46:14.000]   And so we go into a little history of how John the Baptist and Herod are related.
[00:46:14.000 --> 00:46:21.000]   You see here that Herod arrested John the Baptist. You hear about that in Mark chapter 1.
[00:46:21.000 --> 00:46:26.000]   And he was bound in prison because of Herodias, his wife.
[00:46:29.000 --> 00:46:40.000]   And the reason why Herodias wanted John the Baptist arrested was because John was basically rebuking and correcting King Herod, saying, "You should not have stolen your brother's wife. You should not be married to her."
[00:46:40.000 --> 00:46:47.000]   And so because of that, in verse 19, Herodias had a grudge against him.
[00:46:51.000 --> 00:46:54.000]   Sorry, I skipped a very important detail here.
[00:46:54.000 --> 00:47:03.000]   Now, Herod wasn't... he was afraid of John because he was a righteous and holy man, and yet he still kept him safe.
[00:47:03.000 --> 00:47:12.000]   Which is kind of unique, because why would you want to keep a man who was rebuking you and trying to correct you safe?
[00:47:12.000 --> 00:47:17.000]   For most of us, if we're trying to be corrected, most of us, we don't really respond that well.
[00:47:17.000 --> 00:47:22.000]   But for whatever reason, Herod was fond of John the Baptist, and so he kept him safe.
[00:47:22.000 --> 00:47:27.000]   And he was very perplexed, but yet he still enjoyed listening to him.
[00:47:27.000 --> 00:47:34.000]   So it's very weird. Again, perhaps Herod wasn't the brightest student in class.
[00:47:34.000 --> 00:47:37.000]   Maybe he didn't really understand what John the Baptist was saying. I don't know.
[00:47:37.000 --> 00:47:40.000]   But he enjoyed listening to him.
[00:47:40.000 --> 00:47:44.000]   But Herodias didn't like him.
[00:47:45.000 --> 00:47:47.000]   And so we see in verse 21...
[00:47:47.000 --> 00:47:54.000]   Next slide.
[00:47:54.000 --> 00:47:58.000]   There's a strategic date that came along.
[00:47:58.000 --> 00:48:00.000]   And it was Herod's birthday.
[00:48:00.000 --> 00:48:08.000]   And he was giving this banquet to everyone who was around him, his lords, his military commanders, and the leading men of Galilee.
[00:48:10.000 --> 00:48:17.000]   And there was this plan for the daughter of Herodias to come and dance in front of the crowd.
[00:48:17.000 --> 00:48:21.000]   And it pleased Herod. I mean, most of us kind of know the story already.
[00:48:21.000 --> 00:48:30.000]   And basically this plan was to really exploit Herod's weakness.
[00:48:30.000 --> 00:48:34.000]   And his weakness was his low morals.
[00:48:36.000 --> 00:48:39.000]   We can already see that as he married his brother's wife.
[00:48:39.000 --> 00:48:41.000]   And we see that even more.
[00:48:41.000 --> 00:48:48.000]   For after the performance, perhaps it was very sensual, perhaps,
[00:48:48.000 --> 00:48:54.000]   Herod was pleased. He may have been drunk because it was a banquet, it was a feast.
[00:48:54.000 --> 00:49:01.000]   And he swore to her, making a promise, "Whatever you ask for, I'll give up to you, even if I have to kingdom."
[00:49:03.000 --> 00:49:07.000]   And so Herodias' daughter goes out and talks to her mother, "What should I ask for?"
[00:49:07.000 --> 00:49:13.000]   And obviously Herodias was very intent, because this was a strategic date for her.
[00:49:13.000 --> 00:49:15.000]   She asked for the head of John the Baptist.
[00:49:15.000 --> 00:49:23.000]   And so after she makes the request for the head of John the Baptist, we see in verse 26,
[00:49:23.000 --> 00:49:26.000]   that the king was very sorry.
[00:49:26.000 --> 00:49:30.000]   Now, he wasn't sorry for John the Baptist.
[00:49:32.000 --> 00:49:33.000]   He wasn't sorry for him.
[00:49:33.000 --> 00:49:37.000]   He was sorry that he had to make this decision in front of everyone else,
[00:49:37.000 --> 00:49:41.000]   because there was a tremendous amount of pressure upon him, pure pressure if you would,
[00:49:41.000 --> 00:49:44.000]   to make due on his promise.
[00:49:44.000 --> 00:49:46.000]   He had to make this promise to come to life.
[00:49:46.000 --> 00:49:54.000]   And so even though before we saw King Herod protecting John the Baptist,
[00:49:54.000 --> 00:49:56.000]   he kept him safe,
[00:49:56.000 --> 00:50:00.000]   because of his mistake, because of his weakness,
[00:50:00.000 --> 00:50:02.000]   because of his weakness,
[00:50:02.000 --> 00:50:04.000]   he was sorry.
[00:50:04.000 --> 00:50:08.000]   Sorry to make the decision not for John the Baptist.
[00:50:08.000 --> 00:50:10.000]   And so he calls for the executioner,
[00:50:10.000 --> 00:50:15.000]   and the executioner comes and beheads John the Baptist.
[00:50:15.000 --> 00:50:21.000]   So low morals led to John the Baptist's beheading.
[00:50:21.000 --> 00:50:27.000]   And so that's where we are with that.
[00:50:29.000 --> 00:50:31.000]   So Herod sat in to John the Baptist,
[00:50:31.000 --> 00:50:40.000]   but an explanation of why King Herod thought that John the Baptist came from the grave,
[00:50:40.000 --> 00:50:43.000]   when he started hearing about Jesus' ministry.
[00:50:43.000 --> 00:50:55.000]   So with that being said, we conclude with this, again, just a quick review of the First Withdrawal.
[00:50:56.000 --> 00:50:58.000]   We had a great storm, a great calm, and a great fear.
[00:50:58.000 --> 00:51:00.000]   We had the three entreaties.
[00:51:00.000 --> 00:51:02.000]   We had the twelve years.
[00:51:02.000 --> 00:51:07.000]   Again, the three entreaties and the twelve years being combined as a divine love story.
[00:51:07.000 --> 00:51:09.000]   We had the hometown of the Pentecost.
[00:51:09.000 --> 00:51:11.000]   We had the First Commission of the Apostles.
[00:51:11.000 --> 00:51:14.000]   And then finally, the end of John the Baptist.
[00:51:14.000 --> 00:51:23.000]   Are there any questions, encouragements?
[00:51:24.000 --> 00:51:25.000]   Yes.
[00:51:25.000 --> 00:51:26.000]   Two quick questions.
[00:51:26.000 --> 00:51:31.000]   You said Herod married his brother's wife, niece.
[00:51:31.000 --> 00:51:33.000]   Where did you get the niece from?
[00:51:33.000 --> 00:51:41.000]   So the question was, how is Herodias his niece?
[00:51:41.000 --> 00:51:49.000]   I think, do you want me to draw up a document?
[00:51:49.000 --> 00:51:52.000]   Can I just show something here real quick?
[00:51:52.000 --> 00:51:54.000]   Alright.
[00:51:54.000 --> 00:51:56.000]   I'm going to find a genie all over the earth.
[00:51:56.000 --> 00:52:13.000]   Now I could be wrong.
[00:52:13.000 --> 00:52:16.000]   I hope I'm not.
[00:52:16.000 --> 00:52:18.000]   Alright.
[00:52:18.000 --> 00:52:26.000]   So this is like a genealogy of...
[00:52:26.000 --> 00:52:40.000]   So here we have Herod the Great, back when Jesus was born.
[00:52:40.000 --> 00:52:44.000]   And we see that he had many wives, apparently.
[00:52:44.000 --> 00:52:47.000]   And so Herod Antipas is right here.
[00:52:47.000 --> 00:52:51.000]   Considered a tetrarch of the region of Galilee.
[00:52:51.000 --> 00:52:58.000]   And we see that Herodias is related to him, not just by marriage, but by blood.
[00:52:58.000 --> 00:53:03.000]   She is the daughter of one of the sons.
[00:53:03.000 --> 00:53:05.000]   Or yeah, so I don't know.
[00:53:05.000 --> 00:53:07.000]   Niece, cousin.
[00:53:07.000 --> 00:53:10.000]   Somehow related by blood.
[00:53:10.000 --> 00:53:18.000]   So there's some family conflicts that are much involved with Herod.
[00:53:18.000 --> 00:53:22.000]   So yeah, that's how I got it.
[00:53:22.000 --> 00:53:25.000]   Just from historical studies and stuff like that.
[00:53:25.000 --> 00:53:32.000]   So yes, Herodias is somehow related to Herod Antipas, not just by marriage, but by blood.
[00:53:32.000 --> 00:53:36.000]   Any other questions?
[00:53:39.000 --> 00:53:41.000]   It's very complicated.
[00:53:41.000 --> 00:53:43.000]   Found a tree.
[00:53:43.000 --> 00:53:45.000]   Alright.
[00:53:45.000 --> 00:53:46.000]   No questions?
[00:53:46.000 --> 00:53:47.000]   Oh, yeah, you had a question.
[00:53:47.000 --> 00:53:48.000]   Yes, sorry.
[00:53:48.000 --> 00:53:51.000]   This is just more for Twitter.
[00:53:51.000 --> 00:53:55.000]   It said that Herodias' daughter danced with him.
[00:53:55.000 --> 00:53:58.000]   Is that to say that's not his parent's son?
[00:53:58.000 --> 00:54:02.000]   Is it correct that we assume that it's his fellow's son?
[00:54:02.000 --> 00:54:04.000]   Or daughter, excuse me?
[00:54:04.000 --> 00:54:06.000]   I think the daughter is Salome.
[00:54:06.000 --> 00:54:09.000]   Yeah, so all the way at the bottom here.
[00:54:09.000 --> 00:54:11.000]   I'm sorry, I'm coming your way.
[00:54:11.000 --> 00:54:15.000]   So perhaps...
[00:54:15.000 --> 00:54:26.000]   Yeah, I would say that Herodias' daughter from her previous marriage to Philip.
[00:54:26.000 --> 00:54:31.000]   And there's another name for Philip.
[00:54:31.000 --> 00:54:33.000]   I think his name was Aristopoulos.
[00:54:33.000 --> 00:54:35.000]   That we see over there.
[00:54:35.000 --> 00:54:37.000]   On this side here.
[00:54:37.000 --> 00:54:38.000]   Philip?
[00:54:38.000 --> 00:54:46.000]   Yes.
[00:54:46.000 --> 00:54:49.000]   Oh, this could actually be my marriage too.
[00:54:49.000 --> 00:54:52.000]   I told you, this family is messed up.
[00:54:52.000 --> 00:54:59.000]   Yeah, so there you go.
[00:54:59.000 --> 00:55:00.000]   The daughter is Salome.
[00:55:00.000 --> 00:55:02.000]   The daughter from her previous marriage.
[00:55:02.000 --> 00:55:04.000]   Not his.
[00:55:05.000 --> 00:55:06.000]   I won't be surprised.
[00:55:06.000 --> 00:55:08.000]   Anyways, so yeah.
[00:55:08.000 --> 00:55:09.000]   There you go.
[00:55:09.000 --> 00:55:10.000]   That's the quote.
[00:55:10.000 --> 00:55:15.000]   Fitness re-lesson right here, right?
[00:55:15.000 --> 00:55:17.000]   Any other questions?
[00:55:17.000 --> 00:55:19.000]   From the text or anything?
[00:55:19.000 --> 00:55:22.000]   Alright.
[00:55:22.000 --> 00:55:27.000]   So, like we always do at the conclude.
[00:55:27.000 --> 00:55:32.000]   Find someone next to you who was formerly a demoniac.
[00:55:32.000 --> 00:55:36.000]   And pray with them and give thanks to them that they were saved.
[00:55:36.000 --> 00:55:40.000]   And pray with them and then we'll conclude.

