
[00:00:00.000 --> 00:00:03.000]   [ Silence ]
[00:29:12.000 --> 00:29:21.000]   And as a result, will that mean that I'm willing to invest in this church community, rather than getting out, rather than simply checking out?
[00:29:21.000 --> 00:29:28.000]   Will you persist, even when it's difficult, to cultivate the types of relationships that are founded upon Christ,
[00:29:28.000 --> 00:29:35.000]   even with those individuals that you have absolutely nothing else in common with?
[00:29:35.000 --> 00:29:44.000]   All of us who regularly attend this church, member or non-member alike, anyone who considers Berea Community Church to be their church home,
[00:29:44.000 --> 00:29:52.000]   needs to be striving to keep Jesus as a central basis of this community.
[00:29:52.000 --> 00:29:58.000]   Our second point, the conduct of community.
[00:29:58.000 --> 00:30:05.000]   Just like we discussed before, community may be an objective reality that's been established by Christ in the Gospel.
[00:30:05.000 --> 00:30:11.000]   But you and I, we still have a duty, we still have a responsibility to maintain and preserve this community
[00:30:11.000 --> 00:30:15.000]   by the way that we treat one another here in the church.
[00:30:15.000 --> 00:30:21.000]   Because our experience of community is going to ebb and flow depending on the nature of our relationships.
[00:30:21.000 --> 00:30:23.000]   Think of it like a marriage.
[00:30:23.000 --> 00:30:29.000]   After the wedding day, a marital status of a couple remains fixed.
[00:30:29.000 --> 00:30:31.000]   You're married, no matter what.
[00:30:31.000 --> 00:30:39.000]   But the experience of marriage is going to be contingent upon how well the husband and wife are fulfilling their vows.
[00:30:39.000 --> 00:30:41.000]   Are you married? Yes.
[00:30:41.000 --> 00:30:44.000]   Is it a happy marriage? Well, that's another question.
[00:30:44.000 --> 00:30:46.000]   Are you a community? Yes.
[00:30:46.000 --> 00:30:49.000]   Because God's already created that point on the end.
[00:30:49.000 --> 00:30:55.000]   But are you a happy community? Are you a thriving community? Are you a flourishing community?
[00:30:55.000 --> 00:30:58.000]   Again, that's going to depend on our relationships.
[00:30:58.000 --> 00:31:05.000]   And so in this passage, what Paul does is he offers us some helpful counsel to give shape to our interactions with one another.
[00:31:05.000 --> 00:31:10.000]   So that we might more effectively maintain and preserve community here in this church.
[00:31:10.000 --> 00:31:13.000]   Looking again at the text in Ephesians 4, verse 1.
[00:31:13.000 --> 00:31:21.000]   "I therefore," 1 Corinthians 4, the Lord Paul says, "urge you to walk in a manner worthy of the call with which you have been called,
[00:31:21.000 --> 00:31:30.000]   with all humility and gentleness, with patience, bearing with one another in love, eager to maintain the unity of the Spirit and the bond of peace."
[00:31:30.000 --> 00:31:33.000]   Notice what he says in verse 1.
[00:31:33.000 --> 00:31:39.000]   "Now be you to walk in a manner worthy of our calling."
[00:31:39.000 --> 00:31:46.000]   I think one of the theme verses for the retreat was 14 to 127, which is to live worthy of the gospel.
[00:31:46.000 --> 00:31:49.000]   My question is, what does that even mean?
[00:31:49.000 --> 00:31:54.000]   Because at first glance, when I hear "live worthy of the calling," or "live worthy of the gospel,"
[00:31:54.000 --> 00:32:00.000]   the first thing that comes to mind is, I've got to measure up to the gospel.
[00:32:00.000 --> 00:32:05.000]   I've got to live in such a way as to make myself worthy of Jesus.
[00:32:05.000 --> 00:32:08.000]   But that is a crushing burden.
[00:32:08.000 --> 00:32:14.000]   Who in the world can live their life in such a manner as to make themselves worthy of the gospel?
[00:32:14.000 --> 00:32:17.000]   That's contrary to the gospel.
[00:32:17.000 --> 00:32:20.000]   The gospel is all about how we have not merited salvation.
[00:32:20.000 --> 00:32:22.000]   We haven't earned salvation.
[00:32:22.000 --> 00:32:27.000]   It's not about behaving in such a way as to achieve salvation.
[00:32:27.000 --> 00:32:31.000]   Salvation is a free gift offered to us by the grace of God.
[00:32:31.000 --> 00:32:39.000]   So what then does "calling" mean when he says that we are to live in a manner worthy of our calling?
[00:32:39.000 --> 00:32:45.000]   Well, the word that's translated "worthy" here literally means to balance something on a scale.
[00:32:45.000 --> 00:32:52.000]   It can also be translated as "appropriate," or "fitting," or "consistent."
[00:32:52.000 --> 00:32:56.000]   So essentially, what Paul is urging his readers to do here in Ephesians 4
[00:32:56.000 --> 00:33:05.000]   is to live in such a way that their lives are in accordance to, or consistent with, the gospel they've already received.
[00:33:05.000 --> 00:33:11.000]   And one of the primary ways that they could do that was to make sure that the gospel was being displayed
[00:33:11.000 --> 00:33:15.000]   in the way that they treated one another in the church.
[00:33:15.000 --> 00:33:19.000]   And according to this passage, that meant relating to their brothers and sisters in Christ
[00:33:19.000 --> 00:33:29.000]   with all humility and gentleness, with patience, bearing with one another in love.
[00:33:29.000 --> 00:33:34.000]   Suffice it to say, the way that brothers and sisters in Christ and the church treat one another
[00:33:34.000 --> 00:33:40.000]   needs to reflect the ways that God has treated us in the gospel.
[00:33:40.000 --> 00:33:48.000]   So that just as Jesus was humble toward us, we are to be humble toward one another.
[00:33:48.000 --> 00:33:56.000]   And that just as Jesus forgave us, we are to be a forgiving spirit toward one another.
[00:33:56.000 --> 00:34:03.000]   And just as Jesus was gentle and meek toward us, we are to be gentle and meek with one another.
[00:34:03.000 --> 00:34:10.000]   Again, that's what it means to live "worthy," or in accordance to, the calling that we've received.
[00:34:10.000 --> 00:34:14.000]   And I really like the way that Paul puts it at the end of verse 2.
[00:34:14.000 --> 00:34:18.000]   Notice that he doesn't say it out here, "to bear with one another in accordance."
[00:34:18.000 --> 00:34:20.000]   He does say that elsewhere in Scripture.
[00:34:20.000 --> 00:34:25.000]   But here he just says what? "Bear with one another." Period.
[00:34:25.000 --> 00:34:29.000]   It means sometimes you just have to put out good people in the church.
[00:34:29.000 --> 00:34:33.000]   That's the command of Scripture.
[00:34:33.000 --> 00:34:39.000]   Wouldn't church be so much easier if all we had to do was show up, sing a few praise songs,
[00:34:39.000 --> 00:34:45.000]   listen to some preaching, maybe eat some good food, some good snacks, and then be our own?
[00:34:45.000 --> 00:34:49.000]   Wouldn't it be so nice if we didn't have to deal with each other?
[00:34:49.000 --> 00:34:52.000]   All the drama that comes from relationships.
[00:34:52.000 --> 00:34:57.000]   If we didn't have to put up with those who annoy us or irritate us or frustrate us.
[00:34:57.000 --> 00:35:02.000]   Church would be so much easier if we didn't have to deal with people.
[00:35:02.000 --> 00:35:07.000]   And I think that might be the reason why some of you consider your friends outside the church
[00:35:07.000 --> 00:35:10.000]   to be closer to you than those inside the church.
[00:35:10.000 --> 00:35:12.000]   I hear that all the time sometimes.
[00:35:12.000 --> 00:35:17.000]   "I have this friend outside the church who's not even a Christian.
[00:35:17.000 --> 00:35:21.000]   I think he understands me better than the brothers and sisters of this church."
[00:35:21.000 --> 00:35:29.000]   And I get it. And the reason why I get it is because you get to choose who your friends are outside the church.
[00:35:29.000 --> 00:35:30.000]   So it makes sense.
[00:35:30.000 --> 00:35:34.000]   You don't get to choose who your brothers and sisters are in Christ.
[00:35:34.000 --> 00:35:37.000]   You just show up.
[00:35:37.000 --> 00:35:43.000]   I mean, I guess you could insert yourself as part of a walk-in team to satisfy the whole process of integrating newcomers
[00:35:43.000 --> 00:35:45.000]   if you don't like being a person.
[00:35:45.000 --> 00:35:53.000]   But generally speaking, we don't get to choose who the church members that we share a relationship with here at Marine.
[00:35:53.000 --> 00:35:56.000]   We don't get to choose those people.
[00:35:56.000 --> 00:35:57.000]   But bear with one another.
[00:35:57.000 --> 00:36:02.000]   It is fundamental to building a church that's based on love and accountability.
[00:36:02.000 --> 00:36:10.000]   If you're only willing to spend time with a specially curated list of people,
[00:36:10.000 --> 00:36:17.000]   a select few that you've personally handpicked because you feel naturally compatible with them,
[00:36:17.000 --> 00:36:23.000]   then chances are you are not obeying the one-another commands that we find peppered throughout God's work.
[00:36:23.000 --> 00:36:31.000]   Commands like "serve one another," "be at peace with one another," "do not growl against one another,"
[00:36:31.000 --> 00:36:32.000]   "forget one another."
[00:36:32.000 --> 00:36:39.000]   You can't do those things when all you're doing is picking and choosing who you want to be in a relationship with.
[00:36:39.000 --> 00:36:47.000]   Walk me a man worthy of the calling that you have received mandates that we are actively involved in the community of the local church.
[00:36:47.000 --> 00:36:54.000]   But the fact of the matter is, life in community is going to be messy because people are messy.
[00:36:54.000 --> 00:36:58.000]   And if you haven't experienced any kind of conflict in the church recently,
[00:36:58.000 --> 00:37:02.000]   if you're like, "Oh, you're not talking about me because I'm at peace with everyone,"
[00:37:02.000 --> 00:37:11.000]   I'm willing to bet the reason why you're not in conflict with people is because your relationships with people here at this church don't go very far.
[00:37:11.000 --> 00:37:18.000]   Maybe the reason why you don't experience drama with people is because your relationships with people at this church are superficial.
[00:37:18.000 --> 00:37:20.000]   They're only skin deep.
[00:37:20.000 --> 00:37:27.000]   Because the fact of the matter is, you and I are broken, sinful people on our way toward Christ's likeness.
[00:37:27.000 --> 00:37:33.000]   And inevitably, when you put hundreds of those types of people together in the context of the same community,
[00:37:33.000 --> 00:37:35.000]   there's going to be friction.
[00:37:35.000 --> 00:37:37.000]   There's going to be clashing.
[00:37:37.000 --> 00:37:40.000]   There's going to be head-butting.
[00:37:40.000 --> 00:37:45.000]   That's even true after that one, back at home, after all.
[00:37:45.000 --> 00:37:47.000]   He and I, we've known each other since college.
[00:37:47.000 --> 00:37:50.000]   We've maintained a friendship throughout many, many years.
[00:37:50.000 --> 00:37:51.000]   I love that.
[00:37:51.000 --> 00:37:57.000]   There have been times where he and I, we've had to actually sit down and patch our differences.
[00:37:57.000 --> 00:38:01.000]   There have been times where we've had to speak the truth to one another in love.
[00:38:01.000 --> 00:38:11.000]   There have been times where we've had to forgive each other out of grace and out of love and out of compassion because the gospel demands that we do so.
[00:38:11.000 --> 00:38:22.000]   And that's the reason why my friendship with that brother of mine has become strengthened to the point where we're able to work together in a way that's true.
[00:38:22.000 --> 00:38:27.000]   Living in community inevitably produces its fair share of challenges.
[00:38:27.000 --> 00:38:34.000]   Because churches are just the kind of place where all sorts of different people come.
[00:38:34.000 --> 00:38:45.000]   Awkward people, weird people, strange people, difficult people, racist people, in short, people just like you and me.
[00:38:45.000 --> 00:38:51.000]   Just like with our early siblings, we don't get to choose who our brothers and sisters are.
[00:38:51.000 --> 00:38:58.000]   So rather than grumbling and rather than complaining and rather than wishing that there was somebody else that God would bring into our family,
[00:38:58.000 --> 00:39:04.000]   let's learn to treat one another in the same manner that God's treated us. That kind of conduct.
[00:39:04.000 --> 00:39:08.000]   Is there anyone here in the church that you need to forgive?
[00:39:08.000 --> 00:39:16.000]   The church is at a size now where you can safely avoid certain people for an entire year.
[00:39:16.000 --> 00:39:20.000]   But is there anyone here in the church that you need to forgive?
[00:39:20.000 --> 00:39:30.000]   Does the conduct of the gospel, living in a manner worthy of the gospel demand that you humble yourself before someone and ask them for forgiveness?
[00:39:30.000 --> 00:39:33.000]   Maybe you know that it offended a certain person.
[00:39:33.000 --> 00:39:43.000]   And maybe it comes to the realization that you need to ask for forgiveness, but it just feels awkward because so much time has passed and you guys are no longer on speaking terms.
[00:39:43.000 --> 00:39:48.000]   Are you eager to maintain the unity of the spirit and the bond of peace?
[00:39:48.000 --> 00:39:55.000]   Or are you actually hindering unity in the spirit because of the bitterness that you hold in your heart?
[00:39:55.000 --> 00:39:59.000]   Because of the resentment that you feel toward other people?
[00:39:59.000 --> 00:40:01.000]   Remember the gospel.
[00:40:01.000 --> 00:40:07.000]   Because it's in the gospel that God has shown us what it looks like to love and to be loved.
[00:40:07.000 --> 00:40:11.000]   So then let us walk in a manner worthy of the calling to which we've been called.
[00:40:11.000 --> 00:40:18.000]   Specifically, by conducting ourselves in a way that is consistent with and in accordance to the gospel.
[00:40:18.000 --> 00:40:23.000]   Our third and final point for this morning, the God of community.
[00:40:23.000 --> 00:40:33.000]   Returning back to our passage, this time in verse 4, Paul says there is one God and one spirit.
[00:40:33.000 --> 00:40:36.000]   Just as you were called to the one hope that belongs to your calling.
[00:40:36.000 --> 00:40:44.000]   One Lord, one faith, one baptism, one God, Father of all, who is over all and through all and in all.
[00:40:44.000 --> 00:40:50.000]   As I was reading through those verses, hopefully you guys began to notice the repetition of the word "one."
[00:40:50.000 --> 00:40:57.000]   In the short span of just three verses, that word "one" appears seven times.
[00:40:57.000 --> 00:40:58.000]   Very deliberate right there.
[00:40:58.000 --> 00:41:06.000]   One body, one spirit, one hope, one Lord, one faith, one baptism, one God, Father of all.
[00:41:06.000 --> 00:41:14.000]   Most commentators believe that Paul is actually quoting from an ancient creed that the early church adopted as one of their confessions.
[00:41:14.000 --> 00:41:19.000]   That some scholars even refer to the ancient score as the "Oneness Creed."
[00:41:19.000 --> 00:41:22.000]   And the purpose of this creed was very, very simple.
[00:41:22.000 --> 00:41:30.000]   It was to provide the church a summary list of truths that united people together.
[00:41:30.000 --> 00:41:36.000]   When the people in Ephesus showed up to church on Sunday morning, and they looked at their neighbors and realized,
[00:41:36.000 --> 00:41:38.000]   "I don't have anything in common with these people."
[00:41:38.000 --> 00:41:41.000]   They were to recite the Oneness Creed to themselves.
[00:41:41.000 --> 00:41:46.000]   Because those truths were things that united this church together.
[00:41:46.000 --> 00:41:51.000]   And so Paul is not describing a bunch of people who couldn't be any more different from each other,
[00:41:51.000 --> 00:41:54.000]   sticking them in a room and telling them to play nice and get along.
[00:41:54.000 --> 00:42:02.000]   No, he's providing for them theological, doctrinal truths, whereby they could rally around those truths,
[00:42:02.000 --> 00:42:06.000]   in order to unite together in context and scene and community.
[00:42:06.000 --> 00:42:12.000]   In other words, their unity was to be built on what they believed about God.
[00:42:12.000 --> 00:42:15.000]   And if you guys read through verses 4 through 6 carefully,
[00:42:15.000 --> 00:42:19.000]   the other thing that you're going to notice, and this is crazy, okay,
[00:42:19.000 --> 00:42:22.000]   is that there is a distinctly triune shape.
[00:42:22.000 --> 00:42:27.000]   There is a distinctly triune shape to everything that Paul says.
[00:42:27.000 --> 00:42:30.000]   One Spirit is the firstborn.
[00:42:30.000 --> 00:42:34.000]   One Lord, referring to Jesus, is the firstborn.
[00:42:34.000 --> 00:42:39.000]   One God, a Father, is the first and the simplest.
[00:42:39.000 --> 00:42:43.000]   Paul's role in this letter is to get people in the church together.
[00:42:43.000 --> 00:42:50.000]   To be united. To live in such a way that they're living worthy of the gospel, worthy of the covenant.
[00:42:50.000 --> 00:43:01.000]   And so he says that the template for Christian unity is to be found in the character and nature of the triune God.
[00:43:01.000 --> 00:43:06.000]   In other words, God not only creates the unity that binds us together,
[00:43:06.000 --> 00:43:13.000]   but God is also the highest example of what true relational unity is supposed to look like.
[00:43:13.000 --> 00:43:18.000]   God is the best example of what true unity is supposed to look like.
[00:43:18.000 --> 00:43:26.000]   Here's one of those silly but I think actually quite profound questions that maybe a kid in Sunday school might ask.
[00:43:26.000 --> 00:43:29.000]   Before God created man and God,
[00:43:29.000 --> 00:43:31.000]   before God created the heavens and the earth,
[00:43:31.000 --> 00:43:33.000]   before God made Adam and Eve,
[00:43:33.000 --> 00:43:36.000]   was he lonely?
[00:43:36.000 --> 00:43:40.000]   Was God just sitting up in space even though there wasn't space?
[00:43:40.000 --> 00:43:45.000]   Was God just sitting wherever he was, kind of bored and quivering his thighs?
[00:43:45.000 --> 00:43:48.000]   You know what? I should have made something.
[00:43:48.000 --> 00:43:50.000]   I should have made something. I'm not bored.
[00:43:50.000 --> 00:43:52.000]   Was he lonely?
[00:43:52.000 --> 00:43:55.000]   And the answer, of course, is no.
[00:43:55.000 --> 00:43:59.000]   From eternity past, the three persons of the gospel,
[00:43:59.000 --> 00:44:02.000]   God the Father, God the Son, and God the Holy Spirit,
[00:44:02.000 --> 00:44:07.000]   they have forever existed in perfect community.
[00:44:07.000 --> 00:44:16.000]   And so the Trinity, the Trinity serves as an ultimate model for what community living inside a church is supposed to look like.
[00:44:16.000 --> 00:44:20.000]   Take a look at John 7. It's up on the screen.
[00:44:20.000 --> 00:44:26.000]   This is Christ's high Christian prayer, which he offers up shortly before he's crucified.
[00:44:26.000 --> 00:44:30.000]   And we start to get a glimpse, because he peels back the curtain, as it were,
[00:44:30.000 --> 00:44:36.000]   to show the kind of relationships that he shared with God the Father and God the Son.
[00:44:36.000 --> 00:44:40.000]   And he says this in John 17, beginning from verse 20.
[00:44:40.000 --> 00:44:45.000]   "I do not ask for these only," referring to the 12 disciples,
[00:44:45.000 --> 00:44:51.000]   "but also for those who will believe in me through their word," referring to you and to me, verse 21,
[00:44:51.000 --> 00:44:56.000]   "that they may all be one."
[00:44:56.000 --> 00:45:02.000]   Just as you, Father, are me and I am you, that they also may be in us,
[00:45:02.000 --> 00:45:06.000]   so that the world may believe that you have said it.
[00:45:06.000 --> 00:45:10.000]   The glory that you have given me I give to them,
[00:45:10.000 --> 00:45:16.000]   that they may be one, even as we are one.
[00:45:16.000 --> 00:45:24.000]   I in them, and you in me, that they may become perfectly one.
[00:45:24.000 --> 00:45:31.000]   The tri-unity of the Trinity remains the best and most clearest example
[00:45:31.000 --> 00:45:35.000]   of what community is supposed to look like for Christians today.
[00:45:35.000 --> 00:45:42.000]   The oneness that we are striving after is to be patterned after our Triune God.
[00:45:42.000 --> 00:45:45.000]   You think about it, in the work of redemption,
[00:45:45.000 --> 00:45:48.000]   when God carries out the work of salvation in our lives,
[00:45:48.000 --> 00:45:52.000]   the three persons of the Godhead, Father, Son, and Holy Spirit,
[00:45:52.000 --> 00:45:55.000]   they don't have their own separate individual agendas.
[00:45:55.000 --> 00:45:57.000]   No, they work together.
[00:45:57.000 --> 00:46:01.000]   They work in complementary fashion, harmoniously,
[00:46:01.000 --> 00:46:03.000]   with a common goal and purpose.
[00:46:03.000 --> 00:46:06.000]   And each member of the Trinity, each person of the Trinity,
[00:46:06.000 --> 00:46:10.000]   is eager to play his respective part.
[00:46:10.000 --> 00:46:13.000]   The Father decrees salvation.
[00:46:13.000 --> 00:46:15.000]   He draws up the blueprint.
[00:46:15.000 --> 00:46:17.000]   He sets things in motion.
[00:46:17.000 --> 00:46:21.000]   God the Son, He accomplishes salvation for us
[00:46:21.000 --> 00:46:24.000]   by dying on the cross as a sacrifice to our sins.
[00:46:24.000 --> 00:46:26.000]   And then God the Holy Spirit, what does He do?
[00:46:26.000 --> 00:46:30.000]   He applies salvation to us by taking the benefits and the rewards
[00:46:30.000 --> 00:46:32.000]   that have been won through Christ's meanings
[00:46:32.000 --> 00:46:36.000]   and applying them to undeserved sinners, such as our son.
[00:46:36.000 --> 00:46:39.000]   The son doesn't give away to the father, saying,
[00:46:39.000 --> 00:46:41.000]   "I want to draw up the blueprint."
[00:46:41.000 --> 00:46:43.000]   And the spirit doesn't shove us over, saying,
[00:46:43.000 --> 00:46:46.000]   "No, I don't want people to die for sinners on the cross."
[00:46:46.000 --> 00:46:48.000]   No, they work together.
[00:46:48.000 --> 00:46:51.000]   They work harmoniously.
[00:46:51.000 --> 00:46:55.000]   The trinity nature of God's being and doing should deepen
[00:46:55.000 --> 00:46:58.000]   our understanding of community together.
[00:46:58.000 --> 00:47:01.000]   That just as God the Father, God the Son, and God the Holy Spirit
[00:47:01.000 --> 00:47:06.000]   work together to decree, accomplish, and apply salvation for our sins,
[00:47:06.000 --> 00:47:12.000]   in the same way, we need to learn to work together in life fashion.
[00:47:12.000 --> 00:47:17.000]   The Holy Trinity is Father, Son, and Holy Spirit.
[00:47:17.000 --> 00:47:23.000]   The unholy trinity is me, myself, and I.
[00:47:23.000 --> 00:47:28.000]   When we approach church with a self-centered, selfish,
[00:47:28.000 --> 00:47:31.000]   all-accord mentality--that is, when we pick and choose
[00:47:31.000 --> 00:47:34.000]   the parts of community life that we want to be involved with--
[00:47:34.000 --> 00:47:41.000]   it ultimately undermines the unity that God has established in this church.
[00:47:41.000 --> 00:47:44.000]   Oh, my friends, the people I love, they're going through this event today.
[00:47:44.000 --> 00:47:46.000]   So I'm definitely going to show up to that.
[00:47:46.000 --> 00:47:50.000]   But man, I saw the guest list on Facebook, and who's coming to that other church?
[00:47:50.000 --> 00:47:53.000]   I'm a 7-foot debris in that.
[00:47:53.000 --> 00:47:57.000]   All the trees outside, it's going to be a lot of fun, so I'm going to show up to that.
[00:47:57.000 --> 00:48:00.000]   But you know what? Maybe Bible study is kind of drag, and I'm tired,
[00:48:00.000 --> 00:48:03.000]   so I'm just going to skip out on that.
[00:48:03.000 --> 00:48:05.000]   That's an all-accord mentality.
[00:48:05.000 --> 00:48:08.000]   If there's a mandate, I'm just going to pick and choose what I want.
[00:48:08.000 --> 00:48:13.000]   As a kid, I remember--because I went through my teenage years just like you guys did,
[00:48:13.000 --> 00:48:18.000]   and I went through that emo experience where I just wanted to be alone all the time.
[00:48:18.000 --> 00:48:22.000]   Sometimes I would ask my mom and dad, "I don't want to eat at the dinner table.
[00:48:22.000 --> 00:48:25.000]   Can I take my meal and eat it inside of the room?"
[00:48:25.000 --> 00:48:27.000]   My parents would always say, "No."
[00:48:27.000 --> 00:48:29.000]   And the reason why--I'm going to ask them, "Why?
[00:48:29.000 --> 00:48:31.000]   Why won't you just let me eat in my room?"
[00:48:31.000 --> 00:48:32.000]   It's the difference.
[00:48:32.000 --> 00:48:39.000]   They would say, "Because eating together is a part of what it means to be part of the same family."
[00:48:39.000 --> 00:48:43.000]   Eating together is what it means to be part of the same family.
[00:48:43.000 --> 00:48:49.000]   And in the same way, I think community--it's difficult to practice a naturality in real life
[00:48:49.000 --> 00:48:53.000]   when everyone is just kind of picking and choosing their own thing.
[00:48:53.000 --> 00:48:55.000]   So rather than just doing your own thing,
[00:48:55.000 --> 00:48:59.000]   rather than just selecting the parts of community life that you want to participate in,
[00:48:59.000 --> 00:49:02.000]   any time the church is gathered together,
[00:49:02.000 --> 00:49:06.000]   any time the pastor or the leaders ask the church to come together,
[00:49:06.000 --> 00:49:08.000]   think of it as a family meal.
[00:49:08.000 --> 00:49:09.000]   I want to show up.
[00:49:09.000 --> 00:49:11.000]   I want to be involved.
[00:49:11.000 --> 00:49:15.000]   That's what it means to practice community with one another.
[00:49:15.000 --> 00:49:21.000]   And I don't think us, the triune God, come together to achieve this one singular purpose of saving us,
[00:49:21.000 --> 00:49:26.000]   but after He redeems us, He places us into one body of God.
[00:49:26.000 --> 00:49:28.000]   How many bodies?
[00:49:28.000 --> 00:49:30.000]   One!
[00:49:30.000 --> 00:49:35.000]   I think perhaps one of the most misunderstood and controversial aspects of community life in a church
[00:49:35.000 --> 00:49:37.000]   is the presence of cliques.
[00:49:37.000 --> 00:49:39.000]   Some people hate cliques.
[00:49:39.000 --> 00:49:41.000]   They think cliques are like a work of state.
[00:49:41.000 --> 00:49:46.000]   Speaking for myself, I think cliques are small.
[00:49:46.000 --> 00:49:51.000]   If what we mean by a clique is just a smaller group of people that we feel closer to,
[00:49:51.000 --> 00:49:56.000]   because the fact of the matter is, we don't have the relational bandwidth to be close to everyone equally.
[00:49:56.000 --> 00:49:59.000]   No human being can do that.
[00:49:59.000 --> 00:50:03.000]   Even Pastor Peter, I see him greet certain people, and it definitely seems like he knows them well.
[00:50:03.000 --> 00:50:07.000]   And other people, it's like, you know, he says hello, and I'm like, "This is Pastor Peter."
[00:50:07.000 --> 00:50:09.000]   You know, he's a Pastor Peter.
[00:50:09.000 --> 00:50:13.000]   Even Pastor Peter is up here every Sunday, and he sees all your faces,
[00:50:13.000 --> 00:50:16.000]   but he can't possibly be close to everyone.
[00:50:16.000 --> 00:50:20.000]   And if you're bitter, it's because, well, you're not bitter because, you know, so and so.
[00:50:20.000 --> 00:50:22.000]   They're really close to Pastor Peter.
[00:50:22.000 --> 00:50:24.000]   They're really close to his family.
[00:50:24.000 --> 00:50:26.000]   I wish I had that kind of closeness.
[00:50:26.000 --> 00:50:28.000]   I mean, guys, there's a lot of other people in the church.
[00:50:28.000 --> 00:50:30.000]   We can't be close to everyone.
[00:50:30.000 --> 00:50:34.000]   But Jesus, from among the crowds, he chose twelve.
[00:50:34.000 --> 00:50:36.000]   And from the twelve, he chose three.
[00:50:36.000 --> 00:50:38.000]   Peter, James, and John.
[00:50:38.000 --> 00:50:40.000]   Cliques are polite.
[00:50:40.000 --> 00:50:45.000]   Again, all are talking about a small group of people that we feel more closely connected to.
[00:50:45.000 --> 00:50:52.000]   The problem is, the problem is when cliques become an excuse for us not to associate with
[00:50:52.000 --> 00:50:56.000]   or not to interact with certain people in the church.
[00:50:56.000 --> 00:51:02.000]   And we might be one body of God people, but in reality and function,
[00:51:02.000 --> 00:51:08.000]   we're actually two bodies or three bodies or four bodies or five bodies.
[00:51:08.000 --> 00:51:15.000]   And with a church at this scale and this size, maybe dozens and dozens of individual bodies.
[00:51:15.000 --> 00:51:21.000]   See, there's a really thin line between being tight and close-knit as a group,
[00:51:21.000 --> 00:51:27.000]   which I think is fine, and being insular and exclusive, which obviously is destructive.
[00:51:27.000 --> 00:51:31.000]   And you're going to have to be careful about exercising wisdom in this sermon
[00:51:31.000 --> 00:51:35.000]   to make sure that you remain on the right side of that line.
[00:51:35.000 --> 00:51:39.000]   Otherwise, you end up creating a church within the church.
[00:51:39.000 --> 00:51:44.000]   So again, ask yourselves, is the group that I belong to, whatever group that might be,
[00:51:44.000 --> 00:51:51.000]   is the group that I belong to a springboard that serves others in this community?
[00:51:51.000 --> 00:51:57.000]   Or is the group that I belong to actually proving to be a hindrance to true union
[00:51:57.000 --> 00:52:01.000]   because we're causing others to be left out?
[00:52:01.000 --> 00:52:07.000]   I've approached people at our church back home, and I've asked them out of service,
[00:52:07.000 --> 00:52:13.000]   "Hey, would it be okay if you invited that person out to lunch with you guys?"
[00:52:13.000 --> 00:52:18.000]   And one time I had a person respond to me, half-jokingly, but there was some truth to it.
[00:52:18.000 --> 00:52:23.000]   He said, "Pastor Eric, please don't make us invite that person."
[00:52:23.000 --> 00:52:25.000]   I'm like, "Why?"
[00:52:25.000 --> 00:52:31.000]   "Because I've worked really hard to create relational chemistry here in this group,
[00:52:31.000 --> 00:52:36.000]   and I don't want to disrupt that in any way by adding someone new to the mix."
[00:52:36.000 --> 00:52:41.000]   And they were verbalizing something that I think many of us say internally.
[00:52:41.000 --> 00:52:44.000]   We have our group of friends, the people we feel comfortable with,
[00:52:44.000 --> 00:52:47.000]   the people we have to work hard to talk to.
[00:52:47.000 --> 00:52:50.000]   And a lot of times we don't want to disrupt that.
[00:52:50.000 --> 00:52:56.000]   And so for fear of disrupting that, we don't want to do it beyond our group to include others.
[00:52:56.000 --> 00:53:00.000]   And again, that's when things become destructive.
[00:53:00.000 --> 00:53:08.000]   In all our community healings, we have to strive to resemble the oneness that we share in Jesus Christ.
[00:53:08.000 --> 00:53:13.000]   So as we close, I'm just going to review our three points one final time.
[00:53:13.000 --> 00:53:16.000]   The basis of community is what? It's Jesus.
[00:53:16.000 --> 00:53:20.000]   As a church, we can search and search and search for things that bring us together,
[00:53:20.000 --> 00:53:25.000]   but the only sufficient basis for a point on the end is Christ Himself.
[00:53:25.000 --> 00:53:30.000]   The conduct of community, number two, is to be gospel-sharing.
[00:53:30.000 --> 00:53:35.000]   So even when we're forced to deal with people in the church who are difficult or hurtful or annoying,
[00:53:35.000 --> 00:53:41.000]   we're not to retaliate in our flesh, but instead we are to remember how God is acting toward us in the gospel.
[00:53:41.000 --> 00:53:46.000]   We are to have that shaped the way that we relate to the people here in the church.
[00:53:46.000 --> 00:53:50.000]   Thirdly and finally, the God of our community is trinity.
[00:53:50.000 --> 00:53:56.000]   That just as Father, Son, and Holy Spirit have worked together to achieve the mutual purpose and goal of saving us,
[00:53:56.000 --> 00:54:00.000]   we as a church by us should also strive to be united in what we do,
[00:54:00.000 --> 00:54:04.000]   so that our oneness might be fully displayed to the glory of God.
[00:54:04.000 --> 00:54:07.000]   And it's my hope and my prayer, and I'm sure the hope and prayer of the leaders here,
[00:54:07.000 --> 00:54:11.000]   that as you guys depart from a tree later today and in the coming weeks,
[00:54:11.000 --> 00:54:17.000]   that you would find many, many opportunities not to create koinonia,
[00:54:17.000 --> 00:54:23.000]   but to maintain and preserve koinonia that you have been blessed with as a reward of the gospel,
[00:54:23.000 --> 00:54:27.000]   a reward that Jesus has won on your behalf.
