
[00:00:00.000 --> 00:00:08.640]   [ Applause ]
[00:28:27.320 --> 00:28:32.320]   and spread the love I receive from God.
[00:28:32.320 --> 00:28:39.320]   Although sometimes I feel the hate and distrust inside myself still,
[00:28:39.320 --> 00:28:47.320]   but I can pray to God and appeal to him, for I trust that he is the one who is in power.
[00:28:47.320 --> 00:28:57.320]   [applause]
[00:28:57.320 --> 00:29:03.320]   [applause]
[00:29:03.320 --> 00:29:06.320]   Alright, Chi-Jo.
[00:29:06.320 --> 00:29:08.320]   Go ahead and take a seat.
[00:29:08.320 --> 00:29:11.320]   Take my left hand.
[00:29:11.320 --> 00:29:15.320]   Chi-Jo, do you understand that when you go into the water, you're uniting with Christ in his death,
[00:29:15.320 --> 00:29:19.320]   and when you come out of the water, you're uniting with him in his resurrection,
[00:29:19.320 --> 00:29:22.320]   so that you too may live a new life?
[00:29:22.320 --> 00:29:32.320]   I baptize you in the name of the Father, and of the Son, and of the Holy Spirit.
[00:29:32.320 --> 00:29:59.320]   [applause]
[00:29:59.320 --> 00:30:06.320]   Hi, my name is Kaitlyn, if you guys don't know me, and this is my testimony.
[00:30:06.320 --> 00:30:12.320]   Being born into a Christian family, I've always had the privilege of going to church every week,
[00:30:12.320 --> 00:30:16.320]   but honestly, I never really saw it as a privilege.
[00:30:16.320 --> 00:30:20.320]   I always identified as a Christian, but I didn't really know what that meant
[00:30:20.320 --> 00:30:25.320]   other than going to church on a daily basis and believing that God was real.
[00:30:25.320 --> 00:30:29.320]   Throughout elementary school, I had seen church as more of a chore,
[00:30:29.320 --> 00:30:32.320]   and sometimes just a fun place to be at.
[00:30:32.320 --> 00:30:36.320]   I struggled in a big church because I couldn't recognize people,
[00:30:36.320 --> 00:30:40.320]   and I was always disinterested in the actual lessons that were being taught.
[00:30:40.320 --> 00:30:46.320]   After we moved and came to Berean, it was a shock to me how small the youth department was.
[00:30:46.320 --> 00:30:51.320]   At the time, the lessons seemed so much more personal, as there was only a few kids,
[00:30:51.320 --> 00:30:55.320]   and I enjoyed going to church and took in whatever was being taught.
[00:30:55.320 --> 00:30:58.320]   However, this feeling was short-lived as middle school came around,
[00:30:58.320 --> 00:31:01.320]   and I began seeing church as a chore once more.
[00:31:01.320 --> 00:31:04.320]   Although I didn't mind going as much, I also didn't care about missing
[00:31:04.320 --> 00:31:07.320]   and sometimes even tried to skip Friday nights or Sundays.
[00:31:07.320 --> 00:31:11.320]   Going into senior year, I became pretty distant from my school friends,
[00:31:11.320 --> 00:31:19.320]   and I tried to rely only on myself when I ran into any problems.
[00:31:19.320 --> 00:31:24.320]   Although I had asked some church friends to pray for me whenever I ran into difficulty,
[00:31:24.320 --> 00:31:30.320]   I never really prayed to God or asked him to help me in any of my problems.
[00:31:30.320 --> 00:31:34.320]   I tried not to act like it and refused to believe it,
[00:31:34.320 --> 00:31:37.320]   but I had become very self-reliant and prideful.
[00:31:37.320 --> 00:31:44.320]   I wanted to help out as much as possible--oh, sorry.
[00:31:44.320 --> 00:31:47.320]   Later on, my parents had decided to open a ramen shop,
[00:31:47.320 --> 00:31:51.320]   and I was really excited for them and also for myself.
[00:31:51.320 --> 00:31:56.320]   I wanted to help out as much as possible, and seeing the amount of work they had put in,
[00:31:56.320 --> 00:31:59.320]   I also wanted to work hard.
[00:31:59.320 --> 00:32:02.320]   But I ran into a lot of problems and eventually found myself
[00:32:02.320 --> 00:32:10.320]   complaining about the other workers and--sorry--
[00:32:10.320 --> 00:32:17.320]   and how my parents had handled things.
[00:32:17.320 --> 00:32:22.320]   My pride had gotten the better of me as I tried to make things my own
[00:32:22.320 --> 00:32:31.320]   and made a lot of selfish choices.
[00:32:31.320 --> 00:32:35.320]   One night after work--for those of you that don't know,
[00:32:35.320 --> 00:32:41.320]   I really like talking to my parents about everything that happens during the day.
[00:32:41.320 --> 00:32:48.320]   But that night I had just been complaining pretty much about one of the workers
[00:32:48.320 --> 00:32:54.320]   and kind of slandering her and just talking bad about her.
[00:32:54.320 --> 00:32:59.320]   My mom had pointed out that I had absolutely no reason to dislike her.
[00:32:59.320 --> 00:33:01.320]   She hadn't really done anything to me.
[00:33:01.320 --> 00:33:05.320]   It was just certain things like how she was working
[00:33:05.320 --> 00:33:09.320]   or her relationship with the other workers.
[00:33:09.320 --> 00:33:15.320]   She questioned me why I was so focused on making only her look bad,
[00:33:15.320 --> 00:33:21.320]   and that made me feel really uncomfortable, being told so directly about my flaws.
[00:33:21.320 --> 00:33:27.320]   It had consumed my mind.
[00:33:27.320 --> 00:33:31.320]   I realized why I had been so quick to bash on her
[00:33:31.320 --> 00:33:34.320]   and why I was so focused on her bad side.
[00:33:34.320 --> 00:33:37.320]   It made me really frustrated.
[00:33:37.320 --> 00:33:40.320]   On my way home from school the next day,
[00:33:40.320 --> 00:33:46.320]   I still had been thinking about these thoughts all day long.
[00:33:46.320 --> 00:33:55.320]   On the car ride home, I finally thought just how sinful my heart really was
[00:33:55.320 --> 00:34:01.320]   and how much anger and just sin was in it.
[00:34:01.320 --> 00:34:06.320]   It was such a simple statement that my heart was full of sin,
[00:34:06.320 --> 00:34:11.320]   and yet my pride was hit really badly.
[00:34:11.320 --> 00:34:14.320]   I began to feel so much shame and guilt.
[00:34:14.320 --> 00:34:19.320]   But at that moment, I praised God for just being so gracious to me.
[00:34:19.320 --> 00:34:24.320]   I see I used that moment to really break me down.
[00:34:24.320 --> 00:34:30.320]   I finally turned to him for help and really came before him,
[00:34:30.320 --> 00:34:37.320]   just asking for help and just being so thankful for him.
[00:34:37.320 --> 00:34:47.320]   Halfway through the car ride, I began to cry, which is really scary while driving.
[00:34:47.320 --> 00:34:52.320]   I was really thankful there was traffic, so then there was a lot of stopping.
[00:34:52.320 --> 00:34:59.320]   But because of that traffic, I had so much more time just to think and reflect on myself.
[00:34:59.320 --> 00:35:03.320]   At the same time, just really ask God for forgiveness.
[00:35:03.320 --> 00:35:15.320]   I used that time to just pray for him for help because I had realized how useless I was.
[00:35:15.320 --> 00:35:22.320]   Just kind of reflecting on all the past lessons I've heard of, all the sermons that I've been taught,
[00:35:22.320 --> 00:35:29.320]   really was helpful for me.
[00:35:29.320 --> 00:35:39.320]   I was so thankful for him sending his son because only through Christ I had already been forgiven.
[00:35:39.320 --> 00:35:42.320]   Although this was a truth I've heard pretty much all my life,
[00:35:42.320 --> 00:35:47.320]   I never really rejected the idea, but I never really accepted it either.
[00:35:47.320 --> 00:35:52.320]   But in that moment, it just felt so real and very close to heart.
[00:35:52.320 --> 00:35:56.320]   It was like a big slap in the face.
[00:35:56.320 --> 00:36:05.320]   All my life I've been hearing the gospel, and yet I always refused Christ as my Lord and Savior,
[00:36:05.320 --> 00:36:11.320]   and yet he still had the mercy to reach down to me and save me.
[00:36:11.320 --> 00:36:16.320]   In Colossians 1, 21-22, it says,
[00:36:16.320 --> 00:36:21.320]   "And although you were formerly alienated and hostile in mind, engaged in evil deeds,
[00:36:21.320 --> 00:36:27.320]   yet he has now reconciled in you his freshly body through death in order to present you before him
[00:36:27.320 --> 00:36:30.320]   holy and blameless and beyond reproach."
[00:36:30.320 --> 00:36:35.320]   It was so crazy to me that despite how much sin I had, Christ had made it possible to reconcile with God.
[00:36:35.320 --> 00:36:39.320]   And understanding and accepting that Christ is the only one who can save me,
[00:36:39.320 --> 00:36:46.320]   I think I also had great relief in that moment that nothing I could do would have been able to redeem myself.
[00:36:46.320 --> 00:36:50.320]   Even though I tried so hard to be a good person and a good Christian,
[00:36:50.320 --> 00:36:53.320]   seeing how far from God I am and how much sin filled my heart,
[00:36:53.320 --> 00:36:57.320]   I'm so thankful that it's not up to my works or anything that I do.
[00:36:57.320 --> 00:37:00.320]   In Romans 3, 23, it says,
[00:37:00.320 --> 00:37:05.320]   "For all have sinned and fallen short of the glory of God and are justified by his grace as a gift
[00:37:05.320 --> 00:37:08.320]   through the redemption that is in Christ Jesus."
[00:37:08.320 --> 00:37:12.320]   After all that, although I still had a difficult time dealing with sin,
[00:37:12.320 --> 00:37:15.320]   God truly changed my heart, attitude, and mindset.
[00:37:15.320 --> 00:37:20.320]   I think our Friday night table group had hit it right on the nail when we discussed that
[00:37:20.320 --> 00:37:26.320]   although we still sin, for us as Christians, it is a struggle.
[00:37:26.320 --> 00:37:33.320]   And I wasn't, after that, I wasn't just cruising along with sin and just allowing it to just take over my life.
[00:37:33.320 --> 00:37:38.320]   Now I'm like, I'm struggling with it and trying to fight back.
[00:37:38.320 --> 00:37:44.320]   And I'm very thankful that God has been with me and has just really blessed me throughout my life.
[00:37:44.320 --> 00:37:51.320]   Even now, I'm very scared of public speaking, and yet I have confidence to share the gospel.
[00:37:51.320 --> 00:37:54.320]   As it says in one of my favorite verses,
[00:37:54.320 --> 00:37:59.320]   "For I am not ashamed of the gospel, for it is the power of God for salvation to everyone who believes,
[00:37:59.320 --> 00:38:05.320]   to the Jew first and also to the Greek." And that's in Romans 1:16.
[00:38:05.320 --> 00:38:07.320]   Thank you.
[00:38:07.320 --> 00:38:16.320]   [Applause]
[00:38:26.320 --> 00:38:30.320]   Do you understand that when you go into the water, you're uniting with Christ in His death,
[00:38:30.320 --> 00:38:33.320]   and when you're coming out, you're uniting with Him in His resurrection,
[00:38:33.320 --> 00:38:36.320]   so that you can walk in newness alive.
[00:38:36.320 --> 00:38:43.320]   I baptize you in the name of the Father, and of the Son, and of the Holy Spirit.
[00:38:46.320 --> 00:38:58.320]   [Applause]
[00:38:58.320 --> 00:39:10.320]   [Applause]
[00:39:10.320 --> 00:39:13.320]   Hi everyone. My name is Amber.
[00:39:13.320 --> 00:39:19.320]   For those of you who don't know me, I've been a member here at Berean for about four or five years.
[00:39:19.320 --> 00:39:25.320]   And if you're wondering how I've not been baptized, well, I have the privilege of sharing that with you today.
[00:39:25.320 --> 00:39:29.320]   Hopefully it will be a source of encouragement and God will be glorified through it.
[00:39:29.320 --> 00:39:34.320]   So I grew up in a Presbyterian church. I was baptized as an infant and raised in the church.
[00:39:34.320 --> 00:39:39.320]   I think for me, and I'm sure a lot of people who grow up in the church have a hard time
[00:39:39.320 --> 00:39:42.320]   discerning what it means to be a genuine believer.
[00:39:42.320 --> 00:39:46.320]   Every week it was a consistent pattern of just going to church with family,
[00:39:46.320 --> 00:39:51.320]   and my understanding of being a Christian was just doing that, just going to church.
[00:39:51.320 --> 00:39:54.320]   I was very unaware of my sins.
[00:39:54.320 --> 00:40:01.320]   Not that I believed I was perfect or anything, but there was just no genuine fight or struggle against it.
[00:40:01.320 --> 00:40:04.320]   On top of that, I was just very self-righteous.
[00:40:04.320 --> 00:40:08.320]   I took a lot of pride in having the title of being a Christian,
[00:40:08.320 --> 00:40:13.320]   and I even looked down on those who didn't know Christ, although I myself didn't know Him personally either.
[00:40:13.320 --> 00:40:17.320]   For example, I have this one distinct memory from fourth grade.
[00:40:17.320 --> 00:40:22.320]   I had this classmate who was Jewish, and I just looked over and told her,
[00:40:22.320 --> 00:40:25.320]   "You're going to hell because you don't believe in Jesus."
[00:40:25.320 --> 00:40:29.320]   And then she started crying, and then I got sent to the principal's office.
[00:40:29.320 --> 00:40:36.320]   And then I told my principal, you know, I was just sharing the gospel with her, and then I got released.
[00:40:36.320 --> 00:40:38.320]   [laughter]
[00:40:38.320 --> 00:40:42.320]   I think just that silly example just sheds light to my self-righteousness
[00:40:42.320 --> 00:40:47.320]   and how skewed my understanding of my own spiritual condition was.
[00:40:47.320 --> 00:40:51.320]   My assurance of salvation at the time just came from, you know,
[00:40:51.320 --> 00:40:55.320]   just coming from a family who were Christians and by external works,
[00:40:55.320 --> 00:40:58.320]   like going to church, trying to read the Bible, and praying.
[00:40:58.320 --> 00:41:02.320]   But I think God really just used a difficult childhood for me to humble me
[00:41:02.320 --> 00:41:06.320]   and to show me that being a Christian isn't by heritage or any type of external works,
[00:41:06.320 --> 00:41:11.320]   but really by having faith and knowing Him personally and finding life and joy in Him.
[00:41:11.320 --> 00:41:17.320]   I lost my father traumatically at a very early age, and my family suffered a lot of financial hardships.
[00:41:17.320 --> 00:41:20.320]   And I think just generally for me, I lost hope.
[00:41:20.320 --> 00:41:27.320]   I was very unhappy with my circumstances and had a hard time just accepting that all of it was fair.
[00:41:27.320 --> 00:41:30.320]   Shortly before I entered high school was one of the most difficult times for us,
[00:41:30.320 --> 00:41:34.320]   and having come to such a low point of my life for the first time,
[00:41:34.320 --> 00:41:39.320]   I actually got on my knees and prayed and asked the Lord to help me have faith.
[00:41:39.320 --> 00:41:41.320]   I acknowledged God and His holiness.
[00:41:41.320 --> 00:41:44.320]   I understood His ultimate power and authority over my life
[00:41:44.320 --> 00:41:49.320]   and realized that it wasn't by my works or heritage that makes me a believer,
[00:41:49.320 --> 00:41:52.320]   but by placing trust and faith in Him.
[00:41:52.320 --> 00:41:55.320]   Gradually from there, I had a desire to know the Lord deeper,
[00:41:55.320 --> 00:42:00.320]   and I slowly started to recognize that I was a broken and sinful person who needed a Savior,
[00:42:00.320 --> 00:42:06.320]   not just to pull me out of difficult circumstances, but rather to be my source of life and joy,
[00:42:06.320 --> 00:42:09.320]   so that no matter what happens, I have something greater to hope in,
[00:42:09.320 --> 00:42:11.320]   and I knew only Christ could fulfill that.
[00:42:11.320 --> 00:42:17.320]   Philippians 3, 8, "I count all things to be lost in view of the surpassing value of knowing Christ Jesus my Lord,
[00:42:17.320 --> 00:42:22.320]   for whom I have suffered the loss of all things, and count them but rubbish, so that I may gain Christ."
[00:42:22.320 --> 00:42:25.320]   There really is no life, hope, or joy outside of Christ,
[00:42:25.320 --> 00:42:30.320]   and I am so blessed and grateful that God chose to reveal those truths to me.
[00:42:30.320 --> 00:42:35.320]   So, fast forward 10 years, which brings us to why I'm getting baptized now.
[00:42:35.320 --> 00:42:40.320]   I had mentioned earlier that I grew up in a Presbyterian church, and I was infant baptized.
[00:42:40.320 --> 00:42:48.320]   I got confirmed later as a genuine believer, and at the time, I believed that that was my baptism.
[00:42:48.320 --> 00:42:52.320]   Once I came to a Baptist church, I realized baptism was done differently,
[00:42:52.320 --> 00:42:59.320]   but I hadn't given much thought further than that, because I knew I was saved at the time of my confirmation.
[00:42:59.320 --> 00:43:03.320]   However, it wasn't until a couple months ago when I was asked by my brother-in-law,
[00:43:03.320 --> 00:43:09.320]   who is a pastor who practices infant baptism, why I decided not to get baptized by immersion,
[00:43:09.320 --> 00:43:12.320]   if that's what my church practices and believes.
[00:43:12.320 --> 00:43:17.320]   I couldn't really give an articulate answer, because I had no confidence in what I believed.
[00:43:17.320 --> 00:43:19.320]   I really just wasn't sure.
[00:43:19.320 --> 00:43:24.320]   And aside from knowing I was a genuine believer at the time of my confirmation,
[00:43:24.320 --> 00:43:29.320]   I never really questioned if my infant baptism counted as a true baptism or not,
[00:43:29.320 --> 00:43:33.320]   and I didn't have any personal conviction to be immersed.
[00:43:33.320 --> 00:43:36.320]   I think from that point on, I realized I needed to do my research
[00:43:36.320 --> 00:43:39.320]   and look to Scripture to come to my own terms of what I believed.
[00:43:39.320 --> 00:43:44.320]   Although I wish I had done this much earlier, I was thankful to be challenged in this way,
[00:43:44.320 --> 00:43:48.320]   to use this opportunity to practice searching the Scripture to see what was true,
[00:43:48.320 --> 00:43:54.320]   rather than kind of passively accepting and blindly believing what the church does.
[00:43:54.320 --> 00:43:58.320]   And as overwhelming as it was looking into the theology behind both views,
[00:43:58.320 --> 00:44:05.320]   I knew this was important for me to study, because it would ultimately dictate how I view and interpret the Word.
[00:44:05.320 --> 00:44:09.320]   So to put what I ultimately concluded from all of this into concise terms,
[00:44:09.320 --> 00:44:12.320]   my conviction comes from Romans 6, 3-4, which says,
[00:44:12.320 --> 00:44:18.320]   "Do you not know that all of us who have been baptized into Christ Jesus have been baptized into his death?
[00:44:18.320 --> 00:44:22.320]   Therefore, we have been buried with him through baptism into death,
[00:44:22.320 --> 00:44:25.320]   so that as Christ was raised from the death through the glory of the Father,
[00:44:25.320 --> 00:44:28.320]   we too might have walk in newness of life."
[00:44:28.320 --> 00:44:33.320]   So if baptism is given as a sign to represent being united with Christ in his death,
[00:44:33.320 --> 00:44:35.320]   and united with Christ in his resurrection,
[00:44:35.320 --> 00:44:41.320]   it should have not been given to me as an infant when I was not united with Christ.
[00:44:41.320 --> 00:44:45.320]   Therefore, I cannot confidently say my infant baptism was a true baptism.
[00:44:45.320 --> 00:44:48.320]   So out of obedience and out of personal conviction,
[00:44:48.320 --> 00:44:53.320]   I'm excited to stand here to get baptized for the first time through immersion
[00:44:53.320 --> 00:44:56.320]   and proclaim to you all that I am living a committed life to Christ.
[00:44:56.320 --> 00:44:58.320]   That's all. Thanks.
[00:44:58.320 --> 00:45:08.320]   [applause]
[00:45:08.320 --> 00:45:15.320]   Alright, yeah.
[00:45:15.320 --> 00:45:18.320]   Alright, Amber.
[00:45:18.320 --> 00:45:22.320]   Do you understand that when you go into the water, you're uniting with Christ in his death,
[00:45:22.320 --> 00:45:25.320]   and as you come out, you're uniting with him in his resurrection?
[00:45:25.320 --> 00:45:32.320]   And I baptize you in the name of the Father, and of the Son, and of the Holy Spirit.
[00:45:32.320 --> 00:45:56.320]   [applause]
[00:45:56.320 --> 00:46:02.320]   Hi, my name's Joanna, and I'm going to share my testimony.
[00:46:02.320 --> 00:46:06.320]   I was born in a Christian family and grew up going to church for most of my life.
[00:46:06.320 --> 00:46:11.320]   The image of God I had in the beginning was of someone who was a spiritual figure
[00:46:11.320 --> 00:46:13.320]   that would take care of me and love me.
[00:46:13.320 --> 00:46:17.320]   He was someone who would be there for me only when I needed him most.
[00:46:17.320 --> 00:46:20.320]   I thought of my relationship with God as being more of,
[00:46:20.320 --> 00:46:24.320]   if I did my part of the job, then he would do his.
[00:46:24.320 --> 00:46:29.320]   I did not have much communication with him, but it was much more of a work relationship.
[00:46:29.320 --> 00:46:34.320]   I knew who God was and learned about him every Sunday at church.
[00:46:34.320 --> 00:46:38.320]   I spent my college years living as a Christian by going to church,
[00:46:38.320 --> 00:46:41.320]   joining a fellowship, and reading the Bible.
[00:46:41.320 --> 00:46:45.320]   But most of the time, my spiritual motivation came in waves.
[00:46:45.320 --> 00:46:49.320]   Sometimes I was very active, and sometimes I was not.
[00:46:49.320 --> 00:46:53.320]   Being young and wanting to have a lot of ambitions and goals for the future
[00:46:53.320 --> 00:46:57.320]   made me realize that my purpose was not to live for myself.
[00:46:57.320 --> 00:47:01.320]   The world I lived in, which I always thought was amazing
[00:47:01.320 --> 00:47:05.320]   because it offered me many opportunities to achieve my goals and desires,
[00:47:05.320 --> 00:47:09.320]   appeared broken when I found out it was covered with sins.
[00:47:09.320 --> 00:47:12.320]   I thought since I lived as a Christian for many years
[00:47:12.320 --> 00:47:18.320]   and was a better person than most in the world, I was saved from all the brokenness.
[00:47:18.320 --> 00:47:21.320]   But I realized I still lived in the broken world
[00:47:21.320 --> 00:47:26.320]   and was a sinner like everyone else who looked for worldly things to find satisfaction.
[00:47:26.320 --> 00:47:30.320]   Jesus was the only one who could save me from my brokenness,
[00:47:30.320 --> 00:47:36.320]   only I still was separated from God because I did not know how I could be with Christ.
[00:47:36.320 --> 00:47:40.320]   I continued to live my life thinking I was a believer and knew what the gospel meant,
[00:47:40.320 --> 00:47:44.320]   not realizing there was so much I didn't know.
[00:47:44.320 --> 00:47:50.320]   In around fall of 2019, I started to realize the meaning of the gospel and what it meant to me.
[00:47:50.320 --> 00:47:54.320]   Admitting that I was a sinner and didn't deserve the love of Christ,
[00:47:54.320 --> 00:47:57.320]   the fact that Jesus died on the cross and conquered death,
[00:47:57.320 --> 00:48:01.320]   made me realize that there was no one greater than him.
[00:48:01.320 --> 00:48:06.320]   I was very unworthy of everything he gave me because I mostly took advantage of things.
[00:48:06.320 --> 00:48:12.320]   The only way for me to be with Christ was to reconcile my relationship with God
[00:48:12.320 --> 00:48:15.320]   that was broken from all the sins I had committed.
[00:48:15.320 --> 00:48:19.320]   I said a prayer to confess my sins and ask God to accept me.
[00:48:19.320 --> 00:48:23.320]   After becoming a believer, I felt a heavy weight that was lifted.
[00:48:23.320 --> 00:48:28.320]   I felt secure in Christ and knew that my relationship had been restored.
[00:48:28.320 --> 00:48:32.320]   I now know what my purpose is as a believer and try to live my life
[00:48:32.320 --> 00:48:36.320]   communicating and strengthening my relationship with him every day.
[00:48:36.320 --> 00:48:45.320]   [applause]
[00:48:45.320 --> 00:48:49.320]   Alright, Joanna.
[00:48:49.320 --> 00:48:52.320]   Go ahead and give me your left hand and then take a seat.
[00:48:52.320 --> 00:48:56.320]   Joanna, do you understand that when you go into the water, you're uniting with Christ in his death,
[00:48:56.320 --> 00:49:00.320]   and as you come out, you're uniting with him in his resurrection?
[00:49:00.320 --> 00:49:10.320]   I baptize you in the name of the Father, and of the Son, and the Holy Spirit.
[00:49:10.320 --> 00:49:31.320]   [applause]
[00:49:31.320 --> 00:49:37.320]   So I'm just going to read, but bear with me because I didn't read as a kid.
[00:49:37.320 --> 00:49:39.320]   [laughter]
[00:49:39.320 --> 00:49:45.320]   So my name is David, and I've been coming to Berean since November of 2018.
[00:49:45.320 --> 00:49:50.320]   Priscilla and I had visited Berean several times as visitors from Tucson,
[00:49:50.320 --> 00:49:53.320]   and we really enjoy the teachings here.
[00:49:53.320 --> 00:49:58.320]   So when we finally moved to California, we didn't have a reason to look elsewhere.
[00:49:58.320 --> 00:50:04.320]   We anticipated the transition to be difficult, since we both were used to our small church in Tucson
[00:50:04.320 --> 00:50:07.320]   where everyone knew everyone else.
[00:50:07.320 --> 00:50:15.320]   I thank God for connecting us to Berean, and we're truly grateful for all the Bereans who welcomed us with open arms.
[00:50:15.320 --> 00:50:19.320]   To tell you about how I came to Christ, I grew up in a Christian home.
[00:50:19.320 --> 00:50:27.320]   We'd have Bible study every night, singing worship songs, and recite the Lord's Prayer, and say grace every meal.
[00:50:27.320 --> 00:50:33.320]   I practically grew up at church, spending most of my Saturdays and Sundays with the church choir
[00:50:33.320 --> 00:50:35.320]   and watching my parents serve at church.
[00:50:35.320 --> 00:50:40.320]   And I think because of this, it was always challenging for me to share my testimony,
[00:50:40.320 --> 00:50:43.320]   since I'd never really had a road to Damascus moment.
[00:50:43.320 --> 00:50:52.320]   It wasn't until I left my first stable job, I can truly say, I sensed Christ leading and guiding over my heart and my life.
[00:50:52.320 --> 00:50:59.320]   My parents struggled financially when I was attending college, so I also had a lot of student loans.
[00:50:59.320 --> 00:51:08.320]   There was a constant fear around money, and that I would not be able to support my future family, let alone myself.
[00:51:08.320 --> 00:51:13.320]   So when I think about the time I left my first full-time job in North Carolina,
[00:51:13.320 --> 00:51:20.320]   packed all my things from my parents' place, drove 30-plus hours to marry Priscilla, who was studying in Arizona,
[00:51:20.320 --> 00:51:26.320]   I can now say that Christ led me to Priscilla and our marriage, but back then I was just being young and fearless.
[00:51:26.320 --> 00:51:37.320]   I was finally on my own, away from my earthly parents and away from free housing and being financially more responsible.
[00:51:37.320 --> 00:51:45.320]   But Christ really took the wheel as he introduced me to a community of believers, got me plugged in to church.
[00:51:45.320 --> 00:51:52.320]   Things I really wasn't praying for at the time, but he knew exactly what I needed to grow as a man leading a family.
[00:51:52.320 --> 00:52:02.320]   It was then I truly knew after 20-plus some years growing up in the church that he truly is the Lord and the ruler of my heart.
[00:52:02.320 --> 00:52:07.320]   I can't remember when I had ever been baptized by immersion.
[00:52:07.320 --> 00:52:16.320]   I attended several churches growing up because I just followed my parents and didn't really think much of it when we moved from church to church.
[00:52:16.320 --> 00:52:22.320]   I want to say that I mostly attended Presbyterian churches and I can only guess that I had been sprinkled as a baby.
[00:52:22.320 --> 00:52:26.320]   And I do vaguely remember being confirmed in middle school.
[00:52:26.320 --> 00:52:34.320]   Spent the last seven years at a Southern Baptist church where they required members to be baptized by immersion before they can serve.
[00:52:34.320 --> 00:52:40.320]   But somehow I ended up serving as a music director for the three, four years without being asked to get baptized.
[00:52:40.320 --> 00:52:47.320]   And not that it was something I refused to do, but I also didn't feel strongly about the difference to speak up
[00:52:47.320 --> 00:52:52.320]   because I didn't think I needed a second baptism to prove my faith to anyone.
[00:52:52.320 --> 00:53:00.320]   After the recent members meeting, Berean's meeting, I felt the conviction to speak up, realizing how prideful I was,
[00:53:00.320 --> 00:53:04.320]   selling short the symbolic meaning of baptism.
[00:53:04.320 --> 00:53:12.320]   Colossians chapter 2 verse 12 reads, "Having been buried with him in baptism, in which you were also raised with him through faith,
[00:53:12.320 --> 00:53:22.320]   in the powerful working of God who raised him from the dead, this burial and cleansing which signifies death to the old life of unbelief
[00:53:22.320 --> 00:53:29.320]   and purifying from pollution of sin, not only I found baptism powerful but biblical."
[00:53:29.320 --> 00:53:41.320]   Second Timothy chapter 3 verse 16 reads, "All scripture is breathed out by God and profitable for teaching, for reproof, for correction, and for training in righteousness."
[00:53:41.320 --> 00:53:50.320]   Not only was I prideful in thinking that I didn't have to follow baptism the way it was written in the Bible to somehow validate my salvation,
[00:53:50.320 --> 00:53:56.320]   but I was also wrong to believe in my own interpretation of the scriptures without truly studying the Bible.
[00:53:56.320 --> 00:54:05.320]   Priscilla is baptized, and I hope that as the head of the family, I can be a spiritual leader of the family and not become a stumbling block.
[00:54:05.320 --> 00:54:12.320]   I look forward to celebrating and experiencing the rekindling of love to God for all he has done for me
[00:54:12.320 --> 00:54:17.320]   in making me part of the new covenant in Christ through repentance and faith. Thank you.
[00:54:17.320 --> 00:54:26.320]   [applause]
[00:54:26.320 --> 00:54:36.320]   Alright, David, go ahead and take a seat.
[00:54:36.320 --> 00:54:39.320]   And then, just give me your left hand.
[00:54:39.320 --> 00:54:44.320]   David, do you understand that when you go into the water, you're uniting with Christ in his death,
[00:54:44.320 --> 00:54:50.320]   and when you come out, you're uniting with him in his resurrection so that you may continue just to walk in the newness of life?
[00:54:50.320 --> 00:54:58.320]   I baptize you—not yet. I baptize you in the name of the Father, and of the Son, and of the Holy Spirit.
[00:54:58.320 --> 00:55:12.320]   [applause]
[00:55:12.320 --> 00:55:30.320]   [applause]
[00:55:30.320 --> 00:55:36.320]   Hi, I'm Brenna. I'm a junior in college, and I've been attending Berean for, I think, two and a half years,
[00:55:36.320 --> 00:55:40.320]   and I've been a member for a little over a year.
[00:55:40.320 --> 00:55:49.320]   Like many people here, I was baptized once before in a way that didn't really count,
[00:55:49.320 --> 00:55:56.320]   and so I felt convicted to be baptized again in a way that truly reflects what Christ has done for me.
[00:55:56.320 --> 00:56:00.320]   I grew up going to church because my family went, and that was what we did,
[00:56:00.320 --> 00:56:04.320]   but I think my heart was hardened against the gospel from a pretty early age.
[00:56:04.320 --> 00:56:09.320]   I had no genuine love for the people in my life, especially my family.
[00:56:09.320 --> 00:56:16.320]   As a kid, whenever I'd get in trouble, which was a lot, and my mom would reprimand me and point me to a Bible verse,
[00:56:16.320 --> 00:56:23.320]   I would outwardly nod my head and listen, but on the inside roll my eyes and just kind of hate the way that she preached to me.
[00:56:23.320 --> 00:56:26.320]   Sorry, Mom. [laughter]
[00:56:26.320 --> 00:56:34.320]   I was a smart kid and a good student, and that was kind of dangerous for me because I let that feed my enormous sense of pride.
[00:56:34.320 --> 00:56:41.320]   For as long as I can remember, I was constantly comparing myself to others and judging myself to be superior to everyone.
[00:56:41.320 --> 00:56:52.320]   As I got older, I was bitter, I was angry, I was selfish, and I knew those things, but I didn't really see a problem with that.
[00:56:52.320 --> 00:56:58.320]   I stayed in church because youth group was fun, and it was my main way of socializing,
[00:56:58.320 --> 00:57:04.320]   and I was baptized around the age of 14 because I think all my friends had been baptized,
[00:57:04.320 --> 00:57:10.320]   and I figured I might as well do it, and a youth staffer had approached me and asked me if I had been baptized,
[00:57:10.320 --> 00:57:14.320]   so I kind of just did it out of an obligation.
[00:57:14.320 --> 00:57:20.320]   Even though I constantly wavered between thoughts of belief and unbelief, I was baptized anyway and just kept living my life.
