
[00:00:00.000 --> 00:00:12.000]   As a reminder, next week, David Rims and Mike Tang's group is doing snacks.
[00:33:19.000 --> 00:33:36.000]   He said, by no means. And he spends the next three chapters explaining Israel's place in his sovereign plan. Right? So again, there's more to it than that. But what he says here is again, it reflected in what he says in Romans 9 through 11.
[00:33:36.000 --> 00:33:48.000]   They've experienced a temporary hardening of their heart because of their sins. But at the end, God is going to regraft them in to the church by grace and not by works.
[00:33:48.000 --> 00:34:00.000]   What will be the case with the fortified city? Again, we're talking about the world. Right? The judgment is going to be thorough. They're going to become desolate. Calves will graze. Right?
[00:34:00.000 --> 00:34:18.000]   Meaning that there's no owners. They're just roaming free. So it's not like the calves are grazing. Oh, it sounds like heaven. No, it's a picture of judgment. In fact, oftentimes when the Old Testament talks about judgment, it talks about animals just grazing around freely because there's no owners. Right?
[00:34:18.000 --> 00:34:35.000]   Everybody has been judged. There's nothing left. To summarize what the Lord will do in that day. Right? And the final judgment, which is the judgment will fall on everyone one by one.
[00:34:35.000 --> 00:34:51.000]   This is not just this area or America or this one area or one group of people. It says everyone one by one. All of them. Right?
[00:34:51.000 --> 00:35:00.000]   The next phrase when he says there's going to be a great trumpet that's going to be blown. The blowing of the trumpet is significant in the Old Testament.
[00:35:00.000 --> 00:35:13.000]   We see it in two places. One on the Day of Atonement when they were announcing the year of Jubilee, which where all debts were supposed to be paid off and year is considered the year of the favor of the Lord.
[00:35:13.000 --> 00:35:21.000]   The year of Jubilee began with the blowing of the trumpet. Right? So there's that significance.
[00:35:21.000 --> 00:35:31.000]   Then the other significance we see in the book of Revelation, which I don't have up here. If you look at there's three judgments, right? Three separate judgments of seven.
[00:35:31.000 --> 00:35:39.000]   There's a seal judgment, there's a trumpet judgment, and then there's the bowl judgments. Right? There's different theories as to the meaning of these judgments.
[00:35:39.000 --> 00:35:48.000]   But all of these judgments start out in chapter one with the blowing of the trumpet. There's a trumpet that's blown and then in chapter five, the seal judgments begin.
[00:35:48.000 --> 00:35:54.000]   And then we get to chapter eight, the trumpet judgments, and then the bowl judgments one by one, it gets revealed. Right?
[00:35:54.000 --> 00:36:02.000]   So that's the picture that we see here. Again, we were talking about last week how this saw talking about the end times.
[00:36:02.000 --> 00:36:10.000]   So the blowing of the trumpet, it has one significance of the year of the Lord, the favor of the Lord is coming.
[00:36:10.000 --> 00:36:15.000]   And then here's another judgment, another blow on the trumpet that signifies judgment.
[00:36:15.000 --> 00:36:27.000]   And it fits right in with this, what he's saying, because judgment is going to be followed by restoration. Right?
[00:36:27.000 --> 00:36:40.000]   So those who are scattered and judged by, slaughtered by Assyria and Egypt will again return to worship the Lord, that he's going to regather his people at the end.
[00:36:40.000 --> 00:36:53.000]   So if you look at these passages, I'm not going to go there, but Matthew 24, 1 Thessalonians 4, 16, 1 Corinthians 15, 52, that all of these passages talks about how at the end time, he's going to gather his people to himself.
[00:36:53.000 --> 00:37:03.000]   Alright, that's it.

