
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[00:36:11.160 --> 00:36:14.160]   [indistinct conversations]
[00:36:14.160 --> 00:36:17.160]   [indistinct conversations]
[00:36:17.160 --> 00:36:19.160]   [indistinct conversations]
[00:36:19.160 --> 00:36:22.160]   [indistinct conversations]
[00:36:22.160 --> 00:36:25.160]   [indistinct conversations]
[00:36:25.160 --> 00:36:28.160]   [indistinct conversations]
[00:36:28.160 --> 00:36:31.160]   [indistinct conversations]
[00:36:31.160 --> 00:36:34.160]   [indistinct conversations]
[00:36:34.160 --> 00:36:37.160]   [indistinct conversations]
[00:36:37.160 --> 00:36:40.160]   [indistinct conversations]
[00:36:40.160 --> 00:36:43.160]   [indistinct conversations]
[00:36:43.160 --> 00:36:46.160]   [indistinct conversations]
[00:36:46.160 --> 00:36:48.160]   [indistinct conversations]
[00:36:48.160 --> 00:36:51.160]   [indistinct conversations]
[00:36:51.160 --> 00:36:54.160]   [indistinct conversations]
[00:36:54.160 --> 00:36:57.160]   [indistinct conversations]
[00:36:57.160 --> 00:37:00.160]   [indistinct conversations]
[00:37:00.160 --> 00:37:03.160]   [indistinct conversations]
[00:37:03.160 --> 00:37:06.160]   [indistinct conversations]
[00:37:06.160 --> 00:37:09.160]   [indistinct conversations]
[00:37:09.160 --> 00:37:12.160]   [indistinct conversations]
[00:37:12.160 --> 00:37:15.160]   [indistinct conversations]
[00:37:15.160 --> 00:37:17.160]   [indistinct conversations]
[00:37:17.160 --> 00:37:20.160]   [indistinct conversations]
[00:37:20.160 --> 00:37:23.160]   [indistinct conversations]
[00:37:23.160 --> 00:37:26.160]   [indistinct conversations]
[00:37:26.160 --> 00:37:29.160]   [indistinct conversations]
[00:37:29.160 --> 00:37:32.160]   [indistinct conversations]
[00:37:32.160 --> 00:37:35.160]   [indistinct conversations]
[00:37:35.160 --> 00:37:38.160]   [indistinct conversations]
[00:37:38.160 --> 00:37:41.160]   [indistinct conversations]
[00:37:41.160 --> 00:37:44.160]   [indistinct conversations]
[00:37:44.160 --> 00:37:46.160]   [indistinct conversations]
[00:37:46.160 --> 00:37:49.160]   [indistinct conversations]
[00:37:49.160 --> 00:37:52.160]   [indistinct conversations]
[00:37:52.160 --> 00:37:55.160]   [indistinct conversations]
[00:37:55.160 --> 00:37:58.160]   [indistinct conversations]
[00:37:58.160 --> 00:38:01.160]   [indistinct conversations]
[00:38:01.160 --> 00:38:04.160]   [indistinct conversations]
[00:38:04.160 --> 00:38:07.160]   [indistinct conversations]
[00:38:07.160 --> 00:38:10.160]   [indistinct conversations]
[00:38:10.160 --> 00:38:13.160]   [indistinct conversations]
[00:38:13.160 --> 00:38:15.160]   [indistinct conversations]
[00:38:15.160 --> 00:38:18.160]   [indistinct conversations]
[00:38:18.160 --> 00:38:21.160]   [indistinct conversations]
[00:38:21.160 --> 00:38:24.160]   [indistinct conversations]
[00:38:24.160 --> 00:38:27.160]   [indistinct conversations]
[00:38:27.160 --> 00:38:30.160]   [indistinct conversations]
[00:38:30.160 --> 00:38:33.160]   [indistinct conversations]
[00:38:33.160 --> 00:38:36.160]   [indistinct conversations]
[00:38:36.160 --> 00:38:39.160]   [indistinct conversations]
[00:38:39.160 --> 00:38:42.160]   [indistinct conversations]
[00:38:42.160 --> 00:38:44.160]   [indistinct conversations]
[00:38:44.160 --> 00:38:47.160]   [indistinct conversations]
[00:38:47.160 --> 00:38:50.160]   [indistinct conversations]
[00:38:50.160 --> 00:38:53.160]   [indistinct conversations]
[00:38:53.160 --> 00:38:56.160]   [indistinct conversations]
[00:38:56.160 --> 00:38:59.160]   [indistinct conversations]
[00:38:59.160 --> 00:39:02.160]   [indistinct conversations]
[00:39:02.160 --> 00:39:05.160]   [indistinct conversations]
[00:39:05.160 --> 00:39:08.160]   [indistinct conversations]
[00:39:08.160 --> 00:39:11.160]   [indistinct conversations]
[00:39:11.160 --> 00:39:13.160]   [indistinct conversations]
[00:39:13.160 --> 00:39:16.160]   [indistinct conversations]
[00:39:16.160 --> 00:39:19.160]   [indistinct conversations]
[00:39:19.160 --> 00:39:22.160]   [indistinct conversations]
[00:39:22.160 --> 00:39:25.160]   [indistinct conversations]
[00:39:25.160 --> 00:39:28.160]   [indistinct conversations]
[00:39:28.160 --> 00:39:31.160]   [indistinct conversations]
[00:39:31.160 --> 00:39:34.160]   [indistinct conversations]
[00:39:34.160 --> 00:39:37.160]   [indistinct conversations]
[00:39:37.160 --> 00:39:40.160]   [indistinct conversations]
[00:39:40.160 --> 00:39:42.160]   [indistinct conversations]
[00:39:42.160 --> 00:39:45.160]   [indistinct conversations]
[00:39:45.160 --> 00:39:48.160]   [indistinct conversations]
[00:39:48.160 --> 00:39:51.160]   [indistinct conversations]
[00:39:51.160 --> 00:39:54.160]   [indistinct conversations]
[00:39:54.160 --> 00:39:57.160]   [indistinct conversations]
[00:39:57.160 --> 00:40:00.160]   [indistinct conversations]
[00:40:00.160 --> 00:40:03.160]   [indistinct conversations]
[00:40:03.160 --> 00:40:06.160]   [indistinct conversations]
[00:40:07.160 --> 00:40:09.160]   [indistinct conversations]
[00:40:09.160 --> 00:40:12.160]   [indistinct conversations]
[00:40:12.160 --> 00:40:15.160]   [indistinct conversations]
[00:40:15.160 --> 00:40:18.160]   [indistinct conversations]
[00:40:18.160 --> 00:40:21.160]   [indistinct conversations]
[00:40:21.160 --> 00:40:24.160]   [indistinct conversations]
[00:40:24.160 --> 00:40:27.160]   [indistinct conversations]
[00:40:27.160 --> 00:40:30.160]   [indistinct conversations]
[00:40:30.160 --> 00:40:33.160]   [indistinct conversations]
[00:40:33.160 --> 00:40:36.160]   [indistinct conversations]
[00:40:36.160 --> 00:40:38.160]   [indistinct conversations]
[00:40:38.160 --> 00:40:41.160]   [indistinct conversations]
[00:40:41.160 --> 00:40:44.160]   [indistinct conversations]
[00:40:44.160 --> 00:40:47.160]   [indistinct conversations]
[00:40:47.160 --> 00:40:50.160]   [indistinct conversations]
[00:40:50.160 --> 00:40:53.160]   [indistinct conversations]
[00:40:53.160 --> 00:40:56.160]   [indistinct conversations]
[00:40:56.160 --> 00:40:59.160]   [indistinct conversations]
[00:40:59.160 --> 00:41:02.160]   [indistinct conversations]
[00:41:02.160 --> 00:41:05.160]   [indistinct conversations]
[00:41:05.160 --> 00:41:07.160]   [indistinct conversations]
[00:41:07.160 --> 00:41:10.160]   [indistinct conversations]
[00:41:10.160 --> 00:41:13.160]   [indistinct conversations]
[00:41:13.160 --> 00:41:16.160]   [indistinct conversations]
[00:41:16.160 --> 00:41:19.160]   [indistinct conversations]
[00:41:19.160 --> 00:41:22.160]   [indistinct conversations]
[00:41:22.160 --> 00:41:25.160]   [indistinct conversations]
[00:41:25.160 --> 00:41:28.160]   [indistinct conversations]
[00:41:28.160 --> 00:41:31.160]   [indistinct conversations]
[00:41:31.160 --> 00:41:34.160]   [indistinct conversations]
[00:41:34.160 --> 00:41:36.160]   [indistinct conversations]
[00:41:36.160 --> 00:41:39.160]   [indistinct conversations]
[00:41:39.160 --> 00:41:42.160]   [indistinct conversations]
[00:41:42.160 --> 00:41:45.160]   [indistinct conversations]
[00:41:45.160 --> 00:41:48.160]   [indistinct conversations]
[00:41:48.160 --> 00:41:51.160]   [indistinct conversations]
[00:41:51.160 --> 00:41:54.160]   [indistinct conversations]
[00:41:54.160 --> 00:41:57.160]   [indistinct conversations]
[00:41:57.160 --> 00:42:00.160]   [indistinct conversations]
[00:42:00.160 --> 00:42:03.160]   [indistinct conversations]
[00:42:03.160 --> 00:42:05.160]   [indistinct conversations]
[00:42:05.160 --> 00:42:08.160]   [indistinct conversations]
[00:42:08.160 --> 00:42:11.160]   [indistinct conversations]
[00:42:11.160 --> 00:42:14.160]   [indistinct conversations]
[00:42:14.160 --> 00:42:17.160]   [indistinct conversations]
[00:42:17.160 --> 00:42:20.160]   [indistinct conversations]
[00:42:20.160 --> 00:42:23.160]   [indistinct conversations]
[00:42:23.160 --> 00:42:26.160]   [indistinct conversations]
[00:42:26.160 --> 00:42:29.160]   [indistinct conversations]
[00:42:29.160 --> 00:42:32.160]   [indistinct conversations]
[00:42:32.160 --> 00:42:34.160]   [indistinct conversations]
[00:42:34.160 --> 00:42:37.160]   [indistinct conversations]
[00:42:37.160 --> 00:42:40.160]   [indistinct conversations]
[00:42:40.160 --> 00:42:43.160]   [indistinct conversations]
[00:42:43.160 --> 00:42:46.160]   [indistinct conversations]
[00:42:46.160 --> 00:42:49.160]   [indistinct conversations]
[00:42:49.160 --> 00:42:52.160]   [indistinct conversations]
[00:42:52.160 --> 00:42:55.160]   [indistinct conversations]
[00:42:55.160 --> 00:42:58.160]   [indistinct conversations]
[00:42:58.160 --> 00:43:01.160]   [indistinct conversations]
[00:43:01.160 --> 00:43:03.160]   [indistinct conversations]
[00:43:03.160 --> 00:43:06.160]   [indistinct conversations]
[00:43:06.160 --> 00:43:09.160]   [indistinct conversations]
[00:43:09.160 --> 00:43:12.160]   [indistinct conversations]
[00:43:12.160 --> 00:43:15.160]   [indistinct conversations]
[00:43:15.160 --> 00:43:18.160]   [indistinct conversations]
[00:43:18.160 --> 00:43:21.160]   [indistinct conversations]
[00:43:21.160 --> 00:43:24.160]   [indistinct conversations]
[00:43:24.160 --> 00:43:27.160]   [indistinct conversations]
[00:43:27.160 --> 00:43:30.160]   [indistinct conversations]
[00:43:30.160 --> 00:43:32.160]   [indistinct conversations]
[00:43:32.160 --> 00:43:35.160]   [indistinct conversations]
[00:43:35.160 --> 00:43:38.160]   [indistinct conversations]
[00:43:38.160 --> 00:43:41.160]   [indistinct conversations]
[00:43:41.160 --> 00:43:44.160]   [indistinct conversations]
[00:43:44.160 --> 00:43:47.160]   [indistinct conversations]
[00:43:47.160 --> 00:43:50.160]   [indistinct conversations]
[00:43:50.160 --> 00:43:53.160]   [indistinct conversations]
[00:43:53.160 --> 00:43:56.160]   [indistinct conversations]
[00:43:56.160 --> 00:43:59.160]   [indistinct conversations]
[00:43:59.160 --> 00:44:01.160]   [indistinct conversations]
[00:44:01.160 --> 00:44:04.160]   [indistinct conversations]
[00:44:04.160 --> 00:44:07.160]   [indistinct conversations]
[00:44:07.160 --> 00:44:10.160]   [indistinct conversations]
[00:44:10.160 --> 00:44:13.160]   [indistinct conversations]
[00:44:13.160 --> 00:44:16.160]   [indistinct conversations]
[00:44:16.160 --> 00:44:19.160]   [indistinct conversations]
[00:44:19.160 --> 00:44:22.160]   [indistinct conversations]
[00:44:22.160 --> 00:44:25.160]   [indistinct conversations]
[00:44:25.160 --> 00:44:28.160]   [indistinct conversations]
[00:44:28.160 --> 00:44:30.160]   [indistinct conversations]
[00:44:30.160 --> 00:44:33.160]   [indistinct conversations]
[00:44:33.160 --> 00:44:36.160]   [indistinct conversations]
[00:44:36.160 --> 00:44:39.160]   [indistinct conversations]
[00:44:39.160 --> 00:44:42.160]   [indistinct conversations]
[00:44:42.160 --> 00:44:45.160]   [indistinct conversations]
[00:44:45.160 --> 00:44:48.160]   [indistinct conversations]
[00:44:48.160 --> 00:44:51.160]   [indistinct conversations]
[00:44:51.160 --> 00:44:54.160]   [indistinct conversations]
[00:44:54.160 --> 00:44:57.160]   [indistinct conversations]
[00:44:57.160 --> 00:44:59.160]   [indistinct conversations]
[00:44:59.160 --> 00:45:02.160]   [indistinct conversations]
[00:45:02.160 --> 00:45:05.160]   [indistinct conversations]
[00:45:05.160 --> 00:45:08.160]   [indistinct conversations]
[00:45:08.160 --> 00:45:11.160]   [indistinct conversations]
[00:45:11.160 --> 00:45:14.160]   [indistinct conversations]
[00:45:14.160 --> 00:45:17.160]   [indistinct conversations]
[00:45:17.160 --> 00:45:20.160]   [indistinct conversations]
[00:45:20.160 --> 00:45:23.160]   [indistinct conversations]
[00:45:23.160 --> 00:45:26.160]   [indistinct conversations]
[00:45:26.160 --> 00:45:28.160]   [indistinct conversations]
[00:45:28.160 --> 00:45:31.160]   [indistinct conversations]
[00:45:31.160 --> 00:45:34.160]   [indistinct conversations]
[00:45:34.160 --> 00:45:37.160]   [indistinct conversations]
[00:45:37.160 --> 00:45:40.160]   [indistinct conversations]
[00:45:40.160 --> 00:45:43.160]   [indistinct conversations]
[00:45:43.160 --> 00:45:46.160]   [indistinct conversations]
[00:45:46.160 --> 00:45:49.160]   [indistinct conversations]
[00:45:49.160 --> 00:45:52.160]   [indistinct conversations]
[00:45:52.160 --> 00:45:55.160]   [indistinct conversations]
[00:45:55.160 --> 00:45:57.160]   [indistinct conversations]
[00:45:57.160 --> 00:46:00.160]   [indistinct conversations]
[00:46:00.160 --> 00:46:03.160]   [indistinct conversations]
[00:46:03.160 --> 00:46:06.160]   [indistinct conversations]
[00:46:06.160 --> 00:46:09.160]   [indistinct conversations]
[00:46:09.160 --> 00:46:12.160]   [indistinct conversations]
[00:46:12.160 --> 00:46:15.160]   [indistinct conversations]
[00:46:15.160 --> 00:46:18.160]   [indistinct conversations]
[00:46:18.160 --> 00:46:21.160]   [indistinct conversations]
[00:46:21.160 --> 00:46:24.160]   [indistinct conversations]
[00:46:24.160 --> 00:46:26.160]   [indistinct conversations]
[00:46:26.160 --> 00:46:29.160]   [indistinct conversations]
[00:46:29.160 --> 00:46:32.160]   [indistinct conversations]
[00:46:32.160 --> 00:46:35.160]   [indistinct conversations]
[00:46:35.160 --> 00:46:38.160]   [indistinct conversations]
[00:46:38.160 --> 00:46:41.160]   [indistinct conversations]
[00:46:41.160 --> 00:46:44.160]   [indistinct conversations]
[00:46:44.160 --> 00:46:47.160]   [indistinct conversations]
[00:46:47.160 --> 00:46:50.160]   [indistinct conversations]
[00:46:50.160 --> 00:46:53.160]   [indistinct conversations]
[00:46:53.160 --> 00:46:55.160]   [indistinct conversations]
[00:46:55.160 --> 00:46:58.160]   [indistinct conversations]
[00:46:58.160 --> 00:47:01.160]   [indistinct conversations]
[00:47:01.160 --> 00:47:04.160]   [indistinct conversations]
[00:47:04.160 --> 00:47:07.160]   [indistinct conversations]
[00:47:07.160 --> 00:47:10.160]   [indistinct conversations]
[00:47:10.160 --> 00:47:13.160]   [indistinct conversations]
[00:47:13.160 --> 00:47:16.160]   [indistinct conversations]
[00:47:16.160 --> 00:47:19.160]   [indistinct conversations]
[00:47:19.160 --> 00:47:22.160]   [indistinct conversations]
[00:47:22.160 --> 00:47:24.160]   [indistinct conversations]
[00:47:24.160 --> 00:47:27.160]   [indistinct conversations]
[00:47:27.160 --> 00:47:30.160]   [indistinct conversations]
[00:47:30.160 --> 00:47:33.160]   [indistinct conversations]
[00:47:33.160 --> 00:47:36.160]   [indistinct conversations]
[00:47:36.160 --> 00:47:39.160]   [indistinct conversations]
[00:47:39.160 --> 00:47:42.160]   [indistinct conversations]
[00:47:42.160 --> 00:47:45.160]   [indistinct conversations]
[00:47:45.160 --> 00:47:48.160]   [indistinct conversations]
[00:47:48.160 --> 00:47:51.160]   [indistinct conversations]
[00:47:51.160 --> 00:47:54.640]   [SIDE CONVERSATION]
[00:47:54.640 --> 00:47:58.120]   [SIDE CONVERSATION]
[00:47:58.120 --> 00:48:01.600]   [SIDE CONVERSATION]
[00:48:01.600 --> 00:48:05.080]   [SIDE CONVERSATION]
[00:48:05.960 --> 00:48:09.440]   [SIDE CONVERSATION]
[00:48:09.440 --> 00:48:12.920]   [SIDE CONVERSATION]
[00:48:12.920 --> 00:48:16.400]   [SIDE CONVERSATION]
[00:48:16.400 --> 00:48:19.880]   [SIDE CONVERSATION]
[00:48:19.880 --> 00:48:23.360]   [SIDE CONVERSATION]
[00:48:23.360 --> 00:48:26.360]   [SIDE CONVERSATION]
[00:48:26.360 --> 00:48:29.360]   [SIDE CONVERSATION]
[00:48:29.360 --> 00:48:32.360]   [SIDE CONVERSATION]
[00:48:32.360 --> 00:48:35.360]   [SIDE CONVERSATION]
[00:48:35.360 --> 00:48:38.360]   [SIDE CONVERSATION]
[00:48:38.360 --> 00:48:41.360]   [SIDE CONVERSATION]
[00:48:41.360 --> 00:48:44.360]   [SIDE CONVERSATION]
[00:48:44.360 --> 00:48:47.360]   [SIDE CONVERSATION]
[00:48:47.360 --> 00:48:50.360]   [SIDE CONVERSATION]
[00:48:50.360 --> 00:48:55.360]   [SIDE CONVERSATION]
[00:48:55.360 --> 00:49:00.360]   [SIDE CONVERSATION]
[00:49:00.360 --> 00:49:05.360]   [SIDE CONVERSATION]
[00:49:05.360 --> 00:49:09.360]   [SIDE CONVERSATION]
[00:49:09.360 --> 00:49:13.360]   [SIDE CONVERSATION]
[00:49:14.360 --> 00:49:17.360]   [SIDE CONVERSATION]
[00:49:17.360 --> 00:49:21.360]   [SIDE CONVERSATION]
[00:49:21.360 --> 00:49:25.360]   [SIDE CONVERSATION]
[00:49:25.360 --> 00:49:29.360]   [SIDE CONVERSATION]
[00:49:29.360 --> 00:49:33.360]   [SIDE CONVERSATION]
[00:49:33.360 --> 00:49:37.360]   [SIDE CONVERSATION]
[00:49:37.360 --> 00:49:41.360]   [SIDE CONVERSATION]
[00:49:42.360 --> 00:49:45.360]   [SIDE CONVERSATION]
[00:49:45.360 --> 00:49:49.360]   [SIDE CONVERSATION]
[00:49:49.360 --> 00:49:53.360]   [SIDE CONVERSATION]
[00:49:53.360 --> 00:49:57.360]   [SIDE CONVERSATION]
[00:49:57.360 --> 00:50:01.360]   [SIDE CONVERSATION]
[00:50:01.360 --> 00:50:05.360]   [SIDE CONVERSATION]
[00:50:05.360 --> 00:50:09.360]   [SIDE CONVERSATION]
[00:50:10.360 --> 00:50:13.360]   [SIDE CONVERSATION]
[00:50:13.360 --> 00:50:17.360]   [SIDE CONVERSATION]
[00:50:17.360 --> 00:50:21.360]   [SIDE CONVERSATION]
[00:50:21.360 --> 00:50:25.360]   [SIDE CONVERSATION]
[00:50:25.360 --> 00:50:29.360]   [SIDE CONVERSATION]
[00:50:29.360 --> 00:50:33.360]   [SIDE CONVERSATION]
[00:50:33.360 --> 00:50:37.360]   [SIDE CONVERSATION]
[00:50:38.360 --> 00:50:41.360]   [SIDE CONVERSATION]
[00:50:41.360 --> 00:50:45.360]   [SIDE CONVERSATION]
[00:50:45.360 --> 00:50:49.360]   [SIDE CONVERSATION]
[00:50:49.360 --> 00:50:53.360]   [SIDE CONVERSATION]
[00:50:53.360 --> 00:50:57.360]   [SIDE CONVERSATION]
[00:50:57.360 --> 00:51:01.360]   [SIDE CONVERSATION]
[00:51:01.360 --> 00:51:05.360]   [SIDE CONVERSATION]
[00:51:06.360 --> 00:51:09.360]   [SIDE CONVERSATION]
[00:51:09.360 --> 00:51:13.360]   [SIDE CONVERSATION]
[00:51:13.360 --> 00:51:17.360]   [SIDE CONVERSATION]
[00:51:17.360 --> 00:51:21.360]   [SIDE CONVERSATION]
[00:51:21.360 --> 00:51:25.360]   [SIDE CONVERSATION]
[00:51:25.360 --> 00:51:29.360]   [SIDE CONVERSATION]
[00:51:29.360 --> 00:51:33.360]   [SIDE CONVERSATION]
[00:51:34.360 --> 00:51:37.360]   [SIDE CONVERSATION]
[00:51:37.360 --> 00:51:41.360]   [SIDE CONVERSATION]
[00:51:41.360 --> 00:51:45.360]   [SIDE CONVERSATION]
[00:51:45.360 --> 00:51:49.360]   [SIDE CONVERSATION]
[00:51:49.360 --> 00:51:53.360]   [SIDE CONVERSATION]
[00:51:53.360 --> 00:51:57.360]   [SIDE CONVERSATION]
[00:51:57.360 --> 00:52:01.360]   [SIDE CONVERSATION]
[00:52:02.360 --> 00:52:05.360]   [SIDE CONVERSATION]
[00:52:05.360 --> 00:52:09.360]   [SIDE CONVERSATION]
[00:52:09.360 --> 00:52:13.360]   [SIDE CONVERSATION]
[00:52:13.360 --> 00:52:17.360]   [SIDE CONVERSATION]
[00:52:17.360 --> 00:52:21.360]   [SIDE CONVERSATION]
[00:52:21.360 --> 00:52:25.360]   [SIDE CONVERSATION]
[00:52:25.360 --> 00:52:29.360]   [SIDE CONVERSATION]
[00:52:30.360 --> 00:52:33.360]   [SIDE CONVERSATION]
[00:52:33.360 --> 00:52:37.360]   [SIDE CONVERSATION]
[00:52:37.360 --> 00:52:41.360]   [SIDE CONVERSATION]
[00:52:41.360 --> 00:52:45.360]   [SIDE CONVERSATION]
[00:52:45.360 --> 00:52:49.360]   [SIDE CONVERSATION]
[00:52:49.360 --> 00:52:53.360]   [SIDE CONVERSATION]
[00:52:53.360 --> 00:52:57.360]   [SIDE CONVERSATION]
[00:52:58.360 --> 00:53:01.360]   [SIDE CONVERSATION]
[00:53:01.360 --> 00:53:05.360]   [SIDE CONVERSATION]
[00:53:05.360 --> 00:53:09.360]   [SIDE CONVERSATION]
[00:53:09.360 --> 00:53:13.360]   [SIDE CONVERSATION]
[00:53:13.360 --> 00:53:17.360]   [SIDE CONVERSATION]
[00:53:17.360 --> 00:53:21.360]   [SIDE CONVERSATION]
[00:53:21.360 --> 00:53:25.360]   [SIDE CONVERSATION]
[00:53:26.360 --> 00:53:29.360]   [SIDE CONVERSATION]
[00:53:29.360 --> 00:53:33.360]   [SIDE CONVERSATION]
[00:53:33.360 --> 00:53:37.360]   [SIDE CONVERSATION]
[00:53:37.360 --> 00:53:41.360]   [SIDE CONVERSATION]
[00:53:41.360 --> 00:53:45.360]   [SIDE CONVERSATION]
[00:53:45.360 --> 00:53:49.360]   [SIDE CONVERSATION]
[00:53:49.360 --> 00:53:53.360]   [SIDE CONVERSATION]
[00:53:54.360 --> 00:53:57.360]   [SIDE CONVERSATION]
[00:53:57.360 --> 00:54:01.360]   [SIDE CONVERSATION]
[00:54:01.360 --> 00:54:05.360]   [SIDE CONVERSATION]
[00:54:05.360 --> 00:54:09.360]   [SIDE CONVERSATION]
[00:54:09.360 --> 00:54:13.360]   [SIDE CONVERSATION]
[00:54:13.360 --> 00:54:17.360]   [SIDE CONVERSATION]
[00:54:17.360 --> 00:54:21.360]   [SIDE CONVERSATION]
[00:54:22.360 --> 00:54:25.360]   [SIDE CONVERSATION]
[00:54:25.360 --> 00:54:29.360]   [SIDE CONVERSATION]
[00:54:29.360 --> 00:54:33.360]   [SIDE CONVERSATION]
[00:54:33.360 --> 00:54:37.360]   [SIDE CONVERSATION]
[00:54:37.360 --> 00:54:41.360]   [SIDE CONVERSATION]
[00:54:41.360 --> 00:54:45.360]   [SIDE CONVERSATION]
[00:54:45.360 --> 00:54:49.360]   [SIDE CONVERSATION]
[00:54:50.360 --> 00:54:53.360]   [SIDE CONVERSATION]
[00:54:53.360 --> 00:54:57.360]   [SIDE CONVERSATION]
[00:54:57.360 --> 00:55:01.360]   [SIDE CONVERSATION]
[00:55:01.360 --> 00:55:05.360]   [SIDE CONVERSATION]
[00:55:05.360 --> 00:55:09.360]   [SIDE CONVERSATION]
[00:55:09.360 --> 00:55:13.360]   [SIDE CONVERSATION]
[00:55:13.360 --> 00:55:17.360]   [SIDE CONVERSATION]
[00:55:18.360 --> 00:55:21.360]   [SIDE CONVERSATION]
[00:55:21.360 --> 00:55:25.360]   [SIDE CONVERSATION]
[00:55:25.360 --> 00:55:29.360]   [SIDE CONVERSATION]
[00:55:29.360 --> 00:55:33.360]   [SIDE CONVERSATION]
[00:55:33.360 --> 00:55:37.360]   [SIDE CONVERSATION]
[00:55:37.360 --> 00:55:41.360]   [SIDE CONVERSATION]
[00:55:41.360 --> 00:55:45.360]   [SIDE CONVERSATION]
[00:55:46.360 --> 00:55:49.360]   [SIDE CONVERSATION]
[00:55:49.360 --> 00:55:53.360]   [SIDE CONVERSATION]
[00:55:53.360 --> 00:55:57.360]   [SIDE CONVERSATION]
[00:55:57.360 --> 00:56:01.360]   [SIDE CONVERSATION]
[00:56:01.360 --> 00:56:05.360]   [SIDE CONVERSATION]
[00:56:05.360 --> 00:56:09.360]   [SIDE CONVERSATION]
[00:56:09.360 --> 00:56:13.360]   [SIDE CONVERSATION]
[00:56:14.360 --> 00:56:17.360]   [SIDE CONVERSATION]
[00:56:17.360 --> 00:56:21.360]   [SIDE CONVERSATION]
[00:56:21.360 --> 00:56:25.360]   [SIDE CONVERSATION]
[00:56:25.360 --> 00:56:29.360]   [SIDE CONVERSATION]
[00:56:29.360 --> 00:56:33.360]   [SIDE CONVERSATION]
[00:56:33.360 --> 00:56:37.360]   [SIDE CONVERSATION]
[00:56:37.360 --> 00:56:41.360]   [SIDE CONVERSATION]
[00:56:42.360 --> 00:56:45.360]   [SIDE CONVERSATION]
[00:56:45.360 --> 00:56:49.360]   [SIDE CONVERSATION]
[00:56:49.360 --> 00:56:53.360]   [SIDE CONVERSATION]
[00:56:53.360 --> 00:56:57.360]   [SIDE CONVERSATION]
[00:56:57.360 --> 00:57:01.360]   [SIDE CONVERSATION]
[00:57:01.360 --> 00:57:05.360]   [SIDE CONVERSATION]
[00:57:05.360 --> 00:57:09.360]   [SIDE CONVERSATION]
[00:57:10.360 --> 00:57:13.360]   [SIDE CONVERSATION]
[00:57:13.360 --> 00:57:17.360]   [SIDE CONVERSATION]
[00:57:17.360 --> 00:57:21.360]   [SIDE CONVERSATION]
[00:57:21.360 --> 00:57:25.360]   [SIDE CONVERSATION]
[00:57:25.360 --> 00:57:29.360]   [SIDE CONVERSATION]
[00:57:29.360 --> 00:57:33.360]   [SIDE CONVERSATION]
[00:57:33.360 --> 00:57:37.360]   [SIDE CONVERSATION]
[00:57:38.360 --> 00:57:41.360]   [SIDE CONVERSATION]
[00:57:41.360 --> 00:57:45.360]   [SIDE CONVERSATION]
[00:57:45.360 --> 00:57:49.360]   [SIDE CONVERSATION]
[00:57:49.360 --> 00:57:53.360]   [SIDE CONVERSATION]
[00:57:53.360 --> 00:57:57.360]   [SIDE CONVERSATION]
[00:57:57.360 --> 00:58:01.360]   [SIDE CONVERSATION]
[00:58:01.360 --> 00:58:05.360]   [SIDE CONVERSATION]
[00:58:06.360 --> 00:58:09.360]   [SIDE CONVERSATION]
[00:58:09.360 --> 00:58:13.360]   [SIDE CONVERSATION]
[00:58:13.360 --> 00:58:17.360]   [SIDE CONVERSATION]
[00:58:17.360 --> 00:58:21.360]   [SIDE CONVERSATION]
[00:58:21.360 --> 00:58:25.360]   [SIDE CONVERSATION]
[00:58:25.360 --> 00:58:29.360]   [SIDE CONVERSATION]
[00:58:29.360 --> 00:58:33.360]   [SIDE CONVERSATION]
[00:58:34.360 --> 00:58:37.360]   [SIDE CONVERSATION]
[00:58:37.360 --> 00:58:41.360]   [SIDE CONVERSATION]
[00:58:41.360 --> 00:58:45.360]   [SIDE CONVERSATION]
[00:58:45.360 --> 00:58:49.360]   [SIDE CONVERSATION]
[00:58:49.360 --> 00:58:53.360]   [SIDE CONVERSATION]
[00:58:53.360 --> 00:58:57.360]   [SIDE CONVERSATION]
[00:58:57.360 --> 00:59:01.360]   [SIDE CONVERSATION]
[00:59:02.360 --> 00:59:05.360]   [SIDE CONVERSATION]
[00:59:05.360 --> 00:59:09.360]   [SIDE CONVERSATION]
[00:59:09.360 --> 00:59:13.360]   [SIDE CONVERSATION]
[00:59:13.360 --> 00:59:17.360]   [SIDE CONVERSATION]
[00:59:17.360 --> 00:59:21.360]   [SIDE CONVERSATION]
[00:59:21.360 --> 00:59:25.360]   [SIDE CONVERSATION]
[00:59:25.360 --> 00:59:29.360]   [SIDE CONVERSATION]
[00:59:30.360 --> 00:59:33.360]   [SIDE CONVERSATION]
[00:59:33.360 --> 00:59:37.360]   [SIDE CONVERSATION]
[00:59:37.360 --> 00:59:41.360]   [SIDE CONVERSATION]
[00:59:41.360 --> 00:59:45.360]   [SIDE CONVERSATION]
[00:59:45.360 --> 00:59:49.360]   [SIDE CONVERSATION]
[00:59:49.360 --> 00:59:53.360]   [SIDE CONVERSATION]
[00:59:53.360 --> 00:59:57.360]   [SIDE CONVERSATION]
[00:59:58.360 --> 01:00:01.360]   [SIDE CONVERSATION]
