
[00:00:00.000 --> 00:00:02.760]   (audio cuts out)
[00:18:30.240 --> 00:18:33.680]   is arrogance before Apostle Paul and the Lord.
[00:18:33.680 --> 00:18:36.720]   And so what he says is,
[00:18:36.720 --> 00:18:39.720]   and so when you don't have that sympathy,
[00:18:39.720 --> 00:18:43.580]   you're not gonna do anything about it, right?
[00:18:43.580 --> 00:18:45.140]   You're not gonna do anything about it.
[00:18:45.140 --> 00:18:48.240]   When you don't have that personal association
[00:18:48.240 --> 00:18:50.360]   and say, "This is our guilt, this is our sin,
[00:18:50.360 --> 00:18:53.080]   "and we grieve together, we hurt together,"
[00:18:53.080 --> 00:18:55.080]   then you're not gonna do anything about it.
[00:18:55.080 --> 00:18:58.600]   And so what Apostle Paul is essentially saying,
[00:18:58.600 --> 00:19:00.780]   in the A and in his B, he says,
[00:19:00.780 --> 00:19:03.320]   "Oh, this is what I wanted you to read, sorry.
[00:19:03.320 --> 00:19:04.760]   "Can you read verse,"
[00:19:04.760 --> 00:19:07.000]   wait, never mind.
[00:19:07.000 --> 00:19:09.760]   Can you read verse two again?
[00:19:09.760 --> 00:19:12.040]   I feel like I'm totally missing something here.
[00:19:12.040 --> 00:19:13.840]   Can you read verse two one more time?
[00:19:13.840 --> 00:19:14.680]   NIV.
[00:19:14.680 --> 00:19:16.480]   Yeah.
[00:19:16.480 --> 00:19:19.280]   - And you are proud.
[00:19:19.280 --> 00:19:21.200]   Shouldn't you rather have been filled with grief
[00:19:21.200 --> 00:19:24.760]   and sadness out of your fellowship than man to resist?
[00:19:24.760 --> 00:19:26.440]   - Thank you, okay.
[00:19:26.440 --> 00:19:29.160]   So in the A and A and S and B, it reads like,
[00:19:29.160 --> 00:19:31.280]   you became arrogant and you have not mourned
[00:19:31.280 --> 00:19:35.120]   so that the one who did this would be removed.
[00:19:35.120 --> 00:19:37.960]   In the NIV, Apostle Paul is direct and says,
[00:19:37.960 --> 00:19:41.000]   "You're proud, shouldn't you have mourned?"
[00:19:41.000 --> 00:19:42.760]   You see the difference?
[00:19:42.760 --> 00:19:45.640]   Apostle Paul is making an exhortation,
[00:19:45.640 --> 00:19:48.560]   saying, "Shouldn't you have mourned with your brother?"
[00:19:48.560 --> 00:19:50.680]   Okay?
[00:19:50.680 --> 00:19:52.180]   I'll tell you from a personal experience.
[00:19:52.180 --> 00:19:53.520]   I remember in college,
[00:19:53.520 --> 00:19:55.160]   I think I've shared with you guys a lot of times
[00:19:55.160 --> 00:19:58.260]   that I struggled a lot with various things in college.
[00:20:00.080 --> 00:20:02.800]   And I felt like I struggled with all kinds of arrogance
[00:20:02.800 --> 00:20:06.320]   and I felt like I also struggled with immorality.
[00:20:06.320 --> 00:20:08.720]   I felt like I struggled with lack of self-control.
[00:20:08.720 --> 00:20:13.040]   I'm not gonna say who because it could be
[00:20:13.040 --> 00:20:14.440]   potentially embarrassing and whatnot,
[00:20:14.440 --> 00:20:16.480]   but I remember there was a point
[00:20:16.480 --> 00:20:17.920]   where I was just really broken
[00:20:17.920 --> 00:20:21.020]   because in my college years, I felt like,
[00:20:21.020 --> 00:20:23.440]   oh, so frustrated with myself.
[00:20:23.440 --> 00:20:25.120]   I kept sinning over the same thing
[00:20:25.120 --> 00:20:27.160]   again and again and again.
[00:20:27.160 --> 00:20:29.280]   And every small group time we had, week to week,
[00:20:29.280 --> 00:20:31.160]   it was like the same old story.
[00:20:31.160 --> 00:20:34.120]   And I felt guilty, ashamed, and embarrassed
[00:20:34.120 --> 00:20:35.920]   that I had to say the same prayer request
[00:20:35.920 --> 00:20:37.840]   again and again and again.
[00:20:37.840 --> 00:20:39.000]   And so at one point or another,
[00:20:39.000 --> 00:20:40.720]   I pulled aside this brother
[00:20:40.720 --> 00:20:44.440]   and I just made one of those really awkward moments
[00:20:44.440 --> 00:20:46.440]   where I just started crying.
[00:20:46.440 --> 00:20:48.440]   And I just started crying and I said,
[00:20:48.440 --> 00:20:51.580]   it sucks that I just can't win.
[00:20:51.580 --> 00:20:55.500]   It sucks that this sin is beating me up every week.
[00:20:56.600 --> 00:20:59.880]   And this brother looked at me
[00:20:59.880 --> 00:21:02.140]   and all of a sudden, he just cried with me.
[00:21:02.140 --> 00:21:05.640]   He just started crying with me.
[00:21:05.640 --> 00:21:07.980]   And I remember crying together
[00:21:07.980 --> 00:21:10.120]   and after that, feeling so motivated.
[00:21:10.120 --> 00:21:16.240]   It hurts to wrestle with sin to this degree,
[00:21:16.240 --> 00:21:20.880]   but feeling his sympathy made me all the more motivated.
[00:21:20.880 --> 00:21:22.240]   I'm gonna keep persevering.
[00:21:24.240 --> 00:21:27.200]   I wanna, in this moment,
[00:21:27.200 --> 00:21:30.160]   just think about that for a moment and move on.
[00:21:30.160 --> 00:21:35.160]   Apostle Paul is not simply saying,
[00:21:35.160 --> 00:21:39.720]   hey, you were supposed to get rid of this guy, what's up?
[00:21:39.720 --> 00:21:42.560]   'Cause that's not exactly what he was upset about.
[00:21:42.560 --> 00:21:44.520]   His first statement in saying to,
[00:21:44.520 --> 00:21:48.080]   addressing the church wasn't, he should've been gone.
[00:21:48.080 --> 00:21:49.560]   Right?
[00:21:49.560 --> 00:21:53.400]   Essentially, his exhortation to them is,
[00:21:53.400 --> 00:21:55.280]   how could your heart be so selfish
[00:21:55.280 --> 00:21:58.600]   that you didn't care to mourn with this brother?
[00:21:58.600 --> 00:22:00.900]   Right?
[00:22:00.900 --> 00:22:03.800]   Like, he is addressing the issue of the heart.
[00:22:03.800 --> 00:22:06.200]   How could you be so careless?
[00:22:06.200 --> 00:22:07.300]   Yeah?
[00:22:07.300 --> 00:22:09.600]   Let's move to the next verses.
[00:22:09.600 --> 00:22:11.400]   Okay, let's move to the next verses.
[00:22:11.400 --> 00:22:16.760]   And what I'd like you to do really quickly,
[00:22:16.760 --> 00:22:21.260]   oh, you know what, I didn't give you the section heading.
[00:22:21.260 --> 00:22:23.960]   Well, I actually wanted you guys to do that on your own.
[00:22:23.960 --> 00:22:28.280]   Okay, so take a moment, summarize verse one and two.
[00:22:28.280 --> 00:22:30.520]   What is Apostle Paul doing there?
[00:22:30.520 --> 00:22:32.840]   And just give it a little title, okay?
[00:22:32.840 --> 00:22:34.240]   And then after you're done with that,
[00:22:34.240 --> 00:22:35.960]   go to verse three and four.
[00:22:35.960 --> 00:22:39.860]   And what you're gonna do is, this sentence,
[00:22:39.860 --> 00:22:44.480]   it's like actually one big, long, run-on sentence,
[00:22:44.480 --> 00:22:47.600]   is complicated because it has many dependent clauses
[00:22:47.600 --> 00:22:49.920]   attached to independent clauses.
[00:22:49.920 --> 00:22:52.220]   What I'd like you to do is just circle
[00:22:52.220 --> 00:22:56.900]   the main independent clauses that you see in English, okay?
[00:22:56.900 --> 00:22:59.100]   Just so that you get what's the gist,
[00:22:59.100 --> 00:23:00.940]   what's the main point.
[00:23:00.940 --> 00:23:02.860]   And then you're gonna see that when you do that,
[00:23:02.860 --> 00:23:05.700]   you'll notice how the dependent clauses
[00:23:05.700 --> 00:23:08.080]   attach to the main one, okay?
[00:23:08.080 --> 00:23:10.580]   How many of you guys don't know the difference
[00:23:10.580 --> 00:23:12.340]   between independent and dependent clauses?
[00:23:12.340 --> 00:23:14.420]   (laughs)
[00:23:14.420 --> 00:23:19.580]   I just started seeing people smirking, like,
[00:23:19.580 --> 00:23:21.480]   "Hey, I'm just gonna circle something."
[00:23:21.480 --> 00:23:23.560]   (laughs)
[00:23:23.560 --> 00:23:24.580]   - That was a PSL.
[00:23:24.580 --> 00:23:26.660]   (laughs)
[00:23:26.660 --> 00:23:29.500]   - Eric, I'll give you a bye on this.
[00:23:29.500 --> 00:23:30.900]   Someone lean over and help him.
[00:23:30.900 --> 00:23:32.540]   (laughs)
[00:23:32.540 --> 00:23:34.740]   All right, so,
[00:23:34.740 --> 00:23:38.580]   it's just exactly what it sounds like.
[00:23:38.580 --> 00:23:40.860]   Dependent clauses cannot stand on its own,
[00:23:40.860 --> 00:23:44.140]   otherwise, grammatically, it'll sound very awkward.
[00:23:44.140 --> 00:23:46.340]   After going to the mall, period,
[00:23:46.340 --> 00:23:47.580]   that's a dependent clause.
[00:23:47.940 --> 00:23:49.700]   It cannot stand on its own.
[00:23:49.700 --> 00:23:53.740]   An independent clause has both subject and predicate,
[00:23:53.740 --> 00:23:56.340]   and it can stand on its own, okay?
[00:23:56.340 --> 00:23:57.180]   A dependent--
[00:23:57.180 --> 00:23:59.260]   (laughs)
[00:23:59.260 --> 00:24:03.220]   It's like, it's, no, it's easy, just do it.
[00:24:03.220 --> 00:24:04.420]   (laughs)
[00:24:04.420 --> 00:24:05.260]   All right.
[00:24:05.420 --> 00:24:07.500]   (laughs)
[00:24:07.500 --> 00:24:10.420]   (clippers buzzing)
[00:24:10.420 --> 00:24:13.340]   (clippers buzzing)
[00:24:13.340 --> 00:24:16.260]   (clippers buzzing)
[00:24:16.260 --> 00:24:19.180]   (clippers buzzing)
[00:24:19.180 --> 00:24:22.100]   (clippers buzzing)
[00:24:22.100 --> 00:24:25.020]   (clippers buzzing)
[00:24:25.020 --> 00:24:27.940]   (clippers buzzing)
[00:24:27.940 --> 00:24:30.860]   (clippers buzzing)
[00:24:30.860 --> 00:24:33.780]   (clippers buzzing)
[00:24:33.780 --> 00:24:36.700]   (clippers buzzing)
[00:25:01.740 --> 00:25:04.580]   So again, it's verse three and four together,
[00:25:04.580 --> 00:25:07.180]   sorry, verse three to five together
[00:25:07.180 --> 00:25:09.460]   is actually kinda one section,
[00:25:09.460 --> 00:25:13.540]   indicated in your Bibles by, again,
[00:25:13.540 --> 00:25:16.380]   the numbers, when they're bolded in your Bibles,
[00:25:16.380 --> 00:25:19.020]   show you paragraph markers, okay?
[00:25:19.020 --> 00:25:20.860]   So that's one section together,
[00:25:20.860 --> 00:25:24.140]   and it is a little complicated
[00:25:24.140 --> 00:25:26.300]   because it's like a big run-on sentence
[00:25:26.300 --> 00:25:28.680]   with lots of little dependent clauses.
[00:25:28.680 --> 00:25:31.340]   I'll tell you a funny story while you guys do that.
[00:25:31.340 --> 00:25:34.660]   So when I started seminary back in 2006,
[00:25:34.660 --> 00:25:37.020]   I had a roommate who I believed to be a genius.
[00:25:37.020 --> 00:25:39.260]   He was one of those guys who could read a book in an hour.
[00:25:39.260 --> 00:25:43.100]   He's actually a, he has a doctorate in Greek
[00:25:43.100 --> 00:25:45.140]   and he's teaching on the East Coast right now.
[00:25:45.140 --> 00:25:46.380]   But when we started seminary,
[00:25:46.380 --> 00:25:48.340]   we had to take a grammar exam
[00:25:48.340 --> 00:25:50.820]   because we work with languages so much, right?
[00:25:50.820 --> 00:25:52.900]   I was so scared, I was like, oh my God,
[00:25:52.900 --> 00:25:55.660]   his name is Sean, I was like, Sean, I'm totally a fob.
[00:25:55.660 --> 00:25:59.700]   Like, you know, I was born in Korea, my English sucks,
[00:25:59.700 --> 00:26:01.780]   like I don't even read a lot, I don't write a lot and stuff,
[00:26:01.780 --> 00:26:03.660]   so I was like sweating and I studied so hard.
[00:26:03.660 --> 00:26:05.700]   He's like, don't worry about it, be easy.
[00:26:05.700 --> 00:26:07.380]   He failed. (laughs)
[00:26:07.380 --> 00:26:08.820]   And I passed.
[00:26:08.820 --> 00:26:09.660]   And I went, blah!
[00:26:09.660 --> 00:26:12.540]   Anyway, it was pretty funny.
[00:26:12.540 --> 00:26:15.140]   Everybody kinda, you know,
[00:26:15.140 --> 00:26:19.140]   grammar's like nobody's best thing, best subject, so.
[00:26:19.140 --> 00:26:21.380]   Anyway, did you guys get the main clause?
[00:26:21.380 --> 00:26:23.380]   What'd you guys get as the main clause?
[00:26:23.380 --> 00:26:28.260]   How about somebody from the guys table
[00:26:28.260 --> 00:26:30.540]   right in front of me, right here?
[00:26:30.540 --> 00:26:31.980]   By the way, we have some--
[00:26:31.980 --> 00:26:35.900]   (audience member speaks off mic)
[00:26:35.900 --> 00:26:38.940]   - For I have already judged him.
[00:26:38.940 --> 00:26:43.260]   - Okay, so in verse five, I have, wait, what?
[00:26:43.260 --> 00:26:44.100]   Oh, verse three.
[00:26:44.100 --> 00:26:46.140]   - For I have already judged him.
[00:26:46.140 --> 00:26:48.620]   - Good, for I have already judged him.
[00:26:48.620 --> 00:26:50.860]   Good, that's one little segment right there.
[00:26:50.860 --> 00:26:52.660]   What's the other one?
[00:26:52.660 --> 00:26:55.300]   - I have decided to deliver such a way.
[00:26:55.300 --> 00:26:56.780]   - Great.
[00:26:56.780 --> 00:27:00.140]   I have decided to deliver such a one to Satan, okay?
[00:27:00.140 --> 00:27:05.140]   So, if you were to simplify this,
[00:27:05.140 --> 00:27:08.420]   you would kinda put it together by saying,
[00:27:08.420 --> 00:27:12.060]   Apostle Paul says to them in the first section,
[00:27:12.060 --> 00:27:13.380]   this is what you guys are doing.
[00:27:13.380 --> 00:27:15.980]   You're allowing sin and immorality to exist among you,
[00:27:15.980 --> 00:27:17.540]   and you are arrogant, why?
[00:27:17.540 --> 00:27:20.380]   'Cause for I, I have already judged him, right?
[00:27:20.380 --> 00:27:24.460]   That's essentially what he's saying.
[00:27:24.460 --> 00:27:27.580]   Now, as he's saying that, though,
[00:27:27.580 --> 00:27:30.500]   we have to now ask the question, but what does that mean?
[00:27:30.500 --> 00:27:34.420]   There are several interpretive ways
[00:27:34.420 --> 00:27:37.580]   that you can go about this, but in your own words,
[00:27:37.580 --> 00:27:40.460]   what do you think he means by what he,
[00:27:40.460 --> 00:27:42.980]   so the first question I have for you is,
[00:27:42.980 --> 00:27:45.180]   what is he saying that he has already done?
[00:27:46.180 --> 00:27:47.020]   Okay?
[00:27:47.020 --> 00:28:00.860]   Yes?
[00:28:00.860 --> 00:28:05.620]   - I think he has already identified that what that action
[00:28:05.620 --> 00:28:10.620]   is is sinful, so he cannot follow that church's principles.
[00:28:10.620 --> 00:28:14.020]   He has already addressed it as that.
[00:28:14.020 --> 00:28:16.420]   - Great, okay, good.
[00:28:16.420 --> 00:28:17.260]   So did you guys hear him?
[00:28:17.260 --> 00:28:19.140]   He's like, although I'm not there,
[00:28:19.140 --> 00:28:20.740]   I have already spiritually assessed
[00:28:20.740 --> 00:28:23.220]   what that person has done, right?
[00:28:23.220 --> 00:28:25.840]   So he's given a verdict about the whole situation.
[00:28:25.840 --> 00:28:29.320]   Now, looking at all the little dependent clauses
[00:28:29.320 --> 00:28:32.020]   around that, well, how would you summarize
[00:28:32.020 --> 00:28:33.300]   all those dependent clauses?
[00:28:33.300 --> 00:28:34.180]   What is he saying?
[00:28:34.180 --> 00:28:39.180]  , Yes?
[00:28:39.180 --> 00:28:55.580]   - He's one with them, even though he's not there
[00:28:55.580 --> 00:29:00.580]   and is acting in the power of Jesus
[00:29:01.820 --> 00:29:05.260]   for everyone's good.
[00:29:05.260 --> 00:29:06.820]   - Okay, great.
[00:29:06.820 --> 00:29:10.620]   He's acting in the power of Jesus for everyone's good.
[00:29:10.620 --> 00:29:15.060]   Although I'm not there, this is what I'm doing, okay?
[00:29:15.060 --> 00:29:19.300]   All right, so as I thought about,
[00:29:19.300 --> 00:29:21.460]   what is Apostle Paul saying?
[00:29:21.460 --> 00:29:22.980]   What is Apostle Paul saying?
[00:29:22.980 --> 00:29:27.980]   He's kind of, you know, when you want to convince somebody
[00:29:28.940 --> 00:29:31.140]   they need to do something, you know,
[00:29:31.140 --> 00:29:34.340]   you can use a lot of different argumentation
[00:29:34.340 --> 00:29:36.140]   as to why they need to do it.
[00:29:36.140 --> 00:29:38.220]   Apostle Paul is stacking up the reasons
[00:29:38.220 --> 00:29:40.940]   why they need to do it, essentially, right?
[00:29:40.940 --> 00:29:44.220]   And in so doing, he's saying, you need to do this
[00:29:44.220 --> 00:29:48.900]   because this is in the authority of Christ, right?
[00:29:48.900 --> 00:29:50.420]   You need to do this because this is
[00:29:50.420 --> 00:29:52.460]   in the authority of Christ.
[00:29:52.460 --> 00:29:54.980]   So as he's talking about this scenario,
[00:29:54.980 --> 00:29:57.540]   here's a guy doing some heinous act
[00:29:57.540 --> 00:29:59.460]   and they haven't done anything about it yet.
[00:29:59.460 --> 00:30:01.780]   He's saying, you have to do something about it
[00:30:01.780 --> 00:30:03.020]   and you have to do this because it's
[00:30:03.020 --> 00:30:06.580]   in the authority of Christ, okay?
[00:30:06.580 --> 00:30:09.460]   So he's adding that authority to the exhortation
[00:30:09.460 --> 00:30:11.900]   that they need to remove such an individual.
[00:30:11.900 --> 00:30:16.440]   Now, as we continue thinking about this,
[00:30:16.440 --> 00:30:22.100]   you know, that's, question number two,
[00:30:22.100 --> 00:30:24.580]   why would he talk about his spirit being with them?
[00:30:24.580 --> 00:30:26.500]   That's what I'm saying is,
[00:30:26.500 --> 00:30:28.620]   he's talking about his spirit being with them
[00:30:28.620 --> 00:30:31.840]   because it adds that element of weight,
[00:30:31.840 --> 00:30:36.100]   of authority of Christ, giving both the foundation
[00:30:36.100 --> 00:30:40.100]   and the motive behind taking such an action, okay?
[00:30:40.100 --> 00:30:43.140]   And you gotta realize that the action is difficult.
[00:30:43.140 --> 00:30:46.780]   Apostle Paul says that he's delivered such a one
[00:30:46.780 --> 00:30:49.780]   to Satan for the destruction of his flesh.
[00:30:49.780 --> 00:30:53.820]   And as he's saying that, he is far, okay?
[00:30:53.820 --> 00:30:55.620]   He is far.
[00:30:55.620 --> 00:30:59.140]   So, you can think that as he is saying,
[00:30:59.140 --> 00:31:01.340]   I am sending one out to Satan
[00:31:01.340 --> 00:31:03.020]   for the destruction of his flesh,
[00:31:03.020 --> 00:31:06.980]   he is desiring that the church execute that plan and idea.
[00:31:06.980 --> 00:31:08.180]   Okay?
[00:31:08.180 --> 00:31:11.060]   Now, for your, because there's sometimes
[00:31:11.060 --> 00:31:12.560]   so many questions about that verse,
[00:31:12.560 --> 00:31:14.300]   like what does it mean?
[00:31:14.300 --> 00:31:18.020]   I wanted to note that there are several meanings
[00:31:18.020 --> 00:31:20.540]   that some people have concluded to.
[00:31:20.540 --> 00:31:23.020]   There are commentators who would say,
[00:31:23.020 --> 00:31:26.540]   one, Apostle Paul literally wants to cast him out
[00:31:26.540 --> 00:31:29.540]   so that he would die, like literally die.
[00:31:29.540 --> 00:31:31.940]   Because this isn't so far removed
[00:31:31.940 --> 00:31:35.140]   from other scenarios where Apostle Paul said,
[00:31:35.140 --> 00:31:37.820]   for example even, even within this book
[00:31:37.820 --> 00:31:40.220]   when Apostle Paul starts talking about the communion
[00:31:40.220 --> 00:31:43.220]   in chapter 11, you do realize Apostle Paul warns him,
[00:31:43.220 --> 00:31:46.380]   saying because people don't take the communion seriously
[00:31:46.380 --> 00:31:50.180]   and in a holy manner, they're gonna die, okay?
[00:31:50.180 --> 00:31:53.020]   The other thing, they think all he's doing
[00:31:53.020 --> 00:31:56.500]   is sending him out into Satan's sphere of influence.
[00:31:56.500 --> 00:31:57.980]   He's gonna be no longer protected
[00:31:57.980 --> 00:32:00.460]   in the boundaries of the church,
[00:32:00.460 --> 00:32:03.780]   but he's going to send him out into the, you know,
[00:32:03.780 --> 00:32:07.620]   into the arena or kingdom of Satan, so to speak.
[00:32:07.620 --> 00:32:10.140]   And the other one is to say that
[00:32:10.140 --> 00:32:11.780]   Apostle Paul is saying literally
[00:32:11.780 --> 00:32:14.540]   he wants that person to physically suffer, why?
[00:32:14.540 --> 00:32:17.860]   Because if that person doesn't have the community,
[00:32:17.860 --> 00:32:21.100]   he's bound to suffer, okay?
[00:32:21.100 --> 00:32:24.380]   Will the other people, the pagans outside,
[00:32:24.380 --> 00:32:25.420]   will they receive him well?
[00:32:25.420 --> 00:32:28.920]   Somebody who is even rejected by the Christians?
[00:32:28.920 --> 00:32:30.580]   Christians weren't so popular back then.
[00:32:30.580 --> 00:32:32.820]   They were like, oh wow, Christians, you know?
[00:32:32.820 --> 00:32:35.380]   And so a lot of people are saying
[00:32:35.380 --> 00:32:39.020]   Apostle Paul wants this person to feel physical,
[00:32:39.020 --> 00:32:42.640]   literal discomfort and suffering, okay?
[00:32:43.500 --> 00:32:48.500]   Now, for me, obviously, I don't,
[00:32:48.500 --> 00:32:52.620]   from the passage, I don't think that
[00:32:52.620 --> 00:32:54.780]   he is talking about literal death here.
[00:32:54.780 --> 00:32:57.100]   Although, yes, in the Bible, there are cases
[00:32:57.100 --> 00:32:59.580]   of literal death, why?
[00:32:59.580 --> 00:33:01.780]   Because even in the context in verse 11,
[00:33:01.780 --> 00:33:06.780]   it doesn't sound like the guy is gonna die, right?
[00:33:06.780 --> 00:33:09.320]   But if somebody is cast out, that individual
[00:33:09.320 --> 00:33:11.460]   is just simply going to be cut off
[00:33:11.460 --> 00:33:13.820]   from the brotherhood of Christ.
[00:33:13.820 --> 00:33:15.180]   'Cause in verse 11, he says,
[00:33:15.180 --> 00:33:16.920]   don't associate with such a one.
[00:33:16.920 --> 00:33:21.280]   Don't have fellowship with such a one, right?
[00:33:21.280 --> 00:33:23.740]   He's not talking about somebody
[00:33:23.740 --> 00:33:25.940]   who's going to literally die.
[00:33:25.940 --> 00:33:30.480]   And so what's more, in this passage,
[00:33:30.480 --> 00:33:33.820]   in that specific verse, in verse five,
[00:33:33.820 --> 00:33:35.740]   he says he's going to deliver such a one
[00:33:35.740 --> 00:33:38.780]   to Satan for the destruction of his flesh.
[00:33:38.780 --> 00:33:41.700]   The NIV passage, the translation,
[00:33:41.700 --> 00:33:43.980]   does some of the interpretive work for us
[00:33:43.980 --> 00:33:47.860]   and interprets it for the destruction of sinful nature.
[00:33:47.860 --> 00:33:52.140]   And so in doing that, basically, NIV is taking
[00:33:52.140 --> 00:33:53.740]   a position saying we're talking about
[00:33:53.740 --> 00:33:55.340]   something spiritual here.
[00:33:55.340 --> 00:33:57.100]   We're not talking about the Apostle Paul
[00:33:57.100 --> 00:33:59.060]   wants that person to physically go hungry
[00:33:59.060 --> 00:34:01.020]   because he doesn't have the Christian community.
[00:34:01.020 --> 00:34:03.180]   He's gonna be lonely, he's gonna be persecuted
[00:34:03.180 --> 00:34:04.740]   by the pagans.
[00:34:04.740 --> 00:34:07.740]   No, he's talking about something spiritual, right?
[00:34:07.740 --> 00:34:10.020]   And so I definitely, for me, I take the position
[00:34:10.020 --> 00:34:12.300]   to saying Apostle Paul, he is saying
[00:34:12.300 --> 00:34:15.580]   what we kind of naturally would think about this passage.
[00:34:15.580 --> 00:34:17.740]   If Apostle Paul is saying you need to mourn
[00:34:17.740 --> 00:34:20.700]   over this man's sin, remove him from your midst,
[00:34:20.700 --> 00:34:22.820]   he is doing that call of Christ to say
[00:34:22.820 --> 00:34:25.020]   take him out of your community
[00:34:25.020 --> 00:34:27.860]   and no longer treat him like a Christian.
[00:34:27.860 --> 00:34:30.380]   But consider him someone still bound
[00:34:30.380 --> 00:34:32.340]   underneath the reign of Satan.
[00:34:32.340 --> 00:34:34.360]   Okay?
[00:34:34.360 --> 00:34:36.580]   Question.
[00:34:36.580 --> 00:34:39.780]   - What does it mean by that his spirit
[00:34:39.780 --> 00:34:42.100]   may be saved in the day of the Lord Jesus?
[00:34:42.100 --> 00:34:45.020]   Is that Jesus is a creator of the world?
[00:34:45.020 --> 00:34:45.940]   - Right.
[00:34:45.940 --> 00:34:49.140]   So Eugene asked, what does it mean though
[00:34:49.140 --> 00:34:51.940]   like that his spirit may be saved in the day?
[00:34:51.940 --> 00:34:55.460]   Why does it have this forward-looking aspect to it?
[00:34:55.460 --> 00:34:57.300]   I think it's because Apostle Paul,
[00:34:57.300 --> 00:35:00.300]   he says what he can say and then he sometimes
[00:35:00.300 --> 00:35:03.980]   prevents himself from saying what he cannot say.
[00:35:03.980 --> 00:35:06.300]   He's gonna send this guy out like a pagan.
[00:35:06.300 --> 00:35:08.060]   This guy is not a Christian.
[00:35:08.060 --> 00:35:10.180]   He don't have a spirit within him, right?
[00:35:10.180 --> 00:35:13.000]   But there's a sense in which could God,
[00:35:13.000 --> 00:35:18.000]   could God use this means of excommunication
[00:35:18.000 --> 00:35:20.620]   to eventually restore his soul and save him?
[00:35:20.620 --> 00:35:21.940]   He could.
[00:35:21.940 --> 00:35:24.660]   Not only that, but we could ask the question
[00:35:24.660 --> 00:35:27.000]   what is the goal of the excommunication here?
[00:35:27.000 --> 00:35:30.260]   From that little phrase that Eugene
[00:35:30.260 --> 00:35:32.100]   just kind of highlighted now,
[00:35:32.100 --> 00:35:33.100]   what do you think would be then
[00:35:33.100 --> 00:35:34.780]   the goal of excommunication?
[00:35:35.300 --> 00:35:36.340]   - Restoration.
[00:35:36.340 --> 00:35:37.780]   - Restoration.
[00:35:37.780 --> 00:35:39.680]   You guys should write that in.
[00:35:39.680 --> 00:35:42.340]   That there's a sense in which even in the casting out
[00:35:42.340 --> 00:35:44.660]   of the pagan, like the sinning individual,
[00:35:44.660 --> 00:35:47.540]   this guy who is sinning like heinously
[00:35:47.540 --> 00:35:50.260]   against his father and mother and the church,
[00:35:50.260 --> 00:35:52.380]   the goal is still redemptive.
[00:35:52.380 --> 00:35:54.740]   The goal is still redemptive.
[00:35:54.740 --> 00:35:56.580]   But I wanna read you a passage
[00:35:56.580 --> 00:36:01.740]   in 1 Timothy chapter one, verse 19 through 20, okay?
[00:36:01.740 --> 00:36:03.900]   1 Timothy chapter one, verse 19 through 20.
[00:36:03.900 --> 00:36:08.900]   I believe I have it in your packets.
[00:36:08.900 --> 00:36:11.700]   And this is another passage of Apostle Paul,
[00:36:11.700 --> 00:36:13.940]   again a church letter to Timothy.
[00:36:13.940 --> 00:36:15.900]   He says, "Keeping faith in a good conscience,
[00:36:15.900 --> 00:36:20.260]   "which some have rejected and suffered shipwreck
[00:36:20.260 --> 00:36:21.980]   "in regard to their faith.
[00:36:21.980 --> 00:36:24.540]   "Among these are Himenaeus and Alexander,
[00:36:24.540 --> 00:36:27.360]   "whom I have handed over to Satan
[00:36:27.360 --> 00:36:30.600]   "so that they will be taught not to blaspheme."
[00:36:31.780 --> 00:36:34.140]   Okay, they will be taught not to blaspheme.
[00:36:34.140 --> 00:36:36.540]   "I just finished asking you what is the goal
[00:36:36.540 --> 00:36:40.160]   "of excommunication, and we said redemption.
[00:36:40.160 --> 00:36:41.800]   "From that passage in 1 Timothy,
[00:36:41.800 --> 00:36:43.940]   "what is the goal of excommunication?"
[00:36:43.940 --> 00:36:52.060]   Sorry?
[00:36:52.060 --> 00:36:56.340]   From the 1 Timothy passage.
[00:36:56.340 --> 00:36:59.780]   - Yeah, being taught not to blaspheme
[00:36:59.780 --> 00:37:02.980]   is there a lesson, hopefully we're learning that lesson.
[00:37:02.980 --> 00:37:06.100]   - Right, right, right.
[00:37:06.100 --> 00:37:11.100]   So, in looking at both, absolutely.
[00:37:11.100 --> 00:37:14.820]   There's a side of redemption, restoration.
[00:37:14.820 --> 00:37:18.740]   But one of the things I want us to write down is both.
[00:37:18.740 --> 00:37:23.420]   One is redemptive, but excommunication has to have
[00:37:23.420 --> 00:37:27.140]   its effect of the destruction of that sinful habit.
[00:37:29.060 --> 00:37:30.580]   Okay?
[00:37:30.580 --> 00:37:33.180]   Excommunication has to have its effect
[00:37:33.180 --> 00:37:35.860]   of stopping the sin that's existent
[00:37:35.860 --> 00:37:38.060]   in the life of the individual in the church.
[00:37:38.060 --> 00:37:40.940]   Okay?
[00:37:40.940 --> 00:37:45.940]   And so to the degree, I wanna read to you guys
[00:37:45.940 --> 00:37:47.700]   some passages in the Old Testament,
[00:37:47.700 --> 00:37:50.860]   because in this section, it has an Old Testament flavor.
[00:37:50.860 --> 00:37:52.900]   Later on, Apostle Paul is actually going to quote
[00:37:52.900 --> 00:37:54.540]   a passage from the Old Testament.
[00:37:55.500 --> 00:37:59.220]   But I wanna read to you a passage in Numbers chapter 15.
[00:37:59.220 --> 00:38:01.860]   You don't have to turn there just for the sake of time.
