
[00:00:00.000 --> 00:00:03.200]   [ Silence ]
[00:17:31.580 --> 00:17:37.000]   like anytime I say, "Hey, the Bible says you need to submit,"
[00:17:37.000 --> 00:17:38.660]   I've already lost that person.
[00:17:38.660 --> 00:17:40.160]   You know what I mean?
[00:17:40.160 --> 00:17:44.380]   If I have to use scripture to kind of like wave it and say,
[00:17:44.680 --> 00:17:46.880]   "You know, if you want to obey God, you better obey me."
[00:17:46.880 --> 00:17:52.060]   So, and if they're a committed Christian and they're committed
[00:17:52.060 --> 00:17:55.020]   to the scripture, they may, right?
[00:17:55.020 --> 00:17:59.280]   They may obey, but they're going to come kicking and screaming.
[00:17:59.280 --> 00:18:00.740]   They're not partnering with you.
[00:18:00.740 --> 00:18:03.260]   They're not, you know, they're not going to be helpful.
[00:18:03.260 --> 00:18:04.380]   They're just doing it.
[00:18:04.380 --> 00:18:06.680]   Majority of the people won't even do it, right?
[00:18:06.680 --> 00:18:10.220]   So if ever I have to come to my wife and say, "Esther,
[00:18:10.220 --> 00:18:14.000]   I'm your husband, submit," I've already lost her.
[00:18:14.800 --> 00:18:16.860]   Right? So I'm not being a good leader.
[00:18:16.860 --> 00:18:21.700]   A good leader will inspire someone to support you, right?
[00:18:21.700 --> 00:18:24.600]   So I've learned that, you know,
[00:18:24.600 --> 00:18:27.360]   even though the Bible does give me authority as a pastor,
[00:18:27.360 --> 00:18:30.820]   as a father, and as a husband, if I don't wield
[00:18:30.820 --> 00:18:33.920]   that in a humble manner, it actually will backfire on me.
[00:18:33.920 --> 00:18:38.180]   It doesn't benefit the church, and it doesn't benefit me,
[00:18:38.180 --> 00:18:40.660]   and it doesn't benefit my children, right?
[00:18:41.060 --> 00:18:44.620]   So the best way to lead with authority is
[00:18:44.620 --> 00:18:46.080]   to do exactly what Jesus did.
[00:18:46.080 --> 00:18:48.260]   Learn to empty yourself.
[00:18:48.260 --> 00:18:50.940]   And every decision you make, you make sure
[00:18:50.940 --> 00:18:52.060]   that it's for their good.
[00:18:52.060 --> 00:18:55.560]   And sometimes they won't recognize it, right?
[00:18:55.560 --> 00:18:56.760]   Especially when you're raising kids.
[00:18:56.760 --> 00:18:59.160]   You have to make decisions that they don't like.
[00:18:59.160 --> 00:19:01.800]   And at that moment, they'll be kicking and screaming,
[00:19:01.800 --> 00:19:03.360]   and you're not doing it for yourself.
[00:19:03.360 --> 00:19:04.820]   You're doing it for them.
[00:19:04.820 --> 00:19:06.800]   And a lot of times that happens in the church, too.
[00:19:06.800 --> 00:19:08.700]   We have to make decisions because we think this is best
[00:19:08.700 --> 00:19:11.020]   for the church, and you get a reaction from the church,
[00:19:11.580 --> 00:19:14.140]   and say, "But that's part of being a leader," right?
[00:19:14.140 --> 00:19:20.840]   So again, biblical authority, one-to-one,
[00:19:20.840 --> 00:19:22.180]   there is no such thing.
[00:19:22.180 --> 00:19:25.160]   In fact, I think it's dangerous because you have
[00:19:25.160 --> 00:19:27.100]   that many people who are walking around.
[00:19:27.100 --> 00:19:31.340]   And the reason why we don't put leadership hastily is
[00:19:31.340 --> 00:19:33.140]   because once that person has that kind
[00:19:33.140 --> 00:19:34.460]   of authority, it ruins them.
[00:19:34.460 --> 00:19:38.780]   You tell an immature person, and you give them authority,
[00:19:38.780 --> 00:19:40.880]   they're not going to wield it in gentleness.
[00:19:41.340 --> 00:19:42.640]   They're not going to wield it in humility.
[00:19:42.640 --> 00:19:44.520]   They're going to try to dominate people.
[00:19:44.520 --> 00:19:48.620]   And then they're going to say, "The Bible says," right?
[00:19:48.620 --> 00:19:49.960]   And it's not good for them.
[00:19:49.960 --> 00:19:51.280]   It's not good for the people underneath them.
[00:19:51.280 --> 00:19:57.960]   Okay, let me answer this, and then I'll just open it
[00:19:57.960 --> 00:19:59.760]   up to, you know, whatever questions
[00:19:59.760 --> 00:20:00.580]   that you guys might have.
[00:20:00.580 --> 00:20:04.760]   This is such a large question because it depends
[00:20:04.760 --> 00:20:06.180]   on which pocket you're looking at.
[00:20:06.180 --> 00:20:09.620]   You can -- our church is big enough where you can look
[00:20:09.620 --> 00:20:12.000]   at one group and say, "Wow, you know, so encouraged.
[00:20:12.000 --> 00:20:13.920]   They're doing so many things, and they love Christ."
[00:20:13.920 --> 00:20:15.600]   And then you go over here and talk to these people,
[00:20:15.600 --> 00:20:17.800]   it's like, "Did they even hear what I said?"
[00:20:17.800 --> 00:20:18.240]   You know what I mean?
[00:20:18.240 --> 00:20:23.220]   Like, and you can get -- I can get, like, such a large spectrum
[00:20:23.220 --> 00:20:27.220]   of response in the church where so encouraged to,
[00:20:27.220 --> 00:20:29.040]   "I don't want to do this anymore,"
[00:20:29.040 --> 00:20:31.380]   like literally within the same day.
[00:20:31.380 --> 00:20:34.760]   So it really depends on which pocket, who I'm talking to,
[00:20:34.760 --> 00:20:37.160]   and what age bracket, and at what time of the day.
[00:20:37.160 --> 00:20:40.360]   And then there's people who are strong when they were single,
[00:20:40.360 --> 00:20:42.120]   and then they struggle when they're married.
[00:20:42.120 --> 00:20:44.600]   And there's people who, you know, were struggling,
[00:20:44.600 --> 00:20:46.380]   and then they wake up when they get married.
[00:20:46.380 --> 00:20:48.500]   So, you know, it's kind of hard to say
[00:20:48.500 --> 00:20:51.340]   with one statement how the whole church is doing.
[00:20:51.340 --> 00:20:55.580]   But generally, you know, I would say, you know,
[00:20:55.580 --> 00:20:59.860]   I'm very encouraged to see, especially with the new movement
[00:20:59.860 --> 00:21:01.220]   in the church, like where we are.
[00:21:01.220 --> 00:21:05.800]   I told our church leadership, like, some --
[00:21:05.800 --> 00:21:08.400]   I don't know if anybody was here during that time.
[00:21:08.400 --> 00:21:09.780]   Joe was the only one who was here.
[00:21:09.780 --> 00:21:13.820]   There's a -- there's a very handful, like maybe six or seven
[00:21:13.820 --> 00:21:16.160]   who are maybe less than 10 who are here
[00:21:16.160 --> 00:21:17.100]   that was there at that time.
[00:21:17.100 --> 00:21:21.460]   But it was right around the time when we were --
[00:21:21.460 --> 00:21:22.360]   I was really struggling.
[00:21:22.360 --> 00:21:23.860]   I was going back and forth to Vegas,
[00:21:23.860 --> 00:21:25.920]   and I really didn't know if I was going to continue.
[00:21:25.920 --> 00:21:28.000]   It was -- I was just month to month,
[00:21:28.000 --> 00:21:29.740]   and then SR and I made a decision.
[00:21:29.740 --> 00:21:33.540]   I think it was in December, and we said, "You know what?
[00:21:33.540 --> 00:21:34.620]   We're going to sell our house.
[00:21:35.100 --> 00:21:38.040]   We're going to try to just live off of whatever we get from that,
[00:21:38.040 --> 00:21:40.660]   and then at the end of next year,
[00:21:40.660 --> 00:21:43.140]   if we're at the same place," which we were completely
[00:21:43.140 --> 00:21:45.120]   expecting because our church is already six,
[00:21:45.120 --> 00:21:46.300]   seven years old at that time.
[00:21:46.300 --> 00:21:48.060]   But at least we have nothing.
[00:21:48.060 --> 00:21:50.280]   We walk away with nothing in our pocket.
[00:21:50.280 --> 00:21:53.700]   I have no job, no money in the bank, three kids I got to feed.
[00:21:53.700 --> 00:21:56.720]   Then I could just, like, say, "Okay, what else can I do?
[00:21:56.720 --> 00:21:58.700]   I got to go get a job, and I got to take care of my family."
[00:21:58.700 --> 00:22:01.640]   And so we made that decision.
[00:22:01.640 --> 00:22:05.000]   We came out, and about one-third of the church left.
[00:22:05.000 --> 00:22:08.400]   Instead of growing, we actually had people say, "Okay,
[00:22:08.400 --> 00:22:09.700]   now it's time to leave," so they left.
[00:22:09.700 --> 00:22:11.780]   But the thing is, every time one person left,
[00:22:11.780 --> 00:22:12.920]   another person would come in.
[00:22:12.920 --> 00:22:16.000]   And so in about five, six-month period,
[00:22:16.000 --> 00:22:18.580]   we had the same number of people,
[00:22:18.580 --> 00:22:20.380]   but half the church was completely different.
[00:22:20.380 --> 00:22:23.180]   And so anybody who was kind of, like, on the fridge,
[00:22:23.180 --> 00:22:24.680]   and they weren't taking their faith seriously,
[00:22:24.680 --> 00:22:26.460]   or they're on their way out, they left.
[00:22:26.460 --> 00:22:29.880]   And then the new people came in were brand-new converts.
[00:22:29.880 --> 00:22:31.500]   They weren't, like, necessarily strong Christians,
[00:22:31.500 --> 00:22:33.260]   but they were either brand-new converts,
[00:22:33.260 --> 00:22:35.320]   or even non-Christians came in, but they were hungry.
[00:22:35.320 --> 00:22:38.480]   And then the people who remained, which are the people
[00:22:38.480 --> 00:22:41.120]   who are here now, they eventually, obviously,
[00:22:41.120 --> 00:22:42.480]   became leaders in the church.
[00:22:42.480 --> 00:22:46.120]   And so the church environment changed radically, right?
[00:22:46.120 --> 00:22:51.040]   So right around that time, I remember we --
[00:22:51.040 --> 00:22:53.080]   that's when we had Ray Cosley come,
[00:22:53.080 --> 00:22:55.000]   and he gave our first retreat.
[00:22:55.000 --> 00:22:56.960]   It was, like, six, seven years into the church,
[00:22:56.960 --> 00:22:58.280]   we had our very first retreat.
[00:22:58.280 --> 00:23:00.980]   And the reason why is because I was working.
[00:23:00.980 --> 00:23:02.360]   I just didn't have time, right?
[00:23:02.360 --> 00:23:04.480]   And it was just down the street from here.
[00:23:04.480 --> 00:23:05.900]   It wasn't Best Western.
[00:23:05.900 --> 00:23:09.100]   It was a -- if you look at the room that we were in,
[00:23:09.100 --> 00:23:12.380]   it was literally, like, here up to here.
[00:23:12.380 --> 00:23:13.640]   That was our meeting hall.
[00:23:13.640 --> 00:23:17.100]   He preached up there, and then we sat back here,
[00:23:17.100 --> 00:23:18.320]   and that's how our meeting was.
[00:23:18.320 --> 00:23:22.240]   And then we walked across the street to a hometown buffet
[00:23:22.240 --> 00:23:23.280]   for breakfast and lunch.
[00:23:23.280 --> 00:23:27.280]   Yeah, every day, because we couldn't cook,
[00:23:27.280 --> 00:23:28.760]   so it was right across the street.
[00:23:28.760 --> 00:23:30.720]   So we got so tired of that food.
[00:23:31.140 --> 00:23:34.260]   But right around that time, we were praying,
[00:23:34.260 --> 00:23:36.900]   and just the spiritual environment of the church,
[00:23:36.900 --> 00:23:40.020]   and not because we were mature, but type of excitement
[00:23:40.020 --> 00:23:42.440]   in the church completely -- there was an overhaul
[00:23:42.440 --> 00:23:46.600]   in the church, and I remember telling the church that, like,
[00:23:46.600 --> 00:23:50.060]   not that we were going to grow, but this is a church
[00:23:50.060 --> 00:23:51.480]   that I would bring my family to.
[00:23:51.480 --> 00:23:54.180]   Prior to that, I couldn't say that with confidence.
[00:23:54.180 --> 00:23:57.180]   Like, if I invited people to our church,
[00:23:57.180 --> 00:23:59.940]   I felt like I was asking them to do me a favor
[00:23:59.940 --> 00:24:02.500]   to come to my church, and I just couldn't do that.
[00:24:02.500 --> 00:24:05.200]   Right? If it's not a church that I would send my daughter to,
[00:24:05.200 --> 00:24:06.380]   I'm not going to ask you to come either.
[00:24:06.380 --> 00:24:09.860]   And so we didn't do anything to grow the church,
[00:24:09.860 --> 00:24:12.240]   because I just felt like spiritually, we just weren't there.
[00:24:12.240 --> 00:24:16.620]   And then right in that six-month period, we felt like,
[00:24:16.620 --> 00:24:20.500]   this is a church that I think I would bring people to, you know?
[00:24:20.500 --> 00:24:23.160]   Not for me, but because I think it would benefit them
[00:24:23.160 --> 00:24:24.820]   because of the fellowship of the church and everything.
[00:24:24.820 --> 00:24:27.700]   Sure enough, we did nothing, right?
[00:24:27.920 --> 00:24:30.560]   Joke contest, but we did absolutely nothing different.
[00:24:30.560 --> 00:24:34.360]   It's just from June to December,
[00:24:34.360 --> 00:24:37.280]   the church almost doubled in size.
[00:24:37.280 --> 00:24:40.440]   And again, you have to understand, like, for five,
[00:24:40.440 --> 00:24:42.520]   six years, we were the exact same.
[00:24:42.520 --> 00:24:45.160]   So why do we think that all of a sudden this is going to change?
[00:24:45.160 --> 00:24:46.500]   Because the church changed.
[00:24:46.500 --> 00:24:48.800]   It was a completely different environment in the church.
[00:24:48.800 --> 00:24:50.440]   There was a hunger growing in the church.
[00:24:50.440 --> 00:24:54.860]   I shared with our leadership that that's the sense
[00:24:54.860 --> 00:24:56.480]   that I get right now in our church,
[00:24:56.940 --> 00:24:59.200]   that there is a growing hunger in the church.
[00:24:59.200 --> 00:25:01.040]   It's not because we're doing anything like,
[00:25:01.040 --> 00:25:02.360]   "Oh, we're doing this so much better,
[00:25:02.360 --> 00:25:03.740]   and we've addressed this issue."
[00:25:03.740 --> 00:25:06.040]   It's just that for whatever the reason,
[00:25:06.040 --> 00:25:10.460]   that God is stirring up people, you know, inside the church,
[00:25:10.460 --> 00:25:12.460]   and then new people who are coming into the church.
[00:25:12.460 --> 00:25:15.340]   There is a stirring and hungering in the church
[00:25:15.340 --> 00:25:17.100]   that I haven't seen in a long time.
[00:25:17.100 --> 00:25:21.220]   And it's not that, you know, our church was bad for so long.
[00:25:21.220 --> 00:25:21.960]   It's not that.
[00:25:21.960 --> 00:25:26.220]   It's just something beyond us that God is doing,
[00:25:26.220 --> 00:25:27.900]   and I sense that, right?
[00:25:27.900 --> 00:25:29.520]   It's not because we're mature.
[00:25:29.520 --> 00:25:31.120]   It's not because we have greater programs.
[00:25:31.120 --> 00:25:33.020]   Nothing about my preaching has changed.
[00:25:33.020 --> 00:25:35.340]   It's just that there is a growing hunger.
[00:25:35.340 --> 00:25:41.700]   And because of that, I feel the same thing I sensed when we were
[00:25:41.700 --> 00:25:42.960]   at that stage of the church.
[00:25:42.960 --> 00:25:45.240]   So we're trying to prepare for that.
[00:25:45.240 --> 00:25:46.060]   We're praying.
[00:25:46.060 --> 00:25:48.320]   There's a greater sense of weightiness.
[00:25:48.320 --> 00:25:51.120]   You know, if the Lord's bringing people here who are hungry,
[00:25:51.120 --> 00:25:54.480]   I want to make sure that they're being fed, you know.
[00:25:54.480 --> 00:25:57.000]   So I'm not as overly concerned about the system,
[00:25:57.000 --> 00:26:00.060]   about the organization, because they're coming to eat.
[00:26:00.060 --> 00:26:02.760]   And I want to make sure that they're being fed.
[00:26:02.760 --> 00:26:04.920]   And if they're fed, they're going to have energy.
[00:26:04.920 --> 00:26:06.480]   And if they have energy, then they're going to go out
[00:26:06.480 --> 00:26:07.240]   and serve the church.
[00:26:07.240 --> 00:26:10.640]   And so I feel like, generally speaking, that's how I feel
[00:26:10.640 --> 00:26:11.840]   where we are at in the church.
[00:26:11.840 --> 00:26:15.460]   I am not blind to our shortcomings.
[00:26:15.460 --> 00:26:18.080]   I'm not blind to pockets of things that are going on.
[00:26:18.080 --> 00:26:20.460]   But generally speaking, there is a stirring and hungering,
[00:26:20.460 --> 00:26:23.840]   and I'm very encouraged by seeing that.
[00:26:24.600 --> 00:26:28.400]   And to be honest, it really has nothing to do with us,
[00:26:28.400 --> 00:26:30.780]   because God wants to be glorified.
[00:26:30.780 --> 00:26:32.500]   And if anything does happen, it's just
[00:26:32.500 --> 00:26:33.400]   like when our church grew.
[00:26:33.400 --> 00:26:34.260]   It's like, what did you do?
[00:26:34.260 --> 00:26:36.460]   Same thing we did when we didn't grow.
[00:26:36.460 --> 00:26:40.420]   We're doing the same thing when nobody cared.
[00:26:40.420 --> 00:26:42.060]   People walked out because of my preaching.
[00:26:42.060 --> 00:26:44.080]   We're doing the exact same thing.
[00:26:44.080 --> 00:26:46.500]   So there's nothing that's changing.
[00:26:46.500 --> 00:26:48.920]   It's just that there's a growing hunger.
[00:26:48.920 --> 00:26:53.200]   And I think people want to meet the Lord, you know.
[00:26:53.200 --> 00:26:54.780]   And I sense that that's growing.
[00:26:54.780 --> 00:26:58.720]   Yeah. Yeah, that's it.
[00:26:58.720 --> 00:27:02.420]   Okay, let me open it up if you have any questions
[00:27:02.420 --> 00:27:03.320]   that you'd like to ask.
[00:27:03.320 --> 00:27:10.160]   I know we're Asian, so I don't expect anything.
[00:27:10.160 --> 00:27:12.700]   [ Laughter ]
[00:27:13.200 --> 00:27:32.220]   [ Inaudible ]
[00:27:32.220 --> 00:27:35.900]   Yeah. You know, when I first went to Biola,
[00:27:35.900 --> 00:27:40.300]   the first time I heard somebody just end the prayer,
[00:27:40.300 --> 00:27:42.460]   and he just prays, "Thank you, Lord."
[00:27:42.760 --> 00:27:43.620]   And he just walked off.
[00:27:43.620 --> 00:27:46.640]   And I kept my eyes closed, and I said, "What was that?"
[00:27:46.640 --> 00:27:49.020]   He didn't say Jesus' name.
[00:27:49.020 --> 00:27:53.080]   So it took me a while to get used to it because, you know,
[00:27:53.080 --> 00:27:54.880]   there's things that we do, like in patterns.
[00:27:54.880 --> 00:27:57.960]   So if you happen to go to church all your life with a suit on,
[00:27:57.960 --> 00:27:58.780]   and then you go to a church
[00:27:58.780 --> 00:28:00.140]   where people are not wearing suits,
[00:28:00.140 --> 00:28:02.280]   it's just uncomfortable enough
[00:28:02.280 --> 00:28:03.820]   where you might actually not attend.
[00:28:03.820 --> 00:28:07.980]   So I had to wrestle with, is that a biblical thing
[00:28:07.980 --> 00:28:09.900]   that I need to kind of wrestle with, or is that something
[00:28:09.900 --> 00:28:11.360]   that I just need to, you know?
[00:28:11.700 --> 00:28:14.920]   And so my understanding when it says praying in Jesus' name,
[00:28:14.920 --> 00:28:16.880]   it's not some formula that if we attach
[00:28:16.880 --> 00:28:17.840]   that somehow it's better.
[00:28:17.840 --> 00:28:21.440]   Obviously, it's talking about in Jesus' name that my access
[00:28:21.440 --> 00:28:23.520]   to God is through his name, right?
[00:28:23.520 --> 00:28:27.960]   So I don't think it's an issue, as long as the person understands
[00:28:27.960 --> 00:28:30.360]   that our prayer is in the name of Christ,
[00:28:30.360 --> 00:28:34.480]   but the actual words of that, yeah.
[00:28:34.480 --> 00:28:39.860]   I try to say it just because it's a comfort thing for me,
[00:28:40.240 --> 00:28:42.820]   and I know that there's other people in the church that may kind
[00:28:42.820 --> 00:28:44.900]   of like have a reaction, "Oh, he didn't say it."
[00:28:44.900 --> 00:28:48.660]   But generally speaking, I don't want to make that like, "Okay,
[00:28:48.660 --> 00:28:50.100]   we need to say this," right?
[00:28:50.100 --> 00:28:51.920]   Because I know what it means,
[00:28:51.920 --> 00:28:54.040]   and I know that that's what they mean, yeah.
[00:28:54.040 --> 00:28:55.160]   That's my view.
[00:28:55.700 --> 00:29:10.460]   [ Inaudible ]
[00:29:10.460 --> 00:29:11.920]   Is that part of the Bible?
[00:29:11.920 --> 00:29:12.640]   >> Yeah.
[00:29:12.640 --> 00:29:17.360]   >> Again, you know, there's a difference between, you know,
[00:29:17.360 --> 00:29:19.340]   how we interpret Scripture that's prescriptive
[00:29:19.340 --> 00:29:20.140]   and descriptive.
[00:29:20.140 --> 00:29:23.260]   Descriptive is we see it in the Scripture, like they did it.
[00:29:24.160 --> 00:29:26.680]   There's a difference between that versus prescriptive saying,
[00:29:26.680 --> 00:29:28.100]   "You must do this," right?
[00:29:28.100 --> 00:29:31.940]   So those things come, like saying in Jesus' name,
[00:29:31.940 --> 00:29:33.760]   that's not even in the Bible, other than that,
[00:29:33.760 --> 00:29:35.740]   it's just through church history, people have done that.
[00:29:35.740 --> 00:29:39.300]   Saying amen is when you look at the Psalms, you know,
[00:29:39.300 --> 00:29:41.240]   they would have like some kind of prayer,
[00:29:41.240 --> 00:29:43.200]   and they would say, "Selah," or they would say, "Amen,"
[00:29:43.200 --> 00:29:44.700]   and it's said in agreement.
[00:29:44.700 --> 00:29:46.700]   So it is not commanded in Scripture,
[00:29:46.700 --> 00:29:51.180]   it's just descriptive because we see it, right?
[00:29:51.180 --> 00:29:53.520]   And that's their way of like, "Yes, thank you."
[00:29:54.060 --> 00:29:55.140]   Or say, "We agree with that."
[00:29:55.140 --> 00:29:59.220]   So it is not mandated, it just, we just see a pattern.
[00:29:59.220 --> 00:30:15.300]   [ Inaudible ]
[00:30:15.300 --> 00:30:17.840]   Yeah, so that's a good question.
[00:30:17.840 --> 00:30:20.820]   It's here, I don't know why it's not up here.
[00:30:21.140 --> 00:30:26.380]   When BMC was planted, it wasn't like we had this plan,
[00:30:26.380 --> 00:30:27.840]   you know, in five years, let's plant a church,
[00:30:27.840 --> 00:30:29.940]   so let's raise up people so we can go plant a church.
[00:30:29.940 --> 00:30:34.900]   Nor was it like, you know, never in our mind
[00:30:34.900 --> 00:30:36.860]   that we're ever going to do this, right?
[00:30:36.860 --> 00:30:39.040]   Is there a need for churches?
[00:30:39.040 --> 00:30:44.940]   Yes. But not just any church because, you know,
[00:30:44.940 --> 00:30:47.540]   I see in Irvine like every year there's three or four churches
[00:30:47.540 --> 00:30:49.820]   that want to come to Irvine because Irvine's a growing place
[00:30:49.820 --> 00:30:50.940]   and there's a campus here.
[00:30:51.580 --> 00:30:54.540]   And the Protestant church is so segmented
[00:30:54.540 --> 00:30:56.300]   that everybody has their own agenda.
[00:30:56.300 --> 00:30:58.920]   And you may be preaching the same thing
[00:30:58.920 --> 00:31:00.220]   that the other church is preaching
[00:31:00.220 --> 00:31:02.760]   and doing the exact same thing, but you want your brand.
[00:31:02.760 --> 00:31:04.040]   You know what I mean?
[00:31:04.040 --> 00:31:07.100]   And so I remember when I was going out in the street doing
[00:31:07.100 --> 00:31:09.960]   like homeless ministry, like other churches would come
[00:31:09.960 --> 00:31:12.820]   and set up just down the street and we would tell them, "Hey,
[00:31:12.820 --> 00:31:15.200]   we have a ministry here," but they wanted their church
[00:31:15.200 --> 00:31:16.100]   to feed the homeless.
[00:31:16.100 --> 00:31:18.520]   It wasn't enough to feed the homeless, it's like it had
[00:31:18.520 --> 00:31:20.500]   to be under their church name, right?
[00:31:20.980 --> 00:31:23.180]   And eventually the reason why we stopped going was
[00:31:23.180 --> 00:31:25.700]   because there was this large charismatic church that came.
[00:31:25.700 --> 00:31:27.620]   They had more money, better food.
[00:31:27.620 --> 00:31:30.500]   This lady was cooking tortilla soup every week.
[00:31:30.500 --> 00:31:31.740]   We had stale donuts.
[00:31:31.740 --> 00:31:35.200]   And then I made a tuna sandwich
[00:31:35.200 --> 00:31:37.080]   and the whole thing cost like 20 bucks.
[00:31:37.080 --> 00:31:39.480]   So obviously it wasn't good, you know?
[00:31:39.480 --> 00:31:42.180]   And then they were coming with these bags of tortilla chips
[00:31:42.180 --> 00:31:44.260]   and they had mic systems and all that.
[00:31:44.260 --> 00:31:45.620]   And we told them, "Hey, we're doing this.
[00:31:45.620 --> 00:31:47.180]   Can you join us in this?"
[00:31:47.180 --> 00:31:48.480]   They just wanted their own brand.
[00:31:48.480 --> 00:31:49.360]   So we joined them.
[00:31:50.100 --> 00:31:50.760]   So we ended up joining.
[00:31:50.760 --> 00:31:52.320]   Even though we were there for like seven years,
[00:31:52.320 --> 00:31:54.680]   we just kind of joined them, put our stuff on their table.
[00:31:54.680 --> 00:31:57.720]   But the reason why we stopped going was because they started
[00:31:57.720 --> 00:31:59.020]   to yell at the homeless people.
[00:31:59.020 --> 00:32:01.380]   Like, "If you don't -- shut up.
[00:32:01.380 --> 00:32:02.380]   I'm not going to feed you."
[00:32:02.380 --> 00:32:03.200]   And so they started --
[00:32:03.200 --> 00:32:05.400]   the homeless people would stay away from the preaching
[00:32:05.400 --> 00:32:07.420]   and then they would just come to eat and we didn't want
[00:32:07.420 --> 00:32:08.060]   to be a part of that.
[00:32:08.060 --> 00:32:09.080]   And that's why we stopped going.
[00:32:09.080 --> 00:32:12.580]   The reason why I share that story is because we have
[00:32:12.580 --> 00:32:14.220]   to be careful that our desire
[00:32:14.220 --> 00:32:16.440]   to plant churches isn't our branding
[00:32:16.440 --> 00:32:19.340]   that we're trying to spread, you know?
[00:32:19.340 --> 00:32:21.040]   That we want to make sure that it's the gospel,
[00:32:21.040 --> 00:32:23.780]   that it's the kingdom of God that we're spreading, right?
[00:32:23.780 --> 00:32:26.300]   So when we decided to plant the churches
[00:32:26.300 --> 00:32:27.600]   because we had the resources.
[00:32:27.600 --> 00:32:31.040]   When I say resources, I'm not just talking about money.
[00:32:31.040 --> 00:32:31.920]   We had manpower.
[00:32:31.920 --> 00:32:35.660]   And like, "Oh, don't we have manpower now?"
[00:32:35.660 --> 00:32:38.960]   If we had five errant choys,
[00:32:38.960 --> 00:32:41.560]   we would have planted five churches already.
[00:32:41.560 --> 00:32:44.920]   And the reason why I say that, I'm not saying that, you know,
[00:32:44.920 --> 00:32:47.340]   only errant choys of the world can plant churches.
[00:32:48.580 --> 00:32:51.460]   Pastor Aaron was very fruitful in our church.
[00:32:51.460 --> 00:32:54.260]   He -- his people loved his --
[00:32:54.260 --> 00:32:56.600]   not only his preaching and teaching, but his leadership.
[00:32:56.600 --> 00:32:58.100]   He had sound judgment.
[00:32:58.100 --> 00:33:00.660]   The years that I've observed him, it wasn't --
[00:33:00.660 --> 00:33:02.240]   even though he's a very clear teacher,
[00:33:02.240 --> 00:33:05.520]   to me his primary gift isn't teaching, it's leadership.
[00:33:05.520 --> 00:33:07.800]   He had very sound judgment.
[00:33:07.800 --> 00:33:10.780]   He's able to make hard decisions even if it is unpopular.
[00:33:10.780 --> 00:33:11.860]   So everything that I saw is like,
[00:33:11.860 --> 00:33:14.040]   he is capable of leading a church.
[00:33:14.040 --> 00:33:17.440]   So I've seen so many situations where you have a vision
[00:33:17.440 --> 00:33:19.540]   and then you find people to plug in that vision,
[00:33:19.540 --> 00:33:22.840]   and then they go out and then they struggle, you know.
[00:33:22.840 --> 00:33:24.580]   I said, "Oh, how come God's not blessing us?"
[00:33:24.580 --> 00:33:28.560]   So our typical way we do church planting is we have a vision
[00:33:28.560 --> 00:33:30.480]   and then we work hard and then we pray
[00:33:30.480 --> 00:33:32.220]   that God would join us, right?
[00:33:32.220 --> 00:33:35.460]   And I learned early on, and my philosophy is,
[00:33:35.460 --> 00:33:37.220]   see where God is working and join him.
[00:33:37.220 --> 00:33:41.120]   It was clear that God was working in Pastor Aaron's life.
[00:33:41.120 --> 00:33:44.740]   And that -- so when he decided to plant a church,
[00:33:44.740 --> 00:33:47.020]   people packed up their bags and went.
[00:33:47.620 --> 00:33:48.720]   Because they trusted him.
[00:33:48.720 --> 00:33:50.380]   They trusted his leadership.
[00:33:50.380 --> 00:33:54.220]   So even now, like if we had another Aaron Choi, you know,
[00:33:54.220 --> 00:33:57.180]   and I'm not saying that our other pastors are not capable,
[00:33:57.180 --> 00:34:00.380]   you know, but I'm saying like everything that I saw
[00:34:00.380 --> 00:34:01.820]   from my personal experience
[00:34:01.820 --> 00:34:06.420]   that would be required a high-end priority is necessary
[00:34:06.420 --> 00:34:09.760]   to be able to lead in that capacity and to be successful,
[00:34:09.760 --> 00:34:12.240]   Pastor Aaron Choi had, right?
[00:34:12.240 --> 00:34:14.560]   There's a lot of people who are capable of teaching,
[00:34:14.560 --> 00:34:15.480]   but they're not good at leading.
[00:34:16.220 --> 00:34:18.100]   There's people who are good at counseling,
[00:34:18.100 --> 00:34:20.880]   but they have a hard time like standing in front of people
[00:34:20.880 --> 00:34:21.680]   and gathering people.
[00:34:21.680 --> 00:34:24.500]   Or some people are good at counseling,
[00:34:24.500 --> 00:34:25.520]   but they're not good at preaching.
[00:34:25.520 --> 00:34:29.580]   And so when you plant the church and if you're weak in some
[00:34:29.580 --> 00:34:31.700]   of those areas, like the people
[00:34:31.700 --> 00:34:33.740]   within the congregation, they start really struggling.
[00:34:33.740 --> 00:34:36.340]   And so they're not being fed.
[00:34:36.340 --> 00:34:38.020]   They're not being led.
[00:34:38.020 --> 00:34:43.420]   So if we were in China or in India where there's nothing,
[00:34:43.420 --> 00:34:45.500]   anything is better, right?
[00:34:46.120 --> 00:34:47.180]   But that's not where we live.
[00:34:47.180 --> 00:34:48.980]   We have a church down the street.
[00:34:48.980 --> 00:34:51.880]   We have people competing to bring people to their church.
[00:34:51.880 --> 00:34:54.960]   So I would only plant the church if I thought
[00:34:54.960 --> 00:34:57.440]   that the person who's planning the church are going to be able
[00:34:57.440 --> 00:35:00.480]   to be effective in the context of all the other churches
[00:35:00.480 --> 00:35:02.240]   that are around, right?
