
[00:00:00.000 --> 00:00:07.200]   (silence)
[00:21:50.240 --> 00:21:54.520]   than any other because everything that God did through the tabernacle,
[00:21:54.520 --> 00:21:58.880]   through the cities of refuge, all of it pointed to him.
[00:21:58.880 --> 00:22:02.640]   All of it was pointed to him, to Jesus.
[00:22:02.640 --> 00:22:08.680]   So, when the scripture says that you are able to hold fast because Jesus is the
[00:22:08.680 --> 00:22:14.360]   great high priest, meaning that all the things that were embedded into the culture
[00:22:14.360 --> 00:22:20.760]   and the life of the nation of Israel, Jesus came and he fulfilled it.
[00:22:20.760 --> 00:22:26.080]   Of all the things that Jesus did, the greatest activity of the high priest
[00:22:26.080 --> 00:22:28.400]   was at the Day of Atonement.
[00:22:28.400 --> 00:22:31.160]   Let me, if you can put up the picture.
[00:22:31.160 --> 00:22:35.800]   Okay, so that's the picture of the Ark of the Covenant, and on the top of it is the
[00:22:35.800 --> 00:22:36.880]   seat of mercy.
[00:22:36.880 --> 00:22:40.120]   If you can see just to the right, you'll see Harrison Ford.
[00:22:40.120 --> 00:22:44.480]   All right, so I could have given you a better picture of the Ark of the Covenant,
[00:22:44.480 --> 00:22:48.120]   but I chose this one because this is the movie, Ark of the Covenant.
[00:22:48.120 --> 00:22:51.080]   This is my wife's favorite movie.
[00:22:51.080 --> 00:22:53.760]   But anyway, if you remember watching this movie, this is where it's from.
[00:22:53.760 --> 00:22:56.960]   That's actually a pretty good picture of the Ark of the Covenant.
[00:22:56.960 --> 00:23:03.320]   It's crooked, but the point that I'm trying to make was in the holiest of holies,
[00:23:03.320 --> 00:23:07.960]   it is a chamber where only the high priest can go in once a year at the Day
[00:23:07.960 --> 00:23:09.400]   of Atonement.
[00:23:09.400 --> 00:23:14.360]   And because he was a man, he had to go through a ritual cleansing himself.
[00:23:14.360 --> 00:23:17.040]   And once you got in there, you have to hurry up and do your business.
[00:23:17.040 --> 00:23:20.080]   So you have to take the blood of the bulls, and basically, you sprinkle it
[00:23:20.080 --> 00:23:23.720]   on the curtain, and you sprinkle it on the ark, and you sprinkle it on the seat.
[00:23:23.720 --> 00:23:27.800]   And then after you've done your work, you have to hurry up and get out.
[00:23:27.800 --> 00:23:32.720]   And only the high priest was able to enter this room once a year.
[00:23:32.720 --> 00:23:33.720]   There's no seat of rest.
[00:23:33.720 --> 00:23:36.040]   You can't go in there and just kind of hang out.
[00:23:36.040 --> 00:23:40.760]   In fact, every year, there was a fear that once a high priest entered
[00:23:40.760 --> 00:23:45.760]   into this place, that when he confronted this holy God, that he would not live.
[00:23:45.760 --> 00:23:48.600]   So he actually had to wear a bell.
[00:23:48.600 --> 00:23:52.200]   That once he went in there, and as long as the bell was ringing, he was safe.
[00:23:52.200 --> 00:23:55.000]   But if the bell stopped ringing, he did something wrong.
[00:23:55.000 --> 00:23:56.840]   Maybe he touched something he wasn't supposed to touch.
[00:23:56.840 --> 00:23:58.320]   Maybe he stayed there too long.
[00:23:58.320 --> 00:24:03.360]   And all of this was to tell the nation of Israel that once you get into the inner
[00:24:03.360 --> 00:24:10.160]   chamber of where God's glory is magnified, if you do not cover yourself
[00:24:10.160 --> 00:24:14.160]   by the blood, you shall surely die.
[00:24:14.160 --> 00:24:16.680]   That was the duty of all the duties of the high priest.
[00:24:16.680 --> 00:24:20.160]   That was the greatest of all the duties.
[00:24:20.160 --> 00:24:23.400]   Now, why is this important for us to understand?
[00:24:23.400 --> 00:24:28.920]   Because in Hebrews 9, verse 1, it says, "Now, even the first covenant had
[00:24:28.920 --> 00:24:32.040]   regulations of divine worship and earthly sanctuary."
[00:24:32.040 --> 00:24:35.600]   And then verse 11, it says, "But when Christ appeared as high priest of the good
[00:24:35.600 --> 00:24:39.960]   things to come," in other words, the heavenly things, "that all of that which
[00:24:39.960 --> 00:24:44.920]   was preparation to point to what he was going to do, he entered to the greater and
[00:24:44.920 --> 00:24:48.120]   more perfect tabernacle not made with hands."
[00:24:48.120 --> 00:24:52.200]   So when he says Jesus went into the heavenly, he's talking about this.
[00:24:52.200 --> 00:24:57.000]   That is to say, not to this creation, not through the blood of goats and calves,
[00:24:57.000 --> 00:25:00.800]   but through his own blood, he entered the holy place once for all,
[00:25:00.800 --> 00:25:03.040]   having attained eternal redemption.
[00:25:03.040 --> 00:25:07.040]   So in other words, he didn't go in there and sprinkle the goat's blood or the
[00:25:07.040 --> 00:25:07.640]   bull's blood.
[00:25:07.640 --> 00:25:13.200]   He says, "By his own blood, the most powerful life-giving blood,
[00:25:13.200 --> 00:25:18.640]   he sprinkled it in the heavenly places for the blood of goats and bulls and ashes
[00:25:18.640 --> 00:25:22.200]   of hypher, sprinkling those who have been defiled, sanctified for cleansing
[00:25:22.200 --> 00:25:22.840]   of the flesh.
[00:25:22.840 --> 00:25:27.080]   How much more will the blood of Christ, who through the eternal spirit offered
[00:25:27.080 --> 00:25:32.040]   himself without blemish to God, cleanse your conscience from dead works to serve
[00:25:32.040 --> 00:25:32.840]   the living God?"
[00:25:32.840 --> 00:25:35.960]   Why did Jesus have to be perfect?
[00:25:35.960 --> 00:25:39.840]   Because the sacrifice had to be perfect.
[00:25:39.840 --> 00:25:43.000]   Everything that he embedded into the nation of Israel.
[00:25:43.000 --> 00:25:46.800]   For this reason, he's the mediae of a new covenant so that since a death has taken
[00:25:46.800 --> 00:25:50.040]   place for the redemption of the transgression that were committed under the
[00:25:50.040 --> 00:25:53.040]   first covenant, those who have been called may receive the promise
[00:25:53.040 --> 00:25:54.400]   of eternal inheritance.
[00:25:54.400 --> 00:25:56.920]   I'm not going to go and dissect this passage because we're going to get to
[00:25:56.920 --> 00:25:59.480]   chapter 9 eventually, right?
[00:25:59.480 --> 00:26:01.240]   Give me about eight more months.
[00:26:01.240 --> 00:26:02.880]   We'll probably be there, right?
[00:26:02.880 --> 00:26:03.960]   And we'll dive into this.
[00:26:03.960 --> 00:26:08.520]   But today, the point of this is to just kind of point to you that this is what he's
[00:26:08.520 --> 00:26:14.320]   talking about in verse 14, that we are able to hold fast because of what Jesus
[00:26:14.320 --> 00:26:15.600]   has done.
[00:26:15.600 --> 00:26:16.280]   Okay?
[00:26:16.280 --> 00:26:24.280]   And let me go a little bit further of what this seat, this mercy seat represents.
[00:26:24.280 --> 00:26:29.760]   In Exodus 25, 21 through 22, God says, "You shall put the mercy seat on top
[00:26:29.760 --> 00:26:34.320]   of the ark, and in the ark, you shall put the testimony which I will give to you.
[00:26:34.320 --> 00:26:38.120]   There, I will meet with you."
[00:26:38.120 --> 00:26:39.840]   Did you get that?
[00:26:39.840 --> 00:26:44.200]   "And from above the mercy seat, from between the two cherubim which are upon the
[00:26:44.200 --> 00:26:48.280]   ark of the testimony, I will speak to you about all that I will give you in the
[00:26:48.280 --> 00:26:51.000]   commandment for the sons of Israel."
[00:26:51.000 --> 00:26:53.600]   In other words, the mercy seat, right?
[00:26:53.600 --> 00:26:57.600]   The Holy of Holies was considered God's inner chamber.
[00:26:57.600 --> 00:27:04.120]   The ark of the covenant was his footstool, and the mercy seat on top of that was
[00:27:04.120 --> 00:27:08.840]   where God was going to come and the high priest who represents Israel,
[00:27:08.840 --> 00:27:11.200]   that was their meeting place.
[00:27:11.200 --> 00:27:15.000]   And God said, "I will speak to you there."
[00:27:15.000 --> 00:27:18.960]   And that's why he had to go and sprinkle the curtain and sprinkle the seats and
[00:27:18.960 --> 00:27:26.120]   sprinkle with blood to cover so that he would not die from encountering this God.
[00:27:26.120 --> 00:27:30.720]   But here's where all of this comes together.
[00:27:30.720 --> 00:27:34.720]   Hebrews 10, 10 through 12, "By this will, we have been sanctified through the
[00:27:34.720 --> 00:27:37.040]   offering of the body of Jesus Christ once for all.
[00:27:37.040 --> 00:27:40.680]   Every priest stands daily ministering and offering time after time the same
[00:27:40.680 --> 00:27:41.320]   sacrifices.
[00:27:41.320 --> 00:27:46.200]   We can never take away sins, but he, having offered one sacrifice for sins
[00:27:46.200 --> 00:27:51.680]   for all time, sat down at the right hand of God."
[00:27:51.680 --> 00:27:54.480]   Did you catch that?
[00:27:54.480 --> 00:27:57.880]   That mercy seat was his throne.
[00:27:57.880 --> 00:28:00.840]   It was Jesus' throne.
[00:28:00.840 --> 00:28:04.240]   He said, "All the priests came and they just did their work and they heard and
[00:28:04.240 --> 00:28:07.440]   then they would leave because that wasn't their place.
[00:28:07.440 --> 00:28:12.920]   When Jesus came, sprinkled it with his blood, after all the sacrifices were made,
[00:28:12.920 --> 00:28:19.360]   the seat where God comes and man comes to connect with this holy God,
[00:28:19.360 --> 00:28:21.200]   that was his throne.
[00:28:21.200 --> 00:28:24.040]   And he sits down forever.
[00:28:24.040 --> 00:28:27.200]   In Hebrews 12, 2, again, it says, "Fixing our eyes on Jesus,
[00:28:27.200 --> 00:28:31.520]   the author and perfecter of our faith, who for the joy set before him endured the
[00:28:31.520 --> 00:28:36.160]   cross, despising the shame, and has sat down at the right hand of the
[00:28:36.160 --> 00:28:39.200]   throne of God."
[00:28:39.200 --> 00:28:45.000]   The whole drama of the Day of Atonement, of the Ark of the Covenant,
[00:28:45.000 --> 00:28:53.920]   of the priesthood, and of that mercy seat in particular was about Jesus.
[00:28:53.920 --> 00:28:58.440]   And Jesus was sent by his own blood so that he can sit at that mercy seat so
[00:28:58.440 --> 00:29:02.640]   that mankind can come to Christ in his throne.
[00:29:02.640 --> 00:29:05.080]   And that's where God speaks.
[00:29:05.080 --> 00:29:09.200]   God speaks to us through his son, Jesus Christ.
[00:29:09.200 --> 00:29:11.760]   And we speak to the Father through the Son.
[00:29:11.760 --> 00:29:13.960]   That's why he says, "When we pray, to pray in what?
[00:29:13.960 --> 00:29:16.320]   Jesus' name."
[00:29:16.320 --> 00:29:23.400]   So no man can come to God until we come and bow down to his throne first.
[00:29:23.400 --> 00:29:24.360]   He is the mediator.
[00:29:24.360 --> 00:29:28.200]   He became the perfect mediator for eternity.
[00:29:28.200 --> 00:29:34.640]   And that's why he says, "To hold on to your confession."
[00:29:34.640 --> 00:29:38.400]   And the reason why you are able to hold on to your confession is because Jesus has
[00:29:38.400 --> 00:29:40.800]   already paid the price.
[00:29:40.800 --> 00:29:44.400]   He went into the inner chamber of God, sprinkled it with his blood,
[00:29:44.400 --> 00:29:45.640]   and then he sat down.
[00:29:45.640 --> 00:29:47.240]   And then what does he say in the next passage?
[00:29:47.240 --> 00:29:53.240]   "Therefore, let us draw near to the throne of grace."
[00:29:53.240 --> 00:29:57.480]   That's the next passage.
[00:29:57.480 --> 00:30:06.760]   The cross, the cross to an unbeliever is a fixture of torture, of suffering,
[00:30:06.760 --> 00:30:12.440]   a burden, which ultimately leads to humiliation and death.
[00:30:12.440 --> 00:30:15.000]   And you can't fake that.
[00:30:15.000 --> 00:30:20.880]   If you're an unbeliever, as I said a few weeks ago, if Christ is not your rest,
[00:30:20.880 --> 00:30:24.000]   he will eventually become your burden.
[00:30:24.000 --> 00:30:29.720]   You cannot carry the burden of the cross unless you really know Christ.
[00:30:29.720 --> 00:30:31.160]   You cannot.
[00:30:31.160 --> 00:30:32.840]   You can fake it for a while.
[00:30:32.840 --> 00:30:36.960]   You can jump through the hoops and play the church game for a while.
[00:30:36.960 --> 00:30:43.080]   But only an individual whose eyes have been opened, this object of torture
[00:30:43.080 --> 00:30:51.280]   and suffering, and ultimately death became a place where we find life and joy.
[00:30:51.280 --> 00:30:58.960]   And the distinction between the two is darkness and light, and you can't fake that.
[00:30:58.960 --> 00:31:07.200]   Only a person whose eyes have been opened can come to the cross and find life.
[00:31:07.200 --> 00:31:10.680]   In 1 Corinthians 1:18, it says, "For the word of cross is foolishness to those
[00:31:10.680 --> 00:31:18.560]   who are perishing, but to us who are being saved, it is the power of God."
[00:31:18.560 --> 00:31:23.480]   The pastor who walked away from his faith.
[00:31:23.480 --> 00:31:28.080]   An individual can go that far in pretending.
[00:31:28.080 --> 00:31:31.880]   An individual can go so far as to write commentaries and books and speak
[00:31:31.880 --> 00:31:37.880]   nationally and have mega churches and have every church wanting to come and speak
[00:31:37.880 --> 00:31:45.560]   and become a mega superstar, and you can go that far and still fake it.
[00:31:45.560 --> 00:31:47.840]   And his public confession is, "Now, I feel free."
[00:31:47.840 --> 00:31:49.960]   He felt bound.
[00:31:49.960 --> 00:31:54.400]   Christ was a burden to him all these years.
[00:31:54.400 --> 00:31:55.520]   And now he says, "I'm free.
[00:31:55.520 --> 00:31:56.640]   Don't worry about me.
[00:31:56.640 --> 00:31:58.880]   I'm going where I belong."
[00:31:58.880 --> 00:32:02.760]   That was his confession, if you guys read his confession.
[00:32:02.760 --> 00:32:09.400]   But a child of God whose eyes have been opened, it will be a burden when you drift.
[00:32:09.400 --> 00:32:13.960]   If you're a child of God and when you hear his voice, today if you hear his voice,
[00:32:13.960 --> 00:32:16.800]   do not harden your heart and you fear.
[00:32:16.800 --> 00:32:19.720]   You fear that you've been drifting and you've been drifting away from where you
[00:32:19.720 --> 00:32:21.400]   find life.
[00:32:21.400 --> 00:32:24.360]   Today, if you hear his voice, do not harden your heart and it causes you
[00:32:24.360 --> 00:32:25.880]   to wake up.
[00:32:25.880 --> 00:32:28.120]   It causes you to see that this is not where you are headed.
[00:32:28.120 --> 00:32:29.200]   This is not who you are.
[00:32:29.200 --> 00:32:32.320]   And then he says, "As a result of that, you are diligent."
[00:32:32.320 --> 00:32:34.080]   What do I need to do?
[00:32:34.080 --> 00:32:35.520]   What do I need to do?
[00:32:35.520 --> 00:32:40.360]   I need to carefully consider the way I'm having fellowship.
[00:32:40.360 --> 00:32:44.360]   I know there's a lot of Christian gatherings, but are you really having
[00:32:44.360 --> 00:32:44.880]   fellowship?
[00:32:44.880 --> 00:32:48.720]   When was the last time you guys got together and really prayed for each other,
[00:32:48.720 --> 00:32:53.120]   prayed for this lost world?
[00:32:53.120 --> 00:32:59.800]   Let us be diligent that we may not have found ourselves fall short.
[00:32:59.800 --> 00:33:02.560]   And then if we are being diligent or if we're committed to being diligent,
[00:33:02.560 --> 00:33:08.560]   he says to hold fast, to not to just loosely hold on to this confession.
[00:33:08.560 --> 00:33:10.920]   Let it drift week to week.
[00:33:10.920 --> 00:33:15.120]   And whether that happens instantaneously or whether it happens eventually in time,
[00:33:15.120 --> 00:33:19.840]   not to wake up one day and realize that you never really had faith.
[00:33:19.840 --> 00:33:25.240]   But to those who are being saved, it is the power of God.
[00:33:25.240 --> 00:33:29.440]   In 2 Corinthians 2, 15 to 16, "For we are a fragrance of Christ to God
[00:33:29.440 --> 00:33:33.200]   among those who are being saved and among those who are perishing,
[00:33:33.200 --> 00:33:39.600]   to one an aroma from death to death, to the other an aroma from life to life.
[00:33:39.600 --> 00:33:42.840]   And who is adequate for these things?"
[00:33:42.840 --> 00:33:46.640]   You know, whenever we hear stories of persecution, and I'm sure you've been
[00:33:46.640 --> 00:33:51.000]   reading it as much as I have, persecution meter is not just in India,
[00:33:51.000 --> 00:33:54.480]   in China, in the Middle East, North Korea, everywhere.
[00:33:54.480 --> 00:33:58.600]   And even in the United States, there is this hostility growing
[00:33:58.600 --> 00:34:02.160]   around the world toward Christians.
[00:34:02.160 --> 00:34:08.080]   We shouldn't be surprised by that because the Bible says, "To me,
[00:34:08.080 --> 00:34:11.480]   persecution is a precursor to revival."
[00:34:11.480 --> 00:34:15.800]   Because what persecution happens, what persecution does is it reveals
[00:34:15.800 --> 00:34:18.440]   genuine faith.
[00:34:18.440 --> 00:34:22.320]   And those who do not have genuine faith will drift because if you want to stay
[00:34:22.320 --> 00:34:25.120]   safe, you have to stay in the middle ground.
[00:34:25.120 --> 00:34:26.320]   You have to make some compromises.
[00:34:26.320 --> 00:34:29.040]   You have to say certain things and do certain things so that you can fit in,
[00:34:29.040 --> 00:34:30.120]   you don't stand out.
[00:34:30.120 --> 00:34:36.440]   But those who have met Christ is not able to do that.
[00:34:36.440 --> 00:34:37.160]   He is suffocated.
[00:34:37.160 --> 00:34:41.920]   A genuine Christian is suffocated when he's not walking right with God.
[00:34:41.920 --> 00:34:47.520]   And the hostility of the world will grow when the light becomes brighter.
[00:34:47.520 --> 00:34:51.400]   So to me, the fact that persecution is rising around the world,
[00:34:51.400 --> 00:34:55.000]   it means the light is turning on brighter.
[00:34:55.000 --> 00:34:59.200]   And God is distinguishing between those who are just going through the motion
[00:34:59.200 --> 00:35:03.160]   versus those who are truly saved.
[00:35:03.160 --> 00:35:09.760]   My encouragement to us again as we, week after week, we're expositing this text,
[00:35:09.760 --> 00:35:13.360]   if you want to drift, do nothing.
[00:35:13.360 --> 00:35:14.920]   Do nothing.
[00:35:14.920 --> 00:35:16.440]   Keep doing what you're doing.
[00:35:16.440 --> 00:35:19.560]   Do what you did last Monday, do it again tomorrow.
[00:35:19.560 --> 00:35:22.720]   What you did last Tuesday, do it again Tuesday.
[00:35:22.720 --> 00:35:24.840]   What you did last month, do it again this month.
[00:35:24.840 --> 00:35:27.040]   What you did last year, do it again.
[00:35:27.040 --> 00:35:29.000]   You don't have to do anything.
[00:35:29.000 --> 00:35:31.560]   Just hear the word of God and say, "I liked your message.
[00:35:31.560 --> 00:35:33.920]   That was convicting, the end."
[00:35:33.920 --> 00:35:36.520]   And you will continue to drift, and you will continue to drift,
[00:35:36.520 --> 00:35:39.600]   continue to drift, and there will be no sense of urgency.
[00:35:39.600 --> 00:35:44.800]   And one day, you're going to find that this was all fake.
[00:35:44.800 --> 00:35:47.800]   But that is not you.
[00:35:47.800 --> 00:35:54.240]   If you've seen Jesus, if you really met Jesus, whether that was last year,
[00:35:54.240 --> 00:36:02.360]   yesterday, or 10 years ago, if you genuinely know this Jesus,
[00:36:02.360 --> 00:36:06.440]   nothing in our life, not even raising children, not even our retirement plan,
[00:36:06.440 --> 00:36:14.400]   not even getting ahead in life, nothing matters as much as this.
[00:36:14.400 --> 00:36:17.480]   Because it affects your relationship with your children.
[00:36:17.480 --> 00:36:18.840]   It affects what you do.
[00:36:18.840 --> 00:36:19.880]   It affects your income.
[00:36:19.880 --> 00:36:21.080]   It affects your retirement.
[00:36:21.080 --> 00:36:23.480]   It affects your whole life.
[00:36:23.480 --> 00:36:30.600]   If you are drifting and you understand what I am saying, today, today,
[00:36:30.600 --> 00:36:33.160]   not when your children are older, not when you have enough in the bank
[00:36:33.160 --> 00:36:38.040]   account, not when you got your job, not when things are settled, today,
[00:36:38.040 --> 00:36:45.040]   if you hear his voice, do not harden your heart.
[00:36:45.040 --> 00:36:49.120]   And I want to, again, encourage you with something practical.
[00:36:49.120 --> 00:36:52.400]   Whenever we make applications, you know, like, we have a tendency to make
[00:36:52.400 --> 00:36:55.840]   really big applications of, like, I want to be a better Christian,
[00:36:55.840 --> 00:36:59.040]   or I want to sacrifice and do this, and I want my life to count,
[00:36:59.040 --> 00:37:04.120]   and all these things may be sincere, but it's not applicable, right?
[00:37:04.120 --> 00:37:08.000]   So it's just good intention with no application.
[00:37:08.000 --> 00:37:13.040]   What I want to encourage you today is if you've been drifting,
[00:37:13.040 --> 00:37:18.240]   think of one thing that you really need to be diligent.
[00:37:18.240 --> 00:37:23.640]   Think of one thing that you really need to be diligent in doing and ask God
[00:37:23.640 --> 00:37:26.320]   to help you to do that.
[00:37:26.320 --> 00:37:33.000]   Take the step, take the actual step of being diligent and holding fast,
[00:37:33.000 --> 00:37:36.320]   and to be reminded of who he is so that we may draw near.
[00:37:36.320 --> 00:37:42.360]   So, again, as I ask the worship team to come back up, as I ask the worship team
[00:37:42.360 --> 00:37:46.720]   to come back up, and as they lead us in time of worship, I want to ask you,
[00:37:46.720 --> 00:37:49.800]   if you hear his voice, if you've been hearing his voice in the
[00:37:49.800 --> 00:37:54.440]   warning, he said, "Let us fear, let us be diligent, let us hold fast,
[00:37:54.440 --> 00:38:04.680]   let us draw near," what is one thing that you can do today to get back on track?
[00:38:04.680 --> 00:38:06.440]   What is one thing that you need to get rid of?
[00:38:06.440 --> 00:38:10.320]   What is one thing that you need to apply today?
[00:38:10.320 --> 00:38:15.000]   And begin to take the proper steps to get to the place where you need to go.
[00:38:15.000 --> 00:38:17.440]   And so, come to the Lord in prayer.
[00:38:17.440 --> 00:38:21.920]   And again, we can do this because God has already done it for us.
[00:38:21.920 --> 00:38:25.400]   God's not saying, "Prove yourself so that I may open the door."
[00:38:25.400 --> 00:38:27.000]   He says, "No, the door has been opened.
[00:38:27.000 --> 00:38:28.440]   You've been covered by the blood of Christ.
[00:38:28.440 --> 00:38:29.520]   You're my adopted child.
[00:38:29.520 --> 00:38:32.440]   Now live up to the calling that's been given to you."
[00:38:32.440 --> 00:38:36.120]   So, as we come before the Lord in prayer, let's make our prayers practical.
[00:38:36.120 --> 00:38:38.760]   "Lord, this is something that I need to do.
[00:38:38.760 --> 00:38:41.040]   I need to get rid of this and I need to do this.
[00:38:41.040 --> 00:38:42.920]   Lord, give me help."
[00:38:42.920 --> 00:38:43.360]   Okay?
[00:38:43.360 --> 00:38:45.840]   So, let's take some time to pray again as our worship team leads us.
[00:38:45.840 --> 00:38:55.840]   [SOUND]
[00:38:55.840 --> 00:39:04.400]   [BLANK_AUDIO]

