
[00:00:00.000 --> 00:00:07.000]   [silence]
[00:27:41.000 --> 00:27:46.000]   Like, why did God give the law? If the law wasn't going to fulfill God's promise of
[00:27:46.000 --> 00:27:50.000]   salvation, why did He give the law in the first place? He says, "So that the law
[00:27:50.000 --> 00:27:55.000]   would make sin utterly sinful." Now, I want you to understand the fulfillment of
[00:27:55.000 --> 00:27:59.000]   this in Israel's history. If you look at Israel's history, it's a constant cycle
[00:27:59.000 --> 00:28:05.000]   of rebelling against God, God bringing judgment, they repent, and then God
[00:28:05.000 --> 00:28:09.000]   restores them. And then when they get restored, they forget God, and then they
[00:28:09.000 --> 00:28:14.000]   rebel, God judges them, He forgives them, and then they get restored. It is a
[00:28:14.000 --> 00:28:19.000]   constant cycle, over and over again. But every time that judgment comes and they
[00:28:19.000 --> 00:28:25.000]   get restored, they go back to the same determination, right? Over and over again.
[00:28:25.000 --> 00:28:32.000]   "We won't fail you." You know, I know, we learned our lesson. We learned our
[00:28:32.000 --> 00:28:36.000]   lesson. And we're not going to do this. I know why the Babylonians came. I know why
[00:28:36.000 --> 00:28:40.000]   the Assyrians came. I know why the Midianites came. I know why the Philistines
[00:28:40.000 --> 00:28:44.000]   came. I know why judgment came over and over and over again. But every time they
[00:28:44.000 --> 00:28:50.000]   get restored, what was their conviction? "We won't fail you." As their whole
[00:28:50.000 --> 00:28:56.000]   history was about their determination to keep the law. And that's the reason why
[00:28:56.000 --> 00:29:00.000]   the Pharisees were so committed to keeping the law. They weren't going to
[00:29:00.000 --> 00:29:04.000]   make the same mistakes as their forefathers. They went into captivity
[00:29:04.000 --> 00:29:07.000]   because they refused to obey the law. They said, "No, we're not going to make that
[00:29:07.000 --> 00:29:12.000]   same mistake." And that's why they wanted to get rid of Jesus. This guy's telling
[00:29:12.000 --> 00:29:17.000]   people to not to obey the Sabbath law. It's better to get rid of one
[00:29:17.000 --> 00:29:23.000]   troublemaker than to bring the wrath of Rome and God upon us again. So each time
[00:29:23.000 --> 00:29:31.000]   God restores them, they're determined. "We're not going to fail you." And so each
[00:29:31.000 --> 00:29:36.000]   time, each time they were determined, and each time they fell, sin became
[00:29:36.000 --> 00:29:44.000]   utterly sinful, absolutely hopeless. See the whole purpose of Israel's history is
[00:29:44.000 --> 00:29:49.000]   to allow them to get to a point where they realize they have absolutely no
[00:29:49.000 --> 00:29:57.000]   hope. There was no hope. There was no hope for their government. There was no hope
[00:29:57.000 --> 00:30:02.000]   for somebody to come and save. There was no hope for power. They tried everything
[00:30:02.000 --> 00:30:07.000]   and nothing worked. And God was waiting for them to get to that point, as God was
[00:30:07.000 --> 00:30:13.000]   waiting for Abraham to get to a point where he said he was good as dead.
[00:30:13.000 --> 00:30:20.000]   She was already barren before they met him, and 30 years later it was even worse.
[00:30:20.000 --> 00:30:26.000]   But he said faith. He had faith. When there was no faith, there was nothing to
[00:30:26.000 --> 00:30:33.000]   cling on, because the only thing that they were able to hope for was God himself.
[00:30:33.000 --> 00:30:40.000]   In fact, if you look at 1 Corinthians 1, 26-29, he says, "Here's this Corinthians
[00:30:40.000 --> 00:30:43.000]   church thinking that somehow God may have chosen them because some of them were
[00:30:43.000 --> 00:30:47.000]   more prominent than others." And he says, "Do you not know that God chose you
[00:30:47.000 --> 00:30:55.000]   because you were of no repute? Because you have nothing that man could say, 'Oh,
[00:30:55.000 --> 00:31:01.000]   that's why God chose you.'" God chose you because when the world looks at you
[00:31:01.000 --> 00:31:07.000]   and says, "That? God chose you?" 1 Corinthians 1, 26-29. "But God chose what
[00:31:07.000 --> 00:31:10.000]   is foolish in the world to shame the wise. God chose what is weak in the world
[00:31:10.000 --> 00:31:14.000]   to shame the strong. God chose what is low and despised in the world, even
[00:31:14.000 --> 00:31:18.000]   things that are not, to bring nothing, the things that are, so that no human being
[00:31:18.000 --> 00:31:28.000]   might boast in the presence of God." The promise of God is not about you.
[00:31:28.000 --> 00:31:35.000]   It is not about me. It's not a display to put you on a pedestal and say, "Look how
[00:31:35.000 --> 00:31:43.000]   precious they are! Look what I—how I made them!" God's promise was a display of
[00:31:43.000 --> 00:31:49.000]   His own glory. Because it was the glory of God that we missed. It was the glory
[00:31:49.000 --> 00:31:54.000]   of God that we'd fallen short of. So if it was the glory of God that we'd fallen
[00:31:54.000 --> 00:32:00.000]   short of, it was the glory of God that has to be restored. So He displayed His
[00:32:00.000 --> 00:32:08.000]   mercy to glorify Himself. Psalm 106 verse 7, "Yet He saved them for His
[00:32:08.000 --> 00:32:15.000]   namesake, that He might make known His mighty power." His power. Isaiah 48 verse
[00:32:15.000 --> 00:32:20.000]   9, "For My namesake I defer My anger; for the sake of My praise I restrain it for
[00:32:20.000 --> 00:32:29.000]   you, that I may not cut you off." It was to display His mercy and His glory.
[00:32:29.000 --> 00:32:34.000]   That's why God waited. When it said the perfect time came, it was when Israel had
[00:32:34.000 --> 00:32:42.000]   absolutely nothing to hold on to. They're utterly helpless. And even during Jesus'
[00:32:42.000 --> 00:32:48.000]   ministry, even during Jesus' ministry, He spent most of His time—remember when we
[00:32:48.000 --> 00:32:51.000]   were going through the Gospel?—most of His time in the three cities. And at the
[00:32:51.000 --> 00:32:55.000]   end of three years of ministry in the cities, what happened? They reject Him.
[00:32:55.000 --> 00:33:02.000]   Right? John chapter 6, 66, remember that? 666. Is when all the people, the miracles
[00:33:02.000 --> 00:33:07.000]   that He performed, the miraculous food that He gave to them, and their end result?
[00:33:07.000 --> 00:33:13.000]   We don't want it. And then how was He crucified? The very people that He loved
[00:33:13.000 --> 00:33:23.000]   and cherished, He died in their hands. I mean you think about hopelessness. When
[00:33:23.000 --> 00:33:29.000]   Jesus went to that cross, yes He went voluntarily, but His own people, His own
[00:33:29.000 --> 00:33:34.000]   people, leaders of His own people who were created to glorify Him, put Him on
[00:33:34.000 --> 00:33:41.000]   that cross. We talk about hope, like having no hope. If there was any period
[00:33:41.000 --> 00:33:47.000]   when Israel had absolutely no hope, was when Jesus was being led to the cross. It
[00:33:47.000 --> 00:33:53.000]   was as dark as you can possibly be. And it was in that, it was in that darkness,
[00:33:53.000 --> 00:34:01.000]   God's glory was at display. He said it was for His glory. And that's why we have
[00:34:01.000 --> 00:34:08.000]   assurance. Because it was never about you. It was never about me. We are the
[00:34:08.000 --> 00:34:13.000]   benefactors. We benefit from Him glorifying Himself, from Him displaying
[00:34:13.000 --> 00:34:21.000]   His grace. But He is faithful to Himself. Number 2319, God is not a man that He
[00:34:21.000 --> 00:34:25.000]   should lie, or the Son of Man that He should change His mind. Has He said and
[00:34:25.000 --> 00:34:31.000]   will He not do it, or has He spoken and will He not fulfill it? That God fulfills
[00:34:31.000 --> 00:34:38.000]   His promise for His namesake. But look at what He says in verse 20, "But no
[00:34:38.000 --> 00:34:42.000]   distrust made Him waver," Abraham, "concerning the promise of God, but grew
[00:34:42.000 --> 00:34:47.000]   strong in his faith as he gave glory to God." Fully convinced that God was able
[00:34:47.000 --> 00:34:52.000]   to do what He had promised. So let's stop right here, okay? He said, "Abraham did
[00:34:52.000 --> 00:34:55.000]   not have distrust and he did not waver concerning his promise." And I want you
[00:34:55.000 --> 00:35:02.000]   to think carefully about Abraham's life. Did he ever waver? Think carefully, okay?
[00:35:02.000 --> 00:35:06.000]   Don't give a knee-jerk answer because, "No, he didn't." That's what it says here,
[00:35:06.000 --> 00:35:14.000]   right? But I want you to, I want you to think carefully. Like, did he ever waver?
[00:35:14.000 --> 00:35:21.000]   Humanly speaking. I can think of a few instances, right? Both times when he was
[00:35:21.000 --> 00:35:26.000]   out in the desert and he was so afraid that somehow the higher powers are going
[00:35:26.000 --> 00:35:30.000]   to basically take his life because his wife was so beautiful. So he had this
[00:35:30.000 --> 00:35:35.000]   great plan that, "Throw her under the bus," right? And say, "This is my sister,
[00:35:35.000 --> 00:35:41.000]   and do whatever you want with her, but please save me," all right? Man of faith.
[00:35:41.000 --> 00:35:47.000]   Never waver. And this happens twice. You know what I mean? This happens twice.
[00:35:47.000 --> 00:35:56.000]   And then, why is his son named Isaac? What does Isaac mean? Laughter. Now, did
[00:35:56.000 --> 00:36:02.000]   God name him Laughter because God said, "I'm going to give you a son." Ishmael
[00:36:02.000 --> 00:36:05.000]   is not. That was your, that was in the flesh. That was not fulfilling a promise.
[00:36:05.000 --> 00:36:10.000]   I'm going to do it, right? But a real descendant, and his name is going to be
[00:36:10.000 --> 00:36:13.000]   Isaac. But why did he name him Isaac? He named him Laughter. It wasn't because
[00:36:13.000 --> 00:36:19.000]   Isaac and Sarah heard this like, "Oh, thank you, Lord." Okay, we're going to name
[00:36:19.000 --> 00:36:26.000]   him son Laughter. Is that what that laughter meant? When God finally promised,
[00:36:26.000 --> 00:36:29.000]   He said he was as good as dead. He was completely barren. He said, "I mean, we
[00:36:29.000 --> 00:36:33.000]   had no hope when we were 70. Now we're 100. We had absolutely no chance whatsoever."
[00:36:33.000 --> 00:36:36.000]   So when God said, "It's not Ishmael. You're going to have a true descendant,"
[00:36:36.000 --> 00:36:45.000]   remember the response? Like, "God's crazy." God saw that, and He said, "I will name
[00:36:45.000 --> 00:36:52.000]   your son Laughter because you didn't believe Me." Right? That's why their son
[00:36:52.000 --> 00:36:56.000]   was named Laughter. As a constant reminder to them, "You didn't believe Me."
[00:36:56.000 --> 00:37:02.000]   So when he said, "He didn't waver concerning the promise of God." Is that a
[00:37:02.000 --> 00:37:08.000]   contradiction? That Paul forgot about Israel's history and Abraham's history?
[00:37:08.000 --> 00:37:15.000]   Is that what he means? I hope you didn't say yes because then you have a problem
[00:37:15.000 --> 00:37:20.000]   with inerrancy. All right? So, of course, it's not a contradiction. But what does
[00:37:20.000 --> 00:37:26.000]   he mean then? If Abraham didn't waver in unbelief, I think he means the exact same
[00:37:26.000 --> 00:37:32.000]   thing when Jesus says to Peter in Luke chapter 22, He says, "I pray for you so
[00:37:32.000 --> 00:37:36.000]   that your faith would not fail you because Satan has asked permission to
[00:37:36.000 --> 00:37:42.000]   sift you like wheat." Peter says, "I will not fail you. Even if everybody else
[00:37:42.000 --> 00:37:45.000]   fails you, I will not fail you." Remember what Jesus says? "Oh, you're going to
[00:37:45.000 --> 00:37:50.000]   fail Me. And you're going to fail Me three times. The rooster's not going to crow
[00:37:50.000 --> 00:37:55.000]   until you deny Me three times to My face." Wait a second. He just prayed for
[00:37:55.000 --> 00:37:59.000]   him. He just prayed that his faith would not fail him. And then he just said,
[00:37:59.000 --> 00:38:06.000]   "You're going to fail." And then he said, "But when you get back up, feed my
[00:38:06.000 --> 00:38:14.000]   sheep. Feed my sheep." So what did it mean for Peter not to fail? That he would get
[00:38:14.000 --> 00:38:21.000]   back up. He would get back up and continue. You see what he says to Abraham?
[00:38:21.000 --> 00:38:26.000]   Abraham didn't waver in unbelief, but he grew strong in his faith. He grew strong
[00:38:26.000 --> 00:38:30.000]   in his faith. His faith became stronger and stronger as he continued to follow
[00:38:30.000 --> 00:38:36.000]   God. And he didn't turn back because his hope was firmly placed on God. He didn't
[00:38:36.000 --> 00:38:44.000]   quit because he trusted in Him. Isn't that our experience? We believe that He is
[00:38:44.000 --> 00:38:53.000]   able. But our problem is, I know He is capable, but will He be faithful to the
[00:38:53.000 --> 00:38:58.000]   promise to me? And the reason why we wrestle with that is because week after
[00:38:58.000 --> 00:39:06.000]   week, we see our own struggles. And we can't discipline ourselves. The goals
[00:39:06.000 --> 00:39:10.000]   that we've met, we've made, we've achieved some, but there's a bunch of stuff that
[00:39:10.000 --> 00:39:15.000]   we weren't able to achieve. We're not where we thought that we would be at the
[00:39:15.000 --> 00:39:19.000]   age that we're at. We don't know the Scripture as much as we hoped that we
[00:39:19.000 --> 00:39:25.000]   would. We didn't evangelize to as many people as we were hoping for. And so we
[00:39:25.000 --> 00:39:32.000]   have this burden on us. I know He is capable, but maybe I didn't earn His
[00:39:32.000 --> 00:39:41.000]   grace. And that question causes you to question His faithfulness to you. I know
[00:39:41.000 --> 00:39:50.000]   He is capable, but is He faithful to me? And the answer is emphatic yes, because
[00:39:50.000 --> 00:39:57.000]   His faithfulness is to His own glory. It is to His own glory. It is to display His
[00:39:57.000 --> 00:40:03.000]   mercy. It is to display His grace, so that when we look upon the cross, we see
[00:40:03.000 --> 00:40:09.000]   Him. He fulfills His promise, and that's why He says He guarantees it. He
[00:40:09.000 --> 00:40:20.000]   guarantees it. His purpose, and His nature, and His promise never changes. And if we
[00:40:20.000 --> 00:40:30.000]   believe this, if we truly believe this, we will change. We will change. That's why
[00:40:30.000 --> 00:40:35.000]   it says in Romans chapter 4, 20 to 25, "That is why His faith was counted to Him
[00:40:35.000 --> 00:40:40.000]   as righteousness. But the words it was counted to Him were not written for His
[00:40:40.000 --> 00:40:45.000]   sake alone, but for ours also. It will be counted to us who believe in Him, who
[00:40:45.000 --> 00:40:49.000]   raised Him from the dead, Jesus our Lord, who was delivered up for our trespasses
[00:40:49.000 --> 00:40:55.000]   and raised for our justification." This is why we have assurance of salvation.
[00:40:55.000 --> 00:41:02.000]   This is why we have assurance of salvation. We became followers of Christ
[00:41:02.000 --> 00:41:07.000]   because we knew He was able. But we persevere because we know He is faithful.
[00:41:07.000 --> 00:41:15.000]   He's faithful. God does not make promises that He does not fulfill. Our salvation
[00:41:15.000 --> 00:41:22.000]   is firmly in His grasp. His grasp, not ours. Yes, we ought to be better Christians.
[00:41:22.000 --> 00:41:27.000]   Yes, we ought to read our Bible more. We ought to pray more. We ought to evangelize
[00:41:27.000 --> 00:41:33.000]   more. But our assurance of salvation is not shaken, as long as our hope is in
[00:41:33.000 --> 00:41:39.000]   Christ and Christ alone. Let's take a few minutes to pray, coming before God. And I
[00:41:39.000 --> 00:41:43.000]   know sometimes it can sound like semantics, but it's a world of difference
[00:41:43.000 --> 00:41:47.000]   between somebody who's living by faith and living by the flesh. A person who
[00:41:47.000 --> 00:41:51.000]   lives by faith is a person who's constantly responding and thanksgiving
[00:41:51.000 --> 00:41:57.000]   for what he has done. And so everything that we do is an expression of thank you.
[00:41:57.000 --> 00:42:02.000]   Thank you for loving a sinner like me. Thank you for putting up with me.
[00:42:02.000 --> 00:42:08.000]   Even despite all the distractions, even though I've been praying and asking for
[00:42:08.000 --> 00:42:15.000]   repentance for the same thing for the last 10 years. Despite all of that, thank
[00:42:15.000 --> 00:42:21.000]   you. Thank you for being faithful to your own promises, for showing your love
[00:42:21.000 --> 00:42:27.000]   toward me while I was yet a sinner. So I want to encourage you this morning, as
[00:42:27.000 --> 00:42:32.000]   you come before the Lord, if you've been weighed down by your sins, come before
[00:42:32.000 --> 00:42:38.000]   the Lord in repentance. Ask the Lord for forgiveness. He is faithful and just to
[00:42:38.000 --> 00:42:44.000]   forgive you of all your unrighteousness. Then once you're forgiven, live your life
[00:42:44.000 --> 00:42:49.000]   in thanksgiving. Offer your body as a living sacrifice, reasonable response to
[00:42:49.000 --> 00:42:54.000]   the grace of God. Let's take some time as we ask the worship team to come up. And
[00:42:54.000 --> 00:42:59.000]   again, I want to remind you, you know, prayer, the most effective prayer is the
[00:42:59.000 --> 00:43:03.000]   most honest prayer. Not the most theologically rich, not because you have
[00:43:03.000 --> 00:43:09.000]   the most Bible verses in your prayer, but the most honest prayer. I believe, help
[00:43:09.000 --> 00:43:15.000]   my unbelief. I believe, help my unbelief. Let's take some time to come before the
[00:43:15.000 --> 00:43:19.000]   Lord and to connect with the only God that we have any hope in.

