
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:29:20.220 --> 00:29:23.660]   who are enrolled in heaven, and to God, the judge of all,
[00:29:23.660 --> 00:29:26.460]   and to the spirits of the righteous made perfect,
[00:29:26.460 --> 00:29:28.680]   and to Jesus, the mediator of a new covenant,
[00:29:28.680 --> 00:29:31.340]   and to the sprinkled blood, which speaks better
[00:29:31.340 --> 00:29:32.740]   than the blood of Abel.
[00:29:32.740 --> 00:29:33.560]   Let's pray.
[00:29:33.560 --> 00:29:40.240]   Heavenly Father, we pray that you would help us and guide us.
[00:29:40.240 --> 00:29:43.460]   May your word take center stage.
[00:29:43.460 --> 00:29:45.400]   Protect this pulpit, Lord God,
[00:29:45.400 --> 00:29:46.940]   that your sheep will hear your voice
[00:29:46.940 --> 00:29:48.900]   and follow you and you alone.
[00:29:48.900 --> 00:29:50.500]   In Jesus' name we pray, amen.
[00:29:50.500 --> 00:29:55.420]   You know, I've shared with you many times
[00:29:55.420 --> 00:29:59.660]   that I started ministry probably earlier than I should have.
[00:29:59.660 --> 00:30:02.860]   At age 19, my former discipler, you know,
[00:30:02.860 --> 00:30:04.700]   he encouraged me to go to this church.
[00:30:04.700 --> 00:30:05.940]   His friend was planting a church,
[00:30:05.940 --> 00:30:07.020]   and why don't you go help out?
[00:30:07.020 --> 00:30:11.180]   And so I became a youth pastor at 19,
[00:30:11.180 --> 00:30:16.180]   just out of, again, just to be obedient to my discipler,
[00:30:16.180 --> 00:30:18.940]   and then I've been in ministry since.
[00:30:18.940 --> 00:30:21.940]   And there's a lot of things that I did
[00:30:21.940 --> 00:30:23.460]   as a young youth pastor.
[00:30:23.460 --> 00:30:24.300]   You know, I was a youth pastor,
[00:30:24.300 --> 00:30:27.020]   I think, from 19 to about 24, 25,
[00:30:27.020 --> 00:30:28.740]   and then I went to the college ministry,
[00:30:28.740 --> 00:30:29.940]   and then after that, the young adults,
[00:30:29.940 --> 00:30:32.660]   and then we ended up planting this church.
[00:30:32.660 --> 00:30:34.820]   But there's a lot of things that I did early on
[00:30:34.820 --> 00:30:38.580]   that I probably would not do now, right?
[00:30:38.580 --> 00:30:41.780]   And one of the things that I remember very distinctly
[00:30:41.780 --> 00:30:46.780]   was I got a cassette tape.
[00:30:46.780 --> 00:30:49.540]   Those of you guys remember what cassette tapes are?
[00:30:49.540 --> 00:30:52.380]   And in the tape, basically, it was a recording
[00:30:52.380 --> 00:30:57.140]   of a demonic encounter that this live radio program guy
[00:30:57.140 --> 00:31:00.140]   was having, and so he wanted me to listen to it.
[00:31:00.140 --> 00:31:01.180]   And so I listened to it, and I said,
[00:31:01.180 --> 00:31:02.900]   "Oh, it was very shocking."
[00:31:02.900 --> 00:31:04.780]   And so I thought, "Oh, this would be a good idea
[00:31:04.780 --> 00:31:07.100]   "to let the kids listen to it."
[00:31:07.100 --> 00:31:10.580]   And so I remember Elder Joe was also in the youth group
[00:31:10.580 --> 00:31:11.820]   at that time, so I think he's the only one.
[00:31:11.820 --> 00:31:12.800]   You were there, right?
[00:31:12.800 --> 00:31:15.020]   Yeah, he was there, so he was one of the guys
[00:31:15.020 --> 00:31:17.140]   who got traumatized that day.
[00:31:17.140 --> 00:31:20.400]   So it just happened, the night that I was playing
[00:31:20.400 --> 00:31:24.120]   that audio, it was raining and thundering,
[00:31:24.120 --> 00:31:27.540]   and it was up in the darker part of the church,
[00:31:27.540 --> 00:31:29.460]   Irvine Baptist, that I was at.
[00:31:29.460 --> 00:31:31.940]   And then, basically, the recording is,
[00:31:31.940 --> 00:31:33.700]   it was kind of like that live Bible program,
[00:31:33.700 --> 00:31:36.180]   but Bible Answer Man, and so people would just
[00:31:36.180 --> 00:31:38.460]   randomly call in and ask questions.
[00:31:38.460 --> 00:31:42.060]   And so this young girl, I think she said
[00:31:42.060 --> 00:31:44.620]   she was maybe like 15 or 16 years old,
[00:31:44.620 --> 00:31:46.820]   she called, and she seemed so disoriented.
[00:31:46.820 --> 00:31:48.740]   And you could tell that in the beginning,
[00:31:48.740 --> 00:31:49.780]   they didn't know how to deal with her,
[00:31:49.780 --> 00:31:51.560]   and she said, "I don't know why I called.
[00:31:51.560 --> 00:31:54.260]   "I just pulled over, and something led me to call,
[00:31:54.260 --> 00:31:56.100]   "and I'm not exactly sure where I'm calling.
[00:31:56.100 --> 00:31:56.940]   "What is this?"
[00:31:56.940 --> 00:32:00.420]   And so, in the beginning, it sounds like a prank call.
[00:32:00.420 --> 00:32:03.100]   But as they are having this conversation,
[00:32:03.100 --> 00:32:06.460]   she started to say things like how she was raised
[00:32:06.460 --> 00:32:10.300]   in a satanic home, and that her whole upbringing
[00:32:10.300 --> 00:32:13.740]   was to prepare her for this particular sacrifice.
[00:32:13.740 --> 00:32:18.060]   And so, initially, it sounded like, "Is this a prank call?"
[00:32:18.060 --> 00:32:21.340]   And again, this is all recording live on the radio,
[00:32:21.340 --> 00:32:22.620]   and you could tell back and forth
[00:32:22.620 --> 00:32:25.140]   that even the hosts are kind of caught off guard,
[00:32:25.140 --> 00:32:27.140]   not to know how to deal with her.
[00:32:27.140 --> 00:32:29.820]   And so they started to share the gospel with her,
[00:32:29.820 --> 00:32:33.660]   and then she said, when he mentioned the name Jesus,
[00:32:33.660 --> 00:32:37.080]   her response was shocking, because she said,
[00:32:37.080 --> 00:32:38.620]   "Who is this Jesus, this man?
[00:32:38.620 --> 00:32:41.460]   "Does he want to have sexual relations with me?"
[00:32:41.460 --> 00:32:43.960]   And obviously, it's blasphemous what she was saying,
[00:32:43.960 --> 00:32:46.740]   but the radio hosts just caught off guard,
[00:32:46.740 --> 00:32:49.220]   and she said that's the only thing that she knew,
[00:32:49.220 --> 00:32:51.100]   so ever since she was a child,
[00:32:51.100 --> 00:32:53.860]   that this happened to her repeatedly,
[00:32:53.860 --> 00:32:56.740]   and all of this, supposedly, was to prepare her
[00:32:56.740 --> 00:32:59.140]   for some sacrifice that they were gonna make.
[00:32:59.140 --> 00:33:02.740]   Well, you can tell that the radio host
[00:33:02.740 --> 00:33:04.980]   is also kind of trying to figure this out.
[00:33:04.980 --> 00:33:05.940]   Is this real?
[00:33:05.940 --> 00:33:07.820]   Is this a prank call?
[00:33:07.820 --> 00:33:09.500]   And in the middle of sharing the gospel with her,
[00:33:09.500 --> 00:33:13.580]   this is on live radio, her voice changes
[00:33:13.580 --> 00:33:16.860]   into a demonic voice, and there's dead silence
[00:33:16.860 --> 00:33:19.380]   for about 10 seconds, because you could tell
[00:33:19.380 --> 00:33:22.220]   the hosts were trying to figure out, is this real or not?
[00:33:22.220 --> 00:33:25.520]   And then the demon begins to speak,
[00:33:25.520 --> 00:33:29.500]   and so the recording is that encounter that they have,
[00:33:29.500 --> 00:33:31.360]   and this was recorded.
[00:33:31.360 --> 00:33:34.580]   So I didn't even listen to the whole thing.
[00:33:34.580 --> 00:33:35.980]   I just thought this was pretty shocking,
[00:33:35.980 --> 00:33:38.580]   and it's just that, in my wisdom,
[00:33:38.580 --> 00:33:40.940]   I thought this would be great for our youth group.
[00:33:40.940 --> 00:33:41.820]   (audience laughing)
[00:33:41.820 --> 00:33:43.940]   And at that time, I think Officer Joe
[00:33:43.940 --> 00:33:47.060]   was probably 13, 14 at that time?
[00:33:47.060 --> 00:33:47.940]   Yeah, something about that.
[00:33:47.940 --> 00:33:50.700]   So we had children as young as 12,
[00:33:50.700 --> 00:33:53.120]   maybe even younger, all the way up to 18,
[00:33:53.120 --> 00:33:54.660]   and at the end of the recording,
[00:33:54.660 --> 00:33:56.940]   it was maybe about a 10, 15-minute recording,
[00:33:56.940 --> 00:33:59.820]   at the end of it, they actually said when this happened,
[00:33:59.820 --> 00:34:02.740]   and it just happened to be exactly that same day,
[00:34:02.740 --> 00:34:07.740]   two years before, and it was two weeks before Halloween,
[00:34:07.740 --> 00:34:09.620]   that she was being prepared as a sacrifice,
[00:34:09.620 --> 00:34:10.860]   if all this is true.
[00:34:10.860 --> 00:34:16.180]   And so obviously, the kids were in shock.
[00:34:16.180 --> 00:34:19.540]   Even I was in shock, and then thunder started to happen,
[00:34:19.540 --> 00:34:20.820]   and the rain started falling,
[00:34:20.820 --> 00:34:23.040]   and then people were scared to death,
[00:34:23.040 --> 00:34:25.500]   and then it just happened that night,
[00:34:25.500 --> 00:34:28.980]   we were introducing Friday night prayer meetings,
[00:34:28.980 --> 00:34:32.340]   and so we had 110% attendance,
[00:34:32.340 --> 00:34:33.900]   and people were crying out to God.
[00:34:33.900 --> 00:34:36.580]   It was a great way to start the prayer meeting,
[00:34:36.580 --> 00:34:39.220]   'cause people were scared.
[00:34:39.220 --> 00:34:40.420]   And the reason why I say
[00:34:40.420 --> 00:34:42.200]   I probably would not have done that again,
[00:34:42.200 --> 00:34:45.100]   because I found out way later
[00:34:45.100 --> 00:34:47.460]   that some of the younger girls were so scared
[00:34:47.460 --> 00:34:50.180]   that they couldn't sleep at night for months,
[00:34:50.180 --> 00:34:53.560]   and they didn't even tell me this until way later
[00:34:53.560 --> 00:34:56.000]   that they couldn't even wake up in the middle of the night,
[00:34:56.000 --> 00:34:59.120]   because they were so scared of what they heard.
[00:34:59.120 --> 00:35:00.700]   Now, I tell you all of this,
[00:35:00.700 --> 00:35:02.560]   not to say like, oh, the Demers are real.
[00:35:02.560 --> 00:35:05.120]   Of course the Demons are real, right?
[00:35:05.120 --> 00:35:07.520]   But the purpose of this story, to tell you the story,
[00:35:07.520 --> 00:35:10.840]   isn't that like, was that a prank, was that real?
[00:35:10.840 --> 00:35:13.360]   But that's not really my point, right?
[00:35:13.360 --> 00:35:17.680]   It seemed very real, but the point of my story is,
[00:35:17.680 --> 00:35:20.760]   whenever we hear stories of demonic encounters,
[00:35:20.760 --> 00:35:22.680]   whether it's here or overseas,
[00:35:22.680 --> 00:35:26.520]   our immediate response is fear, right?
[00:35:26.520 --> 00:35:31.960]   But is that fear based upon what we've learned in Scripture,
[00:35:31.960 --> 00:35:35.600]   or is that fear based upon what we've been conditioned
[00:35:35.600 --> 00:35:38.180]   to think because of media?
[00:35:38.180 --> 00:35:41.920]   Now, I personally don't think Christians watching
[00:35:41.920 --> 00:35:45.180]   scary movies is a good idea, right?
[00:35:45.180 --> 00:35:49.580]   Because your frame of work of the spiritual world
[00:35:49.580 --> 00:35:52.400]   is being framed by the world.
[00:35:52.400 --> 00:35:56.120]   And so whatever you feel, instinctively,
[00:35:56.120 --> 00:35:59.040]   may be coming from you being exposed to certain things
[00:35:59.040 --> 00:36:00.440]   that is not biblical.
[00:36:00.440 --> 00:36:05.560]   And I think in a large capacity that this intense fear
[00:36:05.560 --> 00:36:08.480]   that people have of the spiritual encounter
[00:36:08.480 --> 00:36:11.440]   is not dictated by what we see in Scripture.
[00:36:11.440 --> 00:36:13.120]   It's by the world.
[00:36:13.120 --> 00:36:14.820]   And yet on the flip side,
[00:36:14.820 --> 00:36:17.140]   whenever we talk about encountering God,
[00:36:17.140 --> 00:36:19.500]   we talk about it so flippantly.
[00:36:19.500 --> 00:36:22.420]   God spoke to me, I went to God, I went to his presence.
[00:36:22.420 --> 00:36:26.860]   And not to say that none of that is true or it's wrong,
[00:36:26.860 --> 00:36:31.020]   but typically when we talk about God and his presence,
[00:36:31.020 --> 00:36:33.120]   there is no fear that's instilled.
[00:36:33.120 --> 00:36:36.560]   We think of God as this holy grandfather
[00:36:36.560 --> 00:36:39.180]   that passes out candy.
[00:36:39.180 --> 00:36:41.660]   And he, of course he doesn't like sin,
[00:36:41.660 --> 00:36:44.200]   but he just kind of brushes it off.
[00:36:44.200 --> 00:36:45.720]   So, oh, my son died for you, cover for you.
[00:36:45.720 --> 00:36:47.460]   And then we live by these cliches.
[00:36:47.460 --> 00:36:49.440]   And so whenever we talk about the presence of God,
[00:36:49.440 --> 00:36:50.940]   there's no fear at all.
[00:36:50.940 --> 00:36:52.540]   Just warm, fuzzy feelings.
[00:36:52.540 --> 00:36:53.700]   And yet when we talk about Satan,
[00:36:53.700 --> 00:36:56.400]   there's this trembling that is inconsistent
[00:36:56.400 --> 00:36:58.360]   with what we see in Scripture.
[00:36:58.360 --> 00:37:02.480]   Until we have a proper view of who God is,
[00:37:02.480 --> 00:37:07.300]   other fears are always going to dominate us.
[00:37:07.300 --> 00:37:12.300]   In fact, I believe some of the greatest heresies
[00:37:12.300 --> 00:37:15.800]   that creeps into the church is coming through men
[00:37:15.800 --> 00:37:19.500]   who are more fearful of men than they are of God.
[00:37:19.500 --> 00:37:22.020]   Fear of God is the beginning of wisdom.
[00:37:22.020 --> 00:37:22.860]   Why?
[00:37:22.860 --> 00:37:25.540]   Despite whatever pressures or persecution
[00:37:25.540 --> 00:37:27.980]   or whatever things may come as a result of it,
[00:37:27.980 --> 00:37:33.080]   fear of God is what causes us to stay on the narrow path.
[00:37:33.080 --> 00:37:35.900]   In fact, the Scripture says in Romans chapter three,
[00:37:35.900 --> 00:37:38.260]   verse 10 and on,
[00:37:38.260 --> 00:37:42.380]   Apostle Paul gives a description of the fall of mankind
[00:37:42.380 --> 00:37:44.380]   and what sins that they are guilty of.
[00:37:44.380 --> 00:37:45.580]   I'm going to just read a portion of it.
[00:37:45.580 --> 00:37:46.420]   It says, "As it is written,
[00:37:46.420 --> 00:37:48.300]   "there is none righteous, not even one.
[00:37:48.300 --> 00:37:49.940]   "There is none who understands.
[00:37:49.940 --> 00:37:51.720]   "There is none who seeks for God.
[00:37:51.720 --> 00:37:52.720]   "All have turned aside.
[00:37:52.720 --> 00:37:54.060]   "Together they have become useless.
[00:37:54.060 --> 00:37:56.020]   "There is no one who does good.
[00:37:56.020 --> 00:37:57.180]   "There is not even one."
[00:37:57.180 --> 00:37:58.260]   And he goes on and on.
[00:37:58.260 --> 00:38:01.600]   And then he concludes that section by verse 18 by saying,
[00:38:01.600 --> 00:38:04.780]   "There is no fear of God before their eyes."
[00:38:05.860 --> 00:38:07.700]   And so the reason why he puts it that way
[00:38:07.700 --> 00:38:10.460]   is all the things that he mentions in the previous verse,
[00:38:10.460 --> 00:38:14.740]   he says the base reason behind why they are doing that
[00:38:14.740 --> 00:38:16.980]   is because they don't fear God.
[00:38:16.980 --> 00:38:17.980]   They don't know who God is,
[00:38:17.980 --> 00:38:21.020]   so they don't understand the consequence of their sin.
[00:38:21.020 --> 00:38:23.060]   And as a result, they can live in compromise.
[00:38:23.060 --> 00:38:24.880]   They can live in rebellion.
[00:38:24.880 --> 00:38:29.340]   But if we think about the spiritual encounter,
[00:38:29.340 --> 00:38:31.980]   there should be, ought to be,
[00:38:31.980 --> 00:38:33.460]   a greater fear of God
[00:38:33.460 --> 00:38:35.420]   than any fear we have of the demons.
[00:38:36.180 --> 00:38:37.420]   In fact, the Bible teaches
[00:38:37.420 --> 00:38:40.540]   that whenever the demons encountered Christ,
[00:38:40.540 --> 00:38:42.500]   do you remember how they reacted?
[00:38:42.500 --> 00:38:46.380]   They got on their knees, begging for his mercy.
[00:38:46.380 --> 00:38:50.620]   "Son of man, have you come before time to torture us?"
[00:38:50.620 --> 00:38:52.820]   And that's exactly what Jesus says.
[00:38:52.820 --> 00:38:56.220]   Fear, not someone who can destroy your flesh,
[00:38:56.220 --> 00:38:58.660]   but your flesh and your soul in hell.
[00:38:58.660 --> 00:38:59.900]   In other words, fear God,
[00:38:59.900 --> 00:39:03.800]   because the fear of God is the beginning of wisdom.
[00:39:03.800 --> 00:39:05.740]   The whole purpose of Mount Sinai
[00:39:05.740 --> 00:39:10.460]   was to teach us to understand who God is
[00:39:10.460 --> 00:39:12.220]   and where we stand before God.
[00:39:12.220 --> 00:39:16.540]   The law was given to make sin utterly sinful.
[00:39:16.540 --> 00:39:19.400]   And the reason why he says that is because
[00:39:19.400 --> 00:39:24.400]   our natural state is we measure ourselves by ourselves.
[00:39:24.400 --> 00:39:27.660]   And so, are you good?
[00:39:27.660 --> 00:39:29.780]   Well, what do you measure that by?
[00:39:29.780 --> 00:39:32.060]   I didn't murder anybody.
[00:39:33.180 --> 00:39:35.380]   I never went to jail.
[00:39:35.380 --> 00:39:39.100]   So I'm a decent person because I do this or that.
[00:39:39.100 --> 00:39:40.900]   But the whole purpose of the law, he says,
[00:39:40.900 --> 00:39:45.240]   was to reveal just how desperate we are
[00:39:45.240 --> 00:39:50.160]   until we recognize that how disgusting sin is.
[00:39:50.160 --> 00:39:53.620]   I don't know about you,
[00:39:53.620 --> 00:39:55.440]   but when I was back in high school,
[00:39:55.440 --> 00:39:59.220]   I learned for the first time what goes into hot dogs.
[00:39:59.220 --> 00:40:01.100]   Right?
[00:40:01.100 --> 00:40:02.400]   And some of you guys probably learned it too.
[00:40:02.400 --> 00:40:04.740]   And then when you first learn it, it's like,
[00:40:04.740 --> 00:40:06.660]   oh my God, you can't put that in your mouth anymore
[00:40:06.660 --> 00:40:08.560]   because, and since then I got over it.
[00:40:08.560 --> 00:40:12.540]   But once you understand the disgusting nature
[00:40:12.540 --> 00:40:14.980]   of these things, you naturally want to stay away from it.
[00:40:14.980 --> 00:40:17.180]   But part of the reason why we are attracted to sin
[00:40:17.180 --> 00:40:18.700]   is because we don't recognize
[00:40:18.700 --> 00:40:20.400]   the disgusting nature of the sin.
[00:40:20.400 --> 00:40:24.380]   Until we recognize the destructive result of sin,
[00:40:24.380 --> 00:40:27.500]   that because of sin, the utterly sinful,
[00:40:27.500 --> 00:40:29.100]   and what results from the sin,
[00:40:29.100 --> 00:40:33.040]   until we recognize the dire need because of the sin.
[00:40:33.040 --> 00:40:34.720]   So the whole purpose of Mount Sinai
[00:40:34.720 --> 00:40:38.000]   and the giving of the law was to reveal
[00:40:38.000 --> 00:40:41.320]   exactly where they stood before God.
[00:40:41.320 --> 00:40:43.600]   It's not to simply put fear in them
[00:40:43.600 --> 00:40:47.440]   so that they can see and be brought to the cross
[00:40:47.440 --> 00:40:50.480]   and to beg that this is what I need.
[00:40:50.480 --> 00:40:56.080]   See, people who come to Mount Zion
[00:40:56.080 --> 00:40:59.740]   without recognizing and understanding Mount Sinai,
[00:40:59.740 --> 00:41:02.180]   it's like handing out,
[00:41:02.180 --> 00:41:07.960]   it's handing out checks from the government,
[00:41:07.960 --> 00:41:09.780]   the stimulus check.
[00:41:09.780 --> 00:41:11.140]   The purpose of the stimulus check
[00:41:11.140 --> 00:41:13.980]   is so that people who lost their jobs can't get groceries
[00:41:13.980 --> 00:41:16.060]   so that they can pay their bills.
[00:41:16.060 --> 00:41:17.420]   But for people who don't need it
[00:41:17.420 --> 00:41:19.100]   or don't realize that they need it,
[00:41:19.100 --> 00:41:21.420]   it's a down payment for a Tesla.
[00:41:21.420 --> 00:41:22.260]   You know what I mean?
[00:41:22.260 --> 00:41:24.700]   A down payment to take a trip.
[00:41:24.700 --> 00:41:27.500]   They're gonna pass it out, so I'll take it.
[00:41:27.500 --> 00:41:29.380]   And so we don't recognize the value of it.
[00:41:29.380 --> 00:41:31.120]   It's just kind of used,
[00:41:31.120 --> 00:41:34.680]   not to live, but just to enjoy.
[00:41:34.680 --> 00:41:38.340]   So many Christians who have come to faith
[00:41:38.340 --> 00:41:42.180]   not understanding the necessity of the gospel
[00:41:42.180 --> 00:41:43.380]   and say, "Who wants Jesus?
[00:41:43.380 --> 00:41:44.620]   "I mean, who wouldn't want Jesus?
[00:41:44.620 --> 00:41:46.180]   "He loves you unconditionally.
[00:41:46.180 --> 00:41:49.720]   "And even if you sin, Jesus covers you.
[00:41:49.720 --> 00:41:51.940]   "One saved, always saved."
[00:41:51.940 --> 00:41:53.140]   And if there's a possibility,
[00:41:53.140 --> 00:41:54.600]   even if there's 1% possibility,
[00:41:54.600 --> 00:41:55.820]   that there really is hell,
[00:41:55.820 --> 00:41:58.520]   and the gospel is just being passed out, I'll take it.
[00:41:58.520 --> 00:42:00.940]   And so what ends up happening is,
[00:42:00.940 --> 00:42:03.140]   we take the grace of God,
[00:42:03.140 --> 00:42:06.660]   and instead of recognizing what it is that we have received,
[00:42:06.660 --> 00:42:10.020]   the grace of God is given to us so that we can go to God,
[00:42:10.020 --> 00:42:12.860]   so that we can be reconciled with this holy God.
[00:42:12.860 --> 00:42:14.500]   Instead, the grace of God is received
[00:42:14.500 --> 00:42:16.540]   so that I can live my life
[00:42:16.540 --> 00:42:20.460]   without the fear of hell.
[00:42:20.460 --> 00:42:22.820]   And so you throw out phrases like,
[00:42:22.820 --> 00:42:25.120]   "Oh, we have Christian liberty."
[00:42:25.120 --> 00:42:28.360]   So Christian liberty was given to us
[00:42:28.360 --> 00:42:32.440]   so that we can use that to freely evangelize,
[00:42:32.440 --> 00:42:33.520]   so that we can come together,
[00:42:33.520 --> 00:42:35.800]   the Jews and the Gentiles can come together
[00:42:35.800 --> 00:42:37.940]   without having this fear that we're breaking this law.
[00:42:37.940 --> 00:42:42.480]   You've been given liberty to freely come and worship God.
[00:42:42.480 --> 00:42:45.280]   But an individual who does not recognize
[00:42:45.280 --> 00:42:47.400]   where we stand before God,
[00:42:47.400 --> 00:42:51.080]   grace is just a free ticket to do whatever you want.
[00:42:52.200 --> 00:42:54.300]   That's why it's absolutely necessary
[00:42:54.300 --> 00:42:57.220]   that we understand the terror of God
[00:42:57.220 --> 00:42:59.660]   so that we can grasp the grace of God.
[00:42:59.660 --> 00:43:02.920]   In Hebrews 12, 18 to 21,
[00:43:02.920 --> 00:43:06.080]   the description of Mount Sinai, right?
[00:43:06.080 --> 00:43:07.400]   This is what it says, remember what it says,
[00:43:07.400 --> 00:43:08.400]   we talked about this last week,
[00:43:08.400 --> 00:43:11.320]   "For you have not come to a mountain that can be touched,
[00:43:11.320 --> 00:43:14.800]   "and to a blazing fire, to darkness, to gloom, to whirlwind,
[00:43:14.800 --> 00:43:16.520]   "and to a blast of a trumpet,
[00:43:16.520 --> 00:43:19.080]   "and the sound of words which sound was such
[00:43:19.080 --> 00:43:21.260]   "so that those who heard begged
[00:43:21.260 --> 00:43:24.300]   "that no further word be spoken to them,
[00:43:24.300 --> 00:43:26.420]   "that his presence was terrifying,
[00:43:26.420 --> 00:43:28.620]   "that even his voice when he spoke,
[00:43:28.620 --> 00:43:30.340]   "they begged to stop speaking,
[00:43:30.340 --> 00:43:31.740]   "for they could not bear the command.
[00:43:31.740 --> 00:43:35.620]   "If even a beast touches the mountain, it will be stoned.
[00:43:35.620 --> 00:43:37.740]   "And so terrible was the sight that Moses said,
[00:43:37.740 --> 00:43:40.020]   "I am full of fear and trembling."
[00:43:40.020 --> 00:43:44.200]   So his presence and giving up the law caused terror.
[00:43:44.200 --> 00:43:47.980]   In Revelation chapter four, one to three,
[00:43:47.980 --> 00:43:51.100]   there's a description of Mount Zion,
[00:43:51.100 --> 00:43:52.660]   and this is what it says,
[00:43:52.660 --> 00:43:53.560]   "Then I looked, and behold,
[00:43:53.560 --> 00:43:55.280]   "the Lamb was standing on Mount Zion,
[00:43:55.280 --> 00:43:58.640]   "and with him 144,000, having his name
[00:43:58.640 --> 00:44:00.700]   "and the name of his Father written on their foreheads.
[00:44:00.700 --> 00:44:03.120]   "And I heard a voice from heaven."
[00:44:03.120 --> 00:44:07.460]   It's the same voice that they heard in Sinai,
[00:44:07.460 --> 00:44:08.820]   like the sound of many waters,
[00:44:08.820 --> 00:44:11.100]   and like sound of loud thunder,
[00:44:11.100 --> 00:44:14.220]   just like it's described in Hebrews,
[00:44:14.220 --> 00:44:15.740]   and yet the result was very different,
[00:44:15.740 --> 00:44:17.380]   and the voice which I heard was like the sound
[00:44:17.380 --> 00:44:19.700]   of harpists playing on their harps,
[00:44:19.700 --> 00:44:23.540]   and they sang a new song before the throne
[00:44:23.540 --> 00:44:26.660]   before living creatures and the elders.
[00:44:26.660 --> 00:44:29.980]   You notice how the same voice of God that thundered
[00:44:29.980 --> 00:44:34.580]   created terror, begging to tell Moses,
[00:44:34.580 --> 00:44:37.940]   please do not, tell him to stop speaking to us directly,
[00:44:37.940 --> 00:44:39.140]   and we're terrified of him,
[00:44:39.140 --> 00:44:41.900]   and yet in Revelation in Mount Zion,
[00:44:41.900 --> 00:44:45.060]   they hear the same voice, the same sound thunder,
[00:44:45.060 --> 00:44:47.520]   and it leads to joy and celebration.
[00:44:49.580 --> 00:44:51.420]   And it's the same voice.
[00:44:51.420 --> 00:44:54.700]   How does one mountain cause terror,
[00:44:54.700 --> 00:44:57.220]   and the other mountain breaks out in singing?
[00:44:57.220 --> 00:44:58.980]   See, that's the gospel.
[00:44:58.980 --> 00:45:04.300]   How that same person could go to Mount Sinai
[00:45:04.300 --> 00:45:07.100]   and then come to Zion, and one leads to terror,
[00:45:07.100 --> 00:45:08.800]   and one leads to celebration,
[00:45:08.800 --> 00:45:13.800]   is where the Bible describes the gap of the cross.
[00:45:13.800 --> 00:45:16.380]   Without understanding that tension,
[00:45:16.380 --> 00:45:19.000]   without understanding how we cross this,
[00:45:19.000 --> 00:45:25.460]   is what causes the superficial worship,
[00:45:25.460 --> 00:45:27.220]   why people are bored with their faith
[00:45:27.220 --> 00:45:29.420]   because they took the grace of God
[00:45:29.420 --> 00:45:31.600]   like just free candy being passed out.
[00:45:31.600 --> 00:45:35.880]   See, Mount Sinai is the path.
[00:45:35.880 --> 00:45:38.400]   The same God who caused the terror
[00:45:38.400 --> 00:45:41.540]   is the same God that causes joy and worship.
[00:45:43.940 --> 00:45:47.480]   So it's important that we understand how we got here.
[00:45:47.480 --> 00:45:52.860]   Mount Zion, he says, is not a place where you can touch.
[00:45:52.860 --> 00:45:55.660]   There was and is a physical place.
[00:45:55.660 --> 00:45:58.980]   So where Solomon built his temple
[00:45:58.980 --> 00:46:02.440]   was on the Mount Zion, it's a physical place.
[00:46:02.440 --> 00:46:06.740]   The city of David was Mount Zion.
[00:46:06.740 --> 00:46:08.500]   The whole city of Jerusalem oftentimes
[00:46:08.500 --> 00:46:10.660]   is referred to as Mount Zion.
[00:46:10.660 --> 00:46:14.660]   Mount Zion is a reference to where God made his dwelling.
[00:46:14.660 --> 00:46:17.380]   But he said it's not a physical place.
[00:46:17.380 --> 00:46:19.260]   He's not referring to any of those particular sites
[00:46:19.260 --> 00:46:21.420]   because he says it's a mountain that cannot be touched.
[00:46:21.420 --> 00:46:23.780]   It's a heavenly Jerusalem.
[00:46:23.780 --> 00:46:26.660]   In other words, it's another word for heaven.
[00:46:26.660 --> 00:46:29.740]   And so the way that the Bible described Mount Zion,
[00:46:29.740 --> 00:46:33.340]   he says in verse 22, it is the city of the living God,
[00:46:33.340 --> 00:46:35.000]   a heavenly Jerusalem,
[00:46:35.000 --> 00:46:38.620]   meaning it is a permanent dwelling of God.
[00:46:39.880 --> 00:46:42.380]   In Psalm 132, 13 to 14, it says,
[00:46:42.380 --> 00:46:43.900]   "For the Lord has chosen Zion.
[00:46:43.900 --> 00:46:47.280]   "He has desired for his habitation.
[00:46:47.280 --> 00:46:49.420]   "This is my resting place forever.
[00:46:49.420 --> 00:46:52.900]   "Here I will dwell, for I have desired it."
[00:46:52.900 --> 00:46:56.300]   Now the distinction between Mount Zion and Mount Sinai
[00:46:56.300 --> 00:46:59.080]   was Sinai was a theophany,
[00:46:59.080 --> 00:47:00.760]   meaning that God from heaven
[00:47:00.760 --> 00:47:03.180]   decided to make contact with man.
[00:47:03.180 --> 00:47:07.560]   So temporarily he came and revealed a portion of his glory,
[00:47:07.560 --> 00:47:09.500]   not his full glory.
[00:47:09.500 --> 00:47:11.760]   In fact, remember the picture that I showed you
[00:47:11.760 --> 00:47:13.420]   of Mount Sinai where it's just blackened
[00:47:13.420 --> 00:47:16.520]   because of his presence and his glory, the fire?
[00:47:16.520 --> 00:47:19.600]   Well, it's blackened, but it's not there.
[00:47:19.600 --> 00:47:22.340]   He just made a mark,
[00:47:22.340 --> 00:47:24.380]   but that's not where his glory resides.
[00:47:24.380 --> 00:47:26.500]   And that glimpse of his glory,
