
[00:00:00.000 --> 00:00:04.640]   Good morning.
[00:21:19.640 --> 00:21:20.920]   They're not willing to be in the back.
[00:21:20.920 --> 00:21:21.920]   They're not willing to serve.
[00:21:21.920 --> 00:21:24.760]   They're not willing to be in the shadows.
[00:21:24.760 --> 00:21:31.800]   Their primary reason to be leader is so that they can rob God of his glory in the name
[00:21:31.800 --> 00:21:33.520]   of Christ.
[00:21:33.520 --> 00:21:37.560]   But they also rob people of access to truth and to God's glory.
[00:21:37.560 --> 00:21:43.000]   So not only do they rob God, they rob the sheep because they stand in a place where
[00:21:43.000 --> 00:21:47.960]   they supposedly speak for God, but ultimately bring glory to themselves.
[00:21:47.960 --> 00:21:50.960]   In fact, it goes a bit further in John 10, 12-13.
[00:21:50.960 --> 00:21:57.120]   It says, "He who is a hired hand and not a shepherd, who is not the owner of the sheep,"
[00:21:57.120 --> 00:22:03.460]   again, the Israel's leaders, "sees the wolf coming and leaves the sheep and flees.
[00:22:03.460 --> 00:22:05.780]   And the wolf snatches them and scatters them.
[00:22:05.780 --> 00:22:10.080]   He flees because he is a hired hand and he's not concerned about the sheep."
[00:22:10.080 --> 00:22:15.640]   In other words, what he is saying is you're not safe under their leadership because they're
[00:22:15.640 --> 00:22:17.600]   there for themselves.
[00:22:17.600 --> 00:22:25.520]   So if you being there helps them, then they might be benevolent.
[00:22:25.520 --> 00:22:26.880]   They might be there serving you.
[00:22:26.880 --> 00:22:32.640]   But as soon as his life is in danger, as soon as it doesn't benefit him, he packs up and
[00:22:32.640 --> 00:22:34.080]   he leaves.
[00:22:34.080 --> 00:22:37.360]   So in other words, he's warning them, you're not safe there.
[00:22:37.360 --> 00:22:40.240]   Now why is he saying this?
[00:22:40.240 --> 00:22:42.920]   Because of what just happened in chapter 9.
[00:22:42.920 --> 00:22:49.440]   The nation of Israel was living in fear of being kicked out of the synagogue.
[00:22:49.440 --> 00:22:53.880]   And so they were jumping over hoops, obeying all of these laws.
[00:22:53.880 --> 00:23:01.160]   And many of them probably were looking at this and said, "Well, the Sabbath law is ridiculous.
[00:23:01.160 --> 00:23:07.760]   That we can walk 300 feet, but as soon as we walk 301 feet, we broke the Sabbath?
[00:23:07.760 --> 00:23:11.920]   That we can feed the donkey, but we can't feed the poor man?
[00:23:11.920 --> 00:23:13.000]   These laws don't make any sense.
[00:23:13.000 --> 00:23:17.200]   But if you went against the leadership and you questioned them, you get kicked out of
[00:23:17.200 --> 00:23:20.240]   the synagogue and basically your life is ruined."
[00:23:20.240 --> 00:23:23.680]   And that's why the first thing that he does, he brings indictment against the nation of
[00:23:23.680 --> 00:23:24.880]   Israel.
[00:23:24.880 --> 00:23:27.920]   That's not where life is.
[00:23:27.920 --> 00:23:36.760]   See, shepherds who don't have ownership and who are only there for his own glory, when
[00:23:36.760 --> 00:23:39.440]   the wolf comes, he will flee.
[00:23:39.440 --> 00:23:41.680]   They don't ache for the people.
[00:23:41.680 --> 00:23:45.440]   They don't cry out for those who are hurting or drifting.
[00:23:45.440 --> 00:23:48.720]   They've never had compassion for the lost.
[00:23:48.720 --> 00:23:50.160]   It was just a legalistic duty.
[00:23:50.160 --> 00:23:54.720]   And it was, you know, one way to bring glory to himself is to go out into the world, make
[00:23:54.720 --> 00:23:57.420]   a lot of money, become famous.
[00:23:57.420 --> 00:24:03.360]   Or another way to do that is become a leader in the church, get a good reputation, have
[00:24:03.360 --> 00:24:06.840]   many people who may honor you.
[00:24:06.840 --> 00:24:11.680]   They're seeking their self-glory, except they're just doing it in the church.
[00:24:11.680 --> 00:24:17.080]   We have countless, countless examples throughout church history, how the church became corrupt
[00:24:17.080 --> 00:24:21.000]   because of these false leaders.
[00:24:21.000 --> 00:24:27.500]   In contrast, we see Jesus in Matthew 9, 36, seeing the people, he felt compassion for
[00:24:27.500 --> 00:24:32.620]   them because they were distressed and dispirited like sheep without a shepherd.
[00:24:32.620 --> 00:24:37.220]   In other words, why did he feel compassion?
[00:24:37.220 --> 00:24:41.800]   Jesus had compassion because those sheep were his.
[00:24:41.800 --> 00:24:46.380]   They weren't just bad news that he was seeing on television.
[00:24:46.380 --> 00:24:49.380]   You know, like you can hear horrific things and say, "Oh, I feel bad."
[00:24:49.380 --> 00:24:52.140]   And then you just press dislike.
[00:24:52.140 --> 00:24:55.580]   But that's usually where it ends because we don't have a personal connection with that.
[00:24:55.580 --> 00:25:00.420]   But it's a whole different story when it's our kids, when it's my uncle, when it's my
[00:25:00.420 --> 00:25:02.100]   dad, my brother.
[00:25:02.100 --> 00:25:06.820]   So Jesus says he had compassion because he's a true shepherd.
[00:25:06.820 --> 00:25:09.340]   And those are his sheep, John 10, 2-3.
[00:25:09.340 --> 00:25:12.760]   But he who enters by the door is a shepherd of the sheep.
[00:25:12.760 --> 00:25:14.500]   To him, the doorkeeper opens.
[00:25:14.500 --> 00:25:18.960]   In other words, God has an ordained path.
[00:25:18.960 --> 00:25:23.340]   And you know that he's the shepherd because God has been preparing for him to come for
[00:25:23.340 --> 00:25:25.340]   generations.
[00:25:25.340 --> 00:25:33.500]   He sent magi, prophets, angels, and even John the Baptist to go ahead of him, prepare, and
[00:25:33.500 --> 00:25:38.020]   to ordain so that the door that Jesus comes through may be wide open.
[00:25:38.020 --> 00:25:42.680]   And the reason why he's saying that is you will recognize who the good shepherd is because
[00:25:42.680 --> 00:25:48.340]   he will come through the door that has been opened by God himself.
[00:25:48.340 --> 00:25:53.580]   And that's the reason that we see in Matthew 3-15 when John the Baptist, whose whole purpose
[00:25:53.580 --> 00:25:57.620]   was to prepare the way for the coming of Christ, Jesus comes out.
[00:25:57.620 --> 00:26:00.500]   And what's the first thing that he does before he enters ministry?
[00:26:00.500 --> 00:26:04.060]   He gets baptized by John the Baptist.
[00:26:04.060 --> 00:26:09.220]   John the Baptist looks at him and says, "My whole ministry was to prepare for you.
[00:26:09.220 --> 00:26:13.700]   I'm unworthy to even untie your sandals.
[00:26:13.700 --> 00:26:15.060]   Why would I be baptized by you?"
[00:26:15.060 --> 00:26:19.780]   And he says, "This must be done to fulfill all righteousness."
[00:26:19.780 --> 00:26:24.100]   In other words, Jesus himself was coming through the front door.
[00:26:24.100 --> 00:26:29.500]   He was coming through the door that was prepared by the prophets, the magi, the angels, and
[00:26:29.500 --> 00:26:31.160]   John the Baptist.
[00:26:31.160 --> 00:26:35.380]   So when you see the Son of Man coming through the door that God had opened, you know that
[00:26:35.380 --> 00:26:40.080]   that was the good shepherd that God had prepared.
[00:26:40.080 --> 00:26:47.580]   Number two, not only is he the owner, Jesus knows his sheep and his sheep know him.
[00:26:47.580 --> 00:26:54.340]   In John 10-5, "To him the doorkeeper opens and the sheep hear his voice and he calls
[00:26:54.340 --> 00:26:57.780]   his own sheep by name and leads them out."
[00:26:57.780 --> 00:27:04.780]   Now I have a really, I think, appropriate video that I want you to watch and it's only
[00:27:04.780 --> 00:27:06.940]   about a minute and a half.
[00:27:06.940 --> 00:27:09.900]   So if we can watch that for a minute before I jump back in.
[00:27:09.900 --> 00:27:38.900]   [ Music ]
[00:27:39.400 --> 00:28:03.400]   [ Music ]
[00:28:03.400 --> 00:28:04.900]   >> Okay, let me stop right there.
[00:28:04.900 --> 00:28:05.400]   All right.
[00:28:05.400 --> 00:28:11.100]   For those of you who are here who didn't hear the sound, okay, basically the three children were trying
[00:28:11.100 --> 00:28:15.520]   to get the attention of the sheep and the sheep don't recognize the voice, so they don't move.
[00:28:15.520 --> 00:28:20.520]   But you notice when the farmer, the shepherd comes, the owner, and he begins to make sound,
[00:28:20.520 --> 00:28:24.080]   if you could see it, the sheep all of a sudden perk up.
[00:28:24.080 --> 00:28:27.820]   As soon as they hear his voice, they perk up and you can see all of them just kind of perking up
[00:28:27.820 --> 00:28:31.600]   and then he begins to call and they all just kind of swarm at him.
[00:28:32.460 --> 00:28:38.180]   All right, so Jesus knowing the context of the farmers, the agriculture culture
[00:28:38.180 --> 00:28:41.940]   that people would have easily understood, he's using that as saying,
[00:28:41.940 --> 00:28:48.440]   he says when the true shepherd comes, you will be able to recognize his voice.
[00:28:48.440 --> 00:28:52.200]   In verse 4, when he puts forth all his own, he goes ahead of them
[00:28:52.200 --> 00:28:55.500]   and the sheep follow him because they know his voice.
[00:28:55.500 --> 00:28:59.520]   A stranger they simply will not follow but will flee from him
[00:28:59.520 --> 00:29:02.220]   because they do not know the voice of the stranger.
[00:29:02.220 --> 00:29:06.420]   And he repeatedly says he knows them, he knows them, they know him, they know him.
[00:29:06.420 --> 00:29:10.360]   And the word know here isn't talking about knowledge.
[00:29:10.360 --> 00:29:16.880]   The sheep didn't raise their head and say, huh, he's wearing that same jacket, you know.
[00:29:16.880 --> 00:29:20.380]   Everything that we know about this man, he seems to fit that knowledge.
[00:29:20.380 --> 00:29:24.820]   He's not talking about an academic knowledge of the shepherd.
[00:29:24.820 --> 00:29:31.100]   He's not talking about that he had written bio, a resume of all of his sheep.
[00:29:32.100 --> 00:29:37.820]   He's talking about an intimate relationship, a personal intimate knowledge of each sheep.
[00:29:37.820 --> 00:29:42.880]   And so he knows them and they know him and the Bible says that.
[00:29:42.880 --> 00:29:46.600]   He said he counts every hair on our head.
[00:29:46.600 --> 00:29:50.720]   You know, if somebody says something like that to me, if another human being says that to me,
[00:29:50.720 --> 00:29:55.980]   I know your sentiment but it's a hyperbole, right, it's an exaggeration.
[00:29:55.980 --> 00:29:57.940]   There's no way you know the number of hair on my head.
[00:29:57.940 --> 00:29:59.680]   I mean, I don't know how many are going to fall off today.
[00:29:59.680 --> 00:30:01.740]   So there's no way you would know, right.
[00:30:02.700 --> 00:30:06.980]   But when God says, I know every strand of hair on your head,
[00:30:06.980 --> 00:30:09.720]   you know that he knows the exact number.
[00:30:09.720 --> 00:30:12.740]   He knows. He knows when we were born.
[00:30:12.740 --> 00:30:14.640]   He knows when we're going to die.
[00:30:14.640 --> 00:30:17.300]   He knows what kind of life we're going to live.
[00:30:17.300 --> 00:30:19.480]   He knows what kind of sickness.
[00:30:19.480 --> 00:30:21.460]   He knows our hardship.
[00:30:21.460 --> 00:30:23.400]   He knows our anxieties.
[00:30:23.400 --> 00:30:25.160]   He knows our fears.
[00:30:25.160 --> 00:30:27.000]   He knows when we're full.
[00:30:27.000 --> 00:30:28.800]   He knows when we're hungry.
[00:30:28.800 --> 00:30:31.020]   He knows when we're dejected.
[00:30:32.020 --> 00:30:33.560]   He knows when we feel hopeless.
[00:30:33.560 --> 00:30:36.700]   He knows when we're caught in a trap of our sins.
[00:30:36.700 --> 00:30:38.900]   And he knows how to lead us out of that.
[00:30:38.900 --> 00:30:42.720]   That's what he means when he says he knows his sheep.
[00:30:42.720 --> 00:30:44.440]   He knows us well.
[00:30:44.440 --> 00:30:48.580]   He's not some stranger standing far off making loud noises.
[00:30:48.580 --> 00:30:50.160]   Say, if you hear his noise, come to me.
[00:30:50.160 --> 00:30:51.360]   He says no.
[00:30:51.360 --> 00:30:52.620]   He knows us.
[00:30:52.620 --> 00:30:55.500]   He knows our struggles and he approaches us.
[00:30:55.500 --> 00:31:00.640]   And that's why he says, my sheep know me.
[00:31:01.640 --> 00:31:04.260]   They know my voice and they follow.
[00:31:04.260 --> 00:31:06.340]   Why do they follow?
[00:31:06.340 --> 00:31:09.080]   Because when we hear his voice,
[00:31:09.080 --> 00:31:12.160]   why do the sheep follow the shepherd's voice and not the other children?
[00:31:12.160 --> 00:31:15.100]   Because that shepherd is the one who feeds them.
[00:31:15.100 --> 00:31:17.900]   That shepherd is the one who takes care of them.
[00:31:17.900 --> 00:31:23.260]   In Mark chapter 13, 22, it says, for false cries and false prophets will arise
[00:31:23.260 --> 00:31:26.840]   and will show signs and wonders in order to lead astray,
[00:31:26.840 --> 00:31:29.260]   if possible, the elect.
[00:31:30.080 --> 00:31:31.480]   You know why he says if possible?
[00:31:31.480 --> 00:31:34.480]   Because he's saying it's not possible.
[00:31:34.480 --> 00:31:39.820]   In other words, there's going to be a lot of people who may pose to be the elect,
[00:31:39.820 --> 00:31:44.400]   but when the true deception comes, they may also fall.
[00:31:44.400 --> 00:31:46.180]   But they're not the true elect.
[00:31:46.180 --> 00:31:47.240]   That's what he means by that.
[00:31:47.240 --> 00:31:54.080]   Because those who are of his, when they hear their savior's voice, they recognize him.
[00:31:54.080 --> 00:31:58.880]   Just even application of our own lives.
[00:31:59.640 --> 00:32:00.840]   How did you come to Christ?
[00:32:00.840 --> 00:32:06.480]   In some way, in some form, whether it was preaching from the pulpit,
[00:32:06.480 --> 00:32:08.960]   whether it was somebody who shared with you one on one,
[00:32:08.960 --> 00:32:12.200]   maybe some of you heard the gospel from somebody out on the street.
[00:32:12.200 --> 00:32:16.080]   Maybe you just read a book about the gospel.
[00:32:16.080 --> 00:32:18.320]   Maybe you went to a conference.
[00:32:18.320 --> 00:32:18.920]   We don't know.
[00:32:18.920 --> 00:32:22.880]   But at some point, all of us heard his voice.
[00:32:22.880 --> 00:32:25.960]   And we recognized him as our shepherd.
[00:32:25.960 --> 00:32:27.640]   And we believed.
[00:32:28.680 --> 00:32:32.760]   You didn't go to three, four years of apologetic classes.
[00:32:32.760 --> 00:32:37.840]   You didn't understand your faith that you do now about how the Bible came to us
[00:32:37.840 --> 00:32:42.320]   and the fulfilled prophecies and God's inerrant word, his own very breath
[00:32:42.320 --> 00:32:44.440]   and experiences that you've had with Christ.
[00:32:44.440 --> 00:32:47.040]   You didn't have knowledge of all of that.
[00:32:47.040 --> 00:32:53.640]   But somehow, you heard his voice and you recognized that he's your maker.
[00:32:53.640 --> 00:32:58.480]   You recognized the shepherd's voice, and that's why we followed him.
[00:32:59.160 --> 00:33:04.400]   Even as he told us to pick up our cross, even as hardship came into our lives.
[00:33:04.400 --> 00:33:08.080]   We recognize his voice and we follow him.
[00:33:08.080 --> 00:33:13.280]   That's why the primary goal of the church, the primary goal of the under
[00:33:13.280 --> 00:33:16.560]   shepherd is to make his voice clear.
[00:33:16.560 --> 00:33:21.680]   If I stand up here for years and years and tell you because I live longer than
[00:33:21.680 --> 00:33:25.040]   you, that you should listen to me, I'm telling you, don't listen to me.
[00:33:25.040 --> 00:33:27.480]   I'm telling you right off the bat.
[00:33:27.480 --> 00:33:28.080]   Don't listen to me.
[00:33:28.400 --> 00:33:32.320]   If I stand here and say, because I've been a pastor and I've been leading a
[00:33:32.320 --> 00:33:36.720]   church for almost 30 years, I have much more experience than you, so you need to
[00:33:36.720 --> 00:33:38.760]   listen to me, don't listen to me.
[00:33:38.760 --> 00:33:42.440]   Because there's people who've done ministry 50 years more than I did.
[00:33:42.440 --> 00:33:45.360]   Maybe not 50 years, that'd be a long time, right?
[00:33:45.360 --> 00:33:48.040]   Or 50 years compared to my 30 years.
[00:33:48.040 --> 00:33:49.920]   So then you should listen to him.
[00:33:49.920 --> 00:33:53.000]   Oh, I went to seminary and I had education.
[00:33:53.000 --> 00:33:55.320]   Well, somebody has a PhD, then you should listen to him.
[00:33:56.760 --> 00:34:01.400]   No matter if I put my own personal experience and my own talent, my own
[00:34:01.400 --> 00:34:05.280]   gift, and my own education as the authority that you ought to follow, you
[00:34:05.280 --> 00:34:11.840]   should not follow because the primary goal of the church is to make his voice
[00:34:11.840 --> 00:34:17.720]   clear because the primary goal of every Christian is to follow the shepherd, not
[00:34:17.720 --> 00:34:20.480]   the under shepherd, not the leadership.
[00:34:20.480 --> 00:34:24.520]   The goal of the leadership is to point you to the true shepherd Christ.
[00:34:25.160 --> 00:34:31.520]   If our goal is to have the best organized church, then we should hire MBAs, you
[00:34:31.520 --> 00:34:35.920]   know, people who've studied and got their masters and how to milk the most
[00:34:35.920 --> 00:34:37.800]   productiveness out of the church.
[00:34:37.800 --> 00:34:44.120]   If the goal of the church is branding, we want people to know who we are and we
[00:34:44.120 --> 00:34:48.840]   want, when we say Berean, we want the whole world to know who we are, then we
[00:34:48.840 --> 00:34:53.600]   should consult Coca-Cola, you know, in our generation, they did the best job, right?
[00:34:53.600 --> 00:34:57.000]   Or Facebook, we should get people who are experts in branding.
[00:34:57.000 --> 00:35:04.280]   If we want to make the greatest impact in our society to influence people by what
[00:35:04.280 --> 00:35:07.920]   we think is important, then we should get influencers, right?
[00:35:07.920 --> 00:35:09.160]   Social media influencers.
[00:35:09.160 --> 00:35:12.600]   So if they have 30,000 followers or a million followers, we should recruit some
[00:35:12.600 --> 00:35:16.080]   of these people and spend some of our money asking them to help us be a better
[00:35:16.080 --> 00:35:17.920]   influence because somehow they figured it out.
[00:35:19.800 --> 00:35:25.400]   But if our goal is to get to God, the most important thing that the church needs to
[00:35:25.400 --> 00:35:32.680]   do is to make his voice clear so that his sheep will hear his voice and continue to
[00:35:32.680 --> 00:35:33.480]   follow him.
[00:35:33.480 --> 00:35:36.600]   That's the goal of the church.
[00:35:36.600 --> 00:35:42.600]   So even if all other parts of the church isn't running well, and I'm not saying
[00:35:42.600 --> 00:35:46.600]   that we shouldn't run it well, I'm not saying we shouldn't have influence, but
[00:35:46.600 --> 00:35:51.320]   the primary and the most important and the greatest task that we need to give all our
[00:35:51.320 --> 00:35:56.760]   energy to, our finance to, is to make sure that our shepherd's voice is made clear.
[00:35:56.760 --> 00:36:04.000]   All the more, as you and I are in a situation in a world pandemic, you know, I
[00:36:04.000 --> 00:36:06.920]   lived over 50 years and I never experienced anything.
[00:36:06.920 --> 00:36:08.760]   Of course, I've never gone through the war physically.
[00:36:08.760 --> 00:36:12.080]   You know, my parents' generation and that generation went through all kinds of
[00:36:12.080 --> 00:36:14.440]   wars, but I haven't experienced that.
[00:36:16.200 --> 00:36:19.920]   This is probably the craziest thing, at least most people, you know, my age or
[00:36:19.920 --> 00:36:23.880]   younger would say that they've ever seen, unless you've been to some kind of war.
[00:36:23.880 --> 00:36:30.520]   In this time of darkness and uncertainty, whose voice are we looking to?
[00:36:30.520 --> 00:36:36.080]   A lot of people are hanging on to every word of the governor, every word of the
[00:36:36.080 --> 00:36:41.880]   president or the doctors, or maybe even the lawyers, or sometimes the movie stars,
[00:36:41.880 --> 00:36:42.720]   the athletes.
[00:36:42.720 --> 00:36:44.320]   What do they have to say?
[00:36:44.320 --> 00:36:45.360]   What are they saying?
[00:36:45.800 --> 00:36:46.800]   When is it safe?
[00:36:46.800 --> 00:36:47.840]   When can we live?
[00:36:47.840 --> 00:36:51.600]   Where's the stock market going?
[00:36:51.600 --> 00:36:53.400]   Is my job going to be okay?
[00:36:53.400 --> 00:36:56.840]   But who do we look to?
[00:36:56.840 --> 00:36:59.040]   Whose voice are we looking to?
[00:36:59.040 --> 00:37:03.800]   Do we pay attention to our shepherd's voice as much as we pay attention to the
[00:37:03.800 --> 00:37:04.720]   leaders of our country?
[00:37:04.720 --> 00:37:10.040]   Because all leaders ultimately are his under shepherds.
[00:37:11.560 --> 00:37:17.000]   Third and finally, Jesus, the door, the good shepherd, leads us to green pastures
[00:37:17.000 --> 00:37:18.960]   and to abundant life.
[00:37:18.960 --> 00:37:24.040]   The reason why they hear his voice and they follow him is because they know that
[00:37:24.040 --> 00:37:27.360]   the shepherd is going to lead them to green pastures.
[00:37:27.360 --> 00:37:31.120]   Now, if the shepherd says something and they all run and every time they run, he
[00:37:31.120 --> 00:37:33.200]   hits them, right?
[00:37:33.200 --> 00:37:37.400]   They're going to hear his voice and they're going to run the opposite direction.
[00:37:37.400 --> 00:37:38.560]   They're not going to follow him.
[00:37:38.560 --> 00:37:39.640]   They're going to run from him.
[00:37:40.360 --> 00:37:45.280]   But when the shepherd says something and the sheep perk up and they go, they run to
[00:37:45.280 --> 00:37:48.920]   him because they know that he's going to lead them to green pastures.
[00:37:48.920 --> 00:37:51.120]   And that's why we follow.
[00:37:51.120 --> 00:37:57.800]   Sometimes the green pastures may be a path that you have to go through the valley to
[00:37:57.800 --> 00:37:58.160]   get there.
[00:37:58.160 --> 00:38:04.960]   Sometimes you have to go through wolves because the green pastures is on the other
[00:38:04.960 --> 00:38:05.400]   side.
[00:38:05.400 --> 00:38:10.320]   And that's why they cling to the shepherd because they know that the shepherd knows
[00:38:10.320 --> 00:38:10.640]   the way.
[00:38:10.640 --> 00:38:13.040]   They know that the shepherd is going to protect them.
[00:38:13.040 --> 00:38:17.040]   They know that if they stick with the shepherd, they're going to green pastures.
[00:38:17.040 --> 00:38:20.840]   And that's what he says in chapter 10, verse 9 through 12.
[00:38:20.840 --> 00:38:21.880]   I am the door.
[00:38:21.880 --> 00:38:25.800]   If anyone enters through me, he will be saved.
[00:38:25.800 --> 00:38:28.480]   You see the door that they're trying to get into the synagogue.
[00:38:28.480 --> 00:38:33.160]   You're trying so hard and you're so afraid of being kicked out of the synagogue.
[00:38:33.160 --> 00:38:38.320]   But once you get in there, it's actually more dangerous because they're thieves.
[00:38:38.760 --> 00:38:40.720]   And when danger actually comes, they're going to leave.
[00:38:40.720 --> 00:38:44.120]   But if you come through me, he said, you will be saved.
[00:38:44.120 --> 00:38:48.040]   And we'll go in and out and find pasture.
[00:38:48.040 --> 00:38:52.320]   The thief comes only to steal and kill and to destroy.
[00:38:52.320 --> 00:38:54.160]   And who is he talking about?
[00:38:54.160 --> 00:38:56.520]   The Pharisees.
[00:38:56.520 --> 00:39:01.760]   I came that they may have life and have life and have it abundantly.
[00:39:01.760 --> 00:39:02.960]   I am the good shepherd.
[00:39:02.960 --> 00:39:06.520]   The good shepherd lays down his life for the sheep.
[00:39:06.880 --> 00:39:11.800]   You see the distinction between the shepherds, the fake shepherds and the real shepherd.
[00:39:11.800 --> 00:39:15.560]   The fake shepherd will lay your life down to protect himself.
[00:39:15.560 --> 00:39:19.400]   The good shepherd lays down his life to protect us.
[00:39:19.400 --> 00:39:28.000]   You know, one of my favorite passages and favorite parts of the gospel message is this part
[00:39:28.000 --> 00:39:32.840]   where he says that I have come to give life and to give it abundantly.
[00:39:32.840 --> 00:39:35.120]   He didn't just give life.
[00:39:36.280 --> 00:39:41.200]   He didn't just get people who are going to die and go to hell and be punished forever.
[00:39:41.200 --> 00:39:44.680]   And then he just kind of like reluctantly saved us and said, OK, now you don't have to go.
[00:39:44.680 --> 00:39:46.280]   He changed the line for us.
[00:39:46.280 --> 00:39:47.720]   Now we can get to heaven.
[00:39:47.720 --> 00:39:51.920]   He says, I have come to give life and to give this life abundantly.
[00:39:51.920 --> 00:39:57.640]   So sometimes we focus on the life and we miss the whole part of being abundant.
[00:39:57.640 --> 00:40:04.760]   Because the part of life, the point of life is the abundant life, not just life.
[00:40:04.800 --> 00:40:07.680]   Because sometimes we think of life as just not dying.
[00:40:07.680 --> 00:40:12.600]   Sometimes we think of life as just not being punished, not going to hell.
[00:40:12.600 --> 00:40:20.600]   He said the whole point of why he came and why his sheep hears his voice and they follow him
[00:40:20.600 --> 00:40:24.920]   is so that he may lead them to green pasture so they may have life abundant.
[00:40:24.920 --> 00:40:30.760]   In 2 Peter 1 11, it says, for in this way, the entrance into the eternal kingdom of the Lord
[00:40:30.760 --> 00:40:34.680]   and Savior Jesus Christ will be abundantly supplied to you.
[00:40:35.680 --> 00:40:37.760]   In other words, it's going to be crystal clear.
[00:40:37.760 --> 00:40:41.800]   Everything that you need for a life of godliness has been given to you.
[00:40:41.800 --> 00:40:44.440]   God did not give you bits and pieces and tease us.
[00:40:44.440 --> 00:40:46.600]   He's not playing hide and seek.
[00:40:46.600 --> 00:40:51.840]   That if you find me under the rock, if you find me in certain places that that I'll come out and I'll bless you.
[00:40:51.840 --> 00:40:54.880]   He says, no, he said he will abundantly supply it to you.
[00:40:54.880 --> 00:40:57.160]   Neon signs, straight roads.
[00:40:57.160 --> 00:41:04.000]   And that's why if you guys ever studied the cities of refuge, that's where people ran
[00:41:04.000 --> 00:41:06.760]   when they when they by accident killed somebody.
[00:41:06.760 --> 00:41:12.000]   And the avenger of blood, their nearest kin basically wants to kill you because you killed their relative.
[00:41:12.000 --> 00:41:19.240]   So out of fear, they begin to run to the run to the city of refuge, six cities scattered around Israel
[00:41:19.240 --> 00:41:24.000]   in the highest plains so that anyone anywhere in Israel can see.
[00:41:24.000 --> 00:41:29.720]   And there was a constant reminder that if I'm in danger, I go to the city, I go to the city of refuge.
[00:41:30.600 --> 00:41:37.240]   All the best roads in Israel were roads that were that led them to the city of refuge because God commanded them
[00:41:37.240 --> 00:41:42.600]   to lower the the mountains or the hills and raise the valleys.
[00:41:42.600 --> 00:41:49.560]   In other words, make the path that runs to the city of refuge the easiest path that they can take
[00:41:49.560 --> 00:41:53.280]   so that the one who is running will not have to go through the valleys.
[00:41:53.280 --> 00:41:58.640]   They don't have to go climb the hills that they just run a straight path to the city of refuge.
[00:41:59.440 --> 00:42:01.320]   Why did he do that? Of course, he cared.
[00:42:01.320 --> 00:42:04.920]   He was trying to protect somebody who accidentally killed somebody.
[00:42:04.920 --> 00:42:08.760]   But ultimately, all of that pointed to Christ.
[00:42:08.760 --> 00:42:12.400]   That the roads that lead to Christ.
[00:42:12.400 --> 00:42:18.120]   For his sheep, he prepared for us, and he says he abundantly prepared for us.
[00:42:18.120 --> 00:42:24.120]   Isaiah 55, 7, let the wicked forsake his way and the unrighteous man his thoughts
[00:42:24.120 --> 00:42:29.000]   and let him return to the Lord and he will have compassion on him and to our God.
[00:42:29.040 --> 00:42:32.480]   And he will abundantly pardon.
[00:42:32.480 --> 00:42:39.000]   Do you sometimes feel like when you repent that God reluctantly forgave you?
[00:42:39.000 --> 00:42:45.280]   Oh, my gosh, again, OK, just one more time, you do it again, I'll kill you.
[00:42:45.280 --> 00:42:48.240]   How many times do we think?
[00:42:48.240 --> 00:42:51.000]   We've exhausted his patience.
[00:42:51.000 --> 00:42:56.480]   And we are forgiven, but just barely, you know, just barely.
[00:42:57.600 --> 00:43:01.360]   You know, there's some there's some, you know, like lovable, cute people.
[00:43:01.360 --> 00:43:06.000]   They embrace, they sit on his lap and say, oh, you know, Heavenly Father, we love you.
[00:43:06.000 --> 00:43:11.000]   There's a lot of us who think that our pardon was reluctant.
[00:43:11.000 --> 00:43:14.440]   He begrudgingly pardoned us.
[00:43:14.440 --> 00:43:16.120]   That's not what he says.
[00:43:16.120 --> 00:43:21.040]   He says not only did he make the way to salvation abundantly clear,
[00:43:21.040 --> 00:43:25.040]   he said that his pardon was abundant.
[00:43:25.720 --> 00:43:28.800]   And that's why the Bible describes when a sinner repents.
[00:43:28.800 --> 00:43:30.560]   What happens?
[00:43:30.560 --> 00:43:33.600]   Heavens celebrate.
[00:43:33.600 --> 00:43:38.240]   That's why he gave the picture in Luke chapter 15.
[00:43:38.240 --> 00:43:42.680]   He said when a sheep goes astray, he's like, oh, my gosh, he went astray again.
[00:43:42.680 --> 00:43:46.120]   He says he left them behind, he went after him.
[00:43:46.120 --> 00:43:47.720]   And what was his point?
[00:43:47.720 --> 00:43:52.440]   Every sinner, everyone, every one of those sheep matters to him.
[00:43:52.440 --> 00:43:54.680]   And then when he comes back, what happens?
[00:43:54.720 --> 00:43:56.840]   They celebrate, they call a huge party.
[00:43:56.840 --> 00:43:59.040]   And then they have the lost coin.
[00:43:59.040 --> 00:44:01.560]   He sweeps the whole house.
[00:44:01.560 --> 00:44:03.640]   It's like, ah, just a little coin.
[00:44:03.640 --> 00:44:05.600]   I have all this other, I'm a rich person.
[00:44:05.600 --> 00:44:07.440]   He said, no, that one coin is precious.
[00:44:07.440 --> 00:44:08.400]   He sweeps the whole house.
[00:44:08.400 --> 00:44:11.400]   And then when they find the coin, they have a huge celebration.
[00:44:11.400 --> 00:44:12.480]   Right?
[00:44:12.480 --> 00:44:16.200]   Those of us who are anals will look at that and say, well, that kind of defeats the purpose
[00:44:16.200 --> 00:44:19.160]   of finding the coin if you spend all of that to celebrate finding the coin.
[00:44:19.160 --> 00:44:20.680]   But that was not the point.
[00:44:20.680 --> 00:44:21.920]   Don't get sidetracked.
[00:44:22.880 --> 00:44:25.400]   The point is that it was precious.
