
[00:00:00.000 --> 00:00:02.760]   (audio cuts out)
[00:36:02.880 --> 00:36:05.240]   What do you guys see?
[00:36:05.240 --> 00:36:16.340]   Like what is he doing with these verbs, so to speak?
[00:36:16.340 --> 00:36:25.140]   (audience member speaks)
[00:36:25.140 --> 00:36:27.980]   (Marker clatters)
[00:36:27.980 --> 00:36:30.400]   Okay.
[00:36:30.400 --> 00:36:33.060]   Great, okay.
[00:36:33.060 --> 00:36:35.680]   So, he said that just for,
[00:36:35.680 --> 00:36:37.760]   there are people viewing on the internet and stuff,
[00:36:37.760 --> 00:36:40.440]   he said that there are the verbs confirmed
[00:36:40.440 --> 00:36:42.200]   that's repeated a few times,
[00:36:42.200 --> 00:36:45.680]   and it gives the idea of confidence, right, before God.
[00:36:45.680 --> 00:36:47.560]   Great, okay.
[00:36:47.560 --> 00:36:52.200]   So, in line with that topic of confirmed,
[00:36:52.200 --> 00:36:54.360]   you notice that a lot of these verses,
[00:36:54.360 --> 00:36:55.760]   or the verbs that are given,
[00:36:55.760 --> 00:37:00.760]   are describing the condition of the believers, okay?
[00:37:00.760 --> 00:37:03.940]   And again, describing the state of these believers,
[00:37:03.940 --> 00:37:07.560]   you notice that what he is doing
[00:37:07.560 --> 00:37:09.840]   is truly talking about their,
[00:37:09.840 --> 00:37:13.280]   we mentioned it already a little bit,
[00:37:13.280 --> 00:37:15.080]   but they're confirmed in their what?
[00:37:15.080 --> 00:37:18.120]   Yeah, they're confirmed in their faith.
[00:37:18.120 --> 00:37:19.240]   Which I find, just again,
[00:37:19.240 --> 00:37:21.640]   really, really interesting, don't you?
[00:37:21.640 --> 00:37:23.720]   In a book that's all about, like,
[00:37:23.720 --> 00:37:27.140]   you guys are behaving like the world.
[00:37:27.140 --> 00:37:32.040]   Like, someone, I wanna give credit,
[00:37:32.040 --> 00:37:36.040]   but I remember reading it, but not remembering who it's from,
[00:37:36.040 --> 00:37:40.120]   but that idea is if you're in a courtroom,
[00:37:40.120 --> 00:37:42.960]   does the prosecutor have enough evidence,
[00:37:42.960 --> 00:37:46.620]   visible evidence, to convict you of being a Christian?
[00:37:46.620 --> 00:37:49.220]   Perhaps the Corinthian church may not have had that.
[00:37:51.080 --> 00:37:54.040]   Because their external actions looked just like the world.
[00:37:54.040 --> 00:37:57.840]   But what's interesting is the way that this begins off
[00:37:57.840 --> 00:38:02.840]   is a lot of these verbs are all about confirming their faith.
[00:38:02.840 --> 00:38:07.640]   So, I wanna go down through some of these descriptions,
[00:38:07.640 --> 00:38:08.480]   and so I have it here,
[00:38:08.480 --> 00:38:10.920]   descriptions of the saints and the grace of God.
[00:38:10.920 --> 00:38:12.020]   Essentially, as I say that,
[00:38:12.020 --> 00:38:14.240]   descriptions of saints and the grace of God,
[00:38:14.240 --> 00:38:15.400]   all it's really saying is,
[00:38:15.400 --> 00:38:19.040]   this is a description of a genuine believer,
[00:38:19.040 --> 00:38:21.640]   given the faith, right?
[00:38:21.640 --> 00:38:25.000]   Having been given the grace of God to be in the faith.
[00:38:25.000 --> 00:38:28.320]   And this is what he says.
[00:38:28.320 --> 00:38:30.840]   And I actually broke it down into three different things,
[00:38:30.840 --> 00:38:33.640]   because I felt like there was three different,
[00:38:33.640 --> 00:38:35.680]   I guess, verb tenses in there.
[00:38:35.680 --> 00:38:38.120]   About the past, the present, and the future.
[00:38:38.120 --> 00:38:40.920]   So if you look, starting from verse five,
[00:38:40.920 --> 00:38:44.440]   it says that in everything, you were enriched.
[00:38:44.440 --> 00:38:46.960]   In him, in all speech, and all knowledge.
[00:38:46.960 --> 00:38:49.660]   Even as the testimony concerning Christ
[00:38:49.660 --> 00:38:52.400]   was confirmed in you.
[00:38:52.400 --> 00:38:55.720]   And so, in the past, he says,
[00:38:55.720 --> 00:38:58.440]   as one who has been graced by God,
[00:38:58.440 --> 00:39:00.680]   you have been, one, enriched.
[00:39:00.680 --> 00:39:03.760]   So the letter A underneath past is enriched.
[00:39:03.760 --> 00:39:06.920]   They have been enriched in all speech,
[00:39:06.920 --> 00:39:08.860]   they have been enriched in all knowledge.
[00:39:08.860 --> 00:39:10.160]   There's a sense in which,
[00:39:10.160 --> 00:39:12.920]   if you think about those two things,
[00:39:12.920 --> 00:39:14.520]   all speech and all knowledge,
[00:39:14.520 --> 00:39:16.720]   back then, it was considered so highly,
[00:39:16.720 --> 00:39:19.120]   incredibly valuable for you to have knowledge,
[00:39:19.120 --> 00:39:21.100]   and for you to be able to articulate it.
[00:39:21.100 --> 00:39:23.940]   Not only that, but even in the faith, spiritually speaking,
[00:39:23.940 --> 00:39:25.600]   for us as believers,
[00:39:25.600 --> 00:39:29.600]   isn't that surely the proclamation of the faith
[00:39:29.600 --> 00:39:32.320]   we proclaim to have,
[00:39:32.320 --> 00:39:36.040]   that which we hold onto so dearly as a Christian, right?
[00:39:36.040 --> 00:39:38.880]   So he says, in these two areas,
[00:39:38.880 --> 00:39:41.240]   these two spheres,
[00:39:41.240 --> 00:39:44.260]   in the way of speaking about life and God,
[00:39:44.260 --> 00:39:47.100]   you have been thoroughly enriched, okay?
[00:39:47.100 --> 00:39:48.720]   But what's more, he says,
[00:39:48.720 --> 00:39:51.680]   the testimony is confirmed in you.
[00:39:51.680 --> 00:39:54.600]   Testimony is confirmed in you, all right?
[00:39:54.600 --> 00:39:57.480]   In the next verse, verse seven,
[00:39:57.480 --> 00:39:59.680]   he says, so that you are,
[00:39:59.680 --> 00:40:04.320]   and that are, as a state of being, is present.
[00:40:04.320 --> 00:40:06.960]   You are not lacking in any gift,
[00:40:06.960 --> 00:40:11.320]   awaiting eagerly the revelation of our Lord Jesus Christ.
[00:40:11.320 --> 00:40:14.160]   So currently, currently,
[00:40:14.160 --> 00:40:18.320]   A, saints do not lack any gift.
[00:40:18.320 --> 00:40:22.880]   Okay, saints do not lack any gift.
[00:40:22.880 --> 00:40:25.440]   Secondly, saints eagerly await
[00:40:25.440 --> 00:40:27.500]   the revelation of Jesus Christ.
[00:40:27.500 --> 00:40:32.000]   So he's basically describing the Christian,
[00:40:32.000 --> 00:40:34.000]   a person of faith, and he says,
[00:40:34.000 --> 00:40:36.640]   they're enriched, they have the testimony confirmed.
[00:40:36.640 --> 00:40:38.360]   Testimony confirmed meaning is
[00:40:38.360 --> 00:40:40.040]   that repentance and faith in Christ
[00:40:40.040 --> 00:40:41.840]   has been confirmed in their lives.
[00:40:41.840 --> 00:40:44.260]   But furthermore, right now, they lack nothing
[00:40:44.260 --> 00:40:46.560]   in terms of gifts.
[00:40:46.560 --> 00:40:51.000]   Now, the Greek term for the word gifts is charizoma,
[00:40:51.000 --> 00:40:54.340]   which really talks about grace gifts.
[00:40:54.340 --> 00:40:57.160]   So here's the thing.
[00:40:57.160 --> 00:40:59.040]   I find he's really summarizing
[00:40:59.040 --> 00:41:00.680]   the Christian life altogether.
[00:41:00.680 --> 00:41:05.200]   We are a people who are, as believers,
[00:41:05.200 --> 00:41:09.340]   engaging in an act of faith and belief
[00:41:09.340 --> 00:41:11.300]   in the propositional truth,
[00:41:11.300 --> 00:41:13.240]   to understand that we have everything
[00:41:13.240 --> 00:41:15.740]   for life and godliness in Christ now.
[00:41:15.740 --> 00:41:18.580]   That we can be content whether we have little,
[00:41:18.580 --> 00:41:20.280]   whether we have a lot, we can be content
[00:41:20.280 --> 00:41:22.400]   whether we're healthy or we're sick,
[00:41:22.400 --> 00:41:24.580]   we can be content in every single circumstance
[00:41:24.580 --> 00:41:28.460]   because we lack no gift, no grace,
[00:41:28.460 --> 00:41:31.300]   because it's all found in our Lord Jesus Christ.
[00:41:31.300 --> 00:41:33.640]   That describes the current state of a Christian.
[00:41:33.640 --> 00:41:35.680]   What's more, we are a people
[00:41:35.680 --> 00:41:37.320]   where we've been promised so much,
[00:41:37.320 --> 00:41:39.800]   but that promise and realization of that,
[00:41:39.800 --> 00:41:43.640]   what God has promised us,
[00:41:43.640 --> 00:41:45.720]   is not experienced right now, so to speak,
[00:41:45.720 --> 00:41:48.680]   but we're waiting for the revelation of Christ.
[00:41:48.680 --> 00:41:50.960]   Whether there's gonna be vindication for the saints,
[00:41:50.960 --> 00:41:53.100]   whether there's gonna be a righteous reign of Christ,
[00:41:53.100 --> 00:41:55.120]   whether there's gonna be, in the presence,
[00:41:55.120 --> 00:41:58.280]   worshiping in his harmonious community
[00:41:58.280 --> 00:41:59.820]   and all that kind of stuff,
[00:41:59.820 --> 00:42:01.780]   waiting for us when Christ is revealed.
[00:42:01.780 --> 00:42:06.440]   So he's describing the Christian in the present case.
[00:42:06.440 --> 00:42:08.740]   Future, number three.
[00:42:08.740 --> 00:42:13.560]   I'm sorry, yeah, number three and verse eight.
[00:42:13.560 --> 00:42:17.800]   Who will also confirm you to the end,
[00:42:17.800 --> 00:42:20.460]   blameless in the day of our Lord Jesus Christ.
[00:42:20.460 --> 00:42:24.660]   Blameless in the day of our Lord Jesus Christ.
[00:42:24.660 --> 00:42:27.320]   So, he talks about how
[00:42:27.320 --> 00:42:31.840]   saints will be confirmed in the end
[00:42:31.840 --> 00:42:34.820]   and saints will be blameless in the end.
[00:42:34.820 --> 00:42:36.600]   So you can write those in as saints
[00:42:36.600 --> 00:42:39.720]   in the description of saints in the grace of God.
[00:42:39.720 --> 00:42:41.420]   Saints will be confirmed in the end,
[00:42:41.420 --> 00:42:43.200]   saints will be blameless.
[00:42:43.200 --> 00:42:50.980]   As we observe these things of what Apostle Paul is saying,
[00:42:50.980 --> 00:42:54.360]   some of these things aren't like
[00:42:54.360 --> 00:42:56.960]   profound new information to us,
[00:42:56.960 --> 00:42:59.920]   but I want us to examine and observe
[00:42:59.920 --> 00:43:01.720]   what Apostle Paul is doing.
[00:43:03.520 --> 00:43:07.380]   First and foremost, his perspective, again,
[00:43:07.380 --> 00:43:12.060]   is not so discouraged just because the people
[00:43:12.060 --> 00:43:14.400]   are not responding the way perhaps we wish.
[00:43:14.400 --> 00:43:18.680]   That Apostle Paul all the more does not rest
[00:43:18.680 --> 00:43:21.740]   on the confidence of just man,
[00:43:21.740 --> 00:43:24.620]   but look at the beginning of the next verse.
[00:43:24.620 --> 00:43:28.520]   God is faithful, right?
[00:43:28.520 --> 00:43:31.100]   God is faithful.
[00:43:31.100 --> 00:43:33.600]   So you look at the perspective of Apostle Paul
[00:43:33.600 --> 00:43:35.720]   and as he's describing the Christian,
[00:43:35.720 --> 00:43:38.000]   these descriptions, number one,
[00:43:38.000 --> 00:43:40.560]   cause us to think about what we recall to,
[00:43:40.560 --> 00:43:41.860]   what we were expected of,
[00:43:41.860 --> 00:43:46.080]   but it also gives us this perspective
[00:43:46.080 --> 00:43:47.880]   that Apostle Paul has.
[00:43:47.880 --> 00:43:50.200]   This view of the saint that he's giving
[00:43:50.200 --> 00:43:52.680]   and the description of the saints that he's giving,
[00:43:52.680 --> 00:43:54.820]   he can still maintain that standard,
[00:43:54.820 --> 00:43:57.280]   he can still maintain that expectation, why?
[00:43:57.280 --> 00:44:00.840]   Because his confidence is not in the people,
[00:44:00.840 --> 00:44:03.560]   but his confidence is in God.
[00:44:03.560 --> 00:44:06.640]   So as we think about that, I ask you this next question.
[00:44:06.640 --> 00:44:08.020]   We've hit it already a little bit.
[00:44:08.020 --> 00:44:11.680]   I want you guys just to think about it a little bit more.
[00:44:11.680 --> 00:44:14.440]   What is Apostle Paul's strategy?
[00:44:14.440 --> 00:44:17.400]   What's his purpose in this introduction?
[00:44:17.400 --> 00:44:19.280]   Can you guys perhaps summarize for me
[00:44:19.280 --> 00:44:23.640]   or tell me the main thrust of what he is doing, okay,
[00:44:23.640 --> 00:44:25.720]   by way of this introduction?
[00:44:25.720 --> 00:44:26.680]   What would you say?
[00:44:26.680 --> 00:44:28.840]   (silence)
[00:44:28.840 --> 00:44:35.720]   I mean, someone could read this, honestly.
[00:44:35.720 --> 00:44:37.160]   Someone could read this like,
[00:44:37.160 --> 00:44:39.680]   I do this sometimes, you know?
[00:44:39.680 --> 00:44:44.560]   There are times when you have to say hard things to people,
[00:44:44.560 --> 00:44:46.600]   but you always start off with,
[00:44:46.600 --> 00:44:48.240]   but you do this so well.
[00:44:48.240 --> 00:44:51.560]   Like overall, if you're talking to a guy
[00:44:51.560 --> 00:44:53.520]   and you really don't think he should dress a certain way,
[00:44:53.520 --> 00:44:55.600]   like overall you have great fashion sense and stuff,
[00:44:55.600 --> 00:44:58.080]   but that Phoenix shirt just really needs to go, you know?
[00:44:58.080 --> 00:44:59.800]   Like you start off with something nice
[00:44:59.800 --> 00:45:02.040]   so that you can crush him afterwards, you know?
[00:45:02.040 --> 00:45:03.800]   Is that what Apostle Paul is doing?
[00:45:03.800 --> 00:45:07.080]   Just being nice in the beginning so that I lift you up
[00:45:07.080 --> 00:45:08.960]   and then, wha-bam, I get you down.
[00:45:08.960 --> 00:45:10.520]   No, that's not what he's doing.
[00:45:10.520 --> 00:45:14.120]   Or just because he knows he has to say hard stuff,
[00:45:14.120 --> 00:45:16.560]   at least he's starting with trying to reaffirm them.
[00:45:16.560 --> 00:45:18.320]   Why is he reaffirming their faith
[00:45:18.320 --> 00:45:20.040]   and saying you are called this way?
[00:45:20.040 --> 00:45:21.400]   This is what a Christian is.
[00:45:21.400 --> 00:45:23.200]   This is what describes you.
[00:45:24.200 --> 00:45:26.480]   What's his purpose and strategy in doing that?
[00:45:26.480 --> 00:45:27.520]   That's the question.
[00:45:27.520 --> 00:45:46.160]   Oh, sorry, yes.
[00:45:46.160 --> 00:45:48.240]   (laughs)
[00:45:48.240 --> 00:45:49.080]   Yes.
[00:45:49.080 --> 00:46:09.680]   Right, okay.
[00:46:16.800 --> 00:46:19.040]   Yeah, great.
[00:46:19.040 --> 00:46:19.880]   Thank you.
[00:46:19.880 --> 00:46:24.240]   So that is a truth, again, that perhaps it's not profound
[00:46:24.240 --> 00:46:27.360]   or profoundly new to many of us,
[00:46:27.360 --> 00:46:29.520]   but I want us to think about that
[00:46:29.520 --> 00:46:32.760]   because that truly is the foundation of his exhortation.
[00:46:32.760 --> 00:46:35.760]   He's going to lay down the foundation,
[00:46:35.760 --> 00:46:37.920]   like a concrete base to say,
[00:46:37.920 --> 00:46:41.440]   this is who you are in Christ by calling,
[00:46:41.440 --> 00:46:44.160]   and now you have to live up to it,
[00:46:44.160 --> 00:46:46.960]   and now you have to live accordingly, right?
[00:46:46.960 --> 00:46:50.680]   The imperative for you must, you should, and you ought to
[00:46:50.680 --> 00:46:54.040]   is all possible because you are
[00:46:54.040 --> 00:46:58.980]   by the Spirit and the power of our Lord Jesus Christ, right?
[00:46:58.980 --> 00:47:01.000]   This is how we are challenged in the scripture.
[00:47:01.000 --> 00:47:02.960]   This is how we are to think when we think about
[00:47:02.960 --> 00:47:06.440]   our exhortations, our disciplines, our works,
[00:47:06.440 --> 00:47:09.200]   and our deeds as a believer in Christ.
[00:47:09.200 --> 00:47:12.400]   That this is the calling to which God has already given.
[00:47:12.400 --> 00:47:14.520]   This is the status to which God has already
[00:47:14.520 --> 00:47:18.600]   laid down for us, and what we are doing
[00:47:18.600 --> 00:47:22.800]   is designed to fulfill that calling God has given us.
[00:47:22.800 --> 00:47:24.720]   That's going to be the thrust and imperative
[00:47:24.720 --> 00:47:26.440]   for the rest of the book.
[00:47:26.440 --> 00:47:28.520]   If this is truly who we are,
[00:47:28.520 --> 00:47:30.520]   then this is truly who we must be.
[00:47:30.520 --> 00:47:33.980]   Apostle Paul, I think, beautifully lays down
[00:47:33.980 --> 00:47:37.640]   the core of what's really important for them,
[00:47:37.640 --> 00:47:39.720]   their identity in the Lord Jesus Christ,
[00:47:39.720 --> 00:47:41.200]   their identity by his calling.
[00:47:41.200 --> 00:47:42.800]   Does that make sense?
[00:47:42.800 --> 00:47:47.520]   Okay, so, in your own time, you guys can write down
[00:47:47.520 --> 00:47:50.220]   perhaps a brief summary.
[00:47:50.220 --> 00:47:54.880]   That's a really good way to come down
[00:47:54.880 --> 00:47:56.840]   to an interpretation, you know?
[00:47:56.840 --> 00:48:00.240]   A really good summary of what this
[00:48:00.240 --> 00:48:02.580]   introductory paragraph has for us.
[00:48:02.580 --> 00:48:04.600]   Okay?
[00:48:04.600 --> 00:48:05.440]   All right.
[00:48:06.580 --> 00:48:11.580]   Now, any questions so far on the things
[00:48:11.580 --> 00:48:14.500]   that we observed and the kind of conclusions
[00:48:14.500 --> 00:48:15.340]   that we made?
[00:48:15.340 --> 00:48:16.780]   What is Apostle Paul doing?
[00:48:16.780 --> 00:48:18.420]   What's the purpose of his letter?
[00:48:18.420 --> 00:48:21.240]   Okay?
[00:48:21.240 --> 00:48:23.840]   Then I hope that you guys have some good conversations
[00:48:23.840 --> 00:48:26.260]   in your discussions, and here are some of the questions
[00:48:26.260 --> 00:48:29.340]   I tried to think of, but you guys
[00:48:29.340 --> 00:48:32.220]   obviously can just share more.
[00:48:32.220 --> 00:48:35.020]   The first is, what sort of application
[00:48:35.020 --> 00:48:37.540]   can we draw from Apostle Paul's strategy
[00:48:37.540 --> 00:48:40.660]   in laying the foundation for his entire letter?
[00:48:40.660 --> 00:48:43.760]   We just said that he is pointing at
[00:48:43.760 --> 00:48:46.140]   the identity in Christ, the Lord Jesus Christ,
[00:48:46.140 --> 00:48:48.700]   the Lord Jesus Christ, and he's pointing at
[00:48:48.700 --> 00:48:52.060]   their salvation, their identity as one's called,
[00:48:52.060 --> 00:48:53.860]   and saying, this is who you are,
[00:48:53.860 --> 00:48:56.560]   and so this is the commands that are there, right?
[00:48:56.560 --> 00:48:58.520]   What kind of applications can we draw?
[00:48:58.520 --> 00:48:59.360]   You know?
[00:48:59.360 --> 00:49:02.140]   What kind of convictions can we have in our lives?
[00:49:02.140 --> 00:49:05.040]   Secondly, the centerpiece of the message,
[00:49:05.040 --> 00:49:07.900]   at least the bulk of it, was a description
[00:49:07.900 --> 00:49:11.500]   of the saints, past, present, and future.
[00:49:11.500 --> 00:49:13.720]   When you look at this description,
[00:49:13.720 --> 00:49:15.980]   what sort of personal convictions do you gain
[00:49:15.980 --> 00:49:18.340]   from evaluating yourself against
[00:49:18.340 --> 00:49:20.140]   the descriptions we observed?
[00:49:20.140 --> 00:49:22.340]   So we can ask ourselves, do I feel like
[00:49:22.340 --> 00:49:24.780]   I've been truly enriched both in knowledge
[00:49:24.780 --> 00:49:26.940]   and in the content of my faith?
[00:49:26.940 --> 00:49:30.580]   Has it been confirmed for me?
[00:49:30.580 --> 00:49:32.540]   Has my repentance been confirmed?
[00:49:32.540 --> 00:49:35.060]   Am I confident that I've repented before God,
[00:49:35.060 --> 00:49:37.040]   that this gospel is truly mine?
[00:49:37.040 --> 00:49:38.900]   It's not a faith that's on a doctrinal statement.
[00:49:38.900 --> 00:49:40.300]   It's not something I signed off on.
[00:49:40.300 --> 00:49:42.500]   It's something that I possess.
[00:49:42.500 --> 00:49:44.800]   This faith, I possess it.
[00:49:44.800 --> 00:49:47.220]   Do I truly feel like I lack no grace,
[00:49:47.220 --> 00:49:50.460]   that for life of godliness, there's a passage
[00:49:50.460 --> 00:49:53.840]   in 2 Peter 1 and 3, divine power has been granted to us,
[00:49:53.840 --> 00:49:56.940]   everything pertaining to life and godliness.
[00:49:56.940 --> 00:49:58.420]   In Christ, I truly lack nothing.
[00:49:58.420 --> 00:50:01.540]   It's this present, personal conviction.
[00:50:01.540 --> 00:50:03.300]   Are you waiting for the Lord Jesus Christ?
[00:50:03.300 --> 00:50:05.500]   Do you have confidence he's gonna perfect you?
[00:50:05.500 --> 00:50:07.260]   There are so many people who are afraid of death.
[00:50:07.260 --> 00:50:09.740]   There are so many people who are afraid of this and that.
[00:50:09.740 --> 00:50:12.100]   And I think I shared with you guys,
[00:50:12.100 --> 00:50:14.420]   if you guys can pray for me, I've been having, still,
[00:50:14.420 --> 00:50:17.140]   nightmares of my children's death.
[00:50:17.140 --> 00:50:18.660]   And it wakes me up at night.
[00:50:18.660 --> 00:50:20.980]   And I've been battling it, I've been trying to battle it
[00:50:20.980 --> 00:50:23.380]   with truth and remembering.
[00:50:23.380 --> 00:50:28.020]   And one of the things I just remind myself is,
[00:50:28.020 --> 00:50:30.740]   you can't die unless God's done with you.
[00:50:30.740 --> 00:50:32.020]   And when he's done with you, you're dead,
[00:50:32.020 --> 00:50:35.420]   but if you're a believer, death is just death, right?
[00:50:35.420 --> 00:50:39.140]   Like, nobody dies, no sparrow falls unless God says so.
[00:50:39.140 --> 00:50:40.820]   Right now, I'm having all these crazy dreams
[00:50:40.820 --> 00:50:43.180]   of my kids drowning in different scenarios and stuff,
[00:50:43.180 --> 00:50:45.420]   and I wake up like, (yells) you know?
[00:50:45.420 --> 00:50:47.140]   And I can't go back to sleep 'cause I'm too afraid,
[00:50:47.140 --> 00:50:49.460]   but I've been trying to fight that with,
[00:50:49.460 --> 00:50:55.220]   if you understand God's sovereignty,
[00:50:55.220 --> 00:50:58.700]   no person dies prematurely, not a single one.
[00:50:58.700 --> 00:51:00.780]   And if you're a believer in Christ,
[00:51:00.780 --> 00:51:04.180]   you're just safe, right?
[00:51:04.180 --> 00:51:05.740]   He completes you, he perfects you,
[00:51:05.740 --> 00:51:08.100]   he leads you all the way to the end.
[00:51:08.100 --> 00:51:11.580]   But are these confidences, faith convictions,
[00:51:11.580 --> 00:51:14.540]   past, present, future, for you currently?
[00:51:14.540 --> 00:51:16.940]   So again, please share that with your group
[00:51:16.940 --> 00:51:18.020]   on a more personal level.
[00:51:18.020 --> 00:51:21.900]   Number three, how receptive are we to instruction?
[00:51:21.900 --> 00:51:26.100]   I ask that because, given the context of things,
[00:51:26.100 --> 00:51:29.140]   Apostle Paul, again, has to be like, I'm an apostle!
[00:51:29.140 --> 00:51:30.980]   I planted this church, you know?
[00:51:30.980 --> 00:51:34.200]   I almost hear it that way, and I wonder.
[00:51:34.200 --> 00:51:37.100]   But truly, we have to ask ourselves,
[00:51:37.100 --> 00:51:40.140]   how receptive are we to instruction?
[00:51:40.140 --> 00:51:42.060]   Do we only receive instruction from people
[00:51:42.060 --> 00:51:43.580]   who are older than us, more mature than us,
[00:51:43.580 --> 00:51:45.420]   more knowledgeable than us?
[00:51:45.420 --> 00:51:47.260]   Can we receive instruction from people
[00:51:47.260 --> 00:51:48.140]   who are younger than us,
[00:51:48.140 --> 00:51:50.580]   if that at least is true and accurate?
[00:51:50.580 --> 00:51:55.580]   Do we feel like, you know, what did I put here?
[00:51:55.580 --> 00:51:57.900]   Are you a bad patient who typically ignores
[00:51:57.900 --> 00:51:59.900]   doctor's orders, you know?
[00:51:59.900 --> 00:52:02.420]   The scriptures tell you to do X, Y, and Z,
[00:52:02.420 --> 00:52:04.060]   and you're like, yeah, yeah, yeah, yeah, yeah.
[00:52:04.060 --> 00:52:06.620]   But then it's always put back on the backburners.
[00:52:06.620 --> 00:52:09.140]   Have you tuned out certain people who annoy you?
[00:52:09.140 --> 00:52:10.460]   They've already talked to you one time,
[00:52:10.460 --> 00:52:11.380]   they talk to you a second time,
[00:52:11.380 --> 00:52:14.580]   by the third time, you're just like, off, please, you know?
[00:52:14.580 --> 00:52:17.780]   How receptive are you to biblical truth,
[00:52:17.780 --> 00:52:20.180]   good, godly wisdom, how receptive are you?
[00:52:20.180 --> 00:52:22.220]   Now, obviously, this is kind of like a yes or no question,
[00:52:22.220 --> 00:52:23.460]   like, yeah, I am, or no, I'm not,
[00:52:23.460 --> 00:52:26.460]   but just share at least more personally, you know?
[00:52:26.460 --> 00:52:28.460]   As of lately, I've been having a great hunger
[00:52:28.460 --> 00:52:30.180]   for more instruction, I've been really hungry,
[00:52:30.180 --> 00:52:32.980]   or, you know what, actually, it's just been kind of,
[00:52:32.980 --> 00:52:34.540]   I'm not that interested sometimes.
[00:52:34.540 --> 00:52:38.140]   Just be truthful with each other as much as possible, okay?
[00:52:38.140 --> 00:52:40.860]   Alrighty, then I just wanna cover really quick
[00:52:40.860 --> 00:52:42.100]   the homework assignment.
[00:52:42.100 --> 00:52:45.700]   Now, it's a lot, but I'm gonna emphasize just two things,
[00:52:45.700 --> 00:52:47.780]   okay, the homework assignments are just,
[00:52:47.780 --> 00:52:50.340]   please review the inductive Bible study process
[00:52:50.340 --> 00:52:52.260]   attached to this thing.
[00:52:52.260 --> 00:52:56.940]   Secondly, please read 1 Corinthians all the way through
[00:52:56.940 --> 00:52:59.700]   as many times as possible this week,
[00:52:59.700 --> 00:53:02.180]   and answer the following questions.
[00:53:02.180 --> 00:53:03.680]   Number four, for the next time,
[00:53:03.680 --> 00:53:07.940]   please simply make closer observations of verse 10 through 17.
[00:53:07.940 --> 00:53:10.220]   If you're super duper busy these days,
[00:53:10.220 --> 00:53:12.300]   and you can only do a few of these,
[00:53:12.300 --> 00:53:15.220]   number one, I just recommend you to just read.
[00:53:15.220 --> 00:53:17.940]   Exposure to the Bible is the best thing you can do.
[00:53:17.940 --> 00:53:19.700]   The more you read and the more you remember,
[00:53:19.700 --> 00:53:20.940]   the better it is for you.
[00:53:20.940 --> 00:53:22.740]   And especially reading big chunks sometimes
[00:53:22.740 --> 00:53:24.420]   is helpful to understand the whole,
[00:53:24.420 --> 00:53:26.900]   so read 1 Corinthians as many times as you can,
[00:53:26.900 --> 00:53:30.860]   at least once through, it'll be the first one.
[00:53:30.860 --> 00:53:34.340]   And then the second would be, focus on verse 10 through 17,
[00:53:34.340 --> 00:53:38.460]   and try to ask, you know, the best questions you can,
[00:53:38.460 --> 00:53:39.900]   and observe the things that are there,
[00:53:39.900 --> 00:53:43.180]   observe the verbal commands, observe what's the problem,
[00:53:43.180 --> 00:53:45.820]   what's the possible method of instruction,
[00:53:45.820 --> 00:53:47.940]   dissect the thing, and then really just make
[00:53:47.940 --> 00:53:51.220]   all the observations that you can, okay?
[00:53:51.220 --> 00:53:54.500]   All right, any questions about today's study
[00:53:54.500 --> 00:53:55.740]   or what the homework is?
[00:53:55.740 --> 00:53:59.300]   Okay, let's pray, and then you guys can jump
[00:53:59.300 --> 00:54:02.620]   and have time in your small groups to discuss, all right.
[00:54:02.620 --> 00:54:12.860]   Father God, we thank you for this scripture,
[00:54:13.180 --> 00:54:17.340]   and Lord, I pray that if anybody in this room is in sin
[00:54:17.340 --> 00:54:21.860]   or perhaps have faltered, acted selfishly,
[00:54:21.860 --> 00:54:24.620]   whatever it may be, I pray, Father God,
[00:54:24.620 --> 00:54:28.580]   that our greatest, most piercing conviction
[00:54:28.580 --> 00:54:32.700]   would be the pain of being far from you,
[00:54:32.700 --> 00:54:37.700]   would be the pain of really affecting negatively
[00:54:37.700 --> 00:54:41.300]   the relationship and the harmony that we have with you.
[00:54:41.300 --> 00:54:42.980]   And I pray, Father God, that if anything
[00:54:42.980 --> 00:54:47.080]   really causes us to return, it would always be you.
[00:54:47.080 --> 00:54:49.580]   And Lord, we thank you, God, that you are such a God,
[00:54:49.580 --> 00:54:53.820]   so patient, so kind, as to give instruction like this,
[00:54:53.820 --> 00:54:56.640]   to begin with reaffirming and reassessing
[00:54:56.640 --> 00:54:59.780]   the calling that you've given to your people.
[00:54:59.780 --> 00:55:02.660]   Father God, I pray that through this study again,
[00:55:02.660 --> 00:55:06.460]   it would be so fruitful for our faith and our living.
[00:55:06.460 --> 00:55:09.300]   God, that surely we would not be like the world,
[00:55:09.300 --> 00:55:11.060]   that we would not mimic the fallen world,
[00:55:11.060 --> 00:55:13.940]   we would not mimic and desire the many pleasures
[00:55:13.940 --> 00:55:15.820]   that this world has to offer.
[00:55:15.820 --> 00:55:18.020]   But Father God, rather, as having once received
[00:55:18.020 --> 00:55:20.020]   the greatest pleasure of all,
[00:55:20.020 --> 00:55:23.260]   we would continue our lives by sinning no more,
[00:55:23.260 --> 00:55:25.160]   but rather, God, living our lives
[00:55:25.160 --> 00:55:27.620]   and offering to you of everything
