
[00:00:00.000 --> 00:00:05.640]   All right, good morning.
[00:23:42.100 --> 00:23:49.140]   and the world, even from everlasting to everlasting, you are God."
[00:23:49.140 --> 00:23:57.020]   Now to theists, or to Christians in particular, we don't need to reemphasize this because
[00:23:57.020 --> 00:24:00.220]   we already confessed that we believe this.
[00:24:00.220 --> 00:24:07.940]   But there is a huge difference between saying it, confessing it, signing a doctrinal statement,
[00:24:07.940 --> 00:24:10.520]   and believing it.
[00:24:10.520 --> 00:24:14.460]   There is a huge difference between the two.
[00:24:14.460 --> 00:24:21.180]   Sometimes God allows certain things to happen in our lives to refocus our attention.
[00:24:21.180 --> 00:24:26.100]   You guys who are watching me from the internet, you won't know, but our sanctuary looks very
[00:24:26.100 --> 00:24:27.100]   different.
[00:24:27.100 --> 00:24:31.060]   Normally, I like the lights turned all on.
[00:24:31.060 --> 00:24:34.540]   The reason why I like it turned on is because I can see your faces.
[00:24:34.540 --> 00:24:36.660]   I know who's falling asleep.
[00:24:36.660 --> 00:24:37.660]   I know who's tired.
[00:24:37.660 --> 00:24:41.140]   I know who's alert, who's taking notes, who's going to the bathroom four times.
[00:24:41.140 --> 00:24:43.780]   I can see all of that.
[00:24:43.780 --> 00:24:45.540]   But today we deliberately turned off the lights.
[00:24:45.540 --> 00:24:52.420]   And the reason why we did that is so that the film, what do you call it, internet, whatever
[00:24:52.420 --> 00:24:58.500]   you're seeing on your screen, would have a better effect, to highlight what's going on
[00:24:58.500 --> 00:25:00.340]   here.
[00:25:00.340 --> 00:25:05.300]   Sometimes God will turn off the lights in our lives in order to highlight what is most
[00:25:05.300 --> 00:25:07.940]   important.
[00:25:07.940 --> 00:25:12.580]   And I think we will all admit that that's what's going on with us.
[00:25:12.580 --> 00:25:17.020]   All the clutter, all the busyness, and even though our heart is anxious, that God has
[00:25:17.020 --> 00:25:22.500]   taken away all the fluff and right now to focus on what's most important.
[00:25:22.500 --> 00:25:23.500]   That God is.
[00:25:23.500 --> 00:25:28.860]   In Revelations 1.8, "I am the Alpha and the Omega," says the Lord God, "who is and who
[00:25:28.860 --> 00:25:32.900]   was and who is to come, the Almighty."
[00:25:32.900 --> 00:25:38.980]   So in the midst of all of this turmoil, first and foremost, let's recognize who it is that
[00:25:38.980 --> 00:25:41.420]   we serve.
[00:25:41.420 --> 00:25:46.020]   God is not a God who serves mankind.
[00:25:46.020 --> 00:25:47.300]   God does not worship us.
[00:25:47.300 --> 00:25:49.460]   We worship him.
[00:25:49.460 --> 00:25:54.820]   No matter what country, no matter what authority, no matter how great the army, he is and no
[00:25:54.820 --> 00:25:56.420]   one else is.
[00:25:56.420 --> 00:26:02.820]   Secondly, the second meaning or the ramification of his name, "I am," is that God is the ultimate
[00:26:02.820 --> 00:26:03.820]   cause.
[00:26:03.820 --> 00:26:07.060]   He is the ultimate sovereign.
[00:26:07.060 --> 00:26:12.740]   John 5.26, "For just as the Father has life in himself, even so he gave to the Son, also
[00:26:12.740 --> 00:26:16.820]   he has life in himself."
[00:26:16.820 --> 00:26:23.060]   Not only does he have life, remember, John 5.26, Jesus basically is saying that he is
[00:26:23.060 --> 00:26:27.260]   I am because nobody else has life within themselves.
[00:26:27.260 --> 00:26:32.540]   Only God can say that and Jesus says, "As the Father has life in himself," he says,
[00:26:32.540 --> 00:26:33.820]   "I am."
[00:26:33.820 --> 00:26:34.860]   The Son has it.
[00:26:34.860 --> 00:26:38.140]   But not only does the Son have it, he can give it to other people.
[00:26:38.140 --> 00:26:40.500]   He's the ultimate cause.
[00:26:40.500 --> 00:26:44.260]   Only God can create something out of nothing.
[00:26:44.260 --> 00:26:52.940]   There are a lot of really great magicians who are really good, especially some of these
[00:26:52.940 --> 00:26:53.940]   street magicians.
[00:26:53.940 --> 00:26:57.660]   Some of the things that they do, it's mesmerizing.
[00:26:57.660 --> 00:26:59.640]   People pay a lot of money to go and see.
[00:26:59.640 --> 00:27:02.980]   But we all know that it's trickery.
[00:27:02.980 --> 00:27:05.620]   They just happen to be really good at it.
[00:27:05.620 --> 00:27:10.940]   They can go out in the street and levitate in front of people or turn a $1 bill into
[00:27:10.940 --> 00:27:11.940]   a $50 bill.
[00:27:11.940 --> 00:27:13.420]   I mean, they do some crazy stuff.
[00:27:13.420 --> 00:27:19.220]   But we all know all of that is a movement of the hand and tricking you and diverting
[00:27:19.220 --> 00:27:25.460]   attention to get you to see over here and then just to wow you with that.
[00:27:25.460 --> 00:27:31.060]   But only God has the ability to create something out of nothing.
[00:27:31.060 --> 00:27:37.020]   And no matter how much you study science, science will never be able to answer that
[00:27:37.020 --> 00:27:44.340]   question because our reality, something has to come from something.
[00:27:44.340 --> 00:27:48.860]   No matter whether you believe in the Big Bang or something beyond that, there will always
[00:27:48.860 --> 00:27:51.260]   be a question.
[00:27:51.260 --> 00:27:52.260]   Well what caused that?
[00:27:52.260 --> 00:27:53.260]   What was there before that?
[00:27:53.260 --> 00:27:55.620]   What was there before that?
[00:27:55.620 --> 00:28:03.540]   Well if he is, if he's the only being that is independent and sustains by himself, that
[00:28:03.540 --> 00:28:05.740]   means all things are coming from him.
[00:28:05.740 --> 00:28:09.700]   That all questions ultimately stem from him.
[00:28:09.700 --> 00:28:11.180]   Romans 4.17.
[00:28:11.180 --> 00:28:18.780]   He, God, who gives life to the dead and calls into being that which does not exist.
[00:28:18.780 --> 00:28:21.260]   Only God can do that.
[00:28:21.260 --> 00:28:25.660]   Only he can create something that is not there and say it's going to be there.
[00:28:25.660 --> 00:28:27.380]   Or it is there.
[00:28:27.380 --> 00:28:29.100]   Everybody else can trick.
[00:28:29.100 --> 00:28:31.240]   Other people may look to the future.
[00:28:31.240 --> 00:28:36.260]   Maybe they can prophesy and they can look at the picture and describe what they're seeing.
[00:28:36.260 --> 00:28:40.380]   But only God could create something from nothing.
[00:28:40.380 --> 00:28:42.540]   Colossians 1.16-18.
[00:28:42.540 --> 00:28:47.300]   For by him all things were created, both in heavens and on earth, visible and invisible,
[00:28:47.300 --> 00:28:51.340]   whether thrones or dominions or rulers or authorities, all things have been created
[00:28:51.340 --> 00:28:54.100]   through him and for him.
[00:28:54.100 --> 00:28:58.980]   He is before all things and in him all things hold together.
[00:28:58.980 --> 00:29:02.980]   So in other words, our God is the ultimate cause.
[00:29:02.980 --> 00:29:08.260]   So let me break that down and how that applies to us.
[00:29:08.260 --> 00:29:13.060]   Just as God created all things from nothing in the beginning, only he can create a man
[00:29:13.060 --> 00:29:18.780]   into a new man from being a dead man.
[00:29:18.780 --> 00:29:21.540]   Only he can recreate a man.
[00:29:21.540 --> 00:29:23.400]   Romans 8.29-30.
[00:29:23.400 --> 00:29:26.740]   For those whom he foreknew.
[00:29:26.740 --> 00:29:29.980]   Basically when he says foreknew, he's talking about people he loves.
[00:29:29.980 --> 00:29:34.780]   He also predestined to become conformed to the image of his son.
[00:29:34.780 --> 00:29:43.180]   If you notice the whole order of salvation, it's all him from the beginning to the end.
[00:29:43.180 --> 00:29:46.900]   There is no breaking in and saying, "Well, if you do this, I'll calculate this."
[00:29:46.900 --> 00:29:47.900]   He says, "No."
[00:29:47.900 --> 00:29:51.940]   Whom he loved, whom he chose, he predestined to be conformed to the image of his son so
[00:29:51.940 --> 00:29:56.020]   that he would be the firstborn among many brethren.
[00:29:56.020 --> 00:29:58.380]   And these whom he predestined, he also called.
[00:29:58.380 --> 00:30:00.400]   Whom he called, he also justified.
[00:30:00.400 --> 00:30:04.020]   And these whom he justified, he also glorified.
[00:30:04.020 --> 00:30:09.580]   In every stage of our salvation, he said, "God did it."
[00:30:09.580 --> 00:30:15.300]   The reason why you and I do not have power of our own salvation is because you and I
[00:30:15.300 --> 00:30:19.460]   cannot exist by will.
[00:30:19.460 --> 00:30:23.420]   A dead person does not just one day say, "I'm going to live."
[00:30:23.420 --> 00:30:25.380]   It doesn't happen that way.
[00:30:25.380 --> 00:30:32.180]   Only God who created and only God can recreate.
[00:30:32.180 --> 00:30:33.180]   What does this mean?
[00:30:33.180 --> 00:30:38.460]   Obviously, you and I are here not because we're smart, not because we made some wise
[00:30:38.460 --> 00:30:39.460]   decisions.
[00:30:39.460 --> 00:30:42.700]   It's because God loved us.
[00:30:42.700 --> 00:30:44.780]   And so he predestined us.
[00:30:44.780 --> 00:30:48.300]   He opened our eyes so that we may see his glory.
[00:30:48.300 --> 00:30:50.340]   And then now he is sanctifying us.
[00:30:50.340 --> 00:30:55.060]   And then he will preserve us until the day of glory.
[00:30:55.060 --> 00:30:59.380]   If you're sitting out there and maybe you haven't confessed Christ as your Lord and
[00:30:59.380 --> 00:31:07.620]   Savior, maybe the fact that you are even watching this is because God is calling you, that God
[00:31:07.620 --> 00:31:12.020]   is beginning to open your eyes and your heart is becoming softened.
[00:31:12.020 --> 00:31:17.660]   And the whole reason why you may be doing that is because God is drawing near to you.
[00:31:17.660 --> 00:31:22.980]   Only God can recreate man into the image that God intended.
[00:31:22.980 --> 00:31:25.620]   He is the ultimate cause.
[00:31:25.620 --> 00:31:29.940]   Because remember, when God calls Moses, remember Moses' response?
[00:31:29.940 --> 00:31:36.660]   Moses' response was just like any one of us would respond.
[00:31:36.660 --> 00:31:39.420]   You want me to go to Pharaoh?
[00:31:39.420 --> 00:31:41.380]   Pharaoh!
[00:31:41.380 --> 00:31:46.620]   I know he lived 40 years in his house, not, you know, they didn't know his true identity,
[00:31:46.620 --> 00:31:53.900]   that he was a Hebrew, but he spent the next 40 years cleaning up and taking care of sheep,
[00:31:53.900 --> 00:31:58.220]   which at that time would have been the lowliest of jobs.
[00:31:58.220 --> 00:32:06.380]   So maybe for the first couple years, maybe he was humbled, but 40 years, he forgot about
[00:32:06.380 --> 00:32:12.200]   Egypt's, you know, Egypt's palace a long time ago.
[00:32:12.200 --> 00:32:18.140]   His identity now, after 40 years, is he's a shepherd.
[00:32:18.140 --> 00:32:25.940]   You're calling a shepherd to go talk to Pharaoh and demand that Israel be released?
[00:32:25.940 --> 00:32:29.740]   So his response was like anybody else.
[00:32:29.740 --> 00:32:31.260]   I'm not a good speaker.
[00:32:31.260 --> 00:32:35.180]   In fact, my older brother Aaron, he's the one who speaks, he's always the one who's
[00:32:35.180 --> 00:32:36.220]   putting me down.
[00:32:36.220 --> 00:32:38.100]   He has words, not me.
[00:32:38.100 --> 00:32:39.860]   I stutter.
[00:32:39.860 --> 00:32:44.380]   And you would think that God would say, well, you know, stop being humble.
[00:32:44.380 --> 00:32:45.940]   You're better than you think you are.
[00:32:45.940 --> 00:32:49.940]   You would think that God would say that from our perspective.
[00:32:49.940 --> 00:32:52.380]   No, but he gets rebuked.
[00:32:52.380 --> 00:32:58.460]   And the reason why he gets rebuked is because he didn't know who God was.
[00:32:58.460 --> 00:33:02.180]   I didn't call you because I needed your help.
[00:33:02.180 --> 00:33:07.420]   I didn't ask you to do this because I created a universe, but Pharaoh, I can't handle without
[00:33:07.420 --> 00:33:09.580]   your words.
[00:33:09.580 --> 00:33:11.740]   I created your mouth.
[00:33:11.740 --> 00:33:14.220]   I created Aaron's mouth.
[00:33:14.220 --> 00:33:20.900]   So I am calling you not because I need you, because I choose to use you.
[00:33:20.900 --> 00:33:24.740]   And he was again reminding him, I am.
[00:33:24.740 --> 00:33:30.700]   Not only was he telling Israel, but he was telling Moses, go speak on my behalf because
[00:33:30.700 --> 00:33:34.660]   tell them I am ascending you.
[00:33:34.660 --> 00:33:37.460]   He wasn't just telling Israel.
[00:33:37.460 --> 00:33:40.420]   He wasn't just telling Moses.
[00:33:40.420 --> 00:33:45.700]   But ultimately, the way he delivers Israel, he was going to declare his glory to Egypt
[00:33:45.700 --> 00:33:47.460]   and to Pharaoh.
[00:33:47.460 --> 00:33:50.900]   He was going to show him who I am is.
[00:33:50.900 --> 00:33:53.700]   They were sitting on the top of the world thinking everybody else is going to have to
[00:33:53.700 --> 00:33:55.900]   be subject to him.
[00:33:55.900 --> 00:34:02.260]   He's going to use this tiny little nation who was serving as slaves at the time, and
[00:34:02.260 --> 00:34:04.360]   he was going to declare I am.
[00:34:04.360 --> 00:34:08.060]   Tell him I am has sent you.
[00:34:08.060 --> 00:34:15.740]   You know, when all of this happened, our vice president, Pence, took the people who were
[00:34:15.740 --> 00:34:21.100]   overseeing the coronavirus and making decisions, and they had a prayer meeting, and the media
[00:34:21.100 --> 00:34:23.380]   went nuts.
[00:34:23.380 --> 00:34:28.660]   How can we get this superstitious guy who's going to be praying to some unknown God, how
[00:34:28.660 --> 00:34:31.300]   can we allow him to make decisions?
[00:34:31.300 --> 00:34:37.580]   We need somebody smart, not somebody religious.
[00:34:37.580 --> 00:34:42.100]   That is exactly what we need now.
[00:34:42.100 --> 00:34:46.440]   No matter how smart we are, no matter how many smart people are putting their attention
[00:34:46.440 --> 00:34:52.100]   on this, you and I do not have the power.
[00:34:52.100 --> 00:34:56.180]   This pestilence didn't happen because we didn't have enough smart people in the world.
[00:34:56.180 --> 00:34:59.460]   It's not spreading because we don't have enough money in the world.
[00:34:59.460 --> 00:35:04.020]   It's not happening because we're not organized enough that maybe people are thinking that
[00:35:04.020 --> 00:35:07.380]   if we made the right decision at the right time with the right people, with the right
[00:35:07.380 --> 00:35:11.340]   money, with the right organization, this wouldn't have happened.
[00:35:11.340 --> 00:35:15.020]   That is nonsense.
[00:35:15.020 --> 00:35:25.340]   Do not forget that when God chose to deliver Israel and to show his glory, he used pestilence.
[00:35:25.340 --> 00:35:31.820]   And every one of those 10 plagues was an idol that they were worshiping.
[00:35:31.820 --> 00:35:35.940]   And one of the things or many of the things that God used to demonstrate his power was
[00:35:35.940 --> 00:35:41.340]   pestilence to show them that you do not have power.
[00:35:41.340 --> 00:35:44.420]   That he is the only I am.
[00:35:44.420 --> 00:35:49.000]   Third and fourth, third, finally, the third meaning of his name is that God is the ultimate
[00:35:49.000 --> 00:35:51.900]   goal of our existence.
[00:35:51.900 --> 00:35:58.160]   Not only is he self-existing, not only is he the cause, he's our ultimate goal.
[00:35:58.160 --> 00:36:02.620]   Our purpose in life is ultimately to get to him.
[00:36:02.620 --> 00:36:06.020]   Because that was the biggest problem in our life.
[00:36:06.020 --> 00:36:10.940]   All the problems that we have, maybe you're having struggling with your children, maybe
[00:36:10.940 --> 00:36:15.020]   because of what's going on now, there's going to be many, many people who's going to lose
[00:36:15.020 --> 00:36:16.500]   their jobs.
[00:36:16.500 --> 00:36:17.500]   We feel for you.
[00:36:17.500 --> 00:36:21.700]   A lot of you health workers who are literally risking your health and possibly even your
[00:36:21.700 --> 00:36:27.780]   lives to be in the front line, you're doing something very, very noble.
[00:36:27.780 --> 00:36:31.580]   But our greatest problem is not financial.
[00:36:31.580 --> 00:36:34.640]   Our greatest problem is not physical.
[00:36:34.640 --> 00:36:38.520]   Our greatest problem is not governmental.
[00:36:38.520 --> 00:36:41.580]   Our greatest problem is spiritual.
[00:36:41.580 --> 00:36:46.520]   The Bible says that all have sinned and fall short of the glory of God.
[00:36:46.520 --> 00:36:49.760]   Meaning that we've all been separated from I am.
[00:36:49.760 --> 00:36:51.320]   From this being.
[00:36:51.320 --> 00:36:55.060]   So we're trying to have this being independent from God.
[00:36:55.060 --> 00:37:00.920]   But just like any other household products, when you disconnect it from the source of
[00:37:00.920 --> 00:37:03.880]   power, what happens?
[00:37:03.880 --> 00:37:07.920]   Either it will die immediately or maybe you have one of those rechargeable batteries.
[00:37:07.920 --> 00:37:12.840]   It'll last for a while but eventually it will wind down and it will also die.
[00:37:12.840 --> 00:37:16.960]   It's just a matter of time when you are disconnected from the source of life.
[00:37:16.960 --> 00:37:22.320]   The Bible says that all of mankind, because of our sins, we've fallen short of that glory
[00:37:22.320 --> 00:37:24.460]   and we are slowly winding down.
[00:37:24.460 --> 00:37:32.500]   That's why a one-year-old versus a 90-year-old is closer to the finish line.
[00:37:32.500 --> 00:37:37.600]   We don't grow and we don't become more alive as we get older.
[00:37:37.600 --> 00:37:40.360]   We become less alive as we get older.
[00:37:40.360 --> 00:37:42.880]   Because we are all winding down.
[00:37:42.880 --> 00:37:47.400]   And the Bible says that inasmuch as it's appointed for all men to die once, after this comes
[00:37:47.400 --> 00:37:48.400]   judgment.
[00:37:48.400 --> 00:37:51.300]   The second death, our spiritual death.
[00:37:51.300 --> 00:37:59.940]   So our greatest goal in mankind before anything else is to be reconnected with this being,
[00:37:59.940 --> 00:38:02.220]   with this I am.
[00:38:02.220 --> 00:38:09.300]   You know the problem with the health and wealth gospel is that they see God as an avenue to
[00:38:09.300 --> 00:38:11.980]   pursue their idols.
[00:38:11.980 --> 00:38:13.640]   That God is not the ultimate source.
[00:38:13.640 --> 00:38:15.640]   God is not their ultimate goal.
[00:38:15.640 --> 00:38:20.360]   God is somebody that they go through to get what they want, health and wealth.
[00:38:20.360 --> 00:38:22.200]   And that's why that's so destructive.
[00:38:22.200 --> 00:38:25.240]   Because even though they may be preaching the same gospel, they are not worshiping the
[00:38:25.240 --> 00:38:28.200]   same God.
[00:38:28.200 --> 00:38:30.600]   God is the ultimate goal of our salvation.
[00:38:30.600 --> 00:38:31.600]   John 17.
[00:38:31.600 --> 00:38:32.600]   3.
[00:38:32.600 --> 00:38:37.900]   This is eternal life, that they may know you, the only true God, and Jesus Christ whom you
[00:38:37.900 --> 00:38:39.200]   have sent.
[00:38:39.200 --> 00:38:42.440]   This is eternal life.
[00:38:42.440 --> 00:38:43.720]   This is not how you get eternal life.
[00:38:43.720 --> 00:38:46.600]   It says this is eternal life, that they may know you.
[00:38:46.600 --> 00:38:49.360]   Knowing God is eternal life.
[00:38:49.360 --> 00:38:53.240]   Our being is connected to his being.
[00:38:53.240 --> 00:38:54.960]   And that's what he means.
[00:38:54.960 --> 00:38:59.680]   Christ came and he suffered for our sins, for the penalty of our sins that you and I
[00:38:59.680 --> 00:39:07.440]   deserve in order that he may restore us back into a relationship with this being.
[00:39:07.440 --> 00:39:12.920]   That's why Jesus says in John chapter 14 verse 6, I am the way.
[00:39:12.920 --> 00:39:15.300]   I am the truth and the life.
[00:39:15.300 --> 00:39:22.420]   No one comes to the Father but through me.
[00:39:22.420 --> 00:39:26.460]   It's not that we have Christ and health.
[00:39:26.460 --> 00:39:34.060]   It's not that we have Christ and a job, and a good family, and friends, and even church.
[00:39:34.060 --> 00:39:40.740]   In the end, God will allow certain things to happen in our life for us to recognize
[00:39:40.740 --> 00:39:47.340]   that all I have is Christ and all I ultimately need is Christ.
[00:39:47.340 --> 00:39:53.540]   Right now, all of us, there are certain things that we value and like, certain habits that
[00:39:53.540 --> 00:39:54.780]   we've had.
[00:39:54.780 --> 00:39:57.300]   Certain things are very important.
[00:39:57.300 --> 00:40:02.020]   Your health and finances, they are important.
[00:40:02.020 --> 00:40:06.500]   But in the end, where are you with Christ?
[00:40:06.500 --> 00:40:10.980]   God has turned off the light, not just locally, but globally.
[00:40:10.980 --> 00:40:16.580]   A lot of people don't like getting on Facebook because many people have shared with me how
[00:40:16.580 --> 00:40:19.840]   they covet and sometimes they feel left out.
[00:40:19.840 --> 00:40:24.200]   They don't like what looking at Facebook does because they see what everybody else does
[00:40:24.200 --> 00:40:28.860]   in the world, which is, to be honest, it's not fake, but they're highlighting the best
[00:40:28.860 --> 00:40:31.060]   part of their life.
[00:40:31.060 --> 00:40:34.420]   They don't record themselves getting angry at their children.
[00:40:34.420 --> 00:40:38.980]   They don't record themselves when the food that they cook burned or they get fired from
[00:40:38.980 --> 00:40:39.980]   a job.
[00:40:39.980 --> 00:40:40.980]   They don't post things like that.
[00:40:40.980 --> 00:40:41.980]   I mean, who would?
[00:40:41.980 --> 00:40:43.220]   I wouldn't.
[00:40:43.220 --> 00:40:46.580]   So we get to see the highlights, the good things that we want to present, and then when
[00:40:46.580 --> 00:40:48.740]   we look at that, we covet and we get jealous.
[00:40:48.740 --> 00:40:51.460]   It's like, "Oh, why are other people's lives like this?"
[00:40:51.460 --> 00:40:55.940]   But when you actually talk to people, we're all going through the same thing.
[00:40:55.940 --> 00:40:59.920]   But now I invite you to come onto Facebook because it's easier for me to communicate
[00:40:59.920 --> 00:41:02.580]   with you and there's nothing to covet.
[00:41:02.580 --> 00:41:04.820]   Everybody's home.
[00:41:04.820 --> 00:41:06.740]   Nobody is traveling.
[00:41:06.740 --> 00:41:08.940]   Nobody is eating great food.
[00:41:08.940 --> 00:41:11.140]   All the restaurants are closing.
[00:41:11.140 --> 00:41:12.420]   There's no great things.
[00:41:12.420 --> 00:41:17.100]   Nobody's outside playing basketball, or they shouldn't be.
[00:41:17.100 --> 00:41:18.840]   We're all experiencing the same thing.
[00:41:18.840 --> 00:41:21.740]   God has turned the lights off.
[00:41:21.740 --> 00:41:25.260]   Why has he done that?
[00:41:25.260 --> 00:41:31.660]   Why did he put us in a place where we are sitting hours upon hours of, "How are we
[00:41:31.660 --> 00:41:35.460]   going to fill this day?"
[00:41:35.460 --> 00:41:43.540]   Maybe some of that is so that the light can shine on the I am.
[00:41:43.540 --> 00:41:45.660]   Let me conclude with this.
[00:41:45.660 --> 00:41:48.020]   I saw this on the internet and I thought it was really interesting.
[00:41:48.020 --> 00:41:53.420]   It was a woman who was stuck at home with her teenage girl and was having a conversation
[00:41:53.420 --> 00:41:57.380]   and she was so encouraged by what her daughter said that she put it online.
[00:41:57.380 --> 00:41:58.380]   And so let me read this.
[00:41:58.380 --> 00:42:03.540]   It says, again, this woman describing her conversation with her 15-year-old daughter
[00:42:03.540 --> 00:42:07.900]   said, "I had a very interesting conversation with my 15-year-old yesterday.
[00:42:07.900 --> 00:42:12.300]   She said, 'You know, mom, God has allowed us to be at a point in this country where
[00:42:12.300 --> 00:42:15.940]   so many of our gods are being taken away.
[00:42:15.940 --> 00:42:26.660]   Sports, the arts, entertainment, education, money, travel, and even church and traditions.
[00:42:26.660 --> 00:42:33.860]   I am thinking maybe he wants us to get our eyes on him and be like the early church in
[00:42:33.860 --> 00:42:36.980]   small groups learning and growing in him.
[00:42:36.980 --> 00:42:41.000]   We are blaming the big government for this chaos and confusion.
[00:42:41.000 --> 00:42:45.540]   Have we ever stopped to think that God in his wonderful loving kindness is giving us
[00:42:45.540 --> 00:42:50.500]   this opportunity to experience him fresh and anew?
[00:42:50.500 --> 00:42:51.900]   He is sovereign.
[00:42:51.900 --> 00:42:52.900]   He is good.
[00:42:52.900 --> 00:42:58.060]   I, for one, was very convicted by her words."
[00:42:58.060 --> 00:43:01.580]   You know, all of you out there, you have the print of that and I was so encouraged, challenged,
[00:43:01.580 --> 00:43:03.660]   and rebuked at the same time.
[00:43:03.660 --> 00:43:09.540]   I pray that what God is doing all over the world would not be wasted on us.
[00:43:09.540 --> 00:43:15.140]   That at the end of this, that we would come out more focused, more loving, more challenged,
[00:43:15.140 --> 00:43:17.860]   more sober than ever.
[00:43:17.860 --> 00:43:23.740]   Let's pray.
[00:43:23.740 --> 00:43:28.300]   Sorry before I pray, if I can have the priest come up.
[00:43:28.300 --> 00:43:29.820]   I wanted to sing this song.
[00:43:29.820 --> 00:43:33.060]   So the way we are going to end this is we are going to sing this song, "All I Have is
[00:43:33.060 --> 00:43:35.540]   Christ" because it correlates with what I just spoke.
[00:43:35.540 --> 00:43:40.060]   I am going to ask you guys instead of taking time to pray, I mean you can pray as we are
[00:43:40.060 --> 00:43:44.900]   singing this, but after we pray we are going to sing this song and we are going to finish
[00:43:44.900 --> 00:43:51.140]   it and then we are going to finish our service for today.
[00:43:51.140 --> 00:43:58.140]   But starting from tomorrow, again, our church is going to be more present online through
[00:43:58.140 --> 00:44:00.860]   our Facebook, through various media.
[00:44:00.860 --> 00:44:04.260]   You are going to see more devotions and possibly video content.
[00:44:04.260 --> 00:44:14.740]   Our soul ministry, our sprouts and seeds and vines ministry, they have already made a bunch
[00:44:14.740 --> 00:44:18.180]   of videos for the children to see and I am very thankful because we didn't ask them to
[00:44:18.180 --> 00:44:20.100]   do that, they just did that on their own.
[00:44:20.100 --> 00:44:22.220]   So very thankful for so many people.
[00:44:22.220 --> 00:44:28.820]   And also, many generous people have donated masks and I do have different masks still
[00:44:28.820 --> 00:44:34.700]   at home so if you are in the health work system and not only for you but you want to get some
[00:44:34.700 --> 00:44:38.580]   for your friends, I still have some so please text me or email me and I will be able to
[00:44:38.580 --> 00:44:40.340]   get that out to you.
[00:44:40.340 --> 00:44:42.740]   But again, let me read this song.
[00:44:42.740 --> 00:44:46.660]   All I have is Christ and I want to review it over with you so that when you sing it
[00:44:46.660 --> 00:44:50.300]   that this would really be your confession.
[00:44:50.300 --> 00:44:56.540]   I once was lost in darkest night, yet thought I knew the way.
[00:44:56.540 --> 00:45:01.460]   The sin that promised joy in life had led me to the grave.
[00:45:01.460 --> 00:45:07.120]   I had no hope that you would own a rebel to your will and if you had not loved me first,
[00:45:07.120 --> 00:45:10.340]   I would refuse you still.
[00:45:10.340 --> 00:45:16.500]   But as I ran my hellbound race, indifferent to the cost, you looked upon my helpless state
[00:45:16.500 --> 00:45:19.520]   and led me to the cross.
[00:45:19.520 --> 00:45:24.820]   And I beheld God's love displayed, you suffered in my place, you bore the wrath reserved for
[00:45:24.820 --> 00:45:28.380]   me, now all I know is grace.
[00:45:28.380 --> 00:45:34.340]   Hallelujah, all I have is Christ, hallelujah, Jesus is my life.
[00:45:34.340 --> 00:45:39.180]   Now Lord, I would be yours alone and live so all might see.
[00:45:39.180 --> 00:45:42.940]   The strength to follow your commands could never come from me.
[00:45:42.940 --> 00:45:49.540]   Oh Father, use my ransom life in any way you choose and let my song forever be, my only
[00:45:49.540 --> 00:45:51.340]   boast is you.
[00:45:51.340 --> 00:45:54.740]   All I have is Christ, Jesus is my life.
[00:45:54.740 --> 00:45:56.780]   Let's pray.
[00:45:56.780 --> 00:46:04.680]   Father, I pray that the words of this song would be our honest confession.
[00:46:04.680 --> 00:46:11.140]   Whether we have been sober entering into this or whether we have been drifting, we pray
[00:46:11.140 --> 00:46:17.540]   Father God that your word and your spirit would cause us to have a fresh look at the
[00:46:17.540 --> 00:46:20.580]   glory of the gospel of Jesus Christ.
[00:46:20.580 --> 00:46:27.760]   That we would be able to confess that you are I am and we are because of you.
[00:46:27.760 --> 00:46:30.440]   So we ask Lord God that you would bless this time, amen.

