
[00:00:00.000 --> 00:00:05.440]   Good morning.
[00:23:00.440 --> 00:23:04.520]   the teaching, the church, and then they bear fruit.
[00:23:04.520 --> 00:23:08.320]   But then in verse 8, "But if it yields thorns and thistles, it is worthless and close to
[00:23:08.320 --> 00:23:10.920]   being cursed and ends up being burned."
[00:23:10.920 --> 00:23:16.120]   He's talking about an individual who's in the church, knows the vocabulary, knows the
[00:23:16.120 --> 00:23:24.600]   culture, meets the minimum standard, and yet with all their heart pursuing the world.
[00:23:24.600 --> 00:23:29.960]   He's giving warning to them that they will miss the grace of God, being so close and
[00:23:29.960 --> 00:23:33.160]   yet so far.
[00:23:33.160 --> 00:23:34.160]   It is a warning.
[00:23:34.160 --> 00:23:38.440]   In fact, you know, some people say, "You know, Pastor Peter, why do you speak so much about
[00:23:38.440 --> 00:23:40.640]   this?"
[00:23:40.640 --> 00:23:44.700]   Because I think where you and I are, this is the greatest problem.
[00:23:44.700 --> 00:23:50.720]   My concern, I am more concerned about people who hear the gospel, who are in the church,
[00:23:50.720 --> 00:23:54.800]   and then they say, "I'm good."
[00:23:54.800 --> 00:23:59.400]   Every once in a while I'll meet somebody who gets hostile after you preach the gospel.
[00:23:59.400 --> 00:24:04.000]   How can you be so arrogant to think that Jesus is the only way?
[00:24:04.000 --> 00:24:09.320]   It's ridiculous that you would think that the Son of God had come and He forgave us
[00:24:09.320 --> 00:24:12.760]   of our sins, He was resurrected, and that if we don't believe Him that we're going
[00:24:12.760 --> 00:24:14.280]   to have eternal damnation.
[00:24:14.280 --> 00:24:17.080]   How dare you say that to me?
[00:24:17.080 --> 00:24:19.080]   To me that makes sense because that's an unbeliever.
[00:24:19.080 --> 00:24:23.960]   That's a reasonable response from an unbeliever because what I said was very offensive.
[00:24:23.960 --> 00:24:25.560]   In fact, that's what the Bible says.
[00:24:25.560 --> 00:24:33.040]   In fact, if you hear Jesus preaching, either they loved Him or hated Him.
[00:24:33.040 --> 00:24:36.400]   There's very few people who are just like, "Yeah, yeah, you know, I think He kind of
[00:24:36.400 --> 00:24:37.400]   might be the Messiah."
[00:24:37.520 --> 00:24:38.520]   Who knows?
[00:24:38.520 --> 00:24:41.280]   And then they just walk away.
[00:24:41.280 --> 00:24:47.080]   My biggest concern are people who are in the church who may have deceived themselves to
[00:24:47.080 --> 00:24:49.960]   be believers.
[00:24:49.960 --> 00:24:57.800]   I've heard people say in the past years that the greatest mistake that a preacher can make
[00:24:57.800 --> 00:25:03.360]   is to cause a genuine child of God to question God's love for them.
[00:25:03.360 --> 00:25:06.920]   So therefore, our preaching has to be affirming.
[00:25:06.920 --> 00:25:10.040]   That we need to constantly remind people God loves you.
[00:25:10.040 --> 00:25:12.760]   That even in your sins, God loves you.
[00:25:12.760 --> 00:25:16.920]   So it is the greatest tragedy that someone would come to church and leave questioning
[00:25:16.920 --> 00:25:19.680]   the love of God.
[00:25:19.680 --> 00:25:24.800]   Now there is some truth to that, but I don't think that that's the greatest tragedy.
[00:25:24.800 --> 00:25:31.040]   The greatest tragedy is to have people who are in the church headed toward eternal damnation
[00:25:31.040 --> 00:25:37.320]   and constantly giving them false assurance that they're okay.
[00:25:37.320 --> 00:25:42.160]   An individual who is shaken of maybe a genuine believer in Christ, maybe wrestling with the
[00:25:42.160 --> 00:25:47.440]   love of Christ, will have an uncomfortable path to eternity.
[00:25:47.440 --> 00:25:50.120]   So when they die, they're going to look back and say, "You know what?
[00:25:50.120 --> 00:25:53.560]   That was uncomfortable."
[00:25:53.560 --> 00:25:56.840]   But they're in eternity with Christ.
[00:25:56.840 --> 00:26:03.080]   And an individual who has falsely believed that he is a believer in Christ may have had
[00:26:03.080 --> 00:26:09.080]   a nice, easy path to eternal damnation.
[00:26:09.080 --> 00:26:12.920]   Which is the greatest tragedy?
[00:26:12.920 --> 00:26:18.240]   I think you will all agree with me that the greatest tragedy, especially in our generation
[00:26:18.240 --> 00:26:26.320]   where you and I live, is that many who profess to be Christians will meet Christ in his judgment
[00:26:26.320 --> 00:26:27.320]   seat.
[00:26:27.320 --> 00:26:30.720]   "I never knew you."
[00:26:30.720 --> 00:26:33.680]   They miss the grace of God.
[00:26:33.680 --> 00:26:39.280]   Around it, talked about it, memorized scripture, recited it to one another, but never really
[00:26:39.280 --> 00:26:42.440]   knew the Lord.
[00:26:42.440 --> 00:26:51.080]   That's why I think one of the greatest mistakes, if you want to call it a mistake, that we've
[00:26:51.080 --> 00:26:55.000]   seen in our generation is the seeker-friendly movement.
[00:26:55.000 --> 00:26:56.720]   It sounds great, seeker-friendly.
[00:26:56.720 --> 00:27:01.280]   We're trying to be friendly to the seekers.
[00:27:01.280 --> 00:27:04.620]   In and of itself, it doesn't sound that bad.
[00:27:04.620 --> 00:27:10.240]   But the problem is we're trying to make the seekers comfortable, non-Christians comfortable
[00:27:10.240 --> 00:27:17.380]   with our music, with our culture, with the way we talk, the way we bring them to church.
[00:27:17.380 --> 00:27:18.760]   We want them to feel comfortable.
[00:27:18.760 --> 00:27:23.680]   We don't want them to have a bumpy ride once they come in.
[00:27:23.680 --> 00:27:28.200]   If someone is genuinely seeking God, you know what they need more than anything else?
[00:27:28.200 --> 00:27:31.240]   To hear the voice of Jesus Christ.
[00:27:31.240 --> 00:27:36.680]   Because the Bible says, "My sheep will hear my voice and follow me."
[00:27:36.680 --> 00:27:39.720]   They're not going to follow Christ because you're nice.
[00:27:39.720 --> 00:27:44.440]   They're not going to follow Christ because the community here is good.
[00:27:44.440 --> 00:27:47.520]   They're not going to follow Christ because they like the music.
[00:27:47.520 --> 00:27:51.040]   They're not going to follow Christ because the pastor is funny.
[00:27:51.040 --> 00:27:54.600]   They're going to follow Christ because they hear the truth.
[00:27:54.600 --> 00:27:56.960]   And they get convicted with the truth.
[00:27:56.960 --> 00:27:59.760]   And that truth causes them to be set free.
[00:27:59.760 --> 00:28:00.920]   I'm not gifted enough.
[00:28:00.920 --> 00:28:02.400]   I'm not talented enough.
[00:28:02.400 --> 00:28:04.880]   We don't have enough money.
[00:28:04.880 --> 00:28:09.160]   There's no amount of money, no amount of talent, no amount of experience can get somebody
[00:28:09.160 --> 00:28:13.360]   who is condemned for eternity to change their mind and say, "I'm going to follow Christ
[00:28:13.360 --> 00:28:16.200]   because I like their music.
[00:28:16.200 --> 00:28:19.000]   Because this pastor is interesting to listen to."
[00:28:19.000 --> 00:28:23.800]   The only power to save a non-Christian is the voice of Christ.
[00:28:23.800 --> 00:28:30.480]   And so the greatest challenge, calling for every church is to make that clear, even if
[00:28:30.480 --> 00:28:33.600]   it makes them feel uncomfortable.
[00:28:33.600 --> 00:28:42.480]   To build a church filled with nominal Christians who feel safe on the way to eternal damnation
[00:28:42.480 --> 00:28:46.280]   is the greatest mistake, greatest sin.
[00:28:46.280 --> 00:28:51.800]   There's no different than being on the sinking ship, the Titanic, and your biggest concern
[00:28:51.800 --> 00:28:56.160]   is not that they're going to die, but your biggest concern is to not to disturb their
[00:28:56.160 --> 00:28:58.920]   peace.
[00:28:58.920 --> 00:29:03.680]   If their peace is not disturbed, how will they know that they're in danger?
[00:29:03.680 --> 00:29:07.800]   You know, I hear people every once in a while say, "Who am I to judge?
[00:29:07.800 --> 00:29:08.800]   Who am I to judge?"
[00:29:08.800 --> 00:29:12.760]   If they say, if you think, "I want to be gracious.
[00:29:12.760 --> 00:29:15.440]   I want to be loving."
[00:29:15.440 --> 00:29:20.160]   Is it loving to tell somebody that you believe is headed to hell that, "I don't want you
[00:29:20.160 --> 00:29:21.360]   to be mad at me"?
[00:29:21.360 --> 00:29:24.060]   Is that for them or is that for you?
[00:29:24.060 --> 00:29:29.840]   If you really believe that damnation is coming, to have them feel comfortable near you, is
[00:29:29.840 --> 00:29:33.120]   that really for them or is that for you?
[00:29:33.120 --> 00:29:36.760]   Now it doesn't mean that we need to be jerks.
[00:29:36.760 --> 00:29:39.280]   It doesn't mean that we need to be offensive for no reason.
[00:29:39.280 --> 00:29:43.120]   But the gospel itself is offensive.
[00:29:43.120 --> 00:29:49.520]   If we actually love them, we have to make sure that our greatest goal is that they come
[00:29:49.520 --> 00:29:51.340]   to Christ.
[00:29:51.340 --> 00:29:53.480]   And that's what he means.
[00:29:53.480 --> 00:29:57.360]   That make sure that no one falls short of the grace of God.
[00:29:57.360 --> 00:29:58.940]   But there's also the third group.
[00:29:58.940 --> 00:30:04.840]   The third group are genuine believers who have become fatigued and tired.
[00:30:04.840 --> 00:30:08.680]   And you may be asking yourself, "Is this really worth it?"
[00:30:08.680 --> 00:30:11.800]   And at time to time, even genuine Christians will ask that question.
[00:30:11.800 --> 00:30:17.160]   And then that's what he was referring to, someone who is drooping hands and weak knees
[00:30:17.160 --> 00:30:21.760]   to make straight path for the Lord, to persevere.
[00:30:21.760 --> 00:30:27.260]   First Corinthians 15.58, "Therefore, my beloved brethren, be steadfast, immovable."
[00:30:27.260 --> 00:30:30.220]   Immovable means don't change.
[00:30:30.220 --> 00:30:31.220]   Don't change.
[00:30:31.220 --> 00:30:32.620]   Always abounding in the work of the Lord.
[00:30:32.620 --> 00:30:36.760]   Always abounding in the work of the Lord, knowing that your toil is not in vain in the
[00:30:36.760 --> 00:30:37.760]   Lord.
[00:30:37.760 --> 00:30:43.160]   Let's look at this passage.
[00:30:43.160 --> 00:30:48.880]   When we are fatigued and we're tired, our first inclination is, "I want to take a break.
[00:30:48.880 --> 00:30:52.600]   I want to change the circumstance, change the group, change this.
[00:30:52.600 --> 00:30:54.000]   I'm going to stop doing that.
[00:30:54.000 --> 00:30:56.600]   Stop doing this."
[00:30:56.600 --> 00:31:00.320]   I've rarely found somebody who said, "I need to take a break."
[00:31:00.320 --> 00:31:03.200]   And then after the break, they came back more rejuvenated.
[00:31:03.200 --> 00:31:05.200]   "I'm going to take a break.
[00:31:05.200 --> 00:31:06.200]   I'm not going to serve.
[00:31:06.200 --> 00:31:07.200]   I'm not going to do this.
[00:31:07.200 --> 00:31:08.600]   I'm not going to participate in the church.
[00:31:08.600 --> 00:31:11.300]   I'm just going to come to church and do nothing."
[00:31:11.300 --> 00:31:15.320]   And at the year end of that, they come back and say, "I'm ready.
[00:31:15.320 --> 00:31:17.900]   I'm rejuvenated."
[00:31:17.900 --> 00:31:21.920]   Most of the times at the end of the year, they're more tired.
[00:31:21.920 --> 00:31:23.820]   They're more fatigued.
[00:31:23.820 --> 00:31:24.820]   They're more bitter.
[00:31:24.820 --> 00:31:27.360]   They're more angry.
[00:31:27.360 --> 00:31:30.200]   So they weren't really resting in Christ.
[00:31:30.200 --> 00:31:34.280]   They were just tired and they just wanted to just be on their own.
[00:31:34.280 --> 00:31:36.080]   I'm tired of following Christ.
[00:31:36.080 --> 00:31:38.120]   For the time being, I'm going to take a break."
[00:31:38.120 --> 00:31:46.520]   You notice here the encouragement is to continue, to be steadfast, to be immovable, always abounding
[00:31:46.520 --> 00:31:50.680]   in the work of the Lord.
[00:31:50.680 --> 00:31:56.320]   When I'm tired, usually I'm tired not because I had a long day.
[00:31:56.320 --> 00:31:58.740]   Those days are true.
[00:31:58.740 --> 00:32:00.960]   Most of us feel tired because we haven't moved enough.
[00:32:00.960 --> 00:32:02.800]   You know what I mean?
[00:32:02.800 --> 00:32:05.480]   You have to go to the gym and exercise.
[00:32:05.480 --> 00:32:09.700]   And so we've been relaxed for too long.
[00:32:09.700 --> 00:32:14.760]   And I think most people who feel tired may be tired for that reason.
[00:32:14.760 --> 00:32:17.360]   And so he's encouraging them.
[00:32:17.360 --> 00:32:18.800]   Is it worth it?
[00:32:18.800 --> 00:32:23.240]   And the answer is resounding emphatically, "Yes."
[00:32:23.240 --> 00:32:26.200]   And that's where the fatigue comes from.
[00:32:26.200 --> 00:32:30.160]   The fatigue comes from, for most of us, is not because we've been working so hard, but
[00:32:30.160 --> 00:32:34.580]   it's because we've forgotten that Christ is worth it.
[00:32:34.580 --> 00:32:35.580]   And so he reminds us.
[00:32:35.580 --> 00:32:38.960]   That's why he spends 10 chapters.
[00:32:38.960 --> 00:32:41.840]   Christ is better than anything that you're tempted by.
[00:32:41.840 --> 00:32:43.400]   Christ is better than Judaism.
[00:32:43.400 --> 00:32:44.680]   Christ is better than the temple.
[00:32:44.680 --> 00:32:48.240]   Christ is better than anything that this world can offer you.
[00:32:48.240 --> 00:32:52.600]   And when we can say emphatically, "Yes, he is better than all of that," all of a sudden
[00:32:52.600 --> 00:32:57.800]   we gain strength, energy to persevere and to continue.
[00:32:57.800 --> 00:32:59.560]   It's worth the sacrifice.
[00:32:59.560 --> 00:33:01.900]   It's worth the fatigue.
[00:33:01.900 --> 00:33:04.520]   It's worth the suffering.
[00:33:04.520 --> 00:33:11.480]   Christ is worth whatever we wrestle with, because in the end, the reward is in Christ.
[00:33:11.480 --> 00:33:14.160]   Have we forgotten what it is that we profess?
[00:33:14.160 --> 00:33:16.800]   What is it exactly that we have in Christ?
[00:33:16.800 --> 00:33:19.800]   Think about it.
[00:33:19.800 --> 00:33:23.560]   Think about what we have in Christ.
[00:33:23.560 --> 00:33:28.560]   Think about how often we are so frustrated because we didn't get the job we wanted or
[00:33:28.560 --> 00:33:30.520]   somebody said something to us that we didn't like.
[00:33:30.520 --> 00:33:37.680]   It's how fixated we are on that, and then we easily forget God sent his only begotten
[00:33:37.680 --> 00:33:48.640]   Son to take our place so that we would have eternity, and then to call him our Abba Father.
[00:33:48.640 --> 00:33:52.160]   Think about how mind-blowing that is.
[00:33:52.160 --> 00:33:57.720]   When that becomes contagion norm, that's when fatigue comes in.
[00:33:57.720 --> 00:34:00.880]   That's when we want to quit.
[00:34:00.880 --> 00:34:04.800]   I told you our family immigrated to the United States in 1975.
[00:34:04.800 --> 00:34:07.840]   I was seven going on eight at that time.
[00:34:07.840 --> 00:34:10.360]   Korea was a third world country at that time.
[00:34:10.360 --> 00:34:13.040]   It was very poor.
[00:34:13.040 --> 00:34:17.400]   I remember the first time Halloween came.
[00:34:17.400 --> 00:34:19.440]   In Korea, it wasn't just us.
[00:34:19.440 --> 00:34:21.360]   The whole country was poor.
[00:34:21.360 --> 00:34:25.840]   In fact, I think our family was probably better off than most people because my grandfather
[00:34:25.840 --> 00:34:28.440]   was a pretty wealthy man.
[00:34:28.440 --> 00:34:33.200]   But I don't remember that many times just eating candy.
[00:34:33.200 --> 00:34:41.800]   The way that my mom would motivate me to take medicine was she would put sugar in water.
[00:34:41.800 --> 00:34:42.800]   That was our candy.
[00:34:42.800 --> 00:34:46.920]   She would say, "Oh, if you eat this medicine, I'll give you some sugar water."
[00:34:46.920 --> 00:34:47.920]   So this yes, right?
[00:34:47.920 --> 00:34:52.480]   Most of you guys, that sounds ridiculous, but that's what we ate.
[00:34:52.480 --> 00:34:57.400]   When we came to the United States, our cousin who was born and raised in the United States
[00:34:57.400 --> 00:34:58.400]   said, "Hey, what are you going to do for Halloween?"
[00:34:58.400 --> 00:34:59.400]   I said, "What's Halloween?"
[00:34:59.400 --> 00:35:06.240]   He said, "This is a day where you go and knock on strangers' doors and they give you candy."
[00:35:06.240 --> 00:35:10.880]   What?
[00:35:10.880 --> 00:35:12.320]   Imagine hearing that.
[00:35:12.320 --> 00:35:15.980]   Some of you guys probably know exactly what I'm talking about, but imagine hearing that
[00:35:15.980 --> 00:35:19.720]   for the first time from the first seven, eight years of my life.
[00:35:19.720 --> 00:35:20.720]   I'm like, "What?"
[00:35:20.720 --> 00:35:25.840]   That's just like me telling you, go to the neighbor, just any door down the street, they're
[00:35:25.840 --> 00:35:28.960]   going to give you some money.
[00:35:28.960 --> 00:35:30.640]   How many of you actually would believe that?
[00:35:30.640 --> 00:35:32.840]   I said, "No, I'm serious.
[00:35:32.840 --> 00:35:38.040]   Once a year, just knock on strangers' door and they're going to have a pile of money
[00:35:38.040 --> 00:35:40.760]   ready for you and just going to give it to you."
[00:35:40.760 --> 00:35:43.000]   That's what it sounded like to me.
[00:35:43.000 --> 00:35:44.000]   And I said, "Okay."
[00:35:44.000 --> 00:35:47.800]   I didn't believe her, but we went.
[00:35:47.800 --> 00:35:53.040]   Me and Phillip went because my older brother, I don't think he believed it.
[00:35:53.040 --> 00:35:56.200]   So we went and I said, "Oh, before you go, there is a thing you had to do.
[00:35:56.200 --> 00:35:57.200]   You have to wear a costume."
[00:35:57.200 --> 00:35:58.200]   I said, "What's a costume?"
[00:35:58.200 --> 00:36:01.720]   "Well, you have to put on something."
[00:36:01.720 --> 00:36:03.720]   I said, "We didn't have anything, so we weren't prepared."
[00:36:03.720 --> 00:36:12.760]   And it was already Halloween, so we drew a face on a paper bag and put two holes in it.
[00:36:12.760 --> 00:36:17.080]   And we actually only had one bag.
[00:36:17.080 --> 00:36:20.000]   So Phillip and I took turns.
[00:36:20.000 --> 00:36:23.560]   So we would be walking to the door and I would put the hat on and then, you know, we didn't
[00:36:23.560 --> 00:36:27.320]   speak English, so we just knocked on the door and just looked at them.
[00:36:27.320 --> 00:36:31.440]   And they would put candy in the bag and then said, "They gave us candy."
[00:36:31.440 --> 00:36:33.280]   Because we only had one bag, so now it's Phillip's turn.
[00:36:33.280 --> 00:36:35.200]   So I would take it off and he would wear it.
[00:36:35.200 --> 00:36:38.120]   He would go back and knock on the door and say, "Hey, weren't you the same kid?"
[00:36:38.120 --> 00:36:41.520]   I said, "No, it's the other guy with the paper bag."
[00:36:41.520 --> 00:36:45.080]   So we came home that night, probably about hour and a half, two hours of knocking on
[00:36:45.080 --> 00:36:51.480]   the door, and I remember the bag of candy that we poured onto the dining room table.
[00:36:51.480 --> 00:36:57.120]   And I remember thinking, "We've made it."
[00:36:57.120 --> 00:37:01.680]   This is why everybody wants to come to the United States.
[00:37:01.680 --> 00:37:08.160]   To this day, if you ask me what's my favorite childhood memory, it was that day.
[00:37:08.160 --> 00:37:09.160]   Free candy.
[00:37:09.160 --> 00:37:10.760]   And this happens every year.
[00:37:10.760 --> 00:37:11.760]   Crazy.
[00:37:11.760 --> 00:37:15.080]   I mean, it may sound ridiculous to you now.
[00:37:15.080 --> 00:37:19.120]   You know, now you offer a lollipop to kids, it's like, "Nah."
[00:37:19.120 --> 00:37:20.240]   Like what?
[00:37:20.240 --> 00:37:21.240]   It's free.
[00:37:21.240 --> 00:37:25.720]   I mean, you know why I'm telling this story.
[00:37:25.720 --> 00:37:31.160]   Even this simple offering of candy, I couldn't believe it.
[00:37:31.160 --> 00:37:32.160]   For free?
[00:37:32.160 --> 00:37:33.160]   Candy.
[00:37:33.160 --> 00:37:39.240]   That rotted all my teeth.
[00:37:39.240 --> 00:37:43.160]   Think about what it is that you and I have in Christ.
[00:37:43.160 --> 00:37:48.720]   We sing these songs, we memorize scripture, we go out evangelizing, we sing all this stuff,
[00:37:48.720 --> 00:37:52.480]   and it's become mundane.
[00:37:52.480 --> 00:37:55.720]   That's the reason why we're fatigued.
[00:37:55.720 --> 00:37:56.720]   That's why we're tired.
[00:37:56.720 --> 00:37:57.720]   That's why we're discouraged.
[00:37:57.720 --> 00:37:58.720]   That's why we're so fixated.
[00:37:58.720 --> 00:38:01.040]   That's why we're tempted.
[00:38:01.040 --> 00:38:04.960]   Because we have forgotten what it is that we have in Christ.
[00:38:04.960 --> 00:38:10.000]   The scripture says He has given us everything that we need for a life of godliness in the
[00:38:10.000 --> 00:38:12.520]   knowledge of His Son, Jesus Christ.
[00:38:12.520 --> 00:38:16.600]   If He gave all things, if He was willing to give His only begotten Son, how will He not,
[00:38:16.600 --> 00:38:19.720]   along with Him, give Him all things?
[00:38:19.720 --> 00:38:21.160]   Even your suffering.
[00:38:21.160 --> 00:38:24.880]   You think that He doesn't have any power to prevent that suffering in your life?
[00:38:24.880 --> 00:38:29.920]   If He didn't think that that was what's necessary for you?
[00:38:29.920 --> 00:38:32.320]   It is worth it.
[00:38:32.320 --> 00:38:34.840]   It is more than worth it.
[00:38:34.840 --> 00:38:40.520]   And so the encouragement to not to miss the grace of God to the believers is to persevere,
[00:38:40.520 --> 00:38:45.720]   continue, be immovable, always abounding in the work of the Lord.
[00:38:45.720 --> 00:38:51.400]   He says, "So that no root of bitterness springing up causes trouble, and by it many be defiled."
[00:38:51.400 --> 00:38:56.920]   The root of bitterness, the way that you and I typically understand it is like not being
[00:38:56.920 --> 00:39:01.240]   able to let go or forgive of somebody, and then you have bitterness and it grows up to
[00:39:01.240 --> 00:39:04.640]   animosity and hatred and slander.
[00:39:04.640 --> 00:39:06.360]   That's true.
[00:39:06.360 --> 00:39:11.340]   It's not a false way to understand it, but again, we need to understand biblical terms.
[00:39:11.340 --> 00:39:13.480]   In the biblical language, what do they mean by that?
[00:39:13.480 --> 00:39:18.840]   Well that term, bitter roots, comes from Deuteronomy 29, 18-19.
[00:39:18.840 --> 00:39:24.900]   So if you look at that, as Israel is getting ready to get into the promised land, God warns
[00:39:24.900 --> 00:39:30.240]   the nation of Israel, and this is what He says, that there will not be among you a man
[00:39:30.240 --> 00:39:35.920]   or a woman or family or tribe whose heart turns away today from the Lord our God.
[00:39:35.920 --> 00:39:41.040]   So again, this bitter root ultimately has to do with relationship with God more than
[00:39:41.040 --> 00:39:42.960]   relationship with each other.
[00:39:42.960 --> 00:39:48.720]   To go and to serve gods of those nations, not to backslide, that there will not be among
[00:39:48.720 --> 00:39:52.040]   you a root bearing poisonous fruit and wormwood.
[00:39:52.040 --> 00:39:53.500]   So what is He referring to?
[00:39:53.500 --> 00:39:58.640]   In our relationship with God, everything that I've taught you, instead of continuing to
[00:39:58.640 --> 00:40:05.020]   worship me, that you allow these bitter roots, meaning that this thing that's going to grow
[00:40:05.020 --> 00:40:09.600]   up to become useless fruit, that you do not allow this to happen.
[00:40:09.600 --> 00:40:15.360]   And then verse 19, He says, "It shall be when he hears the words of this curse, that if
[00:40:15.360 --> 00:40:22.760]   you turn away from him, that he will boast, saying, 'I have peace, though I walk in the
[00:40:22.760 --> 00:40:28.960]   stubbornness of my heart, in order to destroy the watered land with the dry.'"
[00:40:28.960 --> 00:40:31.120]   So what is He referring to?
[00:40:31.120 --> 00:40:35.200]   He's warned the nation of Israel, after all the instructions, all the commandments, all
[00:40:35.200 --> 00:40:38.840]   the warnings that have been given to you, and then you enter the promised land and you
[00:40:38.840 --> 00:40:45.000]   drift to where everybody else is and you begin to worship idols.
[00:40:45.000 --> 00:40:48.920]   And then you say, after all the warnings have been given, you say, "I'm good.
[00:40:48.920 --> 00:40:53.520]   I'm at peace because nobody's trying to cut my throat.
[00:40:53.520 --> 00:40:55.600]   We're not in the middle of war."
[00:40:55.600 --> 00:41:00.560]   So because the curse and the judgment is not today, He's like, "I'm at peace.
[00:41:00.560 --> 00:41:02.000]   I'm good."
[00:41:02.000 --> 00:41:07.280]   So what He is saying is that you are watering this root.
[00:41:07.280 --> 00:41:08.280]   You are tilling this root.
[00:41:08.280 --> 00:41:09.680]   You're paying attention.
[00:41:09.680 --> 00:41:13.880]   And then the more you pay attention, the more you allow this to happen, what's going to
[00:41:13.880 --> 00:41:18.480]   come from that is dead fruit.
[00:41:18.480 --> 00:41:25.400]   So what He means by, if you are not right with Christ, if you're a nominal Christian,
[00:41:25.400 --> 00:41:32.200]   you've never fully surrendered your life to Christ, watering that life is only going to
[00:41:32.200 --> 00:41:34.960]   bear dead fruit.
[00:41:34.960 --> 00:41:37.000]   That's what He means.
[00:41:37.000 --> 00:41:42.580]   To let no root of bitterness spring up that causes trouble.
[00:41:42.580 --> 00:41:49.680]   So a lukewarm life, a half-hearted pursuit, a nominal Christianity that has not surrendered
[00:41:49.680 --> 00:41:56.280]   to Christ, the fruit that it will bear is going to be bitterness.
[00:41:56.280 --> 00:42:01.180]   The reasons why churches split is because the fruit of bitterness, because they cultivated
[00:42:01.180 --> 00:42:03.440]   nominal Christianity.
[00:42:03.440 --> 00:42:08.680]   The reason why there's turmoil, the reason why so many pastors are falling now is because
[00:42:08.680 --> 00:42:11.620]   they've allowed the root of bitterness.
[00:42:11.620 --> 00:42:16.900]   Because He was talented, He was gifted, the church was growing, He was articulate.
[00:42:16.900 --> 00:42:22.460]   And so we've allowed things that we shouldn't allow in the church, and the fruit that's
[00:42:22.460 --> 00:42:27.740]   coming out of that is because the root of bitterness was cultivated in the church.
[00:42:27.740 --> 00:42:29.820]   That's what He's referring to.
[00:42:29.820 --> 00:42:35.580]   More than our horizontal relationship, He's talking about the vertical relationship.
[00:42:35.580 --> 00:42:42.820]   Because without peace with God, you can't have peace with mankind.
[00:42:42.820 --> 00:42:51.640]   Hebrews 2.3, "How will we escape if we neglect so great a salvation?"
[00:42:51.640 --> 00:42:56.500]   The greatest concern in our generation where you and I live are not people who've heard
[00:42:56.500 --> 00:43:04.060]   the gospel and were hostile and hated us, because they knowingly rejected the gospel.
[00:43:04.060 --> 00:43:07.780]   I think the greatest tragedy are people who are going to stand in front of the judgment
[00:43:07.780 --> 00:43:12.700]   seat simply because they neglected such a great salvation.
[00:43:12.700 --> 00:43:15.160]   Simply because they didn't have time.
[00:43:15.160 --> 00:43:16.940]   They were too busy.
[00:43:16.940 --> 00:43:23.040]   They postponed it till later, and they just drifted into the world.
[00:43:23.040 --> 00:43:31.980]   The temptation when we're young is to think that we are billionaires with our time.
[00:43:31.980 --> 00:43:35.860]   When we're young, we know we're not going to live forever, but we live like we're going
[00:43:35.860 --> 00:43:38.100]   to live forever.
[00:43:38.100 --> 00:43:41.460]   If you're a billionaire, you're not going to sweat it if you get in a car accident,
[00:43:41.460 --> 00:43:48.100]   or you lose $10,000, because you're a billionaire.
[00:43:48.100 --> 00:43:52.460]   You spend money freely because you have all this reserve in the bank account.
[00:43:52.460 --> 00:43:59.980]   When we're young, our temptation is to think you can spend 10 hours watching Netflix, and
[00:43:59.980 --> 00:44:04.940]   watching three, four hours of video games every single day, because you have all the
[00:44:04.940 --> 00:44:07.940]   time in the world.
[00:44:07.940 --> 00:44:12.300]   There's a reason why the Bible says to teach us to number our days.
[00:44:12.300 --> 00:44:16.820]   Ask anybody who's a bit older how quickly time passes.
[00:44:16.820 --> 00:44:19.320]   It's quick.
[00:44:19.320 --> 00:44:23.540]   In my mind, I'm 20.
[00:44:23.540 --> 00:44:24.540]   In my mind.
[00:44:24.540 --> 00:44:30.700]   I remember the first time, because we love basketball so much when we're young.
[00:44:30.700 --> 00:44:31.700]   Think about it.
[00:44:31.700 --> 00:44:34.700]   I'm a committed Christian.
[00:44:34.700 --> 00:44:36.580]   Internet wasn't created then.
[00:44:36.580 --> 00:44:39.260]   TV turned off at 1 p.m.
[00:44:39.260 --> 00:44:45.180]   What is a committed Christian going to do outside of ... We play basketball.
[00:44:45.180 --> 00:44:47.460]   I remember playing basketball, and I reached a certain age.
[00:44:47.460 --> 00:44:50.420]   In my mind, I can go around this guy easily.
[00:44:50.420 --> 00:44:53.300]   I'm not the biggest guy, but I'm quick.
[00:44:53.300 --> 00:44:55.660]   I can dribble around him, and I can lay up.
[00:44:55.660 --> 00:44:57.660]   I was a decent outside shooter.
[00:44:57.660 --> 00:44:58.660]   I was shooting.
[00:44:58.660 --> 00:45:01.460]   I remember one day, in my mind, I went around him, but physically, I went right through
[00:45:01.460 --> 00:45:02.460]   him.
[00:45:02.460 --> 00:45:05.300]   I said, "Shoot.
[00:45:05.300 --> 00:45:06.460]   That never happened before."
[00:45:06.460 --> 00:45:08.260]   I'm playing softball.
[00:45:08.260 --> 00:45:09.620]   I always played right field.
[00:45:09.620 --> 00:45:12.300]   For 15, 16 years, I played right field.
[00:45:12.300 --> 00:45:13.300]   The ball was hit.
[00:45:13.300 --> 00:45:15.540]   Just a little lob to the right field.
[00:45:15.540 --> 00:45:20.500]   I was casually running there, because I knew I caught this 1,000 times.
[00:45:20.500 --> 00:45:26.220]   I missed it by 20 feet, because my legs were going to get me there.
[00:45:26.220 --> 00:45:28.220]   My body was telling me, "It's up.
[00:45:28.220 --> 00:45:29.220]   That's it.
