
[00:00:00.000 --> 00:00:10.000]   I know nothing but the blood of Jesus.
[01:06:31.000 --> 01:06:40.000]   Thank you God. I ask Lord for your spirit in helping us really glean all that we can.
[01:06:40.000 --> 01:06:44.000]   God, you have told us Lord that your scripture is so powerful,
[01:06:44.000 --> 01:06:48.000]   it can really even unsettle us down to the very bone.
[01:06:48.000 --> 01:06:53.000]   And God, we want to be such students of your word that we cling to every single word.
[01:06:53.000 --> 01:06:59.000]   Would you allow us to see and to perceive just wonderful things from your truth.
[01:06:59.000 --> 01:07:02.000]   We thank you God, it's in Christ's name. Amen.
[01:07:02.000 --> 01:07:13.000]   Okay, doing that review again of reading, starting from verse 14.
[01:07:13.000 --> 01:07:18.000]   I'll read for us and it says, "But without your consent, I did not want to do anything,
[01:07:18.000 --> 01:07:23.000]   so that your goodness would be in effect by compulsion,
[01:07:23.000 --> 01:07:27.000]   would not be in effect by compulsion, but of your own free will.
[01:07:27.000 --> 01:07:33.000]   Perhaps he was for this reason separated from you for a while, that you would have him back forever.
[01:07:33.000 --> 01:07:38.000]   No longer as a slave, but more than a slave, a beloved brother, especially to me.
[01:07:38.000 --> 01:07:43.000]   But how much more to you, both in the flesh and in the Lord."
[01:07:43.000 --> 01:07:47.000]   We take a look at our passage today and it says,
[01:07:47.000 --> 01:07:51.000]   "If then you regard me as a partner, accept him as you would me.
[01:07:51.000 --> 01:07:56.000]   But if he has wronged you in any way or owes you anything, charge that to my account.
[01:07:56.000 --> 01:08:00.000]   I, Paul, am writing this with my own hand. I will repay it.
[01:08:00.000 --> 01:08:05.000]   Not to mention to you that you owe to me even your own self as well.
[01:08:05.000 --> 01:08:11.000]   Yes, brother, let me benefit from you in the Lord. Refresh my heart in Christ."
[01:08:11.000 --> 01:08:18.000]   Okay, so by way of quick review, in the previous passage from verse 14 through 16,
[01:08:18.000 --> 01:08:26.000]   Apostle Paul started to have Philemon look at the sovereign context by which God is working.
[01:08:26.000 --> 01:08:33.000]   And just postulated and said, "You know, yes, Onesimus left.
[01:08:33.000 --> 01:08:39.000]   Yes, he might have actually taken your possessions or stolen from you, but look what God is doing.
[01:08:39.000 --> 01:08:43.000]   You're separated, but for a temporary short time.
[01:08:43.000 --> 01:08:47.000]   But now, because of his salvation, you have him back forever.
[01:08:47.000 --> 01:08:52.000]   What's more, he was a slave. But now, he is so much more than a slave.
[01:08:52.000 --> 01:08:57.000]   He could very well still be of service to you. He could actually be incredibly useful to you.
[01:08:57.000 --> 01:09:01.000]   But now he is beloved brother in the Lord." Right?
[01:09:01.000 --> 01:09:06.000]   So he had Philemon set his eyes upon God.
[01:09:06.000 --> 01:09:12.000]   So what's kind of interesting to me is here in our passage, actually, after all of this conversation,
[01:09:12.000 --> 01:09:15.000]   he's finally getting to the content of the appeal.
[01:09:15.000 --> 01:09:19.000]   If you think about it, Apostle Paul, this is the way I envisioned it.
[01:09:19.000 --> 01:09:24.000]   He had Philemon just do, "Hey, look at this. Look at you and all that you've done.
[01:09:24.000 --> 01:09:29.000]   I'm so encouraged. Look at the blessings. Look at the fruit. Look at your reputation."
[01:09:29.000 --> 01:09:34.000]   He said, "Hey, look at this. Look at our relationship. Hey, look at this. Look at Onesimus.
[01:09:34.000 --> 01:09:39.000]   Hey, look at this." And then he's pointing to even his heart and saying, "I want this to come from your heart."
[01:09:39.000 --> 01:09:43.000]   And then in the last passage, he was saying, "Oh, look at this. Look at what God is doing."
[01:09:43.000 --> 01:09:50.000]   And then finally, after 16 verses, he actually uses the word, "I want you to accept him."
[01:09:50.000 --> 01:09:52.000]   That's the appeal. Right?
[01:09:52.000 --> 01:09:58.000]   So we're here now in verse 17 through 20, and I want to break it down.
[01:09:58.000 --> 01:10:02.000]   This passage, in some sense, was difficult to outline in a nice way,
[01:10:02.000 --> 01:10:08.000]   because since it's his appeal, I saw four different elements of the appeal.
[01:10:08.000 --> 01:10:14.000]   So what I saw was, in verse 17, is the appeal itself, but it comes with this idea of,
[01:10:14.000 --> 01:10:23.000]   "I want you to accept him, but the manner in which you accept him is as though you would accept me."
[01:10:23.000 --> 01:10:32.000]   Verse 18 through 19a, he says, "But also, if Onesimus has wronged you in any way,
[01:10:32.000 --> 01:10:35.000]   if he owes you anything, I want you to charge that to my account."
[01:10:35.000 --> 01:10:37.000]   Strange, right?
[01:10:37.000 --> 01:10:41.000]   And then verse 19, he says, "I, Paul, am writing this with my own words,"
[01:10:41.000 --> 01:10:48.000]   but then his emphatic point is, "I'm writing this to show you I'm willing to pay."
[01:10:48.000 --> 01:10:54.000]   And I almost pictured him like, you know, sometimes you write big, your name's like, "I will pay,"
[01:10:54.000 --> 01:11:01.000]   and there's like big letters or something like that, to emphasize the fact that my word is good.
[01:11:01.000 --> 01:11:05.000]   You know, I'm going to cover whatever losses you have.
[01:11:05.000 --> 01:11:11.000]   And then, what's strange is he says, not to mention, but for sure mentioning, right?
[01:11:11.000 --> 01:11:14.000]   "You owe me your whole self."
[01:11:14.000 --> 01:11:20.000]   And then verse 20, it's almost as he anticipates a response from Philemon,
[01:11:20.000 --> 01:11:23.000]   and he's like, "Yes, you do."
[01:11:23.000 --> 01:11:24.000]   He's like, "Yes, brother."
[01:11:24.000 --> 01:11:28.000]   And then he says, "Let me benefit from you in the Lord, refresh my heart in Christ."
[01:11:28.000 --> 01:11:31.000]   And so he has this encouragement to refresh him.
[01:11:31.000 --> 01:11:36.000]   So if you think about the four different overview of this passage,
[01:11:36.000 --> 01:11:43.000]   verse 17 would be the simple statement, "Accept him as you would me," is the exhortation, the appeal.
[01:11:43.000 --> 01:11:46.000]   18, 19 is the emphatic, "I will pay."
[01:11:46.000 --> 01:11:50.000]   Okay, verse 19b is, "Remember, you also owe me just about everything."
[01:11:50.000 --> 01:11:55.000]   And then verse 20 is, "More than anything, I want you to refresh me in Christ.
[01:11:55.000 --> 01:11:58.000]   Be to me a blessing."
[01:11:58.000 --> 01:12:04.000]   That's the challenge and the encouragement that he is laying very heavily on Philemon.
[01:12:04.000 --> 01:12:13.000]   Going to point one, we take a look at the, "If then you regard me a partner, accept him as you would me."
[01:12:13.000 --> 01:12:18.000]   And it is kind of interesting to think, like, if you regard me a partner?
[01:12:18.000 --> 01:12:20.000]   And that's kind of interesting.
[01:12:20.000 --> 01:12:21.000]   Oh, man.
[01:12:21.000 --> 01:12:22.000]   Sorry.
[01:12:22.000 --> 01:12:26.000]   I wanted to take great bene-- forget it.
[01:12:26.000 --> 01:12:33.000]   Okay, as you look through that, you regard me as a partner, right?
[01:12:33.000 --> 01:12:37.000]   Obviously, like, is Apostle Paul a partner in the gospel?
[01:12:37.000 --> 01:12:39.000]   100%.
[01:12:39.000 --> 01:12:41.000]   Apostle Paul is a messenger of God.
[01:12:41.000 --> 01:12:43.000]   He's an apostle.
[01:12:43.000 --> 01:12:48.000]   But what's more, to Philemon, he's even much more than that, you know?
[01:12:48.000 --> 01:12:56.000]   To Philemon, he's actually, in many ways, just like Apostle Paul is spiritual father to Onesimus, he is spiritual father to Philemon.
[01:12:56.000 --> 01:13:06.000]   So why would Apostle Paul be highlighting this idea of, like, if you regard me as a partner, though, right, of co-worker and labor in the kingdom?
[01:13:06.000 --> 01:13:16.000]   And obviously, it kind of points to the idea of what does Apostle Paul really expect of Philemon in the way that Philemon is viewing Onesimus, yes?
[01:13:16.000 --> 01:13:26.000]   That if you truly will accept him, if you really will accept him, it's not going to be as just simply a restored slave, right?
[01:13:26.000 --> 01:13:28.000]   There's more than that, much more than that.
[01:13:28.000 --> 01:13:40.000]   And then he uses this idea of accept him and some of the other passages then really fulfill or I guess you elaborate on this idea of what does Apostle Paul really want Philemon to do?
[01:13:40.000 --> 01:13:45.000]   It's not to be like, hey, you and me, we good, okay?
[01:13:45.000 --> 01:13:47.000]   Maybe how bros would do it nowadays.
[01:13:47.000 --> 01:13:48.000]   Like, hey, we good?
[01:13:48.000 --> 01:13:49.000]   It's like, we're good, we're good.
[01:13:49.000 --> 01:13:52.000]   That just means we buried the hatchet.
[01:13:52.000 --> 01:13:58.000]   That is not the kind of forgiveness or the reconciliation the passage is calling for.
[01:13:58.000 --> 01:14:04.000]   Apostle Paul literally is telling him to take him, okay?
[01:14:04.000 --> 01:14:13.000]   For those of you guys who looked up the word, since it was the appealing imperative and it was the actual desire of Apostle Paul, we look it up.
[01:14:13.000 --> 01:14:22.000]   A lot of the definition entries talk about it more like take him in, take him as your company, take him to yourself, right?
[01:14:22.000 --> 01:14:31.000]   And so what you're doing is you're taking an individual who is a repentant sinner and then potentially then if you're going to regard Apostle Paul as your partner in the gospel,
[01:14:31.000 --> 01:14:36.000]   then in many ways you're going far above and beyond saying, oh yeah, we're good.
[01:14:36.000 --> 01:14:41.000]   You're seeing this individual as also a partner within the kingdom, okay?
[01:14:41.000 --> 01:14:49.000]   And obviously I want us to think about that because we are challenged all the time.
[01:14:49.000 --> 01:14:58.000]   When we see somebody hurt us, it's almost impossible to turn off your brain and be like, you know, I'm not going to judge that person's intent.
[01:14:58.000 --> 01:15:00.000]   I'm not going to judge that person's character.
[01:15:00.000 --> 01:15:05.000]   I'm going to give him the benefit of doubt, even though you see that person scheming.
[01:15:05.000 --> 01:15:07.000]   Perhaps an individual lied to you.
[01:15:07.000 --> 01:15:10.000]   Perhaps an individual actually duped you, right?
[01:15:10.000 --> 01:15:13.000]   How do you not judge their character?
[01:15:13.000 --> 01:15:20.000]   And therefore our minds naturally run into, I don't have confidence in this person to be that kind of partner.
[01:15:20.000 --> 01:15:25.000]   I don't have that kind of trust in this person to be that kind of co-laborer, right?
[01:15:25.000 --> 01:15:27.000]   And so I'm going to ask you to discuss that.
[01:15:27.000 --> 01:15:35.000]   How do you go from our natural tendency where we actually are, and some of you who are very quick, you're actually really keen on judging character.
[01:15:35.000 --> 01:15:40.000]   How do we go from that to practicing this?
[01:15:40.000 --> 01:15:41.000]   Okay.
[01:15:41.000 --> 01:15:50.000]   What's more, I really think we should meditate on this idea of the accept him as you would me.
[01:15:50.000 --> 01:15:56.000]   Clearly the accepting is going to be a great challenge to us and whatever we're accustomed to.
[01:15:56.000 --> 01:16:00.000]   But taking it another step further, he says, as you would accept me.
[01:16:00.000 --> 01:16:07.000]   And my initial reaction to that was, huh, can he do that?
[01:16:07.000 --> 01:16:18.000]   Can he just challenge Philemon to accept this runaway slave as though he would accept this great grand missionary, this great grand apostle?
[01:16:18.000 --> 01:16:21.000]   And then obviously there's the next question, can I do that?
[01:16:21.000 --> 01:16:27.000]   If I'm playing mediator, if I'm trying to counsel two people, husband and wife maybe, they're fighting each other.
[01:16:27.000 --> 01:16:33.000]   And I say, hey, hey, just forgive your husband and accept him like you would me.
[01:16:33.000 --> 01:16:36.000]   And what effect would that have?
[01:16:36.000 --> 01:16:39.000]   The wife would just look at me as like, what are you trying to do?
[01:16:39.000 --> 01:16:41.000]   You're not all that anyway.
[01:16:41.000 --> 01:16:44.000]   Like what would that do really?
[01:16:44.000 --> 01:16:46.000]   It makes you wonder.
[01:16:46.000 --> 01:17:04.000]   But I realize it's not so much because Apostle Paul thinks so great of himself, but just simply in his love for his spiritual son, he's just advocating for his son with everything he's got.
[01:17:04.000 --> 01:17:08.000]   That's what's happening, right?
[01:17:08.000 --> 01:17:14.000]   In our group, one of the things that interestingly we talked about is like, remember, Apostle Paul is not Jesus.
[01:17:14.000 --> 01:17:25.000]   And recently on Sunday sermons, we've been reminded as a matter of fact, right, there are a lot of things wrong with the apostles because they make errors in judgment.
[01:17:25.000 --> 01:17:27.000]   They're not all knowing.
[01:17:27.000 --> 01:17:28.000]   They're not perfect like Christ.
[01:17:28.000 --> 01:17:30.000]   So what is Apostle Paul doing?
[01:17:30.000 --> 01:17:37.000]   You know, Apostle Paul has mistakes too, post conversion.
[01:17:37.000 --> 01:17:40.000]   But in thinking about this then, what's happening here?
[01:17:40.000 --> 01:17:44.000]   Well, one of the things that we want to ask then is does Jesus do this?
[01:17:44.000 --> 01:17:46.000]   And the answer is absolutely.
[01:17:46.000 --> 01:17:53.000]   What's really interesting is this principle of as you would me, right, advocating for somebody.
[01:17:53.000 --> 01:18:01.000]   Jesus says in Matthew chapter 10, he who receives you receives me, and he who receives me receives him who sent me.
[01:18:01.000 --> 01:18:06.000]   He who receives a prophet in the name of the prophet shall receive a prophet's reward.
[01:18:06.000 --> 01:18:11.000]   And he who receives a righteous man in the name of a righteous man shall receive a righteous man's reward.
[01:18:11.000 --> 01:18:21.000]   And whoever in the name of his disciples gives to one of these little ones even a cup of cold water to drink, truly I say to you, he shall not lose his reward.
[01:18:21.000 --> 01:18:28.000]   What you have in this passage is not Jesus so much saying that like, I am the child, I am the little one.
[01:18:28.000 --> 01:18:37.000]   Rather what he's saying is you understand I have such a vested interest in my prophet that as you would honor me, same goes to the individual.
[01:18:37.000 --> 01:18:41.000]   You're treating this individual as my representative, right?
[01:18:41.000 --> 01:18:45.000]   But what's more, he uses this idea of reward as I have such vested interest in this person.
[01:18:45.000 --> 01:18:51.000]   Don't you think that if you treat this little one well that I would be the one to reward you?
[01:18:51.000 --> 01:18:53.000]   That's the question.
[01:18:53.000 --> 01:18:57.000]   And I thought, dang.
[01:18:57.000 --> 01:19:06.000]   You know really there's a kind of love that supersedes just brotherhood to family.
[01:19:06.000 --> 01:19:11.000]   To almost parent and child relationship like we mentioned before.
[01:19:11.000 --> 01:19:17.000]   And so Apostle Paul is sitting there thinking not so much that like, I am him, that kind of thing.
[01:19:17.000 --> 01:19:25.000]   But maybe in this way, don't you think that I have such vested interest, I'm advocating for him with everything I've got.
[01:19:25.000 --> 01:19:28.000]   Well there's actually other elements of this in other passages.
[01:19:28.000 --> 01:19:36.000]   Matthew 18, it says whoever receives one such child in my name receives me, but whoever causes one of these little ones who believe me to stumble,
[01:19:36.000 --> 01:19:42.000]   it would be better for him to have a heavy millstone hung around his neck and be drowned in the depths of the sea.
[01:19:42.000 --> 01:19:51.000]   Again this idea of don't you think that if you mess with my little one, the one I love, then I would be also after you.
[01:19:51.000 --> 01:19:52.000]   Here's another passage.
[01:19:52.000 --> 01:20:03.000]   Matthew 25, then they themselves also will answer, Lord, when did we see you hungry or thirsty or a stranger or naked and sick or in prison and did not take care of you?
[01:20:03.000 --> 01:20:13.000]   Then he will answer them, truly I say to you, to the extent that you did not do it to one of the least of these, you did not do it to me.
[01:20:13.000 --> 01:20:21.000]   And so I think one of the ways that I want to think about this is give you the example of parent to child.
[01:20:21.000 --> 01:20:26.000]   There was a time just people kind of messing around and talking and stuff like that.
[01:20:26.000 --> 01:20:34.000]   And you'll notice when parents start hanging out with each other and then they just share stories and they laugh, etc. about their kids.
[01:20:34.000 --> 01:20:41.000]   There may be a time when an individual is a bit careless and starts to criticize like, oh, this kid is such a brat.
[01:20:41.000 --> 01:20:43.000]   And everybody laughs.
[01:20:43.000 --> 01:20:44.000]   And then there's more.
[01:20:44.000 --> 01:20:45.000]   More stories come out.
[01:20:45.000 --> 01:20:47.000]   It's like, oh, you know what that one kid did?
[01:20:47.000 --> 01:20:51.000]   Little Mark, little Marky Mark when he was this age, he did this.
[01:20:51.000 --> 01:20:54.000]   And then they start sharing stories and stories, etc., etc.
[01:20:54.000 --> 01:21:01.000]   Now, in a lot of times, that's just good fun, just sharing stories.
[01:21:01.000 --> 01:21:02.000]   It's joking.
[01:21:02.000 --> 01:21:03.000]   Ha ha ha.
[01:21:03.000 --> 01:21:10.000]   But then you would realize if that's done in a senseless way, who's hurt the most?
[01:21:10.000 --> 01:21:11.000]   The child?
[01:21:11.000 --> 01:21:13.000]   The child, stuff like that will roll off his back.
[01:21:13.000 --> 01:21:15.000]   He doesn't care.
[01:21:15.000 --> 01:21:17.000]   But who does it hurt the most?
[01:21:17.000 --> 01:21:18.000]   The parent who hears.
[01:21:18.000 --> 01:21:19.000]   Right?
[01:21:19.000 --> 01:21:28.000]   If there's any criticism, any kind of mockery, any kind of like, yeah, such a bad boy, right, who's the one who hurts?
[01:21:28.000 --> 01:21:29.000]   The parent.
[01:21:29.000 --> 01:21:44.000]   And so in that way, I think what Apostle Paul here is really talking about is both, yes, his advocacy, the incredible depth of his love,
[01:21:44.000 --> 01:21:50.000]   but then also in the previous passages, we did hear him talk about, I am sending you my very heart.
[01:21:50.000 --> 01:21:51.000]   Right?
[01:21:51.000 --> 01:21:53.000]   This is his son in the spirit.
[01:21:53.000 --> 01:22:01.000]   And so those are just things to consider when we highlight this idea of accept him like you would me.
[01:22:01.000 --> 01:22:02.000]   Okay.
[01:22:02.000 --> 01:22:06.000]   So wrapping that portion up, I thought it was an important one.
[01:22:06.000 --> 01:22:20.000]   And I wanted to also then move towards the next important one, which is the previous to that, not the you owe me.
[01:22:20.000 --> 01:22:22.000]   Huh.
[01:22:22.000 --> 01:22:23.000]   It's gone.
[01:22:23.000 --> 01:22:24.000]   Okay.
[01:22:24.000 --> 01:22:30.000]   So coming back to this, we'll just stay here.
[01:22:30.000 --> 01:22:33.000]   Verse 18 through 19.
[01:22:33.000 --> 01:22:38.000]   But if he has wronged you in any way or owes you anything, charge that to my account.
[01:22:38.000 --> 01:22:43.000]   And I, Paul, I'm writing this on my with my own hand and I will repay you.
[01:22:43.000 --> 01:22:44.000]   Right.
[01:22:44.000 --> 01:22:49.000]   So when you take a look at this again, it's really kind of interesting.
[01:22:49.000 --> 01:22:59.000]   Like, wow, Apostle Paul is going to great lengths and clearly the length that he's going here is that he would make a sacrificial payment for Onesimus.
[01:22:59.000 --> 01:23:00.000]   Okay.
[01:23:00.000 --> 01:23:13.000]   And immediately when we think about that, I want to highlight a passage to you is we can't help but just immediately go to this is just like such a corollary to the gospel message of Christ does for us.
[01:23:13.000 --> 01:23:17.000]   First and foremost, sorry about this, guys.
[01:23:17.000 --> 01:23:26.000]   In 1st John, chapter 2, verse 1 through 3, when we think about this whole like you would to me, we just highlighted the fact that what Christ has done for us is that very thing.
[01:23:26.000 --> 01:23:28.000]   He is our advocate.
[01:23:28.000 --> 01:23:35.000]   And so in 1st John 2, it says, "My little children, I am writing these things to you so that you may not sin.
[01:23:35.000 --> 01:23:41.000]   And if anyone sins, we have an advocate with the Father, Jesus Christ, the righteous.
[01:23:41.000 --> 01:23:44.000]   And he himself is a propitiation for sins.
[01:23:44.000 --> 01:23:48.000]   And not ours only, but also those of the whole world.
[01:23:48.000 --> 01:23:53.000]   By this we know that we have come to know him if we keep his commandments."
[01:23:53.000 --> 01:23:54.000]   Okay.
[01:23:54.000 --> 01:24:08.000]   Well, likewise, when we think about this idea of sacrificial payment that Apostle Paul is making, doesn't it just highlight the idea that Christ to us has become the one who has borne our wounds?
[01:24:08.000 --> 01:24:16.000]   The iniquity of us all has been upon him and a certificate of debt and all that we owe has been laid at the cross.
[01:24:16.000 --> 01:24:17.000]   Okay.
[01:24:17.000 --> 01:24:34.000]   So when I think about this, I wanted to like highlight the fact that what's pretty incredible is Apostle Paul for some reason emphasizes the fact that most certainly you can count on me to pay this.
[01:24:34.000 --> 01:24:35.000]   Okay.
[01:24:35.000 --> 01:24:41.000]   And part of the reason why I say that's pretty interesting is because you can imagine the conversation between the two.
[01:24:41.000 --> 01:24:49.000]   If Apostle Paul says, "Yes, you know, I am the one who brought you to faith, etc., etc., let me pay for this."
[01:24:49.000 --> 01:24:54.000]   I pictured essentially kind of seeing where you're at a restaurant and trying to fight over the bill.
[01:24:54.000 --> 01:24:55.000]   Right.
[01:24:55.000 --> 01:24:58.000]   There's no way if Apostle Paul says, "I'm going to get this."
[01:24:58.000 --> 01:24:59.000]   Right.
[01:24:59.000 --> 01:25:03.000]   That Philemon being perhaps a wealthy person is like, "Yeah, you should."
[01:25:03.000 --> 01:25:07.000]   You know, like he's not going to sit there and be like, "Yeah, can you do it?
[01:25:07.000 --> 01:25:09.000]   Because I was really, really sore about that."
[01:25:09.000 --> 01:25:10.000]   No.
[01:25:10.000 --> 01:25:11.000]   Right.
[01:25:11.000 --> 01:25:17.000]   So we kind of wonder like why does Apostle Paul nevertheless push that and say, "You can count on me.
[01:25:17.000 --> 01:25:19.000]   I write this in my own writing.
[01:25:19.000 --> 01:25:20.000]   My word is good.
[01:25:20.000 --> 01:25:21.000]   I will pay."
[01:25:21.000 --> 01:25:22.000]   Right.
[01:25:22.000 --> 01:25:37.000]   And one of the things I want to highlight is just to really appreciate our Savior Jesus Christ is whenever there's an offense or infraction, whenever there's some kind of hurt, it would be great if all that we needed was, "You know, my bad.
[01:25:37.000 --> 01:25:38.000]   I'm sorry."
[01:25:38.000 --> 01:25:40.000]   But we know that's not the case.
[01:25:40.000 --> 01:25:46.000]   There is always an individual, a party that has to absorb the cost.
[01:25:46.000 --> 01:25:48.000]   Right.
[01:25:48.000 --> 01:25:50.000]   We think and remember this idea.
[01:25:50.000 --> 01:25:54.000]   It's like could we with all our tears and like, "Oh, my goodness.
[01:25:54.000 --> 01:25:56.000]   My eyes are open, God.
[01:25:56.000 --> 01:25:58.000]   I'm so sorry.
[01:25:58.000 --> 01:26:01.000]   You have no idea how sorry I am."
[01:26:01.000 --> 01:26:05.000]   Could that have stayed the hand of God in His judgment?
[01:26:05.000 --> 01:26:06.000]   Right.
[01:26:06.000 --> 01:26:09.000]   In His righteous retribution?
[01:26:09.000 --> 01:26:20.000]   If all the people joined together in unison and said, "Please," could that have alone just caused God to say, "You know what?
[01:26:20.000 --> 01:26:22.000]   That was loud enough.
[01:26:22.000 --> 01:26:24.000]   That's what I wanted to see."
[01:26:24.000 --> 01:26:25.000]   No.
[01:26:25.000 --> 01:26:27.000]   There's still a cost.
[01:26:27.000 --> 01:26:41.000]   And so in that way, there's this reality that even within the two-party relationship, et cetera, part of the thing for us is because of Christ, we Christians, we are able to absorb.
[01:26:41.000 --> 01:26:42.000]   Right.
[01:26:42.000 --> 01:26:47.000]   We're able to essentially pay the cost of the infraction because of Christ.
[01:26:47.000 --> 01:26:52.000]   And I want to highlight that to just deepen our appreciation.
[01:26:52.000 --> 01:26:55.000]   With the Lord, we remember this idea.
[01:26:55.000 --> 01:26:57.000]   It's like, yes, He is merciful.
[01:26:57.000 --> 01:26:58.000]   He is kind.
[01:26:58.000 --> 01:26:59.000]   He is patient.
[01:26:59.000 --> 01:27:03.000]   And then the absolute necessity of payment.
[01:27:03.000 --> 01:27:04.000]   Okay.
[01:27:04.000 --> 01:27:06.000]   Moving forward.
[01:27:06.000 --> 01:27:07.000]   Look at that.
[01:27:07.000 --> 01:27:08.000]   Here it is.
[01:27:08.000 --> 01:27:12.000]   Okay.
[01:27:12.000 --> 01:27:13.000]   Let's see.
[01:27:13.000 --> 01:27:18.000]   We're going to go forward to the next one.
[01:27:18.000 --> 01:27:20.000]   You know, this is all messed up.
[01:27:20.000 --> 01:27:25.000]   But let's go to the whole idea of mentioning your debt.
[01:27:25.000 --> 01:27:27.000]   So this is the third one.
[01:27:27.000 --> 01:27:28.000]   Okay.
[01:27:28.000 --> 01:27:35.000]   Number three was mentioning the debt and saying not to mention to you that you owe me even for yourself as well.
[01:27:35.000 --> 01:27:38.000]   I actually want you guys to take time discussing.
[01:27:38.000 --> 01:27:46.000]   And I'm guessing you guys probably asked it and just asked like, "Hey, is it okay for us to be motivated by a sense of debt?"
[01:27:46.000 --> 01:27:49.000]   Yes.
[01:27:49.000 --> 01:27:56.000]   You know, there have been a lot of great authors who have said, "Listen, we should be motivated by gospel truth.
[01:27:56.000 --> 01:28:02.000]   When I see the loveliness of Christ, that should be inspiring me to do whatever I'm thinking I should do."
[01:28:02.000 --> 01:28:13.000]   However, if we have any kind of sentiment that's like, "Oh, man, like I really need to pay back," that could potentially be a debtor's ethic that's not good for you.
[01:28:13.000 --> 01:28:14.000]   Okay.
[01:28:14.000 --> 01:28:19.000]   Well, here in this passage, though, it literally says, "But you owe me yourself."
[01:28:19.000 --> 01:28:20.000]   Right.
[01:28:20.000 --> 01:28:21.000]   So what is that?
[01:28:21.000 --> 01:28:24.000]   And in what scenarios and what context is that appropriate?
[01:28:24.000 --> 01:28:37.000]   And I want to highlight this fact that clearly there are situations where if you don't feel a level of "I ought to," then there could be actually something that is amiss with you.
[01:28:37.000 --> 01:28:38.000]   Why?
[01:28:38.000 --> 01:28:43.000]   Because so many times throughout the scriptures, there are instances when God himself would say, "Look at these people."
[01:28:43.000 --> 01:28:46.000]   "I straight up nourished them when they were sick.
[01:28:46.000 --> 01:28:48.000]   I walked them by the hand.
[01:28:48.000 --> 01:28:52.000]   I washed them when they were dirty, and they're thankless."
[01:28:52.000 --> 01:28:56.000]   We owe such a debt of gratitude-based minimum.
[01:28:56.000 --> 01:28:57.000]   Right.
[01:28:57.000 --> 01:29:12.000]   But from that, though, you guys can discuss amongst yourselves how to think of this idea of, "Should I in any way be motivated by a kind of 'I ought and I owe because of the grace I received?'"
[01:29:12.000 --> 01:29:21.000]   Definitely, I mean, we're challenged to think that every single one of us is actually indebted in some way or form.
[01:29:21.000 --> 01:29:30.000]   Whether just simply to your parents, no matter how good or bad, that we owe this incredible debt of gratitude, bare minimum, incredible debt of honor.
[01:29:30.000 --> 01:29:35.000]   And actually, that's the passage that I had up here from Romans.
[01:29:35.000 --> 01:29:41.000]   Romans 13, where it says, "Render to all what is due them, tax to whom taxes due, custom to whom custom.
[01:29:41.000 --> 01:29:44.000]   Fear to whom fear, honor to whom honor.
[01:29:44.000 --> 01:29:48.000]   Owe nothing to anyone except to love one another."
[01:29:48.000 --> 01:29:58.000]   When you think about that, though, it even highlights this idea of the intangible, not just taxes and money, but honor and respect.
[01:29:58.000 --> 01:30:04.000]   So, the last part of it was here with the encouragement to refresh.
[01:30:04.000 --> 01:30:19.000]   And I want to just wrap this up by saying, Apostle Paul looks at Philemon and says, "With all of these things I'm laying on you, I want you most of all just to be a blessing."
[01:30:19.000 --> 01:30:25.000]   Right? "I want you to be of benefit and of refreshment to me."
[01:30:25.000 --> 01:30:31.000]   And I want us to take a moment to think about that because that will challenge the way that we're making our decisions.
[01:30:31.000 --> 01:30:36.000]   There are going to be so many things in our lives where, by the law of Christ, we just better do.
[01:30:36.000 --> 01:30:38.000]   Otherwise, it's disobedience.
[01:30:38.000 --> 01:30:41.000]   There are things, by the wisdom of Christ, we better do.
[01:30:41.000 --> 01:30:44.000]   Otherwise, it's just utter foolishness.
[01:30:44.000 --> 01:30:51.000]   But there are also things that should be free-flowing grace and giving from our hearts.
[01:30:51.000 --> 01:30:53.000]   And we talked about that.
[01:30:53.000 --> 01:30:56.000]   Because why? God delights in a cheerful giver.
[01:30:56.000 --> 01:31:04.000]   And so, sometimes when we're making decisions, the question shouldn't be, it should not be, "What does God specifically expect of me right now?
[01:31:04.000 --> 01:31:07.000]   What's his law? What's his instruction?"
[01:31:07.000 --> 01:31:16.000]   The question we should be asking is, "What option, what path, what decision refreshes the heart of my God?"
[01:31:16.000 --> 01:31:17.000]   Right?
[01:31:17.000 --> 01:31:19.000]   Those are two very different questions.
[01:31:19.000 --> 01:31:26.000]   If you ask, "What do I have to do?" versus, "What brings pleasure and joy to my God?"
[01:31:26.000 --> 01:31:28.000]   And likewise, it would be the same.
[01:31:28.000 --> 01:31:42.000]   Apostle Paul is giving instruction clearly, and he's using so many different lines of argumentation to bring Philemon to a place of his own brokenness and forgiveness of Onesimus.
[01:31:42.000 --> 01:31:49.000]   And Apostle Paul says, "I want you to think of this decision as how to refresh the saints and even me."
[01:31:49.000 --> 01:32:00.000]   So, by way of just summary, this appeal to accept Onesimus, it included a very Christ-like advocacy in Paul's love for Onesimus.
[01:32:00.000 --> 01:32:11.000]   It included a sacrificial payment in which Paul was willing to essentially put a guarantee down, right, for somebody else.
[01:32:11.000 --> 01:32:21.000]   It included Apostle Paul talking about Philemon's debt of love and a goal and desire for Philemon to be more than somebody who just did the right thing,
[01:32:21.000 --> 01:32:24.000]   but to be somebody who is an absolute blessing to the saints.
