
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:25:51.880 --> 00:25:53.680]   So we just pray that the Holy Spirit
[00:25:53.680 --> 00:25:55.080]   will just dwell in her.
[00:25:55.080 --> 00:25:59.080]   - Morning, my name is David.
[00:25:59.080 --> 00:26:01.280]   This is Tessie, this is Beckham Caleb Kim.
[00:26:01.280 --> 00:26:03.280]   (audience cheering)
[00:26:03.280 --> 00:26:04.880]   I don't really know what Beckham means.
[00:26:04.880 --> 00:26:06.680]   We just like the way it sounded
[00:26:06.680 --> 00:26:08.480]   and it kind of just threw darts on the board
[00:26:08.480 --> 00:26:10.480]   and that's where it landed, right?
[00:26:10.480 --> 00:26:11.680]   And then my parents kind of freaked out
[00:26:11.680 --> 00:26:12.680]   that we didn't have a biblical name,
[00:26:12.680 --> 00:26:14.280]   so we just threw in Caleb just to,
[00:26:14.280 --> 00:26:15.280]   (audience laughing)
[00:26:15.280 --> 00:26:17.080]   I don't know, make things better.
[00:26:17.080 --> 00:26:19.080]   I think it means faithful, but prayer requests,
[00:26:19.080 --> 00:26:22.680]   just pray that we don't mess this up and screw it up.
[00:26:22.680 --> 00:26:23.880]   That's it, thanks.
[00:26:23.880 --> 00:26:27.680]   - Hi guys, I'm Aaron.
[00:26:27.680 --> 00:26:30.680]   This is my wife, Jackie.
[00:26:30.680 --> 00:26:32.680]   This is our son, Wesley.
[00:26:32.680 --> 00:26:35.380]   Wesley means field in the West.
[00:26:35.380 --> 00:26:38.280]   But the real reason why we chose his name
[00:26:38.280 --> 00:26:40.680]   is 'cause that was the name we agreed upon.
[00:26:40.680 --> 00:26:42.880]   (audience laughing)
[00:26:42.880 --> 00:26:44.080]   Our prayer request for him is that
[00:26:44.080 --> 00:26:47.480]   he just experiences God's love as we have.
[00:26:47.480 --> 00:26:49.480]   Some of you guys might know,
[00:26:49.480 --> 00:26:50.680]   Jackie's recovery was a little rough,
[00:26:50.680 --> 00:26:54.680]   so I think we felt a lot of blessings from you guys, family.
[00:26:54.680 --> 00:26:56.280]   We pray he experiences that too,
[00:26:56.280 --> 00:26:57.280]   and that he has a humble heart
[00:26:57.280 --> 00:26:59.480]   and just grows to know and love God.
[00:26:59.480 --> 00:27:04.480]   - Hi everyone, I'm Tim Park.
[00:27:04.480 --> 00:27:05.480]   This is my wife, Crystal.
[00:27:05.480 --> 00:27:07.680]   This is our fourth kid.
[00:27:07.680 --> 00:27:10.280]   His name is Theodore Chong Park.
[00:27:10.280 --> 00:27:14.480]   Oldest is five, so we have a lot of young kids.
[00:27:14.480 --> 00:27:15.680]   (audience laughing)
[00:27:15.680 --> 00:27:18.480]   His name, Theodore, means God's gift.
[00:27:18.480 --> 00:27:20.180]   He was actually born without a name.
[00:27:20.180 --> 00:27:22.680]   It took us a full day to come up with a name.
[00:27:22.680 --> 00:27:25.680]   And then Chong is Crystal's mom's family name.
[00:27:25.680 --> 00:27:27.480]   And then his Korean name,
[00:27:27.480 --> 00:27:30.280]   did I mention his meaning?
[00:27:30.280 --> 00:27:32.480]   God's gift is Theodore.
[00:27:32.480 --> 00:27:36.480]   Okay, and his Korean name is Ha Seung,
[00:27:36.480 --> 00:27:39.080]   which I needed to confirm with my parents this morning,
[00:27:39.080 --> 00:27:41.280]   which means God's victory.
[00:27:41.280 --> 00:27:44.080]   Now, having four kids so young,
[00:27:44.080 --> 00:27:46.280]   like one of the, we've asked, you know,
[00:27:46.280 --> 00:27:48.280]   so many parents here who had multiple children,
[00:27:48.280 --> 00:27:50.280]   like what's the best piece of advice?
[00:27:50.280 --> 00:27:53.780]   And to quote Daniel Tiger,
[00:27:53.780 --> 00:27:56.480]   he has a song that says,
[00:27:56.480 --> 00:27:59.780]   "Enjoy the wow, it's happening now."
[00:27:59.780 --> 00:28:01.980]   So what that means is,
[00:28:01.980 --> 00:28:04.080]   kind of like the advice that we got from all the parents
[00:28:04.080 --> 00:28:08.680]   is that enjoy the time that you have now while they're young.
[00:28:08.680 --> 00:28:11.280]   And I think it's very hard for us to
[00:28:11.280 --> 00:28:14.180]   really be intentional throughout the day
[00:28:14.180 --> 00:28:16.680]   because it's just so much going on
[00:28:16.680 --> 00:28:18.380]   that there's so much missed opportunity
[00:28:18.380 --> 00:28:22.080]   to share the gospel of Christ and to really teach them,
[00:28:22.080 --> 00:28:24.480]   although we do try our best.
[00:28:24.480 --> 00:28:26.380]   So it really encouraged us to,
[00:28:26.380 --> 00:28:29.680]   you know, be sober-minded,
[00:28:29.680 --> 00:28:32.880]   to really take the time and use all these events
[00:28:32.880 --> 00:28:35.280]   as learning lessons to teach about Christ.
[00:28:35.280 --> 00:28:38.080]   And I think that's the biggest thing
[00:28:38.080 --> 00:28:39.080]   that we can do for our kids.
[00:28:39.080 --> 00:28:41.680]   So if you guys can continue to pray for us,
[00:28:41.680 --> 00:28:44.680]   that we can be diligent in raising our kids
[00:28:44.680 --> 00:28:45.680]   and for Theodore.
[00:28:45.680 --> 00:28:46.480]   - Yeah.
[00:28:46.480 --> 00:28:51.680]   - Hi everyone, I'm Mitchell.
[00:28:51.680 --> 00:28:52.980]   This is my wife, Grace.
[00:28:52.980 --> 00:28:55.280]   And this is Lydia Skylar Kim.
[00:28:55.280 --> 00:28:59.880]   And we named her actually
[00:28:59.880 --> 00:29:02.780]   about a decade before she was born.
[00:29:02.780 --> 00:29:04.480]   We named her while we were still dating.
[00:29:04.480 --> 00:29:08.180]   (audience laughing)
[00:29:08.180 --> 00:29:09.180]   Just worked out that way.
[00:29:09.180 --> 00:29:13.980]   But Lydia in scripture comes out in Acts 16
[00:29:13.980 --> 00:29:17.980]   and she's identified as a woman who's hardworking,
[00:29:17.980 --> 00:29:20.180]   who's hospitable,
[00:29:20.180 --> 00:29:23.180]   but most importantly, she's a worshiper of God.
[00:29:23.180 --> 00:29:25.780]   And that's really our hope and our dream for her,
[00:29:25.780 --> 00:29:29.380]   that she would love God and forsake all things for him.
[00:29:29.380 --> 00:29:34.480]   - Hi guys, my name is Sean.
[00:29:34.480 --> 00:29:36.680]   Sean, this is my wife, Jane.
[00:29:36.680 --> 00:29:38.180]   This is our eldest, John.
[00:29:38.180 --> 00:29:41.180]   (audience laughing)
[00:29:42.180 --> 00:29:43.380]   This is the...
[00:29:43.380 --> 00:29:46.380]   (audience laughing)
[00:29:46.380 --> 00:29:50.380]   This is Shane.
[00:29:50.380 --> 00:29:53.380]   (audience laughing)
[00:29:53.380 --> 00:30:00.880]   The reason why we...
[00:30:00.880 --> 00:30:03.880]   (audience laughing)
[00:30:03.880 --> 00:30:08.380]   It's pretty ridiculous.
[00:30:08.380 --> 00:30:11.080]   Life was going a little too easy for us.
[00:30:11.080 --> 00:30:14.080]   So we just want to make things a little more confusing.
[00:30:14.080 --> 00:30:16.080]   (audience laughing)
[00:30:16.080 --> 00:30:18.080]   But yeah, in all seriousness,
[00:30:18.080 --> 00:30:20.580]   for both of our boys,
[00:30:20.580 --> 00:30:24.580]   we just, we want them to live faithfully.
[00:30:24.580 --> 00:30:27.580]   We want the word of God to speak
[00:30:27.580 --> 00:30:29.080]   into all aspects of their lives.
[00:30:29.080 --> 00:30:33.080]   So that's basically why we named John, John,
[00:30:33.080 --> 00:30:36.080]   because it was after John the Baptist
[00:30:36.080 --> 00:30:38.080]   and he lived a very intentional life
[00:30:38.080 --> 00:30:42.080]   and Shane is actually the same name as John,
[00:30:42.080 --> 00:30:44.080]   just in a different language.
[00:30:44.080 --> 00:30:46.080]   And just, yeah, we just want them to live
[00:30:46.080 --> 00:30:48.080]   very intentional and faithful lives.
[00:30:48.080 --> 00:30:55.080]   - Hi, this is our family of four.
[00:30:55.080 --> 00:30:57.080]   This is my wife, Susan,
[00:30:57.080 --> 00:30:59.080]   and our eldest, Emery.
[00:30:59.080 --> 00:31:02.080]   And this is Zoe Hope Fongrey.
[00:31:02.080 --> 00:31:05.080]   She's now two months old
[00:31:05.080 --> 00:31:09.080]   and we named her Zoe
[00:31:09.080 --> 00:31:12.080]   because God sustained her life
[00:31:12.080 --> 00:31:14.080]   through embryo adoption
[00:31:14.080 --> 00:31:16.080]   and that's how she joined our family.
[00:31:16.080 --> 00:31:19.080]   (audience applauding)
[00:31:19.080 --> 00:31:20.080]   Oh, hey.
[00:31:20.080 --> 00:31:24.080]   And also, like, we thought that the name was very fitting
[00:31:24.080 --> 00:31:27.080]   because the whole process was not smooth.
[00:31:27.080 --> 00:31:29.080]   We had a rough pregnancy,
[00:31:29.080 --> 00:31:32.080]   but through it all, God has been faithful.
[00:31:32.080 --> 00:31:38.080]   And our hope here is that she may come to know Christ.
[00:31:38.080 --> 00:31:42.080]   And also, just for you guys that don't know,
[00:31:42.080 --> 00:31:45.080]   the name Zoe doesn't just mean physical life,
[00:31:45.080 --> 00:31:48.080]   but life that comes from Christ.
[00:31:48.080 --> 00:31:54.080]   And yeah, our hope is that she comes to know love of God.
[00:31:54.080 --> 00:31:57.080]   And Susan wants to share something, too.
[00:31:57.080 --> 00:32:01.080]   - Well, I just wanted to give a fun fact.
[00:32:01.080 --> 00:32:04.080]   So we never discussed the name Zoe ever,
[00:32:04.080 --> 00:32:06.080]   like even with Emery or anything.
[00:32:06.080 --> 00:32:08.080]   And then one day I told Chris, like,
[00:32:08.080 --> 00:32:10.080]   "Hey, once we found out it was a girl,
[00:32:10.080 --> 00:32:12.080]   "I was like, 'I have a name in mind.'"
[00:32:12.080 --> 00:32:13.080]   And he was like, "Is it Zoe?"
[00:32:13.080 --> 00:32:15.080]   And I was like, "What? How'd you know?"
[00:32:15.080 --> 00:32:17.080]   So anyways, it was meant to be.
[00:32:17.080 --> 00:32:19.080]   (audience laughing)
[00:32:19.080 --> 00:32:20.080]   - All right, let's give--
[00:32:20.080 --> 00:32:22.080]   Oh, before they go, we're gonna pray for them.
[00:32:22.080 --> 00:32:23.080]   Let me pray for--
[00:32:24.080 --> 00:32:27.080]   (microphone feedback)
[00:32:27.080 --> 00:32:34.080]   Okay, let's pray.
[00:32:34.080 --> 00:32:37.080]   Lord, we thank you so much for the blessings
[00:32:37.080 --> 00:32:40.080]   that you've given our church family.
[00:32:40.080 --> 00:32:42.080]   We thank you for the first-time parents.
[00:32:42.080 --> 00:32:44.080]   We thank you for the veteran parents.
[00:32:44.080 --> 00:32:47.080]   We thank you, Father God, for the next generation
[00:32:47.080 --> 00:32:50.080]   of young men and women, Lord,
[00:32:50.080 --> 00:32:52.080]   who will take the baton from us.
[00:32:52.080 --> 00:32:55.080]   We pray, Father, that every blessing that you give us
[00:32:55.080 --> 00:32:58.080]   would overflow not just to us, but to our children
[00:32:58.080 --> 00:33:00.080]   and to their children.
[00:33:00.080 --> 00:33:03.080]   We pray that you, who began a good work in us
[00:33:03.080 --> 00:33:07.080]   at Berean, Lord, that we would be faithful stewards
[00:33:07.080 --> 00:33:09.080]   of each one of these souls.
[00:33:09.080 --> 00:33:14.080]   Help us, Lord God, as parents, as grandparents,
[00:33:14.080 --> 00:33:19.080]   as uncles and aunts, as co-laborers, Lord God,
[00:33:19.080 --> 00:33:22.080]   in the gospel ministry, in the church,
[00:33:22.080 --> 00:33:25.080]   that we truly would be a village
[00:33:25.080 --> 00:33:28.080]   that raises these children to honor and glorify you.
[00:33:28.080 --> 00:33:30.080]   We pray for each of the fathers, Lord God,
[00:33:30.080 --> 00:33:32.080]   as you have given them the responsibility
[00:33:32.080 --> 00:33:34.080]   of leading these homes.
[00:33:34.080 --> 00:33:38.080]   I pray that you would help them to be disciplined,
[00:33:38.080 --> 00:33:41.080]   help them, Lord God, to love you more than anything else,
[00:33:41.080 --> 00:33:43.080]   help them, Father God, not to be tempted
[00:33:43.080 --> 00:33:46.080]   by the things of this world, but that by their life,
[00:33:46.080 --> 00:33:49.080]   that they would be able to point their fingers, Lord God,
[00:33:49.080 --> 00:33:52.080]   to you, that you're the way, the truth, and the life.
[00:33:52.080 --> 00:33:54.080]   I pray for the mothers, that you would give them
[00:33:54.080 --> 00:33:56.080]   extra strength, help them, Lord God,
[00:33:56.080 --> 00:33:59.080]   to be intentionally sharing the gospel with their children.
[00:33:59.080 --> 00:34:01.080]   I pray that as they spend time with them,
[00:34:01.080 --> 00:34:03.080]   nurturing and caring for them, that it is your love
[00:34:03.080 --> 00:34:07.080]   that overflows, that it would not be, Lord God,
[00:34:07.080 --> 00:34:09.080]   just their wishes and dreams, Lord,
[00:34:09.080 --> 00:34:11.080]   but I pray that they would be good stewards
[00:34:11.080 --> 00:34:13.080]   of each one of these souls, that ultimately,
[00:34:13.080 --> 00:34:15.080]   that they belong to you.
[00:34:15.080 --> 00:34:17.080]   And as each one of them has prayed
[00:34:17.080 --> 00:34:19.080]   that they would come to faith early on,
[00:34:19.080 --> 00:34:21.080]   I pray that each one of them would be able
[00:34:21.080 --> 00:34:24.080]   to hear the gospel, to open their hearts, their ears,
[00:34:24.080 --> 00:34:27.080]   to give their lives to you at an early age,
[00:34:27.080 --> 00:34:29.080]   that they may live long lives, Lord God,
[00:34:29.080 --> 00:34:31.080]   bringing fruit for your kingdom.
[00:34:31.080 --> 00:34:33.080]   So for that end, we pray for your blessing,
[00:34:33.080 --> 00:34:35.080]   and we pray, Father God, even now, for the next generation,
[00:34:35.080 --> 00:34:37.080]   for the sake of your glory.
[00:34:37.080 --> 00:34:39.080]   In Jesus' name we pray, amen.
[00:34:39.080 --> 00:34:42.080]   All right, let's all give them a round of applause.
[00:34:42.080 --> 00:34:43.080]   Okay, and then each one of you guys
[00:34:43.080 --> 00:34:45.080]   can just kind of start to go back.
[00:34:45.080 --> 00:34:50.080]   [applause]
[00:34:50.080 --> 00:34:53.080]   All right, thank you.
[00:34:53.080 --> 00:34:55.080]   If you can turn your Bibles with me this morning
[00:34:55.080 --> 00:34:58.080]   to Luke chapter 4, verse 31.
[00:34:58.080 --> 00:35:01.080]   I'll be reading to verse 34, but we're only going to be
[00:35:01.080 --> 00:35:04.080]   camping on the first two verses of this text.
[00:35:04.080 --> 00:35:08.080]   Luke chapter 4, verse 31 through 37.
[00:35:08.080 --> 00:35:11.080]   And I'm reading out of the NASB.
[00:35:11.080 --> 00:35:14.080]   "And he came down to Capernaum, a city of Galilee,
[00:35:14.080 --> 00:35:16.080]   and he was teaching them on the Sabbath,
[00:35:16.080 --> 00:35:18.080]   and they were amazed at his teaching.
[00:35:18.080 --> 00:35:20.080]   For his message was with authority.
[00:35:20.080 --> 00:35:22.080]   In the synagogue there was a man possessed by the spirit
[00:35:22.080 --> 00:35:26.080]   of an unclean demon, and he cried out with a loud voice,
[00:35:26.080 --> 00:35:27.080]   'Let us alone.
[00:35:27.080 --> 00:35:29.080]   What business do we have with each other,
[00:35:29.080 --> 00:35:31.080]   Jesus of Nazareth?
[00:35:31.080 --> 00:35:32.080]   Have you come to destroy us?
[00:35:32.080 --> 00:35:34.080]   I know who you are, the Holy One of God.'
[00:35:34.080 --> 00:35:37.080]   But Jesus rebuked him, saying, 'Be quiet and come out,
[00:35:37.080 --> 00:35:39.080]   come out of him.'
[00:35:39.080 --> 00:35:41.080]   And when the demon had thrown him down in the midst
[00:35:41.080 --> 00:35:44.080]   of the people, he came out of him without doing him any harm.
[00:35:44.080 --> 00:35:47.080]   And amazement came upon them all,
[00:35:47.080 --> 00:35:49.080]   and they began talking with one another, saying,
[00:35:49.080 --> 00:35:50.080]   'What is this message?'
[00:35:50.080 --> 00:35:53.080]   For with authority and power he commands the unclean spirits,
[00:35:53.080 --> 00:35:55.080]   and they come out.
[00:35:55.080 --> 00:35:57.080]   And the report about him was spreading into every locality
[00:35:57.080 --> 00:35:59.080]   in the surrounding district."
[00:35:59.080 --> 00:36:01.080]   Let's pray.
[00:36:01.080 --> 00:36:03.080]   Gracious Father, we pray that you would anoint this time.
[00:36:03.080 --> 00:36:06.080]   May your word go forth and not return until it is accomplished
[00:36:06.080 --> 00:36:08.080]   what you have anointed it to do.
[00:36:08.080 --> 00:36:11.080]   Bless this time, Lord, that we may understand your voice.
[00:36:11.080 --> 00:36:17.080]   In Jesus' name we pray, amen.
[00:36:17.080 --> 00:36:20.080]   Right now, as you guys know, we are in tax season.
[00:36:20.080 --> 00:36:26.080]   And because we're in tax season, you're probably more aware,
[00:36:26.080 --> 00:36:29.080]   if you get any kind of mail or something, instructions that are coming
[00:36:29.080 --> 00:36:32.080]   from the IRS, that you would pay more close attention
[00:36:32.080 --> 00:36:35.080]   because when it has internal revenue services,
[00:36:35.080 --> 00:36:38.080]   like the Treasury Department of the United States or California,
[00:36:38.080 --> 00:36:40.080]   you know that that's the mail that you should open
[00:36:40.080 --> 00:36:44.080]   because there might be consequences if you ignore it.
[00:36:44.080 --> 00:36:48.080]   Now, if you open up a mail, by the title you can immediately see
[00:36:48.080 --> 00:36:51.080]   if this is coming with authority or if it's junk mail.
[00:36:51.080 --> 00:36:54.080]   Right? The junk mail you just kind of toss.
[00:36:54.080 --> 00:36:57.080]   The struggle that we have now is because we get so many internet,
[00:36:57.080 --> 00:37:00.080]   the emails that are coming, or maybe an article that you're reading,
[00:37:00.080 --> 00:37:03.080]   or maybe somebody is proclaiming something on YouTube
[00:37:03.080 --> 00:37:08.080]   and you're watching all of this, how much of this is really coming with authority?
[00:37:08.080 --> 00:37:10.080]   How much of the information?
[00:37:10.080 --> 00:37:15.080]   Today, even when we use the word "fact," we have to put it in quotes.
[00:37:15.080 --> 00:37:17.080]   Like, whose fact? Where did this come from?
[00:37:17.080 --> 00:37:20.080]   Even the word "science" has been manipulated.
[00:37:20.080 --> 00:37:22.080]   Like, oh, this is science and that's science.
[00:37:22.080 --> 00:37:25.080]   And so we've got to even put that in quotes because we have to determine
[00:37:25.080 --> 00:37:27.080]   where is this coming from?
[00:37:27.080 --> 00:37:30.080]   Again, we live in an age where we can watch the news,
[00:37:30.080 --> 00:37:33.080]   where we just--there was at least at one period,
[00:37:33.080 --> 00:37:36.080]   there was a universal agreement that if it was on the news,
[00:37:36.080 --> 00:37:40.080]   that we don't question the facts, we may question the interpretation of the facts,
[00:37:40.080 --> 00:37:42.080]   but now today we can't even trust the news.
[00:37:42.080 --> 00:37:45.080]   Like, what is true, what is not true?
[00:37:45.080 --> 00:37:50.080]   The way that that has affected Christianity today is there are so many opinions,
[00:37:50.080 --> 00:37:53.080]   so many opinions who say that this is coming from God,
[00:37:53.080 --> 00:37:56.080]   this is biblical or not biblical,
[00:37:56.080 --> 00:38:00.080]   and yet we don't know--like, does that come with authority?
[00:38:00.080 --> 00:38:03.080]   How do we test if that's something that we need to pay attention to?
[00:38:03.080 --> 00:38:05.080]   Is it true or not true?
[00:38:05.080 --> 00:38:10.080]   If you have a generation of people who don't regularly study the Bible,
[00:38:10.080 --> 00:38:15.080]   you would assume if this pastor says this and that pastor says this
[00:38:15.080 --> 00:38:18.080]   and the other pastor says something else,
[00:38:18.080 --> 00:38:22.080]   we are helpless and all we can do is, you know,
[00:38:22.080 --> 00:38:24.080]   I trust this guy because I like his hair,
[00:38:24.080 --> 00:38:28.080]   you know, maybe he has a large church or he's written a book,
[00:38:28.080 --> 00:38:30.080]   and so I trust him or I like him.
[00:38:30.080 --> 00:38:31.080]   I like the way he talks.
[00:38:31.080 --> 00:38:33.080]   I like those people.
[00:38:33.080 --> 00:38:37.080]   And it's as shallow and as superficial as that when we come to a conclusion
[00:38:37.080 --> 00:38:39.080]   if we're not careful.
[00:38:39.080 --> 00:38:42.080]   How do we determine if something is true or not?
[00:38:42.080 --> 00:38:46.080]   How do we determine if something is coming to us with authority?
[00:38:46.080 --> 00:38:50.080]   I say all of this because this morning we're looking at a text
[00:38:50.080 --> 00:38:52.080]   and one of the first things that the Bible tells us,
[00:38:52.080 --> 00:38:58.080]   that Luke tells us about Jesus' ministry, was Jesus' authority.
[00:38:58.080 --> 00:39:02.080]   Now, the rest of the text, after we start,
[00:39:02.080 --> 00:39:05.080]   basically tells us that Jesus had authority over the demons,
[00:39:05.080 --> 00:39:10.080]   and they're the ones who first and foremost clearly identify who Jesus is.
[00:39:10.080 --> 00:39:14.080]   And so if we're just reading it, our natural reading would cause us
[00:39:14.080 --> 00:39:18.080]   to focus on the demon possession and how he cast it out,
[00:39:18.080 --> 00:39:21.080]   and we are going to look at that next week.
[00:39:21.080 --> 00:39:24.080]   But before we jump into that,
[00:39:24.080 --> 00:39:30.080]   I think it's important for us to take some time to look through the first two verses.
[00:39:30.080 --> 00:39:33.080]   Jesus is clearly, the Bible tells us, and we're going to look at that
[00:39:33.080 --> 00:39:35.080]   as we're going through the Gospel of Luke,
[00:39:35.080 --> 00:39:38.080]   he had power over demons, which we're going to be looking at that next week.
[00:39:38.080 --> 00:39:41.080]   He had power over nature.
[00:39:41.080 --> 00:39:44.080]   He had power over diseases.
[00:39:44.080 --> 00:39:48.080]   He had power to even give to the disciples.
[00:39:48.080 --> 00:39:53.080]   In fact, the Bible tells us that all authority was given unto him.
[00:39:53.080 --> 00:39:56.080]   And then, you know that famous passage where Jesus does all of that,
[00:39:56.080 --> 00:40:00.080]   and he says, "The reason why I demonstrate power over all of this
[00:40:00.080 --> 00:40:04.080]   is so that you would know that I have authority to forgive sins."
[00:40:04.080 --> 00:40:07.080]   But before we even get to any of that,
[00:40:07.080 --> 00:40:12.080]   Luke introduces his authority and his power in his words.
[00:40:12.080 --> 00:40:16.080]   Before anything else, before nature, before disease,
[00:40:16.080 --> 00:40:22.080]   before anything else, he says that the people were amazed at his teaching.
[00:40:22.080 --> 00:40:27.080]   That he spoke with authority unlike the others.
[00:40:27.080 --> 00:40:33.080]   The word "amazed" in English doesn't really capture what it means in the Greek.
[00:40:33.080 --> 00:40:37.080]   Literally, it means to be struck or to be astonished.
[00:40:37.080 --> 00:40:42.080]   Negatively, when this word is used, it means to be struck with terror.
[00:40:42.080 --> 00:40:45.080]   Terror, not just fear, but with terror.
[00:40:45.080 --> 00:40:49.080]   That you are struck and paralyzed because of something.
[00:40:49.080 --> 00:40:52.080]   That's this word, "amazed."
[00:40:52.080 --> 00:40:55.080]   In fact, the Bible dictionary literally says this,
[00:40:55.080 --> 00:41:01.080]   "Having been knocked out of the senses or self-possession."
[00:41:01.080 --> 00:41:04.080]   Having been knocked out.
[00:41:04.080 --> 00:41:07.080]   So he wasn't just, they weren't just intrigued, like, "Oh, he's interesting.
[00:41:07.080 --> 00:41:09.080]   His sermons are captivating."
[00:41:09.080 --> 00:41:12.080]   No, they were astonished.
[00:41:12.080 --> 00:41:14.080]   Knocked out.
[00:41:14.080 --> 00:41:16.080]   So what caused this?
[00:41:16.080 --> 00:41:19.080]   We're going to be looking at how the demons responded to him when they saw him.
[00:41:19.080 --> 00:41:23.080]   But before we even get to his power over the demons, it says,
[00:41:23.080 --> 00:41:29.080]   "They were amazed, knocked out, astonished by his words."
[00:41:29.080 --> 00:41:32.080]   That he came with authority.
[00:41:32.080 --> 00:41:36.080]   Now, we may look at this situation as, "Oh, maybe the event,
[00:41:36.080 --> 00:41:40.080]   maybe the event, maybe the surrounding behind this was spectacular."
[00:41:40.080 --> 00:41:45.080]   What Jesus was doing in the synagogue was very pedestrian.
[00:41:45.080 --> 00:41:47.080]   It was very normal.
[00:41:47.080 --> 00:41:52.080]   It was something that any time an outside rabbi would come, it was their tradition.
[00:41:52.080 --> 00:41:55.080]   That you would give them a platform and allow them to address the crowd.
[00:41:55.080 --> 00:42:00.080]   In fact, this is a synagogue in Capernaum, which is where he set up his main base.
[00:42:00.080 --> 00:42:04.080]   This is where Peter lived, maybe, according to archaeology,
[00:42:04.080 --> 00:42:08.080]   they believe that Peter only lived maybe about a block away from the synagogue.
[00:42:08.080 --> 00:42:12.080]   So this is the city where he, village where he's going to come in and out.
[00:42:12.080 --> 00:42:15.080]   And where he established his base, and he does most of his miracles
[00:42:15.080 --> 00:42:20.080]   between Capernaum, Bethsaida, and Chorazin, but this was his base.
[00:42:20.080 --> 00:42:24.080]   And what he's doing on the Sabbath was very ordinary.
[00:42:24.080 --> 00:42:28.080]   It would be kind of like what we're doing now.
[00:42:28.080 --> 00:42:31.080]   Every Sunday morning you come, we sing some songs, and after a while,
[00:42:31.080 --> 00:42:34.080]   it becomes a habit, and you know what's going on.
[00:42:34.080 --> 00:42:37.080]   The only difference is maybe I'm not speaking, and we have a guest speaker come,
[00:42:37.080 --> 00:42:40.080]   and he's given a message.
[00:42:40.080 --> 00:42:46.080]   And it is in that ordinary context, which happened in every Sabbath for decades,
[00:42:46.080 --> 00:42:49.080]   all of a sudden they hear Jesus, and they said they are astonished.
[00:42:49.080 --> 00:42:52.080]   They are thrown back.
[00:42:52.080 --> 00:42:56.080]   What was it about Jesus' word that people were astonished?
[00:42:56.080 --> 00:42:59.080]   It's like, wow, he speaks with authority.
[00:42:59.080 --> 00:43:02.080]   Was it his voice?
[00:43:02.080 --> 00:43:05.080]   Did he have Shantang's voice?
[00:43:05.080 --> 00:43:09.080]   Was he like a Tarzan? "Thus saith the Lord."
[00:43:09.080 --> 00:43:11.080]   Right? Charlton Heston.
[00:43:11.080 --> 00:43:16.080]   Did he have a booming voice that people said, "Oh, he speaks with authority."
[00:43:16.080 --> 00:43:19.080]   Did he have Arnold Schwarzenegger's physique?
[00:43:19.080 --> 00:43:22.080]   Was he just commanding? Did he just look like a general?
[00:43:22.080 --> 00:43:24.080]   What was it about Jesus? Was it his background?
[00:43:24.080 --> 00:43:27.080]   It's like, oh, you know, Jesus is so well-educated.
[00:43:27.080 --> 00:43:30.080]   Was there his position?
[00:43:30.080 --> 00:43:32.080]   Was he a member of the Sanhedrin?
[00:43:32.080 --> 00:43:35.080]   Was he a rich man that people would kind of give him that respect?
[00:43:35.080 --> 00:43:42.080]   And what was it about him and what he was saying that people would be astonished about his word?
[00:43:42.080 --> 00:43:44.080]   The Bible says that he had none of that.
[00:43:44.080 --> 00:43:47.080]   He had no position. He had no wealth.
[00:43:47.080 --> 00:43:52.080]   In fact, his physical appearance wasn't even that attractive to normal people.
[00:43:52.080 --> 00:43:58.080]   So what was it about his words where people were astonished?
[00:43:58.080 --> 00:44:05.080]   The only thing that the Bible tells us of his authority, why he was different,
[00:44:05.080 --> 00:44:08.080]   is mentioned in Mark 1.22 in Matthew 7.
[00:44:08.080 --> 00:44:15.080]   It says, "They were amazed at his teaching, for he was teaching them as one having authority, and not as the scribes."
[00:44:15.080 --> 00:44:18.080]   That's the only description that is given us.
[00:44:18.080 --> 00:44:21.080]   When he taught, he wasn't like the scribes.
[00:44:21.080 --> 00:44:25.080]   Again, in Matthew 7.28-29, when Jesus had finished these words,
[00:44:25.080 --> 00:44:35.080]   "The crowds were amazed at his teaching, for he was teaching them as one having authority, and not as their scribes."
[00:44:35.080 --> 00:44:38.080]   That's the only identifying mark that is given to us.
[00:44:38.080 --> 00:44:42.080]   It doesn't tell us about his voice. It doesn't tell us about exactly what he said.
[00:44:42.080 --> 00:44:45.080]   We know bits and pieces of what he said.
[00:44:45.080 --> 00:44:49.080]   But he just was not like them.
[00:44:49.080 --> 00:44:54.080]   Now, what was it about them that made Jesus so different?
[00:44:54.080 --> 00:44:56.080]   That they were so amazed?
[00:44:56.080 --> 00:45:03.080]   Well, one thing we know for sure, in Luke 4.18, Jesus describes his ministry,
[00:45:03.080 --> 00:45:09.080]   "As the Spirit of the Lord is upon me, because he has anointed me to preach the gospel to the poor."
[00:45:09.080 --> 00:45:15.080]   First and foremost, there was an anointing on Jesus that was not on any other person.
[00:45:15.080 --> 00:45:19.080]   There was an anointing. The Holy Spirit anointed him to preach the good news.
[00:45:19.080 --> 00:45:23.080]   Meaning that this anointing was not upon the scribes.
[00:45:23.080 --> 00:45:27.080]   They were talking and giving sermons and they were teaching,
[00:45:27.080 --> 00:45:32.080]   and it was clear that there was an anointing upon Christ.
[00:45:32.080 --> 00:45:35.080]   Now, was there like a halo upon him?
