
[00:00:00.000 --> 00:00:02.300]   (coughing)
[00:40:17.800 --> 00:40:23.800]   102 pilgrims came to Plymouth, Massachusetts.
[00:40:23.800 --> 00:40:26.800]   Unfortunately, they were actually headed to Virginia,
[00:40:26.800 --> 00:40:29.800]   and they landed way north, okay?
[00:40:29.800 --> 00:40:32.800]   Now, for a lot of people, this is a time when
[00:40:32.800 --> 00:40:36.800]   they just recall that they had a rough time
[00:40:36.800 --> 00:40:38.800]   trying to escape religious persecution.
[00:40:38.800 --> 00:40:41.800]   They wanted religious freedoms. They came.
[00:40:41.800 --> 00:40:44.800]   They had the meal with--
[00:40:44.800 --> 00:40:48.800]   I have the name of the tribe here--
[00:40:48.800 --> 00:40:51.800]   the Wampanoag tribe, okay?
[00:40:51.800 --> 00:40:52.800]   And that they helped them.
[00:40:52.800 --> 00:40:54.800]   And so they had a feast together
[00:40:54.800 --> 00:40:56.800]   because they survived, right?
[00:40:56.800 --> 00:41:00.800]   But actually, when you look back into history,
[00:41:00.800 --> 00:41:05.800]   the Christian intent behind their endeavors to come
[00:41:05.800 --> 00:41:07.800]   was really, really explicit.
[00:41:07.800 --> 00:41:09.800]   For example, this is going back now,
[00:41:09.800 --> 00:41:13.800]   like way back into your youthful education,
[00:41:13.800 --> 00:41:15.800]   that in the Mayflower Compact,
[00:41:15.800 --> 00:41:16.800]   this was the declaration that,
[00:41:16.800 --> 00:41:19.800]   "In the name of God," okay, amen,
[00:41:19.800 --> 00:41:21.800]   "we, whose names are underwritten,
[00:41:21.800 --> 00:41:23.800]   "have undertaken for the glory of God
[00:41:23.800 --> 00:41:26.800]   "and the advancement of the Christian faith
[00:41:26.800 --> 00:41:27.800]   "the honor of king and country,
[00:41:27.800 --> 00:41:30.800]   "a voyage to plant the first colony
[00:41:30.800 --> 00:41:32.800]   "in the northern parts of Virginia."
[00:41:32.800 --> 00:41:34.800]   They were praying and hoping
[00:41:34.800 --> 00:41:35.800]   that God would allow for them
[00:41:35.800 --> 00:41:40.800]   to have a constitution, a law,
[00:41:40.800 --> 00:41:41.800]   but a community and society
[00:41:41.800 --> 00:41:44.800]   governed by the principles of Scripture.
[00:41:44.800 --> 00:41:47.800]   Now, in sharing you with this kind of history,
[00:41:47.800 --> 00:41:49.800]   I want to remind us
[00:41:49.800 --> 00:41:52.800]   that these people with great intentions came,
[00:41:52.800 --> 00:41:56.800]   but they were met with incredible, incredible hardship.
[00:41:56.800 --> 00:41:58.800]   A lot of the individuals actually died
[00:41:58.800 --> 00:42:01.800]   before ever setting foot on land.
[00:42:01.800 --> 00:42:03.800]   What's more, because they landed
[00:42:03.800 --> 00:42:05.800]   in the approaching winter,
[00:42:05.800 --> 00:42:06.800]   they didn't have food,
[00:42:06.800 --> 00:42:08.800]   they didn't have resources,
[00:42:08.800 --> 00:42:12.800]   and it was said that all but only three families,
[00:42:12.800 --> 00:42:14.800]   meaning every single family,
[00:42:14.800 --> 00:42:15.800]   buried somebody,
[00:42:15.800 --> 00:42:18.800]   whether it was their wife, their child.
[00:42:18.800 --> 00:42:20.800]   By the time the winter was over
[00:42:20.800 --> 00:42:22.800]   and they were going into 1621,
[00:42:22.800 --> 00:42:25.800]   more than half of the entire ship,
[00:42:25.800 --> 00:42:27.800]   the people on the ship, had died.
[00:42:27.800 --> 00:42:30.800]   Okay, so take a moment to think about that,
[00:42:30.800 --> 00:42:31.800]   and what we're thinking about
[00:42:31.800 --> 00:42:38.800]   is actually the story is more of monumental loss.
[00:42:38.800 --> 00:42:40.800]   The story would have been seen as like,
[00:42:40.800 --> 00:42:42.800]   this is an epic failure.
[00:42:42.800 --> 00:42:45.800]   When you have over 50% of your whole crew,
[00:42:45.800 --> 00:42:49.800]   of all the people who wanted to start this colony,
[00:42:49.800 --> 00:42:52.800]   pass away before even it's a full year,
[00:42:52.800 --> 00:42:54.800]   this is an incredible moment
[00:42:54.800 --> 00:42:57.800]   of crisis, sorrow, loss, and grief.
[00:42:57.800 --> 00:43:00.800]   But in the midst of that,
[00:43:00.800 --> 00:43:01.800]   as you know, a lot of these individuals
[00:43:01.800 --> 00:43:02.800]   started to write,
[00:43:02.800 --> 00:43:05.800]   "Praise and bless God,
[00:43:05.800 --> 00:43:08.800]   "because God has provided for us."
[00:43:08.800 --> 00:43:09.800]   So William Bradford,
[00:43:09.800 --> 00:43:10.800]   the first governor, so to speak,
[00:43:10.800 --> 00:43:12.800]   of the colony writes,
[00:43:12.800 --> 00:43:15.800]   "Praise be to the Lord for his provision."
[00:43:15.800 --> 00:43:17.800]   That is Christian faith.
[00:43:17.800 --> 00:43:19.800]   Now, I'm not here to just kind of magnify
[00:43:19.800 --> 00:43:21.800]   or elevate the pilgrims,
[00:43:21.800 --> 00:43:25.800]   but to ask this question, we too,
[00:43:25.800 --> 00:43:27.800]   we should be able to give thanks
[00:43:27.800 --> 00:43:30.800]   in every single circumstance, amen?
[00:43:30.800 --> 00:43:32.800]   Now, praise God, right now,
[00:43:32.800 --> 00:43:34.800]   some of you guys may be going through
[00:43:34.800 --> 00:43:36.800]   individual hardships,
[00:43:36.800 --> 00:43:38.800]   and I don't want to diminish any of that.
[00:43:38.800 --> 00:43:41.800]   But we live in an incredibly blessed time, right?
[00:43:41.800 --> 00:43:44.800]   We live in a time of incredible provision,
[00:43:44.800 --> 00:43:46.800]   incredible comfort, and luxury,
[00:43:46.800 --> 00:43:48.800]   to say the least.
[00:43:48.800 --> 00:43:50.800]   But whether the times are good
[00:43:50.800 --> 00:43:52.800]   or whether the times are bad,
[00:43:52.800 --> 00:43:56.800]   we're supposed to have such a strong foundation
[00:43:56.800 --> 00:43:58.800]   in God that we don't need
[00:43:58.800 --> 00:44:00.800]   to just simply say nice things
[00:44:00.800 --> 00:44:03.800]   or put on like a positive thinking facade,
[00:44:03.800 --> 00:44:05.800]   but rather that we would feel
[00:44:05.800 --> 00:44:07.800]   a deep-seated gratitude.
[00:44:07.800 --> 00:44:10.800]   And the question is, how do we do that?
[00:44:10.800 --> 00:44:12.800]   How do we have such faith that,
[00:44:12.800 --> 00:44:13.800]   yes, when times are good,
[00:44:13.800 --> 00:44:15.800]   we should say, "Bless the Lord,"
[00:44:15.800 --> 00:44:16.800]   because every good and perfect gift
[00:44:16.800 --> 00:44:19.800]   comes from the Lord, right?
[00:44:19.800 --> 00:44:22.800]   But when circumstances are so treacherous,
[00:44:22.800 --> 00:44:25.800]   and when circumstances are so bad,
[00:44:25.800 --> 00:44:27.800]   how do we give thanks to God?
[00:44:27.800 --> 00:44:28.800]   And the reason why I read to you
[00:44:28.800 --> 00:44:30.800]   a passage in the book of Exodus
[00:44:30.800 --> 00:44:32.800]   because our roots of pilgrimage,
[00:44:32.800 --> 00:44:34.800]   so to speak,
[00:44:34.800 --> 00:44:35.800]   we too are just sojourners
[00:44:35.800 --> 00:44:37.800]   through this land.
[00:44:37.800 --> 00:44:39.800]   Our roots of going through uncharted territory
[00:44:39.800 --> 00:44:40.800]   and all that kind of stuff
[00:44:40.800 --> 00:44:43.800]   goes way back over 3,000 years
[00:44:43.800 --> 00:44:46.800]   to the generation of the Exodus.
[00:44:46.800 --> 00:44:47.800]   And that is a generation
[00:44:47.800 --> 00:44:49.800]   where they were both wrought
[00:44:49.800 --> 00:44:51.800]   with all kinds of suffering,
[00:44:51.800 --> 00:44:52.800]   delivered by God,
[00:44:52.800 --> 00:44:55.800]   and praising the Lord in the desert.
[00:44:55.800 --> 00:44:57.800]   So, how do we have this kind of foundation
[00:44:57.800 --> 00:44:59.800]   to have thankfulness in our heart?
[00:44:59.800 --> 00:45:03.800]   First, we always have to remember
[00:45:03.800 --> 00:45:05.800]   how much we've been forgiven.
[00:45:05.800 --> 00:45:07.800]   We always have to remember
[00:45:07.800 --> 00:45:09.800]   where it is we came from.
[00:45:09.800 --> 00:45:11.800]   We always have to remember
[00:45:11.800 --> 00:45:14.800]   the depths from which God has drawn us,
[00:45:14.800 --> 00:45:18.800]   the plight from which God has rescued us.
[00:45:18.800 --> 00:45:19.800]   And this is what the Scripture says,
[00:45:19.800 --> 00:45:22.800]   that we are so wrought with forgetfulness
[00:45:22.800 --> 00:45:25.800]   that God has embedded into both culture,
[00:45:25.800 --> 00:45:27.800]   the Word, the ordinances,
[00:45:27.800 --> 00:45:29.800]   future instruction,
[00:45:29.800 --> 00:45:30.800]   moments for us to remember.
[00:45:30.800 --> 00:45:32.800]   And so, I appreciate times like this,
[00:45:32.800 --> 00:45:34.800]   seasons like this,
[00:45:34.800 --> 00:45:35.800]   near the end of the year
[00:45:35.800 --> 00:45:37.800]   when we've had so many things happen
[00:45:37.800 --> 00:45:39.800]   to start reflecting and say,
[00:45:39.800 --> 00:45:41.800]   "Thank you, Lord. Thank you, Lord."
[00:45:41.800 --> 00:45:44.800]   Now, the point that I'm going to make to you is this.
[00:45:44.800 --> 00:45:49.800]   God, I believe He knows us very well.
[00:45:49.800 --> 00:45:51.800]   He knew that often we'd forget.
[00:45:51.800 --> 00:45:53.800]   And in the midst of forgetfulness,
[00:45:53.800 --> 00:45:56.800]   we would forget to be thankful.
[00:45:56.800 --> 00:45:58.800]   And so, I want to walk with you
[00:45:58.800 --> 00:46:00.800]   through certain portions of the book of Exodus
[00:46:00.800 --> 00:46:02.800]   to highlight how God has embedded
[00:46:02.800 --> 00:46:04.800]   times of remembrance for us
[00:46:04.800 --> 00:46:06.800]   to remember this very thing.
[00:46:06.800 --> 00:46:09.800]   How much has He forgiven?
[00:46:09.800 --> 00:46:12.800]   What kind of situation did He save us from?
[00:46:12.800 --> 00:46:16.800]   So, first, if you go to Exodus 12,
[00:46:16.800 --> 00:46:18.800]   Exodus 12, verse 25,
[00:46:18.800 --> 00:46:21.800]   you'll see that the Passover
[00:46:21.800 --> 00:46:25.800]   was a massive, massive ordinance of God.
[00:46:25.800 --> 00:46:27.800]   He has said that this is a holy ordinance.
[00:46:27.800 --> 00:46:29.800]   This is an ordinance that He wanted His people
[00:46:29.800 --> 00:46:31.800]   to observe every single year,
[00:46:31.800 --> 00:46:32.800]   every generation,
[00:46:32.800 --> 00:46:35.800]   and for the times to come.
[00:46:35.800 --> 00:46:36.800]   And He said this.
[00:46:36.800 --> 00:46:40.800]   I'm going to read to you Exodus 12, 25.
[00:46:40.800 --> 00:46:42.800]   It says, "When you enter the land
[00:46:42.800 --> 00:46:44.800]   which the Lord will give you,
[00:46:44.800 --> 00:46:45.800]   as He has promised,
[00:46:45.800 --> 00:46:48.800]   you shall observe this rite.
[00:46:48.800 --> 00:46:50.800]   So when your children ask and say to you,
[00:46:50.800 --> 00:46:52.800]   'What does this rite mean to you?'
[00:46:52.800 --> 00:46:54.800]   you shall say, 'It is a Passover sacrifice
[00:46:54.800 --> 00:46:56.800]   to the Lord who passed over
[00:46:56.800 --> 00:46:59.800]   the houses of the sons of Israel in Egypt,
[00:46:59.800 --> 00:47:00.800]   when He smote the Egyptians,
[00:47:00.800 --> 00:47:03.800]   but spared our homes.'"
[00:47:03.800 --> 00:47:06.800]   You know that even to this very day
[00:47:06.800 --> 00:47:07.800]   in the Jewish community,
[00:47:07.800 --> 00:47:09.800]   if there was a pinnacle,
[00:47:09.800 --> 00:47:10.800]   if there was a highlight
[00:47:10.800 --> 00:47:11.800]   of the many festivals,
[00:47:11.800 --> 00:47:14.800]   the many religious observances that they do,
[00:47:14.800 --> 00:47:16.800]   this is at the pinnacle.
[00:47:16.800 --> 00:47:19.800]   And embedded into that was even more.
[00:47:19.800 --> 00:47:21.800]   Did you know that there was such a feast
[00:47:21.800 --> 00:47:23.800]   called the Feast of Love and Bread
[00:47:23.800 --> 00:47:26.800]   bound within, attached to the Passover?
[00:47:26.800 --> 00:47:28.800]   And in Exodus 12, verse 14, it says,
[00:47:28.800 --> 00:47:31.800]   "Now this day will be a memorial to you,
[00:47:31.800 --> 00:47:33.800]   and you shall celebrate it as a feast to the Lord
[00:47:33.800 --> 00:47:35.800]   throughout your generations."
[00:47:35.800 --> 00:47:37.800]   You're to celebrate it as a permanent ordinance.
[00:47:37.800 --> 00:47:40.800]   "Seven days you shall eat unleavened bread,
[00:47:40.800 --> 00:47:41.800]   but on that first day,
[00:47:41.800 --> 00:47:43.800]   you shall remove leaven from your house,
[00:47:43.800 --> 00:47:45.800]   for whoever eats anything leavened
[00:47:45.800 --> 00:47:47.800]   from the first day until the seventh,
[00:47:47.800 --> 00:47:50.800]   that person shall be cut off."
[00:47:50.800 --> 00:47:53.800]   Meaning it was serious.
[00:47:53.800 --> 00:47:54.800]   What I'm trying to highlight
[00:47:54.800 --> 00:47:55.800]   and help us appreciate
[00:47:55.800 --> 00:47:57.800]   is God was trying to make sure
[00:47:57.800 --> 00:47:59.800]   that people did not forget.
[00:47:59.800 --> 00:48:01.800]   Now, to us, it's like,
[00:48:01.800 --> 00:48:02.800]   sometimes, honestly speaking,
[00:48:02.800 --> 00:48:04.800]   we judge that generation.
[00:48:04.800 --> 00:48:08.800]   How in the world could you forget?
[00:48:08.800 --> 00:48:10.800]   Like, so many of your people
[00:48:10.800 --> 00:48:12.800]   died under the hands of the Egyptians.
[00:48:12.800 --> 00:48:14.800]   You saw water turn to blood.
[00:48:14.800 --> 00:48:16.800]   You saw the sky turn black.
[00:48:16.800 --> 00:48:18.800]   You heard the screams of people
[00:48:18.800 --> 00:48:20.800]   who lost their firstborn.
[00:48:20.800 --> 00:48:22.800]   And God told you that very day,
[00:48:22.800 --> 00:48:23.800]   "Don't wait for the bread to leaven."
[00:48:23.800 --> 00:48:24.800]   That was the whole point.
[00:48:24.800 --> 00:48:25.800]   Why?
[00:48:25.800 --> 00:48:27.800]   Because you were supposed to escape.
[00:48:27.800 --> 00:48:30.800]   How in the world would you forget this?
[00:48:30.800 --> 00:48:34.800]   Well, embedded into that even more,
[00:48:34.800 --> 00:48:37.800]   I'm just going to pass to the next portion,
[00:48:37.800 --> 00:48:39.800]   was another kind of observance
[00:48:39.800 --> 00:48:41.800]   called the redemption of the firstborn
[00:48:41.800 --> 00:48:42.800]   that the Jewish people
[00:48:42.800 --> 00:48:44.800]   still practice to this day.
[00:48:44.800 --> 00:48:46.800]   In Exodus 13,
[00:48:46.800 --> 00:48:47.800]   so I'll turn over there,
[00:48:47.800 --> 00:48:49.800]   Exodus 13, verse 2,
[00:48:49.800 --> 00:48:53.800]   God said, "Sanctify to me every firstborn,
[00:48:53.800 --> 00:48:55.800]   the first offspring of every womb
[00:48:55.800 --> 00:48:57.800]   among the sons of Israel,
[00:48:57.800 --> 00:48:59.800]   both of man and beast.
[00:48:59.800 --> 00:49:02.800]   It belongs to me."
[00:49:02.800 --> 00:49:03.800]   Moses said to the people,
[00:49:03.800 --> 00:49:04.800]   "Remember this day
[00:49:04.800 --> 00:49:05.800]   in which you went out from Egypt,
[00:49:05.800 --> 00:49:07.800]   from the house of slavery,
[00:49:07.800 --> 00:49:09.800]   for by a powerful hand
[00:49:09.800 --> 00:49:12.800]   the Lord brought you out from this place."
[00:49:12.800 --> 00:49:15.800]   What is he referring to?
[00:49:15.800 --> 00:49:18.800]   A lot of times the Jewish people,
[00:49:18.800 --> 00:49:20.800]   and we too forget,
[00:49:20.800 --> 00:49:22.800]   yes, they were being delivered.
[00:49:22.800 --> 00:49:24.800]   Yes, they were being rescued
[00:49:24.800 --> 00:49:26.800]   from the hands of the Egyptians.
[00:49:26.800 --> 00:49:28.800]   But the greatest thing they were rescued from
[00:49:28.800 --> 00:49:30.800]   was the wrath of God
[00:49:30.800 --> 00:49:33.800]   among the people, everybody.
[00:49:33.800 --> 00:49:35.800]   The firstborn of every single house
[00:49:35.800 --> 00:49:37.800]   died unless there was the blood
[00:49:37.800 --> 00:49:39.800]   of the sacrificial lamb on their home.
[00:49:39.800 --> 00:49:40.800]   Right?
[00:49:40.800 --> 00:49:41.800]   Finally,
[00:49:41.800 --> 00:49:43.800]   within even this whole context
[00:49:43.800 --> 00:49:45.800]   of God preparing
[00:49:45.800 --> 00:49:47.800]   these people to move,
[00:49:47.800 --> 00:49:49.800]   they haven't left yet.
[00:49:49.800 --> 00:49:51.800]   They're just getting prepared.
[00:49:51.800 --> 00:49:53.800]   God wanted people to have
[00:49:53.800 --> 00:49:55.800]   phleracteries,
[00:49:55.800 --> 00:49:57.800]   man, that's a hard word to say.
[00:49:57.800 --> 00:49:58.800]   Teflon.
[00:49:58.800 --> 00:50:00.800]   In Exodus 13, verse 16,
[00:50:00.800 --> 00:50:01.800]   God said,
[00:50:01.800 --> 00:50:04.800]   "So it shall serve as a sign on your hand
[00:50:04.800 --> 00:50:06.800]   and as phleracteries on your forehead,
[00:50:06.800 --> 00:50:08.800]   for with a powerful hand
[00:50:08.800 --> 00:50:10.800]   the Lord brought us out of Egypt."
[00:50:10.800 --> 00:50:11.800]   If you just look it up on Google,
[00:50:11.800 --> 00:50:13.800]   you'll see even to this day
[00:50:13.800 --> 00:50:14.800]   there are people
[00:50:14.800 --> 00:50:16.800]   with small decorative boxes
[00:50:16.800 --> 00:50:17.800]   bound around their head,
[00:50:17.800 --> 00:50:18.800]   and what they have
[00:50:18.800 --> 00:50:20.800]   is little written scriptures in there
[00:50:20.800 --> 00:50:22.800]   to help them remember.
[00:50:22.800 --> 00:50:24.800]   What is my point?
[00:50:24.800 --> 00:50:26.800]   Well,
[00:50:26.800 --> 00:50:28.800]   sometimes it is flabbergasting
[00:50:28.800 --> 00:50:30.800]   and a little bit, like, unbelievable,
[00:50:30.800 --> 00:50:32.800]   but literally
[00:50:32.800 --> 00:50:35.800]   within this one first generation,
[00:50:35.800 --> 00:50:37.800]   you know they will forget.
[00:50:37.800 --> 00:50:40.800]   It's convicting, isn't it?
[00:50:40.800 --> 00:50:42.800]   At the moment they step out
[00:50:42.800 --> 00:50:45.800]   of seeing God's incredible power,
[00:50:45.800 --> 00:50:47.800]   and with their eyes they see the desert,
[00:50:47.800 --> 00:50:49.800]   they see the chariots behind them,
[00:50:49.800 --> 00:50:51.800]   they see that they don't have water,
[00:50:51.800 --> 00:50:53.800]   they see that they don't have food.
[00:50:53.800 --> 00:50:56.800]   Immediately they will forget.
[00:50:56.800 --> 00:50:58.800]   This is like us too,
[00:50:58.800 --> 00:50:59.800]   brothers and sisters.
[00:50:59.800 --> 00:51:01.800]   We have experienced
[00:51:01.800 --> 00:51:03.800]   incredible mercies by God.
[00:51:03.800 --> 00:51:05.800]   We have experienced lavishing love
[00:51:05.800 --> 00:51:07.800]   that we don't deserve.
[00:51:07.800 --> 00:51:09.800]   We've received forgiveness
[00:51:09.800 --> 00:51:11.800]   that sometimes it just baffles our mind,
[00:51:11.800 --> 00:51:14.800]   like, it's too easy.
[00:51:14.800 --> 00:51:15.800]   The sins that we've committed,
[00:51:15.800 --> 00:51:18.800]   how could you forgive us so freely?
[00:51:18.800 --> 00:51:19.800]   And yet we turn around,
[00:51:19.800 --> 00:51:20.800]   something happens,
[00:51:20.800 --> 00:51:22.800]   and all of a sudden we forget.
[00:51:22.800 --> 00:51:23.800]   God knew.
[00:51:23.800 --> 00:51:25.800]   And that's why in Ephesians chapter 2,
[00:51:25.800 --> 00:51:26.800]   turn there,
[00:51:26.800 --> 00:51:28.800]   Ephesians chapter 2, verse 11,
[00:51:28.800 --> 00:51:30.800]   Scripture is calling to us,
[00:51:30.800 --> 00:51:32.800]   you know through the gospel
[00:51:32.800 --> 00:51:33.800]   that you were once dead.
[00:51:33.800 --> 00:51:35.800]   You walked among the sons of disobedience,
[00:51:35.800 --> 00:51:37.800]   but it was God's mercy.
[00:51:37.800 --> 00:51:40.800]   So what you need to do is remember.
[00:51:40.800 --> 00:51:42.800]   In Ephesians chapter 2, verse 11,
[00:51:42.800 --> 00:51:45.800]   it says, "Therefore remember
[00:51:45.800 --> 00:51:46.800]   that formerly you,
[00:51:46.800 --> 00:51:48.800]   the Gentiles in the flesh,
[00:51:48.800 --> 00:51:50.800]   who were called uncircumcision
[00:51:50.800 --> 00:51:51.800]   by the so-called circumcision,
[00:51:51.800 --> 00:51:53.800]   which is performed in the flesh
[00:51:53.800 --> 00:51:54.800]   by human hands,
[00:51:54.800 --> 00:51:56.800]   remember that you were at that time
[00:51:56.800 --> 00:51:58.800]   separate from Christ,
[00:51:58.800 --> 00:52:00.800]   excluded from the commonwealth of Israel,
[00:52:00.800 --> 00:52:02.800]   strangers to the covenant of promise,
[00:52:02.800 --> 00:52:05.800]   having no hope without God in the world.
[00:52:05.800 --> 00:52:06.800]   But now in Christ Jesus,
[00:52:06.800 --> 00:52:09.800]   you who were formerly so far off
[00:52:09.800 --> 00:52:13.800]   have been brought near by the blood of Christ."
[00:52:13.800 --> 00:52:16.800]   Amen.
[00:52:16.800 --> 00:52:20.800]   This is time for us to just remember.
[00:52:20.800 --> 00:52:23.800]   For us, even you know,
[00:52:23.800 --> 00:52:27.800]   just thinking how many years are we removed.
[00:52:27.800 --> 00:52:29.800]   Thinking that yes,
[00:52:29.800 --> 00:52:32.800]   we weren't part of the commonwealth of Israel.
[00:52:32.800 --> 00:52:35.800]   We were strangers, we were far off,
[00:52:35.800 --> 00:52:38.800]   and yet brought near by the blood of Christ.
[00:52:38.800 --> 00:52:41.800]   Essentially, what is a killer of thanksgiving
[00:52:41.800 --> 00:52:43.800]   in our hearts is forgetfulness.
[00:52:43.800 --> 00:52:46.800]   Essentially, what is a killer of thankfulness
[00:52:46.800 --> 00:52:49.800]   in our hearts are getting so myopic to,
[00:52:49.800 --> 00:52:50.800]   "Oh my goodness, I have to do this,
[00:52:50.800 --> 00:52:51.800]   and I have to do that,
[00:52:51.800 --> 00:52:53.800]   and there are so many things going on."
[00:52:53.800 --> 00:52:56.800]   So preoccupied and consumed
[00:52:56.800 --> 00:53:01.800]   with whatever it is the agenda of your day
[00:53:01.800 --> 00:53:04.800]   that we're forgetting to thank the Lord.
[00:53:04.800 --> 00:53:05.800]   But remember, there is this principle
[00:53:05.800 --> 00:53:07.800]   that Jesus said.
[00:53:07.800 --> 00:53:08.800]   Pastor Peter has been preaching
[00:53:08.800 --> 00:53:09.800]   through the book of Luke,
[00:53:09.800 --> 00:53:11.800]   and in Luke chapter 7,
[00:53:11.800 --> 00:53:14.800]   there is a woman who comes to anoint Jesus,
[00:53:14.800 --> 00:53:16.800]   and she is, according to the world,
[00:53:16.800 --> 00:53:18.800]   a defiled woman.
[00:53:18.800 --> 00:53:19.800]   She is, according to the world,
[00:53:19.800 --> 00:53:21.800]   an unworthy woman.
[00:53:21.800 --> 00:53:22.800]   She shouldn't be even stepping foot
[00:53:22.800 --> 00:53:25.800]   in the house of the men who have gathered.
[00:53:25.800 --> 00:53:26.800]   But she comes,
[00:53:26.800 --> 00:53:28.800]   and she starts to pour out the oil,
[00:53:28.800 --> 00:53:30.800]   and Pastor Peter reminded us,
[00:53:30.800 --> 00:53:32.800]   "Do you have any idea how much
[00:53:32.800 --> 00:53:34.800]   that oil would have been worth to her?"
[00:53:34.800 --> 00:53:37.800]   And she starts crying and weeping
[00:53:37.800 --> 00:53:39.800]   and going down to his feet
[00:53:39.800 --> 00:53:42.800]   to kiss his feet.
[00:53:42.800 --> 00:53:44.800]   And self-righteously, the men in the room
[00:53:44.800 --> 00:53:46.800]   look up and say,
[00:53:46.800 --> 00:53:47.800]   "Jesus is no prophet.
[00:53:47.800 --> 00:53:48.800]   "If he was a prophet,
[00:53:48.800 --> 00:53:52.800]   "he would know how dirty this woman is."
[00:53:52.800 --> 00:53:53.800]   And in the midst of that,
[00:53:53.800 --> 00:53:54.800]   Jesus asks Simon a question.
[00:53:54.800 --> 00:53:58.800]   He says, "I'm going to ask you a question.
[00:53:58.800 --> 00:54:00.800]   "Who would be more thankful,
[00:54:00.800 --> 00:54:02.800]   "one who's been forgiven a hundred
[00:54:02.800 --> 00:54:05.800]   "or one who's been forgiven thousands?"
[00:54:05.800 --> 00:54:08.800]   Easy answer, of course,
[00:54:08.800 --> 00:54:10.800]   the one who's been forgiven more.
[00:54:10.800 --> 00:54:13.800]   And Jesus Christ gave us this principle,
[00:54:13.800 --> 00:54:17.800]   "Much forgiven, you will love much."
[00:54:17.800 --> 00:54:20.800]   So for us, the call is just simple.
[00:54:20.800 --> 00:54:24.800]   Do we feel the gravity and the weight?
[00:54:24.800 --> 00:54:26.800]   Do we feel the extent to which
[00:54:26.800 --> 00:54:28.800]   when we think about how far
[00:54:28.800 --> 00:54:30.800]   Christ came down to this earth
[00:54:30.800 --> 00:54:34.800]   to walk this dirty and perverse land,
[00:54:34.800 --> 00:54:35.800]   do we understand the depth
[00:54:35.800 --> 00:54:38.800]   to which God has reached to save?
[00:54:38.800 --> 00:54:42.800]   Point two is simply this.
[00:54:42.800 --> 00:54:47.800]   God must truly be your all in all.
[00:54:47.800 --> 00:54:50.800]   In order to have this thankful,
[00:54:50.800 --> 00:54:52.800]   rejoicing sentiment in our heart
[00:54:52.800 --> 00:54:55.800]   that's not contingent upon the stuff we have,
[00:54:55.800 --> 00:54:56.800]   the people we have,
[00:54:56.800 --> 00:54:57.800]   and the kind of life we live,
[00:54:57.800 --> 00:55:00.800]   but rather it transcends all that
[00:55:00.800 --> 00:55:03.800]   to be much like the pilgrims,
[00:55:03.800 --> 00:55:06.800]   to be much like the generation.
[00:55:06.800 --> 00:55:10.800]   God must truly be your all in all.
[00:55:10.800 --> 00:55:12.800]   In Exodus 15, I'm going to read to us
[00:55:12.800 --> 00:55:13.800]   the passage that I read earlier,
[00:55:13.800 --> 00:55:15.800]   and it says,
[00:55:15.800 --> 00:55:17.800]   "When Moses and the sons of Israel
[00:55:17.800 --> 00:55:19.800]   "sang this song to the Lord."
[00:55:19.800 --> 00:55:25.800]   So chapter 15 is immediately after the rescue.
[00:55:25.800 --> 00:55:27.800]   The incredible drama of running
[00:55:27.800 --> 00:55:28.800]   and then hitting the sea,
[00:55:28.800 --> 00:55:30.800]   and the chariots coming,
[00:55:30.800 --> 00:55:31.800]   and the sea splitting,
[00:55:31.800 --> 00:55:33.800]   this is immediately after
[00:55:33.800 --> 00:55:37.800]   that great, great deliverance by God.
[00:55:37.800 --> 00:55:39.800]   And then so, singing to the Lord,
[00:55:39.800 --> 00:55:40.800]   it says, "I will sing to the Lord,
[00:55:40.800 --> 00:55:42.800]   "for he is highly exalted,
[00:55:42.800 --> 00:55:45.800]   "the horse and his rider he has hurled into the sea.
[00:55:45.800 --> 00:55:47.800]   "Lord is my strength and song,
[00:55:47.800 --> 00:55:50.800]   "and he has become my salvation.
[00:55:50.800 --> 00:55:52.800]   "This is my God."
[00:55:52.800 --> 00:55:54.800]   Pause there.
[00:55:54.800 --> 00:55:56.800]   If you take a moment to think
[00:55:56.800 --> 00:55:59.800]   about the beautiful verses within Scripture,
[00:55:59.800 --> 00:56:01.800]   we have everything describing
[00:56:01.800 --> 00:56:03.800]   so many things that God gives to us,
[00:56:03.800 --> 00:56:04.800]   and the Scripture actually says,
[00:56:04.800 --> 00:56:06.800]   what are we going to give in return
[00:56:06.800 --> 00:56:11.800]   to all the benefits that God gave to us?
[00:56:11.800 --> 00:56:13.800]   I want you to think of sometimes the idiom,
[00:56:13.800 --> 00:56:16.800]   or maybe a cliche kind of phrase
[00:56:16.800 --> 00:56:17.800]   that is thrown around during Thanksgiving,
[00:56:17.800 --> 00:56:19.800]   which is, "Man, we really need to learn
[00:56:19.800 --> 00:56:22.800]   "to count our blessings."
[00:56:22.800 --> 00:56:23.800]   Especially, let's say,
[00:56:23.800 --> 00:56:26.800]   if you're kind of in a humbug attitude,
[00:56:26.800 --> 00:56:29.800]   and you're going across both Thanksgiving
[00:56:29.800 --> 00:56:30.800]   and Christmas season,
[00:56:30.800 --> 00:56:31.800]   and you're just like,
[00:56:31.800 --> 00:56:32.800]   "Oh, there's all this stuff I need to do."
