
[00:00:00.000 --> 00:00:04.000]   [no audio]
[00:22:18.000 --> 00:22:22.000]   be judged." See if you can recognize
[00:22:22.000 --> 00:22:26.000]   the hypocrisy of this statement. And I've
[00:22:26.000 --> 00:22:30.000]   actually heard people say this and defend this.
[00:22:30.000 --> 00:22:34.000]   And again, this is not to offend you. And I want you to be able to catch
[00:22:34.000 --> 00:22:38.000]   the hypocrisy in this, in this generation.
[00:22:38.000 --> 00:22:42.000]   All white people are racist.
[00:22:42.000 --> 00:22:46.000]   So you're like, "Oh,
[00:22:46.000 --> 00:22:50.000]   I hope you caught it. All white people are racist."
[00:22:50.000 --> 00:22:54.000]   What's wrong with that statement?
[00:22:54.000 --> 00:22:58.000]   Your school just started this week, so this is a test.
[00:22:58.000 --> 00:23:02.000]   All right? All white people
[00:23:02.000 --> 00:23:06.000]   are racist. What's wrong with that statement? That statement
[00:23:06.000 --> 00:23:10.000]   itself is racist. By saying that,
[00:23:10.000 --> 00:23:14.000]   you indict yourself. That's a racist statement that you
[00:23:14.000 --> 00:23:18.000]   make. I hate judgmental people.
[00:23:18.000 --> 00:23:22.000]   Okay, now you're getting it. All right.
[00:23:22.000 --> 00:23:26.000]   I can't tolerate anyone who's intolerant.
[00:23:26.000 --> 00:23:30.000]   Okay, you may chuckle, but that's
[00:23:30.000 --> 00:23:34.000]   the mantra of our generation, especially the young generation.
[00:23:34.000 --> 00:23:38.000]   Intolerance will not be tolerated.
[00:23:38.000 --> 00:23:42.000]   The hypocrisy in that statement itself.
[00:23:42.000 --> 00:23:46.000]   See, a self-righteous person doesn't recognize the hypocrisy in himself.
[00:23:46.000 --> 00:23:50.000]   He can make these statements, do these things, accuse
[00:23:50.000 --> 00:23:54.000]   other sinners of their sin while being completely blind
[00:23:54.000 --> 00:23:58.000]   of their own. See, Jesus
[00:23:58.000 --> 00:24:02.000]   in Matthew chapter 5 is describing what the character of the
[00:24:02.000 --> 00:24:06.000]   Kingdom of God, the people of the Kingdom of God is like. And He
[00:24:06.000 --> 00:24:10.000]   tells His disciples that your righteousness must exceed that of the
[00:24:10.000 --> 00:24:14.000]   Pharisees. And this is, I'm not going to read all of it, but this is some of the things that
[00:24:14.000 --> 00:24:18.000]   He says. Matthew chapter 5, 21-22, "You have heard that
[00:24:18.000 --> 00:24:22.000]   it was said to those of old, 'You shall not murder, and whoever
[00:24:22.000 --> 00:24:26.000]   murders will be liable to judgment.' But I say to you that everyone who
[00:24:26.000 --> 00:24:30.000]   is angry with his brother will be liable to judgment. Whoever insults
[00:24:30.000 --> 00:24:34.000]   his brother will be liable to the council, and whoever says, 'You fool,'
[00:24:34.000 --> 00:24:38.000]   will be liable to the hell of fire."
[00:24:38.000 --> 00:24:42.000]   Now if you were paying attention to that very closely you would have said, "Wait a second.
[00:24:42.000 --> 00:24:46.000]   You're equating me with a murderer because I had hatred toward my brother?"
[00:24:46.000 --> 00:24:50.000]   That's exactly what He says. That's exactly what He says.
[00:24:50.000 --> 00:24:54.000]   In fact, He goes further than that. Matthew 5, 27-28, "You have heard that it was said,
[00:24:54.000 --> 00:24:58.000]   'You shall not commit adultery.' But I say to you that everyone
[00:24:58.000 --> 00:25:02.000]   who looks at a woman with lustful intent has already committed adultery
[00:25:02.000 --> 00:25:06.000]   with her in his heart." You're talking about an individual who remained faithful
[00:25:06.000 --> 00:25:10.000]   to his wife for years and years and years, but because he had lust
[00:25:10.000 --> 00:25:14.000]   in his heart that he is guilty of adultery as well?
[00:25:14.000 --> 00:25:18.000]   Now how is that fair? What kind of a
[00:25:18.000 --> 00:25:22.000]   kingdom would that be fair? A murderer and somebody who hates
[00:25:22.000 --> 00:25:26.000]   his brother, an adulterer who cheats on his wife, and somebody
[00:25:26.000 --> 00:25:30.000]   who looks at a woman with lustful thoughts, he says, "Just as guilty as an
[00:25:30.000 --> 00:25:34.000]   adulterer." How can that possibly be fair?
[00:25:34.000 --> 00:25:38.000]   What Jesus says later on in Matthew 15, He says, "Hear and
[00:25:38.000 --> 00:25:42.000]   understand this. It is not what goes into the mouth that defiles
[00:25:42.000 --> 00:25:46.000]   a person, but what comes out of the mouth that defiles a person."
[00:25:46.000 --> 00:25:50.000]   In other words, what is He saying? Defilement is not something
[00:25:50.000 --> 00:25:54.000]   that you just did or do. Defilement is who you
[00:25:54.000 --> 00:25:58.000]   are. And because you are defiled,
[00:25:58.000 --> 00:26:02.000]   defiled things will happen. You will proceed to do and act out
[00:26:02.000 --> 00:26:06.000]   things that are defiled because that's who you are. That's what Jesus was saying.
[00:26:06.000 --> 00:26:10.000]   That our sins go much deeper than what you
[00:26:10.000 --> 00:26:14.000]   see on the surface. Adultery is a lot deeper than
[00:26:14.000 --> 00:26:18.000]   just the act. Murder goes a lot deeper
[00:26:18.000 --> 00:26:22.000]   than just the act of carrying it out. It is
[00:26:22.000 --> 00:26:26.000]   our own corruption. And that's why in Matthew 23,
[00:26:26.000 --> 00:26:30.000]   Jesus says, "Woe to you, scribes and pharisees, you hypocrites!
[00:26:30.000 --> 00:26:34.000]   For you tithe mint and dill and cumin, and have neglected the
[00:26:34.000 --> 00:26:38.000]   weightier matters of the law, justice and mercy and faithfulness. These
[00:26:38.000 --> 00:26:42.000]   you ought to have done without neglecting the others. You blind guides, straining
[00:26:42.000 --> 00:26:46.000]   out the gnat and swallowing a camel."
[00:26:46.000 --> 00:26:50.000]   See a self-righteous person is always putting on display what they are
[00:26:50.000 --> 00:26:54.000]   doing. This is what I've done and why aren't you doing
[00:26:54.000 --> 00:26:58.000]   it? This is what I did in the past and how come you're not doing it?
[00:26:58.000 --> 00:27:02.000]   A self-righteous person is very aware of the sins of other people,
[00:27:02.000 --> 00:27:06.000]   but they don't understand how hypocritical they are and
[00:27:06.000 --> 00:27:10.000]   how deeply this sin is embedded in all of us.
[00:27:10.000 --> 00:27:14.000]   Until we are broken over our sins,
[00:27:14.000 --> 00:27:18.000]   Christ will mean little. You may love the church.
[00:27:18.000 --> 00:27:22.000]   You may love things of the church. You may love activity of the church, but you
[00:27:22.000 --> 00:27:26.000]   will not love Christ until you recognize our brokenness
[00:27:26.000 --> 00:27:30.000]   before a holy, holy, holy God.
[00:27:30.000 --> 00:27:34.000]   Isaiah in the Old Testament among the Jews
[00:27:34.000 --> 00:27:38.000]   arguably, and people can argue, who was the greatest prophet? Say Elijah was the greatest prophet.
[00:27:38.000 --> 00:27:42.000]   Some may say Jeremiah. Some may say Elisha. And some may say
[00:27:42.000 --> 00:27:46.000]   Isaiah. Whether you agree with that or not, Isaiah is definitely
[00:27:46.000 --> 00:27:50.000]   on the top of the list. And yet Isaiah
[00:27:50.000 --> 00:27:54.000]   in order for God to prepare him for ministry reveals
[00:27:54.000 --> 00:27:58.000]   to him his glory. And when he is in the presence of his glory, what happens
[00:27:58.000 --> 00:28:02.000]   to Isaiah? He recognizes his wretched sin.
[00:28:02.000 --> 00:28:06.000]   And he falls to the ground. "Woe is me.
[00:28:06.000 --> 00:28:10.000]   Woe is me." And that is the first character
[00:28:10.000 --> 00:28:14.000]   of an individual who is walking in the presence of God. He is very
[00:28:14.000 --> 00:28:18.000]   aware of his own sins. He is terrified
[00:28:18.000 --> 00:28:22.000]   and he says, "Woe is me. Woe is me. I am a man of unclean lips.
[00:28:22.000 --> 00:28:26.000]   From a people of unclean lips. How can I possibly
[00:28:26.000 --> 00:28:30.000]   be in the presence of this holy God?" An individual who is
[00:28:30.000 --> 00:28:34.000]   meeting with God cannot be proud.
[00:28:34.000 --> 00:28:38.000]   Because when you are in the presence of this glory, all of a sudden
[00:28:38.000 --> 00:28:42.000]   every single person who thought he was clean recognizes his
[00:28:42.000 --> 00:28:46.000]   uncleanness. And then he no longer is worried about other people.
[00:28:46.000 --> 00:28:50.000]   Because he is concerned about himself.
[00:28:50.000 --> 00:28:54.000]   "Woe is me. Woe is me."
[00:28:54.000 --> 00:28:58.000]   See, a self-righteous person is not aware of his guilt before God.
[00:28:58.000 --> 00:29:02.000]   Or if he is aware of it, it is very superficial. It is something that happened in the past.
[00:29:02.000 --> 00:29:06.000]   Justification is something that happened one time. But now
[00:29:06.000 --> 00:29:10.000]   look at me. See, justification by faith
[00:29:10.000 --> 00:29:14.000]   is not just past. It is present and it is future.
[00:29:14.000 --> 00:29:18.000]   That every single day, if I am not under the mercy of God,
[00:29:18.000 --> 00:29:22.000]   I can't even come to him in prayer.
[00:29:22.000 --> 00:29:26.000]   I won't even understand his word.
[00:29:26.000 --> 00:29:30.000]   My flesh will naturally take me to the world. It is only
[00:29:30.000 --> 00:29:34.000]   because he has been merciful to me that I can hear his word and understand.
[00:29:34.000 --> 00:29:38.000]   An individual
[00:29:38.000 --> 00:29:42.000]   who does not recognize the corruption in his own heart
[00:29:42.000 --> 00:29:46.000]   will live the rest of his life frustrated.
[00:29:46.000 --> 00:29:50.000]   Frustrated with other people. Only if they change. Only if the church
[00:29:50.000 --> 00:29:54.000]   changes. Only if we did this this way and that way. But he has never
[00:29:54.000 --> 00:29:58.000]   broken over his own sins. Or it is very superficial.
[00:29:58.000 --> 00:30:02.000]   So that is why finally he says in verse 4, "Or do you presume
[00:30:02.000 --> 00:30:06.000]   on the riches of his kindness and forbearance and patience?" Not knowing that
[00:30:06.000 --> 00:30:10.000]   God's kindness is meant to lead you to repentance. A self-righteous
[00:30:10.000 --> 00:30:14.000]   person doesn't realize his desperateness and what the gift of God
[00:30:14.000 --> 00:30:18.000]   really is. Gift of God
[00:30:18.000 --> 00:30:22.000]   is the ability to be able to repent and for God to forgive. That's his gift.
[00:30:22.000 --> 00:30:26.000]   That he opened this door that we can come to him in confidence.
[00:30:26.000 --> 00:30:30.000]   Again, you and I live in a generation where if something is
[00:30:30.000 --> 00:30:34.000]   preached and you feel guilty about it, that that's not, that can't be from
[00:30:34.000 --> 00:30:38.000]   God. Because God is about getting rid of guilt. Any kind of
[00:30:38.000 --> 00:30:42.000]   burden. And that's why we preach a gospel where we almost skip the guilt
[00:30:42.000 --> 00:30:46.000]   and go to forgiveness. We talk about, hey
[00:30:46.000 --> 00:30:50.000]   this is who we are, we need forgiveness, and boom we are over here. Remember
[00:30:50.000 --> 00:30:54.000]   Paul, those of you who have been studying through 2 Corinthians with us? He writes
[00:30:54.000 --> 00:30:58.000]   this very harsh letter to the Corinthians and he just unleashes on
[00:30:58.000 --> 00:31:02.000]   them. He writes 2 Corinthians as a follow up because so many of them got
[00:31:02.000 --> 00:31:06.000]   hurt from his letter. They were deeply hurt because
[00:31:06.000 --> 00:31:10.000]   Paul didn't hold back. I mean again he was like a doctor
[00:31:10.000 --> 00:31:14.000]   on revealing their wound. And they are pumping
[00:31:14.000 --> 00:31:18.000]   it up and he said, "Wow, this disease is much deeper and it's
[00:31:18.000 --> 00:31:22.000]   spread much further than I thought." And so the whole 1 Corinthians he's
[00:31:22.000 --> 00:31:26.000]   taking the bandages off and he's showing them this is your problem.
[00:31:26.000 --> 00:31:30.000]   And so they were deeply hurt. Some of them were actually
[00:31:30.000 --> 00:31:34.000]   fighting back. Maybe he's not an apostle, you know. He's
[00:31:34.000 --> 00:31:38.000]   impressive in his letters but his appearance is nothing.
[00:31:38.000 --> 00:31:42.000]   Paul writes this letter in 2 Corinthians he says, "You know what when I wrote this letter and I saw
[00:31:42.000 --> 00:31:46.000]   how it hurt you I regretted it for a little bit. But
[00:31:46.000 --> 00:31:50.000]   now I don't regret it. And the reason why I don't regret it is because it led you to
[00:31:50.000 --> 00:31:54.000]   repentance." This is what he says, 1 Corinthians 7, 9, 11.
[00:31:54.000 --> 00:31:58.000]   "As it is I rejoice not because you were grieved but because you were
[00:31:58.000 --> 00:32:02.000]   grieved into repenting. For you felt a godly grief so that
[00:32:02.000 --> 00:32:06.000]   you suffered no loss through us. For godly grief produces repentance
[00:32:06.000 --> 00:32:10.000]   that leads to salvation without regret. Whereas worldly
[00:32:10.000 --> 00:32:14.000]   grief produces death. For see what earnestness this godly
[00:32:14.000 --> 00:32:18.000]   grief has produced in you but also what eagerness to clear yourself, what
[00:32:18.000 --> 00:32:22.000]   indignation, what fear, what longing, what zeal, what punishment."
[00:32:22.000 --> 00:32:26.000]   He says, "He brought this guilt upon
[00:32:26.000 --> 00:32:30.000]   you to reveal to you where you stand before God that it would lead you to
[00:32:30.000 --> 00:32:34.000]   repentance." He says, "Do you not know the fact that the reason why
[00:32:34.000 --> 00:32:38.000]   I'm revealing this sin to you and why I'm calling you a hypocrite and why I'm
[00:32:38.000 --> 00:32:42.000]   telling you all of this is because God's kindness will lead you to
[00:32:42.000 --> 00:32:46.000]   repentance." Remember David?
[00:32:46.000 --> 00:32:50.000]   Man after God's own heart. I mean he's, up till
[00:32:50.000 --> 00:32:54.000]   his sin, I mean David was the man, he was the man, God's handpicked
[00:32:54.000 --> 00:32:58.000]   chosen leader of his people.
[00:32:58.000 --> 00:33:02.000]   But when you think of the sin that David commits
[00:33:02.000 --> 00:33:06.000]   it's beyond comprehension. Because the man he
[00:33:06.000 --> 00:33:10.000]   kills and his wife that he ends up committing adultery and
[00:33:10.000 --> 00:33:14.000]   taking her for himself. This is a man that the Bible describes
[00:33:14.000 --> 00:33:18.000]   as one of the great men who were so loyal to David he was willing to
[00:33:18.000 --> 00:33:22.000]   take a knife for him. He was one of those men who ran around protecting David
[00:33:22.000 --> 00:33:26.000]   when King Saul was after him. He was loyal to him. He was willing to die for
[00:33:26.000 --> 00:33:30.000]   David and it was that guy and it was his wife that he committed
[00:33:30.000 --> 00:33:34.000]   adultery and it was that guy he ended up killing.
[00:33:34.000 --> 00:33:38.000]   And it's beyond comprehension.
[00:33:38.000 --> 00:33:42.000]   But in Psalm 32, 3-5 you see the mercy of God on David
[00:33:42.000 --> 00:33:46.000]   and this is how David describes, "For when I kept
[00:33:46.000 --> 00:33:50.000]   silent my bones wasted away through my groaning all day long.
[00:33:50.000 --> 00:33:54.000]   For day and night your hand was heavy upon me, my strength
[00:33:54.000 --> 00:33:58.000]   was dried up as by the heat of summer." In other words,
[00:33:58.000 --> 00:34:02.000]   God put his finger on David because of his sin.
[00:34:02.000 --> 00:34:06.000]   He said, "My bones were wasting away."
[00:34:06.000 --> 00:34:10.000]   He felt the pressure of his sin. Night and day it was heavy upon me.
[00:34:10.000 --> 00:34:14.000]   Your strength, my strength dried up as the heat of
[00:34:14.000 --> 00:34:18.000]   summer. And what Paul is saying here is do you
[00:34:18.000 --> 00:34:22.000]   not recognize that that's God's kindness. The person
[00:34:22.000 --> 00:34:26.000]   that we ought to be worried about is somebody who is living in sin and compromise and
[00:34:26.000 --> 00:34:30.000]   feels no guilt. And just
[00:34:30.000 --> 00:34:34.000]   I'm ok, you know God is so gracious and He is loving. He says,
[00:34:34.000 --> 00:34:38.000]   "No, it's God's kindness that leads you to repentance."
[00:34:38.000 --> 00:34:42.000]   As a result of that he says, "I acknowledge my sin to you and I did not
[00:34:42.000 --> 00:34:46.000]   cover up my iniquity. I said I will confess my transgressions to the Lord and you
[00:34:46.000 --> 00:34:50.000]   forgave the iniquity of my sin." If we just superficially
[00:34:50.000 --> 00:34:54.000]   just kind of sweep it under the rug and we live the rest of our
[00:34:54.000 --> 00:34:58.000]   lives and we don't recognize the gift that we have in Christ is that the real gift of
[00:34:58.000 --> 00:35:02.000]   Christ is that He forgives us. He leads us to repentance.
[00:35:02.000 --> 00:35:06.000]   And repentance leads to life.
[00:35:06.000 --> 00:35:10.000]   In Psalm 51, 1-5 when David finally confesses
[00:35:10.000 --> 00:35:14.000]   and repents and is forgiven this is what he says, "Have mercy
[00:35:14.000 --> 00:35:18.000]   on me O God according to your steadfast love, according to your abundant mercy
[00:35:18.000 --> 00:35:22.000]   blot out my transgressions. Wash me thoroughly from my
[00:35:22.000 --> 00:35:26.000]   iniquity and cleanse me from my sin for I know my transgressions and my
[00:35:26.000 --> 00:35:30.000]   sin is ever before me." Now I want you to
[00:35:30.000 --> 00:35:34.000]   look at what he says. He's not just confessing and act.
[00:35:34.000 --> 00:35:38.000]   He's not just confessing what he did.
[00:35:38.000 --> 00:35:42.000]   He said, "My sins are ever before me against you and you only have I sinned and done what is
[00:35:42.000 --> 00:35:46.000]   evil in your sight so that you may be justified in your words and blameless
[00:35:46.000 --> 00:35:50.000]   in your judgment." And then verse 5 look what he says, "Behold
[00:35:50.000 --> 00:35:54.000]   I was brought forth iniquity and in sin did my mother
[00:35:54.000 --> 00:35:58.000]   conceive me." It looks like wait is he blaming
[00:35:58.000 --> 00:36:02.000]   his mom? Is he blaming his parents, his grandparents
[00:36:02.000 --> 00:36:06.000]   for his sins? No. David recognizes
[00:36:06.000 --> 00:36:10.000]   how deep his sin goes.
[00:36:10.000 --> 00:36:14.000]   He wasn't just a sinner when he committed the act. He said he was
[00:36:14.000 --> 00:36:18.000]   born into this. He was born as a sinner.
[00:36:18.000 --> 00:36:22.000]   In fact he came even in the womb and he goes even further than that.
[00:36:22.000 --> 00:36:26.000]   And how deeply corrupt we are in our hearts
[00:36:26.000 --> 00:36:30.000]   that even in our righteousness it becomes ugly because it becomes
[00:36:30.000 --> 00:36:34.000]   self-righteousness. And until a sinner is in the presence
[00:36:34.000 --> 00:36:38.000]   of a holy God and recognizes our desperate position
[00:36:38.000 --> 00:36:42.000]   the gospel
[00:36:42.000 --> 00:36:46.000]   loses its power. It just becomes
[00:36:46.000 --> 00:36:50.000]   a doctrinal statement. It just becomes something to recite
[00:36:50.000 --> 00:36:54.000]   something to memorize, something to repeat. But it doesn't have the power
[00:36:54.000 --> 00:36:58.000]   to change us. To cause us to come and worship God
[00:36:58.000 --> 00:37:02.000]   in reasonable response. Because we have
[00:37:02.000 --> 00:37:06.000]   treated our sins lightly. That we just kind of covered
[00:37:06.000 --> 00:37:10.000]   over it. Of course I'm not perfect.
[00:37:10.000 --> 00:37:14.000]   Of course we're not. Where do you draw the line? How do you live perfectly? At least
[00:37:14.000 --> 00:37:18.000]   I'm not like them. And as a result of that our
[00:37:18.000 --> 00:37:22.000]   repentance was shallow and superficial.
[00:37:22.000 --> 00:37:26.000]   And that's why Paul, I mean his whole goal is to bring
[00:37:26.000 --> 00:37:30.000]   them to justification by faith. But in order to properly
[00:37:30.000 --> 00:37:34.000]   get us to justification by faith we need to realize why
[00:37:34.000 --> 00:37:38.000]   it was the only door. Why it is the only option
[00:37:38.000 --> 00:37:42.000]   for a sinner. Why this is the only way. And
[00:37:42.000 --> 00:37:46.000]   as long as we are pointing fingers at other people. As long
[00:37:46.000 --> 00:37:50.000]   as we feel righteous and compared to the other sinners. As far
[00:37:50.000 --> 00:37:54.000]   as long as we don't recognize a corruption in our own hearts
[00:37:54.000 --> 00:37:58.000]   we won't recognize His kindness
[00:37:58.000 --> 00:38:02.000]   that has opened a door. And is inviting us
[00:38:02.000 --> 00:38:06.000]   to come in. Come to the throne of grace with
[00:38:06.000 --> 00:38:10.000]   confidence. Come in.
[00:38:10.000 --> 00:38:14.000]   So every time we have a communion. Like we have communion
[00:38:14.000 --> 00:38:18.000]   next week. That we recognize that
[00:38:18.000 --> 00:38:22.000]   every single one of us comes as a broken sinner.
[00:38:22.000 --> 00:38:26.000]   Now if there's one thing that I've learned in the 30 some years that I've
[00:38:26.000 --> 00:38:30.000]   been a Christian. I thought when I became a Christian
[00:38:30.000 --> 00:38:34.000]   I mean you know I know some people say, "Oh you know I don't know exactly when I got saved and it
[00:38:34.000 --> 00:38:38.000]   took a while." And mine was unlike that. I know exactly when I got saved because my life
[00:38:38.000 --> 00:38:42.000]   got flipped upside down. And I was so passionate
[00:38:42.000 --> 00:38:46.000]   I was so eager. I wanted to live for Christ and
[00:38:46.000 --> 00:38:50.000]   even if I die early that's okay with me because I wanted to live for Christ. I wanted to do all this.
[00:38:50.000 --> 00:38:54.000]   I'm going to make my scripture. Make disciples. Plant churches. And do all of this.
[00:38:54.000 --> 00:38:58.000]   But after 30 some years of walking with God. If there's one
[00:38:58.000 --> 00:39:02.000]   constant thing that I learned over and over and over again
[00:39:02.000 --> 00:39:06.000]   is just how incapable I am without
[00:39:06.000 --> 00:39:10.000]   God. That this sin that He forgave me 30
[00:39:10.000 --> 00:39:14.000]   some years ago. Just how deep this sin goes.
[00:39:14.000 --> 00:39:18.000]   That it wasn't just an act.
[00:39:18.000 --> 00:39:22.000]   And that the only way
[00:39:22.000 --> 00:39:26.000]   the only way that I would have any hope
[00:39:26.000 --> 00:39:30.000]   is that the Son of God would cover me.
[00:39:30.000 --> 00:39:34.000]   That He would cover me from the wrath of God.
[00:39:34.000 --> 00:39:38.000]   I pray that as we continue to study through the book of Romans if there's anything
[00:39:38.000 --> 00:39:42.000]   in these chapters, three chapters, I want to ask you a practical question.
[00:39:42.000 --> 00:39:46.000]   When was the last time that you were really broken
[00:39:46.000 --> 00:39:50.000]   for your sins? You know we spend a lot of time talking about
[00:39:50.000 --> 00:39:54.000]   frustration why other people are not repenting. Why other people are
[00:39:54.000 --> 00:39:58.000]   not doing the right thing. Why other people should be doing this and this.
[00:39:58.000 --> 00:40:02.000]   And why church would be so much better if they did this and if we
[00:40:02.000 --> 00:40:06.000]   did this. But when was the last time you were broken over your sin?
[00:40:06.000 --> 00:40:10.000]   Or is it typically
[00:40:10.000 --> 00:40:14.000]   I know I'm not perfect but at least
[00:40:14.000 --> 00:40:18.000]   I'm doing this. I know I'm not perfect but I'm not
[00:40:18.000 --> 00:40:22.000]   like that. And as a result
[00:40:22.000 --> 00:40:26.000]   we don't really understand the preciousness of what
[00:40:26.000 --> 00:40:30.000]   we have in Christ. Let me ask you guys to take a minute to pray
[00:40:30.000 --> 00:40:34.000]   with us. And as I ask the praise team to come up. Take some time to pray but this morning
[00:40:34.000 --> 00:40:38.000]   I'm going to ask you not to pray for anything else but yourself.
[00:40:38.000 --> 00:40:42.000]   Not to ask anything else. Are there sins that you swept under the rug?
[00:40:42.000 --> 00:40:46.000]   Maybe you don't really recognize the desperate need
[00:40:46.000 --> 00:40:50.000]   that we have of Christ. Not to pay bills, not to
[00:40:50.000 --> 00:40:54.000]   have a good family, but just to live.
[00:40:54.000 --> 00:40:58.000]   That I'm desperately in need
[00:40:58.000 --> 00:41:02.000]   of Christ this morning. Whether you've done well
[00:41:02.000 --> 00:41:06.000]   or bad or whether you've lusted or didn't or whether you did quiet time or didn't
[00:41:06.000 --> 00:41:10.000]   every single one of us stands condemned before God without the blood of Christ.
[00:41:10.000 --> 00:41:14.000]   So I want to ask you this morning
[00:41:14.000 --> 00:41:18.000]   to honestly come before God and say this prayer, "Lord,
[00:41:18.000 --> 00:41:22.000]   search me and know me. See if there's any hurtful ways in me. What is it in me
[00:41:22.000 --> 00:41:26.000]   that I will not allow His kindness to lead me to repentance?
[00:41:26.000 --> 00:41:30.000]   That I've allowed my own logic, my own self-righteousness
[00:41:30.000 --> 00:41:34.000]   to justify my own sins?"
[00:41:34.000 --> 00:41:38.000]   To come before the Lord and ask Him, "Lord, I pray that
[00:41:38.000 --> 00:41:42.000]   Your Word would judge the thoughts and intentions of my heart." So let's take some time to pray
[00:41:42.000 --> 00:41:46.000]   and pray for nothing else but to come before God and convict me
[00:41:46.000 --> 00:41:50.000]   of my sins. That I may see
[00:41:50.000 --> 00:41:54.000]   the glory of what Christ has done for me. Let's take some time to pray as our worship team leads us.
[00:41:54.000 --> 00:41:56.760]   [MUSIC PLAYING]

