
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:17:04.440 --> 00:17:07.040]   when you try to do a mapping of this way,
[00:17:07.040 --> 00:17:09.480]   of the pieces of the sentence,
[00:17:09.480 --> 00:17:11.640]   it's actually very helpful to try to identify
[00:17:11.640 --> 00:17:12.480]   who it's talking about,
[00:17:12.480 --> 00:17:15.080]   because typically, your pronoun only points
[00:17:15.080 --> 00:17:18.620]   to the immediate previous individual it's talking about.
[00:17:18.620 --> 00:17:19.460]   Okay?
[00:17:19.460 --> 00:17:23.000]   Now, here, again, you don't have to memorize
[00:17:23.000 --> 00:17:24.780]   all this kind of stuff,
[00:17:24.780 --> 00:17:28.520]   but the sentence just simply read, going back here,
[00:17:28.520 --> 00:17:29.520]   in all wisdom and insight,
[00:17:29.520 --> 00:17:31.600]   he made known to us the mystery of his will,
[00:17:31.600 --> 00:17:33.360]   according to his kind intention,
[00:17:33.360 --> 00:17:35.040]   which he purposed in him,
[00:17:35.040 --> 00:17:37.080]   with a view with an administration suitable
[00:17:37.080 --> 00:17:38.880]   to the fullness of the times,
[00:17:38.880 --> 00:17:40.760]   that is the summing up of all things in Christ,
[00:17:40.760 --> 00:17:43.160]   things in the heavens, and things on earth.
[00:17:43.160 --> 00:17:45.600]   I mapped it out for you guys like this.
[00:17:45.600 --> 00:17:48.340]   What, that little phrase that you see,
[00:17:48.340 --> 00:17:49.720]   what is it describing?
[00:17:49.720 --> 00:17:50.780]   Okay?
[00:17:50.780 --> 00:17:54.040]   For me, though, the way I like to see it is like this.
[00:17:54.040 --> 00:17:56.440]   Why?
[00:17:56.440 --> 00:17:58.760]   Because it's very easy for you at home,
[00:17:58.760 --> 00:18:01.080]   it's hard for you to draw bubbles and lines,
[00:18:01.080 --> 00:18:02.680]   but it's very easy for you at home,
[00:18:02.680 --> 00:18:05.160]   on your computer, to take the paragraph and just hit enter.
[00:18:05.160 --> 00:18:08.080]   Here's a break, poof, poof, poof, right?
[00:18:08.080 --> 00:18:10.200]   And then you have to do the hard work of asking yourself,
[00:18:10.200 --> 00:18:11.840]   what is this?
[00:18:11.840 --> 00:18:13.680]   In all wisdom and insight,
[00:18:13.680 --> 00:18:17.920]   I believe is more so the source of the plans of God.
[00:18:17.920 --> 00:18:21.000]   That's God's wisdom, and his understanding,
[00:18:21.000 --> 00:18:24.400]   as a source dictating what he's going to do.
[00:18:24.400 --> 00:18:26.520]   And the blessing is the blessing of revelation
[00:18:26.520 --> 00:18:28.440]   that he made known to us this mystery.
[00:18:28.440 --> 00:18:31.440]   He made known to us, essentially, his insight.
[00:18:31.440 --> 00:18:33.640]   He made known to us his wisdom,
[00:18:33.640 --> 00:18:36.880]   according to the kind intention of his,
[00:18:36.880 --> 00:18:38.640]   to the kind intention which he purposed in him.
[00:18:38.640 --> 00:18:40.480]   We talked about that last week.
[00:18:40.480 --> 00:18:43.160]   Verse 10, with a view to an administration
[00:18:43.160 --> 00:18:45.380]   suitable to the fullness of times.
[00:18:45.380 --> 00:18:48.480]   The context of the revelation,
[00:18:48.480 --> 00:18:51.120]   he is looking at the administration.
[00:18:51.120 --> 00:18:53.360]   And if you're doing good Bible study,
[00:18:53.360 --> 00:18:55.240]   you should be asking yourself the question,
[00:18:55.240 --> 00:18:58.060]   the administration, what is that?
[00:18:58.060 --> 00:19:00.440]   That would be to you a key term to look at.
[00:19:00.440 --> 00:19:02.640]   And then he says, that is,
[00:19:02.640 --> 00:19:06.440]   okay, that is the summing up of all things in Christ.
[00:19:06.440 --> 00:19:09.560]   If you notice earlier, I put an equal sign here.
[00:19:09.560 --> 00:19:11.360]   Because of this section,
[00:19:11.360 --> 00:19:13.120]   what he does is he has a parallel thing.
[00:19:13.120 --> 00:19:15.200]   This is the administration of the fullness of times.
[00:19:15.200 --> 00:19:17.000]   What is it being defined?
[00:19:17.000 --> 00:19:19.000]   It's the summing up of all things in Christ.
[00:19:19.000 --> 00:19:22.520]   Things in the heavens and things on the earth, okay?
[00:19:22.520 --> 00:19:24.600]   And you should be asking, man,
[00:19:24.600 --> 00:19:26.760]   this is kind of crazy, right?
[00:19:26.760 --> 00:19:27.600]   Like,
[00:19:27.600 --> 00:19:33.520]   what is it, like, there's so many questions to ask.
[00:19:33.520 --> 00:19:35.080]   What is the summing up?
[00:19:35.080 --> 00:19:36.080]   What does that mean?
[00:19:36.480 --> 00:19:38.760]   Earlier again, what is the administration?
[00:19:38.760 --> 00:19:40.760]   And what's more, like,
[00:19:40.760 --> 00:19:44.320]   even the making known the mystery of his will,
[00:19:44.320 --> 00:19:46.520]   which he purposed in him,
[00:19:46.520 --> 00:19:48.760]   what does it mean to have purposed in him?
[00:19:48.760 --> 00:19:50.640]   And you could ask lots of questions.
[00:19:50.640 --> 00:19:55.080]   If God had a certain will and it was purposed in him,
[00:19:55.080 --> 00:19:57.560]   what does that mean that it's purposed in him?
[00:19:57.560 --> 00:20:00.520]   Does it mean that it was purposed through Jesus Christ?
[00:20:00.520 --> 00:20:04.880]   Was Jesus Christ, like, conferring and talking with God?
[00:20:04.880 --> 00:20:06.640]   Like, how is that all made out?
[00:20:06.640 --> 00:20:09.280]   'Cause we don't necessarily always talk like that, right?
[00:20:09.280 --> 00:20:12.560]   Okay, now, I know this part of it,
[00:20:12.560 --> 00:20:13.760]   it can get a little bit technical
[00:20:13.760 --> 00:20:15.860]   and it can get a bit tough to follow,
[00:20:15.860 --> 00:20:18.480]   but all I wanted to show was that
[00:20:18.480 --> 00:20:21.600]   these pieces of the sentence, to us,
[00:20:21.600 --> 00:20:23.900]   reveal very important things.
[00:20:23.900 --> 00:20:25.400]   Why?
[00:20:25.400 --> 00:20:28.580]   Because, I wanna go back to earlier when I did this.
[00:20:28.580 --> 00:20:31.960]   Whoa, okay, right here.
[00:20:33.440 --> 00:20:34.680]   What I shared with you was,
[00:20:34.680 --> 00:20:37.360]   by divvying up and sectioning off those sections
[00:20:37.360 --> 00:20:39.840]   of the passage of that sentence,
[00:20:39.840 --> 00:20:43.460]   we were able to identify that God is highlighting the means.
[00:20:43.460 --> 00:20:46.380]   We were able to identify that God is highlighting the manner.
[00:20:46.380 --> 00:20:47.920]   We were able to identify that God
[00:20:47.920 --> 00:20:49.900]   was highlighting the extent, right?
[00:20:49.900 --> 00:20:52.560]   And when you do that and you see the pattern,
[00:20:52.560 --> 00:20:54.240]   then all of a sudden, you're able to appreciate,
[00:20:54.240 --> 00:20:57.600]   like, oh my goodness, look at how much he's emphasizing
[00:20:57.600 --> 00:21:01.240]   the manner in which he's showing us his grace, okay?
[00:21:01.240 --> 00:21:02.880]   So going back to over here,
[00:21:02.880 --> 00:21:04.920]   we wanna do the same thing.
[00:21:04.920 --> 00:21:07.960]   Okay, what I'm gonna do is move quickly
[00:21:07.960 --> 00:21:10.320]   to make observations on the next sections,
[00:21:10.320 --> 00:21:13.080]   and then we're gonna draw some conclusions, okay?
[00:21:13.080 --> 00:21:14.000]   Oh, sorry.
[00:21:14.000 --> 00:21:19.680]   That was all to show that each section was,
[00:21:19.680 --> 00:21:23.080]   you know, contributing and pointing to the main thought.
[00:21:23.080 --> 00:21:24.500]   Okay, likewise here,
[00:21:24.500 --> 00:21:26.120]   let's walk through this section together.
[00:21:26.120 --> 00:21:29.040]   It says, "In him also, we have obtained an inheritance,
[00:21:29.040 --> 00:21:31.600]   "having been predestined according to his purpose,
[00:21:31.600 --> 00:21:34.720]   "who works all things after the counsel of his will,
[00:21:34.720 --> 00:21:38.560]   "to the end that we who were the first to hope in Christ
[00:21:38.560 --> 00:21:40.760]   "would be to the praise of his glory."
[00:21:40.760 --> 00:21:45.760]   Okay, again, all I'm gonna do is section off the phrases.
[00:21:45.760 --> 00:21:50.080]   The main thought here is we have obtained an inheritance,
[00:21:50.080 --> 00:21:52.680]   stand alone sentence,
[00:21:52.680 --> 00:21:55.160]   having been predestined according to his purpose,
[00:21:55.160 --> 00:21:58.840]   who works all things after the counsel of his will,
[00:21:58.840 --> 00:22:02.800]   to the end that we who were the first to hope in Christ
[00:22:02.800 --> 00:22:04.600]   would be to the praise of his glory.
[00:22:04.600 --> 00:22:08.720]   Again, what I've done for you here,
[00:22:08.720 --> 00:22:10.760]   you can take a moment to start writing on the side
[00:22:10.760 --> 00:22:12.120]   of the, on your packet,
[00:22:12.120 --> 00:22:14.520]   where I have the kind of delineated thought,
[00:22:14.520 --> 00:22:16.920]   some of the labels and the categories
[00:22:16.920 --> 00:22:18.920]   of what that phrase is.
[00:22:18.920 --> 00:22:21.040]   "In him" is, again, repeating the means
[00:22:21.040 --> 00:22:23.380]   of all the blessings that come to us.
[00:22:23.380 --> 00:22:25.080]   If we're to receive an inheritance,
[00:22:25.080 --> 00:22:27.680]   it comes through Christ.
[00:22:27.680 --> 00:22:31.040]   Having been predestined according to his purpose,
[00:22:31.040 --> 00:22:34.080]   who works all things after the counsel of his will.
[00:22:34.080 --> 00:22:36.160]   Okay, if you're asking the question,
[00:22:36.160 --> 00:22:38.200]   according to his purpose, whose purpose?
[00:22:38.200 --> 00:22:39.240]   It's God's.
[00:22:39.240 --> 00:22:41.840]   God, who works all things after the counsel of his will,
[00:22:41.840 --> 00:22:44.680]   highlighting this idea of the intentionality
[00:22:44.680 --> 00:22:49.520]   where God determines, where God purposes, and he works.
[00:22:49.520 --> 00:22:52.160]   Okay, you see that progression there?
[00:22:52.160 --> 00:22:55.480]   And then what's more, what I highlighted for you is this.
[00:22:55.480 --> 00:22:57.520]   There is this repetitive idea
[00:22:57.520 --> 00:22:59.600]   that there is an end to which God is working.
[00:22:59.600 --> 00:23:03.320]   To the end, that we who were the first to hope in Christ
[00:23:03.320 --> 00:23:05.120]   would be to the praise of his glory.
[00:23:05.120 --> 00:23:07.400]   And you notice that this concept of being
[00:23:07.400 --> 00:23:11.720]   to the praise of God's glory is repeated many times.
[00:23:11.720 --> 00:23:13.640]   Okay, many, many times.
[00:23:13.640 --> 00:23:17.960]   All right, I see some of you guys are still writing.
[00:23:17.960 --> 00:23:20.160]   Take a moment to think about this,
[00:23:20.160 --> 00:23:22.840]   and then we're gonna draw some conclusions.
[00:23:22.840 --> 00:23:23.680]   Okay.
[00:23:27.080 --> 00:23:28.360]   Okay.
[00:23:28.360 --> 00:23:30.920]   Oh, more arrows. (laughs)
[00:23:30.920 --> 00:23:34.040]   Okay, I'm just gonna speed through that section here.
[00:23:34.040 --> 00:23:36.400]   Verse 13, "In him you also,
[00:23:36.400 --> 00:23:38.320]   "after listening to the message of truth,
[00:23:38.320 --> 00:23:40.200]   "the gospel of your salvation,
[00:23:40.200 --> 00:23:42.320]   "having also believed, you were sealed in him
[00:23:42.320 --> 00:23:44.200]   "with the Holy Spirit of promise,
[00:23:44.200 --> 00:23:46.200]   "who was given as a pledge of our inheritance
[00:23:46.200 --> 00:23:50.200]   "with a view to the redemption of God's own possession,
[00:23:50.200 --> 00:23:52.840]   "to the praise of his glory."
[00:23:52.840 --> 00:23:54.240]   Okay?
[00:23:54.240 --> 00:23:57.000]   Again, if you're looking just at paragraphs,
[00:23:57.000 --> 00:23:59.480]   if I looked at this paragraph and the previous paragraph,
[00:23:59.480 --> 00:24:00.960]   it'd be very difficult for you
[00:24:00.960 --> 00:24:02.840]   to identify any kind of pattern.
[00:24:02.840 --> 00:24:04.440]   You would see repetition of words,
[00:24:04.440 --> 00:24:06.920]   but difficulty to identify patterns.
[00:24:06.920 --> 00:24:09.280]   Break it up into phrases again, okay?
[00:24:09.280 --> 00:24:12.280]   This part, I'm just highlighting for you,
[00:24:12.280 --> 00:24:15.360]   standalone sentence, "You were sealed in him."
[00:24:15.360 --> 00:24:17.600]   Every other sentence, whether it be,
[00:24:17.600 --> 00:24:19.360]   "After listening to the message of truth,
[00:24:19.360 --> 00:24:23.000]   "having also believed," those are all just phrases, right?
[00:24:23.000 --> 00:24:26.920]   Incomplete, partial thoughts, subordinate clauses.
[00:24:26.920 --> 00:24:30.680]   Here, in him, same thing, the means.
[00:24:30.680 --> 00:24:31.920]   But take a look at this.
[00:24:31.920 --> 00:24:35.000]   After listening to the message of truth, okay?
[00:24:35.000 --> 00:24:36.360]   The gospel of your salvation
[00:24:36.360 --> 00:24:38.200]   is just defining what that truth is.
[00:24:38.200 --> 00:24:39.360]   It's a synonym saying,
[00:24:39.360 --> 00:24:41.480]   "Hey, the message of truth, it's the gospel.
[00:24:41.480 --> 00:24:42.880]   "Having also believed,"
[00:24:42.880 --> 00:24:46.400]   notice how I labeled those conditions.
[00:24:46.400 --> 00:24:48.400]   I believe one of you guys had a question,
[00:24:48.400 --> 00:24:49.840]   and that question was,
[00:24:49.840 --> 00:24:52.200]   "Do you have to actually hear a message
[00:24:52.200 --> 00:24:53.600]   "in order to be saved,
[00:24:53.600 --> 00:24:56.160]   "or is there any instances of the Holy Spirit
[00:24:56.160 --> 00:24:59.160]   "coming into a person who hasn't heard?"
[00:24:59.160 --> 00:25:00.400]   Good question.
[00:25:00.400 --> 00:25:02.160]   If this is a condition,
[00:25:02.160 --> 00:25:03.280]   you should be asking the question,
[00:25:03.280 --> 00:25:05.120]   "Is this a necessary condition?"
[00:25:05.120 --> 00:25:05.960]   Right?
[00:25:05.960 --> 00:25:07.160]   So, great question.
[00:25:07.160 --> 00:25:08.480]   I'm just gonna say this.
[00:25:08.480 --> 00:25:09.600]   Biblically speaking,
[00:25:09.600 --> 00:25:14.920]   the word of God is absolutely powerful, right?
[00:25:14.920 --> 00:25:18.640]   Scripture says, "Sanctify them in truth."
[00:25:18.640 --> 00:25:20.160]   Your word is truth.
[00:25:20.160 --> 00:25:22.280]   Scripture says, "The word is a light.
[00:25:22.280 --> 00:25:25.280]   "The word has precious life in it."
[00:25:25.280 --> 00:25:26.120]   Yes?
[00:25:26.120 --> 00:25:28.280]   How does one come to faith,
[00:25:28.280 --> 00:25:31.040]   which is absolutely necessary for salvation?
[00:25:31.040 --> 00:25:35.080]   Faith comes by hearing of the word of God, right?
[00:25:35.080 --> 00:25:37.320]   Is it absolutely necessary for an individual
[00:25:37.320 --> 00:25:41.520]   to hear the message of Christ's sacrifice and resurrection?
[00:25:41.520 --> 00:25:44.560]   Yes, because that's what they're gonna put their hope in.
[00:25:44.560 --> 00:25:46.640]   That's what they're gonna put their trust on,
[00:25:46.640 --> 00:25:49.960]   and their faith and trust is what appropriates
[00:25:49.960 --> 00:25:51.360]   that union with Christ.
[00:25:52.440 --> 00:25:55.560]   There is this popular thought that, like, right now,
[00:25:55.560 --> 00:25:57.800]   people who are maybe afar
[00:25:57.800 --> 00:25:59.920]   just randomly is gonna receive the Spirit.
[00:25:59.920 --> 00:26:02.600]   Could it happen?
[00:26:02.600 --> 00:26:04.040]   Maybe you can possibly think, like,
[00:26:04.040 --> 00:26:06.440]   "I guess it could happen 'cause God could do anything."
[00:26:06.440 --> 00:26:08.920]   But God regularly works
[00:26:08.920 --> 00:26:12.000]   by the conditions of his own righteousness.
[00:26:12.000 --> 00:26:12.840]   Yes?
[00:26:12.840 --> 00:26:16.920]   An individual who does not have, by faith,
[00:26:16.920 --> 00:26:18.280]   the salvific work of Christ,
[00:26:18.280 --> 00:26:21.480]   the substitutionary work of Christ applied to them,
[00:26:21.480 --> 00:26:23.800]   does not hold anything
[00:26:23.800 --> 00:26:26.800]   that dictates God's acceptance of them,
[00:26:26.800 --> 00:26:30.320]   meaning they don't have the righteous way for God to say,
[00:26:30.320 --> 00:26:31.760]   "And therefore, you're justified."
[00:26:31.760 --> 00:26:32.880]   Does that make sense?
[00:26:32.880 --> 00:26:35.680]   Okay, so if we're looking at this,
[00:26:35.680 --> 00:26:37.040]   if listening to the message
[00:26:37.040 --> 00:26:39.120]   and having believed our conditions,
[00:26:39.120 --> 00:26:41.880]   you could even say mandatory conditions, okay?
[00:26:41.880 --> 00:26:44.040]   The blessing, though, is you are sealed in him
[00:26:44.040 --> 00:26:46.280]   with the Holy Spirit of promise
[00:26:46.280 --> 00:26:48.120]   as a pledge of our inheritance.
[00:26:48.120 --> 00:26:50.040]   And if you're doing, again, inductive study,
[00:26:50.040 --> 00:26:52.560]   you should be asking, "Man, if it's a promise,
[00:26:52.560 --> 00:26:54.600]   "if it's a seal, if it's a pledge,
[00:26:54.600 --> 00:26:55.960]   "you should be defining those terms.
[00:26:55.960 --> 00:26:57.080]   "What is this?"
[00:26:57.080 --> 00:26:58.160]   Okay?
[00:26:58.160 --> 00:26:59.200]   All right.
[00:26:59.200 --> 00:27:01.120]   And then it says, "With a view
[00:27:01.120 --> 00:27:05.120]   "to the redemption of God's own possession."
[00:27:05.120 --> 00:27:08.320]   I wrote context there, the redemption to God,
[00:27:08.320 --> 00:27:09.360]   but you could even argue
[00:27:09.360 --> 00:27:11.680]   that that's another purpose of the Lord,
[00:27:11.680 --> 00:27:15.480]   that God is, yes, seeking the praise of his glory,
[00:27:15.480 --> 00:27:18.200]   but he's also seeking his own possession.
[00:27:18.200 --> 00:27:20.880]   If you recall, God says that he is going to present
[00:27:20.880 --> 00:27:23.080]   holy and blameless to himself.
[00:27:23.080 --> 00:27:25.960]   It was an adoption to him, right?
[00:27:25.960 --> 00:27:27.400]   It was an adoption to him.
[00:27:27.400 --> 00:27:29.800]   So there is this agenda of God
[00:27:29.800 --> 00:27:32.520]   to hold us as his precious possession.
[00:27:32.520 --> 00:27:36.000]   Okay, let's take a moment to breathe.
[00:27:36.000 --> 00:27:37.440]   Take a breather right there.
[00:27:37.440 --> 00:27:40.640]   That process that we just did,
[00:27:40.640 --> 00:27:42.520]   it felt kinda long, yeah?
[00:27:42.520 --> 00:27:43.360]   It was kinda long.
[00:27:43.360 --> 00:27:46.000]   It took us about 17 minutes or so.
[00:27:46.920 --> 00:27:49.040]   Now, when you go home and do your Bible study,
[00:27:49.040 --> 00:27:50.640]   I don't know how many of you guys are doing that
[00:27:50.640 --> 00:27:53.000]   where you're trying to take a look at every phrase.
[00:27:53.000 --> 00:27:54.360]   It can get monotonous,
[00:27:54.360 --> 00:27:57.360]   and you end up reading the passage multiple times.
[00:27:57.360 --> 00:28:01.920]   But do you guys know that that kind of arduous work,
[00:28:01.920 --> 00:28:04.480]   that kind of tedious, repetitive work
[00:28:04.480 --> 00:28:06.160]   is absolutely necessary?
[00:28:06.160 --> 00:28:07.320]   Why?
[00:28:07.320 --> 00:28:10.200]   Because if you're going to observe the right pattern,
[00:28:10.200 --> 00:28:11.160]   if you're going to actually say,
[00:28:11.160 --> 00:28:13.760]   "Hey, this is the emphatic point,"
[00:28:13.760 --> 00:28:16.000]   you actually have to see why.
[00:28:16.000 --> 00:28:18.280]   Because I looked at every other phrase,
[00:28:18.280 --> 00:28:20.480]   and they're conditional clauses.
[00:28:20.480 --> 00:28:21.720]   They're subordinate clauses.
[00:28:21.720 --> 00:28:23.200]   They're just incomplete thoughts.
[00:28:23.200 --> 00:28:25.480]   The main point is this, right?
[00:28:25.480 --> 00:28:27.440]   You should be able to say that.
[00:28:27.440 --> 00:28:29.960]   But what's more, from the fruit of the observation
[00:28:29.960 --> 00:28:33.160]   comes your conclusions, okay?
[00:28:33.160 --> 00:28:34.280]   Conclusion number one.
[00:28:34.280 --> 00:28:38.480]   And here, we wanna take a moment to say,
[00:28:38.480 --> 00:28:41.320]   "Hey, did we really observe these things within the text?"
[00:28:41.320 --> 00:28:46.320]   And the answer is, clearly, we have some massive blessings.
[00:28:46.320 --> 00:28:48.640]   But the way I would like to say this
[00:28:48.640 --> 00:28:51.000]   is the blessings that we see here,
[00:28:51.000 --> 00:28:53.280]   combined with the blessings we saw earlier,
[00:28:53.280 --> 00:28:55.800]   summarize for us salvation
[00:28:55.800 --> 00:28:59.920]   is absolutely of our triune God, okay?
[00:28:59.920 --> 00:29:03.400]   Our Christian faith says the salvation we have
[00:29:03.400 --> 00:29:08.320]   is gifted to you and is not of yourself, right?
[00:29:08.320 --> 00:29:09.880]   It is not of your works,
[00:29:09.880 --> 00:29:13.200]   and no man will ever boast that I had a hand in it.
[00:29:13.200 --> 00:29:17.800]   No man will ever boast that they had some peace.
[00:29:17.800 --> 00:29:21.400]   They contributed to this with their own effort, right?
[00:29:21.400 --> 00:29:22.960]   And this portion of Scripture
[00:29:22.960 --> 00:29:26.040]   all the more emphatically shows that.
[00:29:26.040 --> 00:29:29.200]   If we think about the many blessings that we saw,
[00:29:29.200 --> 00:29:31.160]   we saw previously before
[00:29:31.160 --> 00:29:34.640]   that we had the blessing of God choosing us
[00:29:34.640 --> 00:29:37.040]   and then intending us to be holy and blameless.
[00:29:37.040 --> 00:29:38.360]   We saw the adoption.
[00:29:38.360 --> 00:29:40.360]   We saw the redemption, the forgiveness.
[00:29:40.360 --> 00:29:41.960]   And then today we're looking at
[00:29:41.960 --> 00:29:44.440]   making known to us the mystery, right?
[00:29:44.440 --> 00:29:46.000]   Making known to us the mystery.
[00:29:46.000 --> 00:29:49.400]   You know what, did I?
[00:29:49.400 --> 00:29:52.000]   Oh no, okay, I'm getting there.
[00:29:52.000 --> 00:29:52.840]   Sorry about that.
[00:29:52.840 --> 00:29:55.920]   Making known to us the mystery.
[00:29:55.920 --> 00:29:58.080]   Today we're talking about obtaining inheritance
[00:29:58.080 --> 00:30:01.480]   and the fact that we were sealed then by the Holy Spirit.
[00:30:01.480 --> 00:30:06.120]   And you observe, God the Father is there in this passage
[00:30:06.120 --> 00:30:09.560]   as he is one choosing, as he is the one predestining.
[00:30:09.560 --> 00:30:11.640]   You see Jesus Christ, who is the one
[00:30:11.640 --> 00:30:13.400]   through whom the redemption is coming,
[00:30:13.400 --> 00:30:15.720]   through whom the forgiveness is accomplished.
[00:30:15.720 --> 00:30:18.960]   And then what's more, there is the mystery being shown
[00:30:18.960 --> 00:30:21.240]   that's in Christ, the obtaining of the inheritance
[00:30:21.240 --> 00:30:22.520]   that's absolutely in Christ,
[00:30:22.520 --> 00:30:24.680]   and then saying that you were sealed by the Holy Spirit.
[00:30:24.680 --> 00:30:26.480]   Think about this.
[00:30:26.480 --> 00:30:28.520]   From the back, middle, and end,
[00:30:28.520 --> 00:30:31.560]   the whole of salvation is of God.
[00:30:31.560 --> 00:30:34.960]   Somebody in our group discussion asked this question.
[00:30:34.960 --> 00:30:37.120]   Hypothetically speaking then,
[00:30:37.120 --> 00:30:40.560]   what if the Holy Spirit didn't seal you, right?
[00:30:40.560 --> 00:30:42.400]   Hypothetically speaking then,
[00:30:42.400 --> 00:30:45.080]   could any of those pieces not have been there?
[00:30:45.080 --> 00:30:47.240]   And what that points to is to say this,
[00:30:47.240 --> 00:30:52.240]   the massive task of redeeming sinners from the pits of hell,
[00:30:52.240 --> 00:30:54.400]   taking sinners from the kingdom of darkness
[00:30:54.400 --> 00:30:56.960]   and transferring to the kingdom of light,
[00:30:56.960 --> 00:30:59.840]   it had to be of God, right?
[00:30:59.840 --> 00:31:02.600]   It absolutely had to be God.
[00:31:02.600 --> 00:31:04.840]   And what we appreciate is that every element
[00:31:04.840 --> 00:31:08.360]   of our salvation, the depth of all that is needed,
[00:31:08.360 --> 00:31:10.880]   was accomplished by God, right?
[00:31:10.880 --> 00:31:12.440]   And in thinking about it even more,
[00:31:12.440 --> 00:31:14.760]   let's take a moment to dwell on this.
[00:31:14.760 --> 00:31:17.480]   For us to know the mystery of God's will,
[00:31:17.480 --> 00:31:18.880]   let me ask you this question.
[00:31:18.880 --> 00:31:22.600]   How is you getting some secret,
[00:31:22.600 --> 00:31:24.720]   like you learning about what God is doing,
[00:31:24.720 --> 00:31:26.200]   how is that a blessing to you?
[00:31:26.200 --> 00:31:29.360]   Have you thought about that?
[00:31:29.360 --> 00:31:31.400]   I mean, to a certain extent, if someone tells you like,
[00:31:31.400 --> 00:31:33.480]   ooh, I got a secret for you, and you're like,
[00:31:33.480 --> 00:31:36.680]   okay, tell me, and they're like, I've got this massive plan,
[00:31:36.680 --> 00:31:40.320]   and you're just kinda like, oh, cool.
[00:31:40.320 --> 00:31:42.200]   But how is that a blessing to you, though?
[00:31:42.200 --> 00:31:44.280]   Does that benefit you in any way?
[00:31:44.280 --> 00:31:46.480]   But man, I want you to think about that.
[00:31:46.480 --> 00:31:50.400]   For you to know the salvation of mankind,
[00:31:50.400 --> 00:31:54.200]   what kind of security that builds,
[00:31:54.200 --> 00:31:57.400]   for you to know what God is intending for you,
[00:31:57.400 --> 00:32:00.000]   what kind of solidarity,
[00:32:00.000 --> 00:32:03.160]   what kind of firm footing you have, right?
[00:32:03.160 --> 00:32:05.600]   What a huge blessing for this lost generation
[00:32:05.600 --> 00:32:07.680]   who's out there searching for a purpose,
[00:32:07.680 --> 00:32:10.000]   out there confused as they're to that identity,
[00:32:10.000 --> 00:32:12.440]   what kind of massive blessing would it be
[00:32:12.440 --> 00:32:15.120]   for you to have some clarity in your life?
[00:32:15.120 --> 00:32:18.200]   That's a huge blessing.
[00:32:18.200 --> 00:32:20.520]   But I want you to think about it another way.
[00:32:20.520 --> 00:32:23.280]   There's a passage I wanna highlight for you guys.
[00:32:23.280 --> 00:32:25.840]   John chapter 15, verse 15 through 16.
[00:32:25.840 --> 00:32:27.120]   Jesus says to his disciples,
[00:32:27.120 --> 00:32:28.800]   "No longer do I call you slaves,
[00:32:28.800 --> 00:32:32.280]   "for the slave does not know what his master is doing.
[00:32:32.280 --> 00:32:34.440]   "But I have called you friends.
[00:32:34.440 --> 00:32:37.240]   "For all things that I have heard from my Father,
[00:32:37.240 --> 00:32:39.040]   "I have made known to you."
[00:32:39.040 --> 00:32:42.320]   Do you understand what a massive,
[00:32:42.320 --> 00:32:46.120]   what a massive uplifting and raising that is for you
[00:32:46.120 --> 00:32:49.520]   when Christ is sharing with you all that he is,
[00:32:49.520 --> 00:32:52.160]   but that all that he is doing in this life?
[00:32:52.160 --> 00:32:55.160]   He is raising you.
[00:32:55.160 --> 00:32:56.320]   I want you to think about this.
[00:32:56.320 --> 00:32:58.240]   How many of you guys in your workplace
[00:32:58.240 --> 00:33:00.560]   saw a board meeting of CEOs, walked in,
[00:33:00.560 --> 00:33:01.840]   and was like, "Hey, what are you guys talking about?"
[00:33:01.840 --> 00:33:03.600]   Right, like, who does that?
[00:33:03.600 --> 00:33:07.240]   I mean, how many of you guys would just dare
[00:33:07.240 --> 00:33:08.440]   to go up to your president and just like,
[00:33:08.440 --> 00:33:09.400]   "You know what?
[00:33:09.400 --> 00:33:11.840]   "I would like to know what your plans are for me
[00:33:11.840 --> 00:33:13.560]   "and my job and my position.
[00:33:13.560 --> 00:33:15.280]   "I wanna know your plans for him.
[00:33:15.280 --> 00:33:16.240]   "I wanna know everything.
[00:33:16.240 --> 00:33:17.120]   "Give it to me."
[00:33:17.120 --> 00:33:22.080]   They'd be like, "That's above your pay grade, man."
[00:33:22.080 --> 00:33:23.360]   Right, that's what they would say.
[00:33:23.360 --> 00:33:26.480]   "It is absolutely above your grade."
[00:33:26.480 --> 00:33:30.600]   For God to say, "Let me tell you my will."
[00:33:30.600 --> 00:33:32.560]   That is grace upon you.
[00:33:32.560 --> 00:33:34.520]   But think about this.
[00:33:34.520 --> 00:33:37.120]   Scripture says when God reveals his truth to you,
[00:33:37.120 --> 00:33:38.680]   that is light.
[00:33:38.680 --> 00:33:41.000]   You live in absolute ignorance.
[00:33:41.000 --> 00:33:43.440]   I live in absolute ignorance.
[00:33:43.440 --> 00:33:47.400]   And when the Lord reveals his plans,
[00:33:47.400 --> 00:33:51.600]   his goodwill, his redemptive plans,
[00:33:51.600 --> 00:33:55.200]   that is a tremendous blessing to every single one of us.
[00:33:55.200 --> 00:33:57.840]   He is lifting us, he is raising us,
[00:33:57.840 --> 00:34:02.200]   and through his revelation, he is absolutely blessing us.
[00:34:02.200 --> 00:34:06.040]   And just, again, every time I think about Bible study
[00:34:06.040 --> 00:34:08.320]   and all that kind of stuff, I just think of it as like,
