
[00:00:00.000 --> 00:00:07.000]   [Music]
[00:25:37.960 --> 00:25:39.640]   knowing that you have for yourselves
[00:25:39.640 --> 00:25:42.280]   a better possession and a lasting one.
[00:25:42.280 --> 00:25:45.760]   Now, if they were anchored and they stayed there,
[00:25:45.760 --> 00:25:47.960]   this would have been a model church.
[00:25:47.960 --> 00:25:51.000]   But the reason why the whole book of,
[00:25:51.000 --> 00:25:52.440]   whole letter of Hebrews is written
[00:25:52.440 --> 00:25:54.840]   is because they didn't stay there.
[00:25:54.840 --> 00:25:58.120]   They started drifting back into their old way of life.
[00:25:58.120 --> 00:26:00.880]   They started trying to compromise with old Judaism,
[00:26:00.880 --> 00:26:03.080]   with the new faith in Christ.
[00:26:03.080 --> 00:26:04.400]   And so they started drifting.
[00:26:04.400 --> 00:26:06.920]   So he's reminding them, remember,
[00:26:06.920 --> 00:26:07.840]   remember how you used to,
[00:26:07.840 --> 00:26:09.560]   remember when you first accepted Christ
[00:26:09.560 --> 00:26:11.880]   and you were willing to suffer for Christ.
[00:26:11.880 --> 00:26:13.640]   You fellowship with those who were in prison.
[00:26:13.640 --> 00:26:17.200]   You joyfully accepted the confiscation of your property
[00:26:17.200 --> 00:26:19.120]   in the midst of intense persecution.
[00:26:19.120 --> 00:26:19.960]   Remember that.
[00:26:19.960 --> 00:26:22.040]   And the reason why he's telling them to remember that
[00:26:22.040 --> 00:26:25.280]   is so that they can remember and continue.
[00:26:25.280 --> 00:26:30.600]   And that's exactly what he says in Revelation 2, verse five,
[00:26:30.600 --> 00:26:33.900]   when the letter is written to the church of Ephesus.
[00:26:33.900 --> 00:26:37.960]   He says, you've drifted from your first love, right?
[00:26:37.960 --> 00:26:39.480]   And he says, you need to restore that
[00:26:39.480 --> 00:26:41.480]   'cause if you don't restore that,
[00:26:41.480 --> 00:26:43.840]   Jesus says he's gonna take away the lamp stand.
[00:26:43.840 --> 00:26:46.200]   And the remedy for that, he says,
[00:26:46.200 --> 00:26:49.000]   remember from where you have fallen and repent
[00:26:49.000 --> 00:26:52.820]   and do the deeds you did at first.
[00:26:52.820 --> 00:26:54.280]   Remember.
[00:26:54.280 --> 00:26:56.640]   So the whole text that we're looking at here,
[00:26:56.640 --> 00:27:00.700]   as the author is summarizing and concluding
[00:27:00.700 --> 00:27:02.240]   the whole purpose of this text,
[00:27:02.240 --> 00:27:06.540]   he's trying to, again, wrap it up in a nice package
[00:27:06.540 --> 00:27:07.760]   to not to drift.
[00:27:07.760 --> 00:27:09.800]   Look at the people who've gone ahead of us.
[00:27:09.800 --> 00:27:12.280]   And the reason why they were able to persevere
[00:27:12.280 --> 00:27:15.040]   in their faith is because they anchored themselves in Christ.
[00:27:15.040 --> 00:27:16.360]   So the whole point that he's trying to make
[00:27:16.360 --> 00:27:20.040]   is you ought to also anchor yourself in Christ.
[00:27:20.040 --> 00:27:22.760]   In fact, that's exactly what he says
[00:27:22.760 --> 00:27:24.960]   in Hebrews chapter one, 10 through 12.
[00:27:24.960 --> 00:27:27.560]   From the very get-go, this was his point.
[00:27:27.560 --> 00:27:29.880]   You, Lord, in the beginning,
[00:27:29.880 --> 00:27:31.040]   lay the foundation of the earth
[00:27:31.040 --> 00:27:32.700]   and the heavens are the works of your hands.
[00:27:32.700 --> 00:27:35.200]   They will perish, but you will remain.
[00:27:35.200 --> 00:27:38.760]   You see, all of creation, everything that tempts us,
[00:27:38.760 --> 00:27:40.480]   everything that entangles us,
[00:27:40.480 --> 00:27:45.480]   you created, but all of that eventually will perish,
[00:27:45.480 --> 00:27:47.020]   but you will remain.
[00:27:47.020 --> 00:27:50.440]   They all will become old like a garment
[00:27:50.440 --> 00:27:53.020]   and like a mantle, you will roll them up like a garment.
[00:27:53.020 --> 00:27:55.320]   They will also be changed, but you are the same
[00:27:55.320 --> 00:27:58.820]   and your years will not come to an end.
[00:27:58.820 --> 00:28:01.400]   So he started with this.
[00:28:01.400 --> 00:28:03.320]   He started by reminding us
[00:28:03.320 --> 00:28:05.520]   the reason why we need to anchor ourselves in Christ
[00:28:05.520 --> 00:28:08.880]   is because everything that we pursue,
[00:28:08.880 --> 00:28:11.220]   everything that we're tempted by,
[00:28:11.220 --> 00:28:12.680]   all of it is going to pass away,
[00:28:12.680 --> 00:28:15.080]   but only Christ will remain the same.
[00:28:15.080 --> 00:28:17.820]   And now as he is concluding this letter,
[00:28:17.820 --> 00:28:21.360]   he's reminding us everything I told you,
[00:28:21.360 --> 00:28:22.860]   why we need to anchor with him,
[00:28:22.860 --> 00:28:25.640]   and now the only thing that's gonna sustain you
[00:28:25.640 --> 00:28:27.200]   past, present, and future
[00:28:27.200 --> 00:28:31.160]   is the one who remains the same past, present, and future.
[00:28:31.160 --> 00:28:34.280]   This statement here in verse eight
[00:28:34.280 --> 00:28:36.760]   is not just a casual statement.
[00:28:36.760 --> 00:28:38.440]   Only God can make this statement.
[00:28:38.440 --> 00:28:40.840]   In fact, all throughout the Old Testament,
[00:28:40.840 --> 00:28:45.480]   God is described as having an immutable character,
[00:28:45.480 --> 00:28:47.800]   that every part of who he is is immutable.
[00:28:47.800 --> 00:28:49.720]   Only God can claim this.
[00:28:49.720 --> 00:28:55.120]   Only God himself can claim to never change.
[00:28:55.120 --> 00:28:56.680]   So this morning what I wanna do
[00:28:56.680 --> 00:28:58.760]   is I wanna describe four things
[00:28:58.760 --> 00:29:01.000]   that are connected to immutability.
[00:29:01.000 --> 00:29:04.480]   In order for this to be true of an individual,
[00:29:04.480 --> 00:29:06.160]   there needs to be four other characters
[00:29:06.160 --> 00:29:08.080]   that exist in that being
[00:29:08.080 --> 00:29:10.000]   in order for them to be immutable.
[00:29:10.000 --> 00:29:11.920]   And then at the conclusion,
[00:29:11.920 --> 00:29:13.800]   I wanna connect the dots for us at the end,
[00:29:13.800 --> 00:29:15.120]   why this is so important,
[00:29:15.120 --> 00:29:16.760]   why he's saying what he is saying.
[00:29:16.760 --> 00:29:19.080]   'Cause he's talking to a bunch of people
[00:29:19.080 --> 00:29:21.200]   who are fatigued, who are tired,
[00:29:21.200 --> 00:29:24.000]   maybe some of them compromised, ready to quit,
[00:29:24.000 --> 00:29:24.840]   and then he says,
[00:29:24.840 --> 00:29:28.080]   "But God is the same yesterday, today, and forever."
[00:29:28.080 --> 00:29:30.200]   If you see that in isolation and context,
[00:29:30.200 --> 00:29:32.000]   how does that give you strength to persevere?
[00:29:32.000 --> 00:29:33.320]   God's the same.
[00:29:33.320 --> 00:29:37.640]   Man, I'm struggling, I'm tempted, I'm about to quit.
[00:29:37.640 --> 00:29:40.360]   Jesus is the same yesterday, today, and forever.
[00:29:40.360 --> 00:29:41.920]   If you don't understand the context
[00:29:41.920 --> 00:29:43.120]   and the application of that,
[00:29:43.120 --> 00:29:45.160]   it just sounds like theology.
[00:29:45.160 --> 00:29:46.920]   So what I wanna do is I wanna present to you
[00:29:46.920 --> 00:29:48.960]   why this is important,
[00:29:48.960 --> 00:29:53.020]   why this is a description of only God,
[00:29:53.020 --> 00:29:56.160]   and then how that directly applies to our perseverance.
[00:29:56.160 --> 00:29:59.240]   Okay, so one, Jesus is immutable.
[00:29:59.240 --> 00:30:00.960]   In order for Jesus to be immutable,
[00:30:00.960 --> 00:30:03.620]   he needs to be completely independent.
[00:30:03.620 --> 00:30:07.000]   There's what the theologians called
[00:30:07.000 --> 00:30:09.000]   the doctrine of aseity,
[00:30:09.000 --> 00:30:13.000]   where in John 8, 55, Jesus says of himself,
[00:30:13.000 --> 00:30:17.840]   "Truly, truly, I say to you, before Abraham was born, I am."
[00:30:17.840 --> 00:30:20.760]   And that is a direct quote that he's making,
[00:30:20.760 --> 00:30:24.240]   saying that that same God who introduced himself
[00:30:24.240 --> 00:30:27.980]   to Moses and Israel in Exodus chapter three,
[00:30:27.980 --> 00:30:31.640]   Jesus is claiming that title for himself.
[00:30:31.640 --> 00:30:32.480]   I am.
[00:30:32.480 --> 00:30:35.080]   In Exodus 3, 13 or 14, it says,
[00:30:35.080 --> 00:30:35.920]   "Then Moses said to God,
[00:30:35.920 --> 00:30:38.320]   'Behold, I am going to the sons of Israel,
[00:30:38.320 --> 00:30:39.160]   and I will say to them,
[00:30:39.160 --> 00:30:41.080]   'The God of your fathers has sent me to you.
[00:30:41.080 --> 00:30:44.560]   Now they may say to me, 'What is his name?
[00:30:44.560 --> 00:30:45.680]   What shall I say to them?'
[00:30:45.680 --> 00:30:49.120]   God said to Moses, 'I am who I am.'
[00:30:49.120 --> 00:30:51.160]   And he says, 'Thus you shall say to the sons of Israel,
[00:30:51.160 --> 00:30:53.360]   'I am has sent me to you.'"
[00:30:53.360 --> 00:30:54.640]   I am.
[00:30:54.640 --> 00:30:56.960]   What does that even mean, I am?
[00:30:56.960 --> 00:30:57.800]   Right?
[00:30:57.800 --> 00:30:58.980]   So I don't know how many of you grew up
[00:30:58.980 --> 00:31:00.380]   watching Popeye the Sailor Man,
[00:31:00.380 --> 00:31:02.380]   that's what he used to say.
[00:31:02.380 --> 00:31:05.340]   I am who I am, and that is all that I am.
[00:31:05.340 --> 00:31:07.740]   I didn't realize how blasphemous that was.
[00:31:07.740 --> 00:31:08.780]   (congregation laughing)
[00:31:08.780 --> 00:31:11.940]   Because that's a title that God used for himself.
[00:31:11.940 --> 00:31:13.980]   I am who I am.
[00:31:13.980 --> 00:31:17.220]   And the meaning behind that, that he is self-sufficient.
[00:31:17.220 --> 00:31:21.300]   He's the only being who is completely independent
[00:31:21.300 --> 00:31:22.340]   of everything else.
[00:31:22.340 --> 00:31:24.980]   If you've taken any philosophy class,
[00:31:24.980 --> 00:31:26.420]   you know one of the main arguments
[00:31:26.420 --> 00:31:29.060]   is everything has cause and effect.
[00:31:29.060 --> 00:31:30.740]   When you see a certain effect,
[00:31:30.740 --> 00:31:32.940]   you say, "Well, what caused that?"
[00:31:32.940 --> 00:31:34.660]   If you see certain things happening in history,
[00:31:34.660 --> 00:31:35.580]   "Well, what caused that?
[00:31:35.580 --> 00:31:36.820]   Why is this happening?"
[00:31:36.820 --> 00:31:38.940]   And you usually kind of try to connect the dots.
[00:31:38.940 --> 00:31:43.940]   What was the cause that created this effect?
[00:31:43.940 --> 00:31:49.140]   Well, Bible tells us that God is the ultimate cause.
[00:31:49.140 --> 00:31:53.180]   That he himself is independent of any change
[00:31:54.100 --> 00:31:56.700]   because he is not dependent on anything.
[00:31:56.700 --> 00:32:00.860]   I mean, think about who we are, right?
[00:32:00.860 --> 00:32:03.580]   I mean, you meet friends that you met from 10 years ago,
[00:32:03.580 --> 00:32:05.060]   and they look similar.
[00:32:05.060 --> 00:32:06.340]   I mean, obviously, they get gray hair,
[00:32:06.340 --> 00:32:08.220]   and they look a little bit different.
[00:32:08.220 --> 00:32:09.780]   But you meet them, it's like there are certain things
[00:32:09.780 --> 00:32:13.740]   that are similar, but people go through change all the time.
[00:32:13.740 --> 00:32:14.660]   We're never the same.
[00:32:14.660 --> 00:32:17.980]   10 years ago, last year, we're constantly changing.
[00:32:17.980 --> 00:32:21.380]   I was thinking about my own life, how I shared with you.
[00:32:21.380 --> 00:32:25.140]   I was born in Korea, and I was thinking,
[00:32:25.140 --> 00:32:28.580]   my life now, who I am, is completely different
[00:32:28.580 --> 00:32:30.700]   than what I remember from my childhood
[00:32:30.700 --> 00:32:34.220]   because I was given a Korean name,
[00:32:34.220 --> 00:32:36.380]   and Korea was a third-world country at that time,
[00:32:36.380 --> 00:32:40.180]   and almost everybody went to the bathroom in the outhouse.
[00:32:40.180 --> 00:32:41.380]   Every once in a while, we would travel
[00:32:41.380 --> 00:32:42.880]   and go to certain parts of the world
[00:32:42.880 --> 00:32:43.720]   where they use the outhouse.
[00:32:43.720 --> 00:32:46.300]   It's like, "Oh, we're so uncomfortable."
[00:32:46.300 --> 00:32:49.540]   But that's what our life was like when we were young.
[00:32:49.540 --> 00:32:52.580]   Didn't speak English till I was about seven or eight years old.
[00:32:52.580 --> 00:32:55.820]   Even our name was given to us by a pastor.
[00:32:55.820 --> 00:33:00.100]   And I think they gave my older brother, Paul,
[00:33:00.100 --> 00:33:02.700]   because he's the leader, he's the oldest,
[00:33:02.700 --> 00:33:04.540]   and then he gave Philip his name
[00:33:04.540 --> 00:33:08.300]   because he's the youngest one, right?
[00:33:08.300 --> 00:33:09.380]   And I think he named me Peter
[00:33:09.380 --> 00:33:13.020]   because I look like a troublemaker, right?
[00:33:13.020 --> 00:33:14.660]   A lot of action.
[00:33:14.660 --> 00:33:19.520]   And so, even my name was given to me later on in life.
[00:33:19.520 --> 00:33:21.180]   But every once in a while, I think,
[00:33:21.180 --> 00:33:22.340]   "What would I have been like
[00:33:22.340 --> 00:33:24.780]   "if I never came to the United States?"
[00:33:24.780 --> 00:33:27.460]   I would have been a completely different person.
[00:33:27.460 --> 00:33:30.660]   Every different stage of our life, something happens.
[00:33:30.660 --> 00:33:33.360]   Maybe something good happens, something bad happens.
[00:33:33.360 --> 00:33:36.780]   Kind of career you choose.
[00:33:36.780 --> 00:33:39.060]   Where you go to school.
[00:33:39.060 --> 00:33:41.180]   Kind of friends you hang out with.
[00:33:41.180 --> 00:33:42.460]   What church you go to.
[00:33:42.460 --> 00:33:45.540]   All of these things affect the way we are,
[00:33:45.540 --> 00:33:48.380]   how we think and how we respond to things.
[00:33:48.380 --> 00:33:51.160]   So every single one of us, our circumstance,
[00:33:51.160 --> 00:33:53.620]   our experience, our relationships,
[00:33:53.620 --> 00:33:56.840]   all of it affects who we are.
[00:33:56.840 --> 00:34:00.560]   Every once in a while, somebody who hears me online
[00:34:00.560 --> 00:34:03.560]   and have never met me, they say, "Hey, you have an accent."
[00:34:03.560 --> 00:34:07.320]   I don't know if you hear it, but I've heard that enough.
[00:34:07.320 --> 00:34:09.160]   And they said, "It's kind of fobby."
[00:34:09.160 --> 00:34:13.000]   Kind of fobby, but it's not quite fobby.
[00:34:13.000 --> 00:34:16.640]   I kind of hear a little bit of New Jersey.
[00:34:16.640 --> 00:34:17.560]   (audience laughing)
[00:34:17.560 --> 00:34:19.840]   A little bit of the South and Midwest.
[00:34:19.840 --> 00:34:22.200]   And they can't quite figure it out,
[00:34:22.200 --> 00:34:25.520]   but it's not normal, basically, that's what they mean.
[00:34:25.520 --> 00:34:29.320]   That's because we lived in the East Coast at one point.
[00:34:29.320 --> 00:34:32.560]   And then my parents moved to the Midwest at one point.
[00:34:32.560 --> 00:34:35.260]   And then we lived in the South for a period.
[00:34:35.260 --> 00:34:36.700]   Then went back to Korea and came back,
[00:34:36.700 --> 00:34:39.020]   so our family was nomadic.
[00:34:39.020 --> 00:34:40.540]   So I think each one of those places,
[00:34:40.540 --> 00:34:42.280]   I picked up a little bit of accent.
[00:34:42.280 --> 00:34:44.680]   So I don't even know what it is,
[00:34:44.680 --> 00:34:46.520]   but they said people who hear me online saying,
[00:34:46.520 --> 00:34:50.040]   "You have something, I just can't make it out."
[00:34:50.040 --> 00:34:52.560]   So even I don't know, but my circumstances
[00:34:52.560 --> 00:34:55.280]   had affected even my speech, right?
[00:34:55.280 --> 00:34:57.120]   Even the way maybe I say things.
[00:34:57.120 --> 00:35:02.120]   Every single one of us is affected by our circumstance.
[00:35:02.120 --> 00:35:05.400]   And that's part of the reason why we are always changing.
[00:35:05.400 --> 00:35:11.200]   In order for a being to be immutable,
[00:35:11.200 --> 00:35:14.520]   he cannot be affected by his circumstance.
[00:35:15.420 --> 00:35:17.480]   God is the ultimate cause.
[00:35:17.480 --> 00:35:20.400]   He's completely independent.
[00:35:20.400 --> 00:35:24.240]   And that's what he means when he says, "I am who I am."
[00:35:24.240 --> 00:35:27.680]   Not I will be, not I was, but I am.
[00:35:27.680 --> 00:35:32.020]   Secondly, Jesus is immutable because he is perfect.
[00:35:32.020 --> 00:35:35.620]   In order for something to remain the same,
[00:35:35.620 --> 00:35:39.480]   there needs to be continuation, right?
[00:35:39.480 --> 00:35:40.740]   He needs to be perfect.
[00:35:40.740 --> 00:35:43.200]   In Numbers 23, 19, he says, "God is not man,
[00:35:43.200 --> 00:35:44.980]   "that he should lie, nor the Son of Man,
[00:35:44.980 --> 00:35:46.120]   "that he should repent."
[00:35:46.120 --> 00:35:47.920]   In other words, to change.
[00:35:47.920 --> 00:35:49.800]   "Has he said, and will he not do it?
[00:35:49.800 --> 00:35:52.680]   "Or has he spoken, and will he not make it good?"
[00:35:52.680 --> 00:35:56.400]   God is immutable because he never makes judgment
[00:35:56.400 --> 00:35:57.400]   that is wrong.
[00:35:57.400 --> 00:35:59.500]   He is perfect.
[00:35:59.500 --> 00:36:02.380]   James 1, 17, it says, "Every good thing given,
[00:36:02.380 --> 00:36:04.320]   "and every perfect gift is from above,
[00:36:04.320 --> 00:36:06.120]   "coming down from the Father of lights,
[00:36:06.120 --> 00:36:10.020]   "with whom there is no variation or shifting shadow."
[00:36:10.020 --> 00:36:12.600]   God, in his very nature,
[00:36:12.600 --> 00:36:14.520]   in order for somebody to be immutable,
[00:36:14.520 --> 00:36:17.660]   there has to be perfection in him already.
[00:36:17.660 --> 00:36:20.200]   Without that perfection, we may do things
[00:36:20.200 --> 00:36:21.320]   and then end up regretting it.
[00:36:21.320 --> 00:36:22.880]   Oh, maybe that was not the right thing.
[00:36:22.880 --> 00:36:25.040]   Or we may know what's right to do,
[00:36:25.040 --> 00:36:26.240]   and then not to do it.
[00:36:26.240 --> 00:36:28.640]   You know, one of the things that we talk about
[00:36:28.640 --> 00:36:31.160]   in marriage counseling is the key to
[00:36:31.160 --> 00:36:32.160]   having a good relationship,
[00:36:32.160 --> 00:36:33.700]   one of the keys to a good relationship,
[00:36:33.700 --> 00:36:37.240]   having good biblical communication, right?
[00:36:37.240 --> 00:36:40.480]   Biblical communication isn't technique, right?
[00:36:40.480 --> 00:36:42.140]   When she says this, do this.
[00:36:43.220 --> 00:36:44.300]   Make sure you say this.
[00:36:44.300 --> 00:36:45.460]   Happy wife, happy life.
[00:36:45.460 --> 00:36:46.820]   How do you make her happy?
[00:36:46.820 --> 00:36:48.740]   It's not about technique.
[00:36:48.740 --> 00:36:51.100]   The reason why communication has broken down
[00:36:51.100 --> 00:36:54.000]   is because it always comes through a sinful filter.
[00:36:54.000 --> 00:36:57.180]   If I say this, what is she gonna think?
[00:36:57.180 --> 00:36:59.240]   Well, I don't want her to know everything.
[00:36:59.240 --> 00:37:00.860]   So everything that we say comes through
[00:37:00.860 --> 00:37:02.540]   a some sort of sinful filter.
[00:37:02.540 --> 00:37:05.240]   You hurt me, so I'm gonna hurt you, right?
[00:37:05.240 --> 00:37:06.620]   I don't want you to know this.
[00:37:06.620 --> 00:37:08.600]   Or I want you to think of me in this way,
[00:37:08.600 --> 00:37:11.500]   so we exaggerate certain things and minimize other things.
[00:37:12.380 --> 00:37:15.660]   Like Jesus said, what comes out of us,
[00:37:15.660 --> 00:37:17.900]   what comes out of our mouth is what's inside of us.
[00:37:17.900 --> 00:37:19.280]   It's not what we eat that corrupts us,
[00:37:19.280 --> 00:37:21.180]   it's what comes out of us that corrupts us.
[00:37:21.180 --> 00:37:23.240]   And so what comes out of us in our words
[00:37:23.240 --> 00:37:26.780]   and our communication comes through a sinful filter.
[00:37:26.780 --> 00:37:28.740]   So basically what he is saying is
[00:37:28.740 --> 00:37:31.380]   we have a corrupt nature through which
[00:37:31.380 --> 00:37:34.580]   all communication comes out of.
[00:37:34.580 --> 00:37:37.660]   So part of the things that we study in marriage counseling
[00:37:37.660 --> 00:37:40.460]   is recognizing what they are
[00:37:40.460 --> 00:37:42.420]   and then try to be sanctified
[00:37:42.420 --> 00:37:47.060]   knowing that these things are coming up for these reasons.
[00:37:47.060 --> 00:37:48.860]   So those of you who went through marriage counseling
[00:37:48.860 --> 00:37:51.300]   with me recently, talking about how
[00:37:51.300 --> 00:37:53.300]   make sure you're a good listener, you understand,
[00:37:53.300 --> 00:37:54.960]   make sure that you don't react,
[00:37:54.960 --> 00:37:59.460]   and make sure that what you say is not exaggerated
[00:37:59.460 --> 00:38:01.980]   when you say it, and then learn how to speak the truth
[00:38:01.980 --> 00:38:04.540]   in love, that you never compromise both.
[00:38:04.540 --> 00:38:06.580]   But in the end, you can know all of that
[00:38:07.780 --> 00:38:10.540]   and then be in front of your wife and your husband
[00:38:10.540 --> 00:38:12.060]   knowing that you shouldn't say this,
[00:38:12.060 --> 00:38:14.420]   knowing that this is probably not the right thing to do,
[00:38:14.420 --> 00:38:15.580]   and then do it anyway.
[00:38:15.580 --> 00:38:19.300]   Like why, why do you know if this is going to,
[00:38:19.300 --> 00:38:22.020]   if this is not good, and this is gonna start,
[00:38:22.020 --> 00:38:24.560]   this is gonna hurt her, why would you do it anyway?
[00:38:24.560 --> 00:38:25.620]   Because she hurt me.
[00:38:25.620 --> 00:38:29.820]   That you know the right thing to do
[00:38:29.820 --> 00:38:31.220]   and you won't do it anyway
[00:38:31.220 --> 00:38:34.460]   because it hurts your pride,
[00:38:34.460 --> 00:38:37.100]   because you're somehow weighing the scale
[00:38:37.100 --> 00:38:38.580]   and she said, well, she did it to me,
[00:38:38.580 --> 00:38:40.380]   so I'm gonna do this to her.
[00:38:40.380 --> 00:38:42.740]   So even though we would have all the knowledge,
[00:38:42.740 --> 00:38:44.180]   we choose to do what's wrong
[00:38:44.180 --> 00:38:46.180]   because there's something corrupt in us.
[00:38:46.180 --> 00:38:50.060]   See, if in order for God to be,
[00:38:50.060 --> 00:38:53.340]   Jesus to be immutable and perfect,
[00:38:53.340 --> 00:38:55.460]   he himself needs to be perfect,
[00:38:55.460 --> 00:38:58.180]   that he can't do something and then just,
[00:38:58.180 --> 00:39:00.140]   ah, forget it, I don't wanna do it.
[00:39:00.140 --> 00:39:02.020]   If I make a promise to you,
[00:39:02.020 --> 00:39:04.580]   I may have all intention today
[00:39:04.580 --> 00:39:05.940]   that I'm gonna fulfill this promise
[00:39:05.940 --> 00:39:08.300]   and then tomorrow I change my mind.
[00:39:08.300 --> 00:39:10.660]   You know, maybe you said something,
[00:39:10.660 --> 00:39:12.260]   maybe you did something,
[00:39:12.260 --> 00:39:14.540]   maybe I'm just not in the mood, you know,
[00:39:14.540 --> 00:39:16.540]   maybe I'm tempted by something.
[00:39:16.540 --> 00:39:20.020]   So one of the most arrogant things
[00:39:20.020 --> 00:39:24.220]   that a human being can say is I will, right?
[00:39:24.220 --> 00:39:26.260]   There's a reason why Jesus says,
[00:39:26.260 --> 00:39:28.820]   don't say I'm going to go to this city or that city,
[00:39:28.820 --> 00:39:30.580]   is that if the Lord wills.
[00:39:30.580 --> 00:39:32.620]   And basically what he's telling us,
[00:39:32.620 --> 00:39:34.740]   you don't have control over yourself.
[00:39:34.740 --> 00:39:37.180]   You don't have control over the circumstance.
[00:39:37.180 --> 00:39:38.860]   You don't have control over your own will.
[00:39:38.860 --> 00:39:41.540]   You may be perfectly willed today,
[00:39:41.540 --> 00:39:42.900]   but tomorrow say forget it.
[00:39:42.900 --> 00:39:45.780]   In order for him to be immutable,
[00:39:45.780 --> 00:39:47.500]   he himself needs to be perfect.
[00:39:47.500 --> 00:39:50.300]   First John 1.5, this is the message we have heard from him
[00:39:50.300 --> 00:39:52.420]   and announced to you that God is light
[00:39:52.420 --> 00:39:54.860]   and in him there is no darkness at all.
[00:39:54.860 --> 00:39:57.580]   So in order for him to be immutable,
[00:39:57.580 --> 00:40:02.540]   he needs to be completely independent from any circumstance
[00:40:02.540 --> 00:40:03.780]   and he needs to remain the same
[00:40:03.780 --> 00:40:06.540]   no matter what situation, no matter when,
[00:40:06.540 --> 00:40:09.300]   and he himself needs to be without corruption.
[00:40:09.300 --> 00:40:13.900]   Third, Jesus is immutable because he is omnipotent,
[00:40:13.900 --> 00:40:16.220]   all powerful.
[00:40:16.220 --> 00:40:20.340]   Isaiah 40.28, do you not know, have you not heard?
[00:40:20.340 --> 00:40:21.740]   The everlasting God, the Lord,
[00:40:21.740 --> 00:40:23.420]   the creator of the ends of the earth
[00:40:23.420 --> 00:40:24.860]   does not become weary or tired.
[00:40:24.860 --> 00:40:27.500]   His understanding is inscrutable.
[00:40:27.500 --> 00:40:33.700]   We don't have the power to fulfill what we desire.
[00:40:33.700 --> 00:40:36.600]   We may be successful in some things,
[00:40:36.600 --> 00:40:40.540]   but there's a reason why he said not to make oaths.
[00:40:40.540 --> 00:40:45.820]   I mean, let alone years and years of history of this,
[00:40:45.820 --> 00:40:49.140]   but for man to be able to say I will do this,
[00:40:49.140 --> 00:40:52.620]   you have to have the ability to carry that out.
[00:40:52.620 --> 00:40:55.860]   I can tell you that next year, next week,
[00:40:55.860 --> 00:40:57.620]   I was gonna be here and that's my,
[00:40:57.620 --> 00:41:00.420]   you can look at the probability, right,
[00:41:00.420 --> 00:41:02.500]   of all the years of what we experienced,
[00:41:02.500 --> 00:41:04.420]   but is it guaranteed 100%?
[00:41:04.420 --> 00:41:06.740]   Nothing is guaranteed.
[00:41:06.740 --> 00:41:10.420]   I may get in a car accident, there's something might happen,
[00:41:10.420 --> 00:41:13.180]   or the streets may get shut down, we don't know.
[00:41:13.180 --> 00:41:15.940]   I don't have that power.
[00:41:15.940 --> 00:41:20.540]   So the best that I can do is say I'm gonna do my best.
[00:41:20.540 --> 00:41:21.780]   I'm gonna do my best.
[00:41:21.780 --> 00:41:25.380]   But I don't have the power to guarantee that.
[00:41:25.380 --> 00:41:27.500]   See, when God says he's gonna do something,
[00:41:27.500 --> 00:41:29.740]   he's not simply predicting.
[00:41:29.740 --> 00:41:31.340]   He's not looking down at history, he's like,
[00:41:31.340 --> 00:41:32.780]   I wish this will happen.
[00:41:32.780 --> 00:41:34.500]   That's not what he's doing.
[00:41:34.500 --> 00:41:38.500]   If God is not all powerful, if he's not omnipotent,
[00:41:38.500 --> 00:41:42.300]   all he can say is I hope this happens.
[00:41:42.300 --> 00:41:44.060]   I hope this happens.
[00:41:44.060 --> 00:41:46.660]   And I hope that my son will come one day
[00:41:46.660 --> 00:41:48.540]   and do what I hope he will do.
[00:41:48.540 --> 00:41:51.020]   I hope he doesn't change his mind.
[00:41:51.020 --> 00:41:53.540]   I hope the circumstances work out.
[00:41:53.540 --> 00:41:56.620]   But the reason why he says it definitively
[00:41:56.620 --> 00:41:58.820]   is because the one who makes the promise
[00:41:58.820 --> 00:42:01.020]   is powerful enough to fulfill it,
[00:42:01.020 --> 00:42:03.500]   and he's the only one who can do that.
[00:42:03.500 --> 00:42:06.340]   So in order for him to be immutable,
[00:42:06.340 --> 00:42:09.060]   he needs to also be all powerful.
[00:42:09.060 --> 00:42:12.100]   He needs to be above politics.
[00:42:12.100 --> 00:42:14.540]   He needs to be above the weather.
[00:42:14.540 --> 00:42:17.500]   He needs to be above whatever challenges may come
[00:42:17.500 --> 00:42:20.340]   that he is powerful enough to fulfill his purpose.
[00:42:20.340 --> 00:42:25.620]   Isaiah 43, 13 says, "Even from eternity I am he.
[00:42:25.620 --> 00:42:27.780]   "There is none who can deliver out of my hand.
[00:42:27.780 --> 00:42:31.060]   "I act, and who can reverse it?"
[00:42:31.060 --> 00:42:33.940]   He said, "I act, and who can reverse it?"
[00:42:33.940 --> 00:42:37.220]   What he desired, what he has planned, what he has promised,
[00:42:37.220 --> 00:42:40.500]   only he can fulfill 100%.
[00:42:40.500 --> 00:42:42.500]   That's why we can bank on him.
[00:42:42.500 --> 00:42:44.340]   That's why we anchor in him
[00:42:44.340 --> 00:42:46.540]   that whatever promises that he has made,
[00:42:46.540 --> 00:42:49.260]   he will fulfill if you believe it.
[00:42:49.260 --> 00:42:51.740]   Colossians 1, 16 through 17,
[00:42:51.740 --> 00:42:54.260]   "For by him all things were created,
[00:42:54.260 --> 00:42:56.220]   "both in heaven and on earth, visible and invisible,
[00:42:56.220 --> 00:42:58.300]   "whether thrones or dominions or rulers or authority.
