
[00:00:00.000 --> 00:00:07.000]   [silence]
[00:27:40.000 --> 00:27:42.000]   That's the truth. That's the truth.
[00:27:42.000 --> 00:27:47.000]   You can get in. Basically, if you want to get in, you can get in.
[00:27:47.000 --> 00:27:52.000]   When's the last time you met somebody that got rejected from seminary?
[00:27:52.000 --> 00:27:55.000]   Anyway, let me move on. Okay.
[00:27:55.000 --> 00:27:57.000]   That's typically how it works.
[00:27:57.000 --> 00:28:01.000]   You decide to go, you go into seminary, and then you start studying.
[00:28:01.000 --> 00:28:03.000]   Some are good students, some are not good students, right?
[00:28:03.000 --> 00:28:08.000]   But once you enter, there's plenty of churches who are in need, right?
[00:28:08.000 --> 00:28:12.000]   You have youth groups, and you have children's ministry, college ministry.
[00:28:12.000 --> 00:28:15.000]   We have more churches than pastors who can fill the role.
[00:28:15.000 --> 00:28:19.000]   So if you happen to be in seminary, because so few people want to be full-time ministers
[00:28:19.000 --> 00:28:22.000]   because the draw isn't money, right?
[00:28:22.000 --> 00:28:25.000]   So even to do that, you have to have some kind of sacrifice.
[00:28:25.000 --> 00:28:31.000]   So if you're willing to sacrifice, then you come into ministry, and then you become a pastor.
[00:28:31.000 --> 00:28:37.000]   Because as soon as you have one class under your belt, you're a pastor.
[00:28:37.000 --> 00:28:43.000]   And then once you enter in and you become a pastor, you're no different than John Piper.
[00:28:43.000 --> 00:28:46.000]   Because you're standing up on, at least to your authority,
[00:28:46.000 --> 00:28:49.000]   in front of people who don't know much of Scripture, whatever you say goes.
[00:28:49.000 --> 00:28:55.000]   And then typically what happens, you become a pastor, but he never went through any kind of filtering.
[00:28:55.000 --> 00:28:58.000]   So Scripture says not to lay hands hastily.
[00:28:58.000 --> 00:29:02.000]   Because some men's sins are obvious, some men's sins trail behind them.
[00:29:02.000 --> 00:29:07.000]   So I'm not saying that everybody who enters into ministry that way are all bad,
[00:29:07.000 --> 00:29:09.000]   and they're not representing Christ.
[00:29:09.000 --> 00:29:12.000]   But the thing is, there is no filter.
[00:29:12.000 --> 00:29:18.000]   And so if you want to get ordained, all you have to do is say, "Hey, I want to get ordained," and you get tested.
[00:29:18.000 --> 00:29:23.000]   And so if you were a C+ student, you can pass an ordination,
[00:29:23.000 --> 00:29:28.000]   because most denominations have a board of elders that will test you.
[00:29:28.000 --> 00:29:30.000]   They say, "These are the facts that you need to know."
[00:29:30.000 --> 00:29:32.000]   They were already tested, or they wouldn't have graduated seminary.
[00:29:32.000 --> 00:29:37.000]   So all they have to do is answer these questions and get a decent grade, and you're ordained.
[00:29:37.000 --> 00:29:40.000]   And so once you get ordained, you have authority to speak the Word of God.
[00:29:40.000 --> 00:29:43.000]   It's just a matter of where.
[00:29:43.000 --> 00:29:48.000]   So that's typically--I'm not telling you like an extraordinary way that somebody comes into ministry.
[00:29:48.000 --> 00:29:53.000]   Nine out of ten people who come into ministry come into ministry through those channels,
[00:29:53.000 --> 00:29:56.000]   because the church is not well.
[00:29:56.000 --> 00:30:02.000]   And because the church is sick, anybody who wants to can easily become a pastor.
[00:30:02.000 --> 00:30:06.000]   So it's kind of like, well, we hope that they do well.
[00:30:06.000 --> 00:30:08.000]   We hope that they have integrity.
[00:30:08.000 --> 00:30:11.000]   We hope that they're not coming to please man.
[00:30:11.000 --> 00:30:20.000]   But the truth is a lot of people come through these doors simply because they wanted to, period.
[00:30:20.000 --> 00:30:24.000]   When the Scripture clearly says not to lay hands hastily,
[00:30:24.000 --> 00:30:29.000]   because some mentions are obvious that everybody is going to see and say, "Why? That guy is going to be in ministry?"
[00:30:29.000 --> 00:30:33.000]   And then some mentions trail behind them, like when they are tested.
[00:30:33.000 --> 00:30:35.000]   You can see.
[00:30:35.000 --> 00:30:41.000]   You can see their flaws, and clearly they shouldn't represent God in that way.
[00:30:41.000 --> 00:30:48.000]   And so he says to warn them that if you lay hands hastily, that you will participate in their sin, and you will also be guilty.
[00:30:48.000 --> 00:30:52.000]   And so he tells Timothy to be cautious.
[00:30:52.000 --> 00:30:59.000]   The way that someone enters into ministry, there are a lot of people who shouldn't be up in the pulpit.
[00:30:59.000 --> 00:31:02.000]   There are a lot of people, a lot of churches.
[00:31:02.000 --> 00:31:09.000]   Again, my goal is not to paint the picture of despair in the churches.
[00:31:09.000 --> 00:31:12.000]   But when the Scripture says these false prophets are running,
[00:31:12.000 --> 00:31:20.000]   and they are saying what people want to hear because they want to have a successful church,
[00:31:20.000 --> 00:31:28.000]   and as a result of that, they will distort and say and do whatever it takes to be successful.
[00:31:28.000 --> 00:31:32.000]   But their idea of success is very worldly.
[00:31:32.000 --> 00:31:44.000]   Paul's boldness came from clear guidance that God sent him for the purpose of ministering in Christ to the Gentiles in preaching the gospel.
[00:31:44.000 --> 00:31:49.000]   He was handpicked by Christ, and that's why he was able to speak with such boldness.
[00:31:49.000 --> 00:31:56.000]   In Jeremiah 6.14, the false prophets are described that they have healed the wound of my people lightly,
[00:31:56.000 --> 00:31:58.000]   saying, "Peace, peace, when there is no peace."
[00:31:58.000 --> 00:32:01.000]   You know the wound that he's talking about?
[00:32:01.000 --> 00:32:03.000]   He's not talking about broken relationships.
[00:32:03.000 --> 00:32:06.000]   He's not talking about hardships in raising children.
[00:32:06.000 --> 00:32:08.000]   You know the wound that he's talking about?
[00:32:08.000 --> 00:32:11.000]   He's talking about their idolatry.
[00:32:11.000 --> 00:32:14.000]   He's talking about their sin.
[00:32:14.000 --> 00:32:18.000]   He says these false prophets are looking at the sin and the judgment that they're under,
[00:32:18.000 --> 00:32:23.000]   and instead of warning them for their sins, their wounds, he's treating it lightly.
[00:32:23.000 --> 00:32:31.000]   Basically putting a band-aid over their cancer, and making them feel better, and telling them everything is okay.
[00:32:31.000 --> 00:32:41.000]   Part of the reason why the affection for Christ is hazy is because the way that the gospel is being preached today.
[00:32:41.000 --> 00:32:48.000]   See, the reason why these false prophets were being convicted and under the judgment of God
[00:32:48.000 --> 00:32:57.000]   is because the primary purpose of the church is to bring unrepentant sinners to repent and to be reconciled to a holy God.
[00:32:57.000 --> 00:33:03.000]   It is not people who are lonely, who need community, that that's why he established the church.
[00:33:03.000 --> 00:33:07.000]   He didn't establish the church because there's a lot of hungry people that need to be fed.
[00:33:07.000 --> 00:33:12.000]   He didn't establish the church because the world is filled with orphans that need to be adopted.
[00:33:12.000 --> 00:33:18.000]   He didn't establish the church because it's hard living and we have financial problems to deal with that issue.
[00:33:18.000 --> 00:33:25.000]   All of these things are a byproduct of people who are saved, but the primary reason why Christ came
[00:33:25.000 --> 00:33:28.000]   was to reconcile sinners to a holy God.
[00:33:28.000 --> 00:33:34.000]   Everything that he did, everything that he said was for that purpose.
[00:33:34.000 --> 00:33:41.000]   See, when the gospel is presented properly, it brings sinners to their knees.
[00:33:41.000 --> 00:33:44.000]   In desperate need for Christ.
[00:33:44.000 --> 00:33:50.000]   When a church is filled with people who want Christ, but doesn't need him.
[00:33:50.000 --> 00:34:00.000]   You have a church filled with people who are singing songs, regurgitating information, attending Bible study, but never fully committed.
[00:34:00.000 --> 00:34:10.000]   Never fully committed, because it is enough for people who are half convicted to just listen to good messages.
[00:34:10.000 --> 00:34:13.000]   It is enough just to read the books.
[00:34:13.000 --> 00:34:19.000]   It is enough to be in the community of people who are doing the right things.
[00:34:19.000 --> 00:34:29.000]   But when we are convicted of this truth, it brings to every single person, including myself, on our knees desperate for a Savior.
[00:34:29.000 --> 00:34:34.000]   Desperate for a Savior. That's the purpose of Paul's letter.
[00:34:34.000 --> 00:34:41.000]   He said, "I write these things with boldness, because life and death was on the line."
[00:34:41.000 --> 00:34:46.000]   He wasn't just simply covering over their cancer with band-aid.
[00:34:46.000 --> 00:34:52.000]   Even though it hurts, this pain is good for the sinners.
[00:34:52.000 --> 00:35:00.000]   When people are convicted over their sins, they may not like what they hear, and at times they picked up stones to stone him.
[00:35:00.000 --> 00:35:06.000]   He never held back this message, because he was dealing with cancer, not a cut.
[00:35:06.000 --> 00:35:15.000]   That's where his boldness came from. Clarity, conviction, his proximity to Christ and to the Holy Spirit.
[00:35:15.000 --> 00:35:27.000]   Until you and I are connected with the Savior, we will always be satisfied with someone else's testimony.
[00:35:27.000 --> 00:35:32.000]   We just regurgitate, "Oh, my pastor said this, these people went there, and I read a story about this."
[00:35:32.000 --> 00:35:38.000]   But it's never our testimony. It's never about us.
[00:35:38.000 --> 00:35:45.000]   We're not witnesses for Christ. We're witnesses of witnesses of Christ.
[00:35:45.000 --> 00:35:49.000]   And it loses its power.
[00:35:49.000 --> 00:35:55.000]   We are called to be near Christ.
[00:35:55.000 --> 00:35:57.000]   That's where our boldness and conviction comes from.
[00:35:57.000 --> 00:36:00.000]   Ezekiel 2.3-10
[00:36:00.000 --> 00:36:06.000]   "Ah, he said to me, 'Son of man, I send you to the people of Israel, to nations of rebels who have rebelled against me.
[00:36:06.000 --> 00:36:10.000]   They and their fathers have transgressed against me to this very day.
[00:36:10.000 --> 00:36:13.000]   The descendants also are impudent and stubborn.
[00:36:13.000 --> 00:36:17.000]   I send you to them, and you shall say to them, 'Thus says the Lord God.'
[00:36:17.000 --> 00:36:21.000]   And whether they hear or refuse to hear, for they are a rebellious house,
[00:36:21.000 --> 00:36:25.000]   they will know that a prophet has been among them."
[00:36:25.000 --> 00:36:27.000]   Now, I want you to listen very carefully.
[00:36:27.000 --> 00:36:33.000]   He calls Ezekiel to a stubborn nation, obstinate, impudent.
[00:36:33.000 --> 00:36:36.000]   And he said to preach this to them.
[00:36:36.000 --> 00:36:40.000]   And then he says, "Whether they hear or refuse to hear."
[00:36:40.000 --> 00:36:43.000]   Now, does God know that they're not going to listen to him?
[00:36:43.000 --> 00:36:46.000]   Of course, he already knows.
[00:36:46.000 --> 00:36:48.000]   Then why send him?
[00:36:48.000 --> 00:36:50.000]   He calls Isaiah.
[00:36:50.000 --> 00:36:54.000]   He shows him this awesome vision of God.
[00:36:54.000 --> 00:36:57.000]   "Who will go for me and represent me and speak on my behalf?"
[00:36:57.000 --> 00:37:01.000]   And Isaiah nobly says, "I will go. Here am I. Send me."
[00:37:01.000 --> 00:37:04.000]   And then God says, "Go to these people who are stubborn, stiff-necked.
[00:37:04.000 --> 00:37:05.000]   They will not listen to you."
[00:37:05.000 --> 00:37:09.000]   He said, "What? How long? I'll put in my time."
[00:37:09.000 --> 00:37:12.000]   A year, two years? When are they going to repent?
[00:37:12.000 --> 00:37:14.000]   He said, "Until judgment comes."
[00:37:14.000 --> 00:37:17.000]   "What? Then why are you sending me?
[00:37:17.000 --> 00:37:19.000]   Why go through all that drama of showing your kingdom
[00:37:19.000 --> 00:37:23.000]   and cleansing my mouth so that I can be your mouthpiece
[00:37:23.000 --> 00:37:27.000]   to people who aren't going to listen?"
[00:37:27.000 --> 00:37:34.000]   You know, the very first temptation that I ran into in ministry was this.
[00:37:34.000 --> 00:37:36.000]   You know, when I first came into ministry,
[00:37:36.000 --> 00:37:39.000]   I saw what I thought was a lot of fruit.
[00:37:39.000 --> 00:37:44.000]   I was a youth pastor and started with five youth group kids,
[00:37:44.000 --> 00:37:46.000]   and then they grew to 16.
[00:37:46.000 --> 00:37:49.000]   So revival, right?
[00:37:49.000 --> 00:37:52.000]   And then I went to Oron Baptist, and I was in a youth group,
[00:37:52.000 --> 00:37:55.000]   and it started with 30-something, and then it grew to about 70, 80.
[00:37:55.000 --> 00:37:57.000]   And then they transferred me to the college ministry.
[00:37:57.000 --> 00:38:01.000]   It started with 15, and at one point it grew to almost 100 people.
[00:38:01.000 --> 00:38:04.000]   So on the surface, it looked great.
[00:38:04.000 --> 00:38:08.000]   And I started getting support from the parents,
[00:38:08.000 --> 00:38:10.000]   like the youth group is growing,
[00:38:10.000 --> 00:38:13.000]   our children who didn't want to come to church are now coming to church.
[00:38:13.000 --> 00:38:18.000]   And at one point, our church was the biggest college ministry.
[00:38:18.000 --> 00:38:19.000]   This is before Bethel.
[00:38:19.000 --> 00:38:21.000]   Those of you guys who know this, Bethel Church,
[00:38:21.000 --> 00:38:23.000]   before they started really growing.
[00:38:23.000 --> 00:38:28.000]   So ours was the biggest English ministry in this area for two reasons.
[00:38:28.000 --> 00:38:34.000]   One, our church was known to be a sports church.
[00:38:34.000 --> 00:38:38.000]   So annually we had a volleyball tournament, and our church dominated
[00:38:38.000 --> 00:38:41.000]   because we had all the varsity volleyball players
[00:38:41.000 --> 00:38:44.000]   of Irvine High School at our church.
[00:38:44.000 --> 00:38:46.000]   So we had the best setter, we had the best spiker,
[00:38:46.000 --> 00:38:48.000]   and so we were known as the sports church.
[00:38:48.000 --> 00:38:51.000]   And then we built the outside basketball court, full court,
[00:38:51.000 --> 00:38:57.000]   and we would finish service, go out and get lunch,
[00:38:57.000 --> 00:38:59.000]   and we have to hurry up and run back,
[00:38:59.000 --> 00:39:01.000]   or else you're going to have to wait three games to play a game.
[00:39:01.000 --> 00:39:05.000]   So we would play anywhere from 1 p.m. to sometimes 8 o'clock
[00:39:05.000 --> 00:39:07.000]   during the summer, right?
[00:39:07.000 --> 00:39:10.000]   And so we played like crazy.
[00:39:10.000 --> 00:39:11.000]   So that was one of the reasons.
[00:39:11.000 --> 00:39:15.000]   So we attracted all these guys who were interested in sports,
[00:39:15.000 --> 00:39:17.000]   and then we had some attractive people at church.
[00:39:17.000 --> 00:39:20.000]   That was the second reason, maybe the bigger reason.
[00:39:20.000 --> 00:39:23.000]   We had some cheerleaders at Uni High School and Irvine High School,
[00:39:23.000 --> 00:39:26.000]   and so a lot of these guys that I didn't see in worship,
[00:39:26.000 --> 00:39:29.000]   I would see them around the church.
[00:39:29.000 --> 00:39:35.000]   And routinely I would have to ask them after church, "What are you doing here?"
[00:39:35.000 --> 00:39:38.000]   And I would chew them out of the church.
[00:39:38.000 --> 00:39:42.000]   But they were coming to church, so it was growing in number.
[00:39:42.000 --> 00:39:46.000]   And so on the surface, it looked like, "Wow, great things are happening in church,"
[00:39:46.000 --> 00:39:52.000]   but then the more I looked into the church, it wasn't real fruit.
[00:39:52.000 --> 00:39:56.000]   And the reason why I wasn't satisfied with that is because I grew up--
[00:39:56.000 --> 00:39:58.000]   I'm a third-generation pastor in our home,
[00:39:58.000 --> 00:40:02.000]   and I saw everything behind the curtain.
[00:40:02.000 --> 00:40:06.000]   At one point, my dad was a pastor of a large church out in Korea,
[00:40:06.000 --> 00:40:09.000]   but he was also a pastor of a church of 30 or 40 members,
[00:40:09.000 --> 00:40:12.000]   so I've experienced both ends.
[00:40:12.000 --> 00:40:17.000]   And I was around famous pastors, revival speakers,
[00:40:17.000 --> 00:40:20.000]   people who were scholars who were professors and teaching at large seminaries.
[00:40:20.000 --> 00:40:25.000]   So I was sitting in the back listening to all this and know all the drama in the church,
[00:40:25.000 --> 00:40:30.000]   and I knew that so much of Christianity is just the presentation,
[00:40:30.000 --> 00:40:33.000]   and that's part of the reason why I hated the church.
[00:40:33.000 --> 00:40:37.000]   So when I began to see this in the church, it grieved me
[00:40:37.000 --> 00:40:40.000]   that it looked great on the surface, but behind the scene,
[00:40:40.000 --> 00:40:44.000]   people were telling me things like, "Hey, Peter, can you keep your sermon short?
[00:40:44.000 --> 00:40:48.000]   We need more time to play basketball."
[00:40:48.000 --> 00:40:53.000]   And it was genuine advice, concern that they figured out how to do ministry.
[00:40:53.000 --> 00:40:56.000]   And sure enough, it's true.
[00:40:56.000 --> 00:41:01.000]   There's easy way to double the attendance of this church.
[00:41:01.000 --> 00:41:04.000]   One, keep the sermon shorter.
[00:41:04.000 --> 00:41:08.000]   That's the first thing, because I've heard so many people who refuse to come to our church
[00:41:08.000 --> 00:41:11.000]   because my sermons are over 30 minutes.
[00:41:11.000 --> 00:41:16.000]   So if I kept it around 25 minutes, I know it would attract a lot of your friends,
[00:41:16.000 --> 00:41:20.000]   because I've been told that, so I'm very aware of that.
[00:41:20.000 --> 00:41:24.000]   Don't be too strong in your sermon, because it makes people feel uncomfortable.
[00:41:24.000 --> 00:41:28.000]   I've had people stand up in the middle of the service and just leave,
[00:41:28.000 --> 00:41:31.000]   and I know why they were leaving. They weren't going to the bathroom.
[00:41:31.000 --> 00:41:34.000]   I've seen it enough.
[00:41:34.000 --> 00:41:38.000]   So I know, keep it light, encourage them. Life is hard.
[00:41:38.000 --> 00:41:40.000]   So they want to come to church and be encouraged.
[00:41:40.000 --> 00:41:45.000]   And again, there's nothing innately wrong with all of that.
[00:41:45.000 --> 00:41:51.000]   But I was so frustrated, even at the peak of ministry,
[00:41:51.000 --> 00:41:55.000]   when the numbers were growing, because it wasn't what I wanted to see.
[00:41:55.000 --> 00:42:02.000]   And I began to feel like I was more of a recreational leader than a minister of God.
[00:42:02.000 --> 00:42:06.000]   And so I was starting to wrestle with this. Why do I really want to do this?
[00:42:06.000 --> 00:42:09.000]   I've seen what my mom went through. I've seen what our family went through,
[00:42:09.000 --> 00:42:11.000]   because my dad was in ministry.
[00:42:11.000 --> 00:42:14.000]   It's one thing to sacrifice to see real fruit.
[00:42:14.000 --> 00:42:17.000]   It's another thing to sacrifice to see this.
[00:42:17.000 --> 00:42:19.000]   So I tried everything.
[00:42:19.000 --> 00:42:22.000]   I started fasting.
[00:42:22.000 --> 00:42:24.000]   I did morning prayer.
[00:42:24.000 --> 00:42:26.000]   Friday night prayer.
[00:42:26.000 --> 00:42:34.000]   And there was a period when street preaching was a regular part of our life.
[00:42:34.000 --> 00:42:41.000]   And street preach in parades, on campus, in classrooms.
[00:42:41.000 --> 00:42:45.000]   And so the first youth group that I led at Irvine Baptist,
[00:42:45.000 --> 00:42:50.000]   I used to take them in front of Irvine High School and have them preach.
[00:42:50.000 --> 00:42:53.000]   They would stand in a corner, and when their friends would go during lunchtime,
[00:42:53.000 --> 00:42:55.000]   they would stand and they would preach the gospel.
[00:42:55.000 --> 00:42:58.000]   And for two reasons. One, I wanted them to preach the gospel.
[00:42:58.000 --> 00:43:01.000]   I was kind of training them to be bold in preaching the gospel.
[00:43:01.000 --> 00:43:06.000]   The second reason was so that they would never be able to embrace this world.
[00:43:06.000 --> 00:43:14.000]   Because you can't be cool after you preached in front of your friends.
[00:43:14.000 --> 00:43:19.000]   So they would have no option but to embrace Jesus after that.
[00:43:19.000 --> 00:43:22.000]   So, you know, Elder Joe, he was one of those students.
[00:43:22.000 --> 00:43:26.000]   There he is right there. So he remembers. Right?
[00:43:26.000 --> 00:43:28.000]   And I tried everything.
[00:43:28.000 --> 00:43:35.000]   And you get an immediate response, but the total byproduct wasn't what I wanted.
[00:43:35.000 --> 00:43:37.000]   And so I really wrestled with that.
[00:43:37.000 --> 00:43:40.000]   And I don't know how many times I discussed with Esther,
[00:43:40.000 --> 00:43:44.000]   I don't know if I want to keep doing this.
[00:43:44.000 --> 00:43:47.000]   It's one thing to sacrifice to see noble end.
[00:43:47.000 --> 00:43:50.000]   It's another thing to sacrifice and then have nothing.
[00:43:50.000 --> 00:43:53.000]   At least that's what it seemed like.
[00:43:53.000 --> 00:43:56.000]   And then God began to convict me.
[00:43:56.000 --> 00:44:04.000]   Are you in ministry because you want to see the byproduct or are you my servant?
[00:44:04.000 --> 00:44:06.000]   Are you my servant?
[00:44:06.000 --> 00:44:10.000]   We all want to be Apostle Paul and sacrifice,
[00:44:10.000 --> 00:44:13.000]   even die in the context of preaching the gospel, establishing churches,
[00:44:13.000 --> 00:44:15.000]   and then die gloriously.
[00:44:15.000 --> 00:44:18.000]   But then Jeremiah is a weeping prophet.
[00:44:18.000 --> 00:44:22.000]   And all his ministry, he wept and then he died.
[00:44:22.000 --> 00:44:25.000]   And then after he died, they said, oh, he was the real prophet.
[00:44:25.000 --> 00:44:30.000]   These guys were fakes, but he died.
[00:44:30.000 --> 00:44:38.000]   God called Ezekiel, Jeremiah, Isaiah to preach the word in season and out of season
[00:44:38.000 --> 00:44:44.000]   because their calling was not to get people to come.
[00:44:44.000 --> 00:44:51.000]   Their calling was to represent Christ, to say what he would say.
[00:44:51.000 --> 00:44:55.000]   Verse 6, "And you, son of man, be not afraid of them, nor be afraid of their words.
[00:44:55.000 --> 00:44:59.000]   Though briars and thorns are with you, and you sit on scorpions,
[00:44:59.000 --> 00:45:03.000]   be not afraid of their words, nor be dismayed at their looks.
[00:45:03.000 --> 00:45:06.000]   For they are a rebellious house, and you shall speak my words to them,
[00:45:06.000 --> 00:45:11.000]   whether they hear or refuse to hear, for they are a rebellious house."
[00:45:11.000 --> 00:45:18.000]   And I'll tell you that this is probably the most important lesson that I learned as a pastor.
[00:45:18.000 --> 00:45:23.000]   I will preach the same thing and in the same way,
[00:45:23.000 --> 00:45:28.000]   and there are times when people come and they want to listen.
[00:45:28.000 --> 00:45:31.000]   I have preached the same thing in the same way,
[00:45:31.000 --> 00:45:36.000]   and people refuse to come to church for the same sermons.
[00:45:36.000 --> 00:45:39.000]   I've been preaching since I was 19.
[00:45:39.000 --> 00:45:43.000]   For the most part, for the last 20-some years, my preaching has been the same.
[00:45:43.000 --> 00:45:51.000]   And I've seen fruit, and I've seen people refuse to come for the same sermon.
[00:45:51.000 --> 00:45:55.000]   But I have not been called to build a large church.
[00:45:55.000 --> 00:45:59.000]   I have not been called to build a small church.
[00:45:59.000 --> 00:46:04.000]   I've been called to speak his word and to do it faithfully.
[00:46:04.000 --> 00:46:07.000]   And there are times when it will be in season,
[00:46:07.000 --> 00:46:11.000]   and there will be times when it is not in season.
[00:46:11.000 --> 00:46:15.000]   But I do not have that option.
[00:46:15.000 --> 00:46:21.000]   See, boldness comes from conviction, and I had to repent of that.
[00:46:21.000 --> 00:46:27.000]   I had to repent, because when I decided to go into ministry, I thought I was surrendered.
[00:46:27.000 --> 00:46:31.000]   And it revealed to me when I was frustrated in ministry that I wasn't.
[00:46:31.000 --> 00:46:35.000]   I had my own thoughts of what ministry should look like, and when it didn't, I wanted to quit.
[00:46:35.000 --> 00:46:41.000]   But if I'm a servant of God, I'm his conduit for what he desires to do,
[00:46:41.000 --> 00:46:44.000]   in season and out of season.
[00:46:44.000 --> 00:46:49.000]   And he says, verse 8, "But you, son of man, hear what I say to you.
[00:46:49.000 --> 00:46:51.000]   Be not rebellious like that rebellious house.
[00:46:51.000 --> 00:46:55.000]   Open your mouth and eat what I give you."
[00:46:55.000 --> 00:46:57.000]   Eat it.
[00:46:57.000 --> 00:47:00.000]   Before you are sent out, you need to know what the word of God says.
[00:47:00.000 --> 00:47:02.000]   You need to know who I am.
[00:47:02.000 --> 00:47:05.000]   Look at this scroll. Read it. Meditate on it. Eat it. Digest it.
[00:47:05.000 --> 00:47:10.000]   "When I looked, behold, a hand was stretched out to me, and behold, a scroll of a book was in it,
[00:47:10.000 --> 00:47:14.000]   and he spread it before me, and it had writing on the front and on the back,
[00:47:14.000 --> 00:47:18.000]   and there were written on it words of lamentation, mourning, and woe."
[00:47:18.000 --> 00:47:24.000]   Every time God calls people to preach, and when I say preach, I'm not talking about here.
[00:47:24.000 --> 00:47:28.000]   This is definitely part of it.
[00:47:28.000 --> 00:47:31.000]   You can't be in the law.
[00:47:31.000 --> 00:47:33.000]   You can't be a lawyer and not know the law.

