
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:19:49.820 --> 00:19:51.220]   that we have in our hearts?
[00:19:51.220 --> 00:19:56.080]   For us to be able to rid ourselves of a guilty conscience,
[00:19:56.080 --> 00:19:58.540]   what Grace mentioned, in clearing our conscience,
[00:19:58.540 --> 00:20:01.420]   where we can enter into a place of holiness,
[00:20:01.420 --> 00:20:04.320]   we can enter into a place of other holy people,
[00:20:04.320 --> 00:20:07.180]   other saints, without the sentiment of guilt
[00:20:07.180 --> 00:20:10.900]   on our conscience, that's huge.
[00:20:11.920 --> 00:20:15.740]   To be able to freely worship
[00:20:15.740 --> 00:20:20.240]   with clarity, with sincerity, with integrity, that's huge.
[00:20:20.240 --> 00:20:22.840]   The clarity of conscience is so valuable,
[00:20:22.840 --> 00:20:25.140]   and then to be acknowledged by God,
[00:20:25.140 --> 00:20:27.240]   to be established, not by your own work,
[00:20:27.240 --> 00:20:29.100]   but to be established by the Lord.
[00:20:29.100 --> 00:20:31.880]   That's a lifelong goal.
[00:20:31.880 --> 00:20:33.880]   That's like the goal of our existence,
[00:20:33.880 --> 00:20:35.900]   to be pleasing to our master
[00:20:35.900 --> 00:20:39.700]   and for our master to acknowledge and establish us.
[00:20:39.700 --> 00:20:41.600]   There's nothing more secure than that.
[00:20:42.100 --> 00:20:44.200]   So as you think about this,
[00:20:44.200 --> 00:20:48.900]   you'll realize the psalmist is really seeking,
[00:20:48.900 --> 00:20:51.520]   through all of this, the best benefits.
[00:20:51.520 --> 00:20:55.960]   And lastly, what's interesting to me in verse eight,
[00:20:55.960 --> 00:21:00.960]   verse eight, he says, "I shall keep your statutes,"
[00:21:00.960 --> 00:21:03.480]   and he almost makes like a declaration.
[00:21:03.480 --> 00:21:05.600]   I'm gonna obey your word.
[00:21:05.600 --> 00:21:09.460]   And then he says, "Do not forsake me utterly."
[00:21:10.680 --> 00:21:12.680]   That's weird, isn't it?
[00:21:12.680 --> 00:21:15.200]   It's like, by being with God and his word,
[00:21:15.200 --> 00:21:17.120]   and by soaking it in, I'm gonna be established,
[00:21:17.120 --> 00:21:19.720]   I'm gonna have a clear conscience, I'm gonna worship.
[00:21:19.720 --> 00:21:22.160]   And he says, "Please don't forsake me."
[00:21:22.160 --> 00:21:25.540]   Oops.
[00:21:25.540 --> 00:21:28.580]   So the answer to the question I was supposed to ask you,
[00:21:28.580 --> 00:21:31.140]   what does a psalmist ask in verse eight?
[00:21:31.140 --> 00:21:34.520]   The answer is, "Please do not forsake me utterly."
[00:21:34.520 --> 00:21:36.520]   And what's really interesting about that
[00:21:39.120 --> 00:21:41.840]   is that, you know,
[00:21:41.840 --> 00:21:46.560]   that idea of, "Please do not forsake me utterly,"
[00:21:46.560 --> 00:21:50.480]   it's something that we would wonder in our perspective
[00:21:50.480 --> 00:21:54.520]   as like, that's kind of a weird thing to pray, isn't it?
[00:21:54.520 --> 00:22:00.320]   I'm gonna go on a like a trail of thought with you guys,
[00:22:00.320 --> 00:22:01.160]   okay?
[00:22:01.160 --> 00:22:04.880]   I'm gonna start off with the statement.
[00:22:04.880 --> 00:22:08.700]   I believe us being so privileged,
[00:22:08.700 --> 00:22:12.840]   sometimes we don't see the depth of the privilege we have.
[00:22:12.840 --> 00:22:14.040]   Okay?
[00:22:14.040 --> 00:22:16.800]   And I think that's generally true for us.
[00:22:16.800 --> 00:22:22.480]   From King David's perspective, King David loved the law.
[00:22:22.480 --> 00:22:25.160]   When he mentions the law of the Lord,
[00:22:25.160 --> 00:22:27.640]   when he mentions testimonies, the precepts,
[00:22:27.640 --> 00:22:29.120]   the words that sometimes he uses,
[00:22:29.120 --> 00:22:31.740]   words like Torah, the law is Torah.
[00:22:31.740 --> 00:22:32.580]   So what is he thinking?
[00:22:32.580 --> 00:22:34.400]   He's thinking about those first five books,
[00:22:34.400 --> 00:22:35.880]   he's thinking about the words of God
[00:22:35.880 --> 00:22:37.240]   that's been passed down.
[00:22:37.240 --> 00:22:39.220]   And if you read Deuteronomy,
[00:22:39.220 --> 00:22:41.340]   what's really going to be evident is this,
[00:22:41.340 --> 00:22:44.580]   blessings and curses, okay?
[00:22:44.580 --> 00:22:45.740]   And so here's a trail of thought.
[00:22:45.740 --> 00:22:50.060]   For King David, he's thinking from his perspective
[00:22:50.060 --> 00:22:52.500]   that when you are with God through his word,
[00:22:52.500 --> 00:22:54.740]   you're going to receive the blessings,
[00:22:54.740 --> 00:22:56.400]   the good countenance of the Lord.
[00:22:56.400 --> 00:22:59.100]   But when you disobey and you break the covenant fellowship,
[00:22:59.100 --> 00:23:00.280]   what do you receive?
[00:23:00.280 --> 00:23:03.700]   Curses.
[00:23:03.700 --> 00:23:06.340]   Curses from God Almighty.
[00:23:06.340 --> 00:23:09.860]   That's his circumstance, that's his perspective.
[00:23:09.860 --> 00:23:12.780]   And so you can imagine, we don't get it.
[00:23:12.780 --> 00:23:13.620]   Because why?
[00:23:13.620 --> 00:23:15.100]   Because we live in the Hebrews 13,
[00:23:15.100 --> 00:23:17.420]   I will never ever forsake you, I love you always,
[00:23:17.420 --> 00:23:20.640]   never ever will leave you, that kind of terminology.
[00:23:20.640 --> 00:23:22.800]   But you know where the profound truth is?
[00:23:22.800 --> 00:23:25.180]   The curses that are spoken of in Deuteronomy,
[00:23:25.180 --> 00:23:28.460]   we do realize it's still true today, right?
[00:23:28.460 --> 00:23:34.380]   The curses that are spoken of in Deuteronomy
[00:23:34.380 --> 00:23:39.020]   has been taken care of by Christ only for the saints.
[00:23:39.020 --> 00:23:43.060]   But for the world at large, those curses exist today.
[00:23:43.060 --> 00:23:46.540]   And they will be enacted when Christ returns.
[00:23:46.540 --> 00:23:49.980]   And so what I'm saying is this.
[00:23:49.980 --> 00:23:51.980]   Sometimes I read statements like,
[00:23:51.980 --> 00:23:53.860]   do not forsake me utterly, God,
[00:23:53.860 --> 00:23:56.060]   and it's kind of like, why is he saying that?
[00:23:56.060 --> 00:23:57.820]   You know?
[00:23:57.820 --> 00:24:01.500]   In what context would he even say that?
[00:24:01.500 --> 00:24:03.180]   And part of the reason why I ask
[00:24:04.100 --> 00:24:07.020]   is because maybe I take for granted the fact
[00:24:07.020 --> 00:24:09.780]   that God's promise to never forsake,
[00:24:09.780 --> 00:24:12.620]   to never leave, to never abandon us,
[00:24:12.620 --> 00:24:16.860]   that promise is for saints in Christ.
[00:24:16.860 --> 00:24:19.120]   And that's an amazing truth, okay?
[00:24:19.120 --> 00:24:22.340]   So in thinking about that,
[00:24:22.340 --> 00:24:24.380]   that is why I believe he's saying that,
[00:24:24.380 --> 00:24:26.660]   is because for an Old Testament saint,
[00:24:26.660 --> 00:24:31.380]   the promises of blessings and curses are readily evident.
[00:24:31.380 --> 00:24:32.220]   Okay?
[00:24:33.220 --> 00:24:36.220]   Now, to make this a bit more devotional,
[00:24:36.220 --> 00:24:39.340]   can we make this our own prayer?
[00:24:39.340 --> 00:24:44.100]   Where we commit in the same tone,
[00:24:44.100 --> 00:24:46.660]   with the same kind of,
[00:24:46.660 --> 00:24:49.580]   by repetition and by the beauty of the psalm,
[00:24:49.580 --> 00:24:51.340]   you see his heart, right?
[00:24:51.340 --> 00:24:56.860]   And so let me ask you a question like this.
[00:24:56.860 --> 00:24:59.740]   How would you summarize verse one through eight?
[00:24:59.740 --> 00:25:02.420]   How would you summarize his view?
[00:25:02.420 --> 00:25:03.460]   Okay?
[00:25:03.460 --> 00:25:07.180]   King David's view of his relationship with the word.
[00:25:07.180 --> 00:25:11.100]   So take a moment to think about it,
[00:25:11.100 --> 00:25:14.460]   and share with us, how would you summarize that?
[00:25:32.140 --> 00:25:35.980]   It's always hard to get like everything in a sentence,
[00:25:35.980 --> 00:25:39.980]   but think about what was repeated, you know?
[00:25:39.980 --> 00:25:44.480]   What was emphasized, and try to hit that as a summary.
[00:25:44.480 --> 00:25:46.960]   Who's got one?
[00:26:00.300 --> 00:26:01.900]   How's about,
[00:26:01.900 --> 00:26:04.620]   I'm gonna call on a few people,
[00:26:04.620 --> 00:26:06.980]   just for the sake of time, okay?
[00:26:06.980 --> 00:26:07.820]   How's about,
[00:26:07.820 --> 00:26:11.540]   Jack?
[00:26:11.540 --> 00:26:14.780]   (laughing)
[00:26:14.780 --> 00:26:26.380]   Okay, blessed are those who pursue righteous living.
[00:26:26.380 --> 00:26:27.980]   Great, I saw a hand over there.
[00:26:27.980 --> 00:26:28.820]   Mobley?
[00:26:28.820 --> 00:26:33.940]   Great.
[00:26:33.940 --> 00:26:36.340]   (laughing)
[00:26:36.340 --> 00:26:38.140]   So he said, oh how happy are those
[00:26:38.140 --> 00:26:41.180]   who obey you wholeheartedly, so please be with me.
[00:26:41.180 --> 00:26:42.340]   Okay?
[00:26:42.340 --> 00:26:43.180]   Great.
[00:26:43.180 --> 00:26:46.000]   As you guys think about that,
[00:26:46.000 --> 00:26:48.660]   when was the last time you prayed from that perspective?
[00:26:48.660 --> 00:26:52.580]   Like, Lord, I, like make it personal.
[00:26:52.580 --> 00:26:55.920]   I am thoroughly blessed when I am in your word.
[00:26:57.260 --> 00:26:58.580]   You know, personal prayer.
[00:26:58.580 --> 00:27:02.260]   Lord, I am complete opposite of thoroughly blessed
[00:27:02.260 --> 00:27:03.440]   when you're far.
[00:27:03.440 --> 00:27:04.860]   Do not be far from me, Lord.
[00:27:04.860 --> 00:27:06.540]   You know, please be with me is the same way as saying
[00:27:06.540 --> 00:27:07.940]   do not be far from me, Lord.
[00:27:07.940 --> 00:27:11.220]   Like, when do we, you know, when do we pray
[00:27:11.220 --> 00:27:13.260]   with that kind of perspective?
[00:27:13.260 --> 00:27:14.940]   And if you do, that's awesome.
[00:27:14.940 --> 00:27:15.780]   Continue doing it.
[00:27:15.780 --> 00:27:19.180]   If you don't, pray those prayers this week.
[00:27:19.180 --> 00:27:21.300]   God, I agree with King David.
[00:27:21.300 --> 00:27:24.220]   When I'm thoroughly blessed is not when
[00:27:24.220 --> 00:27:26.360]   work is going all right.
[00:27:26.360 --> 00:27:28.160]   When I'm thoroughly blessed, you know,
[00:27:28.160 --> 00:27:31.160]   when I have the heart of the word of God,
[00:27:31.160 --> 00:27:33.740]   when I feel the leading of the spirit,
[00:27:33.740 --> 00:27:38.300]   so that work I see through the lens of scripture.
[00:27:38.300 --> 00:27:40.080]   I'm thoroughly blessed, Lord, when you're with me.
[00:27:40.080 --> 00:27:41.860]   I'm thoroughly blessed, Lord, when you establish me
[00:27:41.860 --> 00:27:46.260]   by your word, my highest blessing is to be taught
[00:27:46.260 --> 00:27:48.420]   and led by your scriptures.
[00:27:48.420 --> 00:27:49.800]   Pray that, okay?
[00:27:49.800 --> 00:27:54.080]   So, as a summary, as like a quick thing,
[00:27:56.240 --> 00:27:58.940]   I would name, you know, that first stanza,
[00:27:58.940 --> 00:28:01.580]   blessed by the word, or something like that, okay?
[00:28:01.580 --> 00:28:05.880]   All right, let's move on to the second stanza, Beth, okay?
[00:28:05.880 --> 00:28:10.240]   Number nine, or verse nine.
[00:28:10.240 --> 00:28:13.140]   How can a young man keep his way pure?
[00:28:13.140 --> 00:28:15.640]   By keeping it according to your word.
[00:28:15.640 --> 00:28:18.260]   With all my heart I have sought you.
[00:28:18.260 --> 00:28:20.580]   Do not let me wander for your commandments.
[00:28:20.580 --> 00:28:22.820]   Your word I have treasured in my heart
[00:28:22.820 --> 00:28:24.220]   that I may not sin against you.
[00:28:24.220 --> 00:28:27.480]   Blessed are you, O Lord, teach me your statutes.
[00:28:27.480 --> 00:28:29.600]   With my lips I have told of all the ordinances
[00:28:29.600 --> 00:28:31.280]   of your mouth, I have rejoiced in the way
[00:28:31.280 --> 00:28:34.640]   of your testimonies as much as in all riches.
[00:28:34.640 --> 00:28:37.920]   I will meditate on your precepts and regard your ways.
[00:28:37.920 --> 00:28:40.200]   I shall delight in your statutes.
[00:28:40.200 --> 00:28:43.000]   I shall not forget your word, okay?
[00:28:43.000 --> 00:28:49.280]   Now, just by way of making sure the emphasis
[00:28:49.280 --> 00:28:53.860]   is on the right thing, typically the first words
[00:28:53.860 --> 00:28:56.040]   that come out, right?
[00:28:56.040 --> 00:28:58.040]   Typically your introduction has your what?
[00:28:58.040 --> 00:28:59.040]   Proposition statement.
[00:28:59.040 --> 00:29:03.040]   Typically your introduction has that hook, so to speak.
[00:29:03.040 --> 00:29:05.080]   And so even with biblical writing,
[00:29:05.080 --> 00:29:07.720]   typically what's placed first has a huge emphasis.
[00:29:07.720 --> 00:29:10.920]   And he starts off with a question,
[00:29:10.920 --> 00:29:13.200]   which is strike a chord with all of us.
[00:29:13.200 --> 00:29:17.060]   How can one keep his way pure?
[00:29:17.060 --> 00:29:20.080]   What an awesome question.
[00:29:20.080 --> 00:29:24.800]   You know, I feel like that question has been answered,
[00:29:24.800 --> 00:29:27.160]   or not asked, asked multiple times,
[00:29:27.160 --> 00:29:30.520]   but I don't know if sometimes there is a definitive answer
[00:29:30.520 --> 00:29:32.080]   that people cling to.
[00:29:32.080 --> 00:29:35.820]   What I mean by that is, even when I counsel people,
[00:29:35.820 --> 00:29:37.420]   and again, it's none of you here, whatever,
[00:29:37.420 --> 00:29:41.240]   but even when I counsel people, especially young people,
[00:29:41.240 --> 00:29:43.540]   sometimes I'll ask, like, man, I struggle with this,
[00:29:43.540 --> 00:29:45.720]   I struggle with that, and I feel apathy,
[00:29:45.720 --> 00:29:47.880]   I don't feel motivated, and there's a lot
[00:29:47.880 --> 00:29:51.440]   of typical struggles that we have in our spiritual walk.
[00:29:51.440 --> 00:29:52.760]   And sometimes they'll ask me, like,
[00:29:52.760 --> 00:29:55.040]   what's a practical thing you can do?
[00:29:55.040 --> 00:29:57.900]   Especially when it comes to young men and lust, you know?
[00:29:57.900 --> 00:30:03.120]   Especially when it comes to things that are really addicting.
[00:30:03.120 --> 00:30:06.000]   Young men and video games, young men and money.
[00:30:06.000 --> 00:30:08.520]   I feel like young men have lots of passion
[00:30:08.520 --> 00:30:10.260]   for various things, and sometimes it's just
[00:30:10.260 --> 00:30:12.280]   incredibly difficult to overcome them.
[00:30:12.280 --> 00:30:16.140]   And so they'll ask, like, what's a practical thing?
[00:30:16.140 --> 00:30:17.520]   Like, what's something that's, you know,
[00:30:17.520 --> 00:30:19.600]   really kind of doable?
[00:30:19.600 --> 00:30:22.320]   And the reason why earlier I said,
[00:30:22.320 --> 00:30:24.640]   I don't think there was a substantial answer to that
[00:30:24.640 --> 00:30:27.840]   is because why do we ask a follow-up question like that?
[00:30:27.840 --> 00:30:32.920]   As if the word of God wasn't practical.
[00:30:32.920 --> 00:30:36.100]   As if maintaining a passion to receive
[00:30:36.100 --> 00:30:38.200]   and have the word of God in our hearts
[00:30:38.200 --> 00:30:42.360]   is not something that's tangible, right?
[00:30:42.360 --> 00:30:45.100]   And so here, he answers the question by saying,
[00:30:46.080 --> 00:30:48.200]   by keeping it according to your word,
[00:30:48.200 --> 00:30:50.320]   with all my heart I have sought you,
[00:30:50.320 --> 00:30:52.160]   do not let me wander from your commandments.
[00:30:52.160 --> 00:30:55.400]   Your word I have treasured in my heart.
[00:30:55.400 --> 00:30:59.400]   There is a question here automatically.
[00:30:59.400 --> 00:31:02.160]   Do we have a level of confidence?
[00:31:02.160 --> 00:31:06.060]   Perhaps by experience, do we have a level of confidence?
[00:31:06.060 --> 00:31:06.980]   Okay?
[00:31:06.980 --> 00:31:09.940]   You know, experience builds a great amount of confidence,
[00:31:09.940 --> 00:31:14.540]   and what I find is that perhaps there's a lot of timidity
[00:31:14.540 --> 00:31:18.140]   and a lot of lack of confidence in the scriptures,
[00:31:18.140 --> 00:31:20.320]   and maybe it's because it's a lack of experience.
[00:31:20.320 --> 00:31:22.200]   What do I mean by that?
[00:31:22.200 --> 00:31:23.040]   You know?
[00:31:23.040 --> 00:31:29.900]   This, a little while ago, I was really egging this guy
[00:31:29.900 --> 00:31:32.280]   to go pursue a girl, and I was like,
[00:31:32.280 --> 00:31:34.040]   you should go tell her, man!
[00:31:34.040 --> 00:31:35.600]   Life is short!
[00:31:35.600 --> 00:31:38.240]   Tomorrow's not guaranteed, you know?
[00:31:38.240 --> 00:31:40.940]   And he was just really timid.
[00:31:40.940 --> 00:31:44.360]   And what's funny is, just thinking about
[00:31:44.360 --> 00:31:50.600]   how our generation does the communicating
[00:31:50.600 --> 00:31:54.040]   of like, hey, I like you, it's weird.
[00:31:54.040 --> 00:31:55.760]   It's already super timid, you know?
[00:31:55.760 --> 00:31:56.800]   If you think about it, it's like,
[00:31:56.800 --> 00:31:59.120]   hey, do you wanna go out?
[00:31:59.120 --> 00:31:59.960]   Go out where?
[00:31:59.960 --> 00:32:02.040]   You know, it's like, it's really broad and vague
[00:32:02.040 --> 00:32:03.960]   because you don't wanna be way too direct.
[00:32:03.960 --> 00:32:05.840]   That already shows a level of timidity, you know?
[00:32:05.840 --> 00:32:10.220]   It's like, just saying, hey, I like you,
[00:32:10.220 --> 00:32:11.400]   that's just too weird, you know?
[00:32:11.400 --> 00:32:12.960]   It's just too awkward.
[00:32:12.960 --> 00:32:15.480]   So not a lot of people do that.
[00:32:15.480 --> 00:32:19.120]   Well, the story goes, again, the guy mustered up
[00:32:19.120 --> 00:32:21.160]   enough courage, and you know, he has to like,
[00:32:21.160 --> 00:32:23.040]   wrap himself up so before he's,
[00:32:23.040 --> 00:32:25.240]   he's like totally doing, like he's going boxing
[00:32:25.240 --> 00:32:28.200]   or something, but once he does that,
[00:32:28.200 --> 00:32:30.120]   now he feels a level of what?
[00:32:30.120 --> 00:32:31.080]   Confidence.
[00:32:31.080 --> 00:32:33.320]   You've done it once, then you can do it again.
[00:32:33.320 --> 00:32:34.360]   You know what I mean?
[00:32:34.360 --> 00:32:36.460]   And then, next thing you know, it's like,
[00:32:36.460 --> 00:32:38.000]   whoa, man, you need to calm down
[00:32:38.000 --> 00:32:40.420]   'cause you're just way too confident.
[00:32:40.420 --> 00:32:42.900]   But I tell that story because even with the word of God,
[00:32:42.900 --> 00:32:46.180]   there's a sense in which you face various circumstances
[00:32:46.180 --> 00:32:49.820]   in your life where it's not just external hardships.
[00:32:49.820 --> 00:32:52.180]   Sometimes it's internal hardships.
[00:32:52.180 --> 00:32:53.580]   You don't know why you think the way you do.
[00:32:53.580 --> 00:32:54.700]   You don't know why you're so down.
[00:32:54.700 --> 00:32:56.220]   You don't know why you have evil thoughts.
[00:32:56.220 --> 00:32:58.000]   You don't know why you do what you do.
[00:32:58.000 --> 00:33:00.520]   And you have such lack of self-control.
[00:33:00.520 --> 00:33:05.520]   In those moments, do we have experiential confidence
[00:33:06.060 --> 00:33:08.920]   in the Bible as a way to victory?
[00:33:08.920 --> 00:33:11.760]   You see what I'm asking, right?
[00:33:11.760 --> 00:33:17.120]   Like, we can have a level of confidence from afar
[00:33:17.120 --> 00:33:19.640]   by people telling us you have to go there
[00:33:19.640 --> 00:33:21.660]   in order to get advice and counsel
[00:33:21.660 --> 00:33:24.080]   to overcome your situation.
[00:33:24.080 --> 00:33:27.760]   It's another thing to say, last time I went to the Bible
[00:33:27.760 --> 00:33:29.240]   and I had victory.
[00:33:29.240 --> 00:33:31.040]   Does that make sense?
[00:33:31.040 --> 00:33:33.400]   And so this passage is telling us
[00:33:33.400 --> 00:33:36.340]   to have that kind of confidence in the word of God.
[00:33:36.340 --> 00:33:38.300]   How can a young man keep his way of career?
[00:33:38.300 --> 00:33:40.260]   That question is asked.
[00:33:40.260 --> 00:33:44.220]   And the answer needs to be a confident
[00:33:44.220 --> 00:33:46.660]   by having the word of God in my heart.
[00:33:46.660 --> 00:33:49.740]   Another thing that I found really, really insightful,
[00:33:49.740 --> 00:33:51.340]   really, really convicting,
[00:33:51.340 --> 00:33:57.020]   is this main point by a gentleman, my John Fable.
[00:33:57.020 --> 00:33:59.220]   I read his commentary and I found out
[00:33:59.220 --> 00:34:00.780]   that he wasn't from our era,
[00:34:00.780 --> 00:34:04.280]   but he was from the time about the 1600s.
[00:34:04.280 --> 00:34:06.040]   And he made this point in his commentary,
[00:34:06.040 --> 00:34:09.100]   and he says, "For many, there is a,
[00:34:09.100 --> 00:34:11.640]   "basically there is like a struggle
[00:34:11.640 --> 00:34:14.020]   "with having a confidence in the Bible,
[00:34:14.020 --> 00:34:16.620]   "but then there are those who don't even ask
[00:34:16.620 --> 00:34:21.620]   "the practical question, how can I remain pure?"
[00:34:21.620 --> 00:34:24.540]   And so I quoted this from him saying,
[00:34:24.540 --> 00:34:28.060]   "Let him," he's saying, any young man or anyone of us,
[00:34:28.060 --> 00:34:30.620]   "Let him not shrink from the glorious enterprise
[00:34:30.620 --> 00:34:32.780]   "of living a pure and gracious life,
[00:34:32.780 --> 00:34:34.820]   "as though unattainable.
[00:34:34.820 --> 00:34:37.900]   "Let him inquire how obstacles may be overcome,
[00:34:37.900 --> 00:34:40.260]   "but let him not think that he knows the road
[00:34:40.260 --> 00:34:43.140]   "to easy victory or dream that he can be kept
[00:34:43.140 --> 00:34:45.100]   "by his own wisdom."
[00:34:45.100 --> 00:34:48.580]   What he means is, don't go to extremes.
[00:34:48.580 --> 00:34:50.860]   On one end, some of us are so timid,
[00:34:50.860 --> 00:34:52.700]   we think we always fail.
[00:34:52.700 --> 00:34:56.780]   We have a fail-ism, failure-ism or something,
[00:34:56.780 --> 00:34:58.380]   where it's almost like our frame of mind
[00:34:58.380 --> 00:35:00.900]   is always we just are going to fail.
[00:35:00.900 --> 00:35:03.580]   And he's saying, "Do not give up that glorious task
[00:35:03.580 --> 00:35:06.500]   "of seeking purity to the degree where you will ask
[00:35:06.500 --> 00:35:09.180]   "and seek, how can I be pure?"
[00:35:09.180 --> 00:35:10.100]   Right?
[00:35:10.100 --> 00:35:12.500]   And on the flip side, don't be so arrogant
[00:35:12.500 --> 00:35:14.700]   to think it's not a big problem.
[00:35:14.700 --> 00:35:16.700]   It's not a big problem in my life.
[00:35:16.700 --> 00:35:19.160]   It's not a big problem in my church.
[00:35:19.160 --> 00:35:20.860]   We've got this under control.
[00:35:20.860 --> 00:35:23.340]   You see what he's saying, right?
[00:35:23.340 --> 00:35:24.900]   He's saying, "Ask."
[00:35:24.900 --> 00:35:28.740]   And then, a gentleman by the way of a name,
[00:35:28.740 --> 00:35:31.340]   Walford, in the New International Commentary
[00:35:31.340 --> 00:35:33.500]   of the Old Testament, Psalms,
[00:35:33.500 --> 00:35:37.820]   he says, "A young man is unaccustomed to the road,
[00:35:37.820 --> 00:35:40.900]   "so he must not be ashamed to ask often the Lord
[00:35:40.900 --> 00:35:43.460]   "who is ready and able to instruct."
[00:35:43.460 --> 00:35:46.660]   I thought that was really wise as well.
[00:35:46.660 --> 00:35:51.240]   Again, this is, I'm looking at this Psalm devotionally,
[00:35:51.240 --> 00:35:53.040]   and it's doing a number on my heart.
[00:35:54.040 --> 00:35:57.160]   My desire to be pure.
[00:35:57.160 --> 00:36:00.280]   How strong is that desire?
[00:36:00.280 --> 00:36:04.080]   That first I would think to ask, "How can I get there?"
[00:36:04.080 --> 00:36:06.400]   And how strong is that desire to be pure
[00:36:06.400 --> 00:36:08.920]   that I would ask, "How can I get there?"
[00:36:08.920 --> 00:36:10.400]   Frequently.
[00:36:10.400 --> 00:36:13.200]   And be unashamed of saying, "You know, I don't know.
[00:36:13.200 --> 00:36:14.280]   "God, lead me."
[00:36:14.280 --> 00:36:16.480]   And isn't that the humble posture
[00:36:16.480 --> 00:36:17.680]   that we should have before God?
[00:36:17.680 --> 00:36:19.320]   God, you instruct me through your word.
[00:36:19.320 --> 00:36:22.600]   You guide me, and humbly we learn and walk
[00:36:22.600 --> 00:36:24.480]   the way that he reveals, right?
[00:36:24.480 --> 00:36:30.560]   So again, this passage teaching us about this question.
[00:36:30.560 --> 00:36:32.600]   How can a young man keep his way pure?
[00:36:32.600 --> 00:36:35.960]   By keeping it according to your word.
[00:36:35.960 --> 00:36:38.560]   Now let's take an observation in verse 10.
[00:36:38.560 --> 00:36:43.320]   He says, "With all my heart I have sought you.
[00:36:43.320 --> 00:36:46.600]   "Do not let me wander from your commandments.
[00:36:46.600 --> 00:36:49.120]   "Your word I have treasured in my heart,
[00:36:49.120 --> 00:36:51.360]   "that I may not sin against you."
[00:36:51.360 --> 00:36:54.960]   He contrasts two concepts here.
[00:36:54.960 --> 00:36:57.600]   One of treasure and one of wandering.
[00:36:57.600 --> 00:36:59.840]   When you guys think of wandering,
[00:36:59.840 --> 00:37:03.080]   what's the kind of imagery that you get in your mind?
[00:37:03.080 --> 00:37:06.600]   When you think of wandering,
[00:37:06.600 --> 00:37:08.200]   what kind of imagery do you get?
[00:37:08.200 --> 00:37:11.880]   Or what comes, just word association.
[00:37:11.880 --> 00:37:13.360]   Wandering, go.
[00:37:13.360 --> 00:37:16.280]   (laughs)
[00:37:16.280 --> 00:37:17.560]   Wandering, meandering, it's like,
[00:37:17.560 --> 00:37:20.420]   do do do, and just kinda strolling, okay?
[00:37:21.420 --> 00:37:22.260]   What else?
[00:37:22.260 --> 00:37:31.260]   Wandering, absolutely lost.
[00:37:31.260 --> 00:37:32.980]   Good, thank you.
[00:37:32.980 --> 00:37:35.020]   I like that word a lot.
[00:37:35.020 --> 00:37:38.120]   So I'm gonna use that as a way to segue, okay?
[00:37:38.120 --> 00:37:43.700]   We wanna take notice of that word,
[00:37:43.700 --> 00:37:46.220]   do not let me wander from your commandments.
[00:37:46.220 --> 00:37:49.900]   Because beautifully, if you've noticed what he's been doing,
[00:37:49.900 --> 00:37:52.580]   is he's been asking God prayerfully
[00:37:52.580 --> 00:37:55.420]   for certain things to be done on his behalf.
[00:37:55.420 --> 00:37:58.540]   Things like teach me, guide me.
[00:37:58.540 --> 00:38:02.260]   But he also asks in both positive and negative ways.
[00:38:02.260 --> 00:38:04.260]   He asks positively things like,
[00:38:04.260 --> 00:38:05.780]   yes, teach me and whatnot,
[00:38:05.780 --> 00:38:07.540]   and then he asks things negatively,
[00:38:07.540 --> 00:38:13.200]   such as do not let me wander from your commandments.
[00:38:13.200 --> 00:38:16.220]   And I asked that question about
[00:38:17.900 --> 00:38:21.060]   what does wandering for you make you think about?
[00:38:21.060 --> 00:38:25.060]   And it's really that concept of being lost, okay?
[00:38:25.060 --> 00:38:27.220]   And if you juxtapose being lost
[00:38:27.220 --> 00:38:29.020]   as opposed to what he's talking about
[00:38:29.020 --> 00:38:32.040]   in this next couple verses about treasuring.
[00:38:32.040 --> 00:38:36.600]   If you think of treasure, what do you do?
[00:38:36.600 --> 00:38:39.840]   You put it in a box, in a box, in a box, in a box,
[00:38:39.840 --> 00:38:43.760]   in a bank, and then you say, you know, there's my treasure.
[00:38:43.760 --> 00:38:45.580]   You see what I'm saying?
[00:38:45.580 --> 00:38:48.220]   And so he juxtaposes these two ideas,
[00:38:48.220 --> 00:38:52.240]   and he says, don't let me just idly,
[00:38:52.240 --> 00:38:54.940]   like ignorantly, in a lost fashion,
[00:38:54.940 --> 00:38:58.180]   go about life, wandering off from your path.
[00:38:58.180 --> 00:39:02.300]   But as a treasure, as I would dedicate
[00:39:02.300 --> 00:39:04.000]   to make sure the treasure is safe,
[00:39:04.000 --> 00:39:05.220]   as I would dedicate to make sure
[00:39:05.220 --> 00:39:08.380]   the treasure is exactly where I know it ought to be,
[00:39:08.380 --> 00:39:10.460]   with that kind of attention to detail,
[00:39:10.460 --> 00:39:13.880]   let me treasure the word of God in my heart, okay?
[00:39:14.880 --> 00:39:19.880]   So let me wrap up by calling us and challenging us.
[00:39:19.880 --> 00:39:26.680]   These first two big stanzas, really,
[00:39:26.680 --> 00:39:30.360]   what he's doing is expressing
[00:39:30.360 --> 00:39:32.500]   his perspective and his attitude.
[00:39:32.500 --> 00:39:36.120]   And what we found is words like observe,
[00:39:36.120 --> 00:39:38.920]   keep, walk, treasure, rejoice,
