
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[00:34:53.120 --> 00:34:58.120]   (indistinct)
[00:34:58.120 --> 00:35:03.120]   (indistinct)
[00:35:03.120 --> 00:35:08.120]   (indistinct)
[00:35:08.120 --> 00:35:13.120]   (indistinct)
[00:35:13.120 --> 00:35:18.120]   (indistinct)
[00:35:18.120 --> 00:35:23.120]   (indistinct)
[00:35:23.120 --> 00:35:28.120]   (indistinct)
[00:35:28.120 --> 00:35:33.120]   (indistinct)
[00:35:33.120 --> 00:35:38.120]   (indistinct)
[00:35:38.120 --> 00:35:43.120]   (indistinct)
[00:35:43.120 --> 00:35:48.120]   (indistinct)
[00:35:48.120 --> 00:35:53.120]   (indistinct)
[00:35:53.120 --> 00:35:58.120]   (indistinct)
[00:35:58.120 --> 00:36:03.120]   (indistinct)
[00:36:03.120 --> 00:36:08.120]   (indistinct)
[00:36:08.120 --> 00:36:13.120]   (indistinct)
[00:36:13.120 --> 00:36:18.120]   (indistinct)
[00:36:18.120 --> 00:36:23.120]   (indistinct)
[00:36:23.120 --> 00:36:28.120]   (indistinct)
[00:36:28.120 --> 00:36:33.120]   (indistinct)
[00:36:33.120 --> 00:36:38.120]   (indistinct)
[00:36:38.120 --> 00:36:43.120]   (indistinct)
[00:36:43.120 --> 00:36:48.120]   (indistinct)
[00:36:48.120 --> 00:36:53.120]   (indistinct)
[00:36:53.120 --> 00:36:58.120]   (indistinct)
[00:36:58.120 --> 00:37:03.120]   (indistinct)
[00:37:03.120 --> 00:37:08.120]   (indistinct)
[00:37:08.120 --> 00:37:13.120]   (indistinct)
[00:37:13.120 --> 00:37:18.120]   (indistinct)
[00:37:18.120 --> 00:37:23.120]   (indistinct)
[00:37:23.120 --> 00:37:28.120]   (indistinct)
[00:37:28.120 --> 00:37:33.120]   (indistinct)
[00:37:33.120 --> 00:37:38.120]   (indistinct)
[00:37:38.120 --> 00:37:43.120]   (indistinct)
[00:37:43.120 --> 00:37:48.120]   (indistinct)
[00:37:48.120 --> 00:37:53.120]   (indistinct)
[00:37:53.120 --> 00:37:58.120]   (indistinct)
[00:37:58.120 --> 00:38:03.120]   (indistinct)
[00:38:03.120 --> 00:38:08.120]   (indistinct)
[00:38:08.120 --> 00:38:13.120]   (indistinct)
[00:38:13.120 --> 00:38:18.120]   (indistinct)
[00:38:18.120 --> 00:38:23.120]   (indistinct)
[00:38:23.120 --> 00:38:28.120]   (indistinct)
[00:38:28.120 --> 00:38:33.120]   (indistinct)
[00:38:33.120 --> 00:38:38.120]   (indistinct)
[00:38:38.120 --> 00:38:43.120]   (indistinct)
[00:38:43.120 --> 00:38:48.120]   (indistinct)
[00:38:48.120 --> 00:38:53.120]   (indistinct)
[00:38:53.120 --> 00:38:58.120]   (indistinct)
[00:38:58.120 --> 00:39:03.120]   (indistinct)
[00:39:03.120 --> 00:39:08.120]   (indistinct)
[00:39:08.120 --> 00:39:13.120]   (indistinct)
[00:39:13.120 --> 00:39:18.120]   (indistinct)
[00:39:18.120 --> 00:39:23.120]   (indistinct)
[00:39:23.120 --> 00:39:28.120]   (indistinct)
[00:39:28.120 --> 00:39:33.120]   (indistinct)
[00:39:33.120 --> 00:39:38.120]   (indistinct)
[00:39:38.120 --> 00:39:43.120]   (indistinct)
[00:39:43.120 --> 00:39:48.120]   (indistinct)
[00:39:48.120 --> 00:39:53.120]   (indistinct)
[00:39:53.120 --> 00:39:58.120]   (indistinct)
[00:39:58.120 --> 00:40:03.120]   (indistinct)
[00:40:03.120 --> 00:40:08.120]   (indistinct)
[00:40:08.120 --> 00:40:13.120]   (indistinct)
[00:40:13.120 --> 00:40:18.120]   (indistinct)
[00:40:18.120 --> 00:40:23.120]   (indistinct)
[00:40:23.120 --> 00:40:28.120]   (indistinct)
[00:40:28.120 --> 00:40:33.120]   (indistinct)
[00:40:33.120 --> 00:40:38.120]   (indistinct)
[00:40:38.120 --> 00:40:43.120]   (indistinct)
[00:40:43.120 --> 00:40:48.120]   (indistinct)
[00:40:48.120 --> 00:40:53.120]   (indistinct)
[00:40:53.120 --> 00:40:58.120]   (indistinct)
[00:40:58.120 --> 00:41:03.120]   (indistinct)
[00:41:03.120 --> 00:41:08.120]   (indistinct)
[00:41:08.120 --> 00:41:13.120]   (indistinct)
[00:41:13.120 --> 00:41:18.120]   (indistinct)
[00:41:18.120 --> 00:41:23.120]   (indistinct)
[00:41:23.120 --> 00:41:28.120]   (indistinct)
[00:41:28.120 --> 00:41:33.120]   (indistinct)
[00:41:33.120 --> 00:41:38.120]   (indistinct)
[00:41:38.120 --> 00:41:43.120]   (indistinct)
[00:41:43.120 --> 00:41:48.120]   (indistinct)
[00:41:48.120 --> 00:41:53.120]   (indistinct)
[00:41:53.120 --> 00:41:58.120]   (indistinct)
[00:41:58.120 --> 00:42:03.120]   (indistinct)
[00:42:03.120 --> 00:42:08.120]   (indistinct)
[00:42:08.120 --> 00:42:13.120]   (indistinct)
[00:42:13.120 --> 00:42:18.120]   (indistinct)
[00:42:18.120 --> 00:42:23.120]   (indistinct)
[00:42:23.120 --> 00:42:28.120]   (indistinct)
[00:42:28.120 --> 00:42:33.120]   (indistinct)
[00:42:33.120 --> 00:42:38.120]   (indistinct)
[00:42:38.120 --> 00:42:43.120]   (indistinct)
[00:42:43.120 --> 00:42:48.120]   (indistinct)
[00:42:48.120 --> 00:42:53.120]   (indistinct)
[00:42:53.120 --> 00:42:58.120]   (indistinct)
[00:42:58.120 --> 00:43:03.120]   (indistinct)
[00:43:03.120 --> 00:43:08.120]   (indistinct)
[00:43:08.120 --> 00:43:13.120]   (indistinct)
[00:43:13.120 --> 00:43:18.120]   (indistinct)
[00:43:18.120 --> 00:43:23.120]   (indistinct)
[00:43:23.120 --> 00:43:28.120]   (indistinct)
[00:43:28.120 --> 00:43:33.120]   (indistinct)
[00:43:33.120 --> 00:43:38.120]   (indistinct)
[00:43:38.120 --> 00:43:43.120]   (indistinct)
[00:43:43.120 --> 00:43:48.120]   (indistinct)
[00:43:48.120 --> 00:43:53.120]   (indistinct)
[00:43:53.120 --> 00:43:58.120]   (indistinct)
[00:43:58.120 --> 00:44:03.120]   (indistinct)
[00:44:03.120 --> 00:44:08.120]   (indistinct)
[00:44:08.120 --> 00:44:13.120]   (indistinct)
[00:44:13.120 --> 00:44:18.120]   (indistinct)
[00:44:18.120 --> 00:44:23.120]   (indistinct)
[00:44:23.120 --> 00:44:28.120]   (indistinct)
[00:44:28.120 --> 00:44:33.120]   (indistinct)
[00:44:33.120 --> 00:44:38.120]   (indistinct)
[00:44:38.120 --> 00:44:43.120]   (indistinct)
[00:44:43.120 --> 00:44:48.120]   (indistinct)
[00:44:48.120 --> 00:44:53.120]   (indistinct)
[00:44:53.120 --> 00:44:58.120]   (indistinct)
[00:44:58.120 --> 00:45:03.120]   (indistinct)
[00:45:03.120 --> 00:45:08.120]   (indistinct)
[00:45:08.120 --> 00:45:13.120]   (indistinct)
[00:45:13.120 --> 00:45:18.120]   (indistinct)
[00:45:18.120 --> 00:45:23.120]   (indistinct)
[00:45:23.120 --> 00:45:28.120]   (indistinct)
[00:45:28.120 --> 00:45:33.120]   (indistinct)
[00:45:33.120 --> 00:45:38.120]   (indistinct)
[00:45:38.120 --> 00:45:43.120]   (indistinct)
[00:45:43.120 --> 00:45:48.120]   (indistinct)
[00:45:48.120 --> 00:45:53.120]   (indistinct)
[00:45:53.120 --> 00:45:58.120]   (indistinct)
[00:45:58.120 --> 00:46:03.120]   (indistinct)
[00:46:03.120 --> 00:46:08.120]   (indistinct)
[00:46:08.120 --> 00:46:13.120]   (indistinct)
[00:46:13.120 --> 00:46:18.120]   (indistinct)
[00:46:18.120 --> 00:46:23.120]   (indistinct)
[00:46:23.120 --> 00:46:28.120]   (indistinct)
[00:46:28.120 --> 00:46:33.120]   (indistinct)
[00:46:33.120 --> 00:46:38.120]   (indistinct)
[00:46:38.120 --> 00:46:43.120]   (indistinct)
[00:46:43.120 --> 00:46:48.120]   (indistinct)
[00:46:48.120 --> 00:46:53.120]   (indistinct)
[00:46:53.120 --> 00:46:58.120]   (indistinct)
[00:46:58.120 --> 00:47:03.120]   (indistinct)
[00:47:03.120 --> 00:47:08.120]   (indistinct)
[00:47:08.120 --> 00:47:13.120]   (indistinct)
[00:47:13.120 --> 00:47:18.120]   (indistinct)
[00:47:18.120 --> 00:47:23.120]   (indistinct)
[00:47:23.120 --> 00:47:28.120]   (indistinct)
[00:47:28.120 --> 00:47:33.120]   (indistinct)
[00:47:33.120 --> 00:47:38.120]   (indistinct)
[00:47:38.120 --> 00:47:43.120]   (indistinct)
[00:47:43.120 --> 00:47:48.120]   (indistinct)
[00:47:48.120 --> 00:47:53.120]   (indistinct)
[00:47:53.120 --> 00:47:58.120]   (indistinct)
[00:47:58.120 --> 00:48:03.120]   (indistinct)
[00:48:03.120 --> 00:48:08.120]   (indistinct)
[00:48:08.120 --> 00:48:13.120]   (indistinct)
[00:48:13.120 --> 00:48:18.120]   (indistinct)
[00:48:18.120 --> 00:48:23.120]   (indistinct)
[00:48:23.120 --> 00:48:28.120]   (indistinct)
[00:48:28.120 --> 00:48:33.120]   (indistinct)
[00:48:33.120 --> 00:48:38.120]   (indistinct)
[00:48:38.120 --> 00:48:43.120]   (indistinct)
[00:48:43.120 --> 00:48:48.120]   (indistinct)
[00:48:48.120 --> 00:48:53.120]   (indistinct)
[00:48:53.120 --> 00:48:58.120]   (indistinct)
[00:48:58.120 --> 00:49:03.120]   (indistinct)
[00:49:03.120 --> 00:49:08.120]   (indistinct)
[00:49:08.120 --> 00:49:13.120]   (indistinct)
[00:49:13.120 --> 00:49:18.120]   (indistinct)
[00:49:18.120 --> 00:49:23.120]   (indistinct)
[00:49:23.120 --> 00:49:28.120]   (indistinct)
[00:49:28.120 --> 00:49:33.120]   (indistinct)
[00:49:33.120 --> 00:49:38.120]   (indistinct)
[00:49:38.120 --> 00:49:43.120]   (indistinct)
[00:49:43.120 --> 00:49:48.120]   (indistinct)
[00:49:48.120 --> 00:49:53.120]   (indistinct)
[00:49:53.120 --> 00:49:58.120]   (indistinct)
[00:49:58.120 --> 00:50:03.120]   (indistinct)
[00:50:03.120 --> 00:50:08.120]   (indistinct)
[00:50:08.120 --> 00:50:13.120]   (indistinct)
[00:50:13.120 --> 00:50:18.120]   (indistinct)
[00:50:18.120 --> 00:50:23.120]   (indistinct)
[00:50:23.120 --> 00:50:28.120]   (indistinct)
[00:50:28.120 --> 00:50:33.120]   (indistinct)
[00:50:33.120 --> 00:50:38.120]   (indistinct)
[00:50:38.120 --> 00:50:43.120]   (indistinct)
[00:50:43.120 --> 00:50:48.120]   (indistinct)
[00:50:48.120 --> 00:50:53.120]   (indistinct)
[00:50:53.120 --> 00:50:58.120]   (indistinct)
[00:50:58.120 --> 00:51:03.120]   (indistinct)
[00:51:03.120 --> 00:51:08.120]   (indistinct)
[00:51:08.120 --> 00:51:13.120]   (indistinct)
[00:51:13.120 --> 00:51:18.120]   (indistinct)
[00:51:18.120 --> 00:51:23.120]   (indistinct)
[00:51:23.120 --> 00:51:28.120]   (indistinct)
[00:51:28.120 --> 00:51:33.120]   (indistinct)
[00:51:33.120 --> 00:51:38.120]   (indistinct)
[00:51:38.120 --> 00:51:43.120]   (indistinct)
[00:51:43.120 --> 00:51:48.120]   (indistinct)
[00:51:48.120 --> 00:51:53.120]   (indistinct)
[00:51:53.120 --> 00:51:58.120]   (indistinct)
[00:51:58.120 --> 00:52:03.120]   (indistinct)
[00:52:03.120 --> 00:52:08.120]   (indistinct)
[00:52:08.120 --> 00:52:13.120]   (indistinct)
[00:52:13.120 --> 00:52:18.120]   (indistinct)
[00:52:18.120 --> 00:52:23.120]   (indistinct)
[00:52:23.120 --> 00:52:28.120]   (indistinct)
[00:52:28.120 --> 00:52:33.120]   (indistinct)
[00:52:33.120 --> 00:52:38.120]   (indistinct)
[00:52:38.120 --> 00:52:43.120]   (indistinct)
[00:52:43.120 --> 00:52:48.120]   (indistinct)
[00:52:48.120 --> 00:52:53.120]   (indistinct)
[00:52:53.120 --> 00:52:58.120]   (indistinct)
[00:52:58.120 --> 00:53:03.120]   (indistinct)
[00:53:03.120 --> 00:53:08.120]   (indistinct)
[00:53:08.120 --> 00:53:13.120]   (indistinct)
[00:53:13.120 --> 00:53:18.120]   (indistinct)
[00:53:18.120 --> 00:53:23.120]   (indistinct)
[00:53:23.120 --> 00:53:28.120]   (indistinct)
[00:53:28.120 --> 00:53:33.120]   (indistinct)
[00:53:33.120 --> 00:53:38.120]   (indistinct)
[00:53:38.120 --> 00:53:43.120]   (indistinct)
[00:53:43.120 --> 00:53:48.120]   (indistinct)
[00:53:48.120 --> 00:53:53.120]   (indistinct)
[00:53:53.120 --> 00:53:58.120]   (indistinct)
[00:53:58.120 --> 00:54:03.120]   (indistinct)
[00:54:03.120 --> 00:54:08.120]   (indistinct)
[00:54:08.120 --> 00:54:13.120]   (indistinct)
[00:54:13.120 --> 00:54:18.120]   (indistinct)
[00:54:18.120 --> 00:54:23.120]   (indistinct)
[00:54:23.120 --> 00:54:28.120]   (indistinct)
[00:54:28.120 --> 00:54:33.120]   (indistinct)
[00:54:33.120 --> 00:54:38.120]   (indistinct)
[00:54:38.120 --> 00:54:43.120]   (indistinct)
[00:54:43.120 --> 00:54:48.120]   (indistinct)
[00:54:48.120 --> 00:54:53.120]   (indistinct)
[00:54:53.120 --> 00:54:58.120]   (indistinct)
[00:54:58.120 --> 00:55:03.120]   (indistinct)
[00:55:03.120 --> 00:55:08.120]   (indistinct)
[00:55:08.120 --> 00:55:13.120]   (indistinct)
[00:55:13.120 --> 00:55:18.120]   (indistinct)
[00:55:18.120 --> 00:55:23.120]   (indistinct)
[00:55:23.120 --> 00:55:28.120]   (indistinct)
[00:55:28.120 --> 00:55:33.120]   (indistinct)
[00:55:33.120 --> 00:55:38.120]   (indistinct)
[00:55:38.120 --> 00:55:43.120]   (indistinct)
[00:55:43.120 --> 00:55:48.120]   (indistinct)
[00:55:48.120 --> 00:55:53.120]   (indistinct)
[00:55:53.120 --> 00:55:58.120]   (indistinct)
[00:55:58.120 --> 00:56:03.120]   (indistinct)
[00:56:03.120 --> 00:56:08.120]   (indistinct)
[00:56:08.120 --> 00:56:13.120]   (indistinct)
[00:56:13.120 --> 00:56:18.120]   (indistinct)
[00:56:18.120 --> 00:56:23.120]   (indistinct)
[00:56:23.120 --> 00:56:28.120]   (indistinct)
[00:56:28.120 --> 00:56:33.120]   (indistinct)
[00:56:33.120 --> 00:56:38.120]   (indistinct)
[00:56:38.120 --> 00:56:43.120]   (indistinct)
[00:56:43.120 --> 00:56:48.120]   (indistinct)
[00:56:48.120 --> 00:56:53.120]   (indistinct)
[00:56:53.120 --> 00:56:58.120]   (indistinct)
[00:56:58.120 --> 00:57:03.120]   (indistinct)
[00:57:03.120 --> 00:57:08.120]   (indistinct)
[00:57:08.120 --> 00:57:13.120]   (indistinct)
[00:57:13.120 --> 00:57:18.120]   (indistinct)
[00:57:18.120 --> 00:57:23.120]   (indistinct)
[00:57:23.120 --> 00:57:28.120]   (indistinct)
[00:57:28.120 --> 00:57:33.120]   (indistinct)
[00:57:33.120 --> 00:57:38.120]   (indistinct)
[00:57:38.120 --> 00:57:43.120]   (indistinct)
[00:57:43.120 --> 00:57:48.120]   (indistinct)
[00:57:48.120 --> 00:57:53.120]   (indistinct)
[00:57:53.120 --> 00:57:58.120]   (indistinct)
[00:57:58.120 --> 00:58:03.120]   (indistinct)
[00:58:03.120 --> 00:58:08.120]   (indistinct)
[00:58:08.120 --> 00:58:13.120]   (indistinct)
[00:58:13.120 --> 00:58:18.120]   (indistinct)
[00:58:18.120 --> 00:58:23.120]   (indistinct)
[00:58:23.120 --> 00:58:28.120]   (indistinct)
[00:58:28.120 --> 00:58:33.120]   (indistinct)
[00:58:33.120 --> 00:58:38.120]   (indistinct)
[00:58:38.120 --> 00:58:43.120]   (indistinct)
[00:58:43.120 --> 00:58:48.120]   (indistinct)
[00:58:48.120 --> 00:58:53.120]   (indistinct)
[00:58:53.120 --> 00:58:58.120]   (indistinct)
[00:58:58.120 --> 00:59:03.120]   (indistinct)
[00:59:03.120 --> 00:59:08.120]   (indistinct)
[00:59:08.120 --> 00:59:13.120]   (indistinct)
[00:59:13.120 --> 00:59:18.120]   (indistinct)
[00:59:18.120 --> 00:59:23.120]   (indistinct)
[00:59:23.120 --> 00:59:28.120]   (indistinct)
[00:59:28.120 --> 00:59:33.120]   (indistinct)
[00:59:33.120 --> 00:59:38.120]   (indistinct)
[00:59:38.120 --> 00:59:43.120]   (indistinct)
[00:59:43.120 --> 00:59:48.120]   (indistinct)
[00:59:48.120 --> 00:59:53.120]   (indistinct)
[00:59:53.120 --> 00:59:58.120]   (indistinct)
[00:59:58.120 --> 01:00:03.120]   (indistinct)
[01:00:03.120 --> 01:00:08.120]   (indistinct)
[01:00:08.120 --> 01:00:13.120]   (indistinct)
[01:00:13.120 --> 01:00:18.120]   (indistinct)
[01:00:18.120 --> 01:00:23.120]   (indistinct)
[01:00:23.120 --> 01:00:28.120]   (indistinct)
[01:00:28.120 --> 01:00:33.120]   (indistinct)
[01:00:33.120 --> 01:00:38.120]   (indistinct)
[01:00:38.120 --> 01:00:43.120]   (indistinct)
[01:00:43.120 --> 01:00:48.120]   (indistinct)
[01:00:48.120 --> 01:00:53.120]   (indistinct)
[01:00:53.120 --> 01:00:58.120]   (indistinct)
[01:00:58.120 --> 01:01:03.120]   (indistinct)
[01:01:03.120 --> 01:01:08.120]   (indistinct)
[01:01:08.120 --> 01:01:13.120]   (indistinct)
[01:01:13.120 --> 01:01:18.120]   (indistinct)
[01:01:18.120 --> 01:01:23.120]   (indistinct)
[01:01:23.120 --> 01:01:28.120]   (indistinct)
[01:01:28.120 --> 01:01:33.120]   (indistinct)
[01:01:33.120 --> 01:01:38.120]   (indistinct)
[01:01:38.120 --> 01:01:43.120]   (indistinct)
[01:01:43.120 --> 01:01:48.120]   (indistinct)
[01:01:48.120 --> 01:01:53.120]   (indistinct)
[01:01:53.120 --> 01:01:58.120]   (indistinct)
[01:01:58.120 --> 01:02:03.120]   (indistinct)
[01:02:03.120 --> 01:02:08.120]   (indistinct)
[01:02:08.120 --> 01:02:13.120]   (indistinct)
[01:02:13.120 --> 01:02:18.120]   (indistinct)
[01:02:18.120 --> 01:02:23.120]   (indistinct)
[01:02:23.120 --> 01:02:28.120]   (indistinct)
[01:02:28.120 --> 01:02:33.120]   (indistinct)
[01:02:33.120 --> 01:02:38.120]   (indistinct)
[01:02:38.120 --> 01:02:43.120]   (indistinct)
[01:02:43.120 --> 01:02:48.120]   (indistinct)
[01:02:48.120 --> 01:02:53.120]   (indistinct)
[01:02:53.120 --> 01:02:58.120]   (indistinct)
[01:02:58.120 --> 01:03:03.120]   (indistinct)
[01:03:03.120 --> 01:03:08.120]   (indistinct)
[01:03:08.120 --> 01:03:13.120]   (indistinct)
[01:03:13.120 --> 01:03:18.120]   (indistinct)
[01:03:18.120 --> 01:03:23.120]   (indistinct)
[01:03:23.120 --> 01:03:28.120]   (indistinct)
[01:03:28.120 --> 01:03:33.120]   (indistinct)
[01:03:33.120 --> 01:03:38.120]   (indistinct)
[01:03:38.120 --> 01:03:43.120]   (indistinct)
[01:03:43.120 --> 01:03:48.120]   (indistinct)
[01:03:48.120 --> 01:03:53.120]   (indistinct)
[01:03:53.120 --> 01:03:58.120]   (indistinct)
[01:03:58.120 --> 01:04:03.120]   (indistinct)
[01:04:03.120 --> 01:04:08.120]   (indistinct)
[01:04:08.120 --> 01:04:13.120]   (indistinct)
[01:04:13.120 --> 01:04:18.120]   (indistinct)
[01:04:18.120 --> 01:04:23.120]   (indistinct)
[01:04:23.120 --> 01:04:28.120]   (indistinct)
[01:04:28.120 --> 01:04:33.120]   (indistinct)
[01:04:33.120 --> 01:04:38.120]   (indistinct)
[01:04:38.120 --> 01:04:43.120]   (indistinct)
[01:04:43.120 --> 01:04:48.120]   (indistinct)
[01:04:48.120 --> 01:04:53.120]   (indistinct)
[01:04:53.120 --> 01:04:58.120]   (indistinct)
[01:04:58.120 --> 01:05:03.120]   (indistinct)
[01:05:03.120 --> 01:05:08.120]   (indistinct)
[01:05:08.120 --> 01:05:13.120]   (indistinct)
[01:05:13.120 --> 01:05:18.120]   (indistinct)
[01:05:18.120 --> 01:05:23.120]   (indistinct)
[01:05:23.120 --> 01:05:28.120]   (indistinct)
[01:05:28.120 --> 01:05:33.120]   (indistinct)
[01:05:33.120 --> 01:05:38.120]   (indistinct)
[01:05:38.120 --> 01:05:43.120]   (indistinct)
[01:05:43.120 --> 01:05:48.120]   (indistinct)
[01:05:48.120 --> 01:05:53.120]   (indistinct)
[01:05:53.120 --> 01:05:58.120]   (indistinct)
[01:05:58.120 --> 01:06:03.120]   (indistinct)
[01:06:03.120 --> 01:06:08.120]   (indistinct)
[01:06:08.120 --> 01:06:13.120]   (indistinct)
[01:06:13.120 --> 01:06:18.120]   (indistinct)
[01:06:18.120 --> 01:06:23.120]   (indistinct)
[01:06:23.120 --> 01:06:28.120]   (indistinct)
[01:06:28.120 --> 01:06:33.120]   (indistinct)
[01:06:33.120 --> 01:06:38.120]   (indistinct)
[01:06:38.120 --> 01:06:43.120]   (indistinct)
[01:06:43.120 --> 01:06:48.120]   (indistinct)
[01:06:48.120 --> 01:06:53.120]   (indistinct)
[01:06:53.120 --> 01:06:58.120]   (indistinct)
[01:06:58.120 --> 01:07:03.120]   (indistinct)
[01:07:03.120 --> 01:07:08.120]   (indistinct)
[01:07:08.120 --> 01:07:13.120]   (indistinct)
[01:07:13.120 --> 01:07:18.120]   (indistinct)
[01:07:18.120 --> 01:07:23.120]   (indistinct)
[01:07:23.120 --> 01:07:28.120]   (indistinct)
[01:07:28.120 --> 01:07:33.120]   (indistinct)
[01:07:33.120 --> 01:07:35.120]   - Hello, hello, good.
[01:07:35.120 --> 01:07:37.120]   It looks like everybody's coming back into the main room.
[01:07:37.120 --> 01:07:40.120]   If you're in a classroom, please make your way over
[01:07:40.120 --> 01:07:42.120]   so we can start our review.
[01:07:42.120 --> 01:07:47.120]   (indistinct)
[01:07:47.120 --> 01:07:52.120]   (indistinct)
[01:07:52.120 --> 01:07:57.120]   (indistinct)
[01:07:57.120 --> 01:08:02.120]   (indistinct)
[01:08:02.120 --> 01:08:07.120]   (indistinct)
[01:08:07.120 --> 01:08:12.120]   (indistinct)
[01:08:12.120 --> 01:08:17.120]   (indistinct)
[01:08:17.120 --> 01:08:22.120]   (indistinct)
[01:08:22.120 --> 01:08:27.120]   (indistinct)
[01:08:27.120 --> 01:08:29.120]   (indistinct)
[01:08:29.120 --> 01:08:31.120]   Okay.
[01:08:31.120 --> 01:08:35.120]   So as we're thinking about that or getting situated,
[01:08:35.120 --> 01:08:38.120]   if you have questions about the passage,
[01:08:38.120 --> 01:08:40.120]   you can shoot me a text.
[01:08:40.120 --> 01:08:43.120]   I will try to peer over at my phone
[01:08:43.120 --> 01:08:46.120]   and if I can address the question in lesson,
[01:08:46.120 --> 01:08:48.120]   we can go ahead and try and do that.
[01:08:48.120 --> 01:08:50.120]   Okay.
[01:08:50.120 --> 01:08:54.120]   Well, let's take a moment to pray
[01:08:54.120 --> 01:08:59.120]   and we'll begin the review.
[01:08:59.120 --> 01:09:02.120]   Let's pray together.
[01:09:02.120 --> 01:09:07.120]   Lord God, we do want to just understand more
[01:09:07.120 --> 01:09:10.120]   of how you've worked in history
[01:09:10.120 --> 01:09:14.120]   and God, just how faithful you have proven to be,
[01:09:14.120 --> 01:09:16.120]   how sovereign you have proven to be.
[01:09:16.120 --> 01:09:18.120]   And we know, God, that that is such a challenge
[01:09:18.120 --> 01:09:21.120]   for us to trust, but I ask that, God,
[01:09:21.120 --> 01:09:23.120]   you would cause us to grow in it,
[01:09:23.120 --> 01:09:26.120]   to have such a confidence in your character,
[01:09:26.120 --> 01:09:28.120]   in your work, and who you are to us.
[01:09:28.120 --> 01:09:30.120]   We thank you in Christ's name.
[01:09:30.120 --> 01:09:31.120]   Amen.
[01:09:31.120 --> 01:09:32.120]   Okay.
[01:09:32.120 --> 01:09:34.120]   So this is just a quick review
[01:09:34.120 --> 01:09:37.120]   that if you guys kind of think about it,
[01:09:37.120 --> 01:09:39.120]   there's a sense in which this is one letter
[01:09:39.120 --> 01:09:41.120]   and we're chopping it up,
[01:09:41.120 --> 01:09:43.120]   so it'll feel pretty repetitive.
[01:09:43.120 --> 01:09:46.120]   At the same time, he is repetitive.
[01:09:46.120 --> 01:09:48.120]   Within the letter, essentially,
[01:09:48.120 --> 01:09:51.120]   he is highlighting and then restating
[01:09:51.120 --> 01:09:54.120]   and then now giving example
[01:09:54.120 --> 01:09:56.120]   of the point that he's been already making,
[01:09:56.120 --> 01:09:59.120]   which is, whoops,
[01:09:59.120 --> 01:10:02.120]   in the previous section, he said,
[01:10:02.120 --> 01:10:06.120]   "Before, you didn't know God, right?
[01:10:06.120 --> 01:10:08.120]   Before, you were a slave.
[01:10:08.120 --> 01:10:10.120]   You were a child slave.
[01:10:10.120 --> 01:10:11.120]   You had no freedoms
[01:10:11.120 --> 01:10:13.120]   and you were underneath
[01:10:13.120 --> 01:10:15.120]   a strict, strict disciplinarian.
[01:10:15.120 --> 01:10:16.120]   How in the world is it
[01:10:16.120 --> 01:10:19.120]   that you would go back, right?"
[01:10:19.120 --> 01:10:21.120]   There was a frustration.
[01:10:21.120 --> 01:10:23.120]   There was a perplexity
[01:10:23.120 --> 01:10:24.120]   to such a degree
[01:10:24.120 --> 01:10:27.120]   where he made a very personal plea saying,
[01:10:27.120 --> 01:10:30.120]   "I beg you, be like me."
[01:10:30.120 --> 01:10:31.120]   Yes?
[01:10:31.120 --> 01:10:33.120]   So when we think about that,
[01:10:33.120 --> 01:10:36.120]   the last, last time that we studied,
[01:10:36.120 --> 01:10:37.120]   he moved from there
[01:10:37.120 --> 01:10:40.120]   to just highlight his relationship, right?
[01:10:40.120 --> 01:10:42.120]   His relationship with the church and say,
[01:10:42.120 --> 01:10:45.120]   "You guys know that we were good.
[01:10:45.120 --> 01:10:46.120]   You guys know that I had
[01:10:46.120 --> 01:10:48.120]   no false ulterior motives
[01:10:48.120 --> 01:10:50.120]   and you were good to me.
[01:10:50.120 --> 01:10:52.120]   What in the world happened?"
[01:10:52.120 --> 01:10:54.120]   From that, he comes back
[01:10:54.120 --> 01:10:55.120]   to highlight this idea
[01:10:55.120 --> 01:10:57.120]   of how can you go back?
[01:10:57.120 --> 01:10:59.120]   How can you go back to slavery
[01:10:59.120 --> 01:11:03.120]   by talking about this illustration?
[01:11:03.120 --> 01:11:05.120]   So our passage today,
[01:11:05.120 --> 01:11:06.120]   if you took a look,
[01:11:06.120 --> 01:11:09.120]   you had to essentially read all of it
[01:11:09.120 --> 01:11:10.120]   down to verse 31,
[01:11:10.120 --> 01:11:13.120]   maybe even to verse 1 of chapter 5
[01:11:13.120 --> 01:11:16.120]   to get the full thrust of the argument.
[01:11:16.120 --> 01:11:17.120]   Look at the contrast
[01:11:17.120 --> 01:11:20.120]   between slavery and freedom.
[01:11:20.120 --> 01:11:21.120]   Look at the contrast
[01:11:21.120 --> 01:11:24.120]   of the two lines, the two sons, okay?
[01:11:24.120 --> 01:11:26.120]   Look at what's happened.
[01:11:26.120 --> 01:11:27.120]   And so today,
[01:11:27.120 --> 01:11:30.120]   we're looking at an illustration, okay?
[01:11:30.120 --> 01:11:32.120]   An illustration,
[01:11:32.120 --> 01:11:33.120]   sorry, give me a second here,
[01:11:33.120 --> 01:11:36.120]   an illustration of that point.
[01:11:36.120 --> 01:11:40.120]   And by way of just quick like outline,
[01:11:40.120 --> 01:11:43.120]   okay, you don't need to copy
