
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:27:23.260 --> 00:27:27.180]   ♪ Holy ♪
[00:27:27.180 --> 00:27:32.180]   ♪ You alone are holy ♪
[00:27:32.660 --> 00:27:37.660]   ♪ Matchless in your glory ♪
[00:27:37.660 --> 00:27:43.140]   ♪ No one is like you, worthy ♪
[00:27:43.140 --> 00:27:48.620]   ♪ You alone are worthy ♪
[00:27:48.620 --> 00:27:54.060]   ♪ We adore you, holy ♪
[00:27:54.060 --> 00:27:56.900]   ♪ Holy God ♪
[00:28:00.900 --> 00:28:03.020]   ♪ Now to the king ♪
[00:28:03.020 --> 00:28:05.740]   ♪ Now to the king on the throne ♪
[00:28:05.740 --> 00:28:08.500]   ♪ Who was and is to come ♪
[00:28:08.500 --> 00:28:11.220]   ♪ And to the lamb who was slain ♪
[00:28:11.220 --> 00:28:13.940]   ♪ Be glory ♪
[00:28:13.940 --> 00:28:16.700]   ♪ Now to the king on the throne ♪
[00:28:16.700 --> 00:28:19.380]   ♪ Who was and is to come ♪
[00:28:19.380 --> 00:28:22.140]   ♪ And to the lamb who was slain ♪
[00:28:22.140 --> 00:28:24.820]   ♪ Be glory ♪
[00:28:24.820 --> 00:28:27.580]   ♪ Now to the king on the throne ♪
[00:28:27.580 --> 00:28:30.300]   ♪ Who was and is to come ♪
[00:28:30.300 --> 00:28:33.020]   ♪ And to the lamb who was slain ♪
[00:28:33.020 --> 00:28:36.860]   ♪ Be glory ♪
[00:28:36.860 --> 00:28:39.540]   ♪ Holy ♪
[00:28:39.540 --> 00:28:44.540]   ♪ You alone are holy ♪
[00:28:44.540 --> 00:28:49.940]   ♪ Matchless in your glory ♪
[00:28:49.940 --> 00:28:55.420]   ♪ No one is like you, worthy ♪
[00:28:55.900 --> 00:29:00.900]   ♪ You alone are worthy ♪
[00:29:00.900 --> 00:29:06.420]   ♪ We adore you, holy ♪
[00:29:06.420 --> 00:29:09.100]   ♪ Holy God ♪
[00:29:09.100 --> 00:29:11.680]   (upbeat music)
[00:29:11.680 --> 00:29:31.700]   - You know, I did remember one person's birthday.
[00:29:31.700 --> 00:29:34.140]   Okay, Hanami, all the way from Japan,
[00:29:34.140 --> 00:29:35.820]   is celebrating her birthday today.
[00:29:35.820 --> 00:29:38.060]   So, happy birthday.
[00:29:38.060 --> 00:29:40.540]   Okay, everybody else, forgive me,
[00:29:40.540 --> 00:29:42.900]   I'll get back to you next week, okay?
[00:29:42.900 --> 00:29:44.980]   If you can turn to Hebrews,
[00:29:44.980 --> 00:29:47.980]   and I know some of you guys who are on the Facebook,
[00:29:47.980 --> 00:29:51.100]   you saw me changing the name of the title
[00:29:51.100 --> 00:29:54.100]   of the sermon this morning, "No Justice, No Peace."
[00:29:54.100 --> 00:29:55.980]   And I know some of you probably saw that change
[00:29:55.980 --> 00:29:57.780]   and thought, finally,
[00:29:57.780 --> 00:30:03.020]   he's addressing what's going on.
[00:30:03.020 --> 00:30:05.180]   Okay, and some of you guys may have said that,
[00:30:05.180 --> 00:30:08.580]   maybe some of you look at this symbol of this fist,
[00:30:08.580 --> 00:30:12.900]   and that symbol alone kind of triggers bad thoughts.
[00:30:12.900 --> 00:30:15.580]   Okay, and so, what is going on?
[00:30:15.580 --> 00:30:20.380]   Well, all over the country, maybe even all over the world,
[00:30:20.380 --> 00:30:21.900]   right now people are protesting and saying,
[00:30:21.900 --> 00:30:23.720]   "No justice, no peace."
[00:30:23.720 --> 00:30:26.740]   And that little phrase is something
[00:30:26.740 --> 00:30:29.020]   that's been around for many decades.
[00:30:29.020 --> 00:30:32.360]   And I actually did a study to find out where it started,
[00:30:32.360 --> 00:30:33.500]   and no one knows for sure.
[00:30:33.500 --> 00:30:35.940]   Some think that it started maybe
[00:30:35.940 --> 00:30:38.340]   during the Civil Rights Movement in the '60s.
[00:30:38.340 --> 00:30:40.020]   Some people think that it may have started
[00:30:40.020 --> 00:30:42.860]   sometime in the '70s after the Vietnam War,
[00:30:42.860 --> 00:30:46.140]   during the protest at "No Justice, No Peace."
[00:30:46.140 --> 00:30:49.100]   Now, we don't know exactly where it started,
[00:30:49.100 --> 00:30:52.580]   but what we do know is that the idea
[00:30:52.580 --> 00:30:56.980]   behind "No Justice, No Peace" is rooted in Scripture.
[00:30:56.980 --> 00:31:01.100]   In fact, the very foundations upon the gospel
[00:31:01.100 --> 00:31:03.980]   in which we celebrate and sing about
[00:31:03.980 --> 00:31:07.020]   is at the core, "No justice, no peace."
[00:31:07.020 --> 00:31:09.300]   In fact, all throughout the Old Testament,
[00:31:09.300 --> 00:31:12.980]   God is establishing the necessity of justice.
[00:31:12.980 --> 00:31:16.460]   And as the Jews were looking for the shalom, for peace,
[00:31:16.460 --> 00:31:18.420]   and they would greet each other for peace,
[00:31:18.420 --> 00:31:20.620]   God was establishing that the only way
[00:31:20.620 --> 00:31:22.400]   that peace was gonna come about
[00:31:22.400 --> 00:31:26.520]   is if God brings back justice, righteousness.
[00:31:26.520 --> 00:31:29.340]   So at the core of the gospel message is this message,
[00:31:29.340 --> 00:31:32.820]   there is no justice, there is no peace.
[00:31:32.820 --> 00:31:35.460]   But here's our dilemma.
[00:31:35.460 --> 00:31:38.340]   Who's justice?
[00:31:38.340 --> 00:31:40.440]   And what kind of peace are we looking for?
[00:31:40.440 --> 00:31:45.140]   If we look from the black communities,
[00:31:45.140 --> 00:31:47.600]   and again, obviously black community
[00:31:47.600 --> 00:31:50.000]   are not the only people who experience racism.
[00:31:50.000 --> 00:31:52.140]   You don't have to be a particular race
[00:31:52.140 --> 00:31:53.640]   to know what racism is.
[00:31:53.640 --> 00:31:57.740]   You can be a Caucasian in America and experience racism.
[00:31:57.740 --> 00:32:01.580]   But the black community in particular,
[00:32:01.580 --> 00:32:05.700]   and I think it's important for us to acknowledge their pain.
[00:32:05.700 --> 00:32:09.660]   No other group of people,
[00:32:09.660 --> 00:32:13.340]   yes, there are Chinese Americans, Japanese Americans,
[00:32:13.340 --> 00:32:16.100]   there are Native Americans,
[00:32:16.100 --> 00:32:17.340]   and various other groups of people
[00:32:17.340 --> 00:32:20.480]   who have experienced tremendous racism.
[00:32:20.480 --> 00:32:24.460]   But the African Americans, their history is slavery.
[00:32:25.340 --> 00:32:28.900]   They were brought here by force hundreds of years ago
[00:32:28.900 --> 00:32:30.880]   with forced labor.
[00:32:30.880 --> 00:32:34.140]   And so even though that was many, many generations ago,
[00:32:34.140 --> 00:32:40.580]   racism was blatant even up to the 1960s.
[00:32:40.580 --> 00:32:42.420]   And so you have a community of people
[00:32:42.420 --> 00:32:47.100]   where there is deep-rooted bitterness and even hatred
[00:32:47.100 --> 00:32:49.280]   that is underlying what they remember,
[00:32:49.280 --> 00:32:50.260]   what their history is.
[00:32:50.260 --> 00:32:53.020]   So to simply say to get over it
[00:32:53.020 --> 00:32:58.020]   is not only too simplistic, but is highly insensitive.
[00:32:58.020 --> 00:33:06.260]   They are more sensitive to what seems to be racism.
[00:33:06.260 --> 00:33:09.180]   Even if objectively we may look at it and say,
[00:33:09.180 --> 00:33:10.380]   "How is that racism?"
[00:33:10.380 --> 00:33:13.700]   They are more sensitive to racism, understandably.
[00:33:13.700 --> 00:33:16.120]   Just like if somebody was abused,
[00:33:16.120 --> 00:33:18.660]   they are more sensitive to abuse.
[00:33:18.660 --> 00:33:21.900]   If somebody has grown up in an abusive home,
[00:33:21.900 --> 00:33:25.100]   and what may seem like abuse,
[00:33:25.100 --> 00:33:28.100]   they are going to, whenever that gets triggered,
[00:33:28.100 --> 00:33:29.620]   their emotions get triggered,
[00:33:29.620 --> 00:33:32.800]   all of their past experiences, all their grandparents,
[00:33:32.800 --> 00:33:35.820]   and all their past history are all going to come into play
[00:33:35.820 --> 00:33:38.200]   in how they view that particular situation.
[00:33:38.200 --> 00:33:43.420]   In fact, I remember, I told you,
[00:33:43.420 --> 00:33:46.620]   I have personal experience in racism,
[00:33:46.620 --> 00:33:48.420]   but I had a friend back in junior high school,
[00:33:48.420 --> 00:33:52.920]   and we went to school in the Valley.
[00:33:52.920 --> 00:33:58.860]   He was so sensitive to racism because he didn't,
[00:33:58.860 --> 00:34:00.780]   I came to the United States when I was really young,
[00:34:00.780 --> 00:34:04.280]   so my English was fine, but he came a little bit later.
[00:34:04.280 --> 00:34:07.420]   He came almost at the end of elementary school,
[00:34:07.420 --> 00:34:09.700]   so he had a thick accent.
[00:34:09.700 --> 00:34:12.460]   And so, obviously, people targeted him,
[00:34:12.460 --> 00:34:13.860]   you dumb chink, dumb chink,
[00:34:13.860 --> 00:34:16.380]   but he was not a small guy like me, he was a big guy.
[00:34:16.380 --> 00:34:18.420]   And so he was so hypersensitive.
[00:34:18.420 --> 00:34:21.500]   I remember walking down the hall one time,
[00:34:21.500 --> 00:34:23.420]   and we heard something at the end of the hall,
[00:34:23.420 --> 00:34:26.940]   and he went running, and then he started railing on some kid
[00:34:26.940 --> 00:34:29.060]   and I had to pull him off, and we're walking out of school,
[00:34:29.060 --> 00:34:30.660]   and I said, "What happened?"
[00:34:30.660 --> 00:34:33.140]   He said, "He said something about Ching Chung something,
[00:34:33.140 --> 00:34:34.860]   "and he heard it at the end of the hallway,
[00:34:34.860 --> 00:34:37.200]   "and I don't even know if that's what actually happened.
[00:34:37.200 --> 00:34:38.300]   "He may have dropped something,
[00:34:38.300 --> 00:34:40.780]   "he may have made it sound like Ching Chung or something."
[00:34:40.780 --> 00:34:42.820]   But he was so sensitive.
[00:34:42.820 --> 00:34:45.940]   Anything that sounded like racism, he ran over there,
[00:34:45.940 --> 00:34:48.860]   because he was constantly walking in rage.
[00:34:48.860 --> 00:34:52.700]   So to a certain extent, it's understandable
[00:34:52.700 --> 00:34:55.220]   that there is hypersensitivity.
[00:34:55.220 --> 00:34:57.500]   And I think it is insensitive and not right
[00:34:57.500 --> 00:35:01.780]   for us to not to acknowledge that, that there is that.
[00:35:01.780 --> 00:35:04.840]   And the anger toward the politicians in particular,
[00:35:04.840 --> 00:35:06.300]   and to the police,
[00:35:06.300 --> 00:35:09.220]   because they represent the power structure.
[00:35:09.220 --> 00:35:12.500]   And that's where they've experienced racism,
[00:35:12.500 --> 00:35:15.540]   even if it's not personal, at least historically.
[00:35:15.540 --> 00:35:19.180]   So for us to completely nullify that,
[00:35:19.180 --> 00:35:21.300]   again, it's beyond insensitive,
[00:35:21.300 --> 00:35:22.580]   and I think that's something that Christians
[00:35:22.580 --> 00:35:25.500]   should be sensitive about and pay attention to.
[00:35:25.500 --> 00:35:30.100]   But we also need to acknowledge
[00:35:30.100 --> 00:35:31.540]   from the other point of view.
[00:35:31.540 --> 00:35:34.440]   Our police officers, right now there's a movement
[00:35:34.440 --> 00:35:36.880]   to defund the police, the police are evil.
[00:35:36.880 --> 00:35:38.820]   Imagine if you're a police officer,
[00:35:38.820 --> 00:35:43.820]   and you have taken an oath to serve and to protect.
[00:35:45.320 --> 00:35:47.620]   And your job is to go out there
[00:35:47.620 --> 00:35:51.380]   and risking your health and your life to help other people.
[00:35:51.380 --> 00:35:55.820]   And because of a few acts of certain police officers,
[00:35:55.820 --> 00:36:00.140]   a small percentage of them, have abused their power,
[00:36:00.140 --> 00:36:03.100]   that what the hatred going toward the police
[00:36:03.100 --> 00:36:05.640]   also seems very racist.
[00:36:05.640 --> 00:36:08.280]   A broad stroke toward every officer
[00:36:08.280 --> 00:36:12.160]   that has been trying to do their job.
[00:36:13.100 --> 00:36:15.420]   In fact, think about this perspective.
[00:36:15.420 --> 00:36:18.760]   Not that many years ago, after 9/11,
[00:36:18.760 --> 00:36:22.320]   the two planes hit the Twin Towers.
[00:36:22.320 --> 00:36:24.980]   While thousands of people were running away
[00:36:24.980 --> 00:36:27.280]   from that building because of danger,
[00:36:27.280 --> 00:36:32.280]   police officers and firemen ran toward those buildings,
[00:36:32.280 --> 00:36:35.640]   and hundreds of them, in the context
[00:36:35.640 --> 00:36:37.660]   of trying to save these lives,
[00:36:37.660 --> 00:36:40.900]   lost their lives when those buildings crumbled.
[00:36:40.900 --> 00:36:42.760]   Some of you guys may not remember,
[00:36:42.760 --> 00:36:44.880]   you might have been too young,
[00:36:44.880 --> 00:36:48.020]   but for several years after that,
[00:36:48.020 --> 00:36:52.840]   people would buy NYPD and NYF, right,
[00:36:52.840 --> 00:36:55.840]   fire department, uniforms and hats
[00:36:55.840 --> 00:36:59.320]   to celebrate the bravery of our police officers,
[00:36:59.320 --> 00:37:00.800]   first responders.
[00:37:00.800 --> 00:37:02.440]   They were the heroes of our society,
[00:37:02.440 --> 00:37:05.460]   not that many years ago, because they literally,
[00:37:05.460 --> 00:37:09.040]   their job is a calling to risk their lives,
[00:37:09.040 --> 00:37:11.480]   give their lives for the safety of other people.
[00:37:11.480 --> 00:37:13.280]   So to be in that situation,
[00:37:13.280 --> 00:37:15.560]   and then just a few years later,
[00:37:15.560 --> 00:37:18.640]   to be demonized, saying that they are all racist,
[00:37:18.640 --> 00:37:20.560]   you can understand why it is very difficult
[00:37:20.560 --> 00:37:22.200]   for them to handle.
[00:37:22.200 --> 00:37:23.740]   And you have the police officers
[00:37:23.740 --> 00:37:25.940]   and the people who are deeply hurt
[00:37:25.940 --> 00:37:29.340]   by the history of this country,
[00:37:29.340 --> 00:37:31.880]   standing side by side, pushing each other,
[00:37:31.880 --> 00:37:33.760]   and why there is animosity
[00:37:33.760 --> 00:37:37.760]   in these demonstrations is understandable.
[00:37:38.640 --> 00:37:40.720]   Even the protesting of the flag,
[00:37:40.720 --> 00:37:44.360]   you can see how the black community
[00:37:44.360 --> 00:37:46.000]   are taking the knee to protest
[00:37:46.000 --> 00:37:49.800]   what they view as injustice.
[00:37:49.800 --> 00:37:52.440]   And then you can see the response from that,
[00:37:52.440 --> 00:37:56.260]   in particular from veterans who went out to war,
[00:37:56.260 --> 00:37:59.020]   and for them, it's not just a symbol.
[00:37:59.020 --> 00:38:01.800]   They lost their friends,
[00:38:01.800 --> 00:38:03.700]   people that they loved, that they walked with,
[00:38:03.700 --> 00:38:05.000]   that they are going to remember
[00:38:05.000 --> 00:38:06.200]   for the rest of their lives.
[00:38:06.200 --> 00:38:08.120]   So to them, disrespecting the flag
[00:38:08.120 --> 00:38:10.440]   is disrespecting their friend.
[00:38:10.440 --> 00:38:14.800]   So you can imagine why there is an extreme response
[00:38:14.800 --> 00:38:17.320]   from kneeling from that community.
[00:38:17.320 --> 00:38:19.920]   And we can also understand the heart behind
[00:38:19.920 --> 00:38:21.800]   why they may be protesting.
[00:38:21.800 --> 00:38:23.960]   Again, whether you agree or don't agree,
[00:38:23.960 --> 00:38:25.960]   we can understand the heart behind that.
[00:38:25.960 --> 00:38:32.560]   That slogan, "No justice, no peace,"
[00:38:32.560 --> 00:38:34.500]   it is rooted in the Bible.
[00:38:34.500 --> 00:38:37.400]   But how do you practice this?
[00:38:37.400 --> 00:38:38.580]   Whose justice?
[00:38:38.580 --> 00:38:44.320]   Because what is justice to one community
[00:38:44.320 --> 00:38:46.560]   may be injustice to another community.
[00:38:46.560 --> 00:38:51.260]   What may seem like justice to one group
[00:38:51.260 --> 00:38:54.660]   can easily be interpreted as injustice in another group.
[00:38:54.660 --> 00:38:56.520]   So is justice in community
[00:38:56.520 --> 00:38:59.260]   simply based upon who has the power?
[00:38:59.260 --> 00:39:01.300]   So if the police and the government has power,
[00:39:01.300 --> 00:39:02.480]   they can do whatever they want
[00:39:02.480 --> 00:39:03.780]   and whatever they think is justice
[00:39:03.780 --> 00:39:05.680]   and treat people any way they want
[00:39:05.680 --> 00:39:06.680]   because they have the power
[00:39:06.680 --> 00:39:08.440]   and whatever they view as justice.
[00:39:08.440 --> 00:39:11.200]   If we have enough rioting and enough force
[00:39:11.200 --> 00:39:14.120]   and get enough people to get behind these protests
[00:39:14.120 --> 00:39:15.800]   and they can strong arm people
[00:39:15.800 --> 00:39:18.520]   and even get rid of the police station,
[00:39:18.520 --> 00:39:20.480]   is that justice?
[00:39:20.480 --> 00:39:21.880]   Whoever has power,
[00:39:21.880 --> 00:39:26.040]   how do we practice this?
[00:39:26.040 --> 00:39:28.080]   If it is at the root of the gospel
[00:39:28.080 --> 00:39:31.220]   that you and I profess and sing and believe in,
[00:39:31.220 --> 00:39:32.680]   how do we practice something
[00:39:32.680 --> 00:39:35.020]   that is so difficult to practice?
[00:39:36.320 --> 00:39:37.740]   I didn't change my sermon today.
[00:39:37.740 --> 00:39:40.920]   It just happened that the topic of the sermon,
[00:39:40.920 --> 00:39:42.720]   the text that we're looking at today,
[00:39:42.720 --> 00:39:46.520]   tells us that Jesus Christ is the king of righteousness
[00:39:46.520 --> 00:39:47.720]   and king of peace.
[00:39:47.720 --> 00:39:48.540]   You know what's interesting
[00:39:48.540 --> 00:39:51.120]   is the word for righteousness, dikaios,
[00:39:51.120 --> 00:39:54.520]   in other parts of the Bible is translated justice.
[00:39:54.520 --> 00:39:56.460]   It is the same word.
[00:39:56.460 --> 00:39:57.560]   So in other words,
[00:39:57.560 --> 00:40:01.240]   this text tells us that Jesus is the king of justice
[00:40:01.240 --> 00:40:04.200]   and Jesus is the king of peace.
[00:40:04.200 --> 00:40:06.560]   So again, I didn't jump into this text.
[00:40:06.560 --> 00:40:08.180]   It just happened in God's sovereignty
[00:40:08.180 --> 00:40:10.440]   we landed on this text.
[00:40:10.440 --> 00:40:13.800]   Hebrews chapter 7, 2B, this is what it says.
[00:40:13.800 --> 00:40:16.400]   By the translation of his name,
[00:40:16.400 --> 00:40:17.940]   king of righteousness, Melchizedek.
[00:40:17.940 --> 00:40:22.500]   Melchi means the king, zedek, righteousness or justice.
[00:40:22.500 --> 00:40:24.060]   His name means king of justice
[00:40:24.060 --> 00:40:26.400]   and then also king of Salem.
[00:40:26.400 --> 00:40:30.360]   Salem is the Hebrew version of that is Shalom.
[00:40:31.400 --> 00:40:33.360]   Many people think that Salem
[00:40:33.360 --> 00:40:35.480]   is the old ancient name of Jerusalem.
[00:40:35.480 --> 00:40:38.920]   Jeru meaning city, Shalom meaning peace.
[00:40:38.920 --> 00:40:42.600]   So he's the king of righteousness and the king of peace.
[00:40:42.600 --> 00:40:44.880]   But if you notice here, the author,
[00:40:44.880 --> 00:40:46.360]   if you don't pay attention,
[00:40:46.360 --> 00:40:49.640]   there's a subtle but very important thing
[00:40:49.640 --> 00:40:50.980]   that he says here.
[00:40:50.980 --> 00:40:53.240]   By the translation of his name, king of righteousness,
[00:40:53.240 --> 00:40:57.840]   and then also king of Salem, king of peace.
[00:40:57.840 --> 00:40:58.680]   He puts that in order.
[00:40:58.680 --> 00:41:01.300]   In other words, that's no different than saying
[00:41:01.300 --> 00:41:02.760]   no justice, no peace.
[00:41:02.760 --> 00:41:05.480]   Because peace comes from righteousness.
[00:41:05.480 --> 00:41:08.300]   Righteousness first and then peace.
[00:41:08.300 --> 00:41:11.200]   If we don't establish righteousness,
[00:41:11.200 --> 00:41:12.480]   there can be no peace.
[00:41:12.480 --> 00:41:15.960]   Because peace without righteousness is anarchy.
[00:41:15.960 --> 00:41:19.540]   Righteousness without peace is fascism.
[00:41:19.540 --> 00:41:21.840]   Whoever has the power does whatever they want.
[00:41:21.840 --> 00:41:27.320]   The whole purpose of why we study the Bible,
[00:41:27.320 --> 00:41:30.000]   what the gospel is, why Jesus came and died
[00:41:30.000 --> 00:41:32.540]   and was resurrected and established his new kingdom,
[00:41:32.540 --> 00:41:36.280]   is so that by establishing righteousness,
[00:41:36.280 --> 00:41:39.900]   by establishing justice, that he was going to bring peace.
[00:41:39.900 --> 00:41:42.840]   In Psalm 85, nine through 10, it says,
[00:41:42.840 --> 00:41:46.200]   "Surely his salvation is near to those who fear him,
[00:41:46.200 --> 00:41:47.940]   "that glory may dwell in our land,
[00:41:47.940 --> 00:41:49.900]   "loving kindness and truth met together,
[00:41:49.900 --> 00:41:53.580]   "righteousness and peace have kissed each other."
[00:41:53.580 --> 00:41:56.300]   In description of the kingdom that Christ
[00:41:56.300 --> 00:41:58.940]   was going to bring, he says that righteousness
[00:41:58.940 --> 00:42:01.600]   and peace are going to have perfect harmony.
[00:42:01.600 --> 00:42:03.100]   They're gonna kiss each other.
[00:42:03.100 --> 00:42:09.300]   See, at the root of who Jesus is,
[00:42:09.300 --> 00:42:12.100]   king of justice, king of righteousness.
[00:42:12.100 --> 00:42:19.120]   See, it is very, very difficult for us to practice justice.
[00:42:19.120 --> 00:42:21.900]   Because, for four reasons.
[00:42:21.900 --> 00:42:25.300]   One, the way we see justice, we see it
[00:42:25.300 --> 00:42:27.280]   from our point of view.
[00:42:27.280 --> 00:42:29.620]   And there's no human being that is not biased that way.
[00:42:29.620 --> 00:42:32.820]   Every single person is biased that way.
[00:42:32.820 --> 00:42:37.540]   The longer that I live, the more I become biased.
[00:42:37.540 --> 00:42:40.440]   Because of my past experience.
[00:42:40.440 --> 00:42:42.540]   Certain things that I've experienced,
[00:42:42.540 --> 00:42:45.420]   certain things that I've read, it causes me to be biased.
[00:42:45.420 --> 00:42:47.180]   Because when I run into somebody,
[00:42:47.180 --> 00:42:48.660]   or I get into a certain situation,
[00:42:48.660 --> 00:42:50.940]   I remember the previous situation.
[00:42:50.940 --> 00:42:52.820]   I remember the previous experience.
[00:42:52.820 --> 00:42:54.460]   And so I don't start neutral.
[00:42:54.460 --> 00:42:56.260]   I start with wherever I left off.
[00:42:56.260 --> 00:42:59.400]   And every single human being is biased to a certain degree.
[00:42:59.400 --> 00:43:01.640]   You know, when you're a child, if you've raised children,
[00:43:01.640 --> 00:43:05.060]   or every single one of us were children at one point,
[00:43:05.060 --> 00:43:07.420]   and I think you all know what I'm talking about.
[00:43:07.420 --> 00:43:09.720]   You hear the term, it's not fair.
[00:43:09.720 --> 00:43:13.120]   What is fair?
[00:43:13.120 --> 00:43:16.180]   Usually what we consider fair really starts with us.
[00:43:16.180 --> 00:43:20.380]   I remember when our kids were young,
[00:43:20.380 --> 00:43:23.180]   you know, in order to take them to Disneyland,
[00:43:23.180 --> 00:43:25.920]   and again, you guys know how much I love being at Disneyland.
[00:43:25.920 --> 00:43:27.540]   We did it for the kids.
[00:43:27.540 --> 00:43:29.060]   Spent all day sacrificing,
[00:43:29.060 --> 00:43:31.260]   literally carrying our cross for the kids.
[00:43:31.260 --> 00:43:34.620]   And at the end of the day, we're going home,
[00:43:34.620 --> 00:43:37.320]   thinking, oh, let's get some Jamba Juice, you know?
[00:43:37.320 --> 00:43:39.900]   And we stop over, get some Jamba Juice.
[00:43:39.900 --> 00:43:42.540]   But then they didn't get quite the flavor that they wanted,
[00:43:42.540 --> 00:43:44.360]   or we had to split the cup in half,
[00:43:44.360 --> 00:43:47.380]   and the other kid got a little bit more than the other.
[00:43:47.380 --> 00:43:50.820]   And the rest of the ride from Jamba Juice home was,
[00:43:50.820 --> 00:43:52.160]   it's not fair.
[00:43:52.160 --> 00:43:55.100]   Now as a parent, I wanna pull over
[00:43:55.100 --> 00:43:57.860]   and get everybody to leave, walk home, okay?
[00:43:57.860 --> 00:44:02.860]   I've literally, you know, spent all day in the hot sun,
[00:44:02.860 --> 00:44:05.940]   paying money I didn't wanna pay,
[00:44:05.940 --> 00:44:07.540]   in a place I didn't wanna be.
[00:44:07.540 --> 00:44:12.160]   Mickey Mouse in my face, all day long.
[00:44:12.160 --> 00:44:16.260]   And because you didn't get what you wanted, it's not fair.
[00:44:16.260 --> 00:44:18.140]   Now, we're not kids.
[00:44:18.140 --> 00:44:20.900]   We're a lot more sophisticated than that.
[00:44:20.900 --> 00:44:23.060]   But we say that in our hearts all the time.
[00:44:24.220 --> 00:44:25.500]   When we don't get what we want,
[00:44:25.500 --> 00:44:26.940]   God doesn't answer our prayers,
[00:44:26.940 --> 00:44:28.860]   or when people say certain things,
[00:44:28.860 --> 00:44:31.020]   we say in our hearts, it's not fair.
[00:44:31.020 --> 00:44:32.860]   I've heard a lot of people say,
[00:44:32.860 --> 00:44:34.820]   "I didn't get a stimulus check."
[00:44:34.820 --> 00:44:38.080]   Maybe, what happened?
[00:44:38.080 --> 00:44:41.260]   What did you do to earn that stimulus check?
[00:44:41.260 --> 00:44:44.580]   But I've heard a lot of people say, "It's not fair."
[00:44:44.580 --> 00:44:47.220]   You know, Jesus has a parable about that in the Bible,
[00:44:47.220 --> 00:44:49.840]   in Matthew chapter 20, one through 16.
[00:44:49.840 --> 00:44:51.700]   The parable of the laborers,
[00:44:51.700 --> 00:44:54.020]   where he promised a certain amount of money,
[00:44:54.020 --> 00:44:56.620]   but certain people went in at different parts of the day,
[00:44:56.620 --> 00:44:59.140]   and then a guy got it at the very last hour,
[00:44:59.140 --> 00:45:00.460]   and he got paid the same thing,
[00:45:00.460 --> 00:45:02.420]   and the rest of the workers who worked all day say,
[00:45:02.420 --> 00:45:04.500]   "What, it's not fair."
[00:45:04.500 --> 00:45:08.440]   It wasn't because God was unjust.
[00:45:08.440 --> 00:45:09.620]   Because God promised them,
[00:45:09.620 --> 00:45:11.460]   and they're getting what they were promised,
[00:45:11.460 --> 00:45:13.300]   but the other people got better.
[00:45:13.300 --> 00:45:20.040]   See, our idea of justice usually starts with us.
[00:45:20.040 --> 00:45:22.660]   How does it benefit us?
[00:45:23.700 --> 00:45:25.180]   And so, because it starts with us,
[00:45:25.180 --> 00:45:26.860]   it's always from our perspective,
[00:45:26.860 --> 00:45:30.560]   it's very difficult for us to really come down
[00:45:30.560 --> 00:45:32.480]   with what we think is just.
[00:45:32.480 --> 00:45:35.580]   'Cause what we think is just is unjust
[00:45:35.580 --> 00:45:37.260]   from another person's perspective.
[00:45:37.260 --> 00:45:39.620]   So, how do we do that?
[00:45:39.620 --> 00:45:43.180]   In Judges chapter 21, verse 25,
[00:45:43.180 --> 00:45:46.560]   during the period of Judges, if you've read that text,
[00:45:46.560 --> 00:45:49.140]   he said that the reason why they kept on falling into sin
[00:45:49.140 --> 00:45:51.060]   cycle over and over again,
[00:45:51.060 --> 00:45:54.260]   he says, "In those days, there were no king in Israel,
[00:45:54.260 --> 00:45:57.460]   "and everyone did what was right in his own eyes."
[00:45:57.460 --> 00:45:58.940]   Do you notice here, they didn't say,
[00:45:58.940 --> 00:46:01.640]   "Everyone did what was wrong in their own eyes."
[00:46:01.640 --> 00:46:05.180]   Everyone did what they thought was right in their own eyes.
[00:46:05.180 --> 00:46:06.620]   What they thought was righteous,
[00:46:06.620 --> 00:46:08.540]   what they thought was just.
[00:46:08.540 --> 00:46:11.340]   And that's what kept on causing this problem, a cycle,
[00:46:11.340 --> 00:46:12.940]   because there was no king.
[00:46:12.940 --> 00:46:17.340]   Well, the Bible tells us that Christ comes
[00:46:17.340 --> 00:46:18.860]   in the order of Melchizedek,
[00:46:18.860 --> 00:46:21.540]   and there's only one king of righteousness.
[00:46:21.540 --> 00:46:26.020]   And until he is established as king,
[00:46:26.020 --> 00:46:28.180]   we have a tendency, all of us,
[00:46:28.180 --> 00:46:30.620]   to do what is right in our own eyes.
[00:46:30.620 --> 00:46:33.420]   And what we think is right in our own eyes
[00:46:33.420 --> 00:46:36.900]   would be unright or unrighteous in someone else's eyes,
[00:46:36.900 --> 00:46:39.140]   and eventually, you're gonna meet each other.
[00:46:39.140 --> 00:46:43.240]   In your pursuit of justice from your perspective,
[00:46:43.240 --> 00:46:44.540]   you're gonna meet somebody else
[00:46:44.540 --> 00:46:46.780]   in pursuit of justice in their perspective,
[00:46:46.780 --> 00:46:49.900]   and you're gonna clash, and the result is going to be
[00:46:49.900 --> 00:46:53.400]   whoever has the biggest gun is going to win.
[00:46:53.400 --> 00:46:57.000]   And that's where war comes from.
[00:46:57.000 --> 00:47:01.160]   Two countries seeking justice in their own eyes,
[00:47:01.160 --> 00:47:03.460]   and whoever has the biggest guns
[00:47:03.460 --> 00:47:05.780]   ends up determining what is just.
