
[00:00:00.000 --> 00:00:03.480]   [MUSIC PLAYING]
[00:44:07.360 --> 00:44:12.360]   (music playing)
[00:44:12.360 --> 00:44:17.360]   (music playing)
[00:44:17.360 --> 00:44:22.360]   (music playing)
[00:44:22.360 --> 00:44:27.360]   (music playing)
[00:44:27.360 --> 00:44:32.360]   (music playing)
[00:44:32.360 --> 00:44:37.360]   (music playing)
[00:44:37.360 --> 00:44:42.360]   (music playing)
[00:44:42.360 --> 00:44:47.360]   (music playing)
[00:44:47.360 --> 00:44:52.360]   (music playing)
[00:44:52.360 --> 00:44:57.360]   (music playing)
[00:44:57.360 --> 00:45:02.360]   (music playing)
[00:45:02.360 --> 00:45:07.360]   (music playing)
[00:45:07.360 --> 00:45:12.360]   (music playing)
[00:45:12.360 --> 00:45:17.360]   (music playing)
[00:45:17.360 --> 00:45:22.360]   (music playing)
[00:45:22.360 --> 00:45:27.360]   (music playing)
[00:45:27.360 --> 00:45:32.360]   (music playing)
[00:45:32.360 --> 00:45:37.360]   (music playing)
[00:45:37.360 --> 00:45:42.360]   (music playing)
[00:45:42.360 --> 00:45:47.360]   (music playing)
[00:45:47.360 --> 00:45:52.360]   (music playing)
[00:45:52.360 --> 00:45:57.360]   (music playing)
[00:45:57.360 --> 00:46:02.360]   (music playing)
[00:46:02.360 --> 00:46:07.360]   (music playing)
[00:46:07.360 --> 00:46:12.360]   (music playing)
[00:46:12.360 --> 00:46:17.360]   (music playing)
[00:46:17.360 --> 00:46:22.360]   (music playing)
[00:46:22.360 --> 00:46:27.360]   (music playing)
[00:46:27.360 --> 00:46:32.360]   (music playing)
[00:46:32.360 --> 00:46:37.360]   (music playing)
[00:46:37.360 --> 00:46:42.360]   (music playing)
[00:46:42.360 --> 00:46:47.360]   (music playing)
[00:46:47.360 --> 00:46:52.360]   (music playing)
[00:46:52.360 --> 00:46:57.360]   (music playing)
[00:46:57.360 --> 00:47:02.360]   (music playing)
[00:47:02.360 --> 00:47:07.360]   (music playing)
[00:47:07.360 --> 00:47:12.360]   (music playing)
[00:47:12.360 --> 00:47:17.360]   (music playing)
[00:47:17.360 --> 00:47:22.360]   (music playing)
[00:47:22.360 --> 00:47:27.360]   (music playing)
[00:47:27.360 --> 00:47:32.360]   (music playing)
[00:47:32.360 --> 00:47:37.360]   (music playing)
[00:47:37.360 --> 00:47:42.360]   (music playing)
[00:47:42.360 --> 00:47:47.360]   (music playing)
[00:47:47.360 --> 00:47:52.360]   (music playing)
[00:47:52.360 --> 00:47:57.360]   (music playing)
[00:47:57.360 --> 00:48:02.360]   (music playing)
[00:48:02.360 --> 00:48:07.360]   (music playing)
[00:48:07.360 --> 00:48:12.360]   (music playing)
[00:48:12.360 --> 00:48:17.360]   (music playing)
[00:48:17.360 --> 00:48:22.360]   (music playing)
[00:48:22.360 --> 00:48:27.360]   (music playing)
[00:48:27.360 --> 00:48:32.360]   (music playing)
[00:48:32.360 --> 00:48:37.360]   (music playing)
[00:48:37.360 --> 00:48:42.360]   (music playing)
[00:48:42.360 --> 00:48:47.360]   (music playing)
[00:48:47.360 --> 00:48:52.360]   (music playing)
[00:48:52.360 --> 00:48:57.360]   (music playing)
[00:48:57.360 --> 00:49:02.360]   (music playing)
[00:49:02.360 --> 00:49:07.360]   (music playing)
[00:49:07.360 --> 00:49:12.360]   (music playing)
[00:49:12.360 --> 00:49:17.360]   (music playing)
[00:49:17.360 --> 00:49:22.360]   (music playing)
[00:49:22.360 --> 00:49:27.360]   (music playing)
[00:49:27.360 --> 00:49:32.360]   (music playing)
[00:49:32.360 --> 00:49:37.360]   (music playing)
[00:49:37.360 --> 00:49:42.360]   (music playing)
[00:49:42.360 --> 00:49:47.360]   (music playing)
[00:49:47.360 --> 00:49:52.360]   (music playing)
[00:49:52.360 --> 00:49:57.360]   (music playing)
[00:49:57.360 --> 00:50:02.360]   (music playing)
[00:50:02.360 --> 00:50:07.360]   (music playing)
[00:50:07.360 --> 00:50:12.360]   (music playing)
[00:50:12.360 --> 00:50:17.360]   (music playing)
[00:50:17.360 --> 00:50:22.360]   (music playing)
[00:50:22.360 --> 00:50:27.360]   (music playing)
[00:50:27.360 --> 00:50:32.360]   (music playing)
[00:50:32.360 --> 00:50:37.360]   (music playing)
[00:50:37.360 --> 00:50:42.360]   The next two prayer requests, the third one is going to be then
[00:50:42.360 --> 00:50:47.360]   a priority of worship. And the reason why this is a little bit shorter,
[00:50:47.360 --> 00:50:52.360]   but there's so much involved in just the priority of worship corporately,
[00:50:52.360 --> 00:50:57.360]   but also of us personally, we recognize that we can kind of throw around that word "worship"
[00:50:57.360 --> 00:51:02.360]   constantly, but at the end, when we think of what worship is, and what we're doing
[00:51:02.360 --> 00:51:07.360]   when we come to corporately worship God together, it's simply an extension of what we're called to do
[00:51:07.360 --> 00:51:12.360]   minute to minute in our lives. So we don't enter,
[00:51:12.360 --> 00:51:17.360]   we don't really enter into times of worship, we do enter into times of corporate worship.
[00:51:17.360 --> 00:51:22.360]   Corporate worship isn't a time just for personal worship, it's where we come together
[00:51:22.360 --> 00:51:27.360]   and remember the God that we serve together. It's an encouragement that happens.
[00:51:27.360 --> 00:51:32.360]   So for that to happen then, personal worship needs to first be happening.
[00:51:32.360 --> 00:51:37.360]   My question to you tonight is, has that been happening in your life? How much do we compartmentalize
[00:51:37.360 --> 00:51:42.360]   our lives to keep certain things alive and vibrant
[00:51:42.360 --> 00:51:47.360]   only when we're able to, you know, we're in front of the word or when we're praying.
[00:51:47.360 --> 00:51:52.360]   But when we consider things like whether you eat or drink or whatever you do, do all to the glory of God.
[00:51:52.360 --> 00:51:57.360]   Is the whole of your life worship? Is the whole of our lives here worship?
[00:51:57.360 --> 00:52:02.360]   Have we been, if priority is even the right word, prioritizing that?
[00:52:02.360 --> 00:52:07.360]   And maybe it's not so much a need for us to prioritize
[00:52:07.360 --> 00:52:12.360]   as it is that when we are genuinely, in spirit and in truth,
[00:52:12.360 --> 00:52:17.360]   worshiping God, that there is going to be a weightiness
[00:52:17.360 --> 00:52:22.360]   and a certain preciousness to our worship.
[00:52:22.360 --> 00:52:27.360]   So continue to think through, are we posturing?
[00:52:27.360 --> 00:52:32.360]   Are we just playing a role and a part? Even as we're praying tonight,
[00:52:32.360 --> 00:52:37.360]   ask yourself, what am I doing?
[00:52:37.360 --> 00:52:42.360]   Are these real words? When we're singing these songs,
[00:52:42.360 --> 00:52:47.360]   are those real words of praise and worship towards God? Is it real adoration towards God?
[00:52:47.360 --> 00:52:52.360]   Is that what we're doing here tonight? Are we actually
[00:52:52.360 --> 00:52:57.360]   adoring God together? Are we loving God more? Is our hearts growing
[00:52:57.360 --> 00:53:02.360]   in passion for the Lord? Are we actually
[00:53:02.360 --> 00:53:07.360]   lifting Him up? Let's guard that and pray for that,
[00:53:07.360 --> 00:53:12.360]   that our church would be a church that does that personally and corporately,
[00:53:12.360 --> 00:53:17.360]   so that when we do come together to worship together, nights like this, when we worship together on Sundays,
[00:53:17.360 --> 00:53:22.360]   that those would be such sweet times that it doesn't need to be something I have to do as a Christian
[00:53:22.360 --> 00:53:27.360]   or something I need to kind of remember I'm supposed to prioritize, but that it becomes
[00:53:27.360 --> 00:53:32.360]   a sweet time, a time we look forward to, the best time in our weeks,
[00:53:32.360 --> 00:53:37.360]   because we get to worship together as a church.
[00:53:37.360 --> 00:53:42.360]   Let's then pray for that. Pray that the nights before we would sleep on time, because we're prioritizing
[00:53:42.360 --> 00:53:47.360]   that. We want that to be that kind of time for us. Pray that we come
[00:53:47.360 --> 00:53:52.360]   on time because we want to prioritize that. Pray that our church, that this room would be
[00:53:52.360 --> 00:53:57.360]   filled with people who pray before the service even begins. Pray
[00:53:57.360 --> 00:54:02.360]   that our church can be a church that grows steadily
[00:54:02.360 --> 00:54:07.360]   in this and that we're not okay with just continuing the
[00:54:07.360 --> 00:54:12.360]   way we have been, but that we're daily growing, even with the encouragement that there has been
[00:54:12.360 --> 00:54:17.360]   for us. Pray also for the protection of the pulpit, for the
[00:54:17.360 --> 00:54:22.360]   primacy of God's Word, that this pulpit would be guarded by God
[00:54:22.360 --> 00:54:27.360]   and that you can pray even for the people who preach, for the leadership of the church,
[00:54:27.360 --> 00:54:32.360]   for the elders. Would you pray that God's Word wouldn't be
[00:54:32.360 --> 00:54:37.360]   tainted by the sinful lips of men.
[00:54:37.360 --> 00:54:42.360]   And then the praise team is going to be singing another song. That can be a cue for you, although you can
[00:54:42.360 --> 00:54:47.360]   continue to pray for this to move on to upcoming events. There's a lot to pray for.
[00:54:47.360 --> 00:54:52.360]   There's an upcoming Bible study as we go through those four books, a Bible lab that
[00:54:52.360 --> 00:54:57.360]   Pastor Mark will be leading. There's going to be the family ministry community
[00:54:57.360 --> 00:55:02.360]   groups that are coming up. The men's ministry fellowship is going to be directed specifically on the topic
[00:55:02.360 --> 00:55:07.360]   of purity. You can pray 20 minutes just for that. Pray for the women's ministry
[00:55:07.360 --> 00:55:12.360]   time and the sweet time of fellowship there. I believe the women's ministries also,
[00:55:12.360 --> 00:55:17.360]   many of them are going to be going through the book Don't Waste Your Life. A lot to pray for there.
[00:55:17.360 --> 00:55:22.360]   A lot of us are. Pray for the current membership class. There are over 60 people signed up
[00:55:22.360 --> 00:55:27.360]   for the current membership class. That's a little crazy. Pray. We need to pray.
[00:55:27.360 --> 00:55:32.360]   As crazy as that might be, we need to pray more for those things and pray for all the participants
[00:55:32.360 --> 00:55:37.360]   as they learn and grow. Pray for the FAM 245 workshop.
[00:55:37.360 --> 00:55:42.360]   And then there are three retreats, the youth retreat. Pastor Charlie's going to be preaching on joy in Christ.
[00:55:42.360 --> 00:55:47.360]   Pastor Simon for the BAM on fear of God. Pastor Ian later on in college
[00:55:47.360 --> 00:55:52.360]   on the topic of proclaim the name. There are many more things that we could be
[00:55:52.360 --> 00:55:57.360]   praying for. I did want to ask us to pray also specifically if we can for
[00:55:57.360 --> 00:56:02.360]   Khan and Claire. I know our family ministry has been praying and fasting for them.
[00:56:02.360 --> 00:56:08.360]   But Claire who has late stage aggressive, she has a thymus cancer and she has a little one at home.
[00:56:08.360 --> 00:56:17.360]   Pray for Khan as this is just such a difficult time for them and they need our encouragement and prayer.
[00:56:17.360 --> 00:56:25.360]   Pray also please for Janice and Jen. Janice's parents, both of them are together going through chemotherapy at the same time.
[00:56:25.360 --> 00:56:30.360]   Pray for healing, pray for strength, pray for faith for these church members of ours.
[00:56:30.360 --> 00:56:36.360]   And I only named two. There's so many more that you know of. But if we all pray together,
[00:56:36.360 --> 00:56:41.360]   we can cover all of these things in prayer. So let's take the next 15 to 20 minutes again.
[00:56:41.360 --> 00:56:48.360]   And please, I know there are going to be times where your words fail and you lose concentration.
[00:56:48.360 --> 00:56:53.360]   But battle for this, fight for soberness. In the midst of these prayer requests, pray again
[00:56:53.360 --> 00:56:58.360]   that God would help you through this and lean in closer again to God.
[00:56:58.360 --> 00:57:02.360]   When the songs come out, sing together and when they close, pray again.
[00:57:02.360 --> 00:57:06.360]   And let this be a time where we can be intimate with the Lord together.
[00:57:07.360 --> 00:57:11.360]   [Piano music]
[00:57:11.360 --> 00:57:15.360]   [Piano music]
[00:57:15.360 --> 00:57:18.360]   [Piano music]
[00:57:19.360 --> 00:57:22.360]   [Piano music]
[00:57:22.360 --> 00:57:30.360]   [Piano music]
[00:57:30.360 --> 00:57:37.360]   [Piano music]
[00:57:37.360 --> 00:57:44.360]   [Piano music]
[00:57:45.360 --> 00:57:48.360]   [Piano music]
[00:57:48.360 --> 00:57:55.360]   [Piano music]
[00:57:55.360 --> 00:58:01.360]   [Piano music]
[00:58:01.360 --> 00:58:07.360]   [Piano music]
[00:58:12.360 --> 00:58:15.360]   [Piano music]
[00:58:15.360 --> 00:58:21.360]   [Piano music]
[00:58:21.360 --> 00:58:29.360]   [Piano music]
[00:58:29.360 --> 00:58:37.360]   [Piano music]
[00:58:39.360 --> 00:58:42.360]   [Piano music]
[00:58:42.360 --> 00:58:50.360]   [Piano music]
[00:58:50.360 --> 00:58:57.360]   [Piano music]
[00:58:57.360 --> 00:59:04.360]   [Piano music]
[00:59:05.360 --> 00:59:08.360]   [Piano music]
[00:59:08.360 --> 00:59:16.360]   [Piano music]
[00:59:16.360 --> 00:59:22.360]   [Piano music]
[00:59:22.360 --> 00:59:28.360]   [Piano music]
[00:59:31.360 --> 00:59:34.360]   [Piano music]
[00:59:34.360 --> 00:59:41.360]   [Piano music]
[00:59:41.360 --> 00:59:47.360]   [Piano music]
[00:59:47.360 --> 00:59:54.360]   [Piano music]
[00:59:58.360 --> 01:00:01.360]   [Piano music]
[01:00:01.360 --> 01:00:11.360]   [Piano music]
[01:00:11.360 --> 01:00:19.360]   [Piano music]
[01:00:27.360 --> 01:00:30.360]   [Piano music]
[01:00:30.360 --> 01:00:41.360]   [Piano music]
[01:00:41.360 --> 01:00:53.360]   [Piano music]
[01:00:54.360 --> 01:00:57.360]   [Piano music]
[01:00:57.360 --> 01:01:06.360]   [Piano music]
[01:01:06.360 --> 01:01:14.360]   [Piano music]
[01:01:14.360 --> 01:01:22.360]   [Piano music]
[01:01:23.360 --> 01:01:26.360]   [Piano music]
[01:01:26.360 --> 01:01:35.360]   [Piano music]
[01:01:35.360 --> 01:01:43.360]   [Piano music]
[01:01:43.360 --> 01:01:50.360]   [Piano music]
[01:01:51.360 --> 01:01:54.360]   [Piano music]
[01:01:54.360 --> 01:02:03.360]   [Piano music]
[01:02:03.360 --> 01:02:11.360]   [Piano music]
[01:02:18.360 --> 01:02:21.360]   [Piano music]
[01:02:21.360 --> 01:02:33.360]   [Piano music]
[01:02:33.360 --> 01:02:45.360]   [Piano music]
[01:02:46.360 --> 01:02:49.360]   [Piano music]
[01:02:49.360 --> 01:02:57.360]   [Piano music]
[01:02:57.360 --> 01:03:09.360]   [Piano music]
[01:03:10.360 --> 01:03:13.360]   [Piano music]
[01:03:13.360 --> 01:03:25.360]   [Piano music]
[01:03:25.360 --> 01:03:38.360]   [Piano music]
[01:03:39.360 --> 01:03:42.360]   [Piano music]
[01:04:06.360 --> 01:04:09.360]   [Piano music]
[01:04:09.360 --> 01:04:19.360]   [Piano music]
[01:04:19.360 --> 01:04:29.360]   [Piano music]
[01:04:30.360 --> 01:04:33.360]   [Piano music]
[01:04:33.360 --> 01:04:42.360]   [Piano music]
[01:04:42.360 --> 01:04:52.360]   [Piano music]
[01:04:52.360 --> 01:04:55.360]   [Piano music]
[01:04:55.360 --> 01:05:05.360]   [Piano music]
[01:05:05.360 --> 01:05:15.360]   [Piano music]
[01:05:15.360 --> 01:05:18.360]   [Piano music]
[01:05:18.360 --> 01:05:28.360]   [Piano music]
[01:05:28.360 --> 01:05:38.360]   [Piano music]
[01:05:39.360 --> 01:05:42.360]   [Piano music]
[01:05:42.360 --> 01:05:51.360]   [Piano music]
[01:05:51.360 --> 01:06:01.360]   [Piano music]
[01:06:02.360 --> 01:06:05.360]   [Piano music]
[01:06:05.360 --> 01:06:14.360]   [Piano music]
[01:06:14.360 --> 01:06:24.360]   [Piano music]
[01:06:24.360 --> 01:06:27.360]   [Piano music]
[01:06:27.360 --> 01:06:37.360]   [Piano music]
[01:06:37.360 --> 01:06:47.360]   [Piano music]
[01:06:47.360 --> 01:06:50.360]   [Piano music]
[01:06:50.360 --> 01:07:00.360]   [Piano music]
[01:07:00.360 --> 01:07:10.360]   [Piano music]
[01:07:11.360 --> 01:07:14.360]   [Piano music]
[01:07:14.360 --> 01:07:23.360]   [Piano music]
[01:07:23.360 --> 01:07:33.360]   [Piano music]
[01:07:33.360 --> 01:07:36.360]   [Piano music]
[01:07:36.360 --> 01:07:46.360]   [Piano music]
[01:07:46.360 --> 01:07:54.360]   [Piano music]
[01:07:54.360 --> 01:08:02.360]   [Piano music]
[01:08:02.360 --> 01:08:05.360]   [Piano music]
[01:08:05.360 --> 01:08:15.360]   [Piano music]
[01:08:15.360 --> 01:08:23.360]   [Piano music]
[01:08:23.360 --> 01:08:30.360]   [Piano music]
[01:08:31.360 --> 01:08:34.360]   [Piano music]
[01:08:34.360 --> 01:08:43.360]   [Piano music]
[01:08:43.360 --> 01:08:54.360]   [Piano music]
[01:08:55.360 --> 01:08:58.360]   [Piano music]
[01:08:58.360 --> 01:09:07.360]   [Piano music]
[01:09:07.360 --> 01:09:17.360]   [Piano music]
[01:09:18.360 --> 01:09:21.360]   [Piano music]
[01:09:21.360 --> 01:09:32.360]   [Piano music]
[01:09:32.360 --> 01:09:45.360]   [Piano music]
[01:09:46.360 --> 01:09:49.360]   [Piano music]
[01:09:49.360 --> 01:09:58.360]   [Piano music]
[01:09:58.360 --> 01:10:08.360]   [Piano music]
[01:10:08.360 --> 01:10:11.360]   [Piano music]
[01:10:11.360 --> 01:10:21.360]   [Piano music]
[01:10:21.360 --> 01:10:31.360]   [Piano music]
[01:10:31.360 --> 01:10:34.360]   [Piano music]
[01:10:34.360 --> 01:10:44.360]   [Piano music]
[01:10:44.360 --> 01:10:54.360]   [Piano music]
[01:10:55.360 --> 01:10:58.360]   [Piano music]
[01:10:58.360 --> 01:11:09.360]   [Piano music]
[01:11:09.360 --> 01:11:22.360]   [Piano music]
[01:11:23.360 --> 01:11:26.360]   [Piano music]
[01:11:26.360 --> 01:11:35.360]   [Piano music]
[01:11:35.360 --> 01:11:45.360]   [Piano music]
[01:11:46.360 --> 01:11:49.360]   [Piano music]
[01:11:49.360 --> 01:11:58.360]   [Piano music]
[01:11:58.360 --> 01:12:08.360]   [Piano music]
[01:12:08.360 --> 01:12:11.360]   [Piano music]
[01:12:11.360 --> 01:12:21.360]   [Piano music]
[01:12:21.360 --> 01:12:31.360]   [Piano music]
[01:12:31.360 --> 01:12:34.360]   [Piano music]
[01:12:34.360 --> 01:12:43.360]   [Piano music]
[01:12:43.360 --> 01:12:53.360]   [Piano music]
[01:12:53.360 --> 01:12:56.360]   [Piano music]
[01:12:56.360 --> 01:13:06.360]   [Piano music]
[01:13:06.360 --> 01:13:19.360]   [Piano music]
[01:13:20.360 --> 01:13:23.360]   [Piano music]
[01:13:23.360 --> 01:13:32.360]   [Piano music]
[01:13:32.360 --> 01:13:42.360]   [Piano music]
[01:13:42.360 --> 01:13:45.360]   [Piano music]
[01:13:45.360 --> 01:13:55.360]   [Piano music]
[01:13:55.360 --> 01:14:05.360]   [Piano music]
[01:14:05.360 --> 01:14:08.360]   [Piano music]
[01:14:08.360 --> 01:14:18.360]   [Piano music]
[01:14:18.360 --> 01:14:28.360]   [Piano music]
[01:14:28.360 --> 01:14:31.360]   [Piano music]
[01:14:31.360 --> 01:14:47.360]   [Piano music]
[01:14:48.360 --> 01:14:51.360]   [Piano music]
[01:14:51.360 --> 01:15:02.360]   [Piano music]
[01:15:02.360 --> 01:15:15.360]   [Piano music]
[01:15:16.360 --> 01:15:19.360]   [Piano music]
[01:15:19.360 --> 01:15:30.360]   [Piano music]
[01:15:30.360 --> 01:15:38.360]   [Piano music]
[01:15:38.360 --> 01:15:41.360]   [Piano music]
[01:15:41.360 --> 01:15:52.360]   [Piano music]
[01:15:52.360 --> 01:16:05.360]   [Piano music]
[01:16:05.360 --> 01:16:08.360]   [Piano music]
[01:16:08.360 --> 01:16:20.360]   ♪ Father of kindness, you have poured out grace ♪
[01:16:20.360 --> 01:16:24.360]   ♪ You brought me out of darkness ♪
[01:16:24.360 --> 01:16:28.360]   ♪ You have filled me with peace ♪
[01:16:28.360 --> 01:16:33.360]   ♪ Giver of mercy, you're my help in times of need ♪
[01:16:33.360 --> 01:16:38.360]   ♪ Lord, I can't help but sing ♪
[01:16:38.360 --> 01:16:45.360]   ♪ Faithful you are ♪
[01:16:45.360 --> 01:16:52.360]   ♪ Faithful forever you will be ♪
[01:16:52.360 --> 01:16:59.360]   ♪ Faithful you are ♪
[01:17:00.360 --> 01:17:05.360]   ♪ Faithful you are ♪
[01:17:05.360 --> 01:17:12.360]   ♪ All your promises are yes and amen ♪
[01:17:12.360 --> 01:17:19.360]   ♪ All your promises are yes and amen ♪
[01:17:19.360 --> 01:17:23.360]   [Piano music]
[01:17:29.360 --> 01:17:33.360]   ♪ Beautiful Savior ♪
[01:17:33.360 --> 01:17:38.360]   ♪ Beautiful Savior, you have brought me near ♪
[01:17:38.360 --> 01:17:42.360]   ♪ You pulled me from the ashes ♪
[01:17:42.360 --> 01:17:46.360]   ♪ You have broken every curse ♪
[01:17:46.360 --> 01:17:51.360]   ♪ Blessed Redeemer, you have set this captive for me ♪
[01:17:56.360 --> 01:18:01.360]   ♪ Lord, I can't help but sing ♪
[01:18:01.360 --> 01:18:08.360]   ♪ Faithful you are ♪
[01:18:08.360 --> 01:18:15.360]   ♪ Faithful forever you will be ♪
[01:18:15.360 --> 01:18:21.360]   ♪ Faithful you are ♪
[01:18:24.360 --> 01:18:27.360]   ♪ All your promises are yes and amen ♪
[01:18:27.360 --> 01:18:30.360]   ♪ All your promises, Lord ♪
[01:18:30.360 --> 01:18:35.360]   ♪ All your promises are yes and amen ♪
[01:18:35.360 --> 01:18:41.360]   ♪ Faithful you are ♪
[01:18:41.360 --> 01:18:47.360]   ♪ Faithful forever you will be ♪
[01:18:49.360 --> 01:18:54.360]   ♪ Faithful you are ♪
[01:18:54.360 --> 01:18:57.360]   ♪ Yes, you are, Lord ♪
[01:18:57.360 --> 01:19:02.360]   ♪ All your promises are yes and amen ♪
[01:19:02.360 --> 01:19:08.360]   ♪ All your promises are yes and amen ♪
[01:19:08.360 --> 01:19:12.360]   [Piano music]
[01:19:18.360 --> 01:19:20.360]   ♪ I will rest ♪
[01:19:20.360 --> 01:19:24.360]   ♪ I will rest ♪
[01:19:24.360 --> 01:19:27.360]   ♪ In your promises ♪
[01:19:27.360 --> 01:19:31.360]   ♪ My confidence ♪
[01:19:31.360 --> 01:19:34.360]   ♪ Is your faithfulness ♪
[01:19:34.360 --> 01:19:37.360]   ♪ I will rest ♪
[01:19:37.360 --> 01:19:40.360]   ♪ In your promises ♪
[01:19:40.360 --> 01:19:44.360]   ♪ My confidence ♪
[01:19:44.360 --> 01:19:47.360]   ♪ Is your faithfulness ♪
[01:19:47.360 --> 01:19:50.360]   ♪ I will rest ♪
[01:19:50.360 --> 01:19:53.360]   ♪ In your promises ♪
[01:19:53.360 --> 01:19:57.360]   ♪ My confidence ♪
[01:19:57.360 --> 01:20:01.360]   ♪ Is your faithfulness ♪
[01:20:01.360 --> 01:20:06.360]   ♪ Faithful you are ♪
[01:20:06.360 --> 01:20:12.360]   ♪ Faithful forever you will be ♪
[01:20:14.360 --> 01:20:19.360]   ♪ Faithful you are ♪
[01:20:19.360 --> 01:20:21.360]   ♪ Yes, you are, Lord ♪
[01:20:21.360 --> 01:20:26.360]   ♪ All your promises are yes and amen ♪
[01:20:26.360 --> 01:20:31.360]   ♪ All your promises are yes and amen ♪
[01:20:31.360 --> 01:20:34.360]   ♪ All your promises ♪
[01:20:34.360 --> 01:20:39.360]   ♪ All your promises are yes and amen ♪
[01:20:39.360 --> 01:20:42.360]   - Let's go ahead and stand for our closing song.
[01:20:42.360 --> 01:20:45.360]   [Piano music]
[01:20:45.360 --> 01:20:48.360]   [Piano music]
[01:21:12.360 --> 01:21:17.360]   ♪ Your will be done, my God and Father ♪
[01:21:17.360 --> 01:21:22.360]   ♪ As in heaven, so on earth ♪
[01:21:22.360 --> 01:21:27.360]   ♪ My heart is drawn to self-exalting ♪
[01:21:27.360 --> 01:21:33.360]   ♪ Help me seek your kingdom first ♪
[01:21:33.360 --> 01:21:38.360]   ♪ As Jesus walked, so I shall walk ♪
[01:21:38.360 --> 01:21:43.360]   ♪ Held by your same unchanging love ♪
[01:21:43.360 --> 01:21:48.360]   ♪ Be still my soul, oh lift your voice and pray ♪
[01:21:48.360 --> 01:21:54.360]   ♪ Father, not my will, but yours be done ♪
[01:21:54.360 --> 01:21:57.360]   [Piano music]
[01:21:57.360 --> 01:22:06.360]   ♪ How in that garden he persisted ♪
[01:22:07.360 --> 01:22:12.360]   ♪ I may never fully know ♪
[01:22:12.360 --> 01:22:17.360]   ♪ The fearful weight of true obedience ♪
[01:22:17.360 --> 01:22:22.360]   ♪ It was held by him alone ♪
[01:22:22.360 --> 01:22:27.360]   ♪ What wondrous faith to bear that cross ♪
[01:22:27.360 --> 01:22:29.360]   ♪ To bear my sin ♪
[01:22:29.360 --> 01:22:34.360]   ♪ What wondrous love, my hope was sure ♪
[01:22:34.360 --> 01:22:37.360]   ♪ When there my savior prayed ♪
[01:22:37.360 --> 01:22:41.360]   ♪ Father, not my will, but yours be done ♪
[01:22:41.360 --> 01:22:44.360]   [Piano music]
[01:22:44.360 --> 01:22:54.360]   ♪ When I am lost, when I am broken ♪
[01:22:54.360 --> 01:22:59.360]   ♪ In the night of fear and doubt ♪
[01:22:59.360 --> 01:23:04.360]   ♪ Still I will trust in my good father ♪
[01:23:04.360 --> 01:23:09.360]   ♪ Yes, to one great king I bow ♪
[01:23:09.360 --> 01:23:14.360]   ♪ As Jesus rose, so I will rise ♪
[01:23:14.360 --> 01:23:19.360]   ♪ And ransom glory at the throne ♪
[01:23:19.360 --> 01:23:24.360]   ♪ My heart restored with all your saints I sing ♪
[01:23:24.360 --> 01:23:29.360]   ♪ Father, not my will, but yours be done ♪
[01:23:29.360 --> 01:23:32.360]   [Piano music]
[01:23:32.360 --> 01:23:41.360]   ♪ As we go forth, our God and Father ♪
[01:23:41.360 --> 01:23:46.360]   ♪ Lead us daily in the fight ♪
[01:23:46.360 --> 01:23:51.360]   ♪ That all the world might see your glory ♪
[01:23:51.360 --> 01:23:56.360]   ♪ And your name be lifted high ♪
[01:23:56.360 --> 01:24:01.360]   ♪ And in this name we overcome ♪
[01:24:01.360 --> 01:24:06.360]   ♪ For you shall see us safely home ♪
[01:24:06.360 --> 01:24:11.360]   ♪ Now as your church, we lift our voice and pray ♪
[01:24:11.360 --> 01:24:16.360]   ♪ Father, not my will, but yours be done ♪
[01:24:16.360 --> 01:24:21.360]   ♪ And in this name we overcome ♪
[01:24:21.360 --> 01:24:26.360]   ♪ For you shall see us safely home ♪
[01:24:26.360 --> 01:24:31.360]   ♪ Now as your church, we lift our voice and pray ♪
[01:24:31.360 --> 01:24:36.360]   ♪ Father, not my will, but yours be done ♪
[01:24:36.360 --> 01:24:41.360]   ♪ Father, not my will, but yours be done ♪
[01:24:41.360 --> 01:24:46.360]   ♪ Father, not my will, but yours be done ♪
[01:24:46.360 --> 01:24:51.360]   - Let's pray.
[01:24:51.360 --> 01:24:58.360]   Heavenly Father, God at the end of prayer,
[01:24:58.360 --> 01:25:01.360]   we know that it does not just close the book
[01:25:01.360 --> 01:25:04.360]   for us to go and live our lives.
[01:25:04.360 --> 01:25:06.360]   Father, this is not only our song,
[01:25:06.360 --> 01:25:09.360]   but our desire for the whole of our lives.
[01:25:09.360 --> 01:25:12.360]   God, not our will, but yours be done.
[01:25:12.360 --> 01:25:16.360]   Father, that prayer would be perpetual in us.
[01:25:16.360 --> 01:25:19.360]   God, that we would pray without ceasing.
[01:25:19.360 --> 01:25:21.360]   God, that our desire would consistently
[01:25:21.360 --> 01:25:23.360]   and constantly be yours.
[01:25:23.360 --> 01:25:26.360]   And Lord, that we would come as grateful people
[01:25:26.360 --> 01:25:30.360]   filled with such great gratitude for what you've done for us.
[01:25:30.360 --> 01:25:33.360]   God, fill us with peace tonight.
[01:25:33.360 --> 01:25:35.360]   Fill us, God, with more and more contentment
[01:25:35.360 --> 01:25:39.360]   and satisfaction in Christ and only in him.
[01:25:39.360 --> 01:25:42.360]   And in those things that might distract us
[01:25:42.360 --> 01:25:44.360]   and take our eyes away, I pray, Father,
[01:25:44.360 --> 01:25:47.360]   that there would be a boldness and a conviction inside of us
[01:25:47.360 --> 01:25:51.360]   to be able to live our lives the way we desire to.
