
[00:00:00.000 --> 00:00:04.000]   [no audio]
[00:22:44.000 --> 00:22:48.000]   the Christology. The primary reason why the author goes
[00:22:48.000 --> 00:22:52.000]   over the Christology in the first 11 chapters is because
[00:22:52.000 --> 00:22:56.000]   they took our eyes off of Christ. They weren't embracing
[00:22:56.000 --> 00:23:00.000]   idolatry. They weren't deliberately denying Christ. They were just drifting.
[00:23:00.000 --> 00:23:04.000]   And the constant encouragement, exhortation
[00:23:04.000 --> 00:23:08.000]   is to stay focused on Christ. To remain.
[00:23:08.000 --> 00:23:12.000]   That the very thing that saved you is the very
[00:23:12.000 --> 00:23:16.000]   thing that's going to sustain you. You know we kind of think like okay now
[00:23:16.000 --> 00:23:20.000]   we've been justified by faith now we need to find another way to be sanctified.
[00:23:20.000 --> 00:23:24.000]   He says no, what justified you, the same power that justified
[00:23:24.000 --> 00:23:28.000]   you is the same power that's going to sanctify you.
[00:23:28.000 --> 00:23:32.000]   And so therefore he says to remain. You know
[00:23:32.000 --> 00:23:36.000]   what happens is every time in every generation when we
[00:23:36.000 --> 00:23:40.000]   sense a frustration, spiritual frustration that maybe
[00:23:40.000 --> 00:23:44.000]   the church is not growing. Maybe we're not reaching this new generation.
[00:23:44.000 --> 00:23:48.000]   There's always these gatherings to try to figure out
[00:23:48.000 --> 00:23:52.000]   the latest trend of how to reach the
[00:23:52.000 --> 00:23:56.000]   younger people. Right now the big thing is millennials, which a lot of you guys are in that age
[00:23:56.000 --> 00:24:00.000]   bracket. And there is a huge concern in the church in
[00:24:00.000 --> 00:24:04.000]   our part of the world that the millennials are leaving.
[00:24:04.000 --> 00:24:08.000]   And so they're afraid that if this trend continues
[00:24:08.000 --> 00:24:12.000]   that we're not going to have a church. I remember this when I was in
[00:24:12.000 --> 00:24:16.000]   college we went through the exact same thing. People were concerned there was a mass exodus.
[00:24:16.000 --> 00:24:20.000]   You know and if we don't do something that we're not going
[00:24:20.000 --> 00:24:24.000]   to have the church next generation 30 years later we're still here. You know.
[00:24:24.000 --> 00:24:28.000]   But right now there's this big concern that we're losing the millennials and so
[00:24:28.000 --> 00:24:32.000]   there's these gatherings. There's these conferences. Books being written.
[00:24:32.000 --> 00:24:36.000]   And the reason the way to reach the millennials is to
[00:24:36.000 --> 00:24:40.000]   be in the digital world. We need to be
[00:24:40.000 --> 00:24:44.000]   more Facebook present. We need to learn Snapchat.
[00:24:44.000 --> 00:24:48.000]   You know our sermons have to be shorter. It needs to be this way. I need to dress
[00:24:48.000 --> 00:24:52.000]   this way. Get rid of the suit. You know what I mean? And so you have all these things
[00:24:52.000 --> 00:24:56.000]   because millennials feel uncomfortable. Maybe you feel uncomfortable because I'm wearing a suit today.
[00:24:56.000 --> 00:25:00.000]   Right? Maybe get rid of this and more people will come. That's what they're telling me.
[00:25:00.000 --> 00:25:04.000]   Over and over again every generation when we feel like there's spiritual
[00:25:04.000 --> 00:25:08.000]   frustration there's a gathering together like maybe we need to change our technique.
[00:25:08.000 --> 00:25:12.000]   Maybe the way things are organized it worked in the
[00:25:12.000 --> 00:25:16.000]   previous generation but it doesn't work now so we need to change all this.
[00:25:16.000 --> 00:25:20.000]   Never do I see anywhere in the scripture where it tells us
[00:25:20.000 --> 00:25:24.000]   you know go but then you know you got to contextualize the message and you got to
[00:25:24.000 --> 00:25:28.000]   find out where they are, where they came from, and how they connect and you got to do a
[00:25:28.000 --> 00:25:32.000]   sociological study, a psychological study, and then find out how to
[00:25:32.000 --> 00:25:36.000]   market the church and brand your name and everything that the world
[00:25:36.000 --> 00:25:40.000]   uses to attract people to get them to buy their product the church is saying maybe
[00:25:40.000 --> 00:25:44.000]   we need to embrace some of this stuff to get more people to come and to be interested in Christ.
[00:25:44.000 --> 00:25:48.000]   The Bible constantly warns us
[00:25:48.000 --> 00:25:52.000]   to fix your eyes upon Christ.
[00:25:52.000 --> 00:25:56.000]   To remain, to continue, to stay.
[00:25:56.000 --> 00:26:00.000]   It frustrates me every time we say oh we're cutting edge. We got
[00:26:00.000 --> 00:26:04.000]   cutting edge stuff. We're cutting edge this. You know what was cutting edge
[00:26:04.000 --> 00:26:08.000]   five years ago is no longer cutting edge. It's dull and boring now. So we got to do another
[00:26:08.000 --> 00:26:12.000]   cutting edge for the new generation. I see the scripture
[00:26:12.000 --> 00:26:16.000]   over and over again reminding us, warning us
[00:26:16.000 --> 00:26:20.000]   to stay focused on what saved you in the beginning. He says if you want to bear
[00:26:20.000 --> 00:26:24.000]   fruit, he doesn't say find new techniques. He doesn't say
[00:26:24.000 --> 00:26:28.000]   get a better degree. He says if you want to bear fruit
[00:26:28.000 --> 00:26:32.000]   what does he say? Abide in me.
[00:26:32.000 --> 00:26:36.000]   Abide in me. And I can tell you from my
[00:26:36.000 --> 00:26:40.000]   personal experience, personal experience and from doing ministry
[00:26:40.000 --> 00:26:44.000]   that any time there's ever been spiritual frustration
[00:26:44.000 --> 00:26:48.000]   it is almost always, and I
[00:26:48.000 --> 00:26:52.000]   don't think I'm exaggerating, it is almost always because at some
[00:26:52.000 --> 00:26:56.000]   place in my life I'm not abiding in Christ. I've neglected
[00:26:56.000 --> 00:27:00.000]   my time with God. I neglected prayer. I neglected being in the
[00:27:00.000 --> 00:27:04.000]   Word and I prioritized something else in my heart rather than
[00:27:04.000 --> 00:27:08.000]   Christ. And that's why he says I'm going to be leaving but the Holy Spirit
[00:27:08.000 --> 00:27:12.000]   is going to come and you continue to remain in me.
[00:27:12.000 --> 00:27:16.000]   John 6.56 whoever feeds on my flesh and drinks on my blood abides
[00:27:16.000 --> 00:27:20.000]   in me and I in him. He's talking about
[00:27:20.000 --> 00:27:24.000]   what he did on the cross. Your strength is
[00:27:24.000 --> 00:27:28.000]   going to come from abiding in him.
[00:27:28.000 --> 00:27:32.000]   1 John 2.19 he says they went out from us but they were
[00:27:32.000 --> 00:27:36.000]   not of us for if they had been of us they would have continued
[00:27:36.000 --> 00:27:40.000]   with us. But they went out that it might become plain
[00:27:40.000 --> 00:27:44.000]   that they all are not of us. Persevere.
[00:27:44.000 --> 00:27:48.000]   He said they didn't leave because the church didn't find a new technique.
[00:27:48.000 --> 00:27:52.000]   We didn't change according to time. You know the church wasn't
[00:27:52.000 --> 00:27:56.000]   willing to adopt to the new generation. No they left because they were not
[00:27:56.000 --> 00:28:00.000]   of us. If they were really of us the Gospel would have been
[00:28:00.000 --> 00:28:04.000]   enough. Christ would have been enough.
[00:28:04.000 --> 00:28:08.000]   Colossians 1.21 and you who once were alienated and hostile in mind
[00:28:08.000 --> 00:28:12.000]   doing evil deeds he has now reconciled in his body of flesh the body of
[00:28:12.000 --> 00:28:16.000]   his death in order to present you holy and blameless and above reproach before him
[00:28:16.000 --> 00:28:20.000]   if indeed you continue in what? In the
[00:28:20.000 --> 00:28:24.000]   faith. Stable and steadfast not shifting from the hope of the Gospel
[00:28:24.000 --> 00:28:28.000]   that you heard. Preach the word in season
[00:28:28.000 --> 00:28:32.000]   and out of season. There's going to come a time when people are not going to put up with sound
[00:28:32.000 --> 00:28:36.000]   doctrine but gather among themselves. We're going to tickle their itching ears.
[00:28:36.000 --> 00:28:40.000]   But you preach the word in season and out of season. Because the
[00:28:40.000 --> 00:28:44.000]   only avenue that God has ordained to bear fruit
[00:28:44.000 --> 00:28:48.000]   is to abide in Christ. To continue
[00:28:48.000 --> 00:28:52.000]   in Christ. Continue in the Holy Spirit. If you have
[00:28:52.000 --> 00:28:56.000]   ever entertained in your mind the reason why you are not
[00:28:56.000 --> 00:29:00.000]   walking right with God is because you don't have this X, Y, and Z.
[00:29:00.000 --> 00:29:04.000]   And if that X, Y, and Z is anything other than
[00:29:04.000 --> 00:29:08.000]   Christ that is not from God.
[00:29:08.000 --> 00:29:12.000]   If you think that your spiritual life is frustrated because
[00:29:12.000 --> 00:29:16.000]   you don't have a mentor that's not from Christ.
[00:29:16.000 --> 00:29:20.000]   Now is it unbiblical? Of course not.
[00:29:20.000 --> 00:29:24.000]   But God did not say the reason why
[00:29:24.000 --> 00:29:28.000]   you're not walking with God is because I didn't place enough mature Christians around
[00:29:28.000 --> 00:29:32.000]   you and that's why you're not growing. So the rest of your life it's his fault.
[00:29:32.000 --> 00:29:36.000]   The only thing that he has ordained for you to bear
[00:29:36.000 --> 00:29:40.000]   fruit is for you and I to abide in Christ.
[00:29:40.000 --> 00:29:44.000]   Now does having other Christians around us help us?
[00:29:44.000 --> 00:29:48.000]   Encourage us? Yes. But that can never be the excuse because that's
[00:29:48.000 --> 00:29:52.000]   not what God ordained. If you've entertained anything
[00:29:52.000 --> 00:29:56.000]   maybe if we were organized a certain way. Maybe if I had this kind of Bible.
[00:29:56.000 --> 00:30:00.000]   Maybe if I had this kind of small group. If you
[00:30:00.000 --> 00:30:04.000]   put anything between me and Christ other than
[00:30:04.000 --> 00:30:08.000]   Christ himself you've made whatever you put in that
[00:30:08.000 --> 00:30:12.000]   an idol. He says if you
[00:30:12.000 --> 00:30:16.000]   want to bear fruit he didn't say go find people. Go find a certain
[00:30:16.000 --> 00:30:20.000]   organization. He said no if you want to abide in me if you want to bear fruit abide
[00:30:20.000 --> 00:30:24.000]   in me. Abide in me. Now people who are
[00:30:24.000 --> 00:30:28.000]   abiding in Christ obviously will benefit from all the other things. There's nothing
[00:30:28.000 --> 00:30:32.000]   unbiblical about any of that stuff.
[00:30:32.000 --> 00:30:36.000]   But anytime you put anything as a necessity
[00:30:36.000 --> 00:30:40.000]   for your spiritual growth other than Christ
[00:30:40.000 --> 00:30:44.000]   that's not from God.
[00:30:44.000 --> 00:30:48.000]   He says you need to continue. Second thing is he says you need to
[00:30:48.000 --> 00:30:52.000]   rest. The word abide meno means to rest.
[00:30:52.000 --> 00:30:56.000]   And that's why Jesus when he calls people he says come to me all who are weary and
[00:30:56.000 --> 00:31:00.000]   heavy laden and I will give you rest. We've talked so much about
[00:31:00.000 --> 00:31:04.000]   this in the past sermons about how that idea of rest Sabbath
[00:31:04.000 --> 00:31:08.000]   is not just talking about just resting physically.
[00:31:08.000 --> 00:31:12.000]   Right? I know you guys can sit and rest
[00:31:12.000 --> 00:31:16.000]   just quit work and rest for the next five days do nothing but watch movies.
[00:31:16.000 --> 00:31:20.000]   At the end of five days do you feel rested? You probably feel more restless.
[00:31:20.000 --> 00:31:24.000]   Right? Because the rest the Sabbath that the Bible talks about
[00:31:24.000 --> 00:31:28.000]   is not from physical fatigue. God did not rest
[00:31:28.000 --> 00:31:32.000]   after six days of creation and say whew we need to recuperate.
[00:31:32.000 --> 00:31:36.000]   Right? Because he's immutable. He's
[00:31:36.000 --> 00:31:40.000]   never changing. His power is never weakened.
[00:31:40.000 --> 00:31:44.000]   So his Sabbath that he's talking about is the rest
[00:31:44.000 --> 00:31:48.000]   from work and did Adam and Eve work before the fall? Yes.
[00:31:48.000 --> 00:31:52.000]   God called them to be fruitful and multiply and subdue the land. That's exactly what they were doing
[00:31:52.000 --> 00:31:56.000]   before they fell. They were resting in him.
[00:31:56.000 --> 00:32:00.000]   The difference between laboring while you're resting
[00:32:00.000 --> 00:32:04.000]   and laboring
[00:32:04.000 --> 00:32:08.000]   when your heart is at unrest. Somebody who was laboring
[00:32:08.000 --> 00:32:12.000]   while your heart is unrest no matter what you do it creates just more frustration.
[00:32:12.000 --> 00:32:16.000]   It creates more frustration because your motive
[00:32:16.000 --> 00:32:20.000]   is you're trying to do something to appease God to earn his favor.
[00:32:20.000 --> 00:32:24.000]   And if that's the motivation behind what you're doing it only causes
[00:32:24.000 --> 00:32:28.000]   more restlessness. When he uses the word if you want
[00:32:28.000 --> 00:32:32.000]   to bear fruit you need to first and foremost rest. In Hebrews chapter 4
[00:32:32.000 --> 00:32:36.000]   1. "Therefore while the promise of entering his rest still stands let us
[00:32:36.000 --> 00:32:40.000]   fear lest any of you should seem to have failed to reach it." So then there
[00:32:40.000 --> 00:32:44.000]   remains a Sabbath rest for the people of God for whoever has entered God's rest
[00:32:44.000 --> 00:32:48.000]   has also rested from his works as God did from his. Remember how he
[00:32:48.000 --> 00:32:52.000]   describes the rest as God resting?
[00:32:52.000 --> 00:32:56.000]   Is God resting because he's tired? No he's not resting
[00:32:56.000 --> 00:33:00.000]   because he's tired. He said after he created everything everything was good.
[00:33:00.000 --> 00:33:04.000]   Everything was good. When everything is the way
[00:33:04.000 --> 00:33:08.000]   it was supposed to be there's a sense of peace. Those of you who are
[00:33:08.000 --> 00:33:12.000]   what do you call it OCD
[00:33:12.000 --> 00:33:16.000]   you guys know that if you walk into a house and the house is messy there's no rest
[00:33:16.000 --> 00:33:20.000]   because it's not in order. Those of you who are not OCD have no idea what I'm talking about.
[00:33:20.000 --> 00:33:24.000]   Right? You're not at rest because things aren't the way
[00:33:24.000 --> 00:33:28.000]   you think it ought to be. And that's the kind of rest
[00:33:28.000 --> 00:33:32.000]   he's talking about where what God had intended had fallen apart
[00:33:32.000 --> 00:33:36.000]   because of sin. And so the rest that he's bringing back is
[00:33:36.000 --> 00:33:40.000]   to put back what God intended in creation.
[00:33:40.000 --> 00:33:44.000]   Whether it is the role of a man or a woman, our sexuality,
[00:33:44.000 --> 00:33:48.000]   our homes, our church, our goals, sex
[00:33:48.000 --> 00:33:52.000]   all of these things that have gone out of whack. To bring that
[00:33:52.000 --> 00:33:56.000]   back into order is to bring back the Sabbath
[00:33:56.000 --> 00:34:00.000]   to rest. There is unrest when things
[00:34:00.000 --> 00:34:04.000]   are out of whack. So when Christ came and redeemed us
[00:34:04.000 --> 00:34:08.000]   it is to bring back what was lost, this unrest.
[00:34:08.000 --> 00:34:12.000]   The greatest thing that causes
[00:34:12.000 --> 00:34:16.000]   rest in a life of a Christian is his
[00:34:16.000 --> 00:34:20.000]   forgiveness. His love.
[00:34:20.000 --> 00:34:24.000]   The very first thing that you need to embrace and believe with all
[00:34:24.000 --> 00:34:28.000]   your heart is when you confess your sins he is faithful and just to
[00:34:28.000 --> 00:34:32.000]   forgive you of all your unrighteousness. And if you are
[00:34:32.000 --> 00:34:36.000]   living your life thinking somehow you're going to earn that back. That when
[00:34:36.000 --> 00:34:40.000]   I'm right with God I can come to the communion table. When I'm right with God I'll start
[00:34:40.000 --> 00:34:44.000]   doing this. When I'm right with God I'll start serving. And there's something
[00:34:44.000 --> 00:34:48.000]   inside of you that wants to earn his grace.
[00:34:48.000 --> 00:34:52.000]   And all it's doing is causing greater and greater
[00:34:52.000 --> 00:34:56.000]   restlessness in your heart. If you want to bear fruit he says
[00:34:56.000 --> 00:35:00.000]   first and foremost you have to learn to rest in him.
[00:35:00.000 --> 00:35:04.000]   That I have been complete. That he's not simply a judge
[00:35:04.000 --> 00:35:08.000]   who forgave me of my sins. He's our Abba Father that I
[00:35:08.000 --> 00:35:12.000]   call him my dad.
[00:35:12.000 --> 00:35:16.000]   You know in Philippians 127 Paul says let your manner of
[00:35:16.000 --> 00:35:20.000]   life be worthy of the gospel of Christ.
[00:35:20.000 --> 00:35:24.000]   What a burden. If you read that the wrong way
[00:35:24.000 --> 00:35:28.000]   that's a tremendous burden.
[00:35:28.000 --> 00:35:32.000]   What does it mean to live worthy of the gospel? Worthy of the blood
[00:35:32.000 --> 00:35:36.000]   of Jesus Christ. Go do it.
[00:35:36.000 --> 00:35:40.000]   What can you possibly do today that's going to make you
[00:35:40.000 --> 00:35:44.000]   worthy of the gospel of Jesus Christ? I mean you're talking about a burden.
[00:35:44.000 --> 00:35:48.000]   If you hear that the wrong way
[00:35:48.000 --> 00:35:52.000]   it'll sound like get your ass straight before you come to him and
[00:35:52.000 --> 00:35:56.000]   be worthy of the gospel. It's a contradiction of the gospel itself.
[00:35:56.000 --> 00:36:00.000]   There is a world of difference between somebody
[00:36:00.000 --> 00:36:04.000]   who is pursuing righteousness because he has been made righteous
[00:36:04.000 --> 00:36:08.000]   versus somebody who is pursuing righteousness trying to be righteous.
[00:36:08.000 --> 00:36:12.000]   There's a world of difference. And that's why he says
[00:36:12.000 --> 00:36:16.000]   again Ephesians 4 1-3. Three chapters
[00:36:16.000 --> 00:36:20.000]   three chapters of revelation of teaching us of the depth of the
[00:36:20.000 --> 00:36:24.000]   love of Christ. How he pursued sinners.
[00:36:24.000 --> 00:36:28.000]   And then in chapter 4, therefore a prisoner of the Lord
[00:36:28.000 --> 00:36:32.000]   urge you to walk in a manner worthy of the calling to which you have been called.
[00:36:32.000 --> 00:36:36.000]   Walk worthy. Not to be
[00:36:36.000 --> 00:36:40.000]   worthy but because you've been made worthy by the blood of Christ.
[00:36:40.000 --> 00:36:44.000]   See unless our hearts are at rest we can't
[00:36:44.000 --> 00:36:48.000]   bear fruit. Unless we have confidence
[00:36:48.000 --> 00:36:52.000]   that the throne that we're entering is not the judge
[00:36:52.000 --> 00:36:56.000]   but our Abba Father. We will never feel comfortable entering into his
[00:36:56.000 --> 00:37:00.000]   room. We'll always be groveling.
[00:37:00.000 --> 00:37:04.000]   You know what's interesting is John, 1 John
[00:37:04.000 --> 00:37:08.000]   writes and he basically says if you're living in darkness you know you fool yourself
[00:37:08.000 --> 00:37:12.000]   God is light and there is no fellowship and you're making him out to be a liar and he says
[00:37:12.000 --> 00:37:16.000]   boom he brings down a hammer. But in 1 John
[00:37:16.000 --> 00:37:20.000]   chapter 2 he says the reason I'm writing to you
[00:37:20.000 --> 00:37:24.000]   right, 1 John chapter 2 verses 12-14
[00:37:24.000 --> 00:37:28.000]   he writes to different groups of people and listen carefully to what he says.
[00:37:28.000 --> 00:37:32.000]   And this is after he just brought down the hammer in chapter 1. In chapter 1 it says
[00:37:32.000 --> 00:37:36.000]   if you're walking in darkness you're probably not a Christian.
[00:37:36.000 --> 00:37:40.000]   Now a Christian stumbles in sin but you're not living in sin and boom brings down the hammer.
[00:37:40.000 --> 00:37:44.000]   But in chapter 2 verse 12 he says I am writing to you little
[00:37:44.000 --> 00:37:48.000]   children. I'm saying all of this to you because your sins are forgiven
[00:37:48.000 --> 00:37:52.000]   for his name's sake. I'm not saying this so that you can
[00:37:52.000 --> 00:37:56.000]   earn your forgiveness. I'm saying this because your sins are already forgiven.
[00:37:56.000 --> 00:38:00.000]   Verse 13 I am writing to you fathers because you know him
[00:38:00.000 --> 00:38:04.000]   who is from the beginning. I'm not writing this to you so
[00:38:04.000 --> 00:38:08.000]   pursue him so that you can earn this. I'm writing and I'm saying these things to you
[00:38:08.000 --> 00:38:12.000]   because you already know him. I am writing to you young men
[00:38:12.000 --> 00:38:16.000]   because you have overcome the evil one. You've already overcome
[00:38:16.000 --> 00:38:20.000]   that's why I'm writing this to you. I write to you children because you know the
[00:38:20.000 --> 00:38:24.000]   Father. He gives assurance after he says boom you can't
[00:38:24.000 --> 00:38:28.000]   live in darkness and call him your father. But he says but the reason why I'm even saying
[00:38:28.000 --> 00:38:32.000]   this to you is because you are children of God. Verse 14 I write to you
[00:38:32.000 --> 00:38:36.000]   fathers because you know him who is from the beginning. I write to you young men
[00:38:36.000 --> 00:38:40.000]   because you are strong and the word of God abides in you and you have overcome
[00:38:40.000 --> 00:38:44.000]   the evil one. And he gives absolute assurance to these people that
[00:38:44.000 --> 00:38:48.000]   he just hammered. Why is he doing that?
[00:38:48.000 --> 00:38:52.000]   Because the reason why he was writing this letter is
[00:38:52.000 --> 00:38:56.000]   to prune them and strengthen them. He's to prune
[00:38:56.000 --> 00:39:00.000]   them and strengthen them. He said he who does not bear any fruit he'll be chopped down
[00:39:00.000 --> 00:39:04.000]   and he'll be burned. But those who bear fruit however little it may be if you're a child of God
[00:39:04.000 --> 00:39:08.000]   he will prune you. He said I'm writing these things to you and I'm
[00:39:08.000 --> 00:39:12.000]   warning you because you're a child of God. So
[00:39:12.000 --> 00:39:16.000]   what brings rest to a Christian is the
[00:39:16.000 --> 00:39:20.000]   confidence that your sins are forgiven. Your sins are
[00:39:20.000 --> 00:39:24.000]   forgiven. When you came before the Lord in all honesty and asked for forgiveness
[00:39:24.000 --> 00:39:28.000]   and God said I forgave you. And when he says it is finished
[00:39:28.000 --> 00:39:32.000]   it is finished. It's no longer
[00:39:32.000 --> 00:39:36.000]   our job to strive but to live up to what he has already given.
[00:39:36.000 --> 00:39:40.000]   Second. Third abiding in Christ means
[00:39:40.000 --> 00:39:44.000]   to rely on Christ. To depend on Christ.
[00:39:44.000 --> 00:39:48.000]   As I said before anything that we place between us
[00:39:48.000 --> 00:39:52.000]   and Jesus that I need this for my spiritual walk with God
[00:39:52.000 --> 00:39:56.000]   you've placed something else where only
[00:39:56.000 --> 00:40:00.000]   Christ is supposed to sit.
[00:40:00.000 --> 00:40:04.000]   If you say you can't walk passionately for Christ because I lack
[00:40:04.000 --> 00:40:08.000]   these things then those things have become our idol.
[00:40:08.000 --> 00:40:12.000]   We become dependent on those things. Anytime
[00:40:12.000 --> 00:40:16.000]   when we start talking again it frustrates me sometimes when I
[00:40:16.000 --> 00:40:20.000]   see the gatherings of pastors talking about new techniques
[00:40:20.000 --> 00:40:24.000]   and why we need this and we need more finance, we need more organization, we need to do this
[00:40:24.000 --> 00:40:28.000]   and yet when I look at scripture Jesus and
[00:40:28.000 --> 00:40:32.000]   God deliberately goes the exact opposite direction.
[00:40:32.000 --> 00:40:36.000]   His choosing of the 12 disciples made no sense.
[00:40:36.000 --> 00:40:40.000]   The way he conquered Jericho
[00:40:40.000 --> 00:40:44.000]   makes absolutely no sense. Why he even chose
[00:40:44.000 --> 00:40:48.000]   the nation of Israel makes absolutely no sense.
[00:40:48.000 --> 00:40:52.000]   He said I'm not choosing you because you're great I'm choosing you because of the sins and basically
[00:40:52.000 --> 00:40:56.000]   sovereignly chose him to display his glory.
[00:40:56.000 --> 00:41:00.000]   In every instance God chooses somebody. He said Paul the reason why
[00:41:00.000 --> 00:41:04.000]   he chose me is because I'm the worst of sinners. He doesn't say God chose me
[00:41:04.000 --> 00:41:08.000]   because I was a Pharisee and I kind of know the law.
[00:41:08.000 --> 00:41:12.000]   Anytime we study the apostle Paul and why God chose him we always look from our human
[00:41:12.000 --> 00:41:16.000]   perspective. Oh he had Roman citizenship so it was easier for him to go
[00:41:16.000 --> 00:41:20.000]   from place to place. Because that's what we value.
[00:41:20.000 --> 00:41:24.000]   That's what we think. That's why we think that apostle Paul was
[00:41:24.000 --> 00:41:28.000]   successful. Oh he's highly educated. He has Roman citizenship.
[00:41:28.000 --> 00:41:32.000]   He was already well known to every city he went. People already knew who he was.
[00:41:32.000 --> 00:41:36.000]   He must have been very articulate. He was a Pharisee among Pharisees.
[00:41:36.000 --> 00:41:40.000]   As to the law he was perfect. A tribe of Benjamin. So anywhere he went
[00:41:40.000 --> 00:41:44.000]   to the synagogue and he decided to speak people showed respect. That's why
[00:41:44.000 --> 00:41:48.000]   he must have been chosen. That's why he must have been
[00:41:48.000 --> 00:41:52.000]   able to bear fruit. And yet Paul says the very
[00:41:52.000 --> 00:41:56.000]   reason why he was chosen is because he was the worst of sinners.
[00:41:56.000 --> 00:42:00.000]   Humanly speaking he was the worst person. He was the
[00:42:00.000 --> 00:42:04.000]   worst person. He hated Jesus. He was willing to kill anybody else
[00:42:04.000 --> 00:42:08.000]   who was proclaiming Jesus. Why did he choose him? To display
[00:42:08.000 --> 00:42:12.000]   his glory not his. Not Paul's.
[00:42:12.000 --> 00:42:16.000]   How much of
[00:42:16.000 --> 00:42:20.000]   our what we think is effective is
[00:42:20.000 --> 00:42:24.000]   completely unbiblical.
[00:42:24.000 --> 00:42:28.000]   Where God in history is seeking his glory.
[00:42:28.000 --> 00:42:32.000]   And how much of what we use as an excuse of why certain
[00:42:32.000 --> 00:42:36.000]   things aren't happening is nothing more than a
[00:42:36.000 --> 00:42:40.000]   practice of Romans chapter 1. Giving glory
[00:42:40.000 --> 00:42:44.000]   to the creation rather than the Creator. You know
[00:42:44.000 --> 00:42:48.000]   the greatest blessing of being a Christian or of salvation
[00:42:48.000 --> 00:42:52.000]   is Jesus Himself.
[00:42:52.000 --> 00:42:56.000]   It's Jesus Himself. That's why He says,
[00:42:56.000 --> 00:43:00.000]   that's why He says in John chapter 15, 7,
[00:43:00.000 --> 00:43:04.000]   "If you abide in Me, My words abide in you. Ask whatever you wish and it shall be done for you."
[00:43:04.000 --> 00:43:08.000]   Isn't that
[00:43:08.000 --> 00:43:12.000]   the greatest benefit of being a Christian?
[00:43:12.000 --> 00:43:16.000]   I mean if I needed to get
[00:43:16.000 --> 00:43:20.000]   a loan, right, the greatest benefit
[00:43:20.000 --> 00:43:24.000]   is not like, "Oh you know what Chase Bank is moving next door."
[00:43:24.000 --> 00:43:28.000]   "Ooo they're next door." You know what I mean?
[00:43:28.000 --> 00:43:32.000]   They used to close at 5. I get a work for kids 6 and they open at
[00:43:32.000 --> 00:43:36.000]   they open till 7. Yes! You know
[00:43:36.000 --> 00:43:40.000]   Chase, they got billions of dollars and they're moving close.
[00:43:40.000 --> 00:43:44.000]   As foolish as that may sound, that's what we celebrate sometimes.
[00:43:44.000 --> 00:43:48.000]   The benefit of a Christian is
[00:43:48.000 --> 00:43:52.000]   not that we have a close proximity to the bank.
[00:43:52.000 --> 00:43:56.000]   The benefit of Christian living is that our Father is a billionaire.
[00:43:56.000 --> 00:44:00.000]   That bank exists for my Father.
[00:44:00.000 --> 00:44:04.000]   Not my Father for that bank.
[00:44:04.000 --> 00:44:08.000]   And so our confidence often times comes from what we see.
[00:44:08.000 --> 00:44:12.000]   And it is ridiculous for us to think, "Oh you know, if we just had
[00:44:12.000 --> 00:44:16.000]   more people with certain personalities, certain education, and if we were
[00:44:16.000 --> 00:44:20.000]   just smart enough, if we had more money."
[00:44:20.000 --> 00:44:24.000]   And the thing that trips us up more than anything else are the very things that you
[00:44:24.000 --> 00:44:28.000]   happen to be good at. That's what
[00:44:28.000 --> 00:44:32.000]   trips you up the most. If you're smart, your intellect
[00:44:32.000 --> 00:44:36.000]   is getting in the way from coming to Christ.
[00:44:36.000 --> 00:44:40.000]   Because you think that by your smart, somehow
[00:44:40.000 --> 00:44:44.000]   you're going to add to the kingdom. If you happen to be a physical
[00:44:44.000 --> 00:44:48.000]   strong-willed person, whatever you set
[00:44:48.000 --> 00:44:52.000]   your mind on, "I do." That's
[00:44:52.000 --> 00:44:56.000]   getting in the way of tapping into His power.
[00:44:56.000 --> 00:45:00.000]   Anything that you think is somehow
[00:45:00.000 --> 00:45:04.000]   going to add to bearing fruit outside of Christ is getting in the
[00:45:04.000 --> 00:45:08.000]   way. He says the only way you're going to bear fruit
[00:45:08.000 --> 00:45:12.000]   is to rely upon Him. That's why Peter
[00:45:12.000 --> 00:45:16.000]   when Jesus was about to go to the cross, He says,
[00:45:16.000 --> 00:45:20.000]   "Where I'm going you cannot come." Peter said to Him, "Lord, where can I, why can I
[00:45:20.000 --> 00:45:24.000]   not follow You? I will lay down my life for You." Peter meant it
[00:45:24.000 --> 00:45:28.000]   absolutely. Sometimes people just say things.
[00:45:28.000 --> 00:45:32.000]   Every once in a while I hear somebody say, "I'll take a bullet for you. I don't believe you."
[00:45:32.000 --> 00:45:36.000]   You know?
[00:45:36.000 --> 00:45:40.000]   Maybe I'm just cynical. Every once in a while somebody
[00:45:40.000 --> 00:45:44.000]   was like, "Oh, somebody threw a grenade." And you hear stories of a soldier who jumped
[00:45:44.000 --> 00:45:48.000]   on top of it and took it for the rest of the team. And then it makes the big news.
[00:45:48.000 --> 00:45:52.000]   Right? He gets a medal. His family meets the president.
[00:45:52.000 --> 00:45:56.000]   And the reason why that happens is because it's that rare.
[00:45:56.000 --> 00:46:00.000]   If that's the instinct of every soldier, they wouldn't
[00:46:00.000 --> 00:46:04.000]   be meeting the president. The reason they meet the president is because
[00:46:04.000 --> 00:46:08.000]   it's so out of character. Because our natural nature is not
[00:46:08.000 --> 00:46:12.000]   that. Right? But Peter
[00:46:12.000 --> 00:46:16.000]   I believe meant it. "I will lay down my life for you."
