
[00:00:00.000 --> 00:00:08.320]   Amazing grace, how sweet the sound.
[00:35:14.400 --> 00:35:18.400]   [SIDE CONVERSATION]
[00:35:18.400 --> 00:35:22.400]   [SIDE CONVERSATION]
[00:35:22.400 --> 00:35:26.400]   [SIDE CONVERSATION]
[00:35:26.400 --> 00:35:30.400]   [SIDE CONVERSATION]
[00:35:30.400 --> 00:35:34.400]   [SIDE CONVERSATION]
[00:35:34.400 --> 00:35:38.400]   [SIDE CONVERSATION]
[00:35:39.400 --> 00:35:42.400]   [SIDE CONVERSATION]
[00:35:42.400 --> 00:35:46.400]   [SIDE CONVERSATION]
[00:35:46.400 --> 00:35:50.400]   [SIDE CONVERSATION]
[00:35:50.400 --> 00:35:54.400]   [SIDE CONVERSATION]
[00:35:54.400 --> 00:35:58.400]   [SIDE CONVERSATION]
[00:35:58.400 --> 00:36:02.400]   [SIDE CONVERSATION]
[00:36:02.400 --> 00:36:06.400]   [SIDE CONVERSATION]
[00:36:07.400 --> 00:36:10.400]   [SIDE CONVERSATION]
[00:36:10.400 --> 00:36:14.400]   [SIDE CONVERSATION]
[00:36:14.400 --> 00:36:18.400]   [SIDE CONVERSATION]
[00:36:18.400 --> 00:36:22.400]   [SIDE CONVERSATION]
[00:36:22.400 --> 00:36:26.400]   [SIDE CONVERSATION]
[00:36:26.400 --> 00:36:30.400]   [SIDE CONVERSATION]
[00:36:30.400 --> 00:36:34.400]   [SIDE CONVERSATION]
[00:36:35.400 --> 00:36:38.400]   [SIDE CONVERSATION]
[00:36:38.400 --> 00:36:42.400]   [SIDE CONVERSATION]
[00:36:42.400 --> 00:36:46.400]   [SIDE CONVERSATION]
[00:36:46.400 --> 00:36:50.400]   [SIDE CONVERSATION]
[00:36:50.400 --> 00:36:54.400]   [SIDE CONVERSATION]
[00:36:54.400 --> 00:36:58.400]   [SIDE CONVERSATION]
[00:36:58.400 --> 00:37:02.400]   [SIDE CONVERSATION]
[00:37:03.400 --> 00:37:06.400]   [SIDE CONVERSATION]
[00:37:06.400 --> 00:37:10.400]   [SIDE CONVERSATION]
[00:37:10.400 --> 00:37:14.400]   [SIDE CONVERSATION]
[00:37:14.400 --> 00:37:18.400]   [SIDE CONVERSATION]
[00:37:18.400 --> 00:37:22.400]   [SIDE CONVERSATION]
[00:37:22.400 --> 00:37:26.400]   [SIDE CONVERSATION]
[00:37:26.400 --> 00:37:30.400]   [SIDE CONVERSATION]
[00:37:31.400 --> 00:37:34.400]   [SIDE CONVERSATION]
[00:37:34.400 --> 00:37:38.400]   [SIDE CONVERSATION]
[00:37:38.400 --> 00:37:42.400]   [SIDE CONVERSATION]
[00:37:42.400 --> 00:37:46.400]   [SIDE CONVERSATION]
[00:37:46.400 --> 00:37:50.400]   [SIDE CONVERSATION]
[00:37:50.400 --> 00:37:54.400]   [SIDE CONVERSATION]
[00:37:54.400 --> 00:37:58.400]   [SIDE CONVERSATION]
[00:37:59.400 --> 00:38:02.400]   [SIDE CONVERSATION]
[00:38:02.400 --> 00:38:06.400]   [SIDE CONVERSATION]
[00:38:06.400 --> 00:38:10.400]   [SIDE CONVERSATION]
[00:38:10.400 --> 00:38:14.400]   [SIDE CONVERSATION]
[00:38:14.400 --> 00:38:18.400]   [SIDE CONVERSATION]
[00:38:18.400 --> 00:38:22.400]   [SIDE CONVERSATION]
[00:38:22.400 --> 00:38:26.400]   [SIDE CONVERSATION]
[00:38:27.400 --> 00:38:30.400]   [SIDE CONVERSATION]
[00:38:30.400 --> 00:38:34.400]   [SIDE CONVERSATION]
[00:38:34.400 --> 00:38:38.400]   [SIDE CONVERSATION]
[00:38:38.400 --> 00:38:42.400]   [SIDE CONVERSATION]
[00:38:42.400 --> 00:38:46.400]   [SIDE CONVERSATION]
[00:38:46.400 --> 00:38:50.400]   [SIDE CONVERSATION]
[00:38:50.400 --> 00:38:54.400]   [SIDE CONVERSATION]
[00:38:55.400 --> 00:38:58.400]   [SIDE CONVERSATION]
[00:38:58.400 --> 00:39:02.400]   [SIDE CONVERSATION]
[00:39:02.400 --> 00:39:06.400]   [SIDE CONVERSATION]
[00:39:06.400 --> 00:39:10.400]   [SIDE CONVERSATION]
[00:39:10.400 --> 00:39:14.400]   [SIDE CONVERSATION]
[00:39:14.400 --> 00:39:18.400]   [SIDE CONVERSATION]
[00:39:18.400 --> 00:39:22.400]   [SIDE CONVERSATION]
[00:39:23.400 --> 00:39:26.400]   [SIDE CONVERSATION]
[00:39:26.400 --> 00:39:30.400]   [SIDE CONVERSATION]
[00:39:30.400 --> 00:39:34.400]   [SIDE CONVERSATION]
[00:39:34.400 --> 00:39:38.400]   [SIDE CONVERSATION]
[00:39:38.400 --> 00:39:42.400]   [SIDE CONVERSATION]
[00:39:42.400 --> 00:39:46.400]   [SIDE CONVERSATION]
[00:39:46.400 --> 00:39:50.400]   [SIDE CONVERSATION]
[00:39:51.400 --> 00:39:54.400]   [SIDE CONVERSATION]
[00:39:54.400 --> 00:39:58.400]   [SIDE CONVERSATION]
[00:39:58.400 --> 00:40:02.400]   [SIDE CONVERSATION]
[00:40:02.400 --> 00:40:06.400]   [SIDE CONVERSATION]
[00:40:06.400 --> 00:40:10.400]   [SIDE CONVERSATION]
[00:40:10.400 --> 00:40:14.400]   [SIDE CONVERSATION]
[00:40:14.400 --> 00:40:18.400]   [SIDE CONVERSATION]
[00:40:19.400 --> 00:40:22.400]   [SIDE CONVERSATION]
[00:40:22.400 --> 00:40:26.400]   [SIDE CONVERSATION]
[00:40:26.400 --> 00:40:30.400]   [SIDE CONVERSATION]
[00:40:30.400 --> 00:40:34.400]   [SIDE CONVERSATION]
[00:40:34.400 --> 00:40:38.400]   [SIDE CONVERSATION]
[00:40:38.400 --> 00:40:42.400]   [SIDE CONVERSATION]
[00:40:42.400 --> 00:40:46.400]   [SIDE CONVERSATION]
[00:40:47.400 --> 00:40:50.400]   [SIDE CONVERSATION]
[00:40:50.400 --> 00:40:54.400]   [SIDE CONVERSATION]
[00:40:54.400 --> 00:40:58.400]   [SIDE CONVERSATION]
[00:40:58.400 --> 00:41:02.400]   [SIDE CONVERSATION]
[00:41:02.400 --> 00:41:06.400]   [SIDE CONVERSATION]
[00:41:06.400 --> 00:41:10.400]   [SIDE CONVERSATION]
[00:41:10.400 --> 00:41:14.400]   [SIDE CONVERSATION]
[00:41:15.400 --> 00:41:18.400]   [SIDE CONVERSATION]
[00:41:18.400 --> 00:41:22.400]   [SIDE CONVERSATION]
[00:41:22.400 --> 00:41:26.400]   [SIDE CONVERSATION]
[00:41:26.400 --> 00:41:30.400]   [SIDE CONVERSATION]
[00:41:30.400 --> 00:41:34.400]   [SIDE CONVERSATION]
[00:41:34.400 --> 00:41:38.400]   [SIDE CONVERSATION]
[00:41:38.400 --> 00:41:42.400]   [SIDE CONVERSATION]
[00:41:43.400 --> 00:41:46.400]   [SIDE CONVERSATION]
[00:41:46.400 --> 00:41:50.400]   [SIDE CONVERSATION]
[00:41:50.400 --> 00:41:54.400]   [SIDE CONVERSATION]
[00:41:54.400 --> 00:41:58.400]   [SIDE CONVERSATION]
[00:41:58.400 --> 00:42:02.400]   [SIDE CONVERSATION]
[00:42:02.400 --> 00:42:06.400]   [SIDE CONVERSATION]
[00:42:06.400 --> 00:42:10.400]   [SIDE CONVERSATION]
[00:42:11.400 --> 00:42:14.400]   [SIDE CONVERSATION]
[00:42:14.400 --> 00:42:18.400]   [SIDE CONVERSATION]
[00:42:18.400 --> 00:42:22.400]   [SIDE CONVERSATION]
[00:42:22.400 --> 00:42:26.400]   [SIDE CONVERSATION]
[00:42:26.400 --> 00:42:30.400]   [SIDE CONVERSATION]
[00:42:30.400 --> 00:42:34.400]   [SIDE CONVERSATION]
[00:42:34.400 --> 00:42:38.400]   [SIDE CONVERSATION]
[00:42:39.400 --> 00:42:42.400]   [SIDE CONVERSATION]
[00:42:42.400 --> 00:42:46.400]   [SIDE CONVERSATION]
[00:42:46.400 --> 00:42:50.400]   [SIDE CONVERSATION]
[00:42:50.400 --> 00:42:54.400]   [SIDE CONVERSATION]
[00:42:54.400 --> 00:42:58.400]   [SIDE CONVERSATION]
[00:42:58.400 --> 00:43:02.400]   [SIDE CONVERSATION]
[00:43:02.400 --> 00:43:06.400]   [SIDE CONVERSATION]
[00:43:07.400 --> 00:43:10.400]   [SIDE CONVERSATION]
[00:43:10.400 --> 00:43:14.400]   [SIDE CONVERSATION]
[00:43:14.400 --> 00:43:18.400]   [SIDE CONVERSATION]
[00:43:18.400 --> 00:43:22.400]   [SIDE CONVERSATION]
[00:43:22.400 --> 00:43:26.400]   [SIDE CONVERSATION]
[00:43:26.400 --> 00:43:30.400]   [SIDE CONVERSATION]
[00:43:30.400 --> 00:43:34.400]   [SIDE CONVERSATION]
[00:43:35.400 --> 00:43:38.400]   [SIDE CONVERSATION]
[00:43:38.400 --> 00:43:42.400]   [SIDE CONVERSATION]
[00:43:42.400 --> 00:43:46.400]   [SIDE CONVERSATION]
[00:43:46.400 --> 00:43:50.400]   [SIDE CONVERSATION]
[00:43:50.400 --> 00:43:54.400]   [SIDE CONVERSATION]
[00:43:54.400 --> 00:43:58.400]   [SIDE CONVERSATION]
[00:43:58.400 --> 00:44:02.400]   [SIDE CONVERSATION]
[00:44:03.400 --> 00:44:06.400]   [SIDE CONVERSATION]
[00:44:06.400 --> 00:44:10.400]   [SIDE CONVERSATION]
[00:44:10.400 --> 00:44:14.400]   [SIDE CONVERSATION]
[00:44:14.400 --> 00:44:18.400]   [SIDE CONVERSATION]
[00:44:18.400 --> 00:44:22.400]   [SIDE CONVERSATION]
[00:44:22.400 --> 00:44:26.400]   [SIDE CONVERSATION]
[00:44:26.400 --> 00:44:30.400]   [SIDE CONVERSATION]
[00:44:31.400 --> 00:44:34.400]   [SIDE CONVERSATION]
[00:44:34.400 --> 00:44:38.400]   [SIDE CONVERSATION]
[00:44:38.400 --> 00:44:42.400]   [SIDE CONVERSATION]
[00:44:42.400 --> 00:44:46.400]   [SIDE CONVERSATION]
[00:44:46.400 --> 00:44:50.400]   [SIDE CONVERSATION]
[00:44:50.400 --> 00:44:54.400]   [SIDE CONVERSATION]
[00:44:54.400 --> 00:44:58.400]   [SIDE CONVERSATION]
[00:44:59.400 --> 00:45:02.400]   [SIDE CONVERSATION]
[00:45:02.400 --> 00:45:06.400]   [SIDE CONVERSATION]
[00:45:06.400 --> 00:45:10.400]   [SIDE CONVERSATION]
[00:45:10.400 --> 00:45:14.400]   [SIDE CONVERSATION]
[00:45:14.400 --> 00:45:18.400]   [SIDE CONVERSATION]
[00:45:18.400 --> 00:45:22.400]   [SIDE CONVERSATION]
[00:45:22.400 --> 00:45:26.400]   [SIDE CONVERSATION]
[00:45:27.400 --> 00:45:30.400]   [SIDE CONVERSATION]
[00:45:30.400 --> 00:45:34.400]   [SIDE CONVERSATION]
[00:45:34.400 --> 00:45:38.400]   [SIDE CONVERSATION]
[00:45:38.400 --> 00:45:42.400]   [SIDE CONVERSATION]
[00:45:42.400 --> 00:45:46.400]   [SIDE CONVERSATION]
[00:45:46.400 --> 00:45:50.400]   [SIDE CONVERSATION]
[00:45:50.400 --> 00:45:54.400]   [SIDE CONVERSATION]
[00:45:55.400 --> 00:45:58.400]   [SIDE CONVERSATION]
[00:45:58.400 --> 00:46:02.400]   [SIDE CONVERSATION]
[00:46:02.400 --> 00:46:06.400]   [SIDE CONVERSATION]
[00:46:06.400 --> 00:46:10.400]   [SIDE CONVERSATION]
[00:46:10.400 --> 00:46:14.400]   [SIDE CONVERSATION]
[00:46:14.400 --> 00:46:18.400]   [SIDE CONVERSATION]
[00:46:18.400 --> 00:46:22.400]   [SIDE CONVERSATION]
[00:46:23.400 --> 00:46:26.400]   [SIDE CONVERSATION]
[00:46:26.400 --> 00:46:30.400]   [SIDE CONVERSATION]
[00:46:30.400 --> 00:46:34.400]   [SIDE CONVERSATION]
[00:46:34.400 --> 00:46:38.400]   [SIDE CONVERSATION]
[00:46:38.400 --> 00:46:42.400]   [SIDE CONVERSATION]
[00:46:42.400 --> 00:46:46.400]   [SIDE CONVERSATION]
[00:46:46.400 --> 00:46:50.400]   [SIDE CONVERSATION]
[00:46:51.400 --> 00:46:54.400]   [SIDE CONVERSATION]
[00:46:54.400 --> 00:46:58.400]   [SIDE CONVERSATION]
[00:46:58.400 --> 00:47:02.400]   [SIDE CONVERSATION]
[00:47:02.400 --> 00:47:06.400]   [SIDE CONVERSATION]
[00:47:06.400 --> 00:47:10.400]   [SIDE CONVERSATION]
[00:47:10.400 --> 00:47:14.400]   [SIDE CONVERSATION]
[00:47:14.400 --> 00:47:18.400]   [SIDE CONVERSATION]
[00:47:19.400 --> 00:47:22.400]   [SIDE CONVERSATION]
[00:47:22.400 --> 00:47:26.400]   [SIDE CONVERSATION]
[00:47:26.400 --> 00:47:30.400]   [SIDE CONVERSATION]
[00:47:30.400 --> 00:47:34.400]   [SIDE CONVERSATION]
[00:47:34.400 --> 00:47:38.400]   [SIDE CONVERSATION]
[00:47:38.400 --> 00:47:42.400]   [SIDE CONVERSATION]
[00:47:42.400 --> 00:47:46.400]   [SIDE CONVERSATION]
[00:47:47.400 --> 00:47:50.400]   [SIDE CONVERSATION]
[00:47:50.400 --> 00:47:54.400]   [SIDE CONVERSATION]
[00:47:54.400 --> 00:47:58.400]   [SIDE CONVERSATION]
[00:47:58.400 --> 00:48:02.400]   [SIDE CONVERSATION]
[00:48:02.400 --> 00:48:06.400]   [SIDE CONVERSATION]
[00:48:06.400 --> 00:48:10.400]   [SIDE CONVERSATION]
[00:48:10.400 --> 00:48:14.400]   [SIDE CONVERSATION]
[00:48:15.400 --> 00:48:18.400]   [SIDE CONVERSATION]
[00:48:18.400 --> 00:48:22.400]   [SIDE CONVERSATION]
[00:48:22.400 --> 00:48:26.400]   [SIDE CONVERSATION]
[00:48:26.400 --> 00:48:30.400]   [SIDE CONVERSATION]
[00:48:30.400 --> 00:48:34.400]   [SIDE CONVERSATION]
[00:48:34.400 --> 00:48:38.400]   [SIDE CONVERSATION]
[00:48:38.400 --> 00:48:42.400]   [SIDE CONVERSATION]
[00:48:43.400 --> 00:48:46.400]   [SIDE CONVERSATION]
[00:48:46.400 --> 00:48:50.400]   [SIDE CONVERSATION]
[00:48:50.400 --> 00:48:54.400]   [SIDE CONVERSATION]
[00:48:54.400 --> 00:48:58.400]   [SIDE CONVERSATION]
[00:48:58.400 --> 00:49:02.400]   [SIDE CONVERSATION]
[00:49:02.400 --> 00:49:06.400]   [SIDE CONVERSATION]
[00:49:06.400 --> 00:49:10.400]   [SIDE CONVERSATION]
[00:49:11.400 --> 00:49:14.400]   [SIDE CONVERSATION]
[00:49:14.400 --> 00:49:18.400]   [SIDE CONVERSATION]
[00:49:18.400 --> 00:49:22.400]   [SIDE CONVERSATION]
[00:49:22.400 --> 00:49:26.400]   [SIDE CONVERSATION]
[00:49:26.400 --> 00:49:30.400]   [SIDE CONVERSATION]
[00:49:30.400 --> 00:49:34.400]   [SIDE CONVERSATION]
[00:49:34.400 --> 00:49:38.400]   [SIDE CONVERSATION]
[00:49:39.400 --> 00:49:42.400]   [SIDE CONVERSATION]
[00:49:42.400 --> 00:49:46.400]   [SIDE CONVERSATION]
[00:49:46.400 --> 00:49:50.400]   [SIDE CONVERSATION]
[00:49:50.400 --> 00:49:54.400]   [SIDE CONVERSATION]
[00:49:54.400 --> 00:49:58.400]   [SIDE CONVERSATION]
[00:49:58.400 --> 00:50:02.400]   [SIDE CONVERSATION]
[00:50:02.400 --> 00:50:06.400]   [SIDE CONVERSATION]
[00:50:07.400 --> 00:50:10.400]   [SIDE CONVERSATION]
[00:50:10.400 --> 00:50:14.400]   [SIDE CONVERSATION]
[00:50:14.400 --> 00:50:18.400]   [SIDE CONVERSATION]
[00:50:18.400 --> 00:50:22.400]   [SIDE CONVERSATION]
[00:50:22.400 --> 00:50:26.400]   [SIDE CONVERSATION]
[00:50:26.400 --> 00:50:30.400]   [SIDE CONVERSATION]
[00:50:30.400 --> 00:50:34.400]   [SIDE CONVERSATION]
[00:50:35.400 --> 00:50:38.400]   [SIDE CONVERSATION]
[00:50:38.400 --> 00:50:42.400]   [SIDE CONVERSATION]
[00:50:42.400 --> 00:50:46.400]   [SIDE CONVERSATION]
[00:50:46.400 --> 00:50:50.400]   [SIDE CONVERSATION]
[00:50:50.400 --> 00:50:54.400]   [SIDE CONVERSATION]
[00:50:54.400 --> 00:50:58.400]   [SIDE CONVERSATION]
[00:50:58.400 --> 00:51:02.400]   [SIDE CONVERSATION]
[00:51:03.400 --> 00:51:06.400]   [SIDE CONVERSATION]
[00:51:06.400 --> 00:51:10.400]   [SIDE CONVERSATION]
[00:51:10.400 --> 00:51:14.400]   [SIDE CONVERSATION]
[00:51:14.400 --> 00:51:18.400]   [SIDE CONVERSATION]
[00:51:18.400 --> 00:51:22.400]   [SIDE CONVERSATION]
[00:51:22.400 --> 00:51:26.400]   [SIDE CONVERSATION]
[00:51:26.400 --> 00:51:30.400]   [SIDE CONVERSATION]
[00:51:31.400 --> 00:51:34.400]   [SIDE CONVERSATION]
[00:51:34.400 --> 00:51:38.400]   [SIDE CONVERSATION]
[00:51:38.400 --> 00:51:42.400]   [SIDE CONVERSATION]
[00:51:42.400 --> 00:51:46.400]   [SIDE CONVERSATION]
[00:51:46.400 --> 00:51:50.400]   [SIDE CONVERSATION]
[00:51:50.400 --> 00:51:54.400]   [SIDE CONVERSATION]
[00:51:54.400 --> 00:51:58.400]   [SIDE CONVERSATION]
[00:51:59.400 --> 00:52:02.400]   [SIDE CONVERSATION]
[00:52:02.400 --> 00:52:06.400]   [SIDE CONVERSATION]
[00:52:06.400 --> 00:52:10.400]   [SIDE CONVERSATION]
[00:52:10.400 --> 00:52:14.400]   [SIDE CONVERSATION]
[00:52:14.400 --> 00:52:18.400]   [SIDE CONVERSATION]
[00:52:18.400 --> 00:52:22.400]   [SIDE CONVERSATION]
[00:52:22.400 --> 00:52:26.400]   [SIDE CONVERSATION]
[00:52:27.400 --> 00:52:30.400]   [SIDE CONVERSATION]
[00:52:30.400 --> 00:52:34.400]   [SIDE CONVERSATION]
[00:52:34.400 --> 00:52:38.400]   [SIDE CONVERSATION]
[00:52:38.400 --> 00:52:42.400]   [SIDE CONVERSATION]
[00:52:42.400 --> 00:52:46.400]   [SIDE CONVERSATION]
[00:52:46.400 --> 00:52:50.400]   [SIDE CONVERSATION]
[00:52:50.400 --> 00:52:54.400]   [SIDE CONVERSATION]
[00:52:55.400 --> 00:52:58.400]   [SIDE CONVERSATION]
[00:52:58.400 --> 00:53:02.400]   [SIDE CONVERSATION]
[00:53:02.400 --> 00:53:06.400]   [SIDE CONVERSATION]
[00:53:06.400 --> 00:53:10.400]   [SIDE CONVERSATION]
[00:53:10.400 --> 00:53:14.400]   [SIDE CONVERSATION]
[00:53:14.400 --> 00:53:18.400]   [SIDE CONVERSATION]
[00:53:18.400 --> 00:53:22.400]   [SIDE CONVERSATION]
[00:53:23.400 --> 00:53:26.400]   [SIDE CONVERSATION]
[00:53:26.400 --> 00:53:30.400]   [SIDE CONVERSATION]
[00:53:30.400 --> 00:53:34.400]   [SIDE CONVERSATION]
[00:53:34.400 --> 00:53:38.400]   [SIDE CONVERSATION]
[00:53:38.400 --> 00:53:42.400]   [SIDE CONVERSATION]
[00:53:42.400 --> 00:53:46.400]   [SIDE CONVERSATION]
[00:53:46.400 --> 00:53:50.400]   [SIDE CONVERSATION]
[00:53:51.400 --> 00:53:54.400]   [SIDE CONVERSATION]
[00:53:54.400 --> 00:53:58.400]   [SIDE CONVERSATION]
[00:53:58.400 --> 00:54:02.400]   [SIDE CONVERSATION]
[00:54:02.400 --> 00:54:06.400]   [SIDE CONVERSATION]
[00:54:06.400 --> 00:54:10.400]   [SIDE CONVERSATION]
[00:54:10.400 --> 00:54:14.400]   [SIDE CONVERSATION]
[00:54:14.400 --> 00:54:18.400]   [SIDE CONVERSATION]
[00:54:19.400 --> 00:54:22.400]   [SIDE CONVERSATION]
[00:54:22.400 --> 00:54:26.400]   [SIDE CONVERSATION]
[00:54:26.400 --> 00:54:30.400]   [SIDE CONVERSATION]
[00:54:30.400 --> 00:54:34.400]   [SIDE CONVERSATION]
[00:54:34.400 --> 00:54:38.400]   [SIDE CONVERSATION]
[00:54:38.400 --> 00:54:42.400]   [SIDE CONVERSATION]
[00:54:42.400 --> 00:54:46.400]   [SIDE CONVERSATION]
[00:54:47.400 --> 00:54:50.400]   [SIDE CONVERSATION]
[00:54:50.400 --> 00:54:54.400]   [SIDE CONVERSATION]
[00:54:54.400 --> 00:54:58.400]   [SIDE CONVERSATION]
[00:54:58.400 --> 00:55:02.400]   [SIDE CONVERSATION]
[00:55:02.400 --> 00:55:06.400]   [SIDE CONVERSATION]
[00:55:06.400 --> 00:55:10.400]   [SIDE CONVERSATION]
[00:55:10.400 --> 00:55:14.400]   [SIDE CONVERSATION]
[00:55:15.400 --> 00:55:18.400]   [SIDE CONVERSATION]
[00:55:18.400 --> 00:55:22.400]   [SIDE CONVERSATION]
[00:55:22.400 --> 00:55:26.400]   [SIDE CONVERSATION]
[00:55:26.400 --> 00:55:30.400]   [SIDE CONVERSATION]
[00:55:30.400 --> 00:55:34.400]   [SIDE CONVERSATION]
[00:55:34.400 --> 00:55:38.400]   [SIDE CONVERSATION]
[00:55:38.400 --> 00:55:42.400]   [SIDE CONVERSATION]
[00:55:43.400 --> 00:55:46.400]   [SIDE CONVERSATION]
[00:55:46.400 --> 00:55:50.400]   [SIDE CONVERSATION]
[00:55:50.400 --> 00:55:54.400]   [SIDE CONVERSATION]
[00:55:54.400 --> 00:55:58.400]   [SIDE CONVERSATION]
[00:55:58.400 --> 00:56:02.400]   [SIDE CONVERSATION]
[00:56:02.400 --> 00:56:06.400]   [SIDE CONVERSATION]
[00:56:06.400 --> 00:56:10.400]   [SIDE CONVERSATION]
[00:56:11.400 --> 00:56:14.400]   [SIDE CONVERSATION]
[00:56:14.400 --> 00:56:18.400]   [SIDE CONVERSATION]
[00:56:18.400 --> 00:56:22.400]   [SIDE CONVERSATION]
[00:56:22.400 --> 00:56:26.400]   [SIDE CONVERSATION]
[00:56:26.400 --> 00:56:30.400]   [SIDE CONVERSATION]
[00:56:30.400 --> 00:56:34.400]   [SIDE CONVERSATION]
[00:56:34.400 --> 00:56:38.400]   [SIDE CONVERSATION]
[00:56:39.400 --> 00:56:42.400]   [SIDE CONVERSATION]
[00:56:42.400 --> 00:56:46.400]   [SIDE CONVERSATION]
[00:56:46.400 --> 00:56:50.400]   [SIDE CONVERSATION]
[00:56:50.400 --> 00:56:54.400]   [SIDE CONVERSATION]
[00:56:54.400 --> 00:56:58.400]   [SIDE CONVERSATION]
[00:56:58.400 --> 00:57:02.400]   [SIDE CONVERSATION]
[00:57:02.400 --> 00:57:06.400]   [SIDE CONVERSATION]
[00:57:07.400 --> 00:57:10.400]   [SIDE CONVERSATION]
[00:57:10.400 --> 00:57:14.400]   [SIDE CONVERSATION]
[00:57:14.400 --> 00:57:18.400]   [SIDE CONVERSATION]
[00:57:18.400 --> 00:57:22.400]   [SIDE CONVERSATION]
[00:57:22.400 --> 00:57:26.400]   [SIDE CONVERSATION]
[00:57:26.400 --> 00:57:30.400]   [SIDE CONVERSATION]
[00:57:30.400 --> 00:57:34.400]   [SIDE CONVERSATION]
[00:57:35.400 --> 00:57:38.400]   [SIDE CONVERSATION]
[00:57:38.400 --> 00:57:42.400]   [SIDE CONVERSATION]
[00:57:42.400 --> 00:57:46.400]   [SIDE CONVERSATION]
[00:57:46.400 --> 00:57:50.400]   [SIDE CONVERSATION]
[00:57:50.400 --> 00:57:54.400]   [SIDE CONVERSATION]
[00:57:54.400 --> 00:57:58.400]   [SIDE CONVERSATION]
[00:57:58.400 --> 00:58:02.400]   [SIDE CONVERSATION]
[00:58:03.400 --> 00:58:06.400]   [SIDE CONVERSATION]
[00:58:06.400 --> 00:58:10.400]   [SIDE CONVERSATION]
[00:58:10.400 --> 00:58:14.400]   [SIDE CONVERSATION]
[00:58:14.400 --> 00:58:18.400]   [SIDE CONVERSATION]
[00:58:18.400 --> 00:58:22.400]   [SIDE CONVERSATION]
[00:58:22.400 --> 00:58:26.400]   [SIDE CONVERSATION]
[00:58:26.400 --> 00:58:30.400]   [SIDE CONVERSATION]
[00:58:31.400 --> 00:58:34.400]   [SIDE CONVERSATION]
[00:58:34.400 --> 00:58:38.400]   [SIDE CONVERSATION]
[00:58:38.400 --> 00:58:42.400]   [SIDE CONVERSATION]
[00:58:42.400 --> 00:58:46.400]   [SIDE CONVERSATION]
[00:58:46.400 --> 00:58:50.400]   [SIDE CONVERSATION]
[00:58:50.400 --> 00:58:54.400]   [SIDE CONVERSATION]
[00:58:54.400 --> 00:58:58.400]   [SIDE CONVERSATION]
[00:58:59.400 --> 00:59:02.400]   [SIDE CONVERSATION]
[00:59:02.400 --> 00:59:06.400]   [SIDE CONVERSATION]
[00:59:06.400 --> 00:59:10.400]   [SIDE CONVERSATION]
[00:59:10.400 --> 00:59:14.400]   [SIDE CONVERSATION]
[00:59:14.400 --> 00:59:18.400]   [SIDE CONVERSATION]
[00:59:18.400 --> 00:59:22.400]   [SIDE CONVERSATION]
[00:59:22.400 --> 00:59:26.400]   [SIDE CONVERSATION]
[00:59:27.400 --> 00:59:30.400]   [SIDE CONVERSATION]
[00:59:30.400 --> 00:59:34.400]   [SIDE CONVERSATION]
[00:59:34.400 --> 00:59:38.400]   [SIDE CONVERSATION]
[00:59:38.400 --> 00:59:42.400]   [SIDE CONVERSATION]
[00:59:42.400 --> 00:59:46.400]   [SIDE CONVERSATION]
[00:59:46.400 --> 00:59:50.400]   [SIDE CONVERSATION]
[00:59:50.400 --> 00:59:54.400]   [SIDE CONVERSATION]
[00:59:55.400 --> 00:59:58.400]   [SIDE CONVERSATION]
[00:59:58.400 --> 01:00:02.400]   [SIDE CONVERSATION]
[01:00:02.400 --> 01:00:06.400]   [SIDE CONVERSATION]
[01:00:06.400 --> 01:00:10.400]   [SIDE CONVERSATION]
[01:00:10.400 --> 01:00:14.400]   [SIDE CONVERSATION]
[01:00:14.400 --> 01:00:18.400]   [SIDE CONVERSATION]
[01:00:18.400 --> 01:00:22.400]   [SIDE CONVERSATION]
[01:00:23.400 --> 01:00:26.400]   [SIDE CONVERSATION]
[01:00:26.400 --> 01:00:30.400]   [SIDE CONVERSATION]
[01:00:30.400 --> 01:00:34.400]   [SIDE CONVERSATION]
[01:00:34.400 --> 01:00:38.400]   [SIDE CONVERSATION]
[01:00:38.400 --> 01:00:42.400]   [SIDE CONVERSATION]
[01:00:42.400 --> 01:00:46.400]   [SIDE CONVERSATION]
[01:00:46.400 --> 01:00:50.400]   [SIDE CONVERSATION]
[01:00:51.400 --> 01:00:54.400]   [SIDE CONVERSATION]
[01:00:54.400 --> 01:00:58.400]   [SIDE CONVERSATION]
[01:00:58.400 --> 01:01:02.400]   [SIDE CONVERSATION]
[01:01:02.400 --> 01:01:06.400]   [SIDE CONVERSATION]
[01:01:06.400 --> 01:01:10.400]   [SIDE CONVERSATION]
[01:01:10.400 --> 01:01:14.400]   [SIDE CONVERSATION]
[01:01:14.400 --> 01:01:18.400]   [SIDE CONVERSATION]
[01:01:19.400 --> 01:01:22.400]   [SIDE CONVERSATION]
[01:01:22.400 --> 01:01:26.400]   [SIDE CONVERSATION]
[01:01:26.400 --> 01:01:30.400]   [SIDE CONVERSATION]
[01:01:30.400 --> 01:01:34.400]   [SIDE CONVERSATION]
[01:01:34.400 --> 01:01:38.400]   [SIDE CONVERSATION]
[01:01:38.400 --> 01:01:42.400]   [SIDE CONVERSATION]
[01:01:42.400 --> 01:01:46.400]   [SIDE CONVERSATION]
