
[00:00:00.000 --> 00:00:07.480]   My heart and my hands are lifted to You.
[00:31:53.400 --> 00:31:56.400]   [music playing]
[00:31:56.400 --> 00:31:59.400]   [chatter]
[00:31:59.400 --> 00:32:02.400]   [music playing]
[00:32:02.400 --> 00:32:05.400]   [chatter]
[00:32:05.400 --> 00:32:08.400]   [music playing]
[00:32:08.400 --> 00:32:11.400]   [chatter]
[00:32:11.400 --> 00:32:14.400]   [music playing]
[00:32:14.400 --> 00:32:17.400]   [chatter]
[00:32:17.400 --> 00:32:20.400]   [music playing]
[00:32:20.400 --> 00:32:23.400]   [chatter]
[00:32:23.400 --> 00:32:26.400]   [music playing]
[00:32:26.400 --> 00:32:29.400]   [chatter]
[00:32:29.400 --> 00:32:32.400]   [music playing]
[00:32:32.400 --> 00:32:35.400]   [chatter]
[00:32:35.400 --> 00:32:38.400]   [music playing]
[00:32:38.400 --> 00:32:41.400]   [chatter]
[00:32:41.400 --> 00:32:44.400]   [music playing]
[00:32:44.400 --> 00:32:47.400]   [chatter]
[00:32:47.400 --> 00:32:50.400]   [music playing]
[00:32:50.400 --> 00:32:53.400]   [chatter]
[00:32:53.400 --> 00:32:56.400]   [music playing]
[00:32:56.400 --> 00:32:59.400]   [chatter]
[00:32:59.400 --> 00:33:02.400]   [music playing]
[00:33:02.400 --> 00:33:05.400]   [chatter]
[00:33:05.400 --> 00:33:08.400]   [music playing]
[00:33:08.400 --> 00:33:11.400]   [chatter]
[00:33:11.400 --> 00:33:14.400]   [music playing]
[00:33:14.400 --> 00:33:17.400]   [chatter]
[00:33:17.400 --> 00:33:20.400]   [music playing]
[00:33:20.400 --> 00:33:23.400]   [chatter]
[00:33:23.400 --> 00:33:26.400]   [music playing]
[00:33:26.400 --> 00:33:29.400]   [chatter]
[00:33:29.400 --> 00:33:32.400]   [music playing]
[00:33:32.400 --> 00:33:35.400]   [chatter]
[00:33:35.400 --> 00:33:38.400]   [music playing]
[00:33:38.400 --> 00:33:41.400]   [chatter]
[00:33:41.400 --> 00:33:44.400]   [music playing]
[00:33:44.400 --> 00:33:47.400]   [chatter]
[00:33:47.400 --> 00:33:50.400]   [music playing]
[00:33:50.400 --> 00:33:53.400]   [chatter]
[00:33:53.400 --> 00:33:56.400]   [music playing]
[00:33:56.400 --> 00:33:59.400]   [chatter]
[00:33:59.400 --> 00:34:02.400]   [music playing]
[00:34:02.400 --> 00:34:05.400]   [chatter]
[00:34:05.400 --> 00:34:08.400]   [music playing]
[00:34:08.400 --> 00:34:11.400]   [chatter]
[00:34:11.400 --> 00:34:14.400]   [music playing]
[00:34:14.400 --> 00:34:17.400]   [chatter]
[00:34:17.400 --> 00:34:20.400]   [music playing]
[00:34:20.400 --> 00:34:23.400]   [chatter]
[00:34:23.400 --> 00:34:26.400]   [music playing]
[00:34:26.400 --> 00:34:29.400]   [chatter]
[00:34:29.400 --> 00:34:32.400]   [music playing]
[00:34:32.400 --> 00:34:35.400]   [chatter]
[00:34:35.400 --> 00:34:38.400]   [music playing]
[00:34:38.400 --> 00:34:41.400]   [chatter]
[00:34:41.400 --> 00:34:44.400]   [music playing]
[00:34:44.400 --> 00:34:47.400]   [chatter]
[00:34:47.400 --> 00:34:50.400]   [music playing]
[00:34:50.400 --> 00:34:53.400]   [chatter]
[00:34:53.400 --> 00:34:56.400]   [music playing]
[00:34:56.400 --> 00:34:59.400]   [chatter]
[00:34:59.400 --> 00:35:02.400]   [music playing]
[00:35:02.400 --> 00:35:05.400]   [chatter]
[00:35:05.400 --> 00:35:08.400]   [music playing]
[00:35:08.400 --> 00:35:11.400]   [chatter]
[00:35:11.400 --> 00:35:14.400]   [music playing]
[00:35:14.400 --> 00:35:17.400]   [chatter]
[00:35:17.400 --> 00:35:20.400]   [music playing]
[00:35:20.400 --> 00:35:23.400]   [chatter]
[00:35:23.400 --> 00:35:26.400]   [music playing]
[00:35:26.400 --> 00:35:29.400]   [chatter]
[00:35:29.400 --> 00:35:32.400]   [music playing]
[00:35:32.400 --> 00:35:35.400]   [chatter]
[00:35:35.400 --> 00:35:38.400]   [music playing]
[00:35:38.400 --> 00:35:41.400]   [chatter]
[00:35:41.400 --> 00:35:44.400]   [music playing]
[00:35:44.400 --> 00:35:47.400]   [chatter]
[00:35:47.400 --> 00:35:50.400]   [music playing]
[00:35:50.400 --> 00:35:53.400]   [chatter]
[00:35:53.400 --> 00:35:56.400]   [music playing]
[00:35:56.400 --> 00:35:59.400]   [chatter]
[00:35:59.400 --> 00:36:02.400]   [music playing]
[00:36:02.400 --> 00:36:05.400]   [chatter]
[00:36:05.400 --> 00:36:08.400]   [music playing]
[00:36:08.400 --> 00:36:11.400]   [chatter]
[00:36:11.400 --> 00:36:14.400]   [music playing]
[00:36:14.400 --> 00:36:17.400]   [chatter]
[00:36:17.400 --> 00:36:20.400]   [music playing]
[00:36:20.400 --> 00:36:23.400]   [chatter]
[00:36:23.400 --> 00:36:26.400]   [music playing]
[00:36:26.400 --> 00:36:29.400]   [chatter]
[00:36:29.400 --> 00:36:32.400]   [music playing]
[00:36:32.400 --> 00:36:35.400]   [chatter]
[00:36:35.400 --> 00:36:38.400]   [music playing]
[00:36:38.400 --> 00:36:41.400]   [chatter]
[00:36:41.400 --> 00:36:44.400]   [music playing]
[00:36:44.400 --> 00:36:47.400]   [chatter]
[00:36:47.400 --> 00:36:50.400]   [music playing]
[00:36:50.400 --> 00:36:53.400]   [chatter]
[00:36:53.400 --> 00:36:56.400]   [music playing]
[00:36:56.400 --> 00:36:59.400]   [chatter]
[00:36:59.400 --> 00:37:02.400]   [music playing]
[00:37:02.400 --> 00:37:05.400]   [chatter]
[00:37:05.400 --> 00:37:08.400]   [music playing]
[00:37:08.400 --> 00:37:11.400]   [chatter]
[00:37:11.400 --> 00:37:14.400]   [music playing]
[00:37:14.400 --> 00:37:17.400]   [chatter]
[00:37:17.400 --> 00:37:20.400]   [music playing]
[00:37:20.400 --> 00:37:23.400]   [chatter]
[00:37:23.400 --> 00:37:26.400]   [music playing]
[00:37:26.400 --> 00:37:29.400]   [chatter]
[00:37:29.400 --> 00:37:32.400]   [music playing]
[00:37:32.400 --> 00:37:35.400]   [chatter]
[00:37:35.400 --> 00:37:38.400]   [music playing]
[00:37:38.400 --> 00:37:41.400]   [chatter]
[00:37:41.400 --> 00:37:44.400]   [music playing]
[00:37:44.400 --> 00:37:47.400]   [chatter]
[00:37:47.400 --> 00:37:50.400]   [music playing]
[00:37:50.400 --> 00:37:53.400]   [chatter]
[00:37:53.400 --> 00:37:56.400]   [music playing]
[00:37:56.400 --> 00:37:59.400]   [chatter]
[00:37:59.400 --> 00:38:02.400]   [music playing]
[00:38:02.400 --> 00:38:05.400]   [chatter]
[00:38:05.400 --> 00:38:08.400]   [music playing]
[00:38:08.400 --> 00:38:11.400]   [chatter]
[00:38:11.400 --> 00:38:14.400]   [music playing]
[00:38:14.400 --> 00:38:17.400]   [chatter]
[00:38:17.400 --> 00:38:20.400]   [music playing]
[00:38:20.400 --> 00:38:23.400]   [chatter]
[00:38:23.400 --> 00:38:26.400]   [music playing]
[00:38:26.400 --> 00:38:29.400]   [chatter]
[00:38:29.400 --> 00:38:32.400]   [music playing]
[00:38:32.400 --> 00:38:35.400]   [chatter]
[00:38:35.400 --> 00:38:38.400]   [music playing]
[00:38:38.400 --> 00:38:41.400]   [chatter]
[00:38:41.400 --> 00:38:44.400]   [music playing]
[00:38:44.400 --> 00:38:47.400]   [chatter]
[00:38:47.400 --> 00:38:50.400]   [music playing]
[00:38:50.400 --> 00:38:53.400]   [chatter]
[00:38:53.400 --> 00:38:56.400]   [music playing]
[00:38:56.400 --> 00:38:59.400]   [chatter]
[00:38:59.400 --> 00:39:02.400]   [music playing]
[00:39:02.400 --> 00:39:05.400]   [chatter]
[00:39:05.400 --> 00:39:08.400]   [music playing]
[00:39:08.400 --> 00:39:11.400]   [chatter]
[00:39:11.400 --> 00:39:14.400]   [music playing]
[00:39:14.400 --> 00:39:17.400]   [chatter]
[00:39:17.400 --> 00:39:20.400]   [music playing]
[00:39:20.400 --> 00:39:23.400]   [chatter]
[00:39:23.400 --> 00:39:26.400]   [music playing]
[00:39:26.400 --> 00:39:29.400]   [chatter]
[00:39:29.400 --> 00:39:32.400]   [music playing]
[00:39:32.400 --> 00:39:35.400]   [chatter]
[00:39:35.400 --> 00:39:38.400]   [music playing]
[00:39:38.400 --> 00:39:41.400]   [chatter]
[00:39:41.400 --> 00:39:44.400]   [music playing]
[00:39:44.400 --> 00:39:47.400]   [chatter]
[00:39:47.400 --> 00:39:50.400]   [music playing]
[00:39:50.400 --> 00:39:53.400]   [chatter]
[00:39:53.400 --> 00:39:56.400]   [music playing]
[00:39:56.400 --> 00:39:59.400]   [chatter]
[00:39:59.400 --> 00:40:02.400]   [music playing]
[00:40:02.400 --> 00:40:05.400]   [chatter]
[00:40:05.400 --> 00:40:08.400]   [music playing]
[00:40:08.400 --> 00:40:11.400]   [chatter]
[00:40:11.400 --> 00:40:14.400]   [music playing]
[00:40:14.400 --> 00:40:17.400]   [chatter]
[00:40:17.400 --> 00:40:20.400]   [music playing]
[00:40:20.400 --> 00:40:23.400]   [chatter]
[00:40:23.400 --> 00:40:26.400]   [music playing]
[00:40:26.400 --> 00:40:29.400]   [chatter]
[00:40:29.400 --> 00:40:32.400]   [music playing]
[00:40:32.400 --> 00:40:35.400]   [chatter]
[00:40:35.400 --> 00:40:38.400]   [music playing]
[00:40:38.400 --> 00:40:41.400]   [chatter]
[00:40:41.400 --> 00:40:44.400]   [music playing]
[00:40:44.400 --> 00:40:47.400]   [chatter]
[00:40:47.400 --> 00:40:50.400]   [music playing]
[00:40:50.400 --> 00:40:53.400]   [chatter]
[00:40:53.400 --> 00:40:56.400]   [music playing]
[00:40:56.400 --> 00:40:59.400]   [chatter]
[00:40:59.400 --> 00:41:02.400]   [music playing]
[00:41:02.400 --> 00:41:05.400]   [chatter]
[00:41:05.400 --> 00:41:08.400]   [music playing]
[00:41:08.400 --> 00:41:11.400]   [chatter]
[00:41:11.400 --> 00:41:14.400]   [music playing]
[00:41:14.400 --> 00:41:17.400]   [chatter]
[00:41:17.400 --> 00:41:20.400]   [music playing]
[00:41:20.400 --> 00:41:23.400]   [chatter]
[00:41:23.400 --> 00:41:26.400]   [music playing]
[00:41:26.400 --> 00:41:29.400]   [chatter]
[00:41:29.400 --> 00:41:32.400]   [music playing]
[00:41:32.400 --> 00:41:35.400]   [chatter]
[00:41:35.400 --> 00:41:38.400]   [music playing]
[00:41:38.400 --> 00:41:41.400]   [chatter]
[00:41:41.400 --> 00:41:44.400]   [music playing]
[00:41:44.400 --> 00:41:47.400]   [chatter]
[00:41:47.400 --> 00:41:50.400]   [music playing]
[00:41:50.400 --> 00:41:53.400]   [chatter]
[00:41:53.400 --> 00:41:56.400]   [music playing]
[00:41:56.400 --> 00:41:59.400]   [chatter]
[00:41:59.400 --> 00:42:02.400]   [music playing]
[00:42:02.400 --> 00:42:05.400]   [chatter]
[00:42:05.400 --> 00:42:08.400]   [music playing]
[00:42:08.400 --> 00:42:11.400]   [chatter]
[00:42:11.400 --> 00:42:14.400]   [music playing]
[00:42:14.400 --> 00:42:17.400]   [chatter]
[00:42:17.400 --> 00:42:20.400]   [music playing]
[00:42:20.400 --> 00:42:23.400]   [chatter]
[00:42:23.400 --> 00:42:26.400]   [music playing]
[00:42:26.400 --> 00:42:29.400]   [chatter]
[00:42:29.400 --> 00:42:32.400]   [music playing]
[00:42:32.400 --> 00:42:35.400]   [chatter]
[00:42:35.400 --> 00:42:38.400]   [music playing]
[00:42:38.400 --> 00:42:41.400]   [chatter]
[00:42:41.400 --> 00:42:44.400]   [music playing]
[00:42:44.400 --> 00:42:47.400]   [chatter]
[00:42:47.400 --> 00:42:50.400]   [music playing]
[00:42:50.400 --> 00:42:53.400]   [chatter]
[00:42:53.400 --> 00:42:56.400]   [music playing]
[00:42:56.400 --> 00:42:59.400]   [chatter]
[00:42:59.400 --> 00:43:02.400]   [music playing]
[00:43:02.400 --> 00:43:05.400]   [chatter]
[00:43:05.400 --> 00:43:08.400]   [music playing]
[00:43:08.400 --> 00:43:11.400]   [chatter]
[00:43:11.400 --> 00:43:14.400]   [music playing]
[00:43:14.400 --> 00:43:17.400]   [chatter]
[00:43:17.400 --> 00:43:20.400]   [music playing]
[00:43:20.400 --> 00:43:23.400]   [chatter]
[00:43:23.400 --> 00:43:26.400]   [music playing]
[00:43:26.400 --> 00:43:29.400]   [chatter]
[00:43:29.400 --> 00:43:32.400]   [music playing]
[00:43:32.400 --> 00:43:35.400]   [chatter]
[00:43:35.400 --> 00:43:38.400]   [music playing]
[00:43:38.400 --> 00:43:41.400]   [chatter]
[00:43:41.400 --> 00:43:44.400]   [music playing]
[00:43:44.400 --> 00:43:47.400]   [chatter]
[00:43:47.400 --> 00:43:50.400]   [music playing]
[00:43:50.400 --> 00:43:53.400]   [chatter]
[00:43:53.400 --> 00:43:56.400]   [music playing]
[00:43:56.400 --> 00:43:59.400]   [chatter]
[00:43:59.400 --> 00:44:02.400]   [music playing]
[00:44:02.400 --> 00:44:05.400]   [chatter]
[00:44:05.400 --> 00:44:08.400]   [music playing]
[00:44:08.400 --> 00:44:11.400]   [chatter]
[00:44:11.400 --> 00:44:14.400]   [music playing]
[00:44:14.400 --> 00:44:17.400]   [chatter]
[00:44:17.400 --> 00:44:20.400]   [music playing]
[00:44:20.400 --> 00:44:23.400]   [chatter]
[00:44:23.400 --> 00:44:26.400]   [music playing]
[00:44:26.400 --> 00:44:29.400]   [chatter]
[00:44:29.400 --> 00:44:32.400]   [music playing]
[00:44:32.400 --> 00:44:35.400]   [chatter]
[00:44:35.400 --> 00:44:38.400]   [music playing]
[00:44:38.400 --> 00:44:41.400]   [chatter]
[00:44:41.400 --> 00:44:44.400]   [music playing]
[00:44:44.400 --> 00:44:47.400]   [chatter]
[00:44:47.400 --> 00:44:50.400]   [music playing]
[00:44:50.400 --> 00:44:53.400]   [chatter]
[00:44:53.400 --> 00:44:56.400]   [music playing]
[00:44:56.400 --> 00:44:59.400]   [chatter]
[00:44:59.400 --> 00:45:02.400]   [music playing]
[00:45:02.400 --> 00:45:05.400]   [chatter]
[00:45:05.400 --> 00:45:08.400]   [music playing]
[00:45:08.400 --> 00:45:11.400]   [chatter]
[00:45:11.400 --> 00:45:14.400]   [music playing]
[00:45:14.400 --> 00:45:17.400]   [chatter]
[00:45:17.400 --> 00:45:20.400]   [music playing]
[00:45:20.400 --> 00:45:23.400]   [chatter]
[00:45:23.400 --> 00:45:26.400]   [music playing]
[00:45:26.400 --> 00:45:29.400]   [chatter]
[00:45:29.400 --> 00:45:32.400]   [music playing]
[00:45:32.400 --> 00:45:35.400]   [chatter]
[00:45:35.400 --> 00:45:38.400]   [music playing]
[00:45:38.400 --> 00:45:41.400]   [chatter]
[00:45:41.400 --> 00:45:44.400]   [music playing]
[00:45:44.400 --> 00:45:47.400]   [chatter]
[00:45:47.400 --> 00:45:50.400]   [music playing]
[00:45:50.400 --> 00:45:53.400]   [chatter]
[00:45:53.400 --> 00:45:56.400]   [music playing]
[00:45:56.400 --> 00:45:59.400]   [chatter]
[00:45:59.400 --> 00:46:02.400]   [music playing]
[00:46:02.400 --> 00:46:05.400]   [chatter]
[00:46:05.400 --> 00:46:08.400]   [music playing]
[00:46:08.400 --> 00:46:11.400]   [chatter]
[00:46:11.400 --> 00:46:14.400]   [music playing]
[00:46:14.400 --> 00:46:17.400]   [chatter]
[00:46:17.400 --> 00:46:20.400]   [music playing]
[00:46:20.400 --> 00:46:23.400]   [chatter]
[00:46:23.400 --> 00:46:26.400]   [music playing]
[00:46:26.400 --> 00:46:29.400]   [chatter]
[00:46:29.400 --> 00:46:32.400]   [music playing]
[00:46:32.400 --> 00:46:35.400]   [chatter]
[00:46:35.400 --> 00:46:38.400]   [music playing]
[00:46:38.400 --> 00:46:41.400]   [chatter]
[00:46:41.400 --> 00:46:44.400]   [music playing]
[00:46:44.400 --> 00:46:47.400]   [chatter]
[00:46:47.400 --> 00:46:50.400]   [music playing]
[00:46:50.400 --> 00:46:53.400]   [chatter]
[00:46:53.400 --> 00:46:56.400]   [music playing]
[00:46:56.400 --> 00:46:59.400]   [chatter]
[00:46:59.400 --> 00:47:02.400]   [music playing]
[00:47:02.400 --> 00:47:05.400]   [chatter]
[00:47:05.400 --> 00:47:08.400]   [music playing]
[00:47:08.400 --> 00:47:11.400]   [chatter]
[00:47:11.400 --> 00:47:14.400]   [music playing]
[00:47:14.400 --> 00:47:17.400]   [chatter]
[00:47:17.400 --> 00:47:20.400]   [music playing]
[00:47:20.400 --> 00:47:23.400]   [chatter]
[00:47:23.400 --> 00:47:26.400]   [music playing]
[00:47:26.400 --> 00:47:29.400]   [chatter]
[00:47:29.400 --> 00:47:32.400]   [music playing]
[00:47:32.400 --> 00:47:35.400]   [chatter]
[00:47:35.400 --> 00:47:38.400]   [music playing]
[00:47:38.400 --> 00:47:41.400]   [chatter]
[00:47:41.400 --> 00:47:44.400]   [music playing]
[00:47:44.400 --> 00:47:47.400]   [chatter]
[00:47:47.400 --> 00:47:50.400]   [music playing]
[00:47:50.400 --> 00:47:53.400]   [chatter]
[00:47:53.400 --> 00:47:56.400]   [music playing]
[00:47:56.400 --> 00:47:59.400]   [chatter]
[00:47:59.400 --> 00:48:02.400]   [music playing]
[00:48:02.400 --> 00:48:05.400]   [chatter]
[00:48:05.400 --> 00:48:08.400]   [music playing]
[00:48:08.400 --> 00:48:11.400]   [chatter]
[00:48:11.400 --> 00:48:14.400]   [music playing]
[00:48:14.400 --> 00:48:17.400]   [chatter]
[00:48:17.400 --> 00:48:20.400]   [music playing]
[00:48:20.400 --> 00:48:23.400]   [chatter]
[00:48:23.400 --> 00:48:26.400]   [music playing]
[00:48:26.400 --> 00:48:29.400]   [chatter]
[00:48:29.400 --> 00:48:32.400]   [music playing]
[00:48:32.400 --> 00:48:35.400]   [chatter]
[00:48:35.400 --> 00:48:38.400]   [music playing]
[00:48:38.400 --> 00:48:41.400]   [chatter]
[00:48:41.400 --> 00:48:44.400]   [music playing]
[00:48:44.400 --> 00:48:47.400]   [chatter]
[00:48:47.400 --> 00:48:50.400]   [music playing]
[00:48:50.400 --> 00:48:53.400]   [chatter]
[00:48:53.400 --> 00:48:56.400]   [music playing]
[00:48:56.400 --> 00:48:59.400]   [chatter]
[00:48:59.400 --> 00:49:02.400]   [music playing]
[00:49:02.400 --> 00:49:05.400]   [chatter]
[00:49:05.400 --> 00:49:08.400]   [music playing]
[00:49:08.400 --> 00:49:11.400]   [chatter]
[00:49:11.400 --> 00:49:14.400]   [music playing]
[00:49:14.400 --> 00:49:17.400]   [chatter]
[00:49:17.400 --> 00:49:20.400]   [music playing]
[00:49:20.400 --> 00:49:23.400]   [chatter]
[00:49:23.400 --> 00:49:26.400]   [music playing]
[00:49:26.400 --> 00:49:29.400]   [chatter]
[00:49:29.400 --> 00:49:32.400]   [music playing]
[00:49:32.400 --> 00:49:35.400]   [chatter]
[00:49:35.400 --> 00:49:38.400]   [music playing]
[00:49:38.400 --> 00:49:41.400]   [chatter]
[00:49:41.400 --> 00:49:44.400]   [music playing]
[00:49:44.400 --> 00:49:47.400]   [chatter]
[00:49:47.400 --> 00:49:50.400]   [music playing]
[00:49:50.400 --> 00:49:53.400]   [chatter]
[00:49:53.400 --> 00:49:56.400]   [music playing]
[00:49:56.400 --> 00:49:59.400]   [chatter]
[00:49:59.400 --> 00:50:02.400]   [music playing]
[00:50:02.400 --> 00:50:05.400]   [chatter]
[00:50:05.400 --> 00:50:08.400]   [music playing]
[00:50:08.400 --> 00:50:11.400]   [chatter]
[00:50:11.400 --> 00:50:14.400]   [music playing]
[00:50:14.400 --> 00:50:17.400]   [chatter]
[00:50:17.400 --> 00:50:20.400]   [music playing]
[00:50:20.400 --> 00:50:23.400]   [chatter]
[00:50:23.400 --> 00:50:26.400]   [music playing]
[00:50:26.400 --> 00:50:29.400]   [chatter]
[00:50:29.400 --> 00:50:32.400]   [music playing]
[00:50:32.400 --> 00:50:35.400]   [chatter]
[00:50:35.400 --> 00:50:38.400]   [music playing]
[00:50:38.400 --> 00:50:41.400]   [chatter]
[00:50:41.400 --> 00:50:44.400]   [music playing]
[00:50:44.400 --> 00:50:47.400]   [chatter]
[00:50:47.400 --> 00:50:50.400]   [music playing]
[00:50:50.400 --> 00:50:53.400]   [chatter]
[00:50:53.400 --> 00:50:56.400]   [music playing]
[00:50:56.400 --> 00:50:59.400]   [chatter]
[00:50:59.400 --> 00:51:02.400]   [music playing]
[00:51:02.400 --> 00:51:05.400]   [chatter]
[00:51:05.400 --> 00:51:08.400]   [music playing]
[00:51:08.400 --> 00:51:11.400]   [chatter]
[00:51:11.400 --> 00:51:14.400]   [music playing]
[00:51:14.400 --> 00:51:17.400]   [chatter]
[00:51:17.400 --> 00:51:20.400]   [music playing]
[00:51:20.400 --> 00:51:23.400]   [chatter]
[00:51:23.400 --> 00:51:26.400]   [music playing]
[00:51:26.400 --> 00:51:29.400]   [chatter]
[00:51:29.400 --> 00:51:32.400]   [music playing]
[00:51:32.400 --> 00:51:35.400]   [chatter]
[00:51:35.400 --> 00:51:38.400]   [music playing]
[00:51:38.400 --> 00:51:41.400]   [chatter]
[00:51:41.400 --> 00:51:44.400]   [music playing]
[00:51:44.400 --> 00:51:47.400]   [chatter]
[00:51:47.400 --> 00:51:50.400]   [music playing]
[00:51:50.400 --> 00:51:53.400]   [chatter]
[00:51:53.400 --> 00:51:56.400]   [music playing]
[00:51:56.400 --> 00:51:59.400]   [chatter]
[00:51:59.400 --> 00:52:02.400]   [music playing]
[00:52:02.400 --> 00:52:05.400]   [chatter]
[00:52:05.400 --> 00:52:08.400]   [music playing]
[00:52:08.400 --> 00:52:11.400]   [chatter]
[00:52:11.400 --> 00:52:14.400]   [music playing]
[00:52:14.400 --> 00:52:17.400]   [chatter]
[00:52:17.400 --> 00:52:20.400]   [music playing]
[00:52:20.400 --> 00:52:23.400]   [chatter]
[00:52:23.400 --> 00:52:26.400]   [music playing]
[00:52:26.400 --> 00:52:29.400]   [chatter]
[00:52:29.400 --> 00:52:32.400]   [music playing]
[00:52:32.400 --> 00:52:35.400]   [chatter]
[00:52:35.400 --> 00:52:38.400]   [music playing]
[00:52:38.400 --> 00:52:41.400]   [chatter]
[00:52:41.400 --> 00:52:44.400]   [music playing]
[00:52:44.400 --> 00:52:47.400]   [chatter]
[00:52:47.400 --> 00:52:50.400]   [music playing]
[00:52:50.400 --> 00:52:53.400]   [chatter]
[00:52:53.400 --> 00:52:56.400]   [music playing]
[00:52:56.400 --> 00:52:59.400]   [chatter]
[00:52:59.400 --> 00:53:02.400]   [music playing]
[00:53:02.400 --> 00:53:05.400]   [chatter]
[00:53:05.400 --> 00:53:08.400]   [music playing]
[00:53:08.400 --> 00:53:11.400]   [chatter]
[00:53:11.400 --> 00:53:14.400]   [music playing]
[00:53:14.400 --> 00:53:17.400]   [chatter]
[00:53:17.400 --> 00:53:20.400]   [music playing]
[00:53:20.400 --> 00:53:23.400]   [chatter]
[00:53:23.400 --> 00:53:26.400]   [music playing]
[00:53:26.400 --> 00:53:29.400]   [chatter]
[00:53:29.400 --> 00:53:32.400]   [music playing]
[00:53:32.400 --> 00:53:35.400]   [chatter]
[00:53:35.400 --> 00:53:38.400]   [music playing]
[00:53:38.400 --> 00:53:41.400]   [chatter]
[00:53:41.400 --> 00:53:44.400]   [music playing]
[00:53:44.400 --> 00:53:47.400]   [chatter]
[00:53:47.400 --> 00:53:50.400]   [music playing]
[00:53:50.400 --> 00:53:53.400]   [chatter]
[00:53:53.400 --> 00:53:56.400]   [music playing]
[00:53:56.400 --> 00:53:59.400]   [chatter]
[00:53:59.400 --> 00:54:02.400]   [music playing]
[00:54:02.400 --> 00:54:05.400]   [chatter]
[00:54:05.400 --> 00:54:08.400]   [music playing]
[00:54:08.400 --> 00:54:11.400]   [chatter]
[00:54:11.400 --> 00:54:14.400]   [music playing]
[00:54:14.400 --> 00:54:17.400]   [chatter]
[00:54:17.400 --> 00:54:20.400]   [music playing]
[00:54:20.400 --> 00:54:23.400]   [chatter]
[00:54:23.400 --> 00:54:26.400]   [music playing]
[00:54:26.400 --> 00:54:29.400]   [chatter]
[00:54:29.400 --> 00:54:32.400]   [music playing]
[00:54:32.400 --> 00:54:35.400]   [chatter]
[00:54:35.400 --> 00:54:38.400]   [music playing]
[00:54:38.400 --> 00:54:41.400]   [chatter]
[00:54:41.400 --> 00:54:44.400]   [music playing]
[00:54:44.400 --> 00:54:47.400]   [chatter]
[00:54:47.400 --> 00:54:50.400]   [music playing]
[00:54:50.400 --> 00:54:53.400]   [chatter]
[00:54:53.400 --> 00:54:56.400]   [music playing]
[00:54:56.400 --> 00:54:59.400]   [chatter]
[00:54:59.400 --> 00:55:02.400]   [music playing]
[00:55:02.400 --> 00:55:05.400]   [chatter]
[00:55:05.400 --> 00:55:08.400]   [music playing]
[00:55:08.400 --> 00:55:11.400]   [chatter]
[00:55:11.400 --> 00:55:14.400]   [music playing]
[00:55:14.400 --> 00:55:17.400]   [chatter]
[00:55:17.400 --> 00:55:20.400]   [music playing]
[00:55:20.400 --> 00:55:23.400]   [chatter]
[00:55:23.400 --> 00:55:26.400]   [music playing]
[00:55:26.400 --> 00:55:29.400]   [chatter]
[00:55:29.400 --> 00:55:32.400]   [music playing]
[00:55:32.400 --> 00:55:35.400]   [chatter]
[00:55:35.400 --> 00:55:38.400]   [music playing]
[00:55:38.400 --> 00:55:41.400]   [chatter]
[00:55:41.400 --> 00:55:44.400]   [music playing]
[00:55:44.400 --> 00:55:47.400]   [chatter]
[00:55:47.400 --> 00:55:50.400]   [music playing]
[00:55:50.400 --> 00:55:53.400]   [chatter]
[00:55:53.400 --> 00:55:56.400]   [music playing]
[00:55:56.400 --> 00:55:59.400]   [chatter]
[00:55:59.400 --> 00:56:02.400]   [music playing]
[00:56:02.400 --> 00:56:05.400]   [chatter]
[00:56:05.400 --> 00:56:08.400]   [music playing]
[00:56:08.400 --> 00:56:11.400]   [chatter]
[00:56:11.400 --> 00:56:14.400]   [music playing]
[00:56:14.400 --> 00:56:17.400]   [chatter]
[00:56:17.400 --> 00:56:20.400]   [music playing]
[00:56:20.400 --> 00:56:23.400]   [chatter]
[00:56:23.400 --> 00:56:26.400]   [music playing]
[00:56:26.400 --> 00:56:29.400]   [chatter]
[00:56:29.400 --> 00:56:32.400]   [music playing]
[00:56:32.400 --> 00:56:35.400]   [chatter]
[00:56:35.400 --> 00:56:38.400]   [music playing]
[00:56:38.400 --> 00:56:41.400]   [chatter]
[00:56:41.400 --> 00:56:44.400]   [music playing]
[00:56:44.400 --> 00:56:47.400]   [chatter]
[00:56:47.400 --> 00:56:50.400]   [music playing]
[00:56:50.400 --> 00:56:53.400]   [chatter]
[00:56:53.400 --> 00:56:56.400]   [music playing]
[00:56:56.400 --> 00:56:59.400]   [chatter]
[00:56:59.400 --> 00:57:02.400]   [music playing]
[00:57:02.400 --> 00:57:05.400]   [chatter]
[00:57:05.400 --> 00:57:08.400]   [music playing]
[00:57:08.400 --> 00:57:11.400]   [chatter]
[00:57:11.400 --> 00:57:14.400]   [music playing]
[00:57:14.400 --> 00:57:17.400]   [chatter]
[00:57:17.400 --> 00:57:20.400]   [music playing]
[00:57:20.400 --> 00:57:23.400]   [chatter]
[00:57:23.400 --> 00:57:26.400]   [music playing]
[00:57:26.400 --> 00:57:29.400]   [chatter]
[00:57:29.400 --> 00:57:32.400]   [music playing]
[00:57:32.400 --> 00:57:35.400]   [chatter]
[00:57:35.400 --> 00:57:38.400]   [music playing]
[00:57:38.400 --> 00:57:41.400]   [chatter]
[00:57:41.400 --> 00:57:44.400]   [music playing]
