
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:20:07.960 --> 00:20:10.080]   He was an Apple evangelist.
[00:20:10.080 --> 00:20:15.280]   Like, are you a disciple of Apple?
[00:20:15.280 --> 00:20:17.600]   Are you a disciple of, I don't know, music?
[00:20:17.600 --> 00:20:20.400]   What are you filling your ears with?
[00:20:20.400 --> 00:20:22.760]   Are you a disciple of the latest TV show?
[00:20:25.040 --> 00:20:27.200]   Are you a disciple of work?
[00:20:27.200 --> 00:20:30.480]   Or how about Disneyland?
[00:20:30.480 --> 00:20:36.240]   The trouble is not that we don't believe in Jesus Christ.
[00:20:36.240 --> 00:20:40.800]   The problem is that we believe in Jesus Christ
[00:20:40.800 --> 00:20:42.720]   and something else.
[00:20:42.720 --> 00:20:46.400]   It's kind of like the Hindus in India.
[00:20:46.400 --> 00:20:48.880]   You know, I went to India, and we said, like,
[00:20:48.880 --> 00:20:50.440]   "Believe in Jesus Christ."
[00:20:50.440 --> 00:20:52.120]   And they believe in all these gods, right?
[00:20:52.120 --> 00:20:53.240]   They believe in all these different gods.
[00:20:53.240 --> 00:20:54.360]   We say, "Believe in Jesus Christ."
[00:20:54.360 --> 00:20:55.560]   And they're like, "Okay."
[00:20:55.560 --> 00:20:57.720]   (audience laughs)
[00:20:57.720 --> 00:20:59.000]   Right?
[00:20:59.000 --> 00:21:00.360]   Because they believe that, you know,
[00:21:00.360 --> 00:21:02.080]   they could have as many gods as they want,
[00:21:02.080 --> 00:21:04.200]   as long as they could find a way to get to their place
[00:21:04.200 --> 00:21:05.240]   where they wanna go.
[00:21:05.240 --> 00:21:12.240]   If you are a true disciple of Christ,
[00:21:12.240 --> 00:21:15.920]   your thoughts, your decisions, your actions
[00:21:15.920 --> 00:21:18.800]   should be solely for Christ.
[00:21:18.800 --> 00:21:22.360]   And as a result, surprising to unbelievers.
[00:21:22.360 --> 00:21:23.960]   It should be unexpected.
[00:21:24.440 --> 00:21:26.880]   And it may be sometimes offensive to them.
[00:21:26.880 --> 00:21:30.320]   And sometimes it may be attractive.
[00:21:30.320 --> 00:21:36.160]   While I was in China, I was leading a Bible study.
[00:21:36.160 --> 00:21:39.120]   And there were, at that time, there were about eight people.
[00:21:39.120 --> 00:21:40.200]   It was a small group.
[00:21:40.200 --> 00:21:43.000]   And that time, I was teaching them
[00:21:43.000 --> 00:21:46.520]   about what it is to be a follower of Christ,
[00:21:46.520 --> 00:21:48.560]   about counting the cost.
[00:21:48.560 --> 00:21:50.400]   And I was teaching them that, you know, like,
[00:21:50.440 --> 00:21:54.040]   I'm so looking forward to meeting Christ.
[00:21:54.040 --> 00:21:56.440]   I'm not afraid of death.
[00:21:56.440 --> 00:21:57.480]   You know, I'm not.
[00:21:57.480 --> 00:22:02.080]   And, you know, like, I was even telling them,
[00:22:02.080 --> 00:22:04.480]   I was like, you know, a long time ago,
[00:22:04.480 --> 00:22:07.600]   even before I was married, I used to tell people
[00:22:07.600 --> 00:22:09.600]   that if Christ came back, it's okay.
[00:22:09.600 --> 00:22:12.320]   I don't have to get married before Christ comes back.
[00:22:12.320 --> 00:22:13.160]   You know, some people are like,
[00:22:13.160 --> 00:22:14.600]   "God, please let me get married first
[00:22:14.600 --> 00:22:16.240]   "before you come back."
[00:22:16.240 --> 00:22:17.080]   Right?
[00:22:17.080 --> 00:22:18.760]   For me, it was like, I don't have to.
[00:22:18.760 --> 00:22:21.320]   I'm so looking forward to seeing Jesus Christ.
[00:22:21.320 --> 00:22:23.640]   But then, like, across from me,
[00:22:23.640 --> 00:22:25.840]   I remember there's this one girl.
[00:22:25.840 --> 00:22:27.040]   There are college students there.
[00:22:27.040 --> 00:22:28.560]   There's one girl, and she was like,
[00:22:28.560 --> 00:22:29.920]   every time she heard some of these comments,
[00:22:29.920 --> 00:22:30.760]   she was like.
[00:22:30.760 --> 00:22:34.300]   (audience laughing)
[00:22:34.300 --> 00:22:35.600]   Like, it was kind of distracting.
[00:22:35.600 --> 00:22:37.680]   I had to look somewhere else while I was teaching.
[00:22:37.680 --> 00:22:40.680]   (audience laughing)
[00:22:40.680 --> 00:22:45.640]   These things that we learn from Jesus Christ
[00:22:45.640 --> 00:22:49.400]   are things that should be surprising to this world.
[00:22:49.400 --> 00:22:54.260]   These things are things that we need to learn and obey.
[00:22:54.260 --> 00:22:59.040]   And the question I wanna ask is,
[00:22:59.040 --> 00:23:00.680]   whose disciple are you?
[00:23:00.680 --> 00:23:04.120]   Have you considered the cost?
[00:23:04.120 --> 00:23:05.080]   In Matthew chapter eight,
[00:23:05.080 --> 00:23:06.600]   it talks about considering the cost.
[00:23:06.600 --> 00:23:09.960]   Jesus says, you might not have a place to sleep.
[00:23:09.960 --> 00:23:13.160]   Jesus says, you might not be able to,
[00:23:13.160 --> 00:23:16.360]   you may need to forego your plans.
[00:23:16.360 --> 00:23:17.840]   You may need to forego your plans
[00:23:17.840 --> 00:23:19.760]   about caring for your parents, even.
[00:23:19.760 --> 00:23:24.860]   How are you as a disciple of Christ?
[00:23:24.860 --> 00:23:27.120]   Is your life filled with good deeds?
[00:23:27.120 --> 00:23:29.600]   In Matthew chapter five, it talks about that.
[00:23:29.600 --> 00:23:32.480]   It says, are you causing people
[00:23:32.480 --> 00:23:35.620]   to praise God because of your good deeds?
[00:23:35.620 --> 00:23:37.540]   Is that you?
[00:23:37.540 --> 00:23:42.760]   Are you honest and genuine in your profession?
[00:23:43.440 --> 00:23:47.000]   Are you honest with your relationships?
[00:23:47.000 --> 00:23:49.040]   Are you honest with your family members?
[00:23:49.040 --> 00:23:54.160]   In Matthew five, it says, let your yes be yes.
[00:23:54.160 --> 00:23:56.780]   Don't make fake promises.
[00:23:56.780 --> 00:24:00.980]   In Matthew chapter six, it talks about prayer.
[00:24:00.980 --> 00:24:03.640]   How genuine is your prayer?
[00:24:03.640 --> 00:24:06.700]   I know for me, for a long time, when I pray,
[00:24:06.700 --> 00:24:10.600]   especially before a meal, right,
[00:24:10.600 --> 00:24:13.760]   I pray the same exact prayer all the time.
[00:24:13.760 --> 00:24:17.320]   But, you know, and that's not necessarily a bad thing.
[00:24:17.320 --> 00:24:20.320]   My son does that, he prays the exact same prayer every time.
[00:24:20.320 --> 00:24:23.880]   It's not necessarily a bad thing, but I'm asking,
[00:24:23.880 --> 00:24:26.560]   is your prayer genuine when you pray that prayer?
[00:24:26.560 --> 00:24:33.040]   In Matthew six, Jesus talks about,
[00:24:33.040 --> 00:24:34.440]   are you forgiving others?
[00:24:34.440 --> 00:24:39.000]   As a disciple of Christ, I think this is
[00:24:39.000 --> 00:24:41.880]   one of the hardest things, especially if you've had
[00:24:41.880 --> 00:24:44.080]   an experience in your past where someone
[00:24:44.080 --> 00:24:45.880]   has hurt you really bad.
[00:24:45.880 --> 00:24:47.840]   Especially in the past if someone has like,
[00:24:47.840 --> 00:24:50.000]   especially if they're like your close friend
[00:24:50.000 --> 00:24:52.240]   and they backstabbed you in some way.
[00:24:52.240 --> 00:24:56.000]   Or maybe your husband or your wife did something recently.
[00:24:56.000 --> 00:24:59.440]   Or maybe it might be someone in the congregation.
[00:24:59.440 --> 00:25:03.800]   You know, are you forgiving them?
[00:25:03.800 --> 00:25:06.800]   'Cause Jesus Christ calls us to forgive them.
[00:25:06.800 --> 00:25:08.640]   Are you willing to love your enemies?
[00:25:09.160 --> 00:25:11.320]   You know, is there someone in your past that,
[00:25:11.320 --> 00:25:13.680]   like every time you see them, you feel like awkward
[00:25:13.680 --> 00:25:17.320]   around them because of something that happened in the past?
[00:25:17.320 --> 00:25:19.600]   Are you willing to love them still?
[00:25:19.600 --> 00:25:21.200]   Are you willing to forgive them?
[00:25:21.200 --> 00:25:25.280]   What about money?
[00:25:25.280 --> 00:25:27.320]   As a disciple of Christ, are you a good steward
[00:25:27.320 --> 00:25:28.160]   of your money?
[00:25:28.160 --> 00:25:31.000]   Are you giving offering faithfully?
[00:25:31.000 --> 00:25:35.240]   Or what about overseas, we hear about children
[00:25:35.240 --> 00:25:36.280]   that are suffering.
[00:25:38.080 --> 00:25:40.400]   And there are organizations that are working
[00:25:40.400 --> 00:25:42.360]   to see Christ preached to them.
[00:25:42.360 --> 00:25:46.920]   Are you using your finances to live out your faith?
[00:25:46.920 --> 00:25:48.760]   Supporting those things as well.
[00:25:48.760 --> 00:25:53.720]   How are you as a disciple of Christ?
[00:25:53.720 --> 00:25:57.080]   In Matthew chapter six also, Jesus Christ says,
[00:25:57.080 --> 00:25:59.120]   "Don't worry about your life."
[00:25:59.120 --> 00:26:01.080]   Do you worry?
[00:26:01.080 --> 00:26:03.200]   Do you worry about your future?
[00:26:03.200 --> 00:26:05.000]   Do you stress about things to the point
[00:26:05.000 --> 00:26:06.880]   that you become disabled?
[00:26:06.880 --> 00:26:11.560]   Are you constantly filled with fear about relationships?
[00:26:11.560 --> 00:26:15.160]   Are you fearful of the future?
[00:26:15.160 --> 00:26:17.400]   Are you fearful that someone might hurt you?
[00:26:17.400 --> 00:26:20.560]   Jesus Christ says, "Don't worry."
[00:26:20.560 --> 00:26:23.480]   How are you as his disciple?
[00:26:23.480 --> 00:26:27.480]   And are you willing to suffer for Christ?
[00:26:27.480 --> 00:26:34.600]   Jesus says, "All men will hate you."
[00:26:36.440 --> 00:26:39.200]   A lot of people will hate us as believers
[00:26:39.200 --> 00:26:40.320]   because of Jesus.
[00:26:40.320 --> 00:26:43.960]   Take a look at your lives.
[00:26:43.960 --> 00:26:47.960]   Are you a disciple of Christ?
[00:26:47.960 --> 00:26:52.680]   Or are you a disciple of Christ and something else?
[00:26:52.680 --> 00:27:00.560]   Not only are we called to be disciples ourselves,
[00:27:00.560 --> 00:27:05.240]   but we are also called to make disciples of Christ.
[00:27:05.240 --> 00:27:08.160]   And it's not just through Bible studies.
[00:27:08.160 --> 00:27:11.160]   Again, it is primarily done through,
[00:27:11.160 --> 00:27:12.760]   the teaching of God's word is done
[00:27:12.760 --> 00:27:14.320]   through the messages on Sundays.
[00:27:14.320 --> 00:27:15.760]   And we get to learn through Bible studies.
[00:27:15.760 --> 00:27:20.200]   But making disciples is not only done through this.
[00:27:20.200 --> 00:27:25.960]   It's also done through our actions.
[00:27:25.960 --> 00:27:29.640]   Our actions, our reactions, will teach
[00:27:29.640 --> 00:27:32.040]   and will be examples for others
[00:27:32.040 --> 00:27:37.040]   how to act and react in any given situation as a believer.
[00:27:37.040 --> 00:27:41.280]   An easy way to think about this,
[00:27:41.280 --> 00:27:43.320]   about how we might affect other people,
[00:27:43.320 --> 00:27:44.760]   how we might influence other people.
[00:27:44.760 --> 00:27:46.520]   An easy way to think about this is
[00:27:46.520 --> 00:27:48.760]   when we think about children.
[00:27:48.760 --> 00:27:50.640]   My son, Timothy,
[00:27:50.640 --> 00:27:56.720]   he loves to copy what I do.
[00:27:56.720 --> 00:28:00.960]   And my daughter, Claire, who's only one,
[00:28:00.960 --> 00:28:03.880]   she's also beginning to copy us.
[00:28:03.880 --> 00:28:07.000]   And for example, there was one night,
[00:28:07.000 --> 00:28:09.800]   my daughter, Claire, I was sitting with my daughter,
[00:28:09.800 --> 00:28:12.640]   and then also my mom was there, her grandmother.
[00:28:12.640 --> 00:28:16.360]   And my mom, she just, you know, she yawned.
[00:28:16.360 --> 00:28:18.440]   She was like, (gasps)
[00:28:18.440 --> 00:28:19.680]   right?
[00:28:19.680 --> 00:28:22.720]   And then my daughter, she saw that, she's only one,
[00:28:22.720 --> 00:28:25.040]   and she goes, (gasps)
[00:28:25.040 --> 00:28:25.960]   (laughs)
[00:28:25.960 --> 00:28:27.200]   And she doesn't know what she's doing,
[00:28:27.200 --> 00:28:29.040]   but then she's copying.
[00:28:30.400 --> 00:28:34.080]   You know, all of us, we are all, in some ways,
[00:28:34.080 --> 00:28:36.240]   products of what we surround ourselves with,
[00:28:36.240 --> 00:28:38.080]   or what we have been surrounded by.
[00:28:38.080 --> 00:28:40.880]   Our families influence us a lot.
[00:28:40.880 --> 00:28:43.600]   You know, you could tell by, if you look at siblings,
[00:28:43.600 --> 00:28:46.120]   sometimes they laugh exactly the same way, right?
[00:28:46.120 --> 00:28:55.120]   Our parents, you know, they've taught us how to laugh,
[00:28:55.120 --> 00:28:58.360]   how to talk, how to walk, how to eat,
[00:28:58.360 --> 00:29:03.360]   what table manners are, and kids imitate their parents.
[00:29:03.360 --> 00:29:08.440]   Anything and everything that we are
[00:29:08.440 --> 00:29:11.720]   has been a result of influence by others.
[00:29:11.720 --> 00:29:15.000]   And so, we are able to do the same for others.
[00:29:15.000 --> 00:29:18.760]   We are able to be an example in that way to others,
[00:29:18.760 --> 00:29:21.760]   and in this way, we are also making disciples.
[00:29:21.760 --> 00:29:25.760]   So through your actions, I'm asking you today,
[00:29:25.760 --> 00:29:27.680]   the second application question is,
[00:29:28.680 --> 00:29:33.320]   how are you teaching people to obey Christ?
[00:29:33.320 --> 00:29:40.800]   How are you, as one who makes disciples of Christ,
[00:29:40.800 --> 00:29:44.560]   what are you teaching, even just through your actions,
[00:29:44.560 --> 00:29:46.360]   or maybe through your words as well?
[00:29:46.360 --> 00:29:49.720]   What are you teaching others?
[00:29:49.720 --> 00:29:52.680]   How are you making disciples of others?
[00:29:52.680 --> 00:29:55.480]   How are, what are you teaching to your coworkers
[00:29:55.480 --> 00:29:58.120]   about what a Christian is about?
[00:29:58.120 --> 00:29:59.320]   You know, I worked for three years
[00:29:59.320 --> 00:30:01.520]   before I went into the seminary,
[00:30:01.520 --> 00:30:03.400]   and during that time, like I know,
[00:30:03.400 --> 00:30:05.840]   it's easy to cut corners.
[00:30:05.840 --> 00:30:09.400]   It's easy to try to get your way out of a project.
[00:30:09.400 --> 00:30:15.920]   How are you as a disciple of Christ before them?
[00:30:15.920 --> 00:30:17.280]   What are you teaching them?
[00:30:17.280 --> 00:30:19.800]   What about in your family?
[00:30:19.800 --> 00:30:22.440]   What are you teaching your brother or your sister?
[00:30:22.440 --> 00:30:24.200]   How about your parents?
[00:30:24.200 --> 00:30:26.040]   What are you teaching your children?
[00:30:26.040 --> 00:30:30.040]   I mean, especially when I think about my son,
[00:30:30.040 --> 00:30:35.040]   there are times that my handsome son
[00:30:35.040 --> 00:30:40.120]   can be a little brat, right?
[00:30:40.120 --> 00:30:41.840]   And I have to discipline him.
[00:30:41.840 --> 00:30:45.600]   But then every time I discipline him,
[00:30:45.600 --> 00:30:48.040]   the way that I do it, he's gonna learn
[00:30:48.040 --> 00:30:49.760]   that's what discipline is about,
[00:30:49.760 --> 00:30:51.960]   and he may grow up to do the exact same thing.
[00:30:51.960 --> 00:30:53.680]   What am I teaching to my children?
[00:30:54.680 --> 00:30:56.840]   (silence)
[00:30:56.840 --> 00:31:01.000]   How are you making disciples
[00:31:01.000 --> 00:31:04.320]   of your fellow church members,
[00:31:04.320 --> 00:31:05.640]   your brothers and sisters?
[00:31:05.640 --> 00:31:10.560]   There's one thing that I noticed
[00:31:10.560 --> 00:31:12.840]   that has changed over the past five years.
[00:31:12.840 --> 00:31:15.560]   You know, I was gone for five years, and I came back,
[00:31:15.560 --> 00:31:17.600]   and I was really surprised to see
[00:31:17.600 --> 00:31:22.200]   how people's views have changed on same-sex marriage.
[00:31:22.200 --> 00:31:24.360]   Just their views on homosexuality.
[00:31:24.360 --> 00:31:27.120]   If we think about maybe five years ago before I left,
[00:31:27.120 --> 00:31:30.640]   or even 10 years ago, I remember that the state
[00:31:30.640 --> 00:31:35.140]   of California, we voted twice against same-sex marriage.
[00:31:35.140 --> 00:31:38.160]   Maybe three times, I don't remember,
[00:31:38.160 --> 00:31:40.080]   but I know at least for sure, two times,
[00:31:40.080 --> 00:31:41.120]   we voted against it.
[00:31:41.120 --> 00:31:46.120]   This Democrat state voted against same-sex marriage twice.
[00:31:46.120 --> 00:31:51.520]   But now today, what do I find?
[00:31:51.520 --> 00:31:55.280]   I come back and I find that people think
[00:31:55.280 --> 00:31:56.880]   that same-sex marriage is okay,
[00:31:56.880 --> 00:31:59.700]   or at least don't care about it.
[00:31:59.700 --> 00:32:01.000]   Just kind of thinking, oh, you know,
[00:32:01.000 --> 00:32:03.200]   that's what they do, but you know, whatever.
[00:32:03.200 --> 00:32:07.480]   And then when we find, you know, like some churches,
[00:32:07.480 --> 00:32:11.120]   like the PCUSA, they decided that they would recognize
[00:32:11.120 --> 00:32:12.360]   same-sex marriage.
[00:32:12.360 --> 00:32:19.440]   How are we making disciples of Christ
[00:32:21.440 --> 00:32:22.740]   with this kind of mindset?
[00:32:22.740 --> 00:32:28.300]   How are we making disciples of Christ?
[00:32:28.300 --> 00:32:32.240]   What's important to you?
[00:32:32.240 --> 00:32:35.440]   What are the things that you talk about
[00:32:35.440 --> 00:32:37.600]   all the time to people?
[00:32:37.600 --> 00:32:38.440]   Is it sports?
[00:32:38.440 --> 00:32:39.560]   I mean, I bring this up over and over
[00:32:39.560 --> 00:32:42.400]   because I know people talk about it a lot.
[00:32:42.400 --> 00:32:45.620]   Is it sports that you talk about all the time?
[00:32:45.620 --> 00:32:48.000]   Well, what do you talk about?
[00:32:48.000 --> 00:32:52.520]   Is it complaints about your work or your family?
[00:32:52.520 --> 00:32:53.720]   What do you talk about all the time?
[00:32:53.720 --> 00:32:57.020]   Is it the worries of your life about finances
[00:32:57.020 --> 00:32:59.680]   or your future or your kid's future?
[00:32:59.680 --> 00:33:01.920]   What is it that you're always talking about?
[00:33:01.920 --> 00:33:08.080]   What are your reactions to people that fight each other?
[00:33:08.080 --> 00:33:11.880]   These are, I saw on the news recently
[00:33:11.880 --> 00:33:16.480]   that there are these two ladies in some store,
[00:33:16.480 --> 00:33:17.840]   and they got into it.
[00:33:17.840 --> 00:33:19.000]   They got into a fight.
[00:33:19.000 --> 00:33:21.140]   And it was surprising.
[00:33:21.140 --> 00:33:24.120]   One of the ladies, she was actually in one of those,
[00:33:24.120 --> 00:33:26.800]   I don't know what it's called, the ee.
[00:33:26.800 --> 00:33:27.640]   What is that called?
[00:33:27.640 --> 00:33:28.460]   I don't know what it's called.
[00:33:28.460 --> 00:33:30.600]   It's like a mobile wheelchair, I don't know.
[00:33:30.600 --> 00:33:34.240]   And she actually got up
[00:33:34.240 --> 00:33:36.040]   and started fighting this other lady.
[00:33:36.040 --> 00:33:41.480]   And then one of the ladies actually had a son with her,
[00:33:41.480 --> 00:33:43.480]   and then the son wasn't like, oh.
[00:33:43.480 --> 00:33:45.960]   The son was grabbing a shampoo bottle
[00:33:45.960 --> 00:33:48.160]   and cracking it on the other lady's head,
[00:33:48.160 --> 00:33:51.720]   and the kid was like, yeah, yeah, get 'em, Mom.
[00:33:51.720 --> 00:34:00.000]   As Christians, if we saw that, what would we do?
[00:34:00.000 --> 00:34:01.700]   Is that okay?
[00:34:01.700 --> 00:34:03.720]   I mean, we're called to be peacemakers, right?
[00:34:03.720 --> 00:34:04.620]   What would we do?
[00:34:04.620 --> 00:34:08.860]   I mean, I thought it was only happening in China,
[00:34:08.860 --> 00:34:11.180]   but it happens here also.
[00:34:11.180 --> 00:34:14.400]   You know when people fight or something happens?
[00:34:14.400 --> 00:34:15.560]   People pull out their cell phones
[00:34:15.560 --> 00:34:18.920]   and they start taking pictures instead of helping them.
[00:34:18.920 --> 00:34:25.260]   How are you making disciples?
[00:34:25.260 --> 00:34:28.880]   What are the things that you show to the people around you
[00:34:28.880 --> 00:34:31.220]   about what a disciple of Christ is?
[00:34:31.220 --> 00:34:34.700]   I mean, what's okay with you?
[00:34:34.700 --> 00:34:38.660]   What's, I mean, it's like, you know,
[00:34:38.660 --> 00:34:40.720]   I know, I know, some Christians,
[00:34:40.720 --> 00:34:43.480]   they might kinda not like this kinda stuff,
[00:34:43.480 --> 00:34:46.960]   but it's okay with me, you know, it's okay.
[00:34:46.960 --> 00:34:48.840]   What's okay with you?
[00:34:48.840 --> 00:34:50.560]   Or maybe what's not okay with you?
[00:34:50.560 --> 00:34:56.140]   How are you as a disciple maker of Christ?
[00:34:56.140 --> 00:35:00.820]   Everything that you say and do can carry a message
[00:35:00.820 --> 00:35:05.440]   to people around you as to what a follower of Christ is.
[00:35:05.440 --> 00:35:08.760]   And it may be a correct message,
[00:35:08.760 --> 00:35:11.680]   and it may be an incorrect message,
[00:35:11.680 --> 00:35:15.560]   but in the end, you are representing Christ as his follower
[00:35:15.560 --> 00:35:19.400]   and teaching others what a follower of Christ looks like.
[00:35:19.400 --> 00:35:24.900]   So again, how are you as a maker of disciples?
[00:35:24.900 --> 00:35:31.080]   Now, when I think about this idea
[00:35:31.080 --> 00:35:32.980]   about how I need to be a disciple myself
[00:35:32.980 --> 00:35:34.560]   and how I need to make disciples of others,
[00:35:34.560 --> 00:35:37.560]   and I think about my life
[00:35:37.560 --> 00:35:41.480]   and just how I carry myself every day.
[00:35:41.480 --> 00:35:43.560]   I mean, it's such a huge burden.
[00:35:43.560 --> 00:35:48.240]   I mean, again, like my example about discipling,
[00:35:48.240 --> 00:35:50.900]   I mean, not discipling, disciplining my son,
[00:35:50.900 --> 00:35:56.600]   there's like a fine line between like, you know,
[00:35:56.600 --> 00:35:59.560]   don't do that, don't do, being firm,
[00:35:59.560 --> 00:36:02.960]   and fits of rage, like, I told you not to do that, right?
[00:36:02.960 --> 00:36:05.080]   There's this fine line there,
[00:36:05.080 --> 00:36:08.080]   and it's something that all of us
[00:36:08.080 --> 00:36:09.480]   need to be thinking about.
[00:36:10.480 --> 00:36:12.480]   This responsibility, this,
[00:36:12.480 --> 00:36:16.760]   man, it's such a huge burden, almost.
[00:36:16.760 --> 00:36:18.960]   And when I think about it, for me personally,
[00:36:18.960 --> 00:36:20.880]   it could be very intimidating.
[00:36:20.880 --> 00:36:25.600]   Now, I just wanna express to you guys
[00:36:25.600 --> 00:36:30.600]   that I'm not saying that I know how to do this perfectly.
[00:36:30.600 --> 00:36:34.080]   I'm not saying that I'm a disciple of Christ
[00:36:34.080 --> 00:36:36.080]   and I got it all together.
[00:36:36.080 --> 00:36:37.080]   I still struggle.
[00:36:37.080 --> 00:36:38.480]   I struggle as a person.
[00:36:38.480 --> 00:36:40.440]   I struggle as a parent.
[00:36:40.440 --> 00:36:42.760]   I struggle to be a good husband.
[00:36:42.760 --> 00:36:45.880]   I struggle to be a good pastor, or even just a witness.
[00:36:45.880 --> 00:36:47.280]   I struggle still.
[00:36:47.280 --> 00:36:49.000]   And I need, as much as you guys,
[00:36:49.000 --> 00:36:52.880]   I need mature believers around me to help me as well,
[00:36:52.880 --> 00:36:54.800]   to be examples for me as well.
[00:36:54.800 --> 00:36:59.760]   Because I'm not sure that I'm representing Christ
[00:36:59.760 --> 00:37:03.720]   in the right way, to my coworkers, to my family,
[00:37:03.720 --> 00:37:05.520]   to my wife, to my children.
[00:37:05.520 --> 00:37:08.460]   I'm not sure that I'm representing Christ in the right way.
[00:37:09.220 --> 00:37:11.660]   And the thing is that God calls us,
[00:37:11.660 --> 00:37:13.980]   Jesus Christ calls us to be perfect.
[00:37:13.980 --> 00:37:19.580]   And I realize that I utterly fail.
[00:37:19.580 --> 00:37:27.100]   I constantly, constantly fail.
[00:37:27.100 --> 00:37:30.060]   Not only do I fail in my actions in front of people,
[00:37:30.060 --> 00:37:34.700]   but I fail even in my own heart to be pure and holy.
[00:37:36.220 --> 00:37:38.420]   I fail to be a disciple of Christ myself.
[00:37:38.420 --> 00:37:43.660]   But then that's where the last sentence is so important
[00:37:43.660 --> 00:37:45.300]   in our passage today.
[00:37:45.300 --> 00:37:47.780]   It's a promise to us that Jesus gives to us.
[00:37:47.780 --> 00:37:53.020]   Jesus says, "Surely I'm with you always
[00:37:53.020 --> 00:37:54.900]   "to the very end of the age."
[00:37:54.900 --> 00:37:59.940]   And Jesus, as he's saying this,
[00:37:59.940 --> 00:38:01.260]   you can kind of imagine what he's saying.
[00:38:01.260 --> 00:38:04.980]   He's saying, "Look, remember, I'm the king.
[00:38:04.980 --> 00:38:07.620]   "All authority in heaven and on earth
[00:38:07.620 --> 00:38:08.980]   "has been given to me."
[00:38:08.980 --> 00:38:09.940]   Why?
[00:38:09.940 --> 00:38:14.260]   Because I conquered sin, I conquered death.
[00:38:14.260 --> 00:38:18.380]   I already paid the price so that you might live.
[00:38:18.380 --> 00:38:21.100]   I have paid the price for all your errors.
[00:38:21.100 --> 00:38:21.980]   And you know what?
[00:38:21.980 --> 00:38:25.260]   All your sins in the future, I paid for them also.
[00:38:25.260 --> 00:38:26.940]   Whatever mistakes that you're gonna make,
[00:38:26.940 --> 00:38:30.060]   whatever errors you make, I paid for them also.
[00:38:30.060 --> 00:38:32.460]   I already died for you.
[00:38:34.540 --> 00:38:37.100]   I will not reject you.
[00:38:37.100 --> 00:38:43.180]   I am always with you, even to the end of the age.
[00:38:43.180 --> 00:38:45.100]   That's what Jesus Christ says.
[00:38:45.100 --> 00:38:52.100]   You see, in the end, what we see is that being a disciple
[00:38:52.100 --> 00:38:56.820]   is about understanding and accepting his grace
[00:38:56.820 --> 00:39:01.020]   that came about only through the painful
[00:39:01.020 --> 00:39:03.300]   and brutal sacrifice of the lamb.
[00:39:04.300 --> 00:39:09.300]   Making disciples then is about portraying
[00:39:09.300 --> 00:39:14.660]   our response to grace and causing others as well
[00:39:14.660 --> 00:39:18.100]   to respond to such amazing grace,
[00:39:18.100 --> 00:39:21.700]   whether it be to non-believers or to believers.
[00:39:21.700 --> 00:39:28.700]   I desire to do this wherever God leads me,
[00:39:28.700 --> 00:39:30.980]   whether here or in China.
[00:39:32.420 --> 00:39:35.420]   May we all as individuals and as a church
[00:39:35.420 --> 00:39:38.140]   hear the call of the Great Commission
[00:39:38.140 --> 00:39:40.260]   and make disciples wherever we are.
[00:39:40.260 --> 00:39:42.180]   Let's pray.
[00:39:42.180 --> 00:39:53.940]   Father God, I thank you so much for your amazing grace.
[00:39:53.940 --> 00:39:57.420]   I thank you so much for your love.
[00:39:57.420 --> 00:40:00.060]   But even as we call ourselves disciples of Christ,
[00:40:00.060 --> 00:40:03.020]   there are many times that we still fail.
[00:40:03.020 --> 00:40:05.260]   But I thank you so much that the work on the cross
[00:40:05.260 --> 00:40:07.700]   is finished and that we're able
[00:40:07.700 --> 00:40:09.440]   to come before you confidently.
[00:40:09.440 --> 00:40:14.940]   And so Lord, I pray for my brothers and sisters here as well
[00:40:14.940 --> 00:40:16.700]   would you be working in their lives,
[00:40:16.700 --> 00:40:18.580]   in their hearts, in their minds.
[00:40:18.580 --> 00:40:23.660]   And Lord, may they be people that make disciples of yours.
[00:40:23.660 --> 00:40:28.660]   And I pray Lord that even when we fail,
[00:40:28.660 --> 00:40:31.540]   'cause there are times, a lot of times that we fail,
[00:40:31.540 --> 00:40:34.180]   Lord would you remind us of your amazing grace
[00:40:34.180 --> 00:40:37.420]   and help us Lord in response to your grace
[00:40:37.420 --> 00:40:39.640]   to continue to live for you.
[00:40:39.640 --> 00:40:43.400]   I thank you dear Lord and I pray these things
[00:40:43.400 --> 00:40:45.460]   in Jesus Christ's name, amen.

