
[00:00:00.000 --> 00:00:04.000]   [BLANK_AUDIO]
[00:18:54.360 --> 00:18:55.480]   Be with us, Lord.
[00:18:55.480 --> 00:18:57.480]   Holy Spirit, please come.
[00:18:57.480 --> 00:19:00.480]   Open our eyes in Jesus' name.
[00:19:00.480 --> 00:19:01.920]   Amen.
[00:19:01.920 --> 00:19:03.160]   OK, question number one.
[00:19:03.160 --> 00:19:07.480]   Where can the voice of God be found?
[00:19:07.480 --> 00:19:10.240]   OK, now there's number one.
[00:19:10.240 --> 00:19:11.480]   I'm going to give you three.
[00:19:11.480 --> 00:19:17.080]   The most common voice, and they're all these, direction.
[00:19:17.080 --> 00:19:22.600]   This is simply what God does for us by giving us his word.
[00:19:22.600 --> 00:19:26.360]   The commands, the teachings that are in the Bible,
[00:19:26.360 --> 00:19:29.760]   the revealed will of the living God.
[00:19:29.760 --> 00:19:32.880]   Things like do not steal, do not kill, love your enemies,
[00:19:32.880 --> 00:19:36.160]   be filled with the Holy Spirit, put on humility.
[00:19:36.160 --> 00:19:40.080]   That's direction, clear direction.
[00:19:40.080 --> 00:19:43.080]   That is the most common voice that God
[00:19:43.080 --> 00:19:46.480]   has given us to hear and to gain direction from.
[00:19:46.480 --> 00:19:52.080]   Secondarily, the least common voice, declaration.
[00:19:52.080 --> 00:19:53.640]   Declaration.
[00:19:53.640 --> 00:19:56.480]   This is the least common means by which God leads us.
[00:19:56.480 --> 00:19:59.360]   He simply declares to us what we should do.
[00:19:59.360 --> 00:20:01.600]   For example, in the book of Acts with Philip,
[00:20:01.600 --> 00:20:03.240]   he said, "And an angel of the Lord
[00:20:03.240 --> 00:20:06.920]   spoke to Philip, saying, 'Arise, go to the south,
[00:20:06.920 --> 00:20:09.800]   to the road that descends from Jerusalem to Gaza.'"
[00:20:09.800 --> 00:20:12.840]   God comes out and says, "This is what I want you to do.
[00:20:12.840 --> 00:20:14.200]   This is where I want you to go."
[00:20:14.200 --> 00:20:16.080]   I'm not saying that does not happen,
[00:20:16.080 --> 00:20:21.040]   but that is the least common way that God gives us direction.
[00:20:21.040 --> 00:20:26.040]   And then, lastly, the third way that God speaks,
[00:20:26.040 --> 00:20:29.680]   the voice of God can be found is decree.
[00:20:29.680 --> 00:20:31.320]   Decree.
[00:20:31.320 --> 00:20:33.280]   In Acts chapter 4, this basically
[00:20:33.280 --> 00:20:35.840]   is God's sovereign decrees.
[00:20:35.840 --> 00:20:40.480]   It's designs and circumstances that cannot be thwarted
[00:20:40.480 --> 00:20:46.360]   by any man, animal, challenge, issue, earthquake, nothing.
[00:20:46.360 --> 00:20:48.960]   Whatever God says will be, period.
[00:20:48.960 --> 00:20:51.320]   Acts chapter 4, verse 27 and 28.
[00:20:51.320 --> 00:20:53.280]   "Truly in this city they were gathered together
[00:20:53.280 --> 00:20:56.880]   against their holy servant Jesus, whom you anointed,
[00:20:56.880 --> 00:20:59.840]   both Herod and Pontius Pilate, along with the Gentiles
[00:20:59.840 --> 00:21:02.760]   and the peoples of Israel, to do whatever
[00:21:02.760 --> 00:21:06.280]   your hand and your plan had predestined to take place."
[00:21:06.280 --> 00:21:06.760]   Period.
[00:21:06.760 --> 00:21:09.200]   That's the sovereign hand of the living God.
[00:21:09.200 --> 00:21:11.640]   Those are the three voices that we clearly
[00:21:11.640 --> 00:21:14.080]   see in the word of God.
[00:21:14.080 --> 00:21:16.360]   Now, the question becomes is, my second one,
[00:21:16.360 --> 00:21:19.920]   how can you make marriage in light of eternity?
[00:21:19.920 --> 00:21:24.160]   With those three voices, direction, declaration,
[00:21:24.160 --> 00:21:26.120]   decree.
[00:21:26.120 --> 00:21:29.080]   The primary way that we can see this
[00:21:29.080 --> 00:21:31.520]   can be found in Romans chapter 12.
[00:21:31.520 --> 00:21:35.520]   So if you would, please turn with me to Romans chapter 12,
[00:21:35.520 --> 00:21:37.960]   starting in verse 2.
[00:21:37.960 --> 00:21:43.280]   Romans chapter 12, verse 2.
[00:21:43.280 --> 00:21:45.000]   It's a very familiar verse, but I
[00:21:45.000 --> 00:21:46.640]   think sometimes we know the-- we can
[00:21:46.640 --> 00:21:48.280]   pantace the beginning and then don't
[00:21:48.280 --> 00:21:50.440]   get to the very end of the verse,
[00:21:50.440 --> 00:21:53.120]   and we'll need to start by the same.
[00:21:53.120 --> 00:21:54.320]   Verse 2.
[00:21:54.320 --> 00:22:00.800]   "Do not be conformed to this world, but be transformed."
[00:22:00.800 --> 00:22:01.960]   Everybody say transformed.
[00:22:01.960 --> 00:22:02.880]   Transformed.
[00:22:02.880 --> 00:22:04.240]   Whenever I make you guys do that,
[00:22:04.240 --> 00:22:05.840]   it's because I want to highlight that.
[00:22:05.840 --> 00:22:08.000]   Whenever I've been doing that throughout the weekend,
[00:22:08.000 --> 00:22:10.000]   I want you to remember that word, transformed.
[00:22:10.000 --> 00:22:12.080]   "By the renewal of your mind."
[00:22:12.080 --> 00:22:13.360]   Everybody say renewal.
[00:22:13.360 --> 00:22:14.840]   Renewal.
[00:22:14.840 --> 00:22:18.440]   "That by testing--" everybody say testing.
[00:22:18.440 --> 00:22:18.940]   Testing.
[00:22:18.940 --> 00:22:20.400]   It's clear.
[00:22:20.400 --> 00:22:23.640]   "You may discern--" everybody say discern.
[00:22:23.640 --> 00:22:24.600]   Discern.
[00:22:24.600 --> 00:22:29.320]   "What is the will of God, what is good and acceptable
[00:22:29.320 --> 00:22:31.640]   and perfect?"
[00:22:31.640 --> 00:22:33.220]   I'm going to give you some steps then
[00:22:33.220 --> 00:22:34.680]   from what the word of God tells us
[00:22:34.680 --> 00:22:38.480]   with respect to how you can make decisions in light of eternity.
[00:22:38.480 --> 00:22:42.680]   Step one, discerning.
[00:22:42.680 --> 00:22:45.480]   The primary way that you can identify
[00:22:45.480 --> 00:22:49.240]   what God is saying in a subjective area of your life
[00:22:49.240 --> 00:22:51.160]   when you're trying to make a decision
[00:22:51.160 --> 00:22:55.680]   is by discerning the voice of God,
[00:22:55.680 --> 00:22:58.080]   by the clear direction--
[00:22:58.080 --> 00:22:59.440]   I used the word direction.
[00:22:59.440 --> 00:23:00.960]   That's the most common voice.
[00:23:00.960 --> 00:23:05.360]   By the clear direction of God in his word
[00:23:05.360 --> 00:23:09.160]   with the renewed mind of God.
[00:23:09.160 --> 00:23:10.760]   Let me say it again.
[00:23:10.760 --> 00:23:13.080]   Say it again.
[00:23:13.080 --> 00:23:16.960]   The way that you most commonly hear the voice of God
[00:23:16.960 --> 00:23:21.560]   is you discern the voice of God by testing
[00:23:21.560 --> 00:23:25.520]   the clear direction of God in his word
[00:23:25.520 --> 00:23:28.360]   with a renewed mind of God.
[00:23:28.360 --> 00:23:33.720]   Let me say it a couple other ways.
[00:23:33.720 --> 00:23:36.800]   The primary way that we hear his voice of direction
[00:23:36.800 --> 00:23:42.120]   is with a renewed mind that is so shaped and governed
[00:23:42.120 --> 00:23:44.960]   by the revealed will of God in the Bible
[00:23:44.960 --> 00:23:49.680]   that we can see and assess all the relevant factors that
[00:23:49.680 --> 00:23:53.080]   are involved in a particular situation and decision,
[00:23:53.080 --> 00:23:56.600]   and we can discern what God is calling us to do,
[00:23:56.600 --> 00:24:01.960]   because we're so familiar with the revealed will of God.
[00:24:01.960 --> 00:24:03.960]   When it comes to, for example, you as parents,
[00:24:03.960 --> 00:24:06.400]   and even you that aren't parents that will be parents,
[00:24:06.400 --> 00:24:09.240]   when it comes to schooling, here's
[00:24:09.240 --> 00:24:14.080]   the revealed will of God that drove us as parents when
[00:24:14.080 --> 00:24:17.160]   our kids were little all the way up to now.
[00:24:17.160 --> 00:24:18.680]   Deuteronomy chapter 6.
[00:24:18.680 --> 00:24:21.880]   In these words, I command you today
[00:24:21.880 --> 00:24:23.680]   that they shall be on your heart.
[00:24:23.680 --> 00:24:26.760]   You shall teach them diligently to your children,
[00:24:26.760 --> 00:24:28.880]   and shall talk of them when you sit in your house,
[00:24:28.880 --> 00:24:31.160]   and when you walk by the way, and when you lie down,
[00:24:31.160 --> 00:24:32.760]   and when you rise up.
[00:24:32.760 --> 00:24:35.360]   That's the revealed will of God.
[00:24:35.360 --> 00:24:38.120]   And it's using that, discerning it, and then
[00:24:38.120 --> 00:24:40.280]   looking at the subjective areas--
[00:24:40.280 --> 00:24:43.720]   your own personal situation, your marriage, the schooling,
[00:24:43.720 --> 00:24:47.440]   the education system, all these other different things--
[00:24:47.440 --> 00:24:51.400]   to discern how you can be obedient to that.
[00:24:51.400 --> 00:24:52.760]   Another one.
[00:24:52.760 --> 00:24:54.040]   My mother.
[00:24:54.040 --> 00:24:56.920]   Years ago, probably about 10 years--
[00:24:56.920 --> 00:25:01.160]   probably 13 years ago, my father was in the military.
[00:25:01.160 --> 00:25:02.840]   And for the first time, he was overseas.
[00:25:02.840 --> 00:25:05.840]   And he was in Iraq for an entire year.
[00:25:05.840 --> 00:25:09.280]   And so what helped me to discern the voice of God--
[00:25:09.280 --> 00:25:10.440]   this is a big decision here.
[00:25:10.440 --> 00:25:11.960]   My dad's going to be gone.
[00:25:11.960 --> 00:25:13.880]   My mom's going to be by herself.
[00:25:13.880 --> 00:25:15.120]   The scriptures say this.
[00:25:15.120 --> 00:25:17.240]   Honor your father in what?
[00:25:17.240 --> 00:25:18.280]   Mother.
[00:25:18.280 --> 00:25:23.280]   That actual passage was spoken by Moses
[00:25:23.280 --> 00:25:25.440]   to people who were our age.
[00:25:25.440 --> 00:25:26.880]   You realize that?
[00:25:26.880 --> 00:25:28.800]   It wasn't spoken to children.
[00:25:28.800 --> 00:25:30.080]   You look at the Old Testament.
[00:25:30.080 --> 00:25:33.240]   It was spoken to those that were in their 30s and 40s that
[00:25:33.240 --> 00:25:35.120]   had older parents, and what did it
[00:25:35.120 --> 00:25:38.880]   look like for them in their older age to honor them.
[00:25:38.880 --> 00:25:42.040]   So I used that to drive discernment.
[00:25:42.040 --> 00:25:45.280]   Should my wife work or stay at home?
[00:25:45.280 --> 00:25:48.760]   God's word is not silent when it comes to the priority of you
[00:25:48.760 --> 00:25:50.000]   as women.
[00:25:50.000 --> 00:25:52.800]   In particular, you were made to be one helpers.
[00:25:52.800 --> 00:25:54.720]   We saw that in Genesis.
[00:25:54.720 --> 00:25:57.760]   Coworkers, partnering together.
[00:25:57.760 --> 00:26:01.800]   Next, home is your priority.
[00:26:01.800 --> 00:26:04.480]   Titus chapter 2, verse 5.
[00:26:04.480 --> 00:26:06.400]   Home is your priority.
[00:26:06.400 --> 00:26:11.120]   And your home should be a place of industry, hospitality,
[00:26:11.120 --> 00:26:12.920]   and respite.
[00:26:12.920 --> 00:26:18.640]   That's your role as a wife, Proverbs 31, 10 through 31.
[00:26:18.640 --> 00:26:20.080]   So see, what I'm doing here is I'm
[00:26:20.080 --> 00:26:22.840]   taking the revealed will of God, and I'm
[00:26:22.840 --> 00:26:26.080]   going to then begin to apply within the aspects
[00:26:26.080 --> 00:26:28.800]   of subjectivity and decision making what it is
[00:26:28.800 --> 00:26:32.200]   that God would have me to do.
[00:26:32.200 --> 00:26:34.440]   Now, before I begin to get into a little more detail,
[00:26:34.440 --> 00:26:39.760]   I want you to consider this with this Romans 12, 2 passage.
[00:26:39.760 --> 00:26:41.000]   This is key.
[00:26:41.000 --> 00:26:44.120]   Why does God make us go through the process
[00:26:44.120 --> 00:26:48.680]   of discerning his voice?
[00:26:48.680 --> 00:26:50.960]   God is God.
[00:26:50.960 --> 00:26:54.960]   I could say, Lord, do you really want me to do A or B?
[00:26:54.960 --> 00:26:58.240]   And he could just break out of the head and be like, oh.
[00:26:58.240 --> 00:26:59.160]   Like, OK, cool.
[00:26:59.160 --> 00:27:01.360]   Lord, that's what you want me to do.
[00:27:01.360 --> 00:27:04.120]   But how many of you have had that experience
[00:27:04.120 --> 00:27:06.920]   on a regular basis?
[00:27:06.920 --> 00:27:07.560]   OK.
[00:27:07.560 --> 00:27:08.840]   How many of you have ever had that experience?
[00:27:08.840 --> 00:27:09.640]   But you could have.
[00:27:09.640 --> 00:27:12.520]   Maybe the Lord spoke something to you.
[00:27:12.520 --> 00:27:14.000]   OK.
[00:27:14.000 --> 00:27:16.160]   So this is what I began to ask myself.
[00:27:16.160 --> 00:27:21.960]   Why does he say here in Romans chapter 12,
[00:27:21.960 --> 00:27:23.560]   "Transformed by the will of your mind,
[00:27:23.560 --> 00:27:28.240]   that you by testing may discern what is the will of God."
[00:27:28.240 --> 00:27:32.080]   Why does he leave it on discerning the will of God?
[00:27:32.080 --> 00:27:33.480]   And here's what I'm going to say,
[00:27:33.480 --> 00:27:35.440]   and then I'm going to kind of break this down.
[00:27:38.960 --> 00:27:44.760]   The discipline of discernment reveals the heart's affections.
[00:27:44.760 --> 00:27:55.320]   Discernment gives us space to hear the competing voices that
[00:27:55.320 --> 00:27:59.440]   are directing us in our decision making.
[00:27:59.440 --> 00:28:01.160]   I'm going to say it another way.
[00:28:01.160 --> 00:28:04.520]   Discernment, having to discern and test,
[00:28:04.520 --> 00:28:07.600]   it reveals where the heart and the mind
[00:28:07.600 --> 00:28:10.640]   have yet to be renewed.
[00:28:10.640 --> 00:28:13.640]   It says here, "Do not be conformed to this world,
[00:28:13.640 --> 00:28:17.320]   but be transformed by the renewal of your mind,
[00:28:17.320 --> 00:28:19.440]   that by testing you may discern."
[00:28:19.440 --> 00:28:24.440]   I'll give an example.
[00:28:24.440 --> 00:28:26.600]   My daughter, Trinity, our third one,
[00:28:26.600 --> 00:28:30.320]   she went to ninth grade.
[00:28:30.320 --> 00:28:34.040]   She's in ninth grade, and she was in a public school.
[00:28:34.040 --> 00:28:37.280]   We put her in public school for the first time
[00:28:37.280 --> 00:28:39.320]   in her education.
[00:28:39.320 --> 00:28:42.240]   And she went through pretty much OK,
[00:28:42.240 --> 00:28:45.000]   but there were some things that were present that we just kind
[00:28:45.000 --> 00:28:48.360]   of said, man, it just feels like she's kind of not flourishing
[00:28:48.360 --> 00:28:49.400]   in that environment.
[00:28:49.400 --> 00:28:52.160]   There seem to be so many things that are coming against her
[00:28:52.160 --> 00:28:56.080]   with a secular agenda that all she feels in that context
[00:28:56.080 --> 00:28:57.360]   is she's fighting.
[00:28:57.360 --> 00:29:00.960]   She's arguing because of the secularism that's just present,
[00:29:00.960 --> 00:29:04.120]   with all of the gender issues, with all the homosexuality,
[00:29:04.120 --> 00:29:07.960]   the transgender, the being tolerant, and relativism,
[00:29:07.960 --> 00:29:09.680]   and you can't believe the gays are this,
[00:29:09.680 --> 00:29:10.720]   and what's wrong with you.
[00:29:10.720 --> 00:29:11.920]   So she's just like, boom.
[00:29:11.920 --> 00:29:15.160]   And I remember a situation that just broke my heart,
[00:29:15.160 --> 00:29:17.440]   with my baby girl.
[00:29:17.440 --> 00:29:18.880]   We were in the living room, and she
[00:29:18.880 --> 00:29:21.760]   was on her phone with some friends,
[00:29:21.760 --> 00:29:23.800]   and they were kind of texting back and forth.
[00:29:23.800 --> 00:29:27.160]   And something on the TV happened with the whole gender issue.
[00:29:27.160 --> 00:29:28.840]   And so she just kind of said God's view.
[00:29:28.840 --> 00:29:30.800]   She said, man, this is what the Lord says.
[00:29:30.800 --> 00:29:33.320]   And for you, and I think we're claiming to be Christians,
[00:29:33.320 --> 00:29:36.160]   for you as a Christian to say that God is OK with you being
[00:29:36.160 --> 00:29:39.440]   gay, and that's not sin, and that's wrong.
[00:29:39.440 --> 00:29:41.280]   And they just attacked her.
[00:29:41.280 --> 00:29:42.200]   They just attacked her.
[00:29:42.200 --> 00:29:44.520]   She just walked away from that, just weeping.
[00:29:44.520 --> 00:29:47.280]   She was just so broken because of that.
[00:29:47.280 --> 00:29:49.560]   And so my wife and I, throughout the year, just said, man,
[00:29:49.560 --> 00:29:51.280]   it just feels like she's going through so much,
[00:29:51.280 --> 00:29:52.160]   and there isn't much.
[00:29:52.160 --> 00:29:54.360]   And she just felt kind of lifeless.
[00:29:54.360 --> 00:29:56.680]   And as we were battling on whether or not
[00:29:56.680 --> 00:29:58.800]   to keep her in that context, here's
[00:29:58.800 --> 00:30:01.640]   where the heart began to come out in us.
[00:30:01.640 --> 00:30:04.960]   The school where she was going is a very good school
[00:30:04.960 --> 00:30:07.160]   from a moral perspective.
[00:30:07.160 --> 00:30:09.880]   And the sense that if she were to graduate from here,
[00:30:09.880 --> 00:30:12.480]   she could get into some of the dopest colleges,
[00:30:12.480 --> 00:30:14.320]   have some of the greatest connections,
[00:30:14.320 --> 00:30:17.600]   have her potential realized, if you will, here on Earth
[00:30:17.600 --> 00:30:20.600]   in such a way that she could be in some very influential
[00:30:20.600 --> 00:30:22.320]   places.
[00:30:22.320 --> 00:30:25.960]   And so as we began to talk about this, my wife and I,
[00:30:25.960 --> 00:30:29.160]   we began talking, and we found that our conversation was
[00:30:29.160 --> 00:30:32.120]   going toward, man, if we take her out of this school,
[00:30:32.120 --> 00:30:34.240]   she might miss an opportunity.
[00:30:34.240 --> 00:30:37.240]   I mean, people at this school are going to Ivy Leagues,
[00:30:37.240 --> 00:30:38.520]   and we want her to be up there.
[00:30:38.520 --> 00:30:41.400]   And she might end up going to a Cal State if we leave her.
[00:30:41.400 --> 00:30:43.280]   And you know, Cal States can't be presidents.
[00:30:43.280 --> 00:30:46.320]   I mean, you don't go get a president out of a Cal State.
[00:30:46.320 --> 00:30:50.400]   Anybody that's a Cal State, I ain't got no--
[00:30:50.400 --> 00:30:51.880]   all right, I went to Biola.
[00:30:51.880 --> 00:30:54.280]   So ain't nobody ever heard of Biola, practically,
[00:30:54.280 --> 00:30:55.160]   but probably young.
[00:30:55.160 --> 00:30:58.600]   But you know, so you know, Cal States.
[00:30:58.600 --> 00:31:03.000]   But as we were talking about discern,
[00:31:03.000 --> 00:31:04.720]   you see how we're trying to discern?
[00:31:04.720 --> 00:31:08.200]   God, should we take her out, or should we not?
[00:31:08.200 --> 00:31:13.680]   What began to rise is our hearts' affections.
[00:31:13.680 --> 00:31:18.200]   Ooh, we're seeing some things here that
[00:31:18.200 --> 00:31:20.920]   aren't in line with God's heart.
[00:31:20.920 --> 00:31:23.560]   Should those reasons be the reasons why we should
[00:31:23.560 --> 00:31:25.840]   keep her in that school, just because we
[00:31:25.840 --> 00:31:29.600]   want her to be successful here on Earth, and have a good job,
[00:31:29.600 --> 00:31:32.040]   and have influence, and have-- is that what should
[00:31:32.040 --> 00:31:33.560]   be driving our motivations?
[00:31:33.560 --> 00:31:35.640]   Ah.
[00:31:35.640 --> 00:31:38.080]   And so see, discernment, God didn't tell us, yeah,
[00:31:38.080 --> 00:31:39.400]   I want her to go to this school.
[00:31:39.400 --> 00:31:40.760]   Because if God had told us, yeah,
[00:31:40.760 --> 00:31:43.160]   I want her to go to this school as opposed to this school,
[00:31:43.160 --> 00:31:44.600]   I never would have seen what?
[00:31:44.600 --> 00:31:46.280]   The heart.
[00:31:46.280 --> 00:31:48.520]   Even down to the little things.
[00:31:48.520 --> 00:31:51.840]   Like me, I like working out and going to the gym.
[00:31:51.840 --> 00:31:53.520]   OK?
[00:31:53.520 --> 00:31:56.080]   And I don't pray, God, should I go to the gym or not.
[00:31:56.080 --> 00:31:58.040]   Like, Lord, can you direct me right now?
[00:31:58.040 --> 00:32:00.320]   OK?
[00:32:00.320 --> 00:32:02.680]   It would be kind of weird if I did that.
[00:32:02.680 --> 00:32:05.800]   But on Monday mornings, those are my days off.
[00:32:05.800 --> 00:32:07.520]   Pastor's Day, that's Mondays.
[00:32:07.520 --> 00:32:09.160]   We cherish our Mondays.
[00:32:09.160 --> 00:32:12.600]   And I'm just having to make a decision whether or not
[00:32:12.600 --> 00:32:13.600]   to go to the gym or not.
[00:32:13.600 --> 00:32:15.920]   Well, why am I kind of considering thinking about that?
[00:32:15.920 --> 00:32:20.760]   Because my wife has a full-time, full-time, full-time job.
[00:32:20.760 --> 00:32:22.680]   And she's really tired.
[00:32:22.680 --> 00:32:24.680]   And she's really broke down.
[00:32:24.680 --> 00:32:28.240]   And I know that if I go out of this door,
[00:32:28.240 --> 00:32:30.640]   she's going to end up having to carry everything
[00:32:30.640 --> 00:32:32.960]   with respect to the kids, because it's summertime.
[00:32:32.960 --> 00:32:34.400]   And everybody's in the household.
[00:32:34.400 --> 00:32:36.040]   And then I will be gone, and she's
[00:32:36.040 --> 00:32:37.600]   going to be like, dude, where you at?
[00:32:37.600 --> 00:32:39.360]   You left me here with the whole crew,
[00:32:39.360 --> 00:32:41.600]   and you're out here doing your thing.
[00:32:41.600 --> 00:32:45.400]   What am I dealing with when I walk out of that door,
[00:32:45.400 --> 00:32:47.200]   and I'm like, man, I don't care.
[00:32:47.200 --> 00:32:50.080]   I'm out of here.
[00:32:50.080 --> 00:32:52.440]   What is that revealing in that little decision
[00:32:52.440 --> 00:32:55.040]   that I made?
[00:32:55.040 --> 00:32:57.200]   Some selfishness, right?
[00:32:57.200 --> 00:33:03.440]   A lack of sacrificial love that I'm called to as a husband.
[00:33:03.440 --> 00:33:07.480]   So even in that little decision, what the Holy Spirit of God,
[00:33:07.480 --> 00:33:10.880]   in that moment, was giving me an opportunity was,
[00:33:10.880 --> 00:33:12.960]   I need you to hear my voice, son,
[00:33:12.960 --> 00:33:15.880]   and learn how to discern it.
[00:33:15.880 --> 00:33:18.000]   You're about to walk out of this door.
[00:33:18.000 --> 00:33:20.000]   Your wife is in a bad place.
[00:33:20.000 --> 00:33:23.160]   I've called you by the grace of God to be sacrificial
[00:33:23.160 --> 00:33:24.440]   in your love toward her.
[00:33:24.440 --> 00:33:26.320]   So what's the decision, Ray, that you
[00:33:26.320 --> 00:33:28.080]   know I want you to make?
[00:33:28.080 --> 00:33:30.240]   Lord, I know what you want me to make.
[00:33:30.240 --> 00:33:31.480]   You want me to stay home.
[00:33:31.480 --> 00:33:32.760]   That's what you want me to do.
[00:33:32.760 --> 00:33:36.600]   You want me to sacrifice this time and stay home.
[00:33:36.600 --> 00:33:40.280]   You see, when you're dealing with decisions,
[00:33:40.280 --> 00:33:42.720]   those are the kind of things that God is trying to reveal,
[00:33:42.720 --> 00:33:43.720]   ultimately.
[00:33:43.720 --> 00:33:47.240]   What's at the bottom of your affections?
[00:33:47.240 --> 00:33:50.160]   Should I take this promotion, for example,
[00:33:50.160 --> 00:33:52.680]   and then say you have a promotion opportunity?
[00:33:52.680 --> 00:33:55.040]   And that promotion opportunity will not
[00:33:55.040 --> 00:33:57.880]   allow for you maybe to spend as much time with your family
[00:33:57.880 --> 00:34:01.240]   as you should, as much time with the Lord as you should.
[00:34:01.240 --> 00:34:04.280]   It will distance you from church.
[00:34:04.280 --> 00:34:06.840]   And it will allow maybe even because you've got to travel,
[00:34:06.840 --> 00:34:09.000]   maybe you're dealing with certain temptations
[00:34:09.000 --> 00:34:09.880]   that you should.
[00:34:09.880 --> 00:34:12.960]   And then if you say, man, the boss just gave me a promotion.
[00:34:12.960 --> 00:34:14.200]   I'm going to pray about this.
[00:34:14.200 --> 00:34:15.960]   God, I want to know if you really
[00:34:15.960 --> 00:34:17.640]   want me to take on this promotion.
[00:34:17.640 --> 00:34:19.720]   And if my boss walks through that door right now
[00:34:19.720 --> 00:34:22.080]   as I'm praying for this, then I know that's a sign
[00:34:22.080 --> 00:34:23.560]   and I'm going to take the promotion.
[00:34:23.560 --> 00:34:24.600]   All of a sudden, you open your eyeballs
[00:34:24.600 --> 00:34:27.160]   and the boss comes in and says, hey, Johnny, how you doing?
[00:34:27.160 --> 00:34:29.040]   I just wanted you to know, man, we were really looking forward
[00:34:29.040 --> 00:34:30.360]   to you taking on that promotion.
[00:34:30.360 --> 00:34:32.000]   He said, that's the Lord.
[00:34:32.000 --> 00:34:34.840]   That's the Lord.
[00:34:34.840 --> 00:34:37.600]   If you then go forward with that and say, you know what?
[00:34:37.600 --> 00:34:39.240]   I'm going to use that as a sign, and I'm
[00:34:39.240 --> 00:34:42.000]   going to move forward with this, wouldn't that
[00:34:42.000 --> 00:34:43.680]   just reveal about your heart?
[00:34:44.240 --> 00:34:47.560]   Maybe God isn't as important as you say He is.
[00:34:47.560 --> 00:34:52.160]   Maybe you have misplaced the priorities of family.
[00:34:52.160 --> 00:34:54.360]   Maybe you're having some issues with respect
[00:34:54.360 --> 00:35:00.680]   to pride and attaining a certain value in reaching
[00:35:00.680 --> 00:35:03.520]   a certain high level.
[00:35:03.520 --> 00:35:08.960]   You see, what does it ultimately reveal?
[00:35:08.960 --> 00:35:13.480]   God's silence in the midst of all of this
[00:35:13.480 --> 00:35:15.800]   in the midst of our decision making
[00:35:15.800 --> 00:35:19.240]   causes us to hear our own hearts' affections.
[00:35:19.240 --> 00:35:23.560]   God's silence allows for the voice of your heart
[00:35:23.560 --> 00:35:28.160]   and what you treasure to sing in the process of decision making.
[00:35:28.160 --> 00:35:35.520]   One writer wrote this, God knows that if He made His will for us
[00:35:35.520 --> 00:35:39.160]   more specific in decision making, more explicit,
[00:35:39.160 --> 00:35:44.160]   more often, we would tend to focus more on what we do
[00:35:44.160 --> 00:35:46.280]   rather than what we love.
[00:35:46.280 --> 00:35:48.560]   Did you hear that?
[00:35:48.560 --> 00:35:51.360]   Like the Pharisees, we would tend
[00:35:51.360 --> 00:35:57.840]   to focus on more of our actions rather than our affections.
[00:35:57.840 --> 00:36:01.560]   When we're not quite sure about a decision,
[00:36:01.560 --> 00:36:05.560]   we end up making decisions based on what we love.
[00:36:08.400 --> 00:36:09.400]   End quote.
[00:36:09.400 --> 00:36:16.240]   As German evangelist George Mueller said,
[00:36:16.240 --> 00:36:18.920]   "Ninetenths the difficulties are overcome when your hearts are
[00:36:18.920 --> 00:36:21.160]   ready to do the Lord's will.
[00:36:21.160 --> 00:36:25.200]   Whatever it may be, when one is truly in this state,
[00:36:25.200 --> 00:36:27.680]   it is usually but a little way into the knowledge of what
[00:36:27.680 --> 00:36:30.240]   His will truly is."
[00:36:30.240 --> 00:36:32.120]   You see, that's why God makes us wrestle.
[00:36:32.120 --> 00:36:33.120]   That's why we don't hear.
[00:36:33.120 --> 00:36:36.920]   That's why that's the most common voice, one of the reasons
[00:36:36.920 --> 00:36:40.240]   why declaration, you don't hear that much.
[00:36:40.240 --> 00:36:42.320]   Decree, you don't hear that much.
[00:36:42.320 --> 00:36:45.560]   Direction is His most common.
[00:36:45.560 --> 00:36:49.960]   Because as we wrestle, God uses that
[00:36:49.960 --> 00:36:56.560]   to help us to see our hearts and then renew our hearts.
[00:36:56.560 --> 00:37:01.760]   Here's the mild application, marriage and life eternity.
[00:37:01.760 --> 00:37:04.560]   I want you to look at your present decisions,
[00:37:04.560 --> 00:37:06.280]   the decisions that you've made even now,
[00:37:06.280 --> 00:37:07.640]   that you're living out.
[00:37:07.640 --> 00:37:09.040]   And maybe there are some decisions
[00:37:09.040 --> 00:37:10.600]   in front of some of you guys that you
[00:37:10.600 --> 00:37:14.560]   have to make in the near future.
[00:37:14.560 --> 00:37:18.400]   I want you to ask yourself, what are those things revealing
[00:37:18.400 --> 00:37:21.320]   about your affections?
[00:37:21.320 --> 00:37:27.000]   Take time to pause, stop, and examine your decisions.
[00:37:27.000 --> 00:37:31.320]   Look at them and ask yourself, what is that saying
[00:37:31.320 --> 00:37:33.880]   about where my heart is?
[00:37:33.880 --> 00:37:34.920]   I'll give some examples.
[00:37:34.920 --> 00:37:40.480]   What is your heart saying about your career choice?
[00:37:40.480 --> 00:37:42.680]   Matthew chapter 6, verse 33, Jesus says,
[00:37:42.680 --> 00:37:46.280]   "Seek first the kingdom of God and His righteousness,
[00:37:46.280 --> 00:37:49.600]   and all these things will be added unto you."
[00:37:49.600 --> 00:37:51.640]   I'm going to ask you a question.
[00:37:51.640 --> 00:37:53.600]   Have you chosen your career?
[00:37:53.600 --> 00:37:55.520]   Have you chosen your job?
[00:37:55.520 --> 00:37:57.280]   Is it driven by that?
