
[00:00:00.000 --> 00:00:10.000]   [MUSIC]
[00:23:14.160 --> 00:23:16.520]   Somebody told it to me, I guess in Nevada,
[00:23:16.520 --> 00:23:18.600]   just like a click north of Las Vegas,
[00:23:18.600 --> 00:23:20.960]   there's like an Irvine of Nevada,
[00:23:20.960 --> 00:23:26.000]   where it's like pre-planned cities, very clean, highly controlled, right?
[00:23:26.000 --> 00:23:28.240]   And so, and a lot of businesses.
[00:23:28.240 --> 00:23:31.280]   So, Irvine is pretty unique in that it has a lot of youthfulness,
[00:23:31.280 --> 00:23:35.120]   young families love it, great schools, tons of businesses,
[00:23:35.120 --> 00:23:38.800]   and essentially it's one of the safest places in the country.
[00:23:38.800 --> 00:23:40.640]   Like crime rate is very, very low.
[00:23:40.640 --> 00:23:44.400]   So, to be here, actually speaking,
[00:23:44.400 --> 00:23:46.160]   we're not trying to brag in any way,
[00:23:46.160 --> 00:23:49.600]   but in many ways, we're like highly, highly privileged
[00:23:49.600 --> 00:23:51.800]   to live here in Orange County, right?
[00:23:51.800 --> 00:23:53.280]   We are, objectively speaking.
[00:23:53.280 --> 00:23:58.280]   Okay, that being said, still nevertheless,
[00:23:58.280 --> 00:24:03.080]   nevertheless, people have this thought,
[00:24:03.080 --> 00:24:05.840]   but if I go to Nevada,
[00:24:05.840 --> 00:24:10.280]   I could have potentially all that plus less taxes, right?
[00:24:10.280 --> 00:24:12.960]   Plus, I could have all that plus X, Y, and Z.
[00:24:12.960 --> 00:24:17.520]   Now, the question is, is that godly and holy?
[00:24:17.520 --> 00:24:22.040]   Okay, so this is where it,
[00:24:22.040 --> 00:24:26.680]   because the question asks, is it sinful?
[00:24:26.680 --> 00:24:29.320]   Okay, that's the tough one, okay?
[00:24:29.320 --> 00:24:32.280]   It kind of, and my answer is going to be,
[00:24:32.280 --> 00:24:34.680]   well, it kind of depends.
[00:24:34.680 --> 00:24:38.640]   And sometimes, something doesn't have to be entirely sinful
[00:24:38.640 --> 00:24:40.880]   to be foolish.
[00:24:40.880 --> 00:24:43.640]   Sometimes, something doesn't have to be entirely sinful
[00:24:43.640 --> 00:24:47.480]   to be a compromise in your heart.
[00:24:47.480 --> 00:24:51.720]   And then also, sometimes, I can't say
[00:24:51.720 --> 00:24:56.480]   that's compromise for all people in all scenarios, right?
[00:24:56.480 --> 00:24:59.640]   Okay, but I want you guys to think about this
[00:24:59.640 --> 00:25:04.640]   on a certain level, which is, yeah, like number one,
[00:25:06.000 --> 00:25:09.200]   there's a ton of people who, for the sake of their family,
[00:25:09.200 --> 00:25:12.360]   jettisoned everything and immigrated to the US.
[00:25:12.360 --> 00:25:13.640]   Is that bad and evil?
[00:25:13.640 --> 00:25:18.880]   No, you have to consider that, right?
[00:25:18.880 --> 00:25:21.960]   But then there's this other question.
[00:25:21.960 --> 00:25:26.000]   If you happen to live in one of the most safest,
[00:25:26.000 --> 00:25:28.640]   prosperous cities, not only in the country,
[00:25:28.640 --> 00:25:33.080]   but in the world, and yet you feel like you have to move
[00:25:33.080 --> 00:25:36.800]   in order to actually obtain to a lifestyle
[00:25:36.800 --> 00:25:39.720]   that you'd prefer, then now you have to start
[00:25:39.720 --> 00:25:41.200]   asking some questions.
[00:25:41.200 --> 00:25:42.680]   And the question is mainly,
[00:25:42.680 --> 00:25:46.320]   what are you actually pursuing then, right?
[00:25:46.320 --> 00:25:48.280]   And there's this question.
[00:25:48.280 --> 00:25:50.560]   Sometimes, people ask, and I ask them,
[00:25:50.560 --> 00:25:52.200]   I ask people a lot of times, like, okay,
[00:25:52.200 --> 00:25:54.200]   what else is there for you?
[00:25:54.200 --> 00:25:55.640]   Do you have family members that you're trying
[00:25:55.640 --> 00:25:57.040]   to minister to?
[00:25:57.040 --> 00:25:59.240]   Is there a church you're trying to help build?
[00:25:59.240 --> 00:26:01.480]   Was there a godly ministry that was doing effective
[00:26:01.480 --> 00:26:03.720]   ministry to the community?
[00:26:03.720 --> 00:26:06.640]   Like, was there any further thought?
[00:26:06.640 --> 00:26:08.560]   Because another rationale could be,
[00:26:08.560 --> 00:26:11.120]   well, I'm moving to India because there happens
[00:26:11.120 --> 00:26:13.240]   to be a community that's trying to be built
[00:26:13.240 --> 00:26:15.440]   to do ministry out there, and I'm gonna jettison
[00:26:15.440 --> 00:26:18.000]   all the rest of these safeties and actually put myself
[00:26:18.000 --> 00:26:19.120]   at a greater risk.
[00:26:19.120 --> 00:26:22.800]   That actually makes a lot of spiritual sense.
[00:26:22.800 --> 00:26:26.080]   The rationale has spiritual sense behind it.
[00:26:26.080 --> 00:26:28.240]   But the rationale behind, I don't know about
[00:26:28.240 --> 00:26:29.200]   if there's a church out there.
[00:26:29.200 --> 00:26:30.840]   I don't know, actually, I have no family out there.
[00:26:30.840 --> 00:26:32.080]   I don't have a community out there,
[00:26:32.080 --> 00:26:35.200]   but what they do have is a house that I can afford.
[00:26:35.200 --> 00:26:39.240]   That makes human sense, and therefore,
[00:26:39.240 --> 00:26:40.600]   you can call that human wisdom,
[00:26:40.600 --> 00:26:42.700]   but you cannot call that spiritual wisdom.
[00:26:42.700 --> 00:26:44.560]   You can't.
[00:26:44.560 --> 00:26:48.160]   At best, you can call it human wisdom, which matters,
[00:26:48.160 --> 00:26:50.920]   but you can't call that spiritual wisdom.
[00:26:50.920 --> 00:26:55.080]   And then, I would say, if to you,
[00:26:55.080 --> 00:26:57.360]   the only reason why that's a possibility is,
[00:26:57.360 --> 00:26:59.400]   well, I'll go see if there's a good church out there.
[00:26:59.400 --> 00:27:02.200]   I'll go see if I can do ministry out there.
[00:27:02.200 --> 00:27:04.680]   Then that means you have a plan,
[00:27:04.680 --> 00:27:08.000]   and then you hope that circumstantially,
[00:27:08.000 --> 00:27:09.600]   it makes sense spiritually.
[00:27:09.600 --> 00:27:10.480]   What would that be like?
[00:27:10.480 --> 00:27:12.040]   That would be like a guy pursuing a girl
[00:27:12.040 --> 00:27:13.560]   because she's beautiful on the outside.
[00:27:13.560 --> 00:27:15.840]   He knows nothing about how she's on the inside,
[00:27:15.840 --> 00:27:18.840]   but he hopes, he hopes it'll work out.
[00:27:18.840 --> 00:27:21.980]   Someone would have to tell me the difference
[00:27:21.980 --> 00:27:24.280]   between the two, right?
[00:27:24.280 --> 00:27:27.800]   Between a man chasing a girl because she's beautiful,
[00:27:27.800 --> 00:27:30.560]   but he doesn't even know what she's like on the inside.
[00:27:30.560 --> 00:27:34.160]   That's kind of risky business, actually.
[00:27:34.160 --> 00:27:36.280]   And then, from a leadership standpoint,
[00:27:36.280 --> 00:27:40.000]   like if you're a man of the house and you got your family,
[00:27:40.000 --> 00:27:43.640]   I think it's great leadership to lead your family and say,
[00:27:43.640 --> 00:27:45.860]   hey, I know we could have X, Y, and Z.
[00:27:45.860 --> 00:27:47.260]   I know you'd be more comfortable,
[00:27:47.260 --> 00:27:49.000]   but for the sake of the gospel,
[00:27:49.000 --> 00:27:51.740]   we're not going to take those opportunities.
[00:27:51.740 --> 00:27:52.580]   Why?
[00:27:52.580 --> 00:27:55.240]   Because that could potentially compromise us,
[00:27:55.240 --> 00:27:56.920]   as opposed to you explaining,
[00:27:56.920 --> 00:27:59.000]   I know we're moving, I know we're leaving community,
[00:27:59.000 --> 00:28:00.620]   I know the kids have their schooling here,
[00:28:00.620 --> 00:28:01.880]   I know the da-da-da-da-da,
[00:28:01.880 --> 00:28:04.760]   I know the wife has her community and the sisterhood,
[00:28:04.760 --> 00:28:06.100]   but we're going to uproot all that stuff,
[00:28:06.100 --> 00:28:07.540]   and I hope you find it.
[00:28:07.540 --> 00:28:10.800]   I'm not sure how I could show the wisdom
[00:28:10.800 --> 00:28:12.720]   in my rationale as a leader.
[00:28:12.720 --> 00:28:16.240]   The question then also asked a question
[00:28:16.240 --> 00:28:19.600]   about the retiring early.
[00:28:19.600 --> 00:28:21.680]   The answer again then is,
[00:28:21.680 --> 00:28:24.880]   no, it is not sinful to seek retirement early.
[00:28:24.880 --> 00:28:28.040]   However, there is this question about
[00:28:28.040 --> 00:28:33.040]   how much risk will you take for your spiritual well-being
[00:28:33.040 --> 00:28:37.500]   if so much of your investment is wanting to make sure
[00:28:37.500 --> 00:28:40.720]   that you can do X, Y, and Z in the future
[00:28:40.720 --> 00:28:42.200]   while you pay the price now?
[00:28:42.200 --> 00:28:44.100]   We're going to all pay the price at some point.
[00:28:44.100 --> 00:28:45.960]   It's the whole issue of pay the price much later
[00:28:45.960 --> 00:28:47.520]   or pay the price now, right?
[00:28:47.520 --> 00:28:48.900]   You're going to do the expenditures now
[00:28:48.900 --> 00:28:50.080]   or you're going to do it later?
[00:28:50.080 --> 00:28:53.140]   That's the game, and there's wisdom in that.
[00:28:53.140 --> 00:28:55.800]   So again, please don't get me wrong.
[00:28:55.800 --> 00:28:58.080]   If let's say somebody here decided like,
[00:28:58.080 --> 00:29:01.240]   I'm moving for a job though, is he mad?
[00:29:01.240 --> 00:29:02.240]   Like, is he going to be upset?
[00:29:02.240 --> 00:29:04.080]   It's like, no, case by case,
[00:29:04.080 --> 00:29:06.740]   you have various circumstances, you can't help, right?
[00:29:06.740 --> 00:29:10.260]   But the desire to retire early,
[00:29:10.260 --> 00:29:12.120]   there is this kind of sentiment,
[00:29:12.120 --> 00:29:16.460]   huh, I'm not sure if,
[00:29:16.460 --> 00:29:18.960]   like, if this is one of those scenarios where
[00:29:18.960 --> 00:29:22.360]   the path of you wanting to exalt Christ,
[00:29:22.360 --> 00:29:24.140]   you wanting to serve the Lord,
[00:29:24.140 --> 00:29:26.520]   you wanting to build his church, edify the saints,
[00:29:26.520 --> 00:29:30.340]   and evangelize those individuals who are desperately lost,
[00:29:30.340 --> 00:29:33.140]   there is a question of,
[00:29:33.140 --> 00:29:38.140]   is any of you retiring early going to contribute to that?
[00:29:38.140 --> 00:29:43.260]   And if it is, great, right, great.
[00:29:43.260 --> 00:29:46.020]   There are people who plan well and when they retire,
[00:29:46.020 --> 00:29:50.040]   they're like all out for just writing Christian stuff,
[00:29:50.040 --> 00:29:53.680]   doing evangelism, going and sharing, great.
[00:29:53.680 --> 00:29:56.940]   But if this is more so on the line of like,
[00:29:56.940 --> 00:30:00.020]   oh, but then I can't do overlanding
[00:30:00.020 --> 00:30:03.980]   and camp trips on the weekends until I get to that point
[00:30:03.980 --> 00:30:06.300]   where I don't have to be in the office anymore.
[00:30:06.300 --> 00:30:10.520]   Yeah, then the rationale is really tough, right?
[00:30:10.520 --> 00:30:12.860]   Again, for those of you guys who like going camping,
[00:30:12.860 --> 00:30:14.940]   I have no problem with the camping.
[00:30:14.940 --> 00:30:16.340]   I went camping two weeks ago.
[00:30:17.460 --> 00:30:19.300]   But the idea again here is,
[00:30:19.300 --> 00:30:23.280]   both on the level, again, you guys understand,
[00:30:23.280 --> 00:30:26.800]   I think, so let me just wrap that up.
[00:30:26.800 --> 00:30:27.640]   It's a long answer.
[00:30:27.640 --> 00:30:29.320]   Oh man, if I do this for every question,
[00:30:29.320 --> 00:30:31.120]   we're not gonna finish.
[00:30:31.120 --> 00:30:33.880]   But the reason why I spent some extra time on it
[00:30:33.880 --> 00:30:36.560]   is because you guys understand,
[00:30:36.560 --> 00:30:40.480]   right now there are like social justice issues,
[00:30:40.480 --> 00:30:43.880]   there are like racial issues.
[00:30:43.880 --> 00:30:46.600]   These are all very important to talk about.
[00:30:46.600 --> 00:30:49.060]   But another thing to really talk about is,
[00:30:49.060 --> 00:30:51.900]   how much are we compromised in our thoughts
[00:30:51.900 --> 00:30:56.900]   that I must secure a financially median version of America
[00:30:56.900 --> 00:30:59.340]   in order for me to be godly?
[00:30:59.340 --> 00:31:01.840]   That's not the case.
[00:31:01.840 --> 00:31:03.900]   If you see articles that say, a Christian man,
[00:31:03.900 --> 00:31:07.500]   he better have like a 401k and life insurance
[00:31:07.500 --> 00:31:09.200]   so that his wife's not in trouble.
[00:31:09.200 --> 00:31:13.660]   Dude, the vast majority of history
[00:31:13.660 --> 00:31:16.300]   did not have the privileges we have today.
[00:31:16.300 --> 00:31:19.160]   And to think that it's godly to have that,
[00:31:19.160 --> 00:31:22.020]   you couldn't even boldface say that to an Indian pastor.
[00:31:22.020 --> 00:31:25.340]   Like, we're gonna, as Americans, go over there
[00:31:25.340 --> 00:31:28.060]   and teach them, like, you know what you need to do?
[00:31:28.060 --> 00:31:30.180]   It's absurd, right?
[00:31:30.180 --> 00:31:31.820]   The scripture does not mandate us
[00:31:31.820 --> 00:31:34.680]   to have a median version of America in order to be godly.
[00:31:34.680 --> 00:31:38.000]   So I actually believe that's a big threat.
[00:31:38.000 --> 00:31:40.160]   It's a big threat, materialism,
[00:31:40.160 --> 00:31:42.460]   and a weird sense of what is like normative
[00:31:42.460 --> 00:31:44.240]   for the Christian in America.
[00:31:44.240 --> 00:31:47.020]   I think that's a bigger threat to our sobriety
[00:31:47.020 --> 00:31:50.020]   and our sense of like, I'm dedicated to the cause of Christ
[00:31:50.020 --> 00:31:51.940]   than is a lot of the issues that are going on,
[00:31:51.940 --> 00:31:53.340]   as important as they are.
[00:31:53.340 --> 00:31:56.840]   So, great question.
[00:31:56.840 --> 00:32:00.240]   All right.
[00:32:00.240 --> 00:32:04.060]   Okay.
[00:32:04.060 --> 00:32:06.360]   Thank you guys for sending in these questions.
[00:32:06.360 --> 00:32:11.620]   Yeah.
[00:32:12.240 --> 00:32:16.080]   This is a great question.
[00:32:16.080 --> 00:32:18.820]   And it's a bit more of an internal question.
[00:32:18.820 --> 00:32:20.840]   So thanks for raising it, which is,
[00:32:20.840 --> 00:32:24.640]   hmm, is there a balance between you knowing God
[00:32:24.640 --> 00:32:28.240]   relationally as Father, so you respect
[00:32:28.240 --> 00:32:30.600]   and worship him as holy God,
[00:32:30.600 --> 00:32:33.700]   versus being honest and open with him, right,
[00:32:33.700 --> 00:32:37.180]   while you do that, so that when you're honest and open,
[00:32:37.180 --> 00:32:40.080]   you're actually able to even disclose
[00:32:40.080 --> 00:32:43.100]   some of the things that are in your heart, right?
[00:32:43.100 --> 00:32:44.940]   So that's a great question, because sometimes,
[00:32:44.940 --> 00:32:46.580]   I have heard two extremes.
[00:32:46.580 --> 00:32:48.700]   I went to a conference one time,
[00:32:48.700 --> 00:32:51.100]   and the pastor told the congregation,
[00:32:51.100 --> 00:32:52.800]   pray sinfully!
[00:32:52.800 --> 00:32:56.100]   We're all sinners.
[00:32:56.100 --> 00:32:58.620]   You're not fooling nobody, right?
[00:32:58.620 --> 00:33:02.300]   Just pray in your sin, and pray sinfully.
[00:33:02.300 --> 00:33:04.960]   Now, some of them are like, hmm.
[00:33:04.960 --> 00:33:07.220]   (laughs)
[00:33:07.220 --> 00:33:11.480]   But God says, watch your mouth when you come to me, right?
[00:33:11.480 --> 00:33:14.320]   You're treading on holy ground, right?
[00:33:14.320 --> 00:33:15.600]   Don't just throw up words.
[00:33:15.600 --> 00:33:18.680]   He literally commands to watch your words
[00:33:18.680 --> 00:33:21.280]   as you come to his throne, yes?
[00:33:21.280 --> 00:33:22.180]   'Cause he is king.
[00:33:22.180 --> 00:33:24.880]   So I listened to that, and then I heard,
[00:33:24.880 --> 00:33:27.660]   and I said, okay, okay, he's overstating
[00:33:27.660 --> 00:33:30.220]   what he saw in the book of Psalms, right?
[00:33:30.220 --> 00:33:33.360]   And then, there's the other part, though.
[00:33:33.360 --> 00:33:35.780]   It's like, well, I guess the only thing we can say
[00:33:35.780 --> 00:33:39.800]   is, majesty, majesty, holy, holy, holy, I surrender.
[00:33:39.800 --> 00:33:42.060]   But then, you've never really dealt with
[00:33:42.060 --> 00:33:43.620]   what's actually in your heart.
[00:33:43.620 --> 00:33:46.720]   And for me, as a counselor, and as a pastor,
[00:33:46.720 --> 00:33:50.240]   I love it when people feel comfortable enough with me
[00:33:50.240 --> 00:33:54.040]   where they can say, okay, unfiltered thought,
[00:33:54.040 --> 00:33:55.880]   this is the junk I have.
[00:33:55.880 --> 00:33:57.080]   I'm gonna barf on the table.
[00:33:57.080 --> 00:33:59.280]   Can you help me sort it out, right?
[00:33:59.280 --> 00:34:00.880]   And then, I'm like, ooh, yeah, this is gross,
[00:34:00.880 --> 00:34:02.280]   but let's sort this out, you know?
[00:34:02.280 --> 00:34:04.360]   (laughs)
[00:34:04.620 --> 00:34:08.260]   So, this is what I'm gonna say.
[00:34:08.260 --> 00:34:09.100]   Is there a balance?
[00:34:09.100 --> 00:34:10.660]   And the answer is, there is.
[00:34:10.660 --> 00:34:12.420]   There is a balance.
[00:34:12.420 --> 00:34:17.220]   So, I love Psalm 73, because Psalm 73 is just like,
[00:34:17.220 --> 00:34:18.940]   Lord, where are you?
[00:34:18.940 --> 00:34:20.100]   Look at these wicked people.
[00:34:20.100 --> 00:34:21.660]   They're like, prospering.
[00:34:21.660 --> 00:34:22.900]   And far be it from you.
[00:34:22.900 --> 00:34:25.140]   Like, this isn't fair, you know?
[00:34:25.140 --> 00:34:26.560]   And look at these prideful people.
[00:34:26.560 --> 00:34:28.060]   They just lift up their words to you,
[00:34:28.060 --> 00:34:29.820]   and then they just prosper in this land,
[00:34:29.820 --> 00:34:32.420]   and there's like, no consequence for them.
[00:34:32.420 --> 00:34:35.500]   And then, what he does, though, is he reveals all that,
[00:34:35.500 --> 00:34:38.600]   but he takes what I like to call due diligence
[00:34:38.600 --> 00:34:40.140]   to not stop there.
[00:34:40.140 --> 00:34:44.000]   And then, he says, but I'm gonna enter into your presence,
[00:34:44.000 --> 00:34:48.200]   into your sanctuary, and then, I'm corrected.
[00:34:48.200 --> 00:34:50.140]   And his attitude is humble.
[00:34:50.140 --> 00:34:53.120]   And then, he admits, when I'm not thinking straight,
[00:34:53.120 --> 00:34:56.160]   and I'm just speaking, I'm going to betray
[00:34:56.160 --> 00:34:58.560]   the generations after me, and then, he says,
[00:34:58.560 --> 00:35:01.060]   I was like a dumb beast.
[00:35:01.060 --> 00:35:03.120]   And then, he says, I know you're a sovereign.
[00:35:03.120 --> 00:35:05.340]   And then, so he goes to the due diligence
[00:35:05.340 --> 00:35:09.980]   of working through all the truths he knows about God, right?
[00:35:09.980 --> 00:35:13.720]   I think, in that way, you do have a balance there.
[00:35:13.720 --> 00:35:15.500]   You go through the process of working through
[00:35:15.500 --> 00:35:17.740]   your actual thoughts and sentiments,
[00:35:17.740 --> 00:35:19.920]   but you're also making sure that you do not just
[00:35:19.920 --> 00:35:22.780]   toss it up as like, this is how I feel.
[00:35:22.780 --> 00:35:24.780]   What you gonna do about it, God, you know?
[00:35:24.780 --> 00:35:28.820]   Sorry, I can't do the attitude thingy very well.
[00:35:28.820 --> 00:35:31.580]   But if we do that, that entire attitude, obviously,
[00:35:31.580 --> 00:35:32.940]   is gonna get squashed.
[00:35:32.940 --> 00:35:34.140]   It's arrogant.
[00:35:34.140 --> 00:35:38.140]   So, that to us, kind of, is an important process
[00:35:38.140 --> 00:35:39.820]   for us to go.
[00:35:39.820 --> 00:35:40.660]   Okay.
[00:35:40.660 --> 00:35:42.540]   Great.
[00:35:42.540 --> 00:35:48.600]   There is a question about, okay,
[00:35:48.600 --> 00:35:52.820]   in this day, media addiction is like a real thing,
[00:35:52.820 --> 00:35:54.460]   and there's an age-old question.
[00:35:54.460 --> 00:35:57.500]   Is it actually okay to watch, let's say,
[00:35:57.500 --> 00:36:00.860]   a lot of R-rated movies, a lot of violence,
[00:36:00.860 --> 00:36:04.420]   and it's difficult to watch without promiscuity these days?
[00:36:04.420 --> 00:36:05.580]   Okay?
[00:36:05.580 --> 00:36:06.480]   Okay.
[00:36:06.480 --> 00:36:10.720]   So, this is what I would say.
[00:36:10.720 --> 00:36:17.380]   And here now, again, we're doing a Q&A.
[00:36:17.380 --> 00:36:20.580]   I'm not gonna, like, overstate this.
[00:36:20.580 --> 00:36:26.340]   Our Lord Jesus said, "Your eyes is a lamp to your heart."
[00:36:27.340 --> 00:36:29.260]   That needs to bear application.
[00:36:29.260 --> 00:36:35.900]   So, I will say, apply that truth somehow, someway.
[00:36:35.900 --> 00:36:39.380]   If there is no discretion that is different
[00:36:39.380 --> 00:36:40.900]   between you and a non-believer
[00:36:40.900 --> 00:36:44.100]   as to what you allow into your face,
[00:36:44.100 --> 00:36:46.780]   then you haven't applied that verse.
[00:36:46.780 --> 00:36:48.060]   King David actually says,
[00:36:48.060 --> 00:36:51.740]   "I will put nothing worthless before me, before my eyes."
[00:36:51.740 --> 00:36:52.580]   Right?
[00:36:52.580 --> 00:36:54.820]   Nothing worthless.
[00:36:56.380 --> 00:36:57.940]   I would say there are things
[00:36:57.940 --> 00:37:00.380]   that are just as worthless as porn.
[00:37:00.380 --> 00:37:01.460]   You know what that is?
[00:37:01.460 --> 00:37:03.380]   It's MTV Cribs.
[00:37:03.380 --> 00:37:06.420]   Look and gawk at how much he has, right?
[00:37:06.420 --> 00:37:09.620]   Look at how he can spend $700 on a burger, right?
[00:37:09.620 --> 00:37:10.980]   And then you watch that thing, like,
[00:37:10.980 --> 00:37:13.140]   "Yeah, that'd be cool one day."
[00:37:13.140 --> 00:37:16.140]   Rationally speaking,
[00:37:16.140 --> 00:37:18.740]   what's the difference between that and porn?
[00:37:18.740 --> 00:37:20.940]   And so, that's why people call it food porn.
[00:37:20.940 --> 00:37:23.140]   People call it house porn, right?
[00:37:23.140 --> 00:37:24.700]   'Cause in the end, you're vicariously trying
[00:37:24.700 --> 00:37:26.940]   to live out something you can't have.
[00:37:26.940 --> 00:37:28.260]   And you know, deep down inside,
[00:37:28.260 --> 00:37:31.220]   if you had it, it would be compromise.
[00:37:31.220 --> 00:37:32.620]   Okay?
[00:37:32.620 --> 00:37:34.980]   Think about that for a moment then.
[00:37:34.980 --> 00:37:36.700]   And this was so weird to me.
[00:37:36.700 --> 00:37:38.820]   It's like, I remember a long time ago,
[00:37:38.820 --> 00:37:39.900]   this was already years ago,
[00:37:39.900 --> 00:37:42.820]   people talking about a very popular TV show
[00:37:42.820 --> 00:37:46.300]   that had tons of just raunch sexual material.
[00:37:46.300 --> 00:37:48.860]   And then people started debating online,
[00:37:48.860 --> 00:37:50.620]   and then one side of the debate said,
[00:37:50.620 --> 00:37:52.020]   "Dude, it's art.
[00:37:52.060 --> 00:37:55.900]   It's showing and depicting the severity of the sin of man."
[00:37:55.900 --> 00:38:01.340]   And I was like, "Eh, I don't know about that.
[00:38:01.340 --> 00:38:02.620]   What would you say?
[00:38:02.620 --> 00:38:03.740]   It's art."
[00:38:03.740 --> 00:38:07.660]   Art is not a category that is outside
[00:38:07.660 --> 00:38:10.060]   of the judgment of God.
[00:38:10.060 --> 00:38:13.660]   You, as a Christian, we appraise everything spiritually.
[00:38:13.660 --> 00:38:14.900]   And just to say that it's art,
[00:38:14.900 --> 00:38:16.740]   is it now free of judgment?
[00:38:16.740 --> 00:38:17.900]   No.
[00:38:17.900 --> 00:38:20.820]   I judge everything according to God, right?
[00:38:20.820 --> 00:38:22.980]   And secondly, it's not just art.
[00:38:22.980 --> 00:38:24.740]   It's a main product for you to consume
[00:38:24.740 --> 00:38:26.780]   and get hooked to so that you keep watching it
[00:38:26.780 --> 00:38:27.980]   so they can make money.
[00:38:27.980 --> 00:38:30.020]   It's not just art.
[00:38:30.020 --> 00:38:32.940]   And then people on the side would be like,
[00:38:32.940 --> 00:38:36.060]   "Yeah, I know the scripture says, right?
[00:38:36.060 --> 00:38:38.980]   Like if you even look lustfully at a woman,
[00:38:38.980 --> 00:38:40.900]   I know scripture says, right?
[00:38:40.900 --> 00:38:42.620]   That your eyes should be holy.
[00:38:42.620 --> 00:38:43.700]   I know scripture says."
[00:38:43.700 --> 00:38:46.220]   And it's like, "Yeah, I don't know what to do with this part."
[00:38:46.220 --> 00:38:48.500]   I'm gonna be honest.
[00:38:48.500 --> 00:38:52.380]   I actually think as a whole, every single one of us,
[00:38:52.380 --> 00:38:54.180]   we're actually trying to watch less.
[00:38:54.180 --> 00:38:56.460]   You know what I'm saying?
[00:38:56.460 --> 00:38:58.940]   Why are we fighting for the right to watch stuff
[00:38:58.940 --> 00:39:00.420]   that's questionable?
[00:39:00.420 --> 00:39:02.860]   To me, it's just kind of like,
[00:39:02.860 --> 00:39:05.780]   I know that could come off as like very extreme,
[00:39:05.780 --> 00:39:06.980]   but rationally think through that.
[00:39:06.980 --> 00:39:09.660]   Like something is so questionable
[00:39:09.660 --> 00:39:12.340]   that the non-Christian world wonders
[00:39:12.340 --> 00:39:15.780]   whether it's legitimate for children, adults,
[00:39:15.780 --> 00:39:16.900]   or anybody to watch.
[00:39:17.980 --> 00:39:19.620]   'Cause people are wondering, is it questionable
[00:39:19.620 --> 00:39:21.500]   for is it okay even to produce?
[00:39:21.500 --> 00:39:24.540]   Why would Christians fight for that?
[00:39:24.540 --> 00:39:28.020]   Strange to me, very strange.
[00:39:28.020 --> 00:39:33.020]   So I know I'm talking now in more broad categories.
[00:39:33.020 --> 00:39:34.740]   I don't wanna get more specific than that
[00:39:34.740 --> 00:39:37.540]   because you will have to obviously
[00:39:37.540 --> 00:39:40.900]   work out your salvation, work out your thoughts,
[00:39:40.900 --> 00:39:43.340]   think through what you're gonna allow in
[00:39:43.340 --> 00:39:46.460]   and allow also out.
[00:39:46.460 --> 00:39:48.980]   Because I believe scripture is very clear
[00:39:48.980 --> 00:39:52.900]   that it is almost, it's very difficult
[00:39:52.900 --> 00:39:55.980]   for us to not get influenced by that kind of stuff.
[00:39:55.980 --> 00:39:58.900]   And then also, I kind of feel like
[00:39:58.900 --> 00:40:01.700]   if an individual says like, yeah, yeah, it's okay,
[00:40:01.700 --> 00:40:03.180]   I've been watching, it hasn't affected me.
[00:40:03.180 --> 00:40:06.740]   I don't think then that individual has experience.
[00:40:06.740 --> 00:40:08.380]   Trying to counsel a generation
[00:40:08.380 --> 00:40:12.300]   where sexual deviance is so rampant,
[00:40:14.100 --> 00:40:19.100]   it's not really in tune with what is actually taking place
[00:40:19.100 --> 00:40:21.940]   in the private lives of people, right?
[00:40:21.940 --> 00:40:23.900]   If someone is counseling a young man and saying,
[00:40:23.900 --> 00:40:25.700]   yeah, you can watch that stuff,
[00:40:25.700 --> 00:40:28.300]   it's like, have you counseled young men?
[00:40:28.300 --> 00:40:31.420]   Have you counseled yourself in how easily you're tempted?
[00:40:31.420 --> 00:40:35.060]   So all those things I think contribute to that thought.
[00:40:35.060 --> 00:40:36.380]   Okay?
[00:40:36.380 --> 00:40:37.220]   Great.
[00:40:37.220 --> 00:40:41.220]   On that topic, any follow-up questions?
[00:40:42.300 --> 00:40:44.620]   Is anyone so bold enough to raise your hand
[00:40:44.620 --> 00:40:46.580]   and ask a follow-up question?
[00:40:46.580 --> 00:40:47.420]   I'm kidding.
[00:40:47.420 --> 00:40:49.100]   Okay, okay.
[00:40:49.100 --> 00:40:53.220]   If you do, though, don't be afraid to raise your hand.
[00:40:53.220 --> 00:40:55.380]   Okay, I know it's like a larger group or whatnot,
[00:40:55.380 --> 00:40:57.900]   but don't be afraid to raise your hand.
[00:40:57.900 --> 00:40:58.740]   Okay.
[00:40:58.740 --> 00:41:03.540]   Okay.
[00:41:03.540 --> 00:41:11.300]   Oops.
[00:41:12.140 --> 00:41:16.820]   (audience member speaking faintly)
[00:41:16.820 --> 00:41:17.660]   Okay.
[00:41:17.660 --> 00:41:19.860]   Ah.
[00:41:19.860 --> 00:41:24.220]   This is a question about some people seem more predisposed
[00:41:24.220 --> 00:41:27.700]   to inclinations of holiness and pursuing it.
[00:41:27.700 --> 00:41:30.140]   How do you increase these inclinations
[00:41:30.140 --> 00:41:33.780]   even when you don't feel the desire and motivation?
[00:41:33.780 --> 00:41:36.940]   Is it possible to be Christian and not holy?
[00:41:36.940 --> 00:41:40.940]   Okay, so there's two questions bound up there.
[00:41:41.660 --> 00:41:45.500]   And let's answer it actually in reverse order.
