
[00:00:00.000 --> 00:00:07.000]   [silence]
[00:20:56.000 --> 00:20:59.000]   He allowed us to suffer.
[00:20:59.000 --> 00:21:01.000]   Even after their failure,
[00:21:01.000 --> 00:21:03.000]   he allowed me to suffer."
[00:21:03.000 --> 00:21:05.000]   Now again, for a non-Christian,
[00:21:05.000 --> 00:21:08.000]   this is ridiculous.
[00:21:08.000 --> 00:21:11.000]   There's no way to explain this to a non-Christian.
[00:21:11.000 --> 00:21:13.000]   Unless you have, yourself,
[00:21:13.000 --> 00:21:16.000]   have been enlightened by the word of God,
[00:21:16.000 --> 00:21:19.000]   unless you have been impacted where your paradigm
[00:21:19.000 --> 00:21:21.000]   of what is good and what is bad
[00:21:21.000 --> 00:21:23.000]   has been radically changed,
[00:21:23.000 --> 00:21:26.000]   this just sounds like a bunch of crazy people.
[00:21:26.000 --> 00:21:29.000]   Just like your master was crucified,
[00:21:29.000 --> 00:21:32.000]   we have the power to crucify and kill you too
[00:21:32.000 --> 00:21:36.000]   if you continue this, and they come out rejoicing
[00:21:36.000 --> 00:21:40.000]   that God considered me faithful, that I would suffer as well.
[00:21:40.000 --> 00:21:44.000]   Philippians 1, 29-30, Paul says to the Philippians,
[00:21:44.000 --> 00:21:47.000]   "Sitting in prison, for to you it has been granted
[00:21:47.000 --> 00:21:50.000]   for Christ's sake, not only to believe in him,
[00:21:50.000 --> 00:21:52.000]   but also to suffer for his sake.
[00:21:52.000 --> 00:21:54.000]   Experience the same conflict which you saw in me
[00:21:54.000 --> 00:21:56.000]   and now hear to be in me."
[00:21:56.000 --> 00:22:00.000]   He says, "It's been granted to you."
[00:22:00.000 --> 00:22:04.000]   Compare that to the way that we typically pray.
[00:22:04.000 --> 00:22:08.000]   How much of our prayer is about protection?
[00:22:08.000 --> 00:22:11.000]   When we travel, pray for me for protection.
[00:22:11.000 --> 00:22:14.000]   The weather is bad, pray so that we will be protected.
[00:22:14.000 --> 00:22:17.000]   The air quality is bad, so pray that we will be protected.
[00:22:17.000 --> 00:22:20.000]   We're raising our kids, so we pray for our children
[00:22:20.000 --> 00:22:22.000]   to be protected.
[00:22:22.000 --> 00:22:24.000]   How much of our prayer is about being protected
[00:22:24.000 --> 00:22:26.000]   from harm outside so that we can live
[00:22:26.000 --> 00:22:28.000]   a comfortable, safe life?
[00:22:28.000 --> 00:22:30.000]   Considering that Paul, sitting in prison,
[00:22:30.000 --> 00:22:32.000]   writing a letter to the people who are outside,
[00:22:32.000 --> 00:22:36.000]   he says, "It has been granted."
[00:22:36.000 --> 00:22:40.000]   Completely different than the way that the world thinks.
[00:22:40.000 --> 00:22:42.000]   It has been granted for Christ's sake.
[00:22:42.000 --> 00:22:44.000]   He longed for it.
[00:22:44.000 --> 00:22:46.000]   He desired it, not only to believe in him,
[00:22:46.000 --> 00:22:49.000]   but also to suffer for his sake.
[00:22:49.000 --> 00:22:53.000]   He considered it a blessing to be in prison.
[00:22:53.000 --> 00:22:56.000]   That's why the book of Philippians is about joy.
[00:22:56.000 --> 00:22:59.000]   In the midst of, in the context of sitting in prison
[00:22:59.000 --> 00:23:04.000]   and being beaten, why he's reminding the people outside.
[00:23:04.000 --> 00:23:06.000]   He doesn't say, "Come and get me. Where are you?
[00:23:06.000 --> 00:23:08.000]   How come you've abandoned me?"
[00:23:08.000 --> 00:23:10.000]   The letter is about joy in Christ,
[00:23:10.000 --> 00:23:12.000]   no matter what circumstance.
[00:23:12.000 --> 00:23:16.000]   "I've learned the secret of being contented in every and all situations."
[00:23:16.000 --> 00:23:20.000]   Only an individual who has encountered the resurrected Christ
[00:23:20.000 --> 00:23:24.000]   and has been enlightened can say what he says.
[00:23:24.000 --> 00:23:27.000]   Otherwise, this is a crazy man.
[00:23:27.000 --> 00:23:31.000]   It doesn't fit any kind of paradigm that this world teaches.
[00:23:31.000 --> 00:23:35.000]   It's not to the degree that you share the sufferings of Christ.
[00:23:35.000 --> 00:23:38.000]   Keep on rejoicing.
[00:23:38.000 --> 00:23:40.000]   Keep on rejoicing.
[00:23:40.000 --> 00:23:42.000]   "So that also at the revelation of his glory,
[00:23:42.000 --> 00:23:44.000]   you may rejoice with exaltation."
[00:23:44.000 --> 00:23:47.000]   If you are reviled for the name of Christ,
[00:23:47.000 --> 00:23:49.000]   you are blessed.
[00:23:49.000 --> 00:23:51.000]   Because the spirit of glory and of God rests in you.
[00:23:51.000 --> 00:23:53.000]   He said, if you suffer for his name,
[00:23:53.000 --> 00:23:57.000]   if you want assurance of salvation,
[00:23:57.000 --> 00:23:59.000]   it's not the only assurance.
[00:23:59.000 --> 00:24:02.000]   The fact that you are suffering for the name of Christ
[00:24:02.000 --> 00:24:06.000]   may be a good indicator that the spirit of Christ is in you.
[00:24:06.000 --> 00:24:09.000]   Because only an individual who has truly been enlightened,
[00:24:09.000 --> 00:24:11.000]   who has met the resurrected Christ,
[00:24:11.000 --> 00:24:16.000]   his life no longer is as important.
[00:24:16.000 --> 00:24:20.000]   When we live the rest of our lives looking for safety and comfort,
[00:24:20.000 --> 00:24:24.000]   that may be an indicator that our paradigm has not shifted,
[00:24:24.000 --> 00:24:27.000]   that our hope may not be in the future, but here.
[00:24:27.000 --> 00:24:30.000]   And Christ is only an avenue to have a better life here.
[00:24:30.000 --> 00:24:33.000]   But suffering for Christ makes no sense.
[00:24:33.000 --> 00:24:38.000]   Why would you follow Christ if it means a greater suffering,
[00:24:38.000 --> 00:24:43.000]   a public spectacle, taking away of your possessions?
[00:24:43.000 --> 00:24:45.000]   But he reminds them of that.
[00:24:45.000 --> 00:24:47.000]   He says, remember.
[00:24:47.000 --> 00:24:50.000]   Remember that. Remember when that happened.
[00:24:50.000 --> 00:24:52.000]   But not only does he say that, he says,
[00:24:52.000 --> 00:24:55.000]   they experience true fellowship.
[00:24:55.000 --> 00:24:59.000]   In 33b, he says, becoming sharers with those who are treated.
[00:24:59.000 --> 00:25:03.000]   The word "sharer" is a word that you probably are very familiar with,
[00:25:03.000 --> 00:25:05.000]   koinonia.
[00:25:05.000 --> 00:25:07.000]   If you've been a Christian for any period of time,
[00:25:07.000 --> 00:25:09.000]   you've probably heard that term a lot.
[00:25:09.000 --> 00:25:11.000]   Churches are named koinonia.
[00:25:11.000 --> 00:25:13.000]   Bible studies are named koinonia.
[00:25:13.000 --> 00:25:17.000]   Anytime that Christians gather together for anything,
[00:25:17.000 --> 00:25:19.000]   we're going to have basketball koinonia,
[00:25:19.000 --> 00:25:21.000]   we're going to have hiking koinonia,
[00:25:21.000 --> 00:25:23.000]   we're going to have chess koinonia.
[00:25:23.000 --> 00:25:25.000]   People throw that word around,
[00:25:25.000 --> 00:25:29.000]   sometimes not really realizing the significance of that term.
[00:25:29.000 --> 00:25:32.000]   Koinonia basically means to share.
[00:25:32.000 --> 00:25:36.000]   And he's using that term as if you experience true koinonia
[00:25:36.000 --> 00:25:40.000]   in the context of suffering.
[00:25:40.000 --> 00:25:44.000]   If you've ever suffered together for the same thing,
[00:25:44.000 --> 00:25:46.000]   you experience a glimpse of what that means.
[00:25:46.000 --> 00:25:49.000]   That's why you see a lot of guys who go to war,
[00:25:49.000 --> 00:25:51.000]   you know, in the military.
[00:25:51.000 --> 00:25:53.000]   They come back and they ask, you know, like,
[00:25:53.000 --> 00:25:55.000]   "Oh, were you fighting for the country?
[00:25:55.000 --> 00:25:56.000]   Were you fighting for that?"
[00:25:56.000 --> 00:25:58.000]   The common answer that you get from them is,
[00:25:58.000 --> 00:26:00.000]   "No, I was fighting for my brother.
[00:26:00.000 --> 00:26:03.000]   I was fighting for the guys in the foxholes."
[00:26:03.000 --> 00:26:05.000]   Because they became brothers.
[00:26:05.000 --> 00:26:07.000]   No matter what the background was, no matter what skin color,
[00:26:07.000 --> 00:26:10.000]   they come out of that foxhole after suffering together
[00:26:10.000 --> 00:26:13.000]   and fighting together, risking their lives together,
[00:26:13.000 --> 00:26:17.000]   there's a bond that they have for the rest of their lives.
[00:26:17.000 --> 00:26:19.000]   And it may have been 40 years ago,
[00:26:19.000 --> 00:26:21.000]   but every time they got together, they always tell the story
[00:26:21.000 --> 00:26:23.000]   of how they suffered together
[00:26:23.000 --> 00:26:27.000]   because they became family in that foxhole, suffering together.
[00:26:27.000 --> 00:26:31.000]   So he reminds them, "Remember the koinonia that you had?
[00:26:31.000 --> 00:26:34.000]   Not only did you suffer, but when they suffered,
[00:26:34.000 --> 00:26:36.000]   you suffered with them.
[00:26:36.000 --> 00:26:39.000]   And you sympathize with them, those who are in prison."
[00:26:39.000 --> 00:26:42.000]   The word "sympathy," "sumpateo,"
[00:26:42.000 --> 00:26:47.000]   the word is "sumpateo," means "together in emotion."
[00:26:47.000 --> 00:26:50.000]   So he didn't just observe people who are suffering from a distance
[00:26:50.000 --> 00:26:54.000]   and say, "Thank God that that's not me."
[00:26:54.000 --> 00:26:56.000]   We worry about the Christians in India,
[00:26:56.000 --> 00:26:59.000]   we worry about Christians in North Korea and China.
[00:26:59.000 --> 00:27:02.000]   He said, "Thank God that that's not me."
[00:27:02.000 --> 00:27:05.000]   But he said, "Remember when you sympathize with them,
[00:27:05.000 --> 00:27:07.000]   when you suffered along with them,
[00:27:07.000 --> 00:27:11.000]   and as a result, you were sharers with them?"
[00:27:11.000 --> 00:27:14.000]   1 Corinthians 12.24, "And if one member suffers,
[00:27:14.000 --> 00:27:16.000]   all members suffer with it.
[00:27:16.000 --> 00:27:20.000]   If one member is honored, all members rejoice with it."
[00:27:20.000 --> 00:27:22.000]   In fact, in Philippians 3.10, Paul says that,
[00:27:22.000 --> 00:27:25.000]   "I may know him and the power of his resurrection
[00:27:25.000 --> 00:27:28.000]   and the fellowship," koinonia, "of his sufferings,
[00:27:28.000 --> 00:27:32.000]   being conformed to his death."
[00:27:32.000 --> 00:27:35.000]   This is why he points to the past.
[00:27:35.000 --> 00:27:39.000]   This is why he points and says, "Remember in the beginning,
[00:27:39.000 --> 00:27:42.000]   not because of your hard work, not because you were more determined,
[00:27:42.000 --> 00:27:45.000]   but simply because you were enlightened
[00:27:45.000 --> 00:27:48.000]   and the power of the gospel made such an impact on you
[00:27:48.000 --> 00:27:52.000]   that fellowship happened."
[00:27:52.000 --> 00:27:54.000]   Suffering, even in the midst of suffering,
[00:27:54.000 --> 00:27:57.000]   you are rejoicing together,
[00:27:57.000 --> 00:28:00.000]   and you experience what it meant to be a follower of Christ
[00:28:00.000 --> 00:28:05.000]   because of the impact of his word in our lives.
[00:28:05.000 --> 00:28:09.000]   And he said, "That's what you've been drifting from."
[00:28:09.000 --> 00:28:13.000]   Remember when you were first in line, how you suffered.
[00:28:13.000 --> 00:28:16.000]   Public spectacle.
[00:28:16.000 --> 00:28:19.000]   The fellowship that you experienced.
[00:28:19.000 --> 00:28:23.000]   So that you would stay on track.
[00:28:23.000 --> 00:28:28.000]   You know, how often we make excuses and say,
[00:28:28.000 --> 00:28:32.000]   "I'm the way I am because I don't have enough of this."
[00:28:32.000 --> 00:28:35.000]   If I was just at a better church, if I had just better leaders,
[00:28:35.000 --> 00:28:38.000]   if I had this, if I had better teachers,
[00:28:38.000 --> 00:28:40.000]   if I had better fellows, if I had older brothers,
[00:28:40.000 --> 00:28:42.000]   if I had younger brothers, if I had more peers,
[00:28:42.000 --> 00:28:45.000]   and how often do we say, "I'm the way that I am
[00:28:45.000 --> 00:28:48.000]   because the circumstances around me are this way,"
[00:28:48.000 --> 00:28:53.000]   and then just waiting and hoping that if the circumstances would change,
[00:28:53.000 --> 00:28:57.000]   then I would be much better spiritually.
[00:28:57.000 --> 00:28:59.000]   But he doesn't point to the future.
[00:28:59.000 --> 00:29:02.000]   He doesn't say, "Hey, you're missing out on this. Hey, try this new method.
[00:29:02.000 --> 00:29:06.000]   Oh, this church down the street got this new way of organizing small groups,
[00:29:06.000 --> 00:29:09.000]   and that's been working fantastic. Maybe if you did that,
[00:29:09.000 --> 00:29:11.000]   your spiritual life would be better."
[00:29:11.000 --> 00:29:13.000]   He doesn't point to any of that.
[00:29:13.000 --> 00:29:18.000]   He says, "Remember, in the beginning, in the beginning,
[00:29:18.000 --> 00:29:21.000]   they weren't more trained in the beginning.
[00:29:21.000 --> 00:29:24.000]   They weren't more theologically astute in the beginning.
[00:29:24.000 --> 00:29:27.000]   They don't have years of bearing fruit in the beginning.
[00:29:27.000 --> 00:29:30.000]   The churches were not organized in the beginning.
[00:29:30.000 --> 00:29:32.000]   They didn't have any of that.
[00:29:32.000 --> 00:29:35.000]   They didn't have formal established leadership in the beginning.
[00:29:35.000 --> 00:29:38.000]   The only thing that they had was they encountered God
[00:29:38.000 --> 00:29:41.000]   through the preaching of the Word.
[00:29:41.000 --> 00:29:47.000]   When you were enlightened, the impact of the Gospel caused you to react.
[00:29:47.000 --> 00:29:51.000]   He said, "Remember that. Remember that.
[00:29:51.000 --> 00:29:53.000]   Remember what you had.
[00:29:53.000 --> 00:29:56.000]   If you have Jesus and you have the Word of God,
[00:29:56.000 --> 00:29:59.000]   you have everything that you need for a life of godliness.
[00:29:59.000 --> 00:30:02.000]   Everything else is extra."
[00:30:02.000 --> 00:30:05.000]   No Christian, especially in this generation,
[00:30:05.000 --> 00:30:08.000]   can ever come before God and say, "I am in the condition that I am
[00:30:08.000 --> 00:30:11.000]   because my circumstance is this way.
[00:30:11.000 --> 00:30:14.000]   I have everything that I need in Christ."
[00:30:14.000 --> 00:30:17.000]   Because everything that he's explaining about these Christians,
[00:30:17.000 --> 00:30:21.000]   they had in the beginning.
[00:30:21.000 --> 00:30:23.000]   In the beginning.
[00:30:23.000 --> 00:30:28.000]   So he's reminding them, "Remember Christ.
[00:30:28.000 --> 00:30:32.000]   Remember Christ that you drifted from."
[00:30:32.000 --> 00:30:37.000]   See, if you study the Old Testament in particular,
[00:30:37.000 --> 00:30:40.000]   go back and when you read through the Old Testament,
[00:30:40.000 --> 00:30:43.000]   circle how many times God says to remember.
[00:30:43.000 --> 00:30:46.000]   Circle how many times. I challenge you.
[00:30:46.000 --> 00:30:49.000]   There isn't a single book, single letter that you will read
[00:30:49.000 --> 00:30:54.000]   that isn't saturated with that term or something similar to that to remember.
[00:30:54.000 --> 00:30:58.000]   Because God already knows our tendency to drift.
[00:30:58.000 --> 00:31:03.000]   In Deuteronomy chapter 4, 9, way before they ever entered into the Promised Land,
[00:31:03.000 --> 00:31:05.000]   God is reminding them.
[00:31:05.000 --> 00:31:08.000]   After he showed them all the miracles,
[00:31:08.000 --> 00:31:12.000]   after he delivered them in a fantastic way,
[00:31:12.000 --> 00:31:16.000]   in challenging the idols of Egypt,
[00:31:16.000 --> 00:31:19.000]   crossing the Red Sea,
[00:31:19.000 --> 00:31:23.000]   and giving them the law, this is what he says.
[00:31:23.000 --> 00:31:28.000]   "Only give heed to yourself and keep your soul diligently
[00:31:28.000 --> 00:31:30.000]   so that you do not forget."
[00:31:30.000 --> 00:31:35.000]   You notice how he says, "Give heed to yourself."
[00:31:35.000 --> 00:31:40.000]   How much of our time and effort is giving heed to what's going on around us?
[00:31:40.000 --> 00:31:42.000]   Who we're surrounded by?
[00:31:42.000 --> 00:31:45.000]   And he says, "No, the greatest danger is yourself."
[00:31:45.000 --> 00:31:47.000]   The greatest danger is not politics.
[00:31:47.000 --> 00:31:49.000]   The greatest danger is not the protest.
[00:31:49.000 --> 00:31:52.000]   The greatest danger is not what's happening around us.
[00:31:52.000 --> 00:31:54.000]   He says, "The greatest danger is in you."
[00:31:54.000 --> 00:31:59.000]   "Give heed to yourself and keep your soul diligently."
[00:31:59.000 --> 00:32:02.000]   This is just another way of saying, what?
[00:32:02.000 --> 00:32:07.000]   "Hold fast the confession of your faith," which he just said previously.
[00:32:07.000 --> 00:32:10.000]   "Give heed to yourself, keep your soul diligently,
[00:32:10.000 --> 00:32:13.000]   so that you do not forget."
[00:32:13.000 --> 00:32:17.000]   In other words, if you're anchored in Christ,
[00:32:17.000 --> 00:32:19.000]   if you're anchored in Christ,
[00:32:19.000 --> 00:32:22.000]   no matter what happens outside of us,
[00:32:22.000 --> 00:32:24.000]   you will experience joy.
[00:32:24.000 --> 00:32:27.000]   Even in the midst of intense persecution,
[00:32:27.000 --> 00:32:30.000]   even in the midst of getting your possessions taken,
[00:32:30.000 --> 00:32:34.000]   if you're anchored in Christ, and you do not forget,
[00:32:34.000 --> 00:32:37.000]   you have everything you need.
[00:32:37.000 --> 00:32:40.000]   But the moment you drift from your anchor,
[00:32:40.000 --> 00:32:44.000]   all of a sudden your possessions become an issue.
[00:32:44.000 --> 00:32:46.000]   Your health becomes the issue.
[00:32:46.000 --> 00:32:48.000]   Your relationships become the issue.
[00:32:48.000 --> 00:32:50.000]   Your business becomes an issue.
[00:32:50.000 --> 00:32:52.000]   Everything becomes a greater problem,
[00:32:52.000 --> 00:32:55.000]   because naturally that's the world that we live in.
[00:32:55.000 --> 00:33:00.000]   But the only way to live in a paradigm unlike this world
[00:33:00.000 --> 00:33:04.000]   is to be anchored with the One who radically changes this paradigm.
[00:33:04.000 --> 00:33:06.000]   And that's what he's getting to.
[00:33:06.000 --> 00:33:10.000]   That's why he says, "Remember," Deuteronomy 8, 10-14,
[00:33:10.000 --> 00:33:12.000]   "Beware that you do not forget the Lord your God
[00:33:12.000 --> 00:33:16.000]   by not keeping His commandments and His ordinances and His statutes,
[00:33:16.000 --> 00:33:19.000]   which I command in you today."
[00:33:19.000 --> 00:33:22.000]   And then verse 12, "Otherwise, when you have eaten and are satisfied
[00:33:22.000 --> 00:33:25.000]   and have built good houses and lived in them,
[00:33:25.000 --> 00:33:28.000]   and when your herds and your flocks multiply,
[00:33:28.000 --> 00:33:31.000]   and your silver and gold multiply, and all that you have multiplies,
[00:33:31.000 --> 00:33:33.000]   then your heart will become proud.
[00:33:33.000 --> 00:33:35.000]   You will forget the Lord your God,
[00:33:35.000 --> 00:33:37.000]   who brought you out from the land of Egypt,
[00:33:37.000 --> 00:33:41.000]   out of the house of slavery."
[00:33:41.000 --> 00:33:45.000]   He says, "I'm going to take you into a land
[00:33:45.000 --> 00:33:48.000]   flowing with milk and honey, and I'm going to bless you,
[00:33:48.000 --> 00:33:51.000]   not because you're great, not because you're many in number,
[00:33:51.000 --> 00:33:55.000]   but because of the covenant that He made with their forefathers.
[00:33:55.000 --> 00:33:57.000]   So I'm going to be faithful to myself, and I'm going to take you in.
[00:33:57.000 --> 00:34:02.000]   But once you experience that blessing, be careful,
[00:34:02.000 --> 00:34:04.000]   because your heart's naturally going to think,
[00:34:04.000 --> 00:34:06.000]   'I don't really need Him.'"
[00:34:06.000 --> 00:34:09.000]   And again, that's a challenge where you and I live.
[00:34:09.000 --> 00:34:14.000]   We want Him, but we don't feel like we need Him.
[00:34:14.000 --> 00:34:20.000]   And so, when we drift, we want Him, we should have Him,
[00:34:20.000 --> 00:34:25.000]   but there's no urgency, because we've forgotten that we need Him.
[00:34:25.000 --> 00:34:29.000]   And that's exactly what happens to the nation of Israel.
[00:34:29.000 --> 00:34:31.000]   God sends Hosea to the nation of Israel,
[00:34:31.000 --> 00:34:34.000]   telling them why judgment is coming.
[00:34:34.000 --> 00:34:35.000]   He's telling them, "It's coming.
[00:34:35.000 --> 00:34:41.000]   I've loved you like Hosea was loving Gomer, the prostitute."
[00:34:41.000 --> 00:34:46.000]   He said repeatedly, He sends Hosea to love this unfaithful wife.
[00:34:46.000 --> 00:34:49.000]   All of that to illustrate this was the relationship with God
[00:34:49.000 --> 00:34:51.000]   and the nation of Israel.
[00:34:51.000 --> 00:34:53.000]   No matter how much I showed grace,
[00:34:53.000 --> 00:34:55.000]   no matter how much I was patient with you,
[00:34:55.000 --> 00:34:57.000]   you kept on going and kept on going, kept on going,
[00:34:57.000 --> 00:34:59.000]   because you forgot.
[00:34:59.000 --> 00:35:01.000]   And this is what He says, Hosea 13.6,
[00:35:01.000 --> 00:35:05.000]   "As they had their pasture, they became satisfied.
[00:35:05.000 --> 00:35:08.000]   And being satisfied, their hearts became proud;
[00:35:08.000 --> 00:35:11.000]   therefore, they forgot me."
[00:35:11.000 --> 00:35:14.000]   That was the summary of the nation of Israel
[00:35:14.000 --> 00:35:16.000]   and why judgment was coming.
[00:35:16.000 --> 00:35:19.000]   That's a challenge that you and I have,
[00:35:19.000 --> 00:35:22.000]   because we have a good job, we have a good home.
[00:35:22.000 --> 00:35:24.000]   Our biggest problem is the weather.
[00:35:24.000 --> 00:35:29.000]   Our biggest problem is the political environment,
[00:35:29.000 --> 00:35:34.000]   getting a better job, getting a better car, safety,
[00:35:34.000 --> 00:35:37.000]   our families, and again, in the eyes of the world,
[00:35:37.000 --> 00:35:40.000]   of course these things are important.
[00:35:40.000 --> 00:35:45.000]   And it would make no sense to say rejoice in suffering,
[00:35:45.000 --> 00:35:48.000]   because it would make no sense in the world.
[00:35:48.000 --> 00:35:51.000]   Only those who have encountered the resurrected Christ,
[00:35:51.000 --> 00:35:55.000]   that even in death there is hope in Christ.
[00:35:55.000 --> 00:35:58.000]   That's the Christ that the disciples encountered
[00:35:58.000 --> 00:36:01.000]   that caused them to be willing.
[00:36:01.000 --> 00:36:03.000]   Before the resurrection of Christ,
[00:36:03.000 --> 00:36:06.000]   even as they were following Christ, who's the greatest?
[00:36:06.000 --> 00:36:08.000]   When the kingdom comes, let me sit on the left,
[00:36:08.000 --> 00:36:11.000]   let me sit on the right, that's what they were consumed with.
[00:36:11.000 --> 00:36:13.000]   But after the resurrection, after they encountered
[00:36:13.000 --> 00:36:16.000]   this resurrected Christ, that even in death,
[00:36:16.000 --> 00:36:18.000]   there is glory.
[00:36:18.000 --> 00:36:20.000]   In fact, if you die in the name of Christ,
[00:36:20.000 --> 00:36:24.000]   for His name, there's greater glory for Him.
[00:36:24.000 --> 00:36:27.000]   Only a Christian who've encountered this Christ
[00:36:27.000 --> 00:36:31.000]   can even understand what's being said here.
[00:36:31.000 --> 00:36:34.000]   That's why it says in Revelation chapter 2, 5,
[00:36:34.000 --> 00:36:37.000]   to this church who is just going through the motion,
[00:36:37.000 --> 00:36:40.000]   who lost and forsaken their first love, he says,
[00:36:40.000 --> 00:36:45.000]   "Therefore remember from where you have fallen,
[00:36:45.000 --> 00:36:48.000]   "and repent and do the deed you did at first,
[00:36:48.000 --> 00:36:51.000]   "or else I am coming to you and will remove your lambs
[00:36:51.000 --> 00:36:54.000]   "and out of its place unless you repent."
[00:36:54.000 --> 00:36:57.000]   This is how important it is.
[00:36:57.000 --> 00:37:01.000]   It is not just one of many things that we need to deal with.
[00:37:01.000 --> 00:37:05.000]   It is at the heart of everything that we're doing.
[00:37:05.000 --> 00:37:08.000]   If we've been waiting for circumstances to change
[00:37:08.000 --> 00:37:12.000]   or things to happen or when our children get a little bit older,
[00:37:12.000 --> 00:37:15.000]   when my bills are paid, my relationships get a little bit better,
[00:37:15.000 --> 00:37:18.000]   then I can give my full attention to Christ.
[00:37:18.000 --> 00:37:20.000]   This is a reminder, he said, "No, remember the height
[00:37:20.000 --> 00:37:22.000]   "from which you had fallen.
[00:37:22.000 --> 00:37:24.000]   "Remember when you first encountered Christ.
[00:37:24.000 --> 00:37:26.000]   "Remember the joy that you felt.
[00:37:26.000 --> 00:37:28.000]   "Remember even as other people were suffering,
[00:37:28.000 --> 00:37:31.000]   "the fellowship that you experienced."
[00:37:31.000 --> 00:37:36.000]   As I was preparing the sermon, I started to kind of comb through,
[00:37:36.000 --> 00:37:40.000]   in my mind, trying to remember for myself.
[00:37:40.000 --> 00:37:43.000]   I started thinking about, even for me,
[00:37:43.000 --> 00:37:48.000]   I remember when I first met Christ.
[00:37:48.000 --> 00:37:50.000]   I was just singing.
[00:37:50.000 --> 00:37:53.000]   I was just--it's just mind-blowing.
[00:37:53.000 --> 00:37:55.000]   God is real.
[00:37:55.000 --> 00:37:58.000]   I grew up in the church memorizing Scripture, the Lord's Prayer,
[00:37:58.000 --> 00:38:00.000]   things that I had no understanding.
[00:38:00.000 --> 00:38:03.000]   I just repeated because I just taught.
[00:38:03.000 --> 00:38:06.000]   And then at the age of 16, my eyes got open,
[00:38:06.000 --> 00:38:09.000]   and I remember just thinking, like every day I was thinking about
[00:38:09.000 --> 00:38:14.000]   some verse that I memorized at BBS or the Lord's Prayer,
[00:38:14.000 --> 00:38:17.000]   and all of a sudden it started making sense.
[00:38:17.000 --> 00:38:20.000]   It's like, "Oh, that's why. Oh, that's what that means.
[00:38:20.000 --> 00:38:22.000]   "Oh, that's what that means."
[00:38:22.000 --> 00:38:25.000]   And I remember coming down from that mountain thinking,
[00:38:25.000 --> 00:38:28.000]   "Nothing's going to be the same."
[00:38:28.000 --> 00:38:30.000]   It changed everything.
[00:38:30.000 --> 00:38:32.000]   Bitterness I had.
[00:38:32.000 --> 00:38:35.000]   And I remember, like, the thing that I struggled with the most
[00:38:35.000 --> 00:38:38.000]   is, like, where do I fit in?
[00:38:38.000 --> 00:38:41.000]   I'm not a Korean. I'm not American.
[00:38:41.000 --> 00:38:43.000]   And I just wanted to be normal.
[00:38:43.000 --> 00:38:45.000]   You know, most people want to exceed other people.
[00:38:45.000 --> 00:38:48.000]   That was not my dream. My dream is to be normal.
[00:38:48.000 --> 00:38:51.000]   I want to be normal height, normal weight.
[00:38:51.000 --> 00:38:54.000]   I just want to be normal. You know what I mean?
[00:38:54.000 --> 00:38:57.000]   So I don't have great aspirations.
[00:38:57.000 --> 00:38:59.000]   I just want to be average and walk into a room
[00:38:59.000 --> 00:39:02.000]   and nobody looks at you. It's like, "Who's that guy?"
[00:39:02.000 --> 00:39:06.000]   Because I struggled with fitting in.
[00:39:06.000 --> 00:39:09.000]   And I remember meeting Christ thinking, like, "Wow."
[00:39:09.000 --> 00:39:13.000]   But that burden was lifted instantaneously when I met Christ.
[00:39:13.000 --> 00:39:16.000]   And whatever that was so important to me was no longer important.
[00:39:16.000 --> 00:39:20.000]   And all I wanted to do was to go to Bible study.
[00:39:20.000 --> 00:39:23.000]   All I wanted to do was sing songs and pray with these people
[00:39:23.000 --> 00:39:27.000]   and fellowship and, you know.
[00:39:27.000 --> 00:39:30.000]   I remember early in college, there's a--
[00:39:30.000 --> 00:39:33.000]   in Biola, there's this chapel called Rosemayor Chapel.
[00:39:33.000 --> 00:39:37.000]   And it was in between the classes. I was going back and forth.
[00:39:37.000 --> 00:39:40.000]   And it was always open, you know.
[00:39:40.000 --> 00:39:45.000]   So I remember how much I loved being in that room
[00:39:45.000 --> 00:39:49.000]   because Christ was--He was so real to me
[00:39:49.000 --> 00:39:53.000]   that sometimes I didn't have anything to pray about.
[00:39:53.000 --> 00:39:56.000]   But I prefer being with Christ in that room
[00:39:56.000 --> 00:39:58.000]   more than whatever else that was going on outside.
[00:39:58.000 --> 00:40:01.000]   And I remember there were times that I would sit for an hour
[00:40:01.000 --> 00:40:05.000]   or two hours just sitting there, just thinking about who He is
[00:40:05.000 --> 00:40:08.000]   and just conversing with Christ. And it was never a burden.
[00:40:08.000 --> 00:40:11.000]   It was just something that I preferred, you know,
[00:40:11.000 --> 00:40:16.000]   than my friends just having silly, goofy time outside.
[00:40:16.000 --> 00:40:22.000]   I think about how I wanted so much to share the gospel.
[00:40:22.000 --> 00:40:25.000]   You know, I dreamt about meeting non-Christians
[00:40:25.000 --> 00:40:28.000]   and sharing the gospel, bringing gospel to the lost.
[00:40:28.000 --> 00:40:32.000]   And I remember reading Jim Elliott in his journal
[00:40:32.000 --> 00:40:35.000]   right before he went out to Ecuador.
[00:40:35.000 --> 00:40:38.000]   He says in his journal, and this is not verbatim, he says,
[00:40:38.000 --> 00:40:41.000]   "Lord, I'm not asking for a long life, but passionately,
[00:40:41.000 --> 00:40:44.000]   courageously, live fully.
[00:40:44.000 --> 00:40:49.000]   And even if I die early, that I would be burnt out for Christ."
[00:40:49.000 --> 00:40:52.000]   And I remember reading that being so challenged
