
[00:00:00.000 --> 00:00:05.020]   [ Silence ]
[00:18:52.600 --> 00:18:55.600]   but He will rebuke them, and they will flee far away,
[00:18:55.600 --> 00:18:57.600]   chased like the chaff on the mountains before the wind,
[00:18:57.600 --> 00:18:59.600]   and whirling dust before the storm."
[00:18:59.600 --> 00:19:03.600]   So again, when you think about the historical background of this time,
[00:19:03.600 --> 00:19:10.600]   if, you know, the United States is protected by a body of water on either side,
[00:19:10.600 --> 00:19:13.600]   so we don't have enemies on the border that has, you know,
[00:19:13.600 --> 00:19:15.600]   nuclear bombs, you know, pointing at us,
[00:19:15.600 --> 00:19:17.600]   and any day that war can break out.
[00:19:17.600 --> 00:19:19.600]   So you have to remember, these guys are living,
[00:19:19.600 --> 00:19:22.600]   these are tiny nations surrounded by superpowers.
[00:19:22.600 --> 00:19:26.600]   They're surrounded by Egypt, they're surrounded by Assyria,
[00:19:26.600 --> 00:19:29.600]   the Babylonians, you know, and Persians later on.
[00:19:29.600 --> 00:19:33.600]   And so this tiny little nation is constantly living in fear
[00:19:33.600 --> 00:19:36.600]   that if they don't pay the tribute to the right people,
[00:19:36.600 --> 00:19:40.600]   if they don't ally with the, you know, people who are going to come into power,
[00:19:40.600 --> 00:19:42.600]   and they're kind of jockeying to see,
[00:19:42.600 --> 00:19:44.600]   "Hey, it looks like Babylonians are going to come into power,"
[00:19:44.600 --> 00:19:46.600]   so now they're sucking up to the Babylonians.
[00:19:46.600 --> 00:19:49.600]   You know, it's like, "Oh, it looks like Egypt is going to be the next gun,"
[00:19:49.600 --> 00:19:51.600]   then they're sucking up to the Egyptians.
[00:19:51.600 --> 00:19:53.600]   So basically what God is saying is,
[00:19:53.600 --> 00:19:57.600]   all these people that you fear that seem mighty in your eyes,
[00:19:57.600 --> 00:20:01.600]   when the judgment comes, all of them are going to be nothing, right?
[00:20:01.600 --> 00:20:03.600]   Because you're--and that's what the scripture said,
[00:20:03.600 --> 00:20:08.600]   if you're going to fear anything, fear one who has authority over life and death, right?
[00:20:08.600 --> 00:20:13.600]   So it's natural that feeble human beings are going to fear,
[00:20:13.600 --> 00:20:15.600]   but your fear should not be of the Assyrians or the Babylonians,
[00:20:15.600 --> 00:20:20.600]   but the greater fear ought to be the God who created all these people.
[00:20:20.600 --> 00:20:23.600]   So when the judgment comes, everything that you thought that you were afraid of
[00:20:23.600 --> 00:20:26.600]   is going to become nothing inside of God, right?
[00:20:26.600 --> 00:20:28.600]   That's what he's saying.
[00:20:28.600 --> 00:20:57.600]   [inaudible]
[00:20:57.600 --> 00:20:59.600]   You mean the judgment?
[00:20:59.600 --> 00:21:05.600]   [inaudible]
[00:21:05.600 --> 00:21:07.600]   Mankind.
[00:21:07.600 --> 00:21:10.600]   Right, so if you look at the context of the judgment,
[00:21:10.600 --> 00:21:14.600]   obviously, remember we talked about how there is an immediate fulfillment
[00:21:14.600 --> 00:21:17.600]   historically against these nations,
[00:21:17.600 --> 00:21:20.600]   and then there's a fulfillment that comes at the end times,
[00:21:20.600 --> 00:21:22.600]   you know what I mean?
[00:21:22.600 --> 00:21:25.600]   And so every prophecy--not every prophecy,
[00:21:25.600 --> 00:21:28.600]   but most of the prophecies that we see in Isaiah
[00:21:28.600 --> 00:21:30.600]   is talking about judgment and restoration,
[00:21:30.600 --> 00:21:33.600]   has an ultimate judgment, ultimate restoration.
[00:21:33.600 --> 00:21:36.600]   So immediate context, obviously, this is talking about--
[00:21:36.600 --> 00:21:39.600]   he's in the context of judging Ephraim in Damascus,
[00:21:39.600 --> 00:21:43.600]   but at the same time, when the final judgment comes,
[00:21:43.600 --> 00:21:45.600]   all of this is going to be true of all mankind.
[00:21:45.600 --> 00:21:55.600]   [inaudible]
[00:21:55.600 --> 00:21:57.600]   I think for both.
[00:21:57.600 --> 00:21:59.600]   Yeah.
[00:21:59.600 --> 00:22:01.600]   For both.
[00:22:01.600 --> 00:22:03.600]   Yeah, I know, like whenever we study--
[00:22:03.600 --> 00:22:07.600]   that's the big issue that we have when we're interpreting prophecies,
[00:22:07.600 --> 00:22:12.600]   because you have one camp that is going to allegorize everything
[00:22:12.600 --> 00:22:15.600]   and say, "Well, this means this, and this means that."
[00:22:15.600 --> 00:22:18.600]   We're trying to take it as literally as possible,
[00:22:18.600 --> 00:22:22.600]   but again, prophecies, there's allegorical aspect of it,
[00:22:22.600 --> 00:22:24.600]   and there is a literal aspect of it,
[00:22:24.600 --> 00:22:27.600]   and that's where the difficulty lies.
[00:22:27.600 --> 00:22:29.600]   That kind of stuff, is that applying to now?
[00:22:29.600 --> 00:22:31.600]   Is that applying to later?
[00:22:31.600 --> 00:22:33.600]   But again, when we're studying Isaiah,
[00:22:33.600 --> 00:22:38.600]   most of what he says has end-time application.
[00:22:38.600 --> 00:22:40.600]   Right?
[00:22:40.600 --> 00:22:49.600]   Okay, so the second part in Isaiah 18-7,
[00:22:49.600 --> 00:22:55.600]   Cush, the city beyond Cush, basically is another word for Ethiopia.
[00:22:55.600 --> 00:23:01.600]   And what I want to point out about Ethiopia is that Ethiopia's power,
[00:23:01.600 --> 00:23:05.600]   at least at this particular time, is not as obvious
[00:23:05.600 --> 00:23:08.600]   because they're not physically in that area.
[00:23:08.600 --> 00:23:11.600]   They're beyond Cush, so they have to travel a bit.
[00:23:11.600 --> 00:23:14.600]   So they were also a mighty power.
[00:23:14.600 --> 00:23:17.600]   And so what Israel and the smaller nations are doing,
[00:23:17.600 --> 00:23:20.600]   is kind of jockeying, like, "You know, the Assyrians are coming,
[00:23:20.600 --> 00:23:22.600]   and they seem like they're not going to show us any mercy.
[00:23:22.600 --> 00:23:28.600]   We don't have any mighty countries for us to have allegiance to."
[00:23:28.600 --> 00:23:31.600]   So they're reaching out to the Ethiopians who are far away.
[00:23:31.600 --> 00:23:34.600]   And the reason why I put subtle power beyond Cush
[00:23:34.600 --> 00:23:36.600]   is because they're not thundering.
[00:23:36.600 --> 00:23:39.600]   If you look at the judgment, or if you look at the description of them,
[00:23:39.600 --> 00:23:42.600]   we'll talk about it a little bit later.
[00:23:42.600 --> 00:23:45.600]   The Cushan Ethiopians, the subtle power behind Cush,
[00:23:45.600 --> 00:23:48.600]   meaning they're not immediately there, they're not threatening anybody,
[00:23:48.600 --> 00:23:51.600]   but they're a superpower.
[00:23:51.600 --> 00:24:00.600]   This nation may have tried to build an alliance to get tribute
[00:24:00.600 --> 00:24:03.600]   to withstand the superpower of Assyria.
[00:24:03.600 --> 00:24:07.600]   But basically what the Ethiopians were doing was coming around and saying,
[00:24:07.600 --> 00:24:10.600]   "If you want us to stay on your side to protect you from the Assyrians
[00:24:10.600 --> 00:24:13.600]   and the Babylonians, give us the tribute."
[00:24:13.600 --> 00:24:19.600]   And again, these guys are not a threat because they're not their neighbors.
[00:24:19.600 --> 00:24:22.600]   You have to go travel beyond Cush.
[00:24:22.600 --> 00:24:26.600]   And what would the Lord do?
[00:24:26.600 --> 00:24:29.600]   The Lord waits patiently for the harvest.
[00:24:29.600 --> 00:24:32.600]   So let's look at that passage.
[00:24:32.600 --> 00:24:35.600]   Verse 4 and 8.
[00:24:35.600 --> 00:24:40.600]   It says, "For thus says the Lord said to me,
[00:24:40.600 --> 00:24:44.600]   'I will quietly look from my dwelling like clear heat in sunshine,
[00:24:44.600 --> 00:24:47.600]   like the cloud of dew in the heat of harvest.
[00:24:47.600 --> 00:24:50.600]   For before the harvest, when the blossom is over and the flower becomes
[00:24:50.600 --> 00:24:53.600]   ripening grape, he cuts off the shoots from the pruning hooks,
[00:24:53.600 --> 00:24:56.600]   and spreading branches, he lops off and clears away.'"
[00:24:56.600 --> 00:24:59.600]   You notice how when he talks about the judgment,
[00:24:59.600 --> 00:25:02.600]   the judgment here is talking about he's not thundering,
[00:25:02.600 --> 00:25:04.600]   he's not like mighty warrior.
[00:25:04.600 --> 00:25:07.600]   He's just kind of like, before the sun rises, before the dew comes,
[00:25:07.600 --> 00:25:09.600]   it's going to be very quiet and silent.
[00:25:09.600 --> 00:25:13.600]   But when the judgment comes, they're going to be wiped out too.
[00:25:13.600 --> 00:25:16.600]   Their strength is just going to diminish.
[00:25:16.600 --> 00:25:19.600]   So if you study history during this period of time,
[00:25:19.600 --> 00:25:21.600]   Ethiopia is very quiet.
[00:25:21.600 --> 00:25:24.600]   They weren't like superpower jockeying with Assyria,
[00:25:24.600 --> 00:25:27.600]   but for that region, they were considered powerful.
[00:25:27.600 --> 00:25:30.600]   But they're pretty quiet. They're not conquering.
[00:25:30.600 --> 00:25:34.600]   Because they're a little bit removed by land,
[00:25:34.600 --> 00:25:37.600]   they don't have that immediate threat of people coming over,
[00:25:37.600 --> 00:25:39.600]   but they were superpower.
[00:25:39.600 --> 00:25:42.600]   So a lot of these smaller nations were relying, reaching out to them,
[00:25:42.600 --> 00:25:45.600]   saying, "If we pay tribute, would you protect us?"
[00:25:45.600 --> 00:25:48.600]   And so again, he's bringing judgment upon that,
[00:25:48.600 --> 00:25:53.600]   saying, "That's not where you should be paying tribute."
[00:25:53.600 --> 00:25:55.600]   So in the end, what does he say?
[00:25:55.600 --> 00:25:57.600]   He's going to quietly, wait patiently for the harvest,
[00:25:57.600 --> 00:25:59.600]   like the sun or the dew of morning.
[00:25:59.600 --> 00:26:02.600]   In time, Judah, instead of giving tribute to Ethiopia,
[00:26:02.600 --> 00:26:06.600]   Ethiopia will give tribute to the Lord.
[00:26:06.600 --> 00:26:10.600]   So you don't have faith enough in me to trust in me,
[00:26:10.600 --> 00:26:12.600]   and you're going out to Ethiopia.
[00:26:12.600 --> 00:26:14.600]   But when the time is going to come,
[00:26:14.600 --> 00:26:17.600]   that these people that you're relying on are going to come and rely on me.
[00:26:17.600 --> 00:26:21.600]   These people you fear are going to end up fearing me.
[00:26:22.600 --> 00:26:28.600]   So against what nation is Chapter 19 a judgment?
[00:26:28.600 --> 00:26:31.600]   Okay, let's see, Egypt.
[00:26:31.600 --> 00:26:35.600]   Okay, and Egypt is one of three superpowers at this time.
[00:26:35.600 --> 00:26:42.600]   The Assyrians, the Babylonians, jockeying for power.
[00:26:42.600 --> 00:26:46.600]   And how is the Lord depicted as coming in judgment upon this nation?
[00:26:46.600 --> 00:26:49.600]   He comes in might and mightiness.
[00:26:49.600 --> 00:26:52.600]   So when you think about the Assyrian nation,
[00:26:52.600 --> 00:26:56.600]   he comes in might as with clouds to make idols of Egypt.
[00:26:56.600 --> 00:26:58.600]   So there's like a thundering,
[00:26:58.600 --> 00:27:02.600]   and he's not just kind of quietly causing them to disappear,
[00:27:02.600 --> 00:27:05.600]   which is fitting of these nations because these nations,
[00:27:05.600 --> 00:27:07.600]   whenever you study history during this period,
[00:27:07.600 --> 00:27:09.600]   they're making a lot of noise.
[00:27:09.600 --> 00:27:11.600]   They're conquering nations.
[00:27:11.600 --> 00:27:16.600]   Assyrians are--like crucifixion was developed by--
[00:27:16.600 --> 00:27:20.600]   started by the Assyrians to scare their enemies, right?
[00:27:20.600 --> 00:27:24.600]   And then it was adopted by the Persians, and eventually the Romans took over.
[00:27:24.600 --> 00:27:30.600]   So just as they were trying to put fear upon the neighboring neighbors,
[00:27:30.600 --> 00:27:33.600]   God is going to come in, and he's going to come in thunder, right,
[00:27:33.600 --> 00:27:37.600]   to show them who's the one that's really powerful.
[00:27:37.600 --> 00:27:41.600]   In what two forms would judgment come against a nation?
[00:27:41.600 --> 00:27:49.600]   Okay.
[00:27:49.600 --> 00:27:52.600]   Now I put two forms, but there's more than two.
[00:27:52.600 --> 00:27:54.600]   They're going to come in civil war.
[00:27:54.600 --> 00:27:56.600]   It says Egyptians are going to be against the Egyptians.
[00:27:56.600 --> 00:27:59.600]   In other words, they're going to tear each other apart.
[00:27:59.600 --> 00:28:03.600]   They will be conquered by a greater power, right?
[00:28:03.600 --> 00:28:05.600]   The Syrians are going to conquer them, and eventually the Babylonians
[00:28:05.600 --> 00:28:08.600]   are going to conquer all of them.
[00:28:08.600 --> 00:28:13.600]   The waters, the Nile River that the Egyptians are completely dependent upon,
[00:28:13.600 --> 00:28:16.600]   God says he's going to bring judgment, and he's going to take that away,
[00:28:16.600 --> 00:28:18.600]   their confidence.
[00:28:18.600 --> 00:28:21.600]   So Egyptian economy was directly related to the Nile River.
[00:28:21.600 --> 00:28:24.600]   So when God says that river is going to be dried up, right,
[00:28:24.600 --> 00:28:30.600]   he's going to take--your source of power is going to be taken away.
[00:28:30.600 --> 00:28:33.600]   And all the leaders and the wisest counselors will become foolish
[00:28:33.600 --> 00:28:39.600]   because Egypt was known for their knowledge, for wisdom, right?
[00:28:39.600 --> 00:28:45.600]   Before the Greeks came, Egypt was kind of like the center of civilization.
[00:28:45.600 --> 00:28:48.600]   Assyrians were known for their brutality.
[00:28:48.600 --> 00:28:51.600]   Babylonians were known for their power, right?
[00:28:51.600 --> 00:28:55.600]   Egyptians were known for their culture, you know, wisdom.
[00:28:55.600 --> 00:28:58.600]   And so he says he's attacking each one of these things,
[00:28:58.600 --> 00:29:05.600]   saying these things that you rely on, God's going to bring judgment upon.
[00:29:05.600 --> 00:29:11.600]   Did you get that?
[00:29:11.600 --> 00:29:15.600]   And then finally, how are future blessings described for this
[00:29:15.600 --> 00:29:18.600]   and to other nations, right?
[00:29:18.600 --> 00:29:21.600]   And so in the midst of all this judgment, remember, he always goes back and forth.
[00:29:21.600 --> 00:29:25.600]   Even though he brings judgment, his ultimate purpose of judgment
[00:29:25.600 --> 00:29:27.600]   is not simply to destroy.
[00:29:27.600 --> 00:29:34.600]   It's by demonstrating his power to realign your hope, your confidence, your fear.
[00:29:34.600 --> 00:29:36.600]   All of these things are placed in the wrong place.
[00:29:36.600 --> 00:29:39.600]   And then so when God's judgment comes, to correct them,
[00:29:39.600 --> 00:29:43.600]   to bring them to repentance and to ultimately restore them, right?
[00:29:43.600 --> 00:29:47.600]   So he says in that day, their language is going to be united.
[00:29:47.600 --> 00:29:51.600]   They're going to be speaking the language of the Canaanites, right?
[00:29:51.600 --> 00:29:56.600]   And at that time, the Hebrews, Aramaic, Arabic, Syriac, right,
[00:29:56.600 --> 00:29:58.600]   and other languages are there.
[00:29:58.600 --> 00:30:07.600]   So what is the significance of language being united?
[00:30:07.600 --> 00:30:14.600]   What is the first thing to build a relationship in marriage that you need to have?
[00:30:14.600 --> 00:30:16.600]   Communication, right?
[00:30:16.600 --> 00:30:20.600]   So Tower of Babel, when they were united, they worked for evil
[00:30:20.600 --> 00:30:23.600]   to build themselves up and say, "We're going to be like God."
[00:30:23.600 --> 00:30:28.600]   But at the end, when God brings restoration and their love for God is restored,
[00:30:28.600 --> 00:30:31.600]   he said the first thing he's going to do is bring them back together, right?
[00:30:31.600 --> 00:30:33.600]   So they're going to be speaking the same language.
[00:30:33.600 --> 00:30:36.600]   In that day, the people will be united in serving the Lord.
[00:30:36.600 --> 00:30:39.600]   So all these nations that were jockeying and hurting each other
[00:30:39.600 --> 00:30:44.600]   and conquering one another, God's going to, again, conquer all of them.
[00:30:44.600 --> 00:30:49.600]   And those who remain and are repentant are going to be united together.
[00:30:49.600 --> 00:30:52.600]   Again, even though God has a special place for Israel,
[00:30:52.600 --> 00:30:56.600]   his intent is always for the nations, right?
[00:30:56.600 --> 00:30:59.600]   When he called the nation of Israel in Genesis 1, 12, he says,
[00:30:59.600 --> 00:31:03.600]   "Through them, I'm going to bless all these other nations."
[00:31:03.600 --> 00:31:09.600]   So in the end, we see the restoration of all the nations coming back together.
[00:31:09.600 --> 00:31:14.600]   In that day, more enemies, Egypt and Assyria, will enjoy peace and friendship with one another.
[00:31:14.600 --> 00:31:17.600]   You know, I talk about Egypt and Assyria, that they're going to be going back and forth,
[00:31:17.600 --> 00:31:20.600]   it says in that passage, right?
[00:31:20.600 --> 00:31:25.600]   That there's going to be business, there's going to be friendship, right?
[00:31:25.600 --> 00:31:29.600]   Because there's going to be peace.
[00:31:29.600 --> 00:31:36.600]   Which offering in the Old Testament illustrates this?
[00:31:36.600 --> 00:31:41.600]   One of the major offerings.
[00:31:41.600 --> 00:31:44.600]   Peace offering.
[00:31:44.600 --> 00:31:46.600]   Peace offering, right?
[00:31:46.600 --> 00:31:48.600]   So you have five major offerings in the Old Testament.
[00:31:48.600 --> 00:31:53.600]   You have, if we're playing trivia, I'll give you extra points if you do all of them.
[00:31:53.600 --> 00:31:57.600]   But one of the main offerings, or the five offerings, is peace offering.
[00:31:57.600 --> 00:32:00.600]   The peace offering was, they would give the offering,
[00:32:00.600 --> 00:32:03.600]   and they would only burn the stuff that they couldn't eat.
[00:32:03.600 --> 00:32:08.600]   And the meaty stuff, they saved, and then they would end up having a picnic on the side.
[00:32:08.600 --> 00:32:12.600]   So with the priests and with the family members, they would come.
[00:32:12.600 --> 00:32:18.600]   And what that offering signified is that because we have peace with God, we have peace with each other.
[00:32:18.600 --> 00:32:24.600]   And it kind of symbolizes, there is no direct connection from that to the communion table,
[00:32:24.600 --> 00:32:29.600]   but if you understand the significance of the communion table, it's very similar.
[00:32:29.600 --> 00:32:34.600]   That because we have peace with God, we have union with one another.
[00:32:34.600 --> 00:32:36.600]   That's basically the communion table.
[00:32:36.600 --> 00:32:39.600]   And so that's what we see here playing out.
[00:32:39.600 --> 00:32:44.600]   Because now that they have peace with God, that all this contention, all this war and fighting
[00:32:44.600 --> 00:32:48.600]   is going to be done away with, and there's going to be unity and peace.
[00:32:48.600 --> 00:32:53.600]   So again, the teaching is, every generation, they're looking for peace.
[00:32:53.600 --> 00:32:57.600]   You have peace signs. Why can't we have peace? Why can't we just all get along?
[00:32:57.600 --> 00:33:05.600]   But you can change politics, but until sin is eradicated, there will never be peace.
[00:33:05.600 --> 00:33:09.600]   And so again, that's what's being illustrated here.
[00:33:09.600 --> 00:33:15.600]   And finally, "In that day, Israel, Egypt, and Assyria will together be a blessing in the midst of the earth."
[00:33:15.600 --> 00:33:21.600]   That not only will Israel be blessed, that all the other nations will be a blessing as well,
[00:33:21.600 --> 00:33:25.600]   which is what God intended from the beginning.
[00:33:25.600 --> 00:33:43.600]   [inaudible]
[00:33:43.600 --> 00:33:48.600]   Historical, Christological, and then ultimately Second Coming.
[00:33:48.600 --> 00:33:54.600]   [inaudible]
[00:33:54.600 --> 00:33:58.600]   No, historically, I mean, obviously the language, you know,
[00:33:58.600 --> 00:34:05.600]   well, I mean, I guess you can kind of say they were united in Greek, you know.
[00:34:05.600 --> 00:34:11.600]   So language-wise, you could say, "Kh," but united in serving the Lord together?
[00:34:11.600 --> 00:34:15.600]   I don't know if that ever really happened.
[00:34:15.600 --> 00:34:23.600]   Maybe, I guess you could milk it. You can say, "The church," kind of, maybe.
[00:34:23.600 --> 00:34:28.600]   Enjoy peace and friendship? I don't know if that ever happened.
[00:34:28.600 --> 00:34:33.600]   Together, they were a blessing to the earth? So I don't know if that ever happened.
[00:34:33.600 --> 00:34:37.600]   So the first two I can kind of see, but last two, no, I don't.
[00:34:37.600 --> 00:34:46.600]   I can't think of an instance in history where we could say, "Oh, that was the fulfillment."
[00:34:46.600 --> 00:34:51.600]   All right, a few of you entered late, so just kind of reiterate.
[00:34:51.600 --> 00:34:53.600]   Next week, we're having a review.
[00:34:53.600 --> 00:34:57.600]   So I know that the husband and wives kind of go back and forth.
[00:34:57.600 --> 00:35:01.600]   If you are able to make it, I encourage you guys, you know,
[00:35:01.600 --> 00:35:05.600]   I know it's probably--it might be physically impossible because of the children,
[00:35:05.600 --> 00:35:08.600]   but next week, if you feel like you can make it,

