
[00:00:00.000 --> 00:00:05.000]   - Hello, everyone.
[00:19:08.920 --> 00:19:11.080]   Now, giving you a couple tangible examples,
[00:19:11.080 --> 00:19:13.160]   I wanna give you a tangible respect
[00:19:13.160 --> 00:19:14.360]   that I sometimes think about,
[00:19:14.360 --> 00:19:17.800]   and it's the relationship that I have with our elders,
[00:19:17.800 --> 00:19:20.720]   particularly with Elder James, James Hong,
[00:19:20.720 --> 00:19:23.080]   and I'm gonna use him as an example.
[00:19:23.080 --> 00:19:27.560]   Did you know that our friendship has gone now 20 years?
[00:19:27.560 --> 00:19:28.400]   Okay?
[00:19:28.400 --> 00:19:31.360]   He met me when I was a wee little 18-year-old.
[00:19:31.360 --> 00:19:35.400]   James actually was to me in college an older brother,
[00:19:35.400 --> 00:19:38.040]   a true older brother in the faith, okay?
[00:19:38.040 --> 00:19:40.440]   He was actually my small group leader.
[00:19:40.440 --> 00:19:43.160]   He actually helped me sign up for my classes.
[00:19:43.160 --> 00:19:46.040]   I came into UCI as a bitter child
[00:19:46.040 --> 00:19:48.440]   who didn't get into the school that he wanted to,
[00:19:48.440 --> 00:19:50.680]   and I was procrastinating signing up for classes,
[00:19:50.680 --> 00:19:52.760]   and he helped me and showed me the ropes.
[00:19:52.760 --> 00:19:56.440]   He also helped me and showed me the ropes around the school,
[00:19:56.440 --> 00:19:59.120]   and he also challenged me in my faith,
[00:19:59.120 --> 00:20:01.840]   'cause I was essentially a recent convert, so to speak,
[00:20:01.840 --> 00:20:03.960]   just a year into my faith.
[00:20:03.960 --> 00:20:06.000]   And so here's a small group leader of mine
[00:20:06.000 --> 00:20:07.600]   who's been kind of guiding me.
[00:20:07.600 --> 00:20:09.840]   Being an old brother, I would crash at his house,
[00:20:09.840 --> 00:20:13.400]   he would let me just use his stuff, all that kind of thing.
[00:20:13.400 --> 00:20:15.160]   I mean, again, I could just keep going on.
[00:20:15.160 --> 00:20:18.720]   He sold me his bike, all that kind of stuff.
[00:20:18.720 --> 00:20:23.600]   But the cool thing is his love for me as a brother
[00:20:23.600 --> 00:20:25.360]   caused him, when I became a pastor,
[00:20:25.360 --> 00:20:28.440]   he immediately just started to call me Pastor Mark.
[00:20:28.440 --> 00:20:30.800]   I mean, think about how awkward that can be, you know?
[00:20:30.800 --> 00:20:34.000]   I never asked him to call me Pastor Mark, he just said it.
[00:20:34.000 --> 00:20:35.760]   And then as the years went by,
[00:20:35.760 --> 00:20:37.200]   he became an elder at the church,
[00:20:37.200 --> 00:20:39.440]   and then so I call him Elder James,
[00:20:39.440 --> 00:20:42.880]   which essentially in terms of authority at the church,
[00:20:42.880 --> 00:20:46.320]   he has greater authority and say
[00:20:46.320 --> 00:20:48.400]   as to the direction of the church
[00:20:48.400 --> 00:20:50.000]   and the final decisions that we make
[00:20:50.000 --> 00:20:53.120]   in the daily operations of what the church is going to do.
[00:20:53.120 --> 00:20:55.440]   Our relationship is weird.
[00:20:55.440 --> 00:20:56.640]   But I want you to think about this
[00:20:56.640 --> 00:21:00.400]   because the respect is just given mutually.
[00:21:00.400 --> 00:21:04.000]   The kind of respect we have for each other
[00:21:04.000 --> 00:21:06.360]   is in the context of brotherly love,
[00:21:06.360 --> 00:21:09.320]   is in the context of best interest for the church,
[00:21:09.320 --> 00:21:11.440]   and it can be an awesome thing, right?
[00:21:11.440 --> 00:21:13.040]   It can be an awesome thing.
[00:21:13.040 --> 00:21:14.920]   I think about things like submission
[00:21:14.920 --> 00:21:18.040]   and sometimes a lot of people are like, "Whoa."
[00:21:18.040 --> 00:21:19.760]   But the thing about it is, again,
[00:21:19.760 --> 00:21:22.120]   I'm called to submit to my elders,
[00:21:22.120 --> 00:21:24.400]   and I would gladly do it because if you told me,
[00:21:24.400 --> 00:21:25.760]   "Mark, you need to submit to your elders,"
[00:21:25.760 --> 00:21:27.880]   I'm not gonna sit here and be like, "Say what?"
[00:21:27.880 --> 00:21:30.080]   Right, I would sit there and be like, "Gladly."
[00:21:30.080 --> 00:21:30.920]   And I actually tell them,
[00:21:30.920 --> 00:21:33.280]   "Elders, you tell me what you would like to have done,
[00:21:33.280 --> 00:21:34.840]   "I'll do it.
[00:21:34.840 --> 00:21:36.560]   "Say whatever you need, I'll do it."
[00:21:36.560 --> 00:21:37.560]   Why?
[00:21:37.560 --> 00:21:39.200]   Because that submission and respect
[00:21:39.200 --> 00:21:42.160]   happens in the context of trust.
[00:21:42.160 --> 00:21:44.200]   That submission and respect happens in the context
[00:21:44.200 --> 00:21:46.480]   of working together and being like-minded
[00:21:46.480 --> 00:21:48.440]   and united in Christ.
[00:21:48.440 --> 00:21:51.240]   And when that all happens in that context,
[00:21:51.240 --> 00:21:53.800]   it's actually a beautiful thing.
[00:21:53.800 --> 00:21:54.680]   And I love it.
[00:21:54.680 --> 00:21:56.880]   I'm so thankful, so grateful.
[00:21:56.880 --> 00:22:00.920]   Okay, now, at the same time,
[00:22:00.920 --> 00:22:03.280]   I think some people do,
[00:22:03.280 --> 00:22:04.760]   like I can give an example of that,
[00:22:04.760 --> 00:22:06.920]   but a lot of people may give example of,
[00:22:06.920 --> 00:22:09.680]   "Well, what about this time when authority was abused?
[00:22:09.680 --> 00:22:11.280]   "Well, what about this time when we,
[00:22:11.280 --> 00:22:13.080]   "when you have these hierarchies
[00:22:13.080 --> 00:22:15.880]   "and it's gonna be dangerous for everybody, right?"
[00:22:15.880 --> 00:22:16.720]   I get it.
[00:22:16.720 --> 00:22:19.160]   But in terms of the home,
[00:22:19.160 --> 00:22:20.800]   we have to work this way.
[00:22:20.800 --> 00:22:23.040]   So let me just make a quick, quick hermeneutical note,
[00:22:23.040 --> 00:22:24.200]   very fast, okay?
[00:22:24.200 --> 00:22:26.440]   Which is one, we have to ask the question,
[00:22:26.440 --> 00:22:28.320]   as we're studying Ephesians chapter five,
[00:22:28.320 --> 00:22:30.480]   chapter five, verse 21 and on,
[00:22:30.480 --> 00:22:33.920]   what does this passage specifically say in command?
[00:22:33.920 --> 00:22:35.720]   And what's very clear is, again,
[00:22:35.720 --> 00:22:37.480]   without definitions of the word,
[00:22:37.480 --> 00:22:38.880]   it gives a specific command
[00:22:38.880 --> 00:22:40.600]   of what the home is supposed to look like
[00:22:40.600 --> 00:22:42.080]   and what the wife is supposed to do
[00:22:42.080 --> 00:22:45.520]   in terms of both action and attitude towards her husband.
[00:22:45.520 --> 00:22:47.320]   And that's what you call the biblical theology
[00:22:47.320 --> 00:22:49.520]   of what does this passage say?
[00:22:49.520 --> 00:22:52.040]   What does this book in the Bible say?
[00:22:52.040 --> 00:22:52.880]   Okay?
[00:22:52.880 --> 00:22:56.080]   Next, in order to try to understand the concept,
[00:22:56.080 --> 00:22:57.760]   we start to do systematic theology
[00:22:57.760 --> 00:23:01.840]   where we compare to all the other references in the Bible,
[00:23:01.840 --> 00:23:02.800]   right, at this point,
[00:23:02.800 --> 00:23:05.800]   we're still just comparing passage to passage.
[00:23:05.800 --> 00:23:06.640]   And we're saying,
[00:23:06.640 --> 00:23:08.600]   how did this contribute to the concept
[00:23:08.600 --> 00:23:10.600]   in the whole of scripture?
[00:23:10.600 --> 00:23:14.240]   And how all the other passages contribute to this idea?
[00:23:14.240 --> 00:23:15.080]   Okay?
[00:23:15.080 --> 00:23:17.080]   Only then can you ask the question,
[00:23:17.080 --> 00:23:19.160]   well, then how does it apply?
[00:23:19.160 --> 00:23:21.360]   And these instances that I see,
[00:23:21.360 --> 00:23:23.600]   how am I supposed to actually navigate
[00:23:23.600 --> 00:23:24.960]   through the application?
[00:23:24.960 --> 00:23:26.280]   That's your practical theology.
[00:23:26.280 --> 00:23:27.680]   That's your philosophical theology.
[00:23:27.680 --> 00:23:30.120]   How do you make sense of it in the concept
[00:23:30.120 --> 00:23:32.560]   in real world application?
[00:23:32.560 --> 00:23:34.240]   But you can't work backwards and say,
[00:23:34.240 --> 00:23:35.280]   no, no, no, no, no.
[00:23:35.280 --> 00:23:36.120]   We're not gonna do that
[00:23:36.120 --> 00:23:37.840]   because it doesn't make practical sense.
[00:23:37.840 --> 00:23:39.880]   That would be backwards.
[00:23:39.880 --> 00:23:42.400]   The authority of God dictates
[00:23:42.400 --> 00:23:43.800]   that we have to work in this fashion
[00:23:43.800 --> 00:23:45.480]   where first goes, what did he say?
[00:23:45.480 --> 00:23:46.760]   What did he say collectively
[00:23:46.760 --> 00:23:48.960]   that gives us the various principles
[00:23:48.960 --> 00:23:51.000]   that contribute to my understanding?
[00:23:51.000 --> 00:23:52.480]   And then the question becomes,
[00:23:52.480 --> 00:23:54.360]   it may be difficult to apply.
[00:23:54.360 --> 00:23:55.560]   Now, how do I do it?
[00:23:55.560 --> 00:23:56.680]   Okay?
[00:23:56.680 --> 00:24:00.440]   So part of the reason why I think there can be a problem
[00:24:00.440 --> 00:24:03.200]   is because I want to make note.
[00:24:03.200 --> 00:24:06.280]   This passage you might think is very short.
[00:24:06.280 --> 00:24:07.520]   And it is.
[00:24:07.520 --> 00:24:10.040]   Verse 22 to 24, it's just a couple of verses, right?
[00:24:10.040 --> 00:24:11.640]   Three verses.
[00:24:11.640 --> 00:24:14.960]   But notice how this passage tells us
[00:24:14.960 --> 00:24:19.080]   that wise we should be subject to your own husbands
[00:24:19.080 --> 00:24:20.000]   as to the Lord.
[00:24:20.000 --> 00:24:21.480]   And if you look at all these terms
[00:24:21.480 --> 00:24:24.200]   and the rationale and the model behind it,
[00:24:24.200 --> 00:24:25.840]   you realize there are parameters.
[00:24:25.840 --> 00:24:28.360]   And you kind of noticed that that's what I started to do.
[00:24:28.360 --> 00:24:31.560]   This command comes to us in a context.
[00:24:31.560 --> 00:24:35.240]   It does not say, husbands do whatever you want
[00:24:35.240 --> 00:24:36.880]   because you rule.
[00:24:36.880 --> 00:24:38.000]   Do it, right?
[00:24:38.000 --> 00:24:39.880]   That's not what it said.
[00:24:39.880 --> 00:24:42.440]   Neither did it say, listen,
[00:24:42.440 --> 00:24:44.600]   I want you to be subject to your own husbands
[00:24:44.600 --> 00:24:47.800]   as to your boss, to your earthly king.
[00:24:47.800 --> 00:24:49.200]   That's not what it said.
[00:24:49.200 --> 00:24:50.680]   It said, as to the Lord.
[00:24:50.680 --> 00:24:52.360]   I do not think this passage means,
[00:24:52.360 --> 00:24:54.720]   and nobody I think thinks that this passage means
[00:24:54.720 --> 00:24:57.360]   that all of a sudden you become so subservient
[00:24:57.360 --> 00:25:00.200]   to your husband that you are like a child to him
[00:25:00.200 --> 00:25:01.840]   as a parent.
[00:25:01.840 --> 00:25:05.480]   No, your relationship and husband and wife, one.
[00:25:05.480 --> 00:25:07.360]   There's a oneness between you.
[00:25:07.360 --> 00:25:09.080]   And within that oneness,
[00:25:09.080 --> 00:25:11.240]   there's an embedded authority and submission
[00:25:11.240 --> 00:25:13.240]   that is beautiful in the eyes of God
[00:25:13.240 --> 00:25:16.880]   as he has designed it, right?
[00:25:16.880 --> 00:25:18.200]   And I like to say again,
[00:25:18.200 --> 00:25:21.040]   I think people who automatically think that,
[00:25:21.040 --> 00:25:22.640]   oh, this means I have to submit to him
[00:25:22.640 --> 00:25:24.720]   like a commanding officer.
[00:25:24.720 --> 00:25:26.320]   This means I have to submit to him
[00:25:26.320 --> 00:25:28.720]   like some authoritarian dictator.
[00:25:28.720 --> 00:25:31.320]   No, I don't think that is the case.
[00:25:31.320 --> 00:25:34.160]   And then you have to do the work of thinking through
[00:25:34.160 --> 00:25:35.640]   what are the parameters here?
[00:25:35.640 --> 00:25:36.680]   So we begin.
[00:25:36.680 --> 00:25:38.640]   What are the parameters?
[00:25:38.640 --> 00:25:43.480]   One, your willing submission to your husband as a wife
[00:25:43.480 --> 00:25:46.240]   is an act of love and honor.
[00:25:46.240 --> 00:25:47.080]   Why?
[00:25:47.080 --> 00:25:48.800]   Because let's make the observation.
[00:25:48.800 --> 00:25:51.080]   It says, "Wise, be subject to your own husband's
[00:25:51.080 --> 00:25:52.680]   "as to the Lord."
[00:25:52.680 --> 00:25:54.560]   Pause there a little bit.
[00:25:54.560 --> 00:25:56.240]   If your immediate reaction,
[00:25:56.240 --> 00:25:59.040]   when you hear the word, "as to the Lord,"
[00:25:59.040 --> 00:26:01.400]   is like the Lord, right?
[00:26:01.400 --> 00:26:02.520]   Yes, me Lord.
[00:26:02.520 --> 00:26:05.040]   Like if that's what you're thinking,
[00:26:05.040 --> 00:26:07.280]   then now all of a sudden it's like a question.
[00:26:07.280 --> 00:26:10.680]   It's like, what did you think about the Lord?
[00:26:10.680 --> 00:26:13.560]   What is your perception of your Lord?
[00:26:13.560 --> 00:26:16.160]   Because some people are like, "Lord," you know?
[00:26:16.160 --> 00:26:17.920]   And some people are like, "Lord," right?
[00:26:17.920 --> 00:26:20.280]   Like, that's different.
[00:26:20.280 --> 00:26:24.040]   And so if you felt like Lord meant that guy over there
[00:26:24.040 --> 00:26:29.000]   who, yes, I'm supposed to submit to and love,
[00:26:29.000 --> 00:26:31.360]   but him just being there just makes me feel guilty
[00:26:31.360 --> 00:26:33.040]   and pressured, I get it.
[00:26:33.040 --> 00:26:34.560]   I have to submit to him.
[00:26:34.560 --> 00:26:36.320]   Then yeah, you're gonna feel the exact same way
[00:26:36.320 --> 00:26:38.200]   that perhaps your husband, that guy,
[00:26:38.200 --> 00:26:40.920]   I know I'm supposed to.
[00:26:40.920 --> 00:26:45.840]   That attitude really should not be the case, right?
[00:26:45.840 --> 00:26:47.160]   Because truthfully speaking,
[00:26:47.160 --> 00:26:48.680]   when you think about your Lord,
[00:26:48.680 --> 00:26:51.680]   you should be thinking, "Precious Jesus who loves me."
[00:26:51.680 --> 00:26:53.920]   You know what else I wanna highlight for you?
[00:26:53.920 --> 00:26:55.360]   I wanna highlight for you this,
[00:26:55.360 --> 00:26:58.200]   just one single word, "Om."
[00:26:58.200 --> 00:27:00.760]   And what you'll notice is that in the other passages
[00:27:00.760 --> 00:27:03.560]   in 1 Peter, in the passages of Titus,
[00:27:03.640 --> 00:27:06.520]   in the other passages that describes marriage,
[00:27:06.520 --> 00:27:09.400]   God expects the marriage to be intimate,
[00:27:09.400 --> 00:27:12.840]   one, united, exclusive, committed thing.
[00:27:12.840 --> 00:27:15.040]   It's supposed to be beautiful.
[00:27:15.040 --> 00:27:18.800]   And you and your Lord are supposed to have that, right?
[00:27:18.800 --> 00:27:23.000]   You and your Lord are supposed to have such an exclusive,
[00:27:23.000 --> 00:27:26.480]   pure, undefiled relationship
[00:27:26.480 --> 00:27:30.000]   that your love can freely just flow.
[00:27:30.000 --> 00:27:31.280]   All the love you have in your heart,
[00:27:31.280 --> 00:27:33.000]   you could just give it without like,
[00:27:33.000 --> 00:27:34.360]   "Is he gonna take advantage of me?
[00:27:34.360 --> 00:27:36.720]   Like, is he gonna essentially screw me over?"
[00:27:36.720 --> 00:27:40.480]   Like, that kind of fear is not there with Christ
[00:27:40.480 --> 00:27:42.160]   because we trust him.
[00:27:42.160 --> 00:27:44.200]   And the idea here is you need to be subject
[00:27:44.200 --> 00:27:47.480]   to your own husband, not to every man out there,
[00:27:47.480 --> 00:27:48.560]   not to all the dudes,
[00:27:48.560 --> 00:27:52.880]   it's to your own husbands as to the Lord.
[00:27:52.880 --> 00:27:57.880]   And so this exercise of submission is in that context.
[00:27:57.880 --> 00:28:00.880]   And here's another observation.
[00:28:00.880 --> 00:28:02.120]   Notice how it says,
[00:28:02.120 --> 00:28:06.120]   "For the rationale is for the husband is the head."
[00:28:06.120 --> 00:28:06.960]   Okay?
[00:28:06.960 --> 00:28:10.800]   And so what you have there is that there is a design of God
[00:28:10.800 --> 00:28:13.880]   where he has instilled in the husband position
[00:28:13.880 --> 00:28:16.200]   and role a headship.
[00:28:16.200 --> 00:28:17.320]   And what I'd like to highlight for you
[00:28:17.320 --> 00:28:20.400]   is this other passage in 1 Peter 2
[00:28:20.400 --> 00:28:23.840]   that describes when we respect the design of God
[00:28:23.840 --> 00:28:27.800]   in hierarchy and authority, we are doing him honor.
[00:28:27.800 --> 00:28:29.880]   We're acting like honorable people.
[00:28:29.880 --> 00:28:30.720]   Check this out.
[00:28:30.720 --> 00:28:33.520]   Verse 16 of 1 Peter 2.
[00:28:33.520 --> 00:28:36.960]   "Act as free men and do not use your freedom
[00:28:36.960 --> 00:28:38.760]   as a covering for evil,
[00:28:38.760 --> 00:28:41.160]   but use it as bond slaves of God.
[00:28:41.160 --> 00:28:43.560]   Honor all people, love the brotherhood,
[00:28:43.560 --> 00:28:45.200]   fear God and honor the King."
[00:28:45.200 --> 00:28:46.040]   You see that?
[00:28:46.040 --> 00:28:49.040]   It's like basically do what's right in the eyes of God.
[00:28:49.040 --> 00:28:51.400]   Respect what he's designed.
[00:28:51.400 --> 00:28:54.600]   Know how to behave like an individual who is in control
[00:28:54.600 --> 00:28:56.640]   and not just, you know, rebellious
[00:28:56.640 --> 00:28:58.000]   and doing whatever I want.
[00:28:58.000 --> 00:29:00.920]   "Servants be submissive to your masters with all respect,
[00:29:00.920 --> 00:29:02.960]   not only to those who are good and gentle,
[00:29:02.960 --> 00:29:05.040]   but also to those who are unreasonable,
[00:29:05.040 --> 00:29:06.760]   for this finds favor.
[00:29:06.760 --> 00:29:09.040]   If for the sake of conscience toward God,
[00:29:09.040 --> 00:29:14.040]   a person bears up under sorrows when suffering unjustly."
[00:29:14.040 --> 00:29:15.560]   This is honorable.
[00:29:15.560 --> 00:29:17.560]   And notice this passage doesn't have anything
[00:29:17.560 --> 00:29:18.720]   about wives and husbands,
[00:29:18.720 --> 00:29:19.840]   but it has everything to do
[00:29:19.840 --> 00:29:23.080]   about all the other relationships in your life
[00:29:23.080 --> 00:29:26.160]   where authority and submission are exercised.
[00:29:26.160 --> 00:29:27.400]   Okay?
[00:29:27.400 --> 00:29:30.480]   So I want you to think about this again,
[00:29:30.480 --> 00:29:35.360]   that the honoring of the design of God in the hierarchy
[00:29:35.360 --> 00:29:38.320]   is actually something pleasing in the eyes of God
[00:29:38.320 --> 00:29:42.920]   and not necessarily heinous and abhorrent or injustice.
[00:29:42.920 --> 00:29:45.360]   Now, there can be a counter argument here.
[00:29:45.360 --> 00:29:48.720]   And the counter argument, it could be,
[00:29:48.720 --> 00:29:53.320]   okay, I get that the design is supposed to be such a way,
[00:29:53.320 --> 00:29:57.200]   but my husband is not Jesus.
[00:29:57.200 --> 00:30:02.200]   I still know I'm supposed to submit as unto Christ,
[00:30:02.200 --> 00:30:05.160]   as fitting as to Christ,
[00:30:05.160 --> 00:30:06.680]   but what if maybe you're not married
[00:30:06.680 --> 00:30:07.520]   and you're kind of worried,
[00:30:07.520 --> 00:30:09.400]   like what if he's so far from Jesus?
[00:30:09.400 --> 00:30:12.040]   Like he's not even a third of the man that Jesus was,
[00:30:12.040 --> 00:30:13.120]   or maybe you're thinking like,
[00:30:13.120 --> 00:30:15.920]   yeah, I wish I could, but he makes it hard.
[00:30:15.920 --> 00:30:19.120]   I wonder if that could be a counter argument
[00:30:19.120 --> 00:30:21.520]   and I understand that part.
[00:30:21.520 --> 00:30:23.960]   And that leads me into the next point.
[00:30:23.960 --> 00:30:25.360]   Point number four,
[00:30:25.360 --> 00:30:28.600]   your willing submission is a powerful trust in Christ,
[00:30:28.600 --> 00:30:31.800]   a powerful, an amazing trust in Christ.
[00:30:31.800 --> 00:30:33.880]   And that is our faith,
[00:30:33.880 --> 00:30:38.880]   where we trust the sovereign power of God in Christ.
[00:30:38.880 --> 00:30:40.920]   'Cause I get the argument
[00:30:40.920 --> 00:30:44.120]   that a man can be insensitive, thoughtless,
[00:30:44.120 --> 00:30:47.040]   and just kind of baffling
[00:30:47.040 --> 00:30:50.560]   in terms of the kind of harm and pain he could do
[00:30:50.560 --> 00:30:51.760]   because he's not thinking,
[00:30:51.760 --> 00:30:54.200]   or he could be unintentionally proud,
[00:30:54.200 --> 00:30:58.400]   sometimes angry and filled with all kinds of strange,
[00:30:58.400 --> 00:31:00.520]   but also perverse desires.
[00:31:00.520 --> 00:31:01.360]   Why do I say that?
[00:31:01.360 --> 00:31:03.040]   Because if I look at myself,
[00:31:03.040 --> 00:31:04.400]   I have done all those things.
[00:31:04.400 --> 00:31:06.040]   Have I been insensitive, thoughtless,
[00:31:06.040 --> 00:31:07.200]   very careless and hurtful?
[00:31:07.200 --> 00:31:08.560]   The answer is yes.
[00:31:08.560 --> 00:31:12.480]   And I get the argument that he is not Jesus,
[00:31:12.480 --> 00:31:13.800]   and so this is difficult.
[00:31:13.800 --> 00:31:16.080]   Again, understood.
[00:31:16.080 --> 00:31:21.680]   However, notice that this passage,
[00:31:21.680 --> 00:31:25.760]   when it says be subject to your own husbands,
[00:31:25.760 --> 00:31:27.120]   it has no qualifier.
[00:31:27.120 --> 00:31:31.080]   There is no, when he's really thinking of you
[00:31:31.080 --> 00:31:34.280]   and he acts like Jesus, there's no qualifier.
[00:31:34.280 --> 00:31:37.200]   What's more, please observe that the passage says
[00:31:37.200 --> 00:31:38.760]   that this is the way you ought to behave
[00:31:38.760 --> 00:31:41.240]   towards your husbands in everything.
[00:31:41.240 --> 00:31:44.400]   Well, the reason why I say there's no qualifier,
[00:31:44.400 --> 00:31:47.280]   because in everything has no qualifier.
[00:31:47.280 --> 00:31:51.240]   What's more, the position for the lady I understand.
[00:31:51.240 --> 00:31:53.680]   Is a position of vulnerability.
[00:31:53.680 --> 00:31:58.160]   But likewise is our entire salvation.
[00:31:58.160 --> 00:32:01.800]   Likewise is so many other facets of our lives.
[00:32:01.800 --> 00:32:03.440]   So what am I saying here?
[00:32:03.440 --> 00:32:08.440]   Please understand that yes, this can be very difficult
[00:32:08.440 --> 00:32:13.360]   and I wonder sometimes, wow, the lady in the relationship
[00:32:13.360 --> 00:32:17.560]   has perhaps an even more difficult expectation from God
[00:32:17.560 --> 00:32:19.200]   than of the man.
[00:32:19.200 --> 00:32:22.280]   Because she must then subject herself to this kind
[00:32:22.280 --> 00:32:25.760]   of powerful trust that God will take care of me.
[00:32:25.760 --> 00:32:28.680]   That obeying God is gonna be fruitful,
[00:32:28.680 --> 00:32:30.560]   even if that man's not fruitful.
[00:32:30.560 --> 00:32:34.400]   And who will honor me is my Lord.
[00:32:34.400 --> 00:32:38.040]   That's a powerful statement.
[00:32:38.040 --> 00:32:40.280]   And so when I look at this passage,
[00:32:40.280 --> 00:32:42.120]   and first Peter, remember I said I was gonna refer
[00:32:42.120 --> 00:32:43.800]   to it a lot, look at it, it says,
[00:32:43.800 --> 00:32:46.120]   in the same way you wives be submissive
[00:32:46.120 --> 00:32:49.080]   to your own husbands so that even if any of them
[00:32:49.080 --> 00:32:52.680]   are disobedient to the word, they may be won
[00:32:52.680 --> 00:32:55.880]   without a word by the behavior of their wives.
[00:32:55.880 --> 00:32:58.960]   And then he says, and as they observe your chast
[00:32:58.960 --> 00:33:01.720]   and respectful behavior, your adornment must not be
[00:33:01.720 --> 00:33:04.720]   merely external, braiding of hair, wearing of gold jewelry,
[00:33:04.720 --> 00:33:06.240]   or putting on dresses.
[00:33:06.240 --> 00:33:07.760]   But you know why he says that?
[00:33:07.760 --> 00:33:10.520]   It's because when it's not working,
[00:33:10.520 --> 00:33:12.280]   and you're not getting the respect,
[00:33:12.280 --> 00:33:14.560]   and you're not getting the kind of love,
[00:33:14.560 --> 00:33:16.040]   you could resort to manipulation.
[00:33:16.040 --> 00:33:18.240]   You could resort to other means to make yourself
[00:33:18.240 --> 00:33:20.400]   more desirable to your husband.
[00:33:20.400 --> 00:33:22.920]   But rather than resorting to human wisdom,
[00:33:22.920 --> 00:33:25.160]   rather than resorting to your own flesh,
[00:33:25.160 --> 00:33:26.680]   what do these ladies do?
[00:33:26.680 --> 00:33:30.480]   They let it be the hidden person of the heart
[00:33:30.480 --> 00:33:32.400]   with the imperishable quality of a gentle
[00:33:32.400 --> 00:33:36.160]   and quiet spirit which is precious in the sight of God.
[00:33:36.160 --> 00:33:38.040]   For in this way, in former times,
[00:33:38.040 --> 00:33:41.280]   the holy women also, who did what?
[00:33:41.280 --> 00:33:43.640]   Who hoped in God.
[00:33:43.640 --> 00:33:45.880]   They didn't hope that, and again,
[00:33:45.880 --> 00:33:47.440]   he's gonna reference Sarah and stuff,
[00:33:47.440 --> 00:33:50.000]   they didn't hope that Abraham would come around.
[00:33:50.000 --> 00:33:51.920]   They didn't hope that Moses would be better.
[00:33:51.920 --> 00:33:54.240]   They didn't put their hope in themselves
[00:33:54.240 --> 00:33:57.840]   or in man they hoped in God, used to adorn themselves,
[00:33:57.840 --> 00:34:00.280]   being submissive to their own husband.
[00:34:00.280 --> 00:34:02.960]   Just as Sarah obeyed Abraham, calling him Lord,
[00:34:02.960 --> 00:34:06.720]   and you have become her children if you do what is right,
[00:34:06.720 --> 00:34:10.200]   if you behave honorably without being frightened
[00:34:10.200 --> 00:34:12.440]   by any fear.
[00:34:13.800 --> 00:34:18.800]   So, truthfully speaking, when we see individuals
[00:34:18.800 --> 00:34:22.240]   who do not resort to their human flesh,
[00:34:22.240 --> 00:34:24.680]   bitterness, anger, retaliation,
[00:34:24.680 --> 00:34:27.720]   but rather entrust themselves over to God,
[00:34:27.720 --> 00:34:31.960]   we see an incredible power.
[00:34:31.960 --> 00:34:33.000]   That's strength.
[00:34:33.000 --> 00:34:37.400]   And again, I wanna say, continuing on,
[00:34:37.400 --> 00:34:41.840]   this really is appropriate because
[00:34:41.840 --> 00:34:43.640]   in terms of that little statement earlier
[00:34:43.640 --> 00:34:45.000]   when I highlighted that he says
[00:34:45.000 --> 00:34:46.640]   he himself is the savior of the body,
[00:34:46.640 --> 00:34:50.440]   you see the reflection of what's happening here.
[00:34:50.440 --> 00:34:53.160]   You see the picture that's being painted.
[00:34:53.160 --> 00:34:58.160]   Jesus, man, Jesus is the savior of the church.
[00:34:58.160 --> 00:35:00.400]   Jesus is the head of the church.
[00:35:00.400 --> 00:35:03.840]   The position and the role-playing that is happening
[00:35:03.840 --> 00:35:05.440]   is reflective of the vulnerability
[00:35:05.440 --> 00:35:08.360]   and the dependency that every human being has,
[00:35:08.360 --> 00:35:12.320]   but God wants the woman to exhibit it as a model.
[00:35:12.320 --> 00:35:15.000]   And so I go to my last point, which is,
[00:35:15.000 --> 00:35:18.320]   your willing submission is a beautiful reflection
[00:35:18.320 --> 00:35:20.760]   of the gospel, okay?
[00:35:20.760 --> 00:35:23.240]   It's a beautiful reflection of the gospel.
[00:35:23.240 --> 00:35:24.800]   Why?
[00:35:24.800 --> 00:35:27.120]   Apostle Paul straight up says, verse 32,
[00:35:27.120 --> 00:35:29.280]   "This mystery is great, but I am speaking
[00:35:29.280 --> 00:35:33.480]   "with reference to Christ and the church."
[00:35:33.480 --> 00:35:36.560]   The rationale given is not so much the rationale,
[00:35:36.560 --> 00:35:37.800]   like, guys, this is gonna work out,
[00:35:37.800 --> 00:35:39.000]   and then next thing you know,
[00:35:39.000 --> 00:35:40.800]   you're just gonna have better children.
[00:35:40.800 --> 00:35:43.360]   You're like, children are gonna be raised in a better home,
[00:35:43.360 --> 00:35:44.560]   and it's gonna be great for the, you know,
[00:35:44.560 --> 00:35:47.760]   he says, "This is picturing something
[00:35:47.760 --> 00:35:51.800]   "of incredible magnitude, which is our salvation."
[00:35:51.800 --> 00:35:54.760]   The gospel is so important.
[00:35:54.760 --> 00:35:59.480]   I have now used your role as wife to picture it.
[00:35:59.480 --> 00:36:02.760]   The gospel is so important.
[00:36:02.760 --> 00:36:05.800]   I have used the role of the husband to picture it,
[00:36:05.800 --> 00:36:09.480]   and therefore, we must reflect the relationship
[00:36:09.480 --> 00:36:12.000]   between the Savior and his people.
[00:36:12.000 --> 00:36:13.200]   That's what he's saying.
[00:36:13.200 --> 00:36:17.840]   When we recognize the headship role,
[00:36:17.840 --> 00:36:22.840]   and we are responding, this volitional act of submission
