
[00:00:00.000 --> 00:00:04.380]   Good morning.
[00:22:17.220 --> 00:22:18.220]   Look what he says.
[00:22:18.220 --> 00:22:21.940]   "Then the Lord said to Cain, 'Why are you angry?
[00:22:21.940 --> 00:22:24.700]   And why has your countenance fallen?
[00:22:24.700 --> 00:22:29.420]   If you do well, will not your countenance be lifted up?'"
[00:22:29.420 --> 00:22:34.660]   If you do well, basically meaning if you follow what I told you to do, if you did what Abel
[00:22:34.660 --> 00:22:39.220]   did, God is giving him an opportunity to repent.
[00:22:39.220 --> 00:22:42.660]   He's not saying you did it wrong so you're going to die tomorrow.
[00:22:42.660 --> 00:22:43.660]   He says no.
[00:22:43.660 --> 00:22:48.860]   He said your whole situation would change if you would just repent.
[00:22:48.860 --> 00:22:55.460]   Instead of being angry and jealous and having a serious countenance, if you do well, wouldn't
[00:22:55.460 --> 00:22:57.140]   your situation change?
[00:22:57.140 --> 00:23:02.780]   And if you do not do well, if you choose to remain on this path, he says sin is crouching
[00:23:02.780 --> 00:23:07.540]   at the door and its desire is for you, but you must master it.
[00:23:07.540 --> 00:23:13.100]   If your pride and anger and jealousy, if you embrace that and allow that to percolate and
[00:23:13.100 --> 00:23:17.980]   bear fruit, he says sin basically is going to master you.
[00:23:17.980 --> 00:23:25.180]   Either you repent and get it right and master it, or you allow it to percolate and bear
[00:23:25.180 --> 00:23:26.620]   fruit.
[00:23:26.620 --> 00:23:28.980]   And we know exactly what happens.
[00:23:28.980 --> 00:23:35.980]   Cain chooses to embrace this sin, and in his anger, he becomes the first murderer in human
[00:23:35.980 --> 00:23:38.140]   history.
[00:23:38.140 --> 00:23:43.500]   In fact, in the book of Jude, verse 10 and 11, it describes, God describes Cain's sin
[00:23:43.500 --> 00:23:48.220]   this way, "But these men revile the things which they do not understand, and the things
[00:23:48.220 --> 00:23:51.380]   which they know by instinct.
[00:23:51.380 --> 00:23:54.940]   Like unreasoning animals, by these things they are destroyed.
[00:23:54.940 --> 00:23:59.340]   Woe to them, for they have gone the way of Cain."
[00:23:59.340 --> 00:24:00.580]   What is the way of Cain?
[00:24:00.580 --> 00:24:02.140]   Like an animal.
[00:24:02.140 --> 00:24:04.780]   He just does whatever he feels.
[00:24:04.780 --> 00:24:09.060]   And that's the difference between an animal and a human being.
[00:24:09.060 --> 00:24:11.820]   He says he just does whatever.
[00:24:11.820 --> 00:24:18.900]   An unreasoning animal who knows by instinct, he just does whatever he feels like.
[00:24:18.900 --> 00:24:19.900]   Whatever comes easiest.
[00:24:19.900 --> 00:24:23.820]   I mean, animals don't have priorities.
[00:24:23.820 --> 00:24:26.700]   They don't sit down and make a list of these are important things that I need to get to
[00:24:26.700 --> 00:24:29.260]   today and these are not important things that I don't need to get to.
[00:24:29.260 --> 00:24:31.620]   These are things that I prioritize, these are things I don't need.
[00:24:31.620 --> 00:24:33.060]   They don't live like that.
[00:24:33.060 --> 00:24:37.140]   So something that they like, they want it.
[00:24:37.140 --> 00:24:39.260]   You know, they get excited about something, they run.
[00:24:39.260 --> 00:24:40.780]   They get scared, they stop.
[00:24:40.780 --> 00:24:42.780]   They get tired, they sleep.
[00:24:42.780 --> 00:24:47.100]   If they're tired of sleeping, they get up and they run.
[00:24:47.100 --> 00:24:50.120]   That's what he's describing the sin of Cain.
[00:24:50.120 --> 00:24:54.380]   He's living by his flesh, whatever satisfies him.
[00:24:54.380 --> 00:24:59.660]   The Bible describes the sin of Israel repeatedly over and over again in the same way.
[00:24:59.660 --> 00:25:04.100]   He says in the book of Judges, their primary sin, every time God would be gracious and
[00:25:04.100 --> 00:25:08.220]   bring revival, they would fall right back into that sin because everyone did what was
[00:25:08.220 --> 00:25:11.580]   right in their own eyes.
[00:25:11.580 --> 00:25:18.300]   Instead of following Christ or following God's precepts, everyone did what was right in their
[00:25:18.300 --> 00:25:21.260]   own eyes over and over and over again.
[00:25:21.260 --> 00:25:30.020]   The Bible describes man's rebellion as simply doing and following and chasing what we want.
[00:25:30.020 --> 00:25:37.900]   And most of the greatest temptations in life are not obviously sinful.
[00:25:37.900 --> 00:25:40.020]   It's just, that's what I want.
[00:25:40.020 --> 00:25:41.020]   That's what I desire.
[00:25:41.020 --> 00:25:44.160]   I'm going to give to God whatever is convenient to me.
[00:25:44.160 --> 00:25:46.980]   And beyond that, that's for the fanatics.
[00:25:46.980 --> 00:25:50.220]   So I'm satisfied with just being a fan of who he is.
[00:25:50.220 --> 00:25:54.500]   I'm going to give you another outdated song, Frank Sinatra.
[00:25:54.500 --> 00:25:55.500]   Right?
[00:25:55.500 --> 00:25:57.420]   Some of you guys, most of you guys probably know who he is.
[00:25:57.420 --> 00:25:59.100]   You guys know who Frank Sinatra is?
[00:25:59.100 --> 00:26:00.100]   Okay.
[00:26:00.100 --> 00:26:02.900]   So this guy is big enough that you guys would know.
[00:26:02.900 --> 00:26:05.540]   He has a song called "I Did It My Way."
[00:26:05.540 --> 00:26:07.780]   I'm not going to read the whole thing, but just the first verse.
[00:26:07.780 --> 00:26:12.180]   "And now the end is near, and so I face the final curtain.
[00:26:12.180 --> 00:26:18.060]   My friends, I'll say it clear, I'll state my case of which I'm certain.
[00:26:18.060 --> 00:26:20.340]   I've lived a life that's full.
[00:26:20.340 --> 00:26:23.580]   I traveled each and every highway.
[00:26:23.580 --> 00:26:30.860]   But more, much more than this, I did it my way."
[00:26:30.860 --> 00:26:36.700]   What he describes here in this song, the Bible describes as a way of destruction.
[00:26:36.700 --> 00:26:42.340]   It is broad, it is easy, it is convenient, and you just make decisions and you just do
[00:26:42.340 --> 00:26:45.620]   whatever comes natural to you.
[00:26:45.620 --> 00:26:51.360]   And what our flesh naturally desires is a road to destruction.
[00:26:51.360 --> 00:26:56.660]   In Proverbs 12-14 it says, "There is a way which seems right to a man, but its end is
[00:26:56.660 --> 00:26:59.220]   the way of death.
[00:26:59.220 --> 00:27:03.940]   Even in laughter, the heart may be in pain."
[00:27:03.940 --> 00:27:08.780]   You ever experience that, even as a Christian, where you know you're not walking right with
[00:27:08.780 --> 00:27:10.060]   God?
[00:27:10.060 --> 00:27:13.860]   And maybe you made some money, maybe your business did well, maybe your children were
[00:27:13.860 --> 00:27:17.980]   sick and then they became healthy, but even in the midst of that, you know that you are
[00:27:17.980 --> 00:27:23.860]   not walking the way God wants you to walk, and even in the midst of success, you experience
[00:27:23.860 --> 00:27:26.580]   emptiness and pain.
[00:27:26.580 --> 00:27:29.660]   That's what he's describing here.
[00:27:29.660 --> 00:27:36.700]   Because true life is only when we are connected to the author of life.
[00:27:36.700 --> 00:27:41.340]   So if you experience, if you're chasing after life outside of Christ, that's what he's describing
[00:27:41.340 --> 00:27:42.340]   here.
[00:27:42.340 --> 00:27:45.540]   And in the end, joy may be grief.
[00:27:45.540 --> 00:27:52.420]   That all your life, you experience one success after another success, after another success,
[00:27:52.420 --> 00:27:57.540]   and all your life, you can tell other people, "If you do what I do, you can be successful.
[00:27:57.540 --> 00:27:58.580]   You can make all the money."
[00:27:58.580 --> 00:28:03.940]   And your life may be written in a book, saying that, "If you really want to be successful,
[00:28:03.940 --> 00:28:05.860]   do this, because this is what I did."
[00:28:05.860 --> 00:28:10.580]   And at the end of that, he says, "It's grief."
[00:28:10.580 --> 00:28:16.460]   Because the only true life is found when we are connected to the author of life.
[00:28:16.460 --> 00:28:21.020]   The backslider in heart will have his fill of his own ways.
[00:28:21.020 --> 00:28:26.380]   A backslider in heart will have his fill of his own way.
[00:28:26.380 --> 00:28:32.340]   He will continue to make decisions and go after things according to what he desires,
[00:28:32.340 --> 00:28:37.660]   but a good man will be established or be satisfied with his.
[00:28:37.660 --> 00:28:43.060]   The distinction between Abel's offering and Cain's offering is a distinction between life
[00:28:43.060 --> 00:28:45.140]   and death.
[00:28:45.140 --> 00:28:51.180]   God warns Cain that sin is crouching at your door, that this temptation is going to overpower
[00:28:51.180 --> 00:28:54.820]   you and lead you to destruction.
[00:28:54.820 --> 00:29:04.340]   See, what we need to pay attention to here is faulty worship was what led to the first
[00:29:04.340 --> 00:29:05.340]   murder.
[00:29:05.340 --> 00:29:08.260]   Let me say that again.
[00:29:08.260 --> 00:29:11.940]   Faulty worship is what led to the first murder.
[00:29:11.940 --> 00:29:15.260]   Now you may say, "You know, that's kind of hyperbole.
[00:29:15.260 --> 00:29:16.260]   You're exaggerating."
[00:29:16.260 --> 00:29:19.280]   It's not directly connected.
[00:29:19.280 --> 00:29:22.960]   But I think that's exactly the point that he's trying to make.
[00:29:22.960 --> 00:29:27.380]   Because God created us for the purpose of worship, when we're not satisfied with the
[00:29:27.380 --> 00:29:30.520]   Creator, we end up chasing after the creation.
[00:29:30.520 --> 00:29:34.420]   And when we chase after the creation, there comes covening, there comes slander, there
[00:29:34.420 --> 00:29:36.340]   comes murder.
[00:29:36.340 --> 00:29:45.740]   All the other sins come as a result of forsaking the ultimate object of our worship.
[00:29:45.740 --> 00:29:54.080]   Whatever causes us to give defective worship is an open door to all kinds of temptations.
[00:29:54.080 --> 00:29:59.020]   We cannot give true worship on our terms.
[00:29:59.020 --> 00:30:04.100]   We do not come and reconcile by our terms and by whatever is the most convenient for
[00:30:04.100 --> 00:30:05.100]   us.
[00:30:05.100 --> 00:30:09.300]   But here's the second part.
[00:30:09.300 --> 00:30:13.380]   Abel's sacrifice left a testimony and speaks to us even to this day.
[00:30:13.380 --> 00:30:14.380]   It made him righteous.
[00:30:14.380 --> 00:30:19.580]   So we may look at that and say, "Well, maybe because Abel was smart and Abel gave what
[00:30:19.580 --> 00:30:23.060]   was best and he worked harder than Cain."
[00:30:23.060 --> 00:30:24.060]   That's not what he's pointing to.
[00:30:24.060 --> 00:30:31.220]   He says it made him righteous and it gave him a testimony which still speaks to us today.
[00:30:31.220 --> 00:30:38.260]   So what is it about that that points to speaking to us today and furthermore?
[00:30:38.260 --> 00:30:40.420]   It's pretty clear.
[00:30:40.420 --> 00:30:44.820]   Now we know that animal sacrifice, like there is no mention of that in Genesis chapter 3,
[00:30:44.820 --> 00:30:47.260]   saying like this is the only way of atonement.
[00:30:47.260 --> 00:30:53.180]   But in Genesis chapter 3, we have what's called the proto-evangelium, which translation means
[00:30:53.180 --> 00:30:55.300]   first gospel.
[00:30:55.300 --> 00:31:02.140]   As soon as they fall, God has a plan that the serpent is going to bruise the heel of
[00:31:02.140 --> 00:31:05.860]   the woman's seed and the seed is going to crush the head of the serpent.
[00:31:05.860 --> 00:31:10.660]   And that's the description of how Jesus is going to come and he's going to overpower
[00:31:10.660 --> 00:31:12.700]   the accuser.
[00:31:12.700 --> 00:31:15.940]   Now that's not explained, but when we know what's going on in the New Testament, we look
[00:31:15.940 --> 00:31:18.760]   back at that and say clearly he left evidence of that.
[00:31:18.760 --> 00:31:25.060]   And so when we get to chapter 4, he says Abel gives blood sacrifice, which is acceptable
[00:31:25.060 --> 00:31:26.140]   to him.
[00:31:26.140 --> 00:31:31.340]   It doesn't describe for us how much they understood what was going on.
[00:31:31.340 --> 00:31:35.740]   Even though we started through the book of Leviticus, Leviticus, all the offerings that
[00:31:35.740 --> 00:31:40.380]   were given in the book of Leviticus was not the first time they did that.
[00:31:40.380 --> 00:31:45.020]   You see it in Deuteronomy, you see it in Exodus, you see it all over Genesis, and you see it
[00:31:45.020 --> 00:31:51.420]   as early as Genesis chapter 4, that there was an understanding that is not explained
[00:31:51.420 --> 00:31:52.420]   to us.
[00:31:52.420 --> 00:31:56.380]   There was an understanding that blood sacrifice was necessary.
[00:31:56.380 --> 00:32:01.100]   And so when Abel gave his offering, not only was it the best, not only did he follow the
[00:32:01.100 --> 00:32:08.500]   prescription, his blood sacrifice pointed to something that was coming.
[00:32:08.500 --> 00:32:11.500]   And clearly we, you and I know what that is.
[00:32:11.500 --> 00:32:17.180]   In Hebrews chapter 9, 22, in Leviticus 17, 11 it says, "Without the shedding of blood,
[00:32:17.180 --> 00:32:20.260]   there is no forgiveness of sins."
[00:32:20.260 --> 00:32:24.860]   The only way that even with our best effort that we can reconcile with this God is through
[00:32:24.860 --> 00:32:26.940]   the blood sacrifice of Jesus Christ.
[00:32:26.940 --> 00:32:31.580]   Hebrews chapter 12, verse 24, "And to Jesus, the medium of our new covenant, and to the
[00:32:31.580 --> 00:32:38.220]   sprinkled blood which speaks better than the blood of Abel."
[00:32:38.220 --> 00:32:44.540]   Abel was just a precursor, a foreshadow of what he was going to do to reconcile people
[00:32:44.540 --> 00:32:46.900]   to himself.
[00:32:46.900 --> 00:32:54.740]   So right off the bat, in Genesis chapter 3 and chapter 4, God is foreshadowing a way
[00:32:54.740 --> 00:32:58.460]   for sinners to be reconciled to him from the get-go.
[00:32:58.460 --> 00:33:02.940]   So the gospel is not introduced to us in John 3, 16.
[00:33:02.940 --> 00:33:06.980]   The good news was embedded according to Ephesians when?
[00:33:06.980 --> 00:33:10.700]   Before even the creation of the world, before you and I could even understand.
[00:33:10.700 --> 00:33:17.720]   Even before this event, God had plans to reconcile sinners to himself.
[00:33:17.720 --> 00:33:24.860]   So chapter 4 is describing to us, or verse 4 in this passage is describing to us, a way
[00:33:24.860 --> 00:33:29.660]   for mankind to reestablish the worship.
[00:33:29.660 --> 00:33:36.820]   Because it is only when we become true worshipers of God, we truly live.
[00:33:36.820 --> 00:33:40.660]   So many people interpret John chapter 10, verse 10, when Jesus says, "I have come to
[00:33:40.660 --> 00:33:43.700]   give life and to give this life abundantly."
[00:33:43.700 --> 00:33:47.380]   And they wonder why, "If God came to give me life abundantly, how come I'm having such
[00:33:47.380 --> 00:33:49.740]   a hard time paying bills?
[00:33:49.740 --> 00:33:52.580]   How come I have such a hard time with my family?
[00:33:52.580 --> 00:33:56.500]   How come I have such a hard time to getting promoted at work because he said he's going
[00:33:56.500 --> 00:33:59.820]   to make my life abundant?"
[00:33:59.820 --> 00:34:05.140]   But the abundant life that he's referring to is not an abundant life here.
[00:34:05.140 --> 00:34:11.260]   It's only life that you can have when you are reconnected with the author of life.
[00:34:11.260 --> 00:34:15.380]   And only when you're reconnected with the author of life.
[00:34:15.380 --> 00:34:20.780]   So the greater of a fan, greater of a worship that we are of him, the more we experience
[00:34:20.780 --> 00:34:21.780]   this life.
[00:34:21.780 --> 00:34:29.380]   I don't know about you, but the happiest people that I know in this world are people who are
[00:34:29.380 --> 00:34:33.220]   crazy about Jesus.
[00:34:33.220 --> 00:34:37.380]   Most to the point like, "Hey, calm down.
[00:34:37.380 --> 00:34:38.780]   Calm down.
[00:34:38.780 --> 00:34:39.860]   Our worship's at 11.
[00:34:39.860 --> 00:34:42.540]   You don't need to show up at 10 o'clock.
[00:34:42.540 --> 00:34:44.340]   Calm down."
[00:34:44.340 --> 00:34:46.420]   Every new Bible comes out, they got to get the new one.
[00:34:46.420 --> 00:34:48.180]   They got to get to every conference.
[00:34:48.180 --> 00:34:49.700]   They're at every single conference.
[00:34:49.700 --> 00:34:50.700]   They're always at the front.
[00:34:50.700 --> 00:34:52.540]   They're always singing the loudest.
[00:34:52.540 --> 00:34:54.140]   Calm down.
[00:34:54.140 --> 00:34:57.020]   And there's a joy that exuberates that comes from them that is not fake.
[00:34:57.020 --> 00:34:58.520]   You can't fake that.
[00:34:58.520 --> 00:35:02.940]   You can get fans to show up on time if you are A students.
[00:35:02.940 --> 00:35:07.380]   You can get fans to open up the Bible, attend Bible study, and be responsible and become
[00:35:07.380 --> 00:35:13.500]   good citizens and attend, do this, and do everything that's expected.
[00:35:13.500 --> 00:35:21.340]   But a fanatic, fanatic of Christ is not something that you and I create.
[00:35:21.340 --> 00:35:24.940]   That's something that happens because we encounter this God.
[00:35:24.940 --> 00:35:27.980]   See, the Apostle Paul was a fanatic.
[00:35:27.980 --> 00:35:31.460]   He didn't become who he was because Jesus spent a lot of time with him, telling him
[00:35:31.460 --> 00:35:34.180]   right and wrong and telling him the good word.
[00:35:34.180 --> 00:35:40.300]   No, he encountered the glory of Christ.
[00:35:40.300 --> 00:35:42.140]   And it became rubbish.
[00:35:42.140 --> 00:35:44.220]   He wasn't discipled to think rubbish.
[00:35:44.220 --> 00:35:46.460]   It became rubbish.
[00:35:46.460 --> 00:35:51.980]   And from that point on, he was willing even to give his life to tell other people about
[00:35:51.980 --> 00:35:57.620]   this, because whatever comes after this, meeting Christ, is way better than whatever it was
[00:35:57.620 --> 00:35:59.740]   that he was pursuing.
[00:35:59.740 --> 00:36:07.420]   See, he's calling us to be fanatics, to come deeper.
[00:36:07.420 --> 00:36:09.740]   And that's why he says the door has opened.
[00:36:09.740 --> 00:36:14.220]   He says, "Come to the throne of grace with confidence," because the whole purpose of
[00:36:14.220 --> 00:36:17.180]   salvation is in that statement.
[00:36:17.180 --> 00:36:22.100]   The whole purpose of salvation is in, "Now you're no longer condemned.
[00:36:22.100 --> 00:36:23.100]   Do whatever you want."
[00:36:23.100 --> 00:36:25.260]   That's not the gospel.
[00:36:25.260 --> 00:36:27.740]   The gospel is because of what he has done.
[00:36:27.740 --> 00:36:29.020]   The door has been opened.
[00:36:29.020 --> 00:36:31.620]   "Now come.
[00:36:31.620 --> 00:36:36.460]   Come to me, all who are weary and heavy laden, so I can give you rest.
[00:36:36.460 --> 00:36:40.980]   Come to the throne of grace with confidence."
[00:36:40.980 --> 00:36:45.380]   That's the good news of the gospel, that the door to life has been opened.
[00:36:45.380 --> 00:36:47.020]   "Now come."
[00:36:47.020 --> 00:36:52.100]   Not to simply admire it, not to simply write about it, not to simply take pictures and
[00:36:52.100 --> 00:36:56.380]   put it on the wall, but to come.
[00:36:56.380 --> 00:37:03.980]   Because true life is found in Christ, in Christ alone.
[00:37:03.980 --> 00:37:09.300]   That's what Cain and Abel's offering was pointed to, that speaks to us to this day.
[00:37:09.300 --> 00:37:14.860]   Hebrews 9, 13-14, "For if the blood of goats and bulls and ashes of hypher, sprinkling
[00:37:14.860 --> 00:37:19.260]   those who have been defiled, sanctify for the cleansing of the flesh, how much more
[00:37:19.260 --> 00:37:23.740]   will the blood of Christ, who through the eternal Spirit offered himself without blemish
[00:37:23.740 --> 00:37:28.700]   to God, cleanse your conscience from dead works to serve the living God?"
[00:37:28.700 --> 00:37:30.460]   How much more?
[00:37:30.460 --> 00:37:34.540]   And then finally, 1 Peter 1, 18-20, "Knowing that you are not redeemed with the perishable
[00:37:34.540 --> 00:37:40.100]   things like silver or gold from your feudal way of life, inherited from your forefathers,
[00:37:40.100 --> 00:37:47.980]   but with the precious blood as of a lamb unblemished and spotless, the blood of Christ."
[00:37:47.980 --> 00:37:53.660]   You know, it almost seems like a contradiction or an oxymoron to say that the way of life
[00:37:53.660 --> 00:37:59.500]   is Abel's offering, because Abel died.
[00:37:59.500 --> 00:38:03.500]   Cain was the one who murdered, and he lived.
[00:38:03.500 --> 00:38:06.340]   He got to live long life.
[00:38:06.340 --> 00:38:10.580]   Abel gave the right offering, and he died.
[00:38:10.580 --> 00:38:13.980]   So how can you say that this leads to life?
[00:38:13.980 --> 00:38:20.160]   From a worldly perspective, if all we know is here, then what a tragedy.
[00:38:20.160 --> 00:38:23.900]   The guy who was right before God, the guy who gave his best, the guy who gave the blood
[00:38:23.900 --> 00:38:28.940]   sacrifice, he's the one who ended his life early.
[00:38:28.940 --> 00:38:32.220]   When we see it from a man's perspective.
[00:38:32.220 --> 00:38:38.740]   But from God's perspective, from an eternal perspective, we can say that Abel died with
[00:38:38.740 --> 00:38:40.420]   life.
[00:38:40.420 --> 00:38:44.940]   Cain lived in death.
[00:38:44.940 --> 00:38:47.780]   Living a long life.
[00:38:47.780 --> 00:38:53.220]   There's a lot of people who don't want to be here, because that's their personal testimony.
[00:38:53.220 --> 00:38:58.500]   Living a long life is not a blessing in and of itself.
[00:38:58.500 --> 00:39:02.940]   Existing in this fallen world with all the depravity, with all the chaos, with all the
[00:39:02.940 --> 00:39:07.580]   hurts, with all the families that are broken up, with all the past pains that they have
[00:39:07.580 --> 00:39:13.500]   to live with, living a long life is not a blessing in and of itself.
[00:39:13.500 --> 00:39:18.900]   God did not call us so that we can live long.
[00:39:18.900 --> 00:39:21.740]   God called us so that we can live, truly live.
[00:39:21.740 --> 00:39:23.700]   Zoe in him.
[00:39:23.700 --> 00:39:29.300]   And the only path that causes us to do that is the path of Abel.
[00:39:29.300 --> 00:39:36.220]   By faith, he offered up a better sacrifice, which caused him to be righteous.
[00:39:36.220 --> 00:39:42.420]   And this righteousness and the blood sacrifice and right worship of Abel speaks to us even
[00:39:42.420 --> 00:39:45.940]   to this day, even when we die.
[00:39:45.940 --> 00:39:49.260]   That's the gospel message.
[00:39:49.260 --> 00:39:56.860]   So as we look at the other people in Hebrews chapter 11, if we miss this point, you may
[00:39:56.860 --> 00:40:00.500]   study the book of Hebrews and say, "Oh, if I just believed, if I had more faith, I can
[00:40:00.500 --> 00:40:02.500]   conquer enemies and I can do all this."
[00:40:02.500 --> 00:40:05.420]   And you will miss the whole point.
[00:40:05.420 --> 00:40:10.440]   Because the point of this, there's the first part of it, what will teach us that God used
[00:40:10.440 --> 00:40:12.500]   them and delivered them and did all of this stuff.
[00:40:12.500 --> 00:40:16.540]   And then the second part will come out, but some of these people died early, were tortured,
[00:40:16.540 --> 00:40:22.420]   were beaten, but all of it did it because they believed.
[00:40:22.420 --> 00:40:27.300]   They believed that life was in God, that promised land was not a physical land, but a land that
[00:40:27.300 --> 00:40:29.260]   he will bring.
[00:40:29.260 --> 00:40:33.700]   So I pray that as we look at this foundation, that that would embed into our hearts.
[00:40:33.700 --> 00:40:37.940]   And again, and I'm going to say this over and over again, as I've always been saying,
[00:40:37.940 --> 00:40:45.620]   and his point is the same, fix your eyes upon Jesus, the author and the perfecter of our
[00:40:45.620 --> 00:40:46.620]   faith.

