
[00:00:00.000 --> 00:00:14.000]   Okay, good evening everyone. Let us go and take our seats so that we can get our hearts ready to sing together and get started with Bible study.
[01:01:53.000 --> 01:01:59.000]   He is praying that the fellowship of the faith may become effective, and that this effectiveness is through,
[01:01:59.000 --> 01:02:04.000]   and that's going to be something of a discussion later, through the knowledge of every good thing,
[01:02:04.000 --> 01:02:08.000]   and that knowledge which is already in you for Christ's sake.
[01:02:08.000 --> 01:02:15.000]   So, as a way of kind of like an overview rundown of that little section, verses 4 through 6,
[01:02:15.000 --> 01:02:20.000]   I would summarize it holistically as, "These are the thankful prayers of Apostle Paul."
[01:02:20.000 --> 01:02:25.000]   Thankful for Philemon's love and faith, praying that his faith be more effective,
[01:02:25.000 --> 01:02:32.000]   knowing that even all that he's saying now is leading up to this great, great appeal.
[01:02:32.000 --> 01:02:40.000]   This great appeal saying, "I'm already so thankful for the love and faith you exercise, and I hear of it."
[01:02:40.000 --> 01:02:44.000]   And then you can almost see the appeal coming. And so continue.
[01:02:44.000 --> 01:02:48.000]   Or praying that his faith become even more effective than it already is.
[01:02:48.000 --> 01:02:52.000]   He's already had such an impact, he's causing people to be joyous.
[01:02:52.000 --> 01:02:58.000]   He's refreshing people, and yet he wants it to be more effective, and this leads into the appeal,
[01:02:58.000 --> 01:03:03.000]   and therefore, do this thing which is going to be proper and appropriate to love.
[01:03:03.000 --> 01:03:08.000]   Now, as we then walk down these two segments of thankfulness and prayer,
[01:03:08.000 --> 01:03:12.000]   the first section I want to highlight to you is the thankfulness.
[01:03:12.000 --> 01:03:18.000]   So, his attitude, he says, is thankful always to God, making mention in his prayers.
[01:03:18.000 --> 01:03:25.000]   And as I just take a moment to think about that, there is nothing within verse 4 and 5 that requires like,
[01:03:25.000 --> 01:03:29.000]   "Oh no, I don't understand the interpretation of what he's saying."
[01:03:29.000 --> 01:03:36.000]   It's so apparent to us, his heart's so thankful for this dear brother who's very, very active in the ministry.
[01:03:36.000 --> 01:03:41.000]   As an encouragement to you, whenever you come across passages where it's so straightforward,
[01:03:41.000 --> 01:03:47.000]   just jump straight into meditation, where it allows your heart to be exposed to the passage,
[01:03:47.000 --> 01:03:50.000]   and start thinking application.
[01:03:50.000 --> 01:03:55.000]   As a quick encouragement, every time we do inductive process, there should be an observation,
[01:03:55.000 --> 01:04:01.000]   where you're asking just, "What's here? Is it right? Is there evidence of this in the whole letter?
[01:04:01.000 --> 01:04:04.000]   Is there evidence of this in the rest of scripture?"
[01:04:04.000 --> 01:04:09.000]   And then you're asking interpretive questions, "What does this mean? Is my conclusion correct?"
[01:04:09.000 --> 01:04:14.000]   But sometimes, it's just plain, and you can meditate very deeply on,
[01:04:14.000 --> 01:04:18.000]   "Am I doing this? In what way do I fail to meet this?"
[01:04:18.000 --> 01:04:25.000]   Or, "How am I encouraged?" Meditating on, "How does this look like right now in my life?"
[01:04:25.000 --> 01:04:29.000]   So the way I would do it is, I'm taking a look at this, and I'm thinking about the thankfulness of God,
[01:04:29.000 --> 01:04:35.000]   or thankfulness of Apostle Paul to God, making mention of you in my prayers, that kind of thing.
[01:04:35.000 --> 01:04:39.000]   And immediately, just sharing with you my own meditation as I sat there thinking, it's like,
[01:04:39.000 --> 01:04:44.000]   "Oh man, for a lot of you guys who know me, sometimes I'm just scatterbrained,
[01:04:44.000 --> 01:04:51.000]   and honestly speaking, if you are out of sight, you are completely out of my mind."
[01:04:51.000 --> 01:04:54.000]   I think it's a weakness of mine, right?
[01:04:54.000 --> 01:04:59.000]   I am very tunnel-visioned, and whatever's in front of me, I'm talking to you, then I'm talking to you,
[01:04:59.000 --> 01:05:05.000]   but rarely though am I thinking of the people because, sometimes actually though,
[01:05:05.000 --> 01:05:11.000]   I'm challenged that I know when I see people where their consideration of their loved ones
[01:05:11.000 --> 01:05:14.000]   is always on the tip of their tongue, right?
[01:05:14.000 --> 01:05:18.000]   They're at the store, and then they're thinking, "Oh, this would be so good for so-and-so."
[01:05:18.000 --> 01:05:24.000]   I'm always like, "That never crosses for me." How do you make those connections?
[01:05:24.000 --> 01:05:27.000]   And then I realize that's something I actually need to grow in.
[01:05:27.000 --> 01:05:32.000]   Here's another one. Not only am I remembering and making mention of people,
[01:05:32.000 --> 01:05:40.000]   but genuinely, this whole paragraph highlights the thankfulness Apostle Paul has in his heart.
[01:05:40.000 --> 01:05:44.000]   And so there's this question in my mind, immediately for myself, it's like,
[01:05:44.000 --> 01:05:51.000]   "Do I have an attitude of thankfulness when I think about the individuals that I'm counseling, ministering to?"
[01:05:51.000 --> 01:06:00.000]   Or, as I meditate on this, do I sometimes think that people are problems to be solved?
[01:06:00.000 --> 01:06:03.000]   They're like projects to be attended to, you know?
[01:06:03.000 --> 01:06:08.000]   Is there a gratefulness in your heart for even the little amount of faith you see in people?
[01:06:08.000 --> 01:06:13.000]   Or is there this constant grumbling like, "Why won't they listen to what I say?"
[01:06:13.000 --> 01:06:17.000]   Those are just some meditations you can have immediately.
[01:06:17.000 --> 01:06:22.000]   Here's another thing I had. One of the things I realized, just a danger of being in ministry,
[01:06:22.000 --> 01:06:26.000]   is I'm constantly talking to people or talking about people.
[01:06:26.000 --> 01:06:29.000]   "How do I take care of this person better?" You know?
[01:06:29.000 --> 01:06:31.000]   "How do I minister to them?"
[01:06:31.000 --> 01:06:33.000]   "If this individual is struggling with this, what do I do?"
[01:06:33.000 --> 01:06:36.000]   And there's this constant just like, mulling over people.
[01:06:36.000 --> 01:06:41.000]   That is not the same as praying for them before God.
[01:06:41.000 --> 01:06:44.000]   And that's one of the meditations I wrote down for myself.
[01:06:44.000 --> 01:06:48.000]   Mark, just because you ruminated about what you're going to say,
[01:06:48.000 --> 01:06:52.000]   just because you practiced how to give advice,
[01:06:52.000 --> 01:06:54.000]   just because maybe even somebody, like,
[01:06:54.000 --> 01:06:57.000]   I'm not sure ever if you guys have fought with somebody,
[01:06:57.000 --> 01:07:00.000]   and then in your head, you battled them,
[01:07:00.000 --> 01:07:03.000]   and then now you're prepared with things to say.
[01:07:03.000 --> 01:07:06.000]   That's still different from praying about it.
[01:07:06.000 --> 01:07:09.000]   That's still different from going to God, relying, and saying,
[01:07:09.000 --> 01:07:16.000]   "This reconciliation that needs to happen, Lord, help us to exercise the gospel of Christ in this."
[01:07:16.000 --> 01:07:19.000]   "Help us to exercise humility in this."
[01:07:19.000 --> 01:07:22.000]   So in that way, take time to meditate.
[01:07:22.000 --> 01:07:24.000]   And I even wrote a note to myself.
[01:07:24.000 --> 01:07:30.000]   It's like, "Yes, after each counseling session, after each meeting, we pray."
[01:07:30.000 --> 01:07:35.000]   But even just taking metrics, if I say, "Oh, yeah, I'm praying for you."
[01:07:35.000 --> 01:07:39.000]   When was the last time I actually took a metric survey?
[01:07:39.000 --> 01:07:42.000]   Like, "So how many times did you pray?"
[01:07:42.000 --> 01:07:45.000]   And I don't know. It's just maybe a convicting thing.
[01:07:45.000 --> 01:07:48.000]   Okay, moving forward, I wrote and tagged this.
[01:07:48.000 --> 01:07:51.000]   I guess you can say labeled this as inspiration
[01:07:51.000 --> 01:07:56.000]   because he says, "I am praying for you because I hear of your love."
[01:07:56.000 --> 01:07:59.000]   And I realized, "Huh, that's really interesting."
[01:07:59.000 --> 01:08:01.000]   Here's another quick thought.
[01:08:01.000 --> 01:08:06.000]   Do we only pray for crisis situations, tragedies, and heartache?
[01:08:06.000 --> 01:08:10.000]   Or when you hear somebody is growing and bearing fruit, does that inspire you?
[01:08:10.000 --> 01:08:14.000]   Be like, "I want to pray for you so that you can bear more fruit."
[01:08:14.000 --> 01:08:17.000]   You're on my prayer list because you're actually growing.
[01:08:17.000 --> 01:08:20.000]   Or do we think, "You're fine. I don't need to take care of you."
[01:08:20.000 --> 01:08:23.000]   Like, "You're good. You're just happy.
[01:08:23.000 --> 01:08:28.000]   We're going to let you just run and spread your wings at church."
[01:08:28.000 --> 01:08:32.000]   He says, "Actually, no, because your reputation is going out
[01:08:32.000 --> 01:08:38.000]   and he's hearing of his consistent character of love and faith for everybody,
[01:08:38.000 --> 01:08:40.000]   he's like, "I'm going to pray for you."
[01:08:40.000 --> 01:08:42.000]   That's really, really inspiring.
[01:08:42.000 --> 01:08:45.000]   And then we see Philemon's love.
[01:08:45.000 --> 01:08:50.000]   He says, "This love and faith that he has is clearly for the Lord Jesus Christ
[01:08:50.000 --> 01:08:52.000]   and towards all the saints."
[01:08:52.000 --> 01:08:58.000]   And I think that's--there's not necessarily like a whole lot I'm going to ask about this,
[01:08:58.000 --> 01:09:00.000]   like, "What is this towards Jesus?" etc.
[01:09:00.000 --> 01:09:03.000]   Clearly, though, this to me is awesome.
[01:09:03.000 --> 01:09:06.000]   There's a simplicity about Philemon's love.
[01:09:06.000 --> 01:09:09.000]   Just recently, we had a new member come in, and it was awesome
[01:09:09.000 --> 01:09:14.000]   because on his factoids--you know how each person comes in and has those factoids on it?
[01:09:14.000 --> 01:09:16.000]   He says, "I love Jesus and I love my family."
[01:09:16.000 --> 01:09:17.000]   That was it.
[01:09:17.000 --> 01:09:19.000]   And I was like, "That's so simple.
[01:09:19.000 --> 01:09:21.000]   It's so good, you know?
[01:09:21.000 --> 01:09:22.000]   It's so clear.
[01:09:22.000 --> 01:09:24.000]   It's succinct, right?
[01:09:24.000 --> 01:09:26.000]   It's proper because the priorities are right.
[01:09:26.000 --> 01:09:29.000]   It's I love Jesus and my family."
[01:09:29.000 --> 01:09:32.000]   And I remember kind of thinking about that and said, "You know,
[01:09:32.000 --> 01:09:35.000]   we do live in a generation where the priorities are upside down.
[01:09:35.000 --> 01:09:40.000]   I'm not going to say too much about it, but nowadays we do live in a generation
[01:09:40.000 --> 01:09:46.000]   where people just love and care about the world so much.
[01:09:46.000 --> 01:09:49.000]   Their love for the world is so big.
[01:09:49.000 --> 01:09:54.000]   And a lot of times, the way that you see it is the greatest fear they have
[01:09:54.000 --> 01:09:57.000]   is upsetting, and they fear the world.
[01:09:57.000 --> 01:10:02.000]   So much so, a lot of Christians are tackling and bombarding each other
[01:10:02.000 --> 01:10:05.000]   and then completely forgetting about God.
[01:10:05.000 --> 01:10:08.000]   The flip side of that for us should be we're so in love with Jesus.
[01:10:08.000 --> 01:10:10.000]   We care so much about what he thinks.
[01:10:10.000 --> 01:10:13.000]   Our greatest fear is offending God, right?
[01:10:13.000 --> 01:10:17.000]   So much so that we actually prioritize not offending our fellow brothers
[01:10:17.000 --> 01:10:21.000]   and so much so that we kind of forget about the world.
[01:10:21.000 --> 01:10:23.000]   That's the proper order.
[01:10:23.000 --> 01:10:27.000]   We love God so much, we would dare not offend our own brother and sister in Christ,
[01:10:27.000 --> 01:10:31.000]   and the world we almost forget, their third thought.
[01:10:31.000 --> 01:10:32.000]   But right now it's flipped.
[01:10:32.000 --> 01:10:34.000]   A lot of times it's flipped.
[01:10:34.000 --> 01:10:37.000]   So here, all I want to say about this first section is what we kind of see
[01:10:37.000 --> 01:10:41.000]   coming out is Apostle Paul's great attitude of thankfulness.
[01:10:41.000 --> 01:10:48.000]   And for part of meditation, it's kind of like sometimes if you--
[01:10:48.000 --> 01:10:52.000]   maybe you've been trying to minister to people, you run into walls.
[01:10:52.000 --> 01:10:55.000]   We can have a situation where there's lots to be thankful for,
[01:10:55.000 --> 01:10:59.000]   but we're seeing all the problems, and you can be discouraged.
[01:10:59.000 --> 01:11:02.000]   A quick challenge to you directly from this passage is
[01:11:02.000 --> 01:11:05.000]   are you being inspired and thankful because of the faith you see
[01:11:05.000 --> 01:11:08.000]   in the people around you?
[01:11:08.000 --> 01:11:11.000]   And if you're not seeing that and your heart's not thankful,
[01:11:11.000 --> 01:11:13.000]   what is that saying about your heart currently?
[01:11:13.000 --> 01:11:16.000]   What is that saying about your eyes currently?
[01:11:16.000 --> 01:11:18.000]   Next.
[01:11:18.000 --> 01:11:25.000]   Next we have the second portion where it is the prayer for effective faith.
[01:11:25.000 --> 01:11:29.000]   And he says, "I pray that the fellowship of your faith"--
[01:11:29.000 --> 01:11:32.000]   so he's praying for his faith and the fellowship of it,
[01:11:32.000 --> 01:11:34.000]   and we're going to maybe discuss that a little bit here--
[01:11:34.000 --> 01:11:38.000]   "that it may become effective through the knowledge of every good thing
[01:11:38.000 --> 01:11:42.000]   which is in you for Christ's sake."
[01:11:42.000 --> 01:11:46.000]   We definitely think about this section, and then we probably ask the question,
[01:11:46.000 --> 01:11:51.000]   "Why does he describe it as fellowship of faith?"
[01:11:51.000 --> 01:11:54.000]   Why doesn't he just say, "I pray you grow"?
[01:11:54.000 --> 01:11:57.000]   It could have been a lot more succinct.
[01:11:57.000 --> 01:12:01.000]   "I pray you apply more of Scripture in your life."
[01:12:01.000 --> 01:12:03.000]   Why describe it as a fellowship of faith?
[01:12:03.000 --> 01:12:07.000]   And I do think that there's reason for it.
[01:12:07.000 --> 01:12:11.000]   This idea of fellowship, koinonia, probably you've heard that term before,
[01:12:11.000 --> 01:12:14.000]   already multiple times in your Christian life,
[01:12:14.000 --> 01:12:19.000]   talking about how this koinonia has with it a sharing from one to another,
[01:12:19.000 --> 01:12:23.000]   a fellowship with, but it has even, I guess more you can say,
[01:12:23.000 --> 01:12:29.000]   an active element to it, which is that we are participating in something.
[01:12:29.000 --> 01:12:32.000]   We're participating in a cause.
[01:12:32.000 --> 01:12:36.000]   And so when we think of fellowship, I want to ask the question of,
[01:12:36.000 --> 01:12:39.000]   "So how can we apply that when we think about fellowship of faith
[01:12:39.000 --> 01:12:43.000]   and what's Apostle Paul's thinking about?"
[01:12:43.000 --> 01:12:46.000]   Are we thinking a fellowship of faith means,
[01:12:46.000 --> 01:12:49.000]   "Hey, we're all brothers by identity"?
[01:12:49.000 --> 01:12:54.000]   A fellowship of faith means, "Hey, we have this one agenda, the faith,
[01:12:54.000 --> 01:12:57.000]   and we're all participants in it."
[01:12:57.000 --> 01:12:59.000]   You see what I'm saying there?
[01:12:59.000 --> 01:13:02.000]   And in that way, maybe we could even ask the question,
[01:13:02.000 --> 01:13:07.000]   "Is there currently for us, when we think about fellowship,
[01:13:07.000 --> 01:13:11.000]   typically we should always actually be thinking about fellowship of faith.
[01:13:11.000 --> 01:13:14.000]   And in any way in our current Christian practice,
[01:13:14.000 --> 01:13:19.000]   is there something that needs fine-tuning or deficient?"
[01:13:19.000 --> 01:13:27.000]   And I do want to say, I do think that maybe if you look at letter B,
[01:13:27.000 --> 01:13:30.000]   CFC, you'll see it typically when I write notes,
[01:13:30.000 --> 01:13:32.000]   it means a common falling condition.
[01:13:32.000 --> 01:13:34.000]   It's like this is kind of a common practice,
[01:13:34.000 --> 01:13:37.000]   and it's a little wayward, and we need to correct it a little bit.
[01:13:37.000 --> 01:13:43.000]   Fellowship in the broadest sense most people use as when we're all together.
[01:13:43.000 --> 01:13:45.000]   And right now, a lot of times when people say,
[01:13:45.000 --> 01:13:48.000]   "I can't find fellowship here," what they're kind of talking about actually
[01:13:48.000 --> 01:13:52.000]   is, "I can't find people like me who will sympathize with me,
[01:13:52.000 --> 01:13:54.000]   who will relate with me."
[01:13:54.000 --> 01:13:57.000]   And in that sense, fellowship means more like identity,
[01:13:57.000 --> 01:13:59.000]   people who are identifying with me.
[01:13:59.000 --> 01:14:02.000]   We share or we talk, and we have like interests,
[01:14:02.000 --> 01:14:06.000]   and so in that sense there's a commonality.
[01:14:06.000 --> 01:14:08.000]   But fellowship, the way that the Scripture describes it,
[01:14:08.000 --> 01:14:12.000]   almost is as though you don't need to be together.
[01:14:12.000 --> 01:14:15.000]   You don't even need to be in the same room to just talk all night
[01:14:15.000 --> 01:14:19.000]   and loiter in the parking lot.
[01:14:19.000 --> 01:14:23.000]   That stuff is now frowned upon. Please continue to do it.
[01:14:23.000 --> 01:14:27.000]   But if that's all in our heads fellowship means,
[01:14:27.000 --> 01:14:30.000]   then it needs to be fine-tuned.
[01:14:30.000 --> 01:14:33.000]   Because fellowship to the Apostle Paul and to the early saints,
[01:14:33.000 --> 01:14:39.000]   this is our participation in this great cause of our devotion to Christ,
[01:14:39.000 --> 01:14:43.000]   to the love of the brethren and evangelizing of the lost,
[01:14:43.000 --> 01:14:46.000]   that you can be in different countries and have fellowship.
[01:14:46.000 --> 01:14:48.000]   Yes?
[01:14:48.000 --> 01:14:51.000]   We don't actually even have to be in the same space
[01:14:51.000 --> 01:14:54.000]   to have this fellowship together, this koinonia.
[01:14:54.000 --> 01:15:00.000]   And that's the beauty of the Gospel and the purpose that God has given us.
[01:15:00.000 --> 01:15:03.000]   So when he's talking about this, he says,
[01:15:03.000 --> 01:15:07.000]   "This partnership in the faith, I want it to be effective."
[01:15:07.000 --> 01:15:10.000]   Now, in this then, I just wanted to make mention,
[01:15:10.000 --> 01:15:13.000]   since this is his prayer,
[01:15:13.000 --> 01:15:16.000]   we realize just from the overview and thinking about it,
[01:15:16.000 --> 01:15:20.000]   we mentioned how, think of all the ramifications
[01:15:20.000 --> 01:15:24.000]   of what kind of power,
[01:15:24.000 --> 01:15:26.000]   what kind of good to the community,
[01:15:26.000 --> 01:15:29.000]   what kind of consequences it would have
[01:15:29.000 --> 01:15:34.000]   if Philemon really took this appeal to heart
[01:15:34.000 --> 01:15:37.000]   and then truly accepted Onesimus as repentance
[01:15:37.000 --> 01:15:39.000]   and accepted him as a brother.
[01:15:39.000 --> 01:15:42.000]   I kind of wish that the letter had like chapter 2,
[01:15:42.000 --> 01:15:45.000]   and the story goes, right,
[01:15:45.000 --> 01:15:47.000]   that when Philemon saw Onesimus,
[01:15:47.000 --> 01:15:50.000]   there was tears in his eyes, there was open arms,
[01:15:50.000 --> 01:15:53.000]   you know, I wish I could see that.
[01:15:53.000 --> 01:15:55.000]   But we take it by faith, most likely, that that happened,
[01:15:55.000 --> 01:15:58.000]   because I kind of mentioned to you that church history has it,
[01:15:58.000 --> 01:16:02.000]   that Onesimus ends up becoming really effective,
[01:16:02.000 --> 01:16:05.000]   and he's mentioned various places in the ministry.
[01:16:05.000 --> 01:16:08.000]   But the reason why I bring this up for the purpose was
[01:16:08.000 --> 01:16:13.000]   just imagining the consequences and ramifications for the ministry
[01:16:13.000 --> 01:16:16.000]   by Apostle Paul appealing to this,
[01:16:16.000 --> 01:16:18.000]   and then Philemon falling through.
[01:16:18.000 --> 01:16:21.000]   Wow, this would be effective for everything.
[01:16:21.000 --> 01:16:24.000]   And you guys probably could think about
[01:16:24.000 --> 01:16:27.000]   evangelizing to the loss of reconciliation.
[01:16:27.000 --> 01:16:31.000]   You guys can think about even Jesus' parable
[01:16:31.000 --> 01:16:35.000]   about presenting this idea of when God,
[01:16:35.000 --> 01:16:37.000]   when the Master has forgiven you so much,
[01:16:37.000 --> 01:16:39.000]   we can think about even in our group,
[01:16:39.000 --> 01:16:43.000]   we talked about even later on we have this creed,
[01:16:43.000 --> 01:16:46.000]   you know, that we, Apostles' Creed, that people recite all the time,
[01:16:46.000 --> 01:16:49.000]   "Forgive us as we forgive our," you know?
[01:16:49.000 --> 01:16:51.000]   And then the kind of message that we send
[01:16:51.000 --> 01:16:53.000]   within the whole body of Christ.
[01:16:53.000 --> 01:16:55.000]   This has ramifications everywhere,
[01:16:55.000 --> 01:16:59.000]   which is to say that Philemon following through with this,
[01:16:59.000 --> 01:17:01.000]   it's going to bear its fruit and be effective
[01:17:01.000 --> 01:17:03.000]   just about everywhere in ministry.
[01:17:03.000 --> 01:17:05.000]   Yes?
[01:17:05.000 --> 01:17:09.000]   So, the next portion I want to highlight this is,
[01:17:09.000 --> 01:17:14.000]   notice how it says he wants this faith to become effective,
[01:17:14.000 --> 01:17:18.000]   and then I took through the knowledge of every good thing
[01:17:18.000 --> 01:17:22.000]   as just simply as a means of how, right?
[01:17:22.000 --> 01:17:25.000]   How is Philemon going to do this?
[01:17:25.000 --> 01:17:28.000]   And well, of course, it is a theme within the Scripture
[01:17:28.000 --> 01:17:33.000]   that trying to overcome your sense of justice,
[01:17:33.000 --> 01:17:36.000]   trying to overcome your own pride,
[01:17:36.000 --> 01:17:40.000]   trying to overcome this huge hurdle of the fact
[01:17:40.000 --> 01:17:42.000]   that someone has offended you,
[01:17:42.000 --> 01:17:44.000]   that's something that the Spirit has empowered us
[01:17:44.000 --> 01:17:46.000]   through the grace of Christ, right?
[01:17:46.000 --> 01:17:48.000]   Through the knowledge of the Son.
[01:17:48.000 --> 01:17:50.000]   And so in this way, we could totally understand
[01:17:50.000 --> 01:17:52.000]   by the knowledge of the Son of God,
[01:17:52.000 --> 01:17:54.000]   we're going to be able to do these things.
[01:17:54.000 --> 01:17:55.000]   Yes?
[01:17:55.000 --> 01:17:58.000]   But, if you looked at the other translations,
[01:17:58.000 --> 01:18:00.000]   it threw you for a loop.
[01:18:00.000 --> 01:18:03.000]   Because King James said, "By acknowledging,"
[01:18:03.000 --> 01:18:05.000]   NASB said, "Through,"
[01:18:05.000 --> 01:18:07.000]   SFV said, "For the full knowledge,"
[01:18:07.000 --> 01:18:10.000]   and the NIV said, "In deepening your understanding
[01:18:10.000 --> 01:18:12.000]   of every good thing."
[01:18:12.000 --> 01:18:14.000]   And it's like, oh man,
[01:18:14.000 --> 01:18:18.000]   it's like every preposition I can think of.
[01:18:18.000 --> 01:18:21.000]   So we have two basic options, though.
[01:18:21.000 --> 01:18:26.000]   Either the, like,
[01:18:26.000 --> 01:18:30.000]   you're going to be made more effective by this knowledge,
[01:18:30.000 --> 01:18:32.000]   so the knowledge is a source for you
[01:18:32.000 --> 01:18:34.000]   to do this effective thing,
[01:18:34.000 --> 01:18:37.000]   or your effectiveness will result
[01:18:37.000 --> 01:18:40.000]   in the knowledge of every good thing, right?
[01:18:40.000 --> 01:18:42.000]   That you're doing this because you're going to be
[01:18:42.000 --> 01:18:45.000]   developing into somebody who is wiser,
[01:18:45.000 --> 01:18:47.000]   who is more understanding and knowing
[01:18:47.000 --> 01:18:50.000]   what God wants you to do and discerning.
[01:18:50.000 --> 01:18:52.000]   Which one is it?
[01:18:52.000 --> 01:18:54.000]   So, by audience participation,
[01:18:54.000 --> 01:18:57.000]   if you're the first one,
[01:18:57.000 --> 01:18:59.000]   I'm just kidding, we're not going to take a vote.
[01:18:59.000 --> 01:19:01.000]   That's not how you do it.
[01:19:01.000 --> 01:19:03.000]   What we're going to do is just say,
[01:19:03.000 --> 01:19:05.000]   "Hey, what's interesting about this is sometimes
[01:19:05.000 --> 01:19:09.000]   the scriptures doesn't have another part of that verse,
[01:19:09.000 --> 01:19:11.000]   but what's very clear is there are other portions
[01:19:11.000 --> 01:19:14.000]   of scripture that teach us, right?
[01:19:14.000 --> 01:19:16.000]   That solid food is for the mature,
[01:19:16.000 --> 01:19:19.000]   who because of practice have their senses trained
[01:19:19.000 --> 01:19:22.000]   and discern good and evil, yes?
[01:19:22.000 --> 01:19:24.000]   Hebrews chapter five all the way down
[01:19:24.000 --> 01:19:26.000]   through the end of chapter six
[01:19:26.000 --> 01:19:30.000]   is all about the need for every Christian to mature, right?
[01:19:30.000 --> 01:19:32.000]   And within it, he says, "Beloved, we're convinced
[01:19:32.000 --> 01:19:33.000]   of better things concerning you,
[01:19:33.000 --> 01:19:35.000]   things that accompany salvation,
[01:19:35.000 --> 01:19:37.000]   though we're seeking in this way,
[01:19:37.000 --> 01:19:41.000]   for God is not unjust so as to forget your work
[01:19:41.000 --> 01:19:44.000]   and the love which you have shown towards his name.
[01:19:44.000 --> 01:19:48.000]   In having ministered and still ministering to the saints,
[01:19:48.000 --> 01:19:51.000]   and we desire that each one of you show the same diligence
[01:19:51.000 --> 01:19:54.000]   so as to realize," listen to this,
[01:19:54.000 --> 01:19:57.000]   "the full assurance of hope until the end,
[01:19:57.000 --> 01:19:58.000]   so that you will not be sluggish,
[01:19:58.000 --> 01:20:01.000]   but imitators of those who through faith
[01:20:01.000 --> 01:20:03.000]   and patience inherit the promise."
[01:20:03.000 --> 01:20:06.000]   So the assurance is actually you have it
[01:20:06.000 --> 01:20:08.000]   and it's also growing, right?
[01:20:08.000 --> 01:20:10.000]   That's a part of Christian theology.
[01:20:10.000 --> 01:20:14.000]   You have everything that you need for life and godliness,
[01:20:14.000 --> 01:20:16.000]   but you're also growing in the knowledge.
[01:20:16.000 --> 01:20:18.000]   And Apostle Paul always regularly prays,
[01:20:18.000 --> 01:20:21.000]   "I want you to grow in the fullness of the knowledge," right?
[01:20:21.000 --> 01:20:24.000]   "In discernment and wisdom and more."
[01:20:24.000 --> 01:20:27.000]   But what's more, we recognize that passages
[01:20:27.000 --> 01:20:32.000]   like Romans chapter 12, the renewing of your mind, yes,
[01:20:32.000 --> 01:20:36.000]   is going to help you discern what is the will of God.
[01:20:36.000 --> 01:20:38.000]   And what's more, 2 Peter will tell you,
[01:20:38.000 --> 01:20:42.000]   this knowledge of Christ, it's going to bear its fruit in you.
[01:20:42.000 --> 01:20:46.000]   And so I think by way of wrapping things up,
[01:20:46.000 --> 01:20:48.000]   going back to the passage here,
[01:20:48.000 --> 01:20:51.000]   clearly when we think about this portion,
[01:20:51.000 --> 01:20:54.000]   we're thinking Apostle Paul is saying
[01:20:54.000 --> 01:20:57.000]   that he is so grateful for the work
[01:20:57.000 --> 01:20:59.000]   that God is already doing in him
[01:20:59.000 --> 01:21:03.000]   and there's already fruit being born, yes?
[01:21:03.000 --> 01:21:06.000]   But what a challenge to Philemon
[01:21:06.000 --> 01:21:08.000]   and a challenge to every single one of us.
[01:21:08.000 --> 01:21:10.000]   He prays that our faith be made
[01:21:10.000 --> 01:21:13.000]   even more effective in every single way.
[01:21:13.000 --> 01:21:16.000]   And what's more, that by doing it,
[01:21:16.000 --> 01:21:19.000]   not because we've talked about it,
[01:21:19.000 --> 01:21:22.000]   definitely not because we sat under a seminar for it,
[01:21:22.000 --> 01:21:24.000]   but by doing it, we are growing
[01:21:24.000 --> 01:21:26.000]   in the knowledge of every good work.
[01:21:26.000 --> 01:21:30.000]   And that kind of, I guess, experience
[01:21:30.000 --> 01:21:33.000]   that God requires in us, he wants us to.
[01:21:33.000 --> 01:21:37.000]   He wants us to actually experience a lot of things.
[01:21:37.000 --> 01:21:40.000]   I always kind of take these personal letters
[01:21:40.000 --> 01:21:43.000]   from Apostle Paul like that of a parent.
[01:21:43.000 --> 01:21:46.000]   A good parent will not guard their child
[01:21:46.000 --> 01:21:49.000]   from every single hard experience in life,
[01:21:49.000 --> 01:21:52.000]   but rather would just give good guidance
[01:21:52.000 --> 01:21:56.000]   that they do all of these experiences well.
[01:21:56.000 --> 01:21:58.000]   And in that way, even suffering,
[01:21:58.000 --> 01:22:01.000]   Apostle Paul says, "I want to share in the sufferings of Christ
[01:22:01.000 --> 01:22:03.000]   "that I may know," yes?
[01:22:03.000 --> 01:22:06.000]   Even these moments of being wronged
[01:22:06.000 --> 01:22:09.000]   and having to forgive and be pushed to do things
[01:22:09.000 --> 01:22:13.000]   far above and beyond what you think you're capable of.
[01:22:13.000 --> 01:22:16.000]   I can imagine, I don't know,
[01:22:16.000 --> 01:22:18.000]   but I can imagine someone saying,
[01:22:18.000 --> 01:22:20.000]   "I don't know if this is possible.
[01:22:20.000 --> 01:22:23.000]   "Do I have enough faith to do this?"
[01:22:23.000 --> 01:22:25.000]   There are many other portions of Scripture
[01:22:25.000 --> 01:22:27.000]   where the saints are asked to suffer,
[01:22:27.000 --> 01:22:29.000]   where the saints are asked to endure,
[01:22:29.000 --> 01:22:32.000]   the saints are asked to submit,
[01:22:32.000 --> 01:22:36.000]   but rather than saying, "I don't know if I can,"
[01:22:36.000 --> 01:22:40.000]   we can say, "By obedience and by simple faithfulness,
[01:22:40.000 --> 01:22:42.000]   "we're going to understand."
[01:22:42.000 --> 01:22:45.000]   Let's pray.
[01:22:45.000 --> 01:22:50.000]   Lord, we thank you that as you are the perfect Father,
[01:22:50.000 --> 01:22:52.000]   you lead us, Lord God, in all things
